   1. daivapuruṣākārādhyāye 21 verses	1. dEva-puruza-AkAra-aDyAye 21 verseH-
   kanyas?o 'ṅgulonaḥ/	kanyas?aH aFgula-UnaH/
   YY_10.21cd/.stambhapramāṇavipulāḥ kramaśo niṣaṅgāḥ proktāṅgulārddhasadṛśaṃ	YY_10.21cd/.-stamBa-pramANa-vipulAH kramaSas nizaFgAH prokta-aFgula-ardDa-sadRSam
   bahulatvam eṣām//	bahula-tvam ezAm//
   YY_10.22ab/.sarvāsu śālāsu ca kaṇṭakasya hasto 'rdhayuktaḥ pariṇāha uktaḥ/	YY_10.22ab/.-sarvAsu SAlAsu ca kaNwakasya hastaH arDa-yuktaH pariNAhaH uktaH/
   YY_10.22cd/.kaṇṭapramāṇena samunnataś ca talapravandho dṛḍhadārubandhaḥ//	YY_10.22cd/.-kaNwa-pramANena samunnataH ca tala-pravanDaH dRXa-dAru-banDaH//
   YY_10.23ab/.alindabhittau tu gavākṣakeṣu kuryād guṇadvārakajālakāṃś ca/	YY_10.23a-b/.alinda-BittO tu gavAkzakezu kuryAt guNa-dvAraka-jAlakAn ca/
   YY_10.23cd/.nirbyūhayuktāsu ca vedikāsu kāryā bibhūṣā parito mayoktā//	YY_10.23cd/.-nirbyUha-yuktAsu ca vedikAsu kAryA biBUzA paritas mayA-uktA//
   YY_10.24ab/.kamalotpalahaṃsayugapramathaiḥ pramadāyugapatravihaṅgaghaṭaiḥ/	YY_10.24a-b/.-kamala-utpala-haMsa-yuga-pramaTEH pramadA-yuga-patra-vihaFga-GawEH/
   YY_10.24cd/.vividhais tarubhiḥ saśukabhramaraiḥ	YY_10.24cd/.-viviDEH taruBiH sa-Suka-BramarEH
   phalapallavapuṣpabharāvanataiḥ//	Pala-pallava-puzpa-Bara-avanatEH//
   YY_10.25ab/.vyālakakuñjaramatsyamṛgendraiḥ kandamrṇālalatāṃkuraśobhaiḥ/	YY_10.25ab/.vyAlaka-kuQjara-matsya-mRgendrEH kandamrNAlala-tAMkura-SoBEH/
   YY_ 10.25cd/.vāricaraiś ca citā makarādyaiḥ śikṣitaśilpivinirmitarūpā//	YY_ 10.25cd/.-vAri-carEH ca citA makara-AdyEH Sikzita-Silpi-vinirmita-rUpA//
   YY_10.26ab/.dvārocchrāyāḥ kuñjarāṇām atulyā vistāro 'sya tryaṃśahīnaḥ sa	YY_10.26ab/.dvAra-ucCrAyAH kuQjarANAm atulyAH vistAraH asya tri-aMSa-hInaH sa
   eva/	eva/
   YY_10.26cd/.hīno bhūyaś cātmaṣaṣṭhāṃśakena śālād dvāraṃ prāgudak ca	YY_10.26cd/.-hInaH BUyas ca-Atma-zazWa-aMSakena SAlAt dvAram prAc-udak ca
   praśastam//	praSastam//
   YY_10.27ab/.vicitranirvyūhamṛgendrapañjaraṃ kapāṭameḍhārgalasuprayojitam/	YY_10.27ab/.vicitra-nirvyUha-mRgendra-paQjaram kapAwa-meXa-argalasu-prayojitam/
   YY_10.27cd/.suvedikālaṅkṛtam īkṣaṇapriyaṃ praveśanaṃ nirgamanāya cāparam//	YY_10.27cd/.-suvedikA-alaFkRtam IkzaNa-priyam praveSanam nirgamanAya ca-aparam//
   YY_10.28ab/.candanārjunaśirīṣamadhūkā devadārusaralāñjanaśālāḥ/	YY_10.28ab/.candana-arjuna-SirIza-maDUkAH devadAru-sarala-aQjana-SAlAH/
   YY_10.28cd/.rohiṇīkhadiracampakaśākāḥ syandanaś ca sakadambaviśokāḥ//	YY_10.28cd/.-rohiNI-Kadira-campaka-SAkAH syandanaH ca sa-kadamba-viSokAH//
   YY_10.29ab/.śītāḥ śivāś ca dvipabandhanārtham ete drumāḥ puṣṭikarā	YY_10.29ab/.SItAH SivAH ca dvipa-banDana-arTam ete drumAH puzwi-karA
   dvipānām/	dvipAnAm/
   YY_10.29cd/.stambhārtham anye 'pi hi sāravantaḥ kāryāḥ praśastā	YY_10.29cd/.-stamBa-arTam anye api hi sAravantaH kAryAH praSastA
   guṇasaṃprayuktāḥ//	guNa-saMprayuktAH//
   YY_10.30ab/.pūrvābhimukho nibadhyate yaḥ kṣipraṃ sa karoti vikramam/	YY_10.30ab/.-pUrva-aBimuKaH nibaDyate yaH kzipram sa karoti vikramam/
   YY_10.30cd/.rājñas samareṣv anirjito dīrghaṃ cāyur avāpnuyād gajaḥ//	YY_10.30cd/.-rAjQaH samarezu anirjitaH dIrGam ca-AyuH avApnuyAt gajaH//
   YY_10.31ab/.dakṣiṇadigvadanasya ca bandho jīvitanāśakaro dviradasya/	YY_10.31ab/.dakziNa-diS-vadanasya ca banDaH jIvita-nASa-karaH dviradasya/
   YY_10.31cd/.dhānyadhanakṣayam āśu ca kuryān mantrijanasya narādhipateś	YY_10.31cd/.-DAnya-Dana-kzayam ASu ca kuryAt mantri-janasya nara-aDipateH-
   ca//	ca//
   YY_10.32ab/.paścān mukhaṃ bandham avāpya nāgo nityaṃ bhaved	YY_10.32ab/.paScAt muKam banDam avApya nAgaH nityam Bavet-
   roganipīḍitāṅgaḥ/	roga-nipIxita-aFgaH/
   YY_10.32cd/.nāśañ ca vittasya karoti rājñas tasmāt sa	YY_10.32cd/.nASan ca vittasya karoti rAjQaH tasmAt sa
   yāmyāparadigvivarjyaḥ//	yAmya-apara-diS-vivarjyaH//
   YY_10.33ab/.udaṅmukhaṃ bandham upaiti nāgo yo 'rthasya vṛddhiṃ sa karoti	YY_10.33ab/.udaFmuKam banDam upEti nAgaH yaH arTasya vRdDim sa karoti
   bhartuḥ/	BartuH/
   YY_10.33cd/.prāpnoti puṣṭiṃ cirajīvitāñ ca saṃgrāmakāleṣv aparājayañ ca//	YY_10.33cd/.-prApnoti puzwim cira-jIvitAn ca saMgrAma-kAlezu aparAjayan ca//
   YY_10.34ab/.suṣirordhvaśuṣkakoṭarakolākṣapranthibahulaśūlāgrāḥ/	YY_10.34ab/.-suzira-UrDva-Suzka-kowara-kola-akza-pranTi-bahula-SUla-agrAH/
   YY_10.34cd/.madhunilayamūlahīnāgrakuñjaballīvraṇānugatāḥ//	YY_10.34cd/.-maDu-nilaya-mUla-hIna-agra-kuQja-ballI-vraNa-anugatAH//
   YY_10.35ab/.vāmāvarttaḥ śṛṅgī kuṇilo 'vanato 'nujātaviddhaś ca/	YY_10.35ab/.vAm-AvarttaH SRFgI kuNilaH avanataH anujAta-vidDaH ca/
   YY_10.35cd/.pitṛvanajaḥ sthūlāprastrikubjako drāṇikāvahutaḥ?//	YY_10.35cd/.-pitR-vana-jaH sTUlAprastri-kubjakaH drANikA-avahutaH?//
   YY_10.36ab/.sthūlagranthir vajreṇa cūrṇitaś cāśubhapradāḥ/	YY_10.36ab/.-sTUla-granTiH vajreNa cUrNitaH ca-aSuBa-pradAH/
   YY_10.36cd/.sarve bandhārthe nāgānām ataḥ phalāni pravakṣyāmi//	YY_10.36cd/.-sarve banDa-arTe nAgAnAm atas PalAni pravakzyAmi//
   YY_10.37ab/.māsān ṣaḍūrdhvasuṣire stambhe ca bandhamāsādya/	YY_10.37ab/.-mAsAn zaz-UrDva-suzire stamBe ca banDam-AsAdya/
   YY_10.37cd/.maraṇam upayāti nāgo nipīḍito vātarogeṇa//	YY_10.37cd/.-maraNam upayAti nAgaH nipIxitaH vAta-rogeNa//
   YY_10.38ab/.mriyate koṭaraviddhe kolākṣe 'ndhatvam āpnuyād nāgaḥ/	YY_10.38ab/.mriyate kowara-vidDe kola-akze anDa-tvam ApnuyAt nAgaH/
   YY_10.38cd/.kṣutpīḍāṃ granthicite mṛtyuṃ śūlena śūlāgre//	YY_10.38cd/.-kzuD-pIxAm granTi-cite mRtyum SUlena SUla-agre//
   YY_10.39ab/.mūlāgrakubjahīneṣu maraṇam abdāt sahaiva hastinyāḥ/	YY_10.39ab/.mUla-agra-kubja-hInezu maraNam abdAt saha-eva hastinyAH/
   YY_10.39cd/.śṛṅgini mṛtyur madhudūṣite ca maraṇaṃ kṛmigadena//	YY_10.39cd/.-SRFgini mRtyuH maDu-dUzite ca maraNam kRmi-gadena//
   YY_10.40ab/.gātrasya bhavati bhaṅgo ballīduṣṭe ghrāṇāvakīrṇe ca/	YY_10.40ab/.-gAtrasya Bavati BaFgaH ballI-duzwe GrANa-avakIrNe ca/
   YY_10.40cd/.vāmāvartte nṛpater vinaśyate vāhanaṃ sarvam/	YY_10.40cd/.-vAmAvartte nRpateH vinaSyate vAhanam sarvam/
   YY_10.41ab/.mṛdgarbhe kuṇilākhye nṛpateḥ samahājanasya maraṇāya/	YY_10.41ab/.-mRd-garBe kuNila-AKye nRpateH sa-mahAjanasya maraNAya/
   YY_10.41cd/.nāgasya tu trikubje bhavati badho yudhyataḥ stambhe//	YY_10.41cd/.nAgasya tu trikubje Bavati baDaH yuDyataH stamBe//
   YY_10.42ab/.anujātaviddhabaddhaḥ sukumāro vāraṇo maraṇam eti/	YY_10.42ab/.anujAta-vidDa-badDaH sukumAraH vAraNaH maraNam eti/
   YY_10.42cd/.varṣadvayena mṛtyuḥ pitṛvanajāte nibaddhasya//	YY_10.42cd/.-varza-dvayena mRtyuH pitR-vana-jAte nibadDasya//
   YY_10.43ab/.sthūlāgrānatayor maraṇam eti māse 'ṣṭame mahāmātraḥ/	YY_10.43ab/.-sTUlA-grAna-tayoH maraNam eti mAse azwame mahAmAtraH/
   YY_10.43cd/.dviradasya kṣutpīḍā baddhasya droṇikābahule//	YY_10.43cd/.-dviradasya kzuD-pIxA badDasya droNikA-bahule//
   YY_10.44ab/.sthūlagranthir visphoṭamṛtyukṛd dantino dvitīye 'bde/	YY_10.44ab/.-sTUla-granTiH visPowa-mRtyu-kRt dantinaH dvitIye abde/
   YY_10.44cd/.aśanihate vijñeyaḥ ṣaṇmāsād dantināṃ mṛtyuḥ//	YY_10.44cd/.aSani-hate vijQeyaH zaz-mAsAt dantinAm mRtyuH//
   YY_10.45ab/.pradakṣiṇāvarttamanojñavṛtasusnigdhaṛjvavraṇasāravantaḥ/	YY_10.45ab/.-pradakziNa-Avartta-manojQa-vRta-su-snigDa-RjvavraNa-sAravantaH/
   YY_10.45cd/.doṣair vihīnā vijayāya śuddhāḥ stambhā dvipānāṃ balapuṣṭidāḥ	YY_10.45cd/.-dozEH vihInAH vijayAya SudDAH stamBAH dvipAnAm bala-puzwi-dAH
   syuḥ//	syuH//
   YY_10.46ab/.yaḥ sampātaḥ karṇasūtra?dvayasya tasmād dhastaṃ sārddham	YY_10.46ab/.yaH sampAtaH karNa-sUtra?-dvayasya tasmAt Dastam sArdDam
   utsṛjya kāryaḥ/	utsRjya kAryaH/
   YY_10.46cd/.diśy aiśānyāṃ bandhanārthaṃ dvipānāṃ stambho rājñaḥ śreyase	YY_10.46cd/.-diSi ESAnyAm banDana-arTam dvipAnAm stamBaH rAjQaH Sreyase
   dantinaś ca//	dantinaH ca//
   YY_10.47ab/.āgneyyāṃ dvipamaraṇaṃ nṛpārthahānir nairṛtyāṃ	YY_10.47ab/.A-AgneyyAm dvipa-maraNam nRpa-arTa-hAniH nErRtyAm
   samaraparābhavārthanāśau/	samara-parABava-arTa-nASO/
   YY_10.47cd/.mārutyāṃ bhavati mataṅgajasya rogaḥ stambho 'taḥ śivadiśi	YY_10.47cd/.-mArutyAm Bavati mataFga-jasya rogaH stamBaH atas Siva-diSi
   ropitaḥ śivāya//	ropitaH SivAya//
   YY_10.48ab/.jyeṣṭho daśocco nava madhyamaś ca stambho 'ṣṭahastaḥ kathitaḥ	YY_10.48ab/.jyezWaH daSa-uccaH nava maDyamaH ca stamBaH azwa-hastaH kaTitaH
   kanīyān/	kanIyAn-/
   YY_10.48cd/.sarve nikhātāś caturaś ca hastān mānādhikonāś ca śivāya na	YY_10.48cd/.-sarve niKAtAH caturaH ca hastAt mAna-aDika-UnAH ca SivAya na
   syuḥ//	syuH//
   YY_10.49ab/.syād viṃśatir dvitricaturvihīnā mūle 'ṅgulānāṃ pṛthutā	YY_10.49ab/.syAt viMSatiH dvi-tri-catur-vihInA mUle aFgulAnAm pRTu-tA
   krameṇa/	krameNa/
   YY_10.49cd/.dvyūnāni tāny eva hi mastake syuḥ paryantaveṣṭā triguṇāni	YY_10.49cd/.-dvyUnAni tAni eva hi mastake syuH paryantavezwA triguNAni
   tāni//	tAni//
   YY_10.50ab/.tāmrauṣṭhatāluvadanāḥ kalaviṅkanetrāḥ snigdhonnatāgradaśanāḥ	YY_10.50ab/.tAmra-ozWa-tAlu-vadanAH kalaviFka-netrAH snigDa-unnata-agra-daSanAH
   pṛthulāyatāsyāḥ//(Bṝ 21.2, Bṣ 66.6)	pRTula-Ayata-asyAH//(BL 21.2, Bz 66.6)
   YY_10.50cd/.cāponnatā yatanigūḍhanimagnavaṃśās	YY_10.50cd/.-cApa-unnatA yata-nigUXa-nimagna-vaMSa-aH-
   tanvekaromacitakūrmasamānakumbhāḥ//	tanu-eka-roma-cita-kUrma-samAna-kumBAH//
   YY_10.51ab/.vistīrṇakarṇahanunābhilalāṭaguhyāḥ kūrmonnatair	YY_10.51ab/.-vistIrNa-karNa-hanunABi-lalAwa-guhyAH kUrma-unnatEH-
   dvinavaviṃśatibhir nakhaiś ca/(Bṝ 21.3, Bṣ 66.7)	dvi-nava-viMSatiBiH naKEH ca/(BL 21.3, Bz 66.7)
   YY_10.51cd/.rekhātrayopacitavṛttakarāḥ suba?lā dhanyāḥ	YY_10.51cd/.reKA-traya-upacita-vRtta-karAH su-ba?lAH DanyAH
   sugandhimadapuṣkaramārutāś ca//	suganDi-mada-puzkara-mArutAH ca//
   YY_10.52ab/.dīrghāṅguliraktapuṣkarāḥ sajalāmbhodaninādavṛṃhiṇaḥ/(Bṝ 21.4,	YY_10.52ab/.dIrGa-aFguli-rakta-puzkarAH sa-jala-amBoda-ninAda-vRMhiNaH/(BL 21.4,
   Bṣ 66.8)	Bz 66.8)
   YY_10.52cd/.bṛhadāyatavṛttakandharā dhanyā bhūmipater mataṅgajāḥ//	YY_10.52cd/.-bRhat-Ayata-vRtta-kanDarAH DanyAH BUmipateH mataFga-jAH//
   YY_10.53ab/.nirmadābhyadhikahīnanakhāṅgān kubjavāmanakameṣaviṣāṇān/(Bṝ	YY_10.53ab/.-nirmada-aByaDika-hIna-naKa-aFgAn kubja-vAmanaka-meza-vizANAn-/(BL
   21.5, Bṣ 66.9)	21.5, Bz 66.9)
   YY_10.53cd/.dṛśyakośaphalapuṣkaradīnān śyāvanīlaśavalāsitatālūn//	YY_10.53cd/.-dRSya-koSa-Pala-puzkara-dInAn SyAva-nIla-Sava-la-asita-tAlUn//
   YY_10.54ab/.svalpavaktraruhamatkuṇaṣaṇḍhān hastinīñ ca	YY_10.54ab/.su-alpa-vaktra-ruha-matkuNa-zaNXAn hastinIn ca
   gajalakṣaṇayuktām/(Bṝ 21.6, Bṣ 66.10)	gaja-lakzaNa-yukta-am/(BL 21.6, Bz 66.10)
   YY_10.54cd/.garbhinīñ ca nṛpatiḥ paradeśaṃ prāpayed atibirūpaphalās te//	YY_10.54cd/.-garBinIn ca nRpatiH para-deSam prApayet ati-birUpa-PalAH te//
   YY_10.55ab/.dantamūlapariṇāhadīrghatāṃ dviḥpramucya parato 'sya	YY_10.55ab/.danta-mUla-pariNAha-dIrGa-tAm dvis-pramucya paratas asya
   kalpayet/(Bṝ 21.7)	kalpayet-/(BL 21.7)
   YY_10.55cd/.śyāvapū?timalaraktadarśanaṃ pāpasattvasadṛśaṃ ca pāpadam//	YY_10.55cd/.-SyAva-pU?ti-mala-rakta-darSanam pApa-sattva-sadRSam ca pApa-dam//
   YY_10.56ab/.pārthivopakaraṇākṛtiṃ yadā cihnam udvahati kalpite rade/(Bṝ	YY_10.56ab/.-pArTiva-upakaraNa-AkRtim yadA cihnam udvahati kalpite rade/(BL
   21.8)% hn B	21.8)% hn B
   YY_10.56cd/.śrījayārthavalavṛddhayas tadā snigdhaśuklarucirāś ca	YY_10.56cd/.-SrI-jaya-arTa-vala-vRdDayaH tadA snigDa-Sukla-rucirAH ca
   śobhanāḥ//	SoBanAH//
   YY_10.57ab/.dakṣiṇe śubham atīvaśobhana pāpam apy ativirūpam anyataḥ/(Bṝ	YY_10.57ab/.dakziNe SuBam atIva-SoBana pApam api ati-virUpam anyatas-/(BL
   YY_10.57cd/.jāpyatā bhavati tad viparyaye vistaro 'nyamunibhiḥ	YY_10.57cd/.-jApya-tA Bavati tat viparyaye vistaraH anya-muniBiH
   prakīrttitaḥ//	prakIrttitaH//
   YY_10.58ab/.mūlamadhyadaśanāgrasaṃsthitā devadaityamanujāḥ kramāt	YY_10.58ab/.-mUla-maDya-daSana-agra-saMsTitAH deva-dEtya-manujAH kramAt-
   tataḥ/(Bṝ 21.10)	tatas-/(BL 21.10)
   YY_10.58cd/.sphītamadhyaparipelavaṃ phalaṃ śīghramadhyacirakālasaṃbhavam//	YY_10.58cd/.-sPIta-maDya-paripelavam Palam SIGra-maDya-cira-kAla-saMBavam//
   YY_10.59ab/.dantabhaṅgaphalam atra dakṣiṇe bhūpadeśabalavidravapradam/(Bṝ	YY_10.59ab/.danta-BaFga-Palam atra dakziNe BUpadeSa-bala-vidrava-pradam/(BL
   YY_10.59cd/.vāmataḥ sutapurohite bhayaṃ hanti bhṛtyajanadāranāyakān//	YY_10.59cd/.vAmataH suta-purohite Bayam hanti BRtya-jana-dAra-nAyakAn//
   YY_10.60ab/.ādiśed ubhayabhaṅgadarśanāt pārthivasya sakalaṃ kulakṣayam/(Bṝ	YY_10.60ab/.AdiSet uBaya-BaFga-darSanAt pArTivasya sakalam kula-kzayam-/(BL
   YY_10.60cd/.saumyalagnatithibhādibhiḥ śubhaṃ varddhate śubham ato	YY_10.60cd/.-sOmya-lagna-tiTi-Ba-AdiBiH SuBam vardDate SuBam atas-
   'nyathāparam//	anyaTA-aparam//
   YY_10.61ab/.kṣīramiṣṭaphalapuṣpapādapaiś cāpagātaṭavighaṭṭanena vā/(Bṝ	YY_10.61ab/.kzIram-izwa-Pala-puzpa-pAdapEH ca-ApagA-tawa-viGawwanena vA/(BL
   YY_10.61cd/.vāmamadhyaradabhaṅgakhaṇḍanaṃ śatrunāśakṛd ato 'nyathāparam//	YY_10.61cd/.vAma-maDya-rada-BaFga-KaNxanam Satru-nA-Sa-kRt atas anyaTA-aparam//
   YY_10.62ab/.skhalitagatir akasmāt trastakarṇo 'tidīnaḥ śvasiti mṛdu	YY_10.62ab/.-sKalita-gatiH akasmAt trastakarNaH ati-dInaH Svasiti mRdu
   sudīrghaṃ nyastahastaḥ pṛthivyām/	su-dIrGam nyasta-hastaH pRTivyAm/
   YY_10.62cd/.drutamukulitadṛṣṭiḥ svapnaśīlo vilomo bhayakṛd ahitabhakṣī	YY_10.62cd/.-druta-mukulita-dRzwiH svapna-SIlaH vilomaH Baya-kRt ahita-BakzI
   naikaśo 'sṛak śakṛtkṛt//	na-ekaSas asRak SakRt-kRt//
   YY_10.63a/.valmīkasthāṇugulmekṣutaruvimathanaḥ svecchayā hṛṣṭadṛṣṭir	YY_10.63a/.valmIka-sTANu-gulmA-ikzu-taru-vimaTanaH sva-icCayA hRzwa-dRzwiH-
   YY_10.63b/.yāyād yātrānulomaṃ tvaritapadagatir vaktram unnāmya coccaiḥ/	YY_10.63b/.yAyAt yAtrA-anulomam tvarita-pada-gatiH vaktram unnAmya ca-uccEs-/
   YY_10.63c/.kakṣyāsadmāhakāl janayati ca muhuḥ śīkaraṃ bṛṃhate vā	YY_10.63c/.-kakzyA-sat-mAhakAt janayati ca muhur SIkaram bRMhate vA
   YY_10.63d/.tatkālaṃ vā madāptir jayakṛd atha radaṃ veṣṭayan dakṣiṇaś ca//	YY_10.63d/.-tad-kAlam vA mad-a-AptiH jaya-kRt aTa radam vezwayan dakziNaH ca//
   YY_10.64ab/.praveśanaṃ vāriṇi vāraṇasya grāheṇa nāśāya bhaven nṛpasya/	YY_10.64ab/.-praveSanam vAriNi vAraNasya grAheNa nASAya Bavet nRpasya/
   YY_10.64cd/.grāhaṃ gṛhītvāt taraṇaṃ dvipasya toyāt sthale vṛddhikaraṃ	YY_10.64cd/.grAham gRhItvAt taraNam dvipasya toyAt sTale vRdDi-karam
   nṛbhartuḥ//	nR-BartuH//
   YY_10.65a/.raṇe jitvā śatrūn bhavati nṛpalakṣmīḥ kṣitibhṛtāṃ	YY_10.65a/.raNe jitvA SatrUn Bavati nRpa-lakzmIH kzitiBRtAm
   YY_10.65b/.jayas teṣāṃ yeṣāṃ madamalinagaṇḍāḥ karivarāḥ/	YY_10.65b/.jayaH tezAm yezAm mada-malina-gaNxAH kari-varAH/
   YY_10.65c/.bhinaty eko mattaḥ paravalamamattebhabahulaṃ	YY_10.65c/.Binati ekaH mattaH para-valam-amatta-iBa-bahulam
   YY_10.65d/.yato 'to 'haṃ vakṣye karimadakaraṃ dravyanicayam//	YY_10.65d/.yataH atas aham vakzye kari-mada-karam dravya-nicayam//
   YY_10.66ab/.jātīguḍūcīkadalītilānām āsphotakarpāsavalānvitānām/	YY_10.66ab/.jAtI-guxUcI-kadalI-tilAnAm AsPota-karpAsa-vala-anvitAnAm/
   YY_10.66cd/.mārgī sanīlīgirikarṇikānāṃ dhattūskasyandanamāṣabhāgaḥ//	YY_10.66cd/.-mArgI sa-nIlI-girikarNikAnAm DattUska-syandana-mAza-BAgaH//
   YY_10.67ab/.kalambukā karṇakamāpaparṇīṃ punarnavā bhṛṅgarajo 'śvagandhāḥ/	YY_10.67a-b/.kalambukA karNakam-ApaparNIm punarnavAH BRFga-rajaH aSvaganDAH/
   YY_10.67cd/.śephālikāṃsoṭakakacchurāś ca kośātakī gokṣurakaṃ vidārī//	YY_10.67cd/.-SePAli-kAMsowaka-kacCurAH ca koSAtakI gokzurakam vidArI//
   YY_10.68ab/.viṣṇukrāntā dugdhikā śālaparṇī khaṭvāpādī vākucī vastagandhā/	YY_10.68ab/.vizNukrAntA dugDikA SAlaparNI KawvApAdI vAkucI vasta-ganDA/
   YY_10.68cd/.vyāghrī ca syāt pṛṣṇiparṇī mṛṇālaṃ paṭorakaḥ sallakī	YY_10.68cd/.vyAGrI ca syAt pRzNiparNI mRNAlam paworakaH sallakI
   tandulīyaḥ//	tad-dulIyaH//
   YY_10.69ab/.etair yathāsaṃbhavasamprayuktair mattasya nāgasya	YY_10.69ab/.etEH yaTAsaMBava-samprayuktEH mattasya nAgasya
   madābhivṛddhiḥ/	mada-aBivRdDiH/
   YY_10.69cd/.dānapramedaś ca madojjhitasya sarvāṅgaśobhā ca mukhe	YY_10.69cd/.-dAna-pramedaH ca mada-ujJitasya sarva-aFga-SoBA ca muKe
   'tiriktā//	atiriktA//
   YY_10.70ab/.jīvakamadhūkadhanvanapaṭerakaṅkolakadaliṛṣabhāṇām/	YY_10.70ab/.jIvaka-maDUka-Danvana-paweH-akaFkola-kadali-RzaBANAm/
   YY_10.70cd/.saubhāñjananimbeṅgudaparuṣakāṇāñ ca mūlāni//	YY_10.70cd/.-sOBAQjana-nimba-iFguda-paruza-kANAn ca mUlAni//
   YY_10.71ab/.mūlāni śatāvaryāḥ kākolī kṣīrasaṃjñakākolī/	YY_10.71ab/.-mUlAni SatAvaryAH kAkolI kzIra-saMjQa-kAkolI/
   YY_10.71cd/.śleṣmāntakaśālmaliśallakījaṭāḥ syur bimdāyaś ca//	YY_10.71cd/.-SlezmAntaka-SAlmali-SallakI-jawAH syuH bimdAyaH ca//
   YY_10.72ab/.kāśīsāśmantakarājamāṣamūlāni caivam etāni/	YY_10.72a-b/.kASIsa-aSmantaka-rAjamAza-mUlAni ca-evam etAni/
   YY_10.72cd/.sarvāṇi vaktraśābhāṃ janayanti sadaiva nāgānām//	YY_10.72cd/.-sarvANi vaktra-SABAm janayanti sadA-eva nAgAnAm//
   YY_10.73ab/.nīlīpatraiś cūrṇitair māṣacūrṇo dadhnā yukto māhiṣeṇaiva	YY_10.73ab/.-nIlI-patrEH cUrNitEH mAza-cUrNaH daDnA yuktaH mAhizeNa-eva
   piṇḍaḥ/	piNxaH/
   YY_10.73cd/.nāgendrāṇām āśu ghatte madāptiṃ nīlyekaiva dravyavarge	YY_10.73cd/.-nAga-indrANAm ASu Gatte mad-a-Aptim nIlI-ekA-eva dravya-varge
   pradhānā//	praDAnA//
   YY_10.74ab/.ekaiva karoti kākajaṅghā hy ekekaiva ca māṣamudgaparṇī/	YY_10.74ab/.ekA-eva karoti kAkajaFGA hi ekekA-eva ca mAza-mudgaparNI/
   YY_10.74cd/.tāmbūlavanārdravṛścikālṣaś caikaikā madadās tathaiva mustāḥ//	YY_10.74cd/.-tAmbUla-vana-Ardra-vRScikAlzaH ca-ekEkAH mada-dAH taTA-eva mustAH//
   YY_10.75ab/.kārpāsyekā cañcusaṃyojitā vā jñeyā caikā kaṇṭakī śailikākhyā/	YY_10.75ab/.kArpAsI-ekA caQcu-saMyojitA vA jQeyA ca-ekA kaNwakI SElikA-AKyA/
   YY_10.75cd/.ekaḥ śasto balkalaḥ sphūrjakasya jātī bhṛṅgenānvito vā	YY_10.75cd/.ekaH SastaH balkalaH sPUrjakasya jAtI BRFgena-anvitaH vA
   kuṭheraḥ//	kuWeraH//
   YY_10.76ab/.evam eveṅgudīmūlaṃ madaprācuryakārakam/	YY_10.76ab/.evam eva-iFgudI-mUlam mada-prAcurya-kArakam/
   YY_10.76cd/.ekā ca śvetakāmbojī śvetā caikā 'parājitā//	YY_10.76cd/.ekA ca SvetakAmbojI SvetA ca-ekA aparAjitA//
   YY_10.77ab/.samūlo vīraṇastambaḥ samūlā mallikā tathā/	YY_10.77ab/.sa-mUlaH vIraNa-stambaH sa-mUlA mallikA taTA/
   YY_10.77cd/.madaprācuyasauramyaṃ kurvantīndīvarāṇi ca//	YY_10.77cd/.-mada-prAcuya-sOramyam kurvanti-indIvarANi ca//
   YY_10.78ab/.surasā gaṇḍasaṃyuktā punar navā gomaye 'thavā svinnā/	YY_10.78ab/.surasA gaNxa-saMyuktA punar navA gomaye aTavA svinnA/
   YY_10.78cd/.vārāhīmūlāni ca nindanti guḍena yuktāni//	YY_10.78cd/.vArAhI-mUlAni ca nindanti guxena yuktAni//
   YY_10.79ab/.madhvālukā madhuyutā mukhaśobhām ātanoti nāgānām/	YY_10.79ab/.ma-Du-AlukA maDu-yutA muKa-SoBAm Atanoti nAgAnAm-/
   YY_10.79cd/.nekṣvāhārasya hito guḍena piṇḍo hito dadhnā//	YY_10.79cd/.nekzu-AhArasya hitaH guxena piNxaH hitaH daDnA//
   YY_10.80ab/.māṣāśināṃ guḍayutastṛṇāśināṃ śasyate vasāyuktaḥ/	YY_10.80ab/.mAza-ASinAm guxa-yutaH-tRNa-ASinAm Sasyate vasA-yuktaH/
   YY_10.80cd/.vyatimiśrāhārāṇāṃ vijñāya balābalaṃ dadyāt//	YY_10.80cd/.-vyatimiSra-AhArANAm vijQAya balAbalam dadyAt//
   YY_10.81ab/.prāyo madasya pavanaḥ kurute vighātaṃ srotāṃsy ato ghṛtayutair	YY_10.81ab/.-prAyas madasya pavanaH kurute viGAtam srotAMsi atas GRta-yutEH-
   bahuśo 'sya piṇḍaiḥ/	bahuSas asya piNxEH/
   YY_10.81cd/.sa svedayed bhavati yena madapravṛddhir bhinnasya cāpi	YY_10.81cd/.-sa svedayet Bavati yena mada-pravRdDiH Binnasya ca-api
   madavṛddhikarāṇi dadyāt//E81	mada-vRdDi-karANi dadyAt//E81
   YY_11.1a/.dīrghagrīvākṣikūtas trikahṛdayapṛthus tāmratālvoṣṭhajihvaḥ(Bṣ	YY_11.1a/.dIrGagrIvA-akzi-kUtaH trika-hRdaya-pRTuH tAmra-tAlu-ozWa-jihvaH(Bz
