   Cīvaravastu	SIva-ravaH-tu
   aparo 'pi bhikṣur bhagavantam idam avocat* / icchāmy ahaṃ bhadanta	aparaH api BikzuH Bagavantam idam avocat* / icCAmi aham Badanta
   uṣṭrakambalaṃ dhārayitum* / bhagavān āha / āgārikadhvaja eṣa pūrvavad	uzwra-kambalam DArayitum* / BagavAn Aha / AgArika-DvajaH eza pUrvavat-
   yāvat sātisāro bhavati /	yAvat sa-atisAraH Bavati /
   āyuṣmān plīhakānandaḥ anyatamasminn abhikṣuke āvāse akavāṭake varṣā	AyuzmAn plIhaka-AnandaH anyatamasmin aBikzuke AvAse akavAwake varzA
   upagataḥ / tasya bahir nigatasya saṃghāṭy upahṛtā / etad yāvad bhagavān	upagataH / tasya bahis nigatasya saMGAwI upahRtAH / etat yAvat BagavAn
   āha / na bhikṣuṇā abhikṣuke āvāse akavāṭake varṣā upagantavyam* / na ca	Aha / na BikzuNA aBikzuke AvAse akavAwake varzAH upagantavyam* / na ca
   vinā saṃghāṭyā kvacid gantavyam* / gacchati / sātisāro bhavati /	vinA saMGAwyA kvacid gantavyam* / gacCati / sa-atisAraH Bavati /
   āyuṣmān plīhakānando glānaḥ / tasyāyuṣmān ānando glānopasthāyakaḥ / devaś	AyuzmAn plIhakAnandaH glAnaH / tasya-AyuzmAn AnandaH glAna-upasTAyakaH / devaH-
   ca varṣitum ārabdhaḥ / sa notsahate saṃghāṭīṃ prāvṛtya gantum* / (262r1 =	ca varzitum ArabDaH / sa na-utsahate saMGAwIm prAvRtya gantum* / (262r1 =
   GBM 6.836) bhagavān āha / sāntarottareṇa gantavyam* /	GBm 6.836) BagavAn Aha / sa-antara-uttareNa gantavyam* /
   api tu saṃghāṭyā paṃcopanikṣepaṇakalpā / sabhikṣuka āvāsaḥ sakavāṭaḥ /	api tu saMGAwyA paMca-upanikzepaNa-kalpAH / saBikzukaH AvAsaH sa-kavAwaH /
   devo varṣati / varṣāśaṅke ca / nadīpāraṃ vā gantukāmo (MSV II 97) bhavati	devaH varzati / varza-ASaFke ca / nadI-pAram vA gantu-kAmaH (MSV II 97) Bavati
   / āstīrṇaḥ kaṭhina āvāso bhavati / saṃghena saṃmatir dattā bhavati /	/ AstIrNaH kaWinaH AvAsaH Bavati / saMGena saMmatiH dattA Bavati /
   antaroddānam* /	antara-uddAnam* /
   vārṣikaśramaṇoddeśā utpādenāpi ca dvayam* /	vArzika-SramaNa-uddeSAH utpAdena-api ca dvayam* /
   kulopakāś ca kaukṛtyaṃ saṃghalābhena tasya tat* //	kulopakAH ca kOkRtyam saMGala-ABena tasya tat* //
   uktaṃ bhagavatā bhikṣūṇāṃ cīvarapāto deya iti / bhikṣavaḥ saṃghapravārita	uktam BagavatA BikzUNAm cIvara-pAtaH deyaH iti / BikzavaH saMGa-pravArita
   eva janapade cārikāṃ prakrāmanti / teṣāṃ na kaścil lābhaṃ gṛhṇāti /	eva janapade cArikAm prakrAmanti / tezAm na kaScid lABam gRhNAti /
   bhagavān āha / bhikṣum avalokayitvā gantavyaṃ yo 'sya lābhaṃ gṛhṇāti /	BagavAn Aha / Bikzum avalokayitvA gantavyam yaH asya lABam gRhNAti /
   apare 'pi bhikṣava anavalokitā evaṃ gṛhṇanti / bhikṣūṇāṃ parasparaṃ	apare api Bikzava anavalokitAH evam gRhNanti / BikzUNAm parasparam
   virodho bhavati / bhagavān āha / na bhikṣuṇā anavalokitena lābho	viroDaH Bavati / BagavAn Aha / na BikzuNA anavalokitena lABaH-
   grahītavyaḥ / gṛhṇāti / sātisāro bhavati / apare 'pi bhikṣavaḥ avalokitā	grahItavyaH / gRhNAti / sa-atisAraH Bavati / apare api BikzavaH avalokitA
   api pratijñāya na gṛhṇanti / bhagavān āha / te sarvaṃ dāpyāḥ /	api pratijQAya na gRhNanti / BagavAn Aha / te sarvam dApyAH /
   śramaṇerāṇāṃ prakrāntānāṃ na kaścil lābhaṃ gṛhṇāti / bhagavān āha / teṣām	SramaNerANAm prakrAntAnAm na kaScid lABam gRhNAti / BagavAn Aha / tezAm
   ācāryopādhyāyair grahītavyam* / bhikṣavaḥ kulābhaṃ (MSV II 98) bhājayanti	AcArya-upADyAyEH grahItavyam* / BikzavaH kula-ABam (MSV II 98) BAjayanti
   / viprakrāntānāṃ nānuprayacchanti kulābha iti kṛtvā / bhagavān āha / ye	/ viprakrAntAnAm na-anuprayacCanti kula-ABaH iti kRtvA / BagavAn Aha / ye
   'valokitās tair grahītavyam* / apare 'navalokyaiva gatāḥ / teṣāṃ na kaścid	avalokitAH tEH grahItavyam* / apare anavalokya-eva gatAH / tezAm na kaScid-
   gṛhṇāti / bhikṣavaḥ kaukṛtyena na gṛhṇanti / bhagavān āha / grahītavyam* /	gRhNAti / BikzavaH kOkRtyena na gRhNanti / BagavAn Aha / grahItavyam* /
   nātra kaukṛtyaṃ karaṇīyam* / aparaṃ naiva śakyate bhājayitum alpaṃ kṛtvā /	na-atra kOkRtyam karaNIyam* / aparam na-eva Sakyate BAjayitum alpam kRtvA /
   bhagavān āha / anyena miśrīkṛtya vihārasthair bhājayitavyam* / nātra	BagavAn Aha / anyena miSrIkRtya vihAra-sTEH BAjayitavyam* / na-atra
   kaukṛtyaṃ karaṇīyam* / kulābham avalokito na gṛhṇāti / paṃca paṇān upādāya	kOkRtyam karaNIyam* / kula-ABam avalokitaH na gRhNAti / paMca paNAn upAdAya
   sphuṭaṃ dāpayitavyam* /	sPuwam dApayitavyam* /
   anyatamasmin karvaṭake gṛhapatiḥ / tena vihāraḥ kāritaḥ / tatra yadi	anyatamasmin karvawake gRhapatiH / tena vihAraH kAritaH / tatra yadi
   bhikṣuśataṃ prativasati paṭakaśataṃ dadāti / evaṃ yāvad eko 'pi bhikṣuḥ	Bikzu-Satam prativasati pawaka-Satam dadAti / evam yAvat ekaH api BikzuH
   prativasati paṭakaśatam eva dadāti / yāvad apareṇa samayena tasminn eva	prativasati pawaka-Satam eva dadAti / yAvat apareNa samayena tasmin eva
   vihāre dvau mahallau varṣoṣitau / tena gṛhapatinā paṭakaśataṃ preṣitam* /	vihAre dvO mahat-lO varza-uzitO / tena gRhapatinA pawaka-Satam prezitam* /
   tau gṛhītvā parasparaṃ vicārayataḥ / ekaḥ kathayati saṃghasyāyaṃ lābhaḥ	tO gRhItvA parasparam vicArayataH / ekaH kaTayati saMGasya-ayam lABaH
   pratipadyata iti / dvitīyaḥ kathayati / asmākam eva prāpadya iti / yady	pratipadyate iti / dvitIyaH kaTayati / asmAkam eva prApadya iti / yadi-
   evaṃ gṛhāṇa / sa kathayati / mā parasparavirodhaḥ syāt* / yāvad ekenāpi na	evam gRhANa / sa kaTayati / mA paraspara-viroDaH syAt* / yAvat ekena-api na
   gṛhītam* / tau punar vicārayataḥ / katham atra pratipattavyam* / ekaḥ	gRhItam* / tO punar vicArayataH / kaTam atra pratipattavyam* / ekaH
   kathayati / bhikṣava āhūyantām* / taiḥ saha bhājayiṣyāmaḥ / dvitīyaḥ	kaTayati / BikzavaH AhUyantAm* / tEH saha BAjayizyAmaH / dvitIyaH
   kathayati / evaṃ bhavatu / ko gacchatu / yo navakaḥ / ko vastrāṇi gopāyati	kaTayati / evam Bavatu / kaH gacCatu / yaH navakaH / kaH vastrANi gopAyati
   / yo navakaḥ / na śakyam evam* (MSV II 99) yo navakaḥ sa gacchatu yo	/ yaH navakaH / na Sakyam evam* (MSV II 99) yaH navakaH sa gacCatu yaH-
   vṛddhaḥ sa vastrāṇi gopāyatu / evaṃ bhavatu / navakaḥ śrāvastīṃ gato	vRdDaH sa vastrANi gopAyatu / evam Bavatu / navakaH SrAvastIm gataH-
   bhikṣūṇām ānayanāya / (262v1 = GBM 6.837) ācaritaṃ ṣaḍvargikāṇām* /	BikzUNAm AnayanAya / (262v1  GBm 6.837) Acaritam zaxvargikANAm* /
   aśūnyaṃ jetavanadvāram anyatamānyatamena ṣaḍvargikeṇa / upanando	aSUnyam jetavana-dvAram anyatama-anyatamena zaxvargikeNa / upanandaH-
   jetavanadvāre tiṣṭhati / tenāsau dūrata eva dṛṣṭo bakākāraśirāḥ	jetavana-dvAre tizWati / tena-asO dUratas eva dRzwaH baka-AkAra-SirAH
   pralambabhrūḥ / sa saṃlakṣayati / ko 'py ayaṃ sthaviro bhikṣur āgacchati /	pralamba-BrUH / sa saMlakzayati / kaH api ayam sTaviraH BikzuH AgacCati /
   pratyudgacchāmīti / sa pratyudgataḥ / svāgataṃ svāgataṃ sthavira / vande	pratyudgacCAmi-iti / sa pratyudgataH / svAgatam svAgatam sTavira / vande
   ācārya / sa saṃlakṣayati / nāyam ācāryaṃ jānīte nāpy upādhyāyam* / mahallo	AcAryaH / sa saMlakzayati / na-ayam AcAryam jAnIte na-api upADyAyam* / mahat-lo
   'yam iti viditvā kathayati / sālohita kutas tvam āgacchasi / amukasmāt	ayam iti viditvA kaTayati / sAlohita kutas tvam AgacCasi / amukasmAt-
   karvaṭakāt* / kiṃ tatra vihāraḥ / vihāraḥ / kim asau vihāra āhosvid	karvawaka-at* / kim tatra vihAraH / vihAraH / kim asO vihAraH Ahosvit-
   vighātaḥ / tena yathāvṛttaṃ vistareṇa samākhyātam* / tvaṃ kimartham āgataḥ	viGAtaH / tena yaTAvRttam vistareNa samAKyAtam* / tvam kim-arTam AgataH
   / bhojanāya bhikṣūn nayāmi / yady evam aham eva yuṣmākam anukampārthaṃ	/ BojanAya BikzUn nayAmi / yadi evam aham eva yuzmAkam anukampA-arTam
   gacchāmi / ācārya śobhanam* / upanandaḥ saṃlakṣayati / yady ayaṃ	gacCAmi / AcArya SoBanam* / upanandaH saMlakzayati / yadi ayam
   matsakāśād anyatra gamiṣyati mahājanapratisaṃviditaṃ kariṣyati /	mad-sakASAt anyatra gamizyati mahA-jana-pratisaMviditam karizyati /
   surakṣitaḥ kartavya iti / sa tena pratiśāmitaḥ / akālapānako dattaḥ /	su-rakzitaH kartavyaH iti / sa tena pratiSAmitaH / akAla-pAnakaH dattaH /
   kathāsaṃlāpena tāvād vidhārito yāvad vikālībhūtam* / śayyā śobhanā	kaTA-saMlApena tAvAt viDAritaH yAvat vikAlIBUtam* / SayyA SoBanA
   prajñaptā / pādaśaucaṃ pādamrakṣaṇaṃ ca dattam* / tāvac cāvasthito yāvan	prajQaptA / pAda-SOcam pAdam-rakzaNam ca dattam* / tAvat ca-avasTitaH yAvat-
   middham avakrāntam* / tata upanandena sā rātriḥ kṛcchreṇātināmitā / mā	midDam avakrAntam* / tatas upanandena sA rAtriH kRcCreNa-ati-nAmitA / mA
   mantrasrāvaḥ syād iti / tataḥ sa rātram evotthāya sālohitam ādāya	mantra-srAvaH syAt iti / tatas sa rAtram eva-utTAya sa-Alohitam AdAya
   tvaritatvaritaṃ (MSV II 100) saṃprasthitaḥ / anupūrveṇa karvaṭakam	tvarita-tvaritam (MSV II 100) saMprasTitaH / anupUrveNa karvawakam
   anuprāptaḥ / tatas tena dvitīyena sālohitena vihārasthena	anuprAptaH / tatas tena dvitIyena sa-Alohitena vihAra-sTena
   svāgatavādasamudācāreṇa samudācarya viśrāmitaḥ / atha trayo 'pi janā	svAgata-vAda-samudAcAreNa samudAcarya viSrAmitaH / aTa trayaH api janA
   ekasmin sthāne niṣaṇṇāḥ / upanandaḥ kathayati / bhājayāmo lābhaṃ sthavirāḥ	ekasmin sTAne nizaNNAH / upanandaH kaTayati / BAjayAmaH lABam sTavirAH
   / bhājayāmaḥ / upanandenaiko mahalla uktaḥ / sālohita tvaṃ bhājaya /	/ BAjayAmaH / upanandena-ekaH mahallaH uktaH / sAlohita tvam BAjaya /
   sthavira nāhaṃ bhājayāmi / kimartham* / mā me pratyavāyaḥ syāt* / dvitīyo	sTavira na-aham BAjayAmi / kimarTam* / mA me pratyavAyaH syAt* / dvitIyaH-
   'py uktaḥ / sālohita tvaṃ bhājaya / so 'py evam eva kathayati / upanandaḥ	api uktaH / sAlohita tvam BAjaya / saH api evam eva kaTayati / upanandaH
   kathayati / yuvāṃ pratyavāyabhīrukau kim icchathaḥ / upananda	kaTayati / yuvAm pratyavAya-BIrukO kim icCaTaH / upananda
   ūrdhvapādovāṅmukho narakaṃ gamiṣyatīti / upananda saṃlakṣayati / sālohitāv	UrDva-pAdaH-vAFmuKaH narakam gamizyati-iti / upananda saMlakzayati / sa-AlohitO=-
   etau mahallau bhettavyāv iti / tatas tayor dhruvapracāraṃ kalpakāraṃ	etO mahat-lO BettavyO iti / tatas tayoH Druva-pracAram kalpakAram
   pṛṣṭvā ekasya sakāśam upasaṃkramya pṛcchati / sālohita tvayātra kiṃ kṛtam*	pRzwvA ekasya sakASam upasaMkramya pRcCati / sAlohita tvayA-atra kim kRtam*
   / sthavira nityaṃ mayā vihāraḥ siktaḥ saṃmṛṣṭaḥ sukumārī gomayakārṣī	/ sTavira nityam mayA vihAraH siktaH saMmRzwaH sukumArI gomaya-kArzI
   datteti / sālohita yadi secanena saṃmārjanena vā lābho labhyeta upanandaḥ	dattA-iti / sAlohita yadi secanena saMmArjanena vA lABaH laByeta upanandaH
   sarvavihārān siñcet saṃmārjayec ca / api tu yo 'tra lābhaḥ saṃpannaḥ sa	sarva-vihArAn siQcet saMmArjayet ca / api tu yaH atra lABaH saMpannaH sa
   tasyānyasya sālohitasyānubhāvāt* / so 'smin vihāre kālānukālaṃ	tasya-anyasya sa-Alohitasya-anuBAvAt* / saH asmin vihAre kAla-anukAlam
   dharmaśravaṇaṃ dadāti / dharmaśravaṇārthinyo devatā autsukyam āpannāḥ /	Darma-SravaNam dadAti / Darma-SravaNa-arTinyaH devatAH Otsukyam ApannAH /
   (263r1 = GBM 6.838) ye 'tra lābhasaṃpannāḥ / tatas tasyānubhāvād ayaṃ	(263r1  GBm 6.838) ye atra lABa-saMpannAH / tatas tasya-anuBAvAt ayam
   lābhaḥ saṃpannaḥ / yam asau dadāti saḥ grahītavyo no tu vicārayitavyaḥ /	lABaH saMpannaH / yam asO dadAti saH grahItavyaH no tu vicArayitavyaH /
   sa tenābhyāhata iti pratibhinnas (MSV II 101) tūṣṇīm avasthitaḥ / tato	sa tena-aByAhataH iti pratiBinnaH (MSV II 101) tUzNIm avasTitaH / tatas-
   dvitīyasya sakāśam upasaṃkramya kathayati / sālohita tvayātra kiṃ kṛtam* /	dvitIyasya sakASam upasaMkramya kaTayati / sAlohita tvayA-atra kim kRtam* /
   sthavira mayātra kālānukālaṃ dharmaśravaṇaṃ dattam* / sālohita yadi	sTavira mayA-atra kAla-anukAlam Darma-SravaNam dattam* / sAlohita yadi
   dharmaśravaṇena lābho labhyeta upanandas tiṣṭhan gacchan niṣaṇṇo niṣaṇṇaḥ	Darma-SravaNena lABaH laByeta upanandaH tizWan gacCan nizaNNaH nizaNNaH
   sarvakālaṃ dharmaṃ deśayet* / yaḥ kaścid ayaṃ lābhaḥ saṃpannaḥ sarvo 'sau	sarvakAlam Darmam deSayet* / yaH kaScid ayam lABaH saMpannaH sarvaH asO
   tasyānyasya sālohitasyānubhāvāt* / tenāyaṃ vihāro nityakālaṃ siktaḥ	tasya-anyasya sa-Alohitasya-anuBAvAt* / tena-ayam vihAraH nityakAlam siktaH
   saṃmṛṣṭaḥ sukumārī gomayakārṣī tu pradattā / uktaṃ bhadanta bhagavatā	saMmRzwaH sukumArI gomayaka-ArzI tu pradattA / uktam Badanta BagavatA
   paṃcānuśaṃsāḥ saṃmārjane / katame paṃca / ātmanaś cittaṃ prasīdati /	paMca-anuSaMsAH saMmArjane / katame paMca / AtmanaH cittam prasIdati /
   parasya cittaṃ prasīdati / devatā āttamanaso bhavanti /	parasya cittam prasIdati / devatAH Atta-manasaH Bavanti /
   prāsādikasaṃvartanīyaṃ kuśalamūlam upacinoti / kāyasya bhedāt sugatau	prAsAdika-saMvartanIyam kuSala-mUlam upacinoti / kAyasya BedAt sugatO
   svargaloke deveṣūpapadyata iti / tad atra vihāre saṃmārjanena dānapatayo	svarga-loke devezu-upapadyate iti / tat atra vihAre saMmArjanena dAnapatayaH-
   'bhiprasannāḥ / devatā cāttamanasaḥ saṃvṛttāḥ / tenātra lābhasaṃpannāḥ /	aBiprasannAH / devatA ca-Atta-manasaH saMvRttAH / tena-atra lABa-saMpannAH /
   atas tasyānubhāvād ayaṃ lābhaḥ saṃpannaḥ / yam asau dadāti sa grahītavyo	atas tasya-anuBAvAt ayam lABaH saMpannaH / yam asO dadAti sa grahItavyaH-
   no tu vicārayitavya iti / so 'py abhyāhataḥ pratibhinnas tūṣṇīm avasthitaḥ	no tu vicArayitavyaH iti / saH api aByAhataH pratiBinnaH tUzNIm avasTitaH
   / tau niṣpratibhātau kṛtvā kathayati / sālohitāv asty anya upāyaḥ /	/ tO nizpratiBAtO kRtvA kaTayati / sa-AlohitO asti anyaH upAyaH /
   jñaptiṃ kṛtvā bhājayāmaḥ / jñaptikarmākopyam uktaṃ bhagavateti / tau	jQaptim kRtvA BAjayAmaH / jQapti-karma-Akopyam uktam BagavatA-iti / tO
   pūrvam evābhyāhatau kathayataḥ / sthavira yathecchasi tathā kuruṣveti /	pUrvam eva-aByAhatO kaTayataH / sTavira yaTA-icCasi taTA kuruzva-iti /
   tata upanandena trayo bhāgāḥ kṛtāḥ / dvayor bhāgayor madhye svayaṃ	tatas upanandena trayaH BAgAH kRtAH / dvayoH BAgayoH maDye svayam
   niṣaṇṇaḥ / tayor dvayor madhye ekaṃ bhāgaṃ sthāpayitvā jñaptiṃ kartum	nizaNNaH / tayoH dvayoH maDye ekam BAgam sTApayitvA jQaptim kartum
   ārabdhaḥ / śṛṇutaṃ yuvāṃ sālohitau dvau / ayam ekaḥ / imau dvau / aham eka	ArabDaH / SRNutam yuvAm sAlohitO dvO / ayam ekaH / imO dvO / aham eka
   eva / tat trayam (MSV II 102) ity eṣā jñaptiḥ / tato dvau bhāgāv ātmanā	eva / tat trayam (MSV II 102) iti ezA jQaptiH / tatas dvO BAgO AtmanA
   gṛhītvā tayor eko dattaḥ / tau kathayataḥ sthavira sa evāsmākaṃ kaliḥ	gRhItvA tayoH ekaH dattaH / tO kaTayataH sTavira saH eva-asmAkam kaliH
   saṃvṛttaḥ / tvam evāsmākaṃ bhājaya / sa bhājayitum ārabdhaḥ / tatrāpy ekaḥ	saMvRttaH / tvam eva-asmAkam BAjaya / sa BAjayitum ArabDaH / tatra-api ekaH
   paṭako 'tiriktaḥ / tam apy ādāya paṭakānāṃ bhāraṃ baddhvā saṃprasthitaḥ /	pawakaH atiriktaH / tam api AdAya pawakAnAm BAram badDvA saMprasTitaH /
   tato 'nupūrveṇa śrāvastīm anuprāptaḥ / bhikṣubhir dṛṣṭa uktaś ca /	tatas anupUrveNa SrAvastIm anuprAptaH / BikzuBiH dRzwaH uktaH ca /
   bhadantopananda kas tvayā paścācchirāśayano dṛṣṭaḥ / tena yathāvṛttaṃ	Badanta-upananda kaH tvayA paScAt-SirA-SayanaH dRzwaH / tena yaTAvRttam
   vistareṇa samākhyātam* / te kathayanti / kalpate tavaivaṃ kartum* /	vistareNa samAKyAtam* / te kaTayanti / kalpate tava-evam kartum* /
   amitrāṇāṃ pādaṃ gale datvā / etat prakaraṇaṃ bhikṣavo bhagavata ārocayanti	amitrANAm pAdam gale datvA / etat prakaraNam BikzavaH BagavataH Arocayanti
   / bhagavān saṃlakṣayati / yaḥ kaścid ādīnavo bhikṣavaḥ parakīye lābhe	/ BagavAn saMlakzayati / yaH kaScid AdInavaH BikzavaH parakIye lABe
   sannipatanti / tasmān na bhikṣuṇā parakīye lābhe sannipatitavyam* /	sannipatanti / tasmAt na BikzuNA parakIye lABe sannipatitavyam* /
   sannipatati / sātisāro bhavati / bhikṣavaḥ saṃśayajātāḥ	sannipatati / sa-atisAraH Bavati / BikzavaH saMSaya-jAtAH
   sarvasaṃśayacchettāraṃ buddhaṃ bhagavantaṃ pṛcchati / paśya bhadanta	sarva-saMSaya=-CettAram budDam Bagavantam pRcCati / paSya Badanta
   āyuṣmatā upanandena (263v1 = GBM 6.839) tan mahalladvayaṃ dharmamukhikayā	AyuzmatA upanandena (263v1  GBm 6.839) tat mahat-la-dvayam Darma-muKikayA
   vyaṃsitam* / bhagavān āha / na bhikṣava etarhi yathā atīte 'py adhvany	vyaMsitam* / BagavAn Aha / na BikzavaH etarhi yaTA atIte api aDvani-
   anena mahalladvayaṃ vyaṃsitam* / tac chrūyatām* /	anena mahat-la-dvayam vyaMsitam* / tat SrUyatAm* /
   bhūtapūrvaṃ bhikṣavo 'nyatamasmin nadītīre udradvayaṃ prativasati / tad	BUta-pUrvam BikzavaH anyatamasmin nadI-tIre udra-dvayam prativasati / tat-
   yadā jalena gacchati tadā matsyāḥ sthalam abhiruhanti / yadā (MSV II 103)	yadA jalena gacCati tadA matsyAH sTalam aBiruhanti / yadA (MSV II 103)
   tu sthalena gacchati tadā matsyā jale nipatanti / na kiñcid aghaṃ	tu sTalena gacCati tadA matsyAH jale nipatanti / na kiQcid aGam
   sādhayanti / tatas taiḥ sāmīciḥ kṛtā / eko 'smākaṃ jalena gacchatu	sADayanti / tatas tEH sAmIciH kRtA / ekaH asmAkam jalena gacCatu
   dvitīyaḥ sthalena / yat saṃpadyate tad asmāt sāmānyam iti / tatraiko	dvitIyaH sTalena / yat saMpadyate tat asmAt sAmAnyam iti / tatra-eko
   jalena saṃprasthito dvitīyaḥ sthalena / tatra ye jalasthena matsyāḥ	jalena saMprasTitaH dvitIyaH sTalena / tatra ye jala-sTena matsyAH
   saṃtrāsitāḥ sthalam abhirohanti / tān sthalasthā praghātayati jalasthāñ	saMtrAsitAH sTalam aBirohanti / tAn sTala-sTA praGAtayati jala-sTAQ
   jalastha eva / yāvan matsyānāṃ mahānurāśiḥ saṃvṛttaḥ / ekaḥ kathayati /	jala-sTaH eva / yAvat matsyAnAm mahA-anurASiH saMvRttaH / ekaH kaTayati /
   tvaṃ bhājaya / dvitīyaḥ kathayati / nāhaṃ bhājayāmi / kimartham* / mā me	tvam BAjaya / dvitIyaH kaTayati / na-aham BAjayAmi / kimarTam* / mA me
   pratyavāyaḥ syāt* / so 'pi kathayati / yady apy evaṃ mamāpy eva eṣa doṣaḥ	pratyavAyaH syAt* / saH api kaTayati / yadi api evam mama-api eva eza dozaH
   / tau cintāparau vyavasthitau / yāvat pūrṇamukho nāma śṛgālas tayoḥ	/ tO cintA-parO vyavasTitO / yAvat pUrNamuKaH nAma SRgAlaH tayoH
   sakāśam upasaṃkrāntaḥ / sa kathayati / bhāgineyau kiṃ cintāparas tiṣṭhataḥ	sakASam upasaMkrAntaH / sa kaTayati / BAgineyO kim cintA-paraH tizWataH
   / mātula asmākaṃ matsyāḥ saṃpannāḥ / kiṃ na bhājayathaḥ / mātula	/ mAtula asmAkam matsyAH saMpannAH / kim na BAjayaTaH / mAtula
   pratyavāyabhayāt* / yuvāṃ pratyavāyabhīrūkau kim icchathaḥ / pūrṇamukha	pratyavAya-BayAt* / yuvAm pratyavAya-BIrUkO kim icCaTaH / pUrNa-muKa
   ūrdhvapādo 'vāṅmukho narakaṃ patiṣyatīti / pūrṇamukhaḥ saṃlakṣayati /	UrDva-pAdaH avAFmuKaH narakam patizyati-iti / pUrNa-muKaH saMlakzayati /
   sahitāv etau bhettavyāv iti / tatas tayor dhruvapracāra kalpakāraṃ dṛṣṭvā	sahitO etO BettavyO iti / tatas tayoH Druva-pracAra kalpakAram dRzwvA
   ekasya sakāśam upasaṃkramya pṛcchati / bhāgineya tvayātra kiṃ kṛtam* /	ekasya sakASam upasaMkramya pRcCati / BAgineya tvayA-atra kim kRtam* /
   mātulaṃ ahaṃ jalena gataḥ / ye mayā jalena gacchatā matsyāḥ saṃtrāsitāḥ	mAtulam aham jalena gataH / ye mayA jalena gacCatA matsyAH saMtrAsitAH
   sthalam abhirūḍhāḥ te anena praghātitāḥ / bhāgineya yadi jalagamanena	sTalam aBirUXAH te anena praGAtitAH / BAgineya yadi jala-gamanena
   kiñcit saṃpadyeta pūrṇamukho nityaṃ jalena yāyāt* / tasya jalena gacchatā	kiQcid saMpadyeta pUrNa-muKaH nityam jalena yAyAt* / tasya jalena gacCatA
   sthāṇubhayaṃ kaṇṭabhayaṃ (MSV II 104) śvāpadabhayaṃ kūlapātabhayam* / api	sTANu-Bayam kaNwa-Bayam (MSV II 104) SvApada-Bayam kUla-pAta-Bayam* / api
   tu yady asau na pratighātayati kiṃ tvaṃ trāsayitvā karoṣi / sarvathā ye	tu yadi asO na pratiGAtayati kim tvam trAsayitvA karozi / sarvaTA ye
   'tra matsyāḥ saṃpannās te tasyānubhāvān na tava / yad asau dadāti na	atra matsyAH saMpannAH te tasya-anuBAvAt na tava / yat asO dadAti na
   grahītavyo no tu vicārayitavyaḥ / sa tenābhyāhataḥ pratibhinnas tūṣṇīm	grahItavyaH no tu vicArayitavyaH / sa tena-aByAhataH pratiBinnaH tUzNIm
   avasthitaḥ / tato dvitīyasya sakāśam upasaṃkramya kathayati / bhāgineya	avasTitaH / tatas dvitIyasya sakASam upasaMkramya kaTayati / BAgineya
   tvayātra kiṃ kṛtam* / mātulo 'haṃ sthalena gato mayā sthalam abhirūḍhā	tvayA-atra kim kRtam* / mAtulaH aham sTalena gataH mayA sTalam aBirUXA
   matsyāḥ pratighātitāḥ / bhāgineya yadi sthalagamanena kiñcil labhyeta	matsyAH pratiGAtitAH / BAgineya yadi sTala-gamanena kiQcid laByeta
   pūrṇamukho nityam eva sthalena yāyāt* / tasya jalena gacchatā ūrmibhayaṃ	pUrNa-muKaH nityam eva sTalena yAyAt* / tasya jalena gacCatA Urmi-Bayam
   kūrmabhayaṃ śiśumārabhayaṃ kumbhīrabhayaṃ jālabhayam* / api tu yady asau	kUrma-Bayam SiSumAra-Bayam kumBIra-Bayam jAla-Bayam* / api tu yadi asO
