   Pañcaviṃśatisāhasrikā prajñāpāramitā	PaQcaviMSati sAhasrikA prajQApAramitA
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/
   śrotraṃ ghrāṇaṃ jihvā kāyo mana anityam iti dharmaṃ deśayanti tac	Srotram GrANam jihvA kAyaH manaH anityam iti Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni subhūte bodhisattvasya	pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni suBUte boDisattvasya
   mahāsattvasya kalyāṇamitrāṇi yāṇy asya cakṣur duḥkham iti dharmaṃ	mahAsattvasya kalyANa mitrANi yANi asya cakzuH duHKam iti Darmam
   deśayanti/ cakṣur anātmeti śāntam iti viviktam iti śūnyam iti animittam	deSayanti/ cakzuH anAtmA iti SAntam iti viviktam iti SUnyam iti animittam
   iti apraṇihitam iti dharmaṃ deśayanti tac cānupalambhayogena/ tāni ca	iti apraNihitam iti Darmam deSayanti tat ca anupalamBa yogena/ tAni ca
   kuśalamūlāni na śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra	kuSala mUlAni na SrAvaka pratyekabudDa BUmO pariNAmayati anyatra
   sarvākārajñatāyāḥ/ śrotraṃ ghrāṇaṃ jihvā kāyo mano duḥkham iti dharmaṃ	sarva AkAra jQa tAyAH/ Srotram GrANam jihvA kAyaH manaH duHKam iti Darmam
   deśayanti/ mana anātmeti śāntam iti viviktam iti śūnyam iti animittam iti	deSayanti/ manaH anAtmA iti SAntam iti viviktam iti SUnyam iti animittam iti
   apraṇihitam iti dharmaṃ deśayanti tac cānupalambhayogena/ tāni ca	apraNihitam iti Darmam deSayanti tat ca anupalamBa yogena/ tAni ca
   kuśalamūlāni na śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra	kuSala mUlAni na SrAvaka pratyekabudDa BUmO pariNAmayati anyatra
   sarvākārajñatāyāḥ/ amūni subhūte bodhisattvasya mahāsattvasya	sarva AkAra jQa tAyAH/ amUni suBUte boDisattvasya mahAsattvasya
   kalyāṇamitrāṇi/ punar aparaṃ subhūte bodhisattvasya mahāsattvasya	kalyANa mitrANi/ punar aparam suBUte boDisattvasya mahAsattvasya
   kalyāṇamitrāni yāny asya cakṣurvijñānam anityam iti dharmaṃ deśayanti tac	kalyANa mitrAni yAni asya cakzuH vijQAnam anityam iti Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/ śrotravijñānaṃ ghrāṇavijñānaṃ	pariNAmayati anyatra sarva AkAra jQa tAyAH/ Srotra vijQAnam GrANa vijQAnam
   jihvāvijñānaṃ kāyavijñānaṃ manovijñānam anityam iti dharmaṃ deśayanti tac	jihvA vijQAnam kAya vijQAnam manaH vijQAnam anityam iti Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni subhūte bodhisattvasya	pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni suBUte boDisattvasya
   mahāsattvasya kalyāṇamitrāṇi yāṇy asya cakṣurvijñānaṃ duḥkham iti dharmaṃ	mahAsattvasya kalyANa mitrANi yANi asya cakzuH vijQAnam duHKam iti Darmam
   deśayanti/ cakṣurvijñānam anātmeti śāntam iti viviktam iti śūnyam iti	deSayanti/ cakzuH vijQAnam anAtmA iti SAntam iti viviktam iti SUnyam iti
   animittam iti apraṇihitam iti dharmaṃ deśayanti tac cānupalambhayogena/	animittam iti apraNihitam iti Darmam deSayanti tat ca anupalamBa yogena/
   tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra	tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO pariNAmayati anyatra
   sarvākārajñatāyāḥ/ śrotravijñānaṃ ghrāṇavijñānaṃ jihvāvijñānaṃ	sarva AkAra jQa tAyAH/ Srotra vijQAnam GrANa vijQAnam jihvA vijQAnam
   kāyavijñānaṃ manovijñānaṃ duḥkham iti dharmaṃ deśayanti/ manovijñānam	kAya vijQAnam manaH vijQAnam duHKam iti Darmam deSayanti/ manaH vijQAnam
   anātmeti śāntam iti viviktam iti śūnyam iti animittam iti apraṇihitam iti	anAtmA iti SAntam iti viviktam iti SUnyam iti animittam iti apraNihitam iti
   dharmaṃ deśayanti tac cānupalambhayogena/ tāni ca kuśalamūlāni na	Darmam deSayanti tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni
   subhūte bodhisattvasya mahāsattvasya kalyāṇamitrāṇi/}}	suBUte boDisattvasya mahAsattvasya kalyANa mitra aNi/}}
   15617 {{punar aparaṃ subhūte bodhisattvasya mahāsattvasya kalyāṇamitrāni	15617 {{punar aparam suBUte boDisattvasya mahAsattvasya kalyANa mitrAni
   yāny asya cakṣuḥsaṃsparśo 'nitya iti dharmaṃ deśayanti tac	yAni asya cakzuH saMsparSaH anityaH iti Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/ śrotrasaṃsparśo ghrāṇasaṃsparśo	pariNAmayati anyatra sarva AkAra jQa tAyAH/ Srotra saMsparSaH GrANa saMsparSaH 
   jihvāsaṃsparśo kāyavijñānasaṃsparśo manaḥsaṃsparśo 'nitya iti dharmaṃ	jihvA saMsparSaH kAya vijQAna saMsparSaH manaH saMsparSaH anityaH iti Darmam
   deśayanti tac cānupalambhayogena/ tāni ca kuśalamūlāni na	deSayanti tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni
   subhūte bodhisattvasya mahāsattvasya kalyāṇamitrāṇi yāṇy asya	suBUte boDisattvasya mahAsattvasya kalyANa mitrANi yANi asya
   cakṣuḥsaṃsparśo duḥkha iti dharmaṃ deśayanti/ cakṣuḥsaṃsparśo anātmeti	cakzuH saMsparSaH duHKaH iti Darmam deSayanti/ cakzuH saMsparSaH anAtmA iti
   śānta iti vivikta iti śūnya iti animitta iti apraṇihita iti dharmaṃ	SAntaH iti vivikte iti SUnyaH iti animittaH iti apraNihitaH iti Darmam
   deśayanti tac cānupalambhayogena/ tāni ca kuśalamūlāni na	deSayanti tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/
   śrotrasaṃsparśo ghrāṇasaṃsparśo jihvāsaṃsparśo kāyasaṃsparśo	Srotra saMsparSaH GrANa saMsparSaH jihvA saMsparSaH kAya saMsparSaH 
   manaḥsaṃsparśo duḥkha iti dharmaṃ deśayanti/ manaḥsaṃsparśo 'nātmeti śānta	manaH saMsparSaH duHKaH iti Darmam deSayanti/ manaH saMsparSaH anAtmA iti SAnta
   iti vivikta iti śūnya iti animitta iti apraṇihita iti dharmaṃ deśayanti	iti vivikte iti SUnyaH iti animittaH iti apraNihitaH iti Darmam deSayanti
   tac cānupalambhayogena/ tāni ca kuśalamūlāni na	tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni
   subhūte bodhisattvasya mahāsattvasya kalyāṇamitrāṇi/ punar aparaṃ subhūte	suBUte boDisattvasya mahAsattvasya kalyANa mitrANi/ punar aparam suBUte
   bodhisattvasya mahāsattvasya kalyāṇamitrāni yāny asya	boDisattvasya mahAsattvasya kalyANa mitrAni yAni asya
   cakṣuḥsaṃsparśapratyayavedayitam anityam iti dharmaṃ deśayanti tac	cakzuH saMsparSa pratyaya vedayitam anityam iti Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/ śrotrasaṃsparśapratyayavedayitaṃ	pariNAmayati anyatra sarva AkAra jQa tAyAH/ Srotra saMsparSa pratyaya vedayitam
   ghrāṇasaṃsparśapratyayavedayitaṃ jihvāsaṃsparśapratyayavedayitaṃ	GrANa saMsparSa pratyaya vedayitam jihvA saMsparSa pratyaya vedayitam
   kāyasaṃsparśapratyayavedayitaṃ manaḥsaṃsparśapratyayavedayitam anityam iti	kAya saMsparSa pratyaya vedayitam manaH saMsparSa pratyaya vedayitam anityam iti
   dharmaṃ deśayanti tac cānupalambhayogena/ tāni ca kuśalamūlāni na	Darmam deSayanti tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni
   subhūte bodhisattvasya mahāsattvasya kalyāṇamitrāṇi yāṇy asya	suBUte boDisattvasya mahAsattvasya kalyANa mitrANi yANi asya
   cakṣuḥsaṃsparśapratyayavedayitaṃ duḥkham iti dharmaṃ deśayanti/	cakzuH saMsparSa pratyaya vedayitam duHKam iti Darmam deSayanti/
   cakṣuḥsaṃsparśapratyayavedayitam anātmeti śāntam iti viviktam iti śūnyam	cakzuH saMsparSa pratyaya vedayitam anAtmA iti SAntam iti viviktam iti SUnyam
   iti animittam iti apraṇihitam iti dharmaṃ deśayanti tac	iti animittam iti apraNihitam iti Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/ śrotrasaṃsparśapratyayavedayitaṃ	pariNAmayati anyatra sarva AkAra jQa tAyAH/ Srotra saMsparSa pratyaya vedayitam
   ghrāṇasaṃsparśapratyayavedayitaṃ jihvāsaṃsparśapratyayavedayitaṃ	GrANa saMsparSa pratyaya vedayitam jihvA saMsparSa pratyaya vedayitam
   kāyasaṃsparśapratyayavedayitaṃ manaḥsaṃsparśapratyayavedayitaṃ duḥkham iti	kAya saMsparSa pratyaya vedayitam manaH saMsparSa pratyaya vedayitam duHKam iti
   dharmaṃ deśayanti/ manaḥsaṃsparśapratyayavedayitam anātmeti śāntam iti	Darmam deSayanti/ manaH saMsparSa pratyaya vedayitam anAtmA iti SAntam iti
   viviktam iti śūnyam iti animittam iti apraṇihitam iti dharmaṃ deśayanti	viviktam iti SUnyam iti animittam iti apraNihitam iti Darmam deSayanti
   tac cānupalambhayogena/ tāni ca kuśalamūlāni na	tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni
   subhūte bodhisattvasya mahāsattvasya kalyāṇamitrāṇi/ punar aparaṃ subhūte	suBUte boDisattvasya mahAsattvasya kalyANa mitrANi/ punar aparam suBUte
   bodhisattvasya mahāsattvasya kalyāṇamitrāni yāny asya smṛtyupasthānāny	boDisattvasya mahAsattvasya kalyANa mitrAni yAni asya smRti upasTAnAni 
   anityāny iti dharmaṃ deśayanti tac cānupalambhayogena/ tāni ca	anityAni iti Darmam deSayanti tat ca anupalamBa yogena/ tAni ca
   kuśalamūlāni na śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra	kuSala mUlAni na SrAvaka pratyekabudDa BUmO pariNAmayati anyatra
   sarvākārajñatāyāḥ/ amūni subhūte bodhisattvasya mahāsattvasya	sarva AkAra jQa tAyAH/ amUni suBUte boDisattvasya mahAsattvasya
   kalyāṇamitrāṇi yāṇy asya smṛtyupasthānāni duḥkhāny iti dharmaṃ deśayanti/	kalyANa mitrANi yANi asya smRti upasTAnAni duHKAni iti Darmam deSayanti/
   smṛtyupasthānāny anātmāny iti śāntāny iti viviktāny iti śūnyāny iti	smRti upasTAnAni anAtmAni iti SAntAni iti viviktAni iti SUnyAni iti
   animittāny iti apraṇihitāny iti dharmaṃ deśayanti tac cānupalambhayogena/	animittAni iti apraNihitAni iti Darmam deSayanti tat ca anupalamBa yogena/
   tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra	tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO pariNAmayati anyatra
   sarvākārajñatāyāḥ/ amūni subhūte bodhisattvasya mahāsattvasya	sarva AkAra jQa tAyAH/ amUni suBUte boDisattvasya mahAsattvasya
   kalyāṇamitrāṇi/ punar aparaṃ subhūte bodhisattvasya mahāsattvasya	kalyANa mitrANi/ punar aparam suBUte boDisattvasya mahAsattvasya
   kalyāṇamitrāni yāny asya samyakprahāṇāny anityāny iti dharmaṃ deśayanti	kalyANa mitrAni yAni asya samyak prahANAni anityAni iti Darmam deSayanti
   tac cānupalambhayogena/ tāni ca kuśalamūlāni na	tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/ amūni	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/ amUni
   subhūte bodhisattvasya mahāsattvasya kalyāṇamitrāṇi yāṇy asya	suBUte boDisattvasya mahAsattvasya kalyANa mitrANi yANi asya
   samyakprahāṇāni duḥkhāny iti dharmaṃ deśayanti/ samyakprahāṇāny anātmāny	samyak prahANAni duHKAni iti Darmam deSayanti/ samyak prahANAni anAtmAni 
   iti śāntāny iti viviktāny iti śūnyāny iti animittāny iti apraṇihitāny iti	iti SAntAni iti viviktAni iti SUnyAni iti animittAni iti apraNihitAni iti
   dharmaṃ deśayanti tac cānupalambhayogena/ tāni ca kuśalamūlāni na	Darmam deSayanti tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra}}	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra}}
   15618 sarvākārajñatāyāḥ/ evaṃ samyakprahāṇāni ṛddhipādā indriyāni balāni	15618 sarva AkAra jQa tAyAH/ evam samyak prahANAni RdDipAdAH indriyAni balAni
   15619 bodhyaṅgāni āryāṣṭāṅgamārgo 'nitya iti {{dharmaṃ deśayanti tac	15619 boDi aFgAni Arya azwa aFga mArgaH anityaH iti {{Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/}}	pariNAmayati anyatra sarva AkAra jQa tAyAH/}}
   15620 evam apramāṇadhyānārūpyasamāpattayo 'bhijñā anityā {{iti dharmaṃ	15620 evam apramANa DyAna ArUpya samApattayaH aBijQA anityAH {{ iti Darmam
   deśayanti tac cānupalambhayogena/ tāni ca kuśalamūlāni na	deSayanti tat ca anupalamBa yogena/ tAni ca kuSala mUlAni na
   śrāvakapratyekabuddhabhūmau pariṇāmayati anyatra sarvākārajñatāyāḥ/}}	SrAvaka pratyekabudDa BUmO pariNAmayati anyatra sarva AkAra jQa tAyAH/}}
   15621 evaṃ vaiśāradyāni pratisaṃvido daśa tathāgatabalāni aṣṭādaśāveṇikā	15621 evam vESAradyAni pratisaMvidaH daSa taTAgata balAni azwAdaSa AveNikA
   buddhadharmā	budDa DarmA
   15622 apy anityā iti dharmaṃ deśayanti duḥkhā {{iti dharmaṃ deśayanti tac	15622 api anityAH iti Darmam deSayanti duHKAH {{ iti Darmam deSayanti tat 
   cānupalambhayogena/ tāni ca kuśalamūlāni na śrāvakapratyekabuddhabhūmau	ca anupalamBa yogena/ tAni ca kuSala mUlAni na SrAvaka pratyekabudDa BUmO
   pariṇāmayati anyatra sarvākārajñatāyāḥ/}} imāni	pariNAmayati anyatra sarva AkAra jQa tAyAH/}} imAni
   15623 subhūte {bodhisattvasya} mahāsattvasya kalyāṇamitrāṇi yaiḥ	15623 suBUte {boDisattvasya} mahAsattvasya kalyANa mitrANi yEH
   parigṛhīta imaṃ prajñāpāramitā 	parigRhIta imam prajQApAramitA 
   15624 nirdeśaṃ śrutvā {nottrasyati na santrasyati na santrāsam āpadyate}	15624 nirdeSam SrutvA {nA uttrasyati na santrasyati na santrAsam Apadyate}
   15701 subhūtir āha/ kathaṃ bhagavan {bodhisattvo} mahāsattvaḥ	15701 suBUtiH Aha/ kaTam Bagavan {boDisattvo} mahAsattvaH
   prajñāpāramitāyām anupāyakuśalo	prajQApAramitAyAm anupAya kuSalaH 
   15702 bhaviṣyati pāpamitrahastagataś ca bhaviṣyati/ ya imaṃ	15702 Bavizyati pApa mitra hasta gataH ca Bavizyati/ yaH imam
   prajñāpāramitānirdeśaṃ śrutvā	prajQApAramitA nirdeSam SrutvA
   15703 uttrasiṣyati saṃtrasiṣyati santrāsam āpatsyate/	15703 uttrasizyati saMtrasizyati santrAsam Apatsyate/
   15704 bhagavān āha/ iha subhūte {bodhisattvo} mahāsattvo	15704 BagavAn Aha/ iha suBUte {boDisattvo} mahAsattvaH 
   'pagatasarvākārajñatāpratiyuktaiḥ	apagata sarva AkAra jQa tA pratiyuktEH
   15705 manasikāraiḥ prajñāpāramitāṃ bhāvayati upalabhate/ tathā ca	15705 manasikArEH prajQApAramitAm BAvayati upalaBate/ taTA ca
   prajñāpāramitayā	prajQApAramitayA
   15706 manyate/	15706 manyate/
   15707 {{dhyānapāramitāṃ bhāvayati upalabhate/ tathā ca dhyānapāramitayā	15707 {{DyAna pAramitAm BAvayati upalaBate/ taTA ca DyAna pAramitayA
   manyate/ vīryapāramitāṃ bhāvayati upalabhate/ tathā ca vīryapāramitayā	manyate/ vIrya pAramitAm BAvayati upalaBate/ taTA ca vIrya pAramitayA
   manyate/ kṣāntipāramitāṃ bhāvayati upalabhate/ tathā ca kṣāntipāramitayā	manyate/ kzAnti pAramitAm BAvayati upalaBate/ taTA ca kzAnti pAramitayA
   manyate/ śīlapāramitāṃ bhāvayati upalabhate/ tathā ca śīlapāramitayā	manyate/ SIla pAramitAm BAvayati upalaBate/ taTA ca SIla pAramitayA
   manyate/}}	manyate/}}
   15708 punar aparaṃ subhūte {bodhisattvo} mahāsattvaḥ prajñāpāramitāyāṃ	15708 punar aparam suBUte {boDisattvo} mahAsattvaH prajQApAramitAyAm
   caran {apagatasarvākārajñatāpratisaṃyuktair manasikārai} rūpam adhyātma 	caran {apagata sarva AkAra jQa tA pratisaMyuktEH manasikArE} rUpam aDyAtma 
   15709 śūnyam iti manasikaroti/ rūpaṃ bahirdhā{śūnyam iti manasikaroti}	15709 SUnyam iti manasikaroti/ rUpam bahirDA{ SUnyam iti manasikaroti}
   yāvad rūpam abhāvasvabhāva{śūnyam iti manasikaroti}	yAvat rUpam aBAva svaBAva{ SUnyam iti manasikaroti}
   15710 {{vedanādhyātmaśūnyeti manasikaroti/ vedanā bahirdhāśūnyeti	15710 {{vedanA aDyAtma SUnyA iti manasikaroti/ vedanA bahirDA SUnyA iti
   manasikaroti yāvad vedanābhāvasvabhāvaśūnyeti manasikaroti/	manasikaroti yAvat vedanA BAva svaBAva SUnyA iti manasikaroti/
   saṃjñādhyātmaśūnyeti manasikaroti/ saṃjñā bahirdhāśūnyeti manasikaroti	saMjQA aDyAtma SUnyA iti manasikaroti/ saMjQA bahirDA SUnyA iti manasikaroti
   yāvad saṃjñābhāvasvabhāvaśūnyeti manasikaroti/ saṃskārā adhyātmaśūnyā iti	yAvat saMjQA BAva svaBAva SUnyA iti manasikaroti/ saMskArAH aDyAtma SUnyAH iti
   manasikaroti/ saṃskārā bahirdhāśūnyā iti manasikaroti yāvad saṃskārā	manasikaroti/ saMskArAH bahirDA SUnyAH iti manasikaroti yAvat saMskArA
   abhāvasvabhāvaśūnyā iti manasikaroti/ vijñānam adhyātmaśūnyam iti	aBAva svaBAva SUnyAH iti manasikaroti/ vijQAnam aDyAtma SUnyam iti
   manasikaroti/ vijñānaṃ bahirdhāśūnyam iti manasikaroti yāvad vijñānam	manasikaroti/ vijQAnam bahirDA SUnyam iti manasikaroti yAvat vijQAnam
   abhāvasvabhāvaśūnyam iti manasikaroti}}/	aBAva svaBAva SUnyam iti manasikaroti}}/
   {apagatasarvākārajñatāpratisaṃyuktair manasikāraiḥ} tāṃ cādhyātmaśūnyatāṃ	{apagata sarva AkAra jQa tA pratisaMyuktEH manasikArEH} tAm ca aDyAtma SUnyatAm
   bahirdhāśūnyatāṃ	bahirDA SUnyatAm
   15711 adhyātmabahirdhāśūnyatāṃ yāvad abhāvasvabhāvaśūnyatām upalabhate	15711 aDyAtma bahirDA SUnyatAm yAvat aBAva svaBAva SUnyatAm upalaBate
   tābhiś ca śūnyatābhi 	tABiH ca SUnyatABi 
   15712 r manyate upalambhayogena/ cakṣur adhyātma{śūnyam iti manasikaroti}	15712 r manyate upalamBa yogena/ cakzuH aDyAtma{ SUnyam iti manasikaroti}
   bahirdhā{śūnyam iti manasikaroti} adhyātmabahirdhā{śūnyam iti	bahirDA{ SUnyam iti manasikaroti} aDyAtma bahirDA{ SUnyam iti
   manasikaroti}	manasikaroti}
   15713 yāvad abhāvasvabhāvasvabhāva{śūnyam iti manasikaroti}/ tāś ca	15713 yAvat aBAva svaBAva svaBAva{ SUnyam iti manasikaroti}/ tAH ca
   śūnyatā upalabhate tathā ca manyate upalambhayogena/	SUnyatA upalaBate taTA ca manyate upalamBa yogena/
   15714 evaṃ śrotraṃ ghrāṇaṃ jihvā kāyo mano 'dhyātma{śūnyam iti	15714 evam Srotram GrANam jihvA kAyaH manaH aDyAtma{ SUnyam iti
   manasikaroti/}	manasikaroti/}
   15715 {{śrotraṃ ghrāṇaṃ jihvā kāyo mano bahirdhāśūnyam iti manasikaroti/	15715 {{Srotram GrANam jihvA kAyaH manaH bahirDASUnyam iti manasikaroti/
   yāvat śrotraṃ ghrāṇaṃ jihvā kāyo mano 'bhāvasvabhāvaśūnyam iti	yAvat Srotram GrANam jihvA kAyaH manaH aBAva svaBAva SUnyam iti
   manasikaroti/ rūpam adhyātmaśūnyam iti manasikaroti bahirdhāśūnyam iti	manasikaroti/ rUpam aDyAtma SUnyam iti manasikaroti bahirDA SUnyam iti
   manasikaroti adhyātmabahirdhāśūnyam iti manasikaroti yāvad	manasikaroti aDyAtma bahirDASUnyam iti manasikaroti yAvat 
   abhāvasvabhāvasvabhāvaśūnyam iti manasikaroti/ tāś ca śūnyatā upalabhate	aBAva svaBAva svaBAva SUnyam iti manasikaroti/ tAH ca SUnyatA upalaBate
   tathā ca manyate upalambhayogena/ evaṃ śabdo gandho rasaḥ spraṣṭavyaṃ	taTA ca manyate upalamBa yogena/ evam SabdaH ganDaH rasaH sprazwavyam
   dharmo 'dhyātmaśūnya iti manasikaroti/ śabdo gandho rasaḥ spraṣṭavyaṃ	DarmaH aDyAtma SUnyaH iti manasikaroti/ SabdaH ganDaH rasaH sprazwavyam
   dharmo bahirdhāśūnya iti manasikaroti/ yāvat śabdo gandho rasaḥ	DarmaH bahirDA SUnyaH iti manasikaroti/ yAvat SabdaH ganDaH rasaH
   spraṣṭavyaṃ dharmo 'bhāvasvabhāvaśūnyam iti manasikaroti/ cakṣurvijñānam	sprazwavyam DarmaH aBAva svaBAva SUnyam iti manasikaroti/ cakzuH vijQAnam
