   śrīrastu	SrIH astu
   bhavati | yo na paśyatyakuśalasyādīnavam | sa gurukaṃ pāpakarma kṛtvā	Bavati | yaH na paSyati akuSalasya AdInavam | sa gurukam pApa karma kRtvA
   narakavipākaṃ vedayate | yaḥ pāpaṃ kṛtvā na kuśalaṃ pratiśrayate | tasya	naraka vipAkam vedayate | yaH pApam kRtvA na kuSalam pratiSrayate | tasya
   narakaṃ bhavati | yathādhamarṇo na rājānaṃ śaraṇīkaroti | tadottamarṇo	narakam Bavati | yaTADamarNaH na rAjAnam SaraNIkaroti | tadA uttamarNaH 
   'vakāśabhāgbhavati | yasya kuśalaṃ karma durbalam | tena kṛtamalpamapi	avakASa BAj Bavati | yasya kuSalam karma durbalam | tena kRtam alpam api
   pāpaṃ narakāya bhavati | yathā kasyacitkāye pācanaśaktiralpā | sa	pApam narakAya Bavati | yaTA kasyacid kAye pAcana SaktiH alpAH | sa
   duṣparipācanamāhāraṃ bhuṅktvā na paripaktuṃ śaknoti |	duzparipAcanam AhAram BuFktvA na paripaktum Saknoti |
   akuśalakarmavyāmiśramakuśalamātramācarato narakaṃ bhavati | yathā	akuSala karma vyAmi Srama kuSala mAtram AcarataH narakam Bavati | yaTA
   kaściccauryaṃ kṛtvā laghutaraṃ gurutaraṃ vā badhyate | yaḥ	kaScid cOryam kRtvA laGutaram gurutaram vA baDyate | yaH
   sarvakuśalamūlaviviktaḥ yathā hastinā yudhyamānaḥ [tasya] hastaṃ na	sarva kuSala mUla viviktaH yaTA hastinA yuDyamAnaH [tasya] hastam na
   parirakṣati | tatpuruṣakṛtaṃ pāpaṃ narakāya bhavati | yo hīnadharmamācaran	parirakzati | tatpuruza kRtam pApam narakAya Bavati | yaH hIna Darmam Acaran
   hīnācāryācchikṣāṃ samādatte | tena kṛtaṃ pāpaṃ narakāya bhavati | yathā	hIna AcAryAt SikzAm samAdatte | tena kRtam pApam narakAya Bavati | yaTA
   daridro 'dharmaṇa āhriyate | yo 'kuśalaṃ sadā vardhayati adhamarṇasyeva	daridraH aDarmaNaH Ahriyate | yaH akuSalam sadA varDayati aDamarNasya iva
   vṛddhim | tadyathā saunakaputravyādhādayaḥ | teṣāṃ karma narakāya bhavati	vRdDim | tat yaTA sOnaka putra vyADa AdayaH | tezAm karma narakAya Bavati
   | gaṇḍasyāntaḥ srāvavat pāpasya mrakṣaṇe narakaṃ bhavati | yo dīrghakālaṃ	| gaNxasya antar srAva vat pApasya mrakzaNe narakam Bavati | yaH dIrGa kAlam
   cittagatamakuśalaṃ na sahasā niyacchati | tasya narakaṃ bhavati | yathā	citta gatam akuSalam na sahasA niyacCati | tasya narakam Bavati | yaTA
   cikitsāyai dattaṃ viṣameva puruṣaṃ hanti | yaḥ svayamakuśalaṃ kṛtvā	cikitsAyE dattam vizam eva puruzam hanti | yaH svayam akuSalam kRtvA
   parānapi śāsti | tena bahūnāṃ sattvānāṃ	parAn api SAsti | tena bahUnAm sattvAnAm
   duḥkhopāyāsadvārasyoddhāṭanānnarakaṃ bhavati | yathā rāṣṭrapālā bahavo	duHKa upAyAsa dvArasya udDAwanAt narakam Bavati | yaTA rAzwrapAlAH bahavaH 
   vijñāḥ pūrṇādivadakuśalamithyācāramācarantonyānyapi bahūn śikṣayanti |	vijQAH pUrNa Adi vat akuSala miTyA AcAram AcarantonyAni api bahUn Sikzayanti |
   yacca kṛtaṃ karma bhūyasā sattvānāṃ byābādhāya bhavati yathā vanadāhādi |	yat ca kRtam karma BUyasA sattvAnAm byAbADAya Bavati yaTA vana dAha Adi |
   bahūnāṃ śāsanaṃ yena adharme te patanti | yathā kedāravyādhādayaḥ | yo	bahUnAm SAsanam yena aDarme te patanti | yaTA kedAra vyADa AdayaH | yaH 
   'kuśalakarmaṇā jīvati yathā corāmātyasūnikavyādhādayaḥ | atyantaśīladūṣiṇā	akuSala karmaNA jIvati yaTA cora amAtya sUnika vyADa AdayaH | atyanta SIla dUziNA
   kṛtaṃ pāpakarma narakāya bhavati | yadāmaraṇaṃ na tyajanti	kRtam pApa karma narakAya Bavati | yadA maraNam na tyajanti
   tadatyantamityucyate | yathāha gāthā 	tat atyantam iti ucyate | yaTA Aha gATA 
   yasyātyantadauḥśīlyaṃ māluḥsālamivātatā |	yasya atyanta dOHSIlyam mAluH sAlam iva AtatA |
   karoti sa tathātmānaṃ yathainaṃ icchanti dviṣaḥ || iti |	karoti sa taTA AtmAnam yaTA enam icCanti dvizaH || iti |
   avastu kupyati | anena kopena yatpāpaṃ karoti | tannarakāya bhavati |	avastu kupyati | anena kopena yat pApam karoti | tad narakAya Bavati |
   yastu savastu kupyasti | tatkṛtaṃ pāpaṃ na tādṛśaṃ bhavati | yo dveṣeṇa	yaH tu sa vastu kupyasti | tat kRtam pApam na tAdRSam Bavati | yaH dvezeNa
   karma karoti | asya gurusaṃyojanatvānnarakaṃ bhavati | yathoktaṃ sūtre 	karma karoti | asya guru saMyojana tvAt narakam Bavati | yaToktam sUtre 
   dveṣaḥ pāpīyānapi sunigraha iti | yo 'kuśalacittasvabhāvaḥ tasya narakaṃ	dvezaH pApIyAn api su nigrahaH iti | yaH akuSala citta svaBAvaH tasya narakam
   bhavati | yat hetupratyayaiḥ pāpaṃ karma karoti tadaṇīyo bhavati | yaḥ	Bavati | yat hetu pratyayEH pApam karma karoti tad aNIyaH Bavati | yaH
   pramādāya vyutsṛṣṭaḥ tena kṛtamaśubhaṃ karma narakāya bhavati | yo vijñaiḥ	pramAdAya vyutsRzwaH tena kRtam aSuBam karma narakAya Bavati | yaH vijQEH
   paripālito bhavati sa deveṣūtpadyate | vāsavayakṣe āyuṣo 'nte mriyamāṇe	paripAlitaH Bavati sa devezu utpadyate | vAsava yakze AyuzaH ante mriyamANe
   śāriputraḥ tadantikamāgataḥ | so 'kuśalendriyeṇa śāliputramabhisabhīkṣya	SAriputraH tad antikam AgataH | saH akuSala indriyeNa SAli putram aBisaBIkzya
   nānyathābhūt | purata āgataṃ mandamāhūya punaraucchvasat | (SSS_262)	na anyaTA aBUt | puratas Agatam mandam AhUya punar OcCvasat | (H SS_262)
   śāriputraprabhāsvaramāhātmyamavalokyācintayat ayaṃ mahātmā na hantavya iti	SAriputra praBAsvara mAhAtmyam avalokya acintayat ayam mahAtmA na hantavyaH iti
   viśuddhacittena saptakṛtvaḥ śāriputramūrdhvamadho vyavālokayat | anenaiva	viSudDa cittena sapta kRtvas SAriputram UrDvam aDas vyavAlokayat | anena eva
   hetunā saptakṛtvo deveṣūdapadyata | saptakṛtvo manuṣyeṣu codapadyata |	hetunA sapta kRtvas devezu udapadyate | sapta kRtvas manuzyezu ca udapadyate |
   atha pratyekabuddhamārgamalabhata | yathā cāṅgulimālaḥ pāpakaṃ karma	aTa pratyekabudDa mArgam alaBata | yaTA ca aFguli mAlaH pApakam karma
   bahukṛtvā mātara[mapi]hantumaicchat | bhagavān tatkuśalābhijñatvāt tasya	bahu kRtvA mAtara[m api]hantum EcCat | BagavAn tad kuSala aBijQa tvAt tasya
   vimuktiṃ prāpayati sma | yathā ca kaściddānapati	vimuktim prApayati sma | yaTA ca kaScid dAnapati
   ragnighādaviṣānnabhojanairmadhye [gṛhaṃ] hantumaicchat | bhagavān	ragniGAda viza anna BojanEH maDye [gRhaM] hantum EcCat | BagavAn
   tatkuśalābhijñatvāt tasya vimuktiṃ prāpayat | evamādayaḥ puruṣāḥ	tad kuSala aBijQa tvAt tasya vimuktim prApayat | evamAdayaH puruzAH
   akuśalakarmakā api na narake patanti | ata uktaṃ yaḥ pramādāya vyusṛṣṭaḥ	akuSala karmakAH api na narake patanti | atas uktam yaH pramAdAya vyusRzwaH
   tena kṛtaṃ pāpaṃ karma narakāya bhavatīti |	tena kRtam pApam karma narakAya Bavati iti |
   yaḥ samucchinnakuśalamūlo devadattādivatpunaracikitsyo bhavati | tadyathā	yaH samucCinna kuSala mUlaH devadatta Adi vat punar acikitsyaH Bavati | tat yaTA
   kaścidrogī dṛṣṭamaraṇanimittaḥ | tena kṛtaṃ pāpaṃ narakāya bhavati | yaḥ	kaScid rogI dRzwa maraNa nimittaH | tena kRtam pApam narakAya Bavati | yaH
   kuśalaṃ kartumagaṇayan mriyamāṇo durutpādakuśalacitto bhavati | sa	kuSalam kartum agaNayan mriyamANaH durutpAda kuSala cittaH Bavati | sa
   cittaparitāpānnarake patati | yo mriyamāṇo mithyādṛṣṭi cittamutpādayati |	citta paritApAt narake patati | yaH mriyamANaH miTyA dRzwi cittam utpAdayati |
   sa pūrvākuśalahetukaṃ mithyādṛṣṭi pratyayañca narake patati | evaṃ bahūni	sa pUrva akuSala hetukam miTyA dRzwi pratyayaQca narake patati | evam bahUni
   karmāṇi narakavipākāya bhavanti | ābhidharmikā vadanti  sarvāṇyakuśalāni	karmANi naraka vipAkAya Bavanti | ABiDarmikA vadanti sarvANi akuSalAni
   narakanidānānīti | ebhyo 'kuśalebhyo 'nyaistiryagādiṣūtpadyante |	naraka nidAnAni iti | eByaH akuSaleByaH anyEH tiryak Adizu utpadyante |
   yathoktaṃ sūtre  bhagavān bhikṣūnāmantryāvocat  yān sattvān paśyatha	yaTA uktam sUtre BagavAn BikzUn Amantrya avocat yAn sattvAn paSyaTa
   kāyikamithyācārān vācikamithyācārān mānasikamithyācārān tān jānīta	kAyika miTyA AcArAn vAcika miTyA AcArAn mAnasika miTyA AcArAn tAn jAnIta
   narakaprekṣakāniti |	naraka prekzakAn iti |
   (pṛ) narakavipākaṃ karmādhigatam | kiṃ punastiryagvipākaṃ karma | (u) yaḥ	(pR) naraka vipAkam karma aDigatam | kim punar tiryak vipAkam karma | (u) yaH
   kuśalavyāmiśramakuśalaṃ karma karoti | sa tataḥ tiryakṣu patati |	kuSala vyAmiSram a kuSalam karma karoti | sa tatas tiryakzu patati |
   anuśayasaṃyojanautkaṭyācca tiryakṣu patati | yathā	anuSaya saMyojana OtkawyAt ca tiryakzu patati | yaTA
   kāmarāgautkaṭyāccaṭakapārāvatacakravākādiṣūtpadyate |	kAmarAga OtkawyAt cawaka pArAvata cakravAka Adizu utpadyate |
   dveṣautkaṭayātsarpavṛścikādiṣūtpadyate | mohautkaṭyāt varāhādiṣūtpadyate |	dveza OtkawayAt sarpa vRScika Adizu utpadyate | moha OtkawyAt varAha Adizu utpadyate |
   madautkaṭyāt siṃhavyāghraśvāpadādiṣūtpadyate |	mada OtkawyAt siMha vyAGra SvApada Adizu utpadyate |
   auddhatyacāñcalyautkaṭyānmarkaṭādiṣūtpadyate | īrṣyāmātsaryautkaṭyāt	OdDatya cAQcalI a OtkawyAt markawa Adizu utpadyate | IrzyA mAtsarya OtkawyAt
   śvādiṣūtpadyate | evamādīnāmanyeṣāmapi	SvAdizu utpadyate | evamAdInAm anyezAm api
   kleśānāmautkaṭyānnānātiryakṣūtpadyate | yaḥ kaściddānabhāgī bhavati | sa	kleSAnAm OtkawyA at na anAtiryakzu utpadyate | yaH kaScid dAna BAgI Bavati | sa
   tiryakṣūtpanno 'pi sukhamanubhavati | suvarṇapakṣagaruḍahastyaśvādayaḥ |	tiryakzu utpannaH api suKam anuBavati | suvarNa pakza garuxa hasti aSva AdayaH |
   vācikakarmaṇo vipāko bhūyasā tiryakṣu patanam | yathā	vAcika karmaNaH vipAkaH BUyasA tiryakzu patanam | yaTA
   kaścitkarmavipākamajñātvā śraddhayā ca nānāvākkarma tathā karoti yathā	kaScid karma vipAkam ajQAtvA SradDayA ca nAnA vAkkarma taTA karoti yaTA
   vadanti ayaṃ puruṣo markaṭavadaticapala iti | sa markaṭeṣūtpadyate |	vadanti ayam puruzaH markawa vat ati capalaH iti | sa markawezu utpadyate |
   (SSS_263)	(H SS_263)
   yadvadanti vāyasavadāhāralolupaḥ | śvabukkavadbhāṣate |	yat vadanti vAyasa vat AhAra lolupaH | Sva bukka vat BAzate |
   ajavarāhavaddhāvati | gardabhavacchabdāyate | uṣṭravat yāti |	aja vara Aha vat DAvati | gardaBa vat SabdAyate | uzwra vat yAti |
   hastivadātmānamunnamayati | mattabalīvardavadaśubhayati | caṭakavadyabhati	hasti vat AtmAnam unnamayati | matta balI varda vat aSuBayati | cawaka vat yaBati
   | viḍālavatsārajyati | śṛgālavadvañcayati | kṛṣṇorabhravajjaḍo bhavati |	| vixAla vat sArajyati | SRgAla vat vaQcayati | kRzNoH aBravat jaxaH Bavati |
   govat droṇabahulo bhavati | evamādyakuśalaṃ vācikaṃ karma kṛtvā yathākarma	go vat droNa bahulaH Bavati | evamAdi a kuSalam vAcikam karma kRtvA yaTAkarma
   vipākaṃ vedayate | sattvāḥ sukhalobhānnānāpraṇidhānyutpādayati | tadyathā	vipAkam vedayate | sattvAH suKa loBAt nAnA praNiDAni utpAdayati | tat yaTA
   kāmasukharāge sati pakṣiṣūtpadyate | yo nāgagaruḍādīnāṃ śaktibalaṃ śrutvā	kAma suKa rAge sati pakzizu utpadyate | yaH nAga garuxa AdInAm Sakti balam SrutvA
   praṇidadhāti sa tatrotpadyate | uktañca sūtre  yo nibiḍasthāne mriyamāṇaḥ	praNidaDAti sa tatra utpadyate | uktaQca sUtre yaH nibixa sTAne mriyamANaH
   praṇidadhāti vipulaṃ sthānaṃ labha iti | sa pakṣiṣūtpadyate | yaḥ	praNidaDAti vipulam sTAnam laBaH iti | sa pakzizu utpadyate | yaH
   paritarṣito mriyate sa jalārthitayā jaleṣūtpadyate | kṣudhito mriyamāṇo	paritarzitaH mriyate sa jala arTi tayA jalezu utpadyate | kzuDitaH mriyamANaH 
   'nnarāgārdvacaḥ kuṭyāmutpadyate |	anna rAgArdvacaH kuwyAm utpadyate |
   vyomāhāt laghu karmāṇi kurvan vyāmiśrakuśalatvāt	vyoma ahAt laGu karmANi kurvan vyAmiSra kuSala tvAt 
   makṣikālīkṣākṛmikīṭādiṣūtpadyate | yaḥ parānupadiśan asaddharme pātayati	makzi kAlIkzA kRmi kIwa Adizu utpadyate | yaH parAnupadiSan asat Darme pAtayati
   so 'vidvatpada utpadyate | andho jāyate | mṛtvā ca śave kṛmirbhavati |	saH avidvat padaH utpadyate | anDaH jAyate | mRtvA ca Save kRmiH Bavati |
   vyāmiśrakarmācaraṇācca tiryakṣūtpadyate | yathoktaṃ sūtre  tiryañco	vyAmiSra karma AcaraNAt ca tiryakzu utpadyate | yaToktam sUtre tiryaQca u
   nānācittavaśānnānākārānanuprāpnuvanti iti | yastṛṇamadyām iti karma karoti	nAnA citta vaSAn nAnAkArAn anuprApnuvanti iti | yaH tRNa madyAm iti karma karoti
   | yathā kaścinmithyā vadati ahaṃ mantrānadhyemīti | yo vā idamannamattvā	| yaTA kaScid miTyA vadati aham mantrAn aDyemi iti | yaH vA idam annamattvA
   tṛṇamadbhīti prakaṭayati | atha vā vadati mṛdaṃ bhakṣayāmītyeyamādi |	tRNam adBi iti prakawayati | aTa vA vadati mRdam BakzayAmi ityeyamAdi |
   yaśca kaścidvākpārūṣyeṇādhikṣipati | kiṃ tṛṇamanattvā mṛdaṃ bhakṣayasīti |	yaH ca kaScid vAc pArUzyeNa aDikzipati | kim tRNam anattvA mRdam Bakzayasi iti |
   so 'bhilāpavaśāttṛṇamṛdādibhakṣakeṣūpapattiṃ vedayate |	saH aBilApa vaSAt tRNa mRd A Adi Bakzakezu upapattim vedayate |
   aviśuddhadānāmācāran tṛṇādibhakṣakeṣu vipākaṃ vedayate | ya ṛṇamādāya na	aviSudDa dAnAm AcAran tRNa Adi Bakzakezu vipAkam vedayate | yaH RNam AdAya na
   pratyarpayati | sa gavājakṛṣṇamṛgāśvagardabhādiṣu patitvā	pratyarpayati | sa gavAja kRzNa mRga aSva gardaBa Adizu patitvA
   ṛṇarātrīryāpayati | evamādikarmaṇā tiryakṣu patati |	RNarAtrIH yApayati | evamAdi karmaNA tiryakzu patati |
   (pṛ) tiryadvipākaṃ karma parijñātam | kena karmaṇā preteṣu patati | (u)	(pR) tiryat vipAkam karma parijQAtam | kena karmaNA pretezu patati | (u)
   annapānādiṣu sañjātamatsaralobhacittaḥ san preteṣu patati | (pṛ) yadi	anna pAna Adizu saQjAta matsara loBa cittaH san pretezu patati | (pR) yadi
   kaścitsvadravyaṃ na dadāti | kasmātsa pāpabhāgbhavati | (u) ayaṃ kadaryo	kaScid sva dravyam na dadAti | kasmAt sa pApa BAj Bavati | (u) ayam kadaryaH 
   yadi kaścidyācanāṃ karoti | sāpekṣatvāttasmai kupyati | anenāvadyena	yadi kaScid yAcanAm karoti | sa apekza tvAt tasmE kupyati | anena avadyena
   preteṣūtpadyate | sa kṛpaṇaḥ yācanāṃ kurvati kasmiṃścit nāstīti vadan	pretezu utpadyate | sa kRpaNaH yAcanAm kurvati kasmiMScid na asti iti vadan
   anṛtavāditvātpreteṣu patati | sa cirātkadaryasaṃyojanāmabhyasyati |	anRta vAdi tvAt pretezu patati | sa cirAt kadarya saMyojanAm aByasyati |
   parasya hitalābhaṃ dṛṣṭvā īrṣyāsūyācittamutpādayati | ataḥ preteṣu patati	parasya hita lABam dRzwvA IrzyA asUyA cittam utpAdayati | atas pretezu patati
   | kadaryo 'yaṃ dānacāriṇaṃ paraṃ dṛṣṭvā taṃ dānapatiṃ dvipyati | yācako	| kadaryaH ayam dAna cAriNam param dRzwvA tam dAnapatim dvipyati | yAcakaH 
   'yaṃ lābhābhyāsānmatto 'vaśyaṃ yāceteti | cirādārabhya	ayam lABa aByAsAt mattaH avaSyam yAceta iti | cirAt AraBya
   kadaryacittavāsanayā na svayaṃ dadāti paramapi niṣedhati | yatkiñcidasti	kadarya citta vAsanayA na svayam dadAti param api nizeDati | yat kiQcid asti
   vihāre saṅghadravyaṃ yajñe ca brāhmaṇadravyam | (SSS_264) tat kaścit	vihAre saFGa dravyam yajQe ca brAhmaNa dravyam | (H SS_264) tat kaScid 
   svayaṃ kevalamabhilaṣati na parasya dātumicchati | ataḥ preteṣu patati |	svayam kevalam aBilazati na parasya dAtum icCati | atas pretezu patati |
   yaḥ parasyānnapānamapaharati nāśayati vā | sa niraśanasthāna utpadyate |	yaH parasya anna pAnam apaharati nASayati vA | sa niraSana sTAnaH utpadyate |
   yo dānapuṇyavigataḥ sa tadupapattyāyatane vipākālābhī tato	yaH dAna puNya vigataH sa tad upapatti Ayatane vipAka alABI tatas 
   yācakādhikṣepakarmaṇo duḥkhaṃ tatraivānubhavati | ayaṃ kṛpaṇaḥ	yAcaka aDikzepa karmaNaH duHKam tatra eva anuBavati | ayam kRpaNaH
   kṣuttṛṣṇārditaṃ paraṃ dṛṣṭvā nirdayacitto bhavati | ato yatrotpadyate	kzut tRzNA arditam param dRzwvA nirdaya cittaH Bavati | atas yatra utpadyate
   tatra sadā kṣuttṛṣṇāmanubhavati | yathā dayayā deveṣūtpadyate | tathā	tatra sadA kzut tRzNAm anuBavati | yaTA dayayA devezu utpadyate | taTA
   dveṣopanāhābhyāṃ durgatāvutpadyate | bandhuparivārapriyajaneṣu	dveza upanAhAByAm durgatO= utpadyate | banDu parivAra priya janezu
   supratiṣṭhite deśe ca paramāsaktatvātkaliṅgādipreteṣūtpadyate,	su pratizWite deSe ca parama Asakta tvAt kaliFga Adi pretezu utpadyate,
   rāgatṛṣṇāpratyayatvāt | evamādi yathā vistṛtaṃ karmavipākasūtre |	rAga tRzNA pratyaya tvAt | evamAdi yaTA vistRtam karma vipAka sUtre |
   (pṛ) parijñātāni trīṇi durgativipākāni | kena karmaṇā deveṣūtpadyate | (u)	(pR) parijQAtAni trINi durgati vipAkAni | kena karmaNA devezu utpadyate | (u)
   yo dānasaṃvarakuśalādikarmābhyasyati | sa uttamaḥ san deveṣūtpadyate |	yaH dAna saMvara kuSala Adi karma aByasyati | saH uttamaH san devezu utpadyate |
   adhamaḥ san manuṣyeṣūtpadyate | yaśca tīkṣṇendriyaḥ sa manuṣyeṣūtpadyate |	aDamaH san manuzyezu utpadyate | yaH ca tIkzNa indriyaH sa manuzyezu utpadyate |
   manuṣyadharmamācaratīti manuṣyaḥ | vyāmiśrakuśalakarmaṇā ca	manuzya Darmam Acarati iti manuzyaH | vyAmiSra kuSala karmaNA ca
   manuṣyeṣūtpadyate | tatkarma [trividha]muttamaṃ madhyamamadhamamiti |	manuzyezu utpadyate | tat karma [triviDa]m uttamam maDyamam aDamam iti |
   ekāgratānaikāgratā viśuddhamaviśuddhamityādi | kenedaṃ jñāyate |	ekAgra tAna ekAgra tA viSudDam aviSudDam ityAdi | kena idam jQAyate |
   manuṣyāṇāṃ nānāvibhāgaśreṇīnāṃ vaiṣamyāt | yathoktaṃ sūtre 	manuzyANAm nAnA viBAga SreNInAm vEzamyAt | yaToktam sUtre 
   prāṇātipātyalpāyuṣko bhavati | caurye daridraḥ | kāmamithyācāre	prANa atipAtI alpa AyuzkaH Bavati | cOrye daridraH | kAma miTyA AcAre
   hīnāsatkulaḥ | mṛṣāvāde sadā paribhāṣyate | paiśunye kulapāṃsulaḥ |	hInAsat kulaH | mRzA vAde sadA pariBAzyate | pESunye kula pAMsulaH |
   pāruṣye sadā paruṣaśabdaṃ śṛṇoti | saṃmbhinnapralāpe janānāmaśraddheyaḥ |	pAruzye sadA paruza Sabdam SRNoti | saMmBinna pralApe janAnAm aSradDeyaH |
   rāgerṣyāyāṃ kāmacārabahulaḥ | krodhe duḥkhabhāvabhūyiṣṭhaḥ | mithyādṛṣṭau	rAga IrzyAyAm kAma cAra bahulaH | kroDe duHKa BAva BUyizWaH | miTyA dRzwO
   mohabahulaḥ | māne 'varajanmā | ātmana unmāne kharvaḥ | īrṣyāyāmate[ja]svī	moha bahulaH | mAne avarajanmA | AtmanaH unmAne KarvaH | IrzyA AyAmate[ja]svI
   | mātsarye dāridryapīḍitaḥ | dveṣe virūpī bhavati | parapīḍāyāṃ	| mAtsarye dAridrya pIxitaH | dveze virUpI Bavati | para pIxAyAm
   vyādhibahulaḥ | vyāmiśracittena dāne 'madhurarasābhilāṣī | akāladāne na	vyADi bahulaH | vyAmiSra cittena dAne amaDura rasa aBilAzI | akAla dAne na
   yatheṣṭabhāk | paścāttāpavimatau paryantabhūmau jāyate |	yaTA izwa BAj | paScAttApa vimatO paryanta BUmO jAyate |
   aviśuddhadānacaryāyāṃ duḥkhato vipākalābhī bhavati | amārgeṇa	aviSudDa dAna caryAyAm duHKataH vipAka lABI Bavati | amArgeNa
   kāmacaryāyāmapuruṣākāraṃ labhate | manuṣyeṣu evamādīni	kAma caryA AyAmapuruza AkAram laBate | manuzyezu evamAdIni
   saṅkīrṇānyakuśalakarmāṇi | tadviparītāni tu kuśalakarmāṇi | yathā	saFkIrNa ani akuSala karmANi | tad viparItAni tu kuSala karmANi | yaTA
   prāṇātipātaviratirdīrghāyuṣyaprāpiṇītyādi | manuṣyagatāvevamādi	prANa atipAta viratiH dIrGa Ayuzya prApiNi ityAdi | manuzya gatO= evamAdi
   nānāvaiṣamyamastītyato jñāyate vyāmiśrakarmavipāko 'yamiti |	nAnA vEzamyam asti iti atas jQAyate vyAmiSra karma vipAkaH ayam iti |
   praṇidhānena hi manuṣyeṣu jāyate | kecidapramādaratā api na kāmabahulā	praNiDAnena hi manuzyezu jAyate | kecid apramAda ratA api na kAma bahulA
   bhavanti | (SSS_265) ye prajñāsvadhimuktikā manuṣyadehapraṇidhānaṃ	Bavanti | (H SS_265) ye prajQAsu aDimuktikA manuzya deha praNiDAnam
   kurvanti | te manuṣyeṣūtpadyante | yaḥ pitroḥ pūjyānāñca satkāre	kurvanti | te manuzyezu utpadyante | yaH pitroH pUjya anAQca satkAre
   svabhiruciko bhavati | brāhmaṇaśramaṇādīnāmapi satkāravit	su aBirucikaH Bavati | brAhmaNa SramaNa AdInAm api satkAra vid 
   tatkarmakriyātuṣṭaśca puṇyaṃ samyagabhyasyati | so 'pi manuṣyeṣūtpadyate |	tad karma kriyA tuzwaH ca puNyam samyak aByasyati | saH api manuzyezu utpadyate |
