   folios 1-4 are missing	folioH 1-4 are missing
   (Kurumiya 103)	(Kurum-iyaH 103)
   anantavarṇa lokanātha satyavādi suṣṭhita	ananta-varNa lokanATa satya-vAdi suzWita
   prabhāsitaṃ te sarva + + + + + + + + + /	praBAsitam te sarve + + + + + + + + + /
   + + + + dya sattvasāra kṣīṇasaṃga nāyaka // RKP_4.108	+ + + + dya sattvasAra kzINa-saMga nAyakaH // RKc-_4.108
   suvarṇavarṇa kāṃcanābhāśītalā .i + + + /	suvarNa-varNa kAMcana-ABa-ASI-talAH .i + + + /
   + + + + + + + + + bhinnakleśaparvatā	+ + + + + + + + + Binna-kleSa-parvatA
   paścimā + caryaniṣṭhitādya bodhijñānakāraṇaṃ // RKP_4.109	paScimA + carya-nizWitA-adya boDi-jQAna-kAraNam // RKc-_4.109
   mahābhi + + + + + + + + + + + + + +	mahA-aBi + + + + + + + + + + + + + +
   chindyām ahaṃ tu tṛṣṇajālu tīrṇa tāraye jagat	CindyAm aham tu tRzNajAlu tIrNa tAraye jagat-
   kiyaccireṇa buddho bheṣye + + + + + + + + // RKP_4.110	kiyat-cireNa budDaH Bezye + + + + + + + + // RKc-_4.110
   + + + + + + + mārge sthāpaye nirāsrave /	+ + + + + + + mArge sTApaye nirAsrave /
   daśaddiśāsu ye 'pi buddha sāgaropamā guṇe	daSat-diSAsu ye api budDa sAgara-upamA guNe
   + + + + + + + + + + + + + + + + + // RKP_4.111	+ + + + + + + + + + + + + + + + + // RKc-_4.111
   (Kurumiya 104)	(Kurum-iyaH 104)
   + + + + + + + + + + + + + karkaśais	+ + + + + + + + + + + + + karkaSEH-
   tri-y-adhvikaṃ ca puṇyam adya kāyavāṅmanasaṃ me /	tri-y-aDvikam ca puNyam adya kAya-vAc-manasam me /
   bhavec ca tena du + + + + + + + +	Bavet ca tena du + + + + + + + +
   + + + + + + + + + + + + + + + // RKP_4.112	+ + + + + + + + + + + + + + + // RKc-_4.112
   .yaṃtu sarvasattvavyādhi kleśatoyu śuṣyatu	.yaMtu sarva-sattva-vyADi kleSa-toyu Suzyatu
   labhaṃtu jñānam indriyāṇi sāravaṃti .... /	laBaMtu jQAnam indriyANi sAravaMti .... /
   ........ hya puṇyatejasā // RKP_4.113	........ hya puNya-tejasA // RKc-_4.113
   ekaiku sattvo sarve sāgare guṇāṃ labhe	ekEku sattvaH sarve sAgare guNAm laBe
   prajñaiva puṇya .......... /	prajQA-eva puNyaH .......... /
   jātismarāś ca sarve saṃtu sattva dharmacāriṇaḥ // RKP_4.114	jAti-smarAH ca sarve saMtu sattva Darma-cAriNaH // RKc-_4.114
   pāraṃ bhavārṇavasya te taraṃtu sarve ........	pAram Bava-arNavasya te taraMtu sarve ........
   .......... meyān dharmavṛṣṭi varṣayan	.......... meyAn Darma-vRzwi varzayan
   snāpayaṃtu sarvasattva dharmameghavāriṇā // RKP_4.115	snApayaMtu sarva-sattva Darma-meGa-vAriNA // RKc-_4.115
   (Kurumiya 105)	(Kurum-iyaH 105)
   kāye ..............	kAye ..............
   ......... tva gauravāt /	......... tva gOravAt /
   māhaṃ ca bhūyu pāpaṃ duṣṭakarmam ācaret	mA-aham ca BUyu pApam duzwa-karmam Acaret-
   acintyān sadāgrapud ............. // RKP_4.116	acintyAn sadA-agrapud ............. // RKc-_4.116
   ............... punaḥ	............... punar-
   sarve caryāḥ sattvahetu sarvaduḥkham utsahe /	sarve caryAH sattva-hetu sarva-duHKam utsahe /
   niyojayeya sarvasattva bodhimā ............	niyojayeya sarva-sattva boDimA ............
   kalpakṣetram ................. // RKP_4.117	kalpa-kzetram ................. // RKc-_4.117
   .. ṇeya yatra bodhisparśaye bhaved viśuddha	.. Neya yatra boDisparSaye Bavet viSudDa
   sarvasattva kṣāntibhūmisusthitāḥ prāpnuyām /	sarva-sattva kzAnti-BUmi-susTitAH prApnuyAm /
   abhijñapaṃca vādisiṃ ...............	aBijQapaMca vAdisim ...............
   ............... yaka // RKP_4.118	............... yakaH // RKc-_4.118
   saced bhaviṣye buddho loke sarvadharmasārathe	saced Bavizye budDaH loke sarva-Darma-sAraTe
   kṣipeya muktapuṣpa cchatra aṃbare sthiheyu te /	kzipeya muktapuzpa cCatra aMbare sTiheyu te /
   bhavaṃtu ............	BavaMtu ............
   ......... date śireṇa kaṃpatā vasundharā // RKP_4.119	......... date SireNa kaMpatA vasunDarA // RKc-_4.119
   (Kurumiya 106)	(Kurum-iyaH 106)
   atha khalu jyotīraso ṛṣis tāni puṣpāṇi yena bhagavāṃs tenopari prakṣiptāni	aTa Kalu jyotIrasaH RziH tAni puzpANi yena BagavAn tena-upari prakziptAni
   / ................ ndhau ekacchatraṃ tasthau / yaṃ dṛṣṭvā jyotīraso ṛṣir	/ ................ nDO eka=-Catram tasTO / yam dRzwvA jyotIrasaH RziH-
   bhūyasyā mātraya nirāmiṣeṇa prītisaumanasyenodvilya .............	BUyasyAH mAtraya nirAmizeNa prIti-sOmanasya-ina-udvilyaH .............
   bhagavataḥ pādayor nipapāta / samanantaranipatitaś ca jyotīraso ṛṣir	BagavataH pAdayoH nipapAta / samanantara-nipatitaH ca jyotIrasaH RziH-
   bhagavataś caraṇayor atha tāvad e ................. dhātuḥ ṣaḍvikāraṃ	BagavataH caraNayoH aTa tAvat e ................. DAtuH zaz-vikAram
   pracakaṃpe / yāni ca tatrāprameyāsaṃkhyeyāni sattvakoṭīnayutaśatasahasrāṇi	pracakaMpe / yAni ca tatra-aprameya-asaMKyeyAni sattva-kowIn-ayuta-Sata-sahasrANi
   ........... prāptāny abhūvan / ye ca gajavainayikāḥ sattvās te gajarūpeṇa	........... prAptAni aBUvan / ye ca gaja-vEnayikAH sattvAH te gaja-rUpeNa
   sugataṃ dṛṣṭvā .......... saṃsthitāni / taṃ ca pṛthivīkaṃpaṃ dṛṣṭvā	sugatam dRzwvA .......... saMsTitAni / tam ca pRTivI-kaMpam dRzwvA
   bhūyasyā mātrayāścaryaprāptā bhagavataś caraṇayor nipetuḥ / ye 'pi b	BUyasyAH mAtrayA-AScarya-prAptAH BagavataH caraNayoH nipetuH / ye api b
   ............ dṛṣṭvā sarve āścaryaprāptā abhūvan //	............ dRzwvA sarve AScarya-prAptAH aBUvan //
   atha bhagavāṃ chūraṃgamāt samādher vyudatiṣṭhat / tasmāc ca samādher	aTa BagavAm CUraMgamAt samADeH vyudatizWat / tasmAt ca samADeH-
   vyutthitaṃ ........... prītiprāmodyajātā bhagavantaṃ yathālabbdhaiḥ	vyutTitam ........... prIti-prAmodya-jAtAH Bagavantam yaTAlabbDEH
   puṣpadhūpagandhamālyavilepanavastrābharaṇālaṅkārair abhyavakiran /	puzpa-DUpa-ganDa-mAlya-vilepana-vastra-ABaraNa-alaFkArEH aByavakiran /
   ............ gāthā abhāṣata //	............ gATAH aBAzata //
   (Kurumiya 107)	(Kurum-iyaH 107)
   uttiṣṭha śīghraṃ śṛṇu vyākariṣye maharṣe bodhaye nāyako 'bravīt /	uttizWa SIGram SRNu vyAkarizye mahA-Rze boDaye nAyakaH abravIt /
   dharā cakaṃpe kusu + + + + + + + + + + + + + + + + + // RKP_4.120	DarA cakaMpe kusu + + + + + + + + + + + + + + + + + // RKc-_4.120
   + + + si tvan dvipadapradhāno buddho vibhur lokahitāya śāstā /	+ + + si tvan dvipada-praDAnaH budDaH viBuH loka-hitAya SAstA /
   anantapuṇyo gaganapramāṇas trailokyasāro jagataḥ pradīpaḥ // RKP_4.121	ananta-puNyaH gagana-pramANaH trElokya-sAraH jagataH pradIpaH // RKc-_4.121
   atha khalu jyotīraso bodhisattvo mahāsattvo bhagavantam etad avocat /	aTa Kalu jyotIrasaH boDisattvaH mahAsattvaH Bagavantam etat avocat /
   kīdṛśaṃ bhagavan tad buddhakṣetraṃ bhaviṣyati yatrāhan dharmacakraṃ	kIdRSam Bagavan tat budDa-kzetram Bavizyati yatra-ahan Darma-cakram
   pravartiṣye / bhagavān āha / ...........................	pravartizye / BagavAn Aha / ...........................
   (Kurumiya 108)	(Kurum-iyaH 108)
   V.	V.
   ................................................ atha tasmin samaye	................................................ aTa tasmin samaye
   buddhakṣetre koṭīśataṃ mārāṇāṃ te saparivārā yena bhagavāṃ chākyamunis	budDa-kzetre kowI-Satam mArANAm te sa-parivArAH yena BagavAm CAkya-muni-s
   ..... atha māraḥ pāpīmān yena bhagavāṃs tenāṃjaliṃ praṇāmyaivam āha //	..... aTa mAraH pApi-imAn yena BagavAn tena-aMjalim praNAmya-evam Aha //
   bhagavaṃ charaṇam yāmi viprasannena cetasā /	Bagavam CaraNam yAmi viprasannena cetasA /
   śīghraṃ mocaya bandhān māṃ dharmacaryāṃ ca saṃdiśa // RKP_5.6	SIGram mocaya banDAt mAm Darma-caryAm ca saMdiSaH // RKc-_5.6
   bhagavān āha /	BagavAn Aha /
   nāhaṃ kasya nivāremi gacchantaṃ vāgataṃ punaḥ /	na-aham kasya nivAremi gacCantam vA-Agatam punar /
   mārgaṃ tvaṃ yat prajānīṣe yena yathecchasi // RKP_5.7	mArgam tvam yat prajAnIze yena yaTA-icCasi // RKP_5.7
   pāpīmān āha /	pApImAn Aha /
   yadāhaṃ gantum icchāmi sānandaṃ viṣayaṃ svakam /	yadA-aham gantum icCAmi sa-Anandam vizayam svakam /
   + + + + + m ātmānaṃ baddhaṃ paśyāmi gautama // RKP_5.8	+ + + + + m AtmAnam badDam paSyAmi gOtamaH // RKc-_5.8
   bhagavān āha /	BagavAn Aha /
   (Kurumiya 109)	(Kurum-iyaH 109)
   sarvakalpaprahīṇā me mukto 'ham iha bandhanāt /	sarva-kalpa-prahINAH me muktaH aham iha banDanAt /
   hiṃsā caiva mayā tyaktā sattvān bandhāc ca mocaye // RKP_5.9	hiMsA ca-eva mayA tyaktA sattvAn banDAt ca mocaye // RKc-_5.9
   atha khalu bhagavān buddhacakṣuṣā sarvam idaṃ buddhakṣetraṃ	aTa Kalu BagavAn budDa-cakzuzA sarvam idam budDa-kzetram
   kṣitigaganasthaiḥ sattvaiḥ paripūrṇam avalokyemā gāthā abhāṣata /	kziti-gagana-sTEH sattvEH paripUrNam avalokya-imAH gATAH aBAzata /
   śṛṇu hi vacanaṃ me 'dya sarvaṃ tvaṃ susamāhitaḥ /	SRNu hi vacanam me adya sarvam tvam su-samAhitaH /
   prahāya saṃśayān sarvāṃs tūṣṇībhūtas tadaṃtaraṃ // RKP_5.10	prahAya saMSayAn sarvAn tUzNIBUtaH tad-aMtaram // RKc-_5.10
   durlabho loke saṃbuddho dharmasaṃghaḥ sudurlabhaḥ /	durlaBaH loke saMbudDaH Darma-saMGaH su-durlaBaH /
   durlabhā śraddhādhimuktir bodhicaryā sudurlabhā // RKP_5.11	durlaBA SradDA-aDimuktiH boDi-caryA su-durlaBA // RKc-_5.11
   durlabhaṃ lokanāthāsyād dharmasya śravaṇaṃ tathā /	durlaBam lokanATa-AsyAt Darmasya SravaNam taTA /
   durlabhaḥ samayo hy ekaḥ kṣāntir yatra niṣevyate // RKP_5.12	durlaBaH samayaH hi ekaH kzAntiH yatra nizevyate // RKc-_5.12
   durlabhaṃ cittadamanaṃ durlabhā śūnyabhāvanā /	durlaBam citta-damanam durlaBA SUnya-BAvanA /
   loke hi durlabhaṃ pāpasaṃkalpasya prahāṇakam // RKP_5.13	loke hi durlaBam pApa-saMkalpasya prahANakam // RKc-_5.13
   durlabhā bodhicaryā vai yathā cīrṇā mayā purā /	durlaBA boDi-caryA vE yaTA cIrNA mayA purA /
   deśayiṣyāmi yuṣmākaṃ puṣpamātram idaṃ tataḥ // RKP_5.14	deSayizyAmi yuzmAkam puzpa-mAtram idam tatas // RKc-_5.14
   yuṣmākaṃ bhāṣayiṣyāmi yena bodhiḥ samṛdhyate // RKP_5.15	yuzmAkam BAzayizyAmi yena boDiH samRDyate // RKc-_5.15
   (Kurumiya 110)	(Kurum-iyaH 110)
   kumalāṃs trīn prahāyeha śāstuḥ śṛṇuta bhāṣitaṃ /	kumalAn trIn prahAya-iha SAstuH SRNuta BAzitam /
   ta + + + + + + + + + + + + + + + // RKP_5.16	te + + + + + + + + + + + + + + + // RKc-_5.16
   trivimokṣe ca saṃsthāya trisaṃvarasthito bhava /	tri-vimokze ca saMsTAya tri-saMvara-sTitaH Bava /
   traidhātukāś ca ye kleśās tān aśeṣān vidhunvata // RKP_5.17	trEDAtukAH ca ye kleSAH tAn aSezAn viDunvate // RKc-_5.17
   triratnavaṃśapūjārthaṃ yūyaṃ + + + + + + /	tri-ratna-vaMSa-pUjA-arTam yUyam + + + + + + /
   + + + + + + + + + + + + + + + + // RKP_5.18	+ + + + + + + + + + + + + + + + // RKc-_5.18
   + + + + + + + + prahāsyati viśeṣataḥ /	+ + + + + + + + prahAsyati viSezataH /
   traidhātukavinirmuktāṃ kṣāntiṃ lapsyati śāmikīm // RKP_5.19	trEDAtuka-vinirmuktAm kzAntim lapsyati SAmikIm // RKc-_5.19
   caturdiśi + + + + + + + + + + + + + /	catur-diSi + + + + + + + + + + + + + /
   + + + + + + + + + + + + + + + + // RKP_5.20	+ + + + + + + + + + + + + + + + // RKc-_5.20
   cakṣurūpaprasaṃgena kāyavākcetanāvrtaiḥ /	cakzu-rUpa-prasaMgena kAya-vAc-cetanA-vrtEH /
   caturdhyānavihīnaiś ca + + + + + + + + // RKP_5.21	catur-DyAna-vihInEH ca + + + + + + + + // RKc-_5.21
   + + + + + + + + viparyāsacatuṣṭayāt // RKP_5.22	+ + + + + + + + viparyAsa-catuzwayAt // RKc-_5.22
   mocayaṃte ca te sattvāṃś caturoghebhya īśvarāḥ /	mocayaMte ca te sattvAn catur-oGeByaH ISvarAH /
   + + + + + + + + + + + + + + + + // RKP_5.23	+ + + + + + + + + + + + + + + + // RKc-_5.23
   + + + + + + + + bodhisattvaviśāradāḥ /	+ + + + + + + + boDisattva-viSAradAH /
   samyagjñānena cchindaṃti sattvānāṃ bhavabandhanam // RKP_5.24	samyak-jQAnena cCindaMti sattvAnAm Bava-banDanam // RKc-_5.24
   (Kurumiya 111)	(Kurum-iyaH 111)
   paṃcaskandhāḥ parijñāna + + + + + + + + + /	paMcaskanDAH parijQAnaH + + + + + + + + + /
   + + + + + + + + + + + + + + + + // RKP_5.25	+ + + + + + + + + + + + + + + + // RKc-_5.25
   pāpān deśayata kṣipraṃ buddhānāṃ yūyam agrataḥ /	pApAn deSayata kzipram budDAnAm yUyam agratas /
   prahāya pāpaṃ niḥśeṣaṃ pāraṃ yāsyakutobhayam // RKP_5.26	prahAya pApam niHSezam pAram yAsya-kutoBayam // RKc-_5.26
   + + + + + + + + + + + + vaśena hi // RKP_5.27	+ + + + + + + + + + + + vaSena hi // RKc-_5.27
   pāpamitraprahīṇās tu pāpadṛṣṭivivarjitāḥ /	pApa-mitra-prahINAH tu pApa-dRzwi-vivarjitAH /
   smṛtvā saṃsāraduḥkhaṃ + + + + + + + + + // RKP_5.28	smRtvA saMsAra-duHKam + + + + + + + + + // RKc-_5.28
   paramārthe na bhāvo 'sti na dravyaṃ nāpi lakṣaṇaṃ // RKP_5.29	parama-arTe na BAvaH asti na dravyam na-api lakzaNam // RKc-_5.29
   ṣaḍindriyaṃ yathā śūnyaṃ kārako 'tra na vidyate /	zaz-indriyam yaTA SUnyam kArakaH atra na vidyate /
   + + + + + + + + + + + + + + + + // RKP_5.30	+ + + + + + + + + + + + + + + + // RKc-_5.30
   ṣaṭ sparśāyatanāny evaṃ śūnyāny api vijānatha // RKP_5.31	zaw sparSa-AyatanAni evam SUnyAni api vijAnaTa // RKc-_5.31
   bhāvam ekaṃ nirīkṣadhvaṃ ya + + + + + + + /	BAvam ekam nirIkzaDvam yaH + + + + + + + /
   + + + + + + + + + + + + + + + + // RKP_5.32	+ + + + + + + + + + + + + + + + // RKc-_5.32
   + + + + + + + + + + + + nirīhakāḥ /	+ + + + + + + + + + + + nirIhakAH /
   yair jñātā nirjvarās te vai eṣa mārgo hy anuttaraḥ // RKP_5.33	yEH jQAtAH nirjvarAH te vE eza mArgaH hi anuttaraH // RKc-_5.33
   trayodaśāka + + + + + + + + + + + /	trayodaSAkaH + + + + + + + + + + + /
   + + + + + + + + + + + + + + + + // RKP_5.34	+ + + + + + + + + + + + + + + + // RKc-_5.34
   ...................... bhagavanta apratihatena	...................... Bagavanta apratihatena
   puṇyabalavaiśāradyavegakuśalamūlaniṣyanda (Kurumiya 112)	puNya-bala-vESAradya-vega-kuSala-mUla-nizyanda (Kurum-iya 112)
   ........................ khyeyākṣobhyagaṃgānadīvālukopamāsu śūnyāśūnyāsu	........................ Kyeya-akzoBya-gaMgA-nadI-vAlukA-upamAsu SUnya-aSUnyAsu
   paṃcakaṣāyeṣu ........................ aprameyāsaṃkhyeyāni	paMcakazAyezu ........................ aprameya-asaMKyeyAni
   sattvakoṭīnayutaśatasahasrāṇi atīva nir ........................ vicitrāḥ	sattva-kowIn-ayuta-Sata-sahasrANi atIva niH ........................ vicitrAH
   samādhikṣāntidhāraṇīḥ pratilebhire / iha buddhakṣetrasannipatitā	samADi-kzAnti-DAraNIH pratileBire / iha budDa-kzetra-sannipatitA
   .............................. pratilābho 'bhūt / tribhir yānair	.............................. pratilABaH aBUt / triBiH yAnEH-
   aprameyāsaṃkhyeyāḥ sattvā niryāṇam avā .........	aprameya-asaMKyeyAH sattvAH niryANam avA .........
   .......... sopānaṃ puṣpasaṃchannam abhinirmīya tasya	.......... sopAnam puzpa-saMCannam aBinirmIya tasya
   padmāsanasyārohaṇārthaṃ yena bhagavāṃs tena ........	padmAsanasya-ArohaNa-arTam yena BagavAn tena ........
   samīkṣya dharmasetuṃ sṛjasva sacarācare loke // RKP_5.35	samIkzya Darma-setum sRjasva sa-carAcare loke // RKc-_5.35
   kṣetraṃ samīkṣya pūrṇam kṛta ............ /	kzetram samIkzya pUrNam kRtaH ............ /
   + + + + + + + + + + + + + + + + // RKP_5.36	+ + + + + + + + + + + + + + + + // RKc-_5.36
   (Kurumiya 113)	(Kurum-iyaH 113)
   kleśahatānāṃ prajñopāyau pravidarśayāpratima /	kleSa-hatAnAm prajQA-upAyO pravidarSaya-apratima /
   padme 'bhiruhya nātha pra .......... // RKP_5.37	padme aBiruhya nATa pra .......... // RKc-_5.37
   @folios 55 and 56 are missing@@	@folioH 55 and 56 are missing@@
   pūrvapraṇidhānenānuttarāṃ samyaksaṃbodhim abhisaṃbudhya dharmaṃ deśayati	pUrva-praNiDAnena-anuttarAm samyaksaMboDim aBisaMbuDya Darmam deSayati
   sma / sa ca tathāgata etarhi sarvamāraviṣaya ya ...................	sma / sa ca taTAgataH etarhi sarvam-Ara-vizaya yaH ...................
   viṣayocchrepaṇāṃ sarvabuddhaśāsanavaṃśatṛratnapradīpacirasthāpayitrīṃ	vizaya-ucCrepaNAm sarva-budDa-SAsana-vaMSa-tRratna-pradIpa-cira-sTApayitrIm
   sarvakuśalamūlavivṛddhivīryādhiṣṭhānaba ....................	sarva-kuSala-mUla-vivRdDi-vIrya-aDizWAna-baH ....................
   kautukāmaṃgalavivādaduḥsvapnadurnimittadurbhikṣobhayacakrakalikalahabandhanavigrahavivadānāvṛṣṭyakālaśi	kOtukA-maMgala-vivAda-duHsvapna-durnimitta-durBikza-uBaya-cakra-kalikalaha-banDana-vigraha-vivadAnAvRzwi-a-kAlaSi
   ........... sarvadevanāgayakṣamanuṣyāmanuṣyāvarjanīṃ	........... sarva-deva-nAga-yakza-manuzya-amanuzya-AvarjanIm
   sarvakṣatriyāvarjanakarīṃ sarvacāturvarṇyadhamārthaniyojanīṃ prajñolkā	sarva-kzatriyA-varjana-karIm sarva-cAturvarNya-Dama-arTa-niyojanIm prajQA-ulkA
   ................ sarvagṛhagrāmanagaranigamarāṣṭrarājadhānyāvarjanīṃ	................ sarva-gRha-grAma-nagara-nigama-rAzwra-rAja-DAnya-AvarjanIm
   sarvanakṣatragraharātridivasamāsārdhamāsasaṃvatsarasamāvāhanīṃ sarvasa	sarva-nakzatra-graha-rAtri-diva-sa-mAsa-arDa-mAsa-saMvatsara-samAvAhanIm sarva-sa
   .............. sarvaśilpakarmāntasthānādhiṣṭhānakāryasaṃpādayitrīṃ	.............. sarva-Silpa-karmAnta-sTAna-aDizWAna-kArya-saMpAdayitrIm
   sarvakāyavāṅmanodoṣapraśamanakarīṃ (Kurumiya 114)	sarva-kAya-vAc-manaH-doza-praSamana-karIm (Kurum-iya 114)
   yuktismṛtimatidhṛtiśauryakati ...................... bodhanīṃ	yukti-smRtim-ati-DRti-SOryakati ...................... boDanIm
   caturāryavaṃśadharmanetryadhiṣṭhānacarīṃ mahāyānodyotanīṃ	catur-Arya-vaMSa-Darma-netrI-aDizWAna-carIm mahAyAna-udyotanIm
   bodhisattvavivardhanīṃ mahāsattvānām āśvāsanīṃ ................	boDisattva-vivarDanIm mahAsattvAnAm ASvAsanIm ................
   samavasaraṇakarīṃ anutpattikadharmakṣāntyavabodhanīṃ	samavasaraNa-karIm anutpattika-DarmakzAnti-avaboDanIm
   abhiṣekadharmabodhipratiṣṭhāpanīṃ vaineyasattvānugrāhikāṃ	aBizeka-Darma-boDi-pratizWApanIm vEneya-sattva-anugrAhikAm
   ................. dikāṃ pāramitāniyojanīṃ anuttaramārgasaṃsthāpikāṃ	................. dikAm pAramitA-niyojanIm anuttara-mArga-saMsTApikAm
   dharmavṛṣṭipravarṣaṇīṃ dharmarasena sattvānāṃ santarpaṇakarīṃ sakala	Darma-vRzwi-pravarzaNIm Darma-rasena sattvAnAm santarpaNa-karIm sakala
   ................. rṇīṃ anupadhiśeṣe nirvāṇadhātau pratiṣṭhāpanīṃ	................. rNIm anupaDi-Seze nirvANa-DAtO pratizWApanIm
   vajradharmasamatāpratītyadharmahṛdayasamucchrayavidhvaṃsanīṃ nāma	vajraDarma-samatApratItyaDarma-hRdayasamucCrayaviDvaMsanIm nAma
   dhāraṇīmudrāpadaprabhedapraveśavyākaraṇīṃ ... bhāṣituṃ / sarvaiś cātītais	DAraNI-mudrA-pada-praBeda-praveSa-vyAkaraNIm ... BAzitum / sarvEH ca-atItEH-
   tathāgatair arhadbhiḥ samyaksaṃbuddhaiḥ	taTAgatEH arhadBiH samyaksaMbudDEH
   vajradharmasamatāpratītyadharmahṛdayasamucchrayavidhvaṃsaṇīṃ nāma	vajra-Darma-sama-tA-pratIti-aDarma-hRdayasamucCrayaviDvaMsaNIm nAma
   dhāraṇīmudrāpadaprabhedapraveśavyākaraṇīṃ bhāṣitā adhiṣṭhitā 'nyonyam	DAraNI-mudrA-pada-praBeda-praveSa-vyAkaraNIm BAzitAH aDizWitAH anyonyam
   anumoditāḥ / ye 'py etarhi daśasu dikṣu buddhā bhagavantaḥ tiṣhaṃti	anumoditAH / ye api etarhi daSasu dikzu budDAH BagavantaH tizhaMti
   dhṛyaṃti yāpayaṃti dharmaṃ deśayanti te sarve 'pi	DRyaMti yApayaMti Darmam deSayanti te sarve api
   vajradharmasamatāpratītyadharmahṛdayasamucchrayavidhvaṃsanīṃ nāma	vajraDarma-samatApratItyaDarma-hRdayasamucCrayaviDvaMsanIm nAma
   dhāraṇīmudrāpadaprabhedapraveśavyākaraṇīṃ bhāṣaṃte 'dhitiṣṭhanty anyonyam	DAraNI-mudrA-pada-praBeda-praveSa-vyAkaraNIm BAzaMte aDitizWanti anyonyam
   anumodante / ye 'nāgate 'dhvani daśasu dikṣu anyonyāsu lokadhātuṣu	anumodante / ye anAgate aDvani daSasu dikzu anyonyAsu lokaDAtuzu
   tathāgatā arhantaḥ samyaksaṃbuddhā bhaviṣyanti te 'pīmāṃ	taTAgatAH arhantaH samyaksaMbudDAH Bavizyanti te api-imAm
   vajradharmasamatāpratītyadharmahṛdayasamucchrayavidhvaṃsanīṃ (Kurumiya	vajra-Darma-sama-tA-pratItya-Darma-hRdaya-samucCraya-viDvaMsanIm (Kurum-iya
   115) nāma dhāraṇīmudrāpadaprabhedapraveśavyākaraṇīṃ bhāṣiṣyaṃte	115) nAma DAraNI-mudrA-pada-praBeda-praveSa-vyAkaraNIm BAzizyaMte
   adhiṣṭhāsyanty anyonyaṃ cānumodiṣyaṃti //	aDizWAsyanti anyonyam ca-anumodizyaMti //
   atha khalu teṣu buddhakṣetreṣu ye bodhisattvā mahāsattvās te tān	aTa Kalu tezu budDa-kzetrezu ye boDisattvAH mahAsattvAH te tAn
   pratipratibuddhān bhagavataḥ pariprākṣuḥ / katamāsau bhagavann asmābhir	pratipratibudDAn BagavataH pariprAkzuH / katamA-asO Bagavan asmABiH-
   aśrutapūrvā vajradharmasamatāpratītyadharmahṛdayasamucchrayavidhvaṃsanī	aSruta-pUrvA vajra-Darma-sama-tA-pratItya-Darma-hRdaya-samucCraya-viDvaMsanI
   dhāraṇīmudrāpadaprabhedapraveśavyākaraṇī yam evaṃ bahuguṇākārī / evam	DAraNI-mudrA-pada-praBeda-praveSa-vyAkaraNI yam evam bahu-guNa-AkArI / evam
   acintyadharmaguṇasamanvāgatā sarvadharmānāvaraṇālokakarī yāvad upaśamakarī	acintya-Darma-guNa-samanvAgatA sarva-Darma-anAvaraNa-Aloka-karI yAvat upaSama-karI
   / deśayatu bhagavāṃs tāṃ	/ deSayatu BagavAn tAm
   vajradharmasamatāpratītyadharmahṛdayasamucchrayavidhvaṃsanīṃ	vajra-Darma-sama-tA-pratItya-Darma-hRdaya-samucCraya-viDvaMsanIm
   dhāraṇīmudrāpadaprabhedapraveśavyākaraṇīṃ	DAraNI-mudrA-pada-praBeda-praveSa-vyAkaraNIm
