   <B1> śrīḥ /	<B1> SrIH /
   karaṇārthatvāṅgīkāramātreṇaivātra prācāṃ pūrvapakṣe prayāsakaraṇaṃ	karaNa-arTa-tva-aFgIkAra-mAtreNa-eva-atra prAcAm pUrva-pakze prayAsa-karaNam
   vyarthamityapinā sūcitam /	vyarTam-iti-apinA sUcitam /
   athavā ----------- karaṇatve 'pi prayogānna sādhyatvamātram tadartho 'pitu	aTavA ---------- karaNa-tve api prayogAt-na sADya-tva-mAtram tad-arTaH api-tu
   karaṇatvamapyataḥ karaṇatve eva śaktirityarthenāpiśabdo yojanīyaḥ /	karaNa-tvam-api-atas karaNa-tve eva SaktiH-iti-arTena-api-SabdaH yojanIyaH /
   yastu ---------- ghaṭaṃ karotīti sādhyatveprayogastatrāpi	yaH-tu --------- Gawam karoti-iti sADya-tva-IprayogaH-tatra-api
   viṣayatāsaṃbandhena ghaṭasya jñānaṃ pratīva kṛtāvapi karaṇatvopapatterna	vizayatA-saMbanDena Gawasya jQAnam pratIva kRtO=-api karaNa-tva-upapatteH-na
   viruddha ityarthaḥ /	virudDaH iti-arTaH /
   tena ca kaustubhe uktena kevalakaraṇatvārthena na virodhaḥ //	tena ca kOstuBe uktena kevala-karaNa-tva-arTena na viroDaH //
   (prayogādanuśāsanaprābalyena guṇakarmatvasiddhāntopakramaḥ) ācārāt	(prayogAt-anuSAsana-prAbalyena guNa-karma-tva-sidDAnta-upakramaH) AcArAt-
   smṛtiprābalyasya sādhitatvāt katipayaprayogarūpācārasaṃvādācca	smRti-prAbalyasya sADita-tvAt katipaya-prayoga-rUpa-AcAra-saMvAdAt-ca
   smṛtibodhitārtha eva tasyāśśaktirlāghavenāśrayituṃ yuktā;	smRti-boDita-arTaH eva tasyAH-SaktiH-lAGavena-ASrayitum yuktA;
   itarathānekaśaktikalpanāpatteḥ,	itaraTa-aneka-Sakti-kalpanA-patteH,
   atastadavagatakarmatvākṣiptaprādhānyānupapattyā guṇakarmatvameveti	atas-tad-avagata-karma-tva-Akzipta-prADAnya-anupapattyA guNa-karma-tvam-eva-iti
   siddhāntamāha --------- karmaṇi dvitīyeti //	sidDAntam-Aha -------- karmaNi dvitIyA-iti //
   (sādhyatvameva dvitīyārthaḥ, evamapi agnermāṇavakamityatra	(sADya-tvam-eva dvitIya-arTaH, evam-api agneH-mANavakam-iti-atra
   māṇavakapadātpañcamīvāraṇārthaṃ sūtradvayamāvaśyakam,	mANavaka-padAt-paQcamI-vAraNa-arTam sUtra-dvayam-AvaSya-kam,
   anīpsitatvādīnāmanyalabhyatvāttatra na śaktirlakṣaṇā vā,	anIpsita-tva-AdInAm-anya-laBya-tvAt-tatra na SaktiH-lakzaNA vA,
   sādhyatvamātradvitīyārthatve 'pi vrīhyādīnāṃ prādhānyāvagamaprāyaśca) nanu	sADya-tva-mAtra-dvitIya-arTa-tve api vrIhi-AdInAm prADAnya-avagama-prAyaH-ca) nanu
   karmatvasyāpīpsitānīpsitabhedenānekavidhatvādanekaśaktikalpanā	karma-tvasya-api-Ipsita-anIpsita-Bedena-anekaviDa-tvAt-aneka-Sakti-kalpanA
   tadavasthetyata āha -------- karmatvañceti //	tad-avasTA-iti-atas Aha ------- karma-tvaQca-iti //
   sādhyatvameveti //	sADya-tvam-eva-iti //
   sādhyatvapadaṃ vyāpyatvāparaparyāyacaturvidhakriyājanyaphalāśrayatvaparam,	sADya-tva-padam vyApya-tva-apara-paryAya-caturviDa-kriyA-janya-Pala-ASraya-tva-param,
   athavā ---------- tatsamaniyatākhaṇḍopādhiparam, natu	aTavA --------- tad-sama-niyata-aKaNxa-upADi-param, na-tu
   janyatvamātrāparaparyāyam /	janya-tva-mAtrA-para-paryAyam /
   tena caturvidhakarmatvasyāpi saṃgrahaḥ /	tena caturviDa-karma-tvasya-api saMgrahaH /
   evañcar ipsitānīpsitatvasya pramāṇāntaralabhyatvena na tatrāpi	evaQcar ipsita-anIpsita-tvasya pramANa-antara-laBya-tvena na tatra-api
   śaktirityarthaḥ /	SaktiH-iti-arTaH /
   nanu evaṃ sati sādhyaṃ karmetyetāvataiva nirvāhe	nanu evam sati sADyam karma-iti-etAvatA-eva nirvAhe
   sūtradvayapraṇayanavaiyarthyamityata āha ------------- yathācaivaṃ satīti	sUtra-dvaya-praNayana-vEyarTyam-iti-atas Aha ------------ yaTA-ca-evam sati-iti
   "vāraṇārthānāmīpsita" iti sūtreṇa vāraṇārthānāṃ dhātūnāṃ yoger	"vAraNa-arTAnAm-Ipsita" iti sUtreNa vAraNa-arTAnAm DAtUnAm yogeH-
   ipsitasyāpādānasaṃjñāvidhānāt agnermāṇavakaṃ vārayatītyatrāgnipadādiva	ipsitasya-apAdAna-saMjQA-viDAnAt agneH-mANavakam vArayati-iti-atra-agni-padAt-iva
   māṇavakasyāpi ripsitatvenāpādānasaṃjñāprāptāvīpsitatamatvena	mANavakasya-api ripsita-tvena-apAdAna-saMjQA-prApta-a=-Ipsitatama-tvena
   karmasaṃjñāvidhānāyādyasūtrasyāvaśyakatve dveṣyodīnasaṃgrahārthaṃ	karma-saMjQA-viDAnAya-Adya-sUtrasya-AvaSyaka-tve dvezya-udIna-saMgraha-arTam
   dvitīyasūtrasyāpyāvaśyakatvamiti kaustubhe darśitamityarthaḥ /	dvitIya-sUtrasya-api-AvaSyaka-tvam-iti kOstuBe darSitam-iti-arTaH /
   etena ----------- sūtradvayavaiyarthyāpatteḥ	etena ---------- sUtra-dvaya-vEyarTya-ApatteH
   prathamopasthitatvādīpsitakarmatva eva tasyāḥ śaktiḥ, anīpsitakarmatvādau	praTama-upasTita-tvAt-Ipsita-karma-tvaH eva tasyAH SaktiH, anIpsita-karma-tva-AdO
   lakṣaṇeti nyāyasudhākāroktaṃ ----------- apāstam;	lakzaNa-iti nyAya-suDA-AkAra-uktam ---------- apAstam;
   ubhayasādhāraṇyenaikaśaktyaiva nirvāhe 'nyalabhyāṃśe 'pi tatkalpanasya	uBaya-sADa-araNyena-eka-SaktyA-eva nirvAhe anya-laBya-aMSe api tad-kalpanasya
   lākṣaṇikatvakalpanasya cāyuktatvāt /	lAkzaNika-tva-kalpanasya ca-ayukta-tvAt /
   yatratu tadbādhaḥ, tatrākathitādisūtrasya lākṣaṇikatvakalpane 'pi na doṣa	yatratu tad-bADaH, tatra-akaTita-Adi-sUtrasya lAkzaNika-tva-kalpane api na doza
   iti bhāvaḥ /	iti BAvaH /
   nanu ---------- dvitīyayepsitatamatvānavabodhe strugādīnāṃ kena tadavagamo	nanu --------- dvitIyayA-Ipsitatama-tva-anavaboDe struga-AdInAm kena tad-avagamaH-
   yena karmasaṃjñayā prādhānyamucyetetyata āha ----------- ataśceti //	yena karma-saMjQayA prADAnyamucyeta-iti-atas Aha ---------- atas-ca-iti //
   cetanapravartanātmā hi vidhiranīpsitaphale svataḥ pravartayitumaśaknuvan	cetana-pravartana-AtmA hi viDiH-anIpsita-Pale svatas pravartayitum-aSaknuvan
   bhāvanāyā ripsitabhāvyakatvamavagamayatītīpsitabhāvyāpekṣāyāṃ dvitīyayā	BAvanAyAH ripsita-BAvyaka-tvam-avagamayatIti-Ipsita-BAvya-apekzAyAm dvitIyayA
   bhāvyatvenāvagatānāṃ strugādīnāṃ juhvā	BAvya-tvena-avagatAnAm struga-AdInAm juhvA
   juhotītyādividhyavagatayāṅgatayepsitatvena grahaṇaṃ nānupapannamiti	juhoti-ityAdi-viDi-avagatayA-aFgatayA-Ipsita-tvena grahaNam na-anupapannam-iti
   ripsitatamatvasya vidhinaiva pratītirityarthaḥ /	ripsitatama-tvasya viDinA-eva pratItiH-iti-arTaH /
   nanviti //	nanu-iti //
   utpattiśiṣṭasomāvaruddhatvenopayogakalpanānupapattirityarthaḥ //	utpatti-Sizwa-soma-avarudDa-tvena-upayoga-kalpanA-anupapattiH-iti-arTaH //
   (dvitīyayā prādhānyabodhasamarthanam) naca	(dvitIyayA prADAnya-boDa-samarTanam) na-ca
   niṣprayojanatvasaprayojanatvābhyāmeva dravyasya kriyāṃ prati	nizprayojana-tva-saprayojana-tvAByAm-eva dravyasya kriyAm prati
   guṇatvapradhānatvopapattau dvitīyātṛtīyayorniṣprayojanatvāpattiḥ; "aindyā	guNa-tva-praDAna-tva-upapattO dvitIyA-tRtIyayoH-nizprayojana-tva-ApattiH; "A-EndyA
   gārhapatyami" tyādau gārhapatyaindryoḥ kratusaṃbandhitvena prayojanavatve	gArhapatyami" tyAdO gArhapatya-EndryoH kratu-saMbanDi-tvena prayojanava-tve
   samāne sati gārhapatya eva prādhānyabodhasya dvitīyādhīnatvāt /	samAne sati gArhapatyaH eva prADAnya-boDasya dvitIya-aDIna-tvAt /
   evaṃ sūktavākaprastarapraharaṇayoḥ prayojanavattvāviśeṣe 'pi sūktavāke	evam sUktavAka-prastara-praharaNayoH prayojanavat-tva-aviSeze api sUktavAke
   sādhanatābodhasya tṛtīyādhīnatvena tadvaiyarthyānāpattiḥ /	sADana-tA-boDasya tRtIya-aDIna-tvena tad-vEyarTya-anApattiH /
   ataḥ satyeva dvitīyāśrutiprāmāṇye niṣprayojanatvāt saktuṣu apavāda iti	atas sati-eva dvitIya-aSruti-prAmANye nizprayojana-tvAt saktuzu apavAdaH iti
   kaustubhe draṣṭavyam /	kOstuBe drazwavyam /
   naceti //	na-ca-iti //
   (saktūn juhotītyatrānītsitakarmatvaparatvaśaṅkā, tatra tantraratnādyuktaḥ	(saktUn juhoti-iti-atra-AnIt-sita-karma-tva-paratva-SaFkA, tatra tantra-ratna-Adi-uktaH
   juhoterakarmakatvena tadasaṃbhava iti parihāraḥ /	juhoteH-akarmaka-tvena tad-asaMBavaH iti parihAraH /
   juhoterapi sakarmakatvādanyathā svakīyaḥ parihāraśca) atra	juhoteH-api sa-karmaka-tvAt-anyaTA svakIyaH parihAraH-ca) atra
   tantraratnanyāyasudhākārādibhiḥ "maitrāvaruṇāya daṇḍami" tyādau	tantra-ratna-nyAya-suDA-kAra-AdiBiH "mEtrAvaruNAya daNxami" tyAdO
   dadātessakarmakatvāt maitrāvaruṇādīnāmanīpsitakarmatvenānvayasaṃbhave	dadAta-Issa-karmaka-tvAt mEtrAvaruNa-AdInAm-anIpsita-karma-tvena-anvaya-saMBave
   'pīha juhoterakarmakatvāt na saktūnāmanīpsitakarmatvenānvayaḥ	api-iha juhoteH-akarmaka-tvAt na saktUnAm-anIpsita-karma-tvena-anvayaH
   saṃbhavatītyataḥ karaṇatvalakṣaṇetyuktam, taddhuto hutaḥ paryāvartata iti	saMBavati-iti-atas karaNa-tva-lakzaNa-iti-uktam, tad-hutaH hutaH paryAvartate iti
   karmaniṣṭhāprayogāt "tṛtīyā ca hośchandasī" tisūtreṇa hoḥ karmaṇi	karma-nizWA-prayogAt "tRtIyA ca hoSCandasI" tisUtreNa hoH karmaNi
   tṛtīyāvidhānācca tasyāpi sakarmakatvāvagaterakiñcitkaramityupekṣyānyathā	tRtIyA-viDAnAt-ca tasya-api sa-karmaka-tva-avagateH-akiQcitkaram-iti-upekzya-anyaTA
   samādhatte ---------- tathāsatīti /	samADatte --------- taTA-asati-iti /
   prayojanamiti //	prayojanam-iti //
   (pūrvādhikaraṇapūrvapakṣasiddhāntaprayojanasyātrāpi tatvena nirūpaṇam)	(pUrva-aDikaraNa-pUrva-pakza-sidDAnta-prayojanasya-atra-api tatvena nirUpaNam)
   pūrvapakṣe strugādīnāmupādeyatvena vivakṣitasaṅkhyātvāt	pUrva-pakze struga-AdInAm-upAdeya-tvena vivakzita-saFKyA-tvAt
   kapiñjalādhikaraṇanyāyena strugvivṛddhāvapi tritvasaṅkhyāvacchinnaireva	kapiQjala-aDikaraNa-nyAyena struc-vivRdDO=-api tri-tva-saFKyA-avacCinnEH-eva
   sammārgādikam /	sammArga-Adikam /
   yavaprayoge 'pica prokṣaṇārthavrīhyādisaṃpādanam, siddhāntetu sarveṣāmeva,	yava-prayoge api-ca prokzaNa-arTa-vrIhi-Adi-saMpAdanam, sidDAntetu sarvezAm-eva,
   yavaprayogeca teṣveva prokṣaṇādyanuṣṭhānānna	yava-prayogeca tezu-eva prokzaNa-Adi-anuzWAnAt-na
   vrīhisaṃpādanamitipūrvavadityarthaḥ /	vrIhi-saMpAdanam-iti-pUrvavat-iti-arTaH /
   yattu ---------- bhāṣyakārādyuktaṃ prayojanaṃ, taddūṣaṇaṃ kaustubha eva	yat-tu --------- BAzya-kAra-Adi-uktam prayojanaM, tad-dUzaNam kOstuBaH eva
   draṣṭavyam //	drazwavyam //
   iti pañcamaṃ vrīhiprokṣaṇādhikaraṇam //	iti paQcamam vrIhi-prokzaNa-aDikaraNam //
   ------------------ <B1> (6 adhikaraṇam //)//	----------------- <B1> (6 aDikaraNam //)//
   (a.2 pā.1 adhi.6) ājyaiḥ stuvate, praugaṃ śaṃsatītyādistotraśastrāṇāṃ	(a.2 pA.1 aDi.6) AjyEH stuvate, prOgam SaMsati-ityAdi-stotra-SastrANAm
   yāgīyadevatādiprakāśakatayānyamantravadeva dṛṣṭārthatvādavaghātādivadeva	yAgIya-devatA-Adi-prakASaka-tayA-anya-mantra-vat-eva dRzwa-arTa-tvAt-avaGAta-Adi-vat-eva
   sannipatyopakārakatvamiti prāpte /	sannipatya-upakAraka-tvam-iti prApte /
   loke guṇiniṣṭhaguṇatātparyakābhidhānasyaiva stutipadavācyatvena	loke guNi-nizWa-guNa-tAtparyaka-aBiDAnasya-eva stuti-pada-vAcya-tvena
   prasiddhatvāt	prasidDa-tvAt-
   pragītāpragītamantrasādhyaguṇiniṣṭhaguṇatātparyakābhidhānasya ca	pragIta-apragIta-mantra-sADya-guNi-nizWa-guNa-tAtparyaka-aBiDAnasya ca
   stotraśastrapadavācyatvāt teṣāṃ guṇiprakāśanatātparyakatvāsambhavena	stotra-Sastra-pada-vAcya-tvAt tezAm guNi-prakASana-tAtparyaka-tva-asamBavena
   naiṣāṃ mantrāṇāṃ guṇiprakāśanārthatvam api tu guṇaprakāśanarūpāṇāṃ	na-ezAm mantrANAm guNi-prakASana-arTa-tvam api tu guNa-prakASana-rUpANAm
   stotraśastrāṇāmātmaniṣṭhādṛṣṭārthatayā ārādupakāratvameva /	stotra-SastrANAm-Atma-nizWA-dRzwa-arTa-tayA ArAt-upakAra-tvam-eva /
   na ca prayājaśeṣābhighāraṇanyāyena dṛṣṭārthatvānurodhena lakṣaṇayā	na ca prayAja-Seza-aBiGAraNa-nyAyena dRzwa-arTa-tva-anuroDena lakzaNayA
   guṇiprakāśanarūpatvam; liṅgādeva tādṛktvopapattau vidhivaiyarthyāt /	guNi-prakASana-rUpa-tvam; liFgAt-eva tAdRS-tvA-upapattO viDi-vEyarTyAt /
   evañca māhendrayāgasannidhau aindrīstutirupapannā bhavati /	evaQca mAhendra-yAga-sanniDO EndrI-stutiH-upapannA Bavati /
   itarathā śabdasamavāyinī devatā vidhigataśabdenaiva nigameṣu vaktavyeti	itaraTA Sabda-samavAyinI devatA viDi-gata-Sabdena-eva nigamezu vaktavyA-iti
   mahendro nendraśabdena śakyate prakāśayitum /	mahA-indraH na-indra-Sabdena Sakyate prakASayitum /
   ato yatrendra eva devatā tatrotkarṣāpattiḥ,	atas yatra-indraH eva devatA tatra-utkarza-ApattiH,
   sāmānyasaṃbandhabodhakapramāṇābhāvena vā manotāsthāgniśabdavallakṣaṇayā	sAmAnya-saMbanDa-boDaka-pramANa-aBAvena vA manotA-sTa-agni-Sabda-vat-lakzaNayA
   indrapadena mahendrasyaiva prakāśanāpattiḥ /	indra-padena mahA-indrasya-eva prakASana-ApattiH /
   tasmāt pradhānakarmaṇī stotraśastre // 6 //	tasmAt praDAna-karmaNI stotra-Sastre // 6 //
   iti ṣaṣṭhaṃ stutaśastrādhikaraṇam /	iti zazWam stuta-Sastra-aDikaraNam /
   <B2> (pūrvādhikaraṇenāpavādasaṃgatiḥ devatāstuteḥ maṇḍūkādiprakāśakatayā	<B2> (pUrva-aDikaraNena-apavAda-saMgatiH devatA-stuteH maNxUka-Adi-prakASaka-tayA
   stotraśastrāṇāṃ dṛṣṭārthatayā guṇakarmatvapūrvapakṣaśca) pūrvādhikaraṇe	stotra-SastrANAm dRzwa-arTa-tayA guNa-karma-tva-pUrva-pakzaH-ca) pUrva-aDikaraNe
   sādhitasya guṇakarmatvasyehāpavādakaraṇādāpavādakīṃ saṅgatiṃ spaṣṭatvāt	sADitasya guNa-karma-tvasya-iha-apa-vAda-karaNAda-apavAdakIm saFgatim spazwa-tvAt-
   saṃśayaṃ cānabhidhāya viṣayapradarśanapūrvakaṃ pūrvapakṣamevāha ----------	saMSayam ca-anaBiDAya vizaya-pradarSana-pUrvakam pUrva-pakzam-eva-Aha ----------
   ājyairiti //	AjyEH-iti //
   praugasaṃjñakaḥ śastraviśeṣaḥ /	prOga-saMjQakaH Sastra-viSezaH /
   ādipadena "pṛṣṭhaiḥ stuvate" niṣkaivalyaṃ śaṃsatī" tyādīnāṃ saṃgrahaḥ /	Adipadena "pRzWEH stuvate" nizkEvalyam SaMsatI" tyAdInAm saMgrahaH /
   stotraṃ nāma pragītamantrasādhyaguṇaguṇisaṃbandhakīrtanam /	stotram nAma pragIta-mantra-sADya-guNa-guNi-saMbanDa-kIrtanam /
   tadevāpragītamantrasādhyaṃ śastramiti tayorbhedaḥ /	tat-eva-apragIta-mantra-sADyam Sastram-iti tayoH-BedaH /
   yadyapi viṣayatāsaṃbadhena guṇaguṇinorubhayorapi	yadi-api vizaya-tA-saMbaDena guNa-guNinoH-uBayoH-api
   saṃbandhakīrtanātmakastotraśastre prati karaṇatvamasti; tathāpi tayoḥ	saMbanDa-kIrtana-Atmaka-stotra-Sastre prati karaNa-tvam-asti; taTA-api tayoH
   prayojanāpekṣāyāṃ karmānupayuktaguṇaprakāśanārthatvāyoge 'pi	prayojana-apekzAyAm karma-anupayukta-guNa-prakASana-arTa-tva-ayoge api
   karmopayuktaguṇiprakāśanārthatvena dṛṣṭārthatvasaṃbhave	karma-upayukta-guNi-prakASana-arTa-tvena dRzwa-arTa-tva-saMBave
   'dṛṣṭārthatvakalpanāyogān yājyādimantravadeva dṛṣṭārthatvalābhāya	adRzwa-arTa-tva-kalpanA-yogAn yAjyA-Adi-mantravat-eva dRzwa-arTa-tva-lABAya
   prakāśanārthatvameva yuktamiti guṇisaṃskārakatvāt guṇakarmatvameveti	prakASana-arTa-tvam-eva yuktam-iti guNi-saMskAraka-tvAt guNa-karma-tvam-eva-iti
   pūrvapakṣamāha ------------ yāgīyeti //	pUrva-pakzam-Aha ----------- yAgIyA-iti //
   naca ---------- dvitīyāśrutyabhāve kathaṃ guṇakarmatvamiti ------------	na-ca --------- dvitIya-aSruti-aBAve kaTam guNa-karma-tvam-iti ------------
   śaṅkyam; tadabhāve 'pi guṇyaṅgatābodhakaliṅgamātrādapi tadupapatteḥ /	SaFkyam; tad-aBAve api guNI-aFga-tA-boDa-kaliFga-mAtrAt-api tad-upapatteH /
   ataeva "tulyaśrutitvādvetaraiḥ sadharmaḥ syādi"ti pūrvatanasiddhāntasūtre	ataeva "tulya-Sruti-tvAt-vetarEH sa-DarmaH syAt-i"ti pUrvatana-sidDAnta-sUtre
   śrutigrahaṇamupalakṣaṇamiti bhāvaḥ // .//	Sruti-grahaNam-upalakzaNam-iti BAvaH // .//
   āgnimārutādau "akṣasūktaṃ śaṃsati" "maṇḍūkasūktaṃ śaṃsatī"	Agni-mAruta-AdO "akzasUktam SaMsati" "maNxUka-sUktam SaMsatI"
   tyevamādyāmnātānāmakṣamaṇḍūkādīnāṃ devatātvābhāvena	ti-evamAdi-AmnAtAnAm-akza-maNxUka-AdInAm devatA-tva-aBAvena
   devatāprakāśakatvānupapatte rājasūyāgnicayanayorviniyuktākṣa-	devatA-prakASaka-tvA-anupapatte rAjasUya-agni-cayanayoH-viniyukta-akza-
   maṇḍūkastutyamātraprakāśakatvasya dṛśyateceti guṇasūtreṇeha śaṅkitatvāt	maNxUka-stutya-mAtra-prakASaka-tvasya dRSyateca-iti guNa-sUtreNa-iha SaFkita-tvAt-
   "stutaśastrayostu saṃskāro yājyāvaddevatāvidhānatvādi"ti	"stuta-SastrayoH-tu saMskAraH yAjyAvat-devatA-viDAna-tva-Adi"ti
   pūrvapakṣasūtragataṃ devatāpadaṃ stutyamātropalakṣaṇamiti sūcayituṃ	pUrva-pakza-sUtra-gatam devatA-padam stutya-mAtra-upalakzaNam-iti sUcayitum
   devatādītyādipadopādānam //	devatA-Adi-ityAdi-pada-upAdAnam //
   (stotraśastrayorguṇiprakāśanaparatve	(stotra-SastrayoH-guNi-prakASana-paratve
   lakṣaṇāprasaṅgenādṛṣṭārthatvopapādanam) śrutārthasyaiva prayojanāpekṣāyāṃ	lakzaNa-aprasaFgena-adRzwa-arTa-tva-upapAdanam) Sruta-arTasya-eva prayojana-apekzAyAm
   tadavirodhenaiva prayojanasya kalpanā yuktetyabhipretya siddhāntamāha	tad-aviroDena-eva prayojanasya kalpanA yuktA-iti-aBipretya sidDAntam-Aha
   ------loka iti //	------lokaH iti //
   'vakrakeśānto devadatta' ityādau yathāguṇābhidhāne stutibuddhirbhavati, na	avakra-keSAntaH devadatta-a ityAdO yaTA-guNa-aBiDAne stuti-budDiH-Bavati, na
   tathā vakrakeśāntaṃ tamānayetyādāvityarthaḥ /	taTA vakra-keSa-antam tam-AnayA-iti-AdO=-iti-arTaH /
   nanu "prayājaśeṣeṇa havīṃṣyabhighārayatī" tyatra	nanu "prayAja-SezeNa havIMzi-aBiGArayatI" tyatra
   prayājaśeṣapratipattyarthatayā dṛṣṭārthatānurodhena vibhaktidvaye	prayAja-Seza-pratipatti-arTa-tayA dRzwa-arTa-tA-anuroDena viBakti-dvaye
   lakṣaṇāśrayaṇavat, ihāpi stautiśaṃsatyoḥ prakāśane lakṣaṇāstvityāśaṅkya	lakzaNa-ASrayaNavat, iha-api stOti-SaMsatyoH prakASane lakzaNAH-tu-iti-ASaFkya
   nirasyati ---------- naceti //	nirasyati --------- na-ca-iti //
   yājyādimantreṣviva prakāśanasya liṅgakalpyamantraviniyojakaśrutyaiva	yAjya-Adi-mantrezu-iva prakASanasya liFga-kalpya-mantra-viniyojaka-SrutyA-eva
   prāptisaṃbhaveneha guṇaparisaṅkhyādyarthatvābhāvena	prApti-saMBavena-iha guNa-parisaFKya-Adi-arTa-tva-aBAvena
   vidhivaiyarthyāpattermantrāṇāṃ dṛṣṭārthatvasya stutiniṣpādakatayā	viDi-vEyarTya-ApatteH-mantrANAm dRzwa-arTa-tvasya stuti-nizpAdaka-tayA
   siddhānte 'pyakṣateḥ stutisvarūpasya dṛṣṭārthatvakalpane	sidDAnte api-akzateH stuti-svarUpasya dRzwa-arTa-tva-kalpane
   stutisvarūpasyaiva bādhāpatteragatyā śakyārthasyaivādṛṣṭārthatayā	stuti-svarUpasya-eva bADA-patteH-agatyA Sakya-arTasya-eva-adRzwa-arTa-tayA
   vidhisārthakyamanyathā vaiyarthyamityarthaḥ /	viDi-sArTakyam-anyaTA vEyarTyam-iti-arTaH /
   evaṃ liṅgabādhakaṃ śrutivirodhamupanyasya kramasaṃbandhibādhāpattimapi	evam liFga-bADakam Sruti-viroDam-upanyasya krama-saMbanDi-bADa-Apattim-api
   darśayati ------------- evañceti //	darSayati ------------ evaQca-iti //
   (kramasannidhyabādhāyāpi stotraśastrayorārādupakārakatvopapādanam) yadi	(krama-sanniDi-abADAya-api stotra-SastrayoH-ArAt-upakAraka-tva-upapAdanam) yadi
   stautiśaṃsatyorguṇiprakāśanalakṣaṇārthatāmaṅgīkṛtya guṇismaraṇārthatvam,	stOti-SaMsatyoH-guNi-prakASana-lakzaNa-arTa-tAm-aFgIkRtya guNi-smaraNa-arTa-tvam,
   tadā māhendragrahayāgābhyāsakrame pṛṣṭhastotrasādhanatvena vihitayoḥ	tadA mAhendra-graha-yAga-aByAsa-krame pRzWa-stotra-sADana-tvena vihitayoH
   "abhitvā śūranonumaḥ" "natvāvamanye" ityanayoḥ	"aBitvA SUranonumaH" "natvA-avamanye" iti-anayoH
   avidyamānārthaṛṅmantrayorindraliṅgatvena mahendraprakāśanānupapatteḥ	avidyamAna-arTaRFmantrayoH-indra-liFga-tvena mahA-indra-prakASana-anupapatteH
   indrasya ca yāgānaṅgtvena prakāśanānupayogāt yatrendro devatā tatprakaraṇa	indrasya ca yAga-anaFgtvena prakASana-anupayogAt yatra-indraH devatA tad-prakaraNa
   eva pūṣānumantraṇamantravadutkarṣāpattau	eva pUzA-anumantraNa-mantra-vat-utkarza-ApattO
   yajurvedavihitagrahayāgābhyāsakrameṇa sāmavedāntargatottarāgranthe	yajurveda-vihita-graha-yAga-aByAsa-krameNa sAmaveda-antargata-uttarAgranTe
   paṭhitarcāṃ yathākramaṃ pāṭhenāvagatāṅgabhāvānāṃ madhye	paWita-RcAm yaTAkramam pAWena-avagata-aFga-BAvAnAm maDye
   'nayormantrayostadaṅgīkārakramasya tatsādhyastotrasyaca bādhāpattiḥ /	anayoH-mantrayoH-tad-aFgIkAra-kramasya tad-sADya-stotrasya-ca bADApattiH /
   uttarayoścakakupbhūtatvasaṃpādanāya "pādaṃ punarārabhate" ityādinā	uttarayoH-caka-kupBUta-tva-saMpAdanAya "pAdam punar-AraBate" ityAdinA
   māhendragrahasannidhāvāmnātasya pragrathanasya tadaṅgatvānaṅgīkārāt	mAhendra-graha-sanniDO=-AmnAtasya pragraTanasya tad-aFga-tva-anaFgIkArAt-
   tatsannidhibādhāpattiśca /	tad-sanniDi-bADa-ApattiH-ca /
   ato durbalayorapi kramasannidhyorabādhenopapattau bādhāyogāt	atas durbalayoH-api krama-sanniDyoH-abADena-upapattO bADA-yogAt-
   guṇaprakāśanārthatvecendramāhendrayorguṇaikyena	guNa-prakASana-arTa-tveca-indra-mAha-indrayoH-guNa-Ekyena
   mahendravṛttiguṇaprakāśakatvopa- pattyā tayoranugraheṇa	mahA-indra-vRtti-guNa-prakASaka-tvA-upa pattyA tayoH-anugraheNa
   ārādupakārakatvameva stotraśastrāṇāṃ yuktamityarthaḥ //	ArAt-upakAraka-tvam-eva stotra-SastrANAm yuktam-iti-arTaH //
   (mahendrendrapadayorbhinnadevatātvasamarthanenendramantrāṇāṃ	(mahA-indra-indra-padayoH-Binna-devatA-tva-samarTanena-indra-mantrANAm
   mahendrāprakāśakatvopapādanam) nanu indrasyaivaṃ vṛtravadhottarakālaṃ	mahendra-aprakASaka-tva-upapAdanam) nanu indrasya-evam vRtra-vaDa-uttara-kAlam
   mahatvayogena "yanmahānindro 'bhavattanmahendrasya mahendratvami"ti	mahatva-yogena "yat-mahAn-indraH aBavat-tat-mahA-indrasya mahA-indra-tvam-i"ti
   mahendraśabdavācyatvasmṛteḥ samudāyaśaktau pramāṇābhāvena	mahA-indra-Sabda-vAcya-tva-smRteH samudAya-SaktO pramANa-aBAvena
   mahatvaguṇaviśiṣṭatvena mahendratvādaindramantrābhyāse 'pi	mahatva-guNa-viSizwa-tvena mahA-indra-tvAt-Endra-mantra-aByAse api
   tatprakāśanopapatternotkarṣāpattirityāśaṅkānirāsāyāha -----------	tad-prakASana-upapatteH-na-utkarza-ApattiH-iti-ASaFkA-nirAsAya-Aha -----------
   itaratheti //	itaraTA-iti //
   "māhendraṃ grahaṃ gṛhṇātī" tyatra mahendrapadādutpannena devatātaddhitena	"mAha-indram graham gRhNAtI" tyatra mahA-indra-padAt-utpannena devatA-tad-hitena
