   śivopaniṣad	Siva-upanizad-
   sopānatkaḥ prakurvīta śivapustakavācanam // 7.87 //	sa-upAnatkaH prakurvIta Siva-pustaka-vAcanam // 7.87 //
   ācāryaṃ daivataṃ tīrtham uddhūtodaṃ mṛdaṃ dadhi /	AcAryam dEvatam tIrTam udDUta-udam mRdam daDi /
   vaṭam aśvatthakapilāṃ dīkṣitodadhisaṃgamam // 7.88 //	vawam aSvatTa-kapilAm dIkzita-udaDi-saMgamam // 7.88 //
   yāni caiṣāṃ prakārāṇi maṅgalānīha kānicit /	yAni ca-ezAm prakArANi maFgalAni-iha kAnicid /
   śivāyeti namaskṛtvā proktam etat pradakṣiṇam // 7.89 //	SivAya-iti namaskRtvA proktam etat pradakziNam // 7.89 //
   upānacchattravastrāṇi pavitraṃ karakaṃ srajam /	upAnat-Cattra-vastrANi pavitram karakam srajam /
   āsanaṃ śayanaṃ pānaṃ dhṛtam anyair na dhārayet // 7.90 //	Asanam Sayanam pAnam DRtam anyEH na DArayet // 7.90 //
   pālāśam āsanaṃ śayyāṃ pāduke dantadhāvanam /	pAlASam Asanam SayyAm pAduke dantaDAvanam /
   varjayec cāpi niryāsaṃ raktaṃ na tu samudbhavam // 7.91 //	varjayet ca-api niryAsam raktam na tu samudBavam // 7.91 //
   saṃdhyām upāsya kurvīta nityaṃ dehaprasādhanam /	saMDyAm upAsya kurvIta nityam deha-prasADanam /
   spṛśed vandec ca kapilāṃ pradadyāc ca gavāṃ hitam // 7.92 //	spRSet vandet ca kapilAm pradadyAt ca gavAm hitam // 7.92 //
   yaḥ pradadyād gavāṃ samyak phalāni ca viśeṣataḥ /	yaH pradadyAt gavAm samyak PalAni ca viSezataH /
   kṣetram uddāmayec cāpi tasya puṇyaphalaṃ śṛṇu // 7.93 //	kzetram uddAmayet ca-api tasya puNya-Palam SRNu // 7.93 //
   yāvat tatpattrakusuma- kandamūlaphalāni ca /	yAvat tad-pattra-kusuma kanda-mUla-PalAni ca /
   tāvadvarṣasahasrāṇi śivaloke mahīyate // 7.94 //	tAvat-varza-sahasrANi Siva-loke mahIyate // 7.94 //
   kṛśarogārtavṛddhānāṃ tyaktānāṃ nirjane vane /	kRSa-roga-Arta-vRdDAnAm tyaktAnAm nirjane vane /
   kṣutpipāsāturāṇāṃ ca gavāṃ vihvalacetasām // 7.95 //	kzuD-pipAsA-AturANAm ca gavAm vihvala-cetasAm // 7.95 //
   nītvā yas tṛṇatoyāni vane yatnāt prayacchati /	nItvA yaH tRNa-toyAni vane yatnAt prayacCati /
   karoti ca paritrāṇaṃ tasya puṇyaphalaṃ śṛṇu // 7.96 //	karoti ca paritrANam tasya puNya-Palam SRNu // 7.96 //
   kulaikaviṃśakopetaḥ patnīputrādisaṃyutaḥ /	kula-ekaviMSaka-upetaH patnI-putra-Adi-saMyutaH /
   mitrabhṛtyair upetaś ca śrīmacchivapuraṃ vrajet // 7.97 //	mitra-BRtyEH upetaH ca SrImat-Siva-puram vrajet // 7.97 //
   tatra bhuktvā mahābhogān vimānaiḥ sārvakāmikaiḥ /	tatra BuktvA mahA-BogAn vimAnEH sArvakAmikEH /
   sa mahāpralayaṃ yāvat tadante muktim āpnuyāt // 7.98 //	sa mahApralayam yAvat tad-ante muktim ApnuyAt // 7.98 //
   gobrāhmaṇaparitrāṇaṃ sakṛt kṛtvā prayatnataḥ /	go-brAhmaNa-paritrANam sakRt kRtvA prayatnataH /
   mucyate pañcabhir ghorair mahadbhiḥ pātakair drutam // 7.99 //	mucyate paQcaBiH GorEH mahadBiH pAtakEH drutam // 7.99 //
   ahiṃsā satyam asteyaṃ brahmacaryam akalkatā /	ahiMsA satyam asteyam brahmacaryam akalka-tA /
   akrodho guruśuśrūṣā śaucaṃ saṃtoṣam ārjavam // 7.100 //	akroDaH guru-SuSrUzA SOcam saMtozam Arjavam // 7.100 //
   ahiṃsādyā yamāḥ pañca yatīnāṃ parikīrtitāḥ /	ahiMsA-AdyAH yamAH paQca yatInAm parikIrtitAH /
   akrodhādyāś ca niyamāḥ siddhivṛddhikarāḥ smṛtāḥ // 7.101 //	akroDa-AdyAH ca niyamAH sidDi-vRdDi-karAH smRtAH // 7.101 //
   daśalākṣaṇiko dharmaḥ śivācāraḥ prakīrtitaḥ /	daSalAkzaNikaH DarmaH Siva-AcAraH prakIrtitaH /
   yogīndrāṇāṃ viśeṣeṇa śivayogaprasiddhaye // 7.102 //	yogi-indrANAm viSezeNa Siva-yoga-prasidDaye // 7.102 //
   na vindati naro yogaṃ putradārādisaṃgataḥ /	na vindati naraH yogam putra-dAra-Adi-saMgataH /
   nibaddhaḥ snehapāśena mohastambhabalīyasā // 7.103 //	nibadDaH sneha-pASena moha-stamBa-balIyasA // 7.103 //
   mohāt kuṭumbasaṃsaktas tṛṣṇayā śṛṅkhalīkṛtaḥ /	mohAt kuwumba-saMsaktaH tRzNayA SRFKalIkRtaH /
   bālair baddhas tu loko 'yaṃ musalenābhihanyate // 7.104 //	bAlEH badDaH tu lokaH ayam musalena-aBihanyate // 7.104 //
   ime bālāḥ kathaṃ tyājyā jīviṣyanti mayā vinā /	ime bAlAH kaTam tyAjyAH jIvizyanti mayA vinA /
   mohād dhi cintayaty evaṃ paramārthau na paśyati // 7.105 //	mohAt Di cintayati evam parama-arTO na paSyati // 7.105 //
   saṃparkād udare nyastaḥ śukrabindur acetanaḥ /	saMparkAt udare nyastaH Sukra-binduH acetanaH /
   sa pitrā kena yatnena garbhasthaḥ paripālitaḥ // 7.106 //	sa pitrA kena yatnena garBa-sTaH paripAlitaH // 7.106 //
   karkaśāḥ kaṭhinā bhakṣā jīryante yatra bhakṣitāḥ /	karkaSAH kaWinAH BakzAH jIryante yatra BakzitAH /
   tasminn evodare śukraṃ kiṃ na jīryati bhakṣyavat // 7.107 //	tasmin eva-udare Sukram kim na jIryati Bakzya-vat // 7.107 //
   yenaitad yojitaṃ garbhe yena caiva vivardhitam /	yena-etat yojitam garBe yena ca-eva vivarDitam /
   tenaiva nirgatṃ bhūyaḥ karmaṇā svena pālyate // 7.108 //	tena-eva nirgatm BUyas karmaNA svena pAlyate // 7.108 //
   na kaścit kasyacit putraḥ pitā mātā na kasyacit /	na kaScid kasyacid putraH pitA mAtA na kasyacid /
   yat svayaṃ prāktanaṃ karma pitā māteti tat smṛtam // 7.109 //	yat svayam prAktanam karma pitA mAtA-iti tat smRtam // 7.109 //
   yena yatra kṛtaṃ karma sa tatraiva prajāyate /	yena yatra kRtam karma sa tatra-eva prajAyate /
   pitarau cāsya dāsatvaṃ kurutas tatpracoditau // 7.110 //	pitarO ca-asya dAsa-tvam kurutaH tad-pracoditO // 7.110 //
   na kaścit kasyacic chaktaḥ kartuṃ duḥkhaṃ sukhāni ca /	na kaScid kasyacid SaktaH kartum duHKam suKAni ca /
   karoti prāktanaṃ karma mohāl lokasya kevalam // 7.111 //	karoti prAktanam karma mohAt lokasya kevalam // 7.111 //
   karmadāyādasaṃbandhād upakāraḥ parasparam /	karma-dAyAda-saMbanDAt upakAraH parasparam /
   dṛśyate nāpakāraś ca mohenātmani manyate // 7.112 //	dRSyate na-apakAraH ca mohena-Atmani manyate // 7.112 //
   īśvarādhiṣṭhitaṃ karma phalatīha śubhāśubham /	ISvara-aDizWitam karma Palati-iha SuBa-aSuBam /
   grāmasvāmiprasādena sukṛtaṃ karṣaṇaṃ yathā // 7.113 //	grAma-svAmi-prasAdena sukRtam karzaNam yaTA // 7.113 //
   dvayaṃ devatvamokṣāya mameti na mameti ca /	dvayam deva-tva-mokzAya mama-iti na mama-iti ca /
   mameti badhyate jantur na mameti vimucyate // 7.114 //	mama-iti baDyate jantuH na mama-iti vimucyate // 7.114 //
   dvyakṣaraṃ ca bhaven mṛtyus tryakṣaraṃ brahma śāśvatam /	dvi-akzaram ca Bavet mRtyuH tri-akzaram brahma SASvatam /
   mameti dvyakṣaraṃ mṛtyus tryakṣaraṃ na mameti ca // 7.115 //	mama-iti dvi-akzaram mRtyuH tri-akzaram na mama-iti ca // 7.115 //
   tasmād ātmany ahaṃkāram utsṛjya pravicārataḥ /	tasmAt Atmani ahaMkAram utsRjya pravicArataH /
   vidhūyāśeṣasaṅgāṃś ca mokṣopāyaṃ vicintayet // 7.116 //	viDUya-aSeza-saFgAn ca mokza-upAyam vicintayet // 7.116 //
   jñānād yogaparikleśaṃ kuprāvaraṇabhojanam /	jQAnAt yoga-parikleSam ku-prAvaraNa-Bojanam /
   kucaryāṃ kunivāsaṃ ca mokṣārthī na vicintayet // 7.117 //	kucaryAm kunivAsam ca mokza-arTI na vicintayet // 7.117 //
   na duḥkhena vinā saukhyaṃ dṛśyate sarvadehinām /	na duHKena vinA sOKyam dRSyate sarva-dehinAm /
   duḥkhaṃ tanmātrakaṃ jñeyaṃ sukham ānantyam uttamam // 7.118 //	duHKam tanmAtrakam jQeyam suKam Anantyam uttamam // 7.118 //
   sevāyāṃ pāśupālye ca vānijye kṛṣikarmaṇi /	sevAyAm pASupAlye ca vAnijye kRzi-karmaNi /
   tulye sati parikleśe varaṃ kleśo vimuktaye // 7.119 //	tulye sati parikleSe varam kleSaH vimuktaye // 7.119 //
   svargāpavargayor ekaṃ yaḥ śīghraṃ na prasādhayet /	svarga-apavargayoH ekam yaH SIGram na prasADayet /
   yāti tenaiva dehena sa mṛtas tapyate ciram // 7.120 //	yAti tena-eva dehena sa mRtaH tapyate ciram // 7.120 //
   yad avaśyaṃ parādhīnais tyajanīyaṃ śarīrakam /	yat avaSyam para-aDInEH tyajanIyam SarIrakam /
   kasmāt tena vimūḍhātmā na sādhayati śāśvatam // 7.121 //	kasmAt tena vimUXa-AtmA na sADayati SASvatam // 7.121 //
   yauvanasthā gṛhasthāś ca prāsādasthāś ca ye nṛpāḥ /	yOvana-sTAH gRhasTAH ca prAsAda-sTAH ca ye nRpAH /
   sarva eva viśīryante śuṣkasnigdhānnabhojanāḥ // 7.122 //	sarve eva viSIryante Suzka-snigDa-anna-BojanAH // 7.122 //
   anekadoṣaduṣṭasya dehasyaiko mahān guṇah /	aneka-doza-duzwasya dehasya-ekaH mahAn guNah /
   yāṃ yām avasthām āpnoti tāṃ tām evānuvartate // 7.123 //	yAm yAm avasTAm Apnoti tAm tAm eva-anuvartate // 7.123 //
   mandaṃ pariharan karma svadeham anupālayet /	mandam pariharan karma sva-deham anupAlayet /
   varṣāsu jīrṇakaṭavat tiṣṭhann apy avasīdati // 7.124 //	varzAsu jIrNa-kawa-vat tizWan api avasIdati // 7.124 //
   na te 'tra dehinaḥ santi ye tiṣṭhanti suniścalāḥ /	na te atra dehinaH santi ye tizWanti su-niScalAH /
   sarve kurvanti karmāṇi vikṛśāḥ pūrvakarmabhiḥ // 7.125 //	sarve kurvanti karmANi vikRSAH pUrva-karmaBiH // 7.125 //
   tulye saty api kartavye varaṃ karma kṛtaṃ param /	tulye sati api kartavye varam karma kRtam param /
   yaḥ kṛtvā na punaḥ kuryān nānākarma śubhāśubham // 7.126 //	yaH kRtvA na punar kuryAt nAnA-karma SuBa-aSuBam // 7.126 //
   tasmād antarbahiścintām anekākārasaṃsthitām /	tasmAt antar-bahis-cintAm aneka-AkAra-saMsTitAm /
   saṃtyajyātmahitārthāya svādhyāyadhyānam abhyaset // 7.127 //	saMtyajya-Atma-hita-arTAya svADyAya-DyAnam aByaset // 7.127 //
   vivikte vijane ramye puṣpāśramavibhūṣite /	vivikte vijane ramye puzpa-ASrama-viBUzite /
   sthānaṃ kṛtvā śivasthāne dhyāyec chāntaṃ paraṃ śivam // 7.128 //	sTAnam kRtvA Siva-sTAne DyAyet SAntam param Sivam // 7.128 //
   ye 'tiramyāṇy araṇyāni sujalāni śivāni tu /	ye ati-ramyANi araNyAni su-jalAni SivAni tu /
   vihāyābhiratā grāme prāyas te daivamohitāḥ // 7.129 //	vihAya-aBiratAH grAme prAyas te dEva-mohitAH // 7.129 //
   vivekinaḥ praśāntasya yat sukhaṃ dhyāyataḥ śivam /	vivekinaH praSAntasya yat suKam DyAyataH Sivam /
   na tat sukhaṃ mahendrasya brahmaṇaḥ keśavasya vā // 7.130 //	na tat suKam mahA-indrasya brahmaNaH keSavasya vA // 7.130 //
   iti nāmāmṛtaṃ divyaṃ mahākālād avāptavān /	iti nAma-amRtam divyam mahAkAlAt avAptavAn /
   vistareṇānupūrvāc ca ṛṣyātreyaḥ(?) suniścitam // 7.131 //	vistareNa-AnupUrvAt ca RzyAtreyaH(?) su-niScitam // 7.131 //
   prajñām athā vinirmathya(?) śivajñānamahodadhim /	prajQAm aTAH vinirmaTya(?) Siva-jQAna-mahA-udaDim /
   ṛṣyātreyaḥ samuddhṛtya prāhedam aṇumātrakam // 7.132 //	RzyAtreyaH samudDRtya prAha-idam aNu-mAtrakam // 7.132 //
   śivadharme mahāśāstre śivadharmasya cottare /	Siva-Darme mahA-SAstre Siva-Darmasya ca-uttare /
   yad anuktaṃ bhavet kiṃcit tad atra parikīrtitam // 7.133 //	yat anuktam Bavet kiMcid tat atra parikIrtitam // 7.133 //
   tridaivatyam idaṃ śāstraṃ munīndrātreyabhāṣitam /	tri-dEvatyam idam SAstram muni-indra-Atreya-BAzitam /
   tiryaṅmanujadevānāṃ sarveṣāṃ ca vimuktidam // 7.134 //	tiryak-manuja-devAnAm sarvezAm ca vimukti-dam // 7.134 //
   nandiskandamahākālās trayo devāḥ prakīrtitāḥ /	nandi-skanda-mahAkAlAH trayaH devAH prakIrtitAH /
   candrātreyas tathātriś ca ṛṣy ātreyo munitrayam // 7.135 //	candra-AtreyaH taTA-atriH ca Rzi AtreyaH muni-trayam // 7.135 //
   etair mahātmabiḥ proktāḥ śivadharmāḥ samāsataḥ /	etEH mahAtmabiH proktAH Siva-DarmAH samAsatas /
   sarvalokopakārārthaṃ namas tebhyaḥ sadā namaḥ // 7.136 //	sarva-loka-upakAra-arTam namaH teByaH sadA namaH // 7.136 //
   teṣāṃ śiṣyapraśiṣyaiś ca śivadharmapravaktṛbhiḥ /	tezAm Sizya-praSizyEH ca Siva-Darma-pravaktRBiH /
   vyāptaṃ jñānasaraḥ śārvaṃ vikacair iva paṅkajaiḥ // 7.137 //	vyAptam jQAna-saraH SArvam vikacEH iva paFkajEH // 7.137 //
   ye śrāvayanti satataṃ śivadharmaṃ śivārthinām /	ye SrAvayanti satatam Siva-Darmam Siva-arTinAm /
   te rudrās te munīndrāś ca te namasyāḥ svabhaktitaḥ // 7.138 //	te rudrAH te muni-indrAH ca te namasyAH sva-BaktitaH // 7.138 //
   ye samutthāya śṛṇvanti śivadharmaṃ dine dine /	ye samutTAya SRNvanti Siva-Darmam dine dine /
   te rudrā rudralokeśā na te prakṛtimānuṣāḥ // 7.139 //	te rudrAH rudra-loka-ISAH na te prakRti-mAnuzAH // 7.139 //
   śivopaniṣadaṃ hy etad adhyāyaiḥ saptabhiḥ smṛtam /	Siva-upanizadam hi etat aDyAyEH saptaBiH smRtam /
   ṛṣyātreyasagotreṇa muninā hitakāmyayā // 7.140 //	RzyAtreya-sagotreNa muninA hita-kAmyayA // 7.140 //
   // iti śivopaniṣadi śivācārādhyāyaḥ saptamaḥ //	// iti Siva-upanizadi Siva-AcAra-aDyAyaH saptamaH //
   // iti śivopaniṣat samāptā //	// iti Siva-upanizad samAptAH //
