   akartā nityayajñānāṃ YSS_2.9a	akartA nitya-yajQAnAm YSH-_2.9a
   viṣṭādipūrṇasaṃkṣiptaṃ YSS_2.20a	vizwa-Adi-pUrNa-saMkziptam YSH-_2.20a
   visṛjya tu naro mūtraṃ YSS_2.15c	visRjya tu naraH mUtram YSH-_2.15c
   visṛṣṭvānuparīkṣyaitān YSS_2.19a	visRzwvA-anuparIkzya-etAn YSH-_2.19a
   viṃśatiṃ gāvṛṣaṃ caiva YS99v_61c	viMSatim gAvRzam ca-eva YS99u-_61c
   viṃśatiṃ vratam ādiśet YSS_2.32d	viMSatim vratam AdiSet YSH-_2.32d
   vṛddhiśrāddham athāparam YS99v_82b	vRdDi-SrAdDam aTa-aparam YS99u-_82b
   vṛṣaḷīpatinā spṛṣṭam YSS_2.68a	vRza?I-patinA spRzwam YSH-_2.68a
   vṛṣalāyāṃ ca vāñchakaṃ YSS_2.10b	vRzalAyAm ca vAQCakam YSH-_2.10b
   vṛṣalāśanasevinaḥ YSS_2.13b	vRzala-aSana-sevinaH YSH-_2.13b
   vṛṣalīgamanaṃ caiva YS182v_3.14a	vRzalI-gamanam ca-eva YS182u-_3.14a
   vṛṣalī tu mṛtaprajāḥ YS78v_25b	vRzalI tu mRta-prajAH YS78u-_25b
   vṛṣalīpatim utsṛjet YSS_2.23d	vRzalI-patim utsRjet YSH-_2.23d
   vṛṣalīphenapītasya YS182v_3.15a	vRzalI-Pena-pItasya YS182u-_3.15a
   vṛṣalīphenapītasya YS78v_28a	vRzalI-Pena-pItasya YS78u-_28a
   vṛṣalī sā tu vijñeyā YS78v_27c	vRzalI sA tu vijQeyA YS78u-_27c
   vṛṣalīsevanaṃ dvijaḥ YS182v_3.12b	vRzalI-sevanam dvijaH YS182u-_3.12b
   vṛṣalīsevanād dvijaḥ YS78v_26b	vRzalI-sevanAt dvijaH YS78u-_26b
   vṛṣalīṃ yas tu gṛhṇāti YS182v_3.13a	vRzalIm yaH tu gRhNAti YS182u-_3.13a
   vṛṣalyāṃ yo vahed ataḥ YSS_2.47b	vRzalyAm yaH vahet atas YSH-_2.47b
   veṇujīvanakaivarta- YS182v_3.52c	veNu-jIvana-kEvarta YS182u-_3.52c
   vedavidbhyo nivedayet YSS_2.13d	veda-vidByaH nivedayet YSH-_2.13d
   vedavedāṅgapāragaḥ YS182v_5.4b	veda-vedAFga-pAragaH YS182u-_5.4b
   vedaśāstraviśāradam YSS_1.1b	veda-SAstra-viSAradam YSH-_1.1b
   vedācārarato vipro YS182v_5.4a	veda-AcAra-rataH vipraH YS182u-_5.4a
   vedāntavijjyeṣṭhasāmā YS182v_3.43a	vedAnta-vid-jyezWa-sAmA YS182u-_3.43a
   vedaiś ca pṛṣṭair ṛṣibhiś ca gītaṃ YSS_1.56d	vedEH ca pRzwEH RziBiH ca gItam YSH-_1.56d
   veśyābhigamane pāpaṃ YS99v_38a	veSyA-aBigamane pApam YS99u-_38a
   veśyāsu śuklasektāraṃ YSS_2.11c	veSyAsu Sukla-sektAram YSH-_2.11c
   vaidikaṃ ca tathā sarvaṃ YS182v_5.15a	vEdikam ca taTA sarvam YS182u-_5.15a
   vaiśyajā śūdrajā tathā YS78v_60b	vESya-jA SUdra-jA taTA YS78u-_60b
   vaiśyasya dviguṇaṃ bhavet YS182v_4.13d	vESyasya dviguNam Bavet YS182u-_4.13d
   vaiśyāyā gamane śūdraḥ YS182v_4.47c	vESyAyAH gamane SUdraH YS182u-_4.47c
   vaiśvadevādikaṃ ca yat YS182v_5.15d	vESvadeva-Adikam ca yat YS182u-_5.15d
   vaiṣṇavo jñānavān hi saḥ YS182v_3.39b	vEzNavaH jQAnavAn hi saH YS182u-_3.39b
   vyapohanti dvijātayaḥ YS99v_38b	vyapohanti dvijAtayaH YS99u-_38b
   vyabhicārād ṛtau śuddhiḥ YS182v_4.36a	vyaBicArAt RtO SudDiH YS182u-_4.36a
   vrajan māhiṣayoniṣu YSS_2.59d	vrajan mAhiza-yonizu YSH-_2.59d
   vratacāryaś caran bhikṣām YSS_2.33a	vrata-cAryaH caran BikzAm YSH-_2.33a
   vratabhaṅgaṃ surābhāṇḍaṃ YSS_2.23a	vrata-BaFgam surA-BANxam YSH-_2.23a
   vrataṃ daṇḍaś ca gṛhyate YSS_2.2d	vratam daNxaH ca gRhyate YSH-_2.2d
   vrataṃ saṃpūrṇatāṃ vrajet YS182v_4.21d	vratam saMpUrNa-tAm vrajet YS182u-_4.21d
   śakaṭe dhā[vā]ripaṅkayoḥ YS182v_4.10b	Sakawe DA[va-a]ri-paFkayoH YS182u-_4.10b
   śaktyā dadyāc ca dakṣiṇām YS99v_62d	SaktyA dadyAt ca dakziNAm YS99u-_62d
   śaktyā dadyāt tu dakṣiṇām YS182v_1.7d	SaktyA dadyAt tu dakziNAm YS182u-_1.7d
   śaktyā dadyāt tu dakṣiṇām YS78v_6d	SaktyA dadyAt tu dakziNAm YS78u-_6d
   śakyaṃ śodhayituṃ prājñaiḥ YSS_2.70c	Sakyam SoDayitum prAjQEH YSH-_2.70c
   śaṅkāviśuddhiḥ puruṣeṇa kāryā YSS_1.42d	SaFkA-viSudDiH puruzeNa kAryA YSH-_1.42d
   śatadhā parivartate YS99v_65d	SataDA parivartate YS99u-_65d
   śayanād utthitā nārī YS99v_17c	SayanAt utTitA nArI YS99u-_17c
   śarīre brahmaṇaḥ pitā YS78v_40d	SarIre brahmaNaH pitA YS78u-_40d
   śarīre yasya jīryati YS182v_1.10b	SarIre yasya jIryati YS182u-_1.10b
   śavakeśāsthidhūpitaṃ YSS_2.24b	Sava-keSa-asTi-DUpitam YSH-_2.24b
   śavakeśair vījyamānaṃ YSS_2.25a	Sava-keSEH vIjyamAnam YSH-_2.25a
   śaśaṃ kūrmañ ca godhāñ ca YSS_2.43c	SaSam kUrman ca goDAn ca YSH-_2.43c
   śastraghātacyutāśca ye YS78v_2d	Sastra-GAta-cyutAH-ca ye YS78u-_2d
   śastraghātahatāś ca ye YSS_1.7d	Sastra-GAta-hatAH ca ye YSH-_1.7d
   śastraghātahatāś ca ye YS99v_22d	Sastra-GAta-hatAH ca ye YS99u-_22d
   śastraghāte trikṛcchrāṇi YS78v_a	Sastra-GAte trikRcCrANi YS78u-_a
   śastraghātena caiva hi YS182v_4.3d	Sastra-GAtena ca-eva hi YS182u-_4.3d
   śastrapradātā viṣavahnido 'pi YSS_1.46a	Sastra-pradAtA viza-vahni-daH api YSH-_1.46a
   śastrāghātahatāś ca ye YS182v_1.3d	Sastra-AGAta-hatAH ca ye YS182u-_1.3d
   śastre cāpy atikṛcchrakam YS99v_49d	Sastre ca-api atikRcCrakam YS99u-_49d
   śastrair vā nihatā yadi YS99v_48b	SastrEH vA nihatAH yadi YS99u-_48b
   śāntaḥ śucir alampaṭaḥ YS182v_4.53d	SAntaH SuciH alampawaH YS182u-_4.53d
   śārīraiḥ paṅktidūṣanaiḥ YS182v_3.41b	SArIrEH paFkti-dUzanEH YS182u-_3.41b
   śāstre śāstre nigadyate YS99v_48d	SAstre SAstre nigadyate YS99u-_48d
   śiraso vapanaṃ smṛtam YS78v_74d	SirasaH vapanam smRtam YS78u-_74d
   śiromuṇḍāpanaṃ smṛtam YS182v_4.17d	SiromuNxApanam smRtam YS182u-_4.17d
   śiṣyaś caiva tathaurasaḥ YS182v_5.18d	SizyaH ca-eva taTA-OrasaH YS182u-_5.18d
   śukrakṣayakarā vandhyā YS182v_3.24a	Sukra-kzaya-karAH vanDyAH YS182u-_3.24a
   śuklavāsās tv alaṅkṛtā YS182v_3.57d	Sukla-vAsAH tu alaFkRtAH YS182u-_3.57d
   śuklasektari kṛṣṇāyāṃ YSS_2.64c	Sukla-sektari kRzNAyAm YSH-_2.64c
   śuklāyā mūtraṃ gṛhṇīyāt YS99v_71a	SuklAyAH mUtram gRhNIyAt YS99u-_71a
   śukle kṛṣṇe ca hrāsayet YS182v_2.6b	Sukle kRzNe ca hrAsayet YS182u-_2.6b
   śuciḥ syād aśuciḥ pumān YS99v_17d	SuciH syAt aSuciH pumAn YS99u-_17d
   śuddhas tad ahar evāsāv YSS_1.16c	SudDaH tat ahar eva-asO YSH-_1.16c
   śuddhyarthaṃ nānyathā bhāvyam YS182v_4.32c	SudDi-arTam na-anyaTA BAvyam YS182u-_4.32c
   śuddhyarthaṃ samyag ācaret YSS_1.23Ad	SudDi-arTam samyak Acaret YSH-_1.23Ad
   śudhyataḥ pañcagavyena YS99v_13c	SuDyataH paQcagavyena YS99u-_13c
   śudhyate ca payovratāt YS182v_1.15d	SuDyate ca payaH-vratAt YS182u-_1.15d
   śudhyanti hi payovratāḥ YSS_1.28d	SuDyanti hi payaH-vratAH YSH-_1.28d
   śudhyanty antarjale sthitāḥ YSS_1.26d	SuDyanti antar-jale sTitAH YSH-_1.26d
   śudhyed antarjale sthitaḥ YS99v_32d	SuDyet antar-jale sTitaH YS99u-_32d
   śunaś cāpi tiraskṛtya YSS_2.67c	SunaH ca-api tiraskRtya YSH-_2.67c
   śunā śūdreṇa vā dvijaḥ YS182v_3.44b	SunA SUdreNa vA dvijaH YS182u-_3.44b
   śunā śūdreṇa vā dvijaḥ YS78v_41b	SunA SUdreNa vA dvijaH YS78u-_41b
   śūdrapreṣyakarañ caiva YSS_2.7c	SUdra-prezya-karan ca-eva YSH-_2.7c
   śūdraścāpyanulomajaḥ YS78v_8b	SUdraH-ca-api-anuloma-jaH YS78u-_8b
   śūdraṣ ṣaṭpadam āpnoti YSS_2.35c	SUdraH zawpadam Apnoti YSH-_2.35c
   śūdraṃ cāpy anulomajam YS182v_2.4b	SUdram ca-api anuloma-jam YS182u-_2.4b
   śūdraṃ vāpy anulomajam YSS_1.23d	SUdram vA-api anuloma-jam YSH-_1.23d
   śūdrāgāmī dvijaḥ paśyet YSS_2.66c	SUdrA-gAmI dvijaH paSyet YSH-_2.66c
   śūdrā dānopavāsataḥ YS99v_14d	SUdrAH dAna-upavAsataH YS99u-_14d
   śūdrānāṃ cāntyajātinām YS182v_4.34b	SUdrAnAm ca-antya-jAtinAm YS182u-_4.34b
   śūdrā pādena śudhyati YS78v_58d	SUdrA pAdena SuDyati YS78u-_58d
   śūdrāyāṃ patito bhavet YSS_2.62d	SUdrAyAm patitaH Bavet YSH-_2.62d
   śūdrāsu śuklasektāraṃ YSS_2.10a	SUdrAsu Sukla-sektAram YSH-_2.10a
   śūdrāsūtpāditāpatyaṃ YSS_2.26a	SUdra-Asu-utpAdita-apatyam YSH-_2.26a
   śūdrāṃ tu sevamānād dhi YSS_2.62a	SUdrAm tu sevamAnAt Di YSH-_2.62a
   śūdrī tu vṛṣalī jñeyā YS78v_25c	SUdrI tu vRzalI jQeyA YS78u-_25c
   śūdreṇa tu yadā dvijaḥ YS182v_3.47d	SUdreNa tu yadA dvijaH YS182u-_3.47d
   śūdro vā 'pi yathā kramāt YS182v_4.42d	SUdraH vA api yaTA kramAt YS182u-_4.42d
   śūnām api aśuddhānām YSS_2.66a	SUnAm api aSudDAnAm YSH-_2.66a
   śṛṇudhvaṃ munipuṅgavāḥ YS182v_5.1b	SRNuDvam muni-puFgavAH YS182u-_5.1b
   śoṣayitvā pratāpena YS78v_50c	SozayitvA pratApena YS78u-_50c
   śaucaṃ mūtrapurīṣavat YS99v_16d	SOcam mUtra-purIza-vat YS99u-_16d
   śmaśāne śaucaśeṣe ca YS99v_67c	SmaSAne SOca-Seze ca YS99u-_67c
   śyāmāc chabalakāc cyutaḥ YS99v_24b	SyAmAt SabalakAt cyutaH YS99u-_24b
   śyāvadanto 'tha vaidyaś ca YS182v_3.36c	SyAva-dantaH aTa vEdyaH ca YS182u-_3.36c
   śyāvadanto 'tha vaidyaś ca YS78v_31c	SyAva-dantaH aTa vEdyaH ca YS78u-_31c
   śravaṇe 'dhikṛtāgamāt YSS_2.77b	SravaNe aDikRta-AgamAt YSH-_2.77b
   śrāddhakāle yadā jātā YS182v_5.7a	SrAdDa-kAle yadA jAtAH YS182u-_5.7a
   śrāddhaṃ tu tadgṛhe bhuktvā YSS_2.49a	SrAdDam tu tad-gRhe BuktvA YSH-_2.49a
   śrāddhaṃ dānaṃ tapo yajño YS182v_4.22a	SrAdDam dAnam tapaH yajQaH YS182u-_4.22a
   śrāddhaṃ pañcavidhaṃ budhaiḥ YS99v_82d	SrAdDam paQcaviDam buDEH YS99u-_82d
   śrāddhādikām tu putreṇa YS182v_5.10a	SrAdDa-AdikAm tu putreNa YS182u-_5.10a
   śrāddhe yajñe ca karmaṇi YS182v_3.40b	SrAdDe yajQe ca karmaNi YS182u-_3.40b
   śrāddhe yajñe ca garhitaḥ YS182v_4.46d	SrAdDe yajQe ca garhitaH YS182u-_4.46d
   śrāddhe spṛṣṭaṃ vinaśyati YSS_2.70d	SrAdDe spRzwam vinaSyati YSH-_2.70d
   śrāddhe havanakāle ca YS99v_99a	SrAdDe havana-kAle ca YS99u-_99a
   śrutaśabdena caiva hi YS182v_3.51b	Sruta-Sabdena ca-eva hi YS182u-_3.51b
   śrutaṃ ca pi([tavānpi])taraṃ mṛtam YS182v_5.10d	Srutam ca pi([tavAn-pi])taram mRtam YS182u-_5.10d
   śrutismṛtyuditaṃ dharmaṃ YS99v_1a	Sruti-smRti-uditam Darmam YS99u-_1a
   śrotriyo brahmavidyuvā YS182v_3.42b	SrotriyaH brahma-vid-yuvA YS182u-_3.42b
   śrotre mukhe vā parimastake vā YS182v_3.61c	Srotre muKe vA parimastake vA YS182u-_3.61c
   śvanadyām uttare 'pi vā YS182v_4.10d	Sva-nadyAm uttare api vA YS182u-_4.10d
   śvapadaṃ tu mukhe 'ṅkayet YSS_2.30d	Svapadam tu muKe aFkayet YSH-_2.30d
   śvapadādi mukhe nyasya YSS_2.21a	Svapat-Adi muKe nyasya YSH-_2.21a
   śvamātaṅgādivāyasaiḥ YS99v_12b	Sva-mAtaFga-Adi-vAyasEH YS99u-_12b
   śvaśurasya nṛpasya ca YSS_2.34b	SvaSurasya nRpasya ca YSH-_2.34b
   śvaśṛgālaplavaṅgādyair YS99v_25a	Sva-SRgAla-plavaFga-AdyEH YS99u-_25a
   śvaśrūṃ pitṛṣvasāraṃ ca YS182v_3.4c	SvaSrUm pitRzvasAram ca YS182u-_3.4c
   śvājajambūkarāsabhaiḥ YS78v_61b	SvAja-jambUkarA-asaBEH YS78u-_61b
   śvānakukkuṭamārjārāḥ YS182v_3.48c	SvAna-kukkuwa-mArjArAH YS182u-_3.48c
   śvāpadoṣṭrahayādyaiś ca YSS_1.5a	SvApada-uzwra-haya-AdyEH ca YSH-_1.5a
   śvitrakuṣṭhī tathā caiva YS78v_29a	SvitrakuzWI taTA ca-eva YS78u-_29a
   śvitrī kuṣṭḥī tathā śūlī YS182v_3.34a	SvitrI kuzwHI taTA SUlI YS182u-_3.34a
   śvetāyā dadhi cocyate YS99v_71d	SvetAyAH daDi ca-ucyate YS99u-_71d
   ṣaṭcatasras tathānyāś ca YSS_1.31a	zawcatasraH taTA-anyAH ca YSH-_1.31a
   ṣaḍabdaṃ caiva saṃsmṛtam YS182v_4.24b	zaxabdam ca-eva saMsmRtam YS182u-_4.24b
   ṣaḍ ete paṅktidūṣakāḥ YS182v_3.33d	zaw ete paFkti-dUzakAH YS182u-_3.33d
   ṣaḍrātraṃ vā trirātraṃ vā YS99v_3a	zaz-rAtram vA tri-rAtram vA YS99u-_3a
   ṣaḍrātreṇa viśudhyati YS182v_1.8d	zaz-rAtreNa viSuDyati YS182u-_1.8d
   ṣaḍrātreṇaiva śuddhyati YS78v_47d	zaz-rAtreNa-eva SudDi-ati YS78u-_47d
   ṣaḍrātropoṣitaḥ snātvā YS182v_3.54c	zaz-rAtra-upozitaH snAtvA YS182u-_3.54c
   ṣaṇṇavatyarddham āpnoti YSS_2.51c	zaNNavatyardDam Apnoti YSH-_2.51c
   ṣaṇṇāṃ deyās trayaḥ piṇḍā YS99v_79c	zaNNAm deyAH trayaH piNxA YS99u-_79c
   ṣaṇmāsaṃ kṛcchram ācaret YSS_1.30d	zaz-mAsam kRcCram Acaret YSH-_1.30d
   ṣaṇmāsaṃ kṛcchram ācaret YS182v_3.5d	zaz-mAsam kRcCram Acaret YS182u-_3.5d
   ṣaṇmāsaṃ kṛcchram ācaret YS182v_3.6d	zaz-mAsam kRcCram Acaret YS182u-_3.6d
   sakāmo hi yadā vipraḥ YS182v_4.41c	sa-kAmaH hi yadA vipraH YS182u-_4.41c
   sakṛc caiva tu yad bhavet YS182v_4.43b	sakRt ca-eva tu yat Bavet YS182u-_4.43b
   sakṛd gamane yat pāpaṃ YS182v_4.44c	sakRt gamane yat pApam YS182u-_4.44c
   sagotrā cānyagotrakā YS182v_3.65b	sagotrA ca-anya-gotrakAH YS182u-_3.65b
   sagotrāñ ca sabharttṛkām YS78v_57b	sagotrAn ca sa-BarttRkAm YS78u-_57b
   sagotrād yaś ca jāyate YSS_1.36d	sagotrAt yaH ca jAyate YSH-_1.36d
   sa gotrām abhigamya ca YS99v_36d	sa gotrAm aBigamya ca YS99u-_36d
   saṅkaṭe rajjuvastrayoḥ YS78v_67d	saFkawe rajju-vastrayoH YS78u-_67d
   sadāpy asāhasaṃ pūrvaṃ YSS_2.4c	sadA-api asAhasam pUrvam YSH-_2.4c
   sadā sūtakitā tasya YS182v_3.13c	sadA sUtakitA tasya YS182u-_3.13c
   sadyaḥ snātvā spṛśed agniṃ YSS_1.4Ac	sadyas snAtvA spRSet agnim YSH-_1.4Ac
   sadyaḥ snānena śudhyati YS99v_64d	sadyas snAnena SuDyati YS99u-_64d
   sandhyayoś ca sadā śuciḥ YSS_1.4Ad	sanDyayoH ca sadA SuciH YSH-_1.4Ad
   sandhyākāle vivarjayet YS78v_76b	sanDyA-kAle vivarjayet YS78u-_76b
   sandhyāṃ nopāsate dvijaḥ YSS_2.8d	sanDyAm na-upAsate dvijaH YSH-_2.8d
   sandhyobhayoś ca sandhyāyāḥ YS78v_64c	sanDyA-uBayoH ca sanDyAyAH YS78u-_64c
   sa pūrtaphalam aśnute YS99v_70d	sa pUrta-Palam aSnute YS99u-_70d
   sapta pañca daśāpi vā YS99v_46d	sapta paQca daSA-api vA YS99u-_46d
   saptame navame tathā YS99v_88b	saptame navame taTA YS99u-_88b
   saptaite antyajāḥ smṛtāḥ YS99v_33d	saptA-ete antyajAH smRtAH YS99u-_33d
   saptaite cāntyajāḥ smṛtāḥ YS78v_54d	saptA-ete ca-antyajAH smRtAH YS78u-_54d
   saphalaṃ jāyate sarvām YS182v_5.17a	saPalam jAyate sarvAm YS182u-_5.17a
   saphalaṃ paitṛkaṃ bhavet YS182v_5.14d	saPalam pEtRkam Bavet YS182u-_5.14d
   samabhāgapradātā ca YS182v_5.21c	sama-BAga-pradAtA ca YS182u-_5.21c
   samabhāgo grahītavyaḥ YS182v_5.22a	sama-BAgaH grahItavyaH YS182u-_5.22a
   samarghaṃ dhanam utsṛjya YS182v_3.23a	samarGam Danam utsRjya YS182u-_3.23a
   samavidyottaraṃ caiva YS182v_5.24c	samavidyA-uttaram ca-eva YS182u-_5.24c
   samānajātīyam athetaraṃ vā YSS_1.50b	samAna-jAtIyam aTa-itaram vA YSH-_1.50b
   samānapuṃsā 'py asamānapuṃsā YSS_1.45b	samAna-puMsA api asamAna-puMsA YSH-_1.45b
   samārghan tu samuddhṛtya YS78v_37a	samArGan tu samudDRtya YS78u-_37a
   sambhojanahiraṇyakaiḥ YS78v_43b	samBojana-hiraNyakEH YS78u-_43b
   sa rājāsatpratigrāhyaḥ YSS_2.72c	sa rAjA-asat-pratigrAhyaH YSH-_2.72c
   sarpā na hiṃsanti parair abhītāḥ YSS_1.51d	sarpAH na hiMsanti parEH aBItAH YSH-_1.51d
   sarvatīrthe nadī toye YS99v_72c	sarva-tIrTe nadI toye YS99u-_72c
   sarvadharmabahiṣkatāḥ YS182v_4.62d	sarva-Darma-bahizkatAH YS182u-_4.62d
   sarvadharmabahiṣkṛtāḥ YSS_1.8b	sarva-Darma-bahizkRtAH YSH-_1.8b
   sarvadharmabahiṣkṛtāḥ YS182v_1.4b	sarva-Darma-bahizkRtAH YS182u-_1.4b
   sarvapātakasampāte YSS_1.12c	sarva-pAtaka-sampAte YSH-_1.12c
   sarvapātakasampāte YSS_1.13a	sarva-pAtaka-sampAte YSH-_1.13a
   sarvam annam abhojyaṃ syāt YSS_2.68c	sarvam annam aBojyam syAt YSH-_2.68c
   sarvam ādāya bhūmipaḥ YSS_2.11d	sarvam AdAya BUmipaH YSH-_2.11d
   sarvalokabahiṣkṛtāḥ YS99v_23b	sarva-loka-bahizkRtAH YS99u-_23b
   sarvalokavahiṣkṛtāḥ YS78v_3b	sarva-loka-vahizkRtAH YS78u-_3b
   sarvān keśān samucchritya YS182v_4.17a	sarvAn keSAn samucCritya YS182u-_4.17a
   sarvān keśān samuddhṛtya YS78v_74a	sarvAn keSAn samudDRtya YS78u-_74a
   sarvān keśān samuddhṛtya YS99v_54a	sarvAn keSAn samudDRtya YS99u-_54a
   sarve te ṛkthabhāginaḥ YS78v_14d	sarve te RkTa-BAginaH YS78u-_14d
   sarve te pratyavasitāḥ YS78v_3a	sarve te pratyavasitAH YS78u-_3a
   sarve te (')rikthabhāginaḥ YSS_1.18d	sarve te (-a)rikTa-BAginaH YSH-_1.18d
   sarve te rikthabhāginaḥ YS182v_2.9d	sarve te rikTa-BAginaH YS182u-_2.9d
   sarve te śucayaḥ smṛtāḥ YS78v_19d	sarve te SucayaH smRtAH YS78u-_19d
   sarveṣām antyajātīnāṃ YS182v_5.1c	sarvezAm antya-jAtInAm YS182u-_5.1c
   sarvesv eva vivādeṣu YS182v_5.24a	sarvesu eva vivAdezu YS182u-_5.24a
   savarṇaś ca savarṇāyām YS182v_4.46a	savarNaH ca savarNAyAm YS182u-_4.46a
   savāsā jalam āviśet YS182v_3.26d	sa-vAsAH jalam AviSet YS182u-_3.26d
   sa vipro vṛṣalīpatiḥ YS182v_3.19d	sa vipraH vRzalI-patiH YS182u-_3.19d
   sa vipro vṛṣalīpatiḥ YS78v_24d	sa vipraH vRzalI-patiH YS78u-_24d
   sa vai māhiṣakaḥ smṛtaḥ YS182v_3.17d	sa vE mAhizakaH smRtaH YS182u-_3.17d
   sa vai māhiṣikaḥ smṛtaḥ YS78v_36d	sa vE mAhizikaH smRtaH YS78u-_36d
   sa vai vārdhuṣiko jñeyo YS182v_3.23c	sa vE vArDuzikaH jQeyaH YS182u-_3.23c
   sa vai vārdhuṣiko nāma YS78v_37c	sa vE vArDuzikaH nAma YS78u-_37c
   saśabdaṃ seṅgitaṃ tathā YS182v_3.33b	sa-Sabdam sa-iFgitam taTA YS182u-_3.33b
   sasyaṃ vṛddhaṃ samādadyāt YSS_2.69c	sasyam vRdDam samAdadyAt YSH-_2.69c
   sahasraṃ damam āpnoti YSS_2.47c	sahasram damam Apnoti YSH-_2.47c
   sahasraṃ damam āpnoti YSS_2.54c	sahasram damam Apnoti YSH-_2.54c
   sahasraṃ damam āpnoti YSS_2.60a	sahasram damam Apnoti YSH-_2.60a
   sahasraṃ dāpayed damaṃ YSS_2.3d	sahasram dApayet damam YSH-_2.3d
   saṃtyaktajīvo mriyate kadācid YSS_1.55Aa	saMtyakta-jIvaH mriyate kadAcid YSH-_1.55Aa
   saṃdhyayor apy ubhābhyāṃ ca YS99v_96c	saMDyayoH api uBAByAm ca YS99u-_96c
   saṃdhyayor ubhayor vā 'pi YS182v_3.70c	saMDyayoH uBayoH vA api YS182u-_3.70c
   saṃdhyādvayor vā saṃdhyābhyāṃ YSS_1.3c	saMDyA-dvayoH vA saMDyAByAm YSH-_1.3c
   saṃdhyāhīnā vratabhraṣṭāḥ YS182v_4.56a	saMDyA-hInAH vrata-BrazwAH YS182u-_4.56a
   saṃdhyāhīno hi bhrūṇahā YS182v_4.52b	saMDyA-hInaH hi BrUNa-hA YS182u-_4.52b
   saṃdhyāhīno hi yo vipraḥ YS182v_4.51c	saMDyA-hInaH hi yaH vipraH YS182u-_4.51c
   saṃdhyopāsanam eva ca YS182v_4.51b	saMDyA-upAsanam eva ca YS182u-_4.51b
   saṃdhyopāsanavarjitaṃ YSS_2.7b	saMDyA-upAsana-varjitam YSH-_2.7b
   saṃpadyate cen maraṇaṃ YS99v_45c	saMpadyate ced maraNam YS99u-_45c
   saṃsargam icchanti phalaṃ tathā syāt YSS_1.57c	saMsargam icCanti Palam taTA syAt YSH-_1.57c
   saṃsargī pañcamo jñeyas YS182v_4.23a	saMsargI paQcamaH jQeyaH YS182u-_4.23a
   saṃsidhyati ca mārgataḥ YSS_2.76d	saMsiDyati ca mArgataH YSH-_2.76d
   saṃsṛṣṭā hi bhavanti ca YS182v_5.14b	saMsRzwAH hi Bavanti ca YS182u-_5.14b
   saṃspṛśet tu yadā kaścit YS182v_3.8c	saMspRSet tu yadA kaScid YS182u-_3.8c
   saṃspṛśed antyajo yadi YS99v_11b	saMspRSet antyajaH yadi YS99u-_11b
   saṃspṛṣṭās tu tadā kaiścit YS78v_18c	saMspRzwAH tu tadA kEScid YS78u-_18c
   saṃspṛṣṭe raśmibhis teṣām YS99v_66c	saMspRzwe raSmiBiH tezAm YS99u-_66c
   sākṣiṇaḥ pūrvavādinaḥ YS182v_5.25d	sAkziNaH pUrvavAdinaH YS182u-_5.25d
   sākṣiṣūbhayataḥ satsu YS182v_5.25c	sAkzizu-uBayatas satsu YS182u-_5.25c
   sā caiva vyabhicāriṇī YS182v_3.17b	sA ca-eva vyaBicAriNI YS182u-_3.17b
   sāyaṃ caiva tu vaiṣṇavīm YS182v_4.50d	sAyam ca-eva tu vEzNavIm YS182u-_4.50d
   sāyaṃ saṃgopanārthaṃ ca YS99v_52c	sAyam saMgopana-arTam ca YS99u-_52c
   sārdraś ca sa palāśaś ca YS99v_41c	sArdraH ca sa palASaH ca YS99u-_41c
   sāvadhāno 'vadhāraya YS78v_78d	sa-avaDAnaH avaDAraya YS78u-_78d
   sāhasaṃ pūrvam āpnoti YSS_2.49c	sAhasam pUrvam Apnoti YSH-_2.49c
   sāhasī vṛṣalīpatiḥ YSS_2.18b	sAhasI vRzalI-patiH YSH-_2.18b
   siddham annam idaṃ punaḥ YSS_2.68d	sidDam annam idam punar YSH-_2.68d
   surācihnaṃ lalāṭake YSS_2.11b	surA-cihnam lalAwake YSH-_2.11b
   surānyamadyapānena YS78v_11a	sura-anya-madya-pAnena YS78u-_11a
   surāpānaṃ tu yoṣitāṃ YSS_1.34b	surA-pAnam tu yozitAm YSH-_1.34b
   surāmadyapāne kṛte YSS_1.15a	surA-madya-pAne kRte YSH-_1.15a
   surāyāḥ saṃprapānena YS182v_2.3a	surAyAH saMprapAnena YS182u-_2.3a
   surāṃ pibati suvyaktaṃ YS78v_65c	surAm pibati su-vyaktam YS78u-_65c
   suvarṇam āṣakaṃ dadyāt YS99v_63c	suvarNam Azakam dadyAt YS99u-_63c
   sūtakaṃ tu praśasyate YS182v_3.55d	sUtakam tu praSasyate YS182u-_3.55d
   sūtake tu samutpanne YS99v_75a	sUtake tu samutpanne YS99u-_75a
   sūtakena na lipyeta YS182v_4.21a	sUtakena na lipyeta YS182u-_4.21a
   sūtakena na lipyeta YS182v_4.21c	sUtakena na lipyeta YS182u-_4.21c
   sūtake mṛtake caiva YS182v_4.18a	sUtake mRtake ca-eva YS182u-_4.18a
   sūtake vartamāne 'pi YS182v_3.55a	sUtake vartamAne api YS182u-_3.55a
   sūtaṃ hatvātikṛcchraṃ tu YSS_1.22c	sUtam hatvA-atikRcCram tu YSH-_1.22c
   sevakāś cāpi viprāṇāṃ YS182v_4.61a	sevakAH ca-api viprANAm YS182u-_4.61a
   somam asthi tathā madhu YSS_2.45b	somam asTi taTA maDu YSH-_2.45b
