   BhP_06.01.001/0 śrīparīkṣiduvāca	Bhu-_06.01.001/0 SrIparIkzit-uvAca
   BhP_06.12.033/2 nyapātayat tāvadahargaṇena yo jyotiṣāmayane vārtrahatye	Bhu-_06.12.033/2 nyapAtayat tAvat-ahar-gaNena yaH jyotizAmayane vArtrahatye
   BhP_06.12.034/1 tadā ca khe dundubhayo vinedur gandharvasiddhāḥ	Bhu-_06.12.034/1 tadA ca Ke dunduBayaH vineduH ganDarva-sidDAH
   samaharṣisaṅghāḥ	sa-mahA-Rzi-saFGAH
   BhP_06.12.034/2 vārtraghnaliṅgaistamabhiṣṭuvānā mantrairmudā	Bhu-_06.12.034/2 vArtraGna-liFgEH-tam-aBizwuvAnA mantrEH-mudA
   kusumairabhyavarṣan	kusumEH-aByavarzan
   BhP_06.12.035/1 vṛtrasya dehān niṣkrāntamātmajyotirarindama	Bhu-_06.12.035/1 vRtrasya dehAn nizkrAntam-Atma-jyotiH-arindama
   BhP_06.12.035/2 paśyatāṃ sarvadevānāmalokaṃ samapadyata	Bhu-_06.12.035/2 paSyatAm sarva-devAnAm-alokam samapadyata
   BhP_06.13.001/0 śrīśuka uvāca	BhP_06.13.001/0 SrI-SukaH uvAca
   BhP_06.13.001/1 vṛtre hate trayo lokā vinā śakreṇa bhūrida	Bhu-_06.13.001/1 vRtre hate trayaH lokAH vinA SakreNa BUri-da
   BhP_06.13.001/2 sapālā hy abhavan sadyo vijvarā nirvṛtendriyāḥ	Bhu-_06.13.001/2 sa-pAlAH hi aBavan sadyas vijvarAH nirvRta-indriyAH
   BhP_06.13.002/1 devarṣipitṛbhūtāni daityā devānugāḥ svayam	Bhu-_06.13.002/1 deva-Rzi-pitR-BUtAni dEtyAH deva-anugAH svayam
   BhP_06.13.002/2 pratijagmuḥ svadhiṣṇyāni brahmeśendrādayastataḥ	Bhu-_06.13.002/2 pratijagmuH sva-DizNyAni brahma-ISa-indra-AdayaH-tatas-
   BhP_06.13.003/0 śrīrājovāca	BhP_06.13.003/0 SrI-rAjA-uvAca
   BhP_06.13.003/1 indrasyānirvṛterhetuṃ śrotumicchāmi bho mune	Bhu-_06.13.003/1 indrasya-anirvRteH-hetum Srotum-icCAmi Bo mune
   BhP_06.13.003/2 yenāsan sukhino devā harerduḥkhaṃ kuto 'bhavat	Bhu-_06.13.003/2 yena-Asan suKinaH devAH hareH-duHKam kutas aBavat-
   BhP_06.13.004/0 śrīśuka uvāca	BhP_06.13.004/0 SrI-SukaH uvAca
   BhP_06.13.004/1 vṛtravikramasaṃvignāḥ sarve devāḥ saharṣibhiḥ	Bhu-_06.13.004/1 vRtra-vikrama-saMvignAH sarve devAH saha-RziBiH
   BhP_06.13.004/2 tadvadhāyārthayannindraṃ naicchadbhīto bṛhadvadhāt	Bhu-_06.13.004/2 tad-vaDAya-arTayan=-indram na-EcCat-BItaH bRhat-vaDAt-
   BhP_06.13.005/0 indra uvāca	Bhu-_06.13.005/0 indraH uvAca
   BhP_06.13.005/1 strībhūdrumajalaireno viśvarūpavadhodbhavam	Bhu-_06.13.005/1 strI-BU-druma-jalEH-enaH viSva-rUpa-vaDa-udBavam
   BhP_06.13.005/2 vibhaktamanugṛhṇadbhirvṛtrahatyāṃ kva mārjmy aham	Bhu-_06.13.005/2 viBaktam-anugRhNadBiH-vRtra-hatyAm kva mArjmi aham
   BhP_06.13.006/0 śrīśuka uvāca	BhP_06.13.006/0 SrI-SukaH uvAca
   BhP_06.13.006/1 ṛṣayastadupākarṇya mahendramidamabruvan	Bhu-_06.13.006/1 RzayaH-tat-upAkarNya mahA-indram-idam-abruvan
   BhP_06.13.006/2 yājayiṣyāma bhadraṃ te hayamedhena mā sma bhaiḥ	Bhu-_06.13.006/2 yAjayizyAma Badram te hayameDena mA sma BEH
   BhP_06.13.007/1 hayamedhena puruṣaṃ paramātmānamīśvaram	Bhu-_06.13.007/1 hayameDena puruzam paramAtmAnam-ISvaram
   BhP_06.13.007/2 iṣṭvā nārāyaṇaṃ devaṃ mokṣyase 'pi jagadvadhāt	Bhu-_06.13.007/2 izwvA nArAyaNam devam mokzyase api jagat-vaDAt-
   BhP_06.13.008/1 brahmahā pitṛhā goghno mātṛhācāryahāghavān	Bhu-_06.13.008/1 brahma-hA pitR-hA go-GnaH mAtR-hAca-Arya-hAGavAn
   BhP_06.13.008/2 śvādaḥ pulkasako vāpi śuddhyeran yasya kīrtanāt	Bhu-_06.13.008/2 SvAdaH pulkasakaH vA-api SudDyeran yasya kIrtanAt-
   BhP_06.13.009/1 tamaśvamedhena mahāmakhena śraddhānvito	Bhu-_06.13.009/1 tam-aSvameDena mahA-maKena SradDA-anvitaH-
   'smābhiranuṣṭhitena	asmABiH-anuzWitena
   BhP_06.13.009/2 hatvāpi sabrahmacarācaraṃ tvaṃ na lipyase kiṃ	Bhu-_06.13.009/2 hatvA-api sa-brahmacarAcaram tvam na lipyase kim
   khalanigraheṇa	Kala-nigraheNa
   BhP_06.13.010/0 śrīśuka uvāca	BhP_06.13.010/0 SrI-SukaH uvAca
   BhP_06.13.010/1 evaṃ sañcodito viprairmarutvān ahanadripum	Bhu-_06.13.010/1 evam saQcoditaH viprEH-marutvAn ahanat-ripum
   BhP_06.13.010/2 brahmahatyā hate tasminnāsasāda vṛṣākapim	Bhu-_06.13.010/2 brahmahatyA hate tasmin=-AsasAda vRzAkapim
   BhP_06.13.011/1 tayendraḥ smāsahat tāpaṃ nirvṛtirnāmumāviśat	Bhu-_06.13.011/1 tayA-indraH sma-asahat tApam nirvRtiH-na-amum-AviSat-
   BhP_06.13.011/2 hrīmantaṃ vācyatāṃ prāptaṃ sukhayanty api no guṇāḥ	Bhu-_06.13.011/2 hrImantam vAcya-tAm prAptam suKayanti api naH guNAH
   BhP_06.13.012/1 tāṃ dadarśānudhāvantīṃ cāṇḍālīmiva rūpiṇīm	Bhu-_06.13.012/1 tAm dadarSa-anuDAvantIm cANxAlIm-iva rUpiNIm
   BhP_06.13.012/2 jarayā vepamānāṅgīṃ yakṣmagrastāmasṛkpaṭām	Bhu-_06.13.012/2 jarayA vepamAna-aFgIm yakzma-grastAm-asRk-pawAm
   BhP_06.13.013/1 vikīrya palitān keśāṃstiṣṭha tiṣṭheti bhāṣiṇīm	Bhu-_06.13.013/1 vikIrya palitAn keSAn=-tizWa tizWA-iti BAziNIm
   BhP_06.13.013/2 mīnagandhyasugandhena kurvatīṃ mārgadūṣaṇam	Bhu-_06.13.013/2 mIna-ganDya-suganDena kurvatIm mArga-dUzaNam
   BhP_06.13.014/1 nabho gato diśaḥ sarvāḥ sahasrākṣo viśāmpate	Bhu-_06.13.014/1 naBaH gataH diSaH sarvAH sahasrAkzaH viSAm-pate
   BhP_06.13.014/2 prāgudīcīṃ diśaṃ tūrṇaṃ praviṣṭo nṛpa mānasam	BhP_06.13.014/2 prAc-udIcIm diSam tUrNam pravizwaH nRpa mAnasam
   BhP_06.13.015/1 sa āvasat puṣkaranālatantūn alabdhabhogo yadihāgnidūtaḥ	Bhu-_06.13.015/1 saH Avasat puzkara-nAla-tantUn alabDa-BogaH yat-iha-agni-dUtaH
   BhP_06.13.015/2 varṣāṇi sāhasramalakṣito 'ntaḥ sañcintayan	Bhu-_06.13.015/2 varzANi sAhasram-alakzitaH antar saQcintayan
   brahmavadhādvimokṣam	brahma-vaDAt-vimokzam
   BhP_06.13.016/1 tāvat triṇākaṃ nahuṣaḥ śaśāsa vidyātapoyogabalānubhāvaḥ	Bhu-_06.13.016/1 tAvat triNAkam nahuzaH SaSAsa vidyA-tapaH-yoga-bala-anuBAvaH
   BhP_06.13.016/2 sa sampadaiśvaryamadāndhabuddhir nītastiraścāṃ	Bhu-_06.13.016/2 sa sampada-ESvarya-mada-anDa-budDiH nItaH-tiraSca-am
   gatimindrapatnyā	gatim-indra-patnyA
   BhP_06.13.017/1 tato gato brahmagiropahūta ṛtambharadhyānanivāritāghaḥ	Bhu-_06.13.017/1 tatas gataH brahma-girA-upahUtaH RtamBara-DyAna-nivAritAGaH
   BhP_06.13.017/2 pāpastu digdevatayā hataujās taṃ nābhyabhūdavitaṃ	Bhu-_06.13.017/2 pApaH-tu diS-devatayA hata-ojAH tam na-aByaBU-t-avitam
   viṣṇupatnyā	vizNupatnyA
   BhP_06.13.018/1 taṃ ca brahmarṣayo 'bhyetya hayamedhena bhārata	Bhu-_06.13.018/1 tam ca brahmarzayaH aByetya hayameDena BArata
   BhP_06.13.018/2 yathāvaddīkṣayāṃ cakruḥ puruṣārādhanena ha	Bhu-_06.13.018/2 yaTAvat-dIkzayAm cakruH puruza-ArADanena ha
   BhP_06.13.019/1 athejyamāne puruṣe sarvadevamayātmani	Bhu-_06.13.019/1 aTa-ijyamAne puruze sarva-deva-maya-Atmani
   BhP_06.13.019/2 aśvamedhe mahendreṇa vitate brahmavādibhiḥ	Bhu-_06.13.019/2 aSvameDe mahA-indreNa vitate brahma-vAdiBiH
   BhP_06.13.020/1 sa vai tvāṣṭravadho bhūyān api pāpacayo nṛpa	Bhu-_06.13.020/1 sa vE tvAzwra-vaDaH BUyAn api pApa-cayaH nRpa
   BhP_06.13.020/2 nītastenaiva śūnyāya nīhāra iva bhānunā	Bhu-_06.13.020/2 nItaH-tena-eva SUnyAya nIhAraH iva BAnunA
   BhP_06.13.021/1 sa vājimedhena yathoditena vitāyamānena marīcimiśraiḥ	Bhu-_06.13.021/1 sa vAjimeDena yaTA-uditena vitAyamAnena marIci-miSrEH
   BhP_06.13.021/2 iṣṭvādhiyajñaṃ puruṣaṃ purāṇam indro mahān āsa	Bhu-_06.13.021/2 izwvA-aDiyajQam puruzam purANam indraH mahAn Asa
   vidhūtapāpaḥ	viDUta-pApaH
   BhP_06.13.022/1 idaṃ mahākhyānamaśeṣapāpmanāṃ prakṣālanaṃ	Bhu-_06.13.022/1 idam mahA-AKyAnam-aSeza-pApmanAm prakzAlanam
   tīrthapadānukīrtanam	tIrTa-pada-anukIrtanam
   BhP_06.13.022/2 bhaktyucchrayaṃ bhaktajanānuvarṇanaṃ mahendramokṣaṃ	Bhu-_06.13.022/2 Bakti-ucCrayam Bakta-jana-anuvarNanam mahA-indra-mokzam
   vijayaṃ marutvataḥ	vijayam marutvataH
   BhP_06.13.023/1 paṭheyurākhyānamidaṃ sadā budhāḥ śṛṇvanty atho parvaṇi	Bhu-_06.13.023/1 paWeyuH-AKyAnam-idam sadA buDAH SRNvanti aTo parvaNi
   parvaṇīndriyam	parvaNi-indriyam
   BhP_06.13.023/2 dhanyaṃ yaśasyaṃ nikhilāghamocanaṃ ripuñjayaṃ svastyayanaṃ	Bhu-_06.13.023/2 Danyam yaSasyam niKila-aGa-mocanam ripuQjayam svastyayanam
   tathāyuṣam	taTA-Ayuzam
   BhP_06.14.001/0 śrīparīkṣiduvāca	Bhu-_06.14.001/0 SrIparIkzit-uvAca
   BhP_06.14.001/1 rajastamaḥsvabhāvasya brahman vṛtrasya pāpmanaḥ	Bhu-_06.14.001/1 rajaH-tamaH-svaBAvasya brahman vRtrasya pApmanaH
   BhP_06.14.001/2 nārāyaṇe bhagavati kathamāsīddṛḍhā matiḥ	Bhu-_06.14.001/2 nArAyaNe Bagavati kaTam-AsIt-dRXA matiH
   BhP_06.14.002/1 devānāṃ śuddhasattvānāmṛṣīṇāṃ cāmalātmanām	Bhu-_06.14.002/1 devAnAm SudDa-sattvAnAm-RzINAm ca-amala-AtmanAm
   BhP_06.14.002/2 bhaktirmukundacaraṇe na prāyeṇopajāyate	BhP_06.14.002/2 BaktiH-mukunda-caraNe na prAyeNa-upajAyate
   BhP_06.14.003/1 rajobhiḥ samasaṅkhyātāḥ pārthivairiha jantavaḥ	Bhu-_06.14.003/1 rajoBiH sama-saFKyAtAH pArTivEH-iha jantavaH
   BhP_06.14.003/2 teṣāṃ ye kecanehante śreyo vai manujādayaḥ	Bhu-_06.14.003/2 tezAm ye kecana-Ihante SreyaH vE manuja-AdayaH
   BhP_06.14.004/1 prāyo mumukṣavasteṣāṃ kecanaiva dvijottama	BhP_06.14.004/1 prAyas mumukzavaH-tezAm kecana-eva dvijottama
   BhP_06.14.004/2 mumukṣūṇāṃ sahasreṣu kaścin mucyeta sidhyati	Bhu-_06.14.004/2 mumukzUNAm sahasrezu kaScid mucyeta siDyati
   BhP_06.14.005/1 muktānāmapi siddhānāṃ nārāyaṇaparāyaṇaḥ	Bhu-_06.14.005/1 muktAnAm-api sidDAnAm nArAyaNa-parAyaNaH
   BhP_06.14.005/2 sudurlabhaḥ praśāntātmā koṭiṣvapi mahāmune	Bhu-_06.14.005/2 su-durlaBaH praSAnta-AtmA kowizu-api mahA-mune
   BhP_06.14.006/1 vṛtrastu sa kathaṃ pāpaḥ sarvalokopatāpanaḥ	BhP_06.14.006/1 vRtraH-tu sa kaTam pApaH sarva-loka-upatApanaH
   BhP_06.14.006/2 itthaṃ dṛḍhamatiḥ kṛṣṇa āsīt saṅgrāma ulbaṇe	Bhu-_06.14.006/2 itTam dRXa-matiH kRzNaH AsIt saFgrAmaH ulbaNe
   BhP_06.14.007/1 atra naḥ saṃśayo bhūyāñ chrotuṃ kautūhalaṃ prabho	Bhu-_06.14.007/1 atra naH saMSayaH BUyAn Srotum kOtUhalam praBo
   BhP_06.14.007/2 yaḥ pauruṣeṇa samare sahasrākṣamatoṣayat	Bhu-_06.14.007/2 yaH pOruzeNa samare sahasrAkzam-atozayat
   BhP_06.14.008/0 śrīsūta uvāca	BhP_06.14.008/0 SrI-sUtaH uvAca
   BhP_06.14.008/1 parīkṣito 'tha sampraśnaṃ bhagavān bādarāyaṇiḥ	Bhu-_06.14.008/1 parIkzitaH aTa sampraSnam BagavAn bAdarAyaNiH
   BhP_06.14.008/2 niśamya śraddadhānasya pratinandya vaco 'bravīt	Bhu-_06.14.008/2 niSamya SraddaDAnasya pratinandya vacaH abravIt-
   BhP_06.14.009/0 śrīśuka uvāca	BhP_06.14.009/0 SrI-SukaH uvAca
   BhP_06.14.009/1 śṛṇuṣvāvahito rājannitihāsamimaṃ yathā	Bhu-_06.14.009/1 SRNuzva-avahitaH rAjan=-itihAsam-imam yaTA
   BhP_06.14.009/2 śrutaṃ dvaipāyanamukhān nāradāddevalādapi	Bhu-_06.14.009/2 Srutam dvEpAyana-muKAt nAradAt-devalAt-api
   BhP_06.14.010/1 āsīdrājā sārvabhaumaḥ śūraseneṣu vai nṛpa	Bhu-_06.14.010/1 AsIt-rAjA sArvaBOmaH SUrasenezu vE nRpa
   BhP_06.14.010/2 citraketuriti khyāto yasyāsīt kāmadhuṅ mahī	BhP_06.14.010/2 citraketuH-iti KyAtaH yasya-AsIt kAmaDuk mahI
   BhP_06.14.011/1 tasya bhāryāsahasrāṇāṃ sahasrāṇi daśābhavan	Bhu-_06.14.011/1 tasya BAryA-sahasrANAm sahasrANi daSa-aBavan
   BhP_06.14.011/2 sāntānikaścāpi nṛpo na lebhe tāsu santatim	BhP_06.14.011/2 sAntAnikaH-ca-api nRpaH na leBe tAsu santatim
   BhP_06.14.012/1 rūpaudāryavayojanma vidyaiśvaryaśriyādibhiḥ	Bhu-_06.14.012/1 rUpa-OdAryavayaH-janma vidyA-ESvarya-SriyA-AdiBiH
   BhP_06.14.012/2 sampannasya guṇaiḥ sarvaiścintā bandhyāpaterabhūt	Bhu-_06.14.012/2 sampannasya guNEH sarvEH-cintA banDyA-pateH-aBUt-
   BhP_06.14.013/1 na tasya sampadaḥ sarvā mahiṣyo vāmalocanāḥ	Bhu-_06.14.013/1 na tasya sampadaH sarvAH mahizyaH vAma-locanAH
   BhP_06.14.013/2 sārvabhaumasya bhūśceyamabhavan prītihetavaḥ	Bhu-_06.14.013/2 sArvaBOmasya BUH-ca-iyam-aBavan prIti-hetavaH
   BhP_06.14.014/1 tasyaikadā tu bhavanamaṅgirā bhagavān ṛṣiḥ	Bhu-_06.14.014/1 tasya-ekadA tu Bavanam-aFgirAH BagavAn RziH
   BhP_06.14.014/2 lokān anucarannetān upāgacchadyadṛcchayā	Bhu-_06.14.014/2 lokAn anucaran=-etAn upAgacCat-yadRcCayA
   BhP_06.14.015/1 taṃ pūjayitvā vidhivat pratyutthānārhaṇādibhiḥ	Bhu-_06.14.015/1 tam pUjayitvA viDivat pratyutTAna-arhaNa-AdiBiH
   BhP_06.14.015/2 kṛtātithyamupāsīdat sukhāsīnaṃ samāhitaḥ	Bhu-_06.14.015/2 kRta-AtiTyam-upAsIdat suKa-AsInam samAhitaH
   BhP_06.14.016/1 maharṣistamupāsīnaṃ praśrayāvanataṃ kṣitau	Bhu-_06.14.016/1 mahA-RziH-tam-upAsInam praSraya-avanatam kzitO
   BhP_06.14.016/2 pratipūjya mahārāja samābhāṣyedamabravīt	Bhu-_06.14.016/2 pratipUjya mahA-rAja samABAzya-idam-abravIt-
   BhP_06.14.017/0 aṅgirā uvāca	Bhu-_06.14.017/0 aFgirAH uvAca
   BhP_06.14.017/1 api te 'nāmayaṃ svasti prakṛtīnāṃ tathātmanaḥ	Bhu-_06.14.017/1 api te anAmayam svasti prakRtInAm taTA-AtmanaH
   BhP_06.14.017/2 yathā prakṛtibhirguptaḥ pumān rājā ca saptabhiḥ	Bhu-_06.14.017/2 yaTA prakRtiBiH-guptaH pumAn rAjA ca saptaBiH
   BhP_06.14.018/1 ātmānaṃ prakṛtiṣvaddhā nidhāya śreya āpnuyāt	Bhu-_06.14.018/1 AtmAnam prakRtizu-adDA niDAya SreyaH ApnuyAt-
   BhP_06.14.018/2 rājñā tathā prakṛtayo naradevāhitādhayaḥ	Bhu-_06.14.018/2 rAjQA taTA prakRtayaH naradeva-ahita-ADayaH
   BhP_06.14.019/1 api dārāḥ prajāmātyā bhṛtyāḥ śreṇyo 'tha mantriṇaḥ	Bhu-_06.14.019/1 api dArAH prajA-amAtyAH BRtyAH SreNyaH aTa mantriNaH
   BhP_06.14.019/2 paurā jānapadā bhūpā ātmajā vaśavartinaḥ	Bhu-_06.14.019/2 pOrAH jAnapadAH BUpAH AtmajAH vaSavartinaH
   BhP_06.14.020/1 yasyātmānuvaśaścet syāt sarve tadvaśagā ime	Bhu-_06.14.020/1 yasya-AtmA-anuvaSaH-ced syAt sarve tad-vaSa-gAH ime
   BhP_06.14.020/2 lokāḥ sapālā yacchanti sarve balimatandritāḥ	Bhu-_06.14.020/2 lokAH sa-pAlAH yacCanti sarve balim-atandritAH
   BhP_06.14.021/1 ātmanaḥ prīyate nātmā parataḥ svata eva vā	Bhu-_06.14.021/1 AtmanaH prIyate na-AtmA paratas svatas eva vA
   BhP_06.14.021/2 lakṣaye 'labdhakāmaṃ tvāṃ cintayā śabalaṃ mukham	Bhu-_06.14.021/2 lakzaye alabDa-kAmam tvAm cintayA Sabalam muKam
   BhP_06.14.022/1 evaṃ vikalpito rājan viduṣā munināpi saḥ	Bhu-_06.14.022/1 evam vikalpitaH rAjan viduzA muninA-api saH
   BhP_06.14.022/2 praśrayāvanato 'bhyāha prajākāmastato munim	Bhu-_06.14.022/2 praSraya-avanataH aByAha prajA-kAmaH-tatas munim
   BhP_06.14.023/0 citraketuruvāca	BhP_06.14.023/0 citraketuH-uvAca
   BhP_06.14.023/1 bhagavan kiṃ na viditaṃ tapojñānasamādhibhiḥ	Bhu-_06.14.023/1 Bagavan kim na viditam tapaH-jQAna-samADiBiH
   BhP_06.14.023/2 yogināṃ dhvastapāpānāṃ bahirantaḥ śarīriṣu	BhP-_06.14.023/2 yoginAm Dvasta-pApAnAm bahis-antar SarIrizu
   BhP_06.14.024/1 tathāpi pṛcchato brūyāṃ brahmannātmani cintitam	Bhu-_06.14.024/1 taTA-api pRcCataH brUyAm brahman=-Atmani cintitam
   BhP_06.14.024/2 bhavato viduṣaścāpi coditastvadanujñayā	Bhu-_06.14.024/2 BavataH viduzaH-ca-api coditaH-tvad-anujQayA
   BhP_06.14.025/1 lokapālairapi prārthyāḥ sāmrājyaiśvaryasampadaḥ	Bhu-_06.14.025/1 lokapAlEH-api prArTyAH sAmrAjya-ESvarya-sampadaH
   BhP_06.14.025/2 na nandayanty aprajaṃ māṃ kṣuttṛṭkāmamivāpare	Bhu-_06.14.025/2 na nandayanti aprajam mAm kzuD-tRz-kAmam-iva-apare
   BhP_06.14.026/1 tataḥ pāhi mahābhāga pūrvaiḥ saha gataṃ tamaḥ	Bhu-_06.14.026/1 tatas pAhi mahABAga pUrvEH saha gatam tamaH
   BhP_06.14.026/2 yathā tarema duṣpāraṃ prajayā tadvidhehi naḥ	Bhu-_06.14.026/2 yaTA tarema duzpAram prajayA tat-viDehi naH
   BhP_06.14.027/0 śrīśuka uvāca	BhP_06.14.027/0 SrI-SukaH uvAca
   BhP_06.14.027/1 ity arthitaḥ sa bhagavān kṛpālurbrahmaṇaḥ sutaḥ	Bhu-_06.14.027/1 iti arTitaH sa BagavAn kRpAluH-brahmaNaH sutaH
   BhP_06.14.027/2 śrapayitvā caruṃ tvāṣṭraṃ tvaṣṭāramayajadvibhuḥ	Bhu-_06.14.027/2 SrapayitvA carum tvAzwram tvazwA-ram-ayajat-viBuH
   BhP_06.14.028/1 jyeṣṭhā śreṣṭhā ca yā rājño mahiṣīṇāṃ ca bhārata	Bha-a_06.14.028/1 jyezWA SrezWA ca yAH rAjQaH mahizINAm ca BArata
   BhP_06.14.028/2 nāmnā kṛtadyutistasyai yajñocchiṣṭamadāddvijaḥ	Bha-a_06.14.028/2 nAmnA kRta-dyutiH-tasyE yajQa-ucCizwa-madAt-dvijaH
   BhP_06.14.029/1 athāha nṛpatiṃ rājan bhavitaikastavātmajaḥ	BhP_06.14.029/1 aTa-Aha nRpatim rAjan BavitA-ekaH-tava-AtmajaH
   BhP_06.14.029/2 harṣaśokapradastubhyamiti brahmasuto yayau	Bhu-_06.14.029/2 harza-Soka-pradaH-tuByam-iti brahma-sutaH yayO
   BhP_06.14.030/1 sāpi tatprāśanādeva citraketoradhārayat	Bhu-_06.14.030/1 sA-api tad-prASanAt-eva citraketoH-aDArayat
   BhP_06.14.030/2 garbhaṃ kṛtadyutirdevī kṛttikāgnerivātmajam	Bhu-_06.14.030/2 garBam kRta-dyutiH-devI kRttikA-agneH-iva-Atmajam
   BhP_06.14.031/1 tasyā anudinaṃ garbhaḥ śuklapakṣa ivoḍupaḥ	Bhu-_06.14.031/1 tasyAH anudinam garBaH Sukla-pakzaH iva-uxupaH
   BhP_06.14.031/2 vavṛdhe śūraseneśa tejasā śanakairnṛpa	Bhu-_06.14.031/2 vavRDe SUrasena-ISa tejasA SanakEs-nRpa
   BhP_06.14.032/1 atha kāla upāvṛtte kumāraḥ samajāyata	Bhu-_06.14.032/1 aTa kAle upAvRtte kumAraH samajAyata
   BhP_06.14.032/2 janayan śūrasenānāṃ śṛṇvatāṃ paramāṃ mudam	Bhu-_06.14.032/2 janayan SUrasenAnAm SRNvatAm paramAm mudam
   BhP_06.14.033/1 hṛṣṭo rājā kumārasya snātaḥ śuciralaṅkṛtaḥ	BhP_06.14.033/1 hRzwaH rAjA kumArasya snAtaH SuciH-alaFkRtaH
   BhP_06.14.033/2 vācayitvāśiṣo vipraiḥ kārayāmāsa jātakam	Bhu-_06.14.033/2 vAcayitvA-ASizaH viprEH kArayAmAsa jAtakam
   BhP_06.14.034/1 tebhyo hiraṇyaṃ rajataṃ vāsāṃsy ābharaṇāni ca	Bhu-_06.14.034/1 teByaH hiraNyam rajatam vAsAMsi ABaraNAni ca
   BhP_06.14.034/2 grāmān hayān gajān prādāddhenūnāmarbudāni ṣaṭ	Bhu-_06.14.034/2 grAmAn hayAn gajAn prAdAt-DenUnAm-arbudAni zax-
   BhP_06.14.035/1 vavarṣa kāmān anyeṣāṃ parjanya iva dehinām	BhP-_06.14.035/1 vavarza kAmAn anyezAm parjanyaH iva dehinAm
   BhP_06.14.035/2 dhanyaṃ yaśasyamāyuṣyaṃ kumārasya mahāmanāḥ	Bhu-_06.14.035/2 Danyam yaSasyam-Ayuzyam kumArasya mahAmanAH
   BhP_06.14.036/1 kṛcchralabdhe 'tha rājarṣestanaye 'nudinaṃ pituḥ	Bhu-_06.14.036/1 kRcCra-labDe aTa rAjarzeH-tanaye anudinam pituH
   BhP_06.14.036/2 yathā niḥsvasya kṛcchrāpte dhane sneho 'nvavardhata	Bhu-_06.14.036/2 yaTA niHsvasya kRcCra-Apte Dane snehaH anvavarData
   BhP_06.14.037/1 mātustvatitarāṃ putre sneho mohasamudbhavaḥ	Bhu-_06.14.037/1 mAtuH-tu-atitarAm putre snehaH moha-samudBavaH
   BhP_06.14.037/2 kṛtadyuteḥ sapatnīnāṃ prajākāmajvaro 'bhavat	Bhu-_06.14.037/2 kRta-dyuteH sapatnInAm prajA-kAma-jvaraH aBavat-
   BhP_06.14.038/1 citraketoratiprītiryathā dāre prajāvati	Bhu-_06.14.038/1 citraketoH-atiprItiH-yaTA dAre prajAvati
   BhP_06.14.038/2 na tathānyeṣu sañjajñe bālaṃ lālayato 'nvaham	Bhu-_06.14.038/2 na taTA-anyezu san-jajQe bAlam lAlayataH anvaham
   BhP_06.14.039/1 tāḥ paryatapyannātmānaṃ garhayantyo 'bhyasūyayā	Bhu-_06.14.039/1 tAH paryatapyan=-a-AtmAnam garhayantyaH aByasUyayA
   BhP_06.14.039/2 ānapatyena duḥkhena rājñaścānādareṇa ca	Bhu-_06.14.039/2 Anapatyena duHKena rAjQaH-ca-anAdareNa ca
   BhP_06.14.040/1 dhig aprajāṃ striyaṃ pāpāṃ patyuścāgṛhasammatām	Bhu-_06.14.040/1 Dik aprajAm striyam pApAm patyuH-ca-agRha-sammatAm
   BhP_06.14.040/2 suprajābhiḥ sapatnībhirdāsīmiva tiraskṛtām	Bhu-_06.14.040/2 su-prajABiH sapatnIBiH-dAsIm-iva tiraskRtAm
   BhP_06.14.041/1 dāsīnāṃ ko nu santāpaḥ svāminaḥ paricaryayā	Bhu-_06.14.041/1 dAsInAm kaH nu santApaH svAminaH paricaryayA
   BhP_06.14.041/2 abhīkṣṇaṃ labdhamānānāṃ dāsyā dāsīva durbhagāḥ	Bhu-_06.14.041/2 aBIkzNam labDa-mAnAnAm dAsyAH dAsI-iva durBagAH
   BhP_06.14.042/1 evaṃ sandahyamānānāṃ sapatnyāḥ putrasampadā	Bhu-_06.14.042/1 evam sandahyamAnAnAm sapatnyAH putra-sampadA
   BhP_06.14.042/2 rājño 'sammatavṛttīnāṃ vidveṣo balavān abhūt	Bhu-_06.14.042/2 rAjQaH asammata-vRttInAm vidvezaH balavAn aBUt-
   BhP_06.14.043/1 vidveṣanaṣṭamatayaḥ striyo dāruṇacetasaḥ	Bhu-_06.14.043/1 vidveza-nazwa-matayaH striyaH dAruNa-cetasaH
   BhP_06.14.043/2 garaṃ daduḥ kumārāya durmarṣā nṛpatiṃ prati	Bhu-_06.14.043/2 garam daduH kumArAya durmarzA nRpatim prati
   BhP_06.14.044/1 kṛtadyutirajānantī sapatnīnāmaghaṃ mahat	Bhu-_06.14.044/1 kRta-dyutiH-ajAnantI sapatnInAm-aGam mahat-
   BhP_06.14.044/2 supta eveti sañcintya nirīkṣya vyacaradgṛhe	Bhu-_06.14.044/2 suptaH eva-iti saQcintya nirIkzya vyacarat-gRhe
   BhP_06.14.045/1 śayānaṃ suciraṃ bālamupadhārya manīṣiṇī	Bhu-_06.14.045/1 SayAnam su-ciram bAlam-upaDArya manIziNI
   BhP_06.14.045/2 putramānaya me bhadre iti dhātrīmacodayat	Bhu-_06.14.045/2 putram-Anaya me Badre iti DAtrIm-acodayat-
   BhP_06.14.046/1 sā śayānamupavrajya dṛṣṭvā cottāralocanam	BhP_06.14.046/1 sA SayAnam-upavrajya dRzwvA ca-uttAra-locanam
