   Adhyaya 2, Pada 1	ADyayaH 2, Pada 1
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   nāsyāṃ śrutāvānantyamātraṃ lakṣaṇatvenocyate /	na asyAm SrutO= Anantya mAtram lakzaNa tvena ucyate /
   kintu deśataḥ kālato guṇāditaśca /	kintu deSataH kAlataH guNAditaH ca /
   tādṛśaṃ ca brahmaiveti na doṣaḥ /	tAdRSam ca brahma eva iti na dozaH /
   yathoktam"deśataḥ kālataścaiva guṇataśca tridhā tatiḥ /	yaTA uktam "deSataH kAlataH ca eva guNataH ca triDA tatiH /
   sā samastā harereva na hyanye pūrṇasadguṇāḥ'; iti /	sA samastAH hareH eva na hi anye pUrNa sat guNAH a; iti /
   pakṣāntaramanvācinoti  sadeti //	pakza antaram anvAcinoti sadA iti //
   pūrveṇaiva sambandhaḥ /	pUrveNa eva sambanDaH /
   tathāca kālakṣaṇeṣu deśato 'nanteṣvapi nātivyāptiriti /	taTA ca kAlakzaNezu deSataH anantezu api na ativyAptiH iti /
   *7,382f.*	*7,382f.*
   paramāṇāvapi parimāṇāpakarṣatāratamyaviśrāntirnāstītyuktam /	paramANO= api parimANa apakarza tAratamya viSrAntiH na asti iti uktam /
   tadasat /	tat asat /
   parimāṇasya dravyāśrayatvāt /	parimANasya dravya ASraya tvAt /
   paramāṇuto 'pyapakṛṣṭaparimāṇāśrayasya dravyasyābhāvāt /	paramANutaH api apakRzwa parimANa ASrayasya dravyasya aBAvAt /
   maivam /	mA evam /
   paramāṇubhāgānāṃ sattvāt /	paramANu BAgAnAm sattvAt /
   naca teṣu viśrāntiḥ /	na ca tezu viSrAntiH /
   teṣāmapi (bhāgasattvāt) sabhāgatvāt /	tezAm api (BAga sattvAt) sa BAga tvAt /
   aviśrāntabhāgaparamparā kutaḥ siddhetyataḥ sākṣiṇeti vaktuṃ sākṣī nāma	aviSrAnta BAga paramparA kutas sidDa iti atas sAkziNA iti vaktum sAkzI nAma
   pramāṇameva nāstīti vadato bādhakaṃ tāvadāha  yadīti //	pramANam eva na asti iti vadataH bADakam tAvat Aha yadi iti //
   yadi sākṣī svayambhāto na mānaṃ kena gamyate /	yadi sAkzI svayamBAtaH na mAnam kena gamyate /
   akṣajādeśca mānatvam ... // MAnuv_2,2.80a c //	akza ja AdeH ca mAna tvam ... // Ma anuv_2,2.80a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sākṣī nāma mānaṃ yadi neṣyate tadākṣajāderjñānasya mānatvam /	sAkzI nAma mAnam yadi na izyate tadA akzaja AdeH jQAnasya mAna tvam /
   caśabdādbahiḥ kālākāśādikamantaḥsukhādikaṃ ca kena pramāṇena gamyate /	caSabdAt bahis kAla AkASa Adikam antar suKa Adikam ca kena pramANena gamyate /
   na kenāpi /	na kena api /
   tadgrāhakasya pramāṇāntarasya abhāvāt /	tad grAhakasya pramANa antarasya aBAvAt /
   naca tanmā bhūditi vācyam /	na ca tat mA BUt iti vAcyam /
   tadvayavahāravilayaprasaṅgāditi /	tadvayava hAra vilaya prasaFgAt iti /
   nanvastu sākṣiṇamanaṅgīkurvāṇasyedaṃ bādhakam /	nanu astu sAkziNam anaFgIkurvANasya idam bADakam /
   sādhakaṃ (tu) kimityata āha  svayambhāta iti //	sADakam (tu) kim iti atas Aha svayamBAtaH iti //
   yastu svayaṃ prakāśamāne 'pi sākṣiṇi vipratipadyate so 'kṣajādermānatvaṃ	yaH tu svayam prakASamAne api sAkziNi vipratipadyate saH akzaja AdeH mAnatvam
   sapramāṇakaṃ vastutvādghaṭavaditi prasaṅgasūcitenānumānena bodhanīyaḥ /	sa pramANakam vastu tvAt Gawa vat iti prasaFga sUcitena anumAnena boDanIyaH /
   prasaktapratiṣedhaśca vakṣyamāṇanyāyena bhaviṣyati /	prasakta pratizeDaH ca vakzyamANa nyAyena Bavizyati /
   dhamirgrāhakapramāṇenaiva siddherna tatprāmāṇye pṛthak pramāṇaṃ vaktavyam	DamiH grAhaka pramANena eva sidDeH na tad prAmANye pRTak pramANam vaktavyam
   ata eva mānamityuktam /	atas eva mAnam iti uktam /
   na sākṣiṇo 'nabhyupagame 'pyakṣajādijñānaprāmāṇyamaprāmāṇikaṃ prasajyate /	na sAkziNaH anaByupagame api akzaja Adi jQAna prAmANyam aprAmANikam prasajyate /
   pravṛttisāmarthyena tajjātīyatvena vānumānena tatsiddherityata āha 	pravRtti sAmarTyena tad jAtIya tvena vA anumAnena tad sidDeH iti atas Aha 
   anavastheti //	anavasTA iti //
   ... anavasthāthavā bhavet // MAnuv_2,2.80d //	... anavasTA aTavA Bavet // MA anuv_2,2.80d //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   anyathā sākṣītarapramāṇavedyatvāṅgīkāre /	anyaTA sAkzItara pramANa vedya tva aFgIkAre /
   tarhi sākṣiprāmāṇyamapyanyena grāhyamityanavasthaiveti cenna /	tarhi sAkzi prAmANyam api anyena grAhyam iti anavasTA eva iti ced na /
   tasya svaprakāśatvāditi /	tasya sva prakASa tvAt iti /
   tadidamuktaṃ svayambhāta iti /	tat idam uktam svayamBAtaH iti /
   kimato yadyevaṃ sākṣī nāma pramāṇamastītyata āha  ata iti //	kim atas yadi evam sAkzI nAma pramANam asti iti atas Aha atas iti //
   ataḥ sarvapadārthānāṃ bhāgāḥ santyeva sarvadā /	atas sarva padArTAnAm BAgAH santi eva sarvadA /
   sarvadikṣvapi sambandhād ... // MAnuv_2,2.81a c //	sarva dikzu api sambanDAt ... // Ma anuv_2,2.81a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sākṣita ityarthaḥ /	sAkzitaH iti arTaH /
   sarvapadārthānāṃ paramāṇostadbhāgānāṃ cetyarthaḥ /	sarva padArTAnAm paramANoH tad BAgAnAm ca iti arTaH /
   santyeva iti siddhamiti śeṣaḥ /	santi eva iti sidDam iti SezaH /
   yadvā sarvapadārthānāmityanenānumānamapi sūcayati /	yat vA sarva padArTAnAm iti anena anumAnam api sUcayati /
   paramāṇuḥ sabhāgaḥ padārthatvādghaṭavat iti /	paramANuH saBAgaH padArTa tvAt Gawa vat iti /
   nacāśrayāsiddhirdharmigrāhakavirodho vā /	naca ASraya asidDiH Darmi grAhaka viroDaH vA /
   sākṣiṇā paramāṇusiddheruktatvāt /	sAkziNA paramANu sidDeH ukta tvAt /
   tena ca sabhāgatayaiva siddheḥ /	tena ca saBAga tayA eva sidDeH /
   na caivamanumānavaiyarthyam /	na ca evam anumAna vEyarTyam /
   pramāṇasamplavāṅgīkārāt /	pramANa samplava aFgIkArAt /
   sabhāgatvamātre vipratipannaṃ prati sārthakyācca /	saBAga tva mAtre vipratipannam prati sArTakyAt ca /
   anumānāntaramāha  sarvadeti //	anumAna antaram Aha sarvadA iti //
   yugapadityarthaḥ /	yugapad iti arTaH /
   sarvadikṣu sthitairdravyaiḥ sambandhātsaṃyogādapi bhāgāḥ santītyavagamyate	sarva dikzu sTitEH dravyEH sambanDAt saMyogAt api BAgAH santi iti avagamyate
   yadyapi sabhāgatvamātrasādhane saṃyogitvamātraṃ prayojakam /	yadi api saBAga tva mAtra sADane saMyogi tva mAtram prayojakam /
   gaganādīnāmapi bhāgāṅgīkāreṇa vyabhicārābhavāt /	gagana AdInAm api BAgAFgIkAreNa vyaBicAra aBavAt /
   tathāpi bahubhāgasādhanāya viśeṣaṇopādānam /	taTA api bahu BAga sADanAya viSezaNa upAdAnam /
   tathāhi /	taTA hi /
   paramāṇurdaśabhāgavānyugapaddaśamūrtasaṃyogitvāt (pa)ghaṭavaditi /	paramANuH daSa BAgavAn yugapad daSa mUrta saMyogi tvAt (pa)Gawa vat iti /
   nanu dravyatvenaivālaṃ kiṃ saṃyogitvena /	nanu dravya tvena eva alam kim saMyogi tvena /
   (hetūcchittirūpa) vipakṣe bādhakasūcanārthamiti brūmaḥ /	(hetu ucCitti rUpa) vipakze bADaka sUcana arTam iti brUmaH /
   tathāhi /	taTA hi /
   asti tāvatparamāṇoḥ paramāṇvantarasaṃyogaḥ /	asti tAvat paramANoH paramANu antara saMyogaH /
   anyathā dvayaṇukādyārambhānupapatteḥ /	anyaTA dvayaNuka Adi AramBa anupapatteH /
   na caikenaiveti niyamaḥ /	na ca ekena eva iti niyamaH /
   kāraṇākāraṇasaṃyogajasaṃyogaprakriyāyāmekaikasya paramāṇoḥ	kAraNa akAraNa saMyoga ja saMyoga prakriyAyAm ekEkasya paramANoH
   sajātīyavijātīyaparamāṇudvayena yugapatsaṃyogasyorarīkṛtatvāt /	sajAtIya vijAtIya paramANu dvayena yugapad saMyogasya UrarIkRta tvAt /
   pāṣāṇādimadhyavartinaḥ paramāṇoḥ parito 'sthitaiḥ paramāṇubhiḥ	pAzANa Adi maDya vartinaH paramANoH paritas asTitEH paramANuBiH
   saṃyogābhāvādyanupapatteśca /	saMyoga aBAva Adi anupapatteH ca /
   naca mūrtānāṃ yugapadekadeśāvasthānaṃ sambhavati /	na ca mUrtAnAm yugapad eka deSa avasTAnam samBavati /
   pradeśavartinaśca saṃyogāḥ /	pradeSa vartinaH ca saMyogAH /
   sākṣisiddhatvāt /	sAkzi sidDa tvAt /
   ghaṭādau taddarśanena ca paramāṇau(ṇāvapya0tadanumānācca /	Gawa AdO tad darSanena ca paramANO(NO= apya0tad anu mAnAt ca /
   tathāca yadi paramāṇuranekāṃśo na syāt, tadā yugapadanekairna saṃyujyateti	taTA ca yadi paramANuH aneka aMSaH na syAt, tadA yugapad anekEH na saMyujyata iti
   nanu saṃyogasya pradeśavṛttitvaṃ nāma svātyantābhāvasamānadeśatvameva /	nanu saMyogasya pradeSa vRtti tvam nAma svAtyanta aBAva samAna deSa tvam eva /
   natu ghaṭasaṃyogo ghaṭāvayave vartata iti /	na tu Gawa saMyogaH Gawa avayave vartate iti /
   tatkathaṃ bhāgābhāve saṃyogānupapattiriti /	tat kaTam BAga aBAve saMyoga anupapattiH iti /
   maivam /	mA evam /
   pratyakṣādisiddhasya avayavṛttitvasya	pratyakza Adi sidDasya avaya vRtti tvasya
   parityāgenāprāmāṇikavyāhatāṅgīkārasyānucitatvāt /	parityAgena aprAmANika vyAhata aFgIkArasya anucita tvAt /
   vakṣyate caitat /	vakzyate ca etat /
   nanu paramāṇuḥ sāvayava iti svavyāghātasya mukhyamudāharaṇam /	nanu paramANuH sa avayavaH iti sva vyAGAtasya muKyam udAharaNam /
   yo hi sarvataḥ apakṛṣṭo yataḥ paramāṇurnāsti taṃ paramāṇumācate /	yaH hi sarvatas apakRzwaH yatas paramANuH na asti tam paramANum Acate /
   tasya sāvayavatve 'vayavino	tasya sAvayava tve avayavinaH 
   'vayavānāmapakṛṣṭaparimāṇatvāvaśyambhāvātkathaṃ na vyāhatirityata āha 	avayavAnAm apakRzwa parimANa tva avaSyam BAvAt kaTam na vyAhatiH iti atas Aha 
   avibhāga iti //	aviBAgaH iti //
   ... avibhāgaḥ parāṇutā // MAnuv_2,2.81d //	... aviBAgaH parANu tA // MA anuv_2,2.81d //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   syādayaṃ virodho yadīdaṃ paramāṇupadapravṛttinimittaṃ syāt /	syAt ayam viroDaH yadi idam paramANupada pravRtti nimittam syAt /
   nacaivam /	naca evam /
   sāvayavatayā sākṣisiddhe tadasambhavāt /	sa avayava tayA sAkzi sidDe tad asamBavAt /
   kintu avibhāgaḥ parāṇutā paramāṇuśabdapravṛttinimittam /	kintu aviBAgaH parANu tA paramANu Sabda pravRtti nimittam /
   tathāca kuto vyāghāta iti /	taTA ca kutas vyAGAtaH iti /
   nanvavibhāga iti kathamidaṃ vijñāyate /	nanu aviBAgaH iti kaTam idam vijQAyate /
   sarvathā vibhāgalakṣaṇaguṇābhāva iti cenna /	sarvaTA viBAga lakzaNa guNa aBAvaH iti ced na /
   guṇāderapi paramāṇutvaprasaṅgāt /	guNa AdeH api parama aNu tva prasaFgAt /
   dravyatve satīti viśeṣaṇādadoṣa iti cenna /	dravya tve satI iti viSezaNAt adozaH iti ced na /
   asambhavāt /	asamBavAt /
   yatkiñcidvibhāgābhāvābhiprāye merumandarayorapyaṇutvaprasaṅgāt /	yat kiQcid viBAga aBAva aBiprAye meru mandarayoH api aNu tva prasaFgAt /
   avayavavibhāgābhāvo 'bhimata iti cenna /	avayava viBAga aBAvaH aBimataH iti ced na /
   maivam /	mA evam /
   yasya vibhinnāvayaveṣu satsvapi teṣāṃ vibhāgo na kadāpi bhavitumarhati sa	yasya viBinna avayavezu satsu api tezAm viBAgaH na kadApi Bavitum arhati sa
   paramāṇuriti vyākhyānāt /	paramANuH iti vyAKyAnAt /
   etenāvayavaparamparāvi(śrāntyabhā)śramābhāve 'navasthetyapi parāstam /	etena avayava paramparA vi(SrAnti aBA) Srama aBAve anavasTA iti api parAH tam /
   mūlakṣayābhāvasya sūcitatvāt /	mUla kzaya aBAvasya sUcita tvAt /
   yadvā vibhidyate vibhajyate iti vibhāgaḥ /	yat vA viBidyate viBajyate iti viBAgaH /
   tadabhāvaḥ paramāṇuteti /	tad aBAvaH paramANu tA iti /
   yataḥ svāvayavaṃ vinā svatantramanavayavarūpamapakṛṣṭaparimāṇaṃ	yatas sva avayavam vinA svatantram anavayava rUpam apakRzwa parimANam
   (vastu)nāsti sa paramāṇuriti yāvat /	(vastu)na asti sa paramANuH iti yAvat /
   nanvevamavayavaparamparāviśrāntyabhāve	nanu evam avayava paramparA viSrAnti aBAve
   'nantāvayavārabdhatvāviśeṣātsarṣapamahīdharayoḥ parimāṇāviśeṣaḥ syāt /	ananta avayava ArabDa tva aviSezAt sarzapa mahIDarayoH parimANa aviSezaH syAt /
   naca kāraṇasaṅkhayāviśeṣe 'pi tatparimāṇapracayaviśeṣātsarṣapamahīdharayoḥ	na ca kAraNa saFKayA viSeze api tad parimANa pracaya viSezAt sarzapa mahIDarayoH
   parimāṇaviśeṣa iti vācyam /	parimANa viSezaH iti vAcyam /
   avayavānantyasāmye tayorapyanupapatteriti /	avayava Anantya sAmye tayoH api anupapatteH iti /
   ucyate /	ucyate /
   kimayaṃ prasaṅgaḥ, utānumānam /	kim ayam prasaFgaH, uta anumAnam /
   ādye hyayamarthaḥ /	Adye hi ayam arTaH /
   yadi sarṣapamahīdharāvaviśrāntāvayavaparasparau syātāṃ tadā	yadi sarzapa mahIDarO= aviSrAnta avayava parasparO syAtAm tadA
   anantāvayavārabdhau prasajyeyātāt /	ananta avayava ArabDO prasajya iyAtAt /
   tathāca samaparimāṇau bhavetāmiti /	taTA ca sama parimANO BavetAm iti /
   tatrobhayatrāpi vyāptyabhāvaḥ /	tatra uBayatra api vyApti aBAvaH /
   yadaviśrāntāvayavaparasparaṃ tadanantāvayavārabdham /	yat aviSrAnta avayava parasparam tad anantA avayava ArabDam /
   yaccaivaṃ tattulyaparimāṇamiti /	yat ca evam tad tulya parimANam iti /
   kinnāma bhavatopalabdham /	kinnAma BavatA upalabDam /
   kiñcāvayavaparamparāviśrāntyabhāva te sarve 'pi sambhūyānantāḥ syuḥ /	kiQca avayava paramparA viSrAnti aBAva te sarve api samBUya anantAH syuH /
   saṣarpamahīdharārambhakāṇāmānantyaṃ tu kutaḥ /	sazarpa mahIDara AramBakANAm Anantyam tu kutas /
   ata eva dvitīyaprasaṅgasyāpādakāsiddhiḥ /	atas eva dvitIya prasaFgasya ApAdaka asidDiH /
   etenāvayavaparamparāviśrāntyabhāve samasaṅkhayāvayavārabdhatvaṃ	etena avayava paramparA viSrAnti aBAve sama saFKayA avayava ArabDa tvam
   tataścāvayavaparimāṇādiviśeṣābhāve parimāṇāviśeṣaḥ syāditītyapi parāstam /	tatas ca avayava parimANa Adi viSeza aBAve parimANa aviSezaH syAt iti iti api parAH tam /
   vyāptyasiddheḥ /	vyApti asidDeH /
   samasaṅkhayāvayavārabdhatvāsiddheśca /	sama saFKayA avayava ArabDa tva asidDeH ca /
   dvitīye tvidamuktaṃ syāt /	dvitIye tu idam uktam syAt /
   sarṣapamahīdharau nānantāvayavārabdhau visadṛśaparimāṇatvāt /	sarzapa mahIDarO na ananta avayava ArabDO visadRSa parimANa tvAt /
   vimatau nāviśrāntāvayavaparamparau anantāvayavānārabdhatvāditi /	vimatO na aviSrAnta avayava paramparO ananta avayavAn ArabDa tvAt iti /
   ādye siddhasādhanam /	Adye sidDa sADanam /
   nahi	na hi
   sarṣapāderavayavaparamparāviśrāntyabhāvādinānantāvayavārabdhatvamaṅgīkṛtam	sarzapa AdeH avayava paramparA viSrAnti aBAva AdinA anantA avayava ArabDa tvam aFgIkRtam
   kintu sambhūtānāmanantatvam /	kintu samBUtAnAm ananta tvam /
   tadabhāvasādhane māṃ prati dṛṣṭāntābhāvaḥ /	tad aBAva sADane mAm prati dRzwAnta aBAvaH /
   guṇādau sādhanābhāvāt /	guNa AdO sADana aBAvAt /
   dvitīyasya tvaprayojakateti /	dvitIyasya tu aprayojaka tA iti /
   syādetat /	syAt etat /
   sarṣapāvayavaparamparāyā niravadhikatve mūrtānāṃ samānadeśatvānupapattau	sarzapa avayava paramparAyAH niravaDika tve mUrtAnAm samAna deSa tva anupapattO
   sarṣapāvayavairjagati vyāpte viśvavyāpī sarṣapaḥ syāditi	sarzapa avayavEH jagati vyApte viSva vyApI sarzapaH syAt iti
   mahīdharasyānavakāśa evetyāpādanārthaṃ iti cenna /	mahIDarasya anavakASaH eva iti ApAdana arTam iti ced na /
   pārthivaparamāṇūnāmanantatve 'pisa mūrtāntarāvakāśadarśanāt /	pArTiva parama aNUnAm ananta tve api sa mUrta antara avakASa darSanAt /
   sarṣapo yāvantaṃ deśamavaṣṭabhya vartamāno dṛśyate tāvatyevānavadhikāyā	sarzapaH yAvantam deSam avazwaBya vartamAnaH dRSyate tAvatI eva anavaDikAyA
   api tadavayavaparamparāyā avasthānācca /	api tad avayava paramparAyAH avasTAnAt ca /
   ata eva hi ākāśādīnāmapyanavadhikamaṃśaparamparāmupetya tatra	atas eva hi AkASa AdInAm api anavaDikam aMSa paramparAm upetya tatra
   parimāṇāpakarṣānantyamupapāditam /	parimANa apakarza Anantyam upapAditam /
   nanu mā bhūtsākṣātsarṣapamahīdharārambhakāṇāṃ samasaṅkhayatvam ,	nanu mA BUt sAkzAt sarzapa mahIDara AramBakANAm sama saFKayatvam ,
   tathāpyavayavaparamparāyā viśrāntyabhāve sambhūtāvayavānāṃ	taTA api avayava paramparAyAH viSrAnti aBAve samBUta avayavAnAm
   samasaṅkhayatvātparimāṇabhedo na syādi(tyucyata iti)ti cenna /	sama saFKaya tvAt parimANa BedaH na syAt i(ti ucyate iti)ti ced na /
   ānantye 'pi tāratamyasambhavāt /	Anantye api tAratamya samBavAt /
   anantā hi pārthivaparamāṇavo 'nantāścāntyaviśeṣāḥ /	anantAH hi pArTiva paramANavaH anantAH ca antya viSezAH /
   naca te samasaṅkhayāḥ /	na ca te sama saFKayAH /
   tathā satyāpyaparamāṇuṣu tadabhāvāpātāt /	taTA satyA api aparamANuzu tad aBAva ApAtAt /
   tathā sarvakalpeṣu saṃsāriṇo 'nantāḥ /	taTA sarva kalpezu saMsAriNaH anantAH /
   tathāpyapavargavaśāttāratamyamupeyameva /	taTA api apavarga vaSAt tAratamyam upeyam eva /
   evamanekamudāharaṇamiti /	evam anekam udAharaNam iti /
   yadetatsūtrakṛtā parimāṇāsamavāyikāraṇaviṣaye dūṣaṇamuktam /	yat etat sUtra kRtA parimANa asamavAyi kAraNa vizaye dUzaNam uktam /
   tadupalakṣaṇamātram /	tad upalakzaNa mAtram /
   anyatrāpyasamavāyikāraṇe svayaṃ	anyatra api asamavAyi kAraNe svayam
   dūṣaṇānyūhanīyānītyāśayavāndravyāsamavāyikāraṇasaṃyogaviṣaye	dUzaNAni UhanIyAni iti ASayavAn dravya asam avAyi kAraNa saMyoga vizaye
   anyathāpratipattiṃ nirākaroti  tatsaṃyogāditi //	anyaTApratipattim nirAkaroti tad saMyogAt iti //
   tatsaṃyogādaniyatāt padārthānāṃ janirbhavet // MAnuv_2,2.82ab //	tad saMyogAt aniyatAt padArTAnAm janiH Bavet // Ma anuv_2,2.82aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   avayavasaṃyogo dravyāsamavāyikāraṇamiti vadanto 'pi vaiśeṣikādayaḥ	avayava saMyogaH dravya asamavAyi kAraNam iti vadantaH api vESezika AdayaH
   paramāṇukāryotpattau dvayoreva sajātīyayoreva paramāṇvoreva	paramANu kArya utpattO dvayoH eva sajAtIyayoH eva paramANvoH eva
   saṃyoga(syāsamavāyikā)sya kāraṇatvamityādyacakṣate /	saMyoga(sya asamavAyikA)sya kAraNa tvam iti Adya cakzate /
   tadaśraddheyam kinnāma teṣāṃ	tat aSradDeyam kinnAma tezAm
   kāraṇānāmaniyatāduktaniyamarahitātsaṃyogātpadārthānāṃ dravyāṇāṃ	kAraNAnAm aniyatAt ukta niyama rahitAt saMyogAt padArTAnAm dravyANAm
   janirbhavet /	janiH Bavet /
   kiñcitkāryaṃ dvayoḥ paramāṇvoḥ saṃyogādupajāyate /	kiQcid kAryam dvayoH paramANvoH saMyogAt upajAyate /
   taddvayaṇukamucyate /	tat dvayaNukam ucyate /
   kadācit trayāṇāṃ tattryaṇukaṃ caturbhiḥ paramāṇubhirārabdhaṃ	kadAcid trayANAm tad tri aNukam caturBiH paramANuBiH ArabDam
   ca(tacca)turuṇukam /	ca(tat ca)turuNukam /
   evamanyadapi /	evam anyat api /
   tathā kiñcitsajātīyayoḥ paramāṇvoḥ saṃyogātkiñcidvijātīyayoḥ /	taTA kiQcid sajAtIyayoH paramANvoH saMyogAt kiQcid vijAtIyayoH /
   evaṃ kiñcitparamāṇvoreva saṃyogātkiñcitparamāṇudvayaṇukayorityādi /	evam kiQcid paramANvoH eva saMyogAt kiQcid paramANu dvayaNukayoH ityAdi /
   evaṃ dvayaṇukakāryotpattaśavapyaniyamo draṣṭavyaḥ /	evam dvayaNuka kArya utpatta Savapya niyamaH drazwavyaH /
   kuta iti cet uktaniyame pramāṇābhāvādityāha  dvayoreveti //	kutas iti ced ukta niyame pramANa aBAva aditi a aha dvayoH eva iti //
   dvayoreva tu saṃyoga iti kenāvasīyate // MAnuv_2,2.82cd //	dvayoH eva tu saMyogaH iti kena avasIyate // MA anuv_2,2.82cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tuśabdo viśeṣārthaḥ /	tuSabdaH viSeza arTaH /
   tena sajātīyayoḥ paramāṇvoriti niyamo labhyate /	tena sajAtIyayoH paramANvoH iti niyamaH laByate /
   saṃyogaḥ ādikāryasyāsamavāyikāraṇamiti śeṣaḥ /	saMyogaH Adi kAryasya asamavAyi kAraNam iti SezaH /
   kena pramāṇenetyākṣepe /	kena pramANena iti Akzepe /
   upalakṣaṇametat /	upalakzaNam etat /
   trayāṇāmeva dvayaṇukānāmityapi draṣṭavyam /	trayANAm eva dvayaNukAnAm iti api drazwavyam /
   nanu sāvayavasyānekasaṃyogaḥ sambhavati /	nanu sAvayavasya aneka saMyogaH samBavati /
   paramāṇustu niravayava iti dvayoreveti niyamasiddhirityuktottaram /	paramANuH tu niravayavaH iti dvayoH eva iti niyama sidDiH iti ukta uttaram /
   niravayavatve dvayorapi saṃyogo na sambhavati /	niravayava tve dvayoH api saMyogaH na samBavati /
   saṃyogasyāṃśavṛttitvāt /	saMyogasya aMSa vRtti tvAt /
   nanu sajātīyasaṃyoga evārambhaka iti niyamo na niṣpramāṇakaḥ /	nanu sajAtIya saMyogaH eva AramBakaH iti niyamaH na nizpramANakaH /
   paramāṇukārye gandhādyutpattereva tatra pramāṇatvāt /	paramANu kArye ganDa Adi utpatteH eva tatra pramANa tvAt /
   tathā hi /	taTA hi /
   pārthivāpyaparamāṇubhyāṃ yadyekaṃ kāryamutpadyate tadā	pArTiva apya paramANuByAm yadi ekam kAryam utpadyate tadA
   tadagandhamasnehamāpadyeta /	tad aganDam asneham Apadyeta /
   pārthivataijasābhyāmutpannamagandharūpamutpadyeta /	pArTiva tEjasAByAm utpannam aganDa rUpam utpadyeta /
   ekasya gandhāderanārambhakatvāt /	ekasya ganDa AdeH anAramBaka tvAt /
   ato gandhādyutpattyaiva sajātīyasaṃyogasyārambhakatvasiddhirityata āha 	atas ganDa Adi utpattyA eva sajAtIya saMyogasya AramBaka tva sidDiH iti atas Aha 
   kāraṇasyeti //	kAraNasya iti //
   kāraṇasya guṇāstena bhaveyuḥ kāryagā api // MAnuv_2,2.83ab //	kAraNasya guNAH tena BaveyuH kArya gAH api // Ma anuv_2,2.83aB //
