   YRps, Adhyāya 1	YRps, ADyAyaH 1
   <rasaka:: sattva:: pātana>	<rasaka:: sattva:: pAtana>
   śilā haridrā triphalā gṛhadhūmaiḥ sasaiṃdhavaiḥ /	SilA haridrA triPalA gRhaDUmEH sa-sEMDavEH /
   bhallātakaiṣṭaṃkaṇaiśca kṣārairamlaiśca vartitam // YRps_5.124 //	BallAtakEH-waMkaNEH-ca kzArEH-amlEH-ca vartitam // YRpH-_5.124 //
   pādāṃśasaṃyutairmūṣāṃ vṛṃtākaphalasannibhām /	pAda-aMSa-saMyutEH-mUzAm vRMtAka-Pala-sanniBAm /
   nirudhya śoṣayitvātha mūṣāṃ mūṣopari nyaset // YRps_5.125 //	niruDya SozayitvA-aTa mUzAm mUzA-upari nyaset // YRpH-_5.125 //
   pradhmāte kharpare jvālā sitā nīlā bhavedyadā /	praDmAte Karpare jvAlA sitA nIlA Bavet-yadA /
   lohasaṃdaṃśake kṛtvā dhṛtvā mūṣāmadhomukhīm // YRps_5.126 //	loha-saMdaMSake kRtvA DRtvA mUzAm-aDomuKIm // YRpH-_5.126 //
   bhūmyām āḍhālayet sattvaṃ yathā nālaṃ na bhajyate /	BUmyAm AXAlayet sattvam yaTA na-alam na Bajyate /
   tadā sīsopamaṃ satvaṃ patatyeva na saṃśayaḥ // YRps_5.127 //	tadA sIsa-upamam satvam patati-eva na saMSayaH // YRpH-_5.127 //
   anenaiva prakāreṇa trivāraṃ hi kṛte sati /	anena-eva prakAreNa tri-vAram hi kRte sati /
   viniḥsaretsarvasatvaṃ satyaṃ hi guruṇoditam // YRps_5.128 //	viniHsaret-sarva-satvam satyam hi guruNA-uditam // YRpH-_5.128 //
   <rasaka:: sattva:: māraṇa>	<rasaka:: sattva:: mAraNa>
   tālakena samāyuktaṃ satvaṃ nikṣipya kharpare /	tAlakena samAyuktam satvam nikzipya Karpare /
   gharṣayellohadaṇḍena mriyate ca na saṃśayaḥ // YRps_5.129 //	Garzayet-loha-daNxena mriyate ca na saMSayaH // YRpH-_5.129 //
   <rasaka:: sattva:: mṛta:: medic. use>	<rasaka:: sattva:: mRta:: medic. use>
   mṛtaṃ satvaṃ mṛtaṃ kāṃtaṃ samāṃśenāpi yojitam /	mRtam satvam mRtam kAMtam sama-aMSena-api yojitam /
   māṣamātramidaṃ cūrṇaṃ varākvāthena saṃyutam // YRps_5.130 //	mAza-mAtram-idam cUrNam varA-kvATena saMyutam // YRpH-_5.130 //
   lohapātrasthitaṃ rātrau tilajaprativāpakam /	loha-pAtra-sTitam rAtrO tila-ja-prativApakam /
   nihanti madhumehaṃ ca kṣayaṃ pāṇḍuṃ tathānilam // YRps_5.131 //	nihanti maDumeham ca kzayam pANxum taTA-anilam // YRpH-_5.131 //
   yonirogāṃśca nārīṇāṃ jvarāṃśca viṣamānapi /	yoni-rogAn=-ca nArINAm jvarAn=-ca vizamAn-api /
   strīrogānhanti sarvāṃśca śvāsakāsapurogamān // YRps_5.132 //	strI-rogAn-hanti sarvAn=-ca SvAsa-kAsa-purogamAn // YRpH-_5.132 //
   YRps, Adhyāya 6	YRps, ADyAyaH 6
   <uparasāḥ>	<uparasAH>
   tālakaṃ tuvarī gaṃdhaṃ kaṃkuṣṭhaṃ kunaṭī tathā /	tAlakam tuvarI gaMDam kaMkuzWam kunawI taTA /
   sauvīraṃ gairikaṃ caivam aṣṭamaṃ khecarāhvayam // YRps_6.1 //	sOvIram gErikam ca-evam azwamam KecarAhvayam // YRpH-_6.1 //
   <haritāla:: subtypes>	<haritAla:: subti-pes>
   tālakaṃ dvividhaṃ proktaṃ dalākhyaṃ cāśmasaṃjñitam /	tAlakam dviviDam proktam dala-AKyam ca-aSma-saMjQitam /
   <pattratālaka:: phys. properties>	<pattra-tAlaka:: Pys. properties>
   sūkṣmapatraṃ hemavarṇaṃ guru snigdhaṃ ca bhāsuram // YRps_6.2 //	sUkzma-patram hema-varNam guru snigDam ca BAsuram // YRpH-_6.2 //
   dalākhyaṃ tālakaṃ tacca bahusatvaṃ rasāyanam /	dala-AKyam tAlakam tat-ca bahu-satvam rasAyanam /
   <aśmatālaka:: phys. properties>	<aSmatAlaka:: Pys. properties>
   niṣpatraṃ cāśmasadṛśaṃ kiṃcitsatvaṃ tathāguru // YRps_6.3 //	nizpatram ca-aSma-sadRSam kiMcid-satvam taTA-aguru // YRpH-_6.3 //
   nārīṇāṃ puṣpahṛt tattu kupathyaṃ cāśmatālakam /	nArINAm puzpa-hRt tat-tu kupaTyam ca-aSmatAlakam /
   <haritāla:: śodhana>	<haritAla:: SoDana>
   kuṣmāṇḍatoyasaṃsvinnaṃ tataḥ kṣārajalena vā /	kuzmANxa-toya-saMsvinnam tatas kzAra-jalena vA /
   cūrṇatoyena vā svinnaṃ dolāyaṃtreṇa śudhyati // YRps_6.4 //	cUrNa-toyena vA svinnam dolAyaMtreNa SuDyati // YRpH-_6.4 //
   <haritāla:: sattva:: pātana>	<haritAla:: sattva:: pAtana>
   kulatthakvāthasaubhāgya- māhiṣājyamadhuplutam /	kulatTa-kvATa-sOBAgya mAhiza-Ajya-maDu-plutam /
   khalve kṣiptvā ca tattālaṃ mardayedekavāsaram // YRps_6.5 //	Kalve kziptvA ca tat-tAlam mardayet-eka-vAsaram // YRpH-_6.5 //
   nistuṣīkṛtya cairaṇḍa- bījānyeva tu mardayet /	nistuzIkRtya ca-eraNxa bIjAni-eva tu mardayet /
   palāṣṭamānaṃ tālasya cāṣṭamāṃśaṃ tu kārayet // YRps_6.6 //	pala-azwa-mAnam tAlasya ca-azwama-aMSam tu kArayet // YRpH-_6.6 //
   bījānyeraṇḍajānyeva kṣiptvā caikatra mardayet /	bIjAni-eraNxa-jAni-eva kziptvA ca-ekatra mardayet /
   yavābhā guṭikā kāryā śuṣkā kupyāṃ nidhāya ca // YRps_6.7 //	yava-ABA guwikA kAryA SuzkA kupyAm niDAya ca // YRpH-_6.7 //
   vālukāyaṃtramadhye tu vahniṃ dvādaśayāmakam /	vAlukAyaMtra-maDye tu vahnim dvAdaSa-yAmakam /
   svāṃgaśītaṃ samuttārya ūrdhvagaṃ satvamāharet // YRps_6.8 //	svAMgaSItam samuttArya UrDva-gam satvam-Aharet // YRpH-_6.8 //
   pāṣāṇadhātusattvānāṃ prakārāḥ santyanekaśaḥ /	pAzANa-DAtu-sattvAnAm prakArAH santi-anekaSas /
   yāni kāryakarāṇyeva satvāni kathitāni vai // YRps_6.9 //	yAni kArya-karANi-eva satvAni kaTitAni vE // YRpH-_6.9 //
   <haritāla:: medic. properties>	<haritAla:: medic. properties>
   vātaśleṣmaharaṃ rakta- bhūtanut puṣpahṛt striyāḥ /	vAta-Slezma-haram rakta BUta-nud puzpa-hRt striyAH /
   susnigdhamuṣṇakaṭukaṃ dīpanaṃ kuṣṭhahāri tat // YRps_6.10 //	su-snigDam-uzNa-kawukam dIpanam kuzWa-hAri tat // YRpH-_6.10 //
   <saurāṣṭrī:: origin>	<sOrAzwrI:: origin>
   saurāṣṭradeśe saṃjātā khanijā tuvarī matā /	sOrAzwra-deSe saMjAtA KanijA tuvarI matA /
   <saurāṣṭrī:: colors fabric>	<sOrAzwrI:: colorH fabric>
   yā lepitā śvetavastre raṅgabandhakarī hi sā // YRps_6.11 //	yA lepitA Sveta-vastre raFga-banDa-karI hi sA // YRpH-_6.11 //
   <saurāṣṭrī:: subtypes>	<sOrAzwrI:: subti-pes>
   phullikā khaṭikā tadvat dviprakārā praśasyate /	PullikA KawikA tadvat dvi-prakArA praSasyate /
   kiṃcitpītā ca susnigdhā garadoṣavināśinī // YRps_6.12 //	kiMcid-pItA ca su-snigDA gara-doza-vinASinI // YRpH-_6.12 //
   śvetavarṇāparā sāmlā phullikā lohamāraṇī /	Sveta-varNA-aparA sA-amlA PullikA loha-mAraNI /
   <saurāṣṭrī:: medic. properties>	<sOrAzwrI:: medic. properties>
   kaṣāyā madhurā kāṃkṣī kaṭukā viṣanāśinī // YRps_6.13 //	kazAyA maDurA kAMkzI kawukA viza-nASinI // YRpH-_6.13 //
   vraṇaghnī kaphahā caiva netravyādhitridoṣahā /	vraNa-GnI kaPa-hA ca-eva netra-vyADi-tridoza-hA /
   kuṣṭharogaharā sā tu pārade bījadhāriṇī // YRps_6.14 //	kuzWa-roga-harA sA tu pArade bIja-DAriNI // YRpH-_6.14 //
   <saurāṣṭrī:: śodhana>	<sOrAzwrI:: SoDana>
   dhānyāmle tuvarī kṣiptā śudhyati tridinena vai /	DAnyAmle tuvarI kziptA SuDyati tri-dinena vE /
   <saurāṣṭrī:: sattva:: pātana>	<sOrAzwrI:: sattva:: pAtana>
   kṣārairamlaiśca mṛditā dhmātā satvaṃ vimuñcati /	kzArEH-amlEH-ca mRditA DmAtA satvam vimuQcati /
   <saurāṣṭrī:: sattva:: medic. use>	<sOrAzwrI:: sattva:: medic. use>
   tatsatvaṃ dhātuvādārthe auṣadhe nopapadyate // YRps_6.15 //	tad-satvam DAtuvAda-arTe OzaDe na-upapadyate // YRpH-_6.15 //
   <manaḥśilā:: subtypes>	<manaHSilA:: subti-pes>
   manaḥśilā triprakārā śyāmā raktā ca khaṇḍikā /	manaHSilA tri-prakArA SyAmA raktA ca KaNxikA /
   <śyāmā>	<SyAmA>
   śyāmā raktā miśravarṇā bhārāḍhyā śyāmikā bhavet // YRps_6.16 //	SyAmA raktA miSra-varNA BAra-AXyA SyAmikA Bavet // YRpH-_6.16 //
   <kaṇavīrakā>	<kaNavIrakA>
   kaṇavīrā suraktāṅgī tāmrābhā saiva śasyate /	kaNavIrA su-rakta-aFgI tAmra-ABA sA-eva Sasyate /
   <khaṇḍikā>	<KaNxikA>
   cūrṇitā yāti raktāṅgī guruḥ snigdhā ca khaṇḍikā // YRps_6.17 //	cUrNitA yAti raktAFgI guruH snigDA ca KaNxikA // YRpH-_6.17 //
   sarvāḥ kunaṭyaḥ kathitāḥ pūrvaṃ pūrvaṃ guṇottarāḥ /	sarvAH kunawyaH kaTitAH pUrvam pUrvam guNa-uttarAH /
   <manaḥśilā:: śodhana>	<manaHSilA:: SoDana>
   munipatrarasenāpi śṛṅgaverarasena vā // YRps_6.18 //	muni-patra-rasena-api SRFgavera-rasena vA // YRpH-_6.18 //
   bhāvitā saptavāreṇa viśudhyati na saṃśayaḥ /	BAvitA sapta-vAreNa viSuDyati na saMSayaH /
   <manaḥśilā:: sattva:: pātana>	<manaHSilA:: sattva:: pAtana>
   sarpiṣā ca guḍenātha kiṭṭaguggulunātha vā // YRps_6.19 //	sarpizA ca guxena-aTa kiwwa-guggulunA-aTa vA // YRpH-_6.19 //
   dhmātā tu koṣṭhikāyantre muñcet sattvaṃ na saṃśayaḥ // YRps_6.20 //	DmAtA tu kozWikAyantre muQcet sattvam na saMSayaH // YRpH-_6.20 //
   <manaḥśilā:: śuddha:: medic. properties>	<manaHSilA:: SudDa:: medic. properties>
   rasāyanavarā sarvā vātaśleṣmavināśinī /	rasAyana-varA sarvA vAta-Slezma-vinASinI /
   satvādhikā viṣaghnī ca bhūtakaṇḍūkṣayāpahā /	satva-aDikA viza-GnI ca BUta-kaNxU-kzaya-apahA /
   agnimāṃdyaṃ praśamayet koṣṭharoganibarhiṇī // YRps_6.21 //	agni-mAMdyam praSamayet kozWa-roga-nibarhiNI // YRpH-_6.21 //
   <añjana:: subtypes>	<aQjana:: subti-pes>
   sauvīraṃ ca rasāṃjanaṃ nigaditaṃ srotoṃjanaṃ caiva hi tadvat	sOvIram ca rasAMjanam nigaditam srotoMjanam ca-eva hi tadvat-
   puṣpamathāñjanaṃ tadanu cennīlāṃjanaṃ kathyate /	puzpam-aTa-aQjanam tadanu ced-nIlAMjanam kaTyate /
   pañcānāmapi nāmavarṇaguṇavadrūpāṇi samyagvidhau kathyante'tra mayāpi	paQcAnAm-api nAma-varNa-guNavat-rUpANi samyak-viDO kaTyante-atra mayA-api
   śodhanam idaṃ satvaṃ mṛtiścocyate // YRps_6.22 //	SoDanam idam satvam mRtiH-ca-ucyate // YRpH-_6.22 //
   <sauvīra>	<sOvIra>
   sauvīrākhyaṃ cāṃjanaṃ dhūmavarṇaṃ pittāsraghnaṃ chardihidhmāvraṇaghnam /	sOvIra-AKyam ca-aMjanam DUma-varNam pittAsra-Gnam Cardi-hiDmA-vraNa-Gnam /
   netravyādhau śodhane ropaṇe ca śreṣṭhaṃ proktaṃ karṇarogapraśāṃtyai //	netra-vyADO SoDane ropaNe ca SrezWam proktam karNa-roga-praSAMtyE //
   YRps_6.23 //	YRpH-_6.23 //
   <rasāñjana>	<rasAQjana>
   pītābhaṃ viṣaraktadoṣaśamanaṃ saśvāsahidhmāpahaṃ varṇyaṃ vātavināśanaṃ	pIta-ABam viza-rakta-doza-Samanam sa-SvAsa-hiDmA-apaham varNyam vAta-vinASanam
   kṛmiharaṃ dārvyudbhavaṃ śobhanam /	kRmi-haram dArvI-udBavam SoBanam /
   <srotoñjana>	<srotoQjana>
   snigdhaṃ svādu kaṣāyakaṃ viṣavamīpittāsranullekhanaṃ netryaṃ	snigDam svAdu kazAyakam viza-vamI-pitta-asra-nud-leKanam netryam
   hidhmarujāpahaṃ nigaditaṃ srotoṃjanaṃ sarvadā // YRps_6.24 //	hiDma-rujA-apaham nigaditam srotoMjanam sarvadA // YRpH-_6.24 //
   <puṣpāñjana>	<puzpAQjana>
   sitaṃ snigdhaṃ himaṃ caiva netrarogaviṣāpaham /	sitam snigDam himam ca-eva netra-roga-viza-apaham /
   jvaraghnam atihidhmāghnaṃ puṣpāṃjanamihoditam // YRps_6.25 //	jvara-Gnam ati-hiDmA-Gnam puzpa-aMjanam-iha-uditam // YRpH-_6.25 //
   <nīlāñjana>	<nIlAQjana>
   rasāyanaṃ suvarṇaghnaṃ guru snigdhaṃ tridoṣahā /	rasAyanam suvarNa-Gnam guru snigDam tridoza-hA /
   nīlāṃjanaṃ ca kathitaṃ lohamārdavakārakam // YRps_6.26 //	nIlAMjanam ca kaTitam loha-mArdava-kArakam // YRpH-_6.26 //
   <añjana:: śodhana>	<aQjana:: SoDana>
   bhṛṃgarājarasenaiva sarvāṇyevāṃjanāni hi /	BRMgarAja-rasena-eva sarvANi-eva-aMjanAni hi /
   viśudhyantīha satataṃ satyaṃ guruvaco yathā /	viSuDyanti-iha satatam satyam guru-vacaH yaTA /
   <añjana:: sattva:: pātana>	<aQjana:: sattva:: pAtana>
   śilāyāḥ satvavat sattvam añjanānāṃ ca pātayet // YRps_6.27 //	SilAyAH satva-vat sattvam aQjanAnAm ca pAtayet // YRpH-_6.27 //
   <sulfur:: subtypes:: colour>	<sulfuH-:: subti-pes:: ca-ulouH->
   gaṃdhakasya caturbhedā lakṣitāḥ pūrvasūribhiḥ /	gaMDakasya catur-BedAH lakzitAH pUrva-sUriBiH /
   śvetaḥ pītastathā raktaḥ kṛṣṇaśceti caturvidhaḥ // YRps_6.28 //	SvetaH pItaH-taTA raktaH kRzNaH-ca-iti caturviDaH // YRpH-_6.28 //
   <sulfur:: white>	<sulfuH-:: white>
   śvetastu khaṭikākāro lepanāllohamāraṇam /	SvetaH-tu KawikA-AkAraH lepanAt-loha-mAraNam /
   jāyate nātra saṃdeho hy anubhūtaṃ mayā khalu // YRps_6.29 //	jAyate na-atra saMdehaH hi anuBUtam mayA Kalu // YRpH-_6.29 //
   <sulfur:: yellow>	<sulfuH-:: yet-low>
   pītavarṇo bhavedyastu sa cokto'malasārakaḥ /	pIta-varNaH Bavet-yaH-tu sa ca-uktaH-amalasArakaH /
   rase rasāyane śreṣṭhaḥ śukapicchaḥ sa kathyate // YRps_6.30 //	rase rasAyane SrezWaH SukapicCaH sa kaTyate // YRpH-_6.30 //
   <sulfur:: red>	<sulfuH-:: red>
   lākṣārasanibho raktaḥ śukatuṇḍaḥ sa kathyate /	lAkzA-rasa-niBaH raktaH SukatuNxaH sa kaTyate /
   dhātūnāṃ raṃjanaṃ kuryād rasabandhaṃ karotyalam // YRps_6.31 //	DAtUnAm raMjanam kuryAt rasa-banDam karoti-alam // YRpH-_6.31 //
   <sulfur:: black>	<sulfuH-:: black>
   yaḥ kṛṣṇavarṇaḥ sa tu durlabho'sti nāśaṃ karotīha jarāpamṛtyoḥ /	yaH kRzNa-varNaH sa tu durlaBaH-asti nASam karoti-iha jarA-apamRtyoH /
   saṃsevanādvajrasamaṃ śarīraṃ bhavetsukāntaṃ hi nirāmayaṃ ca // YRps_6.32	saMsevanAt-vajra-samam SarIram Bavet-sukAntam hi nirAmayam ca // YRpH-_6.32
   <sulfur:: śodhana>	<sulfuH-:: SoDana>
   ghaṭīmadhye payaḥ kṣiptvā mukhe vastraṃ prabandhayet /	GawI-maDye payaH kziptvA muKe vastram prabanDayet /
   vastropari baleścūrṇaṃ mukhaṃ ruddhvā śarāvataḥ // YRps_6.33 //	vastra-upari baleH-cUrNam muKam rudDvA SarAvataH // YRpH-_6.33 //
   bhūmau nidhāya tatpātraṃ puṭaṃ dadyātprayatnataḥ /	BUmO niDAya tat-pAtram puwam dadyAt-prayatnataH /
   viṃśatyupalakaiścaiva svāṃgaśītaṃ samuddharet // YRps_6.34 //	viMSati-upalakEH-ca-eva svAMgaSItam samudDaret // YRpH-_6.34 //
   anenaiva prakāreṇa svāṃgaśītaṃ punaḥ punaḥ /	anena-eva prakAreNa svAMgaSItam punar punar /
   evaṃ saṃśodhito gandhaḥ sarvakāryakaro bhavet // YRps_6.35 //	evam saMSoDitaH ganDaH sarva-kArya-karaH Bavet // YRpH-_6.35 //
   <sulfur:: śuddha:: medic. properties>	<sulfuH-:: SudDa:: medic. properties>
   vipāke madhuro gandha- pāṣāṇastu rasāyanaḥ /	vipAke maDuraH ganDa pAzANaH-tu rasAyanaH /
   visarpakaṇḍukuṣṭhasya śamano dīpanastathā // YRps_6.36 //	visarpa-kaNxu-kuzWasya SamanaH dIpanaH-taTA // YRpH-_6.36 //
   āmājīrṇapraśamano viṣahā rasaśoṣaṇaḥ /	Ama-ajIrNa-praSamanaH vizahAH rasa-SozaNaH /
   sūtasya vīryadaḥ sākṣāt pārvatīpuṣpasaṃbhavaḥ // YRps_6.37 //	sUtasya vIrya-daH sAkzAt pArvatI-puzpa-saMBavaH // YRpH-_6.37 //
   kṛmirogaharaḥ samyak sūtaṃ mūrchayati dhruvam /	kRmi-roga-haraH samyak sUtam mUrCayati Druvam /
   <sulfur:: nirukti for balivasā>	<sulfuH-:: nirukti foH balivasA>
   sevito balirājñā yaḥ prabhūtabalahetave // YRps_6.38 //	sevitaH bali-rAjQA yaH praBUta-bala-hetave // YRpH-_6.38 //
   tasmādbalivasetyukto gaṃdhako'timanoharaḥ /	tasmAt-balivasA-iti-uktaH gaMDakaH-ati-manoharaH /
   <sulfur::medic. use>	<sulfuH-::medic. use>
   śukapicchastu marica- samāṃśena tu kalkitaḥ // YRps_6.39 //	SukapicCaH-tu marica sama-aMSena tu kalkitaH // YRpH-_6.39 //
   triphalā ṣaḍguṇā kāryā mardayetkṛtamālakaiḥ /	triPalA zaxguNA kAryA mardayet-kRta-mAlakEH /
   mūladravaistataḥ pīto hanti kuṣṭhānyanekaśaḥ // YRps_6.40 //	mUla-dravEH-tatas pItaH hanti kuzWAni-anekaSas // YRpH-_6.40 //
   tanmūlasalile ghṛṣṭaṃ vapustenātha lepitam /	tad-mUla-salile GRzwam vapuH-tena-aTa lepitam /
   kuṣṭhānyeva nihantyāśu sadyaḥ pratyayakārakam // YRps_6.41 //	kuzWAni-eva nihanti-ASu sadyas pratyaya-kArakam // YRpH-_6.41 //
   <sulfur:: medic. use>	<sulfuH-:: medic. use>
   saṃśuddhagaṃdhakaṃ caiva tailena saha peṣayet /	saMSudDa-gaMDakam ca-eva tElena saha pezayet /
   apāmārgakṣāratoyais tailena maricena ca // YRps_6.42 //	apAmArga-kzAra-toyEH tElena maricena ca // YRpH-_6.42 //
   vilipya sakalaṃ dehaṃ tiṣṭhetsūryātapeṣu ca /	vilipya sakalam deham tizWet-sUrya-Atapezu ca /
   bhojayettakrabhaktaṃ ca tṛtīye prahare khalu // YRps_6.43 //	Bojayet-takra-Baktam ca tRtIye prahare Kalu // YRpH-_6.43 //
   vahninā svedayedrātrau prātarutthāya mardayet /	vahninA svedayet-rAtrO prAtar-utTAya mardayet /
   mahiṣasya purīṣeṇa snāyācchītena vāriṇā // YRps_6.44 //	mahizasya purIzeNa snAyAt-SItena vAriNA // YRpH-_6.44 //
   snānaṃ kuryāduṣasyevaṃ kaṇḍūḥ pāmā ca naśyati /	snAnam kuryAt-uzasi-evam kaNxUH pAmA ca naSyati /
   dṛṣṭapratyayayogo'yaṃ kathito'tra mayā khalu /	dRzwa-pratyaya-yogaH-ayam kaTitaH-atra mayA Kalu /
   nāśayeccirakālotthāḥ kuṣṭhapāmāvicarcikāḥ // YRps_6.45 //	nASayet-cira-kAla-utTAH kuzWa-pAmA-vicarcikAH // YRpH-_6.45 //
   <sulfur:: medic. use>	<sulfuH-:: medic. use>
   kalāṃśavyoṣasaṃyuktaṃ śuddhagandhakacūrṇakam /	kalA-aMSa-vyoza-saMyuktam SudDa-ganDaka-cUrNakam /
   vastre vitastimātre tu gaṃdhacūrṇaṃ satailakam // YRps_6.46 //	vastre vitasti-mAtre tu gaMDa-cUrNam sa-tElakam // YRpH-_6.46 //
   vilipya veṣṭayitvā ca vartiṃ sūtreṇa veṣṭayet /	vilipya vezwayitvA ca vartim sUtreNa vezwayet /
   dhṛtvā saṃdaṃśato varti- madhyaṃ prajvālayecca tām // YRps_6.47 //	DRtvA saMdaMSataH varti maDyam prajvAlayet-ca tAm // YRpH-_6.47 //
   vidrutaḥ patate gaṃdho binduśaḥ kācabhājane /	vidrutaH patate gaMDaH binduSaH kAca-BAjane /
   tāṃ drutiṃ prakṣipetpattre nāgavallyāstribindukām // YRps_6.48 //	tAm drutim prakzipet-pattre nAgavallyAH-tri-bindukAm // YRpH-_6.48 //
   rasaṃ vallamitaṃ tatra dattvāṅgulyā vimardayet /	rasam valla-mitam tatra dattvA-aFgulyA vimardayet /
   tatsarvaṃ bhakṣayetpaścād godugdhaṃ cānu sampibet // YRps_6.49 //	tat-sarvam Bakzayet-paScAt go-dugDam ca-anu sampibet // YRpH-_6.49 //
   kāmasya dīptiṃ kurute kṣayapāṇḍuvināśanam /	kAmasya dIptim kurute kzaya-pANxu-vinASanam /
   grahaṇīṃ nāśayed duṣṭāṃ śūlārtiśvāsakāsakam // YRps_6.50 //	grahaNIm nASayet duzwAm SUla-Arti-SvAsa-kAsakam // YRpH-_6.50 //
   āmājīrṇaṃ praśamayel laghutvaṃ ca prajāyate /	Ama-ajIrNam praSamayet laGu-tvam ca prajAyate /
   gaṃdhakasya guṇānvaktuṃ śaktaḥ kaḥ śaṃbhunā vinā // YRps_6.51 //	gaMDakasya guNAn-vaktum SaktaH kaH SaMBunA vinA // YRpH-_6.51 //
   <kaṅkuṣṭha:: origin>	<kaFkuzWa:: origin>
   parvate himasamīpavartini jāyate'tiruciraṃ kaṅkuṣṭhakam /	parvate hima-samIpa-vartini jAyate-ati-ruciram kaFkuzWakam /
   <kaṅkuṣṭha:: subtypes>	<kaFkuzWa:: subti-pes>
   ekameva nalikābhidhānakaṃ reṇukaṃ tadanu cāparaṃ bhavet // YRps_6.52 //	ekam-eva nalikA-aBiDAnakam reNukam tadanu ca-aparam Bavet // YRpH-_6.52 //
   <nalikā:: phys. properties>	<nalikA:: Pys. properties>
   pītavarṇamasṛṇaṃ ca vai guru snigdham uttamataraṃ pravakṣyate /	pIta-varNa-masRNam ca vE guru snigDam uttamataram pravakzyate /
   <reṇuka:: phys. properties>	<reNuka:: Pys. properties>
   śyāmapītamatihīnasattvakaṃ reṇukaṃ hi kathitaṃ dvitīyakam // YRps_6.53 //	SyAma-pItam-ati-hIna-sattvakam reNukam hi kaTitam dvitIyakam // YRpH-_6.53 //
   <kaṅkuṣṭha:: third type from the feces of a newborn elephant>	<kaFkuzWa:: Tird type from Te feceH of a na-iwboH- elePant>
   vadanti kaṃkuṣṭhamathāpare hi sadyaḥ prasūtasya ca dantinaḥ śakṛt /	vadanti kaMkuzWam-aTa-apare hi sadyas prasUtasya ca dantinaH SakRt /
   tat kṛṣṇapītaṃ bhavatīva recanaṃ tṛtīyamāhurvibudhā bhiṣagvarāḥ //	tat kRzNa-pItam Bavati-iva recanam tRtIyam-AhuH-vibuDAH Bizaj-varAH //
   YRps_6.54 //	YRpH-_6.54 //
   <kaṅkuṣṭha:: 4. type = nāla of horses>	<kaFkuzWa:: 4. type  nAlaH of horses>
   caturthakaṅkuṣṭhamihaiva vājināṃ nālaṃ hi kecitpravadanti tajjñāḥ /	caturTa-kaFkuzWam-iha-eva vAjinAm nAlam hi kecid-pravadanti tad-jQAH /
   yaddhastijaṃ śvetamathātipītaṃ virecanaṃ tatprakaroti śīghram // YRps_6.55	yat-hastijam Svetam-aTa-ati-pItam virecanam tat-prakaroti SIGram // YRpH-_6.55
   rasāyane śreṣṭhataraṃ rase ca satvena yuktaṃ khalu gauravānvitam /	rasAyane SrezWataram rase ca satvena yuktam Kalu gOrava-anvitam /
   <kaṅkuṣṭha:: śodhana>	<kaFkuzWa:: SoDana>
   śuṃṭhyambhasā bhāvitameva śuddhiṃ kaṃkuṣṭhamāyāti hi satyamuktam //	SuMWI-amBasA BAvitam-eva SudDim kaMkuzWam-AyAti hi satyam-uktam //
   YRps_6.56 //	YRpH-_6.56 //
   <kaṅkuṣṭha:: śuddha:: medic. properties>	<kaFkuzWa:: SudDa:: medic. properties>
   kaṅkuṣṭhakaṃ tiktakaṭūṣṇavīryaṃ viśeṣato recanakaṃ karoti /	kaFkuzWakam tikta-kawu-uzNa-vIryam viSezataH recanakam karoti /
   gudārtigulmavraṇaśūlahṛtparaṃ pracakṣate śāstravidaḥ purāṇāḥ // YRps_6.57	guda-Arti-gulma-vraNa-SUla-hRt-param pracakzate SAstra-vidaH purANAH // YRpH-_6.57
   <kaṅkuṣṭha:: sattva:: pātana>	<kaFkuzWa:: sattva:: pAtana>
   sattvākṛṣṭirna ca proktā yasmātsatvamayaṃ hi tat /	sattva-AkRzwiH-na ca proktA yasmAt-satva-mayam hi tat /
   <kaṅkuṣṭha:: medic. use>	<kaFkuzWa:: medic. use>
   yavamātraṃ bhajedenaṃ virekārthaṃ na saṃśayaḥ // YRps_6.58 //	yava-mAtram Bajet-enam vireka-arTam na saMSayaH // YRpH-_6.58 //
   kṣaṇādāmajvaraṃ hanti jāte sati virecane /	kzaNAt-Ama-jvaram hanti jAte sati virecane /
   tāṃbūlena samaṃ caivaṃ bhakṣitaṃ sārayed dhruvam // YRps_6.59 //	tAMbUlena samam ca-evam Bakzitam sArayet Druvam // YRpH-_6.59 //
   babbūlamūlikākvāthaṃ saubhāgyājājisaṃyutam /	babbUla-mUlikA-kvATam sOBAgya-ajAji-saMyutam /
   bhūyo bhūyaḥ pibeddhīmān viṣaṃ kaṃkuṣṭhajaṃ jayet // YRps_6.60 //	BUyas BUyas pibet-DImAn vizam kaMkuzWa-jam jayet // YRpH-_6.60 //
   <kāsīsa:: subtypes>	<kAsIsa:: subti-pes>
   kāsīsaṃ prathamaṃ hi saikatamidaṃ puṣpākhyamanyattathā kṣārāmlaṃ guru	kAsIsam praTamam hi sEkatam-idam puzpa-AKyam-anyat-taTA kzAra-amlam guru
   dhūmravarṇaviṣahṛt vīryoṣṇakaṃ rāgadam /	DUmra-varNa-viza-hRt vIrya-uzNakam rAga-dam /
   <vālukākāsīsa:: medic. properties>	<vAlukA-kAsIsa:: medic. properties>
   śvitraghnaṃ mukhakeśaraṃjanakaraṃ tatsaikataṃ pūrvakaṃ puṣpākhyaṃ hyaparaṃ	Svitra-Gnam muKa-keSa-raMjana-karam tad-sEkatam pUrvakam puzpa-AKyam hi-aparam
