   atha tṛtīyo 'dhyāyaḥ /	aTa tRtIyaH aDyAyaH /
   punaḥ 'tattvamasi' (chā. 6.8.7) ityavadhāraṇamiti ca	punar atat tvam asi a (CA. 6.8.7) iti avaDAraNam iti ca
   sarvametattādātmyapratipādanāyāmevāvakalpate na tādātmyasaṃpādanāyām /	sarvam etat tAdAtmya pratipAdanAyAm a iva avakalpate na tAdAtmya saMpAdanAyAm /
   nacājñopakramatantratvopanyāso nyāyyaḥ /	nacAjQa upakrama tantra tva upanyAsaH nyAyyaH /
   nahyupakrama ātmatvasaṃkīrtanamanātmatvasaṃkīrtanaṃ vāsti /	nahi upakramaH Atma tva saMkIrtanam anAtma tva saMkIrtanam vA asti /
   sāmānyopakramaśca na vākyaśeṣagatena viśeṣeṇa virudhyate	sAmAnya upakramaH ca na vAkya Seza gatena viSezeNa viruDyate
   viśeṣākāṅkṣitvātsāmānyasya /	viSeza AkAFkzi tvAt sAmAnyasya /
   sacchabdārtho 'pi ca paryālocyamāno na mukhyādātmano 'nyaḥ saṃbhavatyato	sat Sabda arTaH api ca paryAlocyamAnaH na muKyAt AtmanaH anyaH saMBavati atas 
   'nyasya vastujātasyārambhaṇaśabdādibhyo 'nṛtatvopapatteḥ /	anyasya vastu jAtasya AramBaNa Sabda AdiByaH anRta tva upapatteH /
   āmnānavaiṣamyamapi nāvaśyamarthavaiṣamyamāvahati /	AmnAna vEzamyam api na avaSyam arTa vEzamyam Avahati /
   āhara pātraṃ pātramāharetyevamādiṣvarthasāmye 'pi taddarśanāt /	Ahara pAtram pAtram Ahara iti evamAdizu arTa sAmye api tad darSanAt /
   tasmādevañjātīyakeṣu vākyeṣu pratipādanaprakārabhede 'pi	tasmAt evan jAtIyakezu vAkyezu pratipAdana prakAra Bede api
   pratipādyārthābheda iti siddham // 17 //	pratipAdya arTa aBedaH iti sidDam // 17 //
   FN: tatamaṃ vyāptatamam /	FN: tatamam vyAptatamam /
   takāralopaśchāndasaḥ /	takAra lopaH CAndasaH /
   udarka upasaṃhāraḥ /	udarkaH upasaMhAraH /
   9 kāryākhyānādhikaraṇam / sū. 18	9 kArya AKyAna aDikaraNam / sU. 18
   kāryākhyānādapūrvam | BBs_3,3.18 |	kArya AKyAnAt apUrvam | BBH _3,3.18 |
   chandogā vājasaneyinaśca prāṇasaṃvāde śvādisaṃvāde śvādimaryādaṃ	CandogAH vAjasaneyinaH ca prANa saMvAde Sva Adi saMvAde Sva Adi maryAdam
   prāṇasyānnamāmnānya tasyaivāpo vāsa āmananti /	prANasya annamAmnAnya tasya eva apaH vAsaH Amananti /
   anantaraṃ ca chandogā āmananti  'tasmādvā etadaśiṣyantaḥ	anantaram ca CandogAH Amananti   atasmAt vA etat aSizyantaH
   purastāccoṣṭāccādbhiḥ paridadhāti' (chā. 5.2.2) iti /	purastAt ca uzwAt ca adBiH paridaDAti a (CA. 5.2.2) iti /
   vājasaneyinastvāmananti   'tadvidvāṃsaḥ śrotriyā aśiṣyanta	vAjasaneyinaH tvAm ananti  atat vidvAMsaH SrotriyAH aSizyanta
   ācāmantyaśitvācāmantyetameva tadanamanagnaṃ kurvanto manyante' (bṛ.	AcAmanti aSitvA AcAmanti etam eva tad anamanagnam kurvantaH manyante a (bR.
   6.1.14) 'tasmādevaṃvidaśiṣyannācāmedaśitvā cācāmedetameva tadanamanagnaṃ	6.1.14) atasmAt evaMvid aSizyat = AcAmeda SitvA ca AcAmet etam eva tad anam anagnam
   kurute' iti /	kurute a iti /
   tatra tvācamanamanagnatācintanaṃ ta prāṇasya pratīyate tkimubhayamapi	tatra tvAcamanam anagna tA cintanam te prANasya pratIyate tkim uBayam api
   vidhīyata utācamanamevotānagnatācintanameveti vicāryate /	viDIyate uta Acamanam eva uta anagna tA cintanam eva iti vicAryate /
   kiṃ tāvatprāptam /	kim tAvat prAptam /
   ubhayamapi caitadapūrvatvādvidhyarham /	uBayam api ca etat apUrva tvAt viDi arham /
   athavācamanameva vidīyate /	aTavA Acamanam eva vidIyate /
   vispaṣṭā hi tasminvidhivibhaktistasmādevaṃvidaśṣyannācāmedaśitvā	vispazwA hi tasmin viDi viBaktiH tasmAt evaMvid aSzi an= AcA meda SitvA
   cācāmediti /	ca AcAmet iti /
   tasyaiva stutyarthamanagnatāsaṃkīrtanamiti /	tasya eva stuti arTam anagnatA saMkIrtanam iti /
   evaṃ prāpte brūmaḥ   nācamanasya vidheyatvamupapadyate kāryākhyānāt /	evam prApte brUmaH  na Acamanasya viDeya tvam upapadyate kArya AKyAnAt /
   prāptameva hīdaṃ kāryatvenācamanaṃ prāyatyārthaṃ	prAptam eva hi idam kAryatvena Acamanam prAyatya arTam
   smṛtiprasiddhamanvākhyāyate /	smRti prasidDam anvAKyAyate /
   nanviyaṃ śrutistasyāḥ smṛtermūlaṃ syāt /	nanu iyam SrutiH tasyAH smRteH mUlam syAt /
   netyucyate /	na iti ucyate /
   viṣayanānātvāt /	vizaya nAnA tvAt /
   sāmānyaviṣayā hi smṛtiḥ puruṣamātrasaṃbaddhaṃ prāyatyārthamācamanaṃ	sAmAnya vizayA hi smRtiH puruza mAtra saMbadDam prAyatya arTam Acamanam
   prāpayati /	prApayati /
   śrutistu prāṇavidyāprakaraṇapaṭhitā tadvaṣayamevācamanaṃ vidadhatī	SrutiH tu prANa vidyA prakaraNa paWitA tad vazayam eva Acamanam vidaDatI
   vidadhyāt /	vidaDyAt /
   naca bhinnaviṣayayoḥ śrutismṛtyormūlamūlibhāvo 'vakalpate /	na ca Binna vizayayoH Sruti smRtyoH mUla mUli BAvaH avakalpate /
   naceyaṃ śrutiḥ prāṇavidyāsaṃyogyapūrvamācamanaṃ vidhāsyatīti	naceyam SrutiH prANa vidyA saMyogya pUrvam Acamanam viDAsyati iti
   śakyamāśrayitum /	Sakyam ASrayitum /
   pūrvasyaiva puruṣamātrasaṃyogina ācamanasyeha pratyabhijñāyamānatvāt /	pUrvasya eva puruza mAtra saMyoginaH Acamanasya iha pratyaBijQAyamAna tvAt /
   ata eva ca nobhayavidhānam /	atas eva ca na uBaya viDAnam /
   ubhayavidhāne ca vākyaṃ bhidyeta /	uBaya viDAne ca vAkyam Bidyeta /
   tasmātprāptamevāśisiṣatāmaśitavatāṃ cobhayata ācamanamanūdya 'etameva	tasmAt prAptam eva ASisiza tAm aSitavatAm ca uBayatas Acamana manUdya aetam eva
   tadanamanagnaṃ kurvanto manyante' (bṛ. 6.1.14) iti	tad anamanagnam kurvantaH manyante a (bR. 6.1.14) iti
   prāṇasyānagnatākaraṇasaṃkalpo 'nena vākyenācamanīyāsvapsu	prANasya anagna tA karaNa saMkalpaH anena vAkyena AcamanIyAsu apsu
   prāṇavidyāsaṃbandhitvenāpūrva upadiśyate /	prANa vidyA saMbanDi tvena apUrvaH upadiSyate /
   nacāyamanagnatāvāda ācamanastutyartha iti nyāyyam /	naca ayam anagnatA = AdaH Acamanastuti arTaH iti nyAyyam /
   ācamanasyāvidheyatvāt /	Acamanasya aviDeya tvAt /
   svayaṃ cānagnatāsaṃkalpasya vidheyatvapratīteḥ /	svayam ca anagnatA saMkalpasya viDeya tva pratIteH /
   nacaivaṃ satyekasyācamanasyobhayārthatābhyupagatā bhavati prāyatyārthatā	na ca evam sati ekasya Acamanasya uBaya arTa tA aByupagatA Bavati prAyatya arTa tA
   paridhānārthā cheti /	pariDAna arTA CA iti /
   kriyāntaratvābhyupagamāt kriyāntarameva hyācamanaṃ nāma prāyatyārthaṃ	kriyA antara tva aByupagamAt kriyA antaram eva hi Acamanam nAma prAyatya arTam
   puruṣasyābhyupagamyate, tadīyāsu tvapsu vāsaḥsaṃkalpanaṃ nāma	puruzasya aByupagamyate, tadIyAsu tu apsu vAsaHsaMkalpanam nAma
   kriyāntarameva paridhānārthaṃ prāṇasyābhyupagamyata ityanavadyam /	kriyA antaram eva pariDAna arTam prANasya aByupagamyate iti anavadyam /
   apica 'yadidaṃ kiñcāśvasya ā kṛmibhya ā kīṭapataṅgebhyastatte 'nnam (bṛ.	api ca ayat idam kiQca aSvasya A kRmiByaH A kIwa pataFgeByaH tat te annam (bR.
   6.1.14) ityatra sarvānnābhyavahāraścodyata iti śakyaṃ vaktum /	6.1.14) iti atra sarvAn na aByavahAraH ca udyate iti Sakyam vaktum /
   aśabdatvādaśakyatvācca /	aSabda tvAt aSakyatvAt ca /
   sarvaṃ tu prāṇasyānnamitīyamannadṛṣṭiścodyate tatsāhacaryāccāpo vāsa	sarvam tu prANasya annamitIyam anna dRzwiH codyate tad sAha caryAt ca apaH vAsa
   ityatrāpi nāpāmācamanaṃ codyate prasiddhāsvevatvācamanīyāsvapsu	iti atra api na apAm Acamanam codyate prasidDAsu eva tva AcamanIyAsu apsu
   paridhānadṛṣciścodyata iti yuktam /	pariDAna dRzciH ca udyate iti yuktam /
   nahyardhavaiśasaṃ saṃbhavati /	na hi arDa vESasam saMBavati /
   apicācāmantīti vartamānāpadeśitvam śabdo vidhikṣamaḥ /	apicA AcAmanti iti vartamAna apadeSi tvam SabdaH viDi kzamaH /
   nanu manyanta ityapi samānaṃ vartamānāpadeśitvam /	nanu manyante iti api samAnam vartamAna apadeSi tvam /
   satyamevametat /	satyam evam etat /
   avaśyavidheye tvanyatarasminvāsaḥkāryākhyānādapāṃ	avaSya viDeye tu anyatarasmin vAsaH kArya AKyAnAt apAm
   vāsaḥsaṃkalpanamevāpūrvaṃ vidhīyate nācamanaṃ pūrvavaddhi tadityupapāditam	vAsaH saMkalpanam eva apUrvam viDIyate na Acamanam pUrvavat hi tat iti upapAditam
   yadapyuktaṃ vispaṣṭā cācamane vidhivibhaktiriti tadapi	yat api uktam vispazwA ca Acamane viDi viBaktiH iti tat api
   pūrvavattvenaivācamanasya pratyuktam /	pUrvavat tvena eva Acamanasya pratyuktam /
   ata evācamanasyāvidhitsitatvādetameva tadanamanagnaṃ kurvanto manyanta	atas eva Acamanasya aviDitsita tvAt etam eva tad anamanagnam kurvantaH manyanta
   ityatraiva kāṇvāḥ paryavasyanti nāmananti tasmādevaṃvidityādi /	iti atra eva kANvAH paryavasyanti nAmananti tasmAt evaMvid ityAdi /
   tasmānmādhyandinānāmapi pāṭha ācamanānuvādenaivaṃvittvameva	tasmAt mADyandinAnAm api pAWe Acamana anuvAdena evaMvid tvam eva
   prakṛtaprāṇavāsovittvaṃ vidhīyata iti pratipattavyam /	prakRta prANa vAsaH vittvam viDIyate iti pratipattavyam /
   yo 'pyayamabhyupagamaḥ kvacidācamanaṃ vidhīyate kvacidvāsovijñānamiti so	yaH api ayam aByupagamaH kvacid Acamanam viDIyate kvacid vAsaH vijQAnam iti saH 
   'pi na sādhuḥ /	api na sADuH /
   āpo vāsa ityādikāyā vākyapravṛtteḥ sarvatraikarūpyāt	ApaH vAsaH iti AdikAyAH vAkya pravRtteH sarvatra ekarUpyAt 
   tasmādvāsovijñānameveha vidhīyate nācamanamiti nyāyyam // 18 //	tasmAt vAsaH vijQAnam eva iha viDIyate na Acamanam iti nyAyyam // 18 //
   10 samānādhikaraṇam / sū. 19	10 samAna aDikaraNam / sU. 19
   samāna evaṃ cābhedāt | BBs_3,3.19 |	samAnaH evam ca aBedAt | BBH _3,3.19 |
   vājasaneyiśākhāyamaginirahasye śāṇḍulyanāmāṅ kitā vidyā vijñātā /	vAjasaneyi SAKAya magini rahasye SANxulya nAmA aF kitA vidyA vijQAtA /
   tatra ca guṇāḥ śrūyante   sa ātmānamupāsīta manamayaṃ prāṇaśarīraṃ	tatra ca guNAH SrUyante  saH AtmAnam upAsIta manamayam prANa SarIram
   bhārūpam ityevamādayaḥ. tasyāmeva śāstrāyāṃ bṛhadāraṇyake punaḥ paṭhyate  	BA rUpam iti evamAdayaH. tasyAm eva SAstrAyAm bRhadAraNyake punar paWyate  
   'manomayo 'yaṃ puruṣo bhāḥ satyasminnantarhadaye yadā vrīhirvā yavo vā sa	amanaH mayaH ayam puruzaH BAs satyasmin= antar hadaye yadA vrIhiH vA yavaH vA sa
   eṣa sarvasyeśānaḥ sarvasyādhipatiḥ sarvamidaṃ praśāsti yadidaṃ kiñca' (bṛ.	eza sarvasya ISAnaH sarvasya aDipatiH sarvam idam praSAsti yat idam kiQca a (bR.
   5.6.1) iti /	5.6.1) iti /
   tatra saṃśayaḥ   kimiyamekā	tatra saMSayaH  kim iyam ekA
   vidyāgnirahasyabṛhadāraṇyakayorguṇopasaṃhāraścota dve ime vidye	vidyA agnirahasya bRhada AraNyakayoH guNa upasaMhAraH ca uta dve ime vidye
   guṇānupasaṃhāraśceti /	guNAn upasaMhAraH ca iti /
   kiṃ tāvatprāptam /	kim tAvat prAptam /
   vidyābhedo guṇavyavasthā ceti /	vidyA BedaH guNa vyavasTA ca iti /
   kutaḥ   paunaruktyaprasaṅgāt /	kutas  pOnarukti aprasaFgAt /
   bhinnāsu hi śākhāsvadhyetṛbhedātpaunaruktasyaparihāramālocya	BinnAsu hi SAKA su aDyetR BedAt pOnaruktasya parihAram Alocya
   vidyaikatvamadhyavasāyaikatrātiriktā guṇā itaratropasaṃhriyante	vidyA eka tva maDyavasAya ekatra atiriktAH guNAH itaratra upasaMhriyante
   prāṇasaṃvādādiṣvatyuktam /	prANa saMvAda Adizu ati uktam /
   ekasyāṃ punaḥ śākhāyāmadhyetṛveditṛbhedābhāvādaśakyaparihāre paunaruktye	ekasyAm punar SAKAyAm aDyetR veditR Beda aBAvAt aSakya parihAre pOnaruktye
   na viprakṛṣṭadeśasthaikā vidyā bhavitumarhati /	na viprakRzwa deSa sTA ekA vidyA Bavitum arhati /
   nacātraikamāmnānaṃ vidyāvidhānārthamaparaṃ guṇavidhānārthamiti vibhāgaḥ	na ca atra ekam AmnAnam vidyA viDAna arTam aparam guNa viDAna arTam iti viBAgaH
   saṃbhavati /	saMBavati /
   tadā hyatiriktā eva guṇā itaratretaratra cāmnāyeranna samānā api	tadA hi atiriktAH eva guNAH itaratra itaratra cAmnAyeran na samAnAH api
   tūbhayatrāmnāyante manomayatvadayaḥ /	tu uBayatra AmnAyante manaH maya tva dayaH /
   tasmānnānyonyaṃ guṇopasaṃhāra iti /	tasmAt na anyonyam guNa upasaMhAraH iti /
   evaṃ prāpte brūmahe   yathā bhinnāsu śākhāsu vidyaikatvaṃ guṇopasaṃhāraśca	evam prApte brUmahe  yaTA BinnAsu SAKAsu vidyA eka tvam guNa upasaMhAraH ca
   bhavatyevamekasyāmapi śākhāyāṃ bhavitumarhati /	Bavati evam ekasyAm api SAKAyAm Bavitum arhati /
   upāsyābhedāt tadeva hi brahma	upAsya aBedAt tat eva hi brahma
   manomayatvādiguṇakamubhayatrāpyupāsyamabhinnaṃ pratyabhijānīmaḥ /	manaH maya tva Adi guNakam uBayatra api upAsyam aBinnam pratyaBijAnImaH /
   upāsyaṃ ca rūpaṃ vidyāyāḥ /	upAsyam ca rUpam vidyAyAH /
   naca vidyamāne rūpābhede vidyābhedamadhyavasātuṃ śaknumaḥ /	na ca vidyamAne rUpa aBede vidyA Bedam aDyavasAtum SaknumaH /
   nāpi vidyābhede guṇavyavasthānam /	na api vidyA Bede guNa vyavasTAnam /
   nanu paunaruktyaprasaṅgadvidyābhedo 'dhyavasitaḥ /	nanu pOnarukti aprasaFga dvidya aBedaH aDyavasitaH /
   netyucyate /	na iti ucyate /
   arthavibhāgopapatteḥ /	arTa viBAga upapatteH /
   ekaṃ hyāmnānaṃ vidyāvidyāvidhānārthamaparaṃ guṇavidhānārthamiti na	ekam hi AmnAnam vidyA avidyA viDAna arTam aparam guNa viDAna arTam iti na
   kiñcinnopapadyate /	kiQcid na upapadyate /
   nanvevaṃ sati yadupaṭhimagnirahasye tadeva bṛhadāraṇyake paṭhitavyam sa	nanu evam sati yad upaWim agni rahasye tat eva bRhadAraNyake paWitavyam sa
   eṣa sarvasyeśānaḥ ityādi /	eza sarvasya ISAnaH ityAdi /
   yattu paṭhitameva manomaya ityādi cenna paṭhitavyam /	yat tu paWitam eva manaH mayaH ityAdi ced na paWitavyam /
   naiṣa doṣaḥ /	na eza dozaH /
   tadbalenaiva pradeśāntarapaṭhitavidyāpratyabhijñānāt /	tad balena eva pradeSa antara paWita vidyA pratyaBijQAnAt /
   masānaguṇāmnānena hi viprakṛṣṭadeśāṃ śāṇḍilyavidyāṃ pratyabhijñāpya	masAna guNAmnA anena hi viprakRzwa deSAm SANxilya vidyAm pratyaBijQApya
   tasyāmīśānatvādyupadiśyate /	tasyAm ISAna tva Adi upadiSyate /
   anyathā hi kathaṃ tasyāmayaṃ guṇavidhirabhidhīyate /	anyaTA hi kaTam tasya Amayam guNa viDiH aBiDIyate /
   apicāprāptāṃśopadeśenārthavati vākye saṃjāte prāptāṃśaparāmarśasya	apicA prApta aMSa upadeSena arTavati vAkye saMjAte prApta aMSa parAmarSasya
   nityānuvādatayāpyupapadyamānatvānna tadbalena pratyabhijñopodituṃ śakyate	nitya anuvAda tayA api upapadyamAna tvAt na tat balena pratyaBijQA upoditum Sakyate
   tasmādatra samānāyāmapi śākhāyāṃ vidyaikatvaṃ guṇopasaṃhāraścetyupapannam	tasmAt atra samAnAyAm api SAKAyAm vidyA eka tvam guNa upasaMhAraH ca iti upapannam
   11 saṃbandhādhikaraṇam / sū. 20 21	11 saMbanDa aDikaraNam / sU. 20 21
   saṃbandhādevamanyatrāpi | BBs_3,3.20 |	saMbanDAt evam anyatra api | BBH _3,3.20 |
   bṛhadāraṇyake 'satyaṃ brahma' (bṛ. 5.5.1) ityukramya 'tadyattatsatyamasau	bRhadAraNyake asatyam brahma a (bR. 5.5.1) iti ukramya atat yat tat satyam asO
   sa ādityo ya eṣa etasminmaṇḍale puruṣo yaścāyaṃ dakṣiṇe 'kṣanpuruṣaḥ' (bṛ.	saH AdityaH yaH ezaH etasmin maNxale puruzaH yaH ca ayam dakziNe akzan puruzaH a (bR.
   55.2) iti tasyaiva satyasya brahmaṇo 'dhidaivatamadhyātmaṃ	55.2) iti tasya eva satyasya brahmaNaH aDidEvatam aDyAtmam
   cāyatanaviśeṣamupadiśya vyāhṛtiśarīratvaṃ ca saṃpādya dve	ca Ayatana viSezam upadiSya vyAhRti SarIra tvam ca saMpAdya dve
   upaniṣadāvupadiśyete /	upanizadO= upadiSyete /
   tasyopaniṣaharityadhidaivatam /	tasya upanizahar iti aDidEvatam /
   tasyopaniṣadahamityadhyātmam /	tasya upanizad aham iti aDyAtmam /
   tatra saṃśayaḥ   kimavibhāgenaivobhe apyupaniṣadāvubhayatrānusaṃgātavye	tatra saMSayaH  kim aviBAgena eva uBe api upanizadO= uBayatra anusaMgAtavye
   uta vibhāgenaikādhidaivamekādhyātmamiti /	uta viBAgena eka aDidEvam ekADyAtmam iti /
   tatra sūtreṇaivopakramate /	tatra sUtreNa eva upakramate /
   yathā śāṇḍilyavidyāyāṃ vibhāgenāpyadhītāyāṃ guṇopasaṃhāra ukta	yaTA SANxilya vidyAyAm viBAgena api aDItAyAm guNa upasaMhAraH ukta
   evamanyatrāpyevañjātīyake viṣaye bhavitumarhati /	evam anyatra api evan jAtIyake vizaye Bavitum arhati /
   ekavidyābhisaṃbandhāt /	eka vidyA aBisaMbanDAt /
   ekā hīyaṃ satyavidyādhidaivamadhyātmaṃ cādhītā /	ekA hi iyam satya vidyA aDidEvam aDyAtmam ca aDItAH /
   upakramābhedādvyatiṣaktapāṭhācca /	upakrama aBedAt vyatizakta pAWAt ca /
   kathaṃ tasyāmudito dharmastasyāmeva na syāt /	kaTam tasya amuditaH DarmaH tasyAm eva na syAt /
   yohyācāryo kaścidanugamanādirācāraścoditaḥ sa grāmagate /	yohi AcAryaH kaScid anugamana AdiH AcAraH coditaH sa grAma gate /
   raṇyagate ca tulyavadeva bhavati /	raNya gate ca tulya vat eva Bavati /
   tasmādubhayorapyupaniṣadorubhayatra prāptiriti // 20 //	tasmAt uBayoH api upanizadoH uBa yatra prAptiH iti // 20 //
   evaṃ prāpte pratividhatte  	evam prApte prativiDatte  
   na vā viśeṣāt | BBs_3,3.21 |	na vA viSezAt | BBH _3,3.21 |
   na vobhayorubhayatra prāptiḥ /	na vA uBayoH u Bayatra prAptiH /
   kasmāt /	kasmAt /
   viśeṣāt /	viSezAt /
   upāsanasa atānaviśeṣopanibandhādityarthaḥ /	upAsana sa atAna viSeza upanibanDAt iti arTaH /
   kathaṃ sthānaviśeṣopanibandha ityucyate   'ya eṣa etasminmaṇḍale puruṣaḥ'	kaTam sTAna viSeza upanibanDaH iti ucyate  ayaH ezaH etasmin maNxale puruzaH a
   (bṛ. 5.5.3) iti hyādhidaivakaṃ puruṣaṃ prakṛtya tasyopaniṣadahariti	(bR. 5.5.3) iti hi ADidEvakam puruzam prakRtya tasya upanizad ahar iti
   śrāvayati /	SrAvayati /
   'yo 'yaṃ dakṣiṇe 'kṣanpuruṣaḥ' (5.5.4) iti hyadhyātmikaṃ puruṣaṃ prakṛtya	ayaH ayam dakziNe akzan puruzaH a (5.5.4) iti hi aDyAtmikam puruzam prakRtya
   tasyopaniṣadamiti /	tasya upanizadam iti /
   tasyeti caitatsaṃnihitāvalambanaṃ sarvanāma,	tasya iti ca etad saMnihita avalambanam sarvanAma,
   tasmādāyatanaviśeṣavyapāśrayeṇaivaite upaniṣadāvupadiśyete /	tasmAt Ayatana viSeza vyapASrayeNa eva ete upanizadO= upadiSyete /
   kuta ubhayorubhayatra prāptiḥ /	kutas uBayoH uBayatra prAptiH /
   nanveka evāyamadhidaivatamadhyātmaṃ ca puruṣa ekasyaiva satyasya brahmaṇa	nanu ekaH eva ayam aDidEvatam aDyAtmam ca puruzaH ekasya eva satyasya brahmaNa
   āyatanadvayapratipādanāt /	Ayatana dvaya pratipAdanAt /
   satyamevetat /	satyam eva itat /
   ekasyāpi tvavasthāviśeṣopādānenaivopaniṣadviśeṣopadeśāttadavasthāsyaiva sā	ekasya api tu avasTA viSeza upAdAnena eva upanizad viSeza upadeSAt tad avasTA asyA eva sA
   bhavitumarhati /	Bavitum arhati /
   asti cāyaṃ dṛṣṭāntaḥ satyapyācāryasvarūpāpānapāye	asti ca ayam dRzwAntaH sati api AcArya svarUpa apAnapAye
   yadācāryasyāsīnasyanuvartanamuktaṃ na tattiṣṭhato bhavati /	yat AcAryasya AsInasi anuvartanam uktam na tat tizWataH Bavati /
   yacca tiṣṭhata uktaṃ na tadāsīnasyeti /	yat ca tizWataH uktam na tadA AsInasya iti /
   grāmāraṇyayostvācāryasvarūpānāpāyāttatsvarūpānubuddhasya ca dharmasya	grAma AraNyayoH tu AcArya svarUpa an ApAyAt tad svarUpa anubudDasya ca Darmasya
   grāmāraṇyakṛtaviśeṣābhāvādubhayatra tulyavadbhāva ityadṛṣṭāntaḥ saḥ /	grAma araNya kRta viSeza aBAvAt uBayatra tulya vat BAvaH iti adRzwAntaH saH /
   tasmādvyavasthānayorupaniṣadoḥ // 21 //	tasmAt vyavasTAnayoH upanizadoH // 21 //
   darśayati ca | BBs_3,3.22 |	darSayati ca | BBH _3,3.22 |
   api caivañjātīyakānāṃ dharmāṇāṃ vyavastheti liṅgadarśanaṃ bhavati  	api ca evan jAtIyakAnAm DarmANAm vyavasTA iti liFga darSanam Bavati  
   'tasyaitasya tadeva rūpaṃ yāvamuṣya geṣṇau tau geṣṇau yannāma tannāma'	atasya etasya tat eva rUpam yOvamuzya gezNO tO gezNO yat nAma tad nAma a
   (chā. 1.7.5) iti /	(CA. 1.7.5) iti /
   kathamasyaliṅgatvamiti taducyate /	kaTam asyaliFga tvam iti tat ucyate /
   akṣyādinityasthānabhedabhinnāndharṇānanyonyasminnanupasaṃhāryānpaśyannihātideśenādityapuruṣagatānrūpādīnakṣipuruṣa	akzi Adi nitya sTAna Beda BinnAn DarNa an anyonyasmin= anupasaMhAryAn paSyan= iha atideSena Aditya puruza gatAn rUpa AdIn akzi puruza
   upasaṃharati   'tasyaitasya tadeva rūpam' (chā. 1.7.5) ityādinā /	upasaMharati  atasya etasya tat eva rUpam a (CA. 1.7.5) ityAdinA /
   tasmādvyavasthite evaite upaniṣadāviti nirṇayaḥ // 22 //	tasmAt vyavasTite eva ete upanizadO= iti nirNayaH // 22 //
   12 saṃbhṛtyadhikaraṇam / sū. 23	12 saMBRti aDikaraNam / sU. 23
   saṃbhṛtidyuvyāptyapi cātaḥ | BBs_3,3.23 |	saMBRti dyuvyApti api ca atas | BBH _3,3.23 |
   brahmajyeṣṭhā viryā saṃbhṛtāni brahmāgre jyeṣṭhaṃ divamātatāna ityevaṃ	brahma jyezWA viryA saMBRtAni brahma agre jyezWam divam AtatAnaH iti evam
   rāṇāyanīyānāṃ khileṣu vīryasaṃbhṛtidyuniveśaprabhṛtayo brahmaṇo vibhūtayaḥ	rANAyanIyAnAm Kilezu vIrya saMBRti dyuniveSa praBRtayaH brahmaNaH viBUtayaH
   paṭhyante /	paWyante /
   teṣāmeva copaniṣadi śāṇḍilyavidyāprabhṛtayo brahmavidyāḥ paṭhyante /	tezAm eva ca upanizadi SANxilya vidyA praBRtayaH brahma vidyAH paWyante /
   tāsu brahmavidyāsu tā brahmavibhūtaya upasaṃhriyeranna veti vicāraṇāyāṃ	tAsu brahma vidyAsu tAH brahma viBUtayaH upasaMhriyeran na vA iti vicAraNAyAm
   brahmasaṃbandhādupasaṃhāraprāptāvevaṃ paṭhati /	brahma saMbanDAt upasaMhAra prAptO= evam paWati /
   saṃbhṛtidyuvyāptiprabhṛtayo vibhūtayaḥ śāṇḍilyavidyāprabhṛtiṣu	saMBRti dyu vyApti praBRtayaH viBUtayaH SANxilya vidyA praBRtizu
