   BhP_04.01.001/0 maitreya uvāca	Bhu-_04.01.001/0 mEtreyaH uvAca
   BhP_04.15.019/1 nāṭyaṃ sugītaṃ vāditram antardhānaṃ ca khecarāḥ	Bhu-_04.15.019/1 nAwyam su-gItam vAditram antarDAnam ca KecarAH
   BhP_04.15.019/2 ṛṣayaś cāśiṣaḥ satyāḥ samudraḥ śaṅkham ātmajam	Bhu-_04.15.019/2 RzayaH ca-ASizaH satyAH samudraH SaFKam Atmajam
   BhP_04.15.020/1 sindhavaḥ parvatā nadyo ratha-vīthīr mahātmanaḥ	Bhu-_04.15.020/1 sinDavaH parvatAH nadyaH raTa-vITIH mahAtmanaH
   BhP_04.15.020/2 sūto 'tha māgadho vandī taṃ stotum upatasthire	Bhu-_04.15.020/2 sUtaH aTa mAgaDaH vandI tam stotum upatasTire
   BhP_04.15.021/1 stāvakāṃs tān abhipretya pṛthur vainyaḥ pratāpavān	Bhu-_04.15.021/1 stAvakAn tAn aBipretya pRTuH vEnyaH pratApavAn
   BhP_04.15.021/2 megha-nirhrādayā vācā prahasann idam abravīt	Bhu-_04.15.021/2 meGa--nirhrAdayA vAcA prahasan idam abravIt-
   BhP_04.15.022/0 pṛthur uvāca	BhP_04.15.022/0 pRTuH uvAca
   BhP_04.15.022/1 bhoḥ sūta he māgadha saumya vandin loke	BhP_04.15.022/1 BoH sUta he mAgaDa sOmya vandin loke
   'dhunāspaṣṭa-guṇasya me syāt	aDunA-spazwa--guNasya me syAt-
   BhP_04.15.022/2 kim āśrayo me stava eṣa yojyatāṃ mā mayy abhūvan vitathā	Bhu-_04.15.022/2 kim ASrayaH me stavaH eza yojyatAm mA mayi aBUvan vitaTA
   giro vaḥ	giraH vaH
   BhP_04.15.023/1 tasmāt parokṣe 'smad-upaśrutāny alaṃ kariṣyatha stotram	Bhu-_04.15.023/1 tasmAt parokze asmad--upaSrutAni alam karizyaTa stotram
   apīcya-vācaḥ	apIcya--vAcaH
   BhP_04.15.023/2 saty uttamaśloka-guṇānuvāde jugupsitaṃ na stavayanti	Bhu-_04.15.023/2 sati uttama-Sloka--guNa-anuvAde jugupsitam na stavayanti
   sabhyāḥ	saByAH
   BhP_04.15.024/1 mahad-guṇān ātmani kartum īśaḥ kaḥ stāvakaiḥ stāvayate	Bhu-_04.15.024/1 mahat--guNAn Atmani kartum ISaH kaH stAvakEH stAvayate
   'sato 'pi	asataH api
   BhP_04.15.024/2 te 'syābhaviṣyann iti vipralabdho janāvahāsaṃ kumatir na	Bhu-_04.15.024/2 te asya-aBavizyan iti vipralabDaH jana-avahAsam kumatiH na
   veda	veda
   BhP_04.15.025/1 prabhavo hy ātmanaḥ stotraṃjugupsanty api viśrutāḥ	Bhu-_04.15.025/1 praBavaH hi AtmanaH stotraMjugupsanti api viSrutAH
   BhP_04.15.025/2 hrīmantaḥ paramodārāḥ pauruṣaṃ vā vigarhitam	Bhu-_04.15.025/2 hrImantaH parama-udArAH pOruzam vA vigarhitam
   BhP_04.15.026/1 vayaṃ tv aviditā loke sūtādyāpi varīmabhiḥ	Bhu-_04.15.026/1 vayam tu aviditA loke sUta-adya-api varImaBiH
   BhP_04.15.026/2 karmabhiḥ katham ātmānaṃ gāpayiṣyāma bālavat	Bhu-_04.15.026/2 karmaBiH kaTam AtmAnam gApayizyAma bAla-vat-
   BhP_04.16.001/0 maitreya uvāca	Bhu-_04.16.001/0 mEtreyaH uvAca
   BhP_04.16.001/1 iti bruvāṇaṃ nṛpatiṃ gāyakā muni-coditāḥ	Bhu-_04.16.001/1 iti bruvANam nRpatim gAyakAH muni--coditAH
   BhP_04.16.001/2 tuṣṭuvus tuṣṭa-manasas tad-vāg-amṛta-sevayā	Bhu-_04.16.001/2 tuzwuvuH tuzwa-manasaH tad--vAc--amRta--sevayA
   BhP_04.16.002/1 nālaṃ vayaṃ te mahimānuvarṇane yo deva-varyo 'vatatāra	Bhu-_04.16.002/1 na-alam vayam te mahima-anuvarNane yaH deva--varyaH avatatAra
   māyayā	mAyayA
   BhP_04.16.002/2 venāṅga-jātasya ca pauruṣāṇi te vācas-patīnām api	Bhu-_04.16.002/2 vena-aFga-jAtasya ca pOruzANi te vAcas-patInAm api
   babhramur dhiyaḥ	baBramuH DiyaH
   BhP_04.16.003/1 athāpy udāra-śravasaḥ pṛthor hareḥ kalāvatārasya	Bhu-_04.16.003/1 aTa-api udAra-SravasaH pRToH hareH kalA-avatArasya
   kathāmṛtādṛtāḥ	kaTA-amRta-AdRtAH
   BhP_04.16.003/2 yathopadeśaṃ munibhiḥ pracoditāḥ ślāghyāni karmāṇi vayaṃ	Bhu-_04.16.003/2 yaTopadeSam muniBiH pracoditAH SlAGyAni karmANi vayam
   vitanmahi	vitanmahi
   BhP_04.16.004/1 eṣa dharma-bhṛtāṃ śreṣṭho lokaṃ dharme 'nuvartayan	Bhu-_04.16.004/1 eza Darma-BRtAm SrezWaH lokam Darme anuvartayan
   BhP_04.16.004/2 goptā ca dharma-setūnāṃ śāstā tat-paripanthinām	BhP_04.16.004/2 goptA ca Darma--setUnAm SAstA tat--paripanTinAm
   BhP_04.16.005/1 eṣa vai loka-pālānāṃ bibharty ekas tanau tanūḥ	Bhu-_04.16.005/1 eza vE loka-pAlAnAm biBarti ekaH tanO tanUH
   BhP_04.16.005/2 kāle kāle yathā-bhāgaṃ lokayor ubhayor hitam	BhP_04.16.005/2 kAle kAle yaTA-BAgam lokayoH uBayoH hitam
   BhP_04.16.006/1 vasu kāla upādatte kāle cāyaṃ vimuñcati	Bhu-_04.16.006/1 vasu kAle upAdatte kAle ca-ayam vimuQcati
   BhP_04.16.006/2 samaḥ sarveṣu bhūteṣu pratapan sūryavad vibhuḥ	Bhu-_04.16.006/2 samaH sarvezu BUtezu pratapan sUrya-vat viBuH
   BhP_04.16.007/1 titikṣaty akramaṃ vainya upary ākramatām api	Bhu-_04.16.007/1 titikzati akramam vEnyaH upari AkramatAm api
   BhP_04.16.007/2 bhūtānāṃ karuṇaḥ śaśvad ārtānāṃ kṣiti-vṛttimān	Bhu-_04.16.007/2 BUtAnAm karuNaH SaSvat ArtAnAm kziti-vRttimAn
   BhP_04.16.008/1 deve 'varṣaty asau devo naradeva-vapur hariḥ	Bhu-_04.16.008/1 deve avarzati asO devaH naradeva-vapuH hariH
   BhP_04.16.008/2 kṛcchra-prāṇāḥ prajā hy eṣa rakṣiṣyaty añjasendravat	Bhu-_04.16.008/2 kRcCra--prANAH prajAH hi eza rakzizyati aQjasA-indra-vat-
   BhP_04.16.009/1 āpyāyayaty asau lokaṃ vadanāmṛta-mūrtinā	Bhu-_04.16.009/1 ApyAyayati asO lokam vadana-amRta--mUrtinA
   BhP_04.16.009/2 sānurāgāvalokena viśada-smita-cāruṇā	BhP_04.16.009/2 sa-anurAga-avalokena viSada--smita-ca-aruNA
   BhP_04.16.010/1 avyakta-vartmaiṣa nigūḍha-kāryo gambhīra-vedhā	Bhu-_04.16.010/1 avyakta--vartmA-eza nigUXa--kAryaH gamBIra-veDA
   upagupta-vittaḥ	upagupta--vittaH
   BhP_04.16.010/2 ananta-māhātmya-guṇaika-dhāmā pṛthuḥ pracetā iva	Bhu-_04.16.010/2 ananta-mAhAtmya--guNa-eka--DAmA pRTuH pracetAH iva
   saṃvṛtātmā	saMvRta-AtmA
   BhP_04.16.011/1 durāsado durviṣaha āsanno 'pi vidūravat	Bhu-_04.16.011/1 durAsadaH durvizahaH AsannaH api vidUra-vat-
   BhP_04.16.011/2 naivābhibhavituṃ śakyo venāraṇy-utthito 'nalaḥ	Bhu-_04.16.011/2 na-eva-aBiBavitum SakyaH vena-araNy-utTitaH analaH
   BhP_04.16.012/1 antar bahiś ca bhūtānāṃ paśyan karmāṇi cāraṇaiḥ	Bhu-_04.16.012/1 antar bahis ca BUtAnAm paSyan karmANi cAraNEH
   BhP_04.16.012/2 udāsīna ivādhyakṣo vāyur ātmeva dehinām	Bhu-_04.16.012/2 udAsInaH iva-aDyakzaH vAyuH AtmA-iva dehinAm
   BhP_04.16.013/1 nādaṇḍyaṃ daṇḍayaty eṣa sutam ātma-dviṣām api	Bhu-_04.16.013/1 na-adaNxyam daNxayati eza sutam Atma-dvizAm api
   BhP_04.16.013/2 daṇḍayaty ātmajam api daṇḍyaṃ dharma-pathe sthitaḥ	Bhu-_04.16.013/2 daNxayati Atmajam api daNxyam Darma-paTe sTitaH
   BhP_04.16.014/1 asyāpratihataṃ cakraṃ pṛthor āmānasācalāt	Bhu-_04.16.014/1 asya-apratihatam cakram pRToH AmAnasa-acalAt-
   BhP_04.16.014/2 vartate bhagavān arko yāvat tapati go-gaṇaiḥ	Bhu-_04.16.014/2 vartate BagavAn arkaH yAvat tapati go-gaNEH
   BhP_04.16.015/1 rañjayiṣyati yal lokam ayam ātma-viceṣṭitaiḥ	Bhu-_04.16.015/1 raQjayizyati yat lokam ayam Atma--vicezwitEH
   BhP_04.16.015/2 athāmum āhū rājānaṃ mano-rañjanakaiḥ prajāḥ	Bhu-_04.16.015/2 aTa-amum AhuH rAjAnam mano-raQjanakEH prajAH
   BhP_04.16.016/1 dṛḍha-vrataḥ satya-sandho brahmaṇyo vṛddha-sevakaḥ	Bhu-_04.16.016/1 dRXa-vrataH satya-sanDaH brahmaNyaH vRdDa-sevakaH
   BhP_04.16.016/2 śaraṇyaḥ sarva-bhūtānāṃ mānado dīna-vatsalaḥ	Bhu-_04.16.016/2 SaraNyaH sarva-BUtAnAm mAnadaH dIna-vatsalaH
   BhP_04.16.017/1 mātṛ-bhaktiḥ para-strīṣu patnyām ardha ivātmanaḥ	Bha-a_04.16.017/1 mAtR-BaktiH para--strIzu patnyAm arDaH iva-AtmanaH
   BhP_04.16.017/2 prajāsu pitṛvat snigdhaḥ kiṅkaro brahma-vādinām	Bhu-_04.16.017/2 prajAsu pitR-vat snigDaH kiFkaraH brahma--vAdinAm
   BhP_04.16.018/1 dehinām ātmavat-preṣṭhaḥ suhṛdāṃ nandi-vardhanaḥ	Bhu-_04.16.018/1 dehinAm Atmavat--prezWaH suhRdAm nandi-varDanaH
   BhP_04.16.018/2 mukta-saṅga-prasaṅgo 'yaṃ daṇḍa-pāṇir asādhuṣu	Bhu-_04.16.018/2 mukta-saFga--prasaFgaH ayam daNxa--pANiH asADuzu
   BhP_04.16.019/1 ayaṃ tu sākṣād bhagavāṃs try-adhīśaḥ kūṭa-stha ātmā	Bhu-_04.16.019/1 ayam tu sAkzAt BagavAn try-aDISaH kUwa-sTaH AtmA
   kalayāvatīrṇaḥ	kalayA-avatIrNaH
   BhP_04.16.019/2 yasminn avidyā-racitaṃ nirarthakaṃ paśyanti nānātvam api	Bhu-_04.16.019/2 yasmin avidyA-racitam nirarTakam paSyanti nAnAtvam api
   pratītam	pratItam
   BhP_04.16.020/1 ayaṃ bhuvo maṇḍalam odayādrer goptaika-vīro	Bhu-_04.16.020/1 ayam BuvaH maNxalam odaya-adreH goptA-eka-vIraH-
   naradeva-nāthaḥ	naradeva-nATaH
   BhP_04.16.020/2 āsthāya jaitraṃ ratham ātta-cāpaḥ paryasyate dakṣiṇato	Bhu-_04.16.020/2 AsTAya jEtram raTam Atta-cApaH paryasyate dakziNato
   yathārkaḥ	yaTA-arkaH
   BhP_04.16.021/1 asmai nṛ-pālāḥ kila tatra tatra baliṃ hariṣyanti	Bhu-_04.16.021/1 asmE nR-pAlAH kila tatra tatra balim harizyanti
   saloka-pālāḥ	sa-loka-pAlAH
   BhP_04.16.021/2 maṃsyanta eṣāṃ striya ādi-rājaṃ cakrāyudhaṃ tad-yaśa	Bhu-_04.16.021/2 maMsyante ezAm striyaH Adi-rAjam cakrAyuDam tat--yaSa
   uddharantyaḥ	udDarantyaH
   BhP_04.16.022/1 ayaṃ mahīṃ gāṃ duduhe 'dhirājaḥ prajāpatir vṛtti-karaḥ	Bhu-_04.16.022/1 ayam mahIm gAm duduhe aDirAjaH prajApatiH vRtti-karaH
   prajānām	prajAnAm
   BhP_04.16.022/2 yo līlayādrīn sva-śarāsa-koṭyā bhindan samāṃ gām akarod	Bhu-_04.16.022/2 yaH lIlayA-adrIn sva-SarAsa--kowyA Bindan samAm gAm akarot-
   yathendraḥ	yaTA-indraH
   BhP_04.16.023/1 visphūrjayann āja-gavaṃ dhanuḥ svayaṃ yadācarat kṣmām	Bhu-_04.16.023/1 visPUrjayan Aja--gavam DanuH svayam yat-Acarat kzmAm
   aviṣahyam ājau	avizahyam AjO
   BhP_04.16.023/2 tadā nililyur diśi diśy asanto lāṅgūlam udyamya yathā	Bhu-_04.16.023/2 tadA nililyuH diSi diSi asantaH lAFgUlam udyamya yaTA
   mṛgendraḥ	mRgendraH
   BhP_04.16.024/1 eṣo 'śvamedhāñ śatam ājahāra sarasvatī prādurabhāvi yatra	Bhu-_04.16.024/1 ezaH aSvameDAn Satam AjahAra sarasvatI prAduraBAvi yatra
   BhP_04.16.024/2 ahārṣīd yasya hayaṃ purandaraḥ śata-kratuś carame	Bhu-_04.16.024/2 ahArzIt yasya hayam purandaraH Sata-kratuH carame
   vartamāne	vartamAne
   BhP_04.16.025/1 eṣa sva-sadmopavane sametya sanat-kumāraṃ bhagavantam ekam	Bhu-_04.16.025/1 eza sva--sadma-upavane sametya sanat-kumAram Bagavantam ekam
   BhP_04.16.025/2 ārādhya bhaktyālabhatāmalaṃ taj jñānaṃ yato brahma paraṃ	Bhu-_04.16.025/2 ArADya BaktyA-alaBatAm-alam tat jQAnam yatas brahma param
   vidanti	vidanti
   BhP_04.16.026/1 tatra tatra giras tās tā iti viśruta-vikramaḥ	Bhu-_04.16.026/1 tatra tatra giraH tAH tAH iti viSruta--vikramaH
   BhP_04.16.026/2 śroṣyaty ātmāśritā gāthāḥ pṛthuḥ pṛthu-parākramaḥ	Bhu-_04.16.026/2 Srozyati Atma-ASritAH gATAH pRTuH pRTu--parAkramaH
   BhP_04.16.027/1 diśo vijityāpratiruddha-cakraḥ	Bhu-_04.16.027/1 diSaH vijitya-apratirudDa--cakraH
   sva-tejasotpāṭita-loka-śalyaḥ	sva--tejasA-utpAwita-loka--SalyaH
   BhP_04.16.027/2 surāsurendrair upagīyamāna- mahānubhāvo bhavitā patir	BhP_04.16.027/2 sura-asura-indrEH upagIyamAna mahA-anuBAvaH BavitA patiH-
   bhuvaḥ	BuvaH
   BhP_04.17.001/0 maitreya uvāca	Bhu-_04.17.001/0 mEtreyaH uvAca
   BhP_04.17.001/1 evaṃ sa bhagavān vainyaḥ khyāpito guṇa-karmabhiḥ	Bhu-_04.17.001/1 evam sa BagavAn vEnyaH KyApitaH guNa-karmaBiH
   BhP_04.17.001/2 chandayām āsa tān kāmaiḥ pratipūjyābhinandya ca	Bhu-_04.17.001/2 CandayAm Asa tAn kAmEH pratipUjya-aBinandya ca
   BhP_04.17.002/1 brāhmaṇa-pramukhān varṇān bhṛtyāmātya-purodhasaḥ	Bhu-_04.17.002/1 brAhmaNa--pramuKAn varNAn BRtya-amAtya--puroDasaH
   BhP_04.17.002/2 paurān jāna-padān śreṇīḥ prakṛtīḥ samapūjayat	Bhu-_04.17.002/2 pOrAn jAna--padAn SreNIH prakRtIH samapUjayat-
   BhP_04.17.003/0 vidura uvāca	Bhu-_04.17.003/0 viduraH uvAca
   BhP_04.17.003/1 kasmād dadhāra go-rūpaṃ dharitrī bahu-rūpiṇī	Bhu-_04.17.003/1 kasmAt daDAra go-rUpam DaritrI bahu--rUpiNI
   BhP_04.17.003/2 yāṃ dudoha pṛthus tatra ko vatso dohanaṃ ca kim	Bhu-_04.17.003/2 yAm dudoha pRTuH tatra kaH vatsaH dohanam ca kim
   BhP_04.17.004/1 prakṛtyā viṣamā devī kṛtā tena samā katham	Bha-a_04.17.004/1 prakRtyA vizamA devI kRtA tena samA kaTam
   BhP_04.17.004/2 tasya medhyaṃ hayaṃ devaḥ kasya hetor apāharat	Bhu-_04.17.004/2 tasya meDyam hayam devaH kasya hetoH apAharat-
   BhP_04.17.005/1 sanat-kumārād bhagavato brahman brahma-vid-uttamāt	BhP-_04.17.005/1 sanat--kumArAt BagavataH brahman brahma--vid--uttamAt-
   BhP_04.17.005/2 labdhvā jñānaṃ sa-vijñānaṃ rājarṣiḥ kāṃ gatiṃ gataḥ	Bhu-_04.17.005/2 labDvA jQAnam sa-vijQAnam rAjarziH kAm gatim gataH
   BhP_04.17.006/1 yac cānyad api kṛṣṇasya bhavān bhagavataḥ prabhoḥ	Bhu-_04.17.006/1 yat ca-anyat api kRzNasya BavAn BagavataH praBoH
   BhP_04.17.006/2 śravaḥ suśravasaḥ puṇyaṃ pūrva-deha-kathāśrayam	Bhu-_04.17.006/2 SravaH suSravasaH puNyam pUrva-deha--kaTA-ASrayam
   BhP_04.17.007/1 bhaktāya me 'nuraktāya tava cādhokṣajasya ca	Bhu-_04.17.007/1 BaktAya me anuraktAya tava ca-aDokzajasya ca
   BhP_04.17.007/2 vaktum arhasi yo 'duhyad vainya-rūpeṇa gām imām	Bhu-_04.17.007/2 vaktum arhasi yaH aduhyat vEnya--rUpeNa gAm imAm
   BhP_04.17.008/0 sūta uvāca	BhP_04.17.008/0 sUtaH uvAca
   BhP_04.17.008/1 codito vidureṇaivaṃ vāsudeva-kathāṃ prati	Bhu-_04.17.008/1 coditaH vidureNa-evam vAsudeva--kaTAm prati
   BhP_04.17.008/2 praśasya taṃ prīta-manā maitreyaḥ pratyabhāṣata	Bhu-_04.17.008/2 praSasya tam prIta-manAH mEtreyaH pratyaBAzata
   BhP_04.17.009/0 maitreya uvāca	Bhu-_04.17.009/0 mEtreyaH uvAca
   BhP_04.17.009/1 yadābhiṣiktaḥ pṛthur aṅga viprair āmantrito janatāyāś ca	Bhu-_04.17.009/1 yadA-aBiziktaH pRTuH aFga viprEH AmantritaH janatAyAH ca
   pālaḥ	pAlaH
   BhP_04.17.009/2 prajā niranne kṣiti-pṛṣṭha etya kṣut-kṣāma-dehāḥ patim	Bhu-_04.17.009/2 prajAH niranne kziti--pRzWe etya kzut--kzAma--dehAH patim
   abhyavocan	aByavocan
   BhP_04.17.010/1 vayaṃ rājañ jāṭhareṇābhitaptā yathāgninā koṭara-sthena	Bhu-_04.17.010/1 vayam rAjan jAWareNa-aBitaptA yaTA-agninA kowara--sTena
   vṛkṣāḥ	vRkzAH
   BhP_04.17.010/2 tvām adya yātāḥ śaraṇaṃ śaraṇyaṃ yaḥ sādhito vṛtti-karaḥ	Bhu-_04.17.010/2 tvAm adya yAtAH SaraNam SaraNyam yaH sADitaH vRtti-karaH
   patir naḥ	patiH naH
   BhP_04.17.011/1 tan no bhavān īhatu rātave 'nnaṃ kṣudhārditānāṃ	Bhu-_04.17.011/1 tat naH BavAn Ihatu rAtave annam kzuDA-arditAnAm
   naradeva-deva	naradeva-deva
   BhP_04.17.011/2 yāvan na naṅkṣyāmaha ujjhitorjā vārtā-patis tvaṃ kila	Bhu-_04.17.011/2 yAvat na naFkzyAmahe ujJita-UrjA vArtA--patiH tvam kila
   loka-pālaḥ	loka-pAlaH
   BhP_04.17.012/0 maitreya uvāca	Bhu-_04.17.012/0 mEtreyaH uvAca
   BhP_04.17.012/1 pṛthuḥ prajānāṃ karuṇaṃ niśamya paridevitam	BhP_04.17.012/1 pRTuH prajAnAm karuNam niSamya paridevitam
   BhP_04.17.012/2 dīrghaṃ dadhyau kuruśreṣṭha nimittaṃ so 'nvapadyata	Bhu-_04.17.012/2 dIrGam daDyO kuru-SrezWa nimittam saH anvapadyata
   BhP_04.17.013/1 iti vyavasito buddhyā pragṛhīta-śarāsanaḥ	Bhu-_04.17.013/1 iti vyavasitaH budDyA pragRhIta-SarAsanaH
   BhP_04.17.013/2 sandadhe viśikhaṃ bhūmeḥ kruddhas tripura-hā yathā	Bhu-_04.17.013/2 sandaDe viSiKam BUmeH krudDaH tripura-hA yaTA
   BhP_04.17.014/1 pravepamānā dharaṇī niśāmyodāyudhaṃ ca tam	Bha-a_04.17.014/1 pravepamAnA DaraNI niSAmya-udAyuDam ca tam
   BhP_04.17.014/2 gauḥ saty apādravad bhītā mṛgīva mṛgayu-drutā	Bhu-_04.17.014/2 gOH sati apAdravat BItA mRgI-iva mRga-yu-drutA
   BhP_04.17.015/1 tām anvadhāvat tad vainyaḥ kupito 'tyaruṇekṣaṇaḥ	Bhu-_04.17.015/1 tAm anvaDAvat tat vEnyaH kupitaH ati-aruNa-IkzaNaH
   BhP_04.17.015/2 śaraṃ dhanuṣi sandhāya yatra yatra palāyate	Bhu-_04.17.015/2 Saram Danuzi sanDAya yatra yatra palAyate
   BhP_04.17.016/1 sā diśo vidiśo devī rodasī cāntaraṃ tayoḥ	BhP_04.17.016/1 sA diSaH vidiSaH devI rodasI ca-antaram tayoH
   BhP_04.17.016/2 dhāvantī tatra tatrainaṃ dadarśānūdyatāyudham	Bhu-_04.17.016/2 DAvantI tatra tatra-enam dadarSa-anUdyata-AyuDam
   BhP_04.17.017/1 loke nāvindata trāṇaṃ vainyān mṛtyor iva prajāḥ	Bhu-_04.17.017/1 loke na-avindata trANam vEnyAn mRtyoH iva prajAH
   BhP_04.17.017/2 trastā tadā nivavṛte hṛdayena vidūyatā	Bhu-_04.17.017/2 trastA tadA nivavRte hRdayena vidUyatA
   BhP_04.17.018/1 uvāca ca mahā-bhāgaṃ dharma-jñāpanna-vatsala	BhP_04.17.018/1 uvAca ca mahA-BAgam Darma-jQApanna--vatsala
   BhP_04.17.018/2 trāhi mām api bhūtānāṃ pālane 'vasthito bhavān	Bhu-_04.17.018/2 trAhi mAm api BUtAnAm pAlane avasTitaH BavAn
   BhP_04.17.019/1 sa tvaṃ jighāṃsase kasmād dīnām akṛta-kilbiṣām	Bhu-_04.17.019/1 sa tvam jiGAMsase kasmAt dInAm akRta-kilbizAm
   BhP_04.17.019/2 ahaniṣyat kathaṃ yoṣāṃ dharma-jña iti yo mataḥ	BhP_04.17.019/2 ahanizyat kaTam yozAm Darma-jQaH iti yaH mataH
   BhP_04.17.020/1 praharanti na vai strīṣu kṛtāgaḥsv api jantavaḥ	Bhu-_04.17.020/1 praharanti na vE strIzu kRta-AgaHsu api jantavaH
   BhP_04.17.020/2 kim uta tvad-vidhā rājan karuṇā dīna-vatsalāḥ	Bhu-_04.17.020/2 kim uta tvad--viDAH rAjan karuNAH dIna-vatsalAH
   BhP_04.17.021/1 māṃ vipāṭyājarāṃ nāvaṃ yatra viśvaṃ pratiṣṭhitam	Bhu-_04.17.021/1 mAm vipAwya-ajarAm nAvam yatra viSvam pratizWitam
   BhP_04.17.021/2 ātmānaṃ ca prajāś cemāḥ katham ambhasi dhāsyasi	Bhu-_04.17.021/2 AtmAnam ca prajAH ca-imAH kaTam amBasi DAsyasi
   BhP_04.17.022/0 pṛthur uvāca	BhP_04.17.022/0 pRTuH uvAca
   BhP_04.17.022/1 vasudhe tvāṃ vadhiṣyāmi mac-chāsana-parāṅ-mukhīm	Bhu-_04.17.022/1 vasuDe tvAm vaDizyAmi mac--SAsana-parAF-muKIm
   BhP_04.17.022/2 bhāgaṃ barhiṣi yā vṛṅkte na tanoti ca no vasu	Bhu-_04.17.022/2 BAgam barhizi yA vRFkte na tanoti ca naH vasu
   BhP_04.17.023/1 yavasaṃ jagdhy anudinaṃ naiva dogdhy audhasaṃ payaḥ	Bhu-_04.17.023/1 yavasam jagDi anudinam na-eva dogDi ODasam payaH
   BhP_04.17.023/2 tasyām evaṃ hi duṣṭāyāṃ daṇḍo nātra na śasyate	Bhu-_04.17.023/2 tasyAm evam hi duzwAyAm daNxaH na-atra na Sasyate
   BhP_04.17.024/1 tvaṃ khalv oṣadhi-bījāni prāk sṛṣṭāni svayambhuvā	Bhu-_04.17.024/1 tvam Kalu ozaDi--bIjAni prAk sRzwAni svayamBuvA
   BhP_04.17.024/2 na muñcasy ātma-ruddhāni mām avajñāya manda-dhīḥ	Bhu-_04.17.024/2 na muQcasi Atma--rudDAni mAm avajQAya manda-DIH
   BhP_04.17.025/1 amūṣāṃ kṣut-parītānām ārtānāṃ paridevitam	Bhu-_04.17.025/1 amUzAm kzut--parItAnAm ArtAnAm paridevitam
   BhP_04.17.025/2 śamayiṣyāmi mad-bāṇair bhinnāyās tava medasā	Bhu-_04.17.025/2 SamayizyAmi mad--bANEH BinnAyAH tava medasA
   BhP_04.17.026/1 pumān yoṣid uta klība ātma-sambhāvano 'dhamaḥ	Bhu-_04.17.026/1 pumAn yozit uta klIbaH Atma--samBAvanaH aDamaH
   BhP_04.17.026/2 bhūteṣu niranukrośo nṛpāṇāṃ tad-vadho 'vadhaḥ	Bhu-_04.17.026/2 BUtezu niranukroSaH nRpANAm tad--vaDaH avaDaH
   BhP_04.17.027/1 tvāṃ stabdhāṃ durmadāṃ nītvā māyā-gāṃ tilaśaḥ śaraiḥ	Bhu-_04.17.027/1 tvAm stabDAm durmadAm nItvA mAyA-gAm tilaSas SarEH
   BhP_04.17.027/2 ātma-yoga-balenemā dhārayiṣyāmy ahaṃ prajāḥ	Bhu-_04.17.027/2 Atma-yoga--balena-imAH DArayizyAmi aham prajAH
   BhP_04.17.028/1 evaṃ manyumayīṃ mūrtiṃ kṛtāntam iva bibhratam	Bhu-_04.17.028/1 evam manyu-mayIm mUrtim kRtAntam iva biBratam
   BhP_04.17.028/2 praṇatā prāñjaliḥ prāha mahī sañjāta-vepathuḥ	Bha-a_04.17.028/2 praNatA prAQjaliH prAha mahI saQjAta-vepaTuH
   BhP_04.17.029/0 dharovāca	BhP_04.17.029/0 DarA-uvAca
   BhP_04.17.029/1 namaḥ parasmai puruṣāya māyayā vinyasta-nānā-tanave	Bhu-_04.17.029/1 namaH parasmE puruzAya mAyayA vinyasta-nAnA-tanave
   guṇātmane	guNa-Atmane
   BhP_04.17.029/2 namaḥ svarūpānubhavena nirdhuta-	Bhu-_04.17.029/2 namaH sva-rUpa-anuBavena nirDuta-
   dravya-kriyā-kāraka-vibhramormaye	dravya--kriyA-kAraka-viBrama-Urmaye
   BhP_04.17.030/1 yenāham ātmāyatanaṃ vinirmitā dhātrā yato 'yaṃ	Bhu-_04.17.030/1 yena-aham Atma-Ayatanam vinirmitA DAtrA yatas ayam
   guṇa-sarga-saṅgrahaḥ	guNa--sarga--saFgrahaH
   BhP_04.17.030/2 sa eva māṃ hantum udāyudhaḥ svarāḍ upasthito 'nyaṃ śaraṇaṃ	Bhu-_04.17.030/2 saH eva mAm hantum udAyuDaH svarAj upasTitaH anyam SaraNam
   kam āśraye	kam ASraye
   BhP_04.17.031/1 ya etad ādāv asṛjac carācaraṃ	Bhu-_04.17.031/1 yaH etat AdO asRjat carAcaram
   sva-māyayātmāśrayayāvitarkyayā	sva--mAyayA-Atma-ASrayayA-avitarkyayA
   BhP_04.17.031/2 tayaiva so 'yaṃ kila goptum udyataḥ kathaṃ nu māṃ	Bhu-_04.17.031/2 tayA-eva saH ayam kila goptum udyataH kaTam nu mAm
   dharma-paro jighāṃsati	Darma--paraH jiGAMsati
   BhP_04.17.032/1 nūnaṃ bateśasya samīhitaṃ janais tan-māyayā	Bhu-_04.17.032/1 nUnam bata-ISasya samIhitam janEH tan--mAyayA
   durjayayākṛtātmabhiḥ	durjayayA-akRtAtmaBiH
   BhP_04.17.032/2 na lakṣyate yas tv akarod akārayad yo 'neka ekaḥ parataś	Bhu-_04.17.032/2 na lakzyate yaH tu akarot akArayat yaH anekaH ekaH paratas-
   ca īśvaraḥ	ca ISvaraH
   BhP_04.17.033/1 sargādi yo 'syānuruṇaddhi śaktibhir	Bhu-_04.17.033/1 sarga-Adi yaH asya-anuruNadDi SaktiBiH-
   dravya-kriyā-kāraka-cetanātmabhiḥ	dravya--kriyA--kAraka-cetana-AtmaBiH
