   śrīḥ	SrIH
   yathā pūrvatra vājinadravyeṇa karma bhidyate, tathā dadhidravyeṇeti cet |	yaTA pUrvatra vAjina-dravyeNa karma Bidyate, taTA daDi-dravyeNa-iti ced |
   na |	na |
   vaiṣamyāt |	vEzamyAt |
   yathā vaiśvadevo yāga āmikṣāguṇāvaruddhaḥ, tathāgnihotraṃ na	yaTA vESvadevaH yAgaH AmikzA-guNa-avarudDaH, taTA-agnihotram na
   guṇāntarāvaruddham |	guNa-antara-avarudDam |
   pratyuta - nirguṇatvādguṇamākāṅkṣati |	pratyuta  nirguNa-tvAt-guNam-AkAFkzati |
   tasmādayaṃ guṇavidhiḥ |	tasmAt-ayam guNa-viDiH |
   evaṃ"payasā juhoti"ityādiṣu draṣṭavyam |	evaM"payasA juhoti"ityAdizu drazwavyam |
   payodadhyādīnāṃ sarveṣāmutpannaśiṣṭatayāṃ samabalatvādekaikena	payaH-daDi-AdInAm sarvezAm-utpanna-Sizwa-tayAm sama-bala-tvAt-ekEkena
   dravyeṇāgnihotraniṣpatteśca vrīhīyavavadvikalpaḥ || MJaiNyC_2,2.26 ||	dravyeNa-agnihotra-nizpatteH-ca vrIhI-yava-vat-vikalpaH || MJENyC_2,2.26 ||
   (ekādaśe dadhyādidravyasaphalatvādhikaraṇe sūtre 25 - 26 )	(ekAdaSe daDi-Adi-dravya-saPala-tva-aDikaraNe sUtre 25  26 )
   phalaśrutes tu karma syāt phalasya karmayogitvāt / Jaim_2,2.25 /	Pala-SruteH tu karma syAt Palasya karma-yogi-tvAt / JEm_2,2.25 /
   atulyatvāt tu vākyayor guṇe tasya pratīyeta / Jaim_2,2.26 /	atulya-tvAt tu vAkyayoH guNe tasya pratIyeta / JEm_2,2.26 /
   ekādaśādhikaraṇamāracayati --	ekAdaSa-aDikaraNam-Aracayati --
   START MJaiNy 2,2.27-28	START MJENi 2,2.27-28
   yaddaghnendriyakāmasya juhuyāditi tatpṛthak /	yat-daGna-indriya-kAmasya juhuyAt-iti tat-pRTak /
   guṇo vā bhidyate karma dhātvarthasya phalitvataḥ // MJaiNy_2,2.27 //	guNaH vA Bidyate karma DAtu-arTasya Palitvatas // MJENi-_2,2.27 //
   matvarthagauravādibhyo nānyatkarma phalāya tu /	matu-arTa-gOrava-AdiByaH na-anyat-karma PalAya tu /
   guṇe vidheye dhātvartho vihitatvādanūdyate // MJaiNy_2,2.28 //	guNe viDeye DAtu-arTaH vihita-tvAt-anUdyate // MJENi-_2,2.28 //
   "daghnedriyakāmasya juhuyāt"iti śrūyate |	"daGnedriya-kAmasya juhuyAt"iti SrUyate |
   tadidaṃ makṛtādagnihotrādanyatkarma |	tat-idam makRtAt-agni-hotrAt-anyat-karma |
   ma tvatra vidhiḥ |	me tu-atra viDiH |
   kutaḥ |	kutas |
   'indriyakāmasya' ityaktasya phalasya dhātvartha mantareṇa	aindriya-kAmasya-a iti-aktasya Palasya DAtu-arTa mantareNa
   dravyamātrādaniṣpatteḥ - iti cet |	dravya-mAtrAt-anizpatteH  iti ced |
   naivam |	na-evam |
   karmāntaravidhau 'dadhamatā homenondriyaṃ bhāvayet' iti matvarthalakṣaṇā	karma-antara-viDO adaDamatA homena-undriyam BAvayet-a iti matu-arTa-lakzaNA
   prasaṅgāt |	prasaFgAt |
   guṇaviśiṣṭakriyāvidhau, gauravāt |	guNa-viSizwa-kriyA-viDO, gOravAt |
   prakṛtahānāmakṛtaprakriyāprasaṅgācca |	prakRta-hAnAm-a-kRta-prakriyA-prasaFgAt-ca |
   guṇamātraṃ tu phalāya vidhīyate |	guNa-mAtram tu PalAya viDIyate |
   yadyapi 'dadhaṇa juhoti' iti prāptam, tathāpi phalasaṃbandho na praptaḥ |	yadi-api adaDaNa juhotia iti prAptam, taTA-api Pala-saMbanDaH na praptaH |
   dhātvarathābhāte phalāsaṃbhava iti cet |	DAtvaraTa-ABAte Pala-asaMBavaH iti ced |
   na |	na |
   'agnihotraṃ juhoti'iti vihitasya dhātvarthasyānūdyamānatvāt ||	aagnihotram juhoti-aiti vihitasya DAtu-arTasya-anUdyamAna-tvAt ||
   MJaiNyC_2,2.27-28 ||	MJENyC_2,2.27-28 ||
   (dvādaśe vāravantīyādīnāṃ karmāntaratādhikaraṇe sūtram)	(dvAdaSe vAravantIya-AdInAm karma-antara-tA-aDikaraNe sUtram)
   sameṣu karmayuktaṃ syāt / Jaim_2,2.27 /	samezu karma-yuktam syAt / JEm_2,2.27 /
   START MJaiNy 2,2.29-31	START MJENi 2,2.29-31
   dvādaśādhikaraṇamāracayati --	dvAdaSa-aDikaraNam-Aracayati --
   uktvāgniṣṭutametasya vāravantīyasāma hi /	uktvA-agnizwutam-etasya vAravantIyasAma hi /
   revatīṣvṛkṣu kṛtveti śrutaṃ paśuphalāptaye // MJaiNy_2,2.29 //	revatIzu-Rkzu kRtvA-iti Srutam paSu-Pala-Aptaye // MJENi-_2,2.29 //
   revatyādiguṇaḥ karma pṛthagvā pūrvavadguṇaḥ /	revati-Adi-guNaH karma pRTak-vA pUrvavat-guNaH /
   revatīvāravantīyasaṃbandhākhyaḥ paśupradaḥ // MJaiNy_2,2.30 //	revatI-va-AravantIya-saMbanDa-AKyaH paSu-pradaH // MJENi-_2,2.30 //
   sāmno 'tra phalakarmabhyāṃ saṃbandhe vākyabhinnatā /	sAmnaH atra Pala-karmaByAm saMbanDe vAkya-Binna-tA /
   tenoktaguṇasaṃyuktamanyatkarmocyate phale // MJaiNy_2,2.31 //	tena-ukta-guNa-saMyuktam-anyat-karma-ucyate Pale // MJENi-_2,2.31 //
   ' trivṛdagniṣṭudagniṣṭomastasya vāyavyāsvṛkṣvekaviṃśamagniṣṭomasāma kṛtvā	a trivRt-agnizwut-agnizwomaH-tasya vAyavyAsu-Rkzu-ekaviMSam-agnizwoma-sAma kRtvA
   brahmavacasakāmo yajeta ' ityasya saṃnidhau śrūyate - ' etasyaiva revatīṣu	brahma-vacasa-kAmaH yajeta a iti-asya saMniDO SrUyate  a etasya-eva revatIzu
   vāravantīyamagniṣṭomasāma kṛtvā paśukāmo hyetena yajeta ' iti |	vAravantIyam-agnizwoma-sAma kRtvA paSu-kAmaH hi-etena yajeta a iti |
   asyāyamarthaḥ - ' agniṣṭomasya vikṛtirūpaḥ kaścidekāho 'gniṣṭunnāmakaḥ |	asya-ayam-arTaH  a agnizwomasya vikRti-rUpaH kaScid-eka-ahaH agnizwut-nAmakaH |
   sa ca pṛṣṭhastotre trivṛtsomayuktatayā 'trivṛt' ityucyate |	sa ca pRzWa-stotre trivRt-soma-yukta-tayA atrivRt-a iti-ucyate |
   agniṣṭomokthādīnāṃ saptānāṃ somasaṃsthānāṃ madhye 'gniṣṭomasaṃsthārūpatvāt	agnizwoma-ukTa-AdInAm saptAnAm soma-saMsTAnAm maDye agnizwoma-saMsTA-rUpatvAt
   ' agniṣṭomaḥ ' ityapyucyate |	a agnizwomaH a iti-api-ucyate |
   prakṛtau tṛtīyasavana ārbhavapavamānasyopari yajñāyajñīyaṃ sāma gīyate |	prakRtO tRtIyasavane ArBava-pavamAnasya-upari yajQAyajQIyam sAma gIyate |
   tena ca sāmnāgniṣṭomayāgasya samāpyamānatvāt ' agniṣṭomasāma ' ityucyate |	tena ca sAmnA-agnizwoma-yAgasya samApyamAna-tvAt a agnizwoma-sAma a iti-ucyate |
   tacca prakṛtau 'yajñāyajñā vo agnayaḥ ' ityādyāgneyīṣvṛkṣu gīyate |	tat-ca prakRtO ayajQAyajQAH vaH agnayaH a iti-Adi-a-AgneyIzu-Rkzu gIyate |
   asmiṃstvagniṣṭuti brahmavarcasakāmena vāyavyāsvṛkṣu tatsāma gātavyam |	asmin=-tu-agnizwuti brahmavarcasa-kAmena vAyavyAsu-Rkzu tad-sAma gAtavyam |
   tañca prakṛtāvivaikaviṃśastomayuktam |	taQca prakRtO=-iva-ekaviMSaH-toma-yuktam |
   paśukāmatya tu ' revatīrnaḥ sadhamādaḥ'- ityādiṣu revatīṣvakṣu	paSu-kAmatya tu a reva-tIH-naH saDamAdaH-a ityAdizu revatIzu-akzu
   vāravantīyaṃ sāma gāyet, iti |	vAravantIyam sAma gAyet, iti |
   tatra revatīnāmṛcāṃ vāravantīyanāmakena sāmnā yaḥ saṃbandhaḥ, so 'yaṃ	tatra revatInAm-RcAm vAravantIya-nAmakena sAmnA yaH saMbanDaH, saH ayam
   paśuphalāyāgniṣṭuti vidhīyate |	paSu-PalAya-agnizwuti viDIyate |
   'etasyaiva ' iti prakṛtaparāmarśakenaitacchabdena,	aetasya-eva a iti prakRta-parAmarSakena-etat-Sabdena,
   anyavyāvartakenaivakāreṇa cāgniṣṭutaḥ samarpyamāṇatvāt |	anya-vyAvartakena-evakAreNa ca-agnizwutaH samarpyamANa-tvAt |
   yathā pūrvādhikaraṇa indriyaphalāya prakṛte 'gnihotre dadhiguṇo	yaTA pUrva-aDikaraNaH indriya-PalAya prakRte agnihotre daDi-guNa-u
   vihitaḥ,tadvat |	vihitaH,tadvat |
   iti prāpte, brūmaḥ- viṣamo dṛṣṭāntaḥ |	iti prApte, brUmaH vizamaH dRzwAntaH |
   dadhaṇe homajanakatvaṃ na śāstreṇa bodhanīyam |	daDaNe homa-janaka-tvam na SAstreNa boDanIyam |
   tasya lokato 'vagantuṃ śakyatvāt |	tasya lokataH avagantum Sakya-tvAt |
   phalasaṃbandha eka eva śāstrabodhya iti na tatra vākyabhedaḥ |	Pala-saMbanDaH ekaH eva SAstra-boDyaH iti na tatra vAkya-BedaH |
   iha tu - revatyugādhārakavāravantīyasāmno 'gniṣṭutkarmasādhanatvaṃ	iha tu  reva-tyuga-ADAraka-vAravantIya-sAmnaH agnizwutkarma-sADana-tvam
   phalasādhanatvaṃ cetyubhayasya śāstraikabodhyatvāddurvāro vākyabhedaḥ |	Pala-sADana-tvam ca-iti-uBayasya SAstra-eka-boDya-tvAt-durvAraH vAkya-BedaH |
   tena paśuphalakaṃ yathoktaguṇaviśiṣṭaṃ karmāntaramatra vidhīyate |	tena paSu-Palakam yaTA-ukta-guNa-viSizwam karma-antaram-atra viDIyate |
   etacchabda evakāraśca vidhīyamānakarmāntaraviṣayatayā yojanīyau ||	etat-SabdaH eva-kAraH-ca viDIyamAna-karma-antara-vizaya-tayA yojanIyO ||
   MJaiNyC_2,2.29-31 ||	MJENyC_2,2.29-31 ||
   (trayodaśe saubharanidhanayoḥ kāmaikyādhikaraṇe sūtre 28 - 29 )	(trayodaSe sOBara-niDanayoH kAma-Ekya-aDikaraNe sUtre 28  29 )
   saubhare puruṣaśruter nidhanaṃ kāmasaṃyogaḥ / Jaim_2,2.28 /	sOBare puruza-SruteH niDanam kAma-saMyogaH / JEm_2,2.28 /
   sarvasya voktakāmatvāt tasmin kāmaśrutiḥ syān nidhanārthā punaḥ śrutiḥ /	sarvasya vA-ukta-kAma-tvAt tasmin kAmaSrutiH syAt niDana-arTA punar SrutiH /
   Jaim_2,2.29 /	JEm_2,2.29 /
   START MJaiNy 2,2.32-35	START MJENi 2,2.32-35
   trayodaśādhikaraṇamāracayati --	trayodaSa-aDikaraNam-Aracayati --
   vṛṣṭannasvargakāmānāṃ saubharaṃ stotramīritam /	vRzwanna-svarga-kAmAnAm sOBaram stotram-Iritam /
   nidhanānyapi hīṣūrgū iti vṛṣṭyādikābhinām // MJaiNy_2,2.32 //	niDanAni-api hi-izu-UrgU iti vRzwi-Adika-aBinAm // MJENi-_2,2.32 //
   phalāntaraṃ kiṃ vṛṣṭyādi hīśādīnāmutodite /	Pala-antaram kim vRzwi-Adi hi-ISa-AdInAm-uta-udite /
   saubhare phalasaṃbhinne nidhanaṃ viniyamyate // MJaiNy_2,2.33 //	sOBare Pala-saMBinne niDanam viniyamyate // MJENI-_2,2.33 //
   phalāntaraṃ caturthyoktaṃ vṛṣṭikāmāya hīṣiti /	Pala-antaram caturTyA-uktam vRzwi-kAmAya hIziti /
   saubharasya phalaṃ vṛṣṭihīṣiyuktyā vivardhate // MJaiNy_2,2.34 //	sOBarasya Palam vRzwi-hIzi-yuktyA vivarDate // MJENI-_2,2.34 //
   noktavṛṣṭyannakāmānāmanyatvaṃ pratyabhijñayā /	na-ukta-vRzwi-anna-kAmAnAm-anya-tvam pratyaBijQayA /
   niyame 'pi caturthyeṣā tādarthyādupapadyate // MJaiNy_2,2.35 //	niyame api caturTI-ezA tAdarTyAt-upapadyate // MJENI-_2,2.35 //
   ' yo vṛṣṭikāmo yo 'nnādyakāmo yaḥ svargakāmaḥ sa saubhareṇa stuvīta, sarve	a yaH vRzwi-kAmaH yaH annAdya-kAmaH yaH svarga-kAmaH sa sOBareNa stuvIta, sarve
   vai kāmāḥ saubhare ' iti samāmnāya punaḥ samāmnātam - hīṣita vṛṣṭikāmāya	vE kAmAH sOBare a iti samAmnAya punar samAmnAtam  hi-izita vRzwi-kAmAya
   nidhanaṃ kuryāt, ūrgityannādyakāmāya, ū iti svargakāmāya ' iti |	niDanam kuryAt, Urgiti-annAdya-kAma-aya, U iti svarga-kAmAya a iti |
   saubharaṃ nāma sāmaviśeṣaḥ |	sOBaram nAma sAma-viSezaH |
   nidhanaṃ nāma pañcabhiḥ saptabhirvā bhāgairupetasya sāmno 'ntimo bhāgaḥ |	niDanam nAma paQcaBiH saptaBiH-vA BAgEH-upetasya sAmnaH antimaH BAgaH |
   tasminnidhane hīṣādayo viśeṣāḥ saubharasāmasādhyastotraphalebhyo	tasmin-niDane hi-iza-AdayaH viSezAH sOBarasAm-a-sADya-stotra-PaleByaH-
   vṛṣṭyādibhyo 'nyāni vṛṣṭryādiphalāni janayituṃ vidhīyante |	vRzwi-AdiByaH anyAni vRzwri-Adi-PalAni janayitum viDIyante |
   kutaḥ |	kutas |
   hīṣādividhivākye 'vṛṣṭikāmāya ' ityādinā caturthīśravaṇāt |	hIza-Adi-viDi-vAkye avRzwi-kAmAya a ityAdinA caturTI-SravaNAt |
   tādarthye bruvatī [caturthī] hīṣādīnāṃ vṛṣṭyādikāmapuruṣaśeṣatvaṃ gamayati	tAdarTye bruvatI [caturTI] hi-iza-AdInAm vRzwi-Adi-kAma-puruza-Seza-tvam gamayati
   taccheṣatvaṃ ca puruṣābhilavitaphalasādhanatve satyupapadyate |	tad-Seza-tvam ca puruza-aBilavita-Pala-sADana-tve sati-upapadyate |
   tataḥ saubharasya hīṣitinidhanaviśeṣasya ca phalabhūte dve vṛṣṭī bhavataḥ	tatas sOBarasya hi-iziti-niDana-viSezasya ca Pala-BUte dve vRzwI BavataH
   tadubhayamelanānmahatī vṛṣṭiḥ- iti prāpte, brūmaḥ- saubharavidhau yo	tad-uBaya-melanAt-mahatI vRzwiH iti prApte, brUmaH sOBara-viDO yaH-
   vṛṣṭyādikāmaḥ sa eva hīṣādividhau pratyabhijñāyate |	vRzwi-Adi-kAmaH saH eva hi-iza-Adi-viDO pratyaBijQAyate |
   tataḥ saubharasya phalabhūtā ye vṛṣṭyādayaḥ, ta eva	tatas sOBarasya Pala-BUtAH ye vRzwi-AdayaH, te eva
   hīṣādivākyeṣvanūdyante, iti na phalāntaram |	hIza-Adi-vAkyezu-anUdyante, iti na Pala-antaram |
   athocyeta - nūtanaphalāntarābhāvāt, hīṣādīnāṃ ca nānāśākhādhyayanādeva	aTa-ucyeta  nUtana-Pala-antara-aBAva-at, hi-iza-AdInAm ca nAnA-SAKA-aDyayanAt-eva
   saubhare prāptatvādanarthako 'yaṃ vidhiḥ- iti |	sOBare prApta-tvAt-anarTakaH ayam viDiH iti |
   tanna |	tat-na |
   phalatrayakāmāṇāṃ trayāṇāmaniyamenaiva hīṣādiṣu madhye yasya	Palatraya-kAmANAm trayANAm-a-niyamena-eva hIza-Adizu maDye yasya
   kasyacinnidhanasya prāptau vidherniyamārthatvāt |	kasyacid-niDanasya prAptO viDeH-niyama-arTa-tvAt |
   tādarthya tu phalāntarābhāve 'pi saubharavākyoktavṛṣṭyādiphalasādhane	tAdarTya tu Pala-antara-aBAve api sOBara-vAkya-ukta-vRzwi-Adi-Pala-sADane
   saubhare hīṣādīnāṃ niyamyamānatvādupapadyate |	sOBare hi-iza-AdInAm niyamyamAna-tvAt-upapadyate |
   tasmāt - ayaṃ nidhanaviśeṣaniyamanāvidhiḥ || MJaiNyC_2,2.32-35 ||	tasmAt  ayam niDana-viSeza-niyamanA-viDiH || MJENyC_2,2.32-35 ||
   iti śrīmādhavīye jaiminīyanyāyamālāvistare dvitīyādhyāyasya dvitīyaḥ pādaḥ	iti SrImADavIye jEminIya-nyAya-mAlA-vistare dvitIya-aDyAyasya dvitIyaH pAdaH
   (atha dvitīyādhyāyasya tṛtīyaḥ pādaḥ)	(aTa dvitIya-aDyAyasya tRtIyaH pAdaH)
   (prathame grahāgratāyā jyotiṣṭomāṅgatādhikaraṇe sūtre 1-2)	(praTame graha-agra-tAyAH jyotizwoma-aFgatA-aDikaraNe sUtre 1-2)
   guṇas tu kratusaṃyogāt karmāntaraṃ prayojayet saṃyogasyāśeṣabhūtvāt /	guNaH tu kratu-saMyogAt karma-antaram prayojayet saMyogasya-aSeza-BU-tvAt /
   Jaim_2,3.1 /	JEm_2,3.1 /
   ekasya tu liṅgabhedāt prayojanārtham ucyetaikatvaṃ guṇavākyatvāt /	ekasya tu liFga-BedAt prayojana-arTam ucyeta-eka-tvam guNa-vAkya-tvAt /
   Jaim_2,3.2 /	JEm_2,3.2 /
   START MJaiNy 2,3.1-3	START MJENi 2,3.1-3
   tṛtīyapādasya prathamādhikaraṇamāracayati --	tRtIya-pAdasya praTama-aDikaraNam-Aracayati --
   rathaṃtaraṃ sāma some bhavettadvadbṛhajjagat /	raTaMtaram sAma some Bavet-tadvat-bRhat-jagat /
   aindravāyavaśukrāgrayaṇāgrāśca grahāḥ śrutāḥ // MJaiNy_2,3.1 //	Endra-vAyava-Sukra-agrayaNa-agrAH-ca grahAH SrutAH // MJENi-_2,3.1 //
   rathaṃtarādisaṃyuktamanyatkarmāthavā guṇaḥ /	raTaMtara-Adi-saMyuktam-anyat-karma-aTavA guNaH /
   gāyatrādiyutātpūrvādanyadvyāvṛttito guṇaiḥ // MJaiNy_2,3.2 //	gAyatra-Adi-yutAt-pUrvAt-anyat-vyAvRttitaH guNEH // MJENI-_2,3.2 //
   somaśabdaprakaraṇe jyotiṣṭomasamarpake /	soma-Sabda-prakaraNe jyotizwoma-samarpake /
   grahāgratvaṃ guṇastatra vyāvṛttistu parasparam // MJaiNy_2,3.3 //	graha-agra-tvam guNaH-tatra vyAvRttiH-tu parasparam // MJENi-_2,3.3 //
   jyotiṣṭomaprakaraṇe śrūyate -"yadi rathaṃtarasāmā somaḥ	jyotizwoma-prakaraNe SrUyate -"yadi raTaMtara-sAmA somaH
   syādaindravāyabāgrāngrahāngṛhṇīyāt |	syAt-Endra-vAya-bAgrAn-grahAn-gRhNIyAt |
   yadi bṛhatsāmā śukrāgrān |	yadi bRhat-sAmA Sukra-agrAn |
   yadi jagatsāmā'grayaṇāgrān"iti |	yadi jagat-sAmA-agrayaNa-agrAn"iti |
   tatra - somaśabdena somalatāsādhanako yāgo ''bhidhīyate |	tatra  soma-Sabdena somala-tA-sADanakaH yAgaH aaBiDIyate |
   tasmiṃśca yāge bādhyaṃdine savane pṛṣṭhastotre	tasmin=-ca yAge bADyaMdine savane pRzWa-stotre
   rathaṃtarabṛhajjagannāmakāni sāmāni vikalpena vihitāni |	raTaMtara-bRhat-jagat-nAmakAni sAmAni vikalpena vihitAni |
   "abhi tvā śūra"- ityetasyāṃ yonāvutpannaṃ rathaṃtaram |	"aBi tvA SUra" iti-etasyAm yonO=-utpannam raTaMtaram |
   "tvāmiddhi havāmahe"- ityetasyāmutpannaṃ bṛhat |	"tvAm-idhi havAmahe" iti-etasyAm-utpannam bRhat |
   jagatīchandaskāyāmṛcyutpannaṃ jagat |	jagatI-CandaskAyAmRci-utpannam jagat |
   aindramāyavaḥ, maitrāvaruṇaḥ, āśvinaḥ, śukraḥ, manthyāgrayaṇaḥ, ukthyaḥ,	EndramAyavaH, mEtrAvaruNaH, ASvinaH, SukraH, manTyAgrayaNaH, ukTyaH,
   dhruvaḥ, ityādināmakā grahāḥ prātaḥsavane gṛhyante |	DruvaH, ityAdi-nAmakAH grahAH prAtaHsavane gRhyante |
   dārupātreṣu somaratasya grahaṇādgrahā bhavanti |	dAru-pAtrezu soma-ratasya grahaNAt-grahAH Bavanti |
   somayāgasya rathaṃtarasāmopetatvapakṣa eteṣu graheṣvaindravāyavaḥ	soma-yAgasya raTaMtara-sAma-upetatva-pakzaH etezu grahezu-Endra-vAyavaH
   prathamaṃ grahītavyaḥ |	praTamam grahItavyaH |
   bṛhatsāmopetatvapakṣe śukraḥ |	bRhat-sAma-upetatva-pakze SukraH |
   jagatsāmopetatvapakṣa āgrayaṇaḥ prāthamikaḥ- iti viṣayavākyārthaḥ |	jagat-sAma-upetatva-pakzaH AgrayaNaH prATamikaH iti vizaya-vAkya-arTaH |
   tatra prakṛto jyotiṣṭomo gāyatrādisāmopetaḥ, tadvyāvṛttyarthamiha	tatra prakRtaH jyotizwomaH gAyatra-Adi-sAma-upetaH, tad-vyAvRtti-arTam-iha
   rathaṃtarādayo guṇāḥ kīrtyante |	raTaMtara-AdayaH guNAH kIrtyante |
   tasmāt - aindravāyavādiguṇopetāni karmāntarāṇyatra vidhīyante - iti	tasmAt  Endra-vAya-vAdi-guNa-upetAni karma-antarANi-atra viDIyante  iti
   prāpte, brūmaḥ-"yadi rathaṃtarasāmā somaḥ syāt"ityukto yaḥ somaśabdaḥ,	prApte, brUmaH-"yadi raTaMtara-sAmA somaH syAt-"iti-uktaH yaH soma-SabdaH,
   tena prakaraṇena cātra jyotiṣṭomaḥ samarpyate |	tena prakaraNena ca-atra jyotizwomaH samarpyate |
   samarpite tasminyathoktagrahāgratvaṃ guṇo vidhīyate |	samarpite tasmin-i-aTA-ukta-graha-agra-tvam guNaH viDIyate |
   na ca rathaṃtarādiguṇānuvādena jyotiṣṭomasya vyāvṛttiḥ saṃbhavati |	na ca raTaMtara-Adi-guNa-anuvAdena jyotizwomasya vyAvRttiH saMBavati |
   tasya prātaḥ savanādau gāyatrādisāmopetatve 'pi pṛṣṭhastotre	tasya prAtar sa-vana-AdO gAyatra-Adi-sAma-upeta-tve api pRzWa-stotre
   rathaṃtarādiyogasyāpi sadbhāvāt |	raTaMtara-Adi-yogasya-api sadBAvAt |
   kiṃ tarhi vyāvartyata iti cet |	kim tarhi vyAvartyate iti ced |
   rathaṃtarabṛhajjagatāṃ parasparavyāvṛttiḥ- iti vadāmaḥ |	raTaMtara-bRhat-jagatAm paraspara-vyAvRttiH iti vadAmaH |
   rathaṃtarādayaḥ pṛṣṭhastotre vikalpitāḥ |	raTaMtara-AdayaH pRzWa-stotre vikalpitAH |
   tatra rathaṃtarānuvādenetarau pakṣau vyāvartyete |	tatra raTaMtara-anuvAdena-itarO pakzO vyAvartyete |
   evamitaratrāpi |	evam-itaratra-api |
   tasmāt - guṇavidhiḥ |	tasmAt  guNa-viDiH |
   nanu yaḥ prakṛto jyotiṣṭomaḥ so 'nyeṣāṃ so 'nyeṣāṃ somayāgānāṃ prakṛtiḥ |	nanu yaH prakRtaH jyotizwomaH saH anyezAm saH anyezAm soma-yAgAnAm prakRtiH |
   nahi prakṛtau jagatyāmutpannaṃ sāma vihitamasti |	na-hi prakRtO jagatyAm-utpannam sAma vihitam-asti |
   ata eva daśamādhyāye pañcamapādasya pañcadaśādhikaraṇe	atas eva daSama-aDyAye paQcama-pAdasya paQcadaSa-aDikaraNe
   prathamavarṇake"yadi jagattāmā"iti vākyoktamāgrayaṇāgratvaṃ vikṛtau	praTama-varNake"yadi jagat-tAmA"-iti vAkya-uktam-AgrayaNa-agra-tvam vikRtO
   viṣuvannāmake mukhye 'hani vyavasthāpitam |	vizuvat-nAmake muKye ahani vyavasTApitam |
   ṣāḍham, tathāpi nātra kaścidvirodhaḥ |	zAXam, taTA-api na-atra kaScid-viroDaH |
   āgrayaṇāgratvavākyaṃ na karmāntaravidhāyakam, kiṃtu 'anyena vihite	AgrayaNa-agra-tva-vAkyam na karma-antara-viDAya-kam, kiMtu aanyena vihite
   somayāge yatra jagatsāma saṃbhavati tatra guṇavidhāyakam - '	soma-yAge yatra jagat-sAma saMBavati tatra guNa-viDAyakam  a
   ityetāvanmātrasyātra pratipādyatvāt || MJaiNyC_2,3.1-3 ||	iti-etAvat-mAtrasya-atra pratipAdya-tvAt || MJENyC_2,3.1-3 ||
   (dvitīye 'veṣṭeḥ kratvantaratādhikāratādhikaraṇe sūtram)	(dvitIye avezweH kratu-anta-ratA-aDikAra-tA-aDikaraNe sUtram)
   aveṣṭau yajñasaṃyogātkratupradhānamucyate / Jaim_2,3.3 /	avezwO yajQa-saMyogAt-kratu-praDAnam-ucyate / JEm_2,3.3 /
   START MJaiNy 2,3.4-6	START MJENi 2,3.4-6
   dvitīyādhikaraṇamāracayati --	dvitIya-aDikaraNam-Aracayati --
   rājasūyaṃ prakṛtyeṣṭiraveṣṭyākhyā śrutātra tu /	rAjasUyam prakRtyA-izwiH-avezwi-AKyA SrutA-atra tu /
   viprakṣattriyaviḍbhedāddhaviṣāṃ vyatyayaḥ krame // MJaiNy_2,3.4 //	vipra-kzattriya-viS-BedAt-havizAm vyatyayaH krame // MJENi-_2,3.4 //
   viprāderanuvādaḥ syātprāpaṇaṃ vānuvādagīḥ /	vipra-AdeH-anuvAdaH syAt-prApaNam vA-anuvAda-gIH /
   vyatyayāya trayāṇāṃ ca rājatvāprāptirasti hi // MJaiNy_2,3.5 //	vyatyayAya trayANAm ca rAja-tva-aprAptiH-asti hi // MJENI-_2,3.5 //
   na rājyayogādrājatvaṃ kṣatriyatvaṃ tu tattvataḥ /	na rAjya-yogAt-rAja-tvam kzatriya-tvam tu tattvataH /
   aprāptaprāpaṇaṃ tasmānna rathaṃtaratulyatā // MJaiNy_2,3.6 //	aprApta-prApaNam tasmAt-na raTaMtara-tulya-tA // MJENi-_2,3.6 //
   rājasūyaprakaraṇe kācidiṣṭiraveṣṭināmikā śrūyate -	rAjasUya-prakaraNe kAcid-izwiH-avezwi-nAmikA SrUyate -
   "āgneyamaṣṭākapālaṃ nirvapet , hiraṇyaṃ dakṣiṇā |	"a-Agneyam-azwAkapAlam nirvapet , hiraNyam dakziNA |
   aindramākādaśakapālam, ṛṣabho dakṣiṇā |	Endram-AkAdaSa-kapAlam, RzaBaH dakziNA |
   vaiśvadevaṃ carum , piśaṅgī praṣṭhauhī dākṣiṇā |	vESvadevam carum , piSaFgI prazWOhI dAkziNA |
   maitrāvaruṇīmāmikṣām, vaśā dakṣiṇā |	mEtrAvaruNI-im-AmikzAm, vaSAH dakziNA |
   bārhaspatyaṃ carum, śitipṛṣṭho dikṣaṇāṃ"iti |	bArhaspatyam carum, Siti-pRzWaH dikzaNAn"iti |
   tasyāmeveṣṭau haviṣāṃ kramavyatyayaḥ śrūyate -"yadi brāhmaṇo yajeta,	tasyAm-eva-izwO havizAm krama-vyatyayaH SrUyate -"yadi brAhmaNaH yajeta,
   bārhaspatyaṃ madhye nidhāyā'hutiṃ hutvā tamabhighārayet |	bArhaspatyam maDye niDAya-Aahutim hutvA tam-aBiGArayet |
   yadi rājanya aindram |	yadi rAjanya Endram |
   yadi vaiśyo vaiśvadevam"iti |	yadi vESyaH vESvadevam-"iti |
   tatra yathā pūrvādhikaraṇe - aindravāyavāgratvaṃ vyavasthāpayituṃ	tatra yaTA pUrva-aDikaraNe  Endra-vAyava-agra-tvam vyavasTApayitum
   yadiśabdayuktena vākyena rathaṃtaraṃ nimittatvenānūditam, evamatrāpi	yadi-Sabda-yuktena vAkyena raTaMtaram nimitta-tvena-anUditam, evam-atra-api
