   Abkürzungsverzeichnis	AbkürzungsveH-zeiCnis
   grahapuraskāram uktvā tatra pañcāgnikuṇḍavidhānam upadiśya pradhāne sabhye	graha-puraskAram uktvA tatra paQca-agnikuNxa-viDAnam upadiSya praDAne saBye
   viṣṇurūpasya savituḥ homaḥ "sabhye savitur" iti pratipāditaḥ.	vizNu-rUpasya savituH homaH "saBye savitur" iti pratipAditaH.
   [75.23-24]     evam - "nārāyaṇa paraṃ brahma" - "brahmaiva bhūtānāṃ	[75.23-24]     evam  "nArAyaNa param brahma"  "brahma-eva BUtAnAm
   jyeṣṭhāṃ tena ko 'rhati spardhitum" - "agnir vai devānām avamo viṣṇuḥ	jyezWAm tena kaH arhati sparDitum"  "agniH vE devAnAm avamaH vizNuH
   paramaḥ tadantareṇa sarvā anyā devatāḥ"	paramaH tad-antareNa sarvAH anyAH devatAH"
        [śrutimūlakatve prāmāṇyātiśayaḥ]	[Sruti-mUlaka-tve prAmANya-atiSayaH]
   [76.1]     ityādi śrutyanusāreṇa "tasmād gṛhe paramaṃ viṣṇuṃ pratiṣṭhāpya	[76.1]     ityAdi Sruti-anusAreNa "tasmAt gRhe paramam vizNum pratizWApya
   sāyaṃprātarhomānte 'rcayati"	sAyaMprAtar-haH-ma-ante arcayati"
   [76.2-3]     iti nārāyaṇaparatvena sūtrāntareṣv anuktam ārādhanavidhim	[76.2-3]     iti nArAyaNa-paratvena sUtra-antarezu anuktam ArADana-viDim
   uktvā tatra "sa vā eṣa puruṣaḥ pañcadhā pañcātmā" ityādi śrutyanusāreṇa	uktvA tatra "sa vE eza puruzaH paQcaDA paQca-AtmA" ityAdi Sruti-anusAreNa
   pañcamūrtividhānam apy uktam.	paQcamUrti-viDAnam api uktam.
   [76.4-5]     āghārādiṣu śrautavad eveti pratyakṣasiddham iti pūrvam	[76.4-5]     AGAra-Adizu SrOta-vat eva-iti pratyakza-sidDam iti pUrvam
   evoktam. evam anyatrāpi draṣṭavyam.	eva-uktam. evam anyatra-api drazwavyam.
   [76.6-7]     śrutimārgānusāritve ko viśeṣa iti cet - ucyate. śrutimūlatve	[76.6-7]     Sruti-mArga-anusAri-tve kaH viSezaH iti ced  ucyate. Sruti-mUla-tve
   hi prāmāṇyātiśayasambhavaḥ. yathāha	hi prAmANya-atiSaya-samBavaH. yaTA-Aha
   [76.8]     manu: "vedaḥ smṛtiḥ sadācāraḥ svasya ca priyam ātmanaḥ /	[76.8]     manu: "vedaH smRtiH sat-AcAraH svasya ca priyam AtmanaH /
   [76.9]     etac catuṣṭayaṃ prāhuḥ sākṣād dharmasya lakṣaṇam // [ManuDhŚ	[76.9]     etat catuzwayam prAhuH sAkzAt Darmasya lakzaNam // [ManuDhŚ
   [76.10]     sarvaṃ tu samavekṣyaitad akhilaṃ jñānacakṣuṣā /	[76.10]     sarvam tu samavekzya-etat aKilam jQAna-cakzuzA /
   [76.11]     śrutiprāmāṇyato vidvān svadharme niviśeta vai //" [ManuDhŚ	[76.11]     Sruti-prAmANyataH vidvAn svaDarme niviSeta vE //" [ManuDhŚ
   [76.12]     śrībhārate: "vedapraṇihito dharmo hy adharmas tadviparyayaḥ /	[76.12]     SrI-BArate: "veda-praNihitaH DarmaH hi aDarmaH tad-viparyayaH /
   [76.13]     vedo nārāyaṇas sākṣāt svayambhūr iti śuśrumaḥ //" [MBh ]	[76.13]     vedaH nArAyaNaH sAkzAt svayamBUH iti SuSrumaH //" [MB ]
   [76.14]     pracetā: "amīṃāṃsyā bahiśśāstrā ye cānye vedabarjitaḥ /	[76.14]     pracetA: "amIMAMsyAH bahis-SAstrAH ye ca-anye veda-barjitaH /
   [76.15]     yattadbrūyur na tatkuryād vedād dharmo vidhīyate //"	[76.15]     yat-tat-brUyuH na tat-kuryAt vedAt DarmaH viDIyate //"
   [76.16]     smṛtyantare: "dharmaṃ jijñāsamānānāṃ pramāṇaṃ prathamaṃ śrutiḥ	[76.16]     smRti-antare: "Darmam jijQAsamAnAnAm pramANam praTamam SrutiH
   / [MBh 14 App. 4.2492]	/ [MB 14 App. 4.2492]
   [76.17]     dvitīyaṃ dharmaśāstrān tu tṛtīyaṃ lokasaṅgrahaḥ //" iti [MBh	[76.17]     dvitIyam Darma-SAstrAn tu tRtIyam loka-saFgrahaH //" iti [MBh
   14 App. 4.2493]	14 App. 4.2493]
   [76.18-20]     etāvatā sarvakarmasu śrutimārgānusāritva rūpaḥ tṛtīyo hetur	[76.18-20]     etAvatA sarva-karmasu Sruti-mArga-anusAritva rUpaH tRtIyaH hetuH-
   nirūpito bhavati. tathā ca śrutimārgānusāritvād asya sūtrasya	nirUpitaH Bavati. taTA ca Sruti-mArga-anusAri-tvAt asya sUtrasya
   sarvasūtrottamatvaṃ siddhyati iti nirūpitas tṛtīyo hetuḥ.	sarva-sUtra-uttama-tvam sidDi-ati iti nirUpitaH tRtIyaH hetuH.
   [76.21]     iti tṛtīyahetunirūpaṇam.	[76.21]     iti tRtIya-hetu-nirUpaNam.
        [caturthahetunirūpaṇam]	[caturTa-hetu-nirUpaNam]
        [vaikhānasasūtrasya samantrakasarvakriyāpratipādakatvam]	[vEKAnasa-sUtrasya sa-mantraka-sarva-kriyA-pratipAdaka-tvam]
   [77.1-2]     idānīṃ tāvat vaikhānasasūtroktadharmānuṣṭhānena	[77.1-2]     idAnIm tAvat vEKAnasa-sUtra-ukta-Darma-anuzWAnena
   anantasthiraphalaprāptiḥ satkulīnatvaṃ phalabhūyastvam api bhavatīti	ananta-sTira-Pala-prAptiH sat-kulIna-tvam Pala-BUyaH-tvam api Bavati-iti
   jñāpayituṃ "samantrakasarvakriyāpratipādakatvād" iti caturtho hetu	jQApayitum "sa-mantraka-sarva-kriyA-pratipAdaka-tvAd" iti caturTaH hetu
   nirūpyate. tad yathā:	nirUpyate. tat yaTA:
   [77.4-10]     atra sūtra nityānuṣṭhānavidhau "indro 'ham ubhābhyām" ity	[77.4-10]     atra sUtra nitya-anuzWAna-viDO "indraH aham uBAByAm" iti-
   ārabhya karaprakṣālanādīni samantrakatvenoktāni. brahmayajñe "ṛtañ ca	AraBya kara-prakzAlana-AdIni sa-mantraka-tvena-uktAni. brahma-yajQe "Rtan ca
   satyañ ce" ty ādi viśeṣaḥ. puṇyāhe samantrakatvaṃ spaṣṭam. sūtrāntareṣv	satyan ce" ti Adi viSezaH. puNya-ahe sa-mantraka-tvam spazwam. sUtra-antarezu-
   anuktam aupāsanāgnikuṇdavidhānaṃ pratipāditam. āghāravidhau samantrakatvaṃ	anuktam OpAsana-agni-kuNda-viDAnam pratipAditam. AGAra-viDO sa-mantraka-tvam
   siddham. antahome tathaiva. nāndīmukhapūrvakopanayanādiṣu śārīreṣu	sidDam. anta-home taTA-eva. nAndI-muKa-pUrva-kopa-nayana-Adizu SArIrezu
   saṃskāreṣu samantrakatvaṃ pratyakṣam. sthālīpākādiṣu "pūrvavad" ity anena	saMskArezu sa-mantraka-tvam pratyakzam. sTAlI-pAka-Adizu "pUrvavad" iti anena
   pūrvaṃ vistareṇa pratipāditasyāghāravidheḥ prayogasaukaryārthaṃ saṃkṣepeṇa	pUrvam vistareNa pratipAditasya-AGAra-viDeH prayoga-sOkarya-arTam saMkzepeNa
   pratipādanam.	pratipAdanam.
        [aparakriyāyām api samantrakatvam]	[a-para-kriyAyAm api sa-mantraka-tvam]
   [77.11-15]     aparakriyāyām apy asti samantrakatvam. tatra kvacit	[77.11-15]     apara-kriyAyAm api asti sa-mantraka-tvam. tatra kvacid-
   "tūṣṇīm" ity uktvatvāt samantrakatvaṃ nāstīti svayam evāśaṅkya	"tUzNIm" iti uktva-tvAt sa-mantraka-tvam na-asti-iti svayam eva-ASaFkya
   prakārāntareṇa samantrakatvaṃ pratyapādayat. tatra tatra kvacit	prakAra-antareNa sa-mantraka-tvam pratyapAdayat. tatra tatra kvacid-
   mantrayogyatābhāve 'pi vihitaviśaye sarvatra samantrakatvam astīty	mantra-yogya-tA-BAve api vihita-viSaye sarvatra sa-mantraka-tvam asti-iti-
   avagamyate. sūtrāntareṣu vihitaviśayeṣv api samantrakatvānukteḥ teṣāṃ	avagamyate. sUtra-antarezu vihita-viSayezu api sa-mantraka-tva-anukteH tezAm
   samantrakasarvakriyātvaṃ nāsti. tatra aparakriyāyām api sūtrāntarānapekṣā	sa-mantraka-sarva-kriyA-tvam nAsti. tatra apara-kriyAyAm api sUtra-antara-anapekzA
   dṛśyate.	dRSyate.
   [77.16-19]     bodhāyanena agnimukhādiṣu paridhiparistaraṇādikṣepaṇam	[77.16-19]     boDAyanena agni-muKa-Adizu pariDi-paristaraNa-Adi-kzepaNam
   tūṣṇīm evoktam. samantrakatvena karmaṇām uktau ko viśeṣa iti cet - ucyate.	tUzNIm eva-uktam. sa-mantraka-tvena karmaNAm uktO kaH viSezaH iti ced  ucyate.
   karmaṇāṃ mantravattve hi vīryavattaratvaṃ karmārādhya bhagavatprīṇanadvārā	karmaNAm mantravat-tve hi vIryavattara-tvam karma-ArADya Bagavat-prINana-dvArA
   anantasthiraphalaprāptiḥ satkulīnatvañ ca bhavantīti smṛtipurāṇādiṣv	ananta-sTira-Pala-prAptiH sat-kulIna-tvan ca Bavanti-iti smRti-purANa-Adizu-
   avagamyate. yathā	avagamyate. yaTA
        [karmaṇām samantrakatve vīryavattaratvam]	[karmaNAm sa-mantraka-tve vIryavattara-tvam]
   [77.20-22]     chāndogye: "yad eva vidyayā karoti śraddhayopaniṣadā tad	[77.20-22]     CAndogye: "yat eva vidyayA karoti SradDayA-upanizadA tat-
   eva vīryavattaraṃ bhavatī"ti. tatraivaṃ vyākhyātam. "mantraprakāśitāni	eva vIryavattaram Bavati-i"ti. tatra-evam vyAKyAtam. "mantra-prakASitAni
   karmāṇi kriyante nāmantra kam asti karme"ti.	karmANi kriyante na-Amantra kam asti karme"ti.
        [mantrahīnakarmanindā]	[mantra-hIna-karma-nindA]
   [78.1]     ātharvaṇe: "ṛgyajussāmākhyā (?) mantreṣu karmāṇi kavayo yāny	[78.1]     ATarvaNe: "RgyajussAma-AKyAH (?) mantrezu karmANi kavayaH yAni-
   apaśyann iti"	apaSyan iti"
   [78.2]     āraṇyaparvaṇi: "vratopanayanābhyāṃ vā upavāsena vā dvijaḥ /	[78.2]     AraNya-parvaNi: "vrata-upanayanAByAm vA upavAsena vA dvijaH /
   [78.3]     kriyāmantraiś ca saṃyukto brāhmaṇas syān na saṃśayaḥ //" [MBh	[78.3]     kriyA-mantrEH ca saMyuktaH brAhmaNaH syAt na saMSayaH //" [MBh
   [78.4]     tatraiva: "guṇābhāve phalaṃ nyūnaṃ bhavaty aphalam eva vā /	[78.4]     tatra-eva: "guNa-aBAve Palam nyUnam Bavati aPalam eva vA /
   [78.5]     anārambhe tu na phalaṃ na guṇo dṛśyate hy utaḥ //" iti [MBh	[78.5]     anAramBe tu na Palam na guNaH dRSyate hi utas //" iti [MBh
   [78.6]     bṛhannāradīye: "amantrato havir yat tu hūyate jātavedase /	[78.6]     bRhat-nAradIye: "a-mantrataH haviH yat tu hUyate jAtavedase /
   [78.7]     apātre dīyate yac ca tad ghoraṃ bhogasādhanam //	[78.7]     apAtre dIyate yat ca tat Goram Boga-sADanam //
   [BṛhannāradaP.]	[BRhat-nArada-P.]
   [78.8]     hutaṃ haviś cāśucinā dattaṃ yatkarma yatkṛtam /	[78.8]     hutam haviH ca-aSucinA dattam yat-karma yat-kRtam /
   [78.9]     tatsarvaṃ tava bhāgārham adhaḥpātaphalaprada //" [BṛhannāradaP]	[78.9]     tat-sarvam tava BAga-arham aDaHpAta-Pala-pradaH //" [BRhat-nArada-P]
   [78.10]     iti balicakravartinaṃ prati bhagavatā vāmanenoktam.	[78.10]     iti bali-cakravartinam prati BagavatA vAmanena-uktam.
   [78.11]     bodhāyana: "gobhir aśvaiś ca yānaiś ca kṛṣyā rājopasevayā /	[78.11]     boDAyana: "goBiH aSvEH ca yAnEH ca kRzyA rAja-upasevayA /
   [78.12]     kulāny akulatāṃ yānti yāni hīnāni mantrataḥ // [BaudhDhS	[78.12]     kulAni akula-tAm yAnti yAni hInAni mantrataH // [BODDhS
   [78.13]     mantratas susamṛddhāni kulāny alpadhanāny api /	[78.13]     mantratas su-samRdDAni kulAni alpa-DanAni api /
   [78.14]     kulasaṃkhyāṃ ca gacchanti karṣanti ca mahad yaśaḥ //"	[78.14]     kula-saMKyAm ca gacCanti karzanti ca mahat yaSaH //"
   [BaudhDhS 1.5.10.29]	[BODDhH 1.5.10.29]
   [78.15]     manur api: "kuvivāhaiḥ kriyālopair vedānadhyayanena ca /	[78.15]     manuH api: "kuvivAhEH kriyA-lopEH veda-anaDyayanena ca /
   [78.16]     kulāny akulatāṃ yānti brāhmaṇātikrameṇa ca // [ManuDhŚ 3.63]	[78.16]     kulAni akula-tAm yAnti brAhmaNa-atikrameNa ca // [ManuDhŚ 3.63]
   [78.17]     śilpena vyavahāreṇa śuddhāpatyaiś ca kevalaiḥ /	[78.17]     Silpena vyavahAreNa SudDa-apatyEH ca kevalEH /
   [78.18]     gobhir aśvaiś ca yānaiś ca kṛṣyā rājopasevayā // [ManuDhŚ	[78.18]     goBiH aSvEH ca yAnEH ca kRzyA rAja-upasevayA // [ManuDhŚ
   [78.19]     ayājyayājanāc caiva nāstikyena ca karmaṇā /	[78.19]     ayAjya-yAjanAt ca-eva nAstikyena ca karmaNA /
   [78.20]     kulāny akulatāṃ yānti yāni hīnāni mantrataḥ // [ManuDhŚ 3.65]	[78.20]     kulAni akula-tAm yAnti yAni hInAni mantrataH // [ManuDhŚ 3.65]
   [78.21]     mantratas tu samṛddhāni kulāny alpadhanāni ca /	[78.21]     mantrataH tu samRdDAni kulAni alpa-DanAni ca /
   [78.22]     kulasaṃkhyāṃ ca gacchanti karṣanti ca mahad yaśaḥ //" [ManuDhŚ	[78.22]     kula-saMKyAm ca gacCanti karzanti ca mahat yaSaH //" [ManuDhŚ
   [79.1]     mantrapūtan tu yac chrāddham" iti somotpattau smaryate.	[79.1]     mantra-pUtan tu yat SrAdDam" iti soma-utpattO smaryate.
   [79.2]     śrīgītāyāñ ca: "vidhihīnam asṛṣṭānnaṃ mantrahīnam adakṣiṇam /	[79.2]     SrIgItAyAn ca: "viDi-hInam asRzwa-annam mantra-hInam adakziNam /
   [79.3]     śraddhāvirahitaṃ yajñaṃ tāmasaṃ paricakṣate //" ity uktam.	[79.3]     SradDA-virahitam yajQam tAmasam paricakzate //" iti uktam.
   [BhGī = MBh 6.39.13]	[BhGI  MBh 6.39.13]
   [79.4-5]     yathopāsanaṃ phalam iti ca śrutisiddhaṃ "yathā kratur asmin	[79.4-5]     yaTA-upAsanam Palam iti ca Sruti-sidDam "yaTA kratuH asmin
   loke puruṣo bhavati tathetaḥ pretya bhavatī"ti.	loke puruzaH Bavati taTA-itas pretya Bavati-i"ti.
   [79.6-7]     ataḥ śārīreṣu saṃskāreṣu samantrakasarvakriyāpratipādanāt	[79.6-7]     atas SArIrezu saMskArezu sa-mantraka-sarva-kriyA-pratipAdanAt-
   pūrṇatvaṃ, pūrṇatvād eva sarvasūtrottamatvaṃ cāsya sūtrasya siddham iti	pUrNa-tvaM, pUrNa-tvAt eva sarva-sUtra-uttama-tvam ca-asya sUtrasya sidDam iti
   nirūpitaḥ caturtho hetuḥ.	nirUpitaH caturTaH hetuH.
   [79.8]     iti caturthahetunirūpaṇam.	[79.8]     iti caturTa-hetu-nirUpaNam.
        [pañcamahetunirūpaṇam; vaikhānasasūtrasya	[paQcama-hetu-nirUpaNam; vEKAnasa-sUtrasya
   niṣekādisaṃskārapratipādakatvam]	nizeka-Adi-saMskAra-pratipAdaka-tvam]
   [80.1]     atha pañcamahetunirūpaṇam.	[80.1]     aTa paQcama-hetu-nirUpaNam.
   [80.2-5]     athāsya śrīvaikhānasasūtrasya sarvottamatve	[80.2-5]     aTa-asya SrI-vEKAnasa-sUtrasya sarva-uttama-tve
   tatsūtroktadharmānuṣṭhātṝṇām api sarvotkṛṣṭatve ca itarasūtriṣu	tad-sUtra-ukta-Darma-anuzWAtLNAm api sarva-utkRzwa-tve ca itara-sUtrizu
   mukhyatvenānupapannaṃ niṣekādisaṃskārādimattvam asya sūtrasya mukhyata	muKya-tvena-anupapannam nizeka-Adi-saMskAra-Adimat-tvam asya sUtrasya muKyata
   evopapadyata iti jñāpayituṃ niṣekādisaṃskārādimatvād iti pañcamo hetur	eva-upapadyate iti jQApayitum nizeka-Adi-saMskAra-Adima-tvAt iti paQcamaH hetuH-
   nirūpyate. yathā:	nirUpyate. yaTA:
        [saṃskāreṣu niṣekasya prathamatvam]	[saMskArezu nizekasya praTama-tvam]
   [80.6]     "atha niṣekādisaṃskārān vyākhyāsyāmaḥ, ṛtusaṅgamane"ty	[80.6]     "aTa nizeka-Adi-saMskArAn vyAKyAsyAmaH, Rtu-saFgamane"ti-
   upakramya	upakramya
   [80.7]     "pāṇigrahaṇānī"ty antena śārīrasaṃskārā	[80.7]     "pANigrahaNAni-i"ti antena SArIra-saMskArA
   niṣekasaṃskārapūrvakatvena pratipāditāḥ.	nizeka-saMskAra-pUrvaka-tvena pratipAditAH.
        [niṣekam antareṇa prajotpattyasaṃbhavaḥ]	[nizekam antareNa prajA-utpatti-asaMBavaH]
   [80.8-11]     nanu: jātakopanayanavivāhānāntarabhāvino niṣekasya katham	[80.8-11]     nanu: jAta-kopa-nayana-vivAhAnAntara-BAvinaH nizekasya kaTam
   āditvaṃ pratipādyate? tathā "brāhmaṇo 'sya mukham āsīt" "manasā tv eva	Adi-tvam pratipAdyate? taTA "brAhmaNaH asya muKam AsIt" "manasA tu eva
   bhūtāni pūrvaṃ dakṣo 'sṛjat tadā" ityādi śrutismṛtiṣu niṣekena vinā	BUtAni pUrvam dakzaH asRjat tadA" ityAdi Sruti-smRtizu nizekena vinA
   utpattidarśanāc ca niṣekasya kim artham āditvaṃ pratipādyate?	utpatti-darSanAt ca nizekasya kim arTam Adi-tvam pratipAdyate?
   jātakasyāditvaṃ śrībhārate cāvagamyate.	jAtakasya-Adi-tvam SrI-BArate ca-avagamyate.
   [80.12]     "jātakarmādibhir yais tu saṃskāraiḥ saṃskṛtaś śuciḥ /	[80.12]     "jAta-karma-AdiBiH yEH tu saMskArEH saMskRtaH SuciH /
   [80.13]     vedādhyayanasampannaṣ ṣaṭsu karmasv avasthitaḥ // [MB.h	[80.13]     veda-aDyayana-sampannaH zawsu karmasu avasTitaH // [MB.h
   [80.14]     śaucācāraratas samyak bhikṣārthī ca gurupriyaḥ /	[80.14]     SOca-AcAra-rataH samyak BikzA-arTI ca guru-priyaH /
   [80.15]     nityavratas satyaparaḥ sa vai brāhmaṇa ucyate //" iti [MBh	[80.15]     nitya-vrataH satya-paraH sa vE brAhmaNaH ucyate //" iti [MBh
   [80.16]     evaṃ harivaṃśe:"kva dārāḥ kva ca saṃsargaḥ kva ca	[80.16]     evam harivaMSe:"kva dArAH kva ca saMsargaH kva ca
   bhāvaviparyayaḥ /	BAva-viparyayaH /
   [80.17]     yadiyaṃ brahmaṇā sṛṣṭā manasā mānasī prajā // [HariV 35.42]	[80.17]     yat-iyam brahmaNA sRzwA manasA mAnasI prajAH // [HariV 35.42]
   [80.18]     yady asti tapaso vīryaṃ yuṣmākaṃ viditātmanāṃ /	[80.18]     yadi asti tapasaH vIryam yuzmAkam vidita-AtmanAm /
   [80.19]     sṛjadhvaṃ mānasān putrān prājāpatyena karmaṇā //" [HariV	[80.19]     sRjaDvam mAnasAn putrAn prAjApatyena karmaNA //" [HariV
   [80.20]     iti niṣekaṃ vināpi utpattiḥ śrūyate iti niṣekasyāditvaṃ na	[80.20]     iti nizekam vinA-api utpattiH SrUyate iti nizekasya-Adi-tvam na
   saṃbhavati iti cet -	saMBavati iti ced -
   [80.21-23]     tad asat. "niṣekavirahe 'pi utpattis saṃbhavatī"ty etan	[80.21-23]     tat asat. "nizeka-virahe api utpattiH saMBavatI"ti etat-
   nopapadyate. tapobalād yogabalāc ca bhagavato nārāyaṇasya brahmaṇo	na-upapadyate. tapaH-balAt yoga-balAt ca BagavataH nArAyaNasya brahmaNaH-
   maharṣīṇāṃ vā mānasaprajāsṛṣṭau śaktis sambhavati. nānyeṣām. yathā:	mahA-RzINAm vA mAnasa-prajA-sRzwO SaktiH samBavati. na-anyezAm. yaTA:
   [81.1]     śrīviṣṇupurāṇe: "saṅkalpād darśanāt sparśāt pūrveṣām abhavan	[81.1]     SrI-vizNupurANe: "saFkalpAt darSanAt sparSAt pUrvezAm aBavan
   prajāḥ" [ViṣṇuP ]	prajAH" [VizNuB ]
   [81.2]     tapoviṣeśair iddhānāṃ tadātyantatapasvinām //" [ViṣṇuP 1.15.79]	[81.2]     tapaH-vizeSEH idDAnAm tadA-atyanta-tapasvinAm //" [VizNuj 1.15.79]
   [81.3]     "yuge yuge bhavanty ete dakṣādyā munisattamāḥ /	[81.3]     "yuge yuge Bavanti ete dakza-AdyAH muni-sattamAH /
   [81.4]     punaś caiva niruddhyante vidvāṃs tatra na muhyati // [ViṣṇuP	[81.4]     punar ca-eva nirudDi-ante vidvAn tatra na muhyati // [VizNuP
   [81.5]     kāniṣṭhyaṃ śryaiṣṭhyam apy eṣāṃ pūrvaṃ nāsti dvijottama //	[81.5]     kAnizWyam SryEzWyam api ezAm pUrvam na-asti dvijottamaH //
   [ViṣṇuP 1.15.84ab]	[VizNuj 1.15.84ab]
   [81.6]     tapa eva garīyo 'bhūt prabhāvaś caiva kāraṇam //" iti [ViṣṇuP ]	[81.6]     tapaH eva garIyaH aBUt praBAvaH ca-eva kAraNam //" iti [VizNuj ]
        [niṣekenaiva rudrasyāpi utpattiḥ]	[nizekena-eva rudrasya-api utpattiH]
   [81.7]     rudrotpattir api niṣekeneti śrūyate. śatapathe: "abhūd vā idaṃ	[81.7]     rudra-utpattiH api nizekena-iti SrUyate. SatapaTe: "aBUt vE idam
   sarvaṃ pratiṣṭhā"	sarvam pratizWA"
   [81.8-10]     ity ārabhya "bhūtānāñ ca prajāpatis saṃvatsarāyādikṣata	[81.8-10]     iti AraBya "BUtAnAn ca prajApatiH saMvatsarAya-Adikzata
   bhūtānāṃ grahapatir āsīd uṣā patnī"ty ādikam uktvā "bhūtānāṃ patiḥ	BUtAnAm graha-patiH AsIt uzA patnI"ti Adikam uktvA "BUtAnAm patiH
   saṃvatsara uṣasi reto 'siñcat saṃvatsare kumāro 'jāyata tasya rudrasya	saMvatsaraH uzasi retaH asiQcat saMvatsare kumAraH ajAyata tasya rudrasya
   nāma karotī"ty ādi.	nAma karotI"ti Adi.
        [niṣekakriyāprakāraḥ]	[nizeka-kriyA-prakAraH]
   [81.11-13]     niṣekakriyāprakāro 'pi śrūyate hi. "nagnaṃ kṛtvorum	[81.11-13]     nizeka-kriyA-prakAraH api SrUyate hi. "nagnam kRtvA-Urum
   upapravartayati yadā hi nagna ūrur bhavaty atha mithunībhavato 'tha retas	upapravartayati yadA hi nagnaH UruH Bavati aTa miTunIBavataH aTa retas
   sicyate 'tha prajāḥ prajāyante" iti, "retasa eva siktasya bahuśo rūpāṇi	sicyate aTa prajAH prajAyante" iti, "retasaH eva siktasya bahuSas rUpANi
   vikaroti sa vai prajāyate śvaḥ śvo bhūyān bhavatī"ti,	vikaroti sa vE prajAyate Svas Svas BUyAn Bavati-i"ti,
   [81.14-18]     "reto mūtraṃ vijahāti yoniṃ praviśad indriyaṃ garbho	[81.14-18]     "retaH mUtram vijahAti yonim praviSat indriyam garBaH-
   jarāyuṇā vṛtaḥ ulbaṃ jahāti janmanā" iti. muṇḍopaniṣadi - "pumān retas	jarAyuNA vRtaH ulbam jahAti janmanA" iti. muNxa-upanizadi  "pumAn retas
   siñcati yoṣitāyāṃ bahvyaḥ prajās sṛjamānās sarūpāḥ" iti. chāndogye - "yoṣā	siQcati yozitAyAm bahvyaH prajAH sRjamAnAH sarUpAH" iti. CAndogye  "yozA
   vā va gautamāgnir" ity ārabhya "tasya upastha eva samid. yad antaḥ karoti	vA va gOtama-agnir" iti AraBya "tasya upasTaH eva samid. yat antar karoti
   te 'rciṣā. abhinandā visphuliṅgās. tasminn agnau devā reto juhvati. tasyā	te arcizA. aBinandAH visPuliFgAs. tasmin agnO devAH retaH juhvati. tasyAH-
   āhuter garbhas sambhavatī"ti ca.	AhuteH garBaH samBavatI"ti ca.
        [sṛṣṭikālād ārabhya niṣekād evotpattiḥ]	[sRzwi-kAlAt AraBya nizekAt eva-utpattiH]
   [81.19]     śrīviṣṇupurāṇe: "prajās sṛjeti vyādiṣṭaḥ pūrvaṃ dakṣas	[81.19]     SrI-vizNupurANe: "prajAH sRja-iti vyAdizwaH pUrvam dakzas
   svayambhuvā /	svayamBuvA /
   [81.20]     yathā sasarja bhūtāni tathā śruṇu mahāmate // [ViṣṇuP 1.15.86]	[81.20]     yaTA sasarja BUtAni taTA SruNu mahAmate // [VizNuj 1.15.86]
   [81.21]     manasā tv eva bhūtāni pūrvaṃ dakṣo 'sṛjat tadā /	[81.21]     manasA tu eva BUtAni pUrvam dakzaH asRjat tadA /
   [81.22]     devān ṛṣīṃs tu gandharvān asurān pannagāṃs tathā // [ViṣṇuP	[81.22]     devAn RzIn tu ganDarvAn asurAn pannagAn taTA // [VizNuP
   [81.23]     yadā 'sya sṛjamānasya na vyavardhanta tāḥ prajāḥ /	[81.23]     yadA asya sRjamAnasya na vyavarDanta tAH prajAH /
   [81.24]     tatas sañcintya bahuśaḥ sṛṣṭihetoḥ prajāpatiḥ // [ViṣṇuP	[81.24]     tatas saQcintya bahuSas sRzwi-hetoH prajApatiH // [VizNuP
   [82.1]     maithunenaiva dharmeṇa sisṛkṣur vividhāḥ prajāḥ /	[82.1]     mETunena-eva DarmeNa sisRkzuH viviDAH prajAH /
   [82.2]     tataḥ prabhṛti maitreya prajā maithunasambhavāḥ //" [ViṣṇuP	[82.2]     tatas praBRti mEtreya prajAH mETuna-samBavAH //" [VizNuP
   1.15.79ab?]	1.15.79ab?]
   [82.3]     bhārate: "na caiṣāṃ maithuno dharmo babhūva bharatarṣabha /	[82.3]     BArate: "na ca-ezAm mETunaH DarmaH baBUva Barata-RzaBa /
   [82.4]     saṅkalpād eva caiteṣāṃ garbhas samupapadyate // [MBh 12.200.35]	[82.4]     saFkalpAt eva ca-etezAm garBaH samupapadyate // [MBh 12.200.35]
