   śrīḥ /	SrIH /
   tasya bhrāntiṃ tāṃ ślathayati jitādvaitavidyastu jīvo yadyaddṛśyaṃ	tasya BrAntim tAm SlaTayati jita-advEta-vidyaH-tu jIvaH yat-yat-dRSyam
   tadvitathamiti ye jñāpayāñcakrurajñāḥ //	tat-vitaTam-iti ye jQApayAQcakrurajQAH //
   iti // 112 //	iti // 112 //
   pramāṇatvamadvaitavacasāmiti /	pramANa-tvam-advEta-vacasAm-iti /
   niyāmakaṃ na paśyāmo nirbandhāttāvakādṛte // 113 //	niyAmakam na paSyAmaH nirbanDAt-tAvakAt-Rte // 113 //
   nanu bhedakapramāṇānāṃ sarvajñatvādivacanānāmapi	nanu Bedaka-pramANAnAm sarvajQa-tva-Adi-vacanAnAm-api
   vyāvahārikārthabhedagocarāṇāṃ vyāvahārikameva pramāṇyam /	vyAvahArikA-arTa-Beda-gocarANAm vyAvahArikam-eva pramANyam /
   paramārthapramāṇatvaṃ tvadvaitavacasāmeva /	parama-arTa-pramANa-tvam tvad-vEta-vacasAm-eva /
   paramārthastu paraṃ brahma nirviśeṣasaccinmātrameva /	parama-arTaH-tu param brahma nirviSeza-sat-cit-mAtram-eva /
   tatra jīveśvarādibhedo 'pyavidyayā vinānupapanna iti brahmāśritaiva	tatra jIveSvara-Adi-BedaH api-avidyayA vinA-anupapannaH iti brahma-ASritA-eva
   sānāyatyā mantavyeti śaṅkate sarvajñatvādīti /	sAnAyatyA mantavyA-iti SaFkate sarvajQa-tva-Adi-iti /
   etaddūṣayatiniyāmakamiti /	etat-dUza-yati-niyAmakam-iti /
   tvatkalpitasaṅketabalena vinā naivaṃvidhavyavasthāyāṃ kiñcana pramāṇamasti	tvad-kalpita-saFketa-balena vinA na-evaMviDa-vyavasTAyAm kiQcana pramANam-asti
   śāstraṃ tu na tvaduktārthe pramāṇam /	SAstram tu na tvad-ukta-arTe pramANam /
   tathāhi-dvaitādvaitaśrutyoḥ	taTA-hi-dvEta-advEta-SrutyoH
   prakāranānātvaprakāryekatvaparatvānnanyatarasyāpi mithyārthakatvam /	prakAra-nAnA-tva-prakArI-ekatva-para-tvAt-nanyatarasya-api miTyArTaka-tvam /
   sāmānādhikaraṇyaśrutīnāṃ ca	sAmAnADikaraNya-SrutInAm ca
   sarvaśarīrakasarvātmabhūtabrahmaikyaparatvamiti na jīvabhāvādikalpikāvidyā	sarva-SarIraka-sarva-Atma-BUta-brahma-Ekya-paratvam-iti na jIva-BAva-Adi-kalpikA-avidyA
   brahmaṇyupagantavyeti ca hārdam /	brahmaNi-upagantavyA-iti ca hArdam /
   vistṛtaṃ caitadākarādāviti viramyate // 113 //	vistRtam ca-etat-AkarAdO=-iti viramyate // 113 //
   āśrayapratiyogitve parasparavirodhinī /	ASraya-pratiyogi-tve paraspara-viroDinI /
   kathaṃ vaikarasaṃ brahma saditi pratipadyate // 14 //	kaTam vA-eka-rasam brahma sat-iti pratipadyate // 14 //
   pratyaktvenāśrayo brahmarūpeṇa pratiyogi cet /	pratyaktvena-ASrayaH brahma-rUpeNa pratiyogi ced /
   rūpabhedaḥ kutastyo 'yaṃ yadyavidyāprasādajaḥ /	rUpa-BedaH kutastyaH ayam yadi-avidyA-prasAda-jaH /
   nanu sāpi tadāyattetyanyonyāśrayaṇaṃ punaḥ // 115 //	nanu sA-api tad-AyattA-iti-anyonya-ASrayaNam punar // 115 //
   brahmaṇo 'vidyāśrayatve dūṣaṇāntaraṃ cāhaāśrayeti /	brahmaNaH avidyA-ASraya-tve dUzaNa-antaram ca-ahaA-ASraya-iti /
   pratiyogitvamatra viṣayatvarūpam /	pratiyogi-tvam-atra vizaya-tva-rUpam /
   kartṛkarmabhāvavirodho yugapadekatraikasyābhipretaḥ /	kartR-karma-BAva-viroDaH yugapad-ekatra-ekasya-aBipretaH /
   parasparavirodhinīti /	paraspara-viroDinI-iti /
   saditi sattāmātramekarasaṃ svaprakāśarūpaṃ brahma kathaṃ	sat-iti sattA-mAtram-eka-rasam sva-prakASa-rUpam brahma kaTam
   svaviṣayakāvidyāyatanaṃ bhavedākārabhedābhāvāditi bhāvaḥ /	sva-vizayaka-avidya-Ayatanam Bavet-AkAra-Beda-aBAvAt-iti BAvaH /
   ākārabhedenāvirodhamāśaṅkate pratyaktveneti /	AkAra-Bedena-aviroDam-ASaFkate pratyaktvena-iti /
   sanmātrameva brahma svaprakāśatvarūpeṇāhantvarūpeṇa vā pratyaktvenāśrayo	sat-mAtram-eva brahma sva-prakASa-tva-rUpeNa-Ahantu-arUpeNa vA pratyaktvena-ASrayaH-
   'vidyāyāḥ, brahmatvena viṣaya iti cedayaṃ rūpabhedaḥ kathamāyātastatra ?	avidyAyAH, brahma-tvena vizayaH iti ced-ayam rUpa-BedaH kaTam-AyAtaH-tatra ?
   yadyavidyayā, anyonyāśrayaprasaṅgaḥ /	yadi-avidyayA, anyonya-ASraya-prasaFgaH /
   svābhāviko 'yamiti tu na vaktuṃ śakyate saviśeṣatvabhiyā parairiti bhāvaḥ	svABAvikaH ayam-iti tu na vaktum Sakyate sa-viSeza-tva-BiyA parEH-iti BAvaH
   jīvāvidyāpakṣa ivātrāpyanyonyāśra iti punarityanena dyotyate // 114 //115	jIva-avidyA-pakzaH iva-atra-api-anyonya-ASraH iti punar-iti-anena dyotyate // 114 //115
   avastutvādavidyāyāḥ .....(nedaṃ taddūṣaṇaṃ yadi) /	avastu-tvAt-avidyAyAH .....(nedam tat-dUzaNam yadi) /
   vastuno dūṣaṇatvena tvayā kvedaṃ nirīkṣitam // 116 //	vastunaH dUzaNa-tvena tvayA kva-idam nirIkzitam // 116 //
   atra śaṅkate avastutvāditi /	atra SaFkate avastu-tvAt-iti /
   aparamārthāvidyāyā durghaṭatvaṃ bhūṣaṇameva /	aparama-arTa-avidyAyAH durGawa-tvam BUzaNam-eva /
   nāto 'nyānyāśrayaṇaṃ doṣarūpamiti pūrvordhena śaṅkānuvādaḥ /	na-atas anyAni-ASrayaNam doza-rUpam-iti pUrva-UrDena SaFkA-anuvAdaH /
   pariharativastuna iti /	pariharati-vastunaH iti /
   vyāvahārika eva prapañce 'nyonyāśrayādirdeṣastatra tatra kathyate /	vyAvahArikaH eva prapaQce anyonya-ASraya-AdiH-dezaH-tatra tatra kaTyate /
   na tu paramārthe /	na tu parama-arTe /
   tasya vyavahārāgocaratvopagamāt /	tasya vyavahAra-agocara-tva-upagamAt /
   tathā cāvidyāyāmapi sa doṣo bhavedevetyarthaḥ // 116 //	taTA ca-avidyAyAm-api sa dozaH Bavet-eva-iti-arTaH // 116 //
   sasā.....uktārā ( svasādhyasya puraskārā ) ddoṣo 'nyonyasamāśrayaḥ /	sa-sA.....uktArAH ( sva-sADyasya puraskArAH ) ddozaH anyonya-samASrayaH /
   na vastutvādavastutvādityato nedamuttaram // 117 //	na vastu-tvAt-avastu-tvAt-iti-ataH na-idam-uttaram // 117 //
   sasāiti /	sasAiti /
   atrāśuddhirgranthapātaśca vartate /	atra-aSudDiH-granTapAtaH-ca vartate /
   vastutvamavastutvaṃ vāprayojakam /	vastu-tvam-avastu-tvam vA-aprayojakam /
   svasādhyasya-svādhīnasiddhikasyārthasya svasiddhau hetūkārādanyonyāśrayo	sva-sADyasya--sva-aDIna-sidDikasya-arTasya sva-sidDO hetUkArAt-anyonya-ASrayaH-
   doṣaḥ prasajyate /	dozaH prasajyate /
   ato 'vastutvādityuttaraṃ na samīcīnamityarthaḥ // 117 //	atas avastu-tvAt-iti-uttaram na samIcInam-iti-arTaH // 117 //
   kiñcāvidyā na cet ... (vastu vyavahāryaṃ kathaṃ bhavet ) /	kiQca-avidyA na ced ... (vastu vyavahAryam kaTam Bavet ) /
   nāpyavastviti co....... (ktau tu vastutvaṃ sidhyati dhruvam ) /	na-api-avastu-iti ca-u....... (ktO tu vastu-tvam siDyati Druvam ) /
   samastena nañā vastu prathamaṃ yanniṣidhyate /	samastena naQA vastu praTamam yat-niziDyate /
   pratiprasūtaṃ vyastena punastaditi vastutā // 120 //	pratiprasUtam vyastena punar-tat-iti vastu-tAH // 120 //
   ato na vastu nā... (vastu na sadvācyaṃ na cāpyasat ) /	atas na vastu nA... (vastu na sat-vAcyam na ca-api-asat ) /
   ( ityavidyāyā āśrayānupapattinirūpaṇam ) kiñceti /	( iti-avidyAyAH ASraya-anupapatti-nirUpaNam ) kiQca-iti /
   atra katipaye ślokāvaluptabhūyoṃ'śakā upalabhyante 'śuddhibahulāśca /	atra katipaye Sloka-avalupta-BUyoM-aSakAH upalaByante aSudDi-bahulAH-ca /
   dṛśyamānaśakalānusandhānataḥ avidyāyā na vastutvaṃ nāpyavastutvamiti	dRSyamAna-Sakala-anusanDAnataH avidyAyAH na vastu-tvam na-api-avastu-tvam-iti
   pakṣasya pratikṣepaḥ kṛto 'tretyunnayāmaḥ /	pakzasya pratikzepaH kRtaH atra-iti-unnayAmaH /
   yathāmati pūritaṃ śodhitaṃ cāsmābhirmūla eva ( ) cihnamadhye	yaTAmati pUritam SoDitam ca-asmABiH-mUlaH eva ( ) cihna-maDye
   pradarśitamityanusandheyam // 118 //119 //120 //121 //	pradarSitam-iti-anusanDeyam // 118 //119 //120 //121 //
   kiñca prapañcanirvāhajananī yeyamāśritā /	kiQca prapaQca-nirvAha-jananI yA-iyam-ASritA /
   avidyā sā kimekaiva naikā vā tadidaṃ vada //	avidyA sA kim-ekA-eva na-ekA vA tat-idam vada //
   tadāśrayaśca saṃsārī tathaiko naika eva vā // 122 //	tad-ASrayaH-ca saMsArI taTA-ekaH na-ekaH eva vA // 122 //
   brahmaṇo 'vidyāśrayatve 'nupapattimuktvā jīvāvidyāpakṣa eva	brahmaNaH avidyA-ASraya-tve anupapattim-uktvA jIva-avidyA-pakzaH eva
   dūṣaṇāntaramāhakiñcetyādinā /	dUzaNa-antara-mAhakiQca-ityAdinA /
   avidyā ekā, utāho anekā, tadāśrayo jāvo 'pyeko 'neko veti vikalpaḥ // 122	avidyA ekA, uta-aho anekA, tad-ASrayaH jAvaH api-ekaH anekaH vA-iti vikalpaH // 122
   sā cedekā, tatassaikā śukasya brahmavidyayā /	sA ced-ekA, tatassA-ekA Sukasya brahma-vidyayA /
   pūrvameva nirasteti vyarthaste muktaye śramaḥ // 123 //	pUrvam-eva nirastA-iti vyarTaH-te muktaye SramaH // 123 //
   ( ityavidyāyā ekānekatvavikalpa ekāvidyāpakṣadūṣaṇaṃ ca )	( iti-avidyAyAH eka-aneka-tva-vikalpaH eka-avidyA-pakza-dUzaNam ca )
   tatraikāvidyāpakṣe dūṣaṇamāhasā cediti /	tatra-eka-avidyA-pakze dUzaNa-mAhasA ced-iti /
   śuko mukto, vāmadevo mukta iti khalu śrautīprasiddhiḥ /	SukaH mukto, vAmadevaH muktaH iti Kalu SrOtI-prasidDiH /
   tathā ca śukasya brahmavidyayaiva prapañcaheturekāvidyā vinaṣṭeti	taTA ca Sukasya brahma-vidyayA-eva prapaQca-hetuH-ekA-avidyA vinazwa-iti
   prapañcānuvṛttiranupapannā /	prapaQca-anuvRttiH-anupapannA /
   bādhitānuvṛttipakṣe 'pi bhavādṛśānāmarvācīnānāṃ	bADita-anuvRtti-pakze api BavAdRSAnAm-arva-AcInAnAm
   punarmuktyarthatattvajñānasampādanāyāso viphala eva /	punar-mukti-arTa-tattva-jQAna-sampAdana-AyAsaH viPalaH eva /
   bādhitaṃ hi svayameva nivartsyati kañcitkālamanuvartamānamapīti bhāvaḥ //	bADitam hi svayam-eva nivartsyati kaQcid-kAlam-anuvartamAnam-api-iti BAvaH //
   syānmataṃ naiva te santi vāmadevaśukādayaḥ /	syAt-matam na-eva te santi vAmadeva-Suka-AdayaH /
   yadvidyayā nirastatvānnādyāvidyeti codyate // 124 //	yat-vidyayA nirasta-tvAt-na-adya-avidyA-iti codyate // 124 //
   muktāmuktādibhedo hi kalpito madavidyayā /	muktA-muktA-Adi-BedaH hi kalpitaH mada-vidyayA /
   dṛśyatvānmāmakasvapnadṛśyabhedaprapañcavat // 125 //	dRSya-tvAt-mAmaka-svapna-dRSya-Beda-prapaQca-vat // 125 //
   yatpunarbrahmavidyātasteṣāṃ muktirabhūditi /	yat-punar-brahma-vidyAtaH-tezAm muktiH-aBUt-iti /
   vākyaṃ tatsvāpnamuktyuktiyuktyā pratyūha(hya)tāmiti // 126 //	vAkyam tad-svApnam-ukti-ukti-yuktyA pratyUha(hi-a)tAm-iti // 126 //
   ( ityekāvidyākalpitaikajīvavādānuvādaḥ ) atraikajīvavādena paraḥ	( iti-eka-avidyA-kalpita-eka-jIva-vAda-anuvAdaH ) atra-eka-jIva-vAdena paraH
   pratyavatiṣṭhate syānmatamiti /	pratyavatizWate syAt-matam-iti /
   eka eva tu jīvaḥ /	ekaH eva tu jIvaH /
   sa eva svāpnavatprapañcaṃ paśyati /	saH eva svApna-vat-prapaQcam paSyati /
   svapnadṛśyapuruṣatulyāḥ śukādayaḥ /	svapna-dRSya-puruza-tulyAH Suka-AdayaH /
   tanmuktivacanamapi svāpnadevadattamuktivacanatulyamapramāṇameva /	tad-mukti-vacanam-api svApna-deva-datta-mukti-vacana-tulyam-apramANam-eva /
   tasya tattvasākṣātkārata evāvidyānivṛttirbhaviteti samuditāśayaḥ /	tasya tattva-sAkzAtkArataH eva-avidyA-nivRttiH-BavitA-iti samudita-ASayaH /
   ahamevokto jīvo mūlāvidyākalpitaḥ /	aham-eva-uktaH jIvaH mUla-avidyA-kalpitaH /
   madīyatūlāvidyākalpitāstvanye jīvāḥ /	madIya-tUla-avidyA-kalpitAH-tu-anye jIvAH /
   muktāmuktādibhedo 'pyevambhūta evetimadavidyayetyanenābhipretam /	muktA-muktA-Adi-BedaH api-evamBUtaH eva-iti-mada-vidyayA-iti-anena-aBipretam /
   pratyūhatāmiti pāṭhe tadvacanaṃ karma, svāpnamuktyuktiyuktibalena siddhaṃ	pratyUha-tAm-iti pAWe tat-vacanam karma, svApna-m-ukti-ukti-yukti-balena sidDam
   pratyanumānaṃ pratyūhatāṃ bādhatāmityarthaḥ /	pratyanumAnam pratyUhatAm bADatAm-iti-arTaH /
   pratyūhyatāmiti pāṭhaḥ sambhāvyate /	pratyUhyatAm-iti pAWaH samBAvyate /
   tatra ca tadvacanaṃ niruktayuktyā pratirudhyatāmityarthaḥ /	tatra ca tat-vacanam nirukta-yuktyA pratiruDyatAm-iti-arTaH /
   svāpnamityuktiyuktā iti prācīnamudritapāṭhastu na śuddhaḥ // 124 //125	svApnam-iti-ukti-yuktAH iti prAcIna-mudrita-pAWaH-tu na SudDaH // 124 //125
   nanvīdṛśānumānena svāvidyāparikalpitam /	nanu-IdRSa-anumAnena sva-avidyA-parikalpitam /
   prapañcaṃ sādhayatya(nna)nyaḥ kathaṃ pratyucyate tvayā // 127 //	prapaQcam sADayati-a(nna)nyaH kaTam pratyucyate tvayA // 127 //
   tvadavidyānimittatve yo hetuste vivakṣitaḥ /	tvad-avidyA-nimitta-tve yaH hetuH-te vivakzitaH /
   sa eva hetustasyāpi bhavetsarvajñasiddhivat // 128 //	saH eva hetuH-tasya-api Bavet-sarvajQa-sidDi-vat // 128 //
   pratikṣipati vādamenaṃnanvīdṛśeti /	pratikzipati vA-adam-enaMnanu-IdRSA-iti /
   svāvidyāparikalpitatvaṃ tava prapañcasya ca sādhayannanyastulyanayena	sva-avidyA-parikalpita-tvam tava prapaQcasya ca sADayan=-anyaH-tulya-nayena
   tvayā kathaṃ pratikṣepya ityarthaḥ /	tvayA kaTam pratikzepya iti-arTaH /
   tadīyānumānasyāprayojakatvaṃ cettulyaṃ tattvadanumāne 'pīti bhāvaḥ /	tadIya-anumAnasya-aprayojaka-tvam ced-tulyam tat-tvad-anumAne api-iti BAvaH /
   sarvajñasiddhivaditi /	sarvajQa-sidDi-vat-iti /
   sugato yadi sarvajñaḥ kapilo neti kā pramā /	sugataH yadi sarvajQaH kapilaH na-iti kA pramA /
   ubhau ca yadi sarvajñau buddhibhedaḥ kathaṃ tayoḥ //	uBO ca yadi sarva-jQO budDi-BedaH kaTam tayoH //
   iti nyāyena parasparavirodhādubhayamapi paramārthato na sidhyatīti yāvat /	iti nyAyena paraspara-viroDAt-uBayam-api paramArTataH na siDyati-iti yAvat /
   yadvā sarveṣāṃ jñānā jīvānāmaikyasya siddhirivānyasya	yat-vA sarvezAm jQAnAH jIvAnAm-Ekyasya sidDiH-iva-anyasya
   sarvasyaikāvidyākalpitatvasyāpi siddhirna setsyati /	sarvasya-eka-avidyA-kalpita-tvasya-api sidDiH-na setsyati /
   sādhakatvābhimatasyābhāsatvāditi bhāvaḥ // 127 // 128 //	sADaka-tva-aBimatasya-ABAsa-tvAt-iti BAvaH // 127 // 128 //
   ityanyonyaviruddhoktivyāhate bhavatāṃ mate /	iti-anyonya-virudDa-ukti-vyAhate BavatAm mate /
   mukhamastīti yatkiñcitpralapanniva lakṣyase // 129 //	muKam-asti-iti yat-kiQcit-pralapan=-iva lakzyase // 129 //
   parihasati paramataṃityanyonyeti /	parihasati paramataM-iti-anyonya-iti /
   tvamanyān bādhase tvadīyān , tvāṃ cānye tvadīyā eveti	tvam-anyAn bADase tvadIyAn , tvAm ca-anye tvadIyAH eva-iti
   sundopasundanyāyaparāhataṃ yuṣmanmatamiti bhāvaḥ // 129 //	sunda-upasunda-nyAya-parAhatam yuzmad-matam-iti BAvaH // 129 //
   yathā ca svāpnamuktyuktisadṛśī tadvimuktigīḥ /	yaTA ca svApna-mukti-ukti-sadRSI tad-vimukti-gIH /
   tathaiva bhavato 'pīti vyartho mokṣāya te śramaḥ // 130 //	taTA-eva BavataH api-iti vyarTaH mokzAya te SramaH // 130 //
   prakārāntareṇāpi vāde 'smin dūṣaṇamāhayatheti /	prakAra-antareNa-api vAde asmin dUzaNam-AhayaTa-iti /
   tadvimuktigīḥ - śukādermuktivāṇī /	tad-vimukti-gIH  Suka-AdeH-mukti-vANI /
   śukādibhirapyanadhigatā muktiryuṣyābhiḥ prāpyetyasambhavam /	Suka-AdiBiH-api-anaDigatA muktiH-yuzyABiH prApya-iti-asamBavam /
   svāpnakalpaiva sā bhavantyapi /	svApna-kalpA-eva sA Bavanti-api /
   tadvṛthā prayāso yuṣmākamityarthaḥ // 130 //	tad-vRTA prayAsaH yuzmAkam-iti-arTaH // 130 //
   yathā teṣāmabhūtaiva purastādātmavidyayā /	yaTA tezAm-aBUta-eva purastAt-Atma-vidyayA /
   muktirbhūtocyate tadvatparastādātmavidyayā // 131 //	muktiH-BUtA-ucyate tadvat-parastAt-Atma-vidyayA // 131 //
   abhāvinyeva sā mithyā bhāvinītyapadiśyatām /	aBAvinyA-iva sA miTyA BAvinI-iti-apadiSyatAm /
   santi ca svapnadṛṣṭāni dṛṣṭāntavacanāni te // 132 //	santi ca svapna-dRzwAni dRzwAnta-vacanAni te // 132 //
   muktyarthaprayāsaṃ parityajya muktirna bhavitetyeva sādhayatetyāhayatheti	mukti-arTa-prayAsam parityajya muktiH-na BavitA-iti-eva sADayata-iti-AhayaTa-iti
   yathādhyātmavidyayā śukādīnāṃ bhūtaiva muktirabhūtetyucyate, tathā	yaTA-aDyAtma-vidyayA Suka-AdInAm BUtA-eva muktiH-aBUta-iti-ucyate, taTA
   bhavatāṃ tataḥ paścādbhāvinyapi sā mithyā, na bhāvinyeva vastuta	BavatAm tatas paScAt-BAvini-api sA miTyA, na BAvini-eva vastuta
   ityucyatāmityarthaḥ /	iti-ucyatAm-iti-arTaH /
   sāmarthyābhāvinītiprācīnamudritapāṭhastu na samanvitaḥ /	sAmarTya-ABAvinIti-prAcIna-mudrita-pAWaH-tu na samanvitaH /
   nanu madīyatattvajñānaniṣpadyamānamuktimithyātvaṃ kathamityatrāhasantīti /	nanu madIya-tattva-jQAna-nizpadyamAna-mukti-miTyAtvam kaTam-iti-atra-Ahasanti-iti /
   bhavadīyaṃ tattvajñānaṃ nāvidyānivartakaṃ tattvajñānatvāt ,	BavadIyam tattva-jQAnam na-avidyA-nivartakam tattva-jQAna-tvAt ,
   svāpnatattvajñānavaditi hi suvacaṃ bhavadupadarśitadiśaiveti bhāvaḥ // 131	svApna-tattva-jQAna-vat-iti hi su-vacam Bavat-upadarSita-diSA-eva-iti BAvaH // 131
   nanu nedamaniṣṭaṃ me yanmuktirna bhaviṣyati /	nanu na-idam-anizwam me yat-muktiH-na Bavizyati /
   ātmano nityamuktatvānnityasiddhaiva sā yataḥ // 133 //	AtmanaH nitya-mukta-tvAt-nitya-sidDA-eva sA yatas // 133 //
   mukterabhāvitvaprasaṅgo 'smākamiṣṭa eveti śaṅkate nanu nedamiti /	mukteH-aBAvi-tva-prasaFgaH asmAkam-izwaH eva-iti SaFkate nanu na-idam-iti /
   sā-muktiḥ //133 //	sA-muktiH //133 //
   tadidaṃ śāntikarmādau vetālāvāhanaṃ bhavet /	tat-idam SAnti-karma-AdO vetAlAvAhanam Bavet /
   yenaivaṃ sutarāṃ vyartho brahmavidyārjanaśramaḥ // 134 //	yena-evam sutarAm vyarTaH brahma-vidyA-arjana-SramaH // 134 //
   parihāsamukhena pariharatitadidamiti /	parihAsa-muKena pariharati-tat-idam-iti /
   bhavatpravṛttiviruddhaṃ bhavadīyaṃ muktyabhāvitvasādhanamiti bhāvaḥ // 134	Bavat-pravRtti-virudDam BavadIyam mukti-aBAvi-tva-sADanam-iti BAvaH // 134
   avidyāpratibaddhatvādatha sā nityasatyapi /	avidyA-pratibadDa-tvAt-aTa sA nityasatI-api /
   asatīveti tadvyaktirvidyāphalamupeyate // 135 //	asatI-iva-iti tad-vyaktiH-vidyA-Palam-upeyate // 135 //
   hastasthameva hemādi vismṛtaṃ mṛgyate yathā /	hasta-sTam-eva hema-Adi vismRtam mRgyate yaTA /
   yathā tadeva hastasthamavagamyopaśāmyati // 136 //	yaTA tat-eva hasta-sTam-avagamya-upaSAmyati // 136 //
   tathaiva nityasiddhātmasvarūpānavabodhataḥ /	taTA-eva nitya-sidDa-Atma-svarUpa-anavaboDataH /
   saṃsāriṇastathābhāvo vyajyate brahmavidyayā // 137 //	saMsAriNaH-taTA-aBAvaH vyajyate brahma-vidyayA // 137 //
   atra parihāraṃ śaṅkate paraḥavidyeti /	atra parihAram SaFkate paraHavidyA-iti /
   ayaṃ bhāvaḥ - yadyapi muktirnityasiddhā brahmavidyayā notpādyā,	ayam BAvaH  yadi-api muktiH-nitya-sidDAH brahma-vidyayA na-utpAdyA,
   athāpyavidyāpratibaddhāyāstirobhūtāyāstasyā abhivyaktyartha eva saphale	aTa-api-avidyA-pratibadDAyAH-tiroBUtAyAH-tasyAH aBivyakti-arTaH eva saPale
   brahmavidyāpariśramaḥ, sata evāprakāśamānatvenāsata iva	brahma-vidyA-pariSramaH, sataH eva-aprakASa-mAna-tvena-asataH iva
   sthitasyābhivyaktyarthaḥ prayatno yathā loke saphalo dṛṣṭastatheti // 135	sTitasya-aBivyakti-arTaH prayatnaH yaTA loke saPalaH dRzwaH-taTA-iti // 135
   hanta keyamabhivyaktiryā vidyāphalamiṣyate /	hanta kA-iyam-aBivyaktiH-yA vidyA-Palam-izyate /
   svaprakāśasya ciddhātoryā svarūpapade sthitā // 138 //	sva-prakASasya cit-DAtoH-yA sva-rUpa-pade sTitAH // 138 //
   saṃvit kiṃ saiva kiṃ vāhaṃ brahmāsmītīti kīdṛśī /	saMvid kim sA-eva kim vA-aham brahma-asmi-iti-iti kIdRSI /
   yadi svarūpasaṃvit sā, nityaiveti na tatphalam // 139 //	yadi svarUpa-saMvid sA, nityA-eva-iti na tad-Palam // 139 //
   atra yadyapyekāvidyāpakṣe śukasya	atra yadi-api-ekAvidyA-pakze Sukasya
   brahmavidyayaivāvidyāpratibandhanivṛtteranyadīyaprayatnavaiphalyaṃ sthitam	brahma-vidyayA-eva-avidyA-pratibanDa-nivRtteH-anyadIya-prayatna-vEPalyam sTitam
   athāpi dūṣaṇāntaramāhahantetyādinā /	aTa-api dUzaNa-antaram-Ahahanta-ityAdinA /
   nānāvidyāpakṣasādhāraṇamidam /	nAnA-vidyA-pakza-sADAraNam-idam /
   kimitarānapekṣaprakāśaikarūpasya cittattvasya svarūpameva	kim-itara-anapekza-prakASa-eka-rUpasya cit-tattvasya svarUpam-eva
   vidyāsādhyābhiniṣpattiḥ, pratyutāhaṃ brahmāsmīti vṛttidhīḥ	vidyA-asADya-aBinizpattiH, pratyutA-aham brahma-asmi-iti vRtti-DIH
   sākṣātkārarūpetyarthaḥ /	sAkzAtkAra-rUpA-iti-arTaH /
   brahmāsmītītyasyāgre vṛttidhīrityāhāryam /	brahmA-asmi-iti-iti-asya-agre vRtti-DIH-iti-AhAryam /
   iti kīdṛśī-ityevaṃ jijñāsitaprakārābrahmāsmītīti vṛttidhīriti vā pāṭhaḥ	iti kIdRSI--iti-evam jijQAsita-prakAra-abrahma-asmi-iti-iti vRtti-DIH-iti vA pAWaH
   syāt /	syAt /
   apara itikāro vikalpasamāptau /	aparaH itikAraH vikalpa-samAptO /
   ādye kalpe dūṣaṇamucyate yadītyardhena // 138 //139 //	Adye kalpe dUzaNam-ucyate yadi-iti-arDena // 138 //139 //
   atha brahmāhamasmīti saṃvittirvyaktiriṣyate /	aTa brahmA-aham-asmi-iti saMvittiH-vyaktiH-izyate /
   nanu te brahmavidyā sā saiva tasyāḥ phalaṃ katham // 140 //	nanu te brahma-vidyA sA sA-eva tasyAH Palam kaTam // 140 //
   dvitīye dūṣaṇamucyate atheti /	dvitIye dUzaNam-ucyate aTa-iti /
   saṃvittiḥ - sākṣātkāraḥ /	saMvittiH  sAkzAtkAraH /
   na hi brahmavidyāsādhyaṃ prakāśāntaraṃ muktau bhavateṣyate /	na hi brahma-vidyA-asADyam prakASa-antaram muktO BavatA-izyate /
   tatsaiva tasyāḥ phalamiti vaktavyam /	tat-sA-eva tasyAH Palam-iti vaktavyam /
   tanna saṃbhavīti bhāvaḥ // 140 //	tat-na saMBavi-iti BAvaH // 140 //
   kiñca sā tattvamasyādivākyajanyā bhavanmate /	kiQca sA tattvam-asya-Adi-vAkya-janyA Bavat-mate /
   utpattimatyanityeti muktasyāpi bhayaṃ bhavet // 141 //	utpattimatI-anitya-iti muktasya-api Bayam Bavet // 141 //
   atra kalpe dūṣaṇāntaraṃ cāhakiñceti /	atra kalpe dUzaNa-antaram ca-AhakiQcA-iti /
   nityaśuddhabuddhamuktātmasvabhāvasyābhivyaktirvṛttirūpā cettasyā	nitya-SudDa-budDa-muktA-Atma-svaBAvasya-aBivyaktiH-vRtti-rUpA ced-tasyAH-
   utpādavināśayogitvāttannivṛttau punaravidyā samunmiṣediti	utpAda-vinASa-yogi-tvAt-tad-nivRttO punar-avidyA samunmizet-iti
   saṃsṛtibhayānativṛttiprasaṅga ityarthaḥ /	saMsRti-Baya-anati-vRtti-prasaFgaH iti-arTaH /
   nanu pūrvāvidyāṃ vināśya vidyā svayamapi naśyati /	nanu pUrva-avidyAm vinASya vidyA svayam-api naSyati /
   avidyānivṛttyā ca na punarbhavaprasaṅga iti cet ; atra brūmaḥ -	avidyA-nivRttyA ca na punarBava-prasaFgaH iti ced ; atra brUmaH -
   anādibhāvasya nāśāyogāt tattvasākṣātkāreṇāvidyāyā nātyantikocchedaḥ	anAdi-BAvasya nASA-yogAt tattva-sAkzAtkAreNa-avidyAyAH na-Atyantika-ucCedaH
   śakyakriyaḥ /	Sakya-kriyaH /
   sāvaśeṣocchede tu sūkṣmarūpeṇāvasthitāyāstasyā abhivyakternivṛttau punaḥ	sa-avaSeza-ucCede tu sUkzma-rUpeNa-avasTitAyAH-tasyAH aBivyakteH-nivRttO punar-
   sthūlatayonmeṣaprasaṅgaḥ /	sTUlatayA-unmeza-prasaFgaH /
