   Viṣṇu_1	VizNu_1
   Viṣṇu 46.11 try-aham uṣṇāḥ pibed\ apas try-aham uṣṇaṃ ghṛtaṃ try-aham	VizNu 46.11 tri--aham uzNAH pibed\ apaH tri--aham uzNam GRtam tri--aham
   uṣṇaṃ payas try-ahaṃ ca na^aśnīyād\ eṣa tapta-kṛcchraḥ //	uzNam payaH tri--aham ca na^aSnIyAd\ eza tapta-kRcCraH //
   Viṣṇu 46.12 etair eva śītaiḥ śīta-kṛcchraḥ //	VizNu 46.12 etEH eva SItEH SIta-kRcCraH //
   Viṣṇu 46.13 kṛcchra-atikṛcchraḥ payasā divasa-ekaviṃśati-kṣapaṇam //	VizNu 46.13 kRcCra--atikRcCraH payasA divasa--ekaviMSati-kzapaNam //
   Viṣṇu 46.14 udaka-saktūnāṃ māsa-abhyavahāreṇa^udaka-kṛcchraḥ //	VizNu 46.14 udaka--saktUnAm mAsa--aByavahAreNa^udaka-kRcCraH //
   Viṣṇu 46.15 bisa-abhyavahāreṇa mūla-kṛcchraḥ //	VizNu 46.15 bisa--aByavahAreNa mUla-kRcCraH //
   Viṣṇu 46.16 bilva-abhyavahāreṇa śrī-phala-kṛcchraḥ //	VizNu 46.16 bilva--aByavahAreNa SrI-Pala-kRcCraH //
   Viṣṇu 46.17 padma-akṣair vā //	VizNu 46.17 padma--akzEH vA //
   Viṣṇu 46.18 nir-āhārasya dvādaśa-ahena parākaḥ //	VizNu 46.18 nir-AhArasya dvAdaSa--ahena parAkaH //
   Viṣṇu 46.19 go-mūtraṃ go-mayaṃ kṣīraṃ dadhi sarpiḥ kuśa-udakāny	VizNu 46.19 go--mUtram go-mayam kzIram daDi sarpiH kuSa-udakAni-
   eka-divasam aśnīyāt\ / dvitīyam upavaset\ / etat sāṃtapanam //	eka-divasam aSnIyAt\ / dvitIyam upavaset\ / etat sAMtapanam //
   Viṣṇu 46.20 go-mūtra-ādibhiḥ pratyaham abhyastair mahā-sāṃtapanam //	VizNu 46.20 go--mUtra--AdiBiH pratyaham aByastEH mahA--sAMtapanam //
   Viṣṇu 46.21 try-aha-abhyastaiś ca^atisāṃtapanam //	VizNu 46.21 tri--aha-aByastEH ca^atisAMtapanam //
   Viṣṇu 46.22 piṇyāka-ācāma-takra-udaka-saktūnām	VizNu 46.22 piNyAka--AcAma-takra--udaka--saktUnAm
   upavāsa-antarito^abhyavahāras tulā-puruṣaḥ //	upavAsa--antaritaH-^aByavahAraH tulA--puruzaH //
   Viṣṇu 46.23	VizNu 46.23
   kuśa-palāśa-udumbara-padma-śaṅkhapuṣpī-vaṭa-brāhmī-suvarcalā-patraiḥ	kuSa--palASa--udumbara-padma--SaFKapuzpI--vawa--brAhmI--suvarcalA--patrEH
   kvathitasya^ambhasaḥ pratyekaṃ pānena parṇa-kṛcchraḥ //	kvaTitasya^amBasaH pratyekam pAnena parNa-kRcCraH //
   Viṣṇu 46.24a/ kṛcchrāṇy etāni sarvāṇi kurvīta\ kṛta-vāpanaḥ /	VizNu 46.24a/ kRcCrANi etAni sarvANi kurvIta\ kRta--vApanaH /
   Viṣṇu 46.24c/ nityaṃ triṣavaṇa-snāyī adhaḥ-śāyī jita-indriyaḥ //	VizNu 46.24c/ nityam trizavaNa--snAyI aDaH--SAyI jita--indriyaH //
   Viṣṇu 46.25a/ strī-śūdra-patitānāṃ ca varjayec\ ca^atibhāṣaṇam /	VizNu 46.25a/ strI--SUdra--patitAnAm ca varjayec\ ca^ati-BAzaNam /
   Viṣṇu 46.25c/ pavitrāṇi japen\ nityaṃ juhuyāc\ ca^eva śaktitaḥ //	VizNu 46.25c/ pavitrANi japen\ nityam juhuyAc\ ca^eva Saktitas //
   Viṣṇu_47	VizNu_47
   Viṣṇu 47.01 atha cāndrāyaṇam //	VizNu 47.01 aTa cAndrAyaNam //
   Viṣṇu 47.02 grāsān a-vikārān aśnīyāt\ //	VizNu 47.02 grAsAn a-vikArAn aSnIyAt\ //
   Viṣṇu 47.03 tāṃś candra-kalā-abhivṛddhau vardhayet\, hānau hrāsayet\,	VizNu 47.03 tAn candra-kalA--aBivRdDO varDayet\, hAnO hrAsayet\,
   amāvāsyāyāṃ na^aśnīyāt\ / eṣa cāndrāyaṇo yava-madhyaḥ //	amAvAsyAyAm na^aSnIyAt\ / eza cAndrAyaNaH yava--maDyaH //
   Viṣṇu 47.04 pipīlikā-madhyo vā //	VizNu 47.04 pipIlikA--maDyaH vA //
   Viṣṇu 47.05 yasya^amāvāsyā madhye bhavati\ sa pipīlikā-madhyaḥ //	VizNu 47.05 yasya^amAvAsyA maDye Bavati\ sa pipIlikA--maDyaH //
   Viṣṇu 47.06 yasya paurṇamāsī sa yava-madhyaḥ //	VizNu 47.06 yasya pOrNamAsI sa yava--maDyaH //
   Viṣṇu 47.07 aṣṭau grāsān prati-divasaṃ māsam aśnīyāt\ sa yati-cāndrāyaṇaḥ	VizNu 47.07 azwO grAsAn prati-divasam mAsam aSnIyAt\ sa yati-cAndrAyaNaH
   Viṣṇu 47.08 sāyaṃ prātaś caturaś caturaḥ sa śiśu-cāndrāyaṇaḥ //	VizNu 47.08 sAyam prAtar caturaH caturaH sa SiSu-cAndrAyaNaH //
   Viṣṇu 47.09 yathā kathaṃ-cit ṣaṣṭyā^ūnāṃ triśatīṃ māsena^aśnīyāt\ sa	VizNu 47.09 yaTA kaTaM-cid zazwyA^UnAm triSatIm mAsena^aSnIyAt\ sa
   sāmānya-cāndrāyaṇaḥ //	sAmAnya-cAndrAyaNaH //
   Viṣṇu 47.10a/ vratam etat purā bhūmi kṛtvā\ sapta-ṛṣayo^a-malāḥ /	VizNu 47.10a/ vratam etat purA BUmi kRtvA\ sapta--RzayaH-^a-malAH /
   Viṣṇu 47.10c/ prāptavantaḥ paraṃ sthānaṃ brahmā rudras tathā^eva ca //	VizNu 47.10c/ prAptavantaH param sTAnam brahmA rudraH taTA^eva ca //
   Viṣṇu_48	VizNu_48
   Viṣṇu 48.01 atha karmabhir ātma-kṛtair gurum ātmānaṃ manyeta\^ātma-arthe	VizNu 48.01 aTa karmaBiH Atma-kRtEH gurum AtmAnam manyeta\^Atma--arTe
   prasṛti-yāvakaṃ śrapayet\ //	prasRti-yAvakam Srapayet\ //
   Viṣṇu 48.02 na tato^agnau juhuyāt\ //	VizNu 48.02 na tatas-^agnO juhuyAt\ //
   Viṣṇu 48.03 na ca^atra bali-karma //	VizNu 48.03 na ca^atra bali-karma //
   Viṣṇu 48.04 aśṛtaṃ śrapyamāṇaṃ śṛtaṃ ca^abhimantrayet\ //	VizNu 48.04 aSRtam SrapyamANam SRtam ca^aBimantrayet\ //
   Viṣṇu 48.05 śrapyamāṇe rakṣāṃ kuryāt\ //	VizNu 48.05 SrapyamANe rakzAm kuryAt\ //
   Viṣṇu 48.06a/ brahmā devānāṃ padavīḥ kavīnām ṛṣir viprāṇāṃ mahiṣo mṛgāṇām	VizNu 48.06a/ brahmA devAnAm padavIH kavInAm RziH viprANAm mahizaH mRgANAm
   Viṣṇu 48.06c/ śyeno gṛdhrāṇāṃ sva-dhitir vanānāṃ somaḥ pavitram atyeti\	VizNu 48.06c/ SyenaH gRDrANAm sva-DitiH vanAnAm somaH pavitram atyeti\
   rebhan //	reBan //
   Viṣṇu 48.06 iti darbhān badhnāti\ //	VizNu 48.06 iti darBAn baDnAti\ //
   Viṣṇu 48.07 śṛtaṃ ca tam aśnīyāt\ pātre niṣicya\ //	VizNu 48.07 SRtam ca tam aSnIyAt\ pAtre nizicya\ //
   Viṣṇu 48.08 ye devā mano-jātā mono-juṣaḥ su-dakṣā dakṣa-pitaras te naḥ	VizNu 48.08 ye devAH mano-jAtA mono-juzaH su-dakzAH dakza--pitaraH te naH
   pāntu\ te no^avantu\ tebhyo namas tebhyaḥ svāhā^ity ātmani juhuyāt\ //	pAntu\ te naH-^avantu\ teByaH namaH teByaH svAhA^iti Atmani juhuyAt\ //
   Viṣṇu 48.09 atha^āca-anto nābhim ālabheta\ //	VizNu 48.09 aTa^Aca-antaH nABim AlaBeta\ //
   Viṣṇu 48.10 snātāḥ pītā bhavata\ yūyam āpo asmākam udare yavāḥ, tā	VizNu 48.10 snAtAH pItA Bavata\ yUyam ApaH asmAkam udare yavAH, tA
   asmabhyam anamīvā a-yakṣmā an-āgasaḥ santu\ devīr amṛtāṃ ṛtāvṛdha iti //	asmaByam anamIvAH a-yakzmAH an-AgasaH santu\ devIH amRtAm RtAvRDaH iti //
   Viṣṇu 48.11 tri-rātraṃ medha-arthī //	VizNu 48.11 tri--rAtram meDa-arTI //
   Viṣṇu 48.12 ṣaḍ-rātraṃ pāpa-kṛt //	VizNu 48.12 zaz--rAtram pApa-kRt //
   Viṣṇu 48.13 sapta-rātraṃ pītvā\ mahā-pātakinām anyatamaṃ punāti\ //	VizNu 48.13 sapta--rAtram pItvA\ mahA-pAtakinAm anyatamam punAti\ //
   Viṣṇu 48.14 dvādaśa-rātreṇa pūrva-puruṣa-kṛtam api pāpaṃ nirdahati\ //	VizNu 48.14 dvAdaSa--rAtreNa pUrva-puruza-kRtam api pApam nirdahati\ //
   Viṣṇu 48.15 māsaṃ pītvā\ sarva-pāpāni //	VizNu 48.15 mAsam pItvA\ sarva-pApAni //
   Viṣṇu 48.16 go-nihāra-muktānāṃ yavānām ekaviṃśati-rātraṃ ca //	VizNu 48.16 go-nihAra-muktAnAm yavAnAm ekaviMSati-rAtram ca //
   Viṣṇu 48.17a/ yavo^asi\ dhānya-rājo^asi\ vāruṇo madhu-saṃyutaḥ /	VizNu 48.17a/ yavaH-^asi\ DAnya--rAjaH-^asi\ vAruNaH maDu--saMyutaH /
   Viṣṇu 48.17c/ nirṇodaḥ sarva-pāpānāṃ pavitram ṛṣibhir dhṛtam //	VizNu 48.17c/ nirNodaH sarva--pApAnAm pavitram RziBiH DRtam //
   Viṣṇu 48.18a/ ghṛtaṃ yavā madhu yavā āpo vā amṛtaṃ yavāḥ /	VizNu 48.18a/ GRtam yavAH maDu yavAH ApaH vE amRtam yavAH /
   Viṣṇu 48.18c/ sarve punīta\ me pāpaṃ yan me kiṃ-cana duṣkṛtam //	VizNu 48.18c/ sarve punIta\ me pApam yat me kiM-cana duzkRtam //
   Viṣṇu 48.19a/ vācā kṛtaṃ karma-kṛtaṃ manasā dur-vicintitam /	VizNu 48.19a/ vAcA kRtam karma--kRtam manasA dur-vicintitam /
   Viṣṇu 48.19c/ a-lakṣmīṃ kāla-karṇīṃ ca nāśayadhvaṃ\ yavā mama //	VizNu 48.19c/ a-lakzmIm kAla-karNIm ca nASayaDvan\ yavAH mama //
   Viṣṇu 48.20a/ śva-sūkara-avalīḍhaṃ ca ucchiṣṭa-upahataṃ ca yat /	VizNu 48.20a/ Sva--sUkara--ava-lIXam ca ucCizwa--upahatam ca yat /
   Viṣṇu 48.20c/ mātā-pitror aśuśrūṣāṃ tat punīdhvaṃ\ yavā mama //	VizNu 48.20c/ mAtA--pitroH aSuSrUzAm tat punIDvan\ yavAH mama //
   Viṣṇu 48.21a/ gaṇa-annaṃ gaṇikā-annaṃ ca śūdra-annaṃ śrāddha-sūtakam /	VizNu 48.21a/ gaNa-annam gaNikA-annam ca SUdra--annam SrAdDa--sUtakam /
   Viṣṇu 48.21c/ caurasya^annaṃ nava-śrāddhaṃ punīdhvaṃ\ ca yavā mama //	VizNu 48.21c/ cOrasya^annam nava--SrAdDam punIDvaM\ ca yavAH mama //
   Viṣṇu 48.22a/ bāla-dhūrtam a-dharmaṃ ca rāja-dvāra-kṛtaṃ ca yat /	VizNu 48.22a/ bAla-DUrtam a-Darmam ca rAja--dvAra--kRtam ca yat /
   Viṣṇu 48.22c/ suvarṇa-stainyam a-vrātyam a-yājyasya ca yājanam /	VizNu 48.22c/ suvarNa-stEnyam a-vrAtyam a-yAjyasya ca yAjanam /
   Viṣṇu 48.22e/ brāhmaṇānāṃ parīvādaṃ punīdhvaṃ\ ca yavā mama //	VizNu 48.22e/ brAhmaNAnAm parIvAdam punIDvaM\ ca yavAH mama //
   Viṣṇu_49	VizNu_49
   Viṣṇu 49.01 mārgaśīrṣa-śukla-ekādaśyām upoṣito dvādaśyāṃ bhagavantaṃ	VizNu 49.01 mArgaSIrza--Sukla--ekAdaSyAm upozitaH dvAdaSyAm Bagavantam
   śrī-vāsudevam arcayet\ //	SrI-vAsudevam arcayet\ //
   Viṣṇu 49.02 puṣpa-dhūpa-anulepana-dīpa-naivedyaiḥ vahni-brāhmaṇa-tarpaṇaiś	VizNu 49.02 puzpa-Du-upa--anulepana--dIpa--nEvedyEH vahni--brAhmaNa-tarpaNa-eH-
   ca //	ca //
   Viṣṇu 49.03 vratam etat saṃvatsaraṃ kṛtvā\ pāpebhyaḥ pūto bhavati\ //	VizNu 49.03 vratam etat saMvatsaram kRtvA\ pApeByaH pUtaH Bavati\ //
   Viṣṇu 49.04 yāvaj jīvaṃ kṛtvā\ śveta-dvīpam āpnoti\ //	VizNu 49.04 yAvat jIvam kRtvA\ Sveta--dvIpam Apnoti\ //
   Viṣṇu 49.05 ubhaya-pakṣa-dvādaśīṣv evaṃ saṃvatsareṇa svarga-lokam āpnoti\	VizNu 49.05 uBaya--pakza--dvAdaSIzu evam saMvatsareNa svarga--lokam Apnoti\
   Viṣṇu 49.06 yāvaj jīvaṃ kṛtvā\ viṣṇu-lokam //	VizNu 49.06 yAvat jIvam kRtvA\ vizNu--lokam //
   Viṣṇu 49.07 evam eva pañcadaśīṣv api //	VizNu 49.07 evam eva paQcadaSIzu api //
   Viṣṇu 49.08a/ brahma-bhūtam amāvāsyāṃ paurṇamāsyāṃ tathā^eva ca /	VizNu 49.08a/ brahma--BUtam amAvAsyAm pOrNamAsyAm taTA^eva ca /
   Viṣṇu 49.08c/ yoga-bhūtaṃ paricaran keśavaṃ mahad āpnuyāt\ //	VizNu 49.08c/ yoga--BUtam paricaran keSavam mahat ApnuyAt\ //
   Viṣṇu 49.09a/ dṛśyete\ sahitau yasyāṃ divi candra-bṛhaspatī /	VizNu 49.09a/ dRSyete\ sahitO yasyAm divi candra-bRhaspatI /
   Viṣṇu 49.09c/ paurṇamāsī tu mahatī proktā saṃvatsare tu sā //	VizNu 49.09c/ pOrNamAsI tu mahatI proktA saMvatsare tu sA //
   Viṣṇu 49.10a/ tasyāṃ dāna-upavāsa-ādyam a-kṣayaṃ parikīrtitam /	VizNu 49.10a/ tasyAm dAna--upavAsa--Adyam a-kzayam parikIrtitam /
   Viṣṇu 49.10c/ tathā^eva dvādaśī śuklā yā syāc\^śravaṇa-saṃyutā //	VizNu 49.10c/ taTA^eva dvAdaSI SuklA yA syAc\^SravaNa--saMyutAH //
   Viṣṇu_50	VizNu_50
   Viṣṇu 50.01 vane parṇa-kuṭīṃ kṛtvā\ vaset\ //	VizNu 50.01 vane parNa--kuwIm kRtvA\ vaset\ //
   Viṣṇu 50.02 tri-ṣavaṇaṃ snāyāt\ //	VizNu 50.02 tri-zavaNam snAyAt\ //
   Viṣṇu 50.03 sva-karma ca^ācakṣāṇo grāme grāme bhaikṣyam ācaret\ //	VizNu 50.03 sva-karma ca^AcakzANaH grAme grAme BEkzyam Acaret\ //
   Viṣṇu 50.04 tṛṇa-śāyī ca syāt\ //	VizNu 50.04 tRNa--SAyI ca syAt\ //
   Viṣṇu 50.05 etan mahā-vratam //	VizNu 50.05 etat mahA-vratam //
   Viṣṇu 50.06 brāhmaṇaṃ hatvā\ dvādaśa-saṃvatsaraṃ kuryāt\ //	VizNu 50.06 brAhmaNam hatvA\ dvAdaSa--saMvatsaram kuryAt\ //
   Viṣṇu 50.07 yāga-sthaṃ kṣatriyaṃ vaiśyaṃ vā //	VizNu 50.07 yAga--sTam kzatriyam vESyam vA //
   Viṣṇu 50.08 gurviṇīṃ rajasvalāṃ vā //	VizNu 50.08 gurviNIm rajasvalAm vA //
   Viṣṇu 50.09 atri-gotrāṃ vā nārīm //	VizNu 50.09 atri-gotrAm vA nArIm //
   Viṣṇu 50.10 mitraṃ vā //	VizNu 50.10 mitram vA //
   Viṣṇu 50.11 nṛpati-vadhe mahā-vratam eva dvi-guṇaṃ kuryāt\ //	VizNu 50.11 nRpati--vaDe mahA-vratam eva dvi-guNam kuryAt\ //
   Viṣṇu 50.12 pāda-ūnaṃ kṣatriya-vadhe //	VizNu 50.12 pAda--Unam kzatriya--vaDe //
   Viṣṇu 50.13 ardhaṃ vaiśya-vadhe //	VizNu 50.13 arDam vESya--vaDe //
   Viṣṇu 50.14 tad-ardhaṃ śūdra-vadhe //	VizNu 50.14 tad--arDam SUdra--vaDe //
   Viṣṇu 50.15 sarveṣu śava-śiro-dhvajī syāt\ //	VizNu 50.15 sarvezu Sava-SiraH--DvajI syAt\ //
   Viṣṇu 50.16 māsam ekaṃ kṛta-vāpano gavām anugamanaṃ kuryāt\ //	VizNu 50.16 mAsam ekam kRta--vApanaH gavAm anugamanam kuryAt\ //
   Viṣṇu 50.17 tāsv āsīnāsv āsīta\ //	VizNu 50.17 tAsu AsInAsu AsIta\ //
   Viṣṇu 50.18 sthitāsu sthitaś ca syāt\ //	VizNu 50.18 sTitAsu sTitaH ca syAt\ //
   Viṣṇu 50.19 sannāṃ ca^uddharet\ //	VizNu 50.19 sannAm ca^udDaret\ //
   Viṣṇu 50.20 bhayebhyaś ca rakṣet\ //	VizNu 50.20 BayeByaH ca rakzet\ //
   Viṣṇu 50.21 tāsāṃ śīta-ādi-trāṇam a-kṛtvā\ na^ātmanaḥ kuryāt\ //	VizNu 50.21 tAsAm SIta-Adi-trANam a-kRtvA\ na^AtmanaH kuryAt\ //
   Viṣṇu 50.22 go-mūtreṇa snāyāt\ //	VizNu 50.22 go--mUtreNa snAyAt\ //
   Viṣṇu 50.23 go-rasaiś ca varteta\ //	VizNu 50.23 go-rasEH ca varteta\ //
   Viṣṇu 50.24 etad go-vrataṃ go-vadhe kuryāt\ //	VizNu 50.24 etat go-vratam go-vaDe kuryAt\ //
   Viṣṇu 50.25 gajaṃ hatvā\ pañca nīla-vṛṣabhān dadyāt\ //	VizNu 50.25 gajam hatvA\ paQca nIla--vRzaBAn dadyAt\ //
   Viṣṇu 50.26 turagaṃ vāsaḥ //	VizNu 50.26 turagam vAsaH //
   Viṣṇu 50.27 eka-hāyanam anaḍvāhaṃ khara-vadhe //	VizNu 50.27 eka-hAyanam anaxvAham Kara--vaDe //
   Viṣṇu 50.28 meṣa-aja-vadhe ca //	VizNu 50.28 meza--aja--vaDe ca //
   Viṣṇu 50.29 suvarṇa-kṛṣṇalam uṣṭra-vadhe //	VizNu 50.29 suvarNa-kRzNalam uzwra--vaDe //
   Viṣṇu 50.30 śvānaṃ hatvā\ tri-rātram upavaset\ //	VizNu 50.30 SvAnam hatvA\ tri--rAtram upavaset\ //
   Viṣṇu 50.31 hatvā\ mūṣaka-mārjāra-nakula-maṇḍūka-ḍuṇḍubha-ajagarāṇām	VizNu 50.31 hatvA\ mUzaka-mArjAra--nakula--maNxUka-xuNxu-Ba-a-jagarANAm
   anyatamam upoṣitaḥ kṛsaraṃ brāhmaṇaṃ bhojayitvā\ loha-daṇḍaṃ dakṣiṇāṃ	anyatamam upozitaH kRsaram brAhmaNam BojayitvA\ loha--daNxam dakziNAm
   dadyāt\ //	dadyAt\ //
   Viṣṇu 50.32 godhā-ulūka-kāka-jhaṣa-vadhe tri-rātram upavaset\ //	VizNu 50.32 goDA--ulUka-kAka-Jaza--vaDe tri--rAtram upavaset\ //
   Viṣṇu 50.33 haṃsa-baka-balākā-madgu-vānara-śyena-bhāsa-cakravākānām	VizNu 50.33 haMsa-baka-balAkA--madgu-vAnara-Syena--BAsa--cakravAkAnAm
   anyatamaṃ hatvā\ brāhmaṇāya gāṃ dadyāt\ //	anyatamam hatvA\ brAhmaNAya gAm dadyAt\ //
   Viṣṇu 50.34 sarpaṃ hatvā\^abhrīṃ kārṣṇa-ayasīṃ dadyāt\ //	VizNu 50.34 sarpam hatvA\^aBrIm kArzNa--ayasIm dadyAt\ //
   Viṣṇu 50.35 ṣaṇḍhaṃ hatvā\ palāla-bhārakam //	VizNu 50.35 zaNXam hatvA\ palAla--BArakam //
   Viṣṇu 50.36 varāhaṃ hatvā\ ghṛta-kumbham //	VizNu 50.36 varAham hatvA\ GRta-kumBam //
   Viṣṇu 50.37 tittiriṃ tila-droṇam //	VizNu 50.37 tittirim tila-droNam //
   Viṣṇu 50.38 śukaṃ dvi-hāyana-vatsam //	VizNu 50.38 Sukam dvi-hAyana-vatsam //
   Viṣṇu 50.39 krauñcaṃ tri-hāyanam //	VizNu 50.39 krOQcam tri-ha-ayanam //
   Viṣṇu 50.40 kravya-ada-mṛga-vadhe payasvinīṃ gāṃ dadyāt\ //	VizNu 50.40 kravya-ada--mRga--vaDe payasvinIm gAm dadyAt\ //
   Viṣṇu 50.41 a-kravya-ada-mṛga-vadhe vatsatarīm //	VizNu 50.41 a-kravya-ada--mRga--vaDe vatsatarIm //
   Viṣṇu 50.42 an-ukta-mṛga-vadhe tri-rātraṃ payasā varteta\ //	VizNu 50.42 an-ukta-mRga--vaDe tri--rAtram payasA varteta\ //
   Viṣṇu 50.43 pakṣi-vadhe nakta-āśī syāt\ //	VizNu 50.43 pakzi--vaDe nakta-ASI syAt\ //
   Viṣṇu 50.44 rūpya-māṣaṃ vā dadyāt\ //	VizNu 50.44 rUpya-mAzam vA dadyAt\ //
   Viṣṇu 50.45 hatvā\ jala-caram upavaset\ //	VizNu 50.45 hatvA\ jala-caram upavaset\ //
   Viṣṇu 50.46a/ asthan-vatāṃ tu sattvānāṃ sahasrasya pramāpaṇe /	VizNu 50.46a/ asTan-vatAm tu sattvAnAm sahasrasya pramApaNe /
   Viṣṇu 50.46c/ pūrṇe ca^anasy an-asthnāṃ tu śūdra-hatyā-vrataṃ caret\ //	VizNu 50.46c/ pUrNe ca^anasi an-asTnAm tu SUdra-hatyA-vratam caret\ //
   Viṣṇu 50.47a/ kiṃ-cid eva tu viprāya dadyād\ asthi-matāṃ vadhe /	VizNu 50.47a/ kiM-cid eva tu viprAya dadyAd\ asTi-matAm vaDe /
   Viṣṇu 50.47c/ an-ashthnāṃ ca^eva hiṃsāyāṃ prāṇa-āyāmena śudhyati\ //	VizNu 50.47c/ an-a-shTnAm ca^eva hiMsAyAm prANa-AyAmena SuDyati\ //
   Viṣṇu 50.48a/ phala-dānāṃ tu vṛkṣāṇāṃ chedane japyam ṛk-śatam /	VizNu 50.48a/ Pala-dAnAm tu vRkzANAm Cedane japyam Rk-Satam /
   Viṣṇu 50.48c/ gulma-vallī-latānāṃ ca puṣpitānāṃ ca vīrudhām //	VizNu 50.48c/ gulma-vallI--latAnAm ca puzpitAnAm ca vIruDAm //
   Viṣṇu 50.49a/ anna-adya-jānāṃ sattvānāṃ rasa-jānāṃ ca sarvaśaḥ /	VizNu 50.49a/ anna--adya-jAnAm sattvAnAm rasa-jAnAm ca sarvaSas /
   Viṣṇu 50.49c/ phala-puṣpa-udbhavānāṃ ca ghṛta-prāśo viśodhanam //	VizNu 50.49c/ Pala-puzpa--udBavAnAm ca GRta-prASaH viSoDanam //
   Viṣṇu 50.50a/ kṛṣṭa-jānām oṣadhīnāṃ jātānāṃ ca svayaṃ vane /	VizNu 50.50a/ kRzwa-jAnAm ozaDInAm jAtAnAm ca svayam vane /
   Viṣṇu 50.50c/ vṛthā-lambhe^anugacched\ gāṃ dinam ekam payo-vrataḥ //	VizNu 50.50c/ vRTA-a-lamBe^anugacCed\ gAm dinam ekam payo-vrataH //
   Viṣṇu_51	VizNu_51
   Viṣṇu 51.01 surā-paḥ sarva-karma-varjitaḥ kaṇān varṣam aśnīyāt\ //	VizNu 51.01 surA-paH sarva-karma--varjitaH kaNAn varzam aSnIyAt\ //
   Viṣṇu 51.02 malānāṃ madyānāṃ ca^anyatamasya prāśane cāndrāyaṇaṃ kuryāt\ //	VizNu 51.02 malAnAm madyAnAm ca^anyatamasya prASane cAndrAyaNam kuryAt\ //
   Viṣṇu 51.03	VizNu 51.03
   laśuna-palāṇḍu-gṛñjana-etad-gandhi-viḍvarāha-grāma-kukkuṭa-vānara-go-māṃsa-bhakṣaṇe	laSuna--palANxu--gRQjana--etat--ganDi--vixvarAha--grAma--kukkuwa--vAnara---go--mAMsa--BakzaNe
   ca //	ca //
   Viṣṇu 51.04 sarveṣv eteṣu dvijānāṃ prāyaścitta-ante bhūyaḥ saṃskāraṃ	VizNu 51.04 sarvezu etezu dvijAnAm prAyaScitta-ante BUyas saMskAram
   kuryāt\ //	kuryAt\ //
   Viṣṇu 51.05 vapana-mekhalā-daṇḍa-bhaikṣya-caryā-vratāni	VizNu 51.05 vapana--meKalA--daNxa--BEkzya--caryA-vratAni
   punaḥ-saṃskāra-karmaṇi varjanīyāni //	punar---saMskAra--karmaNi varjanIyAni //
   Viṣṇu 51.06 śaśaka-śalyaka-godhā-khaḍga-kūrma-varjaṃ	VizNu 51.06 SaSaka-Salyaka-goDA--Kaxga--kUrma--varjam
   pañca-nakha-māṃsa-aśane sapta-rātram upavaset\ //	paQca-naKa--mAMsa--aSane sapta--rAtram upavaset\ //
   Viṣṇu 51.07 gaṇa-gaṇikā-stena-gāyana-annāni bhuktvā\ sapta-rātraṃ payasā	VizNu 51.07 gaNa-gaNikA-H-tena-gAyana-annAni BuktvA\ sapta--rAtram payasA
   varteta\ //	varteta\ //
   Viṣṇu 51.08 takṣaka-annaṃ carma-kartuś ca //	VizNu 51.08 takzaka-annam carma-kartuH ca //
   Viṣṇu 51.09 vārdhuṣika-kadarya-dīkṣita-baddha-nigaḍa-abhiśasta-ṣaṇḍhānāṃ	VizNu 51.09 vArDuzika-ka-darya--dIkzita--badDa--nigaxa--aBiSasta--zaNXAnAm
   ca //	ca //
   Viṣṇu 51.10	VizNu 51.10
   puṃścalī-dāmbhika-cikitsaka-lubdhaka-krūra-ugra-ucchiṣṭa-bhojināṃ ca //	puMScalI-dAmBika--ci-kitsaka--lubDaka--krUra--ugra-ucCizwa--BojinAm ca //
   Viṣṇu 51.11 avīra-strī suvarṇa-kāra-sapatna-patitānāṃ ca //	VizNu 51.11 avIra--strI suvarNa-kAra--sapatna--patitAnAm ca //
   Viṣṇu 51.12 piśuna-anṛta-vādi-kṣata-dharma-ātma-rasa-vikrayiṇāṃ ca //	VizNu 51.12 piSuna--anRta--vAdi--kzata--Darma-Atma--rasa--vikrayiNAm ca //
   Viṣṇu 51.13 śailūṣa-tantuvāya-kṛta-ghna-rajakānāṃ ca //	VizNu 51.13 SElUza--tantuvAya--kRta-Gna--rajakAnAm ca //
   Viṣṇu 51.14 karma-kāra-niṣāda-raṅga-avatāri-vaiṇa-śastra-vikrayiṇāṃ ca //	VizNu 51.14 karma--kAra--nizAda--raFga--avata-ari-va-eNa--Sastra--vikrayiNAm ca //
   Viṣṇu 51.15 śva-jīvi-śauṇḍika-tailika-caila-nirṇejakānāṃ ca //	VizNu 51.15 Sva-jIvi-SONxika-tElika--cEla--nirNejakAnAm ca //
   Viṣṇu 51.16 rajasvalā-saha-upapati-veśmānāṃ ca //	VizNu 51.16 rajasvalA--saha--upapati--veSmAnAm ca //
   Viṣṇu 51.17 bhrūṇa-ghna-avekṣitam udakyā-saṃspṛṣṭaṃ patatriṇā-avalīḍhaṃ	VizNu 51.17 BrUNa--Gna--avekzitam udakyA--saMspRzwam patatriNA-a-avalIXam
   śunā saṃspṛṣṭaṃ gava-āghrātaṃ ca //	SunA saMspRzwam gava-AGrAtam ca //
   Viṣṇu 51.18 kāmataḥ padā spṛṣṭam avakṣutam //	VizNu 51.18 kAmataH padA spRzwam avakzutam //
   Viṣṇu 51.19 matta-kruddha-āturāṇāṃ ca //	VizNu 51.19 matta-krudDa--AturANAm ca //
