   =ācāra.kāṇḍam=	=a-AcAra.-kANxam=
   Par9.58cd/.gṛheṣu.satataṃ.tiṣṭhet.śucir.niyamaṃ.ācaret.//	Par9.58cd/.-gRha-izu.-satataM.tizWet.SuciH-.niyamaM.A-Acaret.//
   Par9.59ab/.iha.yo.go.vadhaṃ.kṛtvā.prachādayituṃ.icchati./	Par9.59ab/.i-ha.yo.-go.vaDan.kRtvA.-praCAdayituM.icCati./
   Par9.59cd/.sa.yāti.narakaṃ.ghoraṃ.kāla.sūtraṃ.asaṃśayaṃ.//	Par9.59cd/.-sa.ya-ati-.nara-kaM.Ga-uraM.-kAla.sUtraM.a-saMSayaM.//
   Par9.60ab/.vimukto.narakāt.tasmāt.martya.loke.prajāyate./	Par9.60ab/.-vimukto.-naraka-at.tasmAt-.martya.-loke.-prajAyate./
   Par9.60cd/.klībo.duḥkhī.ca.kuṣṭhī.ca.sapta.janmāni.vai.naraḥ.//	Par9.-60cd/.-klIbaH-.-duHKI.-ca.-kuzWI-.ca.sapta.janma-ani.vE.naraH.//
   Par9.61ab/.tasmāt.rpakāśayet.pāpaṃ.sva.dharmaṃ.satataṃcaret./	Par9.61ab/.tasmAt-.rpakASayet.pApaM.sva.-DarmaM.satataMcaret./
   Par9.61cd/.strī.bāla.bhṛtya.go.vipreṣv.atikopaṃ.vivarjayet.//E	Par9.61cd/.-strI.-bAla.-BRtya.-go.-viprezu-.ati-kopaM.vivarjayet.//E
   Par10.1ab/.cāturvarṇyeṣu.sarveṣu.hitāṃ.vakṣyāmi.niṣkṛtiṃ./	Par10.1ab/.cAturvarNya-izu.-sarvezu.-hita-aM.vakzyAmi.-nizkRtiM./
   Par10.1cd/.agamyā.gamane.caiva.śuddhyai.cāndrāyaṇaṃ.caret.//	Par10.1cd/.agamyA.-gamanet-ca-eva.-SudDyE.cAndrAyaNan.caret.//
   Par10.2ab/.eka.ekaṃ.hrāsayed.grāsaṃ.kṛṣṇe.śulke.ca.vardhayet./	Par10.2ab/.eka-.ekaM.hrAsayet-.grAsaM.kRzNe.Sulke.-ca.varDayet./
   Par10.2cd/.amāvāsyāṃ.na.bhuñjīta.hy.eṣa.cāndrāyaṇo.vidhiḥ.//	Par10.2cd/.amAvAsyAM.na.BuQjIta.hi-.eza.-cAndrAyaNo.viDiH.//
   Par10.3ab/.kukkuṭa.aṇḍā.pramāṇaṃ.tu.grāsaṃ.vai.parikalpayet./	Par10.3ab/.kukkuwa-.aNxA.-pramANaM.tu.grAsaM.vE.-parikalpayet./
   Par10.3cd/.anyāthā.bhāva.doṣeṇa.na.dharmo.na.ca.śudhyati.//	Par10.3cd/.anya-aTA.-BAva.-dozeNa.na.-DarmaH-.na.ca.-SuDyati.//
   Par10.4ab/.prāyaś.cittaṃ.tataś.cīrṇe.kuryād.brahmaṇa.bhojanaṃ./	Par10.4ab/.-prAya-S.cittaM.tata-S.cIrNe.-kuryAt-.brahmaNa.-BojanaM./
   Par10.4cd/.go.dvayaṃ.vastra.yugmaṃ.ca.dadyād.vipreṣu.dakṣiṇāṃ.//	Par10.4cd/.-go.dvayaM.vastra.-yugman.ca.dadyAt-.vipra-izu.-dakziNAM.//
   Par10.5ab/.caṇḍālīṃ.vā.śva.pākīṃ.vā.hy.abhigacchati.yo.dvijaḥ./	Par10.5ab/.caNxAlIM.vA.-Sva.pAkIM.va-a.hi-.aBigacCati.yo.-dvijaH./
   Par10.5cd/.tri.rātraṃ.upavāsitvā.viprāṇāṃ.anuśāsanaṃ.//	Par10.5cd/.-tri.rAtraM.upa-vAsi-tvA.-viprANAn.anuSAsanaM.//
   Par10.6ab/.saśikhaṃ.pavanaṃ.kṛtvā.prājāpatya.dvayaṃ.caret./	Par10.6ab/.-sa-SiKan.pavanaM.kRtvA.-prAjApatya.-dvayan.caret./
   Par10.6cd/.go.dvayaṃ.dakṣiṇāṃ.dadyāt.śuddhiṃ.pārāśaro.abravīt.//	Par10.6cd/.-go.dvayaM.-dakziNAM.dadyAt.-SudDiM.pArASaraH-.abravIt.//
   Par10.7ab/.kṣatriyo.vā.atha.vaiśyo.vā.caṇḍālīṃ.gacchato.yadi./	Par10.7ab/.kzatriyaH-.vA.aTa.-vESyaH-.vA.caNxAlIM.gacCataH-.yadi./
   Par10.7cd/.prājāpatya.dvayaṃ.kuryāt.dadyād.go.mithuna.dvayaṃ.//	Par10.7cd/.-prAjApatya.-dvayaM.kuryAt.dadyAt-.go.miTuna.-dvayaM.//
   Par10.8ab/.śva.pākīṃ.vā.atha.caṇḍālīṃ.śūdro.vā.yadi.gacchati./	Par10.8ab/.-Sva.pAkIM.vA.aTa.-caNxAlIM.-SUdraH-.-vA.ya-di.gacCati./
   Par10.8cd/.prājāpatyaṃ.caret.kṛcchraṃ.catur.go.mithunaṃ.dadet.//	Par10.8cd/.-prAjApatyan.caret.kRcCran=-catur.go.miTunaM.dadet.//
   Par10.9ab/.mātaraṃ.yadi.gacchet.tu.bhaginīṃ.sva.sutāṃ.tathā./	Par10.9ab/.mAtaraM.ya-di.ga=-Cet.tu.BaginIM.sva.-sutAn=-taTA./
   Par10.9cd/.etās.tu.mohito.gatvā.trīṇi.kṛcchrāṇi.saṃcaret.//	Par10.9cd/.eta-as.tu.-mohita-u.ga-tvA.-trINi.kRcSrANi.-saMcaret.//
   Par10.10ab/.cāndrāyaṇa.trayaṃ.kuryāt.śiśnac.chedena.śudhyati.//	Par10.10ab/.cAndrAyaNa.-trayaM.kuryAt.-SiSna-c.Cedena.-SuDyati.//
   Par10.10cd/.mātṛ.ṣvasṛ.game.ca.evaṃ.ātma.medhra.nikartanaṃ.//	Par10.10cd/.-mAtR.zu-asR.-game.-ca.evaM.a-Atma.-meDra.-nikartanaM.//
   Par10.11ab/.ajñānena.tu.yo.gacchet.kuryāc.cāndrāyaṇa.dvayāṃ./	Par10.11ab/.a-jQAnena.tu.-yo.ga=-Cet.kuryAt-.cAndrAyaNa.-dvayAM./
   Par10.11cd/.daśa.go.mithunaṃ.dadyāt.śuddhiṃ.pāraśaro.abravīt.//	Par10.11cd/.-daSa.go.miTunaM.dat-yAt.-SudDiM.pAra-SaraH-.abravIt.//
   Par10.12ab/.pitṛ.dārān.samāruhya.mātur.āptāṃ.tu.bhrātṛjāṃ./	Par10.12ab/.-pitR.dAra-an.samAruhya.mAtuH-.Apta-aM.tu.-BrAtR-jAM./
   Par10.12cd/.guru.pātnīṃ.snuṣāṃ.caiva.bhrātṛ.bhāryāṃ.tathaiva.ca.//	Par10.12cd/.-guru.pAtnIM.snuzAn=-ca-eva.-BrAtR.BAryAn=-taTA-eva.ca.//
   Par10.13ab/.mātulānīṃ.sagotrāṃ.ca.prājāpatya.trayaṃ.caret./	Par10.13ab/.mAtulA-nIM.sa-gotrAn.ca.-prAjApatya.-trayan.caret./
   Par10.13cd/.go.dvayaṃ.dakṣiṇāṃ.dadyāt.śudhyate.na.atra.saṃśayaḥ.//	Par10.13cd/.-go.dvayaM.-dakziNAM.dadyAt.SuDyate.na.atra.-saMSayaH.//
   Par10.14ab/.paśu.veṣyā.ādi.gamane.mahiṣy.uṣṭrī.kapīs.tathā./	Par10.14ab/.paSu.vezyA.Adi-.gamane.mahizI-.uzwrI.-kapIs.taTA./
   Par10.14cd/.kharīṃ.ca.sūkarīṃ.gatvā.prājāpatya.vrataṃ.caret.//	Par10.14cd/.-KarIn=-ca.-sUkarIM.ga-tvA.-prAjApatya.vrataM.caret.//
   Par10.15ab/.go.gāmī.ca.tri.rātreṇa.gāṃ.ekāṃ.brāhmaṇe.dadan./	Par10.15ab/.go.gAmI.-ca.tri.rAtreNa.gAM.eka-aM.brAhmaNe.dadan./
   Par10.15cd/.mahiṣy.uṣṭrī.kharī.gāmī.tv.aho.rātreṇa.śudhyati.//	Par10.15cd/.-mahizI-.uzwrI.-KarI.-gAmI.-tv.aho.-rAtreNa.-SuDyati.//
   Par10.16ab/.ḍāmare.samare.vā.api.durbhikṣe.vā.jana.kṣaye./	Par10.16ab/.xAmare.-sama-re.vA.-api.durBikze.vA.jana-.-kzaye./
   Par10.16cd/.bandi.grāhe.bhaya.ārtā.vā.sadā.svastrīṃ.nirīkṣayet.//	Par10.16cd/.-bandi.grAhe.-Baya-.ArtA.vA.sadA.svastrIM.-nirIkzayet.//
   Par10.17ab/.caṇḍālaiḥ.saha.samparkaṃ.yā.nārī.kurute.tataḥ./	Par10.17ab/.-caNxAlEH.saha.-samparkaM.yA.nArI.-kurute.-tatas-./
   Par10.17cd/.viprān.daśa.varān.kṛtvā.svakaṃ.doṣaṃ.prakāśayet.//	Par10.17cd/.-viprAn.da-Sa.varAn-.kRtvA.-sva-kaM.dozaM.prakASayet.//
   Par10.18ab/.ākaṇṭha.sammite.kūpe.gomaya.udaka.kardame./	Par10.18ab/.A-kaNWa.-sammite.-kUpe.-gomaya-.udaka.kardame./
   Par10.18cd/.tatra.sthitvā.nirāhārā.tv.aho.rātreṇa.niṣkramet./	Par10.18cd/.-tatra.-sTi-tvA.-nirAhArA.-tu-.a-ho.-rAtreNa.-nizkramet./
   Par10.19ab/.saśikhaṃ.vapanaṃ.kṛtvā.bhuñjīyād.yāvaka.odanaṃ./	Par10.19ab/.-sa-SiKaM.vapanan.kRtvA-a.BuQjIyAt-.yAvaka-.odanaM./
   Par10.19cd/.tri.rātraṃ.upavāsitvā.tv.eka.rātraṃ.jale.vaset.//	Par10.19cd/.-tri.rAtraM.upavAsi-tvA.-tu-.eka-.rAtraM.jale.vaset.//
   Par10.20ab/.śaṃkha.puṣpī.latā.mūlaṃ.patraṃ.vā.kusumaṃ.phalaṃ./	Par10.20ab/.-SaMKa.-puzpI.-latA.-mUlaM.patraM.vA.-kusumaM.PalaM./
   Par10.20cd/.suvarṇaṃ.pañca.gavyaṃca.kvāthayitvā.pibej.jalaṃ.//	Par10.20cd/.-suvarNaM.paQca.gavyaMca.-kvATayitvA-a.pibej.-jalaM.//
   Par10.21ab/.eka.bhaktaṃ.caret.paścād.yāvat.puṣpavatī.bhavet./	Par10.21ab/.eka.-Baktan.caret.paScAt-.yAvat.-puzpavatI.-Bavet./
   Par10.21cd/.vrataṃ.carati.tad.yāvat.tāvat.saṃvasate.bahiḥ.//	Par10.21cd/.vratan.carati.tad.yO=-at.tAvat.-saMvasate.bahis-.//
   Par10.22ab/.prāyaś.citte.tataś.cīrṇe.kuryād.brāhmaṇa.bhojānaṃ./	Par10.22ab/.-prAya-S.citte.-tata-S.cIrNe.-kuryAt-.brAhmaNa-.-BojAnaM./
   Par10.22cd/.go.dvayaṃ.dakṣiṇāṃ.dadyat.śuddhiṃ.pārāśaro.abravīt.//	Par10.22cd/.-go.dvayaM.-dakziNAM.dadyat.-SudDin.pArASaraH-.abravIt.//
   Par10.23ab/.cāturvaṇyasya.nārīṇāṃ.kṛcchraṃ.cāndrāyaṇaṃ.vrataṃ./	Par1-0.23a-b/.cAturvaNyasya.nArINAM.kRcSran=-cAndrAyaNaM.vrataM./
   Par10.23cd/.yathā.bhūmis.tathā.nārī.tasmāt.tāṃ.na.tu.dūṣayet.//	Par10.23cd/.-yaTA.-BUmi-s.-taTA.-nArI.-tasmAt-.tAM.na.tu.-dUzayet.//
   Par10.24ab/.bandi.grāheṇa.yā.bhuktā.hatvā.baddhvā.balād.bhayāt./	Par10.24ab/.bandi.grAheNa.yA.Bukta-a.ha-tvA-a.-badDvA-a.-balAt-.BayAt./
   Par10.24cd/.kṛtvā.sāṃtapanaṃ.kṛcchraṃ.śudhyet.pārāśaro.abravīt.//	Par10.24cd/.kRtvA.-sAMtapanaM.kRcCran.SuDyet.pArASaraH-.abravIt.//
   Par10.25ab/.sakṛd.bhuktā.tu.yā.nārī.na.icchantī.pāpa.karmabhiḥ./	Par10.25ab/.-sakRt-.Buj-tA.-tu.yA.-nArI.-na.i=-CantI.-pApa.karmaBiH./
   Par10.25cd/.prājāpatyena.śudhyeta.ṛtu.prasravaṇena.ca.//	Par10.25cd/.-prAjApatyena.-SuDyeta.Rtu.-prasravaNena.ca.//
   Par10.26ab/.pataty.ardhaṃ.śarīrasya.yasya.bhāryā.surāṃ.pibet./	Par10.26ab/.patati-.arDan.-SarIra-sya.yasya.-BAryA.-surAM.pibet./
   Par10.26cd/.patita.ardha.śarīrasya.niṣkṛtir.na.vidhīyate.//	Par10.26cd/.patita.arDa.-SarIrasya.-nizkRtiH-.na.viDIyate.//
   Par10.27ab/.gāyatrīṃ.japamānas.tu.kṛcchraṃ.sāṃtapanaṃ.caret./	Par10.27ab/.gAyatrIn.japamAna-s.tu.kRcCran.sAMtapanan.caret./
   Par10.28ab/.gāyatrīṃ.gomayaṃ.kṣīraṃ.dadhi.sarpiḥ.kuśa.udakaṃ.//	Par10.28ab/.gAya-trIM.-gomayaM.kzIraM.daDi.-sarpiH-.kuSa.udakaM.//
   Par10.28ab/.eka.rātra.upavāsaś.ca.kṛcchraṃ.sāṃtapanaṃ.smṛtaṃ./	Par10.28ab/.eka-.rAtra.upavAsa-S.ca.kRcCran.sAMtapanaM.smRtaM./
   Par10.28cd/.jāreṇa.janayed.garbhaṃ.mṛte.avyakte.gate.patau.//	Par10.28cd/.-jAreNa.janayet-.garBaM.m-Rte.a-vyakte.-gate.-patO.//
   Par10.29ab/.tāṃ.tyajed.apare.rāṣṭre.patitāṃ.pāpa.kāriṇīṃ./	Par10.29ab/.tAM.tyajet-.apare.rAzwre.-patitAM.pa-apa.kAriNIM./
   Par10.29cd/.brāhmaṇī.tu.yadā.gacchet.para.puṃsā.samanvitā.//	Par10.29cd/.-brAhmaNI.tu.yadA.gacCet.para.puMsA.-samanvitA.//
   Par10.30ab/.sā.tu.naṣṭā.vinirdiṣṭā.na.tasya.āgamanaṃ.punaḥ./	Par10.30ab/.sA.tu.-nazwA.-vinirdizwa-a.-na.tasya.Agamanan.punar-./
   Par10.30cd/.kāmān.mohāt.tu.yā.gacchet.tyaktvā.bandhūn.sutān.patiṃ.//	Par10.30cd/.-kAmAn.mohAt.tu.yA.gacCet.tyaktvA-a.banDUn-.sutAn-.patiM.//
   Par10.31ab/.sā.tu.naṣṭā.pare.loke.mānuṣeṣu.viśeṣataḥ./	Par10.31ab/.sA.tu.nazwA.-pare.-loke.-mAnuza-izu.-viSezataH./
   Par10.31cd/.mada.moha.gatā.nārī.krodhāt.daṇḍa.ādi.tāḍitā.//	Par10.31cd/.-mada.-moha.-gatA.-nArI.-kroDAt.-daNxa.Adi.tAxitA.//
   Par10.32ab/.advitīyā.gatā.caiva.punar.āgamanaṃ.bhavet./	Par10.32ab/.a-dvitIyA.-gatA.-ca-eva.-punar.AgamanaM.Bavet./
   Par10.32cd/.daśame.tu.dine.prāpte.prāyaś.cittaṃ.na.vidyate.//	Par10.32cd/.-daSa-me.tu.-dine.-prApte.-prAya-S.cittaM.na.-vidyate.//
   Par10.33ab/.daśa.ahaṃ.na.tyajen.nārīṃ.tyajen.naṣṭa.śrutāṃ.tathā./	Par10.33ab/.da-Sa.a-haM.na.tyajen.nArIM.tyajen.nazwa.-SrutAn=-taTA./
   Par10.33cd/.bhartā.caiva.caret.kṛcchraṃ.kṛccha.ardhaṃ.caiva.bāndhavāḥ.//	Par10.33cd/.-BartA.-ca-eva.-caret.kRcCran.kRt-Sa.arDan=-ca-eva.-bAnDavAH.//
   Par10.34ab/.teṣāṃ.bhuktvā.ca.pītvā.ca.aho.rātreṇa.śudhyati./	Par10.34ab/.-teza-an.Buj-tvA.-ca.pI-tvA.ca.aho.-rAtreNa.-SuDyati./
   Par10.34cd/.brāhmaṇī.tu.yadā.gacchet.para.puṃsā.vivarjitā.//	Par10.34cd/.-brAhmaNI.tu.yadA.gacCet.para.-puMsA.-vivarjitA.//
   Par10.35ab/.gatvā.puṃsāṃ.śataṃ.yāti.tjayeyus.tāṃ.tu.gotriṇaḥ./	Par10.35ab/.ga-tvA.-puMsAM.SataM.yAti.tjayeyu-s.ta-aM.tu.gotriNaH./
   Par10.35cd/.puṃso.yadi.gṛhe.gacchet.tad.aśuddhaṃ.gṛhaṃ.bhavet.//	Par10.35cd/.-puMsaH-.yadi.gRhe.-gacCet.tad-.a-SudDaM.gRhaM.Bavet.//
   Par10.36ab/.pati.mātṛ.gṛhaṃ.yac.ca.jārasya.eva.tu.tad.gṛhaṃ./	Par10.36ab/.pati.-mAtR.gRhan.yac.ca.jArasya.eva.tu.-tad.-gRhaM./
   Par10.36cd/.ullikhya.tad.gṛhaṃ.paścāt.pañca.gavyena.secayet.//	Par10.36cd/.-ulliKya.-tad.gRhaM.paH-cAt.-paQca.gavyena.secayet.//
   Par10.37ab/.tyajec.ca.mṛṇmayaṃ.pātraṃ.vastraṃ.kāṣṭhaṃ.ca.śodhayet./	Par10.37ab/.ti-ajec.ca.-mRNmayaM.pAtraM.vastraM.kAzWan.ca.-SoDayet./
   Par10.37cd/.sambhārān.pañca.gavyena.sarvān.go.bālaiś.ca.phala.udbhavān.//	Par10.37cd/.-samBArAn-.paQca.gavyena.sarvAn-.go.bAla-ES.ca.-Pala-.udBavAn-.//
   Par10.38ab/.tāmrāṇi.pañca.gavyena.kāṃsyāni.daśa.bhasmabhiḥ./	Par10.38ab/.tAmrANi.-paQca.gavyena.-kAMsya-ani.da-Sa.BasmaBiH./
   Par10.38cd/.prāyaś.cittaṃ.cared.vipro.brāhmaṇair.upapāditaṃ.//	Par10.38cd/.-prAya-S.cittaM.cared.vipraH-.brAhmaNEH-.upapAditaM.//
   Par10.39ab/.go.dvayaṃ.dakṣiṇāṃ.dadyāt.prājāpatya.dvayaṃ.caret.//	Par10.39ab/.go.-dvayaM.dakziNa-aM.da-dyAt.-prAjApatya.-dvayan=-caret.//
   Par10.39cd/.itareṣāṃ.aho.rātraṃ.pañca.gavyaṃ.ca.śodhanaṃ.//	Par10.39cd/.ita-reza-aM.aho.-rAtraM.paQca.gavyan.ca.SoDanaM.//
   Par10.40ab/.upavāsair.vrataiḥ.puṇyaiḥ.snāna.saṃdhyā.arcana.ādibhiḥ./	Par10.40ab/.upavAsEH-.vratEH.puNyEH-.snAna.-saMDyA-.arcana.AdiBiH./
   Par10.40cd/.japa.homa.dayā.dānaiḥ.śudhyante.brāhmaṇa.ādayaḥ.//	Par10.40cd/.-japa.-homa-.dayA.-dAnEH.SuDyante.-brAhmaNa-.AdayaH.//
   Par10.41ab/.ākāśaṃ.vāyur.agniś.ca.medhyaṃ.bhūmi.gataṃ.jalaṃ./	Par10.41ab/.AkASaM.vAyuH-.agni-S.ca.-meDyaM.BUmi.gataM.jalaM./
   Par10.41cd/.na.praduṣyanti.darbhāś.ca.yajñeṣu.camasā.yathā.//E	Par10.41cd/.na.-praduzyanti.-darBAS.-ca.yajQa-izu.-camasA.-yaTA.//E
   Pṣ11.1ab/.amedhya.reto.go.māṃsaṃ.caṇḍāla.annaṃ.atha.api.vā./	Pz11.1ab/.a-meDya-.retaH-.-go.mAMsan.caNxAla-.annaM.aTa.api.vA./
   Par11.1cd/.yadi.bhuktaṃ.tu.vipreṇa.kṛcchraṃ.cāndrāyaṇaṃ.caret.//	Par11.1cd/.ya-di.BuktaM.tu.-vipreNa.kRcCran=-cAndrAyaNan.caret.//
   Par11.2ab/.tathaiva.kṣatriyo.vaiśyo.apy.ardhaṃ.cāndrāyaṇaṃ.caret./	Par11.2ab/.taTA-eva.kzatriyo.-vESyaH-.api-.arDan.cAndrAyaNan.caret./
   Par11.2cd/.śūdro.apy.evaṃ.yadā.bhuṅkte.prājāpatyaṃ.samācaret.//	Par11.2cd/.-SUdraH-.api-.evaM.yadA.BuFkte.-prAjApatyaM.sam-Acaret.//
   Par11.3ab/.pañca.gavyaṃ.pibet.śūdro.brahma.kūrcaṃ.pibed.dvijaḥ./	Par11.3ab/.paQca.gavyaM.pibet.-SUdra-u.-brahma.kUrcaM.pibet-.dvijaH./
   Par11.3cd/.eka.dvi.tri.catur.gā.vā.dadyād.vipra.ādy.anukramāt.//	Par11.3cd/.eka.-dvi.tri.catur.ga-a.vA.dadyAt-.vipra.Adi-.anukra-mAt.//
   Par11.4ab/.śūdra.annaṃ.sūtaka.annaṃ.ca.abhojyasya.annaṃ.eva.ca./	Par11.4ab/.-SUdra.annaM.sUta-ka.annan.ca.a-Bojyasya.an=-aM.eva.-ca./
   Par11.4cd/.śaṅkitaṃ.pratiṣiddha.annaṃ.pūrva.ucchiṣṭaṃ.tathaiva.ca.//	Par11.4cd/.-SaFkitaM.pratizid-Da-.annaM.pUrva.-ucCizwan.taTA-eva.ca.//
   Par11.5ab/.yadi.bhuktaṃ.tu.vipreṇa.ajñānād.āpadā.api.vā./	Par11.5ab/.ya-di.Buj-taM.tu.-vipreNa-.ajQAnAt-.ApadA.api.vA./
   Par11.5cd/.jñātvā.samācaret.kṛcchraṃ.brahma.kūrcaṃ.tu.pāvanaṃ.//	Par11.5cd/.-jQAtvA-a.samAcaret.kRcCraM.brahma.kUrcaM.tu.-pAvanaM.//
   Par11.6ab/.bālair.nakula.mārjārair.annaṃ.ucchiṣṭaṃ.yadā./	Par11.6ab/.bAlEH-.nakula.-mArjArEH-.annaM.ucSizwaM.ya-dA./
   Par11.6cd/.tila.darbha.udakaiḥ.prokṣya.śudhyate.na.atra.saṃśayaḥ.//	Par11.6cd/.-tila.-darBa-.udakEH.prokzya.-SuDyate.na.atra.-saMSayaH.//
   Par11.7ab/.eka.paṅkty.upaviṣṭānāṃ.viprāṇāṃ.saha.bhojane./	Par11.7ab/.eka.-paFkty.upavizwAnAM.-viprANAM.sa-ha.Bojane./
   Par11.7cd/.yady.eko.api.tyajet.pātraṃ.śeṣaṃ.annaṃ.na.bhojayet.//	Par11.7cd/.yadi-.ekaH-.api.ti-ajet.-pAtraM.SezaM.at-=-aM.na.-Bojayet.//
   Par11.8ab/.mohād.bhuñjīta.yas.tatra.paṅktāv.ucchiṣṭa.bhojane./	Par11.8ab/.-mohAt-.BuQjIta.yas.-tatra.paFktO=-.ucCizwa.-Bojane./
   Par11.8cd/.prāyaś.cittaṃ.cared.vipraḥ.kṛcchraṃ.sāṃtapanaṃ.tathā.//	Par11-.8cd/.-prAya-S.cittan.caret-.vipraH.kRcCraM.sAMtapanan=-taTA.//
   Par11.9ab/.pīyūṣaṃ.śveta.laśunaṃ.vṛntāka.phala.gṛñjane./	Par11.9ab/.pIyUzan=-Sveta.-laSunaM.vRntAka-.Pala.-gRQjane./
   Par11.9cd/.palāṇḍu.vṛkṣa.niryāsa.deva.sva.kavakāni.ca.//	Par11.9cd/.palANxu.vRkza.-niryAsa.-deva.-sva.kavakAni.ca.//
   Par11.10ab/.uṣṭrī.kṣīraṃ.avikṣīraṃ.ajñānād.bhuñjate.dvijaḥ./	Par11.10ab/.uzwrI.kzIraM.a-vikzIraM.a-jQAnAt-.BuQjate.dvijaH./
   Par11.10cd/.tri.rātraṃ.upavāsena.pañca.gavyena.śudhyati.//	Par11.10cd/.-tri.rAtraM.upavAsena.-paQca.gavyena.-SuDyati.//
   Par11.11ab/.maṇḍūkaṃ.bhakṣayitvā.tu.mūṣikā.māṃsaṃ.eva.ca./	Par11.11ab/.-maNxUkaM.Ba-kzayi-tvA.tu.mUzikA.-mAMsaM.eva.-ca./
   Par11.11cd/.jñātvā.vipras.tv.aho.rātraṃ.yāvaka.annena.śudhyati.//	Par11.11cd/.-jQAtvA-a.vipras.tv.aho.-rAtraM.yA-avaka.annena.-SuDyati.//
   Par11.12ab/.kṣatriyaś.ca.api.vaiśyaś.ca.kriyāvantau.śuci.vratau./	Par11.12ab/.kzatriya-S.ca-.api.vESya-S.ca.kriyA-vantO.-Suci.vratO./
   Par11.12cd/.tad.gṛhe.tu.dvijair.bhojyaṃ.havya.kavyeṣu.nityaśaḥ.//	Par11.12cd/.-tad-.gRhe.tu.-dvijEH-.BojyaM.havya.-kavyezu.-nityaSas-.//
   Par11.13ab/.ghṛtaṃ.tailaṃ.tathā.kṣīraṃ.bhakṣyaṃ.snehena.pācitaṃ./	Par11.13ab/.-GRtan=-tElan.taTA-a.kzIraM.BakzyaM.snehena.pAcitaM./
   Par11.13cd/.gatvā.nadī.taṭe.vipro.bhuñjīyāt.śūdra.bhojanaṃ.//	Par11.13cd/.-ga-tvA.-nadI.-tawe.-vipro.BuQjIyAt.-SUdra.-BojanaM.//
   Par11.14ab/.madya.māṃsa.rataṃ.nityaṃ.nīca.karma.pravartakaṃ./	Par11.14ab/.-madya.-mAMsa-.rataM.nityaM.nI-ca.karma.-pravartakaM./
   Par11.14cd/.taṃ.śūdraṃ.varjayed.vipraḥ.śva.pākaṃ.iva.dūrataḥ.//	Par11.14cd/.taM.SUdraM.varjayet-.vipraH.Sva.pAkaM.iva.-dUrataH.//
   Par11.15ab/.dvija.śuśrūṣaṇa.ratān.madya.māṃsa.vivarjitān./	Par11.15ab/.dvija.-SuSrUzaNa-.-ratAn.madya.-mAMsa.-vivarjitAn-./
   Par11.15cd/.sva.karmaṇi.ratān.nityaṃ.na.tān.śūdrān.tyajet.dvijaḥ.//	Par11.15cd/.-sva.karmaNi.-ratAn.nityaM.na.tAn.SUdrAn-.tyajet.dvijaH.//
   Par11.16ab/.ajñānād.bhuñjate.viprāḥ.sūtake.mṛtake.api.vā./	Par11.16ab/.a-jQAnAt-.BuQjate.-viprAH.-sUtake.mRtake.api.vA./
   Par11.16cd/.prāyaś.cittaṃ.kathaṃ.teṣāṃ.varṇe.varṇe.vinirdiśet.//	Par11.16cd/.-prAya-S.cittaM.kaTaM.tezAn.varNe.-varNe.-vinirdiSa-it.//
   Par11.17ab/.gāyavy.aṣṭa.sahasreṇa.śuddhiḥ.syāt.śūdra.sūtake./	Par11.17ab/.gAya-vy.azwa.-sahasreNa.-SudDiH.syAt.-SUdra.-sUtake./
   Par11.17cd/.vaiśye.pañca.sahasreṇa.tri.sahasreṇa.kṣatriye.//	Par11.17cd/.-vESye.-paQca.-sahasreNa.tri.-sahasreNa-.kzatriye.//
   Par11.18ab/.brāhmaṇasya.yadā.bhuṅkte.dve.sahasre.tu.dāpayet./	Par11.18ab/.-brAhmaNa-sya.yadA.BuFkte.-dve.-sahasre.tu.dApayet./
   Par11.18cd/.athavā.vāmadaivyena.sāmna.eva.ekena.śudhyati.//	Par11.18cd/.aTa-vA.-vAma-dEvyena.-sAmna-.eva-.ekena.-SuDyati.//
   Par11.19ab/.śuṣka.annaṃ.go.rasaṃ.snehaṃ.śūdra.veśmana.āgataṃ./	Par11.19ab/.-Suzka-.annaM.go.rasaM.snehan.SUdra.-veSma-na.A-gataM./
   Par11.19cd/.pakvaṃ.vipra.gṛhe.bhuktaṃ.bhojyaṃ.tan.manur.abravīt.//	Par11.19cd/.pakvaM.vipra.gRhe.-BuktaM.BojyaM.tan.m-anuH-.abravIt.//
   Par11.20ab/.āpat.kāleṣu.vipreṇa.bhuktaṃ.śūdra.gṛhe.yadi./	Par11.20a-b/.A-pat.-kAla-izu.-vipreNa.-Buktan.SUdra.-gRhe.yadi./
   Par11.20cd/.manas.tāpena.śudhyeta.drupadāṃ.vā.japet.śataṃ.//	Par11.20cd/.-manas.-tApena.-SuDyeta.drupada-aM.vA.-japet.-SataM.//
   Par11.21ab/.dāsa.nāpita.go.pāla.kula.mitrā.ardha.sīriṇaḥ./	Par11.21ab/.da-Asa.nApita.-go.pAla.-kula-.mitrA.arDa.sIriNaH./
   Par11.21cd/.ete.śūdreṣu.bhojya.annā.yaś.ca.ātmānaṃ.nivedayet.//	Par11.21cd/.ete.-SUdra-izu.-Bojya.annA.yaS.ca.a-Atma-AnaM.nivedayet.//
   Par11.22ab/.śūdra.kanyā.samutpanne.brāhmaṇena.tu.saṃskṛtaḥ./	Par11.22ab/.-Su-udra.-kanyA.-samutpanne.-brAhmaNena-.tu.saMskRtaH./
