   Adhyaya 4, Pada 1	ADyayaH 4, Pada 1
   atastatkamarkasyaiva jñānasyāyaṃ pratiṣedho vijñāyate /	atas-tad-kam-arkasya-eva jQAnasya-ayam pratizeDaH vijQAyate /
   sarvathājñe(yatāyāṃ vā) yānāṃ cāsattvaṃ prasajyata ityamuktajñeyatāniṣedha	sarvaTA-AjQe(yatAyAm vA) yAnAm ca-asattvam prasajyate iti-amukta-jQeyatA-nizeDa
   iti kalpyate /	iti kalpyate /
   amuktānāmapyasmadādīnāmaparokṣajñānasyāyaṃ pratiṣedhaḥ /	amuktAnAm-api-asmad-AdInAm-aparokza-jQAnasya-ayam pratizeDaH /
   nāradādibhirāparokṣyeṇāsmadādibhiśca śāstreṇa tajjñānāt /	nArada-AdiBiH-AparokzyeNa-asmad-AdiBiH-ca SAstreNa tad-jQAnAt /
   ata eva saṃśabdaprayoga iti /	atas eva saMSabda-prayogaH iti /
   nanu sādhāraṇe vākye muktaviṣayasya jñānasyāyaṃ pratiṣedho natu	nanu sADAraNe vAkye mukta-vizayasya jQAnasya-ayam pratizeDaH na-tu
   tatkartṛkasyeti kutaḥ kalpyata ityata āha- dharmeti //	tad-kartRkasya-iti kutas kalpyate iti-atas Aha Darma-iti //
   dharmānucchittimevāsya yato vaktayuttaraśrutiḥ // MAnuv_4,2.77cd //	DarmAn-ucCittim-eva-asya yatas vaktayuttara-SrutiH // Ma-anuv_4,2.77cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yataḥ kāraṇāt"ayamātmānucchittidharmaḥ'; ityuttaraśrutirasya muktātmano	yatas kAraNa-At"ayam-AtmAnucCitti-DarmaH-a; iti-uttara-SrutiH-asya mukta-AtmanaH-
   dharmānucchittimeva vakti /	DarmAn-ucCittim-eva vakti /
   na vidyate ucchittiryeṣāṃ te tathoktāḥ /	na vidyate ucCittiH-yezAm te taTA-uktAH /
   anucchittayo dharmā yasyāsāvanucchittidharmeti /	anucCittayaH DarmAH yasya-asO=-anucCitti-DarmA-iti /
   tasmādevaṃ vyākhyāta iti /	tasmAt-evam vyAKyAtaH iti /
   syādetat /	syAt-etat /
   anucchittidharmetyetatsaṅkhayādidharmāṇāmanucchittiṃ vaktītyapi śakyate	anucCitti-DarmA-iti-etat-saFKayA-Adi-DarmANAm-anucCittim vaktI-iti-api Sakyate
   vaktum /	vaktum /
   yadvā ucchitterabhāvo 'nucchittiḥ sā dharmo yasyāsāvanucchittidharmeti /	yat-vA ucCitteH-aBAvaH anucCittiH sA DarmaH yasya-asO=-anucCitti-DarmA-iti /
   tatkathametanniyāmakamityāśaṅkānirāsāyādita eva vākyaṃ vyācaṣṭe-	tat-kaTam-etat-niyAmakam-iti-ASaFkA-nirAsAya-Aditas eva vAkyam vyAcazwe-
   āśaṅkayeti //	ASaFkayA-iti //
   āśaṅkayāsya jñānahāniṃ maitreyyā mohamāha mām /	ASaFkayA-asya jQAna-hAnim mEtreyyAH moham-Aha mAm /
   bhavānityuktavatyā hi nāhaṃ mohaṃ vadāmi te /	BavAn-iti-uktavatyA hi na-aham moham vadAmi te /
   ityuktavā yājñavalkyo hi svarūpānāśamūcivān // MAnuv_4,2.78 //	iti-uktavA yAjQavalkyaH hi svarUpa-anASam-UcivAn // Ma-anuv_4,2.78 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   "vijñānaghana evaitebhyo bhūtebhyaḥ samutthāya tānyevānuvinaśyati na	"vijQAna-GanaH eva-eteByaH BUteByaH samutTAya tAni-eva-anuvinaSyati na
   pretya saṃjñāsti'; vijñānamūrtirayamātmānādirapi carame janmanyetebhyo	pretya saMjQAsti-a; vijQAna-mUrtiH-ayam-AtmA-anAdiH-api carame janmani-eteByaH-
   bhūtebhyaḥ samutthāya	BUteByaH samutTAya
   bhūtātmakaśarīrotpattinimittamevotpannavyavahāraviṣaye bhūtvā punastāni	BUta-Atmaka-SarIra-utpatti-nimittam-eva-utpanna-vyavahAra-vizaye BUtvA punar-tAni
   bhūtānyanveva tannāśanimittameva nityo 'pi vinaśyati /	BUtAni-anu-eva tad-nASa-nimittam-eva nityaH api vinaSyati /
   vinaṣṭavyavahāra(gocaro bha)viṣayo bhavati /	vinazwa-vyavahAra(-gocaraH Ba)vizayaH Bavati /
   apavrajyata iti yāvat /	apavrajyate iti yAvat /
   tataḥ pretya mokṣānantaramasya muktasya saṃjñā jñānaṃ nāstītyaviśadaṃ	tatas pretya mokza-anantaram-asya muktasya saMjQA jQAnam na-asti-iti-aviSadam
   yājñavalkyavākyaṃ śrutvā asya muktasya jñānahānimāśaṅkayānena vākyena	yAjQavalkya-vAkyam SrutvA asya muktasya jQAna-hAnim-ASaFkayAnena vAkyena
   mukto na jānātītyucyata iti matvā maitreyyā"atraiva mā	muktaH na jAnAti-iti-ucyate iti matvA mEtreyyAH-"atra-eva mA
   bhavānmohāntamāpipat'; iti vākye bhavānmāṃ prati yadāha mukto na jānātīti	BavAn-moha-antam-Apipat-a; iti vAkye BavAn-mAm prati yat-Aha muktaH na jAnAti-iti
   tanmohakamevetyarthamuktavatyā codita iti śeṣaḥ /	tat-mohakam-eva-iti-arTam-uktavatyA coditaH iti SezaH /
   yājñavalkyo na vā are 'haṃ mohaṃ bravīmītyanena jñānopadeśāya pravṛtto	yAjQavalkyaH na vE are aham moham bravImi-iti-anena jQAna-upadeSAya pravRttaH-
   'haṃ paramapriyāyai te mohaṃ na vadāmīti pratijñāmuktvā	aham parama-priyAyE te moham na vadAmi-iti pratijQAm-uktvA
   kathamityāśaṅkāyāmavināśī vā are 'yamātmetyātmasvarūpasyānāśamūcivān /	kaTam-iti-ASaFkAyAmavinASI vE are ayam-AtmA-iti-Atma-svarUpasya-anASam-UcivAn /
   yadvā āśaṅkayeti ṇijantāllayap /	yat-vA ASaFkayA-iti NijantAt-layap /
   yājñavalkyaḥ saṃmugdhena vacasāsyāmaitreyyā jñānahānimāśaṅkayocivāniti	yAjQavalkyaH saMmugDena vacasA-asyAmEtreyyAH jQAna-hAnim-ASaFka-yocivAn-iti
   yojanā /	yojanAH /
   tasyāstathā śaṅkā jātetyatra kiṃ mānamityatroktaṃ mohamāha māṃ	tasyAH-taTA SaFkA jAtA-iti-atra kim mAnam-iti-atra-uktam moham-Aha mAm
   bhavānityuktavatyā hīti vacanaliṅgenāśaṅkā(va)gamyata ityarthaḥ /	BavAn-iti-uktavatyA hi-iti vacana-liFgena-ASaFkA-a(va)gamyate iti-arTaH /
   ayamarthaḥ spaṣṭa eva śrutāviti dvitīyo hiśabdaḥ /	ayam-arTaH spazwaH eva SrutO=-iti dvitIyaH hi-SabdaH /
   jñānavināśavacanaṃ mohakamityākṣepe svarūpānāśo 'saṅgataḥ kathamukta	jQAna-vinASa-vacanam mohakam-iti-Akzepe svarUpa-anASaH asaFgataH kaTam-ukta
   ityata āha- jñānasvarūpasyeti //	iti-atas Aha jQAna-svarUpasya-iti //
   jñānarūpasya vijñānānāśastannāśa eva yat /	jQAna-rUpasya vijQAna-anASaH-tad-nASaH eva yat /
   iti ... // MAnuv_4,2.79a-c //	iti ... // Ma-anuv_4,2.79a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yat yasmājjñānarūpastāvadātmā tasya ca vijñānanāśo nāma tannāśa eva /	yat yasmAt-jQAna-rUpaH-tAvat-AtmA tasya ca vijQAna-nASaH nAma tad-nASaH eva /
   nacātmanāśo 'sti /	naca-Atma-nASaH asti /
   tathā sati mukterapuruṣārthatvaprasaṅgāt /	taTA sati mukteH-apuruza-arTa-tva-prasaFgAt /
   ato na jñānanāśo 'sti /	atas na jQAna-nASaH asti /
   ata eva na madvacanaṃ tadartham, kiṃ tvamuktānāṃ muktaviṣaye saṃjñā nāsti,	atas eva na mad-vacanam tad-arTam, kim tu-am-uktAnAm mukta-vizaye saMjQA nAsti,
   muktānāmeva vā vṛttirūpā saṃjñā nāstītyādireva madvacanārtha	muktAnAm-eva vA vRtti-rUpA saMjQA na-asti-ityAdiH-eva mad-vacana-arTa
   ityabhiprāyavānsvarūpānāśamūcivāniti sambandhaḥ /	iti-aBiprAyavAn-svarUpa-anASam-UcivAn-iti sambanDaH /
   astvevaṃ saṅgatistathāpi jñānaṃ na naśyatīti sākṣādanuktvaivaṃ vacanaṃ	astu-evam saFgatiH-taTA-api jQAnam na naSyati-iti sAkzAt-anuktvA-evam vacanam
   kimarthamityata āha- śūnyeti //	kimarTam-iti-atas Aha SUnyA-iti //
   ... śūnyamatocchittyai ... // MAnuv_4,2.79c //	... SUnyamata-ucCittyE ... // Ma-anuv_4,2.79t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   na kevalamatra prameyanirūpaṇamātrārthaṃ pravṛtto yājñavalkyaḥ kintu	na kevalam-atra prameya-nirUpaNa-mAtra-arTam pravRttaH yAjQavalkyaH kintu
   parī(kṣāyāṃ)kṣayā /	parI(kzAyAM)kzayA /
   ata eva na pretya jñāyata iti viśadamanuktvā śaṅkotpādanāya na pretya	atas eva na pretya jQAyate iti viSadam-anuktvA SaFkA-utpAdanAya na pretya
   saṃjñāstīti sādhāraṇaṃ vākyamāha /	saMjQA-asti-iti sADAraNam vAkyam-Aha /
   parīkṣā ca svānabhimatanirāsarūpā /	parIkzA ca sva-anaBimata-nirAsa-rUpAH /
   ata evamuttare datte śūnyamatasyātmanāśalakṣaṇasya niraso 'pi kṛto	atas evam-uttare datte SUnya-matasya-Atma-nASa-lakzaNasya nirasaH api kRtaH-
   bhavatīti tadarthaṃ svarūpānāśamūcivān /	Bavati-iti tad-arTam svarUpa-anASam-UcivAn /
   yadarthamādito vākyaṃ vyākhyātaṃ tadidānīmanucchittidharmetyetadvayācaṣṭe-	yad-arTam-AditaH vAkyam vyAKyAtam tat-idAnIm-anucCitti-DarmA-iti-eta-dvaya-Acazwe-
   punariti //	punar-iti //
   ... punarānandapūrvakān /	... punar-Ananda-pUrvakAn /
   dharmānāhāpyanucchinnāṃs ... // MAnuv_4,2.79de //	Darma-An-Aha-api-anucCinnAn ... // MA-anuv_4,2.79de //
   *12,281f.*	*12,281f.*
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   svarūpānāśamuktvā punarapi muktasyānandapūvarkāndharmānanucchinnānāha	svarUpa-anASam-uktvA punar-api muktasya-Ananda-pUvarkAn-DarmAn-anucCinnAn-Aha
   yājñavalkyaḥ /	yAjQavalkyaH /
   svarūpānāśoktyaiva dharmānucchittisiddhau punaruktiriyamityata	sva-rUpa-anASa-uktyA-eva Darma-anucCitti-sidDO punar-uktiH-iyam-iti-ata
   uktamānandapūrvakāniti /	uktam-Ananda-pUrvakAn-iti /
   vākyopakrame vijñānaghana eveti vijñānasyātmasvarūpatvamuktaṃ na	vAkya-upakrame vijQAna-GanaH eva-iti vijQAnasya-Atma-svarUpa-tvam-uktam na
   punarānandapūrvakāniti /	punar-Ananda-pUrvakAn-iti /
   vākyopakrame vijñānaghana eveti vijñānasyātmasvarūpatvamuktaṃ na	vAkya-upakrame vijQAna-GanaH eva-iti vijQAnasya-Atma-svarUpa-tvam-uktam na
   punarānandapūrvakāṇām /	punar-Ananda-pUrvakANAm /
   ataḥ svarūpānāśoktyā vijñānāvināśa eva sujñāno nānandādyavināśaḥ /	atas svarUpa-anASa-uktyA vijQAna-avinASaH eva su-jQAnaH na-Ananda-Adya-vinASaH /
   ataste 'pi vijñānavat ātmasvarūpabhūtā eva nocchidyante	atas-te api vijQAna-vat Atma-svarUpa-BUtAH eva na-ucCidyante
   ityarthapratipattyarthamidaṃ vākyamiti /	iti-arTa-pratipatti-arTam-idam vAkyam-iti /
   tātparyāntaraṃ sūcayati- tārkikairiti /	tAtparya-antaram sUcayati tArkikEH-iti /
   ... tārkikairvinivāritān // MAnuv_4,2.79f //	... tArkikEH-vinivAritAn // Ma-anuv_4,2.79f //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   uktametatparīkṣāyāṃ pravṛtto yājñavalkya iti /	uktam-etat-parIkzAyAm pravRttaH yAjQavalkyaH iti /
   ataḥ svarūpāvināśamaṅgīkṛtya ye tārkikā buddhisukhādīndharmānmuktasya	atas sva-rUpa-avinASam-aFgIkRtya ye tArkikA budDi-suKa-AdIn-DarmAt-muktasya
   vinivārayanti te 'pyasamīcīnavādina iti jñāpanāyedaṃ vākyamiti na	vinivArayanti te api-asamIcInavAdinaH iti jQApanAya-idam vAkyam-iti na
   paunaruktyadoṣaḥ /	pOnaruktyadozaH /
   nanu svarūpāvināśoktyā dharmāvināśo 'pi siddha eva /	nanu svarUpa-avinASa-uktyA Darma-avinASaH api sidDaH eva /
   satyam /	satyam /
   svamatarītyā tat /	sva-matarItyA tat /
   tārkikāstu na jñānasukhādīnāmātmasvarūpatvaṃ manyante /	tArkikAH-tu na jQAna-suKa-AdInAm-Atma-svarUpa-tvam manyante /
   ataḥ kimidānīṃ mokṣaprasaṅge teṣāmātmasvarūpatvopapādanena /	atas kim-idAnIm mokza-prasaFge tezAm-Atma-svarUpa-tva-upapAdanena /
   ātmasvarūpaprakriyāyāṃ tadapi vaktavyamityāśayenānucchittirevokteti /	Atma-svarUpa-prakriyAyAm tat-api vaktavyam-iti-ASayena-anucCittiH-eva-uktA-iti /
   idamatrākūtam /	idam-atra-AkUtam /
   anucchittidharmeti yadi saṅkhayādidharmāṇāmanucchittiruktā syāt tadā	anucCitti-DarmA-iti yadi saFKayA-Adi-DarmANAm-anucCittiH-uktA syAt tadA
   asaṅgatamidaṃ vākyamāpadyeta /	asaFgatam-idam vAkyam-Apadyeta /
   jñānavināśavacanaṃ moha ityākṣepe saṅkhayādyavināśakathanasya	jQAna-vinASa-vacanam mohaH iti-Akzepe saFKayA-Adi-avinASa-kaTanasya
   saṅgatyadarśanāt /	saFgatya-darSanAt /
   yadi ca svarūpāvināśo 'nenokta iti syāttadā tasya pūrvavākyenaivoktatvāt	yadi ca svarUpA-vinASaH anena-uktaH iti syAt-tadA tasya pUrva-vAkyena-eva-ukta-tvAt
   punaruktidoṣaḥ syāt /	punarukti-dozaH syAt /
   asmatpakṣe tvasti sarveṣāṃ vākyānāmuktarītyā sāphalyam /	asmat-pakze tu-asti sarvezAm vAkyAnAm-ukta-rItyA sAPalyam /
   tasmājjñānānandādiguṇānāmevānucchittimāhedaṃ vākyamiti gamyate /	tasmAt-jQAna-Ananda-Adi-guNAnAm-eva-anucCittim-Aha-idam vAkyam-iti gamyate /
   tadbalācca na pretya saṃjñāstītyetadapi uktārthameveti /	tad-balAt-ca na pretya saMjQA-asti-iti-etat-api ukta-arTam-eva-iti /
   itaścaitaduktātharmevetyāha- mātreti //	itas-ca-etad-ukta-aTarmA-iva-iti-Aha mAtrA-iti //
   mātrāsaṃsargamapyāha tathā ... // MAnuv_4,2.79g //	mAtrA-saMsargam-api-Aha taTA ... // MA-anuv_4,2.79c //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yathā dharmānucchittimāha tathā mīyanta iti mātrā rūpādayo viṣayāsteṣāṃ	yaTA DarmAn-ucCittim-Aha taTA mIyante iti mAtrAH rUpa-AdayaH vizayAH-tezAm
   saṃsargamupabhogalakṣaṇamapyasyāha"mātrāsaṃsargastvasya bhavati'; iti	saMsargam-upaBoga-lakzaNam-api-asya-aha"-mAtrA-saMsargaH-tu-asya Bavati-a; iti
   vākyena /	vAkyena /
   tato na jñānavilopo vyākhyātuṃ śakyate /	tatas na jQAna-vilopaH vyAKyAtum Sakyate /
   nedaṃ vākyaṃ śrutāvupalabhyata ityata uktam- mādhyandinaśrutiriti //	na-idam vAkyam SrutO=-upalaByate iti-atas uktam mADyandina-SrutiH-iti //
   ... mādhyandinaśrutiḥ // MAnuv_4,2.79h //	... mADyandina-SrutiH // Ma-anuv_4,2.79h //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   maitreyīyājñavalkyasaṃvādarūpamidaṃ prakaraṇaṃ kāṇvamādhyandinaśrutyoḥ	mEtreyI-yAjQavalkya-saMvAda-rUpam-idam prakaraNam kANvam-ADyandina-SrutyoH
   samānam /	samAnam /
   idaṃ tu vākyaṃ yadyapi kāṇvaśrutau nāsti tathāpi	idam tu vAkyam yadi-api kANu-aSrutO na-asti taTA-api
   mādhyandinaśrutāvastyeveti /	mADyandina-SrutO=-asti-eva-iti /
   ito 'pi saṃjñā nāstīti vākyamuktārthamevetyāha- ācikṣepeti //	itas api saMjQA na-asti-iti vAkyamuktA-arTam-eva-iti-Aha Acikzepa-iti //
   ācikṣepa mataṃ tacca yasmin na viṣayādanam // MAnuv_4,2.80ab //	Acikzepa matam tat-ca yasmin na vizayAdanam // Ma-anuv_4,2.80aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   śrutiriti vakṣyati /	SrutiH-iti vakzyati /
   yatra hi"dvaitamiva bhavati'; ityādiruttarā śrutiryasminmate muktasya na	yatra hi"dvEtam-iva Bavati-a; iti-AdiH-uttarA SrutiH-yasmin-mate muktasya na
   viṣayādanaṃ rūpādiviṣayabhogo nāstītyabhyupagamastanmatamācikṣepa	vizayAdanam rUpa-Adi-vizaya-BogaH na-asti-iti-aByupagamaH-tad-matam-Acikzepa
   ninditavatīti /	ninditavatI-iti /
   tataśca na tadvākyaṃ muktasya jñānābhāvaṃ pratipādayati /	tatas-ca na tat-vAkyam muktasya jQAna-aBAvam pratipAdayati /
   nahi jñānarahitasya ghaṭakalpasya viṣayasaṃsargo vā tadabhāvanindā	na-hi jQAna-rahitasya Gawa-kalpasya vizaya-saMsargaH vA tad-aBAva-nindA
   vopapadyate /	vA-upapadyate /
   kathamācikṣepeti cet /	kaTam-Acikzepa-iti ced /
   ucyate /	ucyate /
   yatra yadi, dvaitaṃ bhavati tat tarhyeva, itara itaraṃ paśyatītyādinā	yatra yadi, dvEtam Bavati tat tarhi-eva, itaraH itaram paSyati-ityAdinA
   vyāptimabhidhāya hiśabdena tasyāḥ pramitatvaṃ coktvā yatra yadi, tu ,	vyAptim-aBiDAya hi-Sabdena tasyAH pramita-tvam ca-uktvA yatra yadi, tu ,
   asyātmano 'pekṣitaṃ sarvamātmaivābhūt svavyatiriktaṃ na syāt /	asya-AtmanaH apekzitam sarvam-AtmA-eva-aBUt sva-vyatiriktam na syAt /
   tat tarhi kena sādhanena kam arthaṃ paśyeta /	tat tarhi kena sADanena kam arTam paSyeta /
   na kenāpi kiñcidityaniṣyaprasaṅgo 'bhidhīyate /	na kena-api kiQcid-iti-a-nizya-prasaFgaH aBiDIyate /
   evaṃ tarhi yadi muktau dvaitaṃ na syāttadā rūpadarśanādikaṃ na bhavediti	evam tarhi yadi muktO dvEtam na syAt-tadA rUpa-darSana-Adikam na Bavet-iti
   tarkitaṃ bhavati /	tarkitam Bavati /
   tathāca dvaitābhāvamatamanayākṣiptaṃ, na viṣayabhogābhāvamatamityata āha-	taTA-ca dvEta-aBAva-matamanaya-AkziptaM, na vizaya-Boga-aBAva-matam-iti-atas Aha-
   ghrāṇādīti //	GrANa-Adi-iti //
   ghrāṇādibhogābhāvasya tvaniṣṭatvahṛdā śrutiḥ // MAnuv_4,2.80cd //	GrANa-Adi-Boga-aBAvasya tu-anizwa-tva-hRdA SrutiH // MA-anuv_4,2.80cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   ghrāṇādinā gandhāderbhogo ghrāṇādibhogaḥ /	GrANa-AdinA ganDa-AdeH-BogaH GrANa-Adi-BogaH /
   kena kamiti karaṇasya karmaṇaścoktatvāt /	kena kam-iti karaNasya karmaNaH-ca-ukta-tvAt /
   tuśabdo viśeṣārthaḥ /	tuSabdaH viSeza-arTaH /
   hṛdābhiprāyeṇa /	hRdA-aBiprAyeNa /
   pūrveṇaiva sambandhaḥ /	pUrveNa-eva sambanDaH /
   satyametat śūnyamataṃ tārkikamataṃ ca nirākṛtyādvaitamanayā śrutyā	satyam-etat SUnya-matam tArkika-matam ca nirAkRtya-advEtam-anayA SrutyA
   nirākriyata iti /	nirAkriyate iti /
   tacca viṣayabhogābhāvaprasañjanena /	tat-ca vizaya-Boga-aBAva-prasaQjanena /
   prasañjanīyaṃ ca tadbhavati yadaniṣyam /	prasaQjanIyam ca tat-Bavati yat-anizyam /
   ato 'dvaitamate ghrāṇādibhogābhāvaṃ prasañjayantī	atas advEtamate GrANa-Adi-Boga-aBAvam prasaQjayantI
   śrutistasyāniṣṭatvamabhipraitīti gamyate /	SrutiH-tasya-anizwa-tvam-aBiprEti-iti gamyate /
   aniṣyaṃ ca taducyate yadaprāmāṇikaṃ pramāṇaviruddhaṃ ca /	anizyam ca tat-ucyate yat-aprAmANikam pramANa-virudDam ca /
   ato viṣayabhogābhāvanindā śrutyabhiprāyavyāptā bhavatyeveti /	atas vizaya-Boga-aBAva-nindA Sruti-aBiprAya-vyAptA Bavati-eva-iti /
   bhavedevamarthāpattyā viṣayabhogābhāvanindāvagamo yadyatrādvaitamate	Bavet-evam-arTa-ApattyA vizaya-Boga-aBAva-nindA-avagamaH yadi-atra-advEtamate
   viṣayabhogābhāvaḥ prasañjanīyaḥ syāt /	vizaya-Boga-aBAvaH prasaQjanIyaH syAt /
   na caivam /	na ca-evam /
   api tarhi vastusthitikathanametat /	api tarhi vastu-sTiti-kaTanam-etat /
   tathāhi /	taTA-hi /
   ayamātmā avināśī ata evānucchittistasya dharmaḥ /	ayam-AtmA avinASI atas eva-anucCittiH-tasya DarmaH /
   muktau mātrābhirasaṃsargastasya bhavati /	muktO mAtrABiH-asaMsargaH-tasya Bavati /
   kutaḥ /	kutas /
   yatra hi saṃsāre dvaitamiva bhavati tattatretara itaraṃ paśyatītyādi /	yatra hi saMsAre dvEtam-iva Bavati tat-tatra-itaraH itaram paSyati-ityAdi /
   yatra tu muktāvasya sarvamātmaivābhūtsvavyatiriktaṃ kimapi nāsti tatra	yatra tu muktA=-asya sarvam-AtmA-eva-aBUt-sva-vyatiriktam kim-api na-asti tatra
   kena kaṃ paśyenna kenāpi na kimapītyadvaitinaḥ /	kena kam paSyet-na kena-api na kim-api-iti-advEtinaH /
   tatrāha- yeneti //	tatra-aha yena-iti //
   yenedamakhilaṃ veda vijñātāraṃ svameva ca /	yena-idam-aKilam veda vijQAtAram svam-eva ca /
   kena taṃ ca vijānīyādityaniṣṭaṃ hi sarvathā // MAnuv_4,2.81 //	kena tam ca vijAnIyAt-iti-anizwam hi sarvaTA // Ma-anuv_4,2.81 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yenedamakhilaṃ veda taṃ ca kena vijānīyāt vijñātāraṃ ca kena	yena-idam-aKilam veda tam ca kena vijAnIyAt vijQAtAram ca kena
   vijānīyādityanena yenedaṃ sarvaṃ vijānāti taṃ ca kena vijānīyāt	vijAnIyAt-iti-anena yena-idam sarvam vijAnAti tam ca kena vijAnIyAt-
   vijñātāramare kena vijānīyāditi vākyadvayamupādatte /	vijQAta-Aram-are kena vijAnIyAt-iti vAkya-dvayam-upAdatte /
   vijñātāramityetatsvameveti vyācaṣṭe /	vijQAtAram-iti-etat-svam-eva-iti vyAcazwe /
   prathamavākyaviṣayaṃ sūtrasya vakṣyati /	praTama-vAkya-vizayam sUtrasya vakzyati /
   iti vākyadvayoktaṃ viṣṇujñānarāhityaṃ svajñānarāhityaṃ ca /	iti vAkya-dvaya-uktam vizNu-jQAna-rAhityam sva-jQAna-rAhityam ca /
   etaduktaṃ bhavati /	etat-uktam Bavati /
   atrānte yenedamiti vākyadvayaṃ śrūyate /	atra-ante yena-idam-iti vAkya-dvayam SrUyate /
   tadarthaḥ parameśvarajñānābhāvaḥ svajñānābhāvaśca tāvadaniṣyo na vāstavaḥ	tad-arTaH parameSvara-jQAna-aBAvaH sva-jQAna-aBAvaH-ca tAvat-anizyaH na vAstavaH
   tatastatprasaṅgakathanameveti jñāyate /	tatas-tad-prasaFga-kaTanam-eva-iti jQAyate /
   tatsāhacaryātkena kaṃ paśyedityādikamapi prasañjanameva na	tad-sAha-caryAt-kena kam paSyet-iti-Adikam-api prasaQjanam-eva na
   vastusthitikathanamiti jñātavyamiti /	vastu-sTiti-kaTanam-iti jQAtavyam-iti /
   nanvīśvarastāvatsarvathāpyaviśeṣa eva /	nanu-ISvaraH-tAvat-sarvaTA-api-aviSezaH eva /
   yato vāca ityādiśruteḥ /	yatas vAcaH iti-Adi-SruteH /
   jīvātmā ca na svavijñānī /	jIvAtmA ca na sva-vijQAnI /
   ekasyāṃ kriyāyāmekasyaiva kartṛkarmabhāvasya viruddhatvāt /	ekasyAm kriyAyAm-ekasya-eva kartR-karma-BAvasya virudDa-tvAt /
   ataḥ parameśvarajñānābhāvaḥ svajñānābhāvaśca kathamaniṣya ityataḥ	atas parameSvara-jQAna-aBAvaH sva-jQAna-aBAvaH-ca kaTam-anizyaH iti-atas-
   parameśvarasya savarthāpyavijñeyatvaṃ tāvannirākaroti- neti //	parameSvarasya sa-varTA-api-avijQeya-tvam tAvat-nirAkaroti na-iti //
   nākhilajñāpako viṣṇurajñeyo niyamena hi // MAnuv_4,2.82ab //	na-aKila-jQApakaH vizNuH-ajQeyaH niyamena hi // Ma-anuv_4,2.82aB //
   *12,287f.*	*12,287f.*
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   atrākhilajñāpaka ityanena yenedamiti vākyārthamanūdya viṣṇuriti tasya	atra-aKila-jQApakaH iti-anena yena-idam-iti vAkya-arTam-anUdya vizNuH-iti tasya
   viṣayo darśitaḥ /	vizayaH darSitaH /
   prāgavyākhyātatvāt /	prAc-avyAKyAta-tvAt /
   viṣṇuṃ vinaitadvākyātharsyāsambhavāt /	vizNum vinA-etat-vAkya-ATarsya-asamBavAt /
   hiśabdastāvadarthe /	hi-SabdaH-tAvat-arTe /
   viṣṇurniyamena sarvathāpyajñeya iti tāvanna bhavati /	vizNuH-niyamena sarvaTA-api-ajQeyaH iti tAvat-na Bavati /
   kuta ityata āha- taditi //	kutas iti-atas Aha tat-iti //
   tajjñānārthaṃ hi vedānāmakhilānāṃ pravartanam // MAnuv_4,2.82cd //	tad-jQAna-arTam hi vedAnAm-aKilAnAm pravartanam // Ma-anuv_4,2.82cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   sarve vedā ityāderiti śeṣaḥ /	sarve vedAH iti-AdeH-iti SezaH /
   viṣṇoḥ sarvathāpyajñeyatve 'khilavedavaiyarthyaprasaṅgādyato vāca	vizNoH sarvaTA-api-ajQeya-tve aKila-veda-vEyarTya-prasaFgAt-yatas vAca
   ityādikamanyathā vyākhyeyamiti bhāvaḥ /	iti-Adikam-anyaTA vyAKyeyam-iti BAvaH /
   evaṃ paramātmano jñeyatvamupapādya jīvātmanaḥ svajñānamupapādayati-	evam paramAtmanaH jQeya-tvam-upapAdya jIva-AtmanaH sva-jQAnam-upapAdayati-
   pratyakṣamiti //	pratyakzam-iti //
   pratyakṣāgamātmavijñānāvirodhānubhavādapi /	pratyakza-Agama-Atma-vijQAna-aviroDa-anuBavAt-api /
   na svavijñānitāyāṃ ca virodhaḥ kaścaneyate // MAnuv_4,2.83 //	na sva-vijQAnitAyAm ca viroDaH kaScaneyate // Ma-anuv_4,2.83 //
   *12,288f.*	*12,288f.*
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   kriyāviśeṣaṇametat /	kriyA-viSezaNam-etat /
   ātmavijñānaṃ cāvirodhaśceti dvandvaḥ /	Atma-vijQAnam ca-aviroDaH-ca-iti dvandvaH /
   avirodhaśca prasaṅgādātmā vijñāna eva /	aviroDaH-ca prasaFgAt-AtmA vijQAnaH eva /
   tayoranubhavaḥ /	tayoH-anuBavaH /
   sa ca pratyakṣarūpaḥ tasmāt /	sa ca pratyakza-rUpaH tasmAt /
   apipadena śrutyādigrahaṇam /	apipadena Sruti-Adi-grahaNam /
