   Rcūm, 3	RcUm, 3
   puṣparāgodbhavaṃ bhasma palārdhapramitaṃ śubham /	puzparAga-udBavam Basma pala-arDa-pramitam SuBam /
   tadardhaṃ pītakācaṃ ca tadardhaṃ tāmrabhasmakam // Rcūm_13.35 //	tad-arDam pIta-kAcam ca tad-arDam tAmra-Basmakam // RcUm_13.35 //
   tāmrasyārdhaṃ ca rajataṃ jātarūpaṃ tadardhakam /	tAmrasya-arDam ca rajatam jAtarUpam tad-arDakam /
   vajrabhasma tadardhaṃ ca sarvatulyaṃ mṛtābhrakam // Rcūm_13.36 //	vajra-Basma tad-arDam ca sarva-tulyam mRta-aBrakam // RcUm_13.36 //
   tatsamaṃ sūryakāntaṃ ca māritaṃ balinā saha /	tad-samam sUryakAntam ca mAritam balinA saha /
   tulyena balinā sārdhaṃ daśavāraṃ puṭet khalu // Rcūm_13.37 //	tulyena balinA sArDam daSa-vAram puwet Kalu // RcUm_13.37 //
   nīlāñjanālatāpyānāṃ pṛthak tāni puṭāni ca /	nIlAQjanAla-tApyAnAm pRTak tAni puwAni ca /
   iti siddhamidaṃ proktaṃ puṣparāgarasāyanam // Rcūm_13.38 //	iti sidDam-idam proktam puzparAga-rasAyanam // RcUm_13.38 //
   kṣayādisarvarogaghnaṃ kuṣṭhavyādhiharaṃ param /	kzaya-Adi-sarva-roga-Gnam kuzWa-vyADi-haram param /
   gudagulmārttiśamanaṃ putrīyaṃ vṛṣyamuttamam // Rcūm_13.39 //	guda-gulma-Artti-Samanam putrIyam vRzyam-uttamam // RcUm_13.39 //
   rasāyanaṃ tathā caitat kṣipraṃ gulmaharaṃ striyāḥ /	rasAyanam taTA ca-etat kzipram gulma-haram striyAH /
   dīpanaṃ paramaṃ proktaṃ kāmalāpāṇḍunāśanam /	dIpanam paramam proktam kAmalA-pANxu-nASanam /
   bahunātra kimuktena sarvarogavināśanam // Rcūm_13.40 //	bahunA-atra kim-uktena sarva-roga-vinASanam // RcUm_13.40 //
   {vajrarasāyana}	{vajra-rasAyana}
   ekakarṣaṃ mṛtaṃ vajraṃ tāvadbhūnāgasattvakam /	eka-karzam mRtam vajram tAvat-BUnAga-sattvakam /
   tataśca dviguṇaṃ svarṇaṃ svarṇatulyaṃ khasattvakam // Rcūm_13.41 //	tatas-ca dviguNam svarNam svarNa-tulyam Ka-sattvakam // RcUm_13.41 //
   tāvanmātraṃ ca kāntāyaḥ sarvaṃ vāritaraṃ kṛtam /	tAvat-mAtram ca kAnta-ayaH sarvam vAritaram kRtam /
   aṣṭamāṃśaśca sūtasya sarvebhyaḥ parikīrtitaḥ // Rcūm_13.42 //	azwama-aMSaH-ca sUtasya sarveByaH parikIrtitaH // RcUm_13.42 //
   śukapicchaḥ samaḥ sarvair mardayeccaṇakāmlakaiḥ /	SukapicCaH samaH sarvEH mardayet-caNaka-amlakEH /
   vidhāya golakaṃ ramyaṃ chāyāśuṣkaṃ samācaret // Rcūm_13.43 //	viDAya golakam ramyam CAyASuzkam samAcaret // RcUm_13.43 //
   tato bhūnāgasattvaṃ hi gandhakena samaṃ kṣipet /	tatas BUnAga-sattvam hi ganDakena samam kzipet /
   puṭitaṃ śatavārāṇi śataṃ vārāṇi tāpyakaiḥ // Rcūm_13.44 //	puwitam Sata-vArANi Satam vArANi tApyakEH // RcUm_13.44 //
   sūryaparṇaiśca dugdhairvā vārāṇāṃ viṃśatiṃ tataḥ /	sUrya-parNEH-ca dugDEH-vA vArANAm viMSatim tatas /
   guñjāṭaṅkaṇasikthaiśca bhūnāgasya rajovṛtam // Rcūm_13.45 //	guQjA-waFkaNa-sikTEH-ca BUnAgasya rajaH-vRtam // RcUm_13.45 //
   vartayitvā tu taṃ golaṃ kalkenānena lepayet /	vartayitvA tu tam golam kalkena-anena lepayet /
   ardhāṅguladalenātha pariśoṣya kharātape // Rcūm_13.46 //	arDa-aFgula-dalena-aTa pariSozya Kara-Atape // RcUm_13.46 //
   nikṣiped vālukāyantre prapaceddinapañcakam /	nikzipet vAlukAyantre prapacet-dina-paQcakam /
   tatastrikoṇagaṇḍīradugdhairgandhakasaṃyutaiḥ // Rcūm_13.47 //	tatas-trikoNa-gaNxIra-dugDEH-ganDaka-saMyutEH // RcUm_13.47 //
   mardayitvā tu taṃ golaṃ puṭedvārāṇi viṃśatim /	mardayitvA tu tam golam puwet-vArANi viMSatim /
   paṭacūrṇaṃ tataḥ kṛtvā kṣipedantaḥkaraṇḍake // Rcūm_13.48 //	pawa-cUrNam tatas kRtvA kzipet-antar-karaNxake // RcUm_13.48 //
   guñjāmitaṃ bhajedenaṃ ramyaṃ vajrarasāyanam /	guQjA-mitam Bajet-enam ramyam vajra-rasAyanam /
   jñātājñāteṣu sarveṣu gadeṣu vividheṣu ca // Rcūm_13.49 //	jQAta-ajQAtezu sarvezu gadezu viviDezu ca // RcUm_13.49 //
   tattadrogānupānena dātavyaṃ bhiṣajā khalu /	tad-tad-roga-anupAnena dAtavyam BizajA Kalu /
   na so'sti rogo loke'sminyo hyanena na śāmyati // Rcūm_13.50 //	na saH-asti rogaH loke-asmin-yaH hi-anena na SAmyati // RcUm_13.50 //
   rasāyanaprakāreṇa sevito maṇḍalatrayam /	rasAyana-prakAreNa sevitaH maNxala-trayam /
   dehasiddhiṃ karotyeva viśvavismayakāriṇīm /	deha-sidDim karoti-eva viSva-vismaya-kAriNIm /
   bilvamekaṃ vinā sarvaṃ pathyamatra prakīrtitam // Rcūm_13.51 //	bilvam-ekam vinA sarvam paTyam-atra prakIrtitam // RcUm_13.51 //
   {nīlarasāyana}	{nIla-rasAyana}
   nīlaratnakṛtaṃ bhasma palamātraṃ ca hīrakam /	nIla-ratna-kRtam Basma pala-mAtram ca hIrakam /
   svarṇaṃ raupyaṃ ca kāntaṃ ca tāpyakaṃ nṛpavartakam // Rcūm_13.52 //	svarNam rOpyam ca kAntam ca tApyakam nRpavartakam // RcUm_13.52 //
   samāṃśaṃ sarvametat syāt sarvatulyaṃ ca śulvakam /	sama-aMSam sarvam-etat syAt sarva-tulyam ca Sulvakam /
   sarvametanmṛtaṃ grāhyaṃ samagandhakasaṃyutam // Rcūm_13.53 //	sarvam-etat-mRtam grAhyam sama-ganDaka-saMyutam // RcUm_13.53 //
   mardayet kaṅguṇītailairyāvatsyāddivasāṣṭakam /	mardayet kaFguNI-tElEH-yAvat-syAt-divasa-azwakam /
   ūrdhvādho gandhakaṃ dattvā puṭedvārāṇi viṃśatim // Rcūm_13.54 //	UrDva-aDas ganDakam dattvA puwet-vArANi viMSatim // RcUm_13.54 //
   śvetamuṇḍīrasaiḥ paścādbhāvayet saptavārakam /	Sveta-muNxI-rasEH paScAt-BAvayet sapta-vArakam /
   iti siddhaṃ prabhāvāḍhyaṃ ramyaṃ nīlarasāyanam // Rcūm_13.55 //	iti sidDam praBAva-AXyam ramyam nIla-rasAyanam // RcUm_13.55 //
   nihanti sakalānrogānguñjāmātraṃ niṣevitam /	nihanti sakalAn-rogAn-guQjA-mAtram nizevitam /
   jvaraṃ pāṇḍuṃ kṣayaṃ kāsaṃ śūlamarśaśca gulmakam // Rcūm_13.56 //	jvaram pANxum kzayam kAsam SUlam-arSaH-ca gulmakam // RcUm_13.56 //
   udaraṃ kuṣṭharogaṃ ca śvāsaṃ pañcavidhaṃ tathā /	udaram kuzWa-rogam ca SvAsam paQcaviDam taTA /
   tattadbhaiṣajyayogena tattadroganibarhaṇam // Rcūm_13.57 //	tad-tad-BEzajya-yogena tad-tad-roga-nibarhaNam // RcUm_13.57 //
   {gomedarasāyana}	{gomeda-rasAyana}
   gomedaṃ gandhayogena lakucadravayoginā /	gomedam ganDa-yogena lakuca-drava-yoginA /
   puṭitvā daśavāraiśca jātaṃ bhasma palonmitam // Rcūm_13.58 //	puwitvA daSa-vArEH-ca jAtam Basma pala-unmitam // RcUm_13.58 //
   suvarṇaṃ rajataṃ kāntaṃ sarvamauṣadhamāritam /	suvarNam rajatam kAntam sarvam-OzaDa-mAritam /
   krāmaṇaṃ pādapādena prasitaṃ cūlikāmbunā // Rcūm_13.59 //	krAmaNam pAda-pAdena prasitam cUlikA-ambunA // RcUm_13.59 //
   tāpyaṃ gandharvatailena puṭitaṃ daśavārakam /	tApyam ganDarva-tElena puwitam daSa-vArakam /
   nirutthaṃ jāyate bhasma sarvathaiva guṇādhikam // Rcūm_13.60 //	nirutTam jAyate Basma sarvaTA-eva guNa-aDikam // RcUm_13.60 //
   tadardhasūtagandhābhyāṃ kṛtakajjalikādrutau /	tad-arDa-sUta-ganDAByAm kRta-kajjalikA-drutO /
   pūrvabhasmatrayaṃ kṣiptvā vimiśrya ca samāharet // Rcūm_13.61 //	pUrva-Basma-trayam kziptvA vimiSrya ca samAharet // RcUm_13.61 //
   vicūrṇya muṇḍikādrāvairbhāvayet saptavārakam /	vicUrNya muNxikA-drAvEH-BAvayet sapta-vArakam /
   paṭacūrṇaṃ vidhāyātha kṣipedantaḥkaraṇḍake // Rcūm_13.62 //	pawa-cUrNam viDAya-aTa kzipet-antar-karaNxake // RcUm_13.62 //
   idaṃ hi paramaṃ śreṣṭhaṃ gomedakarasāyanam /	idam hi paramam SrezWam gomedaka-rasAyanam /
   yojyaṃ sarveṣu rogeṣu tattadrogānupānataḥ // Rcūm_13.63 //	yojyam sarvezu rogezu tad-tad-roga-anupAnataH // RcUm_13.63 //
   karoti dīpanaṃ tīvraṃ sarvārhaṃ ca priyaṃkaram /	karoti dIpanam tIvram sarva-arham ca priyaMkaram /
   dadāti paramāṃ puṣṭiṃ balaṃ bhīmabalopamam /	dadAti paramAm puzwim balam BIma-bala-upamam /
   paramaṃ vṛṣyamāyuṣyaṃ netryaṃ mukhagadāpaham // Rcūm_13.64 //	paramam vRzyam-Ayuzyam netryam muKa-gada-apaham // RcUm_13.64 //
   {vaidūryarasāyana}	{vEdUrya-rasAyana}
   kāntakalkena vaidūryaṃ saha gandhena māritam /	kAnta-kalkena vEdUryam saha ganDena mAritam /
   tadbhasmanāṣṭaśāṇena tadardhaṃ mṛtahema ca // Rcūm_13.65 //	tad-BasmanA-azwa-SANena tad-arDam mRta-hema ca // RcUm_13.65 //
   tayoḥ samaṃ tīkṣṇarajo mṛtaṃ rūpyaṃ ca tatsamam /	tayoH samam tIkzNa-rajaH mRtam rUpyam ca tad-samam /
   mṛtaṃ ca vimalaṃ sarvaiḥ samaṃ sarvaṃ vimarditam // Rcūm_13.66 //	mRtam ca vimalam sarvEH samam sarvam vimarditam // RcUm_13.66 //
   militaṃ mocasāreṇa golīkṛtya viśoṣayet /	militam mocasAreNa golIkRtya viSozayet /
   aṅgulārdhadalenaiva śilājena vimardayet // Rcūm_13.67 //	aFgula-arDa-dalena-eva SilAjena vimardayet // RcUm_13.67 //
   vālukāyantramadhyasthaṃ pakṣārdhaṃ śanakaiḥ pacet /	vAlukAyantra-maDya-sTam pakza-arDam SanakEs pacet /
   svataḥ śītaṃ samāhṛtya kumārīmūlasārataḥ // Rcūm_13.68 //	svatas SItam samAhRtya kumArI-mUla-sArataH // RcUm_13.68 //
   mardayitvā viśoṣyātha pīlumūlajalaistathā /	mardayitvA viSozya-aTa pIlu-mUla-jalEH-taTA /
   tathaiva citramūlādbhiḥ kanthārīmūlasārataḥ // Rcūm_13.69 //	taTA-eva citra-mUla-adBiH kanTArI-mUla-sArataH // RcUm_13.69 //
   cirabilvabhavaistoyair viśoṣya ca vicūrṇya ca /	cira-bilva-BavEH-toyEH viSozya ca vicUrNya ca /
   mṛtasaṃjīvanaṃ hyetad vaidūryakarasāyanam // Rcūm_13.70 //	mRtasaMjIvanam hi-etat vEdUryaka-rasAyanam // RcUm_13.70 //
   ārdrakadravasaṃyuktaṃ guñjāmātraṃ rasāyanam /	Ardraka-drava-saMyuktam guQjA-mAtram rasAyanam /
   dātavyaṃ citratoyairvā sannipāte visaṃjñake // Rcūm_13.71 //	dAtavyam citra-toyEH-vA sannipAte visaMjQake // RcUm_13.71 //
   dantabandhe tu saṃjāte vallamātramamuṃ rasam /	danta-banDe tu saMjAte valla-mAtram-amum rasam /
   pādayorgharṣayedyatnāt tataśceṣṭāmavāpnuyāt // Rcūm_13.72 //	pAdayoH-Garzayet-yatnAt tatas-cezwAm-avApnuyAt // RcUm_13.72 //
   jātaceṣṭasya salilaṃ mūrdhni śītaṃ vinikṣipet /	jAta-cezwasya salilam mUrDni SItam vinikzipet /
   śatakumbhamitaṃ svādu tīvrā kṣujjāyate tataḥ // Rcūm_13.73 //	Sata-kumBa-mitam svAdu tIvrA kzujjAyate tatas // RcUm_13.73 //
   yat kiṃcid yācate tasmai tattaddeyamabhīpsitam /	yat kiMcid yAcate tasmE tat-tat-deyam-aBIpsitam /
   āyuṣye vidyamāne sa sukhī jīvati mānavaḥ // Rcūm_13.74 //	Ayuzye vidyamAne sa suKI jIvati mAnavaH // RcUm_13.74 //
   tridoṣajātarogeṣu dātavyaṃ taṇḍulonmitam /	tridoza-jAta-rogezu dAtavyam taNxula-unmitam /
   palārdhasitayā yuktamanyathā hanti rogiṇam // Rcūm_13.75 //	pala-arDa-sitayA yuktam-anyaTA hanti rogiNam // RcUm_13.75 //
   ekadoṣodbhave roge saṃsargajanite tathā /	eka-doza-udBave roge saMsarga-janite taTA /
   na dātavyaṃ hi bhiṣajā vaidūryakarasāyanam // Rcūm_13.76 //	na dAtavyam hi BizajA vEdUryaka-rasAyanam // RcUm_13.76 //
   dhṛtāni vā tāni samarcitāni sujātiyuktāni ca saṃstutāni /	DRtAni vA tAni samarcitAni su-jAti-yuktAni ca saMstutAni /
   haranti ratnānyakhilaṃ duriṣṭaṃ kurvantyabhīṣṭaṃ satataṃ yatheṣṭam //	haranti ratnAni-aKilam durizwam kurvanti-aBIzwam satatam yaTezwam //
   Rcūm_13.77 //	RcUm_13.77 //
   harantyalakṣmīṃ satataṃ samastān duṣkarmajātān iha sarvarogān /	haranti-alakzmIm satatam samastAn duzkarma-jAtAn iha sarva-rogAn /
   āyuṣyakārīṇi hitāni sarvaratnaprasūtāni rasāyanāni // Rcūm_13.78 //	Ayuzya-kArINi hitAni sarva-ratna-prasUtAni rasAyanAni // RcUm_13.78 //
   Rcūm, 14	RcUm, 14
   {vargas of metals}	{vargaH of metat-s}
   śuddhaṃ lohaṃ kanakarajataṃ bhānulohāśmasāraṃ pūtīlohaṃ dvitayamuditaṃ	SudDam loham kanaka-rajatam BAnu-loha-aSmasAram pUtIloham dvitayam-uditam
   nāgavaṅgābhidhānam /	nAga-vaFga-aBiDAnam /
   miśraṃ lohaṃ tritayamuditaṃ pittalaṃ kāṃsyavartaṃ dhātur lohe luha iti	miSram loham tritayam-uditam pittalam kAMsya-vartam DAtuH lohe luhaH iti
   mataḥ so'pi kaṣārthavācī // Rcūm_14.1 //	mataH saH-api kaza-arTa-vAcI // RcUm_14.1 //
   {gold:: subtypes}	{gold:: subti-pes}
   prākṛtaṃ sahajaṃ vahnisambhūtaṃ khanisambhavam /	prAkRtam sahajam vahni-samBUtam Kani-samBavam /
   rasendravedhasaṃjātaṃ svarṇaṃ pañcavidhaṃ smṛtam // Rcūm_14.2 //	rasendra-veDa-saMjAtam svarNam paQcaviDam smRtam // RcUm_14.2 //
   {prākṛta}	{prAkRta}
   brahmāṇḍaṃ saṃvṛtaṃ yena rajoguṇabhuvā khalu /	brahmANxam saMvRtam yena rajaH-guNa-BuvA Kalu /
   tatprākṛtamiti proktaṃ devānāmapi durlabham // Rcūm_14.3 //	tad-prAkRtam-iti proktam devAnAm-api durlaBam // RcUm_14.3 //
   {sahaja}	{sahaja}
   brahmā yenāvṛto jātaḥ suvarṇena jarāyuṇā /	brahmA yena-AvRtaH jAtaH suvarNena jarAyuNA /
   tanmerurūpatāṃ jātaṃ suvarṇaṃ sahajaṃ hi tat // Rcūm_14.4 //	tat-meru-rUpa-tAm jAtam suvarNam sahajam hi tat // RcUm_14.4 //
   {vahnisambhava}	{vahni-samBava}
   visṛṣṭamagninā śaivaṃ tejaḥ pītaṃ suduḥsaham /	visRzwam-agninA SEvam tejaH pItam su-duHsaham /
   abhūtsvarṇaṃ taduddiṣṭaṃ suvarṇaṃ vahnisaṃbhavam // Rcūm_14.5 //	aBUt-svarNam tat-uddizwam suvarNam vahni-saMBavam // RcUm_14.5 //
   etat svarṇatrayaṃ divyaṃ varṇaiḥ ṣoḍaśabhiryutam /	etat svarNa-trayam divyam varNEH zoxaSaBiH-yutam /
   dhāraṇādeva tat kuryāccharīram ajarāmaram // Rcūm_14.6 //	DAraNAt-eva tat kuryAt-SarIram ajara-amaram // RcUm_14.6 //
   {khanija}	{Kanija}
   tatra tatra girīṇāṃ hi jātaṃ khaniṣu yadbhavet /	tatra tatra girINAm hi jAtam Kanizu yat-Bavet /
   taccaturdaśavarṇāḍhyaṃ bhakṣitaṃ sarvarogahṛt // Rcūm_14.7 //	tat-caturdaSa-varNa-AXyam Bakzitam sarva-roga-hRt // RcUm_14.7 //
   {vedhaja}	{veDa-ja}
   rasendravedhasambhūtaṃ tadvedhajamudāhṛtam /	rasendra-veDa-samBUtam tat-veDa-jam-udAhRtam /
   rasāyanaṃ mahāśreṣṭhaṃ pāpaghnaṃ vedhajaṃ hi tat // Rcūm_14.8 //	rasAyanam mahA-SrezWam pApa-Gnam veDa-jam hi tat // RcUm_14.8 //
   tārārkarītītaralohakuñjaraṃ vaṅgābhrakaṃ mākṣikavaṅgapāradam /	tArArka-rIti-itara-loha-kuQjaram vaFgABrakam mAkzika-vaFga-pAradam /
   yattārajaṃ hi pravadanti rāgataḥ svarṇaṃ kalāvarṇacaturguṇaṃ hi //	yat-tAra-jam hi pravadanti rAgataH svarNam kalA-varNa-caturguNam hi //
   Rcūm_14.9 //	RcUm_14.9 //
   {gold:: parīkṣā:: good quality}	{gold:: parIkzA:: good quality}
   ghṛṣṭaṃ varṇe ghusṛṇasadṛśaṃ raktavarṇaṃ ca dāhe chede kiṃcit sitam	GRzwam varNe GusRNa-sadRSam rakta-varNam ca dAhe Cede kiMcid sitam
   akapilaṃ nirdalaṃ bhūribhāram /	akapilam nirdalam BUri-BAram /
   snigdhaṃ svarṇaṃ ravivirahitaṃ styānaraktaprabhāḍhyaṃ śreṣṭhaṃ diṣṭam	snigDam svarNam ravi-virahitam styAna-rakta-praBA-AXyam SrezWam dizwam
   atulitalasaccāruvarṇaṃ ca svarṇam // Rcūm_14.10 //	atulita-lasat-cAru-varNam ca svarNam // RcUm_14.10 //
   {gold:: parīkṣā:: bad quality}	{gold:: parIkzA:: bat quality}
   rūkṣaṃ vivarṇaṃ malinaṃ kaṭhoraṃ kṛṣṇaṃ ca dāhe nikaṣe ca pāṇḍu /	rUkzam vivarNam malinam kaWoram kRzNam ca dAhe nikaze ca pANxu /
   sthūlāṅgakaṃ nirbharakaṃ kaḍāraṃ sphuṭatsuvarṇaṃ daśadhā na śastam //	sTUla-aFgakam nirBarakam kaxAram sPuwat-suvarNam daSaDA na Sastam //
   Rcūm_14.11 //	RcUm_14.11 //
   {miśraloha:: production}	{miSra-loha:: production}
   svarṇarūpyādisaṃyogānmiśralohaṃ prajāyate /	svarNa-rUpya-Adi-saMyogAt-miSra-loham prajAyate /
   {śodhana:: use of ~}	{SoDana:: use of ~}
   svarṇakāryaṃ na tena syāttasmāt śuddhir vidhīyate /	svarNa-kAryam na tena syAt-tasmAt SudDiH viDIyate /
   śodhyaṃ na kevalaṃ svarṇaṃ lohānyanyāni śodhayet // Rcūm_14.12 //	SoDyam na kevalam svarNam lohAni-anyAni SoDayet // RcUm_14.12 //
   {gold:: refreshing its colour (?)}	{gold:: refreH-hing its ca-ulouH (?)}
   karṣapramāṇaṃ tu suvarṇapatraṃ śarāvaruddhaṃ paṭudhātuyuktam /	karza-pramANam tu suvarNa-patram SarAva-rudDam pawu-DAtu-yuktam /
   aṅgārasaṃsthaṃ praharārdhamānaṃ dhmātena tatsyānnanu pūrṇavarṇam //	aFgAra-saMsTam prahara-arDa-mAnam DmAtena tat-syAt-nanu pUrNa-varNam //
   Rcūm_14.13 //	RcUm_14.13 //
   {metals:: māraṇa:: types}	{metals:: mAraNa:: types}
   lohānāṃ māraṇaṃ śreṣṭhaṃ sarveṣāṃ rasabhasmanā /	lohAnAm mAraNam SrezWam sarvezAm rasa-BasmanA /
   mūlībhirmadhyamaṃ prāhurnikṛṣṭaṃ gandhakādibhiḥ // Rcūm_14.14 //	mUlIBiH-maDyamam prAhuH-nikRzwam ganDaka-AdiBiH // RcUm_14.14 //
   arilohena lohasya māraṇaṃ durguṇapradam /	ari-lohena lohasya mAraNam durguNa-pradam /
   {gold:: māraṇa}	{gold:: mAraNa}
   kṛtvā kaṇṭakavedhyāni svarṇapatrāṇi lepayet // Rcūm_14.15 //	kRtvA kaNwaka-veDyAni svarNa-patrANi lepayet // RcUm_14.15 //
   luṅgāmbubhasmasūtena mriyante daśabhiḥ puṭaiḥ /	luFga-ambu-Basma-sUtena mriyante daSaBiH puwEH /
   {gold:: māraṇa}	{gold:: mAraNa}
   drute vinikṣipet svarṇe lohamānaṃ mṛtaṃ rasam // Rcūm_14.16 //	drute vinikzipet svarNe loha-mAnam mRtam rasam // RcUm_14.16 //
   vicūrṇya luṅgatoyena daradena samanvitam /	vicUrNya luFga-toyena daradena samanvitam /
   jāyate kuṅkumacchāyaṃ svarṇaṃ dvādaśabhiḥ puṭaiḥ // Rcūm_14.17 //	jAyate kuFkuma=-CAyam svarNam dvAdaSaBiH puwEH // RcUm_14.17 //
   {gold:: māraṇa:: apunarbhava}	{gold:: mAraNa:: apunarBava}
   śleṣmāntakāṇḍena sakāñcanārajaṭāpuṭaiḥ kukkuṭanāmadheyaiḥ /	Slezma-anta-kANxena sa-kAQca-nAra-jawA-puwEH kukkuwa-nAmaDeyEH /
   triṃśatpramāṇair apunarbhavaṃ syānniḥśeṣayogeṣu ca yojanīyam // Rcūm_14.18	triMSat-pramANEH apunarBavam syAt-niHSeza-yogezu ca yojanIyam // RcUm_14.18
   {gold:: māraṇa}	{gold:: mAraNa}
   sūtena piṣṭikāṃ kṛtvā svarṇaṃ ruddhvā śarāvake /	sUtena pizwikAm kRtvA svarNam rudDvA SarAvake /
   svalpanīlāñjanopetaṃ dagdhaṃ svalpairvanotpalaiḥ // Rcūm_14.19 //	su-alpa-nIlAQjana-upetam dagDam svalpEH-vanotpalEH // RcUm_14.19 //
   kuṅkumābhaṃ bhavedbhasma yojyaṃ rasarasāyane /	kuFkuma-ABam Bavet-Basma yojyam rasa-rasAyane /
   {gold:: māraṇa}	{gold:: mAraNa}
   snugdugdhahiṅguhiṅgūlaśilāsindūrakāmlakaiḥ // Rcūm_14.20 //	snuh-dugDa-hiFgu-hiFgUla-SilA-sindUraka-amlakEH // RcUm_14.20 //
   puṭitaṃ daśavāreṇa nirjīvaṃ hema jāyate /	puwitam daSa-vAreNa nirjIvam hema jAyate /
   rase rasāyane loharañjane cātiśasyate // Rcūm_14.21 //	rase rasAyane loha-raQjane ca-atiSasyate // RcUm_14.21 //
   {gold:: mṛta:: medic. properties}	{gold:: mRta:: medic. properties}
   snigdhaṃ medhyaṃ viṣagaraharaṃ bṛṃhaṇaṃ vṛṣyamagryaṃ	snigDam meDyam viza-gara-haram bRMhaNam vRzyam-agryam
   yakṣmonmādapraśamanaparaṃ deharogapramāthi /	yakzma-unmAda-praSamana-param deha-roga-pramATi /
   medhābuddhismṛtisukhakaraṃ sarvadoṣāmayaghnaṃ rucyaṃ dīpi praśamitajaraṃ	meDA-budDi-smRti-suKa-karam sarva-doza-Amaya-Gnam rucyam dIpi praSamita-jaram
   svādupākaṃ suvarṇam // Rcūm_14.22 //	svAdu-pAkam suvarNam // RcUm_14.22 //
   {gold:: mṛta:: medic. use}	{gold:: mRta:: medic. use}
   etadbhasma suvarṇajaṃ kaṭughṛtopetaṃ dviguñjonmitaṃ līḍhaṃ hanti nṛṇāṃ	etat-Basma suvarNa-jam kawu-GRta-upetam dvi-guQjA-unmitam lIXam hanti nRNAm
   kṣayāgnisadanaṃ śvāsaṃ sakāsārucim /	kzaya-agni-sadanam SvAsam sa-kAsa-arucim /
   ojodhātuvivardhanaṃ balakaraṃ pāṇḍvāmayadhvaṃsanaṃ vṛṣyaṃ sarvaviṣāpahaṃ	ojaH-DAtu-vivarDanam bala-karam pANxu-Amaya-DvaMsanam vRzyam sarva-viza-apaham
   garaharaṃ duṣṭagrahaṇyādinut // Rcūm_14.23 //	gara-haram duzwa-grahaNI-Adi-nud // RcUm_14.23 //
   niḥśeṣarogavidhvaṃsi bhūtapretabhayāpaham /	niHSeza-roga-viDvaMsi BUta-preta-Baya-apaham /
   bandhanaṃ bhāvirogāṇāṃ viṣatrayabhayāpaham // Rcūm_14.24 //	banDanam BAvi-rogANAm viza-traya-Baya-apaham // RcUm_14.24 //
   vinā bilvaphalaṃ cātra sarvamanyat praśasyate /	vinA bilva-Palam ca-atra sarvam-anyat praSasyate /
   daśābdasevitaṃ svarṇaṃ svecchāhāravihāriṇam /	daSa-abda-sevitam svarNam sva-icCA-AhAra-vihAriNam /
   na kaścidbādhate vyādhiryāvadāyurna saṃśayaḥ // Rcūm_14.25 //	na kaScid-bADate vyADiH-yAvat-AyuH-na saMSayaH // RcUm_14.25 //
   {silver:: subtypes}	{silver:: subti-pes}
   sahajaṃ khanisaṃjātaṃ kṛtrimaṃ ca tridhā matam /	sahajam Kani-saMjAtam kRtrimam ca triDA matam /
   rajataṃ pūrvapūrvaṃ hi svaguṇairuttamottamam // Rcūm_14.26 //	rajatam pUrva-pUrvam hi sva-guNEH-uttama-uttamam // RcUm_14.26 //
   {silver:: sahaja}	{silver:: sahaja}
   kailāsādyadrisambhūtaṃ rajataṃ sahajaṃ bhavet /	kElAsa-Adi-adri-samBUtam rajatam sahajam Bavet /
   tatspṛṣṭaṃ hi mahāvyādhināśanaṃ dehināṃ bhavet // Rcūm_14.27 //	tat-spRzwam hi mahA-vyADi-nASanam dehinAm Bavet // RcUm_14.27 //
   {silver:: khanija}	{silver:: Kanija}
   himācalādrikūṭeṣu yad rūpyaṃ jāyate hi tat /	himAcala-adri-kUwezu yat rUpyam jAyate hi tat /
   khanijaṃ kathyate tajjñaiḥ paramaṃ hi rasāyanam // Rcūm_14.28 //	Kani-jam kaTyate tad-jQEH paramam hi rasAyanam // RcUm_14.28 //
   {silver:: pādarūpya}	{silver:: pAda-rUpya}
   śrīrāmapādukānyastaṃ vaṅgaṃ yadrūpyatāṃ gatam /	SrI-rAma-pAdukA-nyastam vaFgam yat-rUpya-tAm gatam /
   tat pādarūpyam ityuktaṃ kṛtrimaṃ sarvaroganut // Rcūm_14.29 //	tat pAda-rUpyam iti-uktam kRtrimam sarva-roga-nud // RcUm_14.29 //
   {silver:: parīkṣā:: good quality}	{silver:: parIkzA:: good quality}
   ghanaṃ snigdhaṃ mṛdu svacchaṃ dāhe chede sitaṃ guru /	Ganam snigDam mRdu svacCam dAhe Cede sitam guru /
   śaṅkhābhaṃ masṛṇaṃ sphoṭarahitaṃ rajataṃ śubham // Rcūm_14.30 //	SaFKa-ABam masRNam sPowa-rahitam rajatam SuBam // RcUm_14.30 //
   {silver:: parīkṣā:: bad quality}	{silver:: parIkzA:: bat quality}
   dāhe raktaṃ ca pītaṃ ca kṛṣṇaṃ rūkṣaṃ sphuṭaṃ laghu /	dAhe raktam ca pItam ca kRzNam rUkzam sPuwam laGu /
   sthūlāṅgaṃ karkaśāṅgaṃ ca rajataṃ tyājyam aṣṭadhā // Rcūm_14.31 //	sTUla-aFgam karkaSa-aFgam ca rajatam tyAjyam azwaDA // RcUm_14.31 //
   {silver:: śodhana}	{silver:: SoDana}
   kharpare bhasmacūrṇābhyāṃ paritaḥ pālikāṃ caret /	Karpare Basma-cUrNAByAm paritas pAlikAm caret /
