   śrīḥ //	SrIH //
   maṇḍalabrāhmaṇeṣu, pravañcaṃ puraskṛtya niṣprapañcatayopaniṣatsu,	maNxala-brAhmaNa-izu, pravaQcam puraskRtya nizprapaQcatayA-upanizatsu,
   yajñapuruṣatvena mantravidhiṣu, dehāvirbhāvairupākhyāneṣu, upāsyatvena ca	yajQapuruza-tvena mantra-viDizu, deha-AviH-BAvEH-upAKyAna-izu, upAsya-tvena ca
   sarvatreti /	sarvatra-iti /
   siddhārthatayā na te pramāṇamiti cenna-	sidDArTa-tayA na te pramANam-iti ced-na-
   taddhetu(toḥ)kāraṇadoṣaśaṅkānirāsasya bhāvyabhūtārthasādhāraṇatvāt /	tad-hetu(toH)-kAraNa-doza-SaFkA-nirAsasya BAvya-BUta-arTa-sADAraNa-tvAt /
   [ku.5.681] anyatrāmīṣāṃ tātparyamiti cet-	[ku.5.681] anyatra-amIzAm tAtparyam-iti ced--
   svārthapratipādanadvārā,śabdamātratayā (274) vā? prathame svārthe 'pi	sva-arTa-pratipAdana-dvArA,-Sabda-mAtra-tayA (274) vA? praTame sva-arTe api
   pramāṇyameṣitavyam,	pramANyamezitavyam,
   tasyārthasyānanyapramāṇakatvāt /	tasya-arTasya-ananya-pramANaka-tvAt /
   ata eva tatra tasya smārakatvamityapi mithyā /	atas eva tatra tasya smAraka-tvam-iti-api miTyA /
   tatpratipādakatve 'pi na tatra tātparyamiti cet- svārthāparityāge (gena?)	tad-pratipAdaka-tve api na tatra tAtparyam-iti cet sva-arTa-aparityAge (gena?)
   jyotiḥśāstravadanyatrāpi tātparye ko doṣaḥ? anyathā	jyotiHSAstra-vat-anyatra-api tAtparye kaH dozaH? anyaTA
   svarganarakavrātyaśrotriyādisvarūpapratipādakānāmaprāmāṇye bahu viplaveta	svarga-naraka-vrAtya-Srotriya-Adi-svarUpa-pratipAdakAnAm-aprAmANye bahu viplaveta
   tatrābādhanāttatheti cet- tulyam /	tatra-AbADanAt-taTA-iti cet tulyam /
   na tādṛśo '(gar)thaḥ kvacit dṛṣṭa iti cet- svargādayo 'pi tathā /	na tAdRSaH a(gar)TaH kvacid dRzwaH iti cet svarga-AdayaH api taTA /
   tanmithyātvetadarthināmapravṛttau vidhānānarthakyaprasaṅga iti cet- ihāpi	tat-miTyAtvetad-arTi-nAm-apravRttO viDAna-anarTakya-prasaFgaH iti cet iha-api
   tadupāsanāvidhānānarthakyaprasaṅgaḥ /	tad-upAsana-aviDAna-AnarTakya-prasaFgaH /
   tanmithyātve hi sālokyasāyujyādiphalamithyātve kaḥ prekṣāvāṃstamupāsīteti	tat-miTyA-tve hi sAlokya-sAyujya-Adi-Pala-miTyA-tve kaH prekzAvAn=-tam-upAsIta-iti
   tulyamiti /	tulyam-iti /
   [ku.5.682] vākyādapi /	[ku.5.682] vAkyAt-api /
   saṃsargabheda(viśeṣa)pratipādakatvaṃ hyatra vākyatvamabhipretam /	saMsarga-Beda(-viSeza)-pratipAdaka-tvam hi-atra vAkya-tvam-aBipretam /
   tathāca yatpadakadambakaṃ yatsaṃsargabhedapratipādakam, tat	taTA-ca yat-pada-kadambakam yat-saMsarga-Beda-pratipAdakam, tat-
   tadanapekṣasaṃsargajñānapūrvakaṃ yathā laukikam; tathā ca vaidikamiti	tad-anapekza-saMsarga-jQAna-pUrvakam yaTA lOkikam; taTA ca vEdikam-iti
   prayogaḥ /	prayogaH /
   vipakṣe ca bādhakamuktam /	vipakze ca bADakam-uktam /
   [ku.5.683] saṅkhyāviśeṣādapi- syāmabhūvaṃ bhaviṣyāmītyādisaṅkhyā ca	[ku.5.683] saFKyA-viSezAt-api syAm-aBUvam BavizyAmi-ityAdi-saFKyA ca
   vaktṛgā /	vaktR-gA /
   samākhyāpi na śākhānāmādyapravacanādṛte //17 //	samAKyA-api na SAKAnAm-Adya-pravacanAt-Rte //17 //
   kāryatayā hi prāk saṅkhyoktā, samprati tu pratipādyatayocyate /	kArya-tayA hi prAk saFKyA-uktA, samprati tu pratipAdyatayA-ucyate /
   tathāhi- uttamapuruṣābhihitā saṅkhyā vaktāramanvetīti suprasiddham /	taTA-hi uttama-puruza-aBihitA saFKyA vaktAram-anveti-iti su-prasidDam /
   asti ca tatprayogaḥ prāyaśo vede /	asti ca tad-prayogaH prAyaSas vede /
   tatastadabhihitayā tayāpi sa evānugantavyaḥ /	tatas-tad-aBihitayA tayA-api saH eva-anugantavyaH /
   anyathānanvayaprasaṅgāt /	anyaTA-ananvaya-prasaFgAt /
   athavā samākhyāviśeṣaḥ saṅkhyāviśeṣa ucyate /	aTavA samAKyA-viSezaH saFKyA-viSezaH ucyate /
   kāṭhakaṃ kālāpakamityādayo hi samākhyāviśeṣāḥ śākhāviśeṣāṇāmanusmaryante /	kAWakam kAlApakam-ityAdayaH hi samAKyA-viSezAH SAKA-viSezANAm-anusmaryante /
   te ca na pravacanamātranibandhanāḥ, pravaktṝṇāmanantatvāt /	te ca na pravacana-mAtra-nibanDanAH, pravaktLNAm-ananta-tvAt /
   nāpi prakṛṣṭavacananimittāḥ; upādhyāyebhyo 'pi prakarṣe	na-api prakRzwa-vacana-nimittAH; upADyAyeByaH api prakarze
   pratyutānyathākaraṇadoṣāt /	pratyutAnyaTA-karaNa-dozAt /
   tatpāṭhānukaraṇe ca prakarṣābhāvāt /	tad-pAWA-anukaraNe ca prakarza-aBAvAt /
   kati cānādau saṃsāre prakṛṣṭāḥ pravaktāra iti ko niyāmaka iti /	kati ca-anAdO saMsAre prakRzwAH pravaktAraH iti kaH niyAmakaH iti /
   nāpyādyasya vaktuḥ samākhyeti yuktam; bhavadbhistadanabhyupagamāt /	na-api-Adyasya vaktuH samAKyA-iti yuktam; BavadBiH-tad-anaByupagamAt /
   abhyupagame vā sa evāsmākaṃ vedakāra iti,vṛthā vipratipattiḥ /	aByupagame vA saH eva-asmAkam vedakAraH iti,vRTA vipratipattiH /
   [ku.5.684] syādetat /	[ku.5.684] syAt-etat /
   brāhmaṇatve satyavāntarajātibhedā eva kaṭhatvādayaḥ /	brAhmaNa-tve satyavAntara-jAti-BedAH eva kaWa-tva-AdayaH /
   tadadhyeyā tadanuṣṭheyārthā ca śākhā tatsamākhyayā vpapadiśyate iti	tad-aDyeyA tad-anuzWeya-arTA ca SAKA tad-samAKyayA vpapadiSyate iti
   kimanupapannam- na- kṣatriyāderapi tatraivādhikārāt /	kim-anupapannam na kzatriya-AdeH-api tatra-eva-aDikArAt /
   na ca yo brāhmaṇasya viśeṣaḥ, sa kṣatriyādau sambhavati /	na ca yaH brAhmaNasya viSezaH, sa kzatriya-AdO samBavati /
   na ca kṣatriyāderanyo veda ityasti /	na ca kzatriya-AdeH-anyaH vedaH iti-asti /
   na ca kaṭhāḥ kāṭhakamevādhīyate, tadarthamevānutiṣṭhantīti niyamaḥ;	na ca kaWAH kAWakam-eva-ADIyate, tad-arTam-eva-anutizWanti-iti niyamaH;
   śākhāsañcārasyāpi prāyaśo darśanāt /	SAKA-saQcArasya-api prAyaSas darSanAt /
   prāgevaṃ (vāyaṃ) niyama āsīt; idānīmayaṃ viplavate iti cet- viplava eva	prAk-evam (vAyaM) niyamaH AsIt; idAnIm-ayam viplavate iti cet viplavaH eva
   tarhi sarvadā, kaṭhādyavāntarajātiviplavādityagatireveyam /	tarhi sarva-dA, kaWAdi-avAntara-jAti-viplava-Aditya-gatiH-eva-iyam /
   tasmādādyapravaktṛvacananimitta evāyaṃ samākhyāviśeṣasambandha ityeva	tasmAt-Adya-pravaktR-vacana-nimittaH eva-ayam samAKyA-viSeza-sambanDaH iti-eva
   sādhyiti //	sADyiti //
   śrīḥ //	SrIH //
   [ku.5.685] sa evaṃ bhagavān śruto 'numitaśca kaiścit sākṣādapi dṛścate	[ku.5.685] saH evam BagavAn SrutaH anumitaH-ca kEScid sAkzAt-api dRScate
   prameyatvādergha(tvāt gha)ṭavat /	prameya-tvAderGa(tvAt Ga)wa-vat /
   nanu tatsāmagrīrahitaḥ kathaṃ draṣṭavyaḥ? sā hi	nanu tad-sAmagrI-rahitaH kaTam drazwavyaH? sA hi
   bahirindriyagarbhamanogarbhā vā tatra na sambhavati;	bahis-indriya-garBa-manaH-garBAH vA tatra na samBavati;
   cakṣurāderniyataviṣayatvāt; manaso bahirasvātantryāt /	cakzuH-AdeH-niyata-vizaya-tvAt; manasaH bahis-asvAtantryAt /
   taduktam, "hetvabhāve phalābhāvā'dityādi- na- kāryaikavyaṅgyāyāḥsāmagryā	tat-uktam, "hetu-aBAve Pala-aBAvA-adityAdi na kAryA-eka-vyaFgyAyAH-sAmagryA
   niṣeddhumaśakyatvāt /	nizedDum-aSakya-tvAt /
   [ku.5.686] apica dṛśyate tāvadbahirindriyoparame 'pi	[ku.5.686] apica dRSyate tAvat-bahis-indriya-uparame api
   asannihitadeśakālārthasākṣātkāraḥ /	asat-nihita-deSa-kAla-arTa-sAkzAtkAraH /
   na ca smṛtirevāsau paṭīyasī, "smarāmi" "smṛtam" veti	na ca smRtiH-eva-asO pawIyasI, "smarAmi" "smRtam" vA-iti
   svapnānusandhānābhāvāt; "paśyāmi," "dṛṣṭa" mityanuvyavasāyāt /	svapna-anusanDAna-aBAva-at; "paSyAmi," "dRzwa" miti-anuvyavasAyAt /
   nacāropitaṃ tatrānubhavatvam, abādhanāt /	naca-Aropitam tatra-anuBava-tvam, abADanAt /
   ananubhūtasyāpi svaśiracchedanāderavabhāsanācca /	ananuBUtasya-api sva-Sira=-Cedana-AdeH-avaBAsanAt-ca /
   smṛtiviparyāso 'sāviti cet- yadi smṛtiviṣaye viparyāsa ityarthaḥ,	smRti-viparyAsaH asO=-iti cet yadi smRti-vizaye viparyAsaH iti-arTaH,
   tadānumanyāmahe /	tadA-anumanyAmahe /
   atha smṛtāvevānubhavatvaviparyāsaḥ iti; tadā prāgeva nirastaḥ /	aTa smRtO=-eva-anuBavatu-aviparyAsaH iti; tadA prAk-eva nirastaH /
   na ca sambhavatyapi /	na ca samBavati-api /
   na hyanyenākāreṇādhyavasito 'nyena jñānāvacchedakatayādhyavasīyate /	na hi-anyena-AkAreNa-aDyavasitaH anyena jQAna-avacCedaka-tayA-aDyavasIyate /
   tathāca sa ghaṭa ityutpannāyāṃ smṛtau bhrāmyatastaṃ ghaṭamanubhavāmīti	taTA-ca sa GawaH iti-utpannAyAm smRtO BrAmyataH-tam Gawam-anuBavAmi-iti
   syāt, na tvimaṃ ghaṭamiti /	syAt, na tu-imam Gawam-iti /
   na hyayaṃ ghaṭa iti smṛterākāraḥ /	na hi-ayam GawaH iti smRteH-AkAraH /
   tasmādanubhava evāsau svīkartavyaḥ /	tasmAt-anuBavaH eva-asO svIkartavyaH /
   [ku.5.687] asti ca svapnānubhavasyāpi kasyacit satyatvam, saṃvādāt /	[ku.5.687] asti ca svapna-anuBavasya-api kasyacid satya-tvam, saMvAdAt /
   tacca kākatālīyamapi na nirnimittam; sarvasvapnajñānānāmapi	tat-ca kAkatAlIyam-api na nirnimittam; sarva-svapna-jQAnAnAm-api
   tathātvaprasaṅgāt /	taTA-tva-prasaFgAt /
   hetuścātra dharma eva /	hetuH-ca-atra DarmaH eva /
   sa ca karmajavat yogajo 'pi yogavidheravaseyaḥ;	sa ca karma-ja-vat yoga-jaH api yoga-viDeH-avaseyaH;
   karmayogavidhyostulyayogakṣematvāt /	karma-yoga-viDyoH-tulya-yogakzema-tvAt /
   tasmāt yogināmanubhavo dharmajatvāt pramā, sākṣātkāritvāt pratyakṣaphalam;	tasmAt yoginAm-anuBavaH Darmaja-tvAt pramA, sAkzAtkAri-tvAt pratyakza-Palam;
   dharmānanugṛhītabhāvanāmātraprabhavastu na prameti vibhāga iti /	DarmAn-anugRhIta-BAvanA-mAtra-praBavaH-tu na pramA-iti viBAgaH iti /
   atastatsāmagrīviraho 'siddhaḥ /	atas-tad-sAmagrI-virahaH asidDaH /
   [ku.5.688] tathāpi vipakṣe kiṃ bādhakamiti cet- "dve brahmaṇī veditavye"	[ku.5.688] taTA-api vipakze kim bADakam-iti cet "dve brahmaNI veditavye"
   ityādi yogavidhivaiyarthyaprasaṅgaḥ, aśakyānuṣṭhānopāyopadeśakatvāt /	ityAdi yoga-viDi-vEyarTya-prasaFgaH, aSakya-anuzWAna-upAya-upadeSaka-tvAt /
   na cāsākṣātkārijñānavidhānametat; arthajñānāvadhinādhyayanavidhinaiva	na ca-asAkzAtkAri-jQAna-viDAnam-etat; arTa-jQAna-avaDinA-aDyayana-viDinA-eva
   tasya gatārthatvāditi /	tasya gata-arTa-tvAt-iti /
   etena paramāṇvādayo vyākhyātā iti /	etena paramANu-AdayaH vyAKyAtAH iti /
   [ku.5.689] tadenamevambhūtamadhikṛtya śrūyate- "na draṣṭurdṛṣṭerviparilopo	[ku.5.689] tat-enam-evamBUtam-aDikRtya SrUyate "na drazwuH-dRzweH-viparilopaH-
   vidyate" iti, "ekamevādvitīya'miti, "paśyatyacakṣuḥ sa śṛṇotyakarṇa" iti,	vidyate" iti, "ekam-eva-advitIya-amiti, "paSyati-acakzuH sa SRNoti-akarNa" iti,
   "dve brahmaṇī veditavye parañcāparameva ce'ti, "yajñena yajñamayajanta	"dve brahmaNI veditavye paraQca-aparam-eva ce-ati, "yajQena yajQam-ayajanta
   devā" iti, (yajño (275) vai devā iti) "yajño vai viṣṇu'ratyādi /	devA" iti, (yajQaH (275) vE devAH iti) "yajQaH vE vizNu-arati-Adi /
   smaryate ca- (gī.) "sarvadharmān parityajya māmekaṃ śaraṇaṃ vraja" iti,	smaryate ca (gI.) "sarva-DarmAn parityajya mAm-ekam SaraNam vraja" iti,
   "madarthaṃ karma kaunteya muktasaṅgaḥsamācara" iti, "yajñārthāt karmaṇo	"mad-arTam karma kOnteya mukta-saFgaH-samAcara" iti, "yajQa-arTAt karmaNaH-
   'nyatra loko 'yaṃ karmabandhana" iti, "yajñāyācarataḥ karma samagraṃ	anyatra lokaH ayam karma-banDana" iti, "yajQAya-AcarataH karma samagram
   pravilīyate" ityādi /	pravilIyate" ityAdi /
   anuśiṣyate ca sāṅkhyapravacane īśvarapraṇidhānam /	anuSizyate ca sAFKya-pravacane ISvara-praNiDAnam /
   tamimaṃ jyotiṣṭomādibhiriṣṭaiḥ, prāsādādinā pūrtena,śītātapasahanādinā	tam-imam jyotizwoma-AdiBiH-izwEH, prAsAda-AdinA pUrtena,-SIta-Atapa-sahana-AdinA
   tapasā, ahiṃsādibhiryamaiḥ, śaucasantoṣādibhirniyamaiḥ,	tapasA, ahiMsA-AdiBiH-yamEH, SOca-santoza-AdiBiH-niyamEH,
   āsana(276)prāṇāyāmādinā yogena maharṣayo 'pi vividiṣanti /	Asana-(276)-prANAyAma-AdinA yogena mahA-RzayaH api vividizanti /
   tasmin jñāte sarvamidaṃ jñātaṃ bhavatītyevaṃ vijñāya śrutvaikatānastatparo	tasmin jQAte sarvam-idam jQAtam Bavati-iti-evam vijQAya SrutvA-ekatAnaH-tad-paraH-
   bhavet /	Bavet /
   yattedaṃ gīyate- "manmanā bhava madbhakto madyājī māṃ namaskuru /	yat-ta-idam gIyate "mad-manAH Bava mad-BaktaH mad-yAjI mAm namaskuru /
   māmevaiṣyasi yuktvaivamātmānaṃ matparāyaṇaḥ" /	mAm-eva-ezyasi yuktvA-evam-AtmAnam mad-parAyaNaH" /
   "bhoktāraṃ yajñatapasāṃ sarvalokamaheśvaram /	"BoktAram yajQa-tapasAm sarva-loka-maheSvaram /
   suhṛdaṃ sarvabhūtānāṃ jñātvā māṃ śāntimṛcchati" iti /	suhRdam sarva-BUtAnAm jQAtvA mAm SAntim-Rd-Cati" iti /
   [ku.5.690] ityevaṃ śrutinītisamplavajalairbhūyobhirākṣālite /	[ku.5.690] iti-evam Sruti-nIti-samplava-jalEH-BUyoBiH-AkzAlite /
   yeṣāṃ nāspadamādadhāsi hṛdaye te śaulasārāśayāḥ (277) //	yezAm na-Aspadam-AdaDA-asi hRdaye te SOla-sAra-ASayAH (277) //
   kint.u prastutavipratīpavidhayo 'pyuccairbhavaccintakāḥ /	kint.u prastuta-vipratIpa-viDayaH api-uccEs-Bavat-cintakAH /
   kāle kāruṇika! tvayaiva kṛpayā te bhāvanīyā (278) narāḥ //18 //	kAle kAruNika! tvayA-eva kRpayA te BAvanIyAH (278) narAH //18 //
   asmākaṃ tu nisargasundara! cirācceto nimagnaṃ tvayī tyaddhā'nandanidhe!	asmAkam tu nisarga-sundara! cirAt-cetaH nimagnam tvayI tyadDA-ananda-niDe!
   tathāpi taralaṃ nādyāpi santṛpyate (279) //	taTA-api taralam na-adya-api santRpyate (279) //
   tannātha! tvaritaṃ vidhehi karuṇāṃ yena tvadekāgratām /	tad-nATa! tvaritam viDehi karuNAm yena tvad-ekAgra-tAm /
   yāte cetasi nāpnuvāma śataśo yāmyāḥ punaryātanāḥ //19 //	yAte cetasi na-ApnuvAma SataSas yAmyAH punar-yAtanAH //19 //
   ityeṣa nītikusumāñjalirujjvalaśrīryadvāsayedapi ca dakṣiṇavāmakau (gau)	iti-eza nIti-kusuma-aQjaliH-ujjvala-SrIH-yat-vAsayet-api ca dakziNa-vAmakO (gO)
   dvau /	dvO /
   no vā tataḥ kimamareśagurorgurustu prīto 'stvanena padapīṭhasamarpitenar	no vA tatas kim-amara-ISa-guroH-guruH-tu prItaH astu-anena pada-pIWa-samarpitena-r
   (paṇena?280) //20 //	(paNena?280) //20 //
   iti nyāyācāryapadāṅkitaśrīmadudayanaviracitaṃ nyāyakusumāñjaliprakaraṇaṃ	iti nyAya-AcArya-pada-aFkita-SrImat-udayana-viracitam nyAya-kusuma-aQjali-prakaraNam
   sampūrṇam // //	sampUrNam // //
   oṃ tatsat /	om tat-sat /
   brahmārpaṇaṃ bhavatu /	brahmArpaNam Bavatu /
   śubhamastu /	SuBam-astu /
   śrīrastu //	SrIraH-tu //
   i /	i /
