   Pdhs_0.0 praśastapādabhāṣyam./	PDs_0.0 praSasta-pAda-BAzyam./
   āśramiṇām.tu.brahmacāriṇo.gurukulanivāsinaḥ.svaśāstravihitāni.guruśuśrūṣāgnīndhanabhaikṣyācaraṇāni.madhumāṃsadivāsvapnāṃjanābhyañajanādivarjanam.ca./	ASramiNA-m.tu.brahmacAriNaH-.-guru-kula-nivAsinaH.sva-SAstra-vihita-ani.guru-SuSrUzA-agni-inDana-BEkzI-AcaraNA-ni.maDu-mAMsa-divAsvapna-aMjana-aByaQaja
   Pdhs_8.22(273.1)	PDs_8.22(273.1)
   vidyāvratasnātakasya.kṛtadārasya.gṛhasthasya.śālīnayāyāvaravṛttyupārjitair.arthair.bhūtamanuṣyadevapitṛbrahmākhyānām.pañvānām.mahāyajñānam.sāyamprātaranuṣṭhānam.ekāgnividhānena.pākayajñasaṃsthānām.ca.nityānām.śaktau.vidyamānāyām.agnyādheyādīnām.ca.haviryajñasaṃsthānām.agniṣṭomādīnām.somayajñasaṃsthānām.ca./	vidyA-vrata-snAtakasya.kRta-dArasya.gRhasTa-sya.Sa-AlInayAyAvara-vRtti-upArjitEH-.arTEH-.BUta-manuzya-deva-pitR-brahma-AKyAnAm-.paQvAnAm.mahA-yaj
   ṛtvantareṣu.brahmacaryam.apatyotpādanam.ca./	Rtu-antarezu.-brahmacaryam-.apatya-utpAdanam.ca./
   brahmacāriṇo.gṛhasthasya.vā.grāmān.nirgatasya.vanavāso.valkakājinakeśaśmaśrunakharomadhāraṇam.ca./	brahmacAriNaH-.gRhasTasya.vA.grAmAn-.nirgata-sya.vana-vAsa-u.valkaka-ajina-keSa-SmaSru-naKa-roma-DAraNam-.ca./
   vanyahutātithiśeṣabhojanāni.vānaprasthasya./	vanya-huta-atiTi-Seza-Bojana-ani.vAnaprasTasya./
   trayāṇām.anyatamasya.śraddhāvataḥ.sarvabhūtebhyo.nityam.abhayam.dattvā.samnyasya.svāni.karmāṇi.yamaniyameṣv.apramattasya.ṣaṭpadārthaprasaṃkhyānād.yogaprasādhanam.pravrajitasyeti./	trayANAm-.anyatamasya-.SradDAvataH.-sarva-BUteByaH-.-nityam-.aBayam-.dattvA.-samnyasya.-svAni.karma-aNi.yam-aniyamezu-.apramattasya.-zaz-padArTa-
   dṛṣṭam.prayojanam.anuddiśyaitāni.sādhanāni.bhāvaprasādam.cāpekṣyātmamanasoḥ.samyogād.dharmotpattir.iti.//	dRzwam-.prayojanam.anuddiSya-etA-ni.sADanA-ni.BAva-prasAdam-.cApekzya-Atma-manasoH.samyogAt-.Darma-utpattiH-.iti.//
   Pdhs_8.23(280.4) adharmo.'py.ātmaguṇaḥ./	PDs_8.23(280.4) aDarmaH-.-api-.Atma-guNaH./
   kartur.ahitapratyavāyahetur.atīndriyo.'ntyaduhkhasaṃvijñānavirodhī./	kartuH-.ahita-pratyavAya-hetuH-.ati-indriyaH-.-antya-duhKa-saMvijQAna-viroDI./
   tasya.tu.sādhanāni.śāstre.pratiṣiddhāni.dharmasādhanaviparītāni.hiṃsānṛtasteyādīni.vihitākaraṇam.pramādaś.caitāni.duṣṭābhisandhim.cāpekṣyātmamanasoḥ.samyogād.adharmasyotpattiḥ.//	tasya-.tu.sADanA-ni.SAstre.pratizidDa-ani.-Darma-sADana-viparIta-ani.hiMsA-anRta-steya-AdI-ni.vihita-akaraNam-.pramAda-S.ca-etA-ni.duzwa-aBisanDim-.cApe
   Pdhs_8.24(280.20)	PDs_8.24(280.20)
   aviduṣo.rāgadveṣavataḥ.pravartakāddharmāt.prakṛṣṭāt.svalpādharmasahitāt.brahmendraprajāpatipitṛmanuṣyalokeṣv.āśayānurūpair.iṣṭaśarīrendriyaviṣayasukhādibhir.yogo.bhavati./	aviduzA-u.rAga-dvezavataH.-pravartakAt-harmAt.-prakRzwa-at.su-alpa-aDarma-sahitAt.brahma-indra-prajApati-pitR-manuzya-lokezu-.ASaya-anurUpEH-.izwa-Sar
   tathā.prakṛṣṭād.adharmāt.svalpadharmasahitāt.pretatiryagyonisthāneṣv.aniṣṭaśarīrendriyaviṣayaduhkhābhir.yogo.bhavati./	taTA-a.prakRzwAt-.a-DarmAt.su-alpa-Darma-sahita-at.-preta-tiryagyoni-sTAnezu-.anizwa-SarIra-indriya-vizaya-duhKABiH-.yogaH-.Bavati./
   Pdhs_8.24(281.1)	PDs_8.24(281.1)
   evam.pravṛttilakṣaṇād.dharmād.adharmasahitād.devamanuṣyatiryaṅnārakeṣu.punaḥ.punaḥ.saṃsārabandho.bhavati.//	evam-.pravRtti-lakzaNAt-.DarmAt-.a-Darma-sahita-Ad.deva-manuzya-tiryak-nAraka-izu.-punaH.punaH.-saMsAra-banDa-u.Bavati.//
   Pdhs_8.24(281.19)	PDs_8.24(281.19)
   jñānapūrvakāt.tu.kṛtād.asaṃkalpitaphalād.viśuddhe.kule.jātasya.duhkhavigamopāyajijñāsor.ācāryam.upasaṅgamyotpannaṣaṭpadārthatattvajñānasyājñānanivṛttau.viraktasya.rāgadveṣādyabhāvāt.tajjayor.dharmādharmayor.anutpattau.pūrvasaṅcitayoś.copabhogān.nirodhe.santoṣasukham.śarīraparicchedam.cotpadya.rāgādinivṛttau.nivṛttilakṣaṇaḥ.kevalo.dharmaḥ.paramārthadarśanajam.sukham.kṛtvā.nivartate./	jQAna-pUrva-kAt.tu.kRta-Ad.a-saMkalpita-PalAd.viSudDe.-kule.-jAtasya.-duhKa-vigama-upAya-jijQAsoH-.AcAryam-.upasaFgamya-utpanna-zawpadArTa-tattva-j
   tadā.nirodhāt.nirbījasyāt.manaḥ.śarīrādinivṛttiḥ.punaḥ.śarīrādyanutpattau.dagdhendhanānalavadupaśamo.mokṣa.iti.//	tadA-a.niroDa-at.-nirbIjasya-at.manaH.-SarIra-Adi-nivRttiH.punaH.-SarIra-Adi-anutpattO.-dagDa-inDana-anala-vat-upaSama-u.mokza-.iti.//
   Pdhs_8.24(287.17)	PDs_8.24(287.17)
   śabdo.'mbaraguṇaḥ.śrotragrāhyaḥ.kṣaṇikaḥ.kāryakāraṇobhayavirodhī.samyogavibhāgaśabdajaḥ.pradeśavṛttiḥ.samānāsamānajātīyakāraṇaḥ./	SabdaH-.-ambara-guNaH.-Srotra-grAhyaH.kzaNikaH.-kArya-kAraNa-uBaya-viroDI.-samyoga-viBAga-Sabda-jaH.-pradeSa-vRttiH.samAna-asamAna-jAtIya-kAraNaH./
   sa.dvividho.varṇalakṣaṇo.dhvanilakṣaṇaś.ca./	sa.dviviDaH-.-varNa-lakzaNaH-.DvanilakzaNa-S.ca./
   tatra.akārādirvarṇalakṣaṇaḥ.śaṅkhādinimitto.dhvanilakṣaṇaś.ca./	tatra.akAra-AdiH-varNa-lakzaNaH.-SaFKa-Adi-nimittaH-.DvanilakzaNa-S.ca./
   tatra.varṇalakṣaṇasyotpattir.ātmamanasoḥ.samyogāt.smṛtyapekṣād.varṇoccāraṇecchā.tadanantaram.prayatnas.tam.apekṣamāṇād.ātmavāyusamyogād.vāyau.karma.jāyate.sa.cordhvam.gacchan.kaṇṭhādīn.abhihanti.tataḥ.sthānavāyusamyogāpekṣamāṇāt.sthānākāśasamyogāt.varṇotpattiḥ./	tatra.varNa-lakzaNasya-utpattiH-.Atma-manasoH.samyaH-gAt.smRti-apekzA-d.varNa-uccAraNa-icCA.-tad-anantaram-.prayatna-s.tam.apekzamANa-Ad.a-Atma-vAyuH-
   Pdhs_8.24(288.2)	PDs_8.24(288.2)
   avarṇalakṣaṇo.'pi.bherīdaṇḍasamyogāpekṣād.bheryākāśasamyogād.utpadyate./	avarNa-lakzaNaH-.-api.BerI-daNxa-samyoga-apekzAd.BerI-AkASa-samyogAt-.utpadyate./
   veṇuparvavibhāgād.veṇvākāśavibhāgāc.ca.śabdāc.ca.samyogavibhāganiṣpannādvīcīsantānavac.chabdasantāna.ity.evamṇ.santānena.śrotrapradeśam.āgatasya.grahaṇam.śrotraśabdayor.gamanāgamanābhāvād.aprāptasya.grahaṇam.nāsti.prariśeṣāt.santānasiddhir.iti.//	veNu-parva-viBAgAt-.veNu-AkASa-viBAga-Ac.ca.-Sabda-Ac.ca.-samyoga-viBAga-nizpannAt-vIcI-santAna-vac.-Sabda-santAna-.iti-.evamN.-santAnena.-Srotra-prad
   Pdhs_8.0(288.9) praśastapādabhāṣye.guṇapadārthaḥ.samāptaḥ.//	PDs_8.0(288.9) praSasta-pAda-BAzye.-guNa-padArTaH.-samAptaH.//
   Pdhs_9.0(290.1) atha.karmapadārthanirūpaṇam./	PDs_9.0(290.1) aTa.-karma-padArTa-nirUpaNam./
   Pdhs_9.1(290.2) utkṣepaṇādīnām.pañcānām.api.karmatvasambandhaḥ./	PDs_9.1(290.2) utkzepaNa-AdInAm-.paQcAnAm-.api.karma-tva-sambanDaH./
   ekadravyavattvam.kṣaṇikatvam.mūrtadravyavṛttitvam.aguṇavattvam.gurutvadravatvaprayatnasamyogajatvam.svakāryasamyogavirodhitvam.samyogavibhāganirapekṣakāraṇatvam.asamavāyikāraṇatvam.svaparāśrayasamavetakāryārambhakatvam.samānajātīyānārambhakatvam.dravyānārambhakatvam.ca.pratiniyatajātiyogitvam./	eka-dravyavat-tvam-.kzaNika-tvam.mUrta-dravya-vRtti-tvam.a-guNavat-tvam-.guru-tva-drava-tva-prayatna-samyoga-ja-tvam-.sva-kArya-samyoga-viroDi-tvam-.s
   digviśiṣṭakāryārambhakatvam.ca.viśeṣaḥ.//	diS-viSizwa-kArya-AramBaka-tvam-.ca.-viSezaH.//
   Pdhs_9.2.1(291.10)	PDs_9.2.1(291.10)
   tatrotkṣepaṇam.śarīrāvayaveṣu.tat.sambaddheṣu.ca.yad.ūrdhvabhāgibhiḥ.pradeśaiḥ.samyogakāraṇam.adhobhāgbhiś.ca.pradeśaiḥ.vibhāgakāraṇam.karmotpadyate.gurutvaprayatnasamyogebhyas.tad.utkṣepaṇam.//	tatra-utkzepaNam-.SarIra-avayava-izu.-tat.-sambadDa-izu.-ca.yad.u-UrDva-BAgiBiH.-pradeSEH.-samyoga-kAraNam-.aDas-BAgBiH-.ca.-pradeSEH.viBAga-kAraNam.ka
   Pdhs_9.2.1(291.17) tad.viparītasamyogavibhāgakāraṇam.karmāpakṣepaṇam.//	PDs_9.2.1(291.17) tad-.viparIta-samyoga-viBAga-kAraNam-.karma-apakzepaNam.//
   Pdhs_9.2.2(291.21)	PDs_9.2.2(291.21)
   ṛjuno.dravyasyāgrāvayvānām.tad.deśair.vibhāgaḥ.samyogaś.ca.mūlapradeśair.yena.karmaṇāvayavī.kuṭilaḥ.saṃjāyate.tad.ākuñcanam.//	Rjuno.-dravyasya-agrA=-ayvAnAm-.tad-.deSEH-.viBAgaH.-samyoga-S.ca.-mUla-pradeSEH-.yena.-karmaNA-avayavI.-kuwilaH.-saMjAyate.tat-.AkuQcanam.//
   Pdhs_9.2.2(292.3)	PDs_9.2.2(292.3)
   tadviprayayeṇa.samyogavibhāgotpattau.yena.karmaṇāvayavī.ṛjuḥ.sampadyate.tat.prasāraṇam.//	tad-viprayayeNa.-samyoga-viBAga-utpattO.yena.-karmaNA-avayavI-.RjuH.sampadyate.-tat.-prasAraNam-.//
   Pdhs_9.2.3(292.6)	PDs_9.2.3(292.6)
   yad.aniyatadikpradeśasamyogavibhāgakāraṇam.tad.gamanam.iti.//	yat-.aniyata-diS-pradeSa-samyoga-viBAga-kAraNam-.tad-.-gamanam-.iti.//
   Pdhs_9.3(292.8)	PDs_9.3(292.8)
   etat.pañcavidham.api.karma.śarīrāvayaveṣu.tat.sambaddheṣu.ca.sat.pratyayam.asat.pratyayam.ca.yad.anyat.tad.apratyayam.eva.teṣv.anyeṣu.ca.tad.gamanam.iti./	etat.paQcaviDam-.api.karma.-SarIra-avayava-izu.-tat.-sambadDa-izu.-ca.sat.-pratyayam.asat.-pratyayam-.ca.yat-.anyat.tad.a-pratyayam-.eva.tezu-.an
   karmaṇām.jātipañcakatvam.ayuktaṃgamanāviśeṣāt./	karmaNA-Am.jAti-paQcaka-tva-m.a-yuktaMgamanA-viSeza-at./
   sarvam.hi.kṣaṇikam.karma.gamanamātram.utpannam.svāśrayasyordhvam.adhis.tiryag.vāpy.aṇumātraiḥ.pradeśaiḥ.samyogavibhāgātn.karoti.sarvatra.gamanapratyayo.'vusiṣṭas.tasmād.gamanam.eva.sarvam.iti./	sarvam-.hi.-kzaNikam-.karma.-gamana-mAtram-.utpannam-.svASrayasya-UrDvam.aDi-s.tiryak-.vApi-.aNu-mAtrEH.-pradeSEH.-samyoga-viBAga-atn.karoti.sarv
   na.vargaśaḥ.pratyayānuvṛttivyāvṛttidarśanāt.ihotkṣepaṇam.paratrāpakṣepaṇam.ity.evam.ādi.sarvatra.vargaśaḥ.pratyayānuvṛttivyāvṛttī.dṛṣṭe.tad.dhetuḥ.sāmānyaviśeṣabhedo.'vagamyate./	na.vargaSas-.pratyaya-anuvRtti-vyAvRtti-darSanAt.iha-utkzepaNam-.para-trApa-kzepaNam-.iti-.evam.Adi.sarvatra.varga-Sas-.-pratyaya-anuvRtti-vyAvRt
   teṣām.udādyupasargaviśeṣāt.pratiniyatadigviśiṣṭakāryārambhatvād.upalakṣaṇabhedo.'pi.siddhaḥ./	tezAm-.uda-Adi-upasarga-viSezAt.-pratiniyata-diS-viSizwa-kArya-AramBa-tvAt-.upalakzaNa-BedaH-.-api.sidDaH./
   evam.api.pañcaivety.avadhāraṇānupapattiḥ./	evam-.api.paQca-eva-iti-.avaDAraNa-anupapattiH./
   niṣkrāmaṇapraveśanādiṣv.api.vargaśaḥ.pratyayānuvṛttivyāvṛttidarśanāt./	nizkrAmaNa-praveSana-Adizu-.api.varga-SaH.-pratyaya-anuvRtti-vyAvRtti-darSanAt./
   yady.utkṣepaṇādiṣu.sarvatra.vargaśaḥ.pratyayānuvṛttivyāvṛttidarśanāj.jātibheda.iṣyate.evam.ca.niṣkramaṇapraveśanādiṣv.api./	yadi-.utkzepaNa-Adizu.-sarvatra.varga-Sas-.-pratyaya-anuvRtti-vyAvRtti-darSana-aj.-jAti-Beda-.izyate.-evam-.ca.-nizkramaNa-praveSana-Adizu-.api./
   kāryabhedāt.teṣu.pratyayānuvṛttivyāvṛttī.iti.cet.na.utkṣepaṇādiṣv.api.kāryabhedād.eva.pratyayānuvṛttivyāvṛttiprasaṅgaḥ./	kArya-Beda-at.tA-izu.-pratyaya-anuvRtti-vyAvRttI-.iti.-cet.na.utkzepaNa-Adizu-.api.kArya-BedAt-.eva.-pratyaya-anuvRtti-vyAvRtti-prasaFgaH./
   atha.samāne.vargaśaḥ.pratyayānuvṛttivyāvṛttisadbhāve.utkṣepaṇādīnām.eva.jātibhedo.na.niṣkramaṇādīnām.ity.atra.viśeṣahetur.astīti.na.jātisaṅkaraprasaṅgāt./	aTa.-samAne.-varga-Sas-.-pratyaya-anuvRtti-vyAvRtti-sadBAve.utkzepaNa-AdInAm-.eva.-jAti-BedaH-.na.-nizkramaNa-AdInAm-.iti-.atra.-viSeza-hetuH-.asti-iti.n
   niṣkramaṇādīnām.jātibhedāt.pratyayānuvṛttivyāvṛttau.jātisaṅkaraḥ.prasajyate./	nizkramaNa-AdInAm-.jAti-BedAt.-pratyaya-anuvRtti-vyAvRttO.-jAti-saFkaraH.-prasajyate./
   katham.dvayor.draṣṭror.ekasmād.apavarakādapavarakāntaram.gacchato.yugapan.niṣkramaṇapraveśanapratyayau.dṛṣṭau.tathā.dvārapradeśe.praviśati.niṣkrāmatīti.ca./	kaTam-.dvayoH-.drazwroH-.ekasmAt-.apa-varakAt-apa-varaka-antaram.gacCato.yugapan.-nizkramaNa-praveSana-pratyayO.dRzwO.-taTA.dvAra-pradeSe.-pra
   yadā.tu.pratisīrādyapanītam.bhavati.tadā.na.praveśanapratyayo.nāpi.niṣkramaṇapratyayaḥ.kin.tu.gamanapratyaya.eva.bhavati./	yadA-a.tu.-pratisIra-Adi-apanItam-.Bavati.tadA.na.-praveSana-pratyaya-u.na-api.nizkramaNa-pratyayaH.-kin.tu.-gamana-pratyaya-.eva.-Bavati./
   tathā.nālikāyām.vaṃśapattrādau.patati.bahūnām.draṣṭqṇām.yugapadbhramaṇapatanapraveśanapratyayā.dṛṣṭā.iti.jātisaṅkaraprasaṅgaḥ./	taTA-a.nAlikAyAm-.vaMSa-pattra-AdO.patati.-bahUn-Am.drazwqNA-m.yugapad-BramaNa-patana-praveSana-pratyayA.-dRzwa-a.iti.-jAti-saFkara-prasaFgaH./
   na.caivam.utkṣepaṇādiṣu.pratyayasaṅkaro.dṛṣṭaḥ.tasmād.utkṣepaṇādīnām.eva.jātibhedāt.pratyayānuvṛttivyāvṛttī.niṣkramaṇādīnām.tu.kāryabhedād.iti./	na.ca-evam-.utkzepaNa-Adizu.-pratyaya-saFkaraH-.dRzwaH.tasmAt-.utkzepaNa-AdInAm-.eva.-jAti-BedAt.-pratyaya-anuvRtti-vyAvRttI.-nizkramaNa-AdInAm-.tu.kA
   katham.yugapat.prayayabheda.iti.cet./	kaTam-.yugapat.-prayaya-Beda-.iti.cet./
   atha.matam.yathā.jātisaṅkaro.nāsit.evam.anekakarmasamāveśo.'pi.nāstīty.ekasmin.karmaṇi.yugapad.draṣṭqṇām.bhramaṇapatanapraveśanapratyayāḥ.katham.bhavantīti./	aTa.matam-.yaTA.-jAti-saFkaro.na-asit.evam-.aneka-karma-samAveSaH-.-api.na-asti-iti-.ekasmin.karmaNi.-yugapad-.drazwqNAm-.BramaNa-patana-praveSana-pr
   atra.brūmaḥ.na.avayavāvayavinor.digviśiṣṭasamyogavibhāgānām.bhedāt./	atra.brUmaH.na.a-vayava-avayavinor.digviSizwa-samyoga-viBAgAnAm.Beda-at./
   Pdhs_9.3(294.1)	PDs_9.3(294.1)
   yo.hi.draṣṭā.avayavānām.pārśvataḥ.paryāyeṇa.dikpradeśaiḥ.samyogavibhāgān.paśyati.tasya.bhramaṇapratyayo.bhavti.yo.hy.avayavini.ūrdhvapradeśair.vibhāgam.adhaḥ.samyogam.cāvekṣate.tasya.patanapratyayo.bhavati./	yaH-.hi.-drazwa-a.ava-yavAnAm.pArSvataH.-paryAyeNa.diS-pradeSEH.samyoga-viBAgAn.paSyati.tasya.-BramaNa-pratyaya-u.Bavti.yo.hi-.a-vayavi-ni.UrDv
   yaḥ.punar.nālikāntar.deśe.samyogam.bahir.deśe.ca.vibhāgam.paśyati.tasya.praveśanapratyayo.bhavatīti.siddhaḥ.kāryabhedān.niṣkramaṇādīnām.pratyayabheda.iti./	yaH.punar.nAlikA-antar.-deSe.-samyogam.bahis-.deSe.-ca.-viBAgam.paSyati.tasya.-praveSana-pratyayaH-.Bavati-iti.-sidDaH.-kArya-BedAn-.nizkramaNAd
   bhavatūtkṣepaṇādīnām.jātibhedāt.pratyayabhedaḥ.niṣkramaṇādīnām.tu.kāryabhedād.iti.//	Bavatu-utkzepaNa-AdInAm-.jAti-BedAt.-pratyaya-BedaH.-nizkramaNa-AdInAm-.tu.kArya-BedAt-.iti.//
   Pdhs_9.3(296.1)	PDs_9.3(296.1)
   atha.gamanatvam.kim.karmatvaparyāyaḥ.āhosvid.aparam.sāmānyam.iti./	aTa.-gamana-tvam-.kim.karma-tva-paryAyaH-.Ahosvit-.aparam.-sAmAnyam-.iti./
   kutas.te.saṃśayaḥ./	kutas.te.-saMSayaH./
   samas.teṣūtkṣepaṇādiṣu.karmapratyayavad.gamanapratyayāviśeṣāt.karmatvaparyāya.iti.gamyate./	sama-s.tezu-utkzepaNa-Adizu.-karma-pratyaya-vat-.gamana-pratyaya-aviSezAt.-karma-tva-paryAya-.iti.-gamyate./
   yatas.tūtkṣepaṇādivad.viśeṣasaṃjñayābhihitam.tasmād.aparam.sāmānyam.syād.iti./	yatas.tu-utkzepaNa-Adi-vat-.viSeza-saMjQayA-aBihitam-.tasmAt-.aparam.-sAmAnyam-.syAt-.iti./
   na./	na./
   karmatvaparyāyatvāt./	karma-tva-paryAya-tva-at./
   ātmatvapuruṣatvavat.karmatvaparyāya.eva.gamanatvam.iti./	Atma-tva-puruza-tva-vat.-karma-tva-paryAya-.eva.-gamana-tvam-.iti./
   atha.viśeṣasaṃjñayā.kim.artham.gamanagrahaṇam.kṛtam.iti.na.bhramaṇādyavarodhārthatvāt./	aTa.-viSeza-saMjQayA-a.kim-.arTam-.gamana-grahaNam-.kRtam.iti.na.-BramaNa-Adi-avaroDa-arTa-tva-at./
   utkṣepaṇādiśabdair.anavaruddhānām.bhramaṇapatanaspandanādīnām.avarodhārtham.gamanagrahaṇam.kṛtam.iti./	utkzepaNa-Adi-SabdEH-.anavarudDAnAm-.BramaNa-patana-spandana-AdInAm-.avaroDa-arTam-.gamana-grahaNam-.kRtam-.iti./
   anyathā.hi.yāny.eva.catvāri.viśeṣasaṃjñayoktāni.tāny.eva.sāmānyaviśeṣasaṃjñāviṣayāṇi.prasajyerann.iti./	anyaTA-a.hi.yAni-.eva.-catvAri.-viSeza-saMjQayA-ukta-ani.tAni-.eva.-sAmAnya-viSeza-saMjQA-vizayANi.prasajyeran-=-.iti./
   athavā.astv.aparam.sāmānyam.gamanatvam.aniyatadigdeśasamyogavibhāgakāraṇeṣu.bhramaṇādiṣv.eva.vartate.gamanaśabdaś.cotkṣepaṇādiṣu.bhākto.draṣṭavyaḥ.svāśrayasamyogavibhāgakartṛtvasāmānyād.iti.//	aTavA.aH-tu-.aparam.-sAmAnyam-.gamana-tvam.a-niyata-diS-deSa-samyoga-viBAga-kAraNa-izu.-BramaNa-Adizu-.eva.vartate.-gamana-Sabda-S.cA-utkzepaNa-Adizu.B
   Pdhs_9.4(297.19) sat.pratyayakarmavidhiḥ./	PDs_9.4(297.19) sat.-pratyaya-karma-viDiH./
   katham.cikīrṣiteṣu.yajñādhyayanadānakṛṣyādiṣu.yadā.hastam.utkṣeptum.icchaty.apakṣeptum.vā.tadā.hastavaty.ātmapradeśe.prayatnaḥ.saṃjāyate.tam.prayatnam.gurutvā.copekṣamāṇād.ātmahastasamyogād.dhaste.karma.bhavati.hastavat.sarvaśarīrāvayaveṣu.pādādiṣu.śarīre.ceti./	kaTam.cikIrzita-izu.-yajQa-aDyayana-dAna-kRzi-Adizu.yadA.-hastam-.utkzeptum-.icCati-.apakzeptum-.vA.tadA-a.hastavatI-.Atma-pradeSe.-prayatnaH.saM
   tat.sambaddheṣv.api.katham.yadā.hastena.musalam.gṛhītvecchām.karoti.utkṣipāmi.hastena.musalam.iti.tadanantaram.prayatnas.tam.apekṣamaṇād.ātmahastasamyogād.yasminn.eva.kāle.haste.utkṣepaṇakarmotpadyate.tasminn.eva.kāle.tam.eva.prayatnam.apekṣamāṇād.dhastamusalasamyogāt.musalae.'pi.karmeti./	tat.sambadDezu-.api.kaTam-.yadA.hastena.-musalam.gRhItvA-icCAm.karoti-.utkzipAmi.-hastena.-musalam-.iti.-tad-anantaram-.prayatna-s.tam.apekz
   Pdhs_9.4(298.4)	PDs_9.4(298.4)
   tato.dūram.utkṣipte.musale.tadarthecchā.nivartate.punar.apy.apakṣepaṇecchotpadyate.tadanataram.prayatnas.tam.apekṣamāṇād.yathoktāt.samyogād.dhastamusalayor.yugapad.apakṣepaṇakarmaṇī.bhavataḥ.tato.'ntyena.musalakarmaṇolūkhalamusalayor.abhighātākhyaḥ.samyogaḥ.kriyate.sa.samyogomusalagatavegam.apekṣamāṇo.'pratyayam.musale.utpatanakarma.karoti./	tatas-.dUram-.utkzipte.-musale.-tad-arTa-icCA.-nivartate.-punar.api-.apakzepaNa-icCA-utpadyate.-tad-anataram-.prayatna-s.tam.apekzamANAt-.yaTA-uktAt.
   tat.karmābhighātāpekṣam.musale.saṃskāram.ārabhate.tam.apekṣya.musalahastasamyogo.'prayayam.hate.'py.utpatanakarma.karoti./	tat.karma-aBiGAta-apekza-m.musale.-saMskAram.AraBa-te.tam.apekzya.-musala-hasta-samyogo.-aprayayam-.hate.-api-.utpatana-karma.karoti./
   yady.api.prāktanaḥ.saṃskāro.vinaṣṭaḥ.tathāpi.musalolūkhalayoḥ.samyogaḥ.paṭukarmotpādakaḥ.samyogaviśeṣabhāvāt.tasya.saṃskārārambhe.sācivyasamartho.bhavati./	yadi-.api.prAktanaH.-saMskAraH-.-vinazwaH.-taTA-api.musala-ulUKalayoH.-samyogaH.-pawu-karma-utpAdakaH.-samyoga-viSeza-BAva-at.tasya.-saMskAra-AramBe.-s
   athavā.prāktana.eva.paṭuḥ.saṃskāro.'bhighātād.avinaśyann.avasthita.iti./	aTavA.-prAktana-.eva.-pawuH.-saMskAraH-.-aBiGAtAt-.avinaSyan=-.avasTita-.iti./
   ataḥ.saṃskāravati.punaḥ.saṃskārārambho.nāsty.ato.yasmin.kāle.saṃskārāpekṣād.abhighātād.aprayayam.musale.utpatanakarma.tasminn.eva.kāle.tam.eva.saṃskāram.apekṣamāṇāt.musalahastasamyogād.apratyayam.haste.'py.utpatanakarmeti.//	ataH.-saMskAravati.-punaH.-saMskAra-AramBo.-na-asti-.a-to.i-asmin.-kAle.-saMskAra-apekzAt-.aBiGAta-At-.a-prayaya-m.musale.utpatana-karma.-tasmin=-.eva.
   Pdhs_9.4(300.12) paṇim.ukteṣu.gamanavidhiḥ./	PDs_9.4(300.12) paNi-m.ukta-izu.-gamana-viDiH./
   katham.yadā.tomaram.hastena.gṛhītvotkṣeptum.icchotpadyate.tadanantaram.prayatnaḥ.tam.apekṣamāṇād.yathoktāt.samyogadvayāt.tomarahastayor.yugapad.ākarṣaṇakarmaṇī.bhavataḥ./	kaTam-.yadA.-tomaram-.haH-tena.-gRhItvA-utkzeptum-.icCa-utpadyate.-tad-anantaram-.prayatnaH.tam-.apekzamANAt-.yaTA-uktAt.-samyoga-dvaya-at.-toma-rahas
   prasārite.ca.haste.tadākarṣaṇārthaḥ.prayatno.nivartate.tadanantaram.tiryag.ūrdhva.dūram.āsannam.vā.kṣipāmītīcchā.saṃjāyate.tadanantaram.tadnurūpaḥ.prayatnas.tam.apekṣamāṇas.tomarahastasamyogo.nodanākhyaḥ.tasmāt.tomare.karṃtopannam.nodanāpekṣam.tasmin.saṃskāram.ārabhate.tataḥ.saṃskāranodanābhyām.tāvat.karmāṇi.bhavanti.yāvad.dhastatomaravibhāga.iti.tato.vibhāgān.nodane.nivṛtte.saṃskārād.ūrdhvam.tiryag.dūram.āsannam.vā.prayatnānurūpāṇi.karmāṇi.bhavanty.āpatanād.iti.//	prasAriteH-ca.-haste.-tad-AkarzaNa-arTaH.-prayatnaH-.-nivartate.-tad-anantara-m.tiryak-.UrDva.-dUram.Asannam.vA.kzipAmi-iti-icCA.saMjAyate.tat-anan
   Pdhs_9.4(301.13) tathā.yantram.ukteṣu.gamanvidhiḥ./	PDs_9.4(301.13) taTA-a.yantra-m.ukta-izu.-gaman-viDiH./
   katham.yo.balavān.kṛtavyāyāmo.vāmena.kareṇa.dhanur.viṣṭabhya.dakṣiṇena.śaram.sandhāya.saśarām.jyām.muṣṭinā.gṛhītvā.ākarṣaṇecchām.karoti.sajyeṣv.ākarṣayāmy.etad.dhanur.iti./	kaTam-.ya-u.balavAn-.kRta-vyAyAmaH-.vAmena.kareNa.DanuH-.vizwaBya.-dakziNena.Saram.sanDA-ya.-sa-SarAm.jyAm.-muzwinA.-gRhItvA-a.AkarzaNa-icCAm.kar
