   Bhss_1.1:	BhsH-_1.1:
   Bhss_2.211:	BhsH-_2.211:
   jyotsnābhir nava-nīradaḥ kim athavā śuklena nīlo guṇaḥ	jyotsnABiH nava-nIradaH kim aTavA Suklena nIlaH guNaH
   śuddha-sphaṭika-ratna-kānti-salilaiḥ kiṃ vendranīlāṅkuraḥ	SudDa--sPawika-ratna--kAnti--salilEH kim vA-indranIla-aFkuraH
   muktābhiḥ kim u vā tamāla-taruṇaḥ snātaḥ samudbhrājate	muktABiH kim u vA tamAla-taruNaH snAtaH samudBrAjate
   kiṃ vā śyāma-sarojam ujjvala-vidhukṣodair murārer vapuḥ	kim vA SyAma--sarojam ujjvala--viDu-kzodEH murAreH vapuH
   Bhss_2.212:	BhsH-_2.212:
   evaṃ samāpya katame snapanaṃ śubhena	evam samApya katame snapanam SuBena
   śaṅkhodakena śirasi pratipāditena	SaFKa-udakena Sirasi pratipAditena
   aṅgoñchanāṃśukam anekam athopanīya	aFga-uQCana-aMSukam anekam aTa-upanIya
   saṃmārjanaṃ vidadhur asya bhṛśaṃ vinīya	saMmArjanam vidaDuH asya BRSam vinIya
   (Kṛṣṇāhnika-kaumudī 2.28)	(KRzNA-Ahnika-kOmudI 2.28)
   Bhss_2.213:	BhsH-_2.213:
   ādau sucela-śakalair mṛdulair aśuṣkaiḥ	AdO su-cela--SakalEH mRdulEH aSuzkEH
   paścāt krameṇa mamṛjuḥ sita-sūkṣma-śuṣkaiḥ	paScAt krameNa mamRjuH sita--sUkzma--SuzkEH
   āpāda-kuntala-bharam pratisandhi-sandhi	ApAda--kuntala--Baram pratisanDi--sanDi
   te mārjanaṃ vidadhire praṇayānubandhi	te mArjanam vidaDire praNaya-anubanDi
   (Kṛṣṇāhnika-kaumudī 2.29)	(KRzNA-Ahnika-kOmudI 2.29)
   Bhss_2.214:	BhsH-_2.214:
   kaścit kacān gata-jalān dvividhena vāsaḥ-	kaScid kacAn gata--jalAn dviviDena vAsaH-
   khaṇḍena sādhu vidadhe mṛdu-manda-hāsaḥ	KaNxena sADu vidaDe mRdu-manda-hAsaH
   kaścit paṭuḥ kaṭita ād galad ambu-celaṃ	kaScid pawuH kawitaH At galat ambu--celam
   celāntareṇa vinināya kṛtāvahelam	cela-antareNa vininAya kRta-avahelam
   (Kṛṣṇāhnika-kaumudī 2.30)	(KRzNA-Ahnika-kOmudI 2.30)
   Bhss_2.215:	BhsH-_2.215:
   kenāpi nūtanam atitvarayopanītaṃ	kena-api nUtanam ati-tvarayA-upanItam
   kauṣeya-cela-yugalaṃ druta-hema-pītam	kOzeya--cela--yugalam druta--hema--pItam
   kenāpi pāṇi-kamale kramataḥ pradattam	kena-api pANi--kamale kramatas pradattam
   utsārya pūrva-paṭam āśu sa paryadhatta	utsArya pUrva-pawam ASu sa paryaDatta
   (Kṛṣṇāhnika-kaumudī 2.31)	(KRzNA-Ahnika-kOmudI 2.31)
   Bhss_2.216:	BhsH-_2.216:
   tasyāsthitasya ramaṇīya-maṇī-catuṣkaṃ	tasya-AsTitasya ramaNIya-maNI--catuzkam
   prakṣālitāṅghri-kamalasya lasad-vapuṣkam	prakzAlita-aFGri--kamalasya lasat--va-puzkam
   paścād-gatena katamena kumāra-bhṛtye-	paScAt--gatena katamena kumAra-BRtye-
   nāsevi kuntala-bharaḥ kuśalena kṛtye	na-asevi kuntala--BaraH kuSalena kRtye
   (Kṛṣṇāhnika-kaumudī 2.32)	(KRzNA-Ahnika-kOmudI 2.32)
   Bhss_2.217:	BhsH-_2.217:
   bhūyaḥ prasārya parimṛjya muhuḥ prasādhya	BUyas prasArya parimRjya muhur prasADya
   ratna-prasādhanikayā bahuśo viśodhya	ratna--prasADanikayA bahuSas viSoDya
   āvṛtya cela-śakalena satā dviphāla-	AvRtya cela-Sakalena satA dvi-PAla-
   baddhaḥ sa kuntala-bharaḥ prabhayā paphāla	badDaH sa kuntala--BaraH praBayA paPAla
   (Kṛṣṇāhnika-kaumudī 2.33)	(KRzNA-Ahnika-kOmudI 2.33)
   Bhss_2.218:	BhsH-_2.218:
   anyonya-pālana-kṛtā kaca-mecakimnā	anyonya--pAlana-kRtA kaca-mecakimnA
   sūkṣmātisūkṣma-vasanasya ca pāṇḍarimṇā	sUkzma-ati-sUkzma--vasanasya ca pANxarimNA
   nirmoka-moka-parabhogi-nibho 'sya keśa-	nirmoka--moka--para-Bogi--niBaH asya keSa-
   vinyāsa eṣa na hi kasya dṛśor viveśa	vinyAsaH eza na hi kasya dRSoH viveSa
   (Kṛṣṇāhnika-kaumudī 2.34)	(KRzNA-Ahnika-kOmudI 2.34)
   Bhss_2.219:	BhsH-_2.219:
   snānād-ṛjūn sad-alakān atha kuñcayitvā	snAnAt--RjUn sat--alakAn aTa kuQcayitvA
   cāru-svabhāva-ku ilān api rañjayitvā	cAru--svaBAva-ku ilAn api raQjayitvA
   bhāle lilekha tilakaṃ śaśi-maṇḍalābhaṃ	BAle lileKa tilakam SaSi--maNxala-ABam
   śrīkhaṇḍa-kuṅkuma-rasena sujāta-śobham	SrIKaNxa--kuFkuma--rasena sujAta--SoBam
   (Kṛṣṇāhnika-kaumudī 2.35)	(KRzNA-Ahnika-kOmudI 2.35)
   Bhss_2.220:	BhsH-_2.220:
   gārutmatendramaṇi-hīraka-padmarāga-	gArutmatA-indra-maNi--hIraka--padmarAga-
   pradyotanaṃ vidhurayantyam ivāpy anāgaḥ	pradyotanam viDurayantyam iva-api anAgaH
   anya-prabhāva-raṇakāri-mayūkha-sāndraṃ	anya--praBAva-raNa-kAri---mayUKa-sAndram
   śrī-kaustubhābhidham adhatta mahā-maṇīndram	SrI--kOstuBa-aBiDam aDatta mahA-a-maNi-indram
   (Kṛṣṇāhnika-kaumudī 2.36)	(KRzNA-Ahnika-kOmudI 2.36)
   Bhss_2.221:	BhsH-_2.221:
   sthūlena mauktika-phala-prakareṇa kptān	sTUlena mOktika-Pala--prakareNa kptAn
   hārān dadhāra gir-agocaratām avāptān	hArAn daDAra gir-a-gocara-tAm avAptAn
   kañcid viśālatara-vakṣasi nābhikūle	kaQcid viSAlatara--vakzasi na-aBikUle
   kañcit pralambam atha kañcana jānu-mūle	kaQcid pralambam aTa kaQcana jAnu--mUle
   (Kṛṣṇāhnika-kaumudī 2.37)	(KRzNA-Ahnika-kOmudI 2.37)
   Bhss_2.222:	BhsH-_2.222:
   śrī-kuṇḍale maṇimaye makarānukāre	SrI--kuNxale maNi-maye makara-anukAre
   kānti-prabhākṛta-kapola-mahaḥ-pracāre	kAnti--praBA-kRta--kapola--mahaH--pracAre
   śrī-karṇayor upanināya jaloparuddhe	SrI-karNayoH upaninAya jala-uparudDe
   snānotsavena virahayya sa pūrva-siddhe	snAna-utsavena virahayya sa pUrva-sidDe
   (Kṛṣṇāhnika-kaumudī 2.38)	(KRzNA-Ahnika-kOmudI 2.38)
   Bhss_2.223:	BhsH-_2.223:
   sat-paṭṭa-sūtra-kṛta-mañjutara-pralambau	sat--pawwa-sUtra-kRta--maQjutara--pralambO
   sad-ratna-paṭṭamaya-maṅgala-sūtra-cumbau	sad-ratna--pawwam-aya--maFgala-sUtra--cumbO
   gārutmatādi-nava-ratnaja-bāhu-bandhau	gArutmatA-Adi--nava--ratna-ja-bAhu--banDO
   kaścid babandha valayau maṇi-bandha-sandhau	kaScid babanDa valayO maNi-banDa--sanDO
   (Kṛṣṇāhnika-kaumudī 2.39)	(KRzNA-Ahnika-kOmudI 2.39)
   Bhss_2.224:	BhsH-_2.224:
   divyāṅgulīyakam udāram anāmikāyāṃ	divya-aFgulIyakam udAram anAmikAyAm
   tat-padmarāga-mahasāṃ pariṇāmikāyām	tat-padmarAga--mahasAm pariNAmikAyAm
   pṛṣṭhopasanna-maṇimudram avarjanīyaṃ	pRzWa-upasanna-maNi-mudram avarjanIyam
   datte sma kaścid adhi-tarjani rañjanīyam	datte sma kaScid aDi-tarjani raQjanIyam
   (Kṛṣṇāhnika-kaumudī 2.40)	(KRzNA-Ahnika-kOmudI 2.40)
   Bhss_2.225:	BhsH-_2.225:
   nānā-maṇīndra-ghaṭayā ghaṭitānubandhaṃ	nAnA-a-maNi-indra-GawayA Gawita-anubanDam
   pītāṃśukodara-ta īm anu tunda-bandham	pIta-aMSuka-udara--te Im anu tunda-banDam
   māṇikya-kiṅkiṇi-guṇaṃ ca ka īra-mūle	mANikya--kiFkiNi-guNam ca kaH Ira-mUle
   kaścid babandha paridhatta-lasad-dukūle	kaScid babanDa pariDatta-lasat--dukUle
   (Kṛṣṇāhnika-kaumudī 2.41)	(KRzNA-Ahnika-kOmudI 2.41)
   Bhss_2.226:	BhsH-_2.226:
   pādāmbujopari maṇīndra-ghaṭānukptaṃ	pAda-ambuja-upari maNi-indra--Gawa-anukptam
   mañjīra-yugmakam atho nakha-candra-dīptam	maQjIra--yugmakam aTo naKa--candra--dIptam
   ādhāya ko 'pi maṇi-darpaṇam atyudāram	ADAya kaH api maNi--darpaNam ati-udAram
   āsyendu-bimbam adhi saspṛham ādadhāra	Asya-indu-bimbam aDi sa-spRham AdaDAra
   (Kṛṣṇāhnika-kaumudī 2.42)	(KRzNA-Ahnika-kOmudI 2.42)
   Bhss_2.227:	BhsH-_2.227:
   atrāntare vraja-purandara-sannideśam	atra-antare vraja--purandara--sannideSam
   ādāya kaścana tad asya gṛhaṃ viveśa	AdAya kaScana tat asya gRham viveSa
   ūce ca kṛṣṇa! janakasya girā bahubhyas	Uce ca kRzNa! janakasya girA bahuByaH-
   tvaṃ dātum arhasi gavām ayutaṃ dvijebhyaḥ	tvam dAtum arhasi gavAm ayutam dvijeByaH
   (Kṛṣṇāhnika-kaumudī 2.43)	(KRzNA-Ahnika-kOmudI 2.43)
   Bhss_2.228:	BhsH-_2.228:
   śrutvā pitur giram asau cikuraṃ nibadhya	SrutvA pituH giram asO cikuram nibaDya
   pītottarīyam api samyag atho viśodhya	pIta-uttarIyam api samyak aTo viSoDya
   ācamya ramya-vadano guṇa-ratna-sānū	Acamya ramya-vadanaH guNa-ratna--sAnU
   rāmānujaḥ sīvamanasā vitatāra dhenūḥ	rAma-anujaH sIva-manasA vitatAra DenUH
   (Kṛṣṇāhnika-kaumudī 2.44)	(KRzNA-Ahnika-kOmudI 2.44)
   Bhss_2.229:	BhsH-_2.229:
   goṣṭheśvarīpsitatamo rasavat-prapākaḥ	gozWeSvarI-psitatamaH rasavat--prapAkaH
   sampādito bhavati yāvad aneka-pākaḥ	sampAditaH Bavati yAvat aneka-pAkaH
   tāvan na soḍhum abhiśaktavatī vilambaṃ	tAvat na soXum aBiSaktavatI vilambam
   sā prāhiṇot kim api bhoktum athāvilambam	sA prAhiNot kim api Boktum aTa-avilambam
   (Kṛṣṇāhnika-kaumudī 2.45)	(KRzNA-Ahnika-kOmudI 2.45)
   Bhss_2.230:	BhsH-_2.230:
   haiyaṅgavīna-dadhi-dugdha-sarādi-bhakṣyam	hEyaFga-vIna--daDi-dugDa--sara-Adi-Bakzyam
   etat sameta-ghanasāra-rajo 'bhibhakṣya	etat sameta--Gana-sAra--rajaH aBiBakzya
   ācamya ca priya-sakhāṃsa-kṛtāvalambas	Acamya ca priya--saKa-aMsa-kRta-avalambas
   tāmbūlamāda madhurānana-candra-bimbaḥ	tAmbUlam-Ada maDura-Anana--candra--bimbaH
   (Kṛṣṇāhnika-kaumudī 2.46)	(KRzNA-Ahnika-kOmudI 2.46)
   Bhss_2.231:	BhsH-_2.231:
   niśamyemāṃ vārttāṃ pramuditavatī sīdhu-sadṛśīṃ	niSamya-imAm vArttAm pramuditavatI sIDu--sadRSIm
   svayaṃ paktvā yan no tad-aśanam asau kāritavatī	svayam paktvA yat no tad--aSanam asO kAritavatI
   viṣaṇṇā bāṣpāṇāṃ hima-mihikā-bindu-nikaraṃ	vizaNNAH bAzpANAm hima-mihikA--bindu--nikaram
   mumocevākṣibhyāṃ jalaja-yugataḥ śīkara-kaṇam	mumoca-iva-akziByAm jalaja-yugataH SIkara--kaNam
   Bhss_2.232:	BhsH-_2.232:
   atrāntare vrajapurādhipayā'napāya-	atra-antare vraja-pura-aDipayA-anapAya-
   vātsalya-kalpa-latayā'tirayān nirdiṣṭā	vAtsalya--kalpa-latayA-atirayAt nirdizwA
   āgatya kundalatikāntim etad akṣi-	Agatya kunda-latikAntim etat akzi-
   bhṛṅga-pramoda-kṛtaye kṛtinī vyarājīt	BRFga--pramoda--kRtaye kRtinI vyarAjIt-
   (Kṛṣṇa-bhāvanāmṛtam 4.109)	(KRzNa--BAvanA-amRtam 4.109)
   Bhss_2.233:	BhsH-_2.233:
   anyonya-darśana-samudgamana-smitāḍhya-	anyonya-darSana--samudga-mana--smita-AXya-
   śastānuyoga-rabhasonnati-sīdhu-vṛṣṭiḥ	Sasta-anuyoga--raBasa-unnati--sIDu--vRzwiH
   sadyo babhūva yata eva tadā tad-āli-	sadyas baBUva yatas eva tadA tat--Ali-
   vṛndaṃ nananda sama-sauhṛda-hṛdya-rociḥ	vRndam nananda sama-sOhRda--hRdya--rociH
   (Kṛṣṇa-bhāvanāmṛtam 4.110)	(KRzNa--BAvanA-amRtam 4.110)
   vrajapura-parameśvarī-prasādaṃ	vraja-pura--parameSvarI--prasAdam
   mayi sakhi! vyakti tavodayo hy akasmāt	mayi saKi! vyakti tava-udayaH hi akasmAt-
   na śiśira-rucinā vinaiva pūrvāṃ	na SiSira-rucinA vinA-eva pUrvAm
   diśam adhi rātri sameti kāpi lakṣmīḥ	diSam aDi rAtri sameti kA-api lakzmIH
   (Kṛṣṇa-bhāvanāmṛtam 5.1)	(KRzNa--BAvanA-amRtam 5.1)
   Bhss_2.235:	BhsH-_2.235:
   tad aham anumime nideśa-dambhāt	tat aham anumime nideSa-damBAt-
   kim api kṛpāmṛtam eva sā vyatārīt	kim api kRpA-amRtam eva sA vyatArIt-
   yad idam anupalabhya yan mamātmā	yat idam anupalaBya yat mama-AtmA
   svam api sakhedam avaity anātmanīnam	svam api saKA-idam avEti anAtmanInam
   (Kṛṣṇa-bhāvanāmṛtam 5.2)	(KRzNa--BAvanA-amRtam 5.2)
   Bhss_2.236:	BhsH-_2.236:
   ajani rasavatī-vidhāpanārthā	ajani rasavatI--viDApana-arTA
   rasavati! te gatir ity avaimi nūnam	rasavati! te gatiH iti avEmi nUnam
   atha kim itarathā javād ayāsīḥ	aTa kim itaraTAH javAt ayAsIH
   prathamato 'nunayanty amūṃ mad-āryām	praTamatas anunayanti amUm mad--AryAm
   (Kṛṣṇa-bhāvanāmṛtam 5.3)	(KRzNa--BAvanA-amRtam 5.3)
   Bhss_2.237:	BhsH-_2.237:
   iti sudṛg-uditāmṛtaṃ pibantī	iti su-dRS--udita-amRtam pibantI
   smita-subhagaṃ nijagāda kundavallī	smita-suBagam nijagAda kundavallI
   tad ayi sakhi! vidhehi tatra yātrām	tat ayi saKi! viDehi tatra yAtrAm
   akṛta-vilambam itaḥ sahāli-vṛndā	akRta-vilambam itas saha-Ali-vRndA
   (Kṛṣṇa-bhāvanāmṛtam 5.4)	(KRzNa--BAvanA-amRtam 5.4)
   Bhss_2.238:	BhsH-_2.238:
   kim iha gurujanāvaler anujñā-	kim iha guru-jana-AvaleH anujQA-
   grahaṇa-vidhāv aṇumātram asti kaṣṭam	grahaNa-viDO aNu-mAtram asti kazwam
   yad atula-dhana-dhenu-dhānya-varṣair	yat atula--Dana-Denu--DAnya--varzEH-
   akṛta vaśāṃ svayam eva tāṃ vrajeśā	akRta vaSAm svayam eva tAm vraja-ISA
   (Kṛṣṇa-bhāvanāmṛtam 5.5)	(KRzNa--BAvanA-amRtam 5.5)
   Bhss_2.239:	BhsH-_2.239:
   nirupadhi-parama-priyo 'su-koṭer	nirupaDi--parama--priyaH asu--koweH-
   api nikhilasya janasya goṣṭha-bhājaḥ	api niKilasya janasya gozWa-BAjaH
   vrajapati-tanayaḥ samīhate yat	vrajapati--tanayaH samIhate yat-
   param iha vipratipattir asti kasya	param iha vipratipattiH asti kasya
   (Kṛṣṇa-bhāvanāmṛtam 5.6)	(KRzNa--BAvanA-amRtam 5.6)
   Bhss_2.240:	BhsH-_2.240:
   sakhi! kim api na veda tat savitrī	saKi! kim api na veda tat savitrI
   tad atula-rocaka-vastu saṃjighṛkṣuḥ	tat atula--rocaka--vastu saMjiGRkzuH
   ucitam anucitaṃ sva-lābha-hānī-	ucitam anucitam su-a-lABa-hAnI-
   nija-para-bhāva-bhidā yaśo 'yaśo vā	nija--para-BAva--BidAH yaSaH ayaSaH vA
   (Kṛṣṇa-bhāvanāmṛtam 5.7)	(KRzNa--BAvanA-amRtam 5.7)
   Bhss_2.241:	BhsH-_2.241:
   pacasi yad api yaś ca tasya bhoktā	pacasi yat api yaH ca tasya BoktA
   sa ca tirayaty amṛtaṃ sadaiva divyam	sa ca tirayati amRtam sadA-eva divyam
   iti nikhila-pureṣv atiprasiddhis	iti niKila--purezu ati-prasidDi-H-
   tava sakhi! kaṃ na camatkaroti bāḍham	tava saKi! kam na camatkaroti bAXam
   (Kṛṣṇa-bhāvanāmṛtam 5.8)	(KRzNa--BAvanA-amRtam 5.8)
   Bhss_2.242:	BhsH-_2.242:
   yad avadhi kalayāṃ babhūva sā tvāṃ	yat avaDi kalayAm baBUva sA tvAm
   munivara-datta-varāṃ varāmbujākṣi!	muni-vara-datta--varAm vara-ambuja-akzi!
   tad avadhi tava pāṇi-saṃskṛtānnā-	tat avaDi tava pANi--saMskRta-annA-
   śana-viratiṃ kvacanāhni nāsya cakre	Sana-viratim kvacana-ahni na-asya cakre
   (Kṛṣṇa-bhāvanāmṛtam 5.9)	(KRzNa--BAvanA-amRtam 5.9)
   jayati yad atighora-daitya-yūthaṃ	jayati yat ati-Gora-dEtya--yUTam
   mṛdula-tanuḥ svaparābubhūṣum eṣaḥ	mRdula--tanuH su-a-parAbuBUzum ezaH
   tvad amala-kara-pakva-bhakta-bhukter	tvat amala--kara-pa-kva--Bakta--BukteH-
   aparam iyaṃ manute na hetum atra	aparam iyam manute na hetum atra
   (Kṛṣṇa-bhāvanāmṛtam 5.10)	(KRzNa--BAvanA-amRtam 5.10)
   Bhss_2.244:	BhsH-_2.244:
   śṛṇu paramayi tattvam atra rādhe	SRNu paramayi tattvam atra rADe
   yad avagataṃ sahasāntaraṃ mayāsyāḥ	yat avagatam sahasA-antaram mayA-asyAH
   pratidinam avalokanaṃ vinā te	pratidinam avalokanam vinA te
   śaśi-mukhi! khidyati sā yathā svasūnoḥ	SaSi-muKi! Kidyati sA yaTA sva-sUnoH
   (Kṛṣṇa-bhāvanāmṛtam 5.11)	(KRzNa--BAvanA-amRtam 5.11)
   Bhss_2.245:	BhsH-_2.245:
   sutanur abhidadhe'vadhehi vijñe	su-tanuH aBidaDe-avaDehi vijQe
   sakhi! tad idaṃ na vadasy ayuktam ittham	saKi! tat idam na vadasi ayuktam itTam
   api tu kulavatīti vāda-bhājāṃ	api tu kulavatI-iti vAda--BAjAm
   sphuṭam aparāṅgana-gāmitety ayuktam	sPuwam apara-aFgana--gAmitA-iti ayuktam
   (Kṛṣṇa-bhāvanāmṛtam 5.12)	(KRzNa--BAvanA-amRtam 5.12)
   Bhss_2.246:	BhsH-_2.246:
   yad api bata sakhīyaṃ rītir eveha loke	yat api bata saKI-iyam rItiH eva-iha loke
   tad api tava vaco no laṅghanīyaṃ kadāpi	tat api tava vacaH naH laFGanIyam kadApi
   anunaya prathamaṃ tāṃ kintu yuktyā hi vṛddhāṃ	anunaya praTamam tAm kintu yuktyA hi vRdDAm
   parivadati tu yā mām āśu labdhvāpi rāyam	parivadati tu yA mAm ASu labDvA-api rAyam
   Bhss_2.247:	BhsH-_2.247:
   tataḥ sāsādya jaṭilāṃ	tatas sa-AsAdya jawilAm
   snuṣāyāṃ ku ilām api	snuzAyAm ku ilAm api
   śrāvayāmāsa sandeśaṃ	SrAvayAmAsa sandeSam
   vrajeśvaryā vicakṣaṇā	vrajeSvaryA vicakzaNA
   (Govinda-līlāmṛtam 3.18)	(Govinda--lIlA-amRtam 3.18)
   ākarṇya sājñāṃ vrajarāja-rājñyāḥ	AkarNya sa-AjQAm vraja-rAja--rAjQyAH
   kṛṣṇāt snuṣāyām api śaṅkamānā	kRzNAt snuzAyAm api SaFkamAnA
   vicintya śikṣām atha paurṇamāsyās	vicintya SikzAm aTa pOrNamAsya-as
   tāṃ kundavallīṃ praṇayād avādīt	tAm kundavallIm praNayAt avAdIt-
   snuṣeyaṃ me sādhvī guṇa-garima-mādhvīka-madhurā	snuzA-iyam me sADvI guNa-garima-mADvIka-maDurA
   janaś chidrānveṣī sa khalu capalo nanda-tanayaḥ	janaH Cidra-anvezI sa Kalu capalaH nanda-tanayaH
   na cājñāvajñeyā vrajapati-gṛhiṇyā bhagavatī-	na ca-AjQA-avajQeyA vrajapati--gRhiNyA BagavatI-
   vacaḥ pālyaṃ vatse! na ati hṛdayaṃ kiṃ nu karavai!	vacaH pAlyam vatse! na ati hRdayam kim nu karavE!
   (Govinda-līlāmṛtam 3.19-20)	(Govinda--lIlA-amRtam 3.19-20)
   Bhss_2.250:	BhsH-_2.250:
   mātaḥ! satyaṃ vadati bhavatī kiṃca gopendra-sūnur	mAtaH! satyam vadati BavatI kiMca gopendra--sUnuH-
   nāyaṃ jñeyaḥ khala-samudayair yādṛśaḥ śrāvito 'sti	na-ayam jQeyaH Kala--samudayEH yAdRSaH SrAvitaH asti
   kintu prodyad-dyumaṇir iva sad-dharma-padme khalālī-	kintu prodyat--dyumaNiH iva sad-Darma--padme Kala-AlI-
   ghūke cāyaṃ vṛjina-timire ghoṣa-santoṣa-koke	GUke ca-ayam vRjina--timire Goza--santoza--koke
   (Govinda-līlāmṛtam 3.21)	(Govinda--lIlA-amRtam 3.21)
   Bhss_2.251:	BhsH-_2.251:
   mādhuryaṃ tūnmadayati jagad-yauvataṃ tasya tasmād-	mADuryam tu-unmadayati jagat--yOvatam tasya tasmAt--
   bhītir nītis tava nava-vadhū-pālanaṃ cāpi yuktam	BItiH nItiH tava nava-vaDU--pAlanam ca-api yuktam
   māśaṅkiṣṭhās tad ayati yathā dṛk-pathaṃ nāsya sādhvyāś	mA-SaFkizWAH tat ayati yaTA dRk-paTam na-asya sADvyAS
   chāyāpy asyāḥ svayam aham imāṃ drāk tathā te'rpayāmi	CAyA-api asyAH svayam aham imAm drAk taTA te-arpayAmi
   (Govinda-līlāmṛtam 3.22)	(Govinda--lIlA-amRtam 3.22)
   Bhss_2.252:	BhsH-_2.252:
   tvaṃ putri! sādhvī prathitāsi goṣṭhe	tvam putri! sADvI praTitA-asi gozWe
   tvayy arpiteyaṃ saralā vadhūs tat	tvayi arpitA-iyam saralA vaDUH tat-
   sa lola-dṛṣṭiḥ kila nanda-sūnur	sa lola-dRzwiH kila nanda--sUnuH-
   naināṃ yathā paśyati tad vidheyam	na-enAm yaTA paSyati tat viDeyam
   (Govinda-līlāmṛtam 3.23)	(Govinda--lIlA-amRtam 3.23)
   Bhss_2.253:	BhsH-_2.253:
   vadhūm athāhūya jagāda vatse	vaDUm aTa-AhUya jagAda vatse
   vrajālayān nanda-vadhū-samīpam	vraja-AlayAt nanda-vaDU--samIpam
   niṣpādya tasyāḥ priyam ehi tūrṇaṃ	nizpAdya tasyAH priyam ehi tUrNam
   sahānayaivādya ravis tvayārcyaḥ	sahAnayA-eva-adya raviH tvayA-arcyaH
   (Govinda-līlāmṛtam 3.24)	(Govinda--lIlA-amRtam 3.24)
   Bhss_2.254:	BhsH-_2.254:
   rādheti diṣṭā hṛdi sābhinanditā-	rADA-iti dizwA hRdi sa-aBinanditA-
   py anicchuvad gantum uvāca tāṃ sakhīm	pi anicCu-vat gantum uvAca tAm saKIm
   astīha kṛtyaṃ na ca me yiyāsutā	asti-iha kRtyam na ca me yiyAsu-tA
   gṛhaṃ gṛhaṃ neṅgati yat kulāṅganā	gRham gRham na-iFgati yat kula-aFganA
   (Govinda-līlāmṛtam 3.25)	(Govinda--lIlA-amRtam 3.25)
   Bhss_2.255:	BhsH-_2.255:
   vrajapati-gṛhiṇī-giraṃ cirābhyar-	vrajapati--gRhiNI--giram cira-aByar-
   thana-vinayānunayānubaddha-mūlām	Tana--vinaya-anunayA-anubadDa--mUlAm
   kati nirasitum atra śaknumas tat	kati nirasitum atra SaknumaH tat-
   tava bhagavān harir eva rakṣitāstu!	tava BagavAn hariH eva rakzitAH-tu!
   (Kṛṣṇa-bhāvanāmṛtam 5.21)	(KRzNa--BAvanA-amRtam 5.21)
   Bhss_2.256:	BhsH-_2.256:
   avati jagad idaṃ svadharma-pālīḥ	avati jagat idam svaDarma-pAlIH
   kim iha satīḥ sa jahāti lokanāthaḥ?	kim iha satIH sa jahAti lokanATaH?
   iti kila bhavatīṃ tadīya-pāṇau	iti kila BavatIm tadIya-pANO
   sumukhi! samarpya nirākulā bhaveyam	su-muKi! samarpya nirAkulAH Baveyam
   (Kṛṣṇa-bhāvanāmṛtam 5.22)	(KRzNa--BAvanA-amRtam 5.22)
   Bhss_2.257:	BhsH-_2.257:
   iti guru-jaratī-girā samudyat-	iti guru-jaratI--girA samudyat-
   smita-lava-saṃvṛti-peśalāḥ sakhīḥ svāḥ	smita-lava--saMvRti-peSalAH saKIH svAH
   vikasad asita-netra-koṇa-bhaṅgyā	vikasat asita-netra--koNa-BaFgyA
   kim api nigadya babhūva sāpi tūṣṇīm	kim api nigadya baBUva sA-api tUzNIm
   (Kṛṣṇa-bhāvanāmṛtam 5.23)	(KRzNa--BAvanA-amRtam 5.23)
   Bhss_2.258:	BhsH-_2.258:
   kṛtāgrahoccaiḥ punar āryayāsau	kRta-agraha-uccEs punar AryayA-asO
   kaundyā babhāṣe kṛta-hasta-karṣam	kOndyAH baBAze kRta-hasta-karzam
   bhītāsi kiṃ sādhvy aham asmy avitrī-	BItA-asi kim sADvi aham asmi avitrI-
   ty uccālitā phulla-tanuḥ pratasthe	ti uccAlitA Pulla-tanuH pratasTe
   (Govinda-līlāmṛtam 3.26)	(Govinda--lIlA-amRtam 3.26)
   Bhss_2.259:	BhsH-_2.259:
   kṛṣṇasya prātar-āśāya	kRzNasya prAtar--ASAya
   saṃskṛtaṃ laḍḍukādikam	saMskRtam laxxuka-Adikam
   ādāya lalitā-mukhyāḥ	AdAya lalitA--muKyAH
   sakhyo 'py anuyayuḥ sakhīm	saKyaH api anuyayuH saKIm
   (Govinda-līlāmṛtam 3.27)	(Govinda--lIlA-amRtam 3.27)
   Bhss_2.260:	BhsH-_2.260:
   atha nija-bhavanād-viniryatī sā	aTa nija--BavanAt--viniryatI sA
   tanu-vasanābharaṇa-cchavi-cchaṭābhiḥ	tanu--vasana-ABaraNa--=-Cavi-=-CawABiH
   vyadhita maṇi-vicitra-śātakaumbhīṃ	vyaDita maNi--vicitra--SAtakOmBIm
   pura-viśikhāṃ surabhī-kṛtākhilāśā	pura--viSiKAm suraBI-kRta-aKila-ASA
   (Kṛṣṇa-bhāvanāmṛtam 5.25)	(KRzNa--BAvanA-amRtam 5.25)
   Bhss_2.261:	BhsH-_2.261:
   jana-nivaha-gatāgati-pravṛttau	jana--nivaha--gata-Agati--pravRttO
   daravimukhī saraṇeḥ śritaika-pārśvā	dara-vimuKI saraNeH Srita-eka-pArSvA
   avanata-dṛg-avācakāsya-padmo-	avanata-dRS--a-vAcaka-Asya--padmo-
   pari pariguṇṭhana-mādhurī prapede	pari pariguNWana--mADurI prapede
   (Kṛṣṇa-bhāvanāmṛtam 5.26)	(KRzNa--BAvanA-amRtam 5.26)
   Bhss_2.262:	BhsH-_2.262:
   vīkṣyādhvani parānanda-	vIkzya-aDvani para-Ananda-
   calad-vakṣaḥ-pa āñcalām	calat--vakzaH--paH AQcalAm
   savayasyāṃ kundavallī	sa-vayasyAm kundavallI
