   atha prathamo 'dhyāyaḥ	aTa praTamaH aDyAyaH
   na niraṃśeṣu cāveśāḥ sāṃśeṣvājānajeṣvapi // PS_1,11.5 //	na niraMSezu ca-AveSAH sa-aMSezu-AjAna-jezu-api // PS_1,11.5 //
   vāyoḥ sarvāvatāreṣu viśeṣāveśa eva hi /	vAyoH sarva-avatArezu viSeza-AveSaH eva hi /
   svarūpaliṅgasūkṣmeṣu sthūladeheṣu sarvadā // PS_1,11.6 //	svarUpa-liFga-sUkzmezu sTUla-dehezu sarvadA // PS_1,11.6 //
   rakṣārthaṃ sarvatatveṣu sarvadā vasatīśvaraḥ /	rakzA-arTam sarvatatvezu sarvadA vasati-ISvaraH /
   āveśo(tha) na tathā viṣṇorviśeṣākhyaḥ sureṣvapi // PS_1,11.7 //	AveSaH-(Ta) na taTA vizNoH-viSeza-AKyaH surezu-api // PS_1,11.7 //
   kvacidvyaktiṃ kvacidrāsaṃ saptāveśoṇḍajeṣvapi /	kvacid-vyaktim kvacid-rAsam sapta-AveSa-uNxajezu-api /
   aṇḍādūrdhvaṃ sadāde(se)veṣvantaḥ ṛjuṣu ceṣyate // PS_1,11.8 //	aNxAt-UrDvam sat-Ade(se)vezu-antaH Rjuzu ca-izyate // PS_1,11.8 //
   nīceṣūttamadevānām āveśaḥ kvacidiṣyate /	nIcezu-uttama-devAnAm AveSaH kvacid-izyate /
   balārthamasureṣveva(ṣvīraḥ) āveśaṃ kurvati prabhuḥ // PS_1,11.9 //	bala-arTam-asurezu-eva(zu-IraH) AveSam kurvati praBuH // PS_1,11.9 //
   ādādājñā tena dṛptā surairnaṣṭā harīcchayā /	AdAt-AjQA tena dRptA surEH-nazwA hari-icCayA /
   bhavanti nityadā viṣṇuḥ sureṣvantarhito hi saḥ // PS_1,11.10 //	Bavanti nityadA vizNuH surezu-antarhitaH hi saH // PS_1,11.10 //
   jñānānandabalādyāye guṇāḥ sādhāraṇā matāḥ /	jQAna-Ananda-bala-AdyAye guNAH sADAraNAH matAH /
   tṛṇādi brahmaparyanteṣvapi māyā harāvapi // PS_1,11.11 //	tRNa-Adi brahma-paryantezu-api mAyA harO=-api // PS_1,11.11 //
   tathāpi nīcanīceṣu guṇādīpaupamāśritāḥ /	taTA-api nIca-nIcezu guNa-AdIpOpam-ASritAH /
   sādharaṇāḥ sajātīyāḥ vijātīyā vilakṣaṇāḥ // PS_1,11.12 //	sADaraNAH sajAtIyAH vijAtIyAH vilakzaNAH // PS_1,11.12 //
   svantantratvaṃ svaramaṇatvaṃ suguṇavyāptitā tathā /	svantantra-tvam sva-ramaNa-tvam su-guNa-vyApti-tA taTA /
   parāpekṣādi śūnyatvaṃ(rāhityaṃ) niyantṛtvaṃ jagadgurau // PS_1,11.13 //	para-apekzA-Adi SUnya-tvaM(rAhityan) niyantR-tvam jagadgurO // PS_1,11.13 //
   sṛṣṭyādi kartṛtādyāstu vijātīyā harau matāḥ /	sRzwi-Adi kartR-tA-AdyAH-tu vijAtIyAH harO matAH /
   akṣa(ra)tvādayo māyāṃ naiva te brahmaṇi sphuṭam // PS_1,11.14 //	akza(ra)tva-AdayaH mAyAm na-eva te brahmaNi sPuwam // PS_1,11.14 //
   ṛjutvaṃ prākṛtoccatvaṃ nityārtheṣvabhimānitā /	Rju-tvam prAkRta-ucca-tvam nitya-arTezu-aBimAnitA /
   sarvādhipatyatā liṅgadehe kāryavaśītvatā // PS_1,11.15 //	sarva-ADipatya-tA liFga-dehe kArya-vaSI-tvatA // PS_1,11.15 //
   niṣkāmyayogyatāpūrvāḥ vijātīyā itismṛtāḥ /	nizkAmya-yogya-tA-pUrvAH vijAtIyAH itismRtAH /
   ete harīrayoḥ proktāḥ naiva te vipaśeṣayoḥ // PS_1,11.16 //	ete harIH-ayoH proktAH na-eva te vipaSezayoH // PS_1,11.16 //
   evameṣūttameṣūktāḥ vijātīyā na nīcagāḥ /	evam-ezu-uttamezu-uktAH vijAtIyAH na nIca-gAH /
   satyanantatvatastveṣāmuktirnaiva hi śakyate // PS_1,11.17 //	sati-anantatvataH-tveza-amuktiH-na-eva hi Sakyate // PS_1,11.17 //
   karmadevān samārabhya brahmā teṣu śarīriṣu /	karma-devAn samAraBya brahmA tezu SarIrizu /
   cakraśaṅkhādayorekhāḥ śaraśaktyaṅkuśādayaḥ // PS_1,11.18 //	cakra-SaFKa-AdayaH-reKAH Sara-Sakti-aFkuSa-AdayaH // PS_1,11.18 //
   prāsatomaratiryaṅkahalabhāgyomṛtādayaḥ /	prAsa-tomara-tiryaFka-hala-BAgyaH-mRta-AdayaH /
   govindyātilagodhūmachatracāmaratoraṇāḥ // PS_1,11.19 //	govindya-atila-goDUma-Catra-cAmara-toraNAH // PS_1,11.19 //
   dhvajordhvavyajanākārā āndolāgatavāninaḥ /	Dvaja-UrDva-vyajana-AkArAH Andola-Agata-vAninaH /
   macchakacchapasiṃhādyāḥ vṛṣaratnadharādayaḥ // PS_1,11.20 //	mad-Saka=-Capa-siMha-AdyAH vRza-ratna-Dara-AdayaH // PS_1,11.20 //
   garutmaccheṣamukharā rekhā dakṣake pade /	garutmat-Seza-muKarAH reKA dakzake pade /
   puṃsāntu dakṣiṇepāde strīṇāṃ vāme vasanti hi // PS_1,11.21 //	puMsAntu dakziNepAde strINAm vAme vasanti hi // PS_1,11.21 //
   dhenuśaṅkhagadārekhāḥ vāme puṃsāṃ śubhā matāḥ /	Denu-SaFKa-gadA-reKAH vAme puMsAm SuBAH matAH /
   nīceṣvaṅganyūnarūpāḥ uttameṣūccarūpakāḥ // PS_1,11.22 //	nIcezu-aFga-nyUna-rUpAH uttamezu-ucca-rUpakAH // PS_1,11.22 //
   sampūrṇāḥ sarvadārekhāḥ prāṇe māyāṃ harāvapi /	sampUrNAH sarvadAreKAH prANe mAyAm harO=-api /
   tatrāpyuccakramoccāsti rekhāḥ coccatvahetavaḥ // PS_1,11.23 //	tatra-api-ucca-krama-ucca-asti reKAH ca-uccatva-hetavaH // PS_1,11.23 //
   ṣaṇṇavatyaṅgulo yastu nyagrodhaparimaṇḍalaḥ /	zaNNavati-aFgulaH yaH-tu nyagroDa-parimaNxalaH /
   saptapāda caturhasto dvātriṃśallakṣaṇairyutaḥ // PS_1,11.24 //	saptapAda catur-hastaH dvAtriMSat-lakzaNEH-yutaH // PS_1,11.24 //
   śarīrāṅgeṣu sādhūnāṃ pañcasthāneṣu dīrghatām /	SarIra-aFgezu sADUnAm paQca-sTAnezu dIrGa-tAm /
   hṛsvatvaṃ pañcasu tathā saptasthāneṣu raktimā // PS_1,11.25 //	hRsva-tvam paQcasu taTA sapta-sTAnezu raktimAH // PS_1,11.25 //
   ṣaḍaunnatyaṃ yasya samyak pṛthutā triṣu yasya tu /	zaz-Onnatyam yasya samyak pRTu-tA trizu yasya tu /
   gambhīratā ca laghutā triṣu sthāneṣu bhāti vai // PS_1,11.26 //	gamBIra-tA ca laGu-tA trizu sTAnezu BAti vE // PS_1,11.26 //
   sa sulakṣaṇasampannaḥ sa tu jñānaprado gurūḥ /	sa su-lakzaNa-sampannaH sa tu jQAna-pradaH gurUH /
   martyottameṣu vai viṃśallakṣaṇāni bhavanti hi // PS_1,11.27 //	martya-uttamezu vE viMSat-lakzaNAni Bavanti hi // PS_1,11.27 //
   krameṇaikaikaśo vṛddhānyapi salakṣaṇāni ca /	krameNa-ekEkaSas vRdDAni-api sa-lakzaNAni ca /
   sarvāṇi paripūrṇāni lakṣaṇāni vidhīrayoḥ // PS_1,11.28 //	sarvANi paripUrNAni lakzaNAni viDIrayoH // PS_1,11.28 //
   śarīre ca svarūpe ca sarvasatsādhaneṣvalam /	SarIre ca svarUpe ca sarva-sat-sADanezu-alam /
   ati(bhi)vyaktāni (co)vocceṣu avyaktānītareṣu ca // PS_1,11.29 //	ati(Bi)-vyaktAni (ca-u)vA-uccezu avyaktAni-itarezu ca // PS_1,11.29 //
   atha sṛṣṭau tāratamyaṃ śṛṇuṣva prāgathottare /	aTa sRzwO tAratamyam SRNuzva prAk-aTa-uttare /
   ātmasūkṣmaguṇasthūlasṛṣṭayaḥ prāgudīritāḥ // PS_1,11.30 //	Atma-sUkzma-guNa-sTUla-sRzwayaH prAc-udIritAH // PS_1,11.30 //
   pañcamātrāvyaktabhūtā vṛttipañcakataḥ kramāt /	paQca-mAtra-avyakta-BUtAH vRtti-paQcakataH kramAt /
   prāgukta bhāvarūpājñānapañcakamabhūttataḥ // PS_1,11.31 //	prAk-ukta BAva-rUpa-ajQAna-paQcakam-aBUt-tatas // PS_1,11.31 //
   bhrāntirbhautikadehānāṃ vyaktāyoniṣvapi kvacit /	BrAntiH-BOtika-dehAnAm vyakta-ayonizu-api kvacid /
   aṇḍādūrdhvamiyaṃ sṛṣṭi rasaṃ sṛṣṭeti kīrtyate // PS_1,11.32 //	aNxAt-UrDvam-iyam sRzwi rasam sRzwA-iti kIrtyate // PS_1,11.32 //
   mahadādyaṇḍaparyantaḥ sarga ityabhidhīyate /	mahat-Adi-aNxa-paryantaH sargaH iti-aBiDIyate /
   saṃsṛṣṭamaṇḍaṃ tadgañca samastaṃ samprakīrtitam // PS_1,11.33 //	saMsRzwa-m-aNxam tat-gaQca samastam samprakIrtitam // PS_1,11.33 //
   anusargaṃ janāḥ prāhuḥ aṇḍāntaryadajotthitam /	anusargam janAH prAhuH aNxa-antaryat-aja-utTitam /
   mahadādyāḥ surāḥ sarvepyaṇḍasṛṣṭāvaśaktayaḥ // PS_1,11.34 //	mahat-AdyAH surAH sarvepi-aNxa-sRzwO=-aSaktayaH // PS_1,11.34 //
   astuvanpuruṣaṃ sārdhaṃ saptatriṃśaccharanmayam /	astuvan-puruzam sArDam saptatriMSat-Sarad-mayam /
   kālaṃ tato hariḥ sarvatatvajātaṃ tadantakaiḥ // PS_1,11.35 //	kAlam tatas hariH sarvatatva-jAtam tad-antakEH // PS_1,11.35 //
   bhāgyairādāya saṃyojyairekībhūtaṃ karotyajaḥ /	BAgyEH-AdAya saMyojyEH-ekIBUtam karoti-ajaH /
   tacca tredhā vibhajyeśaḥ teṣvādyaṃ bhāgamīśvaraḥ // PS_1,11.36 //	tat-ca treDA viBajya-ISaH tezu-Adyam BAgam-ISvaraH // PS_1,11.36 //
   gṛhītvā viṣṇunāmeśastannigīrya śriyaṃ svayam /	gRhItvA vizNu-nAmA-ISaH-tad-nigIrya Sriyam svayam /
   vīryaṃ tadātmakaṃ tasyāmādhatta puruṣeśvaraḥ // PS_1,11.37 //	vIryam tad-Atmakam tasyAm-ADatta puruza-ISvaraH // PS_1,11.37 //
   pṛthivyāvṛttimadhye tu suṣuveṇḍaṃ vidhestanum /	pRTivI-AvRtti-maDye tu suzuveNxam viDeH-tanum /
   pañcāśatkoṭivistāramaṇḍaṃsṛṣṭvā jagadguruḥ // PS_1,11.38 //	paQcASat-kowi-vistAra-maNxaMsRzwvA jagadguruH // PS_1,11.38 //
   sarvaciccaityasahito vīrāṇāmaṇḍamāviśat /	sarvacit-cEtya-sahitaH vIrANAm-aNxam-AviSat /
   brahmāṇḍe jalasampūrṇe sarvalokāśrayo bhavet // PS_1,11.39 //	brahmANxe jala-sampUrNe sarva-loka-ASrayaH Bavet // PS_1,11.39 //
   sa viṣṇuḥ padmanābhākhyo bhūdaṇḍasalile śubhe /	sa vizNuH padmanABa-AKyaH BU-daNxa-salile SuBe /
   prākṛteḥ svasvarūpeṇātyabhinno hīśvaro hariḥ // PS_1,11.40 //	prAkRteH sva-svarUpeNa-atyaBinnaH hi-ISvaraH hariH // PS_1,11.40 //
   sarvābharaṇasampannaḥ sahasrāṅghryakṣibāhukaḥ /	sarva-ABaraNa-sampannaH sahasra-aFGri-akzi-bAhukaH /
   prāk(pratyak)śirāstūrdhvamukhaḥ śiśye pītāmbaraḥ samaḥ // PS_1,11.41 //	prAk(-pratyak)SirAH-tu-UrDva-muKaH SiSye pIta-ambaraH samaH // PS_1,11.41 //
   aṇḍasṛṣṭyādimekāle tatvajātāttridhā kṛtāt /	aNxa-sRzwi-Adi-m-ekAle tatva-jAtAt-triDA kRtAt /
   adyādaṇḍamabhūdanyaṃ padmanābhograsadvibhuḥ // PS_1,11.42 //	adyAt-aNxam-aBUt-anyam padmanABa-ugrasat-viBuH // PS_1,11.42 //
   tatsṛṣṭaṃ bhūpradānaṃ nābhau sthāpya hiraṇmayam /	tat-sRzwam BU-pradAnam nABO sTApya hiraNmayam /
   padmaṃ vyajanayattasya kandāt bhūmirathobhavat // PS_1,11.43 //	padmam vyajanayat-tasya kandAt BUmi-H-aTa-uBavat // PS_1,11.43 //
   saptadvīpasamudrādi tamoghanajalānvitā /	sapta-dvIpa-samudra-Adi tamaH-Gana-jala-anvitA /
   pañcāśatkoṭivistīrṇāpyaṇḍamadhyapradeśagā // PS_1,11.44 //	paQcASat-kowi-vistIrNa-api-aNxa-maDya-pradeSa-gA // PS_1,11.44 //
   lakṣayojanasaṃkhyākapṛthulātidhṛḍhāśrayā /	lakza-yojana-saMKyAka-pRTulA-ati-DRXa-ASrayAH /
   pañcaviṃśatkoṭimitalakṣonaṃ garbhavāryadhaḥ // PS_1,11.45 //	paQcaviMSat-kowi-mita-lakza-Unam garBa-vAri-aDas // PS_1,11.45 //
   yojanānāṃ tadupari sthāpitābhūrabhūddhareḥ /	yojanAnAm tad-upari sTApitA-aBUH-aBUt-hareH /
   bhūnāmā bhūmigo viṣṇugarbhavāryestadāhvayaḥ // PS_1,11.46 //	BUnAmA BUmi-gaH vizNu-garBa-vAryeH-tat-AhvayaH // PS_1,11.46 //
   vakṣyamāṇeṣu cokteṣu jaḍacitsu tadāhvayaḥ /	vakzyamANezu ca-uktezu jaxa-citsu tad-AhvayaH /
   ādhāro rakṣakaḥ sarvanāmā sarvabhṛdīśvaraḥ // PS_1,11.47 //	ADAraH rakzakaH sarva-nAmA sarva-BRt-ISvaraH // PS_1,11.47 //
   merustanmadhyago bhūmeścaturasro hiraṇmayaḥ /	meruH-tad-maDya-gaH BUmeH-caturasraH hiraNmayaH /
   yojanānāṃ lakṣamitaḥ ucchrāyādratnasānukaḥ // PS_1,11.48 //	yojanAnAm lakza-m-itaH ucCrAyAt-ratna-sAnukaH // PS_1,11.48 //
   atha ṣoḍaśasāhasrayojanāyāmar iritaḥ /	aTa zoxaSa-sAhasra-yojanAyAmar iritaH /
   tāvatā bhūrimānaḥsahamekaḥsarvasurālayaḥ // PS_1,11.49 //	tAvatA BUrimAnaH-saham-ekaH-sarva-sura-AlayaH // PS_1,11.49 //
   ūrdhaṃ tadviguṇāyāmaḥ sahasrāśītiyojanaiḥ /	UrDam tad-viguNAyAmaH sahasrASIti-yojanEH /
   caturbhiradhikairbhūmerucchritaḥ sarvataḥ śubham // PS_1,11.50 //	caturBiH-aDikEH-BUmeH-ucCritaH sarvatas SuBam // PS_1,11.50 //
   meroḥ pūrvādyaṣṭadikṣu lokapāla sadāṃsyalam /	meroH pUrva-Adi-azwa-dikzu lokapAla sadAMsi-alam /
   santyevasarvabhadrāṇi sārdhatādvisahasrakaiḥ // PS_1,11.51 //	santi-eva-sarva-BadrANi sArDa-tAt-vi-sahasrakEH // PS_1,11.51 //
   caturasrāṇi tanmadhye taccaturguṇavistaram /	catur-asrANi tad-maDye tad-caturguNa-vistaram /
   brahmaṇastu sadasyāni ratnahemamayāni ca // PS_1,11.52 //	brahmaNaH-tu sadasyAni ratna-hema-mayAni ca // PS_1,11.52 //
   teṣvindrogniryamaḥ kravyāt varuṇāni layakṣapaḥ /	tezu-indra-ugniH-yamaH kravyAt varuNAni layakzapaH /
   śivaśceti sabhāryāste sāṅgāḥ saparivārakāḥ // PS_1,11.53 //	SivaH-ca-iti sa-BAryAH-te sa-aFgAH sa-parivArakAH // PS_1,11.53 //
   tanmadadhye maṇṭapastasya vidherājñākarāstathā /	tad-madaDye maNwapaH-tasya viDeH-AjQA-karAH-taTA /
   tatra vāṇīśvaronanta bhujagasya suśiraskakaḥ // PS_1,11.54 //	tatra vANISvaronanta Bujagasya su-SiraskakaH // PS_1,11.54 //
   lokapālasado madhye vindhyodikṣu catusruṣu /	lokapAla-sadaH maDye vinDya-udikzu catusruzu /
   samanāḥ sarvatobhadrā tārasārdhāṣṭasahasrakāḥ // PS_1,11.55 //	samanAH sarvatoBadrA tArasA-arDa-azwa-sahasrakAH // PS_1,11.55 //
   mandārapārijātādyāḥ divyapuṣpaphalaścadāḥ /	mandAra-pArijAta-AdyAH divya-puzpa-PalaH-cadAH /
   saritsarovarāṇyatra kañjādisumavantyapi // PS_1,11.56 //	sarit-sarovarANi-atra kaQja-Adi-sumavanti-api // PS_1,11.56 //
   nānānārīsevitāni haṃsādi dvijavantyapi /	nAnA-nArI-sevitAni haMsa-Adi dvijavanti-api /
   ājānajasamānaikajātīyaparicārakaiḥ // PS_1,11.57 //	AjAnaja-samAna-eka-jAtIya-paricArakEH // PS_1,11.57 //
   sevitodrivarobhāsvaddīpya divyadrigocaraḥ /	sevita-udri-vara-uBAsvat-dIpya divya-dri-gocaraH /
   divyābharaṇavastrādyaiḥ alaṅkṛtasurāda(la)yaḥ // PS_1,11.58 //	divya-ABaraNa-vastra-AdyEH alaFkRta-surAda(-la)yaH // PS_1,11.58 //
   tasya pūrvādyaṣṭadikṣu mandaro merumandaraḥ /	tasya pUrva-Adi-azwa-dikzu mandaraH meru-mandaraH /
   supārśvaḥ kumudaśceti avaṣaṭambhanagāḥ kramāt // PS_1,11.59 //	supArSvaH kumudaH-ca-iti avaza-wamBa-nagAH kramAt // PS_1,11.59 //
   te sahasrastrikā yāmāḥ sahasradaśakocchritāḥ /	te sahasraH-trikAH yAmAH sahasra-daSaka-ucCritAH /
   cūtajambūkadambāścanyagrodhasteṣu bhūruhāḥ // PS_1,11.60 //	cUta-jambU-kadambAH-canyagroDaH-tezu BUruhAH // PS_1,11.60 //
   ekādaśaśatoccāste gajopamaphalānvitāḥ /	ekAdaSa-Sata-ucca-Aste gaja-upama-Pala-anvitAH /
   suvarṇaratnasaṃkāśāḥ śataśākhā samāvṛtāḥ // PS_1,11.61 //	suvarNa-ratna-saMkASAH Sata-SAKA samAvRtAH // PS_1,11.61 //
   tatra nānā pakṣigaṇāḥ sagandhakusumachadāḥ /	tatra nAnA pakzi-gaNAH sa-ganDa-kusuma-CadAH /
   teṣāṃ tūparitaḥ svarṇaratnamandārabhūmiṣu // PS_1,11.62 //	tezAm tu-uparitaH svarNa-ratna-mandAra-BUmizu // PS_1,11.62 //
   nandanaṃ caitrarathakaṃ vaibhrājakamitīritam /	nandanam cEtraraTakam vEBrAjakam-iti-Iritam /
   vanānyavarṇanīyāni sarvatobhadrasaṃjñakam // PS_1,11.63 //	vanAni-avarNanIyAni sarvatoBadra-saMjQakam // PS_1,11.63 //
   teṣu vai kāmikāḥ siddhāḥ caranti lalanānvitāḥ /	tezu vE kAmikAH sidDAH caranti lalanA-anvitAH /
   teṣu sañcaratāṃ saukhyam adhikaṃ na śramādayaḥ // PS_1,11.64 //	tezu saQcaratAm sOKyam aDikam na Srama-AdayaH // PS_1,11.64 //
   eṣāṃ phalairnipatitaiḥ viśīrṇaiḥ śubhrasadrasaiḥ /	ezAm PalEH-nipatitEH viSIrNEH SuBra-sat-rasEH /
   niryadrasamudbhūtāścatasraśca catasṛṣu // PS_1,11.65 //	niryadra-samudBUtAH-catasraH-ca catasRzu // PS_1,11.65 //
   dvilakṣavṛtta dīrghasthāḥ jarā durgandha duḥsahāḥ /	dvi-lakza-vRtta dIrGa-sTAH jarA durganDa duHsahAH /
   nīlaḥ śvetaḥ śṛṅgavāṃśca meroruttarato nagāḥ // PS_1,11.66 //	nIlaH SvetaH SRFgavAn=-ca meroH-uttaratas nagAH // PS_1,11.66 //
   yojanānāṃ navasahasrāyāmākṣmātalasya ca /	yojanAnAm nava-sahasra-AyAma-akzmA-talasya ca /
   maryādāgirayaḥsarve pratyaksāgaradīrghakāḥ // PS_1,11.67 //	maryAdA-girayaH-sarve pratyak-sAgara-dIrGakAH // PS_1,11.67 //
   uścrayāddhaśasāhasrāḥ pṛthulā dvisahasrakāḥ /	uScrayAt-haSa-sAhasrAH pRTulAH dvi-sahasrakAH /
   niṣadho hemakūṭaśca himavāniti dakṣiṇe // PS_1,11.68 //	nizaDaH hemakUwaH-ca himavAn-iti dakziNe // PS_1,11.68 //
   pūrvamānenoktabhuvaḥ maryādā girayomatāḥ /	pUrva-mAnena-ukta-BuvaH maryAdAH girayomatAH /
   vistārāducchrayāddhairghyānnīlādīnāṃ samāḥ kramāt // PS_1,11.69 //	vistArAt-ucCra-yAt-DEH-GyAt-nIla-AdInAm samAH kramAt // PS_1,11.69 //
   nānāsiddhagaṇaiḥ sevyāḥ sarvaratna samākulāḥ /	nAnA-sidDa-gaNEH sevyAH sarva-ratna samAkulAH /
   pūrvasyāṃ diśi merostu gandhamādanaparvataḥ // PS_1,11.70 //	pUrvasyAm diSi meroH-tu ganDamAdana-parvataH // PS_1,11.70 //
   pratīcyāṃ diśi merostu mālyavānnāma bhūdharaḥ /	pratIcyAm diSi meroH-tu mAlyavAn-nAma BUDaraH /
   ānīlaniṣadhāyāmau parvatau devapūjitau // PS_1,11.71 //	AnIla-nizaDa-AyAmO parvatO deva-pUjitO // PS_1,11.71 //
   tau pūrvasamitau divau sarvasadvṛkṣaśobhitau /	tO pUrva-samitO divO sarva-sat-vRkza-SoBitO /
   caturdikṣvapi merostu navasāhasrayojanaiḥ // PS_1,11.72 //	catur-dikzu-api meroH-tu nava-sAhasra-yojanEH // PS_1,11.72 //
   vistṛtaṃ bhūtalaṃ celāvṛtavarṣaṃ vadanti hi /	vistRtam BU-talam celAvRta-varzam vadanti hi /
   ramyako hiraṇmayaścaiva kuruvarṣādayastrayaḥ // PS_1,11.73 //	ramyakaH hiraNmayaH-ca-eva kuru-varza-AdayaH-trayaH // PS_1,11.73 //
   varṣānīlādyadribhiste vibhaktā svarṇabhūmayaḥ /	varzA-nIla-Adi-adriBiH-te viBaktA svarNa-BUmayaH /
   gandhamādanataḥ pūrvabhūmau bhadrāścavarṣake // PS_1,11.74 //	ganDamAdanataH pUrva-BUmO BadrAH-ca-varzake // PS_1,11.74 //
   mālyavatpaścimeketumālyavarṣaḥ prakīrtitaḥ /	mAlyavat-paScimeketu-mAlya-varzaH prakIrtitaH /
   harikiṃpuruṣa bhāratavarṣāstu kramayogataḥ // PS_1,11.75 //	hari-kiMpuruza BArata-varzAH-tu krama-yogataH // PS_1,11.75 //
   dakṣiṇe niṣadhādyadrivibhaktabhūmayaḥ kramāt /	dakziNe nizaDa-Adi-adri-viBakta-BUmayaH kramAt /
   vaivasvato manurmartyopāsako ramyakeśvaraḥ // PS_1,11.76 //	vEvasvataH manuH-martya-upAsakaH ramyakeSvaraH // PS_1,11.76 //
   aryamāḥ pitṛpaḥ kūrmopāsakastu hiraṇmaye /	aryamAH pitRpaH kUrma-upAsakaH-tu hiraNmaye /
   bhūmirādivarāhasya bhāryā vai kuruvarṣagā // PS_1,11.77 //	BUmiH-Adi-varAhasya BAryA vE kuru-varza-gA // PS_1,11.77 //
   hayāsyopāsako bhadraśravāḥ bhadrāśca varṣake /	haya-asya-upAsakaH BadraSravAH BadrAH-ca varzake /
   ratyākāmenārcitau dvau kṛtipradyumnasaṃjñakau // PS_1,11.78 //	ratyA-kAmena-arcitO dvO kRti-pradyumna-saMjQakO // PS_1,11.78 //
   ketumālye strījanārcyo na jīvaṃ bhadrake khalu /	ketu-mAlye strI-jana-arcyaH na jIvam Badrake Kalu /
   prahlādopāsito nārasiṃhmopi harivarṣagaḥ // PS_1,11.79 //	prahlAda-upAsitaH nArasiMhma-upi hari-varza-gaH // PS_1,11.79 //
   hanumatpūjito rāmaḥ nāthaḥ kiṃpuruṣasya tu /	hanumat-pUjitaH rAmaH nATaH kiMpuruzasya tu /
   bhadrāśvāddakṣiṇe varṣe bhāratākhyo guṇādhikaḥ // PS_1,11.80 //	BadrASvAt-dakziNe varze BArata-AKyaH guNa-aDikaH // PS_1,11.80 //
   narābhimāni śeṣāṃśa bhāratasyāsya cānujaḥ /	nara-aBimAni Seza-aMSa BAratasya-asya ca-anujaH /
   nārāyaṇo dakṣaputryāḥ(tryāṃ) mūrtyādharmasamutthitau // PS_1,11.81 //	nArAyaNaH dakza-putryA-aH(tryAn) mUrtyA-aDarma-samutTitO // PS_1,11.81 //
   tau nāradasya ca ṛṣeḥ jñānadau lokapūjitaḥ /	tO nAradasya ca RzeH jQAna-dO loka-pUjitaH /
   ilāvṛtte merupūrvadiśi savyāpasavyagau // PS_1,11.82 //	ilAvRtte meru-pUrva-diSi savya-apasavya-gO // PS_1,11.82 //
   jaṭharo devakūṭaśca merupṛṣṭhe ca pūrvataḥ /	jaWaraH devakUwaH-ca meru-pRzWe ca pUrvatas /
   gandhamādana saṃspṛṣṭau svarṇaratnamayau samau // PS_1,11.83 //	ganDamAdana saMspRzwO svarNa-ratna-mayO samO // PS_1,11.83 //
   vistārāttūcchrayācca yojanā dvisahasrakau /	vistArAt-tu-ucCrayAt-ca yojanAH dvi-sahasrakO /
   navasāhasrasadbhūmimadhye jaṭharanīlayoḥ // PS_1,11.84 //	nava-sAhasrasat-BUmi-maDye jaWara-nIlayoH // PS_1,11.84 //
   bhūrdevakūṭaniṣadhamadhyasthāttāvatī matā /	BUH-deva-kUwa-nizaDa-maDya-sTAt-tAvatI matA /
   ṣaṭsahasrāntarabhuvau gandhamādanamandarau // PS_1,11.85 //	zaz-sahasra-antara-BuvO ganDamAdana-mandarO // PS_1,11.85 //
   tiryak tadviguṇā bhūmiḥ merupūrvasthagotrayoḥ /	tiryak tad-viguNAH BUmiH meru-pUrva-sTa-gotrayoH /
   kailāsakaravīrau dvāvevaṃ merostu dakṣiṇe // PS_1,11.86 //	kElAsa-karavIrO dvO=-evam meroH-tu dakziNe // PS_1,11.86 //
   pavanaḥ pariyātraśca dvau meroḥ paścimāśrayau /	pavanaH pariyAtraH-ca dvO meroH paScima-ASrayO /
   śṛṅgaśca makaraścaiva meroruttaratastathā // PS_1,11.87 //	SRFgaH-ca makaraH-ca-eva meroH-uttaratas-taTA // PS_1,11.87 //
   niṣadhāntau dakṣiṇavuttarau nīlasaṃmitau /	nizaDa-antO dakziNa-vuttarO nIla-saMmitO /
   pāścātyau mālyavatsṛṣṭau pūrvagādrīvamānataḥ // PS_1,11.88 //	pAScAtyO mAlyavat-sRzwO pUrva-gAdrIva-mAnataH // PS_1,11.88 //
   etairakhilāvṛtovarṣo vibhaktaścāṣvadhāmalaḥ /	etEH-aKila-AvRtaH-varzaH viBaktaH-ca-azu-aDAmalaH /
   sukumāraṃ vanaṃ ramyaṃ sarvatryaiṇyaiva teṣvalam // PS_1,11.89 //	sukumAram vanam ramyam sarvatryENya-eva tezu-alam // PS_1,11.89 //
   teṣu cevāstriyaḥ pṛṣṭāpūrvādhyaṣṭaṃ digunmukhāḥ /	tezu ca-iva-astriyaH pRzwA-pUrva-aDyazwam diS-unmuKAH /
   aṣaṭarūpairādiśeṣaḥ sahasravadanaḥ prabhuḥ // PS_1,11.90 //	azawa-rUpEH-AdiSezaH sahasra-vadanaH praBuH // PS_1,11.90 //
   vasatyasya mahārudraḥ sāṃbaścāṣṭatanuḥ svayam /	vasati-asya mahA-rudraH sAMbaH-ca-azwa-tanuH svayam /
   sadopāsta iti śeṣaṃ tadgaṃ saṅkarṣaṇaṃ param // PS_1,11.91 //	sadA-upAstaH iti Sezam tad-gam saFkarzaNam param // PS_1,11.91 //
   panaraṣṭatanuḥ śambhuḥ bhavānyābhasmago bhavaḥ /	panarazwa-tanuH SamBuH BavAni-ABasma-gaH BavaH /
