   Ārya Saṃghāṭa Sūtra	Ārya SaMGAwa SUtra
   tathāgatametamarthaṃ paripraṣṭavyaṃ manyase / śṛṇu bhaiṣajyasena	taTAgatam-etam-arTam pariprazwavyam manyase / SRNu BEzajyasena
   tadyathāpi nāma bhaiṣajyasena kaścideva puruṣo bhavedāḍhyo mahādhano	tat-yaTA-api nAma BEzajyasena kaScid-eva puruzaH Bavet-AXyaH mahADanaH-
   mahābhogaḥ prabhūtabhogaḥ bahudhanadhānyakośakoṣṭhāgārasamanvāgataḥ	mahA-BogaH praBUta-BogaH bahu-Dana-DAnya-koSa-kozWAgAra-samanvAgataH
   bahudāsadāsīkarmakarapauruṣeyāni cāsya syuḥ bahūni ca dhanaskandhāni	bahu-dAsa-dAsI-karmakara-pOruzeyAni ca-asya syuH bahUni ca Dana-skanDAni
   bhaveyuḥ bahūni ca kṣetrārāmāṇi saṃvidyeran bahūni ca dhanadhānyāni /	BaveyuH bahUni ca kzetra-ArAmANi saMvid-yeran bahUni ca Dana-DAnyAni /
   tadyathā yavagodhumaśālitilamāṣamudgādīni sa ca puruṣo vasantakāle sarvāni	tat-yaTA yava-goDuma-SAli-tila-mAza-mudga-AdIni sa ca puruzaH vasanta-kAle sarvAni
   tāni dhanadhānyāni vāpayeta / atha yāvadapareṇa kālasamayena sarvāṇi tāni	tAni Dana-DAnyAni vApayeta / aTa yAvat-apareNa kAla-samayena sarvANi tAni
   dhanadhānyāni paripadyaran sa paripakvānīti viditvā sa yāvadabhyantaragṛhe	Dana-DAnyAni paripadyaran sa paripakvAni-iti viditvA sa yAvat-aByantara-gRhe
   praveśayeta; sa puruṣastāni dhanadhānyāni gṛhasyābhyantare pṛthak pṛthak	praveSayeta; sa puruzaH-tAni Dana-DAnyAni gRhasya-aByantare pRTak pRTak-
   sthāpayati / sthāpayitvā paribhuṃkte / yāvadvasantakāle (samaye) punareva	sTApayati / sTApayitvA pariBuMkte / yAvat-vasanta-kAle (samaye) punar-eva
   tāni bījāni vāpayati /	tAni bIjAni vApayati /
   [SaSū 185] evameva bhaiṣajyasena ime sattvāḥ pūrvaṃ śubhaṃ karma kṛtvā	[SaSU 185] evam-eva BEzajyasenaH ime sattvAH pUrvam SuBam karma kRtvA
   paścāt teṣāṃ karmaṇāṃ parikṣayāt punaḥ punarapi puṇyakṣetrameṣante	paScAt tezAm karmaNAm parikzayAt punar punar-api puNya-kzetram-ezante
   kuśalamūlānyavaropayanti / kuśalamūlānyavaropayitvā tatra ca kuśaladharme	kuSala-mUlAni-avaropayanti / kuSala-mUlAni-avaropayitvA tatra ca kuSala-Darme
   pratipatya saṃpādayanti / pratipattisaṃpannā sarvadharmān vardhayanti /	pratipatya saMpAdayanti / pratipatti-saMpannA sarva-DarmAn varDayanti /
   sarvadharmān vardhayitvā prītiprāmodyamutpādayanti / tena ca	sarva-DarmAn varDayitvA prIti-prAmodyam-utpAdayanti / tena ca
   prītiprāmodyacittena bhaiṣajyasenānekāni kalpakoṭīsahasrāṇi na nāśyante /	prIti-prAmodya-cittena BEzajya-senA-anekAni kalpa-kowI-sahasrANi na nASyante /
   evameva bhaiṣajyasena prathamacittotpādiko bodhisattvo na kadācid	evam-eva BEzajyasena praTama-citta-utpAdikaH boDisattvaH na kadAcid-
   vināśadharmā bhavati / saṃkṣiptena sarvadharmān prajānāti /	vinASa-DarmA Bavati / saMkziptena sarva-DarmAn prajAnAti /
   [SaSū 186] āha / kathaṃ bhagavan prathamacittotpādiko bodhisattvaḥ svapnaṃ	[SaSU 186] Aha / kaTam Bagavan praTama-citta-utpAdikaH boDisattvaH svapnam
   paśyati / bhagavān āha / bahūni bhaiṣajyasena prathamacittotpādiko	paSyati / BagavAn Aha / bahUni BEzajyasena praTama-citta-utpAdikaH-
   bodhisattvaḥ svapnāntare bhayāni paśyati / tatkasya hetoryadā svapnāntare	boDisattvaH svapna-antare BayAni paSyati / tat-kasya hetoH-yadA svapna-antare
   bhayāni paśyati / tadā sarvapāpakāni karmāṇi pariśodhayati / na śakyaṃ	BayAni paSyati / tadA sarva-pApakAni karmANi pariSoDayati / na Sakyam
   bhaiṣajyasena pāpakarmaṇā sattvena tīvraṃ duḥkhamapanayituṃ na ca pāpena	BEzajyasena pApa-karmaNA sattvena tIvram duHKam-apanayitum na ca pApena
   svapnena dṛṣṭenāsya bhayaṃ bhavati /	svapnena dRzwena-asya Bayam Bavati /
   [SaSū 187] bhaiṣajyasena āha - katamāni bhagavan prathamacittotpādiko	[SaSU 187] BEzajyasenaH Aha  katamAni Bagavan praTama-citta-utpAdikaH-
   bodhisattvaḥ svapnāntare bhayāni paśyati / bhagavān āha - agniṃ	boDisattvaH svapna-antare BayAni paSyati / BagavAn Aha  agnim
   bhaiṣajyasena prajvalitaṃ paśyati / tatra tena bodhisattvenaivaṃ cittaṃ	BEzajyasena prajvalitam paSyati / tatra tena boDisattvena-evam cittam
   utpādayitavyaṃ sarvakleśāni me dagdhāḥ dvitīyaṃ bhaiṣajyasena udakaṃ	utpAdayitavyam sarva-kleSAni me dagDAH dvitIyam BEzajyasenaH udakam
   paśyati luḍitaṃ saṃpraluḍitaṃ / tatra tena prathamacittotpādikena	paSyati luxitam saMpraluxitam / tatra tena praTama-citta-utpAdikena
   bodhisattvena na bhettavyaṃ / tatkasya hetoḥ evaṃ hi bhaiṣajyasena	boDisattvena na Bettavyam / tat-kasya hetoH evam hi BEzajyasena
   bodhisattvena sarvamohabandhanāni vinivartya sarvapāpakṣayaṃ kṛtaṃ bhavati	boDisattvena sarva-moha-banDanAni vinivartya sarva-pApa-kzayam kRtam Bavati
   / tṛtīyaṃ bhaiṣajyasena prathamacittotpādiko bodhisattvaḥ svapnaṃ paśyati	/ tRtIyam BEzajyasena praTama-citta-utpAdikaH boDisattvaH svapnam paSyati
   mahābhayaṃ / āha - katamaṃ bhagavan	mahA-Bayam / Aha  katamam Bagavan
   [SaSū 188] bhagavān āha - svaśarīre śīrṣaṃ muṇḍitaṃ paśyati / tatra tena	[SaSU 188] BagavAn Aha  sva-SarIre SIrzam muNxitam paSyati / tatra tena
   bhaiṣajyasena prathamacittotpādikena bodhisattvena na bhettavyaṃ tatkasya	BEzajyasena praTama-citta-utpAdikena boDisattvena na Bettavyam tat-kasya
   hetoḥ tenaivaṃ cittamutpādayitavyaṃ rāgadveṣamohāni me muṇḍitāni bhavanti	hetoH tena-evam cittam-utpAdayitavyam rAga-dveza-mohAni me muNxitAni Bavanti
   / ṣaḍgatikaṃ ca me saṃsāraṃ parājitaṃ bhaviṣyati / na hi tasya narakāvāso	/ zaz-gatikam ca me saMsAram parAjitam Bavizyati / na hi tasya naraka-AvAsaH-
   bhaviṣyati / na tiryakṣu na preteṣu (vā) nāsureṣu (vā) na nāgeṣu na deveṣu	Bavizyati / na tiryakzu na pretezu (vA) na-asurezu (vA) na nAgezu na devezu
   pariśuddheṣu bhaiṣajyasena buddhakṣetreṣu prathamacittotpādiko	pariSudDezu BEzajyasena budDa-kzetrezu praTama-citta-utpAdikaH-
   bodhisattvaḥ upapattiṃ pratigṛhṇāti /	boDisattvaH upapattim pratigRhNAti /
   [SaSū 189] (bhaviṣyati) bhaiṣajyasena paścime kāle paścime samaye yadi	[SaSU 189] (Bavizyati) BEzajyasena paScime kAle paScime samaye yadi
   kaścit sattvo bodhau cittaṃ pariṇamayiṣyati / tena mahatī paribhāṣaṇā	kaScid sattvaH boDO cittam pariNamayizyati / tena mahatI pariBAzaNA
   draṣṭavyā / paribhūtavāsaśca bhaviṣyati / tatra(tena) bhaiṣajyasena	drazwavyA / pariBUta-vAsaH-ca Bavizyati / tatra(tena) BEzajyasena
   prathamacittotpādikena bodhisattvena na parikhedacittamutpādayitavyaṃ na	praTama-citta-utpAdikena boDisattvena na pariKeda-cittam-utpAdayitavyam na
   vyavasitavyaṃ /	vyavasitavyam /
   [SaSū 190] bahavo bhaiṣajyasena mayā dharmā deśitāḥ mayā ca	[SaSU 190] bahavaH BEzajyasena mayA DarmAH deSitAH mayA ca
   bhaiṣajyasenānekāni kalpaniyutaśatasahasrāni duṣkaracaryā cīrṇā na mayā	BEzajya-senA-an-ekAni kalpa-niyuta-Sata-sahasrAni duzkara-caryA cIrNA na mayA
   bhaiṣajyasena rājyabhogārthāya vā vṛttibhogārthāya vā aiśvaryabhogārthāya	BEzajyasena rAjya-Boga-arTAya vA vRtti-Boga-arTAya vA ESvarya-Boga-arTAya
   vā duṣkaracaryā cīrṇāḥ svabhāvadharmāvabodhāya bhaiṣajyasena mayā	vA duzkara-caryA cIrNAH svaBAva-Darma-avaboDAya BEzajyasena mayA
   duṣkaracaryā cīrṇāḥ na ca me tāvadanuttarā samyaksaṃbodhimabhisaṃbuddhā	duzkara-caryA cIrNAH na ca me tAvat-anuttarA samyaksaMboDim-aBisaMbudDA
   yāvanna mayāyaṃ dharmaparyāyaḥ śrutaḥ yasminstu bhaiṣajyasena kālasamaye	yAvat-na mayA-ayam Darma-paryAyaH SrutaH yasmin-H-tu BEzajyasena kAla-samaye
   mayāyaṃ saṃghāṭo dharmaparyāya śrutaḥ tatraiva me divase anuttarā	mayA-ayam saMGAwaH Darma-paryAya SrutaH tatra-eva me divase anuttarA
   samyaksaṃbodhimabhisaṃbuddhā gaṃbhīro yaṃ bhaiṣajyasena dharmaparyāyaḥ	samyaksaMboDim-aBisaMbudDAH gaMBIraH yam BEzajyasena Darma-paryAyaH
   durlabho 'sya bhaiṣajyasena dharmaparyāyasya	durlaBaH asya BEzajyasena Darma-paryAyasya
   kalpakoṭīniyutaśatasahasrairapi śravaḥ paramadurlabho bhaiṣajyasena	kalpa-kowI-niyuta-Sata-sahasrEH-api SravaH parama-durlaBaH BEzajyasena
   tathāgatānāmutpādaḥ paramadurlabhā bhaiṣajyasenāsya dharmaparyāyasya	taTAgatAnAm-utpAdaH parama-durlaBAH BEzajyasena-asya Darma-paryAyasya
   dhārakaḥ	DArakaH
   [SaSū 191] ye te iman dharmaparyāyaṃ śroṣyanti / sarve te nuttarāṃ	[SaSU 191] ye te iman Darma-paryAyam Srozyanti / sarve te nuttarAm
   samyaksaṃbodhim abhisaṃbhotsyante / kalpaśatasahasraṃ bhaiṣajyasena sattvā	samyaksaMboDim aBisaMBotsyante / kalpa-Sata-sahasram BEzajyasena sattvA
   saṃsārāt paścānmukhaṃ kariṣyanti / pariṣuddhaṃ ca buddhakṣetraṃ	saMsArAt paScAt-muKam karizyanti / parizudDam ca budDa-kzetram
   pratilapsyante / nirodhamārgaṃ ca prajñasyanti / bhavyāś ca te niśrayaṃ	pratilapsyante / niroDa-mArgam ca prajQasyanti / BavyAH ca te niSrayam
   prajñātuṃ / bhavyāḥ kuśalasthānaṃ prajñatuṃ / bhavyā abhijñākuśalasthānaṃ	prajQAtum / BavyAH kuSala-sTAnam prajQatum / BavyAH aBijQA-kuSala-sTAnam
   prajñatum bhavyāḥ kuśalasthānanirodhaṃ prajñātum	prajQatum BavyAH kuSala-sTAna-niroDam prajQAtum
   [SaSū 192] nirodhameva bhaiṣajyasena kimarthamucyate / āha / artha ucyate	[SaSU 192] niroDam-eva BEzajyasena kimarTam-ucyate / Aha / arTaH ucyate
   bhagavan dharmasthānam bhagavānāha - katamaṃ bhaiṣajyasena dharmasthānaṃ /	Bagavan Darma-sTAnam BagavAn-Aha  katamam BEzajyasena Darma-sTAnam /
   āha / dharma ucyate bhagavannārabdhavīryatā / ārabdhaśīlatā /	Aha / DarmaH ucyate Bagavat-=-ArabDa-vIrya-tA / ArabDa-SIla-tA /
   śīlasamanvāgamatā dharmanidhānamityucyate / idaṃ bhagavan dharmanidhānaṃ	SIla-samanvAgama-tA Darma-niDAnam-iti-ucyate / idam Bagavan Darma-niDAnam
   saṃbhavati / bhagavān āha - sādhu sādhu bhaiṣajyasena yas(tvaṃ)	saMBavati / BagavAn Aha  sADu sADu BEzajyasena yas(tvaM)
   tathāgatametamarthaṃ paripraṣṭavyaṃ manyase /	taTAgatam-etam-arTam pariprazwavyam manyase /
   [SaSū 193] āha / kena kāreṇana bhagavan tathāgatā loka utpadyante /	[SaSU 193] Aha / kena kAreNa-na Bagavan taTAgatAH loke utpadyante /
   bhagavān āha - ye bhaiṣajyasena bāhuśrutyasamanvāgamaṃ prajānanti / te	BagavAn Aha  ye BEzajyasena bAhu-Srutya-samanvAgamam prajAnanti / te
   tathāgatānāmutpādaṃ prajānanti / te tathāgatānāmutpādaṃ jñātvā idaṃ	taTAgatAnAm-utpAdam prajAnanti / te taTAgatAnAm-utpAdam jQAtvA idam
   tathāgatānāmutpādasukhasthānaṃ prajānanti / yadā ca tathāgatā loka	taTAgatAnAm-utpAda-suKa-sTAnam prajAnanti / yadA ca taTAgatAH loka
   utpadyante tadā sattvā sarvadharmān prajānanti / upāyakuśalān dharmān	utpadyante tadA sattvAH sarva-DarmAn prajAnanti / upAya-kuSalAn DarmAn
   prajānanti / laukikalokottarān dharmān prajānanti / laukikalokottarāṇi	prajAnanti / lOkika-lokottarAn DarmAn prajAnanti / lOkika-lokottarANi
   jñānāni prajānanti /	jQAnAni prajAnanti /
   [SaSū 194] āha jñānamevaṃ jñātvā katamaṃ nirvāṇaṃ prajānanti / bhagavānāha	[SaSU 194] Aha jQAnam-evam jQAtvA katamam nirvANam prajAnanti / BagavAn-Aha
   - dharmameva bhaiṣajyasena prajānanti / dharmameva jñātvā (evameva)	 Darmam-eva BEzajyasena prajAnanti / Darmam-eva jQAtvA (evam-eva)
   bhaiṣajyasena dharmasaṃgrahaṃ prajānatāṃ prathamo lābha utpadyate /	BEzajyasena Darma-saMgraham prajAnatAm praTamaH lABaH utpadyate /
   yathāśrutaṃ gṛhya dhārmikameva lābho bhaviṣyati /	yaTASrutam gRhya DArmikam-eva lABaH Bavizyati /
   [SaSū 195] tadyathāpi nāma bhaiṣajyasena kaścideva puruṣo vāṇijako bhavet	[SaSU 195] tat-yaTA-api nAma BEzajyasena kaScid-eva puruzaH vANijakaH Bavet-
   sa lābhahetorgacchan parakyasvakasya suvarṇasya puruṣabhārasahasraṃ	sa lABa-hetoH-gacCan parakyasvakasya suvarNasya puruza-BAra-sahasram
   gṛhītvā gacchet tasya gacchatastau mātāpitarāvevamāhutuḥ śṛṇu kulaputra	gRhItvA gacCet tasya gacCataH-tO mAtA-pitarO=-evam-AhutuH SRNu kula-putra
   idaṃ suvarṇasya puruṣabhārasahasraṃ gṛhītaṃ parakyasvakasya ca; ta	idam suvarNasya puruza-BAra-sahasram gRhItam parakyasvakasya ca; ta
   tvayedaṃ suvarṇaṃ sugṛhītaṃ kartavyaṃ na ca kiṃcidato vināśayitavyaṃ	tvayA-idam suvarNam su-gRhItam kartavyam na ca kiMcid-atas vinASayitavyam
   mahālābhaṃ kṛtvā suvarṇaṃ eva sugṛhītaṃ kuru tadasmākaṃ mahālābho	mahA-lABam kRtvA suvarNam eva su-gRhItam kuru tat-asmAkam mahA-lABaH-
   bhaviṣyati / sukhaṃ ca jīviṣyāmaḥ sa ca putrastau mātāpitarāvevaṃ	Bavizyati / suKam ca jIvizyAmaH sa ca putraH-tO mAtA-pitarO=-evam
   vadedevaṃ kariṣyāmi / ityuktvā sa vāṇijakaḥ suvarṇaṃ gṛhītvā gacchedatha	vadet-evam karizyAmi / iti-uktvA sa vANijakaH suvarNam gRhItvA gacCet-aTa
   sa vāṇijakaḥ pramādādyāvan māsamātreṇa sarvaṃ suvarṇaṃ vināśayedvilayaṃ	sa vANijakaH pramAdAt-yAvat mAsa-mAtreNa sarvam suvarNam vinASayet-vilayam
   kuryāt	kuryAt-
   [SaSū 196] atha sa puruṣaḥ paramacintāmāpannaḥ śokaśalyenāviddhahṛdayaḥ	[SaSU 196] aTa sa puruzaH parama-cintAm-ApannaH Soka-Salyena-AvidDa-hRdayaH
   sahrīravatrāpyena ca svagṛhaṃ na paraviśeta; tasya tau mātāpitarau	sa-hrIH-avatrApyena ca sva-gRham na para-viSeta; tasya tO mAtA-pitarO
   śṛṇuyātāṃ evaṃ yuvābhyāṃ putreṇa tat suvarṇaṃ sarvaṃ vināśitamiti śrutvā	SRNuyAtAm evam yuvAByAm putreNa tat suvarNam sarvam vinASitam-iti SrutvA
   nirāśībhūtau śokaśalyenābhyāhatahṛdayau vastrāṇi pāṭayataḥ śocataḥ	nirASIBUtO Soka-Salyena-aByAhata-hRdayO vastrANi pAwayataH SocataH
   krandataḥ evaṃ ca paridevataḥ duṣputro 'smākaṃ gṛhe putrarūpeṇotpannaḥ	krandataH evam ca paridevataH duzputraH asmAkam gRhe putra-rUpeNa-utpannaH
   sakalaṃ eva gṛhaṃ vināśītavān asmākamanāthaṃ kṛtvā dāsau karmakarau kṛtau;	sakalam eva gRham vinA-aSItavAn asmAkam-anATam kRtvA dAsO karmakarO kRtO;
   tasya tau mātāpitarau cintāparigatahṛdayau nirāśau kālagatau tatastena	tasya tO mAtA-pitarO cintA-parigata-hRdayO nirASO kAlagatO tatas-tena
   putreṇa śrutaṃ matāpitarau me nirāśau kālagatau; so 'pi putro nirāśa eva	putreNa Srutam matA-pitarO me nirASO kAlagatO; saH api putraH nirASaH eva
   kālagataḥ	kAlagataH
   [SaSū 197] evameva bhaiṣajyasena tathāgato 'pyetamarthaṃ bhāṣate / ye	[SaSU 197] evam-eva BEzajyasena taTAgataH api-etam-arTam BAzate / ye
   sattvā mama śasane na prasīdanti te nirāśībhūtā maraṇakālasamaye	sattvAH mama Sasane na prasIdanti te nirASIBUtAH maraNa-kAla-samaye
   śokaśalyābhyāhatahṛdayā mahādharmaratnabahiṣkṛtāḥ kālaṃ kurvanti / yathā	Soka-Salya-aByAhata-hRdayAH mahA-Darma-ratna-bahizkRtAH kAlam kurvanti / yaTA
   tau mātāpitarau nirāśau śocataḥ paridevataḥ suvarṇahetoḥ	tO mAtA-pitarO nirASO SocataH paridevataH suvarNa-hetoH
   śokaśalyābhyāhatahṛdayau parakyasvakena suvarṇena śokaśalyaparigatau	Soka-Salya-aByAhata-hRdayO parakya-svakena suvarNena Soka-Salya-parigatO
   cintāmāpadya kālagatauḥ	cintAm-Apadya kAlagatOH
   [SaSū 198] evameva bhaiṣajyasena ye mama śasane na prasīdante paścān	[SaSU 198] evam-eva BEzajyasena ye mama Sasane na prasIdante paScAn
   maraṇakālasamaye paritapyamānāḥ paridevanto duḥkhāṃ vedanāṃ vedayanti /	maraNa-kAla-samaye paritapyamAnAH paridevantaH duHKAm vedanAm vedayanti /
   pūrvakṛtāni ca puṇyāni paribhuktvā na bhūyo 'nyāni puṇyāni kurvanti	pUrva-kRtAni ca puNyAni pariBuktvA na BUyas anyAni puNyAni kurvanti
   sukṣetragatāni / tatra teṣāṃ puṇyaparikṣīṇānāṃ śokaśalyaparigatahṛdayānāṃ	su-kzetra-gatAni / tatra tezAm puNya-parikzINAnAm Soka-Salya-parigata-hRdayAnAm
   tena kālena tena samayena narakatiryagyoniyamalokopapattiṃ ghorāṃ dāruṇān	tena kAlena tena samayena naraka-tiryagyoni-yama-loka-upapattim GorAm dAruNAn
   dṛṣṭvā maraṇakālasamaye evaṃ bhavati / ko me trātā bhavedyadahaṃ naraka	dRzwvA maraNa-kAla-samaye evam Bavati / kaH me trAtA Bavet-yat-aham naraka
   (gati) tiryakpretayamalokaviṣayaṃ na paśyeyan na ca tāṃ duḥkhāṃ vedanāṃ	(gati) tiryak-preta-yama-loka-vizayam na paSyeyan na ca tAm duHKAm vedanAm
   vedayeyaṃ /	vedayeyam /
   [SaSū 199] tasyaivaṃ pralapataḥ paralokamākramataḥ tau	[SaSU 199] tasya-evam pralapataH para-lokam-AkramataH tO
   mātāpitarāvevamāhataḥ kiṃ kariṣyāma putraka; gāthābhiścāddhyābhāṣataḥ (54)	mAtA-pitarO=-evam-AhataH kim karizyAma putraka; gATABiH-cAdDi-ABAzataH (54)
   grahītuṃ śakyate naiva vyādhirduḥkhaṃ mahābhayaṃ / nāsti te maraṇaṃ putra	grahItum Sakyate na-eva vyADiH-duHKam mahA-Bayam / na-asti te maraNam putra
   glānasya maraṇādbhayaṃ /	glAnasya maraNAt-Bayam /
   (55) mokṣo bhaviṣyate tubhyaṃ vyādherhi bhayabhairavāt	(55) mokzaH Bavizyate tuByam vyADeH-hi Baya-BEravAt-
   dhṛtiṃ kuruṣva he putra tataḥ siddhirbhaviṣyati /	DRtim kuruzva he putra tatas sidDiH-Bavizyati /
   putra āha -	putraH Aha -
   (56) niruddhyate me vijñānaṃ kāyo me pīḍyate bhṛśam	(56) nirudDyate me vijQAnam kAyaH me pIxyate BRSam
   sarve aṅgāni duḥkhanti mṛtyuṃ paśyāmi ātmanaḥ	sarve aFgAni duHKanti mRtyum paSyAmi AtmanaH
   (57) na paśyataścakṣuṣī me karṇau me na śṛṇonti ca /	(57) na paSyataH-cakzuzI me karNO me na SRNonti ca /
   śrotraṃ punarna lapsyāmi na kāyaḥ saṃsahiṣyati /	Srotram punar-na lapsyAmi na kAyaH saMsahizyati /
   (58) aṅgamaṃgāni duḥkhanti kāṣṭhā iva acetanāḥ	(58) aFgam-aMgAni duHKanti kAzWAH iva acetanAH
   visvādayasi me amba nāgataṃ maraṇaṃ tava;	visvAdayasi me amba na-Agatam maraNam tava;
   mātā āha -	mAtA Aha -
   (59) vaktuṃ nārhasi putraivaṃ mā me trāsaparāṃ kuru /	(59) vaktum na-arhasi putra-evam mA me trAsa-parAm kuru /
   kāyaṃ tava jvarākrāntaṃ viprakārāṇi paśyasi /	kAyam tava jvara-AkrAntam viprakArANi paSyasi /
   putra āha -	putraH Aha -
   (60) na paśyāmi jvaraṃ kāyerna ca vyādhirna duḥkhati /	(60) na paSyAmi jvaram kAyeH-na ca vyADiH-na duHKati /
   paśyāmi maranaṃ ghoraṃ hataṃ kāyaṃ ca me bhṛśam	paSyAmi maranam Goram hatam kAyam ca me BRSam
   (61) paśyāmi ātmanā sarvaṃ kāyaṃ duḥkhaprapīḍitaṃ /	(61) paSyAmi AtmanA sarvam kAyam duHKa-prapIxitam /
   gacchāmi kasya śaraṇaṃ ko me trātā bhaviṣyati /	gacCAmi kasya SaraNam kaH me trAtA Bavizyati /
   (62) mātāpitā vadet putra devakrodhaṃ hi te bhavet	(62) mAtA-pitA vadet putra deva-kroDam hi te Bavet-
   devebhyo yajanaṃ kṛtvā tataḥ svastirbhaviṣyati /	deveByaH yajanam kRtvA tatas svastiH-Bavizyati /
   putrā āha -	putrAH Aha -
   (63) kariṣyathā yūyameva yena svastirbhaven mama /	(63) karizyaTAH yUyam-eva yena svastiH-Bavet mama /
   śīghraṃ śīghraṃ ca gatvā vai pṛcchathā devapālakam	SIGram SIGram ca gatvA vE pRcCaTA devapAlakam
   [SaSū 200] atha tasya tau mātāpitarau devakukaṃ gatvā devasya dhūpaṃ	[SaSU 200] aTa tasya tO mAtA-pitarO devakukam gatvA devasya DUpam
   dāpayanti / atha sa devapālakaḥ devasya dhūpaṃ datvaivaṃ vācaṃ bhāṣate /	dApayanti / aTa sa devapAlakaH devasya DUpam datvA-evam vAcam BAzate /
   devaste kruddhaḥ devasyopakāraḥ kartavyaḥ yajanaṃ kartavyaṃ / tatra	devaH-te krudDaH devasya-upakAraH kartavyaH yajanam kartavyam / tatra
   paśurghātayitavyaḥ puruṣaśca ghātayitavyaḥ tataste putro vyādheḥ	paSuH-GAtayitavyaH puruzaH-ca GAtayitavyaH tatas-te putraH vyADeH
   parimokṣyate / atha tau mātāpitarau tasyām velāyāmevaṃ cintayataḥ kiṃ	parimokzyate / aTa tO mAtA-pitarO tasyAm velAyAm-evam cintayataH kim
   kariṣyāmo daridrāścāsma / yadi devo na parasīdiṣyati tadasmākaṃ putraḥ	karizyAmaH daridrAH-ca-asma / yadi devaH na para-sIdizyati tat-asmAkam putraH
   kālaṃ kariṣyati / atha vā prasādaṃ kuryāttadvayaṃ paramadaridrāḥ paśuṃ	kAlam karizyati / aTa vA prasAdam kuryAt-tat-vayam parama-daridrAH paSum
   puruṣaṃ cānayāma /	puruzam ca-AnayAma /
   [SaSū 201] atha tau śīghraśīghraṃ svagṛhaṃ gatvā yatkiṃcidgṛhe pariṣkāraṃ	[SaSU 201] aTa tO SIGra-SIGram sva-gRham gatvA yat-kiMcid-gRhe parizkAram
   saṃvidyate tatsarvaṃ vikrīya; paśukrayārthe gacchataḥ atha tāvadanyataraṃ	saMvidyate tat-sarvam vikrIya; paSukraya-arTe gacCataH aTa tAvat-anyataram
   puruṣaṃ evaṃ vadeyuḥ dehi bhoḥ puruṣaḥ suvarṇamasmākaṃ yācitaṃ yadi	puruzam evam vadeyuH dehi BoH puruzaH suvarNam-asmAkam yAcitam yadi
   śaknumo daśame divase punarapi dātuṃ tacchobhanamatha na śaknumo dātuṃ	SaknumaH daSame divase punar-api dAtum tat-SoBanam-aTa na SaknumaH dAtum
   tadvayaṃ tava dāsā bhaviṣyāmaḥ karmakarāḥ tau ca taṃ suvarṇaṃ gṛhītvā	tat-vayam tava dAsAH BavizyAmaH karmakarAH tO ca tam suvarNam gRhItvA
   gaccheyuḥ paśuṃ puruṣaṃ krotuṃ /	gacCeyuH paSum puruzam krotum /
   [SaSū 202] atha tābhyāṃ ca paśuḥ puruṣa krītaḥ sa ca puruṣo na jānīyādyan	[SaSU 202] aTa tAByAm ca paSuH puruza krItaH sa ca puruzaH na jAnIyAt-yan
   māmete jīvitādvyavaropayiṣyanti / atha tau mātāpitarau saṃmohamāpannau na	mAm-ete jIvitAt-vyavaropayizyanti / aTa tO mAtA-pitarO saMmoham-ApannO na
   bhūyaḥ svagṛhaṃ praviṣṭau / tau devakulaṃ gatvā taṃ	BUyas sva-gRham pravizwO / tO devakulam gatvA tam
   devapalakamāmantrayanti / śīghramidānīṃ yajanaṃ kuruṣva /	deva-palakam-Amantrayanti / SIGram-idAnIm yajanam kuruzva /
   atha tau mātāpitarau svayameva taṃ paśuṃ ghātayataḥ taṃ ca puruṣaṃ	aTa tO mAtA-pitarO svayam-eva tam paSum GAtayataH tam ca puruzam
   jīvitādvyavaropayataḥ tataḥ sa devapālaka ārabdho yajñaṃ yajanāya medaṃ	jIvitAt-vyavaropayataH tatas sa devapAlakaH ArabDaH yajQam yajanAya medam
   prajvālayati / tataḥ sa devo 'vatīrya evaṃ kathayati / tava putro mayā	prajvAlayati / tatas sa devaH avatIrya evam kaTayati / tava putraH mayA
