   śrīḥ	SrIH
   vaidagdhyārthaṃ pradātavyaṃ saṃskṛtaṃ cāntarāntarā // VisSd_6.169 //	vEdagDya-arTam pradAtavyam saMskRtam ca-antarA-antarAH // VisSd-_6.169 //
   ṣaṭtriṃśal-lakṣaṇāny atra nāṭyālaṅkṛtayas tathā /	zaz-triMSal--lakzaNAni atra nAwya-alaFkRtayaH taTA /
   trayastriṃśat-prayojyāni vīthy-aṅgāni trayodaśa // VisSd_6.170 //	trayastriMSat--prayojyAni vITi--aFgAni trayodaSa // VisSd-_6.170 //
   lāsyāṅgāni daśa yathā-lābhaṃ rasa-vyapekṣayā /	lAsya-aFgAni daSa yaTA-a-lABam rasa--vyapekzayA /
   bhūṣaṇākṣara-saṅghātau śobhodāharaṇaṃ tathā // VisSd_6.171 //	BUzaNa-akzara--saFGAtO SoBA-udAharaNam taTA // VisSd-_6.171 //
   hetu-saṃśaya-dṛṣṭāntās tulya-tarkaḥ padoccayaḥ /	hetu--saMSaya-dRzwAntAH tulya--tarkaH pada-uccayaH /
   nidarśanābhiprāyo ca prāptir vicāra eva ca // VisSd_6.172 //	nidarSana-aBiprAyaH ca prAptiH vicAraH eva ca // VisSd-_6.172 //
   diṣṭopadiṣṭe ca guṇātipātātiśayau tathā /	dizwa-upadizwe ca guNa-atipAta-atiSayO taTA /
   viśeṣaṇa-niruktī ca siddhi-bhraṃśa-viparyayau // VisSd_6.173 //	viSezaNa--niruktI ca sidDi-BraMSa--viparyayO // VisSd-_6.173 //
   dākṣiṇyānunayau mālārthāpattir garhaṇaṃ tathā /	dAkziNya-anunayO mAlA-arTa-ApattiH garhaNam taTA /
   pṛcchā prasiddhiḥ sārūpyaṃ saṃkṣepo guṇa-kīrtanam // VisSd_6.174 //	pRcCA prasidDiH sArUpyam saMkzepaH guNa--kIrtanam // VisSd-_6.174 //
   leśo manoratho 'nukta-siddhiḥ priya-vacas tathā /	leSaH manoraTaH anukta--sidDiH priya-vacaH taTA /
   lakṣaṇāni guṇaiḥ sālaṅkārair yogas tu bhūṣaṇam // VisSd_6.175 //	lakzaNAni guNEH sa-alaFkArEH yogaH tu BUzaNam // VisSd-_6.175 //
   varṇanākṣara-saṅghātaś citrārthair akṣarair mitaiḥ /	varNana-akzara--saFGAtaH citra-arTEH akzarEH mitEH /
   siddhair arthaiḥ samaṃ yatrāprasiddho 'rthaḥ prakāśate // VisSd_6.176 //	sidDEH arTEH samam yatra-aprasidDaH arTaH prakASate // VisSd-_6.176 //
   śliṣṭa-lakṣaṇa-citrārthā sā śobhety abhidhīyate /	Slizwa-lakzaNa--citra-arTA sA SoBA-iti aBiDIyate /
   yatra tulyārtha-yuktena vākyenābhipradarśanāt // VisSd_6.177 //	yatra tulya-arTa-yuktena vAkyena-aBipradarSanAt // VisSd-_6.177 //
   sādhyate 'bhimataś cārthas tad-udāharaṇaṃ matam /	sADyate aBimataH ca-arTaH tad--udAharaNam matam /
   hetur vākyaṃ samāsoktam iṣṭakṛd dhetu-darśanāt // VisSd_6.178 //	hetuH vAkyam samAsa-uktam izwa-kRt Detu--darSanAt // VisSd-_6.178 //
   saṃśayo 'jñāta-tattvasya vākye syād yad aniścayaḥ /	saMSayaH ajQAta--tattvasya vAkye syAt yat aniScayaH /
   dṛṣṭānto yas tu pakṣe 'rtha-sādhanāya nidarśanam // VisSd_6.179 //	dRzwAntaH yaH tu pakze arTa--sADanAya nidarSanam // VisSd-_6.179 //
   tulya-tarko yad-arthena tarkaḥ prakṛti-gāminā /	tulya--tarkaH yat--arTena tarkaH prakRti-gAminA /
   sañcayo 'rthānurūpo yaḥ padānāṃ sa padoccayaḥ // VisSd_6.180 //	saQcayaH arTa-anurUpaH yaH padAnAm sa pada-uccayaH // VisSd-_6.180 //
   yatrārthānāṃ prasiddhānāṃ kriyate parikīrtanam /	yatra-arTAnAm prasidDAnAm kriyate parikIrtanam /
   para-pakṣa-vyudāsārthaṃ tan nidarśanam ucyate // VisSd_6.181 //	para-pakza--vyudAsa-arTam tat nidarSanam ucyate // VisSd-_6.181 //
   abhiprāyas tu sādṛśyād abhūtārthasya kalpanā /	aBiprAyaH tu sAdRSyAt aBUta-arTasya kalpanA /
   prāptiḥ kenacid aṃśena kiñcid yatrānumīyate // VisSd_6.182 //	prAptiH kenacid aMSena kiQcid yatra-anumIyate // VisSd-_6.182 //
   vicāro yukti-vākyair yad apratyakṣārtha-darśanam /	vicAraH yukti-vAkyEH yat apratyakza-arTa--darSanam /
   deśa-kāla-svarūpeṇa varṇanā diṣṭam ucyate // VisSd_6.183 //	deSa--kAla--svarUpeNa varNanA dizwam ucyate // VisSd-_6.183 //
   upadiṣṭaṃ manohāri vākyaṃ śāstrānusārataḥ /	upadizwam manohAri vAkyam SAstra-anusArataH /
   guṇātipātaḥ kāryaṃ vad viparītaṃ guṇān prati // VisSd_6.184 //	guNa-atipAtaH kAryam vat viparItam guNAn prati // VisSD-_6.184 //
   yaḥ sāmān guṇodrekaḥ sa guṇātiśayo mataḥ /	yaH sAmAn guNa-udrekaH sa guNa-atiSayaH mataH /
   siddhān arthān bahūn uktvā viśeṣoktir viśeṣaṇam // VisSd_6.185 //	sidDAn arTAn bahUn uktvA viSeza-uktiH viSezaNam // VisSd-_6.185 //
   pūrva-siddhārtha-kathanaṃ niruktir iti kīrtyate /	pUrva-sidDArTa--kaTanam niruktiH iti kIrtyate /
   bahūnāṃ kīrtanaṃ siddhir abhipretārtha-siddhaye // VisSd_6.186 //	bahUnAm kIrtanam sidDiH aBipreta-arTa--sidDaye // VisSd-_6.186 //
   dṛptādīnāṃ bhavad bhraṃśo vācyād anyatarad vacaḥ /	dRpta-AdInAm Bavat BraMSaH vAcyAt anyatarat vacaH /
   vicārasyānyathābhāvaḥ sandehāt tu viparyayaḥ // VisSd_6.187 //	vicArasya-anyaTA-BAvaH sandehAt tu viparyayaH // VisSd-_6.187 //
   dākṣiṇyaṃ ceṣṭayā vācā para-cittānuvartanam /	dAkziNyam cezwayA vAcA para-citta-anuvartanam /
   vākyaiḥ snigdhair anunayo bhaved arthasya sādhanam // VisSd_6.188 //	vAkyEH snigDEH anunayaH Bavet arTasya sADanam // VisSd-_6.188 //
   mālā syād yad abhīṣṭārthaṃ naikārtha-pratipādanam /	mAlA syAt yat aBIzwa-arTam na-eka-arTa--pratipAdanam /
   arthāpattir yad anyārtho 'rthāntarokteḥ pratīyate // VisSd_6.189 //	arTApattiH yat anya-arTaH arTa-antara-ukteH pratIyate // VisSd-_6.189 //
   dūṣaṇodghoṣaṇāyāṃ tu bhartsanā garhaṇaṃ tu tat /	dUzaNa-udGozaNAyAm tu BartsanA garhaNam tu tat /
   abhyarthanāparair vākyaiḥ pṛcchārthānveṣaṇaṃ matā // VisSd_6.190 //	aByarTana-aparEH vAkyEH pRcCA-arTa-anvezaNam matA // VisSd-_6.190 //
   prasiddhir loka-siddhārthair utkṛṣṭair artha-sādhanam /	prasidDiH loka--sidDArTEH utkRzwEH arTa--sADanam /
   sārūpyam anurūpasya sārūpyāt kṣobha-vardhanam // VisSd_6.191 //	sArUpyam anurUpasya sArUpyAt kzoBa--varDanam // VisSd-_6.191 //
   saṅkṣepo yat tu saṅkṣepād ātmāny arthe prayujyate /	saFkzepaH yat tu saFkzepAt AtmAni arTe prayujyate /
   guṇānāṃ kīrtanaṃ yat tu tad eva guṇa-kīrtanam // VisSd_6.192 //	guNAnAm kIrtanam yat tu tat eva guNa-kIrtanam // VisSd-_6.192 //
   sa leśo bhaṇyate vākyaṃ yat sādṛśya-puraḥsaram /	sa leSaH BaNyate vAkyam yat sAdRSya--puraHsaram /
   manorathas tv abhiprāyasyoktir bhaṅgyantareṇa yat // VisSd_6.193 //	manoraTaH tu aBiprAyasya-uktiH BaFgi-antareNa yat // VisSd-_6.193 //
   viśeṣārthoha-vistāro 'nukta-siddhir udīryate /	viSeza-arTa-Uha--vistAraH anukta--sidDiH udIryate /
   syāt prayāṇayituṃ pūjyaṃ priyoktir harṣa-bhāṣaṇam // VisSd_6.194 //	syAt prayANayitum pUjyam priyoktiH harza-BAzaNam // VisSd-_6.194 //
   āśīr ākranda-kapaṭākṣamā-garvodyamāśrayāḥ /	ASIH Akranda-kapawa-akzamA--garva-udyama-ASrayAH /
   utprāsana-spṛhā-kṣobha-paścāt-tāpopapattayaḥ // VisSd_6.195 //	utprAsana--spRhA--kzoBa-paH-ca-at-tApa-upapattayaH // VisSd-_6.195 //
   āśaṃsādhyavasāyau ca visarpollekha-saṃjñitau /	ASaMsa-aDyavasAyO ca visarpa-ulleKa--saMjQitO /
   uttejanaṃ parīvādo nītir artha-viśeṣaṇam // VisSd_6.196 //	uttejanam parIvAdaH nItiH arTa--viSezaNam // VisSd-_6.196 //
   protsāhanaṃ ca sāhāyyam abhimāno 'nuvartanam /	protsAhanam ca sAhAyyam aBimAnaH anuvartanam /
   utkīrtanaṃ yathā yācñā parihāro nivedanam // VisSd_6.197 //	utkIrtanam yaTA yAcQA parihAraH nivedanam // VisSd-_6.197 //
   pravartanākhyāna-yukti-praharṣāś copadeśanam /	pravartana-AKyAna--yukti--praharzAH ca-upadeSanam /
   iti nāṭyālaṅkṛtayo nāṭya-bhūṣaṇa-hetavaḥ // VisSd_6.198 //	iti nAwya-alaFkRtayaH nAwya--BUzaNa--hetavaH // VisSd-_6.198 //
   āśīr iṣṭa-janāśaṃsā ākrandaḥ pralapitaṃ śucau /	ASIH izwa-jana-ASaMsAH AkrandaH pralapitam SucO /
   kapaṭaṃ māyayā yatra rūpam anyad vibhāvyate // VisSd_6.199 //	kapawam mAyayA yatra rUpam anyat viBAvyate // VisSd-_6.199 //
   akṣamā sā paribhavaḥ svalpo 'pi na viṣahyate /	akzamA sA pariBavaH su-alpaH api na vizahyate /
   garvāvalepajaṃ vākyaṃ kāryasyārambha udyamaḥ // VisSd_6.200 //	garva-avalepa-jam vAkyam kAryasya-AramBaH udyamaH // VisSd-_6.200 //
   grahaṇaṃ guṇavat kārya-hetor āśraya ucyate /	grahaNam guNavat kArya--hetoH ASrayaH ucyate /
   utprāsanaṃ tūpahāso yo 'sādhau sādhu-mānini // VisSd_6.201 //	utprAsanam tu-upahAsaH yaH asADO sADu--mAnini // VisSd-_6.201 //
   ākāṅkṣā ramaṇīyatvāḍ vastuno yā spṛhā tu sā /	AkAFkzA ramaNIya-tvAt vastunaH yA spRhA tu sA /
   adhikṣepa-vacaḥ-kārī kṣobhaḥ proktaḥ sa eva tu // VisSd_6.202 //	aDikzepa-vacaH--kArI kzoBaH proktaH saH eva tu // VisSd-_6.202 //
   mohāvadhīritārthasya paścāttāpaḥ sa eva tu /	moha-avaDIrita-arTasya paScAttApaH saH eva tu /
   upapattir matā hetor upanyāso 'rtha-siddhaye // VisSd_6.203 //	upapattiH matA hetoH upanyAsaH arTa--sidDaye // VisSd-_6.203 //
   āśaṃsanaṃ syād āśaṃsā pratijñādhyavasāyakaḥ /	ASaMsanam syAt ASaMsA pratijQA-aDyavasAyakaH /
   visarpo yat samārabdhaṃ karmāniṣṭa-phala-pradam // VisSd_6.204 //	visarpaH yat samArabDam karma-anizwa--Pala--pradam // VisSd-_6.204 //
   kārya-grahaṇam ullekha uttejanam itīṣyate /	kArya--grahaNam ulleKaH uttejanam iti-izyate /
   sva-kārya-siddhaye 'nyasya preraṇāya kaṭhora-vāk // VisSd_6.205 //	sva---kArya--sidDaye anyasya preraNAya kaWora--vAc // VisSd-_6.205 //
   bhartsanā tu parīvādo nītiḥ śāstreṇa vartanam /	BartsanA tu parIvAdaH nItiH SAstreNa vartanam /
   uktasyārthasya yat tu syād utkīrtanam anekadhā // VisSd_6.206 //	uktasya-arTasya yat tu syAt utkIrtanam anekaDA // VisSd-_6.206 //
   upālambha-viśeṣeṇa tat syād artha-viśeṣaṇam /	upAlamBa--viSezeNa tat syAt arTa--viSezaNam /
   protsāhnaṃ syād utsāha-girā kasyāpi yojanam // VisSd_6.207 //	protsAhnam syAt utsAha--girA kasya-api yojanam // VisSd-_6.207 //
   sāhāyyaṃ saṅkaṭe yat syāt sānukūlyaṃ parasya ca /	sAhAyyam saFkawe yat syAt sa-AnukUlyam parasya ca /
   abhimānaḥ sa eva syāt praśrayād anuvartanam // VisSd_6.208 //	aBimAnaH saH eva syAt praSrayAt anuvartanam // VisSd-_6.208 //
   anuvṛttir bhūta-kāryākhyānam utkīrtanaṃ matam /	anuvRttiH BUta--kArya-AKyAnam utkIrtanam matam /
   yācñā tu kvāpi yācñā yā svayaṃ dūta-mukhena vā // VisSd_6.209 //	yAcQA tu kvApi yAcQA yA svayam dUta-muKena vA // VisSd-_6.209 //
   parihāra iti proktaḥ kṛtānucita-mārjanam /	parihAraH iti proktaH kRta-anucita-mArjanam /
   avadhīrita-kartavya-kathanaṃ tu nivedanam // VisSd_6.210 //	avaDIrita-kartavya--kaTanam tu nivedanam // VisSd-_6.210 //
   pravartanaṃ tu kāryasya yat syāt sādhu-pravartanam /	pravartanam tu kAryasya yat syAt sADu--pravartanam /
   ākhyānaṃ pūrva-vṛttoktiḥ yuktir arthāvadhāraṇam // VisSd_6.211 //	AKyAnam pUrva--vRtta-uktiH yuktiH arTa-avaDAraNam // VisSd-_6.211 //
   praharṣaḥ pramadādhikyaṃ śikṣā syād upadeśanam /	praharzaH pramadA-ADikyam SikzA syAt upadeSanam /
   geya-padaṃ sthita-pāṭhyam āsīnaṃ puṣpa-gaṇḍikā // VisSd_6.212 //	geya-padam sTita--pAWyam AsInam puzpa--gaNxikA // VisSd-_6.212 //
   pracchedakas trigūḍhaṃ ca saindhavākhyaṃ dvigūḍham /	pracCedakaH tri-gUXam ca sEnDava-AKyam dvi-gUXam /
   uttamottamakaṃ cānyad-ukta-pratyuktam eva ca // VisSd_6.213 //	uttama-uttamakam ca-anyat--ukta--pratyuktam eva ca // VisSd-_6.213 //
   lāsye daśavidhaṃ hy etad-aṅgam uktaṃ manīṣibhiḥ /	lAsye daSaviDam hi etat--aFgam uktam manIziBiH /
   tantrī-bhāṇḍaṃ puraskṛtyopaviṣṭasyāsane puraḥ // VisSd_6.214 //	tantrI--BANxam puraskRtya-upavizwasya-Asane puras // VisSd-_6.214 //
   śuddhaṃ gānaṃ geya-padaṃ sthita-pāṭhyaṃ tad ucyate /	SudDam gAnam geya-padam sTita--pAWyam tat ucyate /
   madanottāpitā yatra paṭhati prākṛtaṃ sthitā // VisSd_6.215 //	madana-uttApitAH yatra paWati prAkRtam sTitAH // VisSd-_6.215 //
   nikhilātodya-rahitaṃ śoka-cintānvitābalā /	niKila-Atodya--rahitam Soka-cintA-anvitA-balA /
   aprasādhita-gātraṃ yad āsīnāsīnam eva tat // VisSd_6.216 //	aprasADita--gAtram yat AsInAsInam eva tat // VisSd-_6.216 //
   ātodya-miśritaṃ geyaṃ chandāṃsi vividhāni ca /	Atodya--miSritam geyam CandAMsi viviDAni ca /
   strī-puṃsayor viparyāsa-ceṣṭitaṃ puṣpa-gaṇḍikā // VisSd_6.217 //	strI-puMsayoH viparyAsa--cezwitam puzpa--gaNxikA // VisSd-_6.217 //
   anyāsaktaṃ patiṃ matvā prema-viccheda-manyunā /	anya-Asaktam patim matvA prema--vicCeda--manyunA /
   vīṇā-puraḥ-saraṃ gānaṃ striyāḥ pracchedako mataḥ // VisSd_6.218 //	vINA--puraH-saram gAnam striyAH pracCedakaH mataH // VisSd-_6.218 //
   strī-veṣa-dhāriṇāṃ puṃsāṃ nāṭyaṃ ślakṣṇaṃ trigūḍhakam /	strI--veza--DAriNAm puMsAm nAwyam SlakzNam tri-gUXakam /
   kaścana bhraṣṭa-saṅketaḥ suvyakta-karaṇānvitaḥ // VisSd_6.219 //	kaScana Brazwa--saFketaH su-vyakta-karaNa-anvitaH // VisSd-_6.219 //
   prākṛtaṃ vacanaṃ vakti yatra tat saindhavaṃ matam /	prAkRtam vacanam vakti yatra tat sEnDavam matam /
   caturasra-padaṃ gītaṃ mukha-pratimukhānvitam // VisSd_6.220 //	caturasra-padam gItam muKa--pratimuKa-anvitam // VisSd-_6.220 //
   dvigūḍhaṃ rasa-bhāvāḍhyam uttamottamakaṃ punaḥ /	dvi-gUXam rasa-BAva-AXyam uttama-uttamakam punar /
   kopa-prasādajan adhikṣepa-yuktaṃ rasottaram // VisSd_6.221 //	kopa-prasAda-jan aDikzepa--yuktam rasa-uttaram // VisSd-_6.221 //
   hāva-helānvitaṃ citra-śloka-bandha-manoharam /	hAva--helA-anvitam citra--Sloka-banDa--manoharam /
   ukti-pratyukti-saṃyuktaṃ sopālambham alīkavat // VisSd_6.222 //	ukti--pratyukti--saMyuktam sa-upAlamBam alIka-vat // VisSd-_6.222 //
   vilāsānvita-gītārtham ukta-pratyuktam ucyate /	vilAsa-anvita--gIta-arTam ukta--pratyuktam ucyate /
   etad eva yadā sarvaiḥ patākā-sthānakair yutam // VisSd_6.223 //	etat eva yadA sarvEH patAkA--sTAnakEH yutam // VisSd-_6.223 //
   aṅkaiś ca daśabhir dhīrā mahānāṭakam ūcire /	aFkEH ca daSaBiH DIrAH mahAnAwakam Ucire /
   bhavet prakaraṇe vṛttaṃ laukikaṃ kavi-kalpitam // VisSd_6.224 //	Bavet prakaraNe vRttam lOkikam kavi--kalpitam // VisSd-_6.224 //
   śṛṅgāro 'ṅgī nāyakas tu vipro 'mātyo 'thavā vaṇik /	SRFgAraH aFgI nAyakaH tu vipraH amAtyaH aTavA vaNij /
   sāpāya-dharma-kāmārtha-paro dhīra-praśāntakaḥ // VisSd_6.225 //	sa-apAya--Darma--kAma-arTa--paraH DIra-praSAntakaH // VisSd-_6.225 //
   nāyikā kulajā kvāpi veśyā kvāpi dvayaṃ kvacit /	nAyikA kula-jA kvApi veSyA kvApi dvayam kvacid /
   tena bhedās trayas tasya tatra bhedas tṛtīyakaḥ // VisSd_6.226 //	tena BedAH trayaH tasya tatra BedaH tRtIyakaH // VisSd-_6.226 //
   kitava-dyūta-kārādi-viṭa-ceṭaka-saṅkulaḥ /	kitava--dyUta--kAra-Adi-viwa--cewaka-saFkulaH /
   bhāṇaḥ syād dhūrta-carito nānāvasthāntarātmakaḥ // VisSd_6.227 //	BANaH syAt DUrta--caritaH nAnA-avasTA-antara-AtmakaH // VisSd-_6.227 //
   ekāṅka eka evātra nipuṇaḥ paṇḍito viṭaḥ /	eka-aFkaH ekaH eva-atra nipuNaH paNxitaH viwaH /
   raṅge prakāśayet svenānubhūtam itareṇa vā // VisSd_6.228 //	raFge prakASayet svena-anuBUtam itareNa vA // VisSd-_6.228 //
   saṃbodhanokti-pratyuktī kuryād ākāśa-bhāṣitaiḥ /	saMboDana-ukti--pratyuktI kuryAt AkASa--BAzitEH /
   sūcayed vīra-śṛṅgārau śaurya-saubhāgya-varṇanaiḥ // VisSd_6.229 //	sUcayet vIra--SRFgArO SOrya-sOBAgya--varNanEH // VisSd-_6.229 //
   tatretivṛttam utpādyaṃ vṛttiḥ prāyeṇa bhāratī /	tatra-iti-vRttam utpAdyam vRttiH prAyeNa BAratI /
   mukha-nirvahaṇe sandhī lāsyāṅgāni daśāpi ca // VisSd_6.230 //	muKa--nirvahaNe sanDI lAsya-aFgAni daSA-api ca // VisSd-_6.230 //
   khyātetivṛtto vyāyogaḥ svalpa-strī-jana-saṃyutaḥ /	KyAtA-iti-vRttaH vyAyogaH svalpa--strI--jana--saMyutaH /
   hīno garbha-vimarśābhyāṃ narair bahubhir āśritaḥ // VisSd_6.231 //	hInaH garBa--vimarSAByAm narEH bahuBiH ASritaH // VisSd-_6.231 //
   ekāṅkaś ca bhaved astrī-nimittam amarodayaḥ /	ekAFkaH ca Bavet astrI--nimittam amara-udayaH /
   kaiśikī-vṛtti-rahitaḥ prakhyātas tatra nāyakaḥ // VisSd_6.232 //	kESikI-vRtti--rahitaH praKyAtaH tatra nAyakaH // VisSd-_6.232 //
   rājarṣir atha divyo vā bhaved dhīroddhataś ca saḥ /	rAjarziH aTa divyaH vA Bavet DIra-udDataH ca saH /
   hāsya-śṛṅgāra-śāntebhya itare 'trāṅgino rasāḥ // VisSd_6.233 //	hAsya--SRFgAra--SAnteByaH itare atra-aFginaH rasAH // VisSd-_6.233 //
   vṛttaṃ samavakāre tu khyātaṃ devāsurāśrayam /	vRttam samavakAre tu KyAtam deva-asura-ASrayam /
   sandhayo nirvimarśās tu trayo 'ṅkās tatra cādime // VisSd_6.234 //	sanDayaH nirvimarSAH tu trayaH aFkAH tatra ca-Adime // VisSd-_6.234 //
   sandhī dvāv antyayos tadvad eka eko bhavet punaḥ /	sanDI dvO antyayoH tadvat ekaH ekaH Bavet punar /
   nāyakā dvādaśodāttāḥ prakhyātā deva-mānavāḥ // VisSd_6.235 //	nAyakAH dvAdaSa-udAttAH praKyAtAH deva--mAnavAH // VisSd-_6.235 //
   phalaṃ pṛthak pṛthak teṣāṃ vīra-mukhyo 'khilo rasaḥ /	Palam pRTak pRTak tezAm vIra-muKyaH aKilaH rasaH /
   vṛttayo manda-kaiśikyo nātra bindu-praveśakau // VisSd_6.236 //	vRttayaH manda-kESikyaH na-atra bindu-praveSakO // VisSd-_6.236 //
   vīthy-aṅgāni ca tatra syur yathālābhaṃ trayodaśa /	vITi--aFgAni ca tatra syuH yaTAlABam trayodaSa /
   gāyatry-uṣṇiṅ-mukhāny atra cchandāṃsi vividhāni ca // VisSd_6.237 //	gAyatrI---uzNiF--muKAni atra cCandAMsi viviDAni ca // VisSd-_6.237 //
   tri-śṛṅgāras tri-kapaṭaḥ kāryaś cāyaṃ trivid-ravaḥ /	tri-SRFgAraH tri-kapawaH kAryaH ca-ayam tri-vid-ravaH /
   vastu dvādaśa-nālībhir niṣpādyaṃ prathamāṅkagam // VisSd_6.238 //	vastu dvAdaSa--nAlIBiH nizpAdyam praTama-aFka-gam // VisSd-_6.238 //
   dvitīye 'ṅke catasṛbhir dvābhyām aṅke tṛtīyaake /	dvitIye aFke catasRBiH dvAByAm aFke tRtIyaake /
   dharmārtha-kāmais trividhaḥ śṛṅgāraḥ kapaṭaḥ punaḥ // VisSd_6.239 //	Darma-arTa--kAmEH triviDaH SRFgAraH kapawaH punar // VisSd-_6.239 //
   svābhāvikaḥ kṛtrimaś ca daivajo vidravaḥ punaḥ /	svABAvikaH kRtrimaH ca dEvajaH vidravaH punar /
   acetanaiś cetanaiś ca cetanācetanaiḥ kṛtaḥ // VisSd_6.240 //	acetanEH cetanEH ca cetana-acetanEH kRtaH // VisSd-_6.240 //
   māyendra-jāla-saṅgrāma-krodhodbhrāntādi-ceṣṭitaiḥ /	mAyA-indra--jAla--saFgrAma---kroDa-udBrAnta-Adi--cezwitEH /
   aparāgaiś ca bhūyiṣṭho ḍimaḥ khyātetivṛttakaḥ // VisSd_6.241 //	aparAgEH ca BUyizWaH ximaH KyAtA-itivRttakaH // VisSd-_6.241 //
   aṅgī raudra-rasas tatra sarve 'ṅgāni rasāḥ punaḥ /	aFgI rOdra--rasaH tatra sarve aFgAni rasAH punar /
   catvāro 'ṅkā matā neha viṣkambhaka-praveśakau // VisSd_6.242 //	catvAraH aFkAH matAH na-iha vizkamBaka--praveSakO // VisSd-_6.242 //
   nāyakā deva-gandharva-yakṣa-rakṣo-mahoragāḥ /	nAyakAH deva--ganDarva---yakza--rakzo--mahA-uragAH /
   bhūta-preta-piśācādyāḥ ṣoḍaśātyantam uddhatāḥ // VisSd_6.243 //	BUta--preta--piSAcA-AdyAH zoxaSa-atyantam udDatAH // VisSd-_6.243 //
   vṛttayaḥ kaiśikī-hīnā nirvimarśāś ca sandhayaḥ /	vRttayaH kESikI--hInAH nirvimarSAH ca sanDayaH /
   dīptāḥ syuḥ ṣaḍ-rasāḥ śānta-hāsya-śṛṅgāra-varjitāḥ // VisSd_6.244 //	dIptAH syuH zaz--rasAH SAnta--hAsya--SRFgAra--varjitAH // VisSd-_6.244 //
   īhāmṛgo miśra-vṛttaś caturaṅgaḥ prakīrtitaḥ /	IhAmRgaH miSra--vRttaH caturaFgaH prakIrtitaH /
   mukha-pratimukhe sandhī tatra nirvahaṇaṃ tathā // VisSd_6.245 //	muKa--pratimuKe sanDI tatra nirvahaNam taTA // VisSd-_6.245 //
   nara-divyāvani-yamau nāyaka-pratināyakau /	nara-divyO=-ani-yamO nAyaka-pratinAyakO /
   khyātau dhīroddhatāv anyo gūḍha-bhāvād ayukta-kṛt // VisSd_6.246 //	KyAtO DIra-udDatO anyaH gUXa-BAvAt ayukta-kRt // VisSd-_6.246 //
   divyas triyama-nicchantīm apahārādinecchataḥ /	divyaH triyama-nicCantIm apahAra-AdinA-icCataH /
   śṛṅgārābhāsam apy asya kiñcit kiñcit pradarśayet // VisSd_6.247 //	SRFgAra-ABAsam api asya kiQcid kiQcid pradarSayet // VisSd-_6.247 //
   patākā-nāyakā divyā martyā vāpi daśoddhatāḥ /	patAkA-nAyakAH divyAH martyAH vA-api daSa-udDatAH /
   yuddham ānīya saṃrambhaṃ paraṃ vyājān nivartate // VisSd_6.248 //	yudDam AnIya saMramBam param vyAjAn nivartate // VisSd-_6.248 //
   mahātmāno vadha-prāptā api vadhyāḥ syur atra no /	mahAtmAnaH vaDa--prAptAH api vaDyAH syuH atra naH /
   ekāṅko deva evātra netety āhuḥ pare punaḥ // VisSd_6.249 //	eka-aFkaH devaH eva-atra netA-iti AhuH pare punar // VisSd-_6.249 //
   divya-strī-hetukaṃ yuddhaṃ nāyakāḥ ṣaḍ itītare /	divya--strI--hetukam yudDam nAyakAH zaw iti-itare /
   utsṛṣṭikāṅka ekāṅko netāraḥ prākṛtā narāḥ // VisSd_6.250 //	utsRzwikAFkaH eka-aFkaH netAraH prAkRtAH narAH // VisSd-_6.250 //
   raso 'tra karuṇaḥ sthāyī bahu-strī-paridevitam /	rasaH atra karuNaH sTAyI bahu--strI--paridevitam /
   prakhyātam itivṛttaṃ ca kavir buddhyā prapañcayet // VisSd_6.251 //	praKyAtam itivRttam ca kaviH budDyA prapaQcayet // VisSd-_6.251 //
   bhāṇavat sandhi-vṛtty-aṅgāny asmin jaya-parājayau /	BANa-vat sanDi-vRtti--aFgAni asmin jaya--parAjayO /
   yuddhaṃ ca vācā kartavyaṃ nirveda-vacanaṃ bahu // VisSd_6.252 //	yudDam ca vAcA kartavyam nirveda--vacanam bahu // VisSd-_6.252 //
   vīthyām eko bhaved aṅkaḥ kaścid eko 'tra kalpyate /	vITyAm ekaH Bavet aFkaH kaScid ekaH atra kalpyate /
   ākāśa-bhāṣitair uktaiś citrāṃ pratyuktim āśritaḥ // VisSd_6.253 //	AkASa--BAzitEH uktEH citrAm pratyuktim ASritaH // VisSd-_6.253 //
   sūcayed bhūri śṛṅgāraṃ kiñcid anyān rasān prati /	sUcayet BUri SRFgAram kiQcid anyAn rasAn prati /
   mukha-nirvahaṇe sandhī artha-prakṛtayo 'khilāḥ // VisSd_6.254 //	muKa--nirvahaNe sanDI arTa--prakRtayaH aKilAH // VisSd-_6.254 //
   asyās trayodaśāṅgāni nirdiśanti manīṣiṇaḥ /	asyAH trayodaSa-aFgAni nirdiSanti manIziNaH /
   uddhātyakāvalagite prapañccas trigataṃ chalam // VisSd_6.255 //	udDAtyaka-avala-gite prapaQccaH tri-gatam Calam // VisSd-_6.255 //
   vāk-kely-adhibale gaṇḍam avasyandita-nālike /	vAk-kelI--aDi-bale gaNxam avasyandita-nAlike /
