   akatra prativāsinaḥ (?) K_892b	akatra prativAsinaH (?) K_892b
   dviguṇaṃ tṛtīye 'hni K_699c	dviguNam tRtIye ahni K_699c
   dviguṇaṃ triguṇaṃ caiva Nar_1.91a	dviguNam triguNam ca eva Nar_1.91a
   dviguṇaṃ triguṇaṃ vāpi Yj_3.200c	dviguNam triguNam vA api Yt _3.200c
   dviguṇaṃ daṇḍam āpnoti YSS_2.16c	dviguNam daNxam Apnoti YSH _2.16c
   dviguṇaṃ daṇḍam āpnoti YSS_2.42c	dviguNam daNxam Apnoti YSH _2.42c
   dviguṇaṃ daṇḍam āsthāya Nar_M1.57c	dviguNam daNxam AsTAya Nar_M1.57c
   dviguṇaṃ darśane 'sṛjaḥ Yj_2.218d	dviguNam darSane asRjaH Yt _2.218d
   dviguṇaṃ dāpayed damaṃ YSS_2.14d	dviguNam dApayet damam YSH _2.14d
   dviguṇaṃ nikhilaṃ kṛtyaṃ Ang_1.212a	dviguNam niKilam kRtyam Ank _1.212a
   dviguṇaṃ pratidātavyam Yj_2.56c	dviguNam pratidAtavyam Yt _2.56c
   dviguṇaṃ pratidāpayet Yj_2.61d	dviguNam pratidApayet Yt _2.61d
   dviguṇaṃ pratidāpayet K_541b	dviguNam pratidApayet K_541b
   dviguṇaṃ pratipādayet Nar_1.107d	dviguNam pratipAdayet Nar_1.107d
   dviguṇaṃ pratipāditāḥ Nar_19.27d	dviguNam pratipAditAH Nar_19.27d
   dviguṇaṃ pratipīḍānāṃ YSS_2.52c	dviguNam pratipIxAnAm YSH _2.52c
   dviguṇaṃ brahmacāriṇām Mn_5.137[135M]b	dviguNam brahmacAriNAm M= _5.137[135M]b
   dviguṇaṃ brāhmaṇabruve Mn_7.85b	dviguNam brAhmaNabruve M= _7.85b
   dviguṇaṃ rājayogena Ang_1.192a	dviguNam rAja yogena Ank _1.192a
   dviguṇaṃ labdhum arhati K_539d	dviguNam labDum arhati K_539d
   dviguṇaṃ vratam ācaret Par_9.52d	dviguNam vratam Acaret Par_9.52d
   dviguṇaṃ vratam ādiśet YS99v_57b	dviguNam vratam AdiSet YS99u _57b
   dviguṇaṃ savanasthe tu Yj_3.252c	dviguNam savana sTe tu Yt _3.252c
   dviguṇā dakṣiṇā bhavet Par_9.53b	dviguNA dakziNA Bavet Par_9.53b
   dviguṇā vā catuḥṣaṣṭis Mn_8.338c	dviguNA vA catuHzazwiH M= _8.338c
   dviguṇā vānyathā brūyuḥ Yj_2.80c	dviguNAH vA anyaTA brUyuH Yt _2.80c
   dviguṇās tūttarā jñeyā K_746c	dviguNAH tu uttarA jQeyA K_746c
   dviguṇāṃ tu bhṛtiṃ dāpyaḥ Nar_6.9c	dviguNAm tu BRtim dApyaH Nar_6.9c
   dviguṇāṃ bhṛtim āvahet Nar_6.5d	dviguNAm BRtim Avahet Nar_6.5d
   dviguṇāṃs tu kuśān dattvā hy Yj_1.233a	dviguNAn tu kuSAn dattvA hi Yt _1.233a
   dviguṇe tu vrate cīrṇe YS99v_57c	dviguNe tu vrate cIrNe YS99u _57c
   dviguṇe vrata ādiṣṭe Par_9.53a	dviguNe vrataH Adizwe Par_9.53a
   dviguṇaiva tu dakṣiṇā YS99v_57d	dviguNA eva tu dakziNA YS99u _57d
   dviguṇo dviguṇo bhavet K_485d	dviguNaH dviguNaH Bavet K_485d
   dvijapūjā sadā nṛpaiḥ K_007b	dvija pUjA sadA nRpEH K_007b
   dvijaveśyāpurohitaḥ Ang_1.766d	dvija veSyA purohitaH Ank _1.766d
   dvijaśuśrūṣaṇaratān Par_11.15a	dvija SuSrUzaNa ratAn Par_11.15a
   dvijaśuśrūṣaṇe rataḥ Ang_2,5.11d	dvija SuSrUzaNe rataH Ank _2,5.11d
   dvijaśuśrūṣayojjhitāḥ Par_2.14d	dvija SuSrUzayA ujJitAH Par_2.14d
   dvijaś cāndrāyaṇaṃ caret Mn_11.154[153M]d	dvijaH cAndrAyaNam caret M= _11.154[153M]d
   dvijaś cāndrāyaṇaṃ caret Par_11.46b	dvijaH cAndrAyaNam caret Par_11.46b
   dvijaś cāndrāyaṇaṃ caret YS182v_3.31d	dvijaH cAndrAyaNam caret YS182u _3.31d
   dvijasaṃpāditāni vai Par_6.54b	dvija saMpAditAni vE Par_6.54b
   dvijasaṃpāditair iha Par_6.55b	dvija saMpAditEH iha Par_6.55b
   dvijas tṛṇaidhaḥpuṣpāṇi Yj_2.166c	dvijaH tRNa eDaH puzpANi Yt _2.166c
   dvijasya śruticodanāt Mn_2.169d	dvijasya Sruti codanAt M= _2.169d
   dvijaḥ pāpāpanuttaye Mn_11.139[138M]d	dvijaH pApa apanuttaye M= _11.139[138M]d
   dvijaḥ śukram akāmataḥ Mn_2.181b	dvijaH Sukram akAmatas M= _2.181b
   dvijaḥ śūdrānnabhojanaḥ Par_12.37(36)b	dvijaH SUdra anna BojanaH Par_12.37(36)b
   dvijāgryān paṅktipāvanān Mn_3.183[173M]d	dvijAgryAn paFkti pAvanAn M= _3.183[173M]d
   dvijāṅguṣṭhaṃ niveśayet Yj_1.238d	dvija aFguzWam niveSayet Yt _1.238d
   dvijātaya ivejyābhiḥ Mn_8.311c	dvijAtayaH iva ijyABiH M= _8.311c
   dvijātayaḥ savarṇāsu Mn_10.20a	dvijAtayaH savarNAsu M= _10.20a
   dvijātipravaro vidvān Mn_3.167[157M]c	dvijAti pravaraH vidvAn M= _3.167[157M]c
   dvijātimukhyavṛttīnāṃ Mn_3.286[276M]c	dvijAti muKya vRttInAm M= _3.286[276M]c
   dvijātir vadhakāmyayā Mn_4.165b	dvijAtiH vaDa kAmyayA M= _4.165b
   dvijātihitam ācaran Yj_1.120d	dvijAti hitam Acaran Yt _1.120d
   dvijātiḥ pūrvamāriṇīm Mn_5.167[165M]b	dvijAtiH pUrva mAriNIm M= _5.167[165M]b
   dvijātiḥ pratibhūhīno K_118a	dvijAtiH pratiBU hInaH K_118a
   dvijātīnāṃ ca varṇānāṃ Mn_8.348c	dvijAtInAm ca varNAnAm M= _8.348c
   dvijātīnāṃ tu niṣkṛtiḥ Par_6.31b	dvijAtInAm tu nizkRtiH Par_6.31b
   dvijāteḥ saṃsthitasya tu Mn_3.247[237M]b	dvijAteH saMsTitasya tu M= _3.247[237M]b
   dvijānām apamṛjyate Mn_2.27d	dvijAnAm apamRjyate M= _2.27d
   dvijānām asya kurvataḥ Nar_1516.24b	dvijAnAm asya kurvataH Nar_1516.24b
   dvijānām eva karmabhiḥ Mn_10.46d	dvijAnAm eva karmaBiH M= _10.46d
   dvijānāṃ karaśuddhaye Ang_1.884b	dvijAnAm kara SudDaye Ank _1.884b
   dvijānāṃ gṛhamedhinām Mn_4.8b	dvijAnAm gRhameDinAm M= _4.8b
   dvijānāṃ pūjanaṃ caiva K_015c	dvijAnAm pUjanam ca eva K_015c
   dvijānāṃ yajñayājinām Par_8.13b	dvijAnAm yajQa yAjinAm Par_8.13b
   dvijānāṃ śūdrayonayaḥ Nar_M2.37b	dvijAnAm SUdra yonayaH Nar_M2.37b
   dvijānāṃ sadṛśā dvijāḥ Mn_8.68b	dvijAnAm sadRSAH dvijAH M= _8.68b
   dvijānāṃ sadṛśā dvijāḥ K_351b	dvijAnAm sadRSAH dvijAH K_351b
   dvijān notpadyate bhayam Mn_6.40b	dvijAn na utpadyate Bayam M= _6.40b
   dvijān parvasu parvasu Yj_3.333b	dvijAn parvasu parvasu Yt _3.333b
   dvijāḥ kurvanty anugraham Par_6.34d	dvijAH kurvanti anugraham Par_6.34d
   dvijebhyo bhojanaṃ budhaḥ Yj_1.305b	dvijeByaH Bojanam buDaH Yt _1.305b
   dvijebhyo 'rdhaṃ dvijaḥ punaḥ Yj_2.34b	dvijeByaH arDam dvijaH punar Yt _2.34b
   dvijeṣu vanavāsiṣu Mn_6.27d	dvijezu vana vAsizu M= _6.27d
   dvijair utpāditān sutān Mn_10.6b	dvijEH utpAditAn sutAn M= _10.6b
   dvijair utpāditāś ca ye YSS_1.37Ab	dvijEH utpAditAH ca ye YSH _1.37a ab
   dvijais tadānugantavyā Par_3.47c	dvijEH tadA anugantavyA Par_3.47c
   dvijocchiṣṭaṃ ca bhojanam Mn_5.140[138M]d	dvija ucCizwam ca Bojanam M= _5.140[138M]d
   dvijocchiṣṭaṃ na mārjayet Yj_1.257d	dvija ucCizwam na mArjayet Yt _1.257d
   dvijo 'dhvagaḥ kṣīṇavṛttir Mn_8.341a	dvijaH aDvagaH kzINa vRttiH M= _8.341a
   dvijo nityam upaspṛśet Yj_1.18d	dvijaH nityam upaspRSet Yt _1.18d
   dvijo bhavati nānyathā Mn_12.93d	dvijaH Bavati na anyaTA M= _12.93d
   dvijo maithunakārakaḥ YS182v_1.15b	dvijaH mETuna kArakaH YS182u _1.15b
   dvijo yukto hy anāpadi Mn_4.100d	dvijaH yuktaH hi anApadi M= _4.100d
   dvijo vārdhuṣikaś ca yaḥ Nar_1.168d	dvijaH vArDuzikaH ca yaH Nar_1.168d
   dvitīyadivase yadi Ang_1.85d	dvitIya divase yadi Ank _1.85d
   dvitīyam āyuṣo bhāgaṃ Mn_4.1c	dvitIyam AyuzaH BAgam M= _4.1c
   dvitīyam āyuṣo bhāgaṃ Mn_5.169[167M]c	dvitIyam AyuzaH BAgam M= _5.169[167M]c
   dvitīyam eke prajanaṃ Mn_9.61a	dvitIyam eke prajanam M= _9.61a
   dvitīyaṃ tu pitus tasyās Mn_9.140c	dvitIyam tu pituH tasyAH M= _9.140c
   dvitīyaṃ na samācaret Mn_11.232[231M]d	dvitIyam na samAcaret M= _11.232[231M]d
   dvitīyaṃ mauñjibandhanāt Yj_1.39b	dvitIyam mOQjibanDanAt Yt _1.39b
   dvitīyaṃ mauñjibandhane Mn_2.169b	dvitIyam mOQjibanDane M= _2.169b
   dvitīyā kāñcanāhvayā Ang_1.453b	dvitIyA kAQcana AhvayA Ank _1.453b
   dvitīyātanayaścettu Ang_1.435c	dvitIyA tanayaH ced tu Ank _1.435c
   dvitīyātanayasya saḥ Ang_1.433d	dvitIyA tanayasya saH Ank _1.433d
   dvitīyādipurodbhūtā Ang_1.432a	dvitIya Adi pura udBUtAH Ank _1.432a
   dvitīyādisamudbhūto Ang_1.414a	dvitIya Adi samudBUtaH Ank _1.414a
   dvitīyādisutasya vā Ang_1.479b	dvitIya Adi sutasya vA Ank _1.479b
   dvitīyādisutānāṃ syāt Ang_1.433a	dvitIya Adi sutAnAm syAt Ank _1.433a
   dvitīyādisutān sarvān Ang_1.415a	dvitIya Adi sutAn sarvAn Ank _1.415a
   dvitīyādisutāstu cet Ang_1.416b	dvitIya Adi sutAH tu ced Ank _1.416b
   dvitīyādisuto gṛhī Ang_1.428b	dvitIya Adi sutaH gRhI Ank _1.428b
   dvitīyādisuto yuvā Ang_1.429b	dvitIya Adi sutaH yuvA Ank _1.429b
   dvitīyā bhoginī nārī Ang_1.449c	dvitIyA BoginI nArI Ank _1.449c
   dvitīyā sāttvikī gatiḥ Mn_12.49d	dvitIyA sAttvikI gatiH M= _12.49d
   dvitīye kṛcchram ācaret Par_4.11b	dvitIye kRcCram Acaret Par_4.11b
   dvitīye caiva taccheṣaṃ Nar_19.39c	dvitIye ca eva tad Sezam Nar_19.39c
   dvitīye tatra naiva sā Ang_1.74b	dvitIye tatra na eva sA Ank _1.74b
   dvitīye nāsti doṣas tu YS99v_75c	dvitIye na asti dozaH tu YS99u _75c
   dvitīye brahmaghātinī Par_7.18d	dvitIye brahma GAtinI Par_7.18d
   dvitīye śmaśru vāpayet YS78v_72b	dvitIye SmaSru vApayet YS78u _72b
   dvitīye samupasthite YS99v_75b	dvitIye samupasTite YS99u _75b
   dvitīye 'hani durbuddher K_200c	dvitIye ahani durbudDeH K_200c
   dvitīye hastacaraṇau Mn_9.277c	dvitIye hasta caraNO M= _9.277c
   dvitīye 'hni dadat kretā K_699a	dvitIye ahni dadat kretA K_699a
   dvitīye 'hni dadat kretā Nar_9.3a	dvitIye ahni dadat kretA Nar_9.3a
   dvitīyo madhyamaṃ damam Yj_2.224d	dvitIyaH maDyamam damam Yt _2.224d
   dvitryabdaṃ hi viśiṣyate YS182v_4.33d	dvi tri abdam hi viSizyate YS182u _4.33d
   dvidinaṃ caikabhojanaḥ Par_8.38b	dvi dinam ca eka BojanaH Par_8.38b
   dvidinaṃ mārutāśanaḥ Par_8.38d	dvi dinam mArutASanaH Par_8.38d
   dvidvāraḥ samudāhṛtaḥ Nar_M1.23b	dvi dvAraH samudAhRtaH Nar_M1.23b
   dvidvāro dvigatis tathā Nar_M1.9d	dvi dvAraH dvi gatiH taTA Nar_M1.9d
   dvidhā kṛtvātmano deham Mn_1.32a	dviDA kRtvA AtmanaH deham M= _1.32a
   dvinavatyā samāyuktaṃ Par_12.[81(80)]e	dvinavatyA samAyuktam Par_12.[81(80)]e
   dvinetrabhedino rāja  Yj_2.304a	dvi netra BedinaH rAja Yt _2.304a
   dvipaṇaprabhṛtiḥ kramāt Yj_2.225d	dvi paNa praBRtiH kramAt Yt _2.225d
   dvipaṇe dviśato daṇḍo Yj_2.248c	dvi paNe dviSataH daNxaH Yt _2.248c
   dvipaṇo dvādaśapaṇo K_790a	dvi paNaH dvAdaSa paNaH K_790a
   dvipadasthāvareṣu ca K_389d	dvipada sTAvarezu ca K_389d
   dvipadām ardhamāsaṃ tu K_694a	dvipadAm arDa mAsam tu K_694a
   dvipadām ardhamāsaṃ syāt Nar_9.6a	dvipadAm arDa mAsam syAt Nar_9.6a
   dvipadāṃ ca catuṣpadām K_705d	dvipadAm ca catuzpadAm K_705d
   dvipadāṃ pṛthivīpatiḥ Nar_18.13b	dvipadAm pRTivIpatiH Nar_18.13b
   dvipade sādhyabhedāt tu K_029a	dvipade sADya BedAt tu K_029a
   dvipāt saṃpratipattiṣu K_245d	dvipAt saMpratipattizu K_245d
   dvipāde kāṃsyabhājanam Par_9.15b	dvi pAde kAMsya BAjanam Par_9.15b
   dvi pāde śmaśrukevalam YS99v_53b	dvi pAde SmaSru kevalam YS99u _53b
   dvipāde śmaśruṇo 'pi ca Par_9.14b	dvi pAde SmaSruNaH api ca Par_9.14b
   dvibhāryake kriyākṛccet Ang_1.419a	dvi BAryake kriyA kRt ced Ank _1.419a
   dvibhedā sā punarjñeyā K_216c	dvi BedA sA punar jQeyA K_216c
   dviyojane tīrthayātrā Par_12.64(63)a	dvi yojane tIrTa yAtrA Par_12.64(63)a
   dvirabhyastāḥ patanty akṣā Nar_17.3a	dvis aByastAH patanti akzA Nar_17.3a
   dvir aṣṭāpādyaṃ vaiśyasya Nar_19.58c	dvis azwApAdyam vESyasya Nar_19.58c
   dvirāmuṣyāyaṇā dadyur Nar_13.22a	dvis AmuzyAyaNAH dadyuH Nar_13.22a
   dvividhaṃ karma vaidikam Mn_12.88d	dviviDam karma vEdikam M= _12.88d
   dvividhaṃ kīrtyate dvaidhaṃ Mn_7.167[168M]c	dviviDam kIrtyate dvEDam M= _7.167[168M]c
   dvividhaṃ yānam ucyate Mn_7.165[166M]d	dviviDam yAnam ucyate M= _7.165[166M]d
   dvividhaṃ smṛtam āsanam Mn_7.166[167M]d	dviviDam smRtam Asanam M= _7.166[167M]d
   dvividhaḥ parikīrtitaḥ Ang_1.694b	dviviDaH parikIrtitaH Ank _1.694b
   dvividhaḥ saṃśrayaḥ smṛtaḥ Mn_7.162[163M]d	dviviDaH saMSrayaH smRtaH M= _7.162[163M]d
   dvividhaḥ saṃśrayaḥ smṛtaḥ Mn_7.168[169M]d	dviviDaH saMSrayaH smRtaH M= _7.168[169M]d
   dvividhās taskarā jñeyāḥ Nar_19.1a	dviviDAH taskarAH jQeyAH Nar_19.1a
   dvividhāṃs taskarān vidyāt Mn_9.256a	dviviDAn taskarAn vidyAt M= _9.256a
   dvividho vigrahaḥ smṛtaḥ Mn_7.164[165M]d	dviviDaH vigrahaH smRtaH M= _7.164[165M]d
   dviśataṃ jānujaṅghayoḥ Par_5.18b	dvi Satam jAnu jaFGayoH Par_5.18b
   dviśataṃ tu damaṃ dāpyaḥ Mn_8.368c	dvi Satam tu damam dApyaH M= _8.368c
   dviśataṃ tu damaṃ pumān Yj_2.285b	dvi Satam tu damam pumAn Yt _2.285b
   dviśataṃ tūdare tathā Par_5.17b	dvi Satam tu udare taTA Par_5.17b
   dviśaphaikaśaphasya ca Mn_11.168[167M]b	dviSaPa ekaSaPasya ca M= _11.168[167M]b
   dviśaphaikaśaphāṃs tathā Yj_1.262d	dviSaPa ekaSaPAn taTA Yt _1.262d
   dviṣatā hi havir bhuktaṃ Mn_3.144[134M]c	dvizatA hi haviH Buktam M= _3.144[134M]c
   dviṣadannaṃ nagaryannaṃ Mn_4.213[214M]c	dvizat annam nagarI annam M= _4.213[214M]c
   dviṣantīṃ yoṣitaṃ patiḥ Mn_9.77b	dvizantIm yozitam patiH M= _9.77b
   dviṣṭādeśakṛtas tathā Yj_2.304b	dvizwa AdeSa kRtaH taTA Yt _2.304b
   dvisaptāhāt trisapta vā K_410d	dvi sapta ahAt tri sapta vA K_410d
   dvisaptāhāt paraṃ yasya Nar_20.44a	dvi sapta ahAt param yasya Nar_20.44a
   dvisaptāhena vā punaḥ Nar_20.43d	dvi sapta ahena vA punar Nar_20.43d
   dvisvabhāveṣu rāśiṣu Ang_1.640d	dvi svaBAvezu rASizu Ank _1.640d
   dvihīno daśabhir dinaiḥ Par_3.5d	dvi hInaH daSaBiH dinEH Par_3.5d
   dviḥ pādas tris tribhāgas tu Nar_9.8c	dvis pAdaH tris tri BAgaH tu Nar_9.8c
   dviḥ pramṛjyāt tato mukham Mn_2.60b	dvis pramRjyAt tatas muKam M= _2.60b
   dviḥ pramṛjyāt tato mukham Mn_5.139[137M]b	dvis pramRjyAt tatas muKam M= _5.139[137M]b
   dviḥ samo bhūtavādinaḥ Yj_3.284b	dvis samaH BUta vAdinaH Yt _3.284b
   dvī putrau vaiśyaśūdrayoḥ Nar_12.114d	dvI putrO vESya SUdrayoH Nar_12.114d
   dve kṛṣṇale rūpyamāṣo Yj_1.364c	dve kRzNale rUpya mAzaH Yj_1.364c
   dve kṛṣṇale samadhṛte Mn_8.135c	dve kRzNale sama DRte M= _8.135c
   dve ca saṃdhiśate tathā Yj_3.102d	dve ca saMDi Sate taTA Yt _3.102d
   dve tathaikā yathākramam Yj_1.57b	dve taTA ekA yaTAkramam Yt _1.57b
   dve tisro vā sthitāścettu Ang_1.391a	dve tisraH vA sTitAH ced tu Ank _1.391a
   dve tu mithyābhiśaṃsane Yj_2.289b	dve tu miTyA aBiSaMsane Yt _2.289b
   dve dve jānukapoloru  Yj_3.87a	dve dve jAnu kapola Uru Yt _3.87a
   dvedhā kṛtvā tataḥ param Ang_1.982b	dveDA kRtvA tatas param Ank _1.982b
   dve pituḥ piṇḍadānaṃ syāt YS99v_79a	dve pituH piNxa dAnam syAt YS99u _79a
   dve phale samudāhṛte K_032d	dve Pale samudAhRte K_032d
   dve bhārye kṣatriyasyānye Nar_12.6a	dve BArye kzatriyasya anye Nar_12.6a
   dve śate kharvaṭasya syān Yj_2.167c	dve Sate Karvawasya syAn Yt _2.167c
   dveṣaṃ dambhaṃ ca mānaṃ ca Mn_4.163c	dvezam damBam ca mAnam ca M= _4.163c
   dveṣāt param upadravet Nar_1.158b	dvezAt param upadravet Nar_1.158b
   dveṣo buddhiḥ sukhaṃ dhṛtiḥ Yj_3.174b	dvezaH budDiH suKam DRtiH Yt _3.174b
   dveṣṭāraḥ sarva eva te Nar_1.136d	dvezwAraH sarve eva te Nar_1.136d
   dve same tv itarā vaset Nar_12.99d	dve same tu itarAH vaset Nar_12.99d
   dve sahasre tu dāpayet Par_11.18b	dve sahasre tu dApayet Par_11.18b
   dvaijātaṃ varṇam āvasan Mn_8.374b	dvEjAtam varNam Avasan M= _8.374b
   dvaidhaṃ saṃśrayam eva ca Mn_7.161[162M]d	dvEDam saMSrayam eva ca M= _7.161[162M]d
   dvaidhībhāvaṃ guṇān etān Yj_1.347c	dvEDIBAvam guNAn etAn Yt _1.347c
   dvaidhībhāvaṃ saṃśrayaṃ ca Mn_7.160[161M]c	dvEDIBAvam saMSrayam ca M= _7.160[161M]c
   dvaidhe bahūnāṃ vacanaṃ Yj_2.78a	dvEDe bahUnAm vacanam Yt _2.78a
   dvaividhyaṃ kila saṃprāptaṃ Ang_1.507a	dvEviDyam kila saMprAptam Ank _1.507a
   dvaividhyaṃ samupāgatam Ang_1.507d	dvEviDyam samupAgatam Ank _1.507d
   dvaividhyaṃ samupāgatam Ang_1.508b	dvEviDyam samupAgatam Ank _1.508b
   dvau kṛcchrau parivittes tu Par_4.26a	dvO kRcCrO parivitteH tu Par_4.26a
   dvau jñeyau cānulomajau Nar_12.108d	dvO jQeyO ca anuloma jO Nar_12.108d
   dvau jñeyau pratilomataḥ Nar_12.107d	dvO jQeyO pratilomataH Nar_12.107d
   dvau tu yau vivadeyātāṃ Mn_9.191a	dvO tu yO vivadeyAtAm M= _9.191a
   dvau daive pitṛkārye trīn Mn_3.125[115M]a	dvO dEve pitR kArye trIn M= _3.125[115M]a
   dvau daive prāk trayaḥ pitrya Yj_1.228a	dvO dEve prAk trayaH pitryaH Yt _1.228a
   dvau doṣau pṛthivīkṣitām Mn_9.221d	dvO dozO pRTivIkzitAm M= _9.221d
   dvau pādāv asthibhañjane Par_9.18b	dvO pAdO asTi BaQjane Par_9.18b
   dvau pādau garbhasaṃmite Par_9.13b	dvO pAdO garBa saMmite Par_9.13b
   dvau pādau gātrasaṃbhave YS99v_43b	dvO pAdO gAtra saMBave YS99u _43b
   dvau pādau netraghātane Par_9.17d	dvO pAdO netra GAtane Par_9.17d
   dvau pādau bandhane caret Par_9.3d	dvO pAdO banDane caret Par_9.3d
   dvau pādau bandhane caret Ang_2,10.4b	dvO pAdO banDane caret Ank _2,10.4b
   dvau pādau mahiṣīṃ tathā K_667b	dvO pAdO mahizIm taTA K_667b
   dvau pādau vāhane caret Par_9.29b	dvO pAdO vAhane caret Par_9.29b
   dvau māṣau mahiṣīṃ tathā Nar_11.28b	dvO mAzO mahizIm taTA Nar_11.28b
   dvau māsau niyatendriyaḥ Mn_11.109[108M]d	dvO mAsO niyata indriyaH M= _11.109[108M]d
   dvau māsau pañcagavyena YS182v_3.6c	dvO mAsO paQcagavyena YS182u _3.6c
   dvau māsau bhakṣya bhojyaṃ ca YS182v_3.6a	dvO mAsO Bakzya Bojyam ca YS182u _3.6a
   dvau māsau matsyamāṃsena Mn_3.268[258M]a	dvO mAsO matsya mAMsena M= _3.268[258M]a
   dvau māsau yāvakena tu YS182v_3.6b	dvO mAsO yAvakena tu YS182u _3.6b
   dvau māsau snānamabhyaṅgaṃ Ang_2,11.2c	dvO mAsO snAnam aByaFgam Ank _2,11.2c
   dvau vidhī saṃprakīrtitau Nar_M1.3b	dvO viDI saMprakIrtitO Nar_M1.3b
   dvau viprau visṛjedannaṃ Ang_1.960c	dvO viprO visRjet annam Ank _1.960c
   dvau śaṅkhakau kapālāni Yj_3.90a	dvO SaFKakO kapAlAni Yt _3.90a
   dvau sākṣiṇau tv alikhitau K_373c	dvO sAkziNO tu aliKitO K_373c
   dvau sutau kuṇḍagolakau Mn_3.174[164M]b	dvO sutO kuNxa golakO M= _3.174[164M]b
   dvau smṛtau kuṇḍagolakau Par_4.23b	dvO smRtO kuNxa golakO Par_4.23b
   dvyantaraś cānulomyena Nar_12.104c	dvi antaraH ca Anulomyena Nar_12.104c
   dvyantaraḥ prātilomyena Nar_12.116a	dvi antaraH prAtilomyena Nar_12.116a
   dvyabhiyogas tu vijñeyaḥ Nar_M1.22a	dvi aBiyogaH tu vijQeyaH Nar_M1.22a
   dvyavaro 'ṣṭāparaś cānyas Nar_19.63c	dvi avaraH azwa aparaH ca anyaH Nar_19.63c
   dvyaṃśaharo 'rdhaharo vā K_851a	dvi aMSa haraH arDa haraH vA K_851a
   dvyāṅgulasyāvakartanam Nar_12.70b	dvyA aFgulasya avakartanam Nar_12.70b
   dvyārṣeyāṇi tryārṣeyāṇi Ang_1.350c	dvi ArzeyANi tri ArzeyANi Ank _1.350c
   dvyekāntarāsu jātānāṃ Mn_10.7c	dvi eka antarAsu jAtAnAm M= _10.7c
   dhaṭa ity abhidhīyase Nar_20.13b	DawaH iti aBiDIyase Nar_20.13b
   dhaṭādir daivikī smṛtā Nar_M2.28d	Dawa AdiH dEvikI smRtA Nar_M2.28d
   dhaṭe karkaṭake dṛḍhe Nar_20.9d	Dawe karkawake dRXe Nar_20.9d
   dhaṭo 'gnir udakaṃ caiva Nar_20.6a	DawaH agniH udakam ca eva Nar_20.6a
   dhanakāmo dhanaṃ tathā Yj_3.330b	Dana kAmaH Danam taTA Yt _3.330b
   dhanato yasya yo loke hy Ang_1.330a	DanataH yasya yaH loke hi Ank _1.330a
   dhanatyāgaṃ gṛhe kṛtvā Ang_2,10.19a	Dana tyAgam gRhe kRtvA Ank _2,10.19a
   dhanadaṇḍo vadhas tathā Yj_1.367b	Dana daNxaH vaDaH taTA Yt _1.367b
   dhanadānāsahaṃ buddhvā K_479a	Dana dAna asaham budDvA K_479a
   dhanadhānyasamanvitāḥ Yj_3.218d	Dana DAnya samanvitAH Yt _3.218d
   dhanadhānyena vāhanaiḥ Mn_7.75b	Dana DAnyena vAhanEH M= _7.75b
   dhanabhāg uttarottaraḥ Yj_2.136b	Dana BAj uttarottaraH Yt _2.136b
   dhanabhāg vā dhanī bhavet Yj_2.60d	Dana BAj vA DanI Bavet Yt _2.60d
   dhanamūlāḥ kriyāḥ sarvā Nar_1.39a	Dana mUlAH kriyAH sarvAH Nar_1.39a
   dhanam evaṃvidhaṃ sarvaṃ K_880c	Danam evaMviDam sarvam K_880c
   dhanam eṣāṃ malātmakam Nar_1516.15b	Danam ezAm mala Atmakam Nar_1516.15b
   dhanam eṣāṃ śvagardabham Mn_10.51d	Danam ezAm SvagardaBam M= _10.51d
   dhanalobhena vā punaḥ K_027b	Dana loBena vA punar K_027b
   dhanavantaṃ prajāvantaṃ Mn_3.263[253M]c	Danavantam prajAvantam M= _3.263[253M]c
   dhanavanto yaśasvinaḥ Mn_3.40b	DanavantaH yaSasvinaH M= _3.40b
   dhanavṛttigṛhakṣetra  Ang_1.148c	Dana vRtti gRha kzetra Ank _1.148c
   dhanasaṃkhyāṃ ca lekhayet K_251b	Dana saMKyAm ca leKayet K_251b
   dhanasaṃgrahaṇodyukta  Ang_1.749c	Dana saMgrahaNa udyukta Ank _1.749c
   dhanastrīhāriputrāṇām Nar_1.20a	Dana strI hAri putrANAm Nar_1.20a
   dhanasya daśavārṣikī Yj_2.24d	Danasya daSa vArzikI Yt _2.24d
   dhanasvāmī svakaṃ dhanam K_035b	DanasvAmI svakam Danam K_035b
   dhanasvīkaraṇe yena Nar_1.65c	Dana svIkaraNe yena Nar_1.65c
   dhanaṃ jyeṣṭho 'dhigacchati Mn_9.204b	Danam jyezWaH aDigacCati M= _9.204b
   dhanaṃ tat putrikābhartā Mn_9.135c	Danam tat putrikA BartA M= _9.135c
   dhanaṃ tasyaiva tad bhavet K_887b	Danam tasya eva tat Bavet K_887b
   dhanaṃ dāpyo damaṃ ca saḥ K_619d	Danam dApyaH damam ca saH K_619d
   dhanaṃ duhitṛbhir vinā K_571d	Danam duhitRBiH vinA K_571d
   dhanaṃ dehas tathaiva ca Mn_8.125d	Danam dehaH taTA eva ca M= _8.125d
   dhanaṃ dehas tathaiva ca Nar_19.44d	Danam dehaH taTA eva ca Nar_19.44d
   dhanaṃ dhānyaṃ paśūn striyaḥ Mn_7.96[97M]b	Danam DAnyam paSUn striyaH M= _7.96[97M]b
   dhanaṃ patraniviṣṭaṃ tu K_882a	Danam patra nivizwam tu K_882a
