   ||śrīḥ||	||SrIH||
   vihitaṃ kuryāt | kīdṛśaḥ ? śraddhā yutaḥ | punaḥ kīdṛśaḥ ? bhakti bhareṇa	vihitam kuryAt | kIdRSaH ? SradDA  yutaH | punar kIdRSaH ? Bakti BareNa
   bhakty atiśayena namro tanuḥ śarīraṃ yasya sa tathā | japaś cāyaṃ	Bakti  atiSayena namraH tanuH SarIram yasya sa taTA | japaH ca ayam
   homa rahita iti rudradharaḥ || KrdC_5.12 ||	homa  rahitaH iti rudra DaraH || Krdu _5.12 ||
   puraścaraṇotttara kṛtyam āha 	puraScaraNa utttara  kRtyam Aha 
   punar abhiṣikto guruṇā vidhivad viśrāṇya dakṣiṇāṃ tasmai |	punar aBiziktaH guruNA viDivat viSrANya dakziNAm tasmE |
   abhyavahārya ca viprān vibhavaiḥ samprīṇayec ca bhakti yutaḥ // Krd_5.13	aByavahArya ca viprAn viBavEH samprINayet ca Bakti  yutaH // KrD _5.13
   guruṇā punar api vidhivat yathokta vidhinā abhiṣiktaḥ kṛtābhiṣekaḥ tasmai	guruNA punar api viDivat yaTA ukta viDinA aBiziktaH kRta aBizekaH tasmE
   gurave dakṣiṇāṃ viśrāṇya dattvā viprān abhyavahārya bhojayitvā	gurave dakziNAm viSrANya dattvA viprAn aByavahArya BojayitvA
   bhakti yutaḥ san samprīṇayet dhana dhānyādibhiḥ prītiṃ kuryāt || KrdC_5.13	Bakti  yutaH san samprINayet Dana DAnya AdiBiH prItim kuryAt || Krdu _5.13
   siddha mantrasya kṛtyam āha 	sidDa mantrasya kRtyam Aha 
   iti mantra vara dvitayānyataraṃ	iti mantra vara  dvitaya anyataram
   parisādhya japādibhir acyuta dhīḥ |	parisADya japa AdiBiH acyuta DIH |
   prajapet savana tritaye dinaśo	prajapet savana tritaye dinaSo
   vidhinātha mukundam amanda matiḥ // Krd_5.14 //	viDinA aTa mukundam amanda matiH // KrD _5.14 //
   ity anena prakāreṇa mantra dvitayānyataraṃ mantra dvitayayor madhye ekaṃ	iti anena prakAreNa mantra  dvitaya anyataram mantra  dvitayayoH maDye ekam
   japādibhir japa pūjā homa tarpaṇādibhiḥ parisādhya sādhayitvā acyuta dhīr	japa AdiBiH japa  pUjA a homa  tarpaNa AdiBiH parisADya sADayitvA acyuta  DIH 
   acyute śrī kṛṣṇe dhīr buddhir yasya sa tathā | yad vā, acyutā na kṣaritā	acyute SrI  kRzNe DIH budDiH yasya sa taTA | yat vA, acyutA na kzaritA
   viṣṇau buddhir yasya sa tathā savana tritaye sandhyādi traye dinaśaḥ	vizNO budDiH yasya sa taTA savana tritaye sanDyAdi traye dinaSas 
   pratidinaṃ vidhinā ukta prakāreṇa mukundaṃ kṛṣṇaṃ prayajet pūjayatu	pratidinam viDinA ukta  prakAreNa mukundam kRzNam prayajet pUjayatu
   amanda matiḥ śuddha matiḥ || KrdC_5.14 ||	amanda matiH SudDa matiH || Krdu _5.14 ||
   pūjāyāṃ prātaḥ kālika dhyānam āha 	pUjAyAm prAtaH kAlika DyAnam Aha 
   atha śrīmad udyāna saṃvīta haima 	aTa SrImat  udyAna  saMvIta  hEma 
   sthalodbhāsi ratna sphuran maṇḍapāntaḥ |	sTala udBAsi  ratna  sPuran maNxa pa antar |
   lasat kalpa vṛkṣādha uddīpta ratna 	lasat  kalpa  vRkzADaH uddIpta  ratna 
   sthalī dhiṣṭhitāmbhoja pīṭhādhirūḍham // Krd_5.15 //	sTalI DizWita amBoja  pIWa aDirUXam // KrD _5.15 //
   sapta ślokāntaṃ kulakam | athānantaraṃ bhakti namraḥ bhakty atiśayena	sapta  Sloka antam kulakam | aTa anantaram Bakti namraH Bakti  atiSayena
   namra dehaḥ prage prātaḥ kāle kathita rūpaṃ kṛṣṇam anusmṛtya dhyātvā	namra dehaH prage prAtar  kAle kaTita rUpam kRzNam anusmRtya DyAtvA
   tad aṅgendra vajrādibhiḥ tasya kṛṣṇasyāṅgāni pūrvoktāni hṛdayādīni	tad  aFga indra  vajra AdiBiH tasya kRzNasya aFgAni pUrva uktAni hRdaya AdIni
   indrādayo daśa dik pālāḥ vajrādayas tad āyudhāni ca taiḥ saha pūjayitvā	indra AdayaH daSa dik pAlAH vajra AdayaH tad  AyuDAni ca tEH saha pUjayitvA
   taṃ kṛṣṇaṃ sitā śarkarā mocā kadalī viśeṣaḥ haiyaṅgavīnaṃ	tam kRzNam sitA SarkarA mocA kadalI  viSezaH hEyaFgavInam
   sadyo jāta ghṛtam | ebhis tathā dadhnā vimiśreṇa dadhi saṃyuktena dogdhena	sadyo jAta  GRtam | eBiH taTA daDnA vimiSreNa daDi saMyuktena dogDena
   pāyasena ca mantrī samprīṇayet | kīdṛśaṃ ? śrīmat śobhā yuktaṃ yad udyānaṃ	pAyasena ca mantrI samprINayet | kIdRSam ? SrImat SoBA  yuktam yat udyAnam
   krīḍā vanaṃ tena saṃvītaṃ veṣṭitaṃ yad dhaima sthalaṃ lasat kāñcana bhūmis	krIxA a vanam tena saMvItam vezwitam yat  DEma  sTalam lasat  kAQcana  BUmi s
   tatrodbhāsīni udgata kiraṇāni yāni yāni ratnāni taiḥ sphurat dedīpyamāno	tatra udBAsIni udgata kiraNAni yAni yAni ratnAni tEH sPurat dedIpyamAnaH 
   yo maṇḍapas tasyāntar madhye dedīpyamāno yaḥ kalpa vṛkṣas tasyādhaś	yaH maNxapaH tasya antar  maDye dedIpyamAnaH yaH kalpa vRkzaH tasya aDas 
   chāyāyām udgatā dīptir yasya tādṛśaṃ ratna mayaṃ yat sthānaṃ	CAyAyAm udgatA dIptiH yasya tAdRSam ratna mayam yat sTAnam
   tad adhiṣṭhitaṃ tatrāvasthitaṃ yad ambhojaṃ padyaṃ tad eva pīṭhaṃ	tat  aDizWitam tatra avasTitam yat amBojam padyam tat eva pIWam
   tatrādhirūḍham upaviṣṭam || KrdC_5.15 ||	tatra aDirUXam upavizwam || Krdu _5.15 ||
   mahā nīla nīlābham atyanta bālaṃ	mahA  nIla  nIla ABam atyanta  bAlam
   guḍa snigdha vaktrānta visrasta keśam |	guxa  snigDa  vaktra anta  visrasta keSam |
   ali vrāta paryākulotphulla padma 	ali vrAta  paryAkula utPulla  padma 
   pramugdhānanaṃ śrīmad indīvarākṣam // Krd_5.16 //	pramugDa Ananam SrImat indIvara akzam // KrD _5.16 //
   punaḥ kīdṛśaṃ ? mahā nīla indra nīlaḥ | tadvan nīlābhaṃ śyāmam | punar	punar kIdRSam ? mahA  nIlaH indra nIlaH | tadvat nIla ABam SyAmam | punar 
   atyanta bālaṃ pañca vārṣikam | punaḥ, guḍāḥ kuṭilāḥ snigdhāḥ cikkaṇāḥ	atyanta  bAlam paQca vArzikam | punar , guxAH kuwilAH snigDAH cikkaNAH
   karṇānte kapole visrastāḥ paryākulāḥ | vaktrānteti pāṭhe visrastā	karNa ante kapole visrastAH paryAkulAH | vaktra anta iti pAWe visrastA
   mukhāvalambitāḥ keśā yasya tam | ali vrātena bhramara samūhena paryākulaṃ	muKa avalambitAH keSAH yasya tam | ali vrAtena Bramara  samUhena paryAkulam
   cañcalaṃ vyāptaṃ vā yat phullaṃ vikasitaṃ padmaṃ tadvat pramugdhaṃ	caQcalam vyAptam vA yat Pullam vikasitam padmam tadvat pramugDam
   manoharaṃ ānanaṃ mukhaṃ yasya tam | punaḥ kīdṛśaṃ ? śrīmat doṣa rahitaṃ	manoharam Ananam muKam yasya tam | punar kIdRSam ? SrImat doza  rahitam
   yad indīvaraṃ nīla padmaṃ tat sadṛśe akṣiṇī yasya tam || KrdC_5.16 ||	yat indIvaram nIla  padmam tat  sadRSe akziNI yasya tam || Krdu _5.16 ||
   punaḥ kīdṛśaṃ ?	punar kIdRSam ?
   calat kuṇḍalollāsi samphulla gaṇḍaṃ	calat  kuNxala ullAsi  samPulla  gaNxam
   sughoṇaṃ suśoṇādharaṃ susmitāsyam |	su GoNam su SoNa aDaram su smita Asyam |
   anekāśmaraśmy ullasat kaṇṭha bhūṣā 	aneka aSma raSmi  ulla sat kaNWa BUzA 
   lasantaṃ vahantaṃ nakhaṃ pauṇḍarīkam // Krd_5.17 //	lasantam vahantam naKam pONxarIkam // KrD _5.17 //
   cañcale ye kuṇḍale tābhyām unnatau ullasitau śobhamānau samphullau	caQcale ye kuNxale tAByAm unnatO ullasitO SoBamAnO samPullO
   vikāśitau gaṇḍau yasya tam | punaḥ śobhamānā ghoṇā nāsā yasya tam | punaḥ	vikASitO gaNxO yasya tam | punar SoBamAnA GoNA nAsA yasya tam | punar 
   suśoṇo lohito 'dharo yasya tam | punaḥ śobhanaṃ yat smitam īṣad dhāsas	su SoNaH lohitaH aDaraH yasya tam | punar SoBanam yat smitam Izat  DAsas
   tad yuktam āsyaṃ yasya tam | punaḥ anekāni yāny aśmāni	tat  yuktam Asyam yasya tam | punar anekAni yAni aSmAni
   indranīla prabhṛtīni ratnāni teṣāṃ ye raśmayaḥ kiraṇāḥ tair ullasantī yā	indranIla  praBRtIni ratnAni tezAm ye raSmayaH kiraNAH tEH ullasantI yA
   kaṇṭha bhūṣā tayā lasantaṃ śobhamānam | punaḥ pauṇḍarīkaṃ	kaNWa BUzA tayA lasantam SoBamAnam | punar pONxarIkam
   vyāghra sambandhi nakhaṃ vahantaṃ dhārayantam || KrdC_5.17 ||	vyAGra  sambanDi  naKam vahantam DArayantam || Krdu _5.17 ||
   punaḥ kīdṛśaṃ ?	punar kIdRSam ?
   samuddhūsaroraḥ sthalaṃ dhenu dhūlyāḥ	samudDUsara uraH  sTalam Denu  DUlyAH
   supuṣṭāṅgam aṣṭāpadākalpa dīptam |	su puzwa aFgam azwApadAkalpa  dIptam |
   kaṭīra sthale cāru jaṅghānta yugme	kawIra sTale cAru jaFGA anta  yugme
   pinaddhaṃ kvaṇat kiṅkiṇī jāla dāmnā // Krd_5.18 //	pinadDam kvaNat  kiFkiNI  jAla dAmnA // KrD _5.18 //
   dhenu dhūlyā go rajasā samuddhūsaraṃ dhūsaritam uraḥ sthalaṃ yasya taṃ	Denu DUlyA go rajasA samudDUsaram DUsaritam uraH sTalam yasya tam
   gavām anugamanāt suṣṭhu puṣṭam aṅgaṃ yasya tam | kīdṛśaṃ ?	gavAm anugamanAt suzWu puzwam aFgam yasya tam | kIdRSam ?
   aṣṭāpadākalpa dīptaṃ suvarṇa ghaṭitālaṅkāreṇa śobhamānam | punaḥ kīdṛśaṃ ?	azwApadAkalpa  dIptam suvarNa  Gawita alaFkAreNa SoBamAnam | punar kIdRSam ?
   kvaṇat kiṅkiṇī jāla dāmnā śabdāyamāna kṣudra ghaṇṭikā samūha mālayā	kvaNat  kiFkiNI  jAla dAmnA SabdAyamAna  kzudra  GaNwikA  samUha mAlayA
   kaṭi sthale śroṇi taṭe cāru jaṅghānta yugme	kawi sTale SroNi  tawe cAru jaFGA anta  yugme
   manohara gulpha dvayordhva pradeśe pinaddhaṃ baddham || KrdC_5.18 ||	manohara gulPa  dvaya UrDva  pradeSe pinadDam badDam || KrdC_5.18 ||
   punaḥ kīdṛśaṃ ?	punar kIdRSam ?
   hasantaṃ hasad bandhu jīva prasūna 	hasantam hasad banDu  jIva prasUna 
   prabhāṃ pāṇi pādāmbujodāra kāntyā |	praBAm pANi pAda ambuja udAra  kAntyA |
   kare dakṣiṇe pāyasaṃ vāma haste	kare dakziNe pAyasam vAma haste
   dadhānaṃ navaṃ śuddha haiyaṅgavīnam // Krd_5.19 //	daDAnam navam SudDa  hEyaFgavInam // KrD _5.19 //
   pāṇi pādāmbujodāra kāntyā hasta caraṇa padma vipula śobhayā	pANi pAda ambuja udAra  kAntyA hasta  caraNa  padma  vipula  SoBayA
   hasad bandhu jīva puṣpa kāntiṃ hasantam upahasantam | punaḥ kīdṛśaṃ ?	hasad banDu  jIva  puzpa  kAntim hasantam upahasantam | punar kIdRSam ?
   dakṣiṇe kare haste pāyasaṃ savya haste vāma kare navaṃ nūtanaṃ śuddhaṃ	dakziNe kare haste pAyasam savya haste vAma kare navam nUtanam SudDam
   niṣkaluṣaṃ haiyaṅgavīnam navanītaṃ hyo go dohanodbhavaṃ ghṛtaṃ dadhānaṃ	nizkaluzam hEyaFgavInam navanItam hyas go dohana udBavam GRtam daDAnam
   dhārayantam || KrdC_5.19 ||	DArayantam || Krdu _5.19 ||
   punaḥ kīdṛśaṃ ?	punar kIdRSam ?
   mahībhāra bhūtām arārāti yūthān	mahIBAra  BUtAm arAra ati  yUTAn
   anaḥ pūtanādīn nihantuṃ pravṛttam |	anaH pUtana AdIn nihantum pravRttam |
   prabhuṃ gopikā gopa go vṛnda vītaṃ	praBum gopikA ga upa go vRnda vItam
   surendrādibhir vanditaṃ deva vṛndaiḥ // Krd_5.20 //	sura indra AdiBiH vanditam deva  vRndEH // KrD _5.20 //
   mahī bhāra bhūtām arārāti yūthān pṛthivī bhāra rūpa daitya samūhān	mahI  BAra  BUtAm arAra ati  yUTAn pRTivI BAra  rUpa dEtya  samUhAn
   anaḥ pūtanādīn śakaṭāsura prabhṛtīn nihantuṃ pravṛttam | punaḥ kīdṛśaṃ ?	anaH pUtana AdIn Sakawa asura  praBRtIn nihantum pravRttam | punar kIdRSam ?
   prabhuṃ samartham īśvaram | punaḥ kīdṛśaṃ ? gopikā gopa strī, gopaḥ gauḥ	praBum samarTam ISvaram | punar kIdRSam ? gopikA gopa  strI, gopaH gOH
   eteṣāṃ samūhena vītaṃ veṣṭitam | punaḥ kīdṛśaṃ ? indrādibhir deva samūhair	etezAm samUhena vItam vezwitam | punar kIdRSam ? indra AdiBiH deva  samUhEH 
   namaskṛtam || KrdC_5.20 ||	namaskRtam || KrdC_5.20 ||
   prage pūjayitvettyanusmṛtya kṛṣṇaṃ	prage pUjayitvA itti anusmRtya kRzNam
   tad aṅgendra vajrādikair bhakti namraḥ |	tad  aFga indra  vajra AdikEH Bakti namraH |
   sitā moca haiyaṅgavīnaiś ca dadhnā	sitA moca  hEyaFga vInEH ca daDnA
   vimiśreṇa daugdhena samprīṇayet tam // Krd_5.21 //	vimiSreNa dOgDena samprINayet tam // KrD _5.21 //
   pūrva śloke vyākhyātam api kramānurodhena vyākhyāte prage prātaḥ kāle	pUrva Sloke vyAKyAtam api krama anuroDena vyAKyAte prage prAtar  kAle
   ukta prakāreṇa kṛṣṇam anusmṛtya dhyātvā upacāraiḥ sampūjya	ukta  prakAreNa kRzNam anusmRtya DyAtvA upacArEH sampUjya
   aṅgādy āvaraṇaiḥ saha sampūjya naivedyaṃ dadyāt | naivedya dravyam	aFga Adi  AvaraNEH saha sampUjya nEvedyam dadyAt | nEvedya  dravyam
   āha siteti | sitā śarkarā mocā kadalī haiyaṅgavīnaṃ daugdhena pāyasena ||	Aha  sitA iti | sitA SarkarA mocA kadalI hEyaFgavInam dOgDena pAyasena ||
   KrdC_5.21 ||	Krdu _5.21 ||
   prātaḥ savana pūjā phalam āha 	prAtar savana  pUjA  Palam Aha 
   iti prātar evārcayed acyutaṃ yo	iti prAtar eva arcayet acyutam yaH 
   naraḥ pratyahaṃ śaśvad āstikya yuktaḥ |	naraH pratyaham SaSvat Astikya  yuktaH |
   labhetācireṇaiva lakṣmīṃ samagrām	laBeta acireNa eva lakzmIm samagrAm
   iha pretya śuddhaṃ paraṃ dhāma bhūyāt // Krd_5.22 //	iha pretya SudDam param DAma BUyAt // KrD _5.22 //
   ity anena prakāreṇa pratyahaṃ śaśvat sarvadā āstikya yuktaḥ san yo naraḥ	iti anena prakAreNa pratyaham SaSvat sarvadA Astikya  yuktaH san yaH naraH
   prātaḥ kāle acyutam arcayet tam evāvaśyaṃ pūjayati sa iha loke	prAtar  kAle acyutam arcayet tam eva avaSyam pUjayati saH iha loke
   acireṇaivālpa kālenaiva samagrāṃ sampūrṇāṃ lakṣmīṃ sampadaṃ labhate	acireNa eva alpa kAlena eva samagrAm sampUrNAm lakzmIm sampadam laBate
   prāpnoti pretya dehaṃ parityajya paraṃ śuddhaṃ brahmākhyaṃ mahaḥ bhūyāt	prApnoti pretya deham parityajya param SudDam brahma AKyam mahar BUyAt 
   prāpnoti tat sarūpo bhavatīty arthaḥ || KrdC_5.22 ||	prApnoti tat  sarUpaH Bavati iti arTaH || Krdu _5.22 ||
   prātaḥ pūjāyām eva naivedyaṃ tarpaṇaṃ ca darśayati 	prAtar pUjAyAm eva nEvedyam tarpaNam ca darSayati 
   aho mukhe 'nudinam ity abhipūjya śauriṃ	aho muKe anudinam iti aBipUjya SOrim
   dadhnātha vā guḍa yutena nivedya toyaiḥ |	daDnA aTa vA guxa  yutena nivedya toyEH |
   śrīman mukhe samanutarpya ca tad dhiyā taṃ	SrI man muKe samanutarpya ca tad  DiyA tam
   japyāt sahasram atha sāṣṭakam ādareṇa // Krd_5.23 //	japyAt sahasram aTa sAzwakam AdareNa // KrD _5.23 //
   athavā śabdaḥ pāda pūraṇe iti pūrvokta prakāreṇa ahno mukhe prātaḥ kāle	aTavA SabdaH pAda  pUraNe iti pUrva ukta  prakAreNa ahno muKe prAtar  kAle
   anudinaṃ pratyahaṃ śauriṃ kṛṣṇam abhipūjya guḍa sahitena dadhnā naivedyaṃ	anudinam pratyaham SOrim kRzNam aBipUjya guxa  sahitena daDnA nEvedyam
   dattvā jalais tad dhiyā guḍa sahita buddhyā śrīmataḥ kṛṣṇasya mukhe	dattvA jalEH tad  DiyA guxa  sahita budDyA SrImataH kRzNasya muKe
   samanutarpya athānantaraṃ taṃ mantram ādareṇa sāṣṭakaṃ sahasraṃ	samanutarpya aTa anantaram tam mantram AdareNa sa azwakam sahasram
   aṣṭottara sahasraṃ japet || KrdC_5.23 ||	azwa uttara  sahasram japet || Krdu _5.23 ||
   madhyandina savana dhyānam āha 	maDyandina  savana  DyAnam Aha 
   madhyaṃ dine japa vidhāna viśiṣṭa rūpaṃ	maDyaM dine japa  viDAna  viSizwa  rUpam
   vandyaṃ surarṣi yati khecara mukhya vṛndaiḥ |	vandyam sura Rzi  yati Kecara  muKya  vRndEH |
   go gopa gopa vanitā nikaraiḥ parītaṃ	go gopa gopa vanitA  nikarEH parItam
   sāndrāmbuda cchavi sujāta manoharāṅgam // Krd_5.24 //	sAndra ambuda  cCavi  sujAta  manohara aFgam // KrD _5.24 //
   caturtha śloka stha kriyayā yojanā evam anena prakāreṇa madhyandine	caturTa  Sloka  sTa  kriyayA yojanAH evam anena prakAreNa maDyandine
   madhyāhne nandajaṃ kṛṣṇaṃ dhyātvā indirā śrīs tasyā āpty arthaṃ arcayatu |	maDyAhne nanda jam kRzNam DyAtvA indirA SrIH tasyAH Apti  arTam arcayatu |
   kīdṛśaṃ ? japa vidhānena viśiṣṭaṃ rūpaṃ yasya taṃ japārthaṃ yat dhyānam |	kIdRSam ? japa  viDAnena viSizwam rUpam yasya tam japa arTam yat DyAnam |
   atha prakaṭa saurabhety ādi tṛtīya paṭalokta dhyānaṃ tad evātrāpīti	aTa prakawa  sOraBa iti Adi tRtIya  pawala ukta DyAnam tat eva atra api iti
   tripāṭhinaḥ | punaḥ kīdṛśaṃ ? vandyaṃ śreṣṭham | punaḥ kīdṛśaṃ ? surā	tri pAWinaH | punar kIdRSam ? vandyam SrezWam | punar kIdRSam ? surA
   indrādaya ṛṣayo nāradādayaḥ yatayaḥ sanakādayaḥ khecarāḥ svarga vāsinaḥ	indra AdayaH RzayaH nArada AdayaH yatayaH sanaka AdayaH KecarAH svarga vAsinaH
   eteṣāṃ mukhyāḥ śreṣṭhāḥ teṣāṃ vṛndaiḥ samūhaiḥ tathā gauḥ gopaḥ gopa strī	etezAm muKyAH SrezWAH tezAm vRndEH samUhEH taTA gOH gopaH gopa  strI
   ca eteṣāṃ nikaraiḥ samūhaiḥ parītaṃ veṣṭitaṃ sāndro niviḍo yo ambudo	ca etezAm nikarEH samUhEH parItam vezwitam sAndraH nivixaH yaH ambudaH 
   meghas tadvac chavir yasya tat | atha ca sujātaṃ doṣa rahitam | atha ca	meGaH tadvat SaviH yasya tat | aTa ca sujAtam doza  rahitam | aTa ca
   manoharaṃ netrotsava kārakam aṅgaṃ yasya || KrdC_5.24 ||	manoharam netra utsava kArakam aFgam yasya || KrdC_5.24 ||
   punaḥ kīdṛśaṃ ?	punar kIdRSam ?
   mayūra patra parikpta vataṃsa ramya 	mayUra patra  parikpta  vataMsa   ramya 
   dhammillam ullasita cillikam ambujākṣam |	Dammillam ullasita  cillikam ambuja akzam |
   pūrṇendu bindu vadanaṃ maṇi kuṇḍala śrī 	pUrNa indu bindu vadanam maNi  kuNxala SrI 
   gaṇḍaṃ sunāsam atisundara manda hāsam // Krd_5.25 //	gaNxam su nAsam ati sundara  manda hAsam // KrD _5.25 //
   mayūrasyedaṃ māyūraṃ patraṃ pakṣaḥ māyūraṃ ca tat patraṃ ceti	mayUrasya idam mAyUram patram pakzaH mAyUram ca tat patram ca iti
   māyūra patraṃ tena parikpto yo vataṃsaḥ śiro bhūṣaṇam |	mAyUra  patram tena parikptaH yaH vataMsaH SiraH   BUzaNam |
   vaṣṭi bhāgurirallopam avāpyorupasargayoḥ ity akāra lopaḥ | tena ramyo	vazwi BAguriH at lopam avApya urupasargayoH iti akAra  lopaH | tena ramyaH 
   dhammillaḥ keśa pāśaḥ yasya tam | punaḥ kīdṛśaṃ ? ambujavat padmavat	DammillaH keSa  pASaH yasya tam | punar kIdRSam ? ambuja vat padma vat 
   akṣiṇī yasya sa tathā tam | punaḥ kīdṛśaṃ ? sampūrṇo ya indu bimbaś	akziNI yasya sa taTA tam | punar kIdRSam ? sampUrNaH yaH indu bimbaH 
   candra maṇḍalaṃ tadvad vadanaṃ mukhaṃ yasya sa tathā tam | punaḥ kīdṛśaṃ ?	candra  maNxalam tadvat vadanam muKam yasya sa taTA tam | punar kIdRSam ?
   maṇi mayaṃ yat kuṇḍalaṃ tena śrī yuktau śobhā sahitau gaṇḍau yasya tam |	maNi mayam yat kuNxalam tena SrI  yuktO SoBA  sahitO gaNxO yasya tam |
   punaḥ kīdṛśaṃ ? śobhanā nāsā yasya tam | punaḥ kīdṛśaṃ ?	punar kIdRSam ? SoBanA nAsA yasya tam | punar kIdRSam ?
   manohareṣad hāsya yuktam || KrdC_5.25 ||	manohareza d ha Asya  yuktam || Krdu _5.25 ||
   punaḥ kīdṛśaṃ ?	punar kIdRSam ?
   pītāmbaraṃ rucira nūpura hāra kāñcī 	pIta ambaram rucira nUpura  hAra  kAQcI 
   keyūrakomikaṭakādibhir ujjvalāṅgam |	keyUra komi kawaka AdiBiH ujjvala aFgam |
   divyānulepana piśaṅgitamasarājad 	divya anulepana piSaFgitam asarAjad 
   amlāna citra vanamālam anaṅga dīptam // Krd_5.26 //	amlAna  citra vanamAlam anaFga  dIptam // KrD _5.26 //
   pītāmbaraṃ vastraṃ yasya tam | punaḥ kīdṛśaṃ ? manohara nūpurādibhiḥ	pIta ambaram vastram yasya tam | punar kIdRSam ? manohara nUpura AdiBiH
   śobhitam aṅgam yasya taṃ hāro muktāvalī kāñcī kṣudra ghaṇṭikā keyūram	SoBitam aFgam yasya tam hAraH muktA AvalI kAQcI kzudra  GaNwikA keyUram
   aṅgadam ūrmir mudrikā kaṭakaḥ kaṅkaṇa ādi padena kirīṭādīnāṃ parigrahaḥ |	aFgadam UrmiH mudrikA kawakaH kaFkaNaH Adi padena kirIwa AdInAm parigrahaH |
   punaḥ kīdṛśaṃ ? deva sambandhinānulepanena kuṅkumādinā piśāṅgitaṃ	punar kIdRSam ? deva  sambanDinA anulepanena kuFkuma AdinA piSAFgitam
   piñjaritam aṃse skandhe rājantī śobhamānā amlānā akliṣṭā citrā	piQjaritam aMse skanDe rAjantI SoBamAnA amlAnA aklizwA citrA
   nānā prakārikā vanamālā patr puṣpa mayī āpāda lambinī mālā yasya tam |	nAnA prakArikA vanamAlA patr puzpa mayI ApAda lambinI mAlA yasya tam |
   punaḥ kīdṛśaṃ ? anaṅgavat kāmavat dīptam || KrdC_5.26 ||	punar kIdRSam ? anaFga vat kAma vat dIptam || KrdC_5.26 ||
   punaḥ kīdṛśaṃ ?	punar kIdRSam ?
   veṇuṃ dhamantam athavā sva kare dadhānaṃ	veNum Damantam aTavA sva  kare daDAnam
   savyetare paśupa yaṣṭim udāra veṣam |	savya itare paSupa yazwim udAra vezam |
   dakṣe maṇi pravaram īpsita dāna dakṣaṃ	dakze maNi  pravaram Ipsita dAna  dakzam
   dhyātvaivam arcayatu nandajam indirāptyai // Krd_5.27 //	DyAtvA evam arcayatu nanda jam indiH AptyE // KrD _5.27 //
   veṇuṃ dhamantam vādayantam | athavā pakṣāntare sva kare savyetare vāme	veNum Damantam vAdayantam | aTavA pakza antare sva  kare savya itare vAme
   go rakṣaṇa daṇḍaṃ dadhānaṃ tathā dakṣe dakṣiṇe īpsita dāna dakṣaṃ maṇiṃ	go rakzaNa  daNxam daDAnam taTA dakze dakziNe Ipsita dAna  dakzam maNim
   dadhānam | punaḥ kīdṛśaṃ ? udāra veṣam | udbhaṭa veṣam iti rudra dharaḥ |	daDAnam | punar kIdRSam ? udAra vezam | udBawa  vezam iti rudra  DaraH |
