   Sandhi markers:	SanDi markeH-s:
   priya-sakhīṃ manyamāno mām baddhā1ñjali	priya--saKIm manyamAnaH mAm badDa-a1Qjali
   yācamānāyai mahyaṃ bhūyas tvat-prārthitaḥ	yAcamAnAyE mahyam BUyas tvat--prArTitaH
   sā1bhilāṣam arpayiṣyati |	sA1BilAzam arpayizyati |
   tena randhreṇo7paśliṣya rāgam ujjvalīkṛtya yathā	tena ranDreNa-u7paSlizya rAgam ujjvalIkRtya yaTA
   asau kṛta-saṅketo deśā1ntaram ādāya māṃ gamiṣyati	asO kRta-saFketaH deSa-a1ntaram AdAya mAm gamizyati
   tatho9papādanīyam ' iti |	taTA-u9papAdanIyam a iti |
   harṣā1bhyupetayā ca anayā tathai9va sampāditam |	harzA1ByupetayA ca anayA taTA-e9va sampAditam |
   athai7tām kanakavatī9ti vṛddha-tāpasī-pralabdho	aTa-e7tAm kanakavatI9ti vRdDa-tApasI--pralabDaH-
   bala-bhadraḥ sa-ratna-sārā3bharaṇām ādāya niśi	bala-BadraH sa-ratna--sAra-a3-BaraNAm AdAya niSi
   nī-randhre tamasi prāvasat |	nI-ranDre tamasi prAvasat |
   sā tu tāpasī vārtām āpādayat -- ' mandena mayā	sA tu tApasI vArtAm ApAdayat -- a mandena mayA
   nir-nimittam upekṣitā ratnavatī śvaśurau ca paribhūtau	nir-nimittam upekzitA ratnavatI SvaSurO ca pariBUtO
   su-hṛdaś ca ati-vartitāḥ |	su-hRdaH ca ati-vartitAH |
   tad atrai7va samsṛṣṭo jīvituṃ jihremī7ti	tat atrE7va samsRzwaH jIvitum jihremI7ti
   bala-bhadraḥ pūrve-dyur mām akathayat |	bala-BadraH pUrve-dyus mAm akaTayat |
   nūnam asau tena nītā vyaktiś ca a-cirād bhaviṣyati	nUnam asO tena nItA vyaktiH ca a-cirAt Bavizyati
   iti |	iti |
   tac chrutvā tad-bāndhavās tad-anveṣaṇaṃ prati	tat SrutvA tad--bAnDavAH tad--anvezaNam prati
   śithila-yatnās tasthuḥ |	SiTila--yatnAH tasTuH |
   ratnavatī tu mārge kāñ=cit paṇya-dāsīṃ saṅgṛhya	ratnavatI tu mArge kAQ=cid paNya-dAsIm saFgRhya
   tayo9hyamāna-pātheyā3dy-upaskarā kheṭaka-puram	tayA-u9hyamAna---pATeya-A3dy-upaskarA Kewaka-puram
   agamat |	agamat |
   amutra ca vyavahāra-kuśalo bala-bhadraḥ svalpenai7va	amutra ca vyavahAra--kuSalaH bala-BadraH su-alpena-e7va
   mūlena mahad-dhanam upārjayat |	mUlena mahat--Danam upArjayat |
   paurā1gra-gaṇyaś cā8sīt |	pOrA1gra-gaNyaH ca-a8sIt |
   parijanaś ca bhūyān artha-vaśāt samājagāma |	parijanaH ca BUyAn arTa--vaSAt samAjagAma |
   tatas tāṃ prathama-dāsīṃ ' na karma karoṣi	tatas tAm praTama-dAsIm a na karma karozi
   dṛṣṭaṃ muṣṇāsi a-priyaṃ bravīṣi ' iti paruṣam	dRzwam muzNAsi a-priyam bravIzi a iti paruzam
   uktvā bahv atāḍayat |	uktvA bahu atAxayat |
   ceṭī tu prasāda-kālo1pakhyāta-rahasyasya	cewI tu prasAda--kAla-u1paKyAta--rahasyasya
   vṛttāntai1kadeśam ātta-roṣā nirbibheda |	vRttAntE1ka-deSam Atta-rozAH nirbiBeda |
   tac chrutvā tu lubdhena daṇḍa-vāhinā	tat SrutvA tu lubDena daNxa-vAhinA
   paura-vṛddha-samnidhau ' nidhi-pati-dattasya kanyāṃ	pOra-vRdDa--samniDO a niDi-pati-dattasya kanyAm
   kanakavatīṃ moṣeṇa apahṛtya asmat-pure nivasaty	kanakavatIm mozeNa apahRtya asmat--pure nivasati-
   eṣa dur-matir bala-bhadraḥ |	eza dur-matiH bala-BadraH |
   tasya sarva-sva-haraṇaṃ bhavadbhir na pratibandhanīyam	tasya sarva--sva-haraNam BavadBiH na pratibanDanIyam
   ' iti nitarām abhartsayata |	a iti nitarAm aBartsayata |
   bhītaṃ ca bala-bhadram adhijagāda ratnavatī -- ' na	BItam ca bala-Badram aDijagAda ratnavatI -- a na
   bhetavyam |	Betavyam |
   brūhi -- ne7yaṃ nidhi-pati-datta-kanyā kanakavatī |	brUhi - na-I7yam niDi-pati-datta-kanyA kanakavatI |
   valabhyām eva gṛha-gupta-duhitā ratnavatī nāme7yaṃ	valaByAm eva gRha-gupta--duhitA ratnavatI nAma-I7yam
   dattā pitṛbhyāṃ mayā ca nyāyo8ḍhā |	dattA pitRByAm mayA ca nyAyo8XAH |
   na cet pratītha praṇidhiṃ prahiṇuta asyā	na ced pratITa praNiDim prahiNuta asya-a
   bandhu-pārśvam ' iti |	banDu--pArSvam a iti |
   bala-bhadras tu tatho9ktvā śreṇī-prātibhāvyena	bala-BadraH tu taTA-u9ktvA SreNI--prAtiBAvyena
   tāvad eva atiṣṭhad yāvat	tAvat eva atizWat yAvat-
   tat-pura-lekhya-labdha-vṛttānto gṛha-guptaḥ	tat-pura-leKya--labDa--vRttAntaH gRha-guptaH
   kheṭaka-puram āgatya saha jāmātrā duhitaram	Kewaka-puram Agatya saha jAmAtrA duhitaram
   ati-prītaḥ pratyanaiṣīt |	ati-prItaH pratyanEzIt |
   tathā dṛṣṭvā ratnavatī kanakavatī9ti bhāvayatas	taTA dRzwvA ratnavatI kanakavatI9ti BAvayatas
   tasyai7va bhala-bhadrasya ati-vallabhā jātā |	tasya-e7va Bala-Badrasya ati-vallaBA jAtAH |
   tad bravīmi -- ' kāmo nāma saṅkalpaḥ ' iti |	tat bravImi -- a kAmaH nAma saFkalpaH a iti |
   tad-anantaram asau nitambavatī-vṛttāntam aprākṣīt |	tad--anantaram asO nitambavatI--vRttAntam aprAkzIt |
   so 'ham abravam -- ' asti śūra-seneṣu mathurā nāma	saH aham abravam -- a asti SUra-senezu maTurA nAma
   nagarī |	nagarI |
   tatra kaś=cit kula-putraḥ kalāsu gaṇikāsu ca	tatra kaS=cid kula-putraH kalAsu gaNikAsu ca
   ati-raktaḥ mitrā1rthaṃ	ati-raktaH mitra-a1rTam
   sva-bhuja-mātra-nirvyūḍhā1n-eka-kalahaḥ	sva-Buja--mAtra--nirvyUXA1-n-eka--kalahaH
   kalaha-kaṇṭaka iti karkaśair abhikhyāpitā3khyaḥ	kalaha-kaNwakaH iti karkaSEH aBiKyApitA3KyaH
   pratyavātsīt |	pratyavAtsIt |
   sa cai7kadā kasya=cid āgantoś citra-karasya haste	sa cE7kadA kasya=cid AgantoH citra-karasya haste
   citra-paṭaṃ dadarśa |	citra--pawam dadarSa |
   tatra kā=cid ālekhya-gatā yuvatir āloka-mātreṇai7va	tatra kA=cid AleKya--gatA yuvatiH Aloka--mAtreNa-e7va
   kalaha-kaṇṭakasya kāmā3turaṃ cetaś cakāra |	kalaha-kaNwakasya kAmA3-turam cetaH cakAra |
   sa ca tam abravīt -- ' bhadra viruddham ivai7tat	sa ca tam abravIt -- a Badra virudDam ivE7tat-
   pratibhāti |	pratiBAti |
   yataḥ kula-jā-dur-labhaṃ vapuḥ ābhijātya-śamsinī ca	yatas kula-jA--dur-laBam vapuH ABijAtya-SamsinI ca
   namratā pāṇḍurā ca mukha-cchaviḥ	namra-tA pANxurA ca muKa-=-CaviH
   an-ati-paribhukta-subhagā ca tanuḥ prauḍhatā2nuviddhā	an-ati--pariBukta--suBagA ca tanuH prOXa-tA2nuvidDA
   ca dṛṣṭiḥ |	ca dRzwiH |
   na cai7ṣā proṣita-bhartṛkā	na ca-E7zA prozita-BartRkA
   pravāsa-cihnasyai7ka-veṇī-āder a-darśanāt |	pravAsa--cihnasya-e7ka-veNI-a-AdeH a-darSanAt |
   lakṣma cai7tad-dakṣiṇa-pārśva-varti |	lakzma cE7tad--dakziNa--pArSva-varti |
   tad iyaṃ vṛddhasya kasya=cid vaṇijo na	tat iyam vRdDasya kasya=cid vaNijaH na
   ati-pumstvasya yathā2rha-sambhogā1-lābha-pīḍitā	ati-pumH-tu-asya yaTA2rha--samBoga-a1-lABa--pIxitA
   gṛhiṇī tvayā ati-kauśalād yathā-dṛṣṭam	gRhiNI tvayA ati-kOSalAt yaTA-dRzwam
   ālikhitā bhavitum arhati ' iti |	AliKitAH Bavitum arhati a iti |
   sa tam abhipraśasya aśamsat -- ' satyam idam |	sa tam aBipraSasya aSamsat -- a satyam idam |
   avanti-puryām ujjayinyām ananta-kīrti-nāmnaḥ	avanti-puryAm ujjayinyAm ananta-kIrti-nAmnaH
   sārtha-vāhasya bhāryā yathā2rtha-nāmā nitambavatī	sArTa-vAhasya BAryA yaTA2rTa-nAmA nitambavatI
   nāmai7ṣā saundarya-vismitena mayai9vam ālikhitā ' iti |	nAma-e7zA sOndarya--vismitena mayA-e9vam AliKitAH a iti |
   sa tadai9vo7nmanāyamānas tad-darśanāya	sa tadE9vo7t-manAyamAnaH tad--darSanAya
   parivavrājo7jjayinīm |	parivavrAjaH-7t-jayinIm |
   bhārgavo nāma bhūtvā bhikṣā-nibhena tad-gṛhaṃ	BArgavaH nAma BUtvA BikzA--niBena tad--gRham
   praviśya tāṃ dadarśa |	praviSya tAm dadarSa |
   dṛṣṭvā ca aty-ārūḍha-manmatho nirgatya	dRzwvA ca aty-ArUXa--manmaTaH nirgatya
   paura-mukhyebhyaḥ śmaśāna-rakṣām ayācata |	pOra--muKyeByaH SmaSAna-rakzAm ayAcata |
   alabhata ca |	alaBata ca |
   tatra labdhaiś ca śavā1vaguṇṭhana-paṭā3dibhiḥ kām	tatra labDEH ca Sava-a1va-guNWana--pawa-A3diBiH kAm
   apy arhantikāṃ nāma śramaṇikām upāsāñ cakre |	api arhantikAm nAma SramaNikAm upAsAn cakre |
   tan-mukhena ca nimbavatīm upāmśu mantrayām āsa |	tan--muKena ca nimbavatIm upAmSu mantrayAm Asa |
   sā cai7nāṃ nirbhartsayantī pratyācacakṣe |	sA cE7nAm nirBartsayantI pratyAcacakze |
   śramaṇikā-mukhāc ca duṣ-kara-śīla-bhramśāṃ	SramaNikA--muKAt ca duz-kara--SIla--BramSAm
   kula-striyam upalabhya rahasi dūtikām aśikṣayat -- '	kula--striyam upalaBya rahasi dUtikAm aSikzayat -- a
   bhūyo 'py upatiṣṭha sārtha-vāha-bhāryām |	BUyas api upatizWa sArTa-vAha-BAryAm |
   brūhi co7pahvare samsāra-doṣa-darśanāt samādhim	brUhi ca-u7pahvare samsAra--doza--darSanAt samADim
   āsthāya mumukṣamāṇo mādṛśo janaḥ	AsTAya mumukzamANaH mAdRSaH janaH
   kula-vadhūnāṃ śīla-pātane ghaṭatae iti kva ghaṭate |	kula-vaDUnAm SIla-pAtane Gawatae iti kva Gawate |
   etad api tvam aty-udārayā samṛddhyā rūpeṇa	etat api tvam ati--udArayA samRdDyA rUpeNa
   ati-mānuṣeṇa prathamena vayaso9papannāṃ kim itara-nārī-sulabhaṃ	ati-mAnuzeNa praTamena vayasA-u9papannAm kim itara--nArI--sulaBam
   cāpalaṃ spṛṣṭaṃ na ve9ti parīkṣā kṛtā |	cApalam spRzwam na ve9ti parIkzA kRtA |
   tuṣṭā asmi tavai7vam a-duṣṭa-bhāvatayā |	tuzwAH asmi tava-e7vam a-duzwa--BAva-tayA |
   tvām idānīm utpannā1patyāṃ draṣṭum icchāmi |	tvAm idAnIm utpannA-a1patyAm drazwum icCAmi |
   bhartā tu bhavatyāḥ kena=cid graheṇa adhiṣṭhitaḥ	BartA tu BavatyAH kena=cid graheNa aDizWitaH
   pāṇḍu-roga-dur-balo bhoge ca a-samarthaḥ sthito	pANxu--roga-dur-balaH Boge ca a-samarTaH sTitaH-
   abhūt |	aBUt |
   na ca śakyaṃ tasya vighnam a-prati-kṛtya apatyam	na ca Sakyam tasya viGnam a-prati-kRtya apatyam
   asmāl labdhum |	asmAt labDum |
   ataḥ prasīda |	atas prasIda |
   vṛkṣa-vāṭikām ekākinī praviśya mad-upanītasya	vRkza-vAwikAm ekAkinI praviSya mad--upanItasya
   kasya=cin mantra-vādinaś channam eva haste caraṇam	kasya=cid mantra-vAdinaH Cannam eva haste caraNam
   arpayitvā tad-abhimantritena praṇaya-kupitā nāma	arpayitvA tad--aBimantritena praNaya--kupitA nAma
   bhūtvā bhartāram urasi prahartum arhasi |	BUtvA BartAram urasi prahartum arhasi |
   upary asāv uttama-dhātu-puṣṭim	upari asO uttama--DAtu--puzwim
   ūrjitā1patyo1tpādana-kṣamām āsādayiṣyati |	Urjita-a1patya-u1tpAdana--kzamAm AsAdayizyati |
   anuvartiṣyate devīm iva atra bhavatīm |	anuvartizyate devIm iva atra BavatIm |
   na atra śaṅkā kāryā iti |	na atra SaFkA kAryA iti |
   sā tatho9ktā vyaktam abhyupaiṣyati |	sA taTA-u9ktA vyaktam aByupEzyati |
   naktaṃ māṃ vṛkṣa-vāṭikāṃ praveśya tām api	naktam mAm vRkza-vAwikAm praveSya tAm api
   praveśayiṣyasi |	praveSayizyasi |
   tāvatai9va tvayā aham anugṛhīto bhave yam ' iti |	tAvatA-e9va tvayA aham anugRhItaH Bave yam a iti |
   sā tathai9vo7papāditavatī |	sA taTA-E9va-u7papAditavatI |
   so 'ti-prītas tasyām eva kṣapāyāṃ	saH ati-prItaH tasyAm eva kzapAyAm
   vṛkṣa-vāṭikāṃ gato nitambavatīṃ	vRkza--vAwikAm gataH nitambavatIm
   nir-granthikā-prayatneno7panītāṃ pāde parāmṛśann	nir-granTikA--prayatnena-u7panItAm pAde parAmRSan=-
   iva hema-nūpuram ekam ākṣipya cchurikayo0ru-mūle	iva hema-nUpuram ekam Akzipya cCurikayo0ru--mUle
   kiñ=cid ālikhya druta-taram apāsarat |	kiQ=cid AliKya druta-taram apAsarat |
   sā tu sāndra-trāsā svam eva dur-nayaṃ garhamāṇā	sA tu sAndra-trAsA svam eva dur-nayam garhamANA
   jighāmsantī9va śramaṇikāṃ tad-vraṇaṃ	jiGAmsantI9va SramaNikAm tad--vraNam
   bhavana-dīrghikāyāṃ prakṣālya datvā	Bavana-dIrGikAyAm prakzAlya datvA
   paṭa-bandhanaṃ sā3mayā1padeśād aparaṃ ca	pawa-banDanam sa-a3maya-a1-padeSAt aparam ca
   apanīya nūpuraṃ śayana-parā tri-caturāṇi dināny	apanIya nUpuram Sayana-parA tri-caturANi dinAni-
   ekānte ninye |	ekAnte ninye |
   sa dhūrtaḥ ' vikreṣye ' iti tena nūpureṇa tam	sa DUrtaH a vikrezye a iti tena nUpureNa tam
   ananta-kīrtim upāsasāda |	ananta--kIrtim upAsasAda |
   sa dṛṣṭvā mama gṛhiṇyā evai7ṣa nūpuraḥ katham	sa dRzwvA mama gRhiNyAH eva-E7za nUpuraH kaTam
   ayam upalabdhas tvayā ' iti tam a-bruvāṇaṃ nirbandhena	ayam upalabDaH tvayA a iti tam a-bruvANam nirbanDena
   papraccha |	papracCa |
   sa tu ' vaṇig-grāmasya agre vakṣyāmi ' iti sthito	sa tu a vaNij--grAmasya agre vakzyAmi a iti sTitaH-
   abhūt |	aBUt |
   punar asau gṛhiṇyai ' sva-nūpura-yugalaṃ preṣaya '	punar asO gRhiNyE a sva-nUpura--yugalam prezaya a
   iti sandideśa |	iti sandideSa |
   sā ca sa-lajjaṃ sa-sādhvasaṃ ca ' adya rātrau	sA ca sa-lajjam sa--sADvasam ca a adya rAtrO
   viśrāma-praviṣṭāyāṃ vṛkṣa-vāṭikāyāṃ	viSrAma--pravizwAyAm vRkza-vAwikAyAm
   prabhraṣṭo mamai7kaḥ praśithila-bandho nūpuraḥ |	praBrazwaH mamE7kaH praSiTila-banDaH nUpuraH |
   so 'dya apy anviṣṭo na dṛṣṭaḥ |	saH adya api anvizwaH na dRzwaH |
   sa punar ayaṃ dvitīyaḥ ' ity aparaṃ prā hiṇot |	sa punar ayam dvitIyaH a iti aparam prA hiNot |
   anayā ca vārtayā amuṃ puraskṛtya sa vaṇig	anayA ca vArtayA amum puraskRtya sa vaNij-
   vaṇig-jana-samājam ājagāma |	vaNij--jana--samAjam AjagAma |
   sa ca anuyukto dhūrtaḥ sa-vinayam āvedayat -- '	sa ca anuyuktaH DUrtaH sa-vinayam Avedayat -- a
   viditam eva khalu vo yathā ahaṃ yuṣmad-ājñayā	viditam eva Kalu vaH yaTA aham yuzmad--AjQayA
   pitṛ-vanam abhi rakṣya tad-upajīvī prativasāmi |	pitR-vanam aBi rakzya tad--upajIvI prativasAmi |
   lubdhāś ca kadā=cin mad-darśana-bhīravo niśi	lubDAH ca kadA=cid mad--darSana-BIravaH niSi
   daheyur api śavānī7ti niśāsv api śmaśānam	daheyuH api SavAni-i7ti niSAsu api SmaSAnam
   adhiśaye |	aDiSaye |
   apare-dyur dagdhā1-dagdhaṃ mṛtakaṃ citāyāḥ	apare-dyus dagDA1--dagDam mRtakam citAyAH
   prasabham ākarṣantīṃ śyāmā3kārāṃ nārīm	prasaBam AkarzantIm SyAmA-a3kArAm nArIm
   apaśyam |	apaSyam |
   artha-lobhāt tu nigṛhya bhayaṃ sā saṅgṛhītā |	arTa-loBAt tu nigRhya Bayam sA saFgRhItAH |
   śastrikayo0ru-mūle yad-ṛcchayā kiñ=cid ullikhitam |	SastrikayA-u0ru--mUle yat--RcCayA kiQ=cid ulliKitam |
   eṣa ca nūpuraś caraṇād ākṣiptaḥ |	eza ca nUpuraH caraNAt AkziptaH |
   tāvaty eva druta-gatiḥ sā palāyiṣṭa |	tAvatI eva druta-gatiH sA palAyizwaH |
   so 'yam asyā8gamaḥ |	saH ayam asya-a8gamaH |
   paraṃ bhavantaḥ pramāṇam ' iti |	param BavantaH pramANam a iti |
   vimarśe ca tasyāḥ śākinī tvam aikamatyena paurāṇām	vimarSe ca tasyAH SAkinI tvam Ekamatyena pOrANAm
   abhimatam āsīt |	aBimatam AsIt |
   bhartrā ca parityaktā tasminn eva śmaśāne bahu vilapya	BartrA ca parityaktA tasmin eva SmaSAne bahu vilapya
   pāśeno7dbadhya martu-kāmā tena dhūrtena naktam	pASena-u7dbaDya martu--kAmA tena DUrtena naktam
   agṛhyata |	agRhyata |
   anunītā ca -- ' sundari tvad-ākāro1nmāditena mayā	anunItA ca -- a sundari tvad--AkAro1t-mAditena mayA
   tvad-āvarjane bahūn upāyān bhikṣukī-mukheno7panyasya	tvad--Avarjane bahUn upAyAn BikzukI-muKena-u7panyasya
   teṣv a-siddheṣu punar ayam upāyo yāvaj-jīvam	tezu a-sidDezu punar ayam upAyaH yA-avaj-jIvam
   a-sādhāraṇīkṛtya rantum ācaritaḥ |	a-sADAraNIkRtya rantum AcaritaH |
   tat prasīda an-anya-śaraṇāya	tat prasIda an-anya-SaraNAya
   asmai dāsa-janāya ' iti muhur muhuś caraṇayor	asmE dAsa-janAya a iti muhur muhur caraNayoH-
   nipatya prayujya sāntva-śatāni tām a-gaty-antarām	nipatya prayujya sAntva--SatAni tAm a-gaty-antarAm
   ātma-vaśyām akarot |	Atma--vaSyAm akarot |
   tad idam uktam -- ' duṣ-kara-sādhanaṃ prajñā ' iti |	tat idam uktam -- a duz-kara--sADanam prajQA a iti |
   sa ce7dam ākarṇya brahma-rākṣaso mām apūpujat |	sa ca-i7dam AkarNya brahma-rAkzasaH mAm apUpujat |
   asminn eva kṣaṇe na	asmin eva kzaNe na
   ati-prauḍha-pumnāga-mukula-sthūlāni muktā-phalāni saha	ati-prOXa--pumnA-ga--mukula--sTUlAni muktA--PalAni saha
   salila-bindubhir ambara-talād apatan |	salila--binduBiH ambara-talAt apatan |
   ahaṃ tu ' kiṃ nv idam ' ity uc-cakṣur ālokayan	aham tu a kim nu idam a iti uc-cakzuH Alokayan
   kam=api rākṣasaṃ kāñ=cid aṅganāṃ	kam=api rAkzasam kAQ=cid aFganAm
   viceṣṭamāna-gātrām ākarṣantam apaśyam |	vicezwamAna--gAtrAm Akarzantam apaSyam |
   katham apaharaty a-kāmām api striyam an-ācāro	kaTam apaharati a-kAmAm api striyam an-A-AcAraH-
   nairṛta iti gagana-gamana-manda-śaktir a-śastraś ca	nErRtaH iti gagana--gamana-manda-SaktiH a-SastraH ca
   atapye |	atapye |
   sa tu mat-sambandhī brahma-rākṣasaḥ ' tiṣṭha tiṣṭha	sa tu mat--sambanDI brahma-rAkzasaH a tizWa tizWa
   pāpa kva apaharasi ' iti bhartsayann utthāya	pApa kva apaharasi a iti Bartsayan utTAya
   rākṣasena sama sṛjyata |	rAkzasena sama sRjyata |
   tāṃ tu roṣād an-apekṣā2paviddhām	tAm tu rozAt an-apekzA2-pavidDAm
   amara-vṛkṣa-mañjarīm iva antarikṣād āpatantīm	amara-vRkza--maQjarIm iva antarikzAt ApatantIm
   unmukha-prasārito1bhaya-karaḥ karābhyām agrahīṣam |	unmuKa--prasAritaH-1-Baya-karaH karAByAm agrahIzam |
   upagṛhya ca vepamānāṃ sammīlitā1kṣīṃ	upagRhya ca vepamAnAm sammIlita-a1kzIm
   mad-aṅga-sparśa-sukheno7dbhinna-romāñcāṃ tādṛśīm	mad--aFga--sparSa--suKena-u7dBinna--romAQcAm tAdRSIm
   eva tām an-avatārayann atiṣṭham |	eva tAm an-avatArayan atizWam |
   tāvat tāv ubhāv api śaila-śṛṅga-bhaṅgaiḥ	tAvat tO uBO api SEla--SRFga-BaFgEH
   pādapaiś ca rabhaso1nmūlitair	pAdapEH ca raBaso1t-mUlitEH-
   muṣṭi-pāda-prahāraiś ca paras-param akṣapayetām |	muzwi-pAda--prahArEH ca paras--param akzapayetAm |
   punar aham ati-mṛduni pulinavati kusuma-lava-lāñchite	punar aham ati-mRduni pulinavati kusuma-lava--lAQCite
   saras-tīre 'varopya sa-spṛhaṃ nirvarṇayams tāṃ	saras--tIre avaropya sa--spRham nirvarNayamH tAm
   mat-prāṇai1ka-vallabhāṃ rāja-kanyāṃ kandukavatīm	mat--prANE1ka-vallaBAm rAja--kanyAm kandukavatIm
   alakṣyam |	alakzyam |
   sā hi mayā samāśvāsyamānā tiryaṅ mām abhinirūpya	sA hi mayA samASvAsyamAnA tiryak mAm aBinirUpya
   jāta-pratyabhijñā sa-karuṇam arodīt |	jAta--pratyaBijQA sa-karuNam arodIt |
   avādīc ca -- ' nātha tvad-darśanād upoḍha-rāgā	avAdIt ca -- a nATa tvad--darSanAt upoXa--rAgA
   tasmin kanduko1tsave punaḥ sakhyā candra-senayā	tasmin kandu-ko1tsave punar saKyA candra-senayA
   tvat-kathābhir eva samāśvāsitā asmi |	tvat--kaTABiH eva samASvAsitAH asmi |
   tvaṃ kila samudra-madhye majjitaḥ pāpena mad-bhrātrā	tvam kila samudra--maDye majjitaH pApena mad-BrAtrA
   bhīma-dhanvanā iti śrutvā sakhī-janaṃ parijanaṃ ca	BIma--DanvanAH iti SrutvA saKI--janam parijanam ca
   vañcayitvā jīvitaṃ jihāsur ekākinī krīḍā-vanam	vaQcayitvA jIvitam jihAsuH ekAkinI krIxA-vanam
   upāgamam |	upAgamam |
   tatra ca mām acakamata kāma-rūpa eṣa rākṣasā1dhamaḥ |	tatra ca mAm acakamata kAma--rUpaH eza rAkzasA1DamaH |
   so 'yaṃ mayā bhītayā avadhūta-prārthanaḥ	saH ayam mayA BItayA avaDUta--prArTanaH
   sphurantīṃ māṃ nigṛhya abhyadhāvat |	sPurantIm mAm nigRhya aByaDAvat |
   atrai7vam avasito 'bhūt |	atrE7vam avasitaH aBUt |
   ahaṃ ca daivāt tavai7va jīvita īśasya haste patitā |	aham ca dEvAt tava-e7va jIvitaH ISasya haste patitA |
   bhadraṃ tava ' iti |	Badram tava a iti |
   śrutvā ca tayā saha avaruhya nāvam adhyāroham |	SrutvA ca tayA saha avaruhya nAvam aDyAroham |
   muktā ca nauḥ prati-vāta-preritā tām eva	muktA ca nOH prati-vAta--preritA tAm eva
   dāma-liptāṃ pratyupā tiṣṭhat |	dAma-liptAm pratyupA tizWat |
   avarūḍhāś ca vayam a-śrameṇa |	avarUXAH ca vayam a-SrameNa |
   ' tanayasya ca tanayāyāś ca nāśād an-anyā1patyas	a tanayasya ca tanayAyAH ca nASAt an-anyA-a1-patya-s
   tuṅga-dhanvā suhma-patir niṣ-kalaḥ svayaṃ sa-kalatra	tuFga-DanvA suhma-patiH niz-kalaH svayam sa-kalatra
   eva niṣ-kalaṅka-gaṅgā-rodhasy an-aśaneno7parantuṃ	eva niz-kalaFka--gaFgA-roDasi an-aSanena-u7parantum
   pratiṣṭhate |	pratizWate |
   saha tena martum icchaty an-anya-nātho 'nuraktaḥ	saha tena martum icCati an-anya-nATaH anuraktaH
   paura-vṛddha-lokaḥ | ' ity aśru-mukhīnāṃ prajānām	pOra-vRdDa--lokaH | a iti aSru--muKInAm prajAnAm
   ākrandam aśṛṇuma |	Akrandam aSRNuma |
   atha aham asmai rājñe yathā-vṛttam ākhyāya	aTa aham asmE rAjQe yaTA-vRttam AKyAya
   tad-apatya-dvayaṃ pratyarpitavān |	tad--apatya--dvayam pratyarpitavAn |
   prītena tena jāmātā kṛto 'smi dāma-lipte3śvareṇa |	prItena tena jAmAtA kRtaH asmi dAma-lipte3SvareNa |
   tat-putro mad-anujīvī jātaḥ |	tat-putraH mad--anujIvI jAtaH |
   mad-ājñaptena ca amunā prāṇavad ujjhitā	mad--AjQaptena ca amunA prANa-vat ujJitA
   candra-senā kośa-dāsam abhajat |	candra-senA koSa-dAsam aBajat |
   tataś ca simha-varma-sāhāyyā1rtham atrā8gatya	tatas ca simha-varma--sAhAyyA1rTam atra-a8gatya
   bhartus tava darśano1tsava-sukham anubhavāmi ' iti |	BartuH tava darSana-u1tsa-va--suKam anuBavAmi a iti |
   śrutvā ' citre9yaṃ daiva-gatiḥ |	SrutvA a citre9yam dEva--gatiH |
   avasareṣu puṣkalaḥ puruṣa-kāraḥ |	avasarezu puzkalaH puruza-kAraH |
   ' ity abhidhāya bhūyaḥ smitā1bhiṣikta-danta-cchado	a iti aBiDAya BUyas smitA1Bizikta--danta--cCadaH-
   mantra-gupte harṣo1tphullaṃ cakṣuḥ pātayāmāsa devo	mantra-gupte harzaH-1t-Pullam cakzuH pAtayAmAsa devaH-
   rāja-vāhanaḥ |	rAja-vAhanaH |
   sa kila kara-kamalena kiñ=cit-samvṛtā3nano	sa kila kara-kamalena kiQ=cit--samvRtA3nanaH-
   lalita-vallabhā-rabhasa-datta-danta-kṣata-vyasana-vihvalā1dhara-maṇir	lalita--vallaBA-raBasa-datta-danta--kzata--vyasana--vihvala-a1-Dara--maNiH-
   nir-oṣṭhya-varṇam ātma-caritam ācacakṣe	nir-ozWya-varNam Atma--caritam Acacakze
   / iti śrī daṇḍinaḥ kṛtau daśa-kumāra-carite	/ iti SrI daNxinaH kRtO daSa-kumAra--carite
   mitra-gupta-caritaṃ nāma ṣaṣṭha ucchvāsaḥ /	mitra-gupta-caritam nAma zazWaH ucCvAsaH /
