   (PSP_4:1)	(PSu _4:1)
   subhūte sarvadharmās te tāṅ gatin na vyativartante. tat kasya hetoḥ?	suBUte sarva DarmAH te tAF gatin na vyativartante. tat kasya hetoH?
   atyantatayā hi subhūte smṛtyupasthānāni na saṃvidyante, kutaḥ punar eṣām	atyanta tayA hi suBUte smRti upasTAnAni na saMvidyante, kutas punar ezAm
   āgatir vā gatir vā bhaviṣyati. evaṃ	AgatiH vA gatiH vA Bavizyati. evam
   samyakprahāṇarddhipādendriyabalabodhyaṅgamārgagatikā hi subhūte	samyak prahANa RdDi pAda indriya bala boDi aFga mArga gatikA hi suBUte
   sarvadharmās te tāṅ gatin na vyativartante. tat kasya hetoḥ? atyantatayā	sarva DarmAH te tAF gatin na vyativartante. tat kasya hetoH? atyanta tayA
   hi subhūte samyakprahāṇarddhipādendriyabalabodhyaṅgamārgā na saṃvidyante,	hi suBUte samyak prahANa RdDi pAda indriya bala boDi aFga mArgAH na saMvidyante,
   kutaḥ punar eṣām āgatir vā gatir vā bhaviṣyati.	kutas punar ezAm AgatiH vA gatiH vA Bavizyati.
   apramāṇadhyānārūpyasamāpattigatikā hi subhūte sarvadharmās te tāṅ gatin na	apramANa DyAna ArUpya samApatti gatikAH hi suBUte sarva DarmAH te tAF gatin na
   vyativartante. āryasatyavimokṣasamādhisamāpattidhāraṇīmukhagatikā hi	vyativartante. Arya satya vimokza samADi samApatti DAraNI muKa gatikA hi
   subhūte sarvadharmās te tāṅ gatin na vyativartante.	suBUte sarva DarmAH te tAF gatin na vyativartante.
   abhijñādaśabalavaiśāradyapratisaṃvicchūnyatānimittapraṇihitāṣṭādaśāveṇikabuddhadharmā	aBijQA daSa bala vESAradya pratisaMvid SUnyata animitta praNihita azwAdaSa AveNika budDa DarmA
   gatikā hi subhūte sarvadharmās te tāṅ gatin na vyativartante. tat kasya	gatikAH hi suBUte sarva DarmAH te tAF gatin na vyativartante. tat kasya
   hetoḥ? atyantatayā hi subhūte sarvadharmā na saṃvidyante, kutaḥ punar eṣām	hetoH? atyanta tayA hi suBUte sarva DarmAH na saMvidyante, kutas punar ezAm
   āgatir vā gatir vā bhaviṣyati. srotaāpattiphalagatikā hi subhūte	AgatiH vA gatiH vA Bavizyati. srotaApatti Pala gatikA hi suBUte
   sarvadharmās te tāṅ gatin na vyativartante, sakṛdāgāmiphalagatikā hi	sarva DarmAH te tAF gatin na vyativartante, sakRdAgAmi Pala gatikA hi
   subhūte sarvadharmās te tāṅ gatin na vyativartante, anāgāmiphalagatikā hi	suBUte sarva DarmAH te tAF gatin na vyativartante, anAgAmi Pala gatikA hi
   subhūte sarvadharmās te tāṅ gatin na vyativartante,	suBUte sarva DarmAH te tAF gatin na vyativartante,
   arhattvapratyekabuddhagatikā (PSP_4:106) hi subhūte sarvadharmās te tāṅ	arhat tva pratyekabudDa gatikAH (PSu _4:106) hi suBUte sarva DarmAH te tAF
   gatin na vyativartante. tat kasya hetoḥ? atyantatayā hi subhūte	gatin na vyativartante. tat kasya hetoH? atyanta tayA hi suBUte
   srotaāpannasakṛdāgāmyanāgāmyarhattvapratyekabuddhā na saṃvidyante, kutaḥ	srotaApanna sakRt AgAmi anAgAmi arhat tva pratyekabudDAH na saMvidyante, kutas 
   punar eṣām āgatir vā gatir vā bhaviṣyati. anuttarā samyaksaṃbodhigatikā hi	punar ezAm AgatiH vA gatiH vA Bavizyati. anuttarA samyaksaMboDi gatikA hi
   subhūte sarvadharmās te tāṅ gatin na vyativartante. tat kasya hetoḥ?	suBUte sarva DarmAH te tAF gatin na vyativartante. tat kasya hetoH?
   atyantatayā hi subhūte 'nuttarā samyaksaṃbodhir na saṃvidyate, kutaḥ punar	atyanta tayA hi suBUte anuttarA samyaksaMboDiH na saMvidyate, kutas punar 
   asyā āgatir vā gatir vā bhaviṣyati.	asyAH AgatiH vA gatiH vA Bavizyati.
   subhūtir āha: ko 'tra bhagavan gambhīrāyāṃ prajñāpāramitāyām adhimokṣyate?	suBUtiH Aha: kaH atra Bagavan gamBIrAyAm prajQApAramitAyAm aDimokzyate?
   bhagavān āha: ye subhūte bodhisattvā mahāsattvāḥ pūrvacaritā bhaviṣyanty	BagavAn Aha: ye suBUte boDisattvAH mahAsattvAH pUrva caritAH Bavizyanti 
   anuttarāyāṃ samyaksaṃbodhau, pūrvajinakṛtādhikārāḥ	anuttarAyAm samyaksaMboDO, pUrva jina kRta aDikArAH
   pūrvajinaparipācitakuśalamūlā bhaviṣyanti,	pUrva jina paripAcita kuSala mUlAH Bavizyanti,
   bahubuddhakoṭīniyutaśatasahasraparyupāsitā bhaviṣyanti,	bahu budDa kowI niyuta Sata sahasra paryupAsitAH Bavizyanti,
   kalyāṇamitraparigṛhītāś ca ta imāṃ gambhīrāṃ prajñāpāramitām adhimokṣante.	kalyANa mitra parigRhItAH ca te imAm gamBIrAm prajQApAramitAm aDimokzante.
   iti gatikāritram	iti gati kAritram
   iti kāritralakṣaṇam	iti kAritra lakzaNam
   subhūtir āha: kāni punar bhagavaṃs teṣāṃ bodhisattvānāṃ mahāsattvānāṃ	suBUtiH Aha: kAni punar Bagavan tezAm boDisattvAnAm mahAsattvAnAm
   liṅgāny ākārāṇi nimittāni svabhāvā bhaviṣyanti, ya imāṃ gambhīrāṃ	liFgAni AkArANi nimittAni svaBAvAH Bavizyanti, yaH imAm gamBIrAm
   prajñāpāramitāṃ jñāsyanti?	prajQApAramitAm jQAsyanti?
   evam ukte bhagavān āyuṣmantaṃ subhūtim etad avocat:	evam ukte BagavAn Ayuzmantam suBUtim etat avocat :
   rāgavinayaviviktasvabhāvās te subhūte bodhisattvā mahāsattvā bhaviṣyanti,	rAga vinaya vivikta svaBAvAH te suBUte boDisattvAH mahAsattvAH Bavizyanti,
   doṣamohavinayaviviktasvabhāvās te subhūte bodhisattvā mahāsattvā	doza moha vinaya vivikta svaBAvAH te suBUte boDisattvAH mahAsattvA
   bhaviṣyanti. iti kleśaviviktasvabhāvaḥ	Bavizyanti. iti kleSa vivikta svaBAvaH
   rāgaliṅgaviviktasvabhāvāś ca te subhūte bodhisattvā mahāsattvā	rAga liFga vivikta svaBAvAH ca te suBUte boDisattvAH mahAsattvA
   bhaviṣyanti, doṣamohaliṅgaviviktasvabhāvāś ca te subhūte bodhisattvā	Bavizyanti, doza moha liFga vivikta svaBAvAH ca te suBUte boDisattvA
   mahāsattvā bhaviṣyanti. iti talliṅgavivekasvabhāvaḥ	mahAsattvAH Bavizyanti. iti tad liFga viveka svaBAvaH
   rāganimittavivekasvabhāvāś ca te subhūte bodhisattvā mahāsattvā	rAga nimitta viveka svaBAvAH ca te suBUte boDisattvAH mahAsattvA
   bhaviṣyanti, doṣamohanimittavivekasvabhāvāś ca te subhūte bodhisattvā	Bavizyanti, doza moha nimitta viveka svaBAvAH ca te suBUte boDisattvA
   mahāsattvā bhaviṣyanti. iti tannimittavivekasvabhāvaḥ	mahAsattvAH Bavizyanti. iti tad nimitta viveka svaBAvaH
   rāgārāgaviviktasvabhāvāś ca te subhūte bodhisattvā mahāsattvā bhaviṣyanti,	rAga arAga vivikta svaBAvAH ca te suBUte boDisattvAH mahAsattvAH Bavizyanti,
   doṣādoṣamohāmohaviviktasvabhāvāś ca te subhūte bodhisattvā mahāsattvā	doza adoza moha amoha vivikta svaBAvAH ca te suBUte boDisattvAH mahAsattvA
   bhaviṣyanti, ya imāṃ gambhīrāṃ prajñāpāramitām adhimokṣyante.	Bavizyanti, yaH imAm gamBIrAm prajQApAramitAm aDimokzyante.
   (PSP_4:107)	(PSu _4:107)
   subhūtir āha: kiṃgatikās te bhagavan bodhisattvā mahāsattvā bhaviṣyanti,	suBUtiH Aha: kiMgatikAH te Bagavan boDisattvAH mahAsattvAH Bavizyanti,
   ya imāṃ gambhīrāṃ prajñāpāramitām ājñāsyanti?	yaH imAm gamBIrAm prajQApAramitAm AjQAsyanti?
   bhagavān āha: sarvākārajñatāgatikā hi subhūte bodhisattvā mahāsattvā	BagavAn Aha: sarva AkAra jQa tA gatikA hi suBUte boDisattvAH mahAsattvA
   bhaviṣyanti, ya imāṃ gambhīrāṃ prajñāpāramitām ājñāsyanti.	Bavizyanti, yaH imAm gamBIrAm prajQApAramitAm AjQAsyanti.
   subhūtir āha: sarvākārajñatāgatikās te bhagavan bodhisattvā mahāsattvāḥ	suBUtiH Aha: sarva AkAra jQa tA gatikAH te Bagavan boDisattvAH mahAsattvAH
   sarvasattvānāṃ gatir bhavanti.	sarva sattvAnAm gatiH Bavanti.
   bhagavān āha: evam etat subhūte evam etat, sarvākārajñatāgatikās te	BagavAn Aha: evam etat suBUte evam etat, sarva AkAra jQa tA gatikAH te
   subhūte bodhisattvā mahāsattvāḥ sarvasattvānāṃ gatir bhaviṣyanti, ya imāṃ	suBUte boDisattvAH mahAsattvAH sarva sattvAnAm gatiH Bavizyanti, yaH imAm
   gambhīrāṃ prajñāpāramitām adhimokṣyante.	gamBIrAm prajQApAramitAm aDimokzyante.
   iti vipakṣapratipakṣavivekasvabhāvaḥ	iti vipakza pratipakza viveka svaBAvaH
   subhūtir āha: duṣkarakārakā bhagavaṃs te bodhisattvā mahāsattvā	suBUtiH Aha: duzkara kArakAH Bagavan te boDisattvAH mahAsattvA
   bhaviṣyanti, yair ayaṃ saṃnāhaḥ saṃnaddhaḥ sarvasattvān parinirvāpayiṣyāma	Bavizyanti, yEH ayam saMnAhaH saMnadDaH sarva sattvAn parinirvApayizyAma
   iti. na cātra sattvo na sattvaprajñaptir upalabhyate.	iti. na ca atra sattvaH na sattva prajQaptiH upalaByate.
   bhagavān āha: evam etat subhūte evam etat, duṣkarakārakās te subhūte	BagavAn Aha: evam etat suBUte evam etat, duzkara kArakAH te suBUte
   bodhisattvā mahāsattvā bhaviṣyanti, yair ayaṃ saṃnāhaḥ saṃnaddhaḥ	boDisattvAH mahAsattvAH Bavizyanti, yEH ayam saMnAhaH saMnadDaH
   sarvasattvān parinirvāpayiṣyāma iti. sa khalu punaḥ subhūte bodhisattvasya	sarva sattvAn parinirvApayizyAmaH iti. sa Kalu punar suBUte boDisattvasya
   mahāsattvasya saṃnāho na rūpasaṃbaddhaḥ. tat kasya hetoḥ? atyantatayā hi	mahAsattvasya saMnAhaH na rUpa saMbadDaH. tat kasya hetoH? atyanta tayA hi
   subhūte rūpaṃ na saṃvidyante, na bodhisattvo na bodhisattvasaṃnāhas	suBUte rUpam na saMvidyante, na boDisattvaH na boDisattva saMnAha H 
   tenocyate subhūte na rūpasaṃbaddho 'yaṃ saṃnāha iti, vedanā saṃjñā	tena ucyate suBUte na rUpa saMbadDaH ayam saMnAhaH iti, vedanA saMjQA
   saṃskārāḥ, sa khalu punaḥ subhūte bodhisattvasya mahāsattvasya saṃnāho na	saMskArAH, sa Kalu punar suBUte boDisattvasya mahAsattvasya saMnAhaH na
   vijñānasaṃbaddhaḥ. tat kasya hetoḥ? atyantatayā hi subhūte vijñānan na	vijQAna saMbadDaH. tat kasya hetoH? atyanta tayA hi suBUte vijQAnan na
   saṃvidyate na bodhisattvo na bodhisattvasaṃnāhas tenocyate subhūte na	saMvidyate na boDisattvaH na boDisattva saMnAhaH tena ucyate suBUte na
   vijñānasaṃbaddho 'yaṃ saṃnāha iti. na	vijQAna saMbadDaH ayam saMnAhaH iti. na
   skandhadhātvāyatanapratītyasamutpādasya pratītyasamutpādāṅgānāṃ vā	skanDa DAtu Ayatana pratItyasamutpAdasya pratItyasamutpAda aFgAnAm vA
   saṃbaddho 'yaṃ saṃnāhaḥ. tat kasya hetoḥ? atyantatayā hi subhūte	saMbadDaH ayam saMnAhaH. tat kasya hetoH? atyanta tayA hi suBUte
   skandhadhātvāyatanapratītyasamutpādaḥ pratītyasamutpādāṅgāni vā na	skanDa DAtu Ayatana pratItyasamutpAdaH pratItya samutpAda aFgAni vA na
   saṃvidyante na bodhisattvo na bodhisattvasaṃnāhas tenocyate subhūte na	saMvidyante na boDisattvaH na boDisattva saMnAhaH tena ucyate suBUte na
   pratītyasamutpādasaṃbandho na pratītyasamutpādāṅgasaṃbaddho 'yaṃ saṃnāha	pratItyasamutpAda saMbanDaH na pratItyasamutpAda aFga saMbadDaH ayam saMnAha
   iti. evaṃ vistareṇa subhūte nāyaṃ saṃnāha	iti. evam vistareNa suBUte na ayam saMnAha
   ātmasattvajīvajantupoṣapuruṣapudgalamanujamānavakārakavedakajānakapaśyakasaṃbandho	Atma sattva jIva jantu poza puruza pudgalam anujamAnavakAraka vedaka jAnaka paSyaka saMbanDaH 
   yāvat subhūte nāyaṃ saṃnāhaḥ sarvākārajñatāsaṃbaddhaḥ. tat (PSP_4:108)	yAvat suBUte na ayam saMnAhaH sarva AkAra jQa tA saMbadDaH. tat (PSu _4:108)
   kasya hetoḥ? atyantatayā hi subhūte sarvākārajñatā na saṃvidyate na	kasya hetoH? atyanta tayA hi suBUte sarva AkAra jQa tA na saMvidyate na
   bodhisattvo na bodhisattvasaṃnāhas tenocyate, yāvan na	boDisattvaH na boDisattva saMnAhaH tena ucyate, yAvat na
   sarvākārajñatāsaṃbaddho 'yaṃ bodhisattvasya mahāsattvasya saṃnāha iti.	sarva AkAra jQa tA saMbadDaH ayam boDisattvasya mahAsattvasya saMnAhaH iti.
   sarvadharmasaṃbaddho batāyaṃ bodhisattvasya mahāsattvasya saṃnāho yair	sarva Darma saMbadDaH bata ayam boDisattvasya mahAsattvasya saMnAhaH yEH 
   ayaṃ gambhīrāyāṃ prajñāpāramitāyāṃ caradbhir evaṃ saṃnāhaḥ saṃnaddhaḥ,	ayam gamBIrAyAm prajQApAramitAyAm caradBiH evam saMnAhaH saMnadDaH,
   evaṃ sarvasattvān parinirvāpayiṣyāmaḥ. iti duṣkaratāsvabhāvaḥ	evam sarva sattvAn parinirvApayizyAmaH. iti duzkaratA svaBAvaH
   subhūtir āha: asya bhagavan bodhisattvasya mahāsattvasya sarvasattvān	suBUtiH Aha: asya Bagavan boDisattvasya mahAsattvasya sarva sattvAn
   parinirvāpayiṣyāmīti, evaṃ saṃnāhasaṃnaddhasya sthānadvayan na	parinirvApayizyAmi iti, evam saMnAha saMnadDasya sTAna dvayan na
   pratikāṅkṣitavyaṃ śrāvakabhūmir vā pratyekabuddhabhūmir vā, asthānam etat	pratikAFkzitavyam SrAvaka BUmiH vA pratyekabudDa BUmiH vA, asTAnam etat 
   bhagavann anavakāśo 'yaṃ sa bodhisattvo mahāsattva evaṃ saṃnāhasaṃnaddhaḥ	Bagavan anavakASaH ayam sa boDisattvaH mahAsattvaH evam saMnAha saMnadDaH
   sarvasattvān parinirvāpayiṣyāmīti śrāvakabhūmau vā pratyekabuddhabhūmau vā	sarva sattvAn parinirvApayizyAmi iti SrAvaka BUmO vA pratyekabudDa BUmO vA
   paten naitat sthānaṃ vidyate. tat kasya hetoḥ? na hi bodhisattvasya	patet na etat sTAnam vidyate. tat kasya hetoH? na hi boDisattvasya
   mahāsattvasya sīmābaddhaḥ sattvānāṃ kṛtaśaḥ saṃnāhasaṃnaddhaḥ. ity	mahAsattvasya sImA badDaH sattvAnAm kRtaSas saMnAha saMnadDaH. iti 
   aikāntikasvabhāvaḥ	EkAntika svaBAvaH
   evam ukte bhagavān āyuṣmantaṃ subhūtim etad avocat: kaṃ punas tvaṃ subhūte	evam ukte BagavAn Ayuzmantam suBUtim etat avocat: kam punar tvam suBUte
   'rthavaśaṃ saṃpaśyann evaṃ vadasi? asya bodhisattvasya mahāsattvasya	arTa vaSam saMpaSyan evam vadasi? asya boDisattvasya mahAsattvasya
   mahāsaṃnāhasaṃnaddhasya iha gambhīrāyāṃ prajñāpāramitāyān na dvayoḥ	mahA saMnAha saMnadDasya iha gamBIrAyAm prajQApAramitAyAt na dvayoH
   sthānayor anyatarānyataraṃ sthānaṃ pratikāṅkṣitavyaṃ śrāvakabhūmir vā	sTAnayoH anyatara anyataram sTAnam pratikAFkzitavyam SrAvaka BUmiH vA
   pratyekabuddhabhūmir vā.	pratyekabudDa BUmiH vA.
   subhūtir āha: tathā hi bhagavan na bodhisattvena mahāsattvena prādeśikānāṃ	suBUtiH Aha: taTA hi Bagavat na boDisattvena mahAsattvena prAdeSikAnAm
   sattvānāṃ kṛtaśaḥ saṃnāhaḥ saṃnaddhaḥ, sarvasattvaparinirvāṇāya	sattvAnAm kRtaSas saMnAhaH saMnadDaH, sarva sattva parinirvANAya
   sarvākārajñatājñānasya kṛtaśo bhagavan bodhisattvena mahāsattvena saṃnāhaḥ	sarva AkAra jQa tA jQAnasya kRtaSas Bagavan boDisattvena mahAsattvena saMnAhaH
   saṃnaddhaḥ.	saMnadDaH.
   bhagavān āha: evam etat subhūte evam etat, na prādeśikānāṃ sattvānāṃ	BagavAn Aha: evam etat suBUte evam etat, na prAdeSikAnAm sattvAnAm
   kṛtaśo bodhisattvena mahāsattvena mahāsaṃnāhaḥ saṃnaddhaḥ, api tu khalu	kRtaSas boDisattvena mahAsattvena mahA saMnAhaH saMnadDaH, api tu Kalu
   punaḥ subhūte sarvasattvānāṃ parinirvāṇāya sarvākārajñatājñānasya kṛtaśo	punar suBUte sarva sattvAnAm parinirvANAya sarva AkAra jQa tA jQAnasya kRtaSo
   bodhisattvena mahāsattvena mahāsaṃnāhaḥ saṃnaddhaḥ. ity uddeśasvabhāvaḥ	boDisattvena mahAsattvena mahA saMnAhaH saMnadDaH. iti uddeSa svaBAvaH
   subhūtir āha: gambhīrā bhagavan prajñāpāramitā sā na kenacid bhāvayitavyā	suBUtiH Aha: gamBIrA Bagavan prajQApAramitA sA na kenacid BAvayitavyA
   na kvacin na kathaṃcid bhāvayitavyā. tat kasya hetoḥ? na (PSP_4:109) hi	na kvacid na kaTaMcid BAvayitavyA. tat kasya hetoH? na (PSu _4:109) hi
   bhagavann iha gambhīrāyāṃ prajñāpāramitāyāṃ kasyacid dharmasya	Bagavan iha gamBIrAyAm prajQApAramitAyAm kasyacid Darmasya
   pariniṣpattir upalabhyate, yo vā bhāvayed yaṃ vā bhāvayed yena vā	parinizpattiH upalaByate, yaH vA BAvayet yam vA BAvayet yena vA
   bhāvayet, ākāśabhāvanaiṣā bhagavan yad uta prajñāpāramitābhāvanā,	BAvayet, AkASa BAvanA ezA Bagavan yat uta prajQApAramitA BAvanA,
   sarvadharmā bhāvanaiṣā yad uta prajñāpāramitābhāvanā, asadbhāvanaiṣā yad	sarva DarmAH BAvanA ezA yat uta prajQApAramitA BAvanA, asadBAvanA ezA yat 
   uta prajñāpāramitābhāvanā, aparigrahabhāvanaiṣā yad uta	uta prajQApAramitA BAvanA, aparigraha BAvanA ezA yat uta
   prajñāpāramitābhāvanā bhāvanāvibhāvanaiṣā bhagavan yad uta	prajQApAramitA BAvanA BAvanA viBAvanA ezA Bagavan yat uta
   prajñāpāramitābhāvanā.	prajQApAramitA BAvanA.
   bhagavān āha: kasya subhūte bhāvanāvibhāvanaiṣā yad uta	BagavAn Aha: kasya suBUte BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā?	prajQApAramitA BAvanA?
   subhūtir āha: rūpabhāvanāvibhāvanaiṣā bhagavan yad uta	suBUtiH Aha: rUpa BAvanA viBAvanA ezA Bagavan yat uta
   prajñāpāramitābhāvanā vedanāsaṃjñāsaṃskārabbhāvanāvibhāvanaiṣā bhagavan	prajQApAramitA BAvanA vedanA saMjQA saMskAra bBAvanA viBAvanA ezA Bagavan
   yad uta prajñāpāramitābhāvanā, vijñānabhāvanāvibhāvanaiṣā bhagavan yad uta	yat uta prajQApAramitA BAvanA, vijQAna BAvanA viBAvanA ezA Bagavan yat uta
   prajñāpāramitābhāvanā, ātmabhāvanāvibhāvanaiṣā bhagavan yad uta	prajQApAramitA BAvanA, Atma BAvanA viBAvanA ezA Bagavan yat uta
   prajñāpāramitābhāvanā,	prajQApAramitA BAvanA,
   sattvajīvajantupoṣapuruṣapudgalamanujamānavakārakavedakajānakapaśyakabhāvanāvibhāvanaiṣā	sattva jIva jantu poza puruza pudgalam anujamAnavakAraka vedaka jAnaka paSyaka BAvanA viBAvanA ezA
   yad uta prajñāpāramitābhāvanā, dānapāramitābhāvanāvibhāvanaiṣā yad uta	yat uta prajQApAramitA BAvanA, dAna pAramitA BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā śīlapāramitābhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA SIla pAramitA BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, kṣāntipāramitābhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, kzAnti pAramitA BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, vīryapāramitābhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, vIrya pAramitA BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, dhyānapāramitābhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, DyAna pAramitA BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, prajñāpāramitābhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, prajQApAramitA BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, adhyātmaśūnyatābhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, aDyAtma SUnyatA BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā yāvad abhāvasvabhāvaśūnyatābhāvanāvibhāvanaiṣā yad	prajQApAramitA BAvanA yAvat aBAva svaBAva SUnyatA BAvanA viBAvanA ezA yat 
   uta prajñāpāramitābhāvanā, smṛtyupasthānabhāvanāvibhāvanaiṣā yad uta	uta prajQApAramitA BAvanA, smRti upasTAna BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā,	prajQApAramitA BAvanA,
   samyakprahāṇarddhipādendriyabalabodhyaṅgamārgabhāvanāvibhāvanaiṣā yad uta	samyak prahANa RdDi pAda indriya bala boDi aFga mArga BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, apramāṇadhyānārūpyasamāpattibhāvanāvibhāvanaiṣā yad	prajQApAramitA BAvanA, apramANa DyAna ArUpya samApatti BAvanA viBAvanA ezA yat 
   uta prajñāpāramitābhāvanā,	uta prajQApAramitA BAvanA,
   śūnyatānimittāpraṇihitābhijñābhāvanāvibhāvanaisā yad uta	SUnyatA nimitta apraNihita aBijQA BAvanA viBAvanA esA yat uta
   prajñāpāramitābhāvanā,	prajQApAramitA BAvanA,
   vimokṣamukhasamādhisamāpattidhāraṇīmukhabhāvanāvibhāvanaiṣā yad uta	vimokza muKa samADi samApatti DAraNI muKa BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, āryasatyabhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, Arya satya BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, (PSP_4:110) daśabalabhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, (PSu _4:110) daSa bala BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā,	prajQApAramitA BAvanA,
   vaiśāradyapratisaṃvidāveṇikabuddhadharmabhāvanāvibhāvanaiṣā yad uta	vESAradya pratisaMvid AveNika budDa Darma BAvanA viBAvanA ezA yat uta
   prajñāpāramitābhāvanā, srotaāpattiphalabhāvanāvibhāvanaiṣā yad uta	prajQApAramitA BAvanA, srotaApatti Pala BAvanA viBAvanA ezA yat uta
