   [I. dānapāramitā]	[I. dAna pAramitA]
   āsakta paṭṭa dāma kalāpeṣu mukta kusuma avakīrṇeṣu	Asakta  pawwa  dAma kalApezu mukta  kusuma  avakIrNezu
   gandha ghaṭikā nirdhūpiteṣu	ganDa  GawikA  nirDUpitezu
   a nyasta pāda pīṭha paṭikā āstaraṇa goṇikā āstaraṇa kāca lindika prāvaraṇa sa antara uchada paṭikā ubhaya kṛta upadhāneṣu	a nyaH ta pAda  pIWa  pawikA AstaraNa  goNikA AstaraNa  kAca  lindika  prAvaraNa sa antara  u Cada  pawikA  uBaya kRta  upaDAnezu
   paryaṅkeṣu śayitvā | punaś ca	paryaFkezu SayitvA | punar ca
   śṛgāla kāka gṛdhra mṛtaka ḍevara māṃsa asthi keśa rudhira vaśa ākule	SRgAla  kAka  gRDra  mRta ka xevara  mAMsa  asTi keSa  ruDira  vaSa a Akule
   parama bībhatse śmaśāne gata ceṣṭasya + ātma bhāvaḥ pṛthivyām a vaśaḥ	parama  bIBatse SmaSAne gata  cezwasya + Atma BAvaH pRTivyAm a vaSaH
   śeṣyate | evam api te mahā rāja	Sezyate | evam api te mahA  rAja
   gaja skandha aśva pṛṣṭha ratha abhirūḍhasya śaṅkha paṭaheṣv āhanyamāneṣu	gaja  skanDa  aSva  pRzWa  raTa  aBirUXasya SaFKa  pawahezu AhanyamAnezu
   chatreṇa dhāryamāṇena bāla vyajanena vījayamānasya +	CatreNa DAryamANena bAla  vyajanena vIjayamAnasya +
   an eka hasty aśva ratha padātibhir anuyātasya + añjali śata sahasrair	an eka hasti  aSva  raTa  padAtiBiH anuyAtasya + aQjali  Sata  sahasrEH 
   namas kriyamāṇasya | nirgamanam anubhūya na cirān niś ceṣṭasya	namas kriyamANasya | nirgamanam anuBUya na cirAt niS cezwasya
   mṛta śayana abhirūḍhasya caturbhiḥ puruṣair utkṣiptasya dakṣiṇena	mRta Sayana  aBirUXasya caturBiH puruzEH utkziptasya dakziNena
   nagara dvāreṇa nirṇītasya	nagara dvAreNa nirNItasya
   mātā pitṛ bhrātṛ bhaginī bhāryā putra duhitṛ vayasya dāsī dāsa karma kara pauruṣeyaiḥ	mAtA  pitR BrAtR BaginI  BAryA  putra  duhitR  vayasya dA AsI dAsa  karma  kara  pOruzeyEH
   śoka gata hṛdayair vikṣipta keśair utkṣipta bhujaiḥ sa uras tāḍaṃ	Soka gata  hRdayEH vikzipta keSEH utkzipta  BujEH sa  uras  tAxam
   parama karuṇaṃ | hā putra hā nātha hā tāta hā svāminn ity ākrandamānaiḥ	parama  karuNam | hA putra hA nATa hA tAta hA svAmin iti AkrandamAnEH
   paura jānapadaiḥ sa paribhāva dṛśyamānasya śmaśānaṃ nītasya punaḥ	pOra jAnapadEH sa pariBAva  dRSyamAnasya SmaSAnam nItasya punar 
   kāka gṛdhra śva śṛgāla ādibhir bhakṣitasya tāny asthīny agninā vā dagdhāni	kAka gRDra  Sva  SRgAla AdiBiH Bakzitasya tAni asTIni agninA vA dagDAni
   pṛthivyāṃ vā nikhānitāni adbhir vā klinnāni vāta ātāpa varṣair vā	pRTivyAm vA niKAnitAni adBiH vA klinnAni vAta  AtApa varzEH vA
   cūrṇī kṛtāni dig vi dikṣu prakṣiptāni tatra + eva pūta bhavam āyāsyanti |	cUrNI kRtAni diS  vi dikzu prakziptAni tatra + eva pUta Bavam AyAsyanti |
   evam a nityāḥ sarva saṃskārā evam a dhruvā iti vistaraḥ ||	evam a nityAH sarva saMskArAH evam a DruvAH iti vistaraH ||
   tatra kleśāḥ prādhānyena rāga dveṣa mohā yasya + eṣām ekatarasya tāvat	tatra kleSAH prADAnyena rAga  dveza  mohAH yasya + ezAm ekatarasya tAvat 
   prati pakṣam ādau bhāvayet tan nidānaṃ ca varjayet ||	prati pakzam AdO BAvayet tan  nidAnam ca varjayet ||
   tatra + ārya ratna meghe tāvad āha | sa rāgasya prati pakṣaṃ bhajate |	tatra + Arya  ratna  meGe tAvat Aha | sa rAgasya prati pakzam Bajate |
   rāga utpatti pratyayāṃś ca varjayati | katamaś ca sa rāgasya prati pakṣaḥ	rAga  utpatti pratyayAn ca varjayati | katamaH ca sa rAgasya prati pakzaH
   | katame ca te rāga utpatti pratyayāḥ | a śubhā bhāvanā + a rāgasya	| katame ca te rAga  utpatti pratyayAH | a SuBA  BAvanA + a rAgasya
   prati pakṣaḥ | jana pada kalyāṇī rāga utpatti pratyayaḥ | katamā ca sā +	prati pakzaH | jana pada  kalyANI  rAga  utpatti pratyayaH | katamA ca sA +
   a śubhā bhāvanā | yad uta santy asmin kāye keśā romāṇi nakhā dantā rajo	a SuBA  BAvanA | yat uta santi asmin kAye keSAH romANi naKAH dantAH rajaH 
   malaṃ tvak māṃsa asthi snāyuḥ śirā vṛkkā hṛdayaṃ plīhakaḥ klomakaḥ |	malam tvac mAMsa asTi snAyuH SirAH vRkkAH hRdayam plIhakaH klomakaH |
   antrāṇy antra guṇa āma āśayaḥ pakva āśayaḥ | audaryakaṃ yakṛt purīṣam aśru	antrANi antra  guNaH Ama ASayaH pakva  ASayaH | Odaryakam yakRt purIzam aSru
   svedaḥ kheṭaḥ siṅghāṇakaṃ vasā lasikā majjā medaḥ pittaṃ śleśmā pūyaṃ	svedaH KewaH siFGANakam vasA lasikA majjA medaH pittam SleSmA pUyam
   śoṇitaṃ mastakaṃ mastaka luṅgaṃ prasrāvaḥ | eṣu ca vastuṣu bodhi satva	SoNitam mastakam masta ka luFgam prasrAvaH | ezu ca vastuzu boDi  satva
   upaparīkṣaṇa jātīyo bhavati | tasya + evam upaparīkṣamāṇasya + evaṃ	upaparIkzaNa  jAtIyaH Bavati | tasya + evam upaparIkzamANasya + evam
   bhavati | yo * api tāvat syād bālo mūḍhaḥ a bhavyo * a kuśalaḥ so * api	Bavati | yaH * api tAvat syAt bAlaH mUXaH a BavyaH * a kuSalaH saH * api
   tāvad etāni vastūni jñātvā rāga cittaṃ na + utpādayet | prāg eva	tAvat etAni vastUni jQAtvA rAga  cittam na + utpAdayet | prAk eva
   sa prajña jātīyaḥ | evaṃ hi bodhi satvo * a śubhā bhāvanā bahulo bhavati +	sa prajQa  jAtIyaH | evam hi boDi  satvaH * a SuBA BAva nA  bahulaH Bavati +
   iti ||	iti ||
   bhagavatyām apy uktaṃ | punar a paraṃ subhūte bodhi satvo mahā satvaḥ	BagavatyAm api uktam | punar a param suBUte boDi  satvaH mahA  satvaH
   prajñā pāramitāyāṃ carann imam evaṃ kāyaṃ yathā bhūtaṃ prajānāti | tad	prajQA  pAramitAyAm caran imam evam kAyam yaTA BUtam prajAnAti | tat 
   yathā + api nāma subhūte go ghātako vā go ghātaka ante vāsī vā gāṃ hatvā	yaTA + api nAma suBUte go GAtakaH vA go GAta ka ante vAsI vA gAm hatvA
   tīkṣṇena śastreṇa catvāri phalakāni kṛtvā pratyavekṣate sthito * atha vā	tIkzNena SastreNa catvAri PalakAni kRtvA pratyavekzate sTitaH * aTa vA
   niṣaṇṇaḥ | evam eva subhūte bodhi satvaḥ prajñā pāramitāyāṃ carann imam	nizaNNaH | evam eva suBUte boDi  satvaH prajQA  pAramitAyAm caran imam
   eva kāyaṃ dhātuśo yathā bhūtaṃ prajānāti | asty asmin kāye pṛthivī dhātur	eva kAyam DAtuSas yaTA BUtam prajAnAti | asti asmin kAye pRTivI DAtuH 
   ab dhātur api tejo dhātur api vāyu dhātur api + iti | pe ||	ab DAtuH api tejaH  DAtuH api vAyu DAtuH api + iti | pe ||
   punar apy āha | tad yathā + api subhūte karṣakasya mūtoḍī pūrṇā	punar api Aha | tat yaTA + api suBUte karzakasya mUtoxI pUrNA
   nānā dhānyānāṃ śālīnāṃ vrīhīṇāṃ tilānāṃ taṇḍulānāṃ mudrānāṃ māṣāṇāṃ	nAnA a DAnyAnAm SAlInAm vrIhINAm tilAnAm taNxulAnAm mudrAnAm mAzANAm
   yavānāṃ go dhūmānāṃ maśūrāṇāṃ sarṣapāṇāṃ |tān etān cakṣuṣmān puruṣaḥ	yavAnAm go DUmAnAm maSUrANAm sarzapANAm |tAn etAn cakzuzmAn puruzaH
   pratyavekṣamāṇaḥ | evaṃ jātīyād ayaṃ śālir ayaṃ vrīhir amī tilā amī	pratyavekzamANaH | evaM jAtIyAt ayam SAliH ayam vrIhiH amI tilAH amI
   taṇḍulā amī mudrā amī māṣā yavā amī go dhūmā amī maśūrā amī sarṣapā iti ||	taNxulA amI mudrA amI mAzAH yavAH amI go DUmA amI maSUrAH amI sarzapAH iti ||
   evam eva bodhi satvo mahā satvaḥ prajñā pāramitāyāṃ carann imam eva kāyam	evam eva boDi  satvaH mahA  satvaH prajQA  pAramitAyAm caran imam eva kAyam
   ūrddhvaṃ pāda talād adhaḥ keśa mastaka nakha roma tvak roma paryantaṃ	UrdDvam pAda talAt aDas keSa mastaka naKa  roma  tvac roma  paryantam
   pūrṇaṃ nānā prakārasya + a śucer yathā bhūtaṃ pratyavekṣate | santy asmin	pUrNam nAnA  prakArasya + a SuceH yaTA BUtam pratyavekzate | santi asmin
   kāye keśā romāṇi nakhā yāvan mastakaṃ mastaka luṅgam akṣi gūthaṃ	kAye keSAH romANi naKAH yAvat mastakam masta ka luFgam akzi  gUTam
   karṇa gūtham iti || pe ||	karNa gUTam iti || pe ||
   punar a paraṃ subhūte bodhi satvaḥ śmaśāna gataḥ paśyati nānā rūpāṇi	punar a param suBUte boDi  satvaH SmaSAna  gataH paSyati nAnA   rUpANi
   mṛta śarīrāṇi śmaśāne * apaviddhāni śava śayane ujjhitāni eka aha mṛtāni	mRta  SarIrANi SmaSAne * apavidDAni Sava  Sayane ujJitAni eka  aha mRtAni
   vā dvy aha mṛtāni vā try aha mṛtāni vā catur aha mṛtāni vā	vA dvi  aha  mRtAni vA tri  aha  mRtAni vA catur  aha  mRtAni vA
   pañca aha mṛtāni vā vyādhmātakāni vinīlakāni vipūyakāni vipaṭhyakāni | sa	paQca  aha  mRtAni vA vyADmAtakAni vinIlakAni vipUyakAni vipaWyakAni | sa
   imam eva kāyaṃ tatra + upasaṃharati | ayam api kāya evaṃ dharmā	imam eva kAyam tatra + upasaMharati | ayam api kAyaH evaM DarmA
   evaṃ sva bhāvaḥ | etāṃ dharmatām a vyativṛttae iti ||	evaM sva BAvaH | etAm Darma tAm a vyativRttae iti ||
   evaṃ hi subhūte bodhi satvo mahā satvaḥ prajñā pāramitāyāṃ caran bahir dhā	evam hi suBUte boDi  satvaH mahA  satvaH prajQA  pAramitAyAm caran bahir DA
   kāye kāya anudarśī viharati || pe ||	kAye kAya  anudarSI viharati || pe ||
   punar a paraṃ yadā mṛta śarīrāṇi śmaśāne utsṛṣṭāni paśyati |	punar a param yadA mRta  SarIrANi SmaSAne utsRzwAni paSyati |
   ṣaḍ rātra mṛtāni kākair vā khādyamānāni kurarair vā gṛdhrair vā śvabhir vā	zaz  rAtra  mRtAni kAkEH vA KAdyamAnAni kurarEH vA gRDrEH vA SvaBiH vA
   śṛgālair vā tato * anyair vā nānā vidhaiḥ prāṇaka jātaiḥ khādyamānāni sa	SRgAlEH vA tatas * anyEH vA nAnA viDEH prANa ka jAtEH KAdyamAnAni sa
   imam eva kāyaṃ tatra + upasaṃharati | ayam api kāya evaṃ dharmā	imam eva kAyam tatra + upasaMharati | ayam api kAyaH evaM DarmA
   evaṃ sva bhāvaḥ | etāṃ dharmatāṃ na vyativṛttae iti ||	evaM sva BAvaH | etAm Darma tAm na vyativRttae iti ||
   punar a paraṃ yadā mṛta śarīrāṇi paśyati śmaśāne utsṛṣṭāni vikhāditāny	punar a param yadA mRta  SarIrANi paSyati SmaSAne utsRzwAni viKAditAni 
   a śucīni dur gandhāni | sa imam eva kāyaṃ tatra + upasaṃharati + iti	a SucIni dur ganDAni | saH imam eva kAyam tatra + upasaMharati + iti
   pūrva vat || pe ||	pUrva vat || pe ||
   punar a paraṃ yadā paśyati mṛta śarīrāṇi śiva pathikāyām asthi saṃkalikāṃ	punar a param yadA paSyati mRta  SarIrANi Siva paTikAyAm asTi  saMkalikAm
   māṃsa śoṇita mrakṣitāṃ snāyu vinibaddhāṃ |sa tatra + imam eva kāyam iti	mAMsa  SoNita  mrakzitAm snAyu  vinibadDAm |sa tatra + imam eva kAyam iti
   pūrva vat ||	pUrva vat ||
   punar a paraṃ yadā mṛta śarīrāṇi paśyati śiva pathikāyām	punar a param yadA mRta  SarIrANi paSyati Siva paTikAyAm
   asthi saṃkalī bhūtāni apagata māṃsa śoṇita snāyu bandhanāni | sa imam eva	asTi  saMkalI  BUtAni apagata  mAMsa  SoNita  snAyu  banDanAni | saH imam eva
   kāyam iti pūrva vat ||	kAyam iti pUrva vat ||
   punar a paraṃ yadā paśyati śiva pathikāyām asthīni dig vi dikṣu kṣiptāni |	punar a param yadA paSyati Siva paTikAyAm asTIni diS  vi dikzu kziptAni |
   yad uta + anyena pāda asthīni | anyena jaṅgha asthīni | anyena ca +	yat uta + anyena pAda asTIni | anyena jaFGa asTIni | anyena ca +
   ūrv asthīni | anyena śroṇi kaṭāhakaṃ | anyena pṛṣṭha vaṃśam anyena	Urv asTIni | anyena SroNi  kawAhakam | anyena pRzWa vaMSam anyena
   pārśvaka asthīni | anyena grīva asthīni | anyena bāhv asthīni | sa imam	pArSvaka asTIni | anyena grIva asTIni | anyena bAhu  asTIni | saH imam
   eva kāyam upasaṃharati + iti pūrva vat || pe ||	eva kAyam upasaMharati + iti pUrva vat || pe ||
   punar a paraṃ yadā paśyati śiva pathikāyām asthīny an eka vārṣikāṇi	punar a param yadA paSyati Siva paTikAyAm asTIni an eka vArzikANi
   vāta anupariśoṣitāni śaṅkha sannibhāni | imam eva kāyaṃ tatra +	vAta  anu pariSozitAni SaFKa  sanniBAni | imam eva kAyam tatra +
   upasaṃharati + iti pūrva vat | ayam api kāya evaṃ dharmā evaṃ sva bhāva	upasaMharati + iti pUrva vat | ayam api kAyaH evaM DarmA evaM sva BAva
   etāṃ dharmatāṃ na vyativṛttae iti ||	etAm Darma tAm na vyativRttae iti ||
   punar a paraṃ subhūte bodhi satvo mahā satvaḥ prajñā pāramitāyāṃ caran	punar a param suBUte boDi  satvaH mahA  satvaH prajQA  pAramitAyAm caran
   yadā paśyati śiva pathikāyām asthīny an eka vārṣikāṇi tiro bhūtāni nīlāni	yadA paSyati Siva paTikAyAm asTIni an eka vArzikANi tiro BUtAni nIlAni
   kapota varṇāni pūtīni cūrṇaka jātāni pṛthivyāṃ pāṃsunā a sama samī bhūtāni	kapota  varNAni pUtIni cUrNaka jAtAni pRTivyAm pAMsunA a sama  samI  BUtAni
   sa imam eva kāyaṃ tatra + upasaṃharati ayam api kāya evaṃ dharmā	saH imam eva kAyam tatra + upasaMharati ayam api kAyaH evaM DarmA
   evaṃ sva bhāvaḥ | etāṃ dharmatāṃ na vyativṛttae iti ||	evaM sva BAvaH | etAm Darma tAm na vyativRttae iti ||
   eṣa tāvat samāsato rāgasya samudācāra prati pakṣaḥ | dveṣasya maitrī	eza tAvat samAsatas rAgasya samudAcAra  prati pakzaH | dvezasya mEtrI
   prati pakṣaḥ | a priya satva a darśanaṃ ca | tena vā saha	prati pakzaH | a priya  satva  a darSanam ca | tena vA saha
   bhojana ādy eka arthatayā + a prīty utpādanaṃ tatra para sukhasya + āśaṃsā	Bojana  Adi  eka  arTa tayA + a prIti  utpAdanam tatra para suKasya + ASaMsA
   prārthanā tṛṣṇā + abhinandanaṃ maitrī | kāma rāga praty upakāra hetubhyām	prArTanA tRzNA + aBinandanam mEtrI | kAma  rAga  praty upakAra  hetuByAm
   a kliṣṭaḥ sneha ity arthaḥ ||	a klizwaH snehaH iti arTaH ||
   sā tri vidhā + ārya akṣayamati sūtre * abhihitā | satva ārambaṇā maitrī	sA tri viDA + Arya  akzayam ati sUtre * aBihitA | satva  ArambaNA mEtrI
   prathama citta utpādikānāṃ bodhi satvānāṃ | dharma ārambaṇā	praTama  citta  utpAdikAnAm boDi  satvAnAm | Darma  ArambaNA
   caryā pratipannānāṃ bodhi satvānāṃ | an ārambaṇā maitrī	caryA  pratipannAnAm boDi  satvAnAm | an ArambaNA mEtrI
   an utpattika dharma kṣānti pratilabdhānāṃ bodhi satvānām iti ||	an utpatti ka  Darma  kzAnti  pratilabDAnAm boDi  satvAnAm iti ||
   punar buddha ārambaṇā bodhi satva ārambaṇā	punar budDa  ArambaNA boDi  satva  ArambaNA
   śrāvaka praty eka buddha ārambaṇā satva ārambaṇā ca | tatra	SrAvaka  praty eka  budDa  ArambaNA satva  ArambaNA ca | tatra
   satva ārambaṇāyāḥ pūrvaṃ priye satve hita sukha upasaṃhārān na dhyānam	satva  ArambaNAyAH pUrvam priye satve hita  suKa  upasaMhArAt na DyAnam
   abhyasya | tat same maitrīm upasaṃharet | tataḥ pariciteṣu | tata	aByasya | tat same mEtrIm upasaMharet | tatas paricitezu | tata
   udāsīneṣu | tataḥ samīpa vāsiṣu | tataḥ sva grāma vāsiṣu | evaṃ para grāme	udAsInezu | tatas samIpa vAsizu | tatas sva  grAma  vAsizu | evam para grAme
   ca | evaṃ yāvad ekāṃ diśam adhimucya spharitvā + upasaṃpadya viharati |	ca | evam yAvat ekAm diSam aDimucya sParitvA + upasaMpadya viharati |
   evaṃ daśasu dikṣu | buddha ādy ārambaṇāyās tv ayaṃ prayāso na + asti ||	evam daSasu dikzu | budDa Ady  ArambaNAyAH tu ayam prayAsaH na + asti ||
   sā ca vajra dhvaja pariṇāmanāyām uktā | sa bodhi satva caryāyāṃ caran	sA ca vajra  Dvaja  pariNAmanAyAm uktA | sa boDi  satva  caryAyAm caran
   yāvanti kāni cid dṛśyante rūpāṇi mano jñāni vā prati kūlāni vā | evaṃ	yAvanti kAni cid dRSyante rUpANi mano jQAni vA prati kUlAni vA | evam
   śabdā gandhā rasā spraṣṭavyā dharmā mano jñā vā prati kūlā vā | an avadyā	SabdAH ganDAH rasAH sprazwavyAH DarmAH mano jQA vA prati kUlA vA | an avadyA
   viśuddhāḥ kalyāṇa udāra prabhāsvarā vā yena saumanasyaṃ jāyate | sukham	viSudDAH kalyANa  u dAra  praBAsvarA vA yena sOmanasyam jAyate | suKam
   avakrāmati | prasādo jāyate | prītiḥ saṃbhavati | prāmodyaṃ saṃtiṣṭhate |	avakrAmati | prasAdaH jAyate | prItiH saMBavati | prAmodyam saMtizWate |
   harṣaḥ prādur bhavati | daurmanasyaṃ nivartate | citta kalyatā	harzaH prAdur Bavati | dOrmanasyam nivartate | citta kalya tA
   prādur bhavati | cittaṃ karmaṇyaṃ bhavati | āśayo mṛdu bhavati | indriyāṇi	prAdur Bavati | cittam karmaNyam Bavati | ASayaH mRdu Bavati | indriyANi
   prahlādaṃ gacchanti | satata sukhaṃ saṃvedayamāna evaṃ pariṇāmayati |	prahlAdam gacCanti | satata  suKam saMvedayamAnaH evam pariNAmayati |
   sarva buddhānām etayā pariṇāmanayā bhūyasyā mātrayā te buddhā bhagavanto *	sarva  budDAnAm etayA pariNAmanayA BUyasyAH mAtrayA te budDAH BagavantaH *
   a cintyena buddha vihāra sukhena samanvāgatā bhavantv a tulyena	a cintyena budDa  vihAra  suKena samanvAgatAH Bavantu a tulyena
   buddha samādhi sukhena su saṃgṛhītā bhavantv an anta sukhena bhūyasyā	budDa  samADi  suKena su  saMgRhItAH Bavantu an anta  suKena BUyasyA
   mātrayā + upastabdhā bhavantu | a pramāṇena buddha vimokṣa sukhena	mAtrayA + upastabDAH Bavantu | a pramANena budDa  vimokza  suKena
   samanvāgatā bhavantu | a prameyeṇa buddha prātihārya sukhena su saṃgṛhītā	samanvAgatAH Bavantu | a prameyeNa budDa  prAtihArya  suKena su  saMgRhItA
   bhavantu | a cintyena buddha a saṃga vihāra sukhena su parigṛhītā bhavantu	Bavantu | a cintyena budDa  a  saMga  vihAra  suKena su parigRhItAH Bavantu
   | dur āsadena buddha vṛṣabhita sukhena + abhichannā bhavantu | a prameyeṇa	| dur Asadena budDa  vRzaBita  suKena + aBiCannAH Bavantu | a prameyeNa
   buddha bala sukhena + ātyanta sukhitā bhavantu | sarva vedita śāntena +	budDa  bala  suKena + Atyanta  suKitAH Bavantu | sarva vedita  SAntena +
   an utpatti sukhena + adhikāra sukhā bhavantu |	an utpatti  suKena + aDikAra  suKAH Bavantu |
   a saṃga vihāra satata samāhitena tathā gata sukhena + a dvaya samudācāreṇa	a saMga  vihAra  satata  samAhitena taTA a gata  suKena + a dvaya  samudAcAreNa
   + a vikopita sukhā bhavantu ||	+ a vikopita  suKAH Bavantu ||
   evaṃ bodhi satvas tat kuśala mūlaṃ tathā gateṣu pariṇamayya bodhi satveṣu	evam boDi  satvaH tat kuSala  mUlam taTA gatezu pariNamayya boDi  satvezu
   pariṇamayati | yad idam a paripūrṇānām abhiprāyāṇāṃ paripūrṇāya	pariNamayati | yat idam a paripUrNAnAm aBiprAyANAm paripUrNAya
   pariṇamayati | a pariśuddhānāṃ sarva jñatā adhyāśayānāṃ pariśuddhaye |	pariNamayati | a pariSudDAnAm sarva jQa tA a aDyASayAnAm pariSudDaye |
   a pariniṣpannānāṃ sarva pāramitānāṃ pariniṣpattaye | vajra upamasya	a parinizpannAnAm sarva pAramitAnAm parinizpattaye | vajra  upamasya
   bodhi citta utpādasya + adhiṣṭhānāya | a nivartyasya	boDi  citta  utpAdasya + aDizWAnAya | a nivartyasya
   sarva jñatā saṃnāhasya + a pratiprasrabdhaye | bodhi satvānāṃ	sarva  jQa tA  saMnAhasya + a pratiprasrabDaye | boDi  satvAnAm
   kuśala mūlānāṃ mārgaṇatāyai | sarva jagat samatā sthitasya	kuSala  mUlAnAm mArgaNa tAyE | sarva jagat  samatA  sTitasya
   mahā praṇidhānasya paripūraye | sarva bodhi satva vihārāṇām adhigamāya |	mahA  praNiDAnasya paripUraye | sarva boDi  satva  vihArANAm aDigamAya |
   sarva bodhi satva indriyāṇāṃ tīkṣṇa abhijñatāyai |	sarva boDi  satva  indriyANAm tIkzNa  aBijQa tAyE |
   sarva bodhi satva kuśala mūlānāṃ sarva jñatā sparśanatāyai ||	sarva boDi  satva  kuSala  mUlAnAm sarva  jQa tA  sparSana tAyE ||
   sa evaṃ tat kuśala mūlaṃ bodhi satvānām arthāya pariṇamayya	saH evam tat kuSala  mUlam boDi  satvAnAm arTAya pariNamayya
   buddha śāsana avacareṣu sarva śrāvaka praty eka buddheṣu tat kuśala mūlam	budDa  SAsana  avacarezu sarva  SrAvaka  praty eka   budDezu tat kuSala  mUlam
   evaṃ pariṇāmayati | te ke cit satvā eka acchaṭa a saṃhāta mātram api	evam pariNAmayati | te ke cid satvAH eka acCawa a  saMhAta  mAtram api
   buddha śabdaṃ sṛṇvati | dharma śabdaṃ vā + ārya saṃgha paryupāsanaṃ vā	budDa  Sabdam sRNvati | Darma  Sabdam vA + Arya  saMGa  paryupAsanam vA
   kurvanti teṣāṃ tat kuśala mūlam an uttarāyai samyak saṃbodhaye	kurvanti tezAm tat  kuSala  mUlam an uttarAyE samyak  saMboDaye
