   śivopaniṣad	Siva-upanizad-
   ajñāna-paṅka-nirmagnaṃ $ yaḥ samuddharate janam &	ajQAna--paFka--nirmagnam $ yaH samudDarate janam &
   śiva-jñānā3tma-hastena % kas taṃ na pratipūjayet // 7.41 //	Siva--jQAnA3tma--hastena % kaH tam na pratipUjayet // 7.41 //
   iti yaḥ pūjayen nityaṃ $ guru-mūrti-stham īśvaram &	iti yaH pUjayet nityam $ guru-mUrti--sTam ISvaram &
   sarva-pāpa-vinirmuktaḥ % prāpnoti paramaṃ padam // 7.42 //	sarva-pApa--vinirmuktaH % prApnoti paramam padam // 7.42 //
   snātvā9mbhasā bhasmanā vā $ śukla-vastro1pavītavān &	snAtvA-a9mBasA BasmanA vA $ Sukla-vastra-u1pavItavAn &
   dūrvā-garbha-sthitaṃ puṣpaṃ % guruḥ śirasi dhārayet // 7.43 //	dUrvA-garBa--sTitam puzpam % guruH Sirasi DArayet // 7.43 //
   rocanā3labhanaṃ kuryād $ dhūyayed ātmanas tanum &	rocanA-a3laBanam kuryAt $ DUyayet AtmanaH tanum &
   aṅgulīyā1kṣa-sūtraṃ ca % karṇa-mātre ca dhārayet // 7.44 //	aFgulIyA1kza--sUtram ca % karNa--mAtre ca DArayet // 7.44 //
   gurur evaṃ-vidhaḥ śrīmān $ nityaṃ tiṣṭhet samāhitaḥ &	guruH evaM-viDaH SrImAn $ nityam tizWet samAhitaH &
   yasmāj jñāno1padeśā1rthaṃ % gurur āste sadā-śivaḥ // 7.45 //	yasmAt jQAna-u1padeSa-a1rTam % guruH Aste sadA-SivaH // 7.45 //
   dhārayet pāduke nityaṃ $ mṛdu-varma-prakalpite &	DArayet pAduke nityam $ mRdu-varma--prakalpite &
   pragṛhya daṇḍaṃ chattraṃ vā % paryaṭed āśramād bahiḥ // 7.46 //	pragRhya daNxam Cattram vA % paryawet ASramAt bahis // 7.46 //
   na bhūmau vinyaset pādam $ antar-dhānaṃ vinā guruḥ &	na BUmO vinyaset pAdam $ antar-DAnam vinA guruH &
   kuśa-pādakam ākramya % tarpaṇā1rthaṃ prakalpayet // 7.47 //	kuSa-pAdakam Akramya % tarpaNa-A1rTam prakalpayet // 7.47 //
   pāda-sthānāni pattrā3dyaiḥ $ kṛtvā deva-gṛhaṃ viśet &	pAda--sTAnAni pattrA3dyEH $ kRtvA deva-gRham viSet &
   pātrāstarita-pādaś ca(?) % nityaṃ bhuñjīta vāg-yataḥ // 7.48 //	pAtrAH-tarita-pAdaH ca(?) % nityam BuQjIta vAc--yataH // 7.48 //
   na pādau dhāvayet kāṃsye $ lohe vā parikalpite &	na pAdO DAvayet kAMsye $ lohe vA parikalpite &
   śaucayet tṛṇa-garbhāyāṃ % dvitīyāyāṃ tathā0camet // 7.49 //	SOcayet tRNa-garBAyAm % dvitIyAyAm taTA-a0camet // 7.49 //
   na raktam ulbaṇaṃ vastraṃ $ dhārayet kusumāni ca &	na raktam ulbaNam vastram $ DArayet kusumAni ca &
   na bahir gandha-mālyāni % vāsāṃsi malināni ca // 7.50 //	na bahis ganDa--mAlyAni % vAsAMsi malinAni ca // 7.50 //
   keśā1sthīni kapālāni $ kārpāsā1sthi-tuṣāṇi ca &	keSA1sTIni kapAlAni $ kArpAsA1sTi-tuzANi ca &
   amedhyā1ṅgāra-bhasmāni % nā7dhitiṣṭhed rajāṃsi ca // 7.51 //	ameDya-a1FgAra--BasmAni % na-a7DitizWet rajAMsi ca // 7.51 //
   na ca loṣṭaṃ vimṛdnīyān $ na ca chindyān nakhais tṛṇam &	na ca lozwam vimRdnIyAn $ na ca CindyAt naKEH tRNam &
   na pattra-puṣpa-mūlyāni % vaṃśa-maṅgala-kāṣṭhitām // 7.52 //	na pattra--puzpa--mUlyAni % vaMSa-maFgala--kAzWitAm // 7.52 //
   evam ādīni cā7nyāni $ pāṇibhyāṃ na ca mardayet &	evam AdIni ca-a7nyAni $ pANiByAm na ca mardayet &
   na danta-khādanaṃ kuryād % romāṇy utpāṭayen na ca // 7.53 //	na danta--KAdanam kuryAt % romANi utpAwayet na ca // 7.53 //
   na padbhyām ullikhed bhūmiṃ $ loṣṭa-kāṣṭhaiḥ kareṇa vā &	na padByAm ulliKet BUmim $ lozwa-kAzWEH kareNa vA &
   na nakhāṃś ca nakhair vidhyān % na kaṇḍūyen nakhais tanum // 7.54 //	na naKAn ca naKEH viDyAn % na kaNxUyet naKEH tanum // 7.54 //
   muhur-muhuḥ śiraḥ śmaśru $ na spṛśet karajair budhaḥ &	muhur--muhur SiraH SmaSru $ na spRSet karajEH buDaH &
   na likṣā-karṣaṇaṃ kuryād % ātmano vā parasya vā // 7.55 //	na likzA-karzaNam kuryAt % AtmanaH vA parasya vA // 7.55 //
   sauvarṇya-raupya-tāmraiś ca $ śṛṅga-danta-śalākayā &	sOvarNya-rOpya--tAmrEH ca $ SRFga-danta--SalAkayA &
   deha-kaṇḍūyanaṃ kāryaṃ % vaṃśa-kāṣṭhīka-vīraṇaiḥ(?) // 7.56 //	deha--kaNxUyanam kAryam % vaMSa-kAzWI-ka-vIraNEH(?) // 7.56 //
   na vicittaṃ prakurvīta $ diśaś cai7vā7valokayan &	na vicittam prakurvIta $ diSaH ca-e7va-a7valokayan &
   na śokā3rtaś ca saṃtiṣṭhed % dhūtvā pāṇau kapolakam // 7.57 //	na Soka-A3rtaH ca saMtizWet % DUtvA pANO kapolakam // 7.57 //
   na pāṇi-pāda-vāk-cakṣuḥ- $ śrotra-śiśna-gudo1daraiḥ &	na pANi-pAda-vAk-cakzuH $ Srotra--SiSna--guda-u1darEH &
   cāpalāni na kurvīta % sa sarvā1rtham avāpnuyāt // 7.58 //	cApalAni na kurvIta % sa sarvA1rTam avApnuyAt // 7.58 //
   na kuryāt kenacid vairam $ adhruve jīvite sati &	na kuryAt kenacid vEram $ aDruve jIvite sati &
   loka-kautūhalaṃ pāpaṃ % saṃdhyāṃ ca parivarjayet // 7.59 //	loka-kOtUhalam pApam % saMDyAm ca parivarjayet // 7.59 //
   na ku-dvāreṇa veśmāni $ nagaraṃ grāmam āviśet &	na ku-dvAreNa veSmAni $ nagaram grAmam AviSet &
   na divā prāvṛta-śirā % rātrau prāvṛtya paryaṭet // 7.60 //	na divA prAvRta-SirAH % rAtrO prAvRtya paryawet // 7.60 //
   nā7tibhramaṇa-śīlaḥ syān $ na viśec ca gṛhād gṛham &	nA7ti-BramaNa--SIlaH syAt $ na viSet ca gRhAt gRham &
   na cā7jñānam adhīyīta % śiva-jñānaṃ samabhyaset // 7.61 //	na ca-a7-jQAnam aDIyIta % Siva-jQAnam samaByaset // 7.61 //
   śiva-jñānaṃ paraṃ brahma $ tad ārabhya na saṃtyajet &	Siva-jQAnam param brahma $ tat AraBya na saMtyajet &
   brahmā7sādhya ca yo gacched % brahma-hā sa prakīrtitaḥ // 7.62 //	brahmA7sADya ca yaH gacCet % brahma-hA sa prakIrtitaH // 7.62 //
   kṛtā1ñjaliḥ sthitaḥ śiṣyo $ laghu-vastram udaṅ-mukhaḥ &	kRta-a1QjaliH sTitaH SizyaH $ laGu-vastram udaF-muKaH &
   śiva-mantraṃ samuccārya % prāṅ-mukho 'dhyāpayed guruḥ // 7.63 //	Siva-mantram samuccArya % prAF-muKaH aDyApayet guruH // 7.63 //
   nāga-dantā3di-saṃbhūtaṃ $ catur-aśraṃ suśobhanam &	nAga-dantA3di-saMBUtam $ catur-aSram su-SoBanam &
   hema-ratna-citaṃ vā9pi % guror āsanam uttamam // 7.64 //	hema-ratna--citam vA9pi % guroH Asanam uttamam // 7.64 //
   na śuśrūṣā2rtha-kāmāś ca $ na ca dharmaḥ pradṛśyate &	na SuSrUzA-2rTa--kAmAH ca $ na ca DarmaH pradRSyate &
   na bhaktir na yaśaḥ krauryaṃ % na tam adhyāpayed guruḥ // 7.65 //	na BaktiH na yaSaH krOryam % na tam aDyApayet guruH // 7.65 //
   devā3gni-guru-goṣṭhīṣu $ vyākhyā2dhyayana-saṃsadi &	devA3gni-guru--gozWIzu $ vyAKyA-a2Dyayana--saMsadi &
   praśne vāde 'nṛte 'śauce % dakṣiṇaṃ bāhum uddharet // 7.66 //	praSne vAde anRte aSOce % dakziNam bAhum udDaret // 7.66 //
   vaśe satata-namraḥ syāt $ saṃhṛtyā7ṅgāni kūrmavat &	vaSe satata-namraH syAt $ saMhRtya-a7FgAni kUrma-vat &
   tat-saṃmukhaṃ ca nirgacchen % namas-kāra-puras-saraḥ // 7.67 //	tat-saMmuKam ca nirgacCet % namas-kAra--puras-saraH // 7.67 //
   devā1gni-guru-viprāṇāṃ $ na vrajed antareṇa tu &	devA1gni--guru--viprANAm $ na vrajet antareNa tu &
   nā7rpayen na ca gṛhṇīyāt % kiṃcid vastu tad-antarā // 7.68 //	na-a7rpayet na ca gRhNIyAt % kiMcid vastu tad--antarA // 7.68 //
   na mukhena dhamed agniṃ $ nā7dhaḥ-kuryān na laṅghayet &	na muKena Damet agnim $ na-a7Das--kuryAt na laFGayet &
   na kṣiped aśuciṃ vahnau % na ca pādau pratāpayet // 7.69 //	na kzipet aSucim vahnO % na ca pAdO pratApayet // 7.69 //
   tṛṇa-kāṣṭhā3di-gahane $ jantubhiś ca samākule &	tRNa-kAzWa-a3di--gahane $ jantuBiH ca samAkule &
   sthāne na dīpayed agniṃ % dīptaṃ cā7pi tataḥ kṣipet // 7.70 //	sTAne na dIpayet agnim % dIptam ca-a7pi tatas kzipet // 7.70 //
   agniṃ yuga-pad ānīya $ dhārayeta prayatnataḥ &	agnim yuga-pad AnIya $ DArayeta prayatnataH &
   jvalantaṃ na pradīpaṃ ca % svayaṃ nirvāpayed budhaḥ // 7.71 //	jvalantam na pradIpam ca % svayam nirvApayet buDaH // 7.71 //
   śiva-vrata-dharaṃ dṛṣṭvā $ samutthāya sadā drutam &	Siva-vrata-Daram dRzwvA $ samutTAya sadA drutam &
   śivo 'yam iti saṃkalpya % harṣitaḥ praṇamet tataḥ // 7.72 //	SivaH ayam iti saMkalpya % harzitaH praNamet tatas // 7.72 //
   bhogān dadāti vipulān $ liṅge saṃpūjitaḥ śivaḥ &	BogAn dadAti vipulAn $ liFge saMpUjitaH SivaH &
   agnau ca vividhāṃ siddhiṃ % gurau muktiṃ prayacchati // 7.73 //	agnO ca viviDAm sidDim % gurO muktim prayacCati // 7.73 //
   mokṣā1rthaṃ pūjayet tasmād $ guru-mūrti-stham īśvaram &	mokza-a1rTam pUjayet tasmAt $ guru-mUrti--sTam ISvaram &
   guru-bhaktyā labhej jñānaṃ % jñānān muktim avāpnuyāt // 7.74 //	guru-BaktyA laBet jQAnam % jQAnAt muktim avApnuyAt // 7.74 //
   sarva-parvasu yatnena hy $ eṣu saṃpūjayec chivam &	sarva-parvasu yatnena hi $ ezu saMpUjayet Sivam &
   kuryād āyatane śobhāṃ % guru-sthāneṣu sarvataḥ // 7.75 //	kuryAt Ayatane SoBAm % guru--sTAnezu sarvatas // 7.75 //
   nara-dvayo1cchrite pīṭhe $ sarva-śobhā-samanvite &	nara--dvayo1cCrite pIWe $ sarva-SoBA--samanvite &
   saṃsthāpya maṇijaṃ liṅgaṃ % sthāne kuryāj jagad-dhitam // 7.76 //	saMsTApya maNijam liFgam % sTAne kuryAt jagat--Ditam // 7.76 //
   anna-pāna-viśeṣaiś ca $ naivedyam upakalpayet &	anna--pAna--viSezEH ca $ nEvedyam upakalpayet &
   bhojayed vratinaś cā7tra % sva-guruṃ ca viśeṣataḥ // 7.77 //	Bojayet vratinaH ca-a7tra % sva--gurum ca viSezataH // 7.77 //
   pūjayec ca śiva-jñānaṃ $ vācayīta ca parvasu &	pUjayet ca Siva-jQAnam $ vAcayIta ca parvasu &
   darśayec chiva-bhaktebhyaḥ % sat-pūjāṃ parikalpitām // 7.78 //	darSayet Siva-BakteByaH % sat-pUjAm parikalpitAm // 7.78 //
   priyaṃ brūyāt sadā tebhyaḥ $ pradeyaṃ cā7pi śaktitaḥ &	priyam brUyAt sadA teByaH $ pradeyam ca-a7pi Saktitas &
   evaṃ kṛte viśeṣeṇa % prasīdati mahe3śvaraḥ // 7.79 //	evam kRte viSezeNa % prasIdati mahe3SvaraH // 7.79 //
   chinnaṃ bhinnaṃ mṛtaṃ naṣṭaṃ $ vardhate nā7sti kevalam &	Cinnam Binnam mRtam nazwam $ varDate na-a7sti kevalam &
   ity ādyān na vadec chabdān % sākṣād brūyāt tu maṅgalam // 7.80 //	iti AdyAt na vadet SabdAn % sAkzAt brUyAt tu maFgalam // 7.80 //
   adhenuṃ dhenum ity eva $ brūyād bhadram abhadrakam &	aDenum Denum iti eva $ brUyAt Badram aBadrakam &
   kapālaṃ ca bhagālaṃ syāt % paramaṃ maṅgalaṃ vadet // 7.81 //	kapAlam ca BagAlam syAt % paramam maFgalam vadet // 7.81 //
   aindraṃ dhanur maṇi-dhanur $ dāha-kāṣṭhā3di candanam &	Endram DanuH maNi-DanuH $ dAha--kAzWA3di candanam &
   svar-yātaṃ ca mṛtaṃ brūyāc % chivī-bhūtaṃ ca yoginam // 7.82 //	svar-yAtam ca mRtam brUyAt % CivI--BUtam ca yoginam // 7.82 //
   dvidhā-bhūtaṃ vadec chinnaṃ $ bhinnaṃ ca bahudhā sthitam &	dviDA--BUtam vadet Cinnam $ Binnam ca bahuDA sTitam &
   naṣṭam anveṣaṇīyaṃ ca % riktaṃ pūrṇā1bhivardhitam // 7.83 //	nazwam anvezaNIyam ca % riktam pUrNA1Bi-varDitam // 7.83 //
   nā7stī7ti śobhanaṃ sarvam $ ādyam aṅgā1bhivardhanam &	na-a7stI7ti SoBanam sarvam $ Adyam aFgA1BivarDanam &
   siddhimad brūhi gacchantaṃ % suptaṃ brūyāt pravardhitam // 7.84 //	sidDimat brUhi gacCantam % suptam brUyAt pravarDitam // 7.84 //
   na mleccha-mūrkha-patitaiḥ $ krūraiḥ saṃtāpa-vedibhiḥ &	na mlecCa--mUrKa-patitEH $ krUrEH saMtApa--vediBiH &
   durjanair avaliptaiś ca % kṣudraiḥ saha na saṃvadet // 7.85 //	durjanEH avaliptEH ca % kzudrEH saha na saMvadet // 7.85 //
   nā7dhārmika-nṛpā3krānte $ na daṃśa-maśakā3vṛte &	na-a7DArmika--nRpA3krAnte $ na daMSa--maSakA3vRte &
   nā7tiśīta-jalā3kīrṇe % deśe roga-prade vaset // 7.86 //	na-a7tiSIta-jalA3-kIrNe % deSe roga--prade vaset // 7.86 //
   nā8sanaṃ śayanaṃ pānaṃ $ namas-kārā1bhivādanam &	na-a8sanam Sayanam pAnam $ namas-kAra-a1BivAdanam &
   so1pānatkaḥ prakurvīta % śiva-pustaka-vācanam // 7.87 //	so1pAnatkaH prakurvIta % Siva-pustaka-vAcanam // 7.87 //
   ācāryaṃ daivataṃ tīrtham $ uddhūto1daṃ mṛdaṃ dadhi &	AcAryam dEvatam tIrTam $ udDUtaH-1dam mRdam daDi &
   vaṭam aśvattha-kapilāṃ % dīkṣito1dadhi-saṃgamam // 7.88 //	vawam aSvatTa--kapilAm % dIkzitaH-1daDi--saMgamam // 7.88 //
   yāni cai7ṣāṃ prakārāṇi $ maṅgalānī7ha kānicit &	yAni ca-E7zAm prakArANi $ maFgalAnI7ha kAnicid &
   śivāye7ti namas-kṛtvā % proktam etat pradakṣiṇam // 7.89 //	SivAya-i7ti namas-kRtvA % proktam etat pradakziNam // 7.89 //
   upānac-chattra-vastrāṇi $ pavitraṃ karakaṃ srajam &	upAnac--Cattra-vastrANi $ pavitram karakam srajam &
   āsanaṃ śayanaṃ pānaṃ % dhṛtam anyair na dhārayet // 7.90 //	Asanam Sayanam pAnam % DRtam anyEH na DArayet // 7.90 //
   pālāśam āsanaṃ śayyāṃ $ pāduke danta-dhāvanam &	pAlASam Asanam SayyAm $ pAduke danta--DAvanam &
   varjayec cā7pi niryāsaṃ % raktaṃ na tu samudbhavam // 7.91 //	varjayet ca-a7pi niryAsam % raktam na tu samudBavam // 7.91 //
   saṃdhyām upāsya kurvīta $ nityaṃ deha-prasādhanam &	saMDyAm upAsya kurvIta $ nityam deha--prasADanam &
   spṛśed vandec ca kapilāṃ % pradadyāc ca gavāṃ hitam // 7.92 //	spRSet vandet ca kapilAm % pradadyAt ca gavAm hitam // 7.92 //
   yaḥ pradadyād gavāṃ samyak $ phalāni ca viśeṣataḥ &	yaH pradadyAt gavAm samyak $ PalAni ca viSezataH &
   kṣetram uddāmayec cā7pi % tasya puṇya-phalaṃ śṛṇu // 7.93 //	kzetram uddAmayet ca-a7pi % tasya puNya-Palam SRNu // 7.93 //
   yāvat tat-pattra-kusuma- $ kanda-mūla-phalāni ca &	yAvat tat-pattra--kusuma $ kanda--mUla--PalAni ca &
   tāvad-varṣa-sahasrāṇi % śiva-loke mahīyate // 7.94 //	tAvat--varza--sahasrANi % Siva-loke mahIyate // 7.94 //
   kṛśa-rogā3rta-vṛddhānāṃ $ tyaktānāṃ nirjane vane &	kRSa--roga-A3rta-vRdDAnAm $ tyaktAnAm nirjane vane &
   kṣut-pipāsā3turāṇāṃ ca % gavāṃ vihvala-cetasām // 7.95 //	kzut--pipAsA-A3turANAm ca % gavAm vihvala--cetasAm // 7.95 //
   nītvā yas tṛṇa-toyāni $ vane yatnāt prayacchati &	nItvA yaH tRNa--toyAni $ vane yatnAt prayacCati &
   karoti ca paritrāṇaṃ % tasya puṇya-phalaṃ śṛṇu // 7.96 //	karoti ca paritrANam % tasya puNya-Palam SRNu // 7.96 //
   kulai1ka-viṃśako1petaḥ $ patnī-putrā3di-saṃyutaḥ &	kulE1-ka-viMSako1petaH $ patnI--putra-a3di--saMyutaH &
   mitra-bhṛtyair upetaś ca % śrīmac-chiva-puraṃ vrajet // 7.97 //	mitra-BRtyEH upetaH ca % SrImac--Siva--puram vrajet // 7.97 //
   tatra bhuktvā mahā-bhogān $ vimānaiḥ sārva-kāmikaiḥ &	tatra BuktvA mahA-BogAn $ vimAnEH sArva--kAmikEH &
   sa mahā-pralayaṃ yāvat % tad-ante muktim āpnuyāt // 7.98 //	sa mahA--pralayam yAvat % tad--ante muktim ApnuyAt // 7.98 //
   go-brāhmaṇa-paritrāṇaṃ $ sakṛt kṛtvā prayatnataḥ &	go-brAhmaNa--paritrANam $ sakRt kRtvA prayatnataH &
   mucyate pañcabhir ghorair % mahadbhiḥ pātakair drutam // 7.99 //	mucyate paQcaBiH GorEH % mahadBiH pAtakEH drutam // 7.99 //
   ahiṃsā satyam asteyaṃ $ brahma-caryam akalkatā &	ahiMsA satyam asteyam $ brahma-caryam akalka-tA &
   akrodho guru-śuśrūṣā % śaucaṃ saṃtoṣam ārjavam // 7.100 //	akroDaH guru--SuSrUzA % SOcam saMtozam Arjavam // 7.100 //
   ahiṃsā4dyā yamāḥ pañca $ yatīnāṃ parikīrtitāḥ &	ahiMsA-A4dyAH yamAH paQca $ yatInAm parikIrtitAH &
   akrodhā3dyāś ca niyamāḥ % siddhi-vṛddhi-karāḥ smṛtāḥ // 7.101 //	akroDA3dyAH ca niyamAH % sidDi-vRdDi-karAH smRtAH // 7.101 //
   daśa-lākṣaṇiko dharmaḥ $ śivā3cāraḥ prakīrtitaḥ &	daSa-lAkzaNikaH DarmaH $ SivA3-cAraH prakIrtitaH &
   yogī1ndrāṇāṃ viśeṣeṇa % śiva-yoga-prasiddhaye // 7.102 //	yogI1ndrANAm viSezeNa % Siva-yoga--prasidDaye // 7.102 //
   na vindati naro yogaṃ $ putra-dārā4di-saṃgataḥ &	na vindati naraH yogam $ putra-dArA4di-saMgataH &
   nibaddhaḥ sneha-pāśena % moha-stambha-balīyasā // 7.103 //	nibadDaH sneha--pASena % moha--stamBa--balIyasA // 7.103 //
   mohāt kuṭumba-saṃsaktas $ tṛṣṇayā śṛṅkhalī-kṛtaḥ &	mohAt kuwumba--saMsaktaH $ tRzNayA SRFKalI-kRtaH &
   bālair baddhas tu loko 'yaṃ % musalenā7bhihanyate // 7.104 //	bAlEH badDaH tu lokaH ayam % musalena-a7Bihanyate // 7.104 //
   ime bālāḥ kathaṃ tyājyā $ jīviṣyanti mayā vinā &	ime bAlAH kaTam tyAjyAH $ jIvizyanti mayA vinA &
   mohād dhi cintayaty evaṃ % paramā1rthau na paśyati // 7.105 //	mohAt Di cintayati evam % parama-A1rTO na paSyati // 7.105 //
   saṃparkād udare nyastaḥ $ śukra-bindur acetanaḥ &	saMparkAt udare nyastaH $ Sukra--binduH acetanaH &
   sa pitrā kena yatnena % garbha-sthaḥ paripālitaḥ // 7.106 //	sa pitrA kena yatnena % garBa-sTaH paripAlitaH // 7.106 //
   karkaśāḥ kaṭhinā bhakṣā $ jīryante yatra bhakṣitāḥ &	karkaSAH kaWinAH BakzAH $ jIryante yatra BakzitAH &
   tasminn evo7dare śukraṃ % kiṃ na jīryati bhakṣyavat // 7.107 //	tasmin eva-u7dare Sukram % kim na jIryati Bakzya-vat // 7.107 //
   yenai7tad yojitaṃ garbhe $ yena cai7va vivardhitam &	yenE7-tat yojitam garBe $ yena ca-e7va vivarDitam &
   tenai7va nirgatṃ bhūyaḥ % karmaṇā svena pālyate // 7.108 //	tena-e7va nirgatm BUyas % karmaNA svena pAlyate // 7.108 //
   na kaścit kasyacit putraḥ $ pitā mātā na kasyacit &	na kaScid kasyacid putraH $ pitA mAtA na kasyacid &
   yat svayaṃ prāktanaṃ karma % pitā māte9ti tat smṛtam // 7.109 //	yat svayam prAktanam karma % pitA mAtA-i9ti tat smRtam // 7.109 //
   yena yatra kṛtaṃ karma $ sa tatrai7va prajāyate &	yena yatra kRtam karma $ sa tatra-e7va prajAyate &
   pitarau cā7sya dāsatvaṃ % kurutas tat-pracoditau // 7.110 //	pitarO ca-a7sya dAsa-tvam % kurutaH tat--pracoditO // 7.110 //
   na kaścit kasyacic chaktaḥ $ kartuṃ duḥkhaṃ sukhāni ca &	na kaScid kasyacid SaktaH $ kartum duHKam suKAni ca &
   karoti prāktanaṃ karma % mohāl lokasya kevalam // 7.111 //	karoti prAktanam karma % mohAt lokasya kevalam // 7.111 //
   karma-dāyā3da-saṃbandhād $ upakāraḥ paras-param &	karma-dAyA3-da--saMbanDAt $ upakAraH para-s--param &
   dṛśyate nā7pakāraś ca % mohenā8tmani manyate // 7.112 //	dRSyate na-a7pakAraH ca % mohena-a8tmani manyate // 7.112 //
   īśvarā1dhiṣṭhitaṃ karma $ phalatī7ha śubhā1śubham &	ISvara-a1DizWitam karma $ PalatI7ha SuBA1SuBam &
   grāma-svāmi-prasādena % sukṛtaṃ karṣaṇaṃ yathā // 7.113 //	grAma-svAmi--prasAdena % sukRtam karzaNam yaTA // 7.113 //
   dvayaṃ devatva-mokṣāya $ mame7ti na mame7ti ca &	dvayam deva-tva--mokzAya $ mama-i7ti na mama-i7ti ca &
   mame7ti badhyate jantur % na mame7ti vimucyate // 7.114 //	mama-i7ti baDyate jantuH % na mama-i7ti vimucyate // 7.114 //
   dvy-akṣaraṃ ca bhaven mṛtyus $ try-akṣaraṃ brahma śāśvatam &	dvi--akzaram ca Bavet mRtyuH $ tri--akzaram brahma SASvatam &
   mame7ti dvy-akṣaraṃ mṛtyus % try-akṣaraṃ na mame7ti ca // 7.115 //	mama-i7ti dvi--akzaram mRtyuH % tri--akzaram na mama-i7ti ca // 7.115 //
   tasmād ātmany ahaṃ-kāram $ utsṛjya pravicārataḥ &	tasmAt Atmani ahaM-kAram $ utsRjya pravicArataH &
   vidhūyā7śeṣa-saṅgāṃś ca % mokṣo1pāyaṃ vicintayet // 7.116 //	viDUyA7Seza--saFgAn ca % mokzaH-1pAyam vicintayet // 7.116 //
   jñānād yoga-parikleśaṃ $ kuprāvaraṇa-bhojanam &	jQAnAt yoga--parikleSam $ ku-prAvaraNa--Bojanam &
   kucaryāṃ kunivāsaṃ ca % mokṣā1rthī na vicintayet // 7.117 //	kucaryAm kunivAsam ca % mokza-A1rTI na vicintayet // 7.117 //
   na duḥkhena vinā saukhyaṃ $ dṛśyate sarva-dehinām &	na duHKena vinA sOKyam $ dRSyate sarva-dehinAm &
   duḥkhaṃ tan-mātrakaṃ jñeyaṃ % sukham ānantyam uttamam // 7.118 //	duHKam tan--mAtrakam jQeyam % suKam Anantyam uttamam // 7.118 //
   sevāyāṃ pāśupālye ca $ vānijye kṛṣi-karmaṇi &	sevAyAm pASupAlye ca $ vAnijye kRzi-karmaNi &
   tulye sati parikleśe % varaṃ kleśo vimuktaye // 7.119 //	tulye sati parikleSe % varam kleSaH vimuktaye // 7.119 //
   svargā1pavargayor ekaṃ $ yaḥ śīghraṃ na prasādhayet &	svarga-a1pavargayoH ekam $ yaH SIGram na prasADayet &
   yāti tenai7va dehena % sa mṛtas tapyate ciram // 7.120 //	yAti tena-e7va dehena % sa mRtaH tapyate ciram // 7.120 //
   yad avaśyaṃ parādhīnais $ tyajanīyaṃ śarīrakam &	yat avaSyam para-aDInEH $ tyajanIyam SarIrakam &
   kasmāt tena vimūḍhā3tmā % na sādhayati śāśvatam // 7.121 //	kasmAt tena vimUXa-A3tmA % na sADayati SASvatam // 7.121 //
   yauvana-sthā gṛha-sthāś ca $ prāsāda-sthāś ca ye nṛpāḥ &	yOvana-sTAH gRha-sTAH ca $ prAsAda--sTAH ca ye nRpAH &
   sarva eva viśīryante % śuṣka-snigdhā1nna-bhojanāḥ // 7.122 //	sarve eva viSIryante % Suzka--snigDA1nna-BojanAH // 7.122 //
   aneka-doṣa-duṣṭasya $ dehasyai1ko mahān guṇah &	aneka--doza-duzwasya $ dehasya-E1kaH mahAn guNah &
   yāṃ yām avasthām āpnoti % tāṃ tām evā7nuvartate // 7.123 //	yAm yAm avasTAm Apnoti % tAm tAm eva-a7nuvartate // 7.123 //
   mandaṃ pariharan karma $ sva-deham anupālayet &	mandam pariharan karma $ sva--deham anupAlayet &
   varṣāsu jīrṇa-kaṭavat % tiṣṭhann apy avasīdati // 7.124 //	varzAsu jIrNa-kawa-vat % tizWan api avasIdati // 7.124 //
   na te 'tra dehinaḥ santi $ ye tiṣṭhanti suniścalāḥ &	na te atra dehinaH santi $ ye tizWanti su-niScalAH &
   sarve kurvanti karmāṇi % vikṛśāḥ pūrva-karmabhiḥ // 7.125 //	sarve kurvanti karmANi % vikRSAH pUrva-karmaBiH // 7.125 //
   tulye saty api kartavye $ varaṃ karma kṛtaṃ param &	tulye sati api kartavye $ varam karma kRtam param &
   yaḥ kṛtvā na punaḥ kuryān % nānā-karma śubhā1śubham // 7.126 //	yaH kRtvA na punar kuryAt % nAnA-a-karma SuBA1SuBam // 7.126 //
   tasmād antar-bahiś-cintām $ anekā3kāra-saṃsthitām &	tasmAt antar--bahis--cintAm $ aneka-a3kAra--saMsTitAm &
   saṃtyajyā8tma-hitā1rthāya % svā1dhyāya-dhyānam abhyaset // 7.127 //	saMtyajya-A8tma-hita-A1rTAya % svA1DyAya--DyAnam aByaset // 7.127 //
   vivikte vijane ramye $ puṣpā3śrama-vibhūṣite &	vivikte vijane ramye $ puzpA3Srama--viBUzite &
   sthānaṃ kṛtvā śiva-sthāne % dhyāyec chāntaṃ paraṃ śivam // 7.128 //	sTAnam kRtvA Siva-sTAne % DyAyet SAntam param Sivam // 7.128 //
   ye 'tiramyāṇy araṇyāni $ sujalāni śivāni tu &	ye ati-ramyANi araNyAni $ su-jalAni SivAni tu &
   vihāyā7bhiratā grāme % prāyas te daiva-mohitāḥ // 7.129 //	vihAya-a7BiratAH grAme % prAyas te dEva--mohitAH // 7.129 //
   vivekinaḥ praśāntasya $ yat sukhaṃ dhyāyataḥ śivam &	vivekinaH praSAntasya $ yat suKam DyAyataH Sivam &
   na tat sukhaṃ mahe2ndrasya % brahmaṇaḥ keśavasya vā // 7.130 //	na tat suKam mahe2ndrasya % brahmaNaH keSavasya vA // 7.130 //
