   BhP_11.01.001/0 śrī-śuka uvāca	BhP_11.01.001/0 SrI-SukaH uvAca
   BhP_11.16.027/3 māsānāṃ mārgaśīrṣo 'haṃ nakṣatrāṇāṃ tathābhijit	Bhu-_11.16.027/3 mAsAnAm mArgaSIrzaH aham nakzatrANAm taTA-aBijit-
   BhP_11.16.028/1 ahaṃ yugānāṃ ca kṛtaṃ dhīrāṇāṃ devalo 'sitaḥ	Bhu-_11.16.028/1 aham yugAnAm ca kRtam DIrANAm devalaH asitaH
   BhP_11.16.028/3 dvaipāyano 'smi vyāsānāṃ kavīnāṃ kāvya ātmavān	Bhu-_11.16.028/3 dvEpAyanaH asmi vyAsAnAm kavInAm kAvyaH AtmavAn
   BhP_11.16.029/1 vāsudevo bhagavatāṃ tvaṃ tu bhāgavateṣv aham	Bhu-_11.16.029/1 vAsudevaH BagavatAm tvam tu BAgavatezu aham
   BhP_11.16.029/3 kimpuruṣānāṃ hanumān vidyādhrāṇāṃ sudarśanaḥ	Bhu-_11.16.029/3 kimpuruzAnAm hanumAn vidyADrANAm sudarSanaH
   BhP_11.16.030/1 ratnānāṃ padma-rāgo 'smi padma-kośaḥ su-peśasām	Bhu-_11.16.030/1 ratnAnAm padma-rAgaH asmi padma-koSaH su-peSasAm
   BhP_11.16.030/3 kuśo 'smi darbha-jātīnāṃ gavyam ājyaṃ haviḥṣv aham	Bhu-_11.16.030/3 kuSaH asmi darBa--jAtInAm gavyam Ajyam haviHzu aham
   BhP_11.16.031/1 vyavasāyinām ahaṃ lakṣmīḥ kitavānāṃ chala-grahaḥ	Bhu-_11.16.031/1 vyavasAyinAm aham lakzmIH kitavAnAm Cala-grahaH
   BhP_11.16.031/3 titikṣāsmi titikṣūṇāṃ sattvaṃ sattvavatām aham	Bhu-_11.16.031/3 titikzA-asmi titikzUNAm sattvam sattvavatAm aham
   BhP_11.16.032/1 ojaḥ saho balavatāṃ karmāhaṃ viddhi sātvatām	BhP_11.16.032/1 ojaH sahaH balavatAm karma-aham vidDi sAtvatAm
   BhP_11.16.032/3 sātvatāṃ nava-mūrtīnām ādi-mūrtir ahaṃ parā	Bhu-_11.16.032/3 sAtvatAm nava--mUrtInAm Adi-mUrtiH aham parA
   BhP_11.16.033/1 viśvāvasuḥ pūrvacittir gandharvāpsarasām aham	Bhu-_11.16.033/1 viSvAvasuH pUrvacittiH ganDarva-apsarasAm aham
   BhP_11.16.033/3 bhūdharāṇām ahaṃ sthairyaṃ gandha-mātram ahaṃ bhuvaḥ	Bhu-_11.16.033/3 BUDarANAm aham sTEryam ganDa--mAtram aham BuvaH
   BhP_11.16.034/1 apāṃ rasaś ca paramas tejiṣṭhānāṃ vibhāvasuḥ	Bhu-_11.16.034/1 apAm rasaH ca paramaH tejizWAnAm viBAvasuH
   BhP_11.16.034/3 prabhā sūryendu-tārāṇāṃ śabdo 'haṃ nabhasaḥ paraḥ	Bha-a_11.16.034/3 praBA sUrya-indu-tArANAm SabdaH aham naBasaH paraH
   BhP_11.16.035/1 brahmaṇyānāṃ balir ahaṃ vīrāṇām aham arjunaḥ	Bhu-_11.16.035/1 brahmaNyAnAm baliH aham vIrANAm aham arjunaH
   BhP_11.16.035/3 bhūtānāṃ sthitir utpattir ahaṃ vai pratisaṅkramaḥ	Bhu-_11.16.035/3 BUtAnAm sTitiH utpattiH aham vE pratisaFkramaH
   BhP_11.16.036/1 gaty-ukty-utsargopādānam ānanda-sparśa-lakṣanam	Bhu-_11.16.036/1 gati--ukti--utsarga-upAdAnam Ananda--sparSa-lakzanam
   BhP_11.16.036/3 āsvāda-śruty-avaghrāṇam ahaṃ sarvendriyendriyam	Bhu-_11.16.036/3 AsvAda--Sruti--ava-GrANam aham sarva-indriya-indriyam
   BhP_11.16.037/1 pṛthivī vāyur ākāśa āpo jyotir ahaṃ mahān	BhP_11.16.037/1 pRTivI vAyuH AkASaH ApaH jyotiH aham mahAn
   BhP_11.16.037/3 vikāraḥ puruṣo 'vyaktaṃ rajaḥ sattvaṃ tamaḥ param	BhP_11.16.037/3 vikAraH puruzaH avyaktam rajaH sattvam tamaH param
   BhP_11.16.037/5 aham etat prasaṅkhyānaṃ jñānaṃ tattva-viniścayaḥ	Bhu-_11.16.037/5 aham etat prasaFKyAnam jQAnam tattva--viniScayaH
   BhP_11.16.038/1 mayeśvareṇa jīvena guṇena guṇinā vinā	Bhu-_11.16.038/1 mayA-ISvareNa jIvena guNena guNinA vinA
   BhP_11.16.038/3 sarvātmanāpi sarveṇa na bhāvo vidyate kvacit	Bhu-_11.16.038/3 sarva-AtmanA-api sarveNa na BAvaH vidyate kvacid-
   BhP_11.16.039/1 saṅkhyānaṃ paramāṇūnāṃ kālena kriyate mayā	Bhu-_11.16.039/1 saFKyAnam paramANUnAm kAlena kriyate mayA
   BhP_11.16.039/3 na tathā me vibhūtīnāṃ sṛjato 'ṇḍāni koṭiśaḥ	Bhu-_11.16.039/3 na taTA me viBUtInAm sRjataH aNxAni kowiSas-
   BhP_11.16.040/1 tejaḥ śrīḥ kīrtir aiśvaryaṃ hrīs tyāgaḥ saubhagaṃ bhagaḥ	BhP_11.16.040/1 tejaH SrIH kIrtiH ESvaryam hrIH tyAgaH sOBagam BagaH
   BhP_11.16.040/3 vīryaṃ titikṣā vijñānaṃ yatra yatra sa me 'ṃśakaḥ	Bhu-_11.16.040/3 vIryam titikzA vijQAnam yatra yatra sa me aMSakaH
   BhP_11.16.041/1 etās te kīrtitāḥ sarvāḥ saṅkṣepeṇa vibhūtayaḥ	Bhu-_11.16.041/1 etAH te kIrtitAH sarvAH saFkzepeNa viBUtayaH
   BhP_11.16.041/3 mano-vikārā evaite yathā vācābhidhīyate	Bhu-_11.16.041/3 mano--vikArAH eva-ete yaTA vAcA-aBiDIyate
   BhP_11.16.042/1 vācaṃ yaccha mano yaccha prāṇān yacchedriyāṇi ca	Bhu-_11.16.042/1 vAcam yacCa manaH yacCa prANAn yat-SedriyANi ca
   BhP_11.16.042/3 ātmānam ātmanā yaccha na bhūyaḥ kalpase 'dhvane	Bhu-_11.16.042/3 AtmAnam AtmanA yacCa na BUyas kalpase aDvane
   BhP_11.16.043/1 yo vai vāṅ-manasī saṃyag asaṃyacchan dhiyā yatiḥ	Bhu-_11.16.043/1 yaH vE vAF-manasI saMyak asaMyacCan DiyA yatiH
   BhP_11.16.043/3 tasya vrataṃ tapo dānaṃ sravaty āma-ghaṭāmbu-vat	Bhu-_11.16.043/3 tasya vratam tapaH dAnam sravati Ama-Gawa-ambu--vat
   BhP_11.16.044/1 tasmād vaco manaḥ prāṇān niyacchen mat-parāyaṇaḥ	Bhu-_11.16.044/1 tasmAt vacaH manaH prANAn niyacCet mat--parAyaNaH
   BhP_11.16.044/3 mad-bhakti-yuktayā buddhyā tataḥ parisamāpyate	Bhu-_11.16.044/3 mad--Bakti-yuktayA budDyA tatas parisamApyate
   BhP_11.17.001/0 śrī-uddhava uvāca	Bhu-_11.17.001/0 SrI---udDavaH uvAca
   BhP_11.17.001/1 yas tvayābhihitaḥ pūrvaṃ dharmas tvad-bhakti-lakṣaṇaḥ	Bhu-_11.17.001/1 yaH tvayA-aBihitaH pUrvam DarmaH tvad--Bakti--lakzaNaH
   BhP_11.17.001/3 varṇāśamācāravatāṃ sarveṣāṃ dvi-padām api	Bhu-_11.17.001/3 varNa-ASam-AcAravatAm sarvezAm dvi-padAm api
   BhP_11.17.002/1 yathānuṣṭhīyamānena tvayi bhaktir nṛṇāṃ bhavet	Bhu-_11.17.002/1 yaTA-anuzWIyamAnena tvayi BaktiH nRNAm Bavet-
   BhP_11.17.002/3 sva-dharmeṇāravindākṣa tan mamākhyātum arhasi	Bhu-_11.17.002/3 sva-DarmeNa-aravinda-akza tat mama-AKyAtum arhasi
   BhP_11.17.003/1 purā kila mahā-bāho dharmaṃ paramakaṃ prabho	Bhu-_11.17.003/1 purA kila mahA--bAho Darmam paramakam praBo
   BhP_11.17.003/3 yat tena haṃsa-rūpeṇa brahmaṇe 'bhyāttha mādhava	Bhu-_11.17.003/3 yat tena haMsa--rUpeNa brahmaNe aByAtTa mADava
   BhP_11.17.004/1 sa idānīṃ su-mahatā kālenāmitra-karśana	Bhu-_11.17.004/1 saH idAnIm su--mahatA kAlena-amitra-karSana
   BhP_11.17.004/3 na prāyo bhavitā martya- loke prāg anuśāsitaḥ	Bhu-_11.17.004/3 na prAyas BavitA martya loke prAk anuSAsitaH
   BhP_11.17.005/1 vaktā kartāvitā nānyo dharmasyācyuta te bhuvi	Bhu-_11.17.005/1 vaktA kartA-avitA na-anyaH Darmasya-acyuta te Buvi
   BhP_11.17.005/3 sabhāyām api vairiñcyāṃ yatra mūrti-dharāḥ kalāḥ	BhP_11.17.005/3 saBAyAm api vEriQcyAm yatra mUrti-DarAH kalAH
   BhP_11.17.006/1 kartrāvitrā pravaktrā ca bhavatā madhusūdana	BhP_11.17.006/1 kartrA-avitrA pravaktrA ca BavatA maDusUdana
   BhP_11.17.006/3 tyakte mahī-tale deva vinaṣṭaṃ kaḥ pravakṣyati	Bhu-_11.17.006/3 tyakte mahI--tale deva vinazwam kaH pravakzyati
   BhP_11.17.007/1 tat tvaṃ naḥ sarva-dharma-jña dharmas tvad-bhakti-lakṣaṇaḥ	Bhu-_11.17.007/1 tat tvam naH sarva--Darma-jQa DarmaH tvad--Bakti--lakzaNaH
   BhP_11.17.007/3 yathā yasya vidhīyeta tathā varṇaya me prabho	Bhu-_11.17.007/3 yaTA yasya viDIyeta taTA varNaya me praBo
   BhP_11.17.008/0 śrī-śuka uvāca	BhP_11.17.008/0 SrI-SukaH uvAca
   BhP_11.17.008/1 itthaṃ sva-bhṛtya-mukhyena pṛṣṭaḥ sa bhagavān hariḥ	Bhu-_11.17.008/1 itTam sva-BRtya--muKyena pRzwaH sa BagavAn hariH
   BhP_11.17.008/3 prītaḥ kṣemāya martyānāṃ dharmān āha sanātanān	Bhu-_11.17.008/3 prItaH kzemAya martyAnAm DarmAn Aha sanAtanAn
   BhP_11.17.009/0 śrī-bhagavān uvāca	Bhu-_11.17.009/0 SrI--BagavAn uvAca
   BhP_11.17.009/1 dharmya eṣa tava praśno naiḥśreyasa-karo nṛṇām	Bhu-_11.17.009/1 DarmyaH eza tava praSnaH nEHSreyasa-karaH nRNAm
   BhP_11.17.009/3 varṇāśramācāravatāṃ tam uddhava nibodha me	Bhu-_11.17.009/3 varNa-ASrama-AcAravatAm tam udDava niboDa me
   BhP_11.17.010/1 ādau kṛta-yuge varṇo nṛṇāṃ haṃsa iti smṛtaḥ	Bhu-_11.17.010/1 AdO kRta--yuge varNaH nRNAm haMsaH iti smRtaH
   BhP_11.17.010/3 kṛta-kṛtyāḥ prajā jātyā tasmāt kṛta-yugaṃ viduḥ	Bhu-_11.17.010/3 kRta-kRtyAH prajAH jAtyA tasmAt kRta--yugam viduH
   BhP_11.17.011/1 vedaḥ praṇava evāgre dharmo 'haṃ vṛṣa-rūpa-dhṛk	Bhu-_11.17.011/1 vedaH praNavaH eva-agre DarmaH aham vRza--ru-upa-DRk-
   BhP_11.17.011/3 upāsate tapo-niṣṭhā haṃsaṃ māṃ mukta-kilbiṣāḥ	Bhu-_11.17.011/3 upAsate tapaH--nizWAH haMsam mAm mukta--kilbizAH
   BhP_11.17.012/1 tretā-mukhe mahā-bhāga prāṇān me hṛdayāt trayī	Bhu-_11.17.012/1 tretA--muKe mahA-BAga prANAn me hRdayAt trayI
   BhP_11.17.012/3 vidyā prādurabhūt tasyā aham āsaṃ tri-vṛn makhaḥ	Bhu-_11.17.012/3 vidyA prAduraBUt tasyAH aham Asam tri-vRt maKaH
   BhP_11.17.013/1 vipra-kṣatriya-viṭ-śūdrā mukha-bāhūru-pāda-jāḥ	Bhu-_11.17.013/1 vipra-kzatriya--viw--SUdrAH muKa--bAhu-Uru--pAda--jAH
   BhP_11.17.013/3 vairājāt puruṣāj jātā ya ātmācāra-lakṣaṇāḥ	Bhu-_11.17.013/3 vErAjAt puruzAt jAtAH yaH Atma-AcAra--lakzaNAH
   BhP_11.17.014/1 gṛhāśramo jaghanato brahmacaryaṃ hṛdo mama	Bhu-_11.17.014/1 gRhASramaH jaGanataH brahmacaryam hRdaH mama
   BhP_11.17.014/3 vakṣaḥ-sthalād vane-vāsaḥ sannyāsaḥ śirasi sthitaḥ	Bhu-_11.17.014/3 vakzaH--sTalAt vane-vAsaH sannyAsaH Sirasi sTitaH
   BhP_11.17.015/1 varṇānām āśramāṇāṃ ca janma-bhūmy-anusāriṇīḥ	Bhu-_11.17.015/1 varNAnAm ASramANAm ca janma--BUmi--anusAriNIH
   BhP_11.17.015/3 āsan prakṛtayo nṝnāṃ nīcair nīcottamottamāḥ	Bhu-_11.17.015/3 Asan prakRtayaH nLnAm nIcEs nIca-uttama-uttamAH
   BhP_11.17.016/1 śamo damas tapaḥ śaucaṃ santoṣaḥ kṣāntir ārjavam	BhP_11.17.016/1 SamaH damaH tapaH SOcam santozaH kzAntiH Arjavam
   BhP_11.17.016/3 mad-bhaktiś ca dayā satyaṃ brahma-prakṛtayas tv imāḥ	Bhu-_11.17.016/3 mad-BaktiH ca dayA satyam brahma--prakRtayaH tu imAH
   BhP_11.17.017/1 tejo balaṃ dhṛtiḥ śauryaṃ titikṣaudāryam udyamaḥ	Bhu-_11.17.017/1 tejaH balam DRtiH SOryam titikzA-OdAryam udyamaH
   BhP_11.17.017/3 sthairyaṃ brahmanyam aiśvaryaṃ kṣatra-prakṛtayas tv imāḥ	Bhu-_11.17.017/3 sTEryam brahmanyam ESvaryam kzatra--prakRtayaH tu imAH
   BhP_11.17.018/1 āstikyaṃ dāna-niṣṭhā ca adambho brahma-sevanam	BhP_11.17.018/1 Astikyam dAna---nizWA ca adamBaH brahma-sevanam
   BhP_11.17.018/3 atuṣṭir arthopacayair vaiśya-prakṛtayas tv imāḥ	Bhu-_11.17.018/3 atuzwiH arTa-upacayEH vESya--prakRtayaH tu imAH
   BhP_11.17.019/1 śuśrūṣaṇaṃ dvija-gavāṃ devānāṃ cāpy amāyayā	Bhu-_11.17.019/1 SuSrUzaNam dvija--gavAm devAnAm ca-api amAyayA
   BhP_11.17.019/3 tatra labdhena santoṣaḥ śūdra-prakṛtayas tv imāḥ	Bhu-_11.17.019/3 tatra labDena santozaH SUdra--prakRtayaH tu imAH
   BhP_11.17.020/1 aśaucam anṛtaṃ steyaṃ nāstikyaṃ śuṣka-vigrahaḥ	Bhu-_11.17.020/1 aSOcam anRtam steyam nAstikyam Suzka-vigrahaH
   BhP_11.17.020/3 kāmaḥ krodhaś ca tarṣaś ca sa bhāvo 'ntyāvasāyinām	BhP_11.17.020/3 kAmaH kroDaH ca tarzaH ca sa BAvaH antyAvasAyinAm
   BhP_11.17.021/1 ahiṃsā satyam asteyam akāma-krodha-lobhatā	Bhu-_11.17.021/1 ahiMsA satyam asteyam akAma--kroDa--loBa-tA
   BhP_11.17.021/3 bhūta-priya-hitehā ca dharmo 'yaṃ sārva-varṇikaḥ	BhP_11.17.021/3 BUta--priya-hita-IhA ca DarmaH ayam sArva-varNikaH
   BhP_11.17.022/1 dvitīyaṃ prāpyānupūrvyāj janmopanayanaṃ dvijaḥ	Bhu-_11.17.022/1 dvitIyam prApya-AnupUrvyAt janma-upanayanam dvijaH
   BhP_11.17.022/3 vasan guru-kule dānto brahmādhīyīta cāhūtaḥ	Bhu-_11.17.022/3 vasan guru-kule dAntaH brahma-aDIyIta ca-AhUtaH
   BhP_11.17.023/1 mekhalājina-daṇḍākṣa- brahma-sūtra-kamaṇḍalūn	Bhu-_11.17.023/1 meKalA-ajina--daNxa-akza brahma-sUtra--kamaNxalUn
   BhP_11.17.023/3 jaṭilo 'dhauta-dad-vāso 'rakta-pīṭhaḥ kuśān dadhat	Bhu-_11.17.023/3 jawilaH aDOta--dad--vAsaH arakta-pIWaH kuSAn daDat-
   BhP_11.17.024/1 snāna-bhojana-homeṣu japoccāre ca vāg-yataḥ	Bhu-_11.17.024/1 snAna--Bojana--homezu japa-uccAre ca vAc--yataH
   BhP_11.17.024/3 na cchindyān nakha-romāṇi kakṣopastha-gatāny api	Bhu-_11.17.024/3 na cCindyAt naKa--romANi kakza-upasTa--gatAni api
   BhP_11.17.025/1 reto nāvakirej jātu brahma-vrata-dharaḥ svayam	Bhu-_11.17.025/1 retaH na-avakiret jAtu brahma-vrata-DaraH svayam
   BhP_11.17.025/3 avakīrṇe 'vagāhyāpsu yatāsus tri-padāṃ japet	Bhu-_11.17.025/3 avakIrNe avagAhya-apsu yatAsuH tri-padAm japet-
   BhP_11.17.026/1 agny-arkācārya-go-vipra- guru-vṛddha-surāñ śuciḥ	Bhu-_11.17.026/1 agni--arka-AcArya--go-vipra guru--vRdDa--surAn SuciH
   BhP_11.17.026/3 samāhita upāsīta sandhye dve yata-vāg japan	Bhu-_11.17.026/3 samAhitaH upAsIta sanDye dve yata-vAc japan
   BhP_11.17.027/1 ācāryaṃ māṃ vijānīyān nāvanmanyeta karhicit	Bhu-_11.17.027/1 AcAryam mAm vijAnIyAt na-avat-manyeta karhicit-
   BhP_11.17.027/3 na martya-buddhyāsūyeta sarva-deva-mayo guruḥ	Bhu-_11.17.027/3 na martya-budDyA-asUyeta sarva--deva-mayaH guruH
   BhP_11.17.028/1 sāyaṃ prātar upānīya bhaikṣyaṃ tasmai nivedayet	Bhu-_11.17.028/1 sAyam prAtar upAnIya BEkzyam tasmE nivedayet-
   BhP_11.17.028/3 yac cānyad apy anujñātam upayuñjīta saṃyataḥ	Bhu-_11.17.028/3 yat ca-anyat api anujQAtam upayuQjIta saMyataH
   BhP_11.17.029/1 śuśrūṣamāṇa ācāryaṃ sadopāsīta nīca-vat	Bhu-_11.17.029/1 SuSrUzamANaH AcAryam sadA-upAsIta nIca-vat-
   BhP_11.17.029/3 yāna-śayyāsana-sthānair nāti-dūre kṛtāñjaliḥ	Bhu-_11.17.029/3 yAna--SayyA-Asana--sTAnEH na-ati-dUre kRtAQjaliH
   BhP_11.17.030/1 evaṃ-vṛtto guru-kule vased bhoga-vivarjitaḥ	Bhu-_11.17.030/1 evaM-vRttaH guru-kule vaset Boga--vivarjitaH
   BhP_11.17.030/3 vidyā samāpyate yāvad bibhrad vratam akhaṇḍitam	Bhu-_11.17.030/3 vidyA samApyate yAvat biBrat vratam aKaNxitam
   BhP_11.17.031/1 yady asau chandasāṃ lokam ārokṣyan brahma-viṣṭapam	Bhu-_11.17.031/1 yadi asO CandasAm lokam Arokzyan brahma--vizwapam
   BhP_11.17.031/3 gurave vinyased dehaṃ svādhyāyārthaṃ bṛhad-vrataḥ	Bhu-_11.17.031/3 gurave vinyaset deham svADyAya-arTam bRhad-vrataH
   BhP_11.17.032/1 agnau gurāv ātmani ca sarva-bhūteṣu māṃ param	Bhu-_11.17.032/1 agnO gurO Atmani ca sarva-BUtezu mAm param
   BhP_11.17.032/3 apṛthag-dhīr upasīta brahma-varcasvy akalmaṣaḥ	Bhu-_11.17.032/3 apRTak--DIH upasIta brahma--varcasvI akalmazaH
   BhP_11.17.033/1 strīṇāṃ nirīkṣaṇa-sparśa- saṃlāpa-kṣvelanādikam	Bhu-_11.17.033/1 strINAm nirIkzaNa--sparSa saMlApa-kzvelana-Adikam
   BhP_11.17.033/3 prāṇino mithunī-bhūtān agṛhastho 'gratas tyajet	BhP_11.17.033/3 prANinaH miTunI--BUtAn agRha-sTaH agratas tyajet-
   BhP_11.17.034/1 śaucam ācamanaṃ snānaṃ sandhyopāstir mamārcanam	Bhu-_11.17.034/1 SOcam Acamanam snAnam sanDyA-upAstiH mama-arcanam
   BhP_11.17.034/3 tīrtha-sevā japo 'spṛśyā- bhakṣyāsambhāṣya-varjanam	Bhu-_11.17.034/3 tIrTa-sevA japaH aspRSyA Bakzya-asamBAzya--varjanam
   BhP_11.17.035/1 sarvāśrama-prayukto 'yaṃ niyamaḥ kula-nandana	Bhu-_11.17.035/1 sarva-ASrama--prayuktaH ayam niyamaH kula-nandana
   BhP_11.17.035/3 mad-bhāvaḥ sarva-bhūteṣu mano-vāk-kāya-saṃyamaḥ	Bhu-_11.17.035/3 mad-BAvaH sarva-BUtezu mano-vAk-kAya--saMyamaH
   BhP_11.17.036/1 evaṃ bṛhad-vrata-dharo brāhmaṇo 'gnir iva jvalan	Bhu-_11.17.036/1 evam bRhad-vrata-DaraH brAhmaNaH agniH iva jvalan
   BhP_11.17.036/3 mad-bhaktas tīvra-tapasā dagdha-karmāśayo 'malaḥ	Bha-a_11.17.036/3 mad-BaktaH tIvra-tapasA dagDa--karma-ASayaH amalaH
   BhP_11.17.037/1 athānantaram āvekṣyan yathā-jijñāsitāgamaḥ	Bhu-_11.17.037/1 aTa-anantaram Avekzyan yaTA-jijQAsita-AgamaH
   BhP_11.17.037/3 gurave dakṣiṇāṃ dattvā snāyād gurv-anumoditaḥ	Bhu-_11.17.037/3 gurave dakziNAm dattvA snAyAt guru--anumoditaH
   BhP_11.17.038/1 gṛhaṃ vanaṃ vopaviśet pravrajed vā dvijottamaḥ	Bhu-_11.17.038/1 gRham vanam vA-upaviSet pravrajet vA dvijottamaH
   BhP_11.17.038/3 āśramād āśramaṃ gacchen nānyathāmat-paraś caret	Bhu-_11.17.038/3 ASramAt ASramam gacCet na-anyaTAmat-paraH caret-
   BhP_11.17.039/1 gṛhārthī sadṛśīṃ bhāryām udvahed ajugupsitām	Bhu-_11.17.039/1 gRha-arTI sadRSIm BAryAm udvahet ajugupsitAm
   BhP_11.17.039/3 yavīyasīṃ tu vayasā yaṃ sa-varṇām anu kramāt	Bhu-_11.17.039/3 yavIyasIm tu vayasA yam sa-varNAm anu kramAt-
   BhP_11.17.040/1 ijyādhyayana-dānāni sarveṣāṃ ca dvi-janmanām	Bhu-_11.17.040/1 ijyA-aDyayana-dAnAni sarvezAm ca dvi-janmanAm
   BhP_11.17.040/3 pratigraho 'dhyāpanaṃ ca brāhmaṇasyaiva yājanam	BhP_11.17.040/3 pratigrahaH aDyApanam ca brAhmaNasya-eva yAjanam
   BhP_11.17.041/1 pratigrahaṃ manyamānas tapas-tejo-yaśo-nudam	Bhu-_11.17.041/1 pratigraham manyamAnaH tapas--tejaH---yaSo-nudam
   BhP_11.17.041/3 anyābhyām eva jīveta śilair vā doṣa-dṛk tayoḥ	Bhu-_11.17.041/3 anyAByAm eva jIveta SilEH vA doza--dRS tayoH
   BhP_11.17.042/1 brāhmaṇasya hi deho 'yaṃ kṣudra-kāmāya neṣyate	Bhu-_11.17.042/1 brAhmaNasya hi dehaH ayam kzudra--kAmAya na-izyate
   BhP_11.17.042/3 kṛcchrāya tapase ceha pretyānanta-sukhāya ca	Bhu-_11.17.042/3 kRcCrAya tapase ca-iha pretya-ananta--suKAya ca
   BhP_11.17.043/1 śiloñcha-vṛttyā parituṣṭa-citto dharmaṃ mahāntaṃ virajaṃ	Bha-a_11.17.043/1 SilA-uQCa-vRttyA parituzwa--cittaH Darmam mahAntam virajam
   juṣāṇaḥ	juzANaH
   BhP_11.17.043/3 mayy arpitātmā gṛha eva tiṣṭhan nāti-prasaktaḥ samupaiti	Bhu-_11.17.043/3 mayi arpita-AtmA gRhe eva tizWan na-ati--prasaktaH samupEti
   śāntim	SAntim
   BhP_11.17.044/1 samuddharanti ye vipraṃ sīdantaṃ mat-parāyaṇam	Bhu-_11.17.044/1 samudDaranti ye vipram sIdantam mat--parAyaNam
   BhP_11.17.044/3 tān uddhariṣye na cirād āpadbhyo naur ivārṇavāt	Bhu-_11.17.044/3 tAn udDarizye na cirAt ApadByaH nOH iva-arNavAt-
   BhP_11.17.045/1 sarvāḥ samuddhared rājā piteva vyasanāt prajāḥ	Bhu-_11.17.045/1 sarvAH samudDaret rAjA pitA-iva vyasanAt prajAH
   BhP_11.17.045/3 ātmānam ātmanā dhīro yathā gaja-patir gajān	Bhu-_11.17.045/3 AtmAnam AtmanA DIraH yaTA gaja-patiH gajAn
   BhP_11.17.046/1 evaṃ-vidho nara-patir vimānenārka-varcasā	Bhu-_11.17.046/1 evaM-viDaH nara-patiH vimAnena-arka--varcasA
   BhP_11.17.046/3 vidhūyehāśubhaṃ kṛtsnam indreṇa saha modate	Bhu-_11.17.046/3 viDUya-iha-aSuBam kRtsnam indreNa saha modate
   BhP_11.17.047/1 sīdan vipro vaṇig-vṛttyā paṇyair evāpadaṃ taret	Bhu-_11.17.047/1 sIdan vipraH vaNij--vRttyA paNyEH eva-Apadam taret-
   BhP_11.17.047/3 khaḍgena vāpadākrānto na śva-vṛttyā kathañcana	Bhu-_11.17.047/3 Kaxgena vA-Apad-a-AkrAntaH na Sva-vRttyA kaTaQcana
   BhP_11.17.048/1 vaiśya-vṛttyā tu rājanyo jīven mṛgayayāpadi	Bhu-_11.17.048/1 vESya-vRttyA tu rAjanyaH jIvet mRgayayA-Apadi
   BhP_11.17.048/3 cared vā vipra-rūpeṇa na śva-vṛttyā kathañcana	Bhu-_11.17.048/3 caret vA vipra-rUpeNa na Sva-vRttyA kaTaQcana
   BhP_11.17.049/1 śūdra-vṛttiṃ bhajed vaiśyaḥ śūdraḥ kāru-kaṭa-kriyām	Bhu-_11.17.049/1 SUdra--vRttim Bajet vESyaH SUdraH kAru--kawa-kriyAm
   BhP_11.17.049/3 kṛcchrān mukto na garhyeṇa vṛttiṃ lipseta karmaṇā	Bhu-_11.17.049/3 kRcCrAt muktaH na garhyeNa vRttim lipseta karmaNA
   BhP_11.17.050/1 vedādhyāya-svadhā-svāhā- baly-annādyair yathodayam	Bhu-_11.17.050/1 veda-aDyAya--svaDA-svAhA baly-annAdyEH yaTA-udayam
   BhP_11.17.050/3 devarṣi-pitṛ-bhūtāni mad-rūpāṇy anv-ahaṃ yajet	Bhu-_11.17.050/3 deva-Rzi--pitR-BUtAni mad--rUpANi anv-aham yajet-
   BhP_11.17.051/1 yadṛcchayopapannena śuklenopārjitena vā	Bhu-_11.17.051/1 yadRcCayA-upapannena Suklena-upArjitena vA
   BhP_11.17.051/3 dhanenāpīḍayan bhṛtyān nyāyenaivāharet kratūn	Bhu-_11.17.051/3 Danena-ApIxayan BRtyAn nyAyena-eva-Aharet kratUn
   BhP_11.17.052/1 kuṭumbeṣu na sajjeta na pramādyet kuṭumby api	Bhu-_11.17.052/1 kuwumbezu na sajjeta na pramAdyet kuwumbI api
   BhP_11.17.052/3 vipaścin naśvaraṃ paśyed adṛṣṭam api dṛṣṭa-vat	Bhu-_11.17.052/3 vipaScit naSvaram paSyet adRzwam api dRzwa-vat-
   BhP_11.17.053/1 putra-dārāpta-bandhūnāṃ saṅgamaḥ pāntha-saṅgamaḥ	Bhu-_11.17.053/1 putra--dAra-Apta--banDUnAm saFgamaH pAnTa--saFgamaH
   BhP_11.17.053/3 anu-dehaṃ viyanty ete svapno nidrānugo yathā	Bhu-_11.17.053/3 anu-deham viyanti ete svapnaH nidrA-anugaH yaTA
   BhP_11.17.054/1 itthaṃ parimṛśan mukto gṛheṣv atithi-vad vasan	Bhu-_11.17.054/1 itTam parimRSan muktaH gRhezu atiTi-vat vasan
   BhP_11.17.054/3 na gṛhair anubadhyeta nirmamo nirahaṅkṛtaḥ	Bhu-_11.17.054/3 na gRhEH anubaDyeta nirmamaH nirahaFkRtaH
   BhP_11.17.055/1 karmabhir gṛha-medhīyair iṣṭvā mām eva bhaktimān	Bhu-_11.17.055/1 karmaBiH gRha-meDIyEH izwvA mAm eva BaktimAn
   BhP_11.17.055/3 tiṣṭhed vanaṃ vopaviśet prajāvān vā parivrajet	Bhu-_11.17.055/3 tizWet vanam vA-upaviSet prajAvAn vA parivrajet-
   BhP_11.17.056/1 yas tv āsakta-matir gehe putra-vittaiṣaṇāturaḥ	Bhu-_11.17.056/1 yaH tu Asakta-matiH gehe putra--vitta-ezaNa-AturaH
