   mātṛkā 1	mAtRkA 1
   pumān syāṃl lakṣaṇair etair viparītais tu paṇḍakaḥ // Nar_12.10 //	pumAn syAn lakzaNEH etEH viparItEH tu paNxakaH // Nar_12.10 //
   caturdaśavidhaḥ śāstre sa tu dṛṣṭo manīṣibhiḥ /	caturdaSaviDaH SAstre sa tu dRzwaH manIziBiH /
   cikitsyaś cācikitsyaś ca teṣām ukto vidhiḥ kramāt // Nar_12.11 //	cikitsyaH ca-acikitsyaH ca tezAm uktaH viDiH kramAt // Nar_12.11 //
   nisargapaṇḍo vadhriś ca pakṣapaṇḍas tathaiva ca /	nisarga-paNxaH vaDriH ca pakzapaNxaH taTA-eva ca /
   abhiśāpād guro rogād devakrodhāt tathaiva ca // Nar_12.12 //	aBiSApAt guroH rogAt deva-kroDAt taTA-eva ca // Nar_12.12 //
   īrṣyāpaṇḍaś ca sevyaś ca vātaretā mukhebhagaḥ /	IrzyApaNxaH ca sevyaH ca vAta-retAH muKeBagaH /
   ākṣipto moghabījaś ca śālīno 'nyapatis tathā // Nar_12.13 //	AkziptaH moGabIjaH ca SAlInaH anya-patiH taTA // Nar_12.13 //
   tatrādyāv apratīkarau pakṣākhyo māsam ācaret /	tatra-AdyO apratIkarO pakza-AKyaH mAsam Acaret /
   anukramāt trayasyāsya kālaḥ saṃvatsaraḥ smṛtaḥ // Nar_12.14 //	anukramAt trayasya-asya kAlaH saMvatsaraH smRtaH // Nar_12.14 //
   īrṣyāpaṇḍādayo ye 'nye catvāraḥ samudāhṛtāḥ /	IrzyA-paNxa-AdayaH ye anye catvAraH samudAhRtAH /
   saṃtyaktavyāḥ patitavat kṣatayonyā api striyāḥ // Nar_12.15 //	saMtyaktavyAH patita-vat kzata-yonyAH api striyAH // Nar_12.15 //
   ākṣiptamoghabījābhyām patyāv apratikarmaṇi /	Akzipta-moGa-bIjAByAm patyO apratikarmaNi /
   patir anyaḥ smṛto nāryā vatsaraṃ saṃpratīkṣya tu // Nar_12.16 //	patiH anyaH smRtaH nAryAH vatsaram saMpratIkzya tu // Nar_12.16 //
   śālīnasyāpi dhṛṣṭastrī- saṃyogād bhajyate dhvajaḥ /	SAlInasya-api DRzwa-strI saMyogAt Bajyate DvajaH /
   taṃ hīnavegam anyastrī- bālādyābhir upakramet // Nar_12.17 //	tam hIna-vegam anya-strI bAla-AdyABiH upakramet // Nar_12.17 //
   anyasyām yo manuṣyaḥ syād amanuṣyaḥ svayoṣiti /	anyasyAm yaH manuzyaH syAt amanuzyaH sva-yoziti /
   labheta sānyaṃ bhartāram etat kāryaṃ prajāpateḥ // Nar_12.18 //	laBeta sa-anyam BartAram etat kAryam prajApateH // Nar_12.18 //
   apatyārthaṃ striyaḥ sṛṣṭāḥ strī kṣetraṃ bījinaḥ prajāḥ /	apatya-arTam striyaH sRzwAH strI kzetram bIjinaH prajAH /
   kṣetraṃ bījavate deyaṃ nābījī kṣetram arhati // Nar_12.19 //	kzetram bIjavate deyam na-abIjI kzetram arhati // Nar_12.19 //
   pitā dadyāt svayaṃ kanyām bhrātā vānumate pituḥ /	pitA dadyAt svayam kanyAm BrAtA vA-anumate pituH /
   mātāmaho mātulaś ca sakulyā bāndhavās tathā // Nar_12.20 //	mAtAmahaH mAtulaH ca sakulyAH bAnDavAH taTA // Nar_12.20 //
   mātābhāve tu sarveṣāṃ prakṛtau yadi vartate /	mAtA-aBAve tu sarvezAm prakRtO yadi vartate /
   tasyām aprakṛtisthāyāṃ dadyuḥ kanyāṃ svajātayaḥ // Nar_12.21 //	tasyAm aprakRti-sTAyAm dadyuH kanyAm sva-jAtayaH // Nar_12.21 //
   yadā tu naiva kaścit syāt kanyā rājānam āvrajet /	yadA tu na-eva kaScid syAt kanyAH rAjAnam Avrajet /
   anujñayā tasya varaṃ pratītya varayet svayam // Nar_12.22 //	anujQayA tasya varam pratItya varayet svayam // Nar_12.22 //
   savarṇam anurūpaṃ ca kularūpavayaḥśrutaiḥ /	savarNam anurUpam ca kula-rUpa-vayaH-SrutEH /
   saha dharmaṃ caret tena putrāṃś cotpādayet tataḥ // Nar_12.23 //	saha Darmam caret tena putrAn ca-utpAdayet tatas // Nar_12.23 //
   pratigṛhya ca yaḥ kanyāṃ naro deśāntaraṃ vrajet /	pratigRhya ca yaH kanyAm naraH deSa-antaram vrajet /
   trīn ṛtūn samatikramya kanyānyaṃ varayed varam // Nar_12.24 //	trIn RtUn samatikramya kanyA-anyam varayet varam // Nar_12.24 //
   kanyā nartum upekṣeta bāndhavebhyo nivedayet /	kanyA naRtum upekzeta bAnDaveByaH nivedayet /
   te cen na dadyus tāṃ bhartre te syur bhrūṇahabhiḥ samāḥ // Nar_12.25 //	te ced na dadyuH tAm Bartre te syuH BrUNa-haBiH samAH // Nar_12.25 //
   yāvantaś ca rtavas tasyāḥ samatītā patiṃ vinā /	yAvantaH ca rtavaH tasyAH samatItA patim vinA /
   tāvatyo bhrūṇahatyāḥ syus tasya yo na dadāti tām // Nar_12.26 //	tAvatyaH BrUNa-hatyAH syuH tasya yaH na dadAti tAm // Nar_12.26 //
   ato 'pravṛtte rajasi kanyāṃ dadyāt pitā sakṛt /	atas apravRtte rajasi kanyAm dadyAt pitA sakRt /
   mahad enaḥ spṛśed enam anyathaiṣa vidhiḥ satām // Nar_12.27 //	mahat enaH spRSet enam anyaTA-eza viDiH satAm // Nar_12.27 //
   sakṛd aṃśo nipatati sakṛt kanyā pradīyate /	sakRt aMSaH nipatati sakRt kanyA pradIyate /
   sakṛd āha dadānīti trīṇy etāni sakṛt sakṛt // Nar_12.28 //	sakRt Aha dadAni-iti trINi etAni sakRt sakRt // Nar_12.28 //
   brāhmādiṣu vivāheṣu pañcasv eṣu vidhiḥ smṛtaḥ /	brAhma-Adizu vivAhezu paQcasu ezu viDiH smRtaH /
   guṇāpekṣaṃ bhaved dānam āsurādiṣu ca triṣu // Nar_12.29 //	guNa-apekzam Bavet dAnam Asura-Adizu ca trizu // Nar_12.29 //
   kanyāyām prāptaśulkāyāṃ jyāyāṃś ced vara āvrajet /	kanyAyAm prApta-SulkAyAm jyAyAn ced varaH Avrajet /
   dharmārthakāmasaṃyuktaṃ vācyaṃ tatrānṛtaṃ bhavet // Nar_12.30 //	Darma-arTa-kAma-saMyuktam vAcyam tatra-anRtam Bavet // Nar_12.30 //
   nāduṣṭāṃ dūṣayet kanyāṃ nāduṣṭaṃ dūṣayed varam /	na-aduzwAm dUzayet kanyAm na-aduzwam dUzayet varam /
   doṣe tu sati nāgaḥ syād anyonyaṃ tyajatos tayoḥ // Nar_12.31 //	doze tu sati nAgaH syAt anyonyam tyajatoH tayoH // Nar_12.31 //
   dattvā nyāyena yaḥ kanyāṃ varāya na dadāti tām /	dattvA nyAyena yaH kanyAm varAya na dadAti tAm /
   aduṣṭaś ced varo rājñā sa daṇḍyas tatra coravat // Nar_12.32 //	aduzwaH ced varaH rAjQA sa daNxyaH tatra cora-vat // Nar_12.32 //
   yas tu doṣavatīṃ kanyām anākhyāya prayacchati /	yaH tu dozavatIm kanyAm anAKyAya prayacCati /
   tasya kuryān nṛpo daṇḍaṃ pūrvasāhasacoditam // Nar_12.33 //	tasya kuryAt nRpaH daNxam pUrva-sAhasa-coditam // Nar_12.33 //
   akanyeti tu yaḥ kanyāṃ brūyād dveṣeṇa mānavaḥ /	akanyA-iti tu yaH kanyAm brUyAt dvezeNa mAnavaH /
   sa śataṃ prāpnuyād daṇḍaṃ tasyā doṣam adarśayan // Nar_12.34 //	sa Satam prApnuyAt daNxam tasyAH dozam adarSayan // Nar_12.34 //
   pratigṛhya tu yaḥ kanyām aduṣṭām utsṛjed varaḥ /	pratigRhya tu yaH kanyAm aduzwAm utsRjet varaH /
   vineyaḥ so 'py akāmo 'pi kanyāṃ tām eva codvahet // Nar_12.35 //	vineyaH saH api akAmaH api kanyAm tAm eva ca-udvahet // Nar_12.35 //
   dīrghakutsitarogārtā vyaṅgā saṃsṛṣṭamaithunā /	dIrGa-kutsita-roga-ArtA vyaFgA saMsRzwa-mETunA /
   dhṛṣṭānyagatabhāvā ca kanyādoṣāḥ prakīrtitāḥ // Nar_12.36 //	DRzwa-ani-a-gata-BAvA ca kanyA-dozAH prakIrtitAH // Nar_12.36 //
   unmattaḥ patitaḥ klībo durbhagas tyaktabāndhavaḥ /	unmattaH patitaH klIbaH durBagaH tyakta-bAnDavaH /
   kanyādoṣau ca yau pūrvau eṣa doṣagaṇo vare // Nar_12.37 //	kanyA-dozO ca yO pUrvO eza doza-gaNaH vare // Nar_12.37 //
   aṣṭau vivāhā varṇānāṃ saṃskārārthaṃ prakīrtitāḥ /	azwO vivAhAH varNAnAm saMskAra-arTam prakIrtitAH /
   brāhmas tu prathamas teṣāṃ prājāpatyas tathaiva ca // Nar_12.38 //	brAhmaH tu praTamaH tezAm prAjApatyaH taTA-eva ca // Nar_12.38 //
   ārṣaś caivātha daivaś ca gāndharvaś cāsuras tathā /	ArzaH ca-eva-aTa dEvaH ca gAnDarvaH ca-asuraH taTA /
   rākṣaso 'nantaras tasmāt paiśācas tv aṣṭamaḥ smṛtaḥ // Nar_12.39 //	rAkzasaH anantaraH tasmAt pESAcaH tu azwamaH smRtaH // Nar_12.39 //
   satkṛtyāhūya kanyāṃ tu brāhme dadyād tv alaṃkṛtām /	satkRtya-AhUya kanyAm tu brAhme dadyAt tu alaMkRtAm /
   saha dharmaṃ carety uktvā prājāpatyo vidhīyate // Nar_12.40 //	saha Darmam cara-iti uktvA prAjApatyaH viDIyate // Nar_12.40 //
   vastragomithune dattvā vivāhas tv ārṣa ucyate /	vastra-go-miTune dattvA vivAhaH tu ArzaH ucyate /
   antarvedyāṃ tu daivaḥ syād ṛtvije karma kurvate // Nar_12.41 //	antarvedyAm tu dEvaH syAt Rtvije karma kurvate // Nar_12.41 //
   icchantīm icchate prāhur gāndharvo nāma pañcamam /	icCantIm icCate prAhuH gAnDarvaH nAma paQcamam /
   vivāhas tv āsuro jñeyaḥ śulkasaṃvyavahārataḥ // Nar_12.42 //	vivAhaH tu AsuraH jQeyaH Sulka-saMvyavahArataH // Nar_12.42 //
   prasahya haraṇād ukto vivāho rākṣasas tathā /	prasahya haraNAt uktaH vivAhaH rAkzasaH taTA /
   suptamattopagamanāt paiśācas tv aṣṭamo 'dhamaḥ // Nar_12.43 //	supta-matta-upagamanAt pESAcaH tu azwamaH aDamaH // Nar_12.43 //
   eṣāṃ tu dharmyās catvāro brāhmādyāḥ samudāhṛtāḥ /	ezAm tu DarmyAH catvAraH brAhma-AdyAH samudAhRtAH /
   sādhāraṇaḥ syād gāndharvas trayo 'dharmyās tv ataḥ pare // Nar_12.44 //	sADAraNaH syAt gAnDarvaH trayaH aDarmyAH tu atas pare // Nar_12.44 //
   parapūrvāḥ striyas tv anyāḥ sapta proktā yathākramam /	parapUrvAH striyaH tu anyAH sapta proktAH yaTAkramam /
   punarbhūs trividhā tāsāṃ svairiṇī tu caturvidhā // Nar_12.45 //	punarBUH triviDA tAsAm svEriNI tu caturviDAH // Nar_12.45 //
   kanyaivākṣatayonir yā pāṇigrahaṇadūṣitā /	kanyA-eva-akzatayoniH yA pANigrahaNa-dUzitA /
   punarbhūḥ prathamā soktā punaḥ saṃskāram arhati // Nar_12.46 //	punarBUH praTamA sA-uktA punar saMskAram arhati // Nar_12.46 //
   kaumāraṃ patim utsṛjya yānyaṃ puruṣam āśritā /	kOmAram patim utsRjya yA-anyam puruzam ASritAH /
   punaḥ patyur gṛham yāyāt sā dvitīyā prakīrtitā // Nar_12.47 //	punar patyuH gRham yAyAt sA dvitIyA prakIrtitAH // Nar_12.47 //
   asatsu devareṣu strī bāndhavair yā pradīyate /	asatsu devarezu strI bAnDavEH yA pradIyate /
   savarṇāyāsapiṇḍāya sā tṛtīyā prakīrtitā // Nar_12.48 //	savarNAya-asapiNxAya sA tRtIyA prakIrtitAH // Nar_12.48 //
   strī prasūtāprasūtā vā patyāv eva tu jīvati /	strI prasUtA-prasUtA vA patyO eva tu jIvati /
   kāmāt samāśrayed anyaṃ prathamā svairiṇī tu sā // Nar_12.49 //	kAmAt samASrayet anyam praTamA svEriNI tu sA // Nar_12.49 //
   mṛte bhartari yā prāptān devarān apy apāsya tu /	mRte Bartari yA prAptAn devarAn api apAsya tu /
   upagacchet paraṃ kāmāt sā dvitīyā prakīrtitā // Nar_12.50 //	upagacCet param kAmAt sA dvitIyA prakIrtitAH // Nar_12.50 //
   prāptā deśād dhanakrītā kṣutpipāsāturā ca yā /	prAptA deSAt Dana-krItA kzuD-pipAsA-AturA ca yA /
   tavāham ity upagatā sā tṛtīyā prakīrtitā // Nar_12.51 //	tava-aham iti upagatA sA tRtIyA prakIrtitAH // Nar_12.51 //
   deśadharmān apekṣya strī gurubhir yā pradīyate /	deSa-DarmAn apekzya strI guruBiH yA pradIyate /
   utpannasāhasānyasmai sāntyā vai svairiṇī smṛtā // Nar_12.52 //	utpanna-sAhasa-anyasmE sA-antyA vE svEriNI smRtAH // Nar_12.52 //
   punarbhuvāṃ eṣa vidhiḥ svairiṇīnāṃ ca kīrtitaḥ /	punarBuvAm eza viDiH svEriNInAm ca kIrtitaH /
   pūrvā pūrvājaghanyāsāṃ śreyasī tūttarottarā // Nar_12.53 //	pUrvA pUrva-AjaGanyA-AsAm SreyasI tu-uttarottarA // Nar_12.53 //
   apatyam utpādayitus tāsāṃ yā śulkato hṛtā /	apatyam utpAdayituH tAsAm yA SulkataH hRtA /
   aśulkopanatāyāṃ tu kṣetrikasyaiva tat phalam // Nar_12.54 //	aSulka-upanatAyAm tu kzetrikasya-eva tat Palam // Nar_12.54 //
   kṣetrikasya yad ajñātaṃ kṣetre bījaṃ pradīyate /	kzetrikasya yat ajQAtam kzetre bIjam pradIyate /
   na tatra bījino bhāgaḥ kṣetrikasyaiva tad bhavet // Nar_12.55 //	na tatra bIjinaH BAgaH kzetrikasya-eva tat Bavet // Nar_12.55 //
   oghavātāhṛtaṃ bījaṃ kṣetre yasya prarohati /	oGa-vAta-AhRtam bIjam kzetre yasya prarohati /
   phalabhug yasya tat kṣetraṃ na bījī phalabhāg bhavet // Nar_12.56 //	Pala-Buj yasya tat kzetram na bIjI Pala-BAj Bavet // Nar_12.56 //
   mahokṣo janayed vatsān yasya goṣu vraje caran /	mahokzaH janayet vatsAn yasya gozu vraje caran /
   tasya te yasya tā gāvo moghaṃ syanditam ārṣabham // Nar_12.57 //	tasya te yasya tAH gAvaH moGam syanditam ArzaBam // Nar_12.57 //
   kṣetrikānumataṃ bījaṃ yasya kṣetre pramucyate /	kzetrikA-anumatam bIjam yasya kzetre pramucyate /
   tadapatyaṃ dvayor eva bījikṣetrikayor matam // Nar_12.58 //	tad-apatyam dvayoH eva bIji-kzetrikayoH matam // Nar_12.58 //
   narte kṣetraṃ bhavet sasyaṃ na ca bījaṃ vināsti tat /	na-Rte kzetram Bavet sasyam na ca bIjam vinA-asti tat /
   ato 'patyaṃ dvayor iṣṭaṃ pitur mātuś ca dharmataḥ // Nar_12.59 //	atas apatyam dvayoH izwam pituH mAtuH ca DarmataH // Nar_12.59 //
   nāthavatyā paragṛhe saṃyuktasya striyā saha /	nATavatyA para-gRhe saMyuktasya striyA saha /
   dṛṣṭaṃ saṃgrahaṇaṃ tajjñair nāgatāyāḥ svayaṃ gṛhe // Nar_12.60 //	dRzwam saMgrahaNam tad-jQEH na-AgatAyAH svayam gRhe // Nar_12.60 //
   praduṣṭatyaktadārasya klībasya kṣamakasya ca /	praduzwa-tyakta-dArasya klIbasya kzamakasya ca /
   svecchayopeyuṣo dārān na doṣaḥ sāhaso bhavet // Nar_12.61 //	sva-icCayA-upeyuzaH dArAn na dozaH sAhasaH Bavet // Nar_12.61 //
   parastriyā sahākāle 'deśe vā bhavato mithaḥ /	para-striyA saha-akAle adeSe vA BavataH miTas /
   sthānasaṃbhāṣaṇāmodās trayaḥ saṃgrahaṇakramāḥ // Nar_12.62 //	sTAna-saMBAzaNa-AmodAH trayaH saMgrahaNa-kramAH // Nar_12.62 //
   nadīnāṃ saṃgame tīrtheṣv ārāmeṣu vaneṣu ca /	nadInAm saMgame tIrTezu ArAmezu vanezu ca /
   strī pumāṃś ca sameyātāṃ grāhyaṃ saṃgrahaṇaṃ bhavet // Nar_12.63 //	strI pumAn ca sameyAtAm grAhyam saMgrahaNam Bavet // Nar_12.63 //
   dūtīprasthāpanaiś caiva lekhāsaṃpreṣaṇair api /	dUtI-prasTApanEH ca-eva leKA-saMprezaNEH api /
   anyair api vyabhicāraiḥ sarvaṃ saṃgrahaṇaṃ smṛtam // Nar_12.64 //	anyEH api vyaBicArEH sarvam saMgrahaNam smRtam // Nar_12.64 //
   striyaṃ spṛśed adeśe yaḥ spṛṣṭo vā marśayet tathā /	striyam spRSet adeSe yaH spRzwaH vA marSayet taTA /
   parasparasyānumate tac ca saṃgrahaṇaṃ bhavet // Nar_12.65 //	parasparasya-anumate tat ca saMgrahaNam Bavet // Nar_12.65 //
   bhakṣair vā yadi vā bhojyair vastrair mālyais tathaiva ca /	BakzEH vA yadi vA BojyEH vastrEH mAlyEH taTA-eva ca /
   saṃpreṣyamānair gandhaiś ca sarvaṃ saṃgrahaṇaṃ smṛtam // Nar_12.66 //	saMprezyamAnEH ganDEH ca sarvam saMgrahaNam smRtam // Nar_12.66 //
   darpād vā yadi vā mohāc chlāghayā vā svayaṃ vadet /	darpAt vA yadi vA mohAt SlAGayA vA svayam vadet /
   mameyaṃ bhuktapūrveti sarvaṃ saṃgrahaṇaṃ smṛtam // Nar_12.67 //	mama-iyam Bukta-pUrvA-iti sarvam saMgrahaNam smRtam // Nar_12.67 //
   pāṇau yaś ca nigṛhṇīyad veṇyāṃ vastrāntare 'pi vā /	pANO yaH ca nigRhNIyat veNyAm vastra-antare api vA /
   tiṣṭha tiṣṭheti vā bruyāt sarvaṃ saṃgrahaṇaṃ smṛtam // Nar_12.68 //	tizWa tizWA-iti vA bruyAt sarvam saMgrahaNam smRtam // Nar_12.68 //
   svajātyatikrame puṃsāṃ uktam uttamasāhasam /	sva-jAti-atikrame puMsAm uktam uttamasAhasam /
   viparyaye madhyamas tu prātilome pramāpaṇam // Nar_12.69 //	viparyaye maDyamaH tu prAtilome pramApaNam // Nar_12.69 //
   kanyāyām asakāmāyāṃ dvyāṅgulasyāvakartanam /	kanyAyAm asa-kAmAyAm dvyA-aFgulasya-avakartanam /
   uttamāyāṃ vadhas tv eva sarvasvaharaṇaṃ tathā // Nar_12.70 //	uttamAyAm vaDaH tu eva sarva-sva-haraNam taTA // Nar_12.70 //
   sakāmāyāṃ tu kanyāyāṃ savarṇe nāsty atikramaḥ /	sa-kAmAyAm tu kanyAyAm savarNe na-asti atikramaH /
   kiṃtv alaṃkṛtya satkṛtya sa evaināṃ samudvahet // Nar_12.71 //	kiMtu alaMkRtya satkRtya saH eva-enAm samudvahet // Nar_12.71 //
   mātā mātṛṣvasā śvaśrūr mātulānī pitṛṣvasā /	mAtA mAtRzvasA SvaSrUH mAtulAnI pitRzvasA /
   pitṛvyasakhiśiṣyastrī bhaginī tatsakhī snuṣā // Nar_12.72 //	pitRvya-saKi-Sizya-strI BaginI tad-saKI snuzA // Nar_12.72 //
   duhitācāryabhāryā ca sagotrā śaraṇāgatā /	duhitA-AcArya-BAryA ca sagotrA SaraNa-AgatA /
   rājñī pravrajitā dhātrī sādhvī varṇottamā ca yā // Nar_12.73 //	rAjQI pravrajitA DAtrI sADvI varNa-uttamA ca yA // Nar_12.73 //
   āsām anyatamāṃ gatvā gurutalpaga ucyate /	AsAm anyatamAm gatvA guru-talpa-gaH ucyate /
   śiśnasyotkartanaṃ daṇḍo nānyas tatra vidhīyate // Nar_12.74 //	SiSnasya-utkartanam daNxaH na-anyaH tatra viDIyate // Nar_12.74 //
   paśuyonyām atikrāman vineyaḥ sa damaṃ śatam /	paSu-yonyAm atikrAman vineyaH sa damam Satam /
   madhyamaṃ sāhasaṃ goṣu tad evāntyāvasāyiṣu // Nar_12.75 //	maDyamam sAhasam gozu tat eva-antyAvasAyizu // Nar_12.75 //
   agamyāgāminaḥ śāsti daṇḍo rājñā pracoditaḥ /	agamyA-gAminaH SAsti daNxaH rAjQA pracoditaH /
   prāyaścittavidhāv atra prāyaścittaṃ viśodhanam // Nar_12.76 //	prAyaScitta-viDO atra prAyaScittam viSoDanam // Nar_12.76 //
   svairiṇy abrāhmaṇī veśyā dāsī niṣkāsinī ca yā /	svEriNI abrAhmaNI veSyA dAsI nizkAsinI ca yA /
   gamyāḥ syur ānulomyena striyo na pratilomataḥ // Nar_12.77 //	gamyAH syuH Anulomyena striyaH na pratilomataH // Nar_12.77 //
   āsv eva tu bhujiṣyāsu doṣaḥ syāt paradāravat /	Asu eva tu BujizyAsu dozaH syAt para-dAra-vat /
   gamyā api hi nopeyās tāś ced anyaparigrahāḥ // Nar_12.78 //	gamyAH api hi na-upeyAH tAH ced anya-parigrahAH // Nar_12.78 //
   anutpannaprajāyās tu patiḥ preyād yadi striyāḥ /	anutpanna-prajAyAH tu patiH preyAt yadi striyAH /
   niyuktā gurubhir gacched devaraṃ putrakāmyayā // Nar_12.79 //	niyuktA guruBiH gacCet devaram putra-kAmyayA // Nar_12.79 //
   sa ca tāṃ pratipadyeta tathaivā putrajanmataḥ /	sa ca tAm pratipadyeta taTA-evA putra-janmataH /
   putre jāte nivarteta viplavaḥ syād ato 'nyathā // Nar_12.80 //	putre jAte nivarteta viplavaH syAt atas anyaTA // Nar_12.80 //
   ghṛtenābhyajya gātrāṇi tailenāvikṛtena vā /	GRtena-aByajya gAtrANi tElena-avikRtena vA /
   mukhān mukhaṃ pariharan gātrair gātrāṇy asaṃspṛśan // Nar_12.81 //	muKAt muKam pariharan gAtrEH gAtrANi asaMspRSan // Nar_12.81 //
   striyaṃ putravatīṃ vandhyāṃ nīrajaskām anicchantīm /	striyam putravatIm vanDyAm nIrajaskAm anicCantIm /
   na gacched garbhiṇīṃ nindyām aniyuktāṃ ca bandhubhiḥ // Nar_12.82 //	na gacCet garBiNIm nindyAm aniyuktAm ca banDuBiH // Nar_12.82 //
   aniyuktā tu yā nārī devarāj janayet sutam /	aniyuktA tu yA nArI devarAt janayet sutam /
   jārajātam arikthīyaṃ tam āhur dharmavādinaḥ // Nar_12.83 //	jAra-jAtam arikTIyam tam AhuH Darma-vAdinaH // Nar_12.83 //
   tathāniyukto bhāryāyāṃ yavīyāñ jyāyaso vrajet /	taTA-niyuktaH BAryAyAm yavIyAn jyAyasaH vrajet /
   yavīyaso vā yo jyāyān ubhau tau gurutalpagau // Nar_12.84 //	yavIyasaH vA yaH jyAyAn uBO tO guru-talpa-gO // Nar_12.84 //
   kule tadavaśeṣe tu saṃtānārthaṃ na kāmataḥ /	kule tad-avaSeze tu saMtAna-arTam na kAmataH /
   niyukto gurubhir gacched bhrātṛbhāryāṃ yavīyasaḥ // Nar_12.85 //	niyuktaH guruBiH gacCet BrAtR-BAryAm yavIyasaH // Nar_12.85 //
   avidyamāne tu gurau rājño vācyaḥ kulakṣayaḥ /	avidyamAne tu gurO rAjQaH vAcyaH kula-kzayaH /
   tatas tadvacanād gacched anuśiṣya striyā saha // Nar_12.86 //	tatas tad-vacanAt gacCet anuSizya striyA saha // Nar_12.86 //
   pūrvoktenaiva vidhinā snātāṃ puṃsavane śuciḥ /	pUrva-uktena-eva viDinA snAtAm puMsavane SuciH /
   sakṛd ā garbhādhānād vā kṛte garbhe snuṣaiva sā // Nar_12.87 //	sakRt A garBADAnAt vA kRte garBe snuzA-eva sA // Nar_12.87 //
   ato 'nyathā vartamānaḥ pumān strī vāpi kāmataḥ /	atas anyaTA vartamAnaH pumAn strI vA-api kAmataH /
   vineyau subhṛśaṃ rājñā kilbiṣī syād anigrahāt // Nar_12.88 //	vineyO su-BRSam rAjQA kilbizI syAt anigrahAt // Nar_12.88 //
   īrṣyāsūyasamutthe tu saṃrambhe rāgahetuke /	IrzyA-asUya-samutTe tu saMramBe rAga-hetuke /
   dampatī vivadeyātāṃ na jñātiṣu na rājani // Nar_12.89 //	dampatI vivadeyAtAm na jQAtizu na rAjani // Nar_12.89 //
   anyonyaṃ tyajator nāgaḥ syād anyonyaviruddhayoḥ /	anyonyam tyajatoH nAgaH syAt anyonya-virudDayoH /
   strīpuṃsayor nigūḍhāyā vyabhicārād ṛte striyāḥ // Nar_12.90 //	strIpuMsayoH nigUXAyAH vyaBicArAt Rte striyAH // Nar_12.90 //
   vyabhicāre striyā mauṇḍyam adhaḥśayanam eva ca /	vyaBicAre striyAH mONxyam aDas-Sayanam eva ca /
   kadannaṃ vā kuvāsaś ca karma cāvaskaroñjhanam // Nar_12.91 //	kadannam vA kuvAsaH ca karma ca-avaskaroQJanam // Nar_12.91 //
   strīdhanabhraṣṭasarvasvāṃ garbhavisraṃsinīṃ tathā /	strIDana-Brazwa-sarvasvAm garBa-visraMsinIm taTA /
   bhartuś ca vadham icchantīṃ striyaṃ nirvāsayed gṛhāt // Nar_12.92 //	BartuH ca vaDam icCantIm striyam nirvAsayet gRhAt // Nar_12.92 //
   anarthaśīlāṃ satataṃ tathaivāpriyavādinīm /	anarTa-SIlAm satatam taTA-eva-apriya-vAdinIm /
   pūrvāśinīṃ ca yā bhartuḥ striyaṃ nirvāsayed budhaḥ // Nar_12.93 //	pUrva-ASinIm ca yA BartuH striyam nirvAsayet buDaH // Nar_12.93 //
   vandhyāṃ strījananīṃ nindyāṃ pratikulāṃ ca sarvadā /	vanDyAm strI-jananIm nindyAm pratikulAm ca sarvadA /
   kāmato nābhinandeta kurvann evaṃ sa doṣabhāk // Nar_12.94 //	kAmataH na-aBinandeta kurvan evam sa doza-BAj // Nar_12.94 //
   anukūlām avāgduṣṭāṃ dakṣāṃ sādhvīṃ prajāvatīm /	anukUlAm avAk-duzwAm dakzAm sADvIm prajAvatIm /
   tyajan bhāryām avasthāpyo rājñā daṇḍena bhūyasā // Nar_12.95 //	tyajan BAryAm avasTApyaH rAjQA daNxena BUyasA // Nar_12.95 //
   ajñātadoṣeṇoḍhā yā nirgatā nānyam āśritā /	ajQAta-dozeNa-UXA yA nirgatA na-anyam ASritAH /
   bandhubhiḥ sā niyoktavyā nirbandhuḥ svayam āśrayet // Nar_12.96 //	banDuBiH sA niyoktavyA nirbanDuH svayam ASrayet // Nar_12.96 //
   naṣṭe mṛte pravrajite klībe ca patite patau /	nazwe mRte pravrajite klIbe ca patite patO /
   pañcasv āpatsu nārīṇāṃ patir anyo vidhīyate // Nar_12.97 //	paQcasu Apatsu nArINAm patiH anyaH viDIyate // Nar_12.97 //
   aṣṭau varṣāṇy udīkṣeta brāhmaṇī proṣitaṃ patim /	azwO varzANi udIkzeta brAhmaNI prozitam patim /
   aprasūtā tu catvāri parato 'nyaṃ samāśrayet // Nar_12.98 //	aprasUtA tu catvAri paratas anyam samASrayet // Nar_12.98 //
   kṣatriyā ṣaṭ samās tiṣṭhed aprasūtā samātrayam /	kzatriyA zaw samAH tizWet aprasUtA samA-trayam /
