   Rmañj, 1	RmaQj, 1
   cūrṇitaṃ karṣamātraṃ tu tridoṣasyātisārajit // Rmañj_6.170 //	cUrNitam karza-mAtram tu tridozasya-atisAra-jit // RmaQt-_6.170 //
   dadhyannaṃ dāpayetpathyaṃ gavyājaṃ takrameva ca /	daDi-annam dApayet-paTyam gavya-Ajam takram-eva ca /
   pipāsāyāṃ jalaṃ śītaṃ hitā ca vijayā niśi // Rmañj_6.171 //	pipAsAyAm jalam SItam hitA ca vijayA niSi // RmaQt-_6.171 //
   <meghaḍambararasaḥ>	<meGa-xambara-rasaH>
   taṇḍulīyajalaiḥ piṣṭaṃ sūtatulyaṃ ca gandhakam /	taNxulIya-jalEH pizwam sUta-tulyam ca ganDakam /
   andhamūṣāgataṃ paktvā bhūdhare bhasmatāṃ nayet // Rmañj_6.172 //	anDamUzA-gatam paktvA BUDare Basma-tAm nayet // RmaQt-_6.172 //
   daśamūlakaṣāyeṇa bhāvayetpraharadvayam /	daSamUla-kazAyeNa BAvayet-prahara-dvayam /
   guñjādvayaṃ haratyāśu hikkāṃ kāsaṃ jvaraṃ tathā /	guQjA-dvayam harati-ASu hikkAm kAsam jvaram taTA /
   anupānena dātavyo raso'yaṃ meghaḍambaraḥ // Rmañj_6.173 //	anupAnena dAtavyaH rasaH-ayam meGaxambaraH // RmaQt-_6.173 //
   <triguṇākhyarasaḥ>	<triguNa-AKya-rasaH>
   gandhakād dviguṇaṃ sūtaṃ śuddhaṃ mṛdvagninā kṣaṇam // Rmañj_6.174 //	ganDakAt dviguNam sUtam SudDam mRdu-agninA kzaNam // RmaQt-_6.174 //
   paktvāvatārya saṃcūrṇya cūrṇatulyābhayāyutam /	paktvA-avatArya saMcUrNya cUrNa-tulya-aBayA-yutam /
   saptaguñjāmitaṃ khādedvardhayecca dine dine // Rmañj_6.175 //	sapta-guQjA-mitam KAdet-varDayet-ca dine dine // RmaQt-_6.175 //
   guñjaikaṃ ca krameṇaiva yāvatsyād ekaviṃśatiḥ /	guQjA-ekam ca krameNa-eva yAvat-syAt ekaviMSatiH /
   kṣīrājyaśarkarāmiśraṃ śālyannaṃ pathyamācaret // Rmañj_6.176 //	kzIra-Ajya-SarkarA-miSram SAli-annam paTyam-Acaret // RmaQt-_6.176 //
   kampavātapraśāntyarthaṃ nirvāte nivasetsadā /	kampa-vAta-praSAnti-arTam nirvAte nivaset-sadA /
   triguṇākhyo raso nāma tripakṣātkampavātanut // Rmañj_6.177 //	triguNa-AKyaH rasaH nAma tri-pakzAt-kampa-vAta-nud // RmaQt-_6.177 //
   <vātaripurasaḥ>	<vAtaripu-rasaH>
   sūtahāṭakavajrāṇi tāraṃ lohaṃ ca mākṣikam /	sUta-hAwaka-vajrANi tAram loham ca mAkzikam /
   tālaṃ nīlāñjanaṃ tutthamabdhiphenaṃ samāṃśakam // Rmañj_6.178 //	tAlam nIlAQjanam tutTam-abDiPenam sama-aMSakam // RmaQt-_6.178 //
   pañcānāṃ lavaṇānāṃ ca bhāgamekaṃ vimardayet /	paQcAnAm lavaNAnAm ca BAgam-ekam vimardayet /
   vajrakṣīrair dinaikaṃ tu ruddhvā taṃ bhūdhare puṭet // Rmañj_6.179 //	vajra-kzIrEH dina-ekam tu rudDvA tam BUDare puwet // RmaQt-_6.179 //
   māṣaikamārdrakadrāvair lehayed vātanāśanam /	mAza-ekam-Ardraka-drAvEH lehayet vAta-nASanam /
   pippalīmūlajaṃ kvāthaṃ sakṛṣṇamanupāyayet // Rmañj_6.180 //	pippalI-mUla-jam kvATam sa-kRzNam-anupAyayet // RmaQt-_6.180 //
   sarvavātavikārāṃstu nihantyākṣepakādikān /	sarva-vAta-vikArAn=-tu nihanti-Akzepaka-AdikAn /
   rasaḥ sarvatra vikhyāto nāma vātaripuḥ smṛtaḥ // Rmañj_6.181 //	rasaH sarvatra viKyAtaH nAma vAta-ripuH smRtaH // RmaQt-_6.181 //
   <vātagajāṅkuśarasaḥ>	<vAta-gaja-aFkuSa-rasaH>
   mṛtaṃ lohaṃ sūtagandhaṃ tāmratālakamākṣikam /	mRtam loham sUta-ganDam tAmra-tAlaka-mAkzikam /
   pathyāṃ śṛṅgīviṣaṃ tryūṣam agnimanthaṃ ca ṭaṅkaṇam // Rmañj_6.182 //	paTyAm SRFgIvizam tryUzam agnimanTam ca waFkaNam // RmaQt-_6.182 //
   tulyaṃ khalve dinaṃ mardya muṇḍīnirguṇḍijair dravaiḥ /	tulyam Kalve dinam mardya muNxI-nirguNxi-jEH dravEH /
   dviguñjāṃ vaṭikāṃ khādetsarvavātapraśāntaye /	dvi-guQjAm vawikAm KAdet-sarva-vAta-praSAntaye /
   sādhyāsādhyaṃ nihantyāśu raso vātagajāṅkuśaḥ // Rmañj_6.183 //	sADya-asADyam nihanti-ASu rasaH vAta-gajAFkuSaH // RmaQt-_6.183 //
   <amlapittāntakarasaḥ>	<amlapitta-antaka-rasaH>
   mṛtasūtābhralohānāṃ tulyāṃ pathyāṃ vicūrṇayet /	mRta-sUta-aBra-lohAnAm tulyAm paTyAm vicUrNayet /
   māṣatrayaṃ lihetkṣaudrairamlapittapraśāntaye // Rmañj_6.184 //	mAza-trayam lihet-kzOdrEH-amlapitta-praSAntaye // RmaQt-_6.184 //
   <agnikumārarasaḥ>	<agnikumAra-rasaH>
   sūtaṃ gandhaṃ ca nāgānāṃ cūrṇaṃ haṃsāṅghrivāriṇā /	sUtam ganDam ca nAgAnAm cUrNam haMsa-aFGri-vAriNA /
   dinaṃ gharme vimardyātha golikāṃ tasya yojayet // Rmañj_6.185 //	dinam Garme vimardya-aTa golikAm tasya yojayet // RmaQt-_6.185 //
   kācakupyāṃ ca saṃveṣṭya tāṃ tribhir mṛtpuṭair dṛḍham /	kAca-kupyAm ca saMvezwya tAm triBiH mRd-puwEH dRXam /
   mukhaṃ saṃrudhya saṃśoṣya sthāpayetsikatāhvaye // Rmañj_6.186 //	muKam saMruDya saMSozya sTApayet-sikata-Ahvaye // RmaQt-_6.186 //
   sārdhaṃ dinaṃ krameṇāgniṃ jvālayet tadadhastataḥ /	sArDam dinam krameNa-agnim jvAlayet tad-aDas-tatas /
   svāṃgaśītaṃ samuddhṛtya ṣaḍaṃśenāmṛtaṃ kṣipet // Rmañj_6.187 //	svAMgaSItam samudDRtya zaz-aMSena-amRtam kzipet // RmaQt-_6.187 //
   maricānyarddhabhāgena samaṃ vāsyātha mardayet /	maricAni-ardDa-BAgena samam vA-asya-aTa mardayet /
   ayamagnikumārākhyo raso mātrāsya raktikā // Rmañj_6.188 //	ayam-agnikumAra-AKyaH rasaH mAtrA-asya raktikA // RmaQt-_6.188 //
   tāmbūlīrasasaṃyukto hanti rogānamūn ayam /	tAmbUlI-rasa-saMyuktaH hanti rogAn-amUn ayam /
   vātarogān kṣayaṃ śvāsaṃ kāsaṃ pāṇḍukapholbaṇam // Rmañj_6.189 //	vAta-rogAn kzayam SvAsam kAsam pANxu-kaPa-ulbaNam // RmaQt-_6.189 //
   agnimāṃdyaṃ sannipātaṃ pathyaṃ śālyādikaṃ laghu /	agni-mAMdyam sannipAtam paTyam SAli-Adikam laGu /
   jalayogaprayogo'pi śastastāpapraśāntaye // Rmañj_6.190 //	jala-yoga-prayogaH-api SastaH-tApa-praSAntaye // RmaQt-_6.190 //
   <agnikumārarasaḥ>	<agnikumAra-rasaH>
   ṭaṅkaṇaṃ rasagandhau ca samabhāgaṃ trayo viṣam /	waFkaNam rasa-ganDO ca sama-BAgam trayaH vizam /
   kapardisarjikākṣāramāgadhīviśvabheṣajam // Rmañj_6.191 //	kapardi-sarjikA-kzAra-mAgaDI-viSva-Bezajam // RmaQt-_6.191 //
   pṛthakpṛthak karṣamātraṃ tvaṣṭabhāgaṃ marīcakam /	pRTak-pRTak karza-mAtram tu-azwa-BAgam marIcakam /
   jambīrāmlairdinaṃ piṣṭaṃ bhavedagnikumārakaḥ /	jambIra-amlEH-dinam pizwam Bavet-agnikumArakaH /
   viṣūciśūlavātādivahṇimāṃdyapraśāntaye // Rmañj_6.192 //	vizUci-SUla-vAta-Adi-vahNi-mAMdya-praSAntaye // RmaQt-_6.192 //
   <līlāvilāsarasaḥ>	<lIlA-vilAsa-rasaH>
   raso ravirvyoma baliḥ sulohaṃ dhātryakṣanīraistridinaṃ vimardya /	rasaH raviH-vyoma baliH su-loham DAtrI-akza-nIrEH-tri-dinam vimardya /
   tadalpaghṛṣṭaṃ mṛdumārkaveṇa saṃmardayed asya ca vallayugmam //	tad-alpa-GRzwam mRdu-mArkaveNa saMmardayet asya ca valla-yugmam //
   Rmañj_6.193 //	RmaQt-_6.193 //
   hantyamlapittaṃ madhunāvalīḍhaṃ līlāvilāso rasarāja eṣaḥ /	hanti-amlapittam maDunA-avalIXam lIlA-vilAsaH rasarAjaH ezaH /
   dugdhaṃ sakūṣmāṇḍarasaṃ sadhātrīphalaṃ śanaistatsahitaṃ bhajedvā //	dugDam sa-kUzmANxa-rasam sa-DAtrI-Palam SanEs-tad-sahitam Bajet-vA //
   Rmañj_6.194 //	RmaQt-_6.194 //
   <manthānabhairavarasaḥ>	<manTAnaBErava-rasaH>
   mṛtaṃ sūtaṃ mṛtaṃ tāmraṃ hiṅgupuṣkaramūlakam /	mRtam sUtam mRtam tAmram hiFgu-puzkara-mUlakam /
   saindhavaṃ gandhakaṃ tālaṃ ṭaṅkaṇaṃ cūrṇayetsamam // Rmañj_6.195 //	sEnDavam ganDakam tAlam waFkaNam cUrNayet-samam // RmaQt-_6.195 //
   punarnavādevadārunirguṇḍītaṇḍulīyakaiḥ /	punarnavA-devadAru-nirguNxI-taNxulIyakEH /
   tiktakośātakīdrāvairdinaikaṃ mardayed dṛḍham // Rmañj_6.196 //	tiktakoSAtakI-drAvEH-dina-ekam mardayet dRXam // RmaQt-_6.196 //
   māṣamātraṃ lihetkṣaudrai raso manthānabhairavaḥ /	mAza-mAtram lihet-kzOdrEH rasaH manTAnaBEravaH /
   kapharogapraśāntyarthaṃ nimbakvāthaṃ pibedanu // Rmañj_6.197 //	kaPa-roga-praSAnti-arTam nimba-kvATam pibet-anu // RmaQt-_6.197 //
   <kravyādarasaḥ>	<kravyAda-rasaH>
   palaṃ rasasya dvipalaṃ baleḥ syācchulvāyasī cārdhapalapramāṇe /	palam rasasya dvi-palam baleH syAt-Sulva-AyasI ca-arDa-pala-pramANe /
   saṃcūrṇya sarvaṃ drutam agniyogād eraṇḍapatreṣu niveśanīyam // Rmañj_6.198	saMcUrNya sarvam drutam agni-yogAt eraNxa-patrezu niveSanIyam // RmaQt-_6.198
   piṣṭvātha tāṃ parpaṭikāṃ nidadhyāllohasya pātre varapūtam asmin /	pizwvA-aTa tAm parpawikAm nidaDyAt-lohasya pAtre vara-pUtam asmin /
   jambīrajaṃ pakvarasaṃ palānāṃ śataṃ niyojyāgnimathāmlamātram //	jambIra-jam pakva-rasam palAnAm Satam niyojya-agnim-aTa-amla-mAtram //
   Rmañj_6.199 //	RmaQt-_6.199 //
   jīrṇe rase bhāvitametadetaiḥ sapañcakolodbhavavāripūraiḥ /	jIrNe rase BAvitam-etat-etEH sa-paQcakola-udBava-vAri-pUrEH /
   savetasāmlaiḥ śatamatra yojyaṃ samaṃ rajaṣ ṭaṃkaṇajaṃ subhṛṣṭam //	sa-vetasAmlEH Satam-atra yojyam samam rajaH waMkaNa-jam su-BRzwam //
   Rmañj_6.200 //	RmaQt-_6.200 //
   viḍaṃ dadardhaṃ maricaṃ samaṃ ca tatsaptadhārdraṃ caṇakāmlavāri /	vixam dadarDam maricam samam ca tad-saptaDA-Ardram caNaka-amla-vAri /
   kravyādanāmā bhavati prasiddho rasaḥ sumanthānakabhairavoktaḥ /	kravyAda-nAmA Bavati prasidDaH rasaH sumanTAnaka-BErava-uktaH /
   māṣadvayaṃ saindhavatakrapītam etasudhanyaṃ khalu bhojanānte //	mAza-dvayam sEnDava-takra-pItam etasuDanyam Kalu Bojana-ante //
   Rmañj_6.201 //	RmaQt-_6.201 //
   gurūṇi māṃsāni payāṃsi piṣṭīghṛtāni khādyāni phalāni vegāt /	gurUNi mAMsAni payAMsi pizwI-GRtAni KAdyAni PalAni vegAt /
   mātrātiriktānyapi sevitāni yāmadvayājjārayati prasiddhaḥ // Rmañj_6.202 //	mAtrA-atiriktAni-api sevitAni yAma-dvayAt-jArayati prasidDaH // RmaQt-_6.202 //
   <agnituṇḍīvaṭī>	<agnituNxI-vawI>
   śuddhaṃ sūtaṃ viṣaṃ gandhamajamodāphalatrayam /	SudDam sUtam vizam ganDam-aja-modA-Palatrayam /
   sarjikṣāraṃ yavakṣāraṃ vahṇisaindhavajīrakam // Rmañj_6.203 //	sarjikzAram yavakzAram vahNi-sEnDava-jIrakam // RmaQt-_6.203 //
   sauvarcalaṃ viḍaṅgāni sāmudraṃ ṭaṅkaṇaṃ samam /	sOvarcalam vixaFgAni sAmudram waFkaNam samam /
   viṣamuṣṭiṃ sarvatulyaṃ jambīrāmlena mardayet // Rmañj_6.204 //	vizamuzwim sarva-tulyam jambIra-amlena mardayet // RmaQt-_6.204 //
   maricābhāṃ vaṭīṃ khādedvahṇimāṃdyapraśāntaye // Rmañj_6.205 //	marica-ABAm vawIm KAdet-vahNi-mAMdya-praSAntaye // RmaQt-_6.205 //
   <ānandodayarasaḥ>	<a-Ananda-udaya-rasaH>
   pāradaṃ gandhakaṃ lohamabhrakaṃ viṣameva ca /	pAradam ganDakam loham-aBrakam vizam-eva ca /
   samāṃśaṃ maricaṃ cāṣṭau ṭaṅkaṇaṃ ca caturguṇam // Rmañj_6.206 //	sama-aMSam maricam ca-azwO waFkaNam ca caturguNam // RmaQt-_6.206 //
   bhṛṅgarājarasaiḥ sapta bhāvanāścāmladāḍimaiḥ /	BRFgarAja-rasEH sapta BAvanAH-ca-amla-dAximEH /
   guñjādvayaṃ parṇakhaṇḍairhanti sāyaṃ tu bhakṣitaḥ // Rmañj_6.207 //	guQjA-dvayam parNa-KaNxEH-hanti sAyam tu BakzitaH // RmaQt-_6.207 //
   vātaśleṣmodbhavānrogānmandāgnigrahaṇījvarān /	vAta-Slezma-udBavAn-rogAn-manda-agni-grahaNI-jvarAn /
   aruciṃ pāṇḍutāṃ caiva jayedacirasevanāt // Rmañj_6.208 //	arucim pANxu-tAm ca-eva jayet-acira-sevanAt // RmaQt-_6.208 //
   <cintāmaṇirasaḥ>	<cintAmaNi-rasaH>
   rasaṃ gandhaṃ mṛtaṃ śulbaṃ mṛtamabhraṃ phalatrikam /	rasam ganDam mRtam Sulbam mRtam-aBram Palatrikam /
   tryūṣaṇaṃ bījajaipālaṃ samaṃ khalve vimardayet // Rmañj_6.209 //	tryUzaNam bIja-jEpAlam samam Kalve vimardayet // RmaQt-_6.209 //
   droṇapuṣpīrasairbhāvyaṃ śuṣkaṃ tadvastragālitam /	droNapuzpI-rasEH-BAvyam Suzkam tat-vastra-gAlitam /
   cintāmaṇiraso'pyeṣa ajīrṇānāṃ praśasyate // Rmañj_6.210 //	cintAmaNi-rasaH-api-eza ajIrNAnAm praSasyate // RmaQt-_6.210 //
   jvaram aṣṭavidhaṃ hanti sarvaśūleṣu śasyate /	jvaram azwaviDam hanti sarva-SUlezu Sasyate /
   guñjaiko vā dviguṃjo vā āmarogaharaḥ paraḥ // Rmañj_6.211 //	guQjA-ekaH vA dvi-guMjaH vA Ama-roga-haraH paraH // RmaQt-_6.211 //
   <rājavallabharasaḥ>	<rAja-vallaBa-rasaH>
   rasaniṣkaikagandhaikaṃ niṣkamātraḥ pradīpanaḥ // Rmañj_6.212 //	rasa-nizka-eka-ganDa-ekam nizka-mAtraH pradIpanaH // RmaQt-_6.212 //
   sārdhaṃ palaṃ pradātavyaṃ cūlikālavaṇaṃ bhiṣak /	sArDam palam pradAtavyam cUlikA-lavaNam Bizaj /
   khalve saṃmardayettattu śuṣkavastreṇa gālayet // Rmañj_6.213 //	Kalve saMmardayet-tat-tu Suzka-vastreNa gAlayet // RmaQt-_6.213 //
   māṣamātraṃ pradātavyo muktamāṃsādijārakaḥ /	mAza-mAtram pradAtavyaH mukta-mAMsa-Adi-jArakaH /
   ajīrṇeṣu tridoṣeṣu deyo'yaṃ rājavallabhaḥ // Rmañj_6.214 //	ajIrNezu tridozezu deyaH-ayam rAja-vallaBaH // RmaQt-_6.214 //
   <trinetrākhyarasaḥ>	<tri-netra-AKya-rasaH>
   ṭaṅkaṇaṃ hāriṇaṃ śṛṅgaṃ svarṇaṃ śulbaṃ mṛtaṃ rasam /	waFkaNam hAriNam SRFgam svarNam Sulbam mRtam rasam /
   dinaikamārdrakadrāvairmardya ruddhvā puṭe pacet // Rmañj_6.215 //	dina-ekam-Ardraka-drAvEH-mardya rudDvA puwe pacet // RmaQt-_6.215 //
   trinetrākhyo raso nāmnā māṣaikaṃ madhusarpiṣā /	trinetra-AKyaH rasaH nAmnA mAza-ekam maDu-sarpizA /
   saindhavaṃ jīrakaṃ hiṅgumadhvājyābhyāṃ lihedanu /	sEnDavam jIrakam hiFgu-maDu-AjyAByAm lihet-anu /
   paktiśūlaharaṃ khyātaṃ yāmamātrānna saṃśayaḥ // Rmañj_6.216 //	pakti-SUla-haram KyAtam yAma-mAtrAt-na saMSayaH // RmaQt-_6.216 //
   <mehavajrarasaḥ>	<meha-vajra-rasaH>
   bhasma sūtaṃ mṛtaṃ kāntaṃ śulbabhasma śilājatu /	Basma sUtam mRtam kAntam Sulba-Basma SilAjatu /
   śuddhatāpyaṃ śilā vyoṣaṃ triphalāṅkolabījakam // Rmañj_6.217 //	SudDa-tApyam SilA vyozam triPalA-aFkola-bIjakam // RmaQt-_6.217 //
   kapittharajanīcūrṇaṃ bhṛṅgarājena bhāvayet /	kapitTa-rajanI-cUrNam BRFgarAjena BAvayet /
   viṃśadvāraṃ viśoṣyātha madhuyuktaṃ lihetsadā // Rmañj_6.218 //	viMSat-vAram viSozya-aTa maDu-yuktam lihet-sadA // RmaQt-_6.218 //
   niṣkamātraṃ lihenmehī mehavajro mahārasaḥ /	nizka-mAtram lihet-mehI meha-vajraH mahArasaH /
   mahānimbasya bījāni piṣṭvā karṣamitāni ca // Rmañj_6.219 //	mahAnimbasya bIjAni pizwvA karza-mitAni ca // RmaQt-_6.219 //
   palaṃ taṇḍulatoyena ghṛtaniṣkadvayena ca /	palam taNxula-toyena GRta-nizka-dvayena ca /
   ekīkṛtya pibettoyaṃ hanti mehaṃ cirotthitam // Rmañj_6.220 //	ekIkRtya pibet-toyam hanti meham cira-utTitam // RmaQt-_6.220 //
   <indravaṭīrasaḥ>	<indra-vawI-rasaH>
   mṛtaṃ sūtaṃ mṛtaṃ vaṃgamarjunasya tvacānvitam /	mRtam sUtam mRtam vaMgam-arjunasya tvacA-anvitam /
   tulyāṃśaṃ mardayet khalve śālmalyā mūlajair dravaiḥ // Rmañj_6.221 //	tulya-aMSam mardayet Kalve SAlmalyAH mUla-jEH dravEH // RmaQt-_6.221 //
   dinānte vaṭikā kāryā māṣamātrā pramehahā /	dina-ante vawikA kAryA mAza-mAtrA prameha-hA /
   eṣā indravaṭī nāmnā madhumehapraśāntaye // Rmañj_6.222 //	ezA indravawI nAmnA maDumeha-praSAntaye // RmaQt-_6.222 //
   <rasendramaṅgalarasaḥ>	<rasendra-maFgala-rasaH>
   tālasattvaṃ mṛtaṃ tāmraṃ mṛtaṃ lohaṃ mṛtaṃ rasam /	tAla-sattvam mRtam tAmram mRtam loham mRtam rasam /
   hatamabhraṃ hataṃ tāraṃ gandhaṃ tutthaṃ manaḥśilā // Rmañj_6.223 //	hatam-aBram hatam tAram ganDam tutTam manaHSilA // RmaQt-_6.223 //
   sauvīrāñjanakāsīsaṃ nīlībhallātakāni ca /	sOvIrAQjana-kAsIsam nIlI-BallAtakAni ca /
   śilājatvarkamūlaṃ tu kadalīkandacitrakam // Rmañj_6.224 //	SilAjatu-arka-mUlam tu kadalI-kanda-citrakam // RmaQt-_6.224 //
   tvacam aṅkolajāṃ kṛṣṇāṃ kṛṣṇadhattūramūlakam /	tvacam aFkola-jAm kRzNAm kRzNa-DattUra-mUlakam /
   avalgujāni bījāni gaurīmādhvīphalāni ca // Rmañj_6.225 //	avalgujAni bIjAni gOrIma-aDvI-PalAni ca // RmaQt-_6.225 //
   hemāhvāṃ phenajātyāṃ ca phalinīṃ viṣatindukam /	hemAhvAm Pena-jAtyAm ca PalinIm vizatindukam /
   tailinyo lohakiṭṭaṃ ca purāṇamamṛtaṃ ca tat // Rmañj_6.226 //	tElinyaH loha-kiwwam ca purANam-amRtam ca tat // RmaQt-_6.226 //
   tvacā ca mīnakākṣasya punaruktaṃ palaṃ pṛthak /	tvacA ca mInaka-akzasya punaruktam palam pRTak /
   tailinyo vaṭakāstāsu sarvamekatra cūrṇayet // Rmañj_6.227 //	tElinyaH vawakAH-tAsu sarvam-ekatra cUrNayet // RmaQt-_6.227 //
   khalve nidhāya dātavyā punareṣāṃ ca bhāvanā /	Kalve niDAya dAtavyA punar-ezAm ca BAvanA /
   brahmadaṇḍī śikhāpuṅkhā devadālī ca nīlikā // Rmañj_6.228 //	brahmadaNxI SiKApuFKA devadAlI ca nIlikA // RmaQt-_6.228 //
   vāṇaśonā nṛpataru nimbasāro vibhītakaḥ /	vANaSonA nRpataru nimba-sAraH viBItakaH /
   karañjo bhṛṅgarājaśca gāyatrī tintaḍīphalam // Rmañj_6.229 //	karaQjaH BRFgarAjaH-ca gAyatrI tintaxI-Palam // RmaQt-_6.229 //
   malayūmūlameteṣāṃ tisrastisrastu bhāvanāḥ /	malayU-mUlam-etezAm tisraH-tisraH-tu BAvanAH /
   dātavyā kuppikāṃ kṛtvā samyak saṃśoṣya cātape // Rmañj_6.230 //	dAtavyA kuppikAm kRtvA samyak saMSozya ca-Atape // RmaQt-_6.230 //
   bhāṇḍe taddhārayedbhāṇḍaṃ mudritaṃ cātha kārayet /	BANxe tat-DArayet-BANxam mudritam ca-aTa kArayet /
   yāmaṃ mandāgninā pacyāt puṭamadhye hyasau rasaḥ // Rmañj_6.231 //	yAmam manda-agninA pacyAt puwa-maDye hi-asO rasaH // RmaQt-_6.231 //
   puṇḍarīkaṃ nihantyeva nātra kāryā vicāraṇā /	puNxarIkam nihanti-eva na-atra kAryA vicAraNA /
   dvimāsābhyantare puṃsāmapathyaṃ na tu bhojayet // Rmañj_6.232 //	dvi-mAsa-aByantare puMsAm-apaTyam na tu Bojayet // RmaQt-_6.232 //
   rogāḥ sarve vilīyante kuṣṭhāni sakalāni ca /	rogAH sarve vilIyante kuzWAni sakalAni ca /
   bhānubhaktipravṛttānāṃ gurubhaktikṛtāṃ sadā // Rmañj_6.233 //	BAnu-Bakti-pravRttAnAm guru-Bakti-kRtAm sadA // RmaQt-_6.233 //
   rasendramaṃgalo nāmnā raso'yaṃ prakaṭīkṛtaḥ /	rasendramaMgalaH nAmnA rasaH-ayam prakawIkRtaH /
   anugrahāya bhaktānāṃ śivena karuṇātmanā // Rmañj_6.234 //	anugrahAya BaktAnAm Sivena karuNA-AtmanA // RmaQt-_6.234 //
   <sarveśvararasaḥ>	<sarva-ISvara-rasaH>
   mṛtatāmrābhralohānāṃ hiṅgulaṃ ca palaṃ palam /	mRta-tAmra-aBra-lohAnAm hiFgulam ca palam palam /
   jambīronmattabhārgībhiḥ snuhyarkaviṣamuṣṭibhiḥ // Rmañj_6.235 //	jambIra-unmatta-BArgIBiH snuhI-arka-viza-muzwiBiH // RmaQt-_6.235 //
   mardyaṃ hayārijair drāvaiḥ pratyekaṃ ca dinaṃ dinam /	mardyam hayAri-jEH drAvEH pratyekam ca dinam dinam /
   evaṃ saptadinaṃ mardyaṃ tadgolaṃ vastraveṣṭitam // Rmañj_6.236 //	evam sapta-dinam mardyam tad-golam vastra-vezwitam // RmaQt-_6.236 //
   vālukāyantragaṃ svedyaṃ tridinaṃ laghuvahṇinā /	vAlukAyantra-gam svedyam tri-dinam laGu-vahNinA /
   ādāya cūrṇayet sarvaṃ palaikaṃ yojayedviṣam // Rmañj_6.237 //	AdAya cUrNayet sarvam pala-ekam yojayet-vizam // RmaQt-_6.237 //
   dvipalaṃ pippalīcūrṇamiśraṃ sarveśvaraṃ rasam /	dvi-palam pippalI-cUrNa-miSram sarveSvaram rasam /
   dviguñjaṃ lehayet kṣaudrair munimaṇḍalakuṣṭhanut // Rmañj_6.238 //	dvi-guQjam lehayet kzOdrEH muni-maNxala-kuzWa-nud // RmaQt-_6.238 //
   vākucī caiva dārū ca karṣamātraṃ vicūrṇitam /	vAkucI ca-eva dArU ca karza-mAtram vicUrNitam /
   lihed eraṇḍatailena hyanupānaṃ sukhāvaham // Rmañj_6.239 //	lihet eraNxa-tElena hi-anupAnam suKa-Avaham // RmaQt-_6.239 //
   raktādhikye sirāmokṣaḥ pāde bāhau lalāṭake /	rakta-ADikye sirAmokzaH pAde bAhO lalAwake /
   kartavyo dṛṣṭirogeṣu kuṣṭhināṃ ca viśeṣataḥ // Rmañj_6.240 //	kartavyaH dRzwi-rogezu kuzWinAm ca viSezataH // RmaQt-_6.240 //
   balino bahudoṣasya vayaḥsthasya śarīriṇaḥ /	balinaH bahu-dozasya vayaHsTasya SarIriNaH /
   etatpramāṇamicchanti prasthaṃ śoṇitamokṣaṇe // Rmañj_6.241 //	etat-pramANam-icCanti prasTam SoNita-mokzaNe // RmaQt-_6.241 //
   vyabhre varṣāsu vidyāttu grīṣmakāle tu śītale /	vyaBre varzAsu vidyAt-tu grIzma-kAle tu SItale /
   hemantakāle madhyāhne śastrakālāstrayaḥ smṛtāḥ // Rmañj_6.242 //	hemanta-kAle maDyAhne Sastra-kAlAH-trayaH smRtAH // RmaQt-_6.242 //
   <taleśvararasaḥ (1)>	<taleSvara-rasaH (1)>
   karṣā dvādaśa tālasya kūṣmāṇḍarasasaṃbhṛte /	karzAH dvAdaSa tAlasya kUzmANxa-rasa-saMBRte /
   svedayed dolikāyantre yāvattoyaṃ na vidyate // Rmañj_6.243 //	svedayet dolikAyantre yAvat-toyam na vidyate // RmaQt-_6.243 //
   paścāttaṃ śoṣayetkhalve sūtaṃ karṣadvayaṃ kṣipet /	paScAt-tam Sozayet-Kalve sUtam karza-dvayam kzipet /
   gharṣayed bahudhā tattu yāvatkajjalikā bhavet // Rmañj_6.244 //	Garzayet bahuDA tat-tu yAvat-kajjalikA Bavet // RmaQt-_6.244 //
   snuhīkṣīraṃ ravikṣīraṃ chāgī gokṣuravākucī /	snuhI-kzIram ravi-kzIram CAgI gokzura-vAkucI /
   pātālagaruḍāṅkolacakramardakahijjalāḥ // Rmañj_6.245 //	pAtAlagaruxa-aFkola-cakramardaka-hijjalAH // RmaQt-_6.245 //
   kumāryunmattabhallātatriphalāmbupunarnavāḥ /	kumAri-unmatta-BallAta-triPalA-ambu-punarnavAH /
   nimbatvag ebhir bhaiṣajyaiḥ puṭanācca trayaṃ trayam // Rmañj_6.246 //	nimba-tvac eBiH BEzajyEH puwanAt-ca trayam trayam // RmaQt-_6.246 //
   ṣaṭkarṣaṃ kalikācūrṇaṃ haṇḍikāyāṃ tu dhārayet /	zaz-karzam kalikA-cUrNam haNxikAyAm tu DArayet /
   caturthāṃśamadhaḥ sthāpyaṃ madhye sthāpyaṃ tu tālakam // Rmañj_6.247 //	caturTa-aMSam-aDas sTApyam maDye sTApyam tu tAlakam // RmaQt-_6.247 //
   paścāduparicūrṇaṃ tu sarvaṃ sthāpyaṃ prayatnataḥ /	paScAt-upari-cUrNam tu sarvam sTApyam prayatnataH /
   haṇḍikāṃ kaṇṭhaparyantāṃ kumārīrasayogataḥ // Rmañj_6.248 //	haNxikAm kaNWa-paryantAm kumArI-rasa-yogataH // RmaQt-_6.248 //
