   Padmagupta (alias Parimala):	Padmagupta (aliaH Parimala):
   valite 'pi kiṃ cana dhanuḥparigrahe bhuvanatrayaprathitasāhase tvayi /	valite api kim cana DanuH-parigrahe Buvanatraya-praTita-sAhase tvayi /
   api jāyate dhṛtiviparyayo harer asureṣu kaiva gaṇanā tapasviṣu //	api jAyate DRti-viparyayaH hareH asurezu kA-eva gaNanA tapasvizu //
   PNc_10.33 //	PNc_10.33 //
   niyataṃ, narendra, vidatphaṇāmaṇi- sphuradaṃśusūtritanavātapaṃ nabhaḥ /	niyataM, narendra, vidat-PaNAmaNi sPura-daMSu-sUtrita-nava-Atapam naBaH /
   suravairivīryadṛḍhamatsaraṃ puraḥ phaṇisainyam ājibhuvi te bhaviṣyati //	sura-vEri-vIrya-dRXa-matsaram puras PaNi-sEnyam Aji-Buvi te Bavizyati //
   PNc_10.34 //	PNc_10.34 //
   adhunaiva te 'tra nijatāṃ vrajanti vā subhaṭāḥ svayaṃ vidhivaśena ke cana	aDunA-eva te atra nijatAm vrajanti vA su-BawAH svayam viDi-vaSena ke cana
   kapayaḥ purā raghupater yathā vane hanumatpataṅgatanayāṅgadādayaḥ //	kapayaH purA raGupateH yaTA vane hanumat-pataFga-tanaya-aFgada-AdayaH //
   PNc_10.35 //	PNc_10.35 //
   yad udīritaś ca purukutsakāntayā saritāsi vaṅkumunidarśanaṃ prati /	yat udIritaH ca purukutsa-kAntayA saritA-asi vaFkumuni-darSanam prati /
   pratibhāti kiṃ cana mamaiva tatra te kim u nirmukheṅgitavidas tadiṅgitam	pratiBAti kim cana mama-eva tatra te kim u nirmuKa-iFgita-vidaH tad-iFgitam
   // PNc_10.36 //	// PNc_10.36 //
   athavaika eva vibhur asy arer vadhe nanu dhāma tat sphurati śārṅgiṇas	aTavA-ekaH eva viBuH asi areH vaDe nanu DAma tat sPurati SArFgiNa-s
   tvayi /	tvayi /
   uditakrudhas tripuradāhaḍambare śaratām avāpa kila yat pinākinaḥ //	udita-kruDaH tripura-dAha-xambare SaratAm avApa kila yat pinAkinaH //
   PNc_10.37 //	PNc_10.37 //
   avalokayāmi śakunaṃ yathā tathā tad avaimi pakṣmaladṛśaḥ sabhāntare /	avalokayAmi Sakunam yaTA taTA tat avEmi pakzmala-dRSaH saBA-antare /
   na cirād upoḍḥapulakena pāṇinā kanakāravindam avataṃsayiṣyasi // PNc_10.38	na cirAt upoxHa-pulakena pANinA kanaka-aravindam avataMsayizyasi // PNc_10.38
   tvam ihaiva nātha maṇidhāmni tiṣṭha vā na hi nāma tādṛśam idaṃ prayojanam	tvam iha-eva nATa maNi-DAmni tizWa vA na hi nAma tAdRSam idam prayojanam
   asuraṃ nihatya sahasaiva tatkṣaṇād aham ānayāmi tapanīyapaṅkajam //	asuram nihatya sahasA-eva tad-kzaNAt aham AnayAmi tapanIya-paFkajam //
   PNc_10.39 //	PNc_10.39 //
   vijayī yad asmi smareṣu jitvarāḥ prabhavanti tatra tava pādapāṃsavaḥ /	vijayI yat asmi smarezu jitvarAH praBavanti tatra tava pAda-pAMsavaH /
   aruṇo yad andhatamasaṃ niṣedhati sphuritaṃ narādhipa tad arkatejasām //	aruNaH yat anDatamasam nizeDati sPuritam narADipa tat arka-tejasAm //
   PNc_10.40 //	PNc_10.40 //
   nāyakavākyam	nAyaka-vAkyam
   masṛṇoktipallavitanītivikrama- kramam ity udīrya virate ramāṅgade /	masRNA-ukti-pallavita-nIti-vikrama kramam iti udIrya virate ramAFgade /
   saḥ sarasvatīmukhararatnanūpura- dhvanipeśalaṃ nṛpatir ādade vacaḥ //	saH sarasvatI-muKara-ratna-nUpura Dvani-peSalam nRpatiH Adade vacaH //
   PNc_10.41 //	PNc_10.41 //
   tvadṛte mukhāt sukhanirastasaṃśaya- prasareyaṃ bhāratī ullasati kasya	tvad-Rte muKAt suKa-nirasta-saMSaya prasareyam BAratI ullasati kasya
   bhāratī /	BAratI /
   śaśalakṣmaṇaḥ paramakharvaśarvarī- timirachiducchalati kāntikandali //	SaSalakzmaNaH parama-Karva-SarvarI timira-Cid-u=-Calati kAnti-kandali //
   PNc_10.42 //	PNc_10.42 //
   tava vedmi pauruṣam ahaṃ tvayā vinā na vapuḥsthitiṃ kva cana kartum utsahe	tava vedmi pOruzam aham tvayA vinA na vapuH-sTitim kva cana kartum utsahe
   dhanuṣīva dīrghaguṇasaṅgate yatas tvayi me dṛḍhapraṇayavāsitaṃ manaḥ //	Danuzi-iva dIrGa-guNa-saFgate yatas tvayi me dRXa-praNaya-vAsitam manaH //
   PNc_10.43 //	PNc_10.43 //
   gamane tad ehi sahitau yatāvahe jhaṭiti triviṣṭaparipoḥ purīṃ prati /	gamane tat ehi sahitO yata-Avahe Jawiti trivizwa-paripoH purIm prati /
   apade yad udyamakathāvirodhinī na hi siddhaye bhavati dīrghasūtratā //	apade yat udyama-kaTA-viroDinI na hi sidDaye Bavati dIrGasUtra-tA //
   PNc_10.44 //	PNc_10.44 //
   śukavākyam	Suka-vAkyam
   iti pārśvavartinam udīrya maunavān abhavat sa mālavakuraṅgalāñchanaḥ /	iti pArSva-vartinam udIrya mOnavAn aBavat sa mAlava-kuraFga-lAQCanaH /
   tvarayāvatīrya saś ca ratnapañjarāt purataḥ śuko 'sya puna ity abhāṣata //	tvarayA-avatIrya saH ca ratna-paQjarAt puratas SukaH asya punas iti aBAzata //
   PNc_10.45 //	PNc_10.45 //
   śṛṇu śaṅkhacūḍaśucivaṃśabhūr ahaṃ nṛpa, ratnacūḍa iti nāgarakaḥ /	SRNu SaFKa-cUxa-Suci-vaMSa-BUH aham nRpa, ratnacUxaH iti nAgarakaH /
   udapādi kaṇvamuniśiṣyaśāpataḥ śukatā mameyam animīlitasmṛtiḥ // PNc_10.46	udapAdi kaNva-muni-Sizya-SApataH Suka-tA mama-iyam animIlita-smRtiH // PNc_10.46
   praṇayoktibhir munir atha prasedivān iti me saḥ śāpatimirāvadhiṃ vyadhāt /	praNaya-uktiBiH muniH aTa prasedivAn iti me saH SApa-timira-avaDim vyaDAt /
   vaśināṃ ruṣo matiṣu nāsate ciraṃ jalavipuṣaś ca, nṛpa, sasyasūciṣu //	vaSinAm ruzaH matizu na-Asate ciram jala-vipuzaH ca, nRpa, sasya-sUcizu //
   PNc_10.47 //	PNc_10.47 //
   tvam aphalgu neṣyasi śaśiprabhāntikaṃ navasāhasāṅkanṛpater yadā vacaḥ /	tvam aPalgu nezyasi SaSi-praBA-antikam nava-sAhasa-aFka-nRpateH yadA vacaH /
   niyataṃ bhaviṣyati tadā kumāra te śukarūparūpaparivartanotsavaḥ //	niyatam Bavizyati tadA kumAra te Suka-rUpa-rUpa-parivartana-utsavaH //
   PNc_10.48 //	PNc_10.48 //
   tad anaṅgaṣaṣṭhaśaraṃ saṃdiśa svayaṃ śanakaiḥ kim apy uragabālikāṃ prati /	tat anaFga-zazWa-Saram saMdiSa svayam SanakEs kim api uraga-bAlikAm prati /
   hṛdi yan nidhāya sahasaiva yāmy ahaṃ phaṇinām anamramaṇitoraṇāṃ purīm //	hRdi yat niDAya sahasA-eva yAmi aham PaNinAm anamra-maNi-toraNAm purIm //
   PNc_10.49 //	PNc_10.49 //
   [VAR 10.49a: {#śaraṃ/lem /em; #śara /ed}]	[VAR 10.49a: {#SaraM/lem /em; #Sara /ed}]
   ayi maunam etad avanīndra, mucyatāṃ drutam ucyatāṃ ca kim iyaṃ mayi trapā	ayi mOnam etat avani-indra, mucyatAm drutam ucyatAm ca kim iyam mayi trapA
   pṛthag asmi deva na hi te paricchadāt ucitaṃ na tan mayi rahasyagopanam //	pRTak asmi deva na hi te paricCadAt ucitam na tat mayi rahasya-gopanam //
   PNc_10.50 //	PNc_10.50 //
   nāyakavākyam	nAyaka-vAkyam
   iti valgu jalpati śuke 'tha vismayād api vismayaṃ param avāpa pārthivaḥ /	iti valgu jalpati Suke aTa vismayAt api vismayam param avApa pArTivaH /
   avadac ca pañjaram ivāsya kalpayan daśanāṃśubhiḥ sphaṭikasūcikomalaiḥ //	avadat ca paQjaram iva-asya kalpayan daSana-aMSuBiH sPawika-sUci-komalEH //
   PNc_10.51 //	PNc_10.51 //
   vipadaṃ vilokya tava duḥsahām imām ayi ratnacūḍa mama dūyate manaḥ /	vipadam vilokya tava duHsahAm imAm ayi ratnacUxa mama dUyate manaH /
   patitaṃ kukūladahane na kasya vā mṛdumālatīmukulamālyamādhaye // PNc_10.52	patitam kukUla-dahane na kasya vA mRdu-mAlatI-mukula-mAlyam-ADaye // PNc_10.52
   nāyikāṃ prati saṃdeśaḥ	nAyikAm prati saMdeSaH
   ghaṭitaṃ vidher idam ajaryam āvayor na ramāṅgadān mama sakhe 'tiricyase /	Gawitam viDeH idam ajaryam AvayoH na ramAFgadAn mama saKe atiricyase /
   idam ārya tat tvayi vimuktayantraṇo nanu saṃdiśāmi hariṇīdṛśāṃ prati //	idam Arya tat tvayi vimukta-yantraNaH nanu saMdiSAmi hariNI-dRSAm prati //
   PNc_10.53 //	PNc_10.53 //
   virate 'pi meghatimire natāṅgi me na gatāsi locanapathaṃ yadā tadā /	virate api meGa-timire nata-aFgi me na gatA-asi locana-paTam yadA tadA /
   phaṇilokabhūmim atidurgamām imām aviśaṃ tava anupadam eva sudnari //	PaNi-loka-BUmim ati-durgamAm imAm aviSam tava anupadam eva sudnari //
   PNc_10.54 //	PNc_10.54 //
   nagarīṃ tvadāttahṛdayo 'pi bhoginām aham āgato na mṛgadīrghalocane /	nagarIm tvad-Atta-hRdayaH api BoginAm aham AgataH na mRga-dIrGa-locane /
   śrutayendusūtisaritānyato hṛtaḥ sahasaiva hemaśatapatravārtayā //	SrutayA-indu-sUti-saritAni-atas hRtaH sahasA-eva hema-Satapatra-vArtayA //
   PNc_10.55 //	PNc_10.55 //
   atipāṭalādharam avāñcitaṃ hriyā smitakāntimat stimitaratnakuṇḍalam /	ati-pAwala-aDaram avAQcitam hriyA smita-kAntimat stimita-ratna-kuNxalam /
   tadapāṅgasaṅkalitalocanotpalaṃ phaṇilokakaumudi mukhaṃ smarāmi te //	tad-apAFga-saFkalita-locana-utpalam PaNi-loka-kOmudi muKam smarAmi te //
   PNc_10.56 //	PNc_10.56 //
   dvitaye dvayena sahasojjhitas tadā śaśisūtisindhupulinodare śaraḥ /	dvitaye dvayena sahasA-ujJitaH tadA SaSi-sUti-sinDu-pulina-udare SaraH /
   jagadekavibhramabhvā bhuvastale sutanu tvayā mayi ca puṣpadhanvanā //	jagat-eka-viBrama-BvA Buvastale su-tanu tvayA mayi ca puzpaDanvanAH //
   PNc_10.57 //	PNc_10.57 //
   dhṛtam ūrmihastanivahena revayā nanu phenakānti karabhoru me patat /	DRtam Urmi-hasta-nivahena revayA nanu Pena-kAnti karaBa-Uru me patat /
   viṣaye dṛśor upadaśaṃ manaḥśilā- likhitaikahaṃsamithunaṃ tavāṃśukam //	vizaye dRSoH upadaSam manaHSilA liKita-eka-haMsa-miTunam tava-aMSukam //
   PNc_10.58 //	PNc_10.58 //
   maṇikāntiluptatimire rasātale bhavatīm ihānusaratā tanūdari /	maNi-kAnti-lupta-timire rasAtale BavatIm iha-anusaratA tanu-udari /
   avalokitāny atha mayā padāni te sahasā suvarṇasikatāṅkite pathi //	avalokitAni aTa mayA padAni te sahasA suvarNa-sikata-aFkite paTi //
   PNc_10.59 //	PNc_10.59 //
   sarale jaṭhity uditakārśyadorlatā- gailtāni ratnavalayāni te mayā /	sarale jaWiti udita-kArSya-dos-latA gEltAni ratna-valayAni te mayA /
   katham apy udaśrupṛṣataṃ pade pade cakitena candramukhi vīkṣitāni ca //	kaTam api udaSru-pRzatam pade pade cakitena candra-muKi vIkzitAni ca //
   PNc_10.60 //	PNc_10.60 //
   manasā kim ālikhati kiṃ samācaraty adhunā kim induvadanā ca vakti sā /	manasA kim AliKati kim samAcarati aDunA kim indu-vadanA ca vakti sA /
   iti me 'padiśya bhavatīṃ pravṛttayā hṛdayaṃ saśalyam iva hanta cintayā //	iti me apadiSya BavatIm pravRttayA hRdayam sa-Salyam iva hanta cintayA //
   PNc_10.61 //	PNc_10.61 //
   paritāpavatyaviralocchalatprabhā- tuhinacchaṭābhir asitābjalocane /	paritApavati-avirala-ucCalat-praBA tuhina=-CawABiH asita-abja-locane /
   śaradindudīdhitikalāpasundaras tava hāra eṣa hṛdi siñcatīva mām //	Sarad-indu-dIDiti-kalApa-sundaraH tava hAraH eza hRdi siQcati-iva mAm //
   PNc_10.62 //	PNc_10.62 //
   kathaya priye nihitasāndracandana- dravaśītalojjvalakarā kucadvaye /	kaTaya priye nihita-sAndra-candana drava-SItala-ujjvala-karA kuca-dvaye /
   mama hārayaṣṭir api sā sakhīva kiṃ madanābhitāpam apaṭūkaroti te //	mama hAra-yazwiH api sA saKI-iva kim madana-aBitApam apawUkaroti te //
   PNc_10.63 //	PNc_10.63 //
   kṣaṇam apy aho patasi me śucismite na samutsukasya tava vismṛteḥ pathi /	kzaNam api aho patasi me Suci-smite na samutsukasya tava vismRteH paTi /
   jhaṭiti praviśya hṛdaye mamātra kiṃ likhitāsi padmamukhi puṣpaketunā //	Jawiti praviSya hRdaye mama-atra kim liKitA-asi padma-muKi puzpaketunA //
   PNc_10.64 //	PNc_10.64 //
   samudvahantī sravadañjanāśru- ghorotkaraśyāmitakaṅkaṇena /	samudvahantI sravat-aQjana-aSru Gora-utkara-SyAmita-kaFkaNena /
   karāravindena mukhendubimbam āpāṇḍurakṣāmakapolabhitti // PNc_10.65 //	kara-aravindena muKa-indu-bimbam ApANxura-kzAma-kapola-Bitti // PNc_10.65 //
   nave nave paṅkajinīpalāśa- mṛṇālahārādisanāthapārśve /	nave nave paFkajinI-palASa mRNAla-hAra-Adi-sanATa-pArSve /
   pravālalīlāstaraṇe niṣaṇṇā siṃhāsane manmathapārthivasya // PNc_10.66 //	pravAla-lIlA-AstaraNe nizaNNA siMhAsane manmaTa-pArTivasya // PNc_10.66 //
   bālapravālāṅkurapāṭalasya lāvaṇyaratnākarakaustubhasya /	bAla-pravAla-aFkura-pAwalasya lAvaNya-ratnAkara-kOstuBasya /
   udūṣmaṇā niḥśvasitena kāntiṃ kadarthayantī daśanacchadasya // PNc_10.67 //	udUzmaNA niHSvasitena kAntim kadarTayantI daSanacCadasya // PNc_10.67 //
   analpasaṅkalpavikalpajāla- viloḍanair na svam api smarantī /	analpa-saFkalpa-vikalpa-jAla viloxanEH na svam api smarantI /
   sasādhvasenāvirataṃ mayā tvam utprekṣyase pannagarājaputri // PNc_10.68 //	sa-sADvasena-aviratam mayA tvam utprekzyase pannaga-rAja-putri // PNc_10.68 //
   [SYNTAX: kalāpakas]	[SYNTAX: kalApakas]
   brūmaḥ kiyan naya kathaṃ cana kālam alpam atrābjapatranayane nayane	brUmaH kiyan naya kaTam cana kAlam alpam atra-abja-patra-nayane nayane
   nimīlya /	nimIlya /
   hemāmbujaṃ taruṇi tat tarasāpahṛtya devadviṣo 'yam aham āgata ity avehi //	hema-ambujam taruNi tat tarasA-apahRtya deva-dvizaH ayam aham AgataH iti avehi //
   PNc_10.69 //	PNc_10.69 //
   bhadraitad vraja ratnacūḍanibiḍapremārdram asmadvacas tasyās tatra	Badra-etat vraja ratna-cUxa-nibixa-prema-Ardram asmad-vacaH tasyAH tatra
   kuraṅgaśāvakadṛśaḥ karṇāvataṃsīkuru /	kuraFga-SAvaka-dRSaH karNa-avataMsIkuru /
   śāpānte bata vismariṣyasi bhrātas tad ekaṃ kim apy ādāya svayam eva	SApa-ante bata vismarizyasi BrAtar tat ekam kim api AdAya svayam eva
   tatprativacaḥ pārśvaṃ mamābhyeṣyasi // PNc_10.70 //	tad-prativacaH pArSvam mama-aByezyasi // PNc_10.70 //
   iti nṛpateḥ svānte kṛtvā manomṛgavāgurāṃ giram udakamannistriṃśābhe	iti nRpateH svAnte kRtvA manaH-mRga-vAgurAm giram udakamat-nistriMSa-ABe
   nabhasy aśanaiḥ śukaḥ /	naBasi aSanEH SukaH /
   ciravinihitāṃ dṛṣṭiṃ tasmān nivartya tathotsuko jhaṭiti gamane devo 'py	cira-vinihitAm dRzwim tasmAt nivartya taTA-utsukaH Jawiti gamane devaH api-
   asīt saḥ sāhasalāñchanaḥ // PNc_10.71 //	asIt saH sAhasa-lAQCanaH // PNc_10.71 //
   iti śrīmṛgāṅkadattasūnoḥ parimalāparanāmnaḥ padmaguptasya kṛtau	iti SrI-mRgAFka-datta-sUnoH parimala-apara-nAmnaH padmaguptasya kRtO
   navasāhasāṅkacarite mahākāvye ratnacūḍasaṃpreṣaṇo nāma daśamaḥ sargaḥ	nava-sAhasa-aFka-carite mahAkAvye ratnacUxa-saMprezaNaH nAma daSamaH sargaH
   ekādaśaḥ sargaḥ	ekAdaSaH sargaH
   śatrujayārthaṃ prasthānam	Satru-jaya-arTam prasTAnam
   atha bibhrat sarāgeṇa hṛdayena kṛśodarīm /	aTa biBrat sa-rAgeNa hRdayena kRSa-udarIm /
   saḥ pratasthe mahīnāthaḥ kareṇa ca dhanurlatām // PNc_11.1 //	saH pratasTe mahInATaH kareNa ca DanuH-latAm // PNc_11.1 //
   indranīlapratolītaḥ sa nirgacchan patiḥ śriyaḥ /	indranIla-pratolItaH sa nirgacCan patiH SriyaH /
   tatkāntiśyāmatāṃ gatvā kṣaṇaṃ kṛṣṇa ivābabhau // PNc_11.2 //	tad-kAnti-SyAma-tAm gatvA kzaNam kRzNaH iva-AbaBO // PNc_11.2 //
   āsannapadmasarasā kusumānamraśākhinā /	Asanna-padma-sarasA kusuma-Anamra-SAKinA /
   so narmadopadiṣṭena gantuṃ pravavṛte pathā // PNc_11.3 //	saH narmadA-upadizwena gantum pravavRte paTA // PNc_11.3 //
   yāntam ekāntaśiśirāḥ samīrās taṃ siṣevire /	yAntam ekAnta-SiSirAH samIrAH tam sizevire /
   elālavaṅgakaṅkola- jātīphalasugandhayaḥ // PNc_11.4 //	elA-lavaFga-kaFkola jAtIPala-suganDayaH // PNc_11.4 //
   cakras tasyānilasparśa- kvaṇatkāñcanapallavāḥ /	cakraH tasya-anila-sparSa kvaNat-kAQcana-pallavAH /
   mauktikastabakasmerā vismayaṃ ratnavīrudhaḥ // PNc_11.5 //	mOktika-stabakasmerAH vismayam ratna-vIruDaH // PNc_11.5 //
   amandamārutākṣepa- muktamuktāphalacchalāt /	amanda-mAruta-Akzepa mukta-muktAPala=-CalAt /
   caladvaṃśalatā mūrdhni tasya lājān ivākiran // PNc_11.6 //	calat-vaMSa-latA mUrDni tasya lAjAn iva-Akiran // PNc_11.6 //
   agalan kusumavyājāt tasminn abhyarṇagāmini /	agalan kusuma-vyAjAt tasmin aByarNa-gAmini /
   pātālakalpavṛkṣāṇām ānandāśrulavā iva // PNc_11.7 //	pAtAla-kalpavRkzANAm Ananda-aSru-lavAH iva // PNc_11.7 //
   aravindamukhakroḍa- krīḍanmukharaṣaṭpadā /	aravinda-muKa-kroxa krIxat-muKara-zawpadA /
   anāmayam ivāpṛcchat tam abhyāgatam abjinī // PNc_11.8 //	anAmayam iva-apRcCat tam aByAgatam abjinI // PNc_11.8 //
   śaśiprabhākṣivistāra- saṃvādinyaḥ pade pade /	SaSi-praBA-akzi-vistAra saMvAdinyaH pade pade /
   taṃ kim apy ārdratāṃ ninyur araṇyahariṇīdṛśaḥ // PNc_11.9 //	tam kim api Ardra-tAm ninyuH araNya-hariNI-dRSaH // PNc_11.9 //
   upayuktāmṛtaspardhi- nārikelaphalodakān /	upayukta-amRta-sparDi nArikela-Pala-udakAn /
   āsvāditalavāṅgailā- pūganāgalatādalān // PNc_11.10 //	AsvAdita-lava-aFga-elA pUga-nAga-latA-dalAn // PNc_11.10 //
   śayyīkṛtātanusvarṇa- kadalībālapallavān /	SayyIkRtA-tanu-svarNa kadalI-bAla-pallavAn /
   viṣṭarīkṛtavistīrṇa- candrakāntaśilātalān // PNc_11.11 //	vizwarIkRta-vistIrNa candrakAnta-SilA-talAn // PNc_11.11 //
   tatkālocitakartavya- vyāvṛttaikaramāṅgadān /	tad-kAla-ucita-kartavya vyAvRtta-ekarama-aFgadAn /
   āvṛttivihitapreyaḥ- phaṇirājasutākathān // PNc_11.12 //	AvRtti-vihita-preyaH PaNi-rAja-sutA-kaTAn // PNc_11.12 //
   hṛdayanyastakarpūra- mṛṇālanalinīdalān /	hRdaya-nyasta-karpUra mRNAla-nalinI-dalAn /
   puṃḥkokilakulollāpa- janitasmarasañjvarā // PNc_11.13 n //	puMHkokila-kula-ulla-apa janita-smara-saQjvarAH // PNc_11.13 n //
   jāmbūnadalatāgulma- vihitāśrayasauhṛdān /	jAmbUnada-latA-gulma vihita-ASraya-sOhRdAn /
   gacchan sas tatra kati cin nivāsān vyadhitādhvani // PNc_11.14 //	gacCan saH tatra kati cit nivAsAn vyaDita-aDvani // PNc_11.14 //
   [SYNTAX: kulakam]	[SYNTAX: kulakam]
   vaṅkumunyāśramaprāptiḥ	vaFkumunI-ASrama-prAptiH
   saṃprāpa pṛthivīpālaḥ kālena kiyatāpy atha /	saMprApa pRTivIpAlaH kAlena kiyatA-api aTa /
   saḥ kūlopāntavicaran- yaṅku vaṅkutapovanam // PNc_11.15 //	saH kUla-upAnta-vicaran yaFku vaFku-tapaH-vanam // PNc_11.15 //
   āśramavarṇanam	ASrama-varNanam
   hṛtaṃ kutūhalenālaṃ tadālokanajanmanā /	hRtam kutUhalena-alam tad-Alokana-janmanA /
   patiṃ madhyamalokasya taṃ jagāda ramāṅgadaḥ // PNc_11.16 //	patim maDyama-lokasya tam jagAda ramAFgadaH // PNc_11.16 //
   sīmā satītiśabdasya sakuśāṅkālpapallavā /	sImA satIti-Sabdasya sa-kuSa-aFka-alpa-pallavAH /
   maithilīva śriyaṃ dhatte kām apy āśramabhūr iyam // PNc_11.17 //	mETilI-iva Sriyam Datte kAm api ASrama-BUH iyam // PNc_11.17 //
   ito vānti havir dhūma- latālasyapradā ime /	itas vAnti haviH DUma latA-Alasya-pradAH ime /
   marutaḥ pāvanāḥ pakva- puroḍāśasugandhayaḥ // PNc_11.18 //	marutaH pAvanAH pakva puroxASa-suganDayaH // PNc_11.18 //
   ito hiraṇmayī bhūmis taravo hemavalkalāḥ /	itas hiraNmayI BUmiH taravaH hema-valkalAH /
   unnidrahemapadmāni payāṃsīva pade pade // PNc_11.19 //	unnidra-hema-padmAni payAMsi-iva pade pade // PNc_11.19 //
   kākapakṣāṅkamūrdhānaḥ paśyaite guruśikṣayā /	kAkapakza-aFka-mUrDAnaH paSya-ete guru-SikzayA /
   baṭavaḥ khaṇḍayanty atra samidhaś ca padāni ca // PNc_11.20 //	bawavaH KaNxayanti atra samiDaH ca padAni ca // PNc_11.20 //
   anayā sāma gāyantyā svarasaṃśayavān ayam /	anayA sAma gAyantyA svara-saMSayavAn ayam /
   itaḥ karoti kalahaṃ śukaḥ sārikayā samam // PNc_11.21 //	itas karoti kalaham SukaH sArikayA samam // PNc_11.21 //
   idam atrādbhutaṃ paśya madaklinnaṃ gajasya yat /	idam atra-adButam paSya mada-klinnam gajasya yat /
   gaṇḍalekhāṃ nakhāgreṇa śanaiḥ kaṇḍūyate hariḥ // PNc_11.22 //	gaNxa-leKAm naKa-agreNa SanEs kaNxUyate hariH // PNc_11.22 //
   prabhāmaṇḍalaparyasta- tamasaḥ śataśaḥ pathi /	praBA-maNxala-paryasta tamasaH SataSas paTi /
   tavāpatanti pātāla- ravayo 'mī maharṣayaḥ // PNc_11.23 //	tava-apatanti pAtAla ravayaH amI mahA-RzayaH // PNc_11.23 //
   eṣāṃ dvitayam etābhiḥ kapilābhir alaṅkṛtam /	ezAm dvitayam etABiH kapilABiH alaFkRtam /
   uṭajaprāṅgaṇaṃ gobhir jaṭābhir abhitaḥ śiraḥ // PNc_11.24 //	uwaja-prAFgaNam goBiH jawABiH aBitas SiraH // PNc_11.24 //
   ito gātraparāvṛtti- bhagnāsthi puruṣetarān /	itas gAtra-parAvRtti Bagna-asTi puruza-itarAn /
   muneḥ śayyākuśān atti bālaḥ kastūrikāmṛgaḥ // PNc_11.25 //	muneH SayyA-kuSAn atti bAlaH kastUrikA-mRgaH // PNc_11.25 //
   ito 'py ayam ṛṣiḥ paśya japāpāṭalayānayā /	itas api ayam RziH paSya japA-pAwalayA-anayA /
   gavānugamyate sāyaṃ saṃdhyeva divākaraḥ // PNc_11.26 //	gavAnugamyate sAyam saMDyA-iva divAkaraH // PNc_11.26 //
   sahasaivātithiḥ prāptaḥ ko 'py ayaṃ bhavatām iti /	sahasA-eva-atiTiH prAptaH kaH api ayam BavatAm iti /
   eṣa praty uṭajaṃ vakti sasaṃbhramam ayaṃ śukaḥ // PNc_11.27 //	eza prati uwajam vakti sa-saMBramam ayam SukaH // PNc_11.27 //
   ataḥ saṃprati vīkṣante kautukottānitekṣaṇāḥ /	atas saMprati vIkzante kOtuka-uttAnita-IkzaNAH /
   tvām indum iva paryāpta- maṇḍalaṃ munikanyakāḥ // PNc_11.28 //	tvAm indum iva paryApta maNxalam muni-kanyakAH // PNc_11.28 //
   bhūdattasmarasāmrājyaṃ mukhaśrītarjitendu ca /	BUdatta-smara-sAmrAjyam muKa-SrI-tarjita-indu ca /
   āsām indīvarākṣīṇām alaṅkāro navaṃ vayaḥ // PNc_11.29 //	AsAm indIvara-akzINAm alaFkAraH navam vayaH // PNc_11.29 //
   muktāstraḥ strīṣu kandarpo devātrānuśayād iva /	mukta-astraH strIzu kandarpaH deva-atra-anuSayAt iva /
   śaṅke saṃtyajya kodaṇḍam āttadaṇḍas tapasyati // PNc_11.30 //	SaFke saMtyajya kodaNxam Atta-daNxaH tapasyati // PNc_11.30 //
   vaṅkumunidarśanam	vaFkumuni-darSanam
   tasminn ityuktavaty eva tathā savidhavartmani /	tasmin iti-uktavatI eva taTA saviDa-vartmani /
   tataḥ pṛthvīśaśāṅkena vaṅkumunir adṛśyata // PNc_11.31 //	tatas pRTvI-SaSAFkena vaFku-muniH adRSyata // PNc_11.31 //
