   Table of the Contents	Table of Te Contents
   BJ_17.13b/.kathita.kalānām.avikala.dātā.śaśivad.ato.anye.ity.anuparicintyāḥ//(bhramaravilasita)E17	BJ_17.13b/.kaTita.kalA-nAm.a-vikala.dAtA-a.-SaSi-vat-.ato.anye.iti-.anuparicintya-aH//(Bramara-vilasita-)E17
   BJ_18.rāśiśīla	Bu-_18.rASi-SIla
   BJ_18.01a/.prathitaś.caturo.aṭano.alpa.vittaḥ.kriyage.tv.āyudha.bhṛd.vituṅga.bhāge/	BJ_18.01a/.-praTita-S.caturo.awanaH-.alpa.-vittaH.-kriyage.tv.A-AyuDa-.-BRt-.vituFga.BAge/
   BJ_18.01b/.gavi.vastra.sugandha.paṇya.jīvī.vanitād.viṭ.kuśalaś.ca.go.yava.ādye//(aupacchandasika)	BJ_18.01b/.ga-vi.vastra.-suganDa.-paNya.-jIvI.-vanitA-d.viw.-kuSala-S.ca.-go.yava.Adye//(OpacCan-dasika)
   BJ_18.02a/.vidyā.jyotiṣa.vittavān.mithunage.bhānau.kulīre.sthite.tīkṣṇo.asvaḥ.para.kārya.kṛc.chrama.patha.kleśaiś.ca.saṃyujyate/	Bu-_18.02a/.vidyA.-jyotiza.-vittavAn-.miTuna-ge.BAnO.-kulIre.-sTite.-tIkzNaH-.a-svaH.para.-kArya.-kRc.-Srama.-paTa.-kleSa-ES.ca.-saMyujyate/
   BJ_18.02b/.siṃhasthe.vana.śaila.go.kula.ratir.vīrya.anvito.ajñaḥ.pumān.kanyāsthe.lipi.lekhya.kāvya.gaṇita.jñāna.anvitaḥ.strī.vapuḥ//(śā.vi)	BJ_18.02b/.siMha-sTe.vana.-SEla.-go.kula-.ratiH-.vIrya-.anvito.a-jQaH.pumAn.kanyA-asTe.li-pi.leKya.-kAvya.-gaNita.-jQAna-.anvitaH.-strI.vapuH/
   BJ_18.03a/.jātas.taulini.sauṇḍiko.adhvani.rato.hairaṇyako.nīca.kṛt.krūraḥ.sāhasiko.viśa.arjita.dhanaḥ.śastra.antago.ali.sthite/	BJ_18.03a/.jAta-s.tOli-ni.-sONxi-ko.a-Dvani.ra-to.-hEraNya-ko.nI-ca.kRt.-krUraH.sAhasi-ko.viSa-.arjita.-DanaH.Sastra.anta-gaH-.ali.-sTite/
   BJ_18.03b/.sat.pūjyo.dhanavān.dhanur.dhara.gate.tīkṣṇo.bhiṣak.kāruko.nīco.ajñaḥ.kuvaṇiṅ.mṛge.alpa.dhanavāṃl.labdho.anya.bhāgyair.rataḥ//(śā.vi)	BJ_18.03b/.sat.pUjyo.DanavAn-.DanuH-.Dara.-gate.-tIkzNaH-.Bizak.-kAru-ko.nI-co.a-jQaH-.kuvaNiF.-mRge.alpa.-Danava-anl.labDa-u.anya.BAgyEH-.rataH/
   BJ_18.04a/.nīco.ghaṭe.tanaya.bhāgya.pariccyuto.asva.stoya.uttha.paṇya.vibhavo.banitād.ṛto.antye/	Bu-_18.04a/.nI-co.Gawe.tanaya.-BAgya.-pariccyuto.a-sva.H-toya-.utTa.-paNya.-viBava-u.banitAt-.RtaH-.antye/
   BJ_18.04b/.nakṣatra.mānava.tanu.pratime.vibhāge.lakṣma.ādiśet.tuhina.raśmi.dina.īśa.yukte//(va.ti)	BJ_18.04b/.nakzatra.mAnava.tanu.-pratime.-viBAge.-lakzma.Adi-Set.-tu-hina.-raSmi.dina-.ISa.-yukte//(va.ti)
   BJ_18.05a/.nara.pati.sat.kṛto.aṭanaś.camūpa.vaṇik.sa.dhanaḥ.kṣata.tanuś.caura.bhūri.viṣayāṃś.ca.kujaḥ.sva.gṛhe/	Bu-_18.05a/.nara.-pati.-sat.-kRtaH-.awana-S.camU-pa.vaNik.-sa.DanaH-.-kzata.-tanu-S.cOra.-BUri.vizaya-aMS.ca.kujaH.sva.gRhe/
   BJ_18.05b/.yuvati.jitān.suhṛtsu.viṣamān.para.dāra.ratān.kuhaka.suveṣa.bhīru.paurṣān.sita.bhe.janayet//(troṭaka)	Bu-_18.05b/.yuvati.jita-an.suhRd-su.-viza-mAn.para.dAra-.-rata-an.kuhaka.su-veza.-BIru.-pOrzAn-.sita.Be.janayet//(trowaka)
   BJ_18.06a/.baudhe.asahas.tanayavān.visuhṛt.kṛtajño.gāndharva.yuddha.kuśalaḥ.kṛpaṇo.abhayo.arthī/	BJ_18.06a/.bODe.a-saha-s.tana-ya-vAn-.visuhRt.-kRtajQo.gAnDarva.-yudDa.-kuSalaH.-kRpaNaH-.aBayo.arTI/
   BJ_18.06b/.cāndre.arthavān.salila.yāna.samarjita.svaḥ.prājñaś.ca.bhūmi.tanaye.vikalaḥ.khalaś.ca//(va.ti)	BJ_18.06b/.cAndre.arTavAn-.salila.yAna.-samarjita.-svaH.-prAjQa-S.ca.BUmi.tanaye.-vikalaH.Kala-H-.ca//(va.ti)
   BJ_18.07a/.niḥsvaḥ.kleśa.saho.vana.antara.caraḥ.siṃhe.alpa.dārā.ātmajo.jaive.na.eka.ripur.nara.indra.sacivaḥ.khyāto.abhaya.alpa.ātmajaḥ/	Bu-_18.07a/.-niHsvaH.-kleSa.-saho.vana.antara.-caraH.siMhe.alpa.dArA.-AtmajaH-.-jEve.na-.eka-.ripuH-.-nara.indra.-sacivaH-.KyAtaH-.aBaya-.alpa.At
   BJ_18.07b/.duḥkha.arto.vidhano.aṭano.anṛta.ratas.tīkṣṇaś.ca	BJ_18.07b/.-duHKa-.arto.viDana-u.awano.anRta-.ratas.tIkzNa-S.ca
   kumbha.sthite.bhaume.bhūri.dhana.ātmajo.mṛga.gate.bhūpo.atha.vā.tat.samaḥ//(ā.vi)	kumBa.-sTite.-BOme.BUri.Dana.a-Atmajo.-mRga.-gate.-BUpaH-.aTa-.vA.tat.-samaH//(A.-vi)
   BJ_18.08a/.dyūta.ṛṇa.pāna.rata.nāstika.caura.niḥsvāḥ.kustrīka.kūṭakṛd.asatya.ratāḥ.kuja.ṛkṣe/	Bu-_18.08a/.dyUta-.RNa.-pAna-.rata.-nAstika.cOra.-niHsvAH-.-ku-strI-ka.kUwa-kRt-.asati-a.ratAH.-kuja-.Rkze/
   BJ_18.08b/.ācārya.bhūri.suta.dāra.dhana.arjana.iṣṭāḥ.śaukre.vadāny.aguru.bhakti.ratāś.ca.saumye//(va.ti)	BJ_18.08b/.AcArya.-BUri.-su-ta.dAra.-Dana-.arjana-.izwAH.SOkre.vadAny.a-guru.-Bakti.rata-aS.ca.-sOmye//(va.ti)
   BJ_18.09a/.vikatthanaḥ.śāstra.kalā.vidagdhaḥ.priyaṃvadaḥ.saukhya.ratas.tṛtīye/	Bu-_18.09a/.vikatTanaH.SAstra.kalA.-vidagDaH.-priyaMvadaH.-sOKya-.rata-s.tRtIye/
   BJ_18.09b/.jala.arjita.svaḥ.sva.janasya.śatruḥ.śaśa.aṅkaje.śīta.kara.ṛkṣa.yukte//(upendravajrā)	BJ_18.09b/.jala-.arjita.-svaH.su-a.-janasya.SatruH.Sa-Sa.aFkaje.-SIta.kara-.Rkza.-yukte/-/-(upendra-vajrA)
   BJ_18.10a/.strī.dveṣyo.vidhana.sukha.ātmajo.aṭano.ajñaḥ.strī.lolaḥ.sva.paribhavo.arka.rāśige.jñe/	BJ_18.10a/.-strI.-dvezyaH-.viDana.-suKa.a-AtmajaH-.awano.a-jQaH.-strI.-lolaH.-sva.-pariBavaH-.arka-.rASi-ge.jQe/
   BJ_18.10b/.tyāgī.jñaḥ.pracura.guṇaḥ.sukhī.kṣamāvān.yukti.jño.vigata.bhayaś.ca.ṣaṣṭha.rāśau//(praharṣiṇī)	BJ_18.10b/.tyAgI.-jQaH.-pracura.-guNaH.-suKI.-kzamAvAn-.yukti-.jQaH-.-vigata.-Baya-S.ca.-zazWa.rASO//(-praharziNI)
   BJ_18.11a/.para.karma.kṛd.asva.śilpa.buddhī.ṛṇavān.viṣṭi.karo.budhe.arkaja.ṛkṣe/	BJ_18.11a/.para.karma-.kRd.a-sva.-Silpa.-budDI-.RNavAn-.vizwi.karo.-buDe.-arka-ja-.Rkze/
   BJ_18.11b/.nṛpa.satkṛta.paṇḍita.āpta.vākyo.navame.antye.jita.sevaka.antya.śilpaḥ//(aupacchandasika)	BJ_18.11b/.nRpa.-satkRta.-paNxita-.Apta.-vAkyaH-.navame.antye.jita.-sevaka.antya.-SilpaH//(OpacCandasika)
   BJ_18.12a/.senā.nirbahu.vitta.dāra.tanayo.dātā.subhṛtyaḥ.kṣamī.tejo.dāra.guṇa.anvitaḥ.sura.gurau.khyātaḥ.pumān.kauja.bhe/	Bu-_18.12a/.senA.-nirbahu.-vid-ta.-dAra-.tanaya-u.dAtA.-su-BRtyaH-.kzamI.-tejaH-.-dAra.-guNa.anvitaH.-sura.-gurO.KyAtaH.pumAn-.ka-oja.-Be/
   BJ_18.12b/.kalpa.aṅgaḥ.sa.dhana.artha.mitra.tanayas.tyāgī.priyaḥ.śaukra.bhe.baudhe.bhūri.paricchada.ātmaja.suhṛt.sācivya.yuktaḥ.sukhī//(śā.vi)	BJ_18.12b/.kalpa-.aFgaH.-sa.Dana-.arTa.mitra-.tanaya-s.tyAgI.-priyaH.SOkra.Be.-bODe.-BUri.-paricCada.A-Atmaja.-suhRt.-sAci-vya.-yuktaH.-suKI//(
   BJ_18.13a/.cāndre.ratna.suta.sva.dāra.vibhava.prajñā.sukhair.anvitaḥ/siṃhe.syād.bala.nāyakaḥ.sura.gurau.proktaṃ.ca.yac.canra.bhe//	Bu-_18.13a/.cAndre.ratna.-suta.-sva.dAra.-viBava.-prajQA.-suKEH-.anvitaH/-siMhe.-syAt-.bala.nAyakaH.sura.-gurO.-proktan.ca.ya-c.canra.Be//
   BJ_18.13b/.sva.ṛkṣe.māṇḍaliko.nara.indra.sacivaḥ.senāpatir.vā.dhanī/kumbhe.karkaṭavat.phalāni.makare.nīco.alpa.vitto.asukhī//(śā.vi)	BJ_18.13b/.su-a-.Rkze.-mANxali-ko.nara.indra.-sacivaH.-senApatiH-.vA.DanI/-kumBe.-karkawavat.-Pala-ani.makare.nIcaH-.alpa.-vitto.a-suKI//(SA.vi
   BJ_18.14a/.para.yuvati.ratas.tad.artha.vādair.hṛta.vibhavaḥ.kula.pāṃsanaḥ.kuja.ṛkṣe/	BJ_18.14a/.para.-yuvati-.ratas.-tad-.arTa.vAdEH-.hRta.-viBavaH.kula.pAMsanaH.-kuja-.Rkze/
   BJ_18.14b/.sva.bala.mati.dhano.nara.indra.pūjyaḥ.sva.jana.vibhuḥ.prathito.abhayaḥ.site.sve//(puṣpitāgrā)	BJ_18.14b/.sva.bala.mati.-Dano.-nara.indra.-pUjyaH.su-a.jana.-viBuH.-praTitaH-.aBayaH.-site.-sve//(-puzpita-agrA)
   BJ_18.15a/.nṛpa.kṛtya.karo.arthavān.kalāvin.mithune.ṣaṣṭha.gate.atinīca.karmā.	Bu-_18.15a/.-nRpa.kRtya.-karo.arTa-vAn-.kalA-vin.miTune.-zazWa.-gate.ati-nIca.karmA.
   BJ_18.15b/.ravija.ṛkṣa.gate.amara.ari.pūjye.subhagaḥ.strī.vijito.rataḥ.kunāryyām//(aupacchandasika)	BJ_18.15b/.ravija-.Rkza.-gate.amara-.ari.-pUjye.-suBagaH.H-trI.-vijitaH-.rataH.-kunAryI-Am//(OpacCandasika)
   BJ_18.16a/.dvi.bhāryo.arthī.bhīruḥ.prabala.mada.śokaś.ca.śaśi.bhe.harau.yoṣā.āpta.arthaḥ.pravara.yuvatir.manda.tanayaḥ/	Bu-_18.16a/.dvi.BAryA-u.arTI.BIruH.prabala.-mada.Soka-S.ca.SaSi.-Be.harO.-yoza-a.Apta-.arTaH.-pravara.yuvatiH-.manda-.tanayaH/
   BJ_18.16b/.guṇaiḥ.pūjyaḥ.sa.svas.turaga.sahite.dānava.gurau.jhaṣe.vidvān.āḍhyo.nṛpa.janita.pūjo.atisubhagaḥ//(śikhariṇī)	BJ_18.16b/.guNEH.pUjyaH.sa.svas.-turaga.-sahiteH-dAnava.-gurO.-Jaze.-vidvAn.AXyo.nRpa.-janita.-pUjo.ati-suBagaH//(SiKariNI)
   BJ_18.17a/.mūrkho.aṭanaḥ.kapaṭavān.visuhṛd.yame.aje.kīṭe.tu.bandha.vadha.bhāk.capalo.aghṛṇaś.ca/	BJ_18.17a/.-mUrKaH-.awa-naH.ka-pawavAn-.visu-hRd.yam-e.a-je.-kIwe.tu.banDa-.vaDa.-BAk.-capalaH-.a-GRNa-S.ca/
   BJ_18.17b/.nihrīr.sukha.artha.tanayaḥ.skhalitaś.ca.lekhye.rakṣā.patir.bhavati.mukhya.patiś.ca.baudhe//(va.ti)	Bu-_18.17b/.nihrIr.-suKa-.arTa-.tanayaH.-sKalita-S.ca.-leKye.-rakzA.-patiH-.Bavati.muKya-.pati-S.ca.-bODe//(va.ti)
   BJ_18.18a/.varjya.strī.iṣṭo.na.bahu.vibhavo.bhūri.bhāryo.vṛṣasthe.khyātaḥ.sva.ucce.gaṇa.pura.bala.grāma.pūjyo.arthavāṃś.ca.karkiṇy.asvo.vikala.daśano.mātṛ.hīno.asuto.ajñaḥ.siṃhe.anāryo.bisukha.tanayo.viṣṭi.kṛt.sūrya.putre//(mandākrāntā)	BJ_18.18a/.varjya.-strI-.izwaH-.na.-bahu.-viBava-u.BUri.BAryo.vRza-sTe.-KyAtaH.-sva.ucce.-gaNa.-pura.bala.-grAma.-pUjyaH-.arTavAMS.ca.-karkiNy.a-H-
   BJ_18.19a/.svantaḥ.pratyayito.nara.indra.bhavane.sat.putra.jāyā.dhano.jīva.kṣetra.gate.arkaje.pura.bala.grāma.agra.netā.atha.vā/	Bu-_18.19a/.su-antaH.-pratyayito.-nara-.indra.-Bavane.-sat.putra.-jAyA-a.Dano.-jIva.kzetra.-gate.arka-je.-pura.bala.-grAma.agra.netA.aTa-.vA/
   BJ_18.19b/.anya.strī.dhana.saṃvṛtaḥ.pura.bala.grāma.agraṇīr.manda.dṛk.sva.kṣetre.malinaḥ.sthira.artha.vibhavo.bhoktā.ca.jātaḥ.pumān//(śā.vi)	Bu-_18.19b/.anya.-strI.Dana.-saMvRtaH.-pura.-bala-.grAma.agraNIH-.manda.dRk.-sva.kzetre.malinaH.-sTira-.arTa.-viBava-u.BoktA.-ca.jAtaH.pumAn/
   BJ_18.20a/.śiśira.kara.samāgama.īkṣaṇānāṃ.sadṛśa.phalaṃ.pravadanti.lagna.jātam/	Bu-_18.20a/.SiSira.kara.-samAgama-.IkzaNAnAM.-sadRSa.-Palan.pravadanti.-lagna.-jAtam/
   BJ_18.20b/.phalam.adhikam.idaṃ.yad.atra.bhāvād.bhavana.bha.nātha.guṇair.vicintanīyam//(puṣpitāgrā)E18	BJ_18.20b/.Palam-.aDikam-.idaM.yat-.atra.BAvAt-.Bava-na.Ba.nATa.-guNEH-.vicintanIyam//(-puzpita-agrA)E18
   BJ_19.duṣṭiphala	Bu-_19.duzwi-Pala
   BJ_19.01a/.candre.bhūpa.budhau.nṛpa.upama.guṇī.steno.adhanaś.ca.ajage.niḥsvaḥ.stena.nṛ.mānya.bhūpa.dhaninaḥ.preṣyaḥ.kuja.ādyair.gavi/	Bu-_19.01a/.candre.BU-pa.buDO.-nRpa-.upama.guNI.H-tena-u.a-Dana-S.ca-.ajage.niHsvaH.H-tena.-nR.mAnya.BU-pa.DaninaH.-prezyaH-.kuja.AdyEH-.gavi/
   BJ_19.01b/.nṛsthe.ayo.vyavahāri.pārthiva.budhābhis.tantu.vāyo.adhano.sva.ṛkṣe.yoddhṛ.kavi.jña.bhūmi.patayo.ayo.jīvi.dṛg.rogiṇau//(śā.vi)	BJ_19.01b/.nRsTe.ayo.-vyavahAri.-pArTiva.buDa-aBis.tantu.-vAyaH-.aDano.-sva-.Rkze.ya-udDR.ka-vi.jQa.-BUmi.-patayo.ayaH-.jIvi.dRS-.rogiNO//(SA.vi
   BJ_19.02a/.jyotir.jña.āḍhya.nara.indra.nāpita.nṛ.pakṣma.īśā.budha.ādyair.harau.tad.vad.bhūpa.camūpa.naipuṇa.yutāḥ.ṣaṣṭhe.aśubhaiḥ.stry.āśrayaḥ/	Bu-_19.02a/.jyotir.jQa.AXya.-nara-.indra.nApita.-nR.pakzma-.ISA.-buDa.a-AdyEH-.harO.-tad-.vat-.BUpa.-camUpa.-nEpuNa-.yutAH.zazWe.a-SuBEH.strI-.A
   BJ_19.02b/.jūke.bhūpa.suvarṇa.kāra.vaṇijaḥ.śeṣa.īkṣite.naikṛtī.kīṭe.yugma.pitā.nataś.ca.rajako.vyaṅgo.adhano.bhūpatiḥ//(śā.vi)	BJ_19.02b/.jUke.-BUpa.-suvarNa.kAra.vaNijaH.Seza-.Ikzite.nEkRtI.-kIwe.yugma.-pitA.nata-S.ca.-rajakaH-.-vyaFgaH-.aDano.-BUpatiH//(SA.vi)
   BJ_19.03a/.jñāty.urvī.īśa.jana.āśrayaś.ca.turage.pāpaiḥ.sad.ambhaḥ.śaṭhaś.ca.atyurvī.īśa.nara.indra.paṇḍita.dhanī.dravya.ūna.bhūpo.mṛge/	BJ_19.03a/.jQAti-.urvI.I-Sa.-jana-.ASraya-S.ca.turage.-pApEH.sat-.amBaH.-SaWa-S.ca.atyurvI.-ISa.-nara-.indra.-paNxita.DanI.-dravya-.Una.-BUpaH-.m
   BJ_19.03b/.bhūpo.bhūpa.samo.anya.dāra.nirataḥ.śeṣaiś.ca.kumbha.sthite.hāsyajño.nṛpatir.budhaś.ca.jhaṣage.pāpaś.ca.pāpa.īkṣite//(śā.vi)	BJ_19.03b/.BUpaH-.BUpa.-samo.a-nya.dAra.-nirataH.-Seza-ES.ca.-kumBa.-sTite.-hAsya-jQaH-.nRpatiH-.buDa-S.ca.-Jaza-ge.pApa-S.ca.-pApa-.Ikzite//(SA.vi)
   BJ_19.04a/.horā.īśa.ṛkṣa.dala.āśritaiḥ.śubha.karo.dṛṣṭaḥ.śaśī.tad.gatas.try.aṃśe.tat.patibhiḥ.suhṛd.bhavanagair.vā.vīkṣitaḥ.śasyate/	Bu-_19.04a/.horA.ISa-.Rkza.-dala.ASritEH.SuBa.karo.-dRzwaH.SaSI.-tad.-gata-s.tri-.aMSe.-tat.patiBiH.-suhRd-.Bavana-gEH-.vA.vIkzitaH.Sasyate/
   BJ_19.04b/.yat.proktaṃ.prati.rāśi.vīkṣaṇa.phalaṃ.tad.dvādaśa.aṃśe.smṛtaṃ.sūrya.udyair.avalokite.api.śaśini.jñeyaṃ.nava.aṃśeṣv.ataḥ//(śā.vi)	Bu-_19.04b/.yat.-proktaM.prati.rASi.-vIkzaNa.-Palan.tad.-dvAdaSa-.aMSe.-smRtaM.sUrya-.udyEH-.avalokite.api.SaSini.-jQeyaM.nava.aMSezu-.ata
   BJ_19.05a/.ārakṣiko.vadha.ruchiḥ.kuśalo.niyuddhe.bhūpo.arthavān.kalaha.kṛt.kṣitija.aṃśa.saṃsthe/	Bu-_19.05a/.a-ArakzikaH-.vaDa.-ruCiH.-kuSala-u.niyudDe.-BUpaH-.arTavAn-.kalaha.-kRt.-kziti-ja.aMSa.-saMsTe/
   BJ_19.05b/.mūrkho.anya.dāra.nirataḥ.sukaviḥ.sita.aṃśe.sat.kāvya.kṛt.sukha.paro.anya.kalatragaś.ca//(va.ti)	BJ_19.05b/.mUrKaH-.anya.dAra.-nirataH.-suka-viH.sita-.aMSe.-sat.kA-vya.kRt.-suKa.-paraH-.anya.-kalatragaS.ca//(va.ti)
   BJ_19.06a/.baudhe.hi.raṅga.cara.caura.kavi.indra.mantrī.geya.jña.śilpa.nipuṇaḥ.śaśini.sthite.aṃśe/	BJ_19.06a/.bODe.-hi.raFga.cara.-cOra.ka-vi.indra.-mantrI.-geya-.jQa.-Silpa.-nipuNa-H.SaSini.sTite.aMSe/
   BJ_19.06b/.sva.aṃśe.alpa.gātra.dhana.lubdha.tapasvi.mukhyaḥ.strīpo.apy.akṛtya.nirataś.ca.nirīkṣyamāṇaṃ//(va.ti)	BJ_19.06b/.sva.aMSe.alpa.-gAtra.Dana.-lubDa.tapa-svi.muKyaH.strIpaH-.api-.akRtya.-nirata-S.ca.-nirIkzyamANaM//(va.ti)
   BJ_19.07a/.sa.krodho.nara.pati.saṃmato.nidhi.īśaḥ.siṃha.aṃśe.prabhura.suto.atihiṃsra.karmā/	Bu-_19.07a/.sa-.kroDo.-nara.-pati.-saMmataH-.niDi-.ISaH.siMha-.aMSe.-praBuH-a.-sutaH-.atihiMsra.karmA/
   BJ_19.07b/.jīva.aṃśe.prathita.balo.raṇa.upadeṣṭā.hāsya.jñaḥ.saciva.vikāma.vṛddha.śīlaḥ//(praharṣiṇī)	BJ_19.07b/.jIva-.aMSe.-praTita.-bala-u.raNa.-upadezwA.-hAsya-.jQaH-.-saciva.-vikAma.-vRdDa.-SIlaH//(-praharziNI)
   BJ_19.08a/.alpa.apatyo.duḥkhitaḥ.saty.api.sve.māna.āsaktaḥ.karmaṇi.sve.anuraktaḥ/	Bu-_19.08a/.alpa.apatyo.-duHKitaH.-sati-.api-.sve.mAna.a-AsaktaH.karmaNi.sve.anuraktaH/
   BJ_19.08b/.duṣṭa.strī.iṣtaḥ.kṛpaṇaś.ca.arki.bhāge.candre.bhānau.tadvad.indv.ādi.dṛṣṭe//(śālinī)	BJ_19.08b/.duzwa.-strI-.iztaH.-kRpaNa-S.ca.arki.-BAge.candre.BAnO.tadvat-.indu-.Adi.dRzwe//(-SAlinI)
   BJ_19.09a/.varga.uttama.sva.parageṣu.śubhaṃ.yad.uktaṃ.tat.puṣṭa.madhya.laghutā.śubham.utkrameṇa/	BJ_19.09a/.varga-.uttama.-sva.-paragezu.-SuBaM.yat-.uktan.tat.-puzwa.-maDya.laGu-tA.-SuBam-.utkrameNa/
   BJ_19.09b/.vīrya.anvito.aṃśaka.patir.niruṇaddhi.pūrvaṃ.rāśī.kṣaṇasya.phalam.aṃśa.phalaṃ.dadāti//(va.ti)E19	BJ_19.09b/.vIrya-.anvitaH-.aMSaka.patiH-.niruNadDi.-pUrvaM.rASI.kzaNasya.Palam-.aMSa.-PalaM.dadAti-//(va.ti-)E19
   BJ_20.bhāva	Bu-_20.BAva
   BJ_20.01a/.śūraḥ.stabdho.vikala.nayano.nirghṛṇo.arke.tanusthe/meṣe.sa.svas.timira.nayanaḥ.siṃha.saṃsthe.niśā.adhaḥ/	Bu-_20.01a/.-SUraH.-stabDo.-vikala.-nayanaH-.-nirGRNaH-.arke.-tanu-sTe/meze.-sa.svas.-timira.nayanaH.-siMha.-saMsTe.niSA.aDas-/
   BJ_20.01b/.nīce.andho.asvaḥ.śaśi.gṛha.gate.budbuda.akṣaḥ.pataṅge.bhūri.dravyo.nṛpa.hṛta.dhano.vakra.rogī.dvitīye//(mandākrāntā)	Bu-_20.01b/.nIce.anDo.a-svaH.SaSi.-gRha.-gate.-budbuda-.akzaH.-pataFge.-BUri.dravyo.nRpa.-hRta.-Dano.-vakra.-rogI.-dvitIye//(manda-AkrAntA)
   BJ_20.02a/.mati.vikramāṃs.tṛtīyage.arke.visukhaḥ.pīḍita.mānaśaś.caturthe/	BJ_20.02a/.mati.-vikramAMs.-tRtIya-ge.arke.-visuKaH-.-pIxita.mAna-SaS.-caturTe/
   BJ_20.02b/.asuto.dhana.varjitas.tri.koṇe.balavāñ.chatru.jitaś.ca.śatru.yāte//(aupacchandasika)	BJ_20.02b/.a-sutaH-.Dana.-varjita-s.tri.-koNe.bala-vAn-.Catru.jita-S.ca.-Satru.yAte//(OpacCandasika)
   BJ_20.03a/.strībhir.gataḥ.paribhavaṃ.madage.pataṅge.svalpa.ātmajo.nidhanage.vikala.īkṣaṇaś.ca/	BJ_20.03a/.-strIBiH-.gataH.-pariBavan.mada-ge.-pataFge.su-alpa.Atmajo.niDana-ge.vikala-.IkzaNa-S.ca/
   BJ_20.03b/.dharme.suta.artha.sukha.bhāk.sukha.śaurya.bhāk.khe.lābhe.prabhūta.dhanavān.patitas.tu.riḥphe//(va.ti)	BJ_20.03b/.Darme.-suta-.arTa.-suKa.BAk.-suKa.-SOrya.BAk.Ke.lABe.-praBUta-.-DanavAn-.patita-s.tu.riH-Pe//(va.ti)
   BJ_20.04a/.mūka.unmatta.jaḍa.andha.hīna.badhira.preṣyāḥ.śaśa.aṅka.udaye/sva.ṛkṣaja.ucca.gate.dhanī.bahu.sutaḥ.sa.svaḥ.kuṭumbī.dhane/	BJ_20.04a/.mUka.unmatta.-jaxa-.anDa-.-hIna.baDira.-prezyAH.Sa-Sa.aFka-.udaye/-su-a-.Rkza-ja.-ucca.gate.DanI.-bahu.-sutaH.-sa.svaH.-kuwumbI.-Dane
   BJ_20.04b/.hiṃsro.bhrātṛ.gate.sukhe.sa.tanaye.tat.prokta.bhāva.anvito.naikārir.mṛdu.kāya.vahni.madanas.tīkṣṇo.alasaś.ca.arige//(śā.vi)	BJ_20.04b/.hiMsro.-BrAtR.-gate.-suKe.-sa.tanaye.-tat.-prokta.BAva-.anvito.-nEkArir.-mRdu.kAya.-vahni.-madana-s.tIkzNaH-.alasa-S.ca-.arige//(SA.
   BJ_20.05a/.īrṣus.tīvra.mado.made.bahu.matir.vyādhy.arditaś.ca.aṣṭame/saubhāgya.ātmaja.mitra.bandhu.dhana.bhāg.dharma.sthite.śītagau/	Bu-_20.05a/.Irzu-s.tIvra.madaH-.made.-bahu.matiH-.vyADi-.ardita-S.ca-.azwame/-sOBAgya-.Atmaja.mitra.banDu.-Dana.-BAg.-Darma.-sTite.-SIta-gO/
   BJ_20.05b/.niṣpattiṃ.samupaiti.dharma.dhana.dhī.śauryair.yutaḥ.karmage.kyāto.bhāva.guṇa.anvito.bhava.gate.kṣudro.aṅga.hīno.vyaye//(śā.vi)	Bu-_20.05b/.nizpattiM.samupEti.-Darma-.Dana.-DI.-SOryEH-.yutaH.-karma-ge.kyAto.BAva.-guNa-.anvito.Bava.-gate.-kzudraH-.aFga.-hInaH-.vyaye//(SA.-v
   BJ_20.06a/.lagne.kuje.kṣata.tanur.dhanage.kad.anno.dharme.aghavān.dina.kara.pratimo.anya.saṃsthaḥ/	BJ_20.06a/.lagne.-kuje.-kzata-.-tanuH-.Dana-ge.ka-d.anno.-Darme.aGavAn-.dina.kara.-pratimo.anya.-saMsTaH/
   BJ_20.06b/.vidvān.dhanī.prakhala.paṇḍita.mantry.aśatrur.dharmajña.viśruta.guṇaḥ.parato.arkavaj.jñe//(va.ti)	Bu-_20.06b/.vidvAn-.DanI.-praKala.-paNxita-.mantrI-.a-SatruH-.Darma-jQa.-viSruta.-guNaH-.parato.arka-vaj.jQe//(va.ti)
   BJ_20.07a/.vidvān.suvākyaḥ.kṛpaṇaḥ.sukhī.ca.dhī.māna.śatruḥ.pitṛto.adhikaś.ca/	Bu-_20.07a/.vidvAn-.su-vAkyaH.kRpaNaH.-suKI.ca.DI.-mAna.-SatruH-.pitRto.aDika-S.ca/
   BJ_20.07b/.nīcas.tapasvī.sa.dhanaḥ.sa.lābhaḥ.khalaś.ca.jīve.kramaśo.vilagnāt//(idravajrā)	Bu-_20.07b/.nIca-s.tapasvI.-sa.DanaH.-sa.la-ABaH.Kala-S.ca.-jIve.-kramaSo.vilagnAt//-(idra-vajrA)
   BJ_20.08a/.smara.nipuṇaḥ.sukhitaś.ca.vilagne.priya.kalaho.asta.gate.surata.īpsuḥ/	BJ_20.08a/.smara.-nipuNaH.-suKita-S.ca.-vilagne.-priya.kalahaH-.aH-ta.gate.-surata-.IpsuH/
   BJ_20.08b/.tanaya.gate.sukhito.bhṛgu.putre.guru.vadato.anya.gṛhe.sa.dhano.antye//(citratā)	BJ_20.08b/.tanaya.-gate.-suKitaH-.-BRgu.-putre.-guru-.vadato.anya.-gRhe.-sa.Dano.antye//(citra-tA)
