   (Vaidya 1)	(VEdyaH 1)
   sugatiṣṭhānāmiti / evaṃ kalyāṇī vāgubhayahitāvahā bhavatīti	sugatizWAnAm iti / evam kalyANI vAc uBaya hita AvahA Bavati iti
   kalyāṇavacanapraśaṃsāyāmapyupaneyam / kalyāṇamitravarṇe 'pi vācyam, evaṃ	kalyANa vacana praSaMsAyAm api upaneyam / kalyANa mitra varNe api vAcyam, evam
   kalyāṇamitravatāṃ kṛcchre 'pyarthāḥ saṃsidhyantīti /	kalyANa mitravatAm kRcCre api arTAH saMsiDyanti iti /
   sthavirāryānandapūrvasabhāgapradarśane ca, evamayaṃ sthaviraḥ	sTavira Arya Ananda pUrva sa BAga pradarSane ca, evam ayam sTaviraH
   sahacaritacaraṇo bodhisattvena cirakālābhyastapremabahumāno bhavatīti /	sahacarita caraNaH boDisattvena cira kAla aByasta prema bahu mAnaH Bavati iti /
   // iti haṃsajātakaṃ dvāviśatitamam //	// iti haMsa jAtakam dvAviSatitamam //
   (Vaidya 149)	(VEdyaH 149)
   23. Mahābodhijātakam	23. MahAboDi jAtakam
   asatkṛtānāmapi satpuruṣāṇāṃ pūrvopakāriṣvanukampā na śithilībhavati	asatkRtAnAm api sat puruzANAm pUrva upakArizu anukampA na SiTilIBavati
   kṛtajñatvāt kṣamāsātmyācca / tadyathānuśrūyate  	kRtajQa tvAt kzamA sAtmyAt ca / tat yaTA anuSrUyate  
   bodhisattvabhūtaḥ kilāyaṃ bhagavān mahābodhirnāma parivrājako babhūva / sa	boDisattva BUtaH kila ayam BagavAn mahAboDiH nAma parivrAjakaH baBUva / sa
   gṛhasthabhāva eva parividitakramavyāyāmo lokābhimatānāṃ vidyāsthānānāṃ	gRhasTa BAvaH eva parividita krama vyAyAmaH loka aBimatAnAm vidyA sTAnAnAm
   kṛtajñānakautūhalaścitrāsu ca kalāsu pravrajyāśrayāllokahitodyogācca	kRta jQAna kOtUhalaH citrAsu ca kalAsu pravrajyA ASrayAt loka hita udyogAt ca
   viśeṣavattaraṃ dharmaśāstreṣvavahitamatisteṣvācāryakaṃ padamavāpa / sa	viSezavattaram Darma SAstrezu avahita matiH tezu AcAryakam padam avApa / sa
   kṛtapuṇyatvājjñānamāhātmyāllokajñatayā pratipattiguṇasauṣṭhavācca yatra	kRta puNya tvAt jQAna mAhAtmyAt loka jQa tayA pratipatti guNa sOzWavAt ca yatra
   yatra gacchati sma tatra tatraiva viduṣāṃ vidvatpriyāṇāṃ ca rājñāṃ	yatra gacCati sma tatra tatra eva viduzAm vidvat priyANAm ca rAjQAm
   brāhmaṇagṛhapatīnāmanyatīrthikānāṃ ca pravrajitānāmabhigamanīyo	brAhmaNa gRhapatInAm anya tIrTikAnAm ca pravrajitAnAm aBigamanIyaH 
   bhāvanīyaśca babhūva /	BAvanIyaH ca baBUva /
   guṇā hi puṇyāśrayalabdhadīptayo gatāḥ priyatvaṃ pratipattiśobhayā /	guNAH hi puNya ASraya labDa dIptayaH gatAH priya tvam pratipatti SoBayA /
   api dviṣadbhyaḥ svayaśonurakṣayā bhavanti satkāraviśeṣabhāginaḥ // Jm_23.1	api dvizadByaH sva yaSaH nuH akzayAH Bavanti satkAra viSeza BAginaH // Jm_23.1
   atha sa mahātmā lokānugrahārthamanuvicaran	aTa sa mahAtmA loka anugraha arTam anuvicaran
   grāmanagaranigamajanapadarāṣṭrarājadhāṇīranyatamasya rājño	grAma nagara nigama janapada rAzwra rAjaDANIH anyatam asya rAjQaH 
   viṣāyāntaramupajāgāma / śrutagunavistaraprabhavastu sa rājā tasyāgamanaṃ	vizAya antaram upajAgAma / Sruta guna vistara praBavaH tu sa rAjA tasya Agamanam
   dūrata evopalabhya prītamanā ramaṇīye svasminnudyānavanapradeśe	dUratas eva upalaBya prIta manAH ramaNIye svasmin= udyAna vana pradeSe
   tasyāvasathaṃ kārayāmāsa / abhyudgamanādisatkārapuraḥsaraṃ cainaṃ praveśya	tasya AvasaTam kArayAmAsa / aByudgamana Adi satkAra puraHsaram ca enam praveSya
   svaviṣayaṃ śiṣya ivācāryaṃ paricaraṇaparyupāsanavidhinā saṃmānayāmāsa /	sva vizayam SizyaH iva AcAryam paricaraNa paryupAsana viDinA saMmAnayAmAsa /
   vibhūtiguṇasaṃpannamupetaḥ praṇayād gṛham /	viBUti guNa saMpannam upetaH praNayAt gRham /
   gunapriyasya gunavānutsavātiśayo 'tithiḥ // Jm_23.2 //	guna priyasya gunavAn utsava atiSayaH atiTiH // Jm_23.2 //
   bodhisattvo 'pi cainaṃ śrutihṛdayahlādinībhirdharmyābhiḥ kathābhiḥ	boDisattvaH api ca enam Sruti hRdaya hlAdinIBiH DarmyABiH kaTABiH
   śreyomārgamanupratipādayamānaḥ pratyahamanujagrāha /	SreyaH mArgam anupratipAdayamAnaH pratyaham anujagrAha /
   adṛṣṭabhaktiṣvapi dharmavatsalā hitaṃ vivakṣanti parānukampinaḥ /	adRzwa Baktizu api Darma vatsalAH hitam vivakzanti para anukampinaH /
   ka eva vādaḥ śucibhājanopame hitārthini premaguṇotsuke jane // Jm_23.3 //	kaH eva vAdaH Suci BAjana upame hita arTini prema guNa utsuke jane // Jm_23.3 //
   atha tasya rājño 'mātyā labdhavidvatsaṃbhāvanā labdhasaṃmānāśca sadasyāḥ	aTa tasya rAjQaH amAtyAH labDa vidvat saMBAvanA labDa saMmAnAH ca sadasyAH
   pratyahamabhivardhamānasatkārāṃ bodhisattvasya	pratyaham aBivarDamAna satkArAm boDisattvasya
   guṇasamṛddhimīrṣyopahatabuddhitvānna sehire /	guNa samRdDim Irzya upahata budDi tvAt na sehire /
   (Vaidya 150)	(VEdyaH 150)
   svaguṇātiśayoditairyaśobhirjagadāvarjanadṛṣṭaśaktiyogaḥ /	sva guNa atiSaya uditEH yaSoBiH jagat Avarjana dRzwa Sakti yogaH /
   racanāgunamatrasatkṛteṣu jvalayatyeva pareṣvamarṣavahnim // Jm_23.4 //	racanA agunam atra satkRtezu jvalayati eva parezu amarza vahnim // Jm_23.4 //
   prasahya cainaṃ śāstrakathāsvabhibhavitumaśaktā	prasahya ca enam SAstra kaTAsu aBiBavitum aSaktA
   dharmaprasaṅgamamṛṣyamāṇāśca rājñastena tena krameṇa rājānaṃ bodhisattvaṃ	Darma prasaFgam amRzyamANAH ca rAjQaH tena tena krameNa rAjAnam boDisattvam
   prati vigrāhayāmāsuḥ   nārhati devo bodhiparivrājake viśvāsamupagantum /	prati vigrAhayAmAsuH  na arhati devaH boDi parivrAjake viSvAsam upagantum /
   vyaktamayaṃ devasya guṇapriyatāṃ dharmābhimukhatāṃ copalabhya	vyakta mayam devasya guNa priya tAm Darma aBimuKa tAm ca upalaBya
   vyasanapratāraṇaślakṣṇaṭhamadhuravacanaḥ pravṛttisaṃcāraṇaheturabhūtaḥ	vyasana pratAraNa SlakzNaWa maDura vacanaH pravRtti saMcAraNa hetuH aBUtaH
   kasyāpi pratyarthino rājño nipuṇaḥ praṇidhiprayogaḥ / tathā hi dharmātmako	kasya api pratyarTinaH rAjQaH nipuNaH praNiDi prayogaH / taTA hi Darma AtmakaH 
   nāma bhūtvā devamekāntena kāruṇyapravṛttau hrīdainye ca samanuśāsti,	nAma BUtvA devam ekAntena kAruNya pravRttO hrI dEnye ca samanuSAsti,
   arthakāmoparodhiṣu ca kṣatradharmabāhyeṣvāsannāpanayeṣu dharmasamādāneṣu	arTa kAma uparoDizu ca kzatra Darma bAhyezu Asanna apanayezu Darma samAdAnezu
   dayānuvṛttyā ca nāma te kṛtyapakṣamāśvāsanavidhinopagṛṇīte	dayA anuvRttyA ca nAma te kRtya pakzam ASvAsana viDinA upagRNIte
   priyasaṃstavaścānyarājadūtaiḥ / na cāyamaviditavṛttānto rājaśāstrāṇām /	priya saMstavaH ca anya rAja dUtEH / na ca ayam avidita vRttAntaH rAja SAstrANAm /
   ataḥ sāśaṅkānyatra no hṛdayānīti / atha tasya rājñaḥ punaḥ	atas sa ASaFkA ani atra naH hRdayAni iti / aTa tasya rAjQaH punar 
   punarbhedopasaṃhitaṃ hitamiva bahubhirucyamānasya bodhisattvaṃ prati	punar Beda upasaMhitam hitam iva bahuBiH ucyamAnasya boDisattvam prati
   pariśaṅkāsaṃkocitasnehagauravaprasaramanyādṛśaṃ cittamabhavat /	pariSaFkA saMkocita sneha gOrava prasara manyAdRSam cittam aBavat /
   paisunyavajrāśanisaṃnipāte bhīmasvane cāśanisaṃnipāte /	pEsunya vajra aSani saMnipAte BIma svane ca aSani saMnipAte /
   visrambhavānmānuṣamātradhairyaḥ syānnirvikāro yadi nāma kaścit // Jm_23.5	visramBavAn mAnuza mAtra DEryaH syAt nirvikAraH yadi nAma kaScid // Jm_23.5
   atha sa rājā visrambhavirahanmandībhutapremabahumānastasmin mahāsattve na	aTa sa rAjA visramBa virahat mandIButa prema bahu mAnaH tasmin mahAsattve na
   yathāpūrvaṃ satkāraprayogasumukho babhūva / bodhisattvo 'pi	yaTApUrvam satkAra prayoga sumuKaH baBUva / boDisattvaH api
   śuddhasvabhāvatvāt bahukāryavyāsaṅgā rājāna iti tanmanasi cakāra /	SudDa svaBAva tvAt bahu kArya vyAsaFgAH rAjAnaH iti tat manasi cakAra /
   tatsamīpavartināṃ tu vinayopacāraśaithilyasaṃdarśanādviraktahṛdayamavetya	tad samIpa vartinAm tu vinaya upacAra SETilya saMdarSanAt virakta hRdayam avetya
   rājānaṃ samādāya tridaṇḍāduṇḍikādyāṃ parivrājakabhāṇḍikāṃ	rAjAnam samAdAya tridaNxAduNxikA AdyAm parivrAjaka BANxikAm
   prakramaṇasavyāpāraḥ samabhavat / tadupaśrutya sa rājā sāvaśeṣasnehatayā	prakramaNa savyApAraH samaBavat / tat upaSrutya sa rAjA sa avaSeza sneha tayA
   dākṣiṇyavinayanuvṛttyā cainamabhigamya pradarśitasaṃbhramo	dAkziNya vinayanuvRttyA ca enam aBigamya pradarSita saMBramaH 
   vinivartayitukāma iva tamuvāca  	vinivartayitu kAmaH iva tam uvAca  
   asmanakasmādapahāya kasmādgantavya eva praṇatā matiste /	asmana kasmAt apahAya kasmAt gantavyaH eva praNatA matiH te /
   vyalīkaśaṅkājanakaṃ nu kiṃcid dṛṣṭaṃ pramādaskhalitaṃ tvayā naḥ // Jm_23.6	vyalIka SaFkA janakam nu kiMcid dRzwam pramAda sKalitam tvayA naH // Jm_23.6
   athainaṃ bodhisattva uvāca  	aTa enam boDisattvaH uvAca  
   nākasmiko 'yaṃ gamanodyamo me nāsatkriyāmātrakarūkṣikatvāt /	na akasmikaH ayam gamana udyamaH me na asat kriyA mAtraka rUkzika tvAt /
   (Vaidya 151)	(VEdyaH 151)
   abhajanatvaṃ tu gato 'si śāṭhyāddharmasya tenāhamito vrajāmi // Jm_23.7 //	aBajana tvam tu gataH asi SAWyAt Darmasya tena aham itas vrajAmi // Jm_23.7 //
   athāsya sarabhasabhaṣitamativivṛtavadanamabhidravantaṃ vallabhaṃ śvānaṃ	aTa asya sa raBasa Bazitam ati vivRta vadanam aBidravantam vallaBam SvAnam
   tatrāgatamabhipradarśayan punaruvāca   ayaṃ cātra mahārāja amānuṣaḥ	tatra Agatam aBipradarSayan punar uvAca  ayam ca atra mahA rAja amAnuzaH
   sākṣinirdeśo dṛśyatām /	sAkzi nirdeSaH dRSyatAm /
   ayaṃ hi pūrvaṃ paṭucāṭukarmā bhūtvā mayi śvā bhavato 'nuvṛttyā /	ayam hi pUrvam pawu cAwu karmA BUtvA mayi SvA BavataH anuvRttyA /
   ākāraguptyajñatayā tvidānīṃ tvadbhāvasūcāṃ bhaṣitaiḥ karoti // Jm_23.8 //	AkAragupti ajQa tayA tu idAnIm tvad BAva sUcAm BazitEH karoti // Jm_23.8 //
   tvattaḥ śrutaṃ kiṃcidanena nūnaṃ madantare bhaktivipattirukṣam /	tvattaH Srutam kiMcid anena nUnam mad antare Bakti vipattiH ukzam /
   ato 'nuvṛttaṃ dhruvamityanena tvatprītihetoranujīvivṛttam // Jm_23.9 //	atas anuvRttam Druvam iti anena tvad prIti hetoH anujI vi vRttam // Jm_23.9 //
   atha sa rājā tatpratyadeśād vrīḍāvanāmitavadanastena cāsya matinaipuṇyena	aTa sa rAjA tad pratyadeSAt vrIxA vana amita vadanaH tena ca asya mati nEpuNyena
   samāvarjitamatirjātasaṃvego nedānīṃ śāṭhyānuvṛttikāla iti	samAvarjita matiH jAta saMvegaH na idAnIm SAWyA anuvRtti kAle iti
   bodhisattvamabhipraṇamyovāca  	boDisattvam aBipraNamya uvAca  
   tvadāśrayā kacidabhūtkathaiṣā saṃprastutā naḥ sadasi pragalbhaiḥ /	tvad ASrayA kacid aBUt kaTA ezA saMprastutAH naH sadasi pragalBEH /
   upekṣitā kāryavaśānmayā ca tatkṣamyatāṃ tiṣṭha ca sādhu mā gāḥ // Jm_23.10	upekzitA kArya vaSAt mayA ca tat kzamyatAm tizWa ca sADu mA gAH // Jm_23.10
   bodhisattva uvāca   naiva khalvahaṃ mahārāja asatkāraprakṛtatvādakṣamayā	boDisattvaH uvAca  na eva Kalu aham mahA rAja asatkAra prakRta tvAt akzamayA
   vā praṇudyamāṇo gacchāmi / na tvayaṃ mahārāja avasthānakāla iti na	vA praNudyamANaH gacCAmi / na tu ayam mahA rAja avasTAna kAlaH iti na
   tiṣṭhāmi / paśyatu bhavān /	tizWAmi / paSyatu BavAn /
   vimadhyabhāvādapi hīnaśobhe yāyāṃ na satkāravidhau svayaṃ cet /	vimaDya BAvAt api hIna SoBe yAyAm na satkAra viDO svayam ced /
   saṅgādagatyā jaḍatābalādvā nanvardhacandrābhinayottaraḥ syām // Jm_23.11	saFgAt agatyA jaxa tA balAt vA nanu arDacandra aBinaya uttaraH syAm // Jm_23.11
   prāptakramo 'yaṃ vidhiratra tena yāsyāmi nāprītyabhitaptacittaḥ /	prApta kramaH ayam viDiH atra tena yAsyAmi na aprIti aBitapta cittaH /
   ekāvamānābhihatā hi satsu pūrvopakārā na samībhavanti // Jm_23.12 //	eka avamAna aBihatAH hi satsu pUrva upakArAH na samIBavanti // Jm_23.12 //
   asnigdhabhāvastu na paryupāsyastoyārthina śuṣka ivodapānaḥ /	asnigDa BAvaH tu na paryupAsyaH toya arTina SuzkaH iva udapAnaH /
   (Vaidya 152)	(VEdyaH 152)
   prayatnasādhyāpi tato 'rthasiddhiryasmādbhavedākaluṣā kṛśā ca // Jm_23.13	prayatna sADya api tatas arTa sidDiH yasmAt Bavet AkaluzA kRSA ca // Jm_23.13
   prasanna eva tvabhigamyarūpaḥ śaradviśuddhāmbumahāhradābhaḥ /	prasannaH eva tu aBigamya rUpaH Sarad viSudDa ambu mahA hrada ABaH /
   sukhārthinaḥ kleśaparāṅmukhasya lokaprasiddhaḥ sphuṭa eṣa mārgaḥ //	suKa arTinaH kleSa parAFmuKasya loka prasidDaH sPuwaH eza mArgaH //
   Jm_23.14 //	Jm_23.14 //
   bhaktyunmukhādyo 'pi parāṅmukhaḥ syātparāṅmukhe cābhimukhatvadīnaḥ /	Bakti unmuKa At yaH api parAFmuKaH syAt parAFmuKe ca aBimuKa tvadInaH /
   pūrvopakārasmaraṇālaso vā narākṛtiścintyaviniścayaḥ saḥ // Jm_23.15 //	pUrva upakAra smaraNa alasaH vA nara AkRtiH cintya viniScayaH saH // Jm_23.15 //
   asevanā cātyupasevanā ca yācñābhiyogāśca dahanti maitrīm /	asevanA ca atyupasevanA ca yAcQA aBiyogAH ca dahanti mEtrIm /
   rakṣyaṃ yataḥ prītyavaśeṣametannivāsadoṣāditi yāmi tāvat // Jm_23.16 //	rakzyam yatas prIti avaSezam etat nivAsa dozAt iti yAmi tAvat // Jm_23.16 //
   rājovāca   yadyavaśyameva gantavyamiti niścitātrabhavato matiḥ,	rAjA uvAca  yadi avaSyam eva gantavyam iti niScita atraBavataH matiH,
   tatpunarapīdānīmihāgamanenāsmānanugrahītumarhati bhavān / asevanādapi hi	tat punar api idAnIm iha Agamanena asmAn anugrahItum arhati BavAn / asevanAt api hi
   prītiranurakṣitavyaiva / bodhisattva uvāca   bahvantarāyo mahārāja	prItiH anurakzitavyA eva / boDisattvaH uvAca  bahu antarAyaH mahA rAja
   bahūpadravapratyarthikatvāllokasaṃniveśa iti na śakyametadavadhāraṇayā	bahu upadrava pratyarTika tvAt loka saMniveSaH iti na Sakyam etat avaDAraNayA
   pratijñātumāgamiṣyāmīti / sati tvāgamanakāraṇasākalye 'pi nāma	pratijQAtum AgamizyAmi iti / sati tu Agamana kAraNa sAkalye api nAma
   punarbhavantaṃ paśyema / ityanunīya sa māhatmā taṃ rājānaṃ	punarBavantam paSyema / iti anunIya sa mAhatmA tam rAjAnam
   kṛtābhyanujñāsatkārastena rājñā tadviṣayātpracakrāma / sa tena	kRta aByanujQA sat kAraH tena rAjQA tad vizayAt pracakrAma / sa tena
   gṛhijanasaṃstavenākulitahṛdayo 'nyatamadaraṇyāyatanamupaśritya	gRhi jana saMstavena Akulita hRdayaH anyatamadaraNyAyatanam upaSritya
   dhyānābhiyuktamatistatra viharannacireṇeva catvāri dhyānāni pañcābhijñāḥ	DyAna aBiyukta matiH tatra viharan= acireNa iva catvAri DyAnAni paQca aBijQAH
   pratilebhe /	pratileBe /
   tasya samasvāditapraśamasukharasasya smṛtiranukampanusāriṇī taṃ rājānaṃ	tasya sama svAdita praSama suKa rasasya smRtiH anukampanusAriNI tam rAjAnam
   prati prādurabhūt   kā nu khalu tasya rājño 'vastheti / athainaṃ dadarśa	prati prAduraBUt  kA nu Kalu tasya rAjQaH avasTA iti / aTa enam dadarSa
   tairamātyairyathābhiniviṣṭāni dṛṣṭigatāni prait pratāryamāṇam /	tEH amAtyEH yaTA aBinivizwAni dRzwi gatAni prEt pratAryamANam /
   kaścidenamamātyo durvibhāvyahetubhirnidarśanairahetuvādaṃ prati pracakarṣa	kaScid enam amAtyaH durviBAvya hetuBiH nidarSanEH ahetuvAdam prati pracakarza
   kaḥ padmanāladalakesarakarṇikānāṃ saṃsthānavarṇaracanāmṛdutādihetuḥ /	kaH padma nAla dala kesara karNikAnAm saMsTAna varNa racanA mRdu ta Adi hetuH /
   patrāṇi citrayati ko 'tra patatriṇāṃ vā svābhāvikaṃ jagadidaṃ niyataṃ	patrANi citrayati kaH atra patatriNAm vA svABAvikam jagat idam niyatam
   tathaiva // Jm_23.17 //	taTA eva // Jm_23.17 //
   (Vaidya 153)	(VEdyaH 153)
   apara iśvarakāraṇamasmai svabuddhirucitamupavarṇayāmāsa  	aparaH iSvara kAraNam asmE sva budDi rucitam upavarNayAmAsa  
   nākasmikaṃ bhavitumarhati sarvametadastyatra sarvamadhi kaścidananta ekaḥ	na Akasmikam Bavitum arhati sarvam etat asti atra sarvam aDi kaScid anantaH ekaH
   svecchāviśeṣaniyamādya imaṃ vicitraṃ lokaṃ karoti ca punaśca samīkaroti //	sva icCA viSeza niyama adya imam vicitram lokam karoti ca punar ca samIkaroti //
   Jm_23.18 //	Jm_23.18 //
   sarvamidaṃ pūrvakarmakṛtaṃ sukhāsukham / na	sarvam idam pUrva karma kRtam suKa asuKam / na
   prayatnasāmarthyamastītyevamanya enaṃ vigrāhayāmāsa  	prayatna sAmarTyam asti iti evam anyaH enam vigrAhayAmAsa  
   evaṃ kariṣyati kathaṃ nu samānakālaṃ bhinnāśrayān bahuvidhānamitāṃśca	evam karizyati kaTam nu samAna kAlam Binna ASrayAn bahuviDAna mitAn= ca
   bhāvān /	BAvAn /
   sarvaṃ tu pūrvakṛtakarmanimittametat saukhyaprayatnanipuṇo 'pi hi	sarvam tu pUrva kRta karma nimittam etat sOKya prayatna nipuNaH api hi
   duḥkhameti // Jm_23.19 //	duHKam eti // Jm_23.19 //
   apara ucchedavādakathābhirenaṃ kāmabhogaprasaṅga eva pratārayāmāsa  	aparaH ucCeda vAda kaTABiH enam kAma Boga prasaFgaH eva pratArayAmAsa  
   dārūṇi naikavidhavarṇaguṇākṛtīni karmātmakāni na bhavanti bhavanti caiva /	dArUNi na ekaviDa varNa guNa AkRtIni karma AtmakAni na Bavanti Bavanti ca eva /
   naṣṭāni naiva ca yathā punarudbhavanti lokastathāyamiti saukhyaparāyaṇaḥ	nazwAni na eva ca yaTA punar udBavanti lokaH taTA ayam iti sOKya parAyaNaH
   syāt // Jm_23.20 //	syAt // Jm_23.20 //
   apara enaṃ kṣatravidyāparidṛṣṭeṣu nītikauṭilyaprasaṅgeṣu	aparaH enam kzatra vidyA paridRzwezu nIti kOwilya prasaFgezu
   nairghṛṇyamalineṣu dharmavirodhiṣvapi rājadharmo 'yamiti samanuśaśāsa  	nErGRNya malinezu Darma viroDizu api rAja DarmaH ayam iti samanuSaSAsa  
   chāyādrumeṣviva nareṣu kṛtāśrayeṣu tāvatkṛtajñacaritaiḥ svayaśaḥ parīpset	CAyA drumezu iva narezu kRta ASrayezu tAvat kRtajQa caritEH sva yaSaH parIpset 
   nārtho 'ti yāvadupabhoganayena teṣāṃ kṛtye tu yajña iva te paśavo niyojyāḥ	na arTaH ati yAvat upaBoga nayena tezAm kRtye tu yajQaH iva te paSavaH niyojyAH
   // Jm_23.21 //	// Jm_23.21 //
   iti te 'mātyāstaṃ rājānaṃ tena tena dṛṣṭikṛtonmārgeṇa netumīṣuḥ /	iti te amAtyAH tam rAjAnam tena tena dRzwi kRta unmArgeNa netum IzuH /
   atha bodhisattvaḥ pāpajanasaṃparkavaśātparapratyayaneyabuddhitvācca	aTa boDisattvaH pApa jana saMparka vaSAt para pratyaya neya budDi tvAt ca
   dṛṣṭikṛtaprapātābhimukhamavekṣya rājānaṃ	dRzwi kRta prapAta aBimuKam avekzya rAjAnam
   tadanukampāsamāvarjitahṛdayastannivartanopāyaṃ vimamarśa /	tad anukampA samAvarjita hRdayaH tad nivartana upAyam vimamarSa /
   guṇābhyāsena sādhūnāṃ kṛtaṃ tiṣṭhati cetasi /	guNa aByAsena sADUnAm kRtam tizWati cetasi /
   bhraśyatyapakṛtaṃ tasmājjalaṃ padmadalādiva // Jm_23.22 //	BraSyati apakRtam tasmAt jalam padma dalAt iva // Jm_23.22 //
   atha bodhisattvaḥ idamatra prāptakālamiti viniścitya svasminnāśramapade	aTa boDisattvaH idam atra prApta kAlam iti viniScitya svasmin= ASrama pade
   mahāntaṃ vānaramabhinirmāya ṛddhiprabhāvāttasya carmāpanīya	mahAntam vAnaram aBinirmAya RdDi praBAvAt tasya carma apanIya
   śeṣamantardhāpayāmāsa / sa tannirmitaṃ mahadvānaracarma (Vaidya 154)	Sezam antarDApayAmAsa / sa tat nirmitam mahat vAnara carma (VEdyaH 154)
   bibhrattasya nṛpaterbhavanadvāre prādurabhūt / niveditābhyāgamanaśca	biBrat tasya nRpateH Bavana dvAre prAduraBUt / nivedita aByAgamanaH ca
   dauvārikairyathākramamāyudhīyaguptaparyantāmamātyadvijayodhadūpapauramukhyābhikīrṇāṃ	dOvArikEH yaTAkramam AyuDIya gupta paryantAm amAtya dvija yoDa dUpa pOra muKya aBikIrNAm
   vinītadhīrodāttaveṣajanāṃ sāsiyaṣṭibhiḥ pratihārairadhiṣṭhitapradvārāṃ	vinIta DIrA udAtta veza janAm sa asi yazwiBiH pratihArEH aDizWita pradvArAm
   siṃhāsanāvaśtitanarādhipāmanākulāṃ rājaparṣadamavajagāhe /	siMhAsana AvaStita nara aDipAm ana AkulAm rAja parzadam avajagAhe /
   pratyudgamanādividhinā cātithijanopacāreṇa pratipūjyamānaḥ	pratyudgamana Adi viDinA ca atiTi jana upacAreNa pratipUjyamAnaH
   kṛtapratisaṃmodanakathāsatkārāsanābhinirhāraśca tena rājñā	kRta pratisaMmodana kaTA satkAra Asana aBinirhAraH ca tena rAjQA
   kautūhalānuvṛttyā vānaracarmapratilambhaṃ pratyanuyuktaḥ   kenedamāryāya	kOtUhala anuvRttyA vAnara carma pratilamBam pratyanuyuktaH  kena idam AryAya
   vānaracarmopanayatā mahatānugraheṇātmā saṃyojita iti /	vAnara carma upanayatA mahatA anugraheNa AtmA saMyojitaH iti /
   bodhisattva uvāca   mayaivedaṃ mahārāja svayamadhigataṃ nānyena	boDisattvaH uvAca  mayA eva idam mahA rAja svayam aDigatam na anyena
   kenacidupahṛtam / kuśatṛṇamātrāstīrṇāyāṃ hi pṛthivyāṃ svabhāvakaṭhināyāṃ	kenacid upahRtam / kuSa tRNa mAtrA AstIrNAyAm hi pRTivyAm svaBAva kaWinAyAm
   niṣaṇṇena svapatā vā pratapyamānaśarīreṇa na sukhaṃ	nizaNNena svapatA vA pratapyamAna SarIreNa na suKam
   dharmavidhiranuṣṭhiyate / ayaṃ ca mayāśramapade mahān vānaro dṛṣṭaḥ /	Darma viDiH anuzWiyate / ayam ca mayA ASrama pade mahAn vAnaraH dRzwaH /
   tasya me buddhirabhavat   upapannaṃ bata me dharmasādhanamidamasya	tasya me budDiH aBavat  upapannam bata me Darma sADanam idam asya
   vānarasya carma / śakyamatra niṣaṇṇena svapatā vā	vAnarasya carma / Sakyam atra nizaNNena svapatA vA
   parārdhyāstaraṇāstīrṇebhyo rājaśayanebhyo 'pi nivṛttaspṛheṇa	parArDya AstaraNa AstIrNeByaH rAja SayaneByaH api nivRtta spRheNa
