   śrīḥ	SrIH
   tāsāṃ catvāriṃśadātmani catvāriṃśat ṣoḍaśinīkṣetrāṇyātmetyarthaḥ /	tAsAm catvAriMSat Atmani catvAriMSat zoxaSinI kzetrANi AtmA iti arTaH /
   tisrāḥśirasi ṣoḍaśyaḥsyuḥ /	tisrAH Sirasi zoxaSyaHsyuH /
   pañcadaśa pucche /	paQcadaSa pucCe /
   pañcadaśaṣoḍaśyaḥ pucchakṣetram /	paQcadaSa zoxaSyaH pucCa kzetram /
   ekatriṃśaddakṣiṇe pakṣe /	ekatriMSat dakziNe pakze /
   tathottare pakṣe /	taTA uttare pakze /
   ekātriṃśat ṣoḍaśīkṣetraṃ dakṣiṇaḥ pakṣa uttaraś ca /	ekAtriMSat zoxaSI kzetram dakziNaH pakzaH uttaraH ca /
   evaṃ vibhajya vimānamāha     	evam viBajya vimAnam Aha     
   adhya    tmā	aDye   tmA
   anupṛṣṭhayaṃ catvāriṃśaddve śate cāṅgulaya āyāmaḥ /	anupRzWayam catvAriMSat dve Sate ca aFgulayaH AyAmaH /
   vistāro 'śītiśatamaṅgulyastiryak /	vistAraH aSIti Satam aFgulyaH tiryak /
   evaṃ dīrghaṃ caturaśraṃ vihṛtya śroṇyaṃseṣvardhapuruṣapramāṇāni catvāri	evam dIrGam caturaSram vihRtya SroNi aMsezu arDa puruza pramANAni catvAri
   caturaśrāṇi kṛtvā tānyātmapārśvamānīniṣṭhakoṇataḥ tiryaṅbhānīniṣṭhakoṇaṃ	caturaSrANi kRtvA tAni Atma pArSva mAnI nizWa koNataH tiryaFBAnI nizWakoNam
   pratyakṣṇayālikhet /	pratyakzNayA AliKet /
   lekhānāṃ bahirbhūtāstyajet /	leKAnAm bahis BUtAH tyajet /
   catvāriṃśadavaśiṣyante /	catvAriMSat avaSizyante /
   sa ātmā bhavati /	saH AtmA Bavati /
   katham? āyāmato 'ṣṭau ṣoḍaśyaḥ /	kaTam? AyAmataH azwO zoxaSyaH /
   tiryak ṣaṭ /	tiryak zaw /
   aṣṭau ṣaḍguṇitā aṣṭācatvāriṃśat /	azwO zaz guNitA azwAcatvAriMSat /
   tatra śroṇyaṃsebhyo dvedve nirasyāṣṭau nirastā	tatra SroNi aMseByaH dvedve nirasya azwO nirastA
   bhavanti /	Bavanti /
   śiṣṭacāśvatvāriṃśadātmani bhavanti //	Sizwa cASva tvAriMSat Atmani Bavanti //
   śirasya    cchiraḥ	SirasyaH   cSiraH
   śiraḥ pradeśe ātmanoṃ'sayoḥ purataḥ pṛṣṭhayāyāmardhapuruṣeṇa caturaśraṃ	SiraH pradeSe AtmanA uM asayoH puratas pRzWayAyAm arDa puruzeNa caturaSram
   kṛtvā pūrvasyāḥ karaṇyāḥ ityādikṛte tisraḥ pariśiṣyante /	kRtvA pUrvasyAH karaNyAH ityAdi kRte tisraH pariSizyante /
   tacchiro bhavati //	tad SiraH Bavati //
   puru   t taraḥ	puru   t taraH
   puruṣamātraṃ tiryagāyāmaḥ /	puruza mAtram tiryak AyAmaH /
   dvipuruṣamātramardhāṣṭamāṅgulayaś ca /	dvi puruza mAtram arDa azwama aFgulayaH ca /
   evaṃ dakṣiṇe pakṣe dīrghacaturaśraṃ kṛtvā /	evam dakziNe pakze dIrGa caturaSram kRtvA /
   tathottare 'pi //	taTA uttare api //
   pakṣāgre    nte	pakza agre   nte
   pakṣsyāgre puruṣacaturthena triṃśadaṅgulena catvāri caturaśrāṇi kṛtvā tāni	pakzsya agre puruza caturTena triMSat aFgulena catvAri caturaSrANi kRtvA tAni
   pratyekaṃ dakṣiṇāpratyagvyavalikhya pūrvāṇyardhāni nirasyet /	pratyekam dakziNA pratyak vyavaliKya pUrvANi arDAni nirasyet /
   evamekatriṃśat ṣoḍaśyaḥ pariśiṣyante /	evam ekatriMSat zoxaSyaH pariSizyante /
   sa dakṣiṇaḥ pakṣaḥ /	sa dakziNaH pakzaH /
   kathaṃ? pakṣe dvātriṃśatṣoḍaśyaḥ /	kaTaM? pakze dvAtriMSat zoxaSyaH /
   ṣoḍaśo bhāgaśvaikaḥ /	zoxaSaH BAgaSva ekaH /
   tāstrayastriṃśat /	tAH trayastriMSat /
   tābhyāṃ caturṣvardheṣu nirasteṣu ekatriṃśatpariśiṣyante /	tAByAm caturzu arDezu nirastezu ekatriMSat pariSizyante /
   evamevottaraḥ pakṣaḥ /	evam eva uttaraH pakzaH /
   tatra caturakṣāṇyuttarāpratyāgakṣṇayāvilikhya pūrvārdhāni nirasyet //	tatra caturakzANi uttarA pratyAgakzNayA viliKya pUrva arDAni nirasyet //
   pakṣāgra    manam	pakza agre   manam
   pakṣāgramutsṛjya triṃśadaṅgulamapahāya madhye pakṣasya prācīṃ	pakza agram utsRjya triMSat aFgulam apahAya maDye pakzasya prAcIm
   lekhāmālikhet /	leKAm AliKet /
   pakṣāgre utsṛṣṭe śeṣaḥ pakṣaḥ	pakza agre utsRzwe SezaH pakzaH
   ardhatṛtīyāṅgulonaviṃśatyadhikaśatadvayāṅgulam /	arDatRtIya aFgula UnaviMSati aDika Sata dvaya aFgulam /
   tasya madhye sapādāṅgulonadaśādhikaśatāṅgulena paścādārabhya pragāyatāṃ	tasya maDye sa pAda aFgula UnadaSa aDika Sata aFgulena paScAt AraBya pragAyatAm
   lekhāṃ pakṣamatītyālikhet /	leKAm pakzamatItya AliKet /
   paścime pakṣāpyaye puruṣamātraṃ veṇuṃ nidhāya niyamyāparaṃ veṇorantaraṃ	paScime pakza apyaye puruza mAtram veNum niDAya niyamya aparam veNoH antaram
   dakṣiṇāprāk lekhāyāṃ nipātayet /	dakziNA prAk leKAyAm nipAtayet /
   sa paścima pakṣāntāt prākpañcāśadaṅgule pañcaviṃśatitilādhike nipatati /	sa paScima pakza antAt prAk paQcASat aFgule paQcaviMSati tila aDike nipatati /
   tatra nitodaṃ  binduṃ kuryāt /	tatra nitodaM   bindum kuryAt /
   tasmācca prācīnalekhāyāmeva puruṣamātre dvitīyaṃ nitodaṃ kuryāta /	tasmAt ca prAcIna leKAyAm eva puruza mAtre dvitIyam nitodam kuryAta /
   nitodayoḥ nānāntāvālikhet /	nitodayoH nAnA antO= AliKet /
   nitodayorārabhya pakṣāntāvabhi nānāpṛthak ālikhet /	nitodayoH AraBya pakza antO= aBi nAnA pRTak AliKet /
   paścimānnitodādārabhya paścimapakṣāgraṃ pakṣāpyayaṃ ca pratyagālikhet /	paScimAnnitodAt AraBya paScima pakza agram pakza api ayam ca pratyagAliKet /
   tatpakṣanamanaṃ    tadetatpakṣasya namanaṃ bhavati /	tad pakza namanam   tat etat pakzasya namanam Bavati /
   pūrvasmannitodādārabhya pūrvaṃ pakṣāgraṃ pakṣāpyayaṃ ca pratyagalikhet /	pUrvasmannitodAt AraBya pUrvam pakza agram pakza api ayam ca pratyagaliKet /
   tat pakṣanamanaṃ    pakṣasya namanaṃ bhavati /	tat pakza namanam   pakzasya namanam Bavati /
   ete    taḥ	ete   taH
   ṛjuḥ //	RjuH //
   dvipu    ccham	dvipu   cCam
   pucchasyāgraṃ dvipuruṣapramāṇam /	pucCasya agram dvi puruza pramANam /
   tasya mūlamardhapuruṣapramāṇaṃ /	tasya mUlam arDa puruza pramANam /
   āyāmaścaturbhāgonaḥ puruṣaḥ /	AyAmaH catur BAga UnaH puruzaH /
   aṣṭādaśakaraṇyau pārśvayoḥ /	azwAdaSa karaNyO pArSvayoH /
   aṣṭādaśa karotītyaṣṭādaśakaraṇī /	azwAdaSa karoti iti azwAdaSa karaNI /
   ṣoḍaśīnāṃ prakṛtatvāttāsāṃ aṣṭādaśānāṃ karaṇī /	zoxaSInAm prakRta tvAt tAsAm azwAdaSAnAm karaNI /
   te khalu triṣoḍaśīpramāṇanavatyaṅgulasamacaturaśrasyākṣṇayābhūte /	te Kalu trizoxaSI pramANa navati aFgula sama caturaSrasya akzNayA BUte /
   tathāhi    pucchamūlāddakṣiṇataḥ uttarataś ca pārśvamānī tiryaṅbhānī	taTA hi   pucCa mUlAt dakziNatas uttaratas ca pArSva mAnI tiryaFBAnI
   caturbhāgonapuruṣapramāṇopetā /	catur BAga Una puruza pramANa upetAH /
   tribhirnaveti navaṣoḍaśīkṣetrasyākṣṇayārajjubhūte /	triBiH nava iti nava zoxaSI kzetrasya akzNayA rajju BUte /
   atra caturaśrasyākṣṇayārajjuḥ dvistāvatīṃ bhūmiṃ karotīti te	atra caturaSrasya akzNayA rajjuH dvis tAvatIm BUmim karoti iti te
   'ṣṭādaśakaraṇyau ṣoḍaśīnām /	azwAdaSa karaNyO zoxaSInAm /
   tā etāścatasraḥ karaṇyaḥ /	tAH etAH catasraH karaNyaH /
   dviṣoḍaśikāṣṭaṣoḍaśike tiryaṅbhānyāvaṣṭā daśakaraṇyau pārśvamānyau	dvi zoxaSikA azwa zoxaSike tiryaFBa ani AvazwAH daSa karaNyO pArSvamAnyO
   pañcadaśa ṣoḍaśīḥ parigaṭahṇanti /	paQcadaSa zoxaSIH parigawahNanti /
   katham? ardhapuruṣavyāsā pādonapuruṣāyāmā ṣaṭkaroti /	kaTam? arDa puruza vyAsA pAda Una puruza AyAmA zawkaroti /
   tasyābhito dve caturaśre same sarvataḥ pādonapuruṣamātre /	tasya aBitas dve caturaSre same sarvatas pAda Una puruza mAtre /
   tāvakṣṇayā likhet /	tO= akzNayA liKet /
   śiṣṭaṃ pratyekamardhapañcamaṃ karoti /	Sizwam pratyekam arDa paQcamam karoti /
   ardhapañcamamardhapañcamaṃ ca nava /	arDa paQcamam arDa paQcamam ca nava /
   navasu ṣaṭsu kṣipteṣu pañcadaśa /	navasu zawsu kziptezu paQcadaSa /
   tatpucchaṃ    pucchaṃsaṃjñaṃ bhavati /	tat pucCam   pucCaMsaMjQam Bavati /
   karaṇānyucyante //	karaNAni ucyante //
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   athoktameva śyenacitaṃ prakārāntareṇa vyākhyātuṃ brāhnaṇaṃ	aTa uktam eva Syena citam prakAra antareNa vyAKyAtum brAhnaNam
   punarupanyasyati      	punar upanyasyati      
   śyena    yate	SyenaH   yate
   puruṣasya    dyate	puruzasya   dyate
   ṣoḍaśyaḥ    ṣoḍaśāṃśāḥ /	zoxaSyaH   zoxaSa aMSAH /
   tāścaturbhāgīyā iṣṭakāḥ viṃśatyadhikaṃ śataṃ /	tAH catur BAgIyAH izwakAH viMSati aDikam Satam /
   "śadantaviṃśateśveti' ḍaḥ /	"SadantaviMSateSva iti a xaH /
   sāratniprādeśaḥ saptavidhogniḥ puruṣakṣetrasya ṣoḍaśībhirviṃśatyadhikaṃ	sAratni prAdeSaH saptaviDA ugniH puruza kzetrasya zoxaSIBiH viMSati aDikam
   śataṃ sampadyate //	Satam sampadyate //
   tāsāṃ    tmani	tAsAm   tmani
   ātmani catvāriṃśat ṣoḍaśyo bhavanti //	Atmani catvAriMSat zoxaSyaH Bavanti //
   tisraḥ   t tare	tisraH   t tare
   athātmano vimāna āha   	aTa AtmanaH vimAnaH Aha   
   adhyardhātmā	aDyarDa AtmA
   ṣoḍaśīnāṃ nirasnaprakāro 'pyayāna prati śroṇyaṃsānityukto veditavyaḥ /	zoxaSInAm nirasna prakAraH api ayAna prati SroNi aMsAn iti uktaH veditavyaH /
   śira ttaraḥ	SiraH ttaraH
   ṣoḍaśabhāgor'dhāṣṭamā aṅgulayaḥ /	zoxaSa BAgoH aDAzwamAH aFgulayaH /
   aratniprādeśarahitaprakṛtike tu pūrvavat pakṣāyāmasya	aratni prAdeSa rahita prakRtike tu pUrvavat pakzAyAmasya
   triṃśadaṅgulahānirdraṣṭavyā /	triMSat aFgula hAniH drazwavyA /
   dvipuruṣāyāme dvātriṃśat ṣoḍaśyaḥ /	dvi puruza AyAme dvAtriMSat zoxaSyaH /
   ṣoḍaśabhāgena caikā /	zoxaSa BAgena ca ekA /
   evaṃ trayastriṃśat /	evam trayastriMSat /
   tataḥ  	tatas   
   pakṣā    ṣyanye	pakzAH   zyanye
   dakṣiṇeṣāṃ dakṣiṇapūrvāṣyardhāni nirasyet /	dakziNezAm dakziNa pUrvAzi arDAni nirasyet /
   uttareṣāmuttarapūrvāṇi /	uttarezAm uttara pUrvANi /
   pakṣā namanaṃ pakṣāṅgra triṃśadaṅgulaṃ caturaśrakṛtamutsṛjya śirasi	pakzAH namanam pakzAFgra triMSat aFgulam caturaSra kRtam utsRjya Sirasi
   pakṣasya sārdhasaptadaśadviśatāṅgulasya madhye lekhāṃ kṛtvā	pakzasya sArDa saptadaSa dvi Sata aFgulasya maDye leKAm kRtvA
   pakṣāpyayasyāparānte puruṣamātraṃ veṇuṃ niyamya tasyāṃ lekhāyāṃ nipātayet	pakza apyayasya apara ante puruza mAtram veNum niyamya tasyAm leKAyAm nipAtayet 
   sā yatra nipatati lekhāyāṃ tatra nitodaṃ kuryāt /	sA yatra nipatati leKAyAm tatra nitodam kuryAt /
   śaṅkuṃ nihanyāt tatra puruṣaṃ niyabhya tataḥ purastātpuruṣānte nitodaṃ	SaFkum nihanyAt tatra puruzam niyaBya tatas purastAt puruza ante nitodam
   kṛtvā tadanuguṇaṃ pūrvāparāvantāvālikhet /	kRtvA tad anuguNam pUrva aparA= antO= AliKet /
   pūrvaśyene dvipuruṣāṃ rajjumityuktameva saṃnamanamatra	pUrva Syene dvi puruzAm rajjum iti uktam eva saMnamanam atra
   prakārāntareṇoktamanusandhātavyam //	prakAra antareNa uktam anusanDAtavyam //
   ete    khyātaḥ	ete   KyAtaH
   dvipu    pucchaṃ aṣṭādaśānāṃ ṣoḍaśīnāṃ karaṇyo nava tilayukte	dvipu   pucCam azwAdaSAnAm zoxaSInAm karaNyaH nava tila yukte
   saptaviṃśatiśatāṅgule pārśvayorakṣṇayārūpe bhavataḥ /	saptaviMSati Sata aFgule pArSvayoH akzNayA rUpe BavataH /
   pucchātmaśirasāṃ ṣoḍaśī saṃkhyā bhūmau likhitvā draṣṭavyā //	pucCa Atma SirasAm zoxaSI saMKyA BUmO liKitvA drazwavyA //
   kapardibhāṣyam	kapardi BAzyam
   ṣoḍaśīṃ caturbhiḥ parigṛhṇīyāt || ĀpŚus_19.2a ||	zoxaSIm caturBiH parigRhNIyAt || ĀpŚuH _19.2aH ||
   puruṣasya ṣoḍaśabhāge yā tiṣṭati sā ṣoḍaśī /	puruzasya zoxaSa BAge yA tizwati sA zoxaSI /
   tāṃ caturbhiḥ phalaikaḥ vakṣyamāṇaiḥ parigṛhṇīyāt    kārayediti yāvat /	tAm caturBiH Pala ekaH vakzyamANEH parigRhNIyAt   kArayet iti yAvat /
   aṣṭamena tribhir aṣṭamaiś caturthena caturthasaviśeṣeṇeti || ĀpŚus_19.2b	azwamena triBiH azwamEH caturTena caturTa sa viSezeNa iti || ĀpŚuH _19.2b
   ardheṣṭakāṃ tribhir dvābhyāṃ caturthābhyāṃ caturthasaviśeṣeṇeti ||	arDa izwakAm triBiH dvAByAm caturTAByAm caturTa sa viSezeNa iti ||
   ĀpŚus_19.3 ||	ĀpŚuH _19.3 ||
   pādeṣṭakāṃ tribhiś caturthenaikaṃ caturthasaviśeṣārdhābhyāṃ ceti ||	pAda izwakAm triBiH caturTena ekam caturTa sa viSeza arDAByAm ca iti ||
   ĀpŚus_19.4 ||	ĀpŚuH _19.4 ||
   pakṣeṣṭakāṃ caturbhir dvābhyāṃ caturthābhyāṃ dvisaptamābhyāṃ ceti ||	pakza izwakAm caturBiH dvAByAm caturTAByAm dvi saptamAByAm ca iti ||
   ĀpŚus_19.5 ||	ĀpŚuH _19.5 ||
   pakṣamadhyīyāṃ caturbhir dvābhyāṃ caturthābhyāṃ dvisaptamābhyāṃ ceti ||	pakza maDyIyAm caturBiH dvAByAm caturTAByAm dvi saptamAByAm ca iti ||
   ĀpŚus_19.6 ||	ĀpŚuH _19.6 ||
   pakṣāgrīyāṃ tribhiś caturthenaikaṃ caturthasaptamābhyām ekaṃ	pakza agrIyAm triBiH caturTena ekam caturTa saptamAByAm ekam
   caturthasaviśeṣasaptamābhyāṃ ceti || ĀpŚus_19.7 ||	caturTa sa viSeza saptamAByAm ca iti || ĀpŚuH _19.7 ||
   puruṣasyāṣṭamena pañcadaśāṅgulena /	puruzasya azwamena paQcadaSa aFgulena /
   tribhiraṣṭamaiḥ    tenaiva triguṇitena pañcacatvāriṃśadaṅgulena /	triBiH azwamEH   tena eva tri guNitena paQcacatvAriMSat aFgulena /
   caturthasaviśeṣeṇa    caturbhāgasaviśeṣeṇa /	caturTa sa viSezeNa   catur BAga sa viSezeNa /
   "pramāṇaṃ tṛtīyena vardhayet' ityādinā vardhitena dvicatvāriṃśadaṅgulena	"pramANam tRtIyena varDayet a ityAdinA varDitena dvicatvAriMSat aFgulena
   caturdaśatilayuktena /	caturdaSa tila yuktena /
   evametaiścaturbhiḥ kāritā ṣoḍaśī /	evam etEH caturBiH kAritA zoxaSI /
   ardheṣṭakāṃ tribhiḥ parigṛhṇīyāditi sarvatra śeṣaḥ //	arDa izwakAm triBiH parigRhNIyAt iti sarvatra SezaH //
   dvābhyamiti    triṃśadaṅgulābhyāṃ /	dvAByam iti   triMSat aFgulAByAm /
   saviśeṣeṇoktapramāṇena /	sa viSezeNa ukta pramANena /
   etaistribhiḥ kārayet /	etEH triBiH kArayet /
   pādeti    gatametat /	pAda iti   gatam etat /
   caturiti    caturthenaikaṃ /	catur iti   caturTena ekam /
   caturthasya saviśeṣaḥ	caturTasya sa viSezaH
   caturthasaviśeṣaḥ /	caturTa sa viSezaH /
   tasyārdhābhyām /	tasya arDAByAm /
   pakṣeti pakṣārthamiṣṭakā    pakṣeṣṭakā /	pakza iti pakza arTam izwakAH   pakza izwakA /
   tāṃ caturbhiḥ parigṛhṇīyāt /	tAm caturBiH parigRhNIyAt /
   dvābhyāṃ ceti    dvābhyāṃ caturthābhyāṃ puruṣasaptamābhyāṃ /	dvAByAm ca iti   dvAByAm caturTAByAm puruza saptamAByAm /
   asya namanamupariṣṭādvakṣyate /	asya namanam uparizwAt vakzyate /
   pakṣamadhya    gataṃ caturthābhyāṃ dvisaptamābhyāṃ	pakza maDye   gatam caturTAByAm dvi saptamAByAm
   vakrabhūtābhyāmityetaiścaturbhiḥ pakṣamadhyīyāṃ karoti /	vakra BUtAByAm iti etEH caturBiH pakza maDyIyAm karoti /
   pakṣeti    gatam /	pakza iti   gatam /
   caturtheneti    puruṣacaturthenaikaṃ caturthasaptamābhyāṃ	caturTena iti   puruza caturTena ekam caturTa saptamAByAm
   vakrabhūtābhyāmekaṃ caturthasaviśeṣasaptamābhyāmeva //	vakra BUtAByAm ekam caturTa sa viSeza saptamAByAm eva //
   karavindīyā vyākhyā	karavindIyA vyAKyA
   ṣoḍa    ṇeti	zoxaH   Na iti
   puruṣasya ṣoḍaśabhāge yā tiṣṭhāti sā ṣoḍaśī /	puruzasya zoxaSa BAge yA tizWAti sA zoxaSI /
   tāṃ caturbhiḥ catuṣprakāraiḥ phalakaiḥṣoḍaśīṃ parigṛhṇīyāt    sampādayet /	tAm caturBiH catuzprakArEH PalakEH zoxaSIm parigRhNIyAt   sampAdayet /
   aṣṭamena    prakṛtatvāt purūṣasya /	azwamena   prakRta tvAt purUzasya /
   pañcadaśāṅguleneti yāvat /	paQcadaSa aFgulena iti yAvat /
   tribhiraṣṭamaiḥ pañcacatvāriṃśadaṅgulaiḥ /	triBiH azwamEH paQcacatvAriMSat aFgulEH /
   caturthena triṃśadaṅgulena /	caturTena triMSat aFgulena /
   caturthasaviśeṣeṇa dvicatvāriṃśadaṅgulena sārdhacaturdaśatilādhikena	caturTa sa viSezeNa dvicatvAriMSat aFgulena sArDa caturdaSa tila aDikena
   akṣṇayāvasthitena /	akzNayA avasTitena /
   itiśabdaśvārthe /	iti Sabda Sva arTe /
   etenacaitena ceti    aṣṭamī triraṣṭamyau pārśvamānyau /	etena ca etena ca iti   azwamI tris azwamyO pArSva mAnyO /
   caturthatatsaviśeṣau tiryaṅbhānyau /	caturTa tad sa viSezO tiryaFBa anyO /
   caturthasyaiva saviseṣaprāptayarthaṃ caturthaśabdaḥ //	caturTasya eva sa viseza prAptayarTam caturTa SabdaH //
   evametaiścaturbhi.ḥ phalakaiḥ ṣoḍaśīṃ kārayet //	evam etEH caturBi.H PalakEH zoxaSIm kArayet //
   ardhe    ceti	arDe   ca iti
   parigṛhṇīyāditi śeṣaḥ /	parigRhNIyAt iti SezaH /
   ardheṣṭakāṃ tribhiḥ phalakaiḥ parigṛhṇīyāt /	arDa izwakAm triBiH PalakEH parigRhNIyAt /
   triṃśadaṅgulābhyāṃ dvicatvāriṃśadaṅgulena sacaturdaśatilena ca tribhiḥ	triMSat aFgulAByAm dvicatvAriMSat aFgulena sa caturdaSa tilena ca triBiH
   phalakaiḥ //	PalakEH //
   pāde    ceti	pAde   ca iti
   ekaviṃśatyaṅgulābhyāṃ sasaptatilābhyāṃ triṃśadaṅgulena caikena ceti	ekaviMSati aFgulAByAm sa sapta tilAByAm triMSat aFgulena ca ekena ca iti
   tribhiḥ //	triBiH //
   pakṣā    ti	pakzAH   ti
   triṃśadaṅgulābhyāṃ saptadaśāṅgulābhyāṃ pañcatilādhikābhyāṃ ceti /	triMSat aFgulAByAm saptadaSa aFgulAByAm paQca tila aDikAByAm ca iti /
   pakṣeṣṭakāṃ dvābhyāṃ caturthābhyāṃ samābhyāṃ ca kārayet /	pakza izwakAm dvAByAm caturTAByAm samAByAm ca kArayet /
   asya ca namanamupariṣṭādvakṣyati //	asya ca namanam uparizwAt vakzyati //
   pakṣa    ti	pakza   ti
   pakṣamadhyamayogyā pakṣamadhyīyā /	pakza maDyama yogyA pakza maDyIyAH /
   tāṃ triṃśadaṅgulābhyāṃ catu striṃśadaṅgulabhyāṃ dvisaptadaśāhgulābhyāṃ	tAm triMSat aFgulAByAm catu striMSat aFgulaByAm dvi sapta daSa ahgulAByAm
   daśatilādhikābhyāṃ ceti caturbhiḥ //	daSa tila aDikAByAm ca iti caturBiH //
   pakṣā    ti	pakzAH   ti
   pakṣāgrayogyā pakṣāgrīyā /	pakza agra yogyA pakza agrIyAH /
   tāṃ triṃśadaṅgulenaikaṃ pañcatilādhikasaptacatvāriṃśadaṅgulenaikaṃ	tAm triMSat aFgulena ekam paQca tila aDika saptacatvAriMSat aFgulena ekam
   tathaikonaviṃśatitilādhikena ekonaṣaṣṭayaṅgulenaikamiti tribhiḥ phalakaiḥ	taTA ekonaviMSati tila aDikena ekona zazwayaFgulena ekam iti triBiH PalakEH
   parigṛhṇīyāt /	parigRhNIyAt /
   evaṃ ṣaṭ karaṇānyuktāni /	evam zax karaNAni uktAni /
   pakṣeṣṭakāḥ pakṣamadhyīyāḥ pakṣāgrīyā iti trayāṇāṃ tatra tatropadhāne	pakza izwakAH pakza maDyIyAH pakza agrIyAH iti trayANAm tatra tatra upaDAne
   yogyatvāya kṣetrasamatvāya	yogya tvAya kzetra sama tvAya
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   athakaraṇāni  	aTakaraNAni  
   ṣoḍaśīṃ    ṇeti	zoxaSIm   Na iti
   pūrvaśyenacaturthyeṣā /	pUrva Syena caturTI ezA /
   etāṃ caturbhiḥ phalakaiḥ parigṛhṇīyāt /	etAm caturBiH PalakEH parigRhNIyAt /
   tatrāṣṭamena tribhiraṣṭamairiti pārśvaphalake /	tatra azwamena triBiH azwamEH iti pArSva Palake /
   uttare tiryakphalake /	uttare tiryak Palake /
   saviśeṣaṃ caturthaṃ caturthasya dvikaraṇī caturdaśa tilāḥ	sa viSezam caturTam caturTasya dvi karaNI caturdaSa tilAH
   dvicatvāriṃśadaṅgulāḥ /	dvicatvAriMSat aFgulAH /
   ardhe ṇeti	arDe Na iti
   pāde ceti	pAde ca iti
   pūrvaśyenanamanyeṣā /	pUrva Syena namanyezA /
   caturthe triṃśadaṅgule pārśvaphalake /	caturTe triMSat aFgule pArSva Palake /
   saptame sapañvratilasaptadaśāṅgule tiryakphalake /	saptame sa paQvratila saptadaSa aFgule tiryak Palake /
   pakṣamadhyī ceti	pakza maDyI ca iti
   dve pakṣeṣṭake /	dve pakza izwake /
   samaste eṣā /	samaste ezA /
   pūvaśyene dvitīyāvadrūpaṃ /	pUvaSyene dvitIyA vat rUpam /
   pakṣā ceti	pakzA ca iti
   pakṣeṣṭakā    ardheṣṭakā /	pakza izwakA   arDa izwakAH /
   samaste ekā /	samaste ekA /
   kapardibhāṣyam	kapardi BAzyam
   pakṣakaraṇyāḥsaptamaṃ tiryaṅmānī | puruṣacaturthaṃ ca pārśvamānī |	pakza karaNyAH saptamam tiryak mAnI | puruza caturTam ca pArSva mAnI |
   tasyākṣṇayā rajjvā karaṇaṃ prajṛmbhayet || ĀpŚus_19.8a ||	tasya akzNayA rajjvA karaNam prajRmBayet || ĀpŚuH _19.8aH ||
   dīrghīkuryāt /	dIrGIkuryAt /
   anayeti karaṇī /	anayA iti karaNI /
   pakṣakaraṇī    pakṣasya karaṇī pakṣakaraṇī iṣṭakā /	pakza karaNI   pakzasya karaNI pakza karaNI izwakA /
   tasyā uktaṃ karaṇaṃ puruṣasaptamaṃ tiryaṅbhānī puruṣacaturthī pārśvamānīti	tasyAH uktam karaNam puruza saptamam tiryaFBAnI puruza caturTI pArSvamAnI iti
   pakṣeṣṭakāṃ caturbhiriti /	pakza izwakAm caturBiH iti /
   tameva dīrghībhūtaṃ karaṇaṃ prajambhayet    dīrghīkuryāt /	tam eva dIrGIBUtam karaNam prajamBayet   dIrGIkuryAt /
   kathamekayā kṣṇayā rajjvāyatayā dīrghīkuryātkaraṇam?	kaTam ekayA kzNayA rajju AyatayA dIrGIkuryAt karaNam?
   pakṣanamanyāḥ saptamena phalakāni namayet || ĀpŚus_19.8b ||	pakzanam anyAH saptamena PalakAni namayet || ĀpŚuH _19.8B ||
   pakṣanamanīti nitodalekhāmūlayorantarālam /	pakzanamanI iti nitoda leKA mUlayoH antarAlam /
   tatsaptadhā vibhajya ekena bhāgena /	tad saptaDA viBajya ekena BAgena /
   kimuktaṃ bhavati? yāvatprajambhitena tasyāḥsaptamī tiryagbhavati	kim uktam Bavati? yAvat prajamBitena tasyAHsaptamI tiryak Bavati
   tāvatprajambhayoditi /	tAvat prajamBaya uditi /
