   Bhk_1	Bhj-_1
   Bhk_11.10-2 kiṃ tat kathaṃ vetyupalabdha-saṃjñā vikalpayanto 'pi na	Bhk-_11.10-2 kim tat kaTam vA-iti-upalabDa--saMjQAH vikalpayantaH api na
   saṃpratīyuḥ.	saMpratIyuH.
   Bhk_11.11-1 vakṣaḥ stanābhyāṃ, sukhamānanena gātrāṇi gātrair	Bhc-_11.11-1 vakzaH stanAByAn, suKam-Ananena gAtrANi gAtrEH-
   ghaṭayanna-mandam	Gawayanna-mandam
   Bhk_11.11-2 smarā'turo naiva tutoṣa lokaḥ, paryāptatā premṇi kuto	Bhk-_11.11-2 smarA-aturaH na-eva tutoza lokaH, paryApta-tA premNi kuto
   viruddhā.	virudDA.
   Bhk_11.12-1 srastā'ṅga-yaṣṭiḥ parirabhyamāṇā saṃdṛśyamānā'pyupasaṃhṛtā'kṣī	Bhk-_11.12-1 srastA-aFga-yazwiH pariraByamANA saMdRSyamAnA-api-upasaMhRtA-akzI
   Bhk_11.12-2 anūḍhamānā śayane navoḍhā paropakāraika-rasaiva tasthau.	Bhc-_11.12-2 anUXa-mAnA Sayane na-va-UXA para-upakAra-eka-rasA-eva tasTO.
   Bhk_11.13-1 āliṅgitāyāḥ sahasā trapā-vāṃs trāsā'bhilāṣā'nugato ratā''dau	Bhc-_11.13-1 AliFgitAyAH sahasA trapA-vAn trAsA-aBilAzA-anugataH ratA-aadO
   Bhk_11.13-2 viśvāsitāyā ramaṇena vadhvā vimarda-ramyo-madano babhūva.	Bhk-_11.13-2 viSvAsitAyAH ramaNena vaDvAH vimarda--ramya-u-madanaH baBUva.
   Bhk_11.14-1 sāmonmukhenā ''cchuritā priyeṇa datte 'tha kācit pulakena	Bhk-_11.14-1 sAma-unmuKenA aacCuritA priyeNa datte aTa kAcid pulakena
   bhede	Bede
   Bhk_11.14-2 antaḥ-prakopā'pagamād vilolā vaśīkṛtā kevala-vikrameṇa.	Bhc-_11.14-2 antaH--prakopA-apagamAt vilolA vaSIkRtA kevala--vikrameNa.
   Bhk_11.15-1 gurur dadhānā paruṣa-tvamanyā kāntā 'pi kāntendu-karā'bhimṛṣṭā	Bhk-_11.15-1 guruH daDAnA paruza-tvam-anyA kAntA api kAnta-indu-karA-aBimRzwA
   Bhk_11.15-2 prahlāditā candra-śileva tūrṇaṃ kṣobhāt sravat-svedajalā	Bhk-_11.15-2 prahlAditA candra-SilA-iva tUrNam kzoBAt sravat-sveda-jalA
   babhūva.	baBUva.
   Bhk_11.16-1 śaśāṅka-nāthā'pagamena dhūmrāṃ mūrcchā-parītāmiva nir-vivekām	Bhc-_11.16-1 SaSAFka-nATA-apagamena DUmrAm mUrcCA--parItAm-iva nir-vivekAm
   Bhk_11.16-2 tataḥ sakhīva prathitā'nurāgā prābodhayat dyāṃ	Bhk-_11.16-2 tatas saKI-iva praTitA-anurAgA prAboDayat dyAm
   madhurā'ruṇaśrīḥ	maDurA-aruNa-SrIH
   Bhk_11.17-1 a-vīta-tṛṣṇo 'tha paraspareṇa kṣaṇādivā''yāta-niśā'vasānaḥ	Bhc-_11.17-1 a-vIta-tRzNaH aTa paraspareNa kzaNAt-ivA-aayAta--niSA-avasAnaH
   Bhk_11.17-2 duḥkhena lokaḥ paravānivā 'gāt samutsukaḥ svapna-niketanebhyaḥ	Bhc-_11.17-2 duHKena lokaH paravAn-ivA agAt samutsukaH svapna--niketaneByaH
   Bhk_11.18-1 ardhotthitā''liṅgita-sannimagno ruddhaḥ punar yān gamane	Bhc-_11.18-1 arDa-utTitA-aaliFgita--sannimagnaH rudDaH punar yAn gamane
   'nabhīpsuḥ	anaBIpsuH
   Bhk_11.18-2 vyājena niryāya punar nivṛttas tyaktā'nya-kāryaḥ sthita eva	Bhc-_11.18-2 vyAjena niryAya punar nivRttaH tyaktA-anya-kAryaH sTitaH eva
   kaścit.	kaScit.
   Bhk_11.19-1 tālena saṃpādita-sāmya-śobhaṃ śubhā'vadhānaṃ	Bhc-_11.19-1 tAlena saMpAdita--sAmya--SoBam SuBA-avaDAnam
   svara-baddha-rāgam	svara---badDa--rAgam
   Bhk_11.19-2 padair gatā'rthaṃ nṛpa-mandireṣu prātar jagur maṅgala-vat	Bhc-_11.19-2 padEH gatA-arTam nRpa--mandirezu prAtar jaguH maFgala--vat-
   taruṇyaḥ.	taruNyaH.
   Bhk_11.20-1 duruttare paṅka ivā 'ndhakāre magnaṃ jagat	Bhc-_11.20-1 duruttare paFkaH ivA anDakAre magnam jagat-
   santata-raśmi-rajjuḥ	santata-raSmi--rajjuH
   Bhk_11.20-2 pranaṣṭa-mūrti-pravibhāgamudyan pratyujjahāreva tato vivasvān.	Bhc-_11.20-2 pranazwa--mUrti--praviBAgam-udyan pratyujjahAra-iva tatas vivasvAn.
   Bhk_11.21-1 pītauṣṭha-rāgāṇi hṛtā'ñjanāni bhāsvanti lolairalakair mukhāni	Bhk-_11.21-1 pIta-ozWa--rAgANi hRtA-aQjanAni BAsvanti lolEH-alakEH muKAni
   Bhk_11.21-2 prātaḥ kṛtā'rthāni yathā virejus tathā na pūrvedyuralaṃkṛtāni.	Bhc-_11.21-2 prAtar kRtA-arTAni yaTA virejuH taTA na pUrvedyus-alaMkRtAni.
   Bhk_11.22-1 prajāgarā''tāmra-vilocanā'ntā nirañjanā'laktaka-patra-lekhāḥ	Bhk-_11.22-1 prajAgarA-aatAmra--vilocanA-antAH niraQjanA-alaktaka-patra--leKAH
   Bhk_11.22-2 tulyā ivā ''san parikheda-tanvyo vāsa-cyutāḥ	Bhj-_11.22-2 tulyAH ivAH aasan pariKeda--tanvyaH vAsa--cyutAH
   sevita-manmathābhiḥ	sevita-manmaTABiH
   Bhk_11.23-1 ābaddha-netrā'ñjana-paṅka-leśas tāmbūla-rāgaṃ bahulaṃ dadhānaḥ	Bhc-_11.23-1 AbadDa--netrA-aQjana--paFka--leSaH tAmbUla-rAgam bahulam daDAnaH
   Bhk_11.23-2 cakāra kānto 'pyadharo 'ṅganānāṃ sahoṣitānāṃ patibhir	Bhc-_11.23-2 cakAra kAntaH api-aDaraH aFganAnAm saha-uzitAnAm patiBiH-
   laghutvam.	laGu-tvam.
   Bhk_11.24-1 cakṣūṃṣi kāntānyapi sā'ñjanāni tāmbūla-raktaṃ ca	Bhc-_11.24-1 cakzUMzi kAntAni-api sA-aQjanAni tAmbUla-raktam ca
   sa-rāgamoṣṭham	sa-rAgam-ozWam
   Bhk_11.24-2 kurvan sa-vāsaṃ ca su-gandhi vaktraṃ cakre janaḥ	Bhk-_11.24-2 kurvan sa-vAsam ca su-ganDi vaktram cakre janaH
   kevala-pakṣa-pātam.	kevala--pakza-pAtam.
   Bhk_11.25-1 kṣatairasaṃcetita-danta-labdhaiḥ saṃbhoga-kāle 'vagataiḥ	Bhc-_11.25-1 kzatEH-asaMcetita-danta--labDEH saMBoga--kAle avagatEH
   prabhāte	praBAte
   Bhk_11.25-2 a-śaṅkatā 'nyonya-kṛtaṃ vyalīkaṃ viyoga-bāhyo 'pi jano	Bhc-_11.25-2 a-SaFkatA anyonya-kRtam vyalIkam viyoga--bAhyaH api jano
   'tirāgāt	atirAgAt-
   Bhk_11.26-1 netreṣubhiḥ saṃyuta-pakṣma-patraiḥ	Bhc-_11.26-1 netra-izuBiH saMyuta--pakzma--patrEH
   karṇā'nta-kṛṣṭairuru-keśa-śūlāḥ	karNA-anta--kRzwEH-uru-keSa--SUlAH
   Bhk_11.26-2 stanoru-cakrās tata-karṇa-pāśāḥ strī-yoddha-mukhyā jayino	Bhk-_11.26-2 stana-Uru-cakrAH tata--karNa--pASAH strI-yodDa-muKyAH jayinaH-
   viceruḥ	viceruH
   Bhk_11.27-1 payo-dharāṃś candana-paṅka-digdhān vāsāṃsi cā 'mṛṣṭa-mṛjāni	Bhk-_11.27-1 payaH--DarAn candana--paFka--digDAn vAsAMsi cA amRzwa--mRjAni
   dṛṣṭvā	dRzwvA
   Bhk_11.27-2 strīṇāṃ sa-patnyo jahṛṣuḥ prabhāte mandāyamānā'nuśayair	Bhc-_11.27-2 strINAm sa-patnyaH jahRzuH praBAte mandAyamAnA-anuSayEH-
   manobhiḥ	manoBiH
   Bhk_11.28-1 smarā''ture cetasi labdha-janmā rarāja lolo'pi guṇā'pahāryaḥ	Bhk-_11.28-1 smarA-aature cetasi labDa-janmA rarAja lolaH-api guNA-apahAryaH
   Bhk_11.28-2 kutūhalān netra-gavākṣa-saṃsthaḥ paśyannivā 'nyonya-mukhāni	Bhc-_11.28-2 kutUhalAt netra-gavAkza--saMsTaH paSyan=-ivAH anyonya--muKAni
   rāgaḥ	rAgaH
   Bhk_11.29-1 gate 'tibhūmiṃ praṇaye prayuktā- na-buddhi-pūrvaṃ	Bhc-_11.29-1 gate ati-BUmim praNaye prayuktA na-budDi-pUrvam
   pariluptasaṃjñaḥ	parilupta-saMjQaH
   Bhk_11.29-2 ātmā'nubhūtānapi nopacārān smarā''turaḥ saṃsmarati sma lokaḥ	Bhc-_11.29-2 AtmA-anuBUtAn-api na-upacArAn smarA-aaturaH saMsmarati sma lokaH
   Bhk_11.30-1 vastrairanatyulbaṇa-ramya-varṇair vilepanaiḥ	Bhc-_11.30-1 vastrEH-anati-ulbaNa--ramya--varNEH vilepanEH
   saurabha-lakṣmaṇīyaiḥ	sOraBa-lakzmaNIyEH
   Bhk_11.30-2 āsyaiś ca lokaḥ paritoṣa-kāntai- rasūcayal labdha-padaṃ	Bhc-_11.30-2 AsyEH ca lokaH paritoza--kAntE rasUcayat labDa--padam
   rahasyam.	rahasyam.
   Bhk_11.31-1 prātastarāṃ candana-lipta-gātrāḥ pracchādya hastairadharān	Bhk-_11.31-1 prAtastarAm candana--lipta-gAtrAH pracCAdya hastEH-aDarAn
   vadantaḥ	vadantaH
   Bhk_11.31-2 śāmyan-nimeṣāḥ sutarāṃ yuvānaḥ prakāśayanti sma nigūhanīyam.	Bhk-_11.31-2 SAmyan--nimezAH sutarAm yuvAnaH prakASayanti sma nigUhanIyam.
   Bhk_11.32-1 sāmnaiva loke vijite 'pi vāme ! kimudyataṃ	Bhk-_11.32-1 sAmnA-eva loke vijite api vAme ! kim-udyatam
   bhrū-dhanur-prasahyam,	BrU-DanuH--prasahyam,
   Bhk_11.32-2 hantuṃ kṣamo vā vada locaneṣur digdho viṣeṇeva kimañjanena.	Bhc-_11.32-2 hantum kzamaH vA vada locana-izuH digDaH vizeNa-iva kim-aQjanena.
   Bhk_11.33-1 dantacchade prajvalitā'gni-kalpe tāmbūla-rāgas	Bhc-_11.33-1 dantacCade prajvalitA-agni-kalpe tAmbUla-rAga-s
   tṛṇa-bhāra-tulyaḥ	tRNa-BAra--tulyaH
   Bhk_11.33-2 nyastaḥ kimityūcurupeta-bhāvā goṣṭhīṣu nārīs taruṇīr yuvānaḥ.	Bhc-_11.33-2 nyastaH kim-iti-UcuH-upeta-BAvAH gozWIzu nArIH taruNIH yuvAnaH.
   Bhk_11.34-1 sukhā'vagāhāni yutāni lakṣmyā śucīni saṃtāpa-harāṇyurūṇi	Bhk-_11.34-1 suKA-avagAhAni yutAni lakzmyA SucIni saMtApa--harANi-urUNi
   Bhk_11.34-2 prabuddha-nārī-mukha-paṅka-jāni prātaḥ sarāṃsīva gṛhāṇi rejuḥ.	Bhk-_11.34-2 prabudDa--nArI--muKa--paFka-jAni prAtar sarAMsi-iva gRhANi rejuH.
   Bhk_11.35-1 saṃmṛṣṭa-siktā'rcita-cāru-puṣpai-	Bhk-_11.35-1 saMmRzwa--siktA-arcita-cAru--puzpE-
   rāmoda-vad-dravya-sugandha-bhāgaiḥ	rAma-uda-vat--dravya--suganDa--BAgEH
   Bhk_11.35-2 lakṣmīr vijigye bhavanaiḥ sa-bhṛṅgaiḥ sevyasya devairapi	Bhc-_11.35-2 lakzmIH vijigye BavanEH sa-BRFgEH sevyasya devEH-api
   nandanasya.	nandanasya.
   Bhk_11.36-1 akṣṇoḥ patan nīla-saro-ja-lobhād bhṛṅgaḥ kareṇā 'lpa-dhiyā	Bhc-_11.36-1 akzNoH patan nIla--saro-ja-loBAt BRFgaH kareNA alpa-DiyA
   nirastaḥ	nirastaH
   Bhk_11.36-2 dadaṃśa tāmrā'mbu-ruhā'bhisandhis trṇā''turaḥ pāṇi-tale 'pi	Bhc-_11.36-2 dadaMSa tAmrA-ambu-ruhA-aBisanDiH trNA-aaturaH pANi-tale api
   dhṛṣṇuḥ.	DRzNuH.
   Bhk_11.37-1 vilola-tāṃ cakṣuṣi hasta-vepathuṃ bhruvor vibhaṅgaṃ	Bhc-_11.37-1 vilola-tAm cakzuzi hasta-vepaTum BruvoH viBaFgam
   stana-yugma-valgitam	stana--yugma-valgitam
   Bhk_11.37-2 vibhūṣaṇānāṃ kvaṇitaṃ ca ṣaṭ-pado gurur yathā nṛtya-vidhau	Bhc-_11.37-2 viBUzaNAnAm kvaNitam ca zaw-padaH guruH yaTA nRtya-viDO
   samādadhe.	samAdaDe.
   Bhk_11.38-1 athā 'nukūlān kula-dharma-saṃpado vidhāya veśān su-divaḥ	Bhc-_11.38-1 aTAH anukUlAn kula--Darma--saMpadaH viDAya veSAn su-divaH
   purī-janaḥ.	purI--janaH.
   Bhk_11.38-2 prabodha-kāle śāta-manyu-vidviṣaḥ pracakrame rāja-niketanaṃ	Bhk-_11.38-2 praboDa--kAle SAta--manyu-vidvizaH pracakrame rAja--niketanam
   prati.	prati.
   Bhk_11.39-1 śailendra-śṛṅgebhya iva pravṛttā vegāj jalaughāḥ	Bhc-_11.39-1 SElendra--SRFgeByaH iva pravRttAH vegAt jala-oGAH
   pura-mandirebhyaḥ	pura-mandireByaH
   Bhk_11.39-2 āpūrya rathyāḥ sarito janaughā rājā'ṅganā'mbhodhimapūrayanta.	Bhk-_11.39-2 ApUrya raTyAH saritaH jana-oGAH rAjA-aFganA-amBoDim-apUrayanta.
   Bhk_11.40-1 prabodha-kālāt tridaśendra-śatroḥ prāgūrdhva-śoṣaṃ	Bhk-_11.40-1 praboDa--kAlAt tridaSa-indra--SatroH prAk-UrDva--Sozam
   pariśuṣyamāṇāḥ	pariSuzyamANAH
   Bhk_11.40-2 hīnā mahāntaś ca sama-tvamīyur	Bhc-_11.40-2 hInAH mahAntaH ca sama--tvam-IyuH-
   dvāsa-sthairavajñā-puruṣā'kṣi-dṛṣtāḥ.	dvAsa--sTEH-avajQA-puruzA-akzi-dRztAH.
   Bhk_11.41-1 gurūru-cañcat-kara-karṇa-jihvai- ravajñayā	Bhc-_11.41-1 guru-Uru-caQcat-kara--karNa--jihvE rava-jQayA
   'grā'ṅguli-saṃgṛhītaiḥ	agrA-aFguli--saMgRhItEH
   Bhk_11.41-2 rakṣāmsyanāyāsa-hṛtairupāsthuḥ kapola-līnā'li-kulair	Bhc-_11.41-2 rakzAmsyana-AyAsa--hRtEH-upAsTuH kapola---lInA-ali--kulEH-
   gajendraiḥ.	gaja-indrEH.
   Bhk_11.42-1 nikṛtta-matta-dvipa-kumbha-māṃsaiḥ saṃpṛkta-muktair	Bhc-_11.42-1 nikRtta-matta--dvipa--kumBa--mAMsEH saMpRkta-muktEH-
   harayo'gra-pādaiḥ	harayaH-agra--pAdEH
   Bhk_11.42-2 āninyire śreṇikṛtās tathā 'nyaiḥ parasparaṃ	Bhk-_11.42-2 Aninyire SreNi-kRtAH taTA anyEH parasparam
   vāladhi-sannibaddhāḥ	vAlaDi-sannibadDAH
   Bhk_11.43-1 upekṣitā deva-gaṇais trasadbhir niṣā-carair vīta-bhayair	Bhc-_11.43-1 upekzitAH deva--gaNEH trasadBiH nizA-carEH vIta--BayEH-
   nikṛttāḥ	nikRttAH
   Bhk_11.43-2 tasminnadṛśyanta sura-drumāṇāṃ sa-jāla-puṣpa-stabakāḥ	Bhk-_11.43-2 tasmin=-adRSyanta sura-drumANAm sa-jAla--puzpa--stabakAH
   prakīrṇāḥ.	prakIrNAH.
   Bhk_11.44-1 nirākariṣṇur dvija-kuñjarāṇāṃ tṛṇīkṛtā'śeṣa-guṇo'ti-mohāt	Bhc-_11.44-1 nirAkarizNuH dvija--kuQjarANAm tRNIkRtA-aSeza-guNaH-ati-mohAt-
   Bhk_11.44-2 pāpā'śayānabhyudayā'rthamārcīt prāg brahma-rakṣaḥ-pravarān	Bhk-_11.44-2 pApA-aSayAnaByudayA-arTamArcIt prAk brahma-rakzaH--pravarAn
   daśā''syaḥ	daSA-aasyaH
   Bhk_11.45-1 māyāvibhis trāsa-karair janānā- māptairupādāna-parairupetaḥ	Bhc-_11.45-1 mAyA-viBiH trAsa-karEH janAnA mAptEH-upAdAna--parEH-upetaH
   Bhk_11.45-2 satāṃ vighātaika-rasairavikṣat sadaḥ	Bhk-_11.45-2 satAm viGAta-eka-rasEH-avikzat sadaH
   parikṣobhita-bhūmi-bhāgam.	parikzoBita--BUmi-BAgam.
   Bhk_11.46-1 vighṛta-niśita-śastrais tad yutaṃ yātudhānai-	Bhc-_11.46-1 viGRta--niSita--SastrEH tat yutam yAtuDAnE-
   ruru-jaṭhara-mukhībhiḥ saṃkulaṃ rākṣasībhiḥ	ruru--jaWara--muKIBiH saMkulam rAkzasIBiH
   Bhk_11.46-2 śvagaṇi-śata-vikīrṇaṃ vāgurā-van mṛgībhir vanamiva	Bhc-_11.46-2 Sva-gaNi--Sata--vikIrNam vAgurA-vat mRgIBiH vanam-iva
   sa-bhayābhir deva-bandībhirāsīt.	sa-BayABiH deva-bandIBiH-AsIt.
   Bhk_11.47-1 jalada iva taḍitvān prājya-ratna-prabhābhiḥ	Bhc-_11.47-1 jaladaH iva taxitvAn prAjya--ratna--praBABiH
   prati-kakubhamudasyan nisvanaṃ dhīra-mandram	prati-kakuBa-mudasyan nisvanam DIra-mandram
   Bhk_11.47-2 śikharamiva sumerorāsanaṃ haimamuccair vividha-maṇi-vicitraṃ	Bhc-_11.47-2 SiKaram-iva sumeroH-Asanam hEmam-uccEs viviDa-maNi--vicitram
   pronnataṃ so 'dhyatiṣthat	pronnatam saH aDyatizTat-
   Bhk_12	Bhc-_12
   Bhk_12.1-1 tato vi-nidraṃ kṛta-devatā'rcaṃ dṛṣṭyaiva citta-praśamaṃ	Bhk-_12.1-1 tatas vi-nidram kRta--devatA-arcam dRzwyA-eva citta--praSamam
   kirantam	kirantam
   Bhk_12.1-2 āviṣkṛtā'ṅga-pratikarma-ramyaṃ vibhīṣaṇaṃ vācamuvāca mātā	Bhc-_12.1-2 AvizkRtA-aFga--pratikarma--ramyam viBIzaNam vAcam-uvAca mAtA
   Bhk_12.2-1 "prabādhamānasya jaganti dhīmaṃs ! tvaṃ	Bhk-_12.2-1 "prabADamAnasya jaganti DIman ! tvam
   sodarasyā'timadoddhatasya	sodarasyA-ati-mada-udDatasya
   Bhk_12.2-2 ānandano nāka-sadāṃ praśāntiṃ tūrṇaṃ viṣasyā'mṛta-vat kuruṣva.	Bhk-_12.2-2 AnandanaH nAka-sadAm praSAntim tUrNam vizasyAH-amRta-vat kuruzva.
   Bhk_12.3-1 kuryās tathā, yena jahāti sītāṃ viṣāda-nīhāra-parīta-mūrtim	Bhk-_12.3-1 kuryAH taTA, yena jahAti sItAm vizAda--nIhAra--parIta--mUrtim
   Bhk_12.3-2 sthitāṃ kṣitau śānta-śikhā-pratānāṃ tārāmiva trāsa-karīṃ	Bhc-_12.3-2 sTitAm kzitO SAnta--SiKA--pratAnAm tArAm-iva trAsa-karIm
   janasya.	janasya.
   Bhk_12.4-1 yāvan na saṃtrāsita-deva-saṃghaḥ piṇḍo viṣasyeva hareṇa bhīṣmaḥ	Bhc-_12.4-1 yAvat na saMtrAsita--deva--saMGaH piNxaH vizasya-iva hareNa BIzmaH
   Bhk_12.4-2 saṃgrasyate 'sau puruṣā'dhipena, drutaṃ kulā''nanda ! yatasva	Bhk-_12.4-2 saMgrasyate asO puruzA-aDipena, drutam kulA-aananda ! yatasva
   tāvat.	tAvat-.
   Bhk_12.5-1 hatā janasthāna sado nikāyāḥ, kṛtā jitotkhāta-bhaṭa-drumā pūḥ,	Bhc-_12.5-1 hatAH janasTAna sadaH nikAyAH, kRtA jita-utKAta--Bawa-drumA pUH,
   Bhk_12.5-2 sadāṃsi dagdhāni, vidheyamasmin yad bandhunā, tad ghaṭayasva	Bhk-_12.5-2 sadAMsi dagDAni, viDeyam-asmin yat banDunA, tat Gawayasva
   tasmin."	tasmin."
   Bhk_12.6-1 cikīrṣite pūrva-taraṃ sa tasmin, kṣemaṃ-kare 'rthe	Bhk-_12.6-1 cikIrzite pUrva-taram sa tasmin, kzemaM-kare arTe
   muhurīryamāṇaḥ	muhur-IryamANaH
   Bhk_12.6-2 mātrā 'timātraṃ śubhayaiva buddhyā ciraṃ sudhīrabhyadhikaṃ	Bhc-_12.6-2 mAtrA atimAtram SuBayA-eva budDyA ciram suDIH-aByaDikam
   samādhāt.	samADAt.
   Bhk_12.7-1 dauvārikā'bhyāhata-śakra-dūtaṃ sopāyanopasthita-loka-pālam	Bhc-_12.7-1 dOvArikA-aByAhata--Sakra-dUtam sa-upAyana-upasTita-loka-pAlam
   Bhk_12.7-2 sā''śaṅka-bhīṣmā''pta-viśan-niśāṭaṃ dvāraṃ yayau	Bhk-_12.7-2 sA-aaSaFka--BIzmA-aapta-viSan--niSAwam dvAram yayO
   rāvaṇa-mandrirasya.	rAvaNa-mandrirasya.
   Bhk_12.8-1 dūrāt pratīhāra-nataḥ sa vārtāṃ pṛcchannanāvedita-saṃpraviṣṭaḥ	Bhc-_12.8-1 dUrAt pratIhAra--nataH sa vArtAm pRcCan=-anAvedita--saMpravizwaH
   Bhk_12.8-2 sa-gauravaṃ datta-patho niśāṭai- raikṣiṣṭa	Bhk-_12.8-2 sa-gOravam datta-paTaH niSAwE rEkzizwa
   śailā'gramivendraśatrum	SElA-agram-iva-indra-Satrum
   Bhk_12.9-1 kṛśānu-varṣmaṇyadhirūḍhamuccaiḥ siṃhāsane saṃkṣaya-megha-bhīmam	Bhc-_12.9-1 kRSAnu-varzmaNi-aDirUXam-uccEs siMhAsane saMkzaya--meGa--BImam
   Bhk_12.9-2 nisarga-tīkṣṇaṃ nayana-sphuliṅgaṃ yugānta-vahneriva dhūma-rāśim	Bhc-_12.9-2 nisarga-tIkzNam nayana--sPuliFgam yuga-anta--vahneH-iva DUma-rASim
   Bhk_12.10-1 prītyā 'pi dattekṣaṇa-sannipātaṃ bhayaṃ bhūjaṅgā'dhipa-vad	Bhc-_12.10-1 prItyA api datta-IkzaNa--sannipAtam Bayam BU-jaFgA-aDipa-vat-
   dadhānam	daDAnam
   Bhk_12.10-2 tamaḥ-samūhā''kṛtimapyaśeṣā- nūrjā jayantaṃ prathita-prakāśān.	Bhc-_12.10-2 tamaH--samUhA-aakRtim-api-aSezA nUrjAH jayantam praTita--prakASAn-.
   Bhk_12.11-1 taṃ ratna-dāyaṃ jita-mṛtyu-lokā rātriṃ-carāḥ kānti-bhṛto	Bhk-_12.11-1 tam ratna-dAyam jita--mRtyu--lokAH rAtriM-carAH kAnti-BRtaH-
   'nvasarpan	anvasarpan
   Bhk_12.11-2 pramukta-muktā-phalamambu-vāhaṃ saṃjāta-tṛṣṇā iva	Bhk-_12.11-2 pramukta-muktA--Palam-ambu-vAham saMjAta-tRzNAH iva
   deva-mukhyāḥ.	deva--muKyAH.
   Bhk_12.12-1 sa kiṅkaraiḥ kalpitamiṅgita-jñaiḥ saṃbādhakaṃ	Bhk-_12.12-1 sa kiFkarEH kalpitam-iFgi-ta-jQEH saMbADakam
   pūrva-samāgatānām	pUrva--samAgatAnAm
   Bhk_12.12-2 siṃhāsanopāśrita-cāru-bāhu- radhyāsta pīṭhaṃ vihita-praṇāmaḥ.	Bhk-_12.12-2 siMhAsana-upASrita--cAru-bAhu raDyAH-ta pIWam vihita--praNAmaH.
   Bhk_12.13-1 tato daśā''syaḥ kṣubhitā'hi-kalpaṃ	Bhk-_12.13-1 tatas daSA-aasyaH kzuBitA-ahi-kalpam
   dīprā'ṅgulīyopalamūḍha-ratnam	dIprA-aFgulIya-upala-mUXa--ratnam
   Bhk_12.13-2 aneka-cañcan-nakha-kānti-jihvaṃ prasārya pāṇiṃ samitiṃ babhāṣe	Bhc-_12.13-2 aneka--caQcan-naKa---kAnti-jihvam prasArya pANim samitim baBAze
   Bhk_12.14-1 "śaktaiḥ suhṛdbhiḥ paridṛṣṭa-kāryai- rāmnātibhir nītiṣu	Bhc-_12.14-1 "SaktEH suhRdBiH paridRzwa-kAryE rAmnAtiBiH nItizu
   buddhi-madbhiḥ	budDi-madBiH
   Bhk_12.14-2 yuṣmad-vidhaiḥ sārdhamupāya-vidbhiḥ sadhyanti kāryāṇi	Bhc-_12.14-2 yuzmad--viDEH sArDam-upAya--vidBiH saDyanti kAryANi
   su-mantritāni.	su-mantritAni.
   Bhk_12.15-1 upekṣite vāli-kharā''di-nāśe, dagdhe pure, 'kṣe nihate	Bhc-_12.15-1 upekzite vAli-KarA-aadi-nASe, dagDe pure, akze nihate
   sa-bhṛtye,	sa-BRtye,
   Bhk_12.15-2 sainye dviṣāṃ sāgaramuttitīrṣā- va-nantaraṃ brūta, yadatra	Bhk-_12.15-2 sEnye dvizAm sAgaram-uttitIrzA va-nantaram brUta, yat-atra
   yuktam."	yuktam-."
   Bhk_12.16-1 bhujāṃ'sa-vakṣaḥ-sthala-kārmukā'sīn gadāś ca śūlāni ca	Bhk-_12.16-1 BujAM-asa--vakzaH--sTala--kArmukA-asIn gadAH ca SUlAni ca
   yātudhānāḥ	yAtuDAnAH
   Bhk_12.16-2 parāmṛśantaḥ prathitā'bhimānāḥ procuḥ prahasta-pramukhā	Bhk-_12.16-2 parAmRSantaH praTitA-aBimAnAH procuH prahasta--pramuKA
   daśā''syam.	daSA-aasyam.
   Bhk_12.17-1 "a-khaṇḍya-mānaṃ parikhaṇḍya śakraṃ tvaṃ	Bhc-_12.17-1 "a-KaNxya--mAnam pariKaNxya Sakram tvam
   paṇḍitaṃ-manyamudīrṇa-daṇḍaḥ	paNxitaM-manyam-udIrNa--daNxaH
   Bhk_12.17-2 narā''bhiyogaṃ nṛ-bhujāṃ pradhāna ! mantronmukhaḥ kiṃ nayase	Bhc-_12.17-2 narA-aaBiyogam nR-BujAm praDAnaH ! mantra-unmuKaH kim nayase
   gurutvam.	guru-tvam.
   Bhk_12.18-1 niryat-sphuliṅgā''kula-dhūma-rāśiṃ kiṃ brūhi bhūmau pinaṣāma	Bhc-_12.18-1 niryat--sPuliFgA-aakula-DUma--rASim kim brUhi BUmO pinazAma
   bhānum,	BAnum,
   Bhk_12.18-2 ā danta-niṣpīḍita-pītaminduṃ ṣṭhīvāma	Bhc-_12.18-2 A danta--nizpIxita--pItam-indum zWIvAm-a
   śuṣkekṣu-latā'sthi-kalpam.	Suzka-ikzu--latA-asTi--kalpam.
   Bhk_12.19-1 sa-rāghavaiḥ kiṃ bata vānarais tair yaiḥ prātarāśo 'pi na	Bhk-_12.19-1 sa-rAGavEH kim bata vAnarEH tEH yEH prAtarASaH api na
   kasyacin naḥ	kasyacid naH
   Bhk_12.19-2 sa-sthāṇu-kailāsa-dhāra 'bhidhatsva, kiṃ dyauradho 'stu,	Bhk-_12.19-2 sa-sTANu--kElAsa-DAra aBiDatsva, kim dyOH-aDas astu,
   kṣitirantarīkṣe.	kzitiH-antarIkze.
   Bhk_12.20-1 cāpalya-yuktasya hareḥ kṛśānuḥ samedhito vāladhi-bhāk	Bhc-_12.20-1 cApalya--yuktasya hareH kRSAnuH sameDitaH vAlaDi-BAj-
   tvadīyaiḥ	tvadIyEH
   Bhk_12.20-2 śastreṇa vadhyasya galannadhākṣīd rājan ! pramādena nijena	Bhk-_12.20-2 SastreNa vaDyasya galannaDAkzIt rAjan ! pramAdena nijena
   laṅkām."	laFkAm."
