   (Gv 1)	(Gu 1)
   vividhaśokaśalyaduḥkhāni ca prasrabdhāni / sarvaṃ cedaṃ buddhakṣetraṃ	viviDa Soka Salya duHKAni ca prasrabDAni / sarvam ca idam budDa kzetram
   sarvaratnameghairabhipravarṣan	sarva ratna meGEH aBipravarzan
   sarvapuṣpadhūpagandhamālyavilepanacūrṇacīvaracchatradhvajapatākāvyūhasarvapūjāmeghairabhipravarṣan	sarva puzpa DUpa ganDa mAlya vilepana cUrNa cIvara= Catra Dvaja patAkA vyUha sarva pUjA meGEH aBipravarzan
   bhagavantamupasaṃkrāntaḥ / sa cāsyāśrayaḥ	Bagavantam upasaMkrAntaH / sa ca asya ASrayaH
   sarvasattvabhavanapratibhāsaprāpto yathāśayasattvasaṃtoṣaṇābhimukhaḥ /	sarva sattva Bavana pratiBAsa prAptaH yaTASaya sattva saMtozaNa aBimuKaH /
   tasmiṃśca potalake parvate 'valokiteśvarasya	tasmin= ca potalake parvate avalokiteSvarasya
   bodhisattvasyāntikamupasaṃkrāntaḥ saṃdṛśyate sma //	boDisattvasya antikam upasaMkrAntaH saMdRSyate sma //
   atha khalu avalokiteśvaro bodhisattvaḥ sudhanaṃ śreṣṭhidārakametadavocat  	aTa Kalu avalokita ISvaraH boDisattvaH suDanam SrezWi dArakam etat avocat  
   paśyasi tvaṃ kulaputra ananyagāminaṃ bodhisattvamiha parṣanmaṇḍale	paSyasi tvam kula putra ananya gAminam boDisattvam iha parzad maNxale
   saṃprāptam? āha   paśyāmi ārya / āha   etaṃ kulaputra ananyagāminaṃ	saMprAptam? Aha  paSyAmi AryaH / Aha  etam kula putra ananya gAminam
   bodhisattvamupasaṃkramya paripṛccha   kathaṃ bodhisattvena	boDisattvam upasaMkramya paripRcCa  kaTam boDisattvena
   bodhisattvacaryāyāṃ śikṣitavyam, kathaṃ pratipattavyam //	boDisattva caryAyAm Sikzitavyam, kaTam pratipattavyam //
   atha khalu sudhanaḥ śreṣṭhidārako 'valokiteśvarasya bodhisattvasya pādau	aTa Kalu suDanaH SrezWi dArakaH avalokiteSvarasya boDisattvasya pAdO
   śirasābhivandya avalokiteśvaraṃ bodhisattvamanekaśatasahasrakṛtvaḥ	SirasA aBivandya avalokita ISvaram boDisattvam aneka Sata sahasra kRtvas 
   pradakṣiṇīkṛtya punaḥ punaravalokya avalokiteśvarasya	pradakziNIkRtya punar punar avalokya avalokita ISvarasya
   bodhisattvasyāntikātprakrāntaḥ // 28 //	boDisattvasya antikAt prakrAntaH // 28 //
   (Gv 165)	(Gu 165)
   31 Ananyagāmī /	31 Ananya gAmI /
   atha khalu sudhanaḥ śreṣṭhidārako 'valokiteśvarasya bodhisattvasya	aTa Kalu suDanaH SrezWi dArakaH avalokiteSvarasya boDisattvasya
   jñānagāthālabdhacitto 'valokiteśvarasya bodhisattvasyāvitṛpto darśanena	jQAna gATA labDa cittaH avalokiteSvarasya boDisattvasya avitRptaH darSanena
   vāṇīmaprativahan yena ananyagāmī bodhisattvastenopasaṃkramya ananyagāmino	vANIm aprativahan yena ananya gAmI boDisattvaH tena upasaMkramya ananya gAminaH 
   bodhisattvasya pādau śirasābhivandya purataḥ prāñjaliḥ sthitvā evamāha  	boDisattvasya pAdO SirasA aBivandya puratas prAQjaliH sTitvA evam Aha  
   mayā ārya anuttarāyāṃ samyaksaṃbodhau cittamutpāditam / na ca jānāmi	mayA Arya anuttarAyAm samyaksaMboDO cittam utpAditam / na ca jAnAmi
   kathaṃ bodhisattvena bodhisattvacaryāyāṃ śikṣitavyam, kathaṃ	kaTam boDisattvena boDisattva caryAyAm Sikzitavyam, kaTam
   pratipattavyam / śrutaṃ ca me āryo bodhisattvānāmavavādānuśāsanīṃ dadātīti	pratipattavyam / Srutam ca me AryaH boDisattvAnAm avavAda anuSAsanIm dadAti iti
   / tadvadatu me āryaḥ   kathaṃ bodhisattvena bodhisattvacaryāyāṃ	/ tat vadatu me AryaH  kaTam boDisattvena boDisattva caryAyAm
   śikṣitavyam, kathaṃ pratipattavyam //	Sikzitavyam, kaTam pratipattavyam //
   so 'vocat   ahaṃ kulaputra samantamukhanirjavanasya bodhisattvavimokṣasya	saH avocat  aham kula putra samanta muKa nirjavanasya boDisattva vimokzasya
   lābhī / āha   katamasya tvayā ārya tathāgatasya pādamūlādeṣa	lABI / Aha  katamasya tvayA Arya taTAgatasya pAda mUlAt eza
   samantamukhanirjavano nāma bodhisattvavimokṣaḥ pratilabdhaḥ? kiyaddūre vā	samantamuKa nirjavanaH nAma boDisattva vimokzaH pratilabDaH? kiyat dUre vA
   sa ito lokadhātuḥ? kiyacciroccalito vāsi tato lokadhātoḥ? āha  	saH itas lokaDAtuH? kiyat cira uccalitaH vA asi tatas loka DAtoH? Aha  
   durvijñeyametatkulaputra sthānaṃ sadevamānuṣāsureṇa lokena	durvijQeyam etat kula putra sTAnam sa deva mAnuza asureNa lokena
   saśramaṇabrāhmaṇikayā prajayā   yaduta bodhisattvaparākramī	sa SramaNa brAhmaNikayA prajayA  yat uta boDisattva parAkramI
   bodhisattvavīryānivartyatā bodhisattvavīryasaṃhāryatā / nedaṃ kulaputra	boDisattva vIryA nivartyatA boDisattva vIrya saMhAryatA / na idam kula putra
   śakyaṃ	Sakyam
   kalyāṇamitrāparigṛhītairbuddhāsamanvāhṛtairanupacitakuśalamūlairapariśuddhāśayairapratilabdhabodhisattvendriyaiḥ	kalyANa mitra aparigRhItEH budDa asamanvAhRtEH anupacita kuSala mUlEH apariSudDa ASayEH apratilabDa boDisattva indriyEH
   prajñācakṣuvirahitaiḥ śrotuṃ vā saṃdhārayituṃ vā adhimoktuṃ vā avatarituṃ	prajQAcakzu virahitEH Srotum vA saMDArayitum vE aDimoktum vA avataritum
   vā / āha   vadatu me āryaḥ / adhimokṣyāmi śraddhāsyāmi buddhānubhāvena	vA / Aha  vadatu me AryaH / aDimokzyAmi SradDAsyAmi budDa anuBAvena
   kalyāṇamitraparigraheṇa ca / so 'vocat   ahaṃ kulaputra pūrvasyāṃ diśi	kalyANa mitra parigraheNa ca / saH avocat  aham kula putra pUrvasyAm diSi
   śrīgarbhavatyā lokadhātorāgacchāmi samantaśrīsaṃbhavasya tathāgatasya	SrI garBavatyA loka DAtoH AgacCAmi samantaSrI saMBavasya taTAgatasya
   buddhakṣetrāt / tasya me kulaputra samantaśrīsaṃbhavasya tathāgatasya	budDa kzetrAt / tasya me kula putra samantaSrI saMBavasya taTAgatasya
   pādamūlādeṣa samantamukhanirjavano nāma bodhisattvavimokṣaḥ pratilabdhaḥ /	pAda mUlAt eza samantamuKa nirjavanaH nAma boDisattva vimokzaH pratilabDaH /
   tataśca me kulaputra śrīgarbhavatyā lokadhātoruccalitasya	tatas ca me kula putra SrI garBavatyAH lokaDAtoH uccalitasya
   anabhilāpyānabhilāpyabuddhakṣetraparamāṇurajaḥsamāḥ kalpāḥ kṣīṇāḥ /	anaBilApya anaBilApya budDa kzetra paramANu rajaH samAH kalpAH kzINAH /
   ekaikena ca cittotpādena	ekEkena ca citta utpAdena
   anabhilāpyānabhilāpyabuddhakṣetraparamāṇurajaḥsamān padavyavahārān	anaBilApya anaBilApya budDa kzetra paramANu rajaH samAn pada vyavahArAn
   vyatikramāmi / ekaikena ca padavyavahāreṇa	vyatikramAmi / ekEkena ca pada vyavahAreNa
   anabhilāpyānabhilāpyabuddhakṣetraparamāṇurajaḥsamāni	anaBilApya anaBilApya budDa kzetra paramANu rajaH samAni
   buddhakṣetrāṇyatikramāmi / sarvāṇi ca tāni buddhakṣetrāṇi avirahitāni	budDa kzetrANi atikramAmi / sarvANi ca tAni budDa kzetrANi avirahitAni
   tathāgataiḥ / avatarāmi sarvāṃśca tān buddhān bhagavataḥ / anuttarayā	taTAgatEH / avatarAmi sarvAn= ca tAn budDAn BagavataH / anuttarayA
   manomayyā anabhisaṃskāradharmadhātumudrāmudritayā tathāgatānujñātayā	manaH mayyA anaBisaMskAra Darma DAtu mudrA mudritayA taTAgata anujQAtayA
   sarvabodhisattvapraharṣasaṃjananyā tathāgataṃ pūjayāmi / yāvataśca tāsu	sarva boDisattva praharza saMjananyA taTAgatam pUjayAmi / yAvataH ca tAsu
   lokadhātuṣu sattvasamudrān paśyāmi, sarveṣāṃ ca teṣāṃ	lokaDAtuzu sattva samudrAn paSyAmi, sarvezAm ca tezAm
   cittasāgarānavatarāmi, sarveṣāṃ ca teṣāmindriyacakraṃ parijñāya	citta sAgarAn avata rAmi, sarvezAm ca tezAm indriya cakram parijQAya
   yathāśayādhimuktito rūpakāyaṃ saṃdarśayāmi / dharmaghoṣamudīrayāmi /	yaTA ASaya aDimuktitaH rUpa kAyam saMdarSayAmi / Darma Gozam udIrayAmi /
   prabhāmaṇḍalamutsṛjāmi / vividhopakaraṇasaṃpadamupasaṃharāmi / svakāyaṃ	praBA maNxalam utsRjAmi / viviDa upakaraNa saMpadam upasaMharAmi / sva kAyam
   caiṣāmadhitiṣṭhāmi, yaduta paripākavinayaprayogāpratiprasrabdhaye / yathā	ca ezAm aDitizWAmi, yat uta paripAka vinaya prayoga apratiprasrabDaye / yaTA
   ca pūrvasyā diśo niryāmi, evaṃ dakṣiṇāyāḥ paścimāyāḥ uttarāyā	ca pUrvasyAH diSaH niryAmi, evam dakziNAyAH paScimAyAH uttarAyAH 
   uttarapūrvāyāḥ pūrvadakṣiṇāyā dakṣiṇapaścimāyāḥ paścimottarāyā adha (Gv	uttara pUrvAyAH pUrva dakziNAyAH dakziNa paScimAyAH paScima uttarAyAH aDas (Gu 
   166) ūrdhvāyā diśo niryāmi / etamahaṃ kulaputra samantamukhanirjavanaṃ	166) UrDvAyAH diSaH niryAmi / etam aham kula putra samanta muKa nirjavanam
   bodhisattvavimokṣaṃ jānāmi / kiṃ mayā śakyaṃ sarvatrānugatānāṃ	boDisattva vimokzam jAnAmi / kim mayA Sakyam sarvatra anugatAnAm
   bodhisattvānāṃ samatādigabhimukhānāmasaṃbhinnajñānaviṣayāṇāṃ	boDisattvAnAm sa matA AdigaBimuKAnAm asaMBinna jQAna vizayANAm
   sarvadharmadhātusuvibhaktaśarīrāṇāṃ	sarva DarmaDAtu su viBakta SarIrANAm
   yathāśayādhimuktasarvasattvānuvicāriṇāṃ sarvakṣetraspharaṇakāyānāṃ	yaTA ASaya aDimukta sarva sattva anuvicAriNAm sarva kzetra sParaNa kAyAnAm
   sarvadharmayathānugatānāṃ tryadhvapathasamatānuprāptānāṃ	sarva Darma yaTA anugatAnAm tri aDva paTa samatA anuprAptAnAm
   sarvadikpathasamatānusaraṇānāṃ sarvajagatpathavirocanānāṃ	sarva dikpaTa samatA anusaraNAnAm sarva jagat paTa virocanAnAm
   tathāgatapathāvikalpānāmasaṅgasarvapathānugatānāmanālayapathapratiṣṭhitānāṃ	taTAgata paTa avikalpAnAm asaFga sarva paTa anugatAnAm anAlaya paTa pratizWitAnAm
   caryāṃ jñātuṃ guṇān vā vaktum //	caryAm jQAtum guNAn vA vaktum //
   gaccha kulaputra, ihaiva dakṣiṇāpathe dvāravatī nāma nagarī / tatra	gacCa kula putra, iha eva dakziNApaTe dvAravatI nAma nagarI / tatra
   mahādevo devaḥ prativasati / tamupasaṃkramya paripṛccha kathaṃ  	mahAdevaH devaH prativasati / tam upasaMkramya paripRcCa kaTam  
   bodhisattvena bodhisattvacaryāyāṃ śikṣitavyam, kathaṃ pratipattavyam //	boDisattvena boDisattva caryAyAm Sikzitavyam, kaTam pratipattavyam //
   atha khalu sudhanaḥ śreṣṭhidārako 'nanyagāmino bodhisattvasya pādau	aTa Kalu suDanaH SrezWi dArakaH ananya gAminaH boDisattvasya pAdO
   śirasābhivandya ananyagāminaṃ bodhisattvamanekaśatasahasrakṛtvaḥ	SirasA aBivandya ananya gAminam boDisattvam aneka Sata sahasra kRtvas 
   pradakṣiṇīkṛtya punaḥ punaravalokya ananyagāmino bodhisattvasyāntikāt	pradakziNIkRtya punar punar avalokya ananya gAminaH boDisattvasya antikAt 
   prakrāntaḥ // 29 //	prakrAntaH // 29 //
   (Gv 167)	(Gu 167)
   32 Mahādevaḥ /	32 MahAdevaH /
   atha khalu sudhanaḥ śreṣṭhidārako vipulabodhisattvacaryānugatacitto	aTa Kalu suDanaH SrezWi dArakaH vipula boDisattva caryA anugata cittaH 
   'nanyagāmino bodhisattvasya jñānagocaraṃ spṛhayamāṇarūpo	ananya gAminaH boDisattvasya jQAna gocaram spRhayamANa rUpaH 
   mahābhijñābhinirhāraviṣayaguṇaviśeṣadarśī dṛḍhavīryasaṃnāhapraharṣaprāpto	mahA aBijQA aBinirhAra vizaya guNa viSeza darSI dRXa vIrya saMnAha praharza prAptaH 
   'cintyavimokṣavikrīḍitānugatāśayaḥ bodhisattvaguṇabhūmau pratipadyamānaḥ	acintya vimokza vikrIxita anugata ASayaH boDisattva guNa BUmO pratipadyamAnaH
   samādhibhūmiṃ vicārayamāṇo dhāraṇībhūmau pratiṣṭhamānaḥ	samADi BUmim vicArayamANaH DAraNIBUmO pratizWamAnaH
   praṇidhānabhūmimavataran pratisaṃvidbhūmāvanuśikṣamāṇobalabhūmiṃ	praNiDAna BUmim avataran pratisaMvid BUmO= anuSikzamANaH bala BUmiM
   niṣpādayamāno 'nupūrveṇa yena dvāravatī nagarī tenopasaṃkramya mahādevaṃ	nizpAdayamAnaH anupUrveNa yena dvAravatI nagarI tena upasaMkramya mahAdevam
   paryapṛcchat / tasya mahājanakāya ārocayāmāsa   eṣa kulaputra mahādevo	paryapRcCat / tasya mahA jana kAyaH ArocayAmAsa  eza kula putra mahAdevaH 
   nagaraśṛṅgāṭake devāgāre audārikeṇātmabhāvena sattvānāṃ dharmaṃ deśayati /	nagara SRFgAwake devAgAre OdArikeNa Atma BAvena sattvAnAm Darmam deSayati /
   atha khalu sudhanaḥ śreṣṭhidārako yena mahādevastenopasaṃkramya	aTa Kalu suDanaH SrezWi dArakaH yena mahAdevaH tena upasaMkramya
   mahādevasya pādau śirasābhivandya purataḥ prāñjaliḥ sthitvā evamāha   mayā	mahAdevasya pAdO SirasA aBivandya puratas prAQjaliH sTitvA evam Aha  mayA
   ārya anuttarāyāṃ samyaksaṃbodhau cittamutpāditam / na ca jānāmi kathaṃ	Arya anuttarAyAm samyaksaMboDO cittam utpAditam / na ca jAnAmi kaTam
   bodhisattvena bodhisattvacaryāyāṃ śikṣitavyam, kathaṃ pratipattavyam /	boDisattvena boDisattva caryAyAm Sikzitavyam, kaTam pratipattavyam /
   śrutaṃ ca me āryo bodhisattvānāmavavādānuśāsanīṃ dadātīti / tadvadatu me	Srutam ca me AryaH boDisattvAnAm avavAda anuSAsanIm dadAti iti / tat vadatu me
   āryaḥ   kathaṃ bodhisattvena bodhisattvacaryāyāṃ śikṣitavyam, kathaṃ	AryaH  kaTam boDisattvena boDisattva caryAyAm Sikzitavyam, kaTam
   pratipattavyam //	pratipattavyam //
   atha khalu mahādevo devaścaturdiśaṃ caturaḥ pāṇīn prasārya caturbhyo	aTa Kalu mahAdevaH devaH caturdiSam caturaH pANIn prasArya caturByaH 
   mahāsamudrebhyaḥ paramaśīghrajavena vāryānīya svamukhaṃ prakṣālya sudhanaṃ	mahA samudreByaH parama SIGra javena vAri AnIya sva muKam prakzAlya suDanam
   śreṣṭhidārakaṃ suvarṇapuṣpairabhyavakīrya evamāha   sudurlabhadarśanā hi	SrezWi dArakam suvarNa puzpEH aByavakIryaH evam Aha  su durlaBa darSanAH hi
   kulaputra bodhisattvāḥ, paramadurlabhaśravaṇā āścaryaprādurbhāvā loke	kula putra boDisattvAH, parama durlaBa SravaNAH AScarya prAdurBAvAH loke
   'gratvāt paramapuruṣapuṇḍarīkā jagatrtrātāraḥ, pratiśaraṇabhūtā lokasya,	agra tvAt parama puruza puNxarIkA jagatrtrAtAraH, pratiSaraNa BUtAH lokasya,
   pratiṣṭhānabhūtā jagataḥ, mahāvabhāsakarāḥ sattvānām, kṣemapathadarśakāḥ	pratizWAna BUtAH jagataH, mahA vaBAsa karAH sattva anAm, kzemapaTa darSakAH
   saṃmūḍhamārgāṇām, nāyakabhūtā dharmanayāvataraṇatāyai, pariṇāyakabhūtāḥ	saMmUXa mArgANAm, nAyaka BUtAH Darma naya avataraNa tAyE, pariNAyaka BUtAH
   sarvajñatāpuropanayanatāyai / tasya mama kulaputra evaṃ bhavati  	sarvajQa tA pura upanayana tAyE / tasya mama kula putraH evam Bavati  
   durdṛṣṭighātanaṃ nāmadheyaṃ bodhisattvānāṃ yena nirmalacittānāṃ	durdRzwi GAtanam nAmaDeyam boDisattvAnAm yena nirmala cittAnAm
   svakāyapratibhāsaṃ darśayati / viśuddhakāyakarmaṇāmabhimukhā bhavanti /	sva kAya pratiBAsam darSayati / viSudDa kAya karmaNAm aBimuKAH Bavanti /
   vacanadoṣavivarjitānāṃ sarasvatyālokamavakrāmayanti / viśuddhāśayānāṃ	vacana doza vivarjitAnAm sarasvati Alokam avakrAmayanti / viSudDa ASayAnAm
   sarvakālamabhimukhāstiṣṭhanti / ahaṃ kulaputra meghajālasya	sarva kAlam aBimuKAH tizWanti / aham kula putra meGa jAlasya
   bodhisattvavimokṣasya lābhī / āha   ka etasya ārya meghajālasya	boDisattva vimokzasya lABI / Aha  kaH etasya Arya meGa jAlasya
   bodhisattvavimokṣasya viṣayaḥ?	boDisattva vimokzasya vizayaH?
   atha khalu mahādevoḥ devaḥ sudhanasya śreṣṭhidārakasya purato	aTa Kalu mahAdevoH devaH suDanasya SrezWi dArakasya puratas 
   mahāparvatamātraṃ suvarṇarāśimupadarśya rūpyarāśiṃ vaiḍūryarāśiṃ	mahA parvata mAtram suvarNa rASim upadarSya rUpya rASim vExUrya rASim
   sphaṭikarāśiṃ musāragalvarāśiṃ aśmagarbharāśiṃ jyotirasamaṇiratnarāśiṃ	sPawika rASim musAra galva rASim aSmagarBa rASim jyotirasa maNi ratna rASim
   vimalagarbhamaṇiratnarāśiṃ vairocanamaṇiratnarāśiṃ	vimala garBa maNi ratna rASim vErocana maNi ratna rASim
   samantadigabhimukhamaṇiratnarāśiṃ cūḍāmaṇiratnamakuṭarāśiṃ	samanta diS aBimuKa maNi ratna rASim cUxAmaNi ratna makuwa rASim
   vicitramaṇiratnarāśiṃ keyūrarāśiṃ kuṇḍalavibhūṣaṇarāśiṃ valayarāśiṃ	vicitra maNi ratna rASim keyUra rASim kuNxala viBUzaNa rASim valaya rASim
   mekhalarāśiṃ nūpūrarāśiṃ vividhamaṇiratnarāśiṃ	meKala rASim nUpUra rASim viviDa maNi ratna rASim
   sarvāṅgapratyaṅgavibhūṣaṇarāśiṃ cintārājamaṇiratnarāśiṃ sarvapuṣpāṇi	sarva aFga pratyaFga viBUzaNa rASim cintA rAja maNi ratna rASim sarva puzpANi
   sarvagandhān sarvadhūpān sarvamālyāni sarvavilepanāni sarvacūrṇāni	sarva ganDAn sarva DUpAn sarva mAlyAni sarva vilepanAni sarva cUrNAni
   sarvavastrāṇi sarvacchatrāṇi sarvadhvajān sarvapatākāḥ sarvatūryāṇi	sarva vastrANi sarva= CatrANi sarva DvajAn sarva patAkAH sarva tUryANi
   sarvatālāvacarān sarvakāmaviṣayān / (Gv 168) asaṃkhyeyāni ca	sarva tAlA vacarAn sarva kAma vizayAn / (Gu 168) asaMKyeyAni ca
   kanyākoṭīśatasahasrāṇyupadarśya sudhanaṃ śreṣṭhidārakametadavocat   itaṃ	kanyA kowI Sata sahasrANi upadarSya su Danam SrezWi dArakam etat avocat  itam
   kulaputra gṛhītvā dānāni dehi, puṇyāni kuru, tathāgatān pūjaya, sattvān	kula putra gRhItvA dAnAni dehi, puNyAni kuru, taTAgatAn pUjaya, sattvAn
   dānena saṃgrahavastunā saṃgṛhya tyāgapāramitāyāṃ niyojaya, dānena lokaṃ	dAnena saMgraha vastunA saMgRhya tyAga pAramitAyAm niyojaya, dAnena lokam
   śikṣaya / duṣkaraparityāgatāṃ pradarśaya / yathaivāhaṃ kulaputra	Sikzaya / duzkara parityAgatAm pradarSaya / yaTA eva aham kula putra
   tavopakaraṇavidhimupasaṃharāmi, evamaparimāṇānāṃ sattvānāṃ	tava upakaraNa viDim upasaMharAmi, evam aparimANAnAm sattvAnAm
   dānacetanāniruddhānāṃ tyāgavāsitāṃ saṃtatiṃ karomi / buddhadharmasaṃgheṣu	dAna cetanA nirudDAnAm tyAga vAsitAm saMtatim karomi / budDa Darma saMGezu
   bodhisattvakalyāṇamitreṣu ca kuśalamūlānyavaropayitvā anuttarāyāṃ	boDisattva kalyANa mitrezu ca kuSala mUlAni avaropayitvA anuttarAyAm
   samyaksaṃbodhau samādāpayāmi / api tu khalu punarahaṃ kulaputra	samyaksaMboDO samAdApayAmi / api tu Kalu punar aham kula putra
   kāmaratipramattānāṃ sattvānāṃ viṣayaparibhogaparigṛddhānāṃ tān	kAmarati pramattAnAm sattvAnAm vizaya pariBoga parigRdDAnAm tAn
   viṣayānaśubhānadhitiṣṭhāmi / krodhāviṣṭānāṃ mānamadadarpagarvitānāṃ	vizayAn aSuBAn aDitizWAmi / kroDa AvizwAnAm mAna mada darpa garvitAnAm
   vigrahavainayikānāṃ raudrarākṣasavikṛtabhayānantaśarīrān	vigraha vEnayikAnAm rOdra rAkzasa vikRta Baya ananta SarIrAn
   māṃsarudhirabhakṣānātmabhāvānupadarśya taṃ sarvaṃ	mAMsa ruDira BakzAn Atma BAvAnupadarSya tam sarvam
   stambhasaṃrambhamupadarśayāmi / kusīdanyastaprayogān	stamBa saMramBam upadarSayAmi / kusIda nyasta prayogAn
   sattvānagnyudakarājacauropasargabhayasaṃdarśanenodvejya vīryārambhe	sattvAn agni udaka rAja cOra upasarga Baya saMdarSanena udvejya vIrya AramBe
   niyojayāmi / evaṃ taistairupāyaiḥ sarvākuśalacaryābhyo vinivartya	niyojayAmi / evam tEH tEH upAyEH sarva akuSala caryAByaH vinivartya
   sarvakuśaladharmapratipattau saṃniyojayāmi /	sarva kuSala Darma pratipattO saMniyojayAmi /
   sarvapāramitāvipakṣanirghātāya sarvapāramitāsaṃbhāropacayāya	sarva pAramitA vipakza nirGAtAya sarva pAramitA saMBAra upacayAya
   sarvāvaraṇaparvataprapātapathasamatikramaṇāya anāvaraṇadharmāvatārāya ca /	sarva AvaraNa parvata prapAta paTa samatikramaNAya anAvaraNa Darma avatArAya ca /
   etamahaṃ kulaputra meghajālaṃ bodhisattvavimokṣaṃ prajānāmi / kiṃ mayā	etam aham kula putra meGa jAlam boDisattva vimokzam prajAnAmi / kim mayA
   śakyamindrakalpānāṃ bodhisattvānāṃ kleśāsurapramardakānāṃ vārikalpānāṃ	Sakyam indra kalpAnAm boDisattvAnAm kleSa asura pramardakAnAm vAri kalpAnAm
   sarvajagadduḥkhāgniskandhanirvāpayitṝṇāṃ tejaḥskandhakalpānāṃ	sarva jagat duHKa agni skanDa nirvApayitLNAm tejaH skanDa kalpAnAm
   sarvajagattṛṣṇāsalilasaṃśoṣaṇakarāṇāṃ vāyukalpānāṃ	sarva jagat tRzNA salila saMSozaNa karANAm vAyu kalpAnAm
   sarvagrāhābhiniveśaparvatavikiraṇānāṃ vajrakalpānāṃ	sarva grAha aBiniveSa parvata vikiraNAnAm vajra kalpAnAm
   dṛḍhātmasaṃjñāśailanirdāraṇānāṃ caryāṃ jñātuṃ guṇān vā vaktum //	dRXa Atma saMjQA SEla nirdAraNAnAm caryAm jQAtum guNAn vA vaktum //
   gaccha kulaputra, iyamihaiva jambudvīpe magadhaviṣaye bodhimaṇḍe sthāvarā	gacCa kula putra, iyam iha eva jambudvIpe magaDa vizaye boDimaNxe sTAvarA
   nāma pṛthvīdevatā prativasati / tāmupasaṃkramya paripṛccha   kathaṃ	nAma pRTvI devatA prativasati / tAm upasaMkramya paripRcCa  kaTam
   bodhisattvena bodhisattvacaryāyāṃ śikṣitavyam, kathaṃ pratipattavyam //	boDisattvena boDisattva caryAyAm Sikzitavyam, kaTam pratipattavyam //
