   BhP_07.01.001/0 śrīrājovāca	BhP_07.01.001/0 SrI-rAjA-uvAca
   BhP_07.09.025/2 kvedaṃ kalevaramaśeṣarujāṃ virohaḥ	Bhu-_07.09.025/2 kva-idam kalevaram-aSeza-rujAm virohaH
   BhP_07.09.025/3 nirvidyate na tu jano yadapīti vidvān	Bhu-_07.09.025/3 nirvidyate na tu janaH yat-api-iti vidvAn
   BhP_07.09.025/4 kāmānalaṃ madhulavaiḥ śamayan durāpaiḥ	Bhu-_07.09.025/4 kAmAnalam maDu-lavEH Samayan durApEH
   BhP_07.09.026/1 kvāhaṃ rajaḥprabhava īśa tamo 'dhike 'smin	Bhu-_07.09.026/1 kva-aham rajaH-praBavaH ISa tamaH aDike asmin
   BhP_07.09.026/2 jātaḥ suretarakule kva tavānukampā	Bhu-_07.09.026/2 jAtaH suretara-kule kva tava-anukampA
   BhP_07.09.026/3 na brahmaṇo na tu bhavasya na vai ramāyā	Bhu-_07.09.026/3 na brahmaNaH na tu Bavasya na vE ramAyA
   BhP_07.09.026/4 yan me 'rpitaḥ śirasi padmakaraḥ prasādaḥ	Bhu-_07.09.026/4 yat me arpitaH Sirasi padma-karaH prasAdaH
   BhP_07.09.027/1 naiṣā parāvaramatirbhavato nanu syāj	Bhu-_07.09.027/1 na-ezA parAvara-matiH-BavataH nanu syAt-
   BhP_07.09.027/2 jantoryathātmasuhṛdo jagatastathāpi	Bhu-_07.09.027/2 jantoH-yaTA-Atma-suhRdaH jagataH-taTA-api
   BhP_07.09.027/3 saṃsevayā surataroriva te prasādaḥ	Bhu-_07.09.027/3 saMsevayA surataroH-iva te prasAdaH
   BhP_07.09.027/4 sevānurūpamudayo na parāvaratvam	Bhu-_07.09.027/4 sevA-anurUpam-udayaH na parAvara-tvam
   BhP_07.09.028/1 evaṃ janaṃ nipatitaṃ prabhavāhikūpe	Bhu-_07.09.028/1 evam janam nipatitam praBava-ahi-kUpe
   BhP_07.09.028/2 kāmābhikāmamanu yaḥ prapatan prasaṅgāt	Bhu-_07.09.028/2 kAma-aBikAmam-anu yaH prapatan prasaFgAt-
   BhP_07.09.028/3 kṛtvātmasāt surarṣiṇā bhagavan gṛhītaḥ	Bhu-_07.09.028/3 kRtvA-AtmasAt sura-RziNA Bagavan gRhItaH
   BhP_07.09.028/4 so 'haṃ kathaṃ nu visṛje tava bhṛtyasevām	Bhu-_07.09.028/4 saH aham kaTam nu visRje tava BRtya-sevAm
   BhP_07.09.029/1 matprāṇarakṣaṇamananta piturvadhaśca	Bhu-_07.09.029/1 mad-prANa-rakzaNam-ananta pituH-vaDaH-ca
   BhP_07.09.029/2 manye svabhṛtyaṛṣivākyamṛtaṃ vidhātum	Bhu-_07.09.029/2 manye sva-BRtya-Rzi-vAkyam-Rtam viDAtum
   BhP_07.09.029/3 khaḍgaṃ pragṛhya yadavocadasadvidhitsus	Bhu-_07.09.029/3 Kaxgam pragRhya yat-avocat-asat-viDitsuH-
   BhP_07.09.029/4 tvāmīśvaro madaparo 'vatu kaṃ harāmi	Bhu-_07.09.029/4 tvAm-ISvaraH mada-paraH avatu kam harAmi
   BhP_07.09.030/1 ekastvameva jagadetamamuṣya yat tvam	Bhu-_07.09.030/1 ekaH-tvam-eva jagat-etam-amuzya yat tvam
   BhP_07.09.030/2 ādyantayoḥ pṛthag avasyasi madhyataśca	Bhu-_07.09.030/2 Adi-antayoH pRTak avasyasi maDyataH-ca
   BhP_07.09.030/3 sṛṣṭvā guṇavyatikaraṃ nijamāyayedaṃ	BhP_07.09.030/3 sRzwvA guNa-vyatikaram nija-mAyayedam
   BhP_07.09.030/4 nāneva tairavasitastadanupraviṣṭaḥ	Bhu-_07.09.030/4 nAnA-iva tEH-avasitaH-tad-anupravizwaH
   BhP_07.09.031/1 tvamvā idaṃ sadasadīśa bhavāṃstato 'nyo	Bhu-_07.09.031/1 tvamvA idam sat-asat-ISa BavAn=-tatas anyaH-
   BhP_07.09.031/2 māyā yadātmaparabuddhiriyaṃ hyapārthā	Bhu-_07.09.031/2 mAyA yad-Atma-para-budDiH-iyam hi-apArTA
   BhP_07.09.031/3 yadyasya janma nidhanaṃ sthitirīkṣaṇaṃ ca	Bhu-_07.09.031/3 yadi-asya janma niDanam sTitiH-IkzaNam ca
   BhP_07.09.031/4 tadvaitadeva vasukālavadaṣṭitarvoḥ	Bhu-_07.09.031/4 tat-vA-etat-eva vasu-kAlavat-azwi-tarvoH
   BhP_07.09.032/1 nyasyedamātmani jagadvilayāmbumadhye	Bhu-_07.09.032/1 nyasya-idam-Atmani jagat-vilaya-ambu-maDye
   BhP_07.09.032/2 śeṣetmanā nijasukhānubhavo nirīhaḥ	Bhu-_07.09.032/2 SezetmanA nija-suKa-anuBavaH nirIhaH
   BhP_07.09.032/3 yogena mīlitadṛgātmanipītanidras	Bhu-_07.09.032/3 yogena mIlita-dRS-Atma-nipIta-nidras
   BhP_07.09.032/4 turye sthito na tu tamo na guṇāṃśca yuṅkṣe	Bhu-_07.09.032/4 turye sTitaH na tu tamaH na guNAn=-ca yuFkze
   BhP_07.09.033/1 tasyaiva te vapuridaṃ nijakālaśaktyā	Bhu-_07.09.033/1 tasya-eva te vapuH-idam nija-kAla-SaktyA
   BhP_07.09.033/2 sañcoditaprakṛtidharmaṇa ātmagūḍham	Bhu-_07.09.033/2 saQcodita-prakRti-DarmaNaH Atma-gUXam
   BhP_07.09.033/3 ambhasyanantaśayanādviramatsamādher	Bhu-_07.09.033/3 amBasi-ananta-SayanAt-viramat-samADeH-
   BhP_07.09.033/4 nābherabhūt svakaṇikāvaṭavanmahābjam	Bhu-_07.09.033/4 nABeH-aBUt sva-kaNikA-vawavat-mahA-bjam
   BhP_07.09.034/1 tatsambhavaḥ kavirato 'nyadapaśyamānas	Bhu-_07.09.034/1 tad-samBavaH kavi-H-ataH anyat-apaSyamAna-s
   BhP_07.09.034/2 tvāṃ bījamātmani tataṃ sa bahirvicintya	Bhu-_07.09.034/2 tvAm bIjam-Atmani tatam sa bahis-vicintya
   BhP_07.09.034/3 nāvindadabdaśatamapsu nimajjamāno	Bhu-_07.09.034/3 na-avindat-abda-Satam-apsu nimajjamAnaH-
   BhP_07.09.034/4 jāte 'ṅkure kathamuhopalabheta bījam	Bhu-_07.09.034/4 jAte aFkure kaTam-uha-upalaBeta bIjam
   BhP_07.09.035/1 sa tvātmayonirativismita āśrito 'bjaṃ	Bhu-_07.09.035/1 sa tu-Atma-yoni-H-ati-vismitaH ASritaH ap-jam
   BhP_07.09.035/2 kālena tīvratapasā pariśuddhabhāvaḥ	BhP_07.09.035/2 kAlena tIvra-tapasA pariSudDa-BAvaH
   BhP_07.09.035/3 tvāmātmanīśa bhuvi gandhamivātisūkṣmaṃ	Bhu-_07.09.035/3 tvAm-Atmani-ISa Buvi ganDam-iva-ati-sUkzmam
   BhP_07.09.035/4 bhūtendriyāśayamaye vitataṃ dadarśa	Bhu-_07.09.035/4 BUta-indriya-ASaya-maye vitatam dadarSa
   BhP_07.09.036/1 evaṃ sahasravadanāṅghriśiraḥkaroru	Bhu-_07.09.036/1 evam sahasra-vadana-aFGri-SiraH-karoH-u
   BhP_07.09.036/2 nāsādyakarṇanayanābharaṇāyudhāḍhyam	Bhu-_07.09.036/2 nAsAdya-karNa-nayana-ABaraNa-AyuDa-AXyam
   BhP_07.09.036/3 māyāmayaṃ sadupalakṣitasanniveśaṃ	Bhu-_07.09.036/3 mAyA-mayam sat-upalakzita-sanniveSam
   BhP_07.09.036/4 dṛṣṭvā mahāpuruṣamāpa mudaṃ viriñcaḥ	Bhu-_07.09.036/4 dRzwvA mahApuruzam-Apa mudam viriQcaH
   BhP_07.09.037/1 tasmai bhavān hayaśirastanuvaṃ hi bibhrad	Bhu-_07.09.037/1 tasmE BavAn hayaSiraH-tanuvam hi biBrad
   BhP_07.09.037/2 vedadruhāvatibalau madhukaiṭabhākhyau	Bhu-_07.09.037/2 veda-druhO=-atibalO maDu-kEwaBa-AKyO
   BhP_07.09.037/3 hatvānayac chrutigaṇāṃśca rajastamaśca	Bhu-_07.09.037/3 hatvA-Anayat Sruti-gaNAn=-ca rajaH-tamaH-ca
   BhP_07.09.037/4 sattvaṃ tava priyatamāṃ tanumāmananti	Bhu-_07.09.037/4 sattvam tava priyatamAm tanum-Amananti
   BhP_07.09.038/1 itthaṃ nṛtiryagṛṣidevajhaṣāvatārair	Bhu-_07.09.038/1 itTam nR-tiryak-Rzi-deva-Jaza-avatArEH-
   BhP_07.09.038/2 lokān vibhāvayasi haṃsi jagat pratīpān	Bhu-_07.09.038/2 lokAn viBAvayasi haMsi jagat pratIpAn
   BhP_07.09.038/3 dharmaṃ mahāpuruṣa pāsi yugānuvṛttaṃ	Bhu-_07.09.038/3 Darmam mahApuruza pAsi yuga-anuvRttam
   BhP_07.09.038/4 channaḥ kalau yadabhavastriyugo 'tha sa tvam	Bhu-_07.09.038/4 CannaH kalO yat-aBavaH-tri-yugaH aTa sa tvam
   BhP_07.09.039/1 naitan manastava kathāsu vikuṇṭhanātha	Bhu-_07.09.039/1 na-etat manaH-tava kaTAsu vikuNWa-nATa
   BhP_07.09.039/2 samprīyate duritaduṣṭamasādhu tīvram	Bhu-_07.09.039/2 samprIyate durita-duzwam-asADu tIvram
   BhP_07.09.039/3 kāmāturaṃ harṣaśokabhayaiṣaṇārtaṃ	Bhu-_07.09.039/3 kAma-Aturam harza-Soka-Baya-ezaNa-Artam
   BhP_07.09.039/4 tasmin kathaṃ tava gatiṃ vimṛśāmi dīnaḥ	Bhu-_07.09.039/4 tasmin kaTam tava gatim vimRSAmi dInaH
   BhP_07.09.040/1 jihvaikato 'cyuta vikarṣati māvitṛptā	Bhu-_07.09.040/1 jihvA-ekataH acyuta vikarzati mA-avitRptA
   BhP_07.09.040/2 śiśno 'nyatastvagudaraṃ śravaṇaṃ kutaścit	Bhu-_07.09.040/2 SiSnaH anyatas-tvac-udaram SravaNam kutaScid-
   BhP_07.09.040/3 ghrāṇo 'nyataścapaladṛk kva ca karmaśaktir	Bhu-_07.09.040/3 GrANaH anyatas-capala-dRS kva ca karma-SaktiH-
   BhP_07.09.040/4 bahvyaḥ sapatnya iva gehapatiṃ lunanti	Bhu-_07.09.040/4 bahvyaH sapatnyaH iva gehapatim lunanti
   BhP_07.09.041/1 evaṃ svakarmapatitaṃ bhavavaitaraṇyām	Bhu-_07.09.041/1 evam sva-karma-patitam Bava-vEtaraNyAm
   BhP_07.09.041/2 anyonyajanmamaraṇāśanabhītabhītam	Bhu-_07.09.041/2 anyonya-janma-maraNa-aSana-BIta-BItam
   BhP_07.09.041/3 paśyan janaṃ svaparavigrahavairamaitraṃ	Bhu-_07.09.041/3 paSyan janam sva-para-vigraha-vEra-mEtram
   BhP_07.09.041/4 hanteti pāracara pīpṛhi mūḍhamadya	Bhu-_07.09.041/4 hantA-iti pAracara pIpRhi mUXamadya
   BhP_07.09.042/1 ko nvatra te 'khilaguro bhagavan prayāsa	Bhu-_07.09.042/1 kaH nu-atra te aKila-guro Bagavan prayAsa
   BhP_07.09.042/2 uttāraṇe 'sya bhavasambhavalopahetoḥ	Bhu-_07.09.042/2 uttAraNe asya Bava-samBava-lopa-hetoH
   BhP_07.09.042/3 mūḍheṣu vai mahadanugraha ārtabandho	Bhu-_07.09.042/3 mUXezu vE mahat-anugrahaH Arta-banDo
   BhP_07.09.042/4 kiṃ tena te priyajanān anusevatāṃ naḥ	Bhu-_07.09.042/4 kim tena te priya-janAn anusevatAm naH
   BhP_07.09.043/1 naivodvije para duratyayavaitaraṇyās	Bhu-_07.09.043/1 na-eva-udvije para duratyaya-vEtaraNyA-aH-
   BhP_07.09.043/2 tvadvīryagāyanamahāmṛtamagnacittaḥ	Bhu-_07.09.043/2 tvad-vIrya-gAyana-mahA-amRtam-agna-cittaH
   BhP_07.09.043/3 śoce tato vimukhacetasa indriyārtha	Bhu-_07.09.043/3 Soce tatas vimuKa-cetasaH indriya-arTa
   BhP_07.09.043/4 māyāsukhāya bharamudvahato vimūḍhān	Bhu-_07.09.043/4 mAyA-suKAya Baram-udvahataH vimUXAn
   BhP_07.09.044/1 prāyeṇa deva munayaḥ svavimuktikāmā	Bhu-_07.09.044/1 prAyeNa deva munayaH sva-vimukti-kAmA
   BhP_07.09.044/2 maunaṃ caranti vijane na parārthaniṣṭhāḥ	Bhu-_07.09.044/2 mOnam caranti vijane na para-arTa-nizWAH
   BhP_07.09.044/3 naitān vihāya kṛpaṇān vimumukṣa eko	Bhu-_07.09.044/3 na-etAn vihAya kRpaNAn vimumukzaH ekaH-
   BhP_07.09.044/4 nānyaṃ tvadasya śaraṇaṃ bhramato 'nupaśye	Bhu-_07.09.044/4 na-anyam tvad-asya SaraNam BramataH anupaSye
   BhP_07.09.045/1 yan maithunādigṛhamedhisukhaṃ hi tucchaṃ	Bhu-_07.09.045/1 yat mETuna-Adi-gRhameDi-suKam hi tucCam
   BhP_07.09.045/2 kaṇḍūyanena karayoriva duḥkhaduḥkham	Bhu-_07.09.045/2 kaNxUyanena karayoH-iva duHKa-duHKam
   BhP_07.09.045/3 tṛpyanti neha kṛpaṇā bahuduḥkhabhājaḥ	Bhu-_07.09.045/3 tRpyanti na-iha kRpaNAH bahu-duHKa-BAjaH
   BhP_07.09.045/4 kaṇḍūtivan manasijaṃ viṣaheta dhīraḥ	Bhu-_07.09.045/4 kaNxUti-vat manasijam vizaheta DIraH
   BhP_07.09.046/1 maunavrataśrutatapo 'dhyayanasvadharma	Bhu-_07.09.046/1 mOna-vrata-Sruta-tapaH aDyayana-svaDarma
   BhP_07.09.046/2 vyākhyārahojapasamādhaya āpavargyāḥ	Bhu-_07.09.046/2 vyAKyA-rahojapa-samADaye ApavargyAH
   BhP_07.09.046/3 prāyaḥ paraṃ puruṣa te tvajitendriyāṇāṃ	Bhu-_07.09.046/3 prAyas param puruza te tu-ajita-indriyANAm
   BhP_07.09.046/4 vārtā bhavantyuta na vātra tu dāmbhikānām	Bhu-_07.09.046/4 vArtAH Bavanti-uta na vA-atra tu dAmBikAnAm
   BhP_07.09.047/1 rūpe ime sadasatī tava vedasṛṣṭe	Bhu-_07.09.047/1 rUpe ime sadasatI tava veda-sRzwe
   BhP_07.09.047/2 bījāṅkurāviva na cānyadarūpakasya	Bha-a_07.09.047/2 bIja-aFkurO=-iva na ca-anyat-arUpakasya
   BhP_07.09.047/3 yuktāḥ samakṣamubhayatra vicakṣante tvāṃ	Bhu-_07.09.047/3 yuktAH samakzam-uBayatra vicakzante tvAm
   BhP_07.09.047/4 yogena vahnimiva dāruṣu nānyataḥ syāt	Bhu-_07.09.047/4 yogena vahnim-iva dAruzu na-anyatas syAt-
   BhP_07.09.048/1 tvaṃ vāyuragniravanirviyadambu mātrāḥ	Bhu-_07.09.048/1 tvam vAyuH-agniH-avaniH-viyat-ambu mAtrAH
   BhP_07.09.048/2 prāṇendriyāṇi hṛdayaṃ cidanugrahaśca	BhP_07.09.048/2 prANa-indriyANi hRdayam cit-anugrahaH-ca
   BhP_07.09.048/3 sarvaṃ tvameva saguṇo viguṇaśca bhūman	Bhu-_07.09.048/3 sarvam tvam-eva sa-guNaH viguNaH-ca BUman
   BhP_07.09.048/4 nānyat tvadastyapi manovacasā niruktam	Bhu-_07.09.048/4 na-anyat tvad-asti-api manaH-vacasA niruktam
   BhP_07.09.049/1 naite guṇā na guṇino mahadādayo ye	Bhu-_07.09.049/1 na-ete guNAH na guNinaH mahat-AdayaH ye
   BhP_07.09.049/2 sarve manaḥ prabhṛtayaḥ sahadevamartyāḥ	Bhu-_07.09.049/2 sarve manaH praBRtayaH sahadeva-martyAH
   BhP_07.09.049/3 ādyantavanta urugāya vidanti hi tvām	Bhu-_07.09.049/3 Adi-antavantaH urugAya vidanti hi tvAm
   BhP_07.09.049/4 evaṃ vimṛśya sudhiyo viramanti śabdāt	Bhu-_07.09.049/4 evam vimRSya suDiyaH viramanti SabdAt-
   BhP_07.09.050/1 tat te 'rhattama namaḥ stutikarmapūjāḥ	Bhu-_07.09.050/1 tat te arhattama namaH stuti-karma-pUjAH
   BhP_07.09.050/2 karma smṛtiścaraṇayoḥ śravaṇaṃ kathāyām	Bhu-_07.09.050/2 karma smRtiH-caraNayoH SravaNam kaTAyAm
   BhP_07.09.050/3 saṃsevayā tvayi vineti ṣaḍaṅgayā kiṃ	Bhu-_07.09.050/3 saMsevayA tvayi vinA-iti zaz-aFgayA kim
   BhP_07.09.050/4 bhaktiṃ janaḥ paramahaṃsagatau labheta	Bhu-_07.09.050/4 Baktim janaH paramahaMsa-gatO laBeta
   BhP_07.09.051/0 śrīnārada uvāca	BhP_07.09.051/0 SrI-nAradaH uvAca
   BhP_07.09.051/1 etāvadvarṇitaguṇo bhaktyā bhaktena nirguṇaḥ	Bhu-_07.09.051/1 etAvat-varNita-guNaH BaktyA Baktena nirguNaH
   BhP_07.09.051/2 prahrādaṃ praṇataṃ prīto yatamanyurabhāṣata	Bhu-_07.09.051/2 prahrAdam praNatam prItaH yataman-yuH-aBAzata
   BhP_07.09.052/0 śrībhagavān uvāca	Bhu-_07.09.052/0 SrI-BagavAn uvAca
   BhP_07.09.052/1 prahrāda bhadra bhadraṃ te prīto 'haṃ te 'surottama	Bhu-_07.09.052/1 prahrAda Badra Badram te prItaH aham te asura-uttama
   BhP_07.09.052/2 varaṃ vṛṇīṣvābhimataṃ kāmapūro 'smyahaṃ nṛṇām	Bhu-_07.09.052/2 varam vRNIzva-aBimatam kAmapUraH asmi-aham nRNAm
   BhP_07.09.053/1 māmaprīṇata āyuṣman darśanaṃ durlabhaṃ hi me	Bhu-_07.09.053/1 mAm-aprINataH Ayuzman darSanam durlaBam hi me
   BhP_07.09.053/2 dṛṣṭvā māṃ na punarjanturātmānaṃ taptumarhati	Bhu-_07.09.053/2 dRzwvA mAm na punar-jantuH-AtmAnam taptum-arhati
   BhP_07.09.054/1 prīṇanti hyatha māṃ dhīrāḥ sarvabhāvena sādhavaḥ	Bhu-_07.09.054/1 prINanti hi-aTa mAm DIrAH sarva-BAvena sADavaH
   BhP_07.09.054/2 śreyaskāmā mahābhāga sarvāsāmāśiṣāṃ patim	Bhu-_07.09.054/2 SreyaskAmA mahABAga sarva-asAm-ASizAm patim
   BhP_07.09.055/0 śrīnārada uvāca	BhP_07.09.055/0 SrI-nAradaH uvAca
   BhP_07.09.055/1 evaṃ pralobhyamāno 'pi varairlokapralobhanaiḥ	Bhu-_07.09.055/1 evam praloByamAnaH api varEH-loka-praloBanEH
   BhP_07.09.055/2 ekāntitvādbhagavati naicchat tān asurottamaḥ	Bhu-_07.09.055/2 ekAnti-tvAt-Bagavati na-EcCat tAn asura-uttamaH
   BhP_07.10.001/0 śrīnārada uvāca	BhP_07.10.001/0 SrI-nAradaH uvAca
   BhP_07.10.001/1 bhaktiyogasya tat sarvamantarāyatayārbhakaḥ	Bhu-_07.10.001/1 Bakti-yogasya tat sarvam-antara-AyatayA-arBakaH
   BhP_07.10.001/2 manyamāno hṛṣīkeśaṃ smayamāna uvāca ha	Bhu-_07.10.001/2 manyamAnaH hRzIkeSam smayamAnaH uvAca ha
   BhP_07.10.002/0 śrīprahrāda uvāca	Bhu-_07.10.002/0 SrI-prahrAdaH uvAca
   BhP_07.10.002/1 mā māṃ pralobhayotpattyā saktaṃkāmeṣu tairvaraiḥ	Bhu-_07.10.002/1 mA mAm praloBaya-utpattyA saktaMkAmezu tEH-varEH
   BhP_07.10.002/2 tatsaṅgabhīto nirviṇṇo mumukṣustvāmupāśritaḥ	Bhu-_07.10.002/2 tad-saFga-BItaH nirviNNaH mumukzuH-tvAm-upASritaH
   BhP_07.10.003/1 bhṛtyalakṣaṇajijñāsurbhaktaṃ kāmeṣvacodayat	Bhu-_07.10.003/1 BRtya-lakzaNa-jijQAsuH-Baktam kAmezu-acodayat-
   BhP_07.10.003/2 bhavān saṃsārabījeṣu hṛdayagranthiṣu prabho	Bhu-_07.10.003/2 BavAn saMsAra-bIjezu hRdaya-granTizu praBo
   BhP_07.10.004/1 nānyathā te 'khilaguro ghaṭeta karuṇātmanaḥ	Bhu-_07.10.004/1 na-anyaTA te aKila-guro Gaweta karuNA-AtmanaH
   BhP_07.10.004/2 yasta āśiṣa āśāste na sa bhṛtyaḥ sa vai vaṇik	Bhu-_07.10.004/2 yaH-te ASizaH ASAste na sa BRtyaH sa vE vaNij-
   BhP_07.10.005/1 āśāsāno na vai bhṛtyaḥ svāminyāśiṣa ātmanaḥ	Bhu-_07.10.005/1 ASAsAnaH na vE BRtyaH svAmini-ASizaH AtmanaH
   BhP_07.10.005/2 na svāmī bhṛtyataḥ svāmyamicchan yo rāti cāśiṣaḥ	Bhu-_07.10.005/2 na svAmI BRtyataH svAmyam-icCan yaH rAti ca-ASizaH
   BhP_07.10.006/1 ahaṃ tvakāmastvadbhaktastvaṃ ca svāmyanapāśrayaḥ	Bhu-_07.10.006/1 aham tu-akAmaH-tvad-BaktaH-tvam ca svAmi-anapASrayaH
   BhP_07.10.006/2 nānyathehāvayorartho rājasevakayoriva	Bhu-_07.10.006/2 na-anyaTA-iha-AvayoH-arTaH rAja-sevakayoH-iva
   BhP_07.10.007/1 yadi dāsyasi me kāmān varāṃstvaṃ varadarṣabha	Bhu-_07.10.007/1 yadi dAsyasi me kAmAn varAn=-tvam vara-da-RzaBa
   BhP_07.10.007/2 kāmānāṃ hṛdyasaṃrohaṃ bhavatastu vṛṇe varam	Bhu-_07.10.007/2 kAmAnAm hRdi-a-saMroham BavataH-tu vRNe varam
   BhP_07.10.008/1 indriyāṇi manaḥ prāṇa ātmā dharmo dhṛtirmatiḥ	Bhu-_07.10.008/1 indriyANi manaH prANaH AtmA DarmaH DRtiH-matiH
   BhP_07.10.008/2 hrīḥ śrīstejaḥ smṛtiḥ satyaṃ yasya naśyanti janmanā	Bhu-_07.10.008/2 hrIH SrIH-tejaH smRtiH satyam yasya naSyanti janmanA
   BhP_07.10.009/1 vimuñcati yadā kāmān mānavo manasi sthitān	Bhu-_07.10.009/1 vimuQcati yadA kAmAn mAnavaH manasi sTitAn
   BhP_07.10.009/2 tarhyeva puṇḍarīkākṣa bhagavattvāya kalpate	Bhu-_07.10.009/2 tarhi-eva puNxarIkAkza Bagavat-tvAya kalpate
   BhP_07.10.010/1 oṃ namo bhagavate tubhyaṃ puruṣāya mahātmane	Bhu-_07.10.010/1 om namaH Bagavate tuByam puruzAya mahAtmane
   BhP_07.10.010/2 haraye 'dbhutasiṃhāya brahmaṇe paramātmane	Bhu-_07.10.010/2 haraye adButa-siMhAya brahmaNe paramAtmane
   BhP_07.10.011/0 śrībhagavān uvāca	Bhu-_07.10.011/0 SrI-BagavAn uvAca
   BhP_07.10.011/1 naikāntino me mayi jātvihāśiṣa āśāsate 'mutra ca ye	Bhu-_07.10.011/1 na-EkAntinaH me mayi jAtu-iha-ASizaH ASAsate amutra ca ye
   bhavadvidhāḥ	BavadviDAH
   BhP_07.10.011/2 tathāpi manvantarametadatra daityeśvarāṇāmanubhuṅkṣva	Bhu-_07.10.011/2 taTA-api manvantaram-etat-atra dEtya-ISvarANAm-anuBuFkzva
   bhogān	BogAn
   BhP_07.10.012/1 kathā madīyā juṣamāṇaḥ priyāstvam āveśya māmātmani	Bhu-_07.10.012/1 kaTAH madIyAH juzamANaH priyAH-tvam AveSya mAm-Atmani
   santamekam	santam-ekam
   BhP_07.10.012/2 sarveṣu bhūteṣvadhiyajñamīśaṃ yajasva yogena ca karma	Bhu-_07.10.012/2 sarvezu BUtezu-aDiyajQam-ISam yajasva yogena ca karma
   hinvan	hinvan
   BhP_07.10.013/1 bhogena puṇyaṃ kuśalena pāpaṃ kalevaraṃ kālajavena hitvā	BhP_07.10.013/1 Bogena puNyam kuSalena pApam kalevaram kAla-javena hitvA
   BhP_07.10.013/2 kīrtiṃ viśuddhāṃ suralokagītāṃ vitāya māmeṣyasi	Bhu-_07.10.013/2 kIrtim viSudDAm sura-loka-gItAm vitAya mAm-ezyasi
   muktabandhaḥ	mukta-banDaH
   BhP_07.10.014/1 ya etat kīrtayen mahyaṃ tvayā gītamidaṃ naraḥ	Bhu-_07.10.014/1 yaH etat kIrtayet mahyam tvayA gItam-idam naraH
   BhP_07.10.014/2 tvāṃ ca māṃ ca smaran kāle karmabandhāt pramucyate	Bhu-_07.10.014/2 tvAm ca mAm ca smaran kAle karma-banDAt pramucyate
   BhP_07.10.015/0 śrīprahrāda uvāca	Bhu-_07.10.015/0 SrI-prahrAdaH uvAca
   BhP_07.10.015/1 varaṃ varaya etat te varadeśān maheśvara	Bhu-_07.10.015/1 varam varayaH etat te vara-deSAt maheSvara
   BhP_07.10.015/2 yadanindat pitā me tvāmavidvāṃsteja aiśvaram	Bhu-_07.10.015/2 yat-anindat pitA me tvAm-avidvAn=-tejaH ESvaram
   BhP_07.10.016/1 viddhāmarṣāśayaḥ sākṣāt sarvalokaguruṃ prabhum	Bhu-_07.10.016/1 vidDa-amarza-ASayaH sAkzAt sarva-loka-gurum praBum
   BhP_07.10.016/2 bhrātṛheti mṛṣādṛṣṭistvadbhakte mayi cāghavān	BhP_07.10.016/2 BrAtR-hA-iti mRzA-dRzwiH-tvad-Bakte mayi ca-aGavAn
   BhP_07.10.017/1 tasmāt pitā me pūyeta durantāddustarādaghāt	Bhu-_07.10.017/1 tasmAt pitA me pUyeta durantAt-dustarAt-aGAt
   BhP_07.10.017/2 pūtaste 'pāṅgasaṃdṛṣṭastadā kṛpaṇavatsala	Bhu-_07.10.017/2 pUtaH-te apAFga-saMdRzwaH-tadA kRpaNa-vatsala
   BhP_07.10.018/0 śrībhagavān uvāca	Bhu-_07.10.018/0 SrI-BagavAn uvAca
   BhP_07.10.018/1 triḥsaptabhiḥ pitā pūtaḥ pitṛbhiḥ saha te 'nagha	Bhu-_07.10.018/1 tris-saptaBiH pitA pUtaH pitRBiH saha te anaGa
   BhP_07.10.018/2 yat sādho 'sya kule jāto bhavān vai kulapāvanaḥ	Bhu-_07.10.018/2 yat sADo asya kule jAtaH BavAn vE kula-pAvanaH
   BhP_07.10.019/1 yatra yatra ca madbhaktāḥ praśāntāḥ samadarśinaḥ	Bhu-_07.10.019/1 yatra yatra ca mad-BaktAH praSAntAH sama-darSinaH
   BhP_07.10.019/2 sādhavaḥ samudācārāste pūyante 'pi kīkaṭāḥ	Bhu-_07.10.019/2 sADavaH samudAcArAH-te pUyante api kIkawAH
   BhP_07.10.020/1 sarvātmanā na hiṃsanti bhūtagrāmeṣu kiñcana	Bhu-_07.10.020/1 sarva-AtmanA na hiMsanti BUta-grAmezu kiQcana
   BhP_07.10.020/2 uccāvaceṣu daityendra madbhāvavigataspṛhāḥ	Bhu-_07.10.020/2 uccAvacezu dEtya-indra mad-BAva-vigata-spRhAH
   BhP_07.10.021/1 bhavanti puruṣā loke madbhaktāstvāmanuvratāḥ	Bhu-_07.10.021/1 Bavanti puruzAH loke mad-BaktAH-tvAm-anuvratAH
   BhP_07.10.021/2 bhavān me khalu bhaktānāṃ sarveṣāṃ pratirūpadhṛk	Bhu-_07.10.021/2 BavAn me Kalu BaktAnAm sarvezAm pratirUpaDRk-
   BhP_07.10.022/1 kuru tvaṃ pretakṛtyāni pituḥ pūtasya sarvaśaḥ	Bhu-_07.10.022/1 kuru tvam preta-kRtyAni pituH pUtasya sarvaSas-
   BhP_07.10.022/2 madaṅgasparśanenāṅga lokān yāsyati suprajāḥ	Bhu-_07.10.022/2 mad-aFga-sparSanena-aFga lokAn yAsyati suprajAH
   BhP_07.10.023/1 pitryaṃ ca sthānamātiṣṭha yathoktaṃ brahmavādibhiḥ	Bhu-_07.10.023/1 pitryam ca sTAnam-AtizWa yaToktam brahma-vAdiBiH
