   Maitrāyaṇī Saṃhitā	MEtrAyaNI  SaMhitA
   'pūtabhṛc ca me barhiś ca me vediś ca me, avabhṛthaś ca me svagākāraś ca	apUta BRt ca me barhiH ca me vediH ca me, avaBRTaH ca me svac AkAraH ca
   me //MS_2,11.5//	me //n= _2,11.5//
   agniś ca gharmaś ca, arkaś ca sūryaś ca prāṇaś cāśvamedhaś ca, aditiś ca	agniH ca GarmaH ca, arkaH ca sUryaH ca prANaH ca aSvameDaH ca, aditiH ca
   pṛthivī ca ditiś ca dyauś ca śakvarīr aṅgulayo diśaś ca me yajñena	pRTivI ca ditiH ca dyOH ca SakvarIH aFgulayaH diSaH ca me yajQena
   kalpantām ṛtuś ca vrataṃ ca saṃvatsaraś ca tapaś ca, ahorātre ūrvaṣṭīve	kalpantAm RtuH ca vratam ca saMvatsaraH ca tapaH ca, ahorAtre Uru azwIve
   bṛhadrathantare ca me yajñena kalpetām ekā ca tisraś cā trayastriṃśatas,	bRhat raTantare ca me yajQena kalpetAm ekA ca tisraH cA trayastriMSata s,
   catasraś cāṣṭau cāṣṭācatvāriṃśatas tryaviś ca tryavī ca dityavāṭ ca	catasraH ca azwO ca azwAcatvAriMSataH tryaviH ca tryavI ca dityavAw ca
   dityauhī ca pañcāviś ca pañcavī ca trivatsaś ca trivatsā ca turyavāṭ ca	dityOhI ca paQcAviH ca paQcavI ca trivatsaH ca tri vatsA ca turya vAw ca
   turyauhī ca paṣṭhavāṭ ca paṣṭhauhī ca, ukṣā ca vaśā ca ṛṣabhaś ca vehac ca	turyOhI ca pazWa vAw ca pazWOhI ca, ukzA ca vaSA ca RzaBaH ca vehat ca
   dhenuś cānaḍvāṃś ca stomaś ca yajuś ca ṛk ca sāma ca dīkṣā ca tapaś ca	DenuH ca anaxvAn ca stomaH ca yajuH ca Rc ca sAma ca dIkzA ca tapaH ca
   bṛhac ca rathantaraṃ ca, oṣadhayo vanaspatayo diśaś ca me yajñena	bRhat ca raTantaram ca, ozaDayaH vanaspatayaH diSaH ca me yajQena
   kalpantām annāya tvā vājāya tvā vājajityāyai tvā, iṣe tvā, ūrje tvā rayyai	kalpantAm annAya tvA vAjAya tvA vAjajityAyE tvA, ize tvA, Urje tvA rayyE
   tvā poṣāya tvā //MS_2,11.6//	tvA pozAya tvA //n= _2,11.6//
   ca : FN cā ṛk	ca : FN cA Rc 
        viśve no adya maruto viśva ūtī viśve bhavantv agnayaḥ samiddhāḥ /	viSve naH adya marutaH viSvaH UtI viSve Bavantu agnayaH samidDAH /
        viśve no devā avasāgamann iha viśvam astu draviṇaṃ vājo asme //	viSve naH devAH avasA gaman iha viSvam astu draviNam vAjaH asme //
        vājo me sapta pradiśaś catasro vā parāvataḥ /	vAjaH me sapta pradiSaH catasraH vA parAvataH /
        vājo mā viśvair devair dhanasātā ihāvatu //	vAjaH mA viSvEH devEH Dana sAtA iha avatu //
        vājaḥ purastād uta madhyato no vājo devān ṛtubhiḥ kalpayāti /	vAjaH purastAt uta maDyatas naH vAjaH devAn RtuBiH kalpayAti /
        vājasya hi prasave nannamīti viśva āśā vājapatir bhaveyam //	vAjasya hi prasave nannamI iti viSvaH ASA vAjapatiH Baveyam //
        vājo me adya prasuvāti dānaṃ vājo devān haviṣā vardhayāti /	vAjaH me adya prasuvAti dAnam vAjaH devAn havizA varDayAti /
        vājo hi mā sarvavīraṃ cakāra sarvā āśā vājapatir jayeyam //	vAjaH hi mA sarva vIram cakAra sarvAH ASA vAja patiH jayeyam //
        saṃ mā sṛjāmi payasā pṛthivyāḥ saṃ mā sṛjāmy adbhir oṣadhībhiḥ /	sam mA sRjAmi payasA pRTivyAH sam mA sRjAmi adBiH ozaDIBiH /
        so 'haṃ vājaṃ saneyam agne //	saH aham vA Ajam saneyam agne //
        payaḥ pṛthivyāṃ payā oṣadhīṣu payo divy antarikṣe payo dhāḥ /	payaH pRTivyAm payAH ozaDIzu payaH divi antarikze payaH DAH /
        payasvatīḥ pradiśaḥ santu mahyam //MS_2,12.1//	payasvatIH pradiSaH santu mahyam //n= _2,12.1//
   [Page II,145]	[Pa ge II,145]
   ṛtāṣāḍ ṛtadhāmāgnir gandharvas tasyauṣadhayo 'psaraso mudā nāma sa na idaṃ	RtAzAh RtaDAma agniH ganDarvaH tasya ozaDayaH apsarasaH mudA nAma sa naH idam
   brahma kṣatraṃ pātu tā na idaṃ brahma kṣatraṃ pāntu tasmai svāhā vaṭ	brahma kzatram pAtu tAH naH idam brahma kzatram pAntu tasmE svAhA vaw 
   tābhyaḥ svāhā vaṭ saṃhito viśvasāmā sūryo gandharvas tasya marīcayo	tAByaH svAhA vaw saMhitaH viSvasAmA sUryaH ganDarvaH tasya marIcayo
   'psarasa āyuvo nāma suṣumṇaḥ sūryaraśmiś candramā gandharvas tasya	apsarasaH AyuvaH nAma suzumNaH sUrya raSmiH candramAH ganDarvaH tasya
   nakṣatrāṇy apsaraso bekurayo nāma, iṣiro viśvavyacā vāto gandharvas	nakzatrANi apsarasaH bekurayaH nAma, iziraH viSvavyacA vAtaH ganDarvas
   tasyāpo 'psarasā ūrjo nāma bhujī suparṇo yajño gandharvas tasya dakṣiṇā	tasya apaH apsarasA UrjaH nAma BujI suparNaH yajQaH ganDarvaH tasya dakziNA
   apsarasā eṣṭayo nāma bṛhaspatir viśvakarmendro gandharvas tasya maruto	apsarasA ezwayaH nAma bRhaspatiH viSvakarma indraH ganDarvaH tasya marutaH 
   'psarasā ojo nāma prajāpatiḥ parameṣṭhī mano gandharvas tasya ṛksāmāṇy	apsarasA ojaH nAma prajApatiH paramezWI manaH ganDarvaH tasya Rc sAmANi 
   apsarasaḥ stavā nāma, amṛḍayo dūrehetir mṛtyur gandharvas tasya prajā	apsarasaH stavAH nAma, amRxayaH dUrehetiH mRtyuH ganDarvaH tasya prajA
   apsaraso bhīravo nāma sa no bhuvanasya pate yasya ta upari gṛhā virāṭpate	apsarasaH BIravaH nAma sa naH Buvanasya pate yasya te upari gRhAH virAwpate
   'smai brahmaṇe 'smai kṣatrāya mahi śarma yacha yasya te viśvā āśā	asmE brahmaNe asmE kzatrAya mahi Sarma yaCa yasya te viSvA ASA
   apsarasaḥ plīyā nāma sa na idaṃ brahma kṣatraṃ pātu tā na idaṃ brahma	apsarasaH plIyA nAma sa naH idam brahma kzatram pAtu tAH naH idam brahma
   kṣatraṃ pāntu tasmai svāhā vaṭ tābhyaḥ svāhā vaṭ //MS_2,12.2//	kzatram pAntu tasmE svAhA vaw tAByaH svAhA vaw //n= _2,12.2//
   samudro 'si nabhasvān ārdradānuḥ śaṃbhūr mayobhūr abhi mā vāhi svāhā,	samudraH asi naBasvAn ArdradAnuH SaMBUH mayoBUH aBi mA vAhi svAhA,
   avasyur asi duvasvān, śaṃbhūr mayobhūr abhi mā vāhi svāhā māruto 'si	avasyuH asi duvasvAn, SaMBUH mayaH BUH aBi mA vAhi svAhA mArutaH asi
   marutāṃ gaṇaḥ śaṃbhūr mayobhūr abhi mā vāhi svāhā sajūr abdā āyavabhiḥ	marutAm gaNaH SaMBUH mayoBUH aBi mA vAhi svAhA sajUs abdAH AyavaBiH
   sajūr uṣā āruṇībhiḥ sajoṣā aśvinā daṃsobhiḥ sajūḥ sūrā etaśena sajūr	sajUs uzAH AruNIBiH sa jozAH aSvinA daMsoBiH sajUH sUrAH etaSena sa jUr
   vaiśvānara iḍayā ghṛtena svāhā //	vESvAnaraH ixayA GRtena svAhA //
   iḍayā : FN emended. Ed.: īḍayā. cf. 3.4.4:49.11	ixayA : F ema inded. Ed.: IxayA. cf. 3.4.4:49.11
        agniṃ yunajmi śavasā ghṛtena divyaṃ suparṇaṃ vayasaṃ bṛhantam /	agnim yunajmi SavasA GRtena divyam suparNam vayasam bRhantam /
        tena vayaṃ patema bradhnasya viṣṭapaṃ svo ruhāṇā adhi nāka uttame //	tena vayam patema braDnasya vizwapam svaH ruhANAH aDi nAkaH uttame //
        imau te pakṣā ajarau patatriṇau yābhyāṃ rakṣāṃsy apahaṃsy agne /	imO te pakzAH ajarO patatriNO yAByAm rakzAMsi apahaMsi agne /
        tābhyāṃ vayaṃ patema sukṛtām ulokaṃ yatrā ṛṣayo jagmuḥ prathamā ye	tAByAm vayam patema sukRtAm ulokam yatrA RzayaH jagmuH praTamA ye
   purāṇāḥ //	purANAH //
        indur dakṣaḥ śyena ṛtāvā hiraṇyapakṣaḥ śakuno bhuraṇyuḥ /	induH dakzaH SyenaH RtAvA hiraNyapakzaH SakunaH BuraNyuH /
        mahānt sadhasthe dhruva ā niṣattas, namas te astu mā mā hiṃsīḥ //	mahAnt saDasTe DruvaH A nizattas, namaH te astu mA mA hiMsIH //
        divo mūrdhāsi nābhiḥ pṛthivyā ūrg apām oṣadhīnām /	divaH mUrDA asi nABiH pRTivyAH Urc apAm ozaDInAm /
        viśvāyuḥ śarma saprathā namas pathe viśvasya mūrdhann adhitiṣṭhasi	viSvAyuH Sarma sa praTA namaH paTe viSvasya mUrDan aDitizWasi
   śritaḥ //	SritaH //
        samudre te hṛdayam antar āyur apo dattodadhiṃ bhinta /	samudre te hRdayam antar AyuH apaH datta udaDim Binta /
        divaḥ parjanyād antarikṣāt pṛthivyās tato no vṛṣṭyāvata //	divaH parjanyAt antarikzAt pRTivyAH tatas naH vRzwyA avata //
   [Page II,147]	[Pa ge II,147]
        vi te muñcāmi raśanāṃ vi raśmīn vi yoktrāṇi paricartanāni /	vi te muQcAmi raSanAm vi raSmIn vi yoktrANi paricartanAni /
        dhattād asmabhyaṃ draviṇeha bhadraṃ pra mā brūtād bhāgadāṃ devatāsu	DattAt asmaByam draviNA iha Badram pra mA brUtAt BAga dAm devatAsu
        iṣṭo yajño bhṛgubhir draviṇodā yattibhir āśīrdā vasubhiḥ /	izwaH yajQaH BRguBiH draviNa udA yattiBiH ASIrdAH vasuBiH /
        iṣṭo agnir āhutaḥ pipartu na iṣṭaṃ haviḥ svagedaṃ devebhyo namaḥ	izwaH agniH AhutaH pipartu naH izwam haviH sva gedam deveByaH namaH
   //MS_2,12.3//	//n= _2,12.3//
   yattibhir : FN 1.4.1:48.4: yatibhir	yattiBiH : F 1.4.1:48.4: yatiBiH 
        yenā ṛṣayas tapasā satram āsatendhānā agniṃ svar ābharantaḥ /	yenA RzayaH tapasA satram Asata inDAnAH agnim svar ABarantaH /
        yam āhur manavaḥ stīrṇabarhiṣaṃ tasminn ahaṃ nidadhe nāke agnim //	yam AhuH manavaH stIrNa barhizam tasmin aham nidaDe nAke agnim //
   svar : FN emended. Ed.: svar.	svar : F ema inded. Ed.: svar.
        taṃ patnībhir anugachema devāḥ putrair bhrātṛbhir uta vā hiraṇyaiḥ /	tam patnIBiH anugaCema devAH putrEH BrAtRBiH uta vA hiraNyEH /
        nākaṃ gṛbhṇānāḥ sukṛtasya loke tṛtīye pṛṣṭhe adhi rocane divaḥ //	nAkam gRBNAnAH sukRtasya loke tRtIye pRzWe aDi rocane divaH //
        ā vāco madhyam aruhad bhuraṇyur ayam agniḥ satpatiś cekitānaḥ /	A vAcaH maDyam aruhat BuraNyuH ayam agniH sat patiH cekitAnaH /
        pṛṣṭhe pṛthivyā nihito davidyutad adhaspadaṃ kṛṇutāṃ ye pṛtanyavaḥ //	pRzWe pRTivyAH nihitaH davidyu tat aDaspadam kRNutAm ye pRtanyavaH //
        ayam agnir vīratamo vayodhāḥ sahasrīyo jyotatām aprayuchan /	ayam agniH vIratamaH vayoDAH sahasrIyaH jyotatAm aprayuCan /
        vibhrājamānaḥ salilasya madhyā upa prayāhi divyāni dhāman //	viBrAjamAnaH salilasya maDyAH upa prayAhi divyAni DAman //
   [Page II,148]	[Pa ge II,148]
        agne cyavasva sam anu prayāhy āviṣ patho devayānān kṛṇuṣva /	agne cyavasva sam anu prayAhi Aviz paTaH deva yAnAn kRNuzva /
        idamidaṃ sukṛtam ārabhasva yatrā ṛṣayo jagmuḥ prathamā ye purāṇāḥ //	idam idam sukRtam AraBasva yatrA RzayaH jagmuH praTamAH ye purANAH //
        saṃpracyavadhvam upa saṃ prayātāviṣ patho devayānān kṛṇudhvam /	saMpracyavaDvam upa sam prayAta Aviz paTaH deva yAnAn kRNuDvam /
        ebhiḥ sukṛtair anugachema devā yatra naḥ pūrve pitaraḥ paretāḥ //	eBiH sukRtEH anugaCema devAH yatra naH pUrve pitaraH paretAH //
        udbudhyasvāgne pratijāgṛhy enam iṣṭāpūrte saṃsṛjethām ayaṃ ca /	udbuDi asva agne pratijAgRhi enam izwApUrte saMsRjeTAm ayam ca /
        punaḥ kṛṇvantaḥ pitaro yuvāno 'nvātāṃsus tava tantum etam //	punar kRNvantaH pitaraH yuvAnaH anvAtAMsuH tava tantum etam //
        yena vahasi sahasraṃ yenāgne sarvavedasam /	yena vahasi sahasram yena agne sarva vedasam /
        tenemaṃ yajñaṃ no vaha svar deveṣu gantave //	tena imam yajQam naH vaha svar devezu gantave //
   ayaṃ te //MS_2,12.4//	ayam te //n= _2,12.4//
        samās tvāgna ṛtavo vardhayantu saṃvatsarā ṛṣayo yāni satyā /	samAH tvA agne RtavaH varDayantu saMvatsarAH RzayaH yAni satyA /
        saṃ divyena dīdihi rocanena viśvā ābhāhi pradiśaś catasraḥ //	sam divyena dIdihi rocanena viSvAH ABAhi pradiSaH catasraH //
        saṃ cedhyasvāgne pra ca bodhayainam uc ca tiṣṭha mahate saubhagāya /	sam ca iDi asva agne pra ca boDaya enam ud ca tizWa mahate sOBagAya /
        mā ca riṣad upasattā te agne brahmāṇas te yaśasaḥ santu mānye //	mA ca rizat upasattA te agne brahmANaH te yaSasaH santu mAnye //
        tvām agne vṛṇate brāhmaṇā ime śivo agne saṃvaraṇe bhavā naḥ /	tvAm agne vRNate brAhmaNAH ime SivaH agne saMvaraNe BavAH naH /
        sapatnahāgne abhimātijid bhava sve gaye jāgṛhy aprayuchan //	sapatna hA agne aBimAti jit Bava sve gaye jAgRhi aprayuCan //
        ihaivāgne adhidhārayā rayiṃ mā tvā nikran pūrvacittau nikāriṇaḥ /	iha eva agne aDiDArayA rayim mA tvA nikran pUrva cittO nikAriNaH /
        kṣatram agne suyamam astu tubhyam upasattā vardhatāṃ te aniṣṭṛtaḥ //	kzatram agne su yamam astu tuByam upasattA varDatAm te anizwRtaH //
        kṣatreṇāgne svena saṃrabhasva mitreṇāgne mitradheye yatasva /	kzatreNa agne svena saMraBasva mitreNa agne mitraDeye yatasva /
        sajātānāṃ madhyameṣṭheyāya rājñām agne vihaṣyo dīdihīha //	sajAtAnAm maDyamezWeyAya rAjQAm agne vihazyaH dIdihi iha //
        ati niho ati sṛdho aty acittim ati nirṛtim adya /	ati nihaH ati sRDaH ati acittim ati nirRtim adya /
        viśvā hy agne duritā tara tvam athāsmabhyaṃ sahavīraṃ rayiṃ dāḥ //	viSvA hi agne duritA tara tvam aTa asmaByam saha vIram rayim dAH //
        anādhṛṣyo jātavedā aniṣṭṛto virāḍ agne kṣatrabhṛd dīdihīha /	anADRzyaH jAtavedAH anizwRtaH virAj agne kzatraBRt dIdihi iha /
        vy amīvāḥ pramuñcan mānuṣāṇāṃ śivebhir adya paripāhi no vṛdhe //	vi amIvAH pramuQcan mAnuzANAm SiveBiH adya paripAhi naH vRDe //
        bṛhaspate savitar bodhayainaṃ saṃśitaṃ cit saṃtaraṃ saṃśiśādhi /	bRhaspate savitar boDaya enam saMSitam cit saMtaram saMSiSADi /
        vardhayainaṃ mahate saubhagāya viśve cainam anumadantu devāḥ //	varDaya enam mahate sOBagAya viSve ca enam anumadantu devAH //
        amutrabhūyād adha yad yamasya bṛhaspate abhiśaster amuñcaḥ /	amutra BUyAt aDa yat yamasya bRhaspate aBiSasteH amuQcaH /
        pratyūhatām aśvinā mṛtyum asmād devānām agne bhiṣajā śacībhiḥ //	pratyUhatAm aSvinA mRtyum asmAt devAnAm agne BizajA SacIBiH //
        ud vayaṃ tamasas pari jyotiḥ paśyantā uttaram /	ud vayam tamasaH pari jyotiH paSyantAH uttaram /
        devaṃ devatrā sūryam aganma jyotir uttamam //MS_2,12.5//	devam devatrA sUryam aganma jyotiH uttamam //n= _2,12.5//
        ūrdhvā asya samidho bhavanty ūrdhvā śukrā śocīṃṣy agneḥ /	UrDvAH asya samiDaH Bavanti UrDvA SukrA SocIMzi agneH /
        dyumattamā supratīkasya sūnoḥ //	dyumattamA supratIkasya sUnoH //
   tanūnapād asuro viśvavedā devo devebhyo devayānān	tanUnapAt asuraH viSva vedAH devaH deveByaH deva yAnAn
        patho anaktu madhvā ghṛtena /	paTaH anaktu maDvA GRtena /
        madhvā yajñaṃ nakṣati prīṇānaḥ //	maDvA yajQam nakzati prINAnaH //
   [Page II,150]	[Pa ge II,150]
        narāśaṃso agniḥ sukṛd devaḥ savitā viśvavāraḥ /	narASaMsaH agniH sukRt devaH savitA viSva vAraH /
        achāyam eti śavasā ghṛtena //	aCAyam eti SavasA GRtena //
        īḍāno vahnir namasāgniṃ sruco adhvareṣu prayatsu /	IxAnaH vahniH namasA agnim srucaH aDvarezu prayatsu /
        sa yakṣad asya mahimānam agneḥ /	sa yakzat asya mahimAnam agneH /
        sa īṃ mandrā suprayasā starīman / barhiṣo mitramahāḥ /	saH Im mandrA su prayasA starIman / barhizaH mitramahAH /
        vasuś cetiṣṭho vasudhātamaś ca //	vasuH cetizWaH vasuDAtamaH ca //
        dvāro devīr anv asya viśvā vratā dadante agneḥ /	dvAraH devIH anu asya viSvAH vratAH dadante agneH /
        uruvyacaso dhāmnā patyamānāḥ //	uru vyacasaH DAmnA patyamAnAH //
        te asya yoṣaṇe divye na yonā uṣāsānaktā /	te asya yozaNe divye na yonAH uzAsAn aktA /
        imaṃ yajñam avatām adhvaraṃ naḥ //	imam yajQam avatAm aDvaram naH //
        daivyā hotārā ūrdhvam imam adhvaraṃ no 'gner jihvābhigṛṇītam /	dEvyAH hotArAH UrDvam imam aDvaram naH agneH jihvA aBigRNItam /
        kṛṇutaṃ naḥ sviṣṭam //	kRNutam naH su izwam //
        tisro devīr barhir edaṃ syonam iḍā sarasvatī mahī /	tisraH devIH barhiH edam syonam ixA sarasvatI mahI /
        bhāratī gṛṇānā //	BAratI gRNAnAH //
        tan nas turīpam adbhutaṃ purukṣu tvaṣṭaḥ suvīryam /	tat naH turIpam adButam purukzu tvazwaH su vIryam /
        rāyaspoṣaṃ viṣya nābhim asme //	rAyaspozam vizya nABim asme //
        vanaspate 'vasṛjā rarāṇas tmanā devebhyaḥ /	vanaspate avasRjAH rarANaH tmanA deveByaH /
        agnir havyaṃ śamitā sūdayāti //	agniH havyam SamitA sUdayAti //
   [Page II,151]	[Pa ge II,151]
        agne svāhā kṛṇuhi jātavedā indrāya devebhyaḥ /	agne svAhA kRNuhi jAtavedAH indrAya deveByaH /
        viśve devā havir idaṃ juṣantām //MS_2,12.6//	viSve devAH haviH idam juzantAm //n= _2,12.6//
        sam anyā yanty upayanty anyāḥ samānam ūrvaṃ nadyaḥ pṛṇanti /	sam anyAH yanti upayanti anyAH samAnam Urvam nadyaH pRNanti /
        tam u śuciṃ śucayo dīdivāṃsam apāṃ napātaṃ paritasthur āpaḥ //	tam u Sucim SucayaH dIdivAMsam apAm na pAtam paritasTuH ApaH //
        hiraṇyavarṇaḥ sa hiraṇyasaṃdṛg apāṃ napāt sed u hiraṇyavarṇaḥ /	hiraNya varNaH sa hiraNya saMdRS apAm napAt set u hiraNya varNaH /
        hiraṇyayāt pari yoner niṣadya hiraṇyadā dadaty annam asmai //	hiraNyayAt pari yoneH nizadya hiraNya dA dadati annam asmE //
        hiraṇyavarṇāḥ śucayaḥ pāvakā yāsu jātaḥ kaśyapo yāsv indraḥ /	hiraNya varNAH SucayaH pAvakAH yAsu jAtaH kaSyapaH yAsu indraH /
        agniṃ yā garbhaṃ dadhire virūpās tā nā āpaḥ śaṃ syonā bhavantu //	agnim yAH garBam daDire virUpAH tAH nA ApaH Sam syonAH Bavantu //
        yāsāṃ rājā varuṇo yāti madhye satyānṛte avapaśyan janānām /	yAsAm rAjA varuNaH yAti maDye satya anRte avapaSyan janAnAm /
        madhuścutaḥ śucayo yāḥ pāvakās tā nā āpaḥ śaṃ syonā bhavantu //	maDuScutaH SucayaH yAH pAvakAH tAH nA ApaH Sam syonAH Bavantu //
   [Page II,152]	[Pa ge II,152]
        yāsāṃ devā divi kṛṇvanti bhakṣaṃ yā antarikṣe bahudhā bhavanti /	yAsAm devAH divi kRNvanti Bakzam yAH antarikze bahuDA Bavanti /
        yāḥ pṛthivīṃ payasondanti śukrās tā nā āpaḥ śaṃ syonā bhavanta //	yAH pRTivIm payasA undanti SukrAH tAH nA ApaH Sam syonAH BavantaH //
        śivena mā cakṣuṣā paśyatāpaḥ śivayā tanvopaspṛśata tvacaṃ me /	Sivena mA cakzuzA paSyata apaH SivayA tanvA upaspRSata tvacam me /
        sarvaṃ agnīṃr apsuṣado huve mayi varco balam ojo nidhatta //	sarvam agnIM apsuza daH huve mayi varcaH balam ojaH niDatta //
        yad adaḥ saṃprayatīr ahā anadatā hate /	yat adaH saMprayatIH ahA anadatA hate /
        tasmād ā nadyo nāma stha tā vo nāmāni sindhavaḥ //	tasmAt A nadyaH nAma sTa tAH vaH nAmAni sinDavaH //
        saṃpracyutā varuṇena yañ śībhaṃ samavalgata /	saMpracyutAH varuNena yan SIBam samavalgata /
        tad āpnod indro vo yatīs tasmād āpo anuṣṭhana //	tat Apnot indraH vaH yatIH tasmAt ApaH anuzWanaH //
        apakāmaṃ syandamānā avīvarata vo hi kam /	apakAmam syandamAnAH avIvarata vaH hi kam /
        indro vaḥ śaktibhir devīs tasmād vār nāma vo hitam //	indraH vaH SaktiBiH devIH tasmAt vAr nAma vaH hitam //
        eko vo devo apyatiṣṭhat syandamānā yathāvaśam /	ekaH vaH devaH api atizWat syandamAnAH yaTAvaSam /
        udāniṣur mahīr iti tasmād udakam ucyate //	udAnizuH mahIH iti tasmAt udakam ucyate //
        ād it paśyāmy uta vā śṛṇomy ā mā ghoṣo gachati vār nv āsām /	At id paSyAmi uta vA SRNomi A mA GozaH gaCati vAr nu AsAm /
        tīvro raso madhupṛcām araṃgama ā mā prāṇena saha varcasāgan //	tIvraH rasaH maDu pRcAm araMgamaH A mA prANena saha varcasA Agan //
   [Page II,153]	[Pa ge II,153]
        āpo devīr ghṛtaminvā ū āpo agnīṣomau bibhraty āpā it tāḥ /	ApaH devIH GRtam invAH U ApaH agnIzomO biBrati ApAH id tAH /
        manye bhejāno amṛtasya tarhi hiraṇyavarṇā atṛpaṃ yadā vaḥ //	manye BejAnaH amRtasya tarhi hiraNya varNAH atRpam yadA vaH //
   āpo hi ṣṭheti tisraḥ //	ApaH hi zWA iti tisraH //
   divi śrayasva, antarikṣe yatasva pṛthivyāḥ saṃbhava bhrājaṃ gacha	divi Srayasva, antarikze yatasva pRTivyAH saMBava BrAjam gaCa
   //MS_2,13.1//	//n= _2,13.1//
   tapo yonir asi viśvābhis tvā dhībhir achidrām upadadhāmi, ṛtaṃ yoniḥ	tapaH yoniH asi viSvABiH tvA DIBiH aCidrAm upadaDAmi, Rtam yoniH
   satyaṃ yonis, brahma yoniḥ kṣatraṃ yoniḥ pṛthivī yonis, antarikṣaṃ yonis,	satyam yonis, brahma yoniH kzatram yoniH pRTivI yonis, antarikzam yoni s,
   dyaur yonis, diśo yoniḥ //MS_2,13.2//	dyOH yonis, diSaH yoniH //n= _2,13.2//
