   oṃ namo ratnatrayāya	om namaH ratnatrayAya
   p.113.5ab/.tāramakā (?) nārapaṭā (?) vipsaraḥ (?) kauṭikā; api/	p.113.5ab/.tAramakAH (?) nAra pawAH (?) vipsaraH (?) kOwikA; api/
   p.113.5cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.113.5cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.113.6ab/.citrāyāṃ calitā bhūmiḥ kārukā; upakalpakāḥ/	p.113.6ab/.citrAyAm calitAH BUmiH kArukA; upakalpakAH/
   p.113.6cd/.kumāryaḥ sarva^ratnaṃ ca sasyānāṃ bīja^kaiḥ saha//	p.113.6cd/.kumAryaH sarva^ratnam ca sasyAnAm bIja^kEH saha//
   p.113.7ab/.vaṅgā daśārṇakuravaś cedimāhiṣakās tathā/	p.113.7ab/.vaFgAH daSArNa kuravaH cedi mAhizakAH taTA/
   p.113.7cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.113.7cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.113.8ab/.svātau pracalitā bhūmiś caurā ye ca kuśīlakāḥ/	p.113.8ab/.svAtO pracalitAH BUmiH cOrAH ye ca kuSIlakAH/
   p.113.8cd/.hiṃsakā ye ca tat karma^ratā +abhyarthitamūṣakāḥ//	p.113.8cd/. hiMsakAH ye ca tat karma^ratAH +aByarTita mUzakAH//
   p.113.9ab/.himavata; uttareṇa vāyubhakṣās tapasvinaḥ/	p.113.9ab/.himavata; uttareNa vAyuBakzAH tapasvinaH/
   p.113.9cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.113.9cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.114.1ab/.viśākhāyāṃ caled bhūmir mahā^śaila^kṣayo bhavet/	p.114.1ab/. viSAKAyAm calet BUmiH mahA^SEla^kzayaH Bavet /
   p.114.1cd/.ugrā vātāḥ pravānty atra; aśmakairakuśalinaḥ//	p.114.1cd/.ugrAH vAtAH pravAnti atra; aSmakEH akuSalinaH//
   p.114.2ab/.anurādhe caled bhūmir dasyūnām anayo mahān/	p.114.2ab/.anurADe calet BUmiH dasyUnAm anayaH mahAn/
   p.114.2cd/.viṭā dyūta^karāś ca^eva granthibhedāś ca ye narāḥ//	p.114.2cd/.viwAH dyUta^karAH ca^eva granTi BedAH ca ye narAH//
   p.114.3ab/.andhrāḥ puṇḍrāḥ pulindāś ca bhaye tiṣṭhanty anāśritāḥ//	p.114.3ab/.anDrAH puNxrAH pulindAH ca Baye tizWanti anASritAH//
   p.114.3cd/.mitrabhedaś ca balavān tadā jagati jāyate//	p.114.3cd/.mitra BedaH ca balavAn tadA jagati jAyate//
   p.114.4ab/.jyeṣṭhāyāṃ calitā bhūmir mahā^rājaḥ pratapyate/	p.114.4ab/.jyezWAyAm calitA BUmiH mahA^rAjaH pratapyate/
   p.114.4cd/.vāyasā vṛṣabhā vyāḍās tathā caṇḍamṛgāś ca ye//	p.114.4cd/. vAyasAH vRzaBAH vyAxAH taTA caNxamRgAH ca ye//
   p.114.5ab/.kuravaḥ śūrasenāś ca mallā bāhlīkanigrahāḥ/	p.114.5ab/.kuravaH SUrasenAH ca mallAH bAhlIka nigrahAH/
   p.114.5cd/.pratyarthikena śīghreṇa ye ca tad bhaktibhājanāḥ/	p.114.5cd/. pratyarTikena SIGreNa ye ca tat Bakti BAjanAH/
   p.114.5ef/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.114.5ef/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.114.6ab/.mūlena calitā bhūmiś catuṣpaddvipadās tathā/	p.114.6ab/.mUlena calitAH BUmiH catuzpad dvipadAH taTA/
   p.114.6cd/.grahāśrayāḥ piśācāś ca ye ca sattvā darīśrayāḥ/	p.114.6cd/. graha ASrayAH piSAcAH ca ye ca sattvAH darISrayAH/
   p.114.6ef/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.114.6ef/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.115.1ab/.durbhikṣaṃ ca karoty āśu dhānyam alpa^udakaṃ bhavet/	p.115.1ab/.duH Bikzam ca karoti ASu DAnyam alpaH ^udakam Bavet /
   p.115.1cd/.darīparvatamūlāni gacchanti ca tadā bhuvi//	p.115.1cd/.darI parvata mUlAni gacCanti ca tadA Buvi//
   p.115.2ab/.pūrvāṣāḍhe caled bhūmir jalajā matsya^śuktikāḥ/	p.115.2ab/. pUrvAzAXe calet BUmiH jala jAH matsya^SuktikAH/
   p.115.2cd/.śiśumārā; udrakāś ca nakrā makara^kacchapāḥ//	p.115.2cd/. SiSumArA; udrakAH ca nakrAH makara^kacCapAH//
   p.115.3ab/.jātigotra^pradhānāś ca dhanino +atha vicakṣaṇāḥ/	p.115.3ab/.ja ati gotra^praDAnAH ca DaninaH +aTa vicakzaNAH/
   p.115.3cd/.dvitīyābhijātāś ca mahā^vidyākarāś ca ye/	p.115.3cd/. dvitIya aBijAtAH ca mahA^vidyA karAH ca ye/
   p.115.3ef/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.115.3ef/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.115.4ab/.uttarasyāṃ caled bhūmiḥ śilpinām anayo mahān/	p.115.4ab/.uttarasyAm calet BUmiH SilpinAm anayaH mahAn/
   p.115.4cd/.ayaskārāḥ sthāpatayas trapu^kārāś ca takṣakāḥ//	p.115.4cd/.ayaskArAH sTApatayaH trapu^kArAH ca takzakAH//
   p.115.5ab/.daridrā dhaninaś ca^api śilpino vividhā; api/	p.115.5ab/.daridrAH DaninaH ca^api SilpinaH viviDA; api/
   p.115.5cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ/	p.115.5cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH/
   p.115.5ef/.grāma^kuṭāni ca ghnanti sacalasthāvarāṇi ca//	p.115.5ef/.grAma^kuwAni ca Gnanti sacala sTAvarANi ca//
   p.115.6ab/.vaiṣṇave calitā bhūmis tadeti yad anīpsitaṃ/	p.115.6ab/.vEzNave calitA BUmiH tadA iti yat anIpsitaM/
   p.116.1ab/.adhyāpakāḥ śāstra^vidaḥ kavayo mantra^pāragāḥ/	p.116.1ab/.aDyApakAH SAstra^vidaH kavayaH mantra^pAragAH/
   p.116.1cd/.yugandharāḥ śūrasenā; abhirājāḥ paṭaccarāḥ//	p.116.1cd/. yuganDarAH SUrasenA; aBirAjAH pawaccarAH//
   p.116.2ab/.kuśaṇḍāḥ śaradaṇḍāś ca ye narā rāja^pūjitāḥ/	p.116.2ab/.kuSaNxAH Sara daNxAH ca ye narAH rAja^pUjitAH/
   p.116.2cd/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.116.2cd/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.116.3ab/.dhaniṣṭhāyāṃ caled bhūmir dhaninā manayo mahān/	p.116.3ab/.Da nizWAyAm calet BUmiH DaninA manayaH mahAn/
   p.116.3cd/.maheśvarās tathā mahā^nāgarāḥ śreṣṭhinas tathā//	p.116.3cd/. maheSvarAH taTA mahA^nAgarAH SrezWinaH taTA//
   p.116.4ab/.pracaṇḍāḥ svastimantaś ca bhadrakārā yugandharāḥ/	p.116.4ab/. pracaNxAH svastimantaH ca BadrakArAH yuganDarAH/
   p.116.4cd/.pārikūlāś ca bhojyāś ca hy anye sannāgarā; api/	p.116.4cd/. pArikUlAH ca BojyAH ca hi anye sat nAgarA; api/
   p.116.4ef/.ete vyasanam arcchanti bhūmi^cālavicālitāḥ//	p.116.4ef/.ete vyasanam arcCanti BUmi^cAla vicAlitAH//
   p.116.5ab/.vāruṇye calitā bhūmir audakeṣv anayo mahān/	p.116.5ab/.vAruNye calitAH BUmiH Odakezu anayaH mahAn/
   p.116.5cd/.hastino +aśvakharoṣṭrāś ca sparśam arcchanti dāruṇaṃ//	p.116.5cd/. hastinaH +a Sva Kara uzwrAH ca sparSam arcCanti dAruNaM//
   p.116.6ab/.tadāsau vīrakān madrān bāhlīkān kekayān api/	p.116.6ab/.tadA asO vIrakAn madrAn bAhlIkAn kekayAn api/
   p.116.6cd/.anāśrayāṃś cakravākāñ janasthān api pīḍayet//	p.116.6cd/.ana ASrayAn cakravAkAn janasTAn api pIxayet//
   p.117.1ab/.sājena calitā bhūmī rākṣasān ghātakāṃs tathā/	p.117.1ab/.sAjena calitA BUmiH rAkzasAn GAtakAn taTA/
   p.117.1cd/.aurabhrikān saukarikān sauvīrāṃś ca nipātayet//	p.117.1cd/.A OraBrikAn sOkarikAn sOvIrAn ca nipAtayet//
   p.117.2ab/.vaṇijyajīvino vaiśyān śūdrāṃś ca karītīn api/	p.117.2ab/.vaNijya jIvinaH vESyAn SUdrAn ca karItIn api/
   p.117.2cd/.yavanān mālavādyāṃś ca granthibhedāṃś ca nāśayet//	p.117.2cd/. yavanAt mAlava AdyAn ca granTi BedAn ca nASayet//
   p.117.3ab/.ahirbudhnye caled bhūmir vaṇijām anayo mahān/	p.117.3ab/.ahirbuDnye calet BUmiH vaNijAm anayaH mahAn/
   p.117.3cd/.dharme ratāś ca ye siddhā ye ca śauktikakarmiṇaḥ//	p.117.3cd/. Darme ratAH ca ye sidDAH ye ca SOktika karmiNaH//
   p.117.4ab/.śibīn vatsān tathā vātsyān kṣatriyān ārjunāyanān/	p.117.4ab/.SibIn vatsAn taTA vAtsyAn kzatriyAn Arjuna ayanAn/
   p.117.4cd/.sindhurāja^dhanuṣpānīn sarvān ardayate +acirāt//	p.117.4cd/.sinDurAja^DanuzpAnIn sarvAn ardayate +acirAt//
   p.117.5ab/.revatyāṃ calitā bhūmiḥ saṃgrāmaḥ syāt sudāruṇaḥ/	p.117.5ab/.revatyAm calitA BUmiH saMgrAmaH syAt su dAruNaH/
   p.117.5cd/.grāma^ghātāś ca vartante grāmo grāmaṃ ca hiṃsati//	p.117.5cd/. grAma^GAtAH ca vartante grAmaH grAmam ca hiMsati//
   p.117.6ab/.naucarān udakājīvān ramaṭhān bharukacchakān/	p.117.6ab/.nOcarAn udaka AjIvAn ramaWAn BarukacCakAn/
   p.117.6cd/.sudhanvān abhisārāṃś ca sarva^senāṃś ca nirdahet//	p.117.6cd/. suDanvAn aBisArAn ca sarva^senAn ca nirdahet//
   p.118.1ab/.aśvinyāṃ calitā bhūmir aśvānām anayo mahān/	p.118.1ab/.aSvinyAm calitA BUmiH aSvAnAm anayaH mahAn/
   p.118.1cd/.grāma^ghātāś ca vartante bhrātā bhrātṝn jighāṃsati//	p.118.1cd/. grAma^GAtAH ca vartante BrAtA BrAtLn jiGAMsati//
   p.118.2ab/.yā ca^atra gabham ādhatte ye ca jātāś ca tān iha/	p.118.2ab/.yA ca^atra gaBam ADatte ye ca jAtAH ca tAn iha/
   p.118.2cd/.trīṇi varṣāṇy ato duḥkham upaiti ca nirantaraṃ//	p.118.2cd/. trINi varzANi atas duHKam upEti ca nirantaraM//
   p.118.3ab/.sahitāś citra^garbhāś ca ye hy anye ca^aṅganājanāḥ/	p.118.3ab/. sahitAH citra^garBAH ca ye hi anye ca^aFganA janAH/
   p.118.3cd/.ārjunāyanā rājanyāḥ suṣṭhu trīṃś ca^api hiṃsati//	p.118.3cd/.a arjuna ayanAH rAjanyAH suzWu trIn ca^api hiMsati//
   p.118.4ab/.bharaṇyāṃ calitā bhūmiś caurāṇām anayo mahān/	p.118.4ab/.BaraNyAm calitAH BUmiH cOrANAm anayaH mahAn/
   p.118.4cd/.viṭā dyūta^karāś ca^eva granthibhedāś ca ye narāḥ//	p.118.4cd/.viwAH dyUta^karAH ca^eva granTi BedAH ca ye narAH//
   p.118.5ab/.ādarśacakrāṭādhūrtās tathā bandhana^rakṣakāḥ/	p.118.5ab/.a AdarSa cakra AwADUrtAH taTA banDana^rakzakAH/
   p.118.5cd/.antāvaśāyinaḥ pāpāś caranti ye tu durjanāḥ/	p.118.5cd/.anta avaSAyinaH pApAH caranti ye tu durjanAH/
   p.118.5ef/.te +api tatra vipadyante bhūmi^cālavicālitāḥ//	p.118.5ef/.te +api tatra vipadyante BUmi^cAla vicAlitAH//
   p.118.6ab/.vepitāyāṃ tu medinyāṃ bhaved rūpam anantaraṃ/	p.118.6ab/.vepitAyAm tu medinyAm Bavet rUpam anantaraM/
   p.118.6cd/.saptāhābhyantarāt tatra megho bhavati prārthitaḥ//	p.118.6cd/. saptAha aByantarAt tatra meGaH Bavati prArTitaH//
   p.119.1ab/.snigdho hy aṅjana^saṃkāśo mahā^parvatasannibhaḥ/	p.119.1ab/. snigDaH hi aFjana^saMkASaH mahA^parvata sanniBaH/
   p.119.1cd/.indraś na varṣate tatra maharṣer vacanaṃ yathā//	p.119.1cd/.indraH na varzate tatra mahA RzeH vacanam yaTA//
   p.119.1ef/.[evaṃ nigaditaṃ nārthair indraś ca^atra pravarṣati//]	p.119.1ef/.[evam nigaditam na arTEH indraH ca^atra pravarzati//]
   p.119.2ab/.svastikā kāra^saṃkāśā; indravajradhvayopamāḥ/	p.119.2ab/.svastikA kAra^saMkASA; indra vajra Dvaya upamAH/
   p.119.2cd/.dṛśyante +abhrā hi sandhyāyāṃ grastvā candra^divā^karau//	p.119.2cd/.dRSyante +aBrA hi sanDyAyAm grastvA candra^divA^karO//
   p.119.3ab/.tadā nabhasi jāyante meghā ḍāḍimbasannibhāḥ/	p.119.3ab/.tadA naBasi jAyante meGAH xAximba sanniBAH/
   p.119.3cd/.lakṣaṇaṃ tādṛśaṃ dṛṣṭvā vidyāt tānn indrakampitān/	p.119.3cd/. lakzaNam tAdRSam dRzwvA vidyAt tAn indra kampitAn/
   p.119.3ef/.sa nirdeśo bhavet tatra maharṣer vacanaṃ yathā//	p.119.3ef/. sa nirdeSaH Bavet tatra mahA RzeH vacanam yaTA//
   p.119.4ab/.atīva tatra viśvastaḥ sarva^bījāni vāpayet/	p.119.4ab/.ati iva tatra viSvastaH sarva^bIjAni vApayet/
   p.119.4cd/.vyavahārāṃś ca kurvīran nirbhayās tatra vāṇijāḥ/	p.119.4cd/. vyavahArAn ca kurvIran nirBayAH tatra vANijAH/
   p.119.4ef/.sarveṣāṃ bhūmi^kampānāṃ praśastā; indrakaṃpitāḥ//	p.119.4ef/. sarvezAm BUmi^kampAnAm praSastA; indra kaMpitAH//
   p.119.5ab/.vepitāyāṃ tu medinyāṃ bhaved rūpam anantaraṃ/	p.119.5ab/.vepitAyAm tu medinyAm Bavet rUpam anantaraM/
   p.119.5cd/.saptāhābhyantare tatra meghaḥ saṃcchādayen nabhaḥ//	p.119.5cd/. saptAha aByantare tatra meGaH saMcCAdayet naBaH//
   p.120.1ab/.tato +anubaddhā jāyante; abhrāḥ kauśeyasannibhāḥ/	p.120.1ab/.tataH +anubadDAH jAyante; aBrAH kOSeya sanniBAH/
   p.120.1cd/.anulomaṃ ca saṃyānti carantaḥ paścimāṃ diśaṃ//	p.120.1cd/. anulomam ca saMyAnti carantaH paScimAm diSaM//
   p.120.2ab/.śiśumāra^udrakāṇāṃ matsya^makara^sannibhāḥ/	p.120.2ab/.SiSumAraH ^udrakANAm matsya^makara^sanniBAH/
   p.120.2cd/.dṛśyante +abhrāś ca sandhyāyāṃ grastvā candra^divā^karau//	p.120.2cd/.dRSyante +aBrAH ca sanDyAyAm grastvA candra^divA^karO//
   p.120.3ab/.lakṣaṇaṃ tādṛśaṃ dṛṣṭvā vidyāt tāñ jalakampitān/	p.120.3ab/. lakzaNam tAdRSam dRzwvA vidyAt tAn jala kampitAn/
   p.120.3cd/.sa nirdeśo bhavet tatra maharṣer vacanaṃ yathā//	p.120.3cd/. sa nirdeSaH Bavet tatra mahA RzeH vacanam yaTA//
   p.120.4ab/.sthāleṣu giri^kūṭeṣu kṣetreṣūpavaneṣu ca/	p.120.4ab/. sTAlezu giri^kUwezu kzetrezu upavanezu ca/
   p.120.4cd/.sthāpyante tatra bījāni nimne naśyanti vai tadā//	p.120.4cd/. sTApyante tatra bIjAni nimne naSyanti vE tadA//
   p.120.5ab/.pañkeṇa^api jalena^api naśyeyū rajasā^api vā/	p.120.5ab/.paQkeNa^api jalena^api naSyeyuH rajasA^api vA/
   p.120.5cd/.eteṣāṃ bhūmi^kampānāṃ praśastā jalakampitāḥ//	p.120.5cd/.etezAm BUmi^kampAnAm praSastAH jala kampitAH//
   p.120.6ab/.vepitāyāṃ tu medinyāṃ bhaved rūpam anantaraṃ/	p.120.6ab/.vepitAyAm tu medinyAm Bavet rUpam anantaraM/
   p.120.6cd/.saptāhābhyantare tatra vātā vānti sudāruṇāḥ//	p.120.6cd/. saptAha aByantare tatra vAtAH vAnti su dAruNAH//
   p.120.7ab/.dṛśyate kapilā sandhyā candra^sūryau tu lohitāu/	p.120.7ab/.dRSyate kapilA sanDyA candra^sUryO tu lohitAu/
   p.120.7cd/.lakṣaṇaṃ tādṛśaṃ dṛṣṭvā jānīyād vāyukampitān//	p.120.7cd/. lakzaNam tAdRSam dRzwvA jAnIyAt vAyu kampitAn //
   p.121.1ab/.tato bhavati nirdeśo maharṣer vacanaṃ yathā/	p.121.1ab/.tataH Bavati nirdeSaH mahA RzeH vacanam yaTA/
   p.121.1cd/.na tatra pravaset prājña; ātmānaṃ ca^atra gopayet//	p.121.1cd/.na tatra pravaset prAjQa; AtmAnam ca^atra gopayet//
   p.121.2ab/.guhyam āvaraṇaṃ kuryāt prākāraparikhāṃ khanet/	p.121.2ab/.guhyam AvaraNam kuryAt prAkAra pariKAm Kanet /
   p.121.2cd/.prātisīmā virudhyante narāṇāṃ jāyate bhayaṃ//	p.121.2cd/. prAtisImAH viruDyante narANAm jAyate BayaM//
   p.121.3ab/.eteṣāṃ bhūmi^kampanaṃ sarveṣāṃ kīrtitā guṇāḥ/	p.121.3ab/.etezAm BUmi^kampanam sarvezAm kIrtitAH guNAH/
   p.121.3cd/.viśeṣeṇa manuṣyāṇāṃ nirmitā vāyukampitāḥ//	p.121.3cd/. viSezeNa manuzyANAm nirmitAH vAyu kampitAH//
   p.121.4ab/.kampitāyāṃ tu medinyāṃ bhaved rūpam anantaraṃ/	p.121.4ab/. kampitAyAm tu medinyAm Bavet rUpam anantaraM/
   p.121.4cd/.saptāhābhyantarāt tatra; ulkā^pātāḥ sudāruṇāḥ//	p.121.4cd/. saptAha aByantarAt tatra; ulkA^pAtAH su dAruNAH//
   p.121.5ab/.sandhyā ca lohitā bhāti candra^sūryau tu lohitau/	p.121.5ab/.sanDyA ca lohitAH BAti candra^sUryO tu lohitO/
   p.121.5cd/.lakṣaṇaṃ tādṛśaṃ dṛṣṭvā vijñeyā; agnikampitāḥ//	p.121.5cd/. lakzaNam tAdRSam dRzwvA vijQeyA; agni kampitAH//
   p.121.6ab/.agnir dahati kāṣṭhāni rakṣitāni dhanāni ca/	p.121.6ab/.agniH dahati kAzWAni rakzitAni DanAni ca/
   p.121.6cd/.dṛśyante dhūmaśikharāḥ śastraṃ ca svidyate bhṛśaṃ//	p.121.6cd/.dRSyante DUma SiKarAH Sastram ca svidyate BRSaM//
   p.121.7ab/.vīṇāś ca divi dṛśyante navamāsān na varṣati/	p.121.7ab/.vINAH ca divi dRSyante nava mAsAt na varzati/
   p.121.7cd/.eteṣāṃ bhūmi^kampānāṃ jaghanyā; agnikampitāḥ//	p.121.7cd/.etezAm BUmi^kampAnAm jaGanyA; agni kampitAH//
   p.121.8a/.jayati; ahani pūrve kṣatriyān pārthivāṃś ca/	p.121.8a/.jayati; ahani pUrve kzatriyAn pArTivAn ca/
   p.121.8b/.haya^gaja^ratha^mukhyān mantriṇo madhyama^ahne/	p.121.8b/.haya^gaja^raTa^muKyAn mantriNaH maDyamaH ^ahne/
   p.122.1ab/.vyathayati; āpara^ahṇe gopaśūn vaiśya^śūdrān/	p.122.1ab/.vyaTayati; Apara^ahNe go paSUn vESya^SUdrAn /
   p.122.1cd/.pradahati niśi^sandhyā taskara^ananta^vāsān//	p.122.1cd/. pradahati niSi^sanDyA taskara^ananta^vAsAn //
   p.122.2a/.rajanim iha pradoṣe hiṃsate mleccha^saṃghān/	p.122.2a/. rajanim iha pradoze hiMsate mlecCa^saMGAn/
   p.122.2b/.striyam api ca napuṃsaś ca^ardha^rātreṣv anantān/	p.122.2b/. striyam api ca napuMsaH ca^arDa^rAtrezu anantAn/
   p.122.2c/.kṛṣi^vaṇig upajīvyān hanti yāme tṛtīye/	p.122.2c/.kRzi^vaNij upajIvyAn hanti yAme tRtIye/
   p.122.2d/.vyathayati surapakṣaṃ raudra^karma^antakṛṣṇe//	p.122.2d/. vyaTayati sura pakzam rOdra^karma^anta kRzNe//
   p.122.3a/.pradahati śaśipakṣe yājñikaṃ brahma^kṣatraṃ/	p.122.3a/. pradahati SaSi pakze yAjQikam brahma^kzatraM/
   p.122.3b/.śrapayati śuci^vṛttām eva dharme pradhānān/	p.122.3b/.Srapayati Suci^vRttAm eva Darme praDAnAn /
   p.122.3c/.viduṣi ca mṛdu^bhāvaṃ vindate yo hy adhīte/	p.122.3c/. viduzi ca mRdu^BAvam vindate yaH hi aDIte/
   p.122.3d/.sa bhavati nṛpa^pūjyo bāhmaṇo deva^darśī//	p.122.3d/. sa Bavati nRpa^pUjyaH bAhmaNaH deva^darSI//
   p.123.1ab/.bṛhaspateś ca catvāri samāni śubha^karmaṇā/	p.123.1ab/. bRhaspateH ca catvAri samAni SuBa^karmaNA/
   p.123.1cd/.catvāri sūrya^karmāṇi tulyāni śukra^karmaṇā/	p.123.1cd/. catvAri sUrya^karmANi tulyAni Sukra^karmaNA/
   p.123.1ef/.soma^karmāṇi catvāri brahma^karma ca tatsamaṃ//	p.123.1ef/.soma^karmANi catvAri brahma^karma ca tad samaM//
   p.123.2/.ayaṃ bhoḥ puṣkarasārin bhūmi^kampa^nirdeśo nāma^adhyāyaḥ/	p.123.2/.ayam BoH puzkarasArin BUmi^kampa^nirdeSaH nAma^aDyAyaH/
   % vyādhi^samutthānaṃ	% vyADi^samutTAnam
   p.123.3/.atha bhoḥ puṣkarasārin amīṣām aṣṭāviṃśatīnāṃ nakṣatrāṇāṃ	p.123.3/.aTa BoH puzkarasArin amIzAm azwAviMSatInAm nakzatrANAm
   roga^utpattiṃ nāma^adhyāyaṃ vyākhyāmi/ tac chrūyatāṃ/ kathayatu bhagavān/	rogaH ^utpattim nAma^aDyAyam vyAKyAmi/ tat SrUyatAn/ kaTayatu BagavAn /
   p.123.4ab/.kṛttikāsu^utthito vyādhiḥ striyā vā puruṣasya vā/	p.123.4ab/.kRttikAsu^utTitaH vyADiH striyAH vA puruzasya vA/
   p.123.4cd/.catūrātraṃ bhaved vyādhis tataś ca^ūrdhvaṃ vimucyate//	p.123.4cd/. catU rAtram Bavet vyADiH tatas ca^UrDvam vimucyate//
   p.123.5ab/.agnir hi devatā tatra dadhnā hy asya baliṃ haret/	p.123.5ab/.agniH hi devatA tatra daDnA hi asya balim haret /
   p.123.5cd/.anena bali^karmeṇa tasmād rogād vimucyate//	p.123.5cd/.anena bali^karmeNa tasmAt rogAt vimucyate//
   p.123.6ab/.rohiṇyām utthito vyādhiḥ striyā vā puruṣasya vā/	p.123.6ab/.rohiNyAm utTitaH vyADiH striyAH vA puruzasya vA/
   p.123.6cd/.pañca^rātraṃ bhaved vyādhis tataś ca^ūrdhvaṃ vimucyate//	p.123.6cd/. paQca^rAtram Bavet vyADiH tatas ca^UrDvam vimucyate//
   p.123.7ab/.devaḥ prajāpatis tatra śuddhamālyair baliṃ haret/	p.123.7ab/.devaH prajApatiH tatra SudDa mAlyEH balim haret /
   p.123.7cd/.anena bali^karmeṇa tasmād rogād vimucyate//	p.123.7cd/.anena bali^karmeNa tasmAt rogAt vimucyate//
   p.123.8ab/.vyādhir mṛgaśirobhutaḥ striyo vā puruṣasya vā/	p.123.8ab/.vyADiH mRgaSiraH ButaH striyaH vA puruzasya vA/
   p.123.8cd/.aṣṭa^rātraṃ bhaved vyādhis tataś ca^ūrdhvaṃ vimucyate//	p.123.8cd/.azwa^rAtram Bavet vyADiH tatas ca^UrDvam vimucyate//
   p.123.9ab/.somo hi devatā tatra maṇḍena tu baliṃ haret/	p.123.9ab/.somaH hi devatA tatra maNxena tu balim haret /
   p.123.9cd/.anena bali^dānena tasmād rogād vimucyate//	p.123.9cd/.anena bali^dAnena tasmAt rogAt vimucyate//
   p.124.1ab/.(124) ādrāyām utthito vyādhiḥ striyā vā puruṣasya vā/	p.124.1ab/.(124) AdrAyAm utTitaH vyADiH striyAH vA puruzasya vA/
   p.124.1cd/.daśa^rātraṃ bhaved vyādhis tataś ca^ūrdhvaṃ vimucyate//	p.124.1cd/.daSa^rAtram Bavet vyADiH tatas ca^UrDvam vimucyate//
   p.124.2ab/.rudro hi devatā tatra pāyasena baliṃ haret/	p.124.2ab/.rudraH hi devatA tatra pAyasena balim haret /
   p.124.2cd/.anena bali^karmeṇa tasmād rogād vimucyate//	p.124.2cd/.anena bali^karmeNa tasmAt rogAt vimucyate//
   p.124.3ab/.punarvasau bhaved vyādhiḥ striyā vā puruṣasya vā/	p.124.3ab/.punarvasO Bavet vyADiH striyAH vA puruzasya vA/
   p.124.3cd/.aṣṭa^rātraṃ bhaved vyādhis tataś ca^ūrdhvaṃ vimucyate//	p.124.3cd/.azwa^rAtram Bavet vyADiH tatas ca^UrDvam vimucyate//
   p.124.4ab/.ādityo devatā tatra gandha^mālyair baliṃ haret/	p.124.4ab/.a AdityaH devatA tatra ganDa^mAlyEH balim haret /
   p.124.4cd/.anena bali^karmeṇa tasmād rogād vimucyate//	p.124.4cd/.anena bali^karmeNa tasmAt rogAt vimucyate//
   p.124.5ab/.puṣye samutthito vyādhiḥ striyā vā puruṣasya vā/	p.124.5ab/.puzye samutTitaH vyADiH striyAH vA puruzasya vA/
   p.124.5cd/.stokakālaṃ bhavet tasya pañca^rātrād vimucyate//	p.124.5cd/. stoka kAlam Bavet tasya paQca^rAtrAt vimucyate//
   p.124.6ab/.devo bṛhaspatis tatra gandha^mālyair baliṃ haret/	p.124.6ab/.devaH bRhaspatiH tatra ganDa^mAlyEH balim haret /
   p.124.6cd/.anena bali^karmeṇa tasmād rogād vimucyate//	p.124.6cd/.anena bali^karmeNa tasmAt rogAt vimucyate//
   p.124.7ab/.aśleṣāyāṃ bhaved vyādhiḥ striyo vā puruṣasya vā/	p.124.7ab/.a SlezAyAm Bavet vyADiH striyaH vA puruzasya vA/
   p.124.7cd/.na taṃ vaidyāś cikitsantu sarpas tatra tu daivataḥ//	p.124.7cd/.na tam vEdyAH cikitsantu sarpaH tatra tu dEvataH//
   p.124.8ab/.maghā^samutthito vyādhiḥ striyā vā puruṣasya vā/	p.124.8ab/. maGA^samutTitaH vyADiH striyAH vA puruzasya vA/
   p.124.8cd/.aṣṭa^rātraṃ bhaved vyādhis tataś ca^ūrdhvaṃ vimucyate//	p.124.8cd/.azwa^rAtram Bavet vyADiH tatas ca^UrDvam vimucyate//
   p.124.9ab/.pitaro devatās tatra kṛsareṇa baliṃ haret/	p.124.9ab/.pitaraH devatAH tatra kRsareNa balim haret /
   p.124.9cd/.anena bali^karmeṇa tasmād rogād vimucyate//	p.124.9cd/.anena bali^karmeNa tasmAt rogAt vimucyate//
   p.124.10ab/.pūrvaphālgunījā vyādhiḥ striyā vā puruṣasya vā/	p.124.10ab/. pUrva PAlgunIjA vyADiH striyAH vA puruzasya vA/
   p.124.10cd/.sapta^rātraṃ bhaved vyādhis tataś ca^ūrdhvaṃ vimucyate//	p.124.10cd/. sapta^rAtram Bavet vyADiH tatas ca^UrDvam vimucyate//
   p.125.1ab/.(125) aryamā devatā tatra gandha^mālyair baliṃ haret/ %bhaga	p.125.1ab/.(125) aryamA devatA tatra ganDa^mAlyEH balim haret/ %Baga
