   BhP_03.01.001/0 śrī-śuka uvāca	BhP_03.01.001/0 SrI-SukaH uvAca
   vacasāmṛtena	vacasA-amRtena
   BhP_03.21.022/2 suparṇa-pakṣopari rocamānaḥ	Bhu-_03.21.022/2 suparNa--pakza-upari rocamAnaH
   prema-smitodvīkṣaṇa-vibhramad-bhrūḥ	prema--smita-udvIkzaNa--viBramat--BrUH
   BhP_03.21.023/0 śrī-bhagavān uvāca	Bhu-_03.21.023/0 SrI--BagavAn uvAca
   BhP_03.21.023/1 viditvā tava caityaṃ me puraiva samayoji tat	Bhu-_03.21.023/1 viditvA tava cEtyam me purA-eva sama-yoji tat-
   BhP_03.21.023/2 yad-artham ātma-niyamais tvayaivāhaṃ samarcitaḥ	Bhu-_03.21.023/2 yat--arTam Atma--niyamEH tvayA-eva-aham samarcitaH
   BhP_03.21.024/1 na vai jātu mṛṣaiva syāt prajādhyakṣa mad-arhaṇam	Bhu-_03.21.024/1 na vE jAtu mRzA-eva syAt prajADyakza mad--arhaNam
   BhP_03.21.024/2 bhavad-vidheṣv atitarāṃ mayi saṅgṛbhitātmanām	Bhu-_03.21.024/2 Bavat--viDezu atitarAm mayi saFgRBita-AtmanAm
   BhP_03.21.025/1 prajāpati-sutaḥ samrāṇ manur vikhyāta-maṅgalaḥ	Bhu-_03.21.025/1 prajApati--sutaH samrAj manuH viKyAta--maFgalaH
   BhP_03.21.025/2 brahmāvartaṃ yo 'dhivasan śāsti saptārṇavāṃ mahīm	Bhu-_03.21.025/2 brahmAvartam yaH aDivasan SAsti sapta-arNavAm mahIm
   BhP_03.21.026/1 sa ceha vipra rājarṣir mahiṣyā śatarūpayā	Bhu-_03.21.026/1 sa ca-iha vipra rAjarziH mahizyA SatarUpayA
   BhP_03.21.026/2 āyāsyati didṛkṣus tvāṃ paraśvo dharma-kovidaḥ	Bhu-_03.21.026/2 AyAsyati didRkzuH tvAm paraSvas Darma-kovidaH
   BhP_03.21.027/1 ātmajām asitāpāṅgīṃ vayaḥ-śīla-guṇānvitām	Bhu-_03.21.027/1 AtmajAm asitApAFgIm vayaH-SIla-guNa-anvitAm
   BhP_03.21.027/2 mṛgayantīṃ patiṃ dāsyaty anurūpāya te prabho	Bhu-_03.21.027/2 mRgayantIm patim dAsyati anurUpAya te praBo
   BhP_03.21.028/1 samāhitaṃ te hṛdayaṃ yatremān parivatsarān	Bhu-_03.21.028/1 samAhitam te hRdayam yatra-imAn parivatsarAn
   BhP_03.21.028/2 sā tvāṃ brahman nṛpa-vadhūḥ kāmam āśu bhajiṣyati	BhP_03.21.028/2 sA tvAm brahman nRpa-vaDUH kAmam ASu Bajizyati
   BhP_03.21.029/1 yā ta ātma-bhṛtaṃ vīryaṃ navadhā prasaviṣyati	Bhu-_03.21.029/1 yA te Atma-BRtam vIryam navaDA prasavizyati
   BhP_03.21.029/2 vīrye tvadīye ṛṣaya ādhāsyanty añjasātmanaḥ	Bhu-_03.21.029/2 vIrye tvadIye RzayaH ADAsyanti aQjasA-AtmanaH
   BhP_03.21.030/1 tvaṃ ca samyag anuṣṭhāya nideśaṃ ma uśattamaḥ	Bhu-_03.21.030/1 tvam ca samyak anuzWAya nideSam me uSattamaH
   BhP_03.21.030/2 mayi tīrthī-kṛtāśeṣa- kriyārtho māṃ prapatsyase	Bhu-_03.21.030/2 mayi tIrTI-kRta-aSeza kriyA-arTaH mAm prapatsyase
   BhP_03.21.031/1 kṛtvā dayāṃ ca jīveṣu dattvā cābhayam ātmavān	Bhu-_03.21.031/1 kRtvA dayAm ca jIvezu dattvA ca-aBayam AtmavAn
   BhP_03.21.031/2 mayy ātmānaṃ saha jagad drakṣyasy ātmani cāpi mām	Bhu-_03.21.031/2 mayi AtmAnam saha jagat drakzyasi Atmani ca-api mAm
   BhP_03.21.032/1 sahāhaṃ svāṃśa-kalayā tvad-vīryeṇa mahā-mune	Bhu-_03.21.032/1 saha-aham sva-aMSa--kalayA tvad--vIryeNa mahA--mune
   BhP_03.21.032/2 tava kṣetre devahūtyāṃ praṇeṣye tattva-saṃhitām	Bhu-_03.21.032/2 tava kzetre deva-hUtyAm praNezye tattva--saMhitAm
   BhP_03.21.033/0 maitreya uvāca	Bhu-_03.21.033/0 mEtreyaH uvAca
   BhP_03.21.033/1 evaṃ tam anubhāṣyātha bhagavān pratyag-akṣajaḥ	Bhu-_03.21.033/1 evam tam anuBAzya-aTa BagavAn pratyak--akzajaH
   BhP_03.21.033/2 jagāma bindusarasaḥ sarasvatyā pariśritāt	Bhu-_03.21.033/2 jagAma bindusarasaH sarasvatyA pariSritAt-
   BhP_03.21.034/1 nirīkṣatas tasya yayāv aśeṣa-	Bhu-_03.21.034/1 nirIkzataH tasya yayO aSeza-
   siddheśvarābhiṣṭuta-siddha-mārgaḥ	sidDeSvara-aBizwuta--sidDa--mArgaH
   BhP_03.21.034/2 ākarṇayan patra-rathendra-pakṣair uccāritaṃ stomam	Bhu-_03.21.034/2 AkarNayan patra--raTa-indra--pakzEH uccAritam stomam
   udīrṇa-sāma	udIrNa-sAma
   BhP_03.21.035/1 atha samprasthite śukle kardamo bhagavān ṛṣiḥ	Bhu-_03.21.035/1 aTa samprasTite Sukle kardamaH BagavAn RziH
   BhP_03.21.035/2 āste sma bindusarasi taṃ kālaṃ pratipālayan	Bhu-_03.21.035/2 Aste sma bindu-sarasi tam kAlam pratipAlayan
   BhP_03.21.036/1 manuḥ syandanam āsthāya śātakaumbha-paricchadam	Bhu-_03.21.036/1 manuH syandanam AsTAya SAtakOmBa--paricCadam
   BhP_03.21.036/2 āropya svāṃ duhitaraṃ sa-bhāryaḥ paryaṭan mahīm	Bhu-_03.21.036/2 Aropya svAm duhitaram sa-BAryaH paryawan mahIm
   BhP_03.21.037/1 tasmin sudhanvann ahani bhagavān yat samādiśat	Bhu-_03.21.037/1 tasmin suDanvan ahani BagavAn yat samAdiSat-
   BhP_03.21.037/2 upāyād āśrama-padaṃ muneḥ śānta-vratasya tat	BhP-_03.21.037/2 upAyAt ASrama--padam muneH SAnta-vratasya tat-
   BhP_03.21.038/1 yasmin bhagavato netrān nyapatann aśru-bindavaḥ	Bhu-_03.21.038/1 yasmin BagavataH netrAn nyapatan aSru--bindavaH
   BhP_03.21.038/2 kṛpayā samparītasya prapanne 'rpitayā bhṛśam	Bhu-_03.21.038/2 kRpayA samparItasya prapanne arpitayA BRSam
   BhP_03.21.039/1 tad vai bindusaro nāma sarasvatyā pariplutam	Bhu-_03.21.039/1 tat vE bindusaraH nAma sarasvatyA pariplutam
   BhP_03.21.039/2 puṇyaṃ śivāmṛta-jalaṃ maharṣi-gaṇa-sevitam	Bhu-_03.21.039/2 puNyam Siva-amRta--jalam mahA-Rzi--gaNa--sevitam
   BhP_03.21.040/1 puṇya-druma-latā-jālaiḥ kūjat-puṇya-mṛga-dvijaiḥ	Bhu-_03.21.040/1 puNya-druma-la-tA--jAlEH kUjat--puNya--mRga--dvijEH
   BhP_03.21.040/2 sarvartu-phala-puṣpāḍhyaṃ vana-rāji-śriyānvitam	BhP_03.21.040/2 sarva-Rtu--Pala--puzpa-AXyam vana-rAji--SriyA-anvitam
   BhP_03.21.041/1 matta-dvija-gaṇair ghuṣṭaṃ matta-bhramara-vibhramam	Bhu-_03.21.041/1 matta--dvija--gaNEH Guzwam matta--Bramara-viBramam
   BhP_03.21.041/2 matta-barhi-naṭāṭopam āhvayan-matta-kokilam	Bhu-_03.21.041/2 matta-barhi-nawa-Awopam Ahvayan-matta-kokilam
   BhP_03.21.042/1 kadamba-campakāśoka- karañja-bakulāsanaiḥ	Bhu-_03.21.042/1 kadamba-campaka-aSoka karaQja--bakula-AsanEH
   BhP_03.21.042/2 kunda-mandāra-kuṭajaiś cūta-potair alaṅkṛtam	Bhu-_03.21.042/2 kunda--mandAra--kuwajEH cUta-potEH alaFkRtam
   BhP_03.21.043/1 kāraṇḍavaiḥ plavair haṃsaiḥ kurarair jala-kukkuṭaiḥ	Bhu-_03.21.043/1 kAraNxavEH plavEH haMsEH kurarEH jala-kukkuwEH
   BhP_03.21.043/2 sārasaiś cakravākaiś ca cakorair valgu kūjitam	Bhu-_03.21.043/2 sArasEH cakravAkEH ca cakorEH valgu kUjitam
   BhP_03.21.044/1 tathaiva hariṇaiḥ kroḍaiḥ śvāvid-gavaya-kuñjaraiḥ	Bhu-_03.21.044/1 taTA-eva hariNEH kroxEH SvAviD--gavaya--kuQjarEH
   BhP_03.21.044/2 gopucchair haribhir markair nakulair nābhibhir vṛtam	Bhu-_03.21.044/2 gopucCEH hariBiH markEH nakulEH nABiBiH vRtam
   BhP_03.21.045/1 praviśya tat tīrtha-varam ādi-rājaḥ sahātmajaḥ	Bhu-_03.21.045/1 praviSya tat tIrTa-varam Adi-rAjaH saha-AtmajaH
   BhP_03.21.045/2 dadarśa munim āsīnaṃ tasmin huta-hutāśanam	Bhu-_03.21.045/2 dadarSa munim AsInam tasmin huta-hutASanam
   BhP_03.21.046/1 vidyotamānaṃ vapuṣā tapasy ugra-yujā ciram	Bhu-_03.21.046/1 vidyotamAnam vapuzA tapasi ugra--yujA ciram
   BhP_03.21.046/2 nātikṣāmaṃ bhagavataḥ snigdhāpāṅgāvalokanāt	Bhu-_03.21.046/2 na-ati-kzAmam BagavataH snigDa-apAFga-avalokanAt
   BhP_03.21.046/3 tad-vyāhṛtāmṛta-kalā- pīyūṣa-śravaṇena ca	Bhu-_03.21.046/3 tat--vyAhRta-amRta-kalA pIyUza--SravaNena ca
   BhP_03.21.047/1 prāṃśuṃ padma-palāśākṣaṃ jaṭilaṃ cīra-vāsasam	Bhu-_03.21.047/1 prAMSum padma--palASa-akzam jawilam cIra-vAsasam
   BhP_03.21.047/2 upasaṃśritya malinaṃ yathārhaṇam asaṃskṛtam	Bhu-_03.21.047/2 upasaMSritya malinam yaTArhaNam asaMskRtam
   BhP_03.21.048/1 athoṭajam upāyātaṃ nṛdevaṃ praṇataṃ puraḥ	Bhu-_03.21.048/1 aTa-uwajam upAyAtam nRdevam praNatam puras-
   BhP_03.21.048/2 saparyayā paryagṛhṇāt pratinandyānurūpayā	Bhu-_03.21.048/2 sa-paryayA paryagRhNAt pratinandya-anurUpayA
   BhP_03.21.049/1 gṛhītārhaṇam āsīnaṃ saṃyataṃ prīṇayan muniḥ	Bhu-_03.21.049/1 gRhIta-arhaNam AsInam saMyatam prINayan muniH
   BhP_03.21.049/2 smaran bhagavad-ādeśam ity āha ślakṣṇayā girā	Bhu-_03.21.049/2 smaran Bagavat--AdeSam iti Aha SlakzNayA girA
   BhP_03.21.050/1 nūnaṃ caṅkramaṇaṃ deva satāṃ saṃrakṣaṇāya te	Bhu-_03.21.050/1 nUnam caFkramaNam deva satAm saMrakzaNAya te
   BhP_03.21.050/2 vadhāya cāsatāṃ yas tvaṃ hareḥ śaktir hi pālinī	Bhu-_03.21.050/2 vaDAya ca-asatAm yaH tvam hareH SaktiH hi pAlinI
   BhP_03.21.051/1 yo 'rkendv-agnīndra-vāyūnāṃ yama-dharma-pracetasām	Bhu-_03.21.051/1 yaH arka-indu--agni-indra-vAyUnAm yama--Darma--pracetasAm
   BhP_03.21.051/2 rūpāṇi sthāna ādhatse tasmai śuklāya te namaḥ	BhP_03.21.051/2 rUpANi sTAnaH ADatse tasmE SuklAya te namaH
   BhP_03.21.052/1 na yadā ratham āsthāya jaitraṃ maṇi-gaṇārpitam	Bhu-_03.21.052/1 na yadA raTam AsTAya jEtram maNi--gaNa-arpitam
   BhP_03.21.052/2 visphūrjac-caṇḍa-kodaṇḍo rathena trāsayann aghān	Bhu-_03.21.052/2 visPUrjac-caNxa--kodaNxaH raTena trAsayan aGAn
   BhP_03.21.053/1 sva-sainya-caraṇa-kṣuṇṇaṃ vepayan maṇḍalaṃ bhuvaḥ	Bhu-_03.21.053/1 sva--sEnya-caraNa-kzuNNam vepayan maNxalam BuvaH
   BhP_03.21.053/2 vikarṣan bṛhatīṃ senāṃ paryaṭasy aṃśumān iva	Bhu-_03.21.053/2 vikarzan bRhatIm senAm paryawasi aMSumAn iva
   BhP_03.21.054/1 tadaiva setavaḥ sarve varṇāśrama-nibandhanāḥ	Bhu-_03.21.054/1 tadA-eva setavaH sarve varNa-ASrama--nibanDanAH
   BhP_03.21.054/2 bhagavad-racitā rājan bhidyeran bata dasyubhiḥ	Bhu-_03.21.054/2 Bagavat--racitAH rAjan Bidyeran bata dasyuBiH
   BhP_03.21.055/1 adharmaś ca samedheta lolupair vyaṅkuśair nṛbhiḥ	Bhu-_03.21.055/1 aDarmaH ca sameDeta lolupEH vyaFkuSEH nRBiH
   BhP_03.21.055/2 śayāne tvayi loko 'yaṃ dasyu-grasto vinaṅkṣyati	Bhu-_03.21.055/2 SayAne tvayi lokaH ayam dasyu--grastaH vinaFkzyati
   BhP_03.21.056/1 athāpi pṛcche tvāṃ vīra yad-arthaṃ tvam ihāgataḥ	Bhu-_03.21.056/1 aTa-api pRcCe tvAm vIra yat--arTam tvam iha-AgataH
   BhP_03.21.056/2 tad vayaṃ nirvyalīkena pratipadyāmahe hṛdā	Bhu-_03.21.056/2 tat vayam nirvyalIkena pratipadyAmahe hRdA
   BhP_03.22.001/0 maitreya uvāca	Bhu-_03.22.001/0 mEtreyaH uvAca
   BhP_03.22.001/1 evam āviṣkṛtāśeṣa- guṇa-karmodayo munim	Bhu-_03.22.001/1 evam AvizkRta-aSeza guNa-karma-udayaH munim
   BhP_03.22.001/2 savrīḍa iva taṃ samrāḍ upāratam uvāca ha	Bhu-_03.22.001/2 sa-vrIxaH iva tam samrAj upAratam uvAca ha
   BhP_03.22.002/0 manur uvāca	BhP_03.22.002/0 manuH uvAca
   BhP_03.22.002/1 brahmāsṛjat sva-mukhato yuṣmān ātma-parīpsayā	Bhu-_03.22.002/1 brahmA-asRjat sva-muKataH yuzmAn Atma--parIpsayA
   BhP_03.22.002/2 chandomayas tapo-vidyā- yoga-yuktān alampaṭān	Bhu-_03.22.002/2 CandaH-mayaH tapo-vidyA yoga--yuktAn alampawAn
   BhP_03.22.003/1 tat-trāṇāyāsṛjac cāsmān doḥ-sahasrāt sahasra-pāt	Bhu-_03.22.003/1 tat-trANAya-asRjat ca-asmAn doH--sahasrAt sahasra-pAt-
   BhP_03.22.003/2 hṛdayaṃ tasya hi brahma kṣatram aṅgaṃ pracakṣate	Bhu-_03.22.003/2 hRdayam tasya hi brahma kzatram aFgam pracakzate
   BhP_03.22.004/1 ato hy anyonyam ātmānaṃ brahma kṣatraṃ ca rakṣataḥ	Bhu-_03.22.004/1 atas hi anyonyam AtmAnam brahma kzatram ca rakzataH
   BhP_03.22.004/2 rakṣati smāvyayo devaḥ sa yaḥ sad-asad-ātmakaḥ	Bhu-_03.22.004/2 rakzati sma-avyayaH devaH sa yaH sat--asat--a-AtmakaH
   BhP_03.22.005/1 tava sandarśanād eva cchinnā me sarva-saṃśayāḥ	Bhu-_03.22.005/1 tava sandarSanAt eva cCinnAH me sarva-saMSayAH
   BhP_03.22.005/2 yat svayaṃ bhagavān prītyā dharmam āha rirakṣiṣoḥ	Bhu-_03.22.005/2 yat svayam BagavAn prItyA Darmam Aha rirakzizoH
   BhP_03.22.006/1 diṣṭyā me bhagavān dṛṣṭo durdarśo yo 'kṛtātmanām	Bhu-_03.22.006/1 dizwyA me BagavAn dRzwaH durdarSaH yaH akRtAtmanAm
   BhP_03.22.006/2 diṣṭyā pāda-rajaḥ spṛṣṭaṃ śīrṣṇā me bhavataḥ śivam	Bhu-_03.22.006/2 dizwyA pAda-rajaH spRzwam SIrzNA me BavataH Sivam
   BhP_03.22.007/1 diṣṭyā tvayānuśiṣṭo 'haṃ kṛtaś cānugraho mahān	Bhu-_03.22.007/1 dizwyA tvayA-anuSizwaH aham kRtaH ca-anugrahaH mahAn
   BhP_03.22.007/2 apāvṛtaiḥ karṇa-randhrair juṣṭā diṣṭyośatīr giraḥ	Bhu-_03.22.007/2 apAvRtEH karNa-ranDrEH juzwAH dizwyA-uSatIH giraH
   BhP_03.22.008/1 sa bhavān duhitṛ-sneha- parikliṣṭātmano mama	Bhu-_03.22.008/1 sa BavAn duhitR--sneha pariklizwa-AtmanaH mama
   BhP_03.22.008/2 śrotum arhasi dīnasya śrāvitaṃ kṛpayā mune	Bhu-_03.22.008/2 Srotum arhasi dInasya SrAvitam kRpayA mune
   BhP_03.22.009/1 priyavratottānapadoḥ svaseyaṃ duhitā mama	Bhu-_03.22.009/1 priyavrata-uttAnapadoH svasA-iyam duhitA mama
   BhP_03.22.009/2 anvicchati patiṃ yuktaṃ vayaḥ-śīla-guṇādibhiḥ	Bhu-_03.22.009/2 anvicCati patim yuktam vayaH-SIla--guNa-AdiBiH
   BhP_03.22.010/1 yadā tu bhavataḥ śīla- śruta-rūpa-vayo-guṇān	Bhu-_03.22.010/1 yadA tu BavataH SIla Sruta--rUpa--vayaH--guNAn
   BhP_03.22.010/2 aśṛṇon nāradād eṣā tvayy āsīt kṛta-niścayā	Bhu-_03.22.010/2 aSRNot nAradAt ezA tvayi AsIt kRta--niScayA
   BhP_03.22.011/1 tat pratīccha dvijāgryemāṃ śraddhayopahṛtāṃ mayā	Bhu-_03.22.011/1 tat pratIcCa dvijAgrya-imAm SradDayA-upahRtAm mayA
   BhP_03.22.011/2 sarvātmanānurūpāṃ te gṛhamedhiṣu karmasu	Bhu-_03.22.011/2 sarva-AtmanA-anurUpAm te gRhameDizu karmasu
   BhP_03.22.012/1 udyatasya hi kāmasya prativādo na śasyate	Bhu-_03.22.012/1 udyatasya hi kAmasya prativAdaH na Sasyate
   BhP_03.22.012/2 api nirmukta-saṅgasya kāma-raktasya kiṃ punaḥ	Bhu-_03.22.012/2 api nirmukta-saFgasya kAma-raktasya kim punar-
   BhP_03.22.013/1 ya udyatam anādṛtya kīnāśam abhiyācate	Bhu-_03.22.013/1 yaH udyatam anAdRtya kInASam aBiyAcate
   BhP_03.22.013/2 kṣīyate tad-yaśaḥ sphītaṃ mānaś cāvajñayā hataḥ	Bhu-_03.22.013/2 kzIyate tat--yaSaH sPItam mAnaH ca-avajQayA hataH
   BhP_03.22.014/1 ahaṃ tvāśṛṇavaṃ vidvan vivāhārthaṃ samudyatam	Bhu-_03.22.014/1 aham tvA-aSRNavam vidvan vivAha-arTam samudyatam
   BhP_03.22.014/2 atas tvam upakurvāṇaḥ prattāṃ pratigṛhāṇa me	BhP_03.22.014/2 atas tvam upakurvANaH prattAm pratigRhANa me
   BhP_03.22.015/0 ṛṣir uvāca	BhP_03.22.015/0 RziH uvAca
   BhP_03.22.015/1 bāḍham udvoḍhu-kāmo 'ham aprattā ca tavātmajā	Bhu-_03.22.015/1 bAXam udvoXu--kAmaH aham aprattA ca tava-AtmajA
   BhP_03.22.015/2 āvayor anurūpo 'sāv ādyo vaivāhiko vidhiḥ	Bhu-_03.22.015/2 AvayoH anurUpaH asO AdyaH vEvAhikaH viDiH
   BhP_03.22.016/1 kāmaḥ sa bhūyān naradeva te 'syāḥ putryāḥ samāmnāya-vidhau	BhP_03.22.016/1 kAmaH sa BUyAt naradeva te asyAH putryAH samAmnAya--viDO
   pratītaḥ	pratItaH
   BhP_03.22.016/2 ka eva te tanayāṃ nādriyeta svayaiva kāntyā kṣipatīm iva	Bhu-_03.22.016/2 kaH eva te tanayAm na-Adriyeta svayA-eva kAntyA kzipatIm iva
   śriyam	Sriyam
   BhP_03.22.017/1 yāṃ harmya-pṛṣṭhe kvaṇad-aṅghri-śobhāṃ vikrīḍatīṃ	Bhu-_03.22.017/1 yAm harmya--pRzWe kvaNat--aFGri--SoBAm vikrIxatIm
   kanduka-vihvalākṣīm	kanduka--vihvala-akzIm
   BhP_03.22.017/2 viśvāvasur nyapatat svād vimānād vilokya	Bhu-_03.22.017/2 viSvAvasuH nyapatat svAt vimAnAt vilokya
   sammoha-vimūḍha-cetāḥ	sammoha--vimUXa--cetAH
   BhP_03.22.018/1 tāṃ prārthayantīṃ lalanā-lalāmam asevita-śrī-caraṇair	Bhu-_03.22.018/1 tAm prArTayantIm lalanA--lalAmam asevita--SrI--caraNEH-
   adṛṣṭām	adRzwAm
   BhP_03.22.018/2 vatsāṃ manor uccapadaḥ svasāraṃ ko nānumanyeta budho	Bhu-_03.22.018/2 vatsAm manoH uccapadaH svasAram kaH na-anumanyeta buDo
   'bhiyātām	aBiyAtAm
   BhP_03.22.019/1 ato bhajiṣye samayena sādhvīṃ yāvat tejo bibhṛyād ātmano	Bhu-_03.22.019/1 atas Bajizye samayena sADvIm yAvat tejaH biBRyAt AtmanaH-
   me	me
   BhP_03.22.019/2 ato dharmān pāramahaṃsya-mukhyān śukla-proktān bahu manye	Bhu-_03.22.019/2 atas DarmAn pAramahaMsya--muKyAn Sukla--proktAn bahu manye
   'vihiṃsrān	avihiMsrAn
   BhP_03.22.020/1 yato 'bhavad viśvam idaṃ vicitraṃ saṃsthāsyate yatra ca	Bhu-_03.22.020/1 yatas aBavat viSvam idam vicitram saMsTAsyate yatra ca
   vāvatiṣṭhate	vA-avatizWate
   BhP_03.22.020/2 prajāpatīnāṃ patir eṣa mahyaṃ paraṃ pramāṇaṃ bhagavān	Bhu-_03.22.020/2 prajApatInAm patiH eza mahyam param pramANam BagavAn
   anantaḥ	anantaH
   BhP_03.22.021/0 maitreya uvāca	Bhu-_03.22.021/0 mEtreyaH uvAca
   BhP_03.22.021/1 sa ugra-dhanvann iyad evābabhāṣe āsīc ca tūṣṇīm	Bhu-_03.22.021/1 saH ugra-Danvan iyat eva-AbaBAze AsIt ca tUzNIm
   aravinda-nābham	aravinda-nABam
   BhP_03.22.021/2 dhiyopagṛhṇan smita-śobhitena mukhena ceto lulubhe	Bhu-_03.22.021/2 DiyA-upagRhNan smita--SoBitena muKena cetaH luluBe
   devahūtyāḥ	deva-hUtyAH
   BhP_03.22.022/1 so 'nu jñātvā vyavasitaṃ mahiṣyā duhituḥ sphuṭam	Bhu-_03.22.022/1 saH anu jQAtvA vyavasitam mahizyAH duhituH sPuwam
   BhP_03.22.022/2 tasmai guṇa-gaṇāḍhyāya dadau tulyāṃ praharṣitaḥ	Bhu-_03.22.022/2 tasmE guNa--gaNa-AXyAya dadO tulyAm praharzitaH
   BhP_03.22.023/1 śatarūpā mahā-rājñī pāribarhān mahā-dhanān	Bhu-_03.22.023/1 SatarUpA mahA-rAjQI pAribarhAn mahA-a-DanAn
   BhP_03.22.023/2 dampatyoḥ paryadāt prītyā bhūṣā-vāsaḥ paricchadān	Bhu-_03.22.023/2 dampatyoH paryadAt prItyA BUzA-vAsaH paricCadAn
   BhP_03.22.024/1 prattāṃ duhitaraṃ samrāṭ sadṛkṣāya gata-vyathaḥ	Bhu-_03.22.024/1 prattAm duhitaram samrAj sadRkzAya gata--vyaTaH
   BhP_03.22.024/2 upaguhya ca bāhubhyām autkaṇṭhyonmathitāśayaḥ	Bhu-_03.22.024/2 upaguhya ca bAhuByAm OtkaNWya-unmaTita-ASayaH
   BhP_03.22.025/1 aśaknuvaṃs tad-virahaṃ muñcan bāṣpa-kalāṃ muhuḥ	Bhu-_03.22.025/1 aSaknuvan tat--viraham muQcan bAzpa--kalAm muhur-
   BhP_03.22.025/2 āsiñcad amba vatseti netrodair duhituḥ śikhāḥ	Bhu-_03.22.025/2 AsiQcat amba vatsa-iti netra-udEH duhituH SiKAH
   BhP_03.22.026/1 āmantrya taṃ muni-varam anujñātaḥ sahānugaḥ	Bhu-_03.22.026/1 Amantrya tam muni-varam anujQAtaH saha-anugaH
   BhP_03.22.026/2 pratasthe ratham āruhya sabhāryaḥ sva-puraṃ nṛpaḥ	Bhu-_03.22.026/2 pratasTe raTam Aruhya sa-BAryaH sva-puram nRpaH
   BhP_03.22.027/1 ubhayor ṛṣi-kulyāyāḥ sarasvatyāḥ surodhasoḥ	Bhu-_03.22.027/1 uBayoH Rzi--kulyAyAH sarasvatyAH su-roDasoH
   BhP_03.22.027/2 ṛṣīṇām upaśāntānāṃ paśyann āśrama-sampadaḥ	Bhu-_03.22.027/2 RzINAm upaSAntAnAm paSyan ASrama--sampadaH
   BhP_03.22.028/1 tam āyāntam abhipretya brahmāvartāt prajāḥ patim	Bhu-_03.22.028/1 tam AyAntam aBipretya brahmAvartAt prajAH patim
   BhP_03.22.028/2 gīta-saṃstuti-vāditraiḥ pratyudīyuḥ praharṣitāḥ	Bhu-_03.22.028/2 gIta--saMstuti--vAditrEH pratyudIyuH praharzitAH
   BhP_03.22.029/1 barhiṣmatī nāma purī sarva-sampat-samanvitā	BhP_03.22.029/1 barhizmatI nAma purI sarva--sampat--samanvitA
   BhP_03.22.029/2 nyapatan yatra romāṇi yajñasyāṅgaṃ vidhunvataḥ	Bhu-_03.22.029/2 nyapatan yatra romANi yajQasya-aFgam viDunvataH
   BhP_03.22.030/1 kuśāḥ kāśās ta evāsan śaśvad-dharita-varcasaḥ	BhP-_03.22.030/1 kuSAH kASAH te eva-Asan SaSvat--Darita-varcasaH
   BhP_03.22.030/2 ṛṣayo yaiḥ parābhāvya yajña-ghnān yajñam ījire	Bhu-_03.22.030/2 RzayaH yEH parABAvya yajQa--GnAn yajQam Ijire
   BhP_03.22.031/1 kuśa-kāśamayaṃ barhir āstīrya bhagavān manuḥ	Bhu-_03.22.031/1 kuSa-kASa-mayam barhiH AstIrya BagavAn manuH
   BhP_03.22.031/2 ayajad yajña-puruṣaṃ labdhā sthānaṃ yato bhuvam	Bhu-_03.22.031/2 ayajat yajQa-puruzam labDA sTAnam yatas Buvam
   BhP_03.22.032/1 barhiṣmatīṃ nāma vibhur yāṃ nirviśya samāvasat	BhP_03.22.032/1 barhizmatIm nAma viBuH yAm nirviSya samAvasat-
   BhP_03.22.032/2 tasyāṃ praviṣṭo bhavanaṃ tāpa-traya-vināśanam	Bhu-_03.22.032/2 tasyAm pravizwaH Bavanam tApa-traya--vinASanam
   BhP_03.22.033/1 sabhāryaḥ saprajaḥ kāmān bubhuje 'nyāvirodhataḥ	Bhu-_03.22.033/1 sa-BAryaH sa-prajaH kAmAn buBuje anya-aviroDataH
   BhP_03.22.033/2 saṅgīyamāna-sat-kīrtiḥ sastrībhiḥ sura-gāyakaiḥ	Bhu-_03.22.033/2 saFgIyamAna--sat-kIrtiH sa-strIBiH sura--gAyakEH
   BhP_03.22.033/3 praty-ūṣeṣv anubaddhena hṛdā śṛṇvan hareḥ kathāḥ	Bhu-_03.22.033/3 praty-Uzezu anubadDena hRdA SRNvan hareH kaTAH
   BhP_03.22.034/1 niṣṇātaṃ yogamāyāsu muniṃ svāyambhuvaṃ manum	Bhu-_03.22.034/1 nizNAtam yoga-mAyAsu munim svAyamBuvam manum
   BhP_03.22.034/2 yad ābhraṃśayituṃ bhogā na śekur bhagavat-param	Bhu-_03.22.034/2 yat ABraMSayitum BogAH na SekuH Bagavat--param
   BhP_03.22.035/1 ayāta-yāmās tasyāsan yāmāḥ svāntara-yāpanāḥ	Bhu-_03.22.035/1 ayAta-yAmAH tasya-Asan yAmAH sva-antara-yApanAH
   BhP_03.22.035/2 śṛṇvato dhyāyato viṣṇoḥ kurvato bruvataḥ kathāḥ	Bhu-_03.22.035/2 SRNvataH DyAyataH vizNoH kurvataH bruvataH kaTAH
   BhP_03.22.036/1 sa evaṃ svāntaraṃ ninye yugānām eka-saptatim	Bhu-_03.22.036/1 saH evam sva-antaram ninye yugAnAm eka-saptatim
   BhP_03.22.036/2 vāsudeva-prasaṅgena paribhūta-gati-trayaḥ	Bhu-_03.22.036/2 vAsudeva--prasaFgena pariBUta--gati--trayaH
   BhP_03.22.037/1 śārīrā mānasā divyā vaiyāse ye ca mānuṣāḥ	Bhu-_03.22.037/1 SArIrAH mAnasAH divyAH vEyAse ye ca mAnuzAH
