   akatvam upapannayoḥ__Vdha_100.048	aka tvam upapannayoH__VDaH _100.048
   niśumbhaśumbhau narakaṃ ca ko 'nyaḥ__Vdha_035.044	niSumBa SumBO narakam ca kaH anyaH__VDaH _035.044
   niśumbhaṃ sahayagrīvaṇ__Vdha_066.063	niSumBam sahayagrIvaN__VDaH _066.063
   niścakrāma gṛhād baliḥ__Vdha_078.024	niScakrAma gRhAt baliH__VDaH _078.024
   niścayaṃ nādhigacchanti__Vdha_068.024	niScayam na aDigacCanti__VDaH _068.024
   niścalatvāt tu sā sadbhir__Vdha_100.009	niScala tvAt tu sA sadBiH __VDaH _100.009
   niścalāya yaśasvine__Vdha_067.*(100),004	niScalAya yaSasvine__VDaH _067.*(100),004
   niśvāsāyāsakhedena__Vdha_037.015	niSvAsa AyAsa Kedena__VDaH _037.015
   niṣūdayan vairibalaṃ jagāma__Vdha_035.034	nizUdayan vEri balam jagAma__VDaH _035.034
   niṣkalaṃ śāśvataṃ devaṃ__Vdha_071.005	nizkalam SASvatam devam__VDaH _071.005
   niṣkalmaṣāya śuddhāya__Vdha_028.015	nizkalmazAya SudDAya__VDaH _028.015
   niṣkalmaṣo bhavet sadyo__Vdha_004.*(4)	nizkalmazaH Bavet sadyas __VDaH _004.*(4)
   niṣkāmasya hi yā kriyā__Vdha_097.029	nizkAmasya hi yA kriyA__VDaH _097.029
   niṣkāmaṃ ca mano yasya__Vdha_003.043	nizkAmam ca manaH yasya__VDaH _003.043
   niṣkāmā ghṛtadhenudāḥ__Vdha_087.014	nizkAmAH GRta Denu dAH__VDaH _087.014
   niṣkāmena kṛtāni tu__Vdha_097.*(151)	nizkAmena kRtAni tu__VDaH _097.*(151)
   niṣkāmair abhipūjitaḥ__Vdha_043.007	nizkAmEH aBipUjitaH__VDaH _043.007
   niṣkāmair dālbhya kāryāṇi__Vdha_038.008	nizkAmEH dAlBya kAryANi__VDaH _038.008
   niṣkāmo daitya sa brahma__Vdha_004.006	nizkAmaH dEtya sa brahma__VDaH _004.006
   niṣkāmo nānyamānasaḥ__Vdha_082.069	nizkAmaH na anya mAnasaH__VDaH _082.069
   niṣkāmo 'nudinam eva__Vdha_038.079	nizkAmaH anudinam eva__VDaH _038.079
   niṣkāmo 'nudinaṃ yajñair__Vdha_038.079	nizkAmaH anudinam yajQEH __VDaH _038.079
   niṣkevalaṃ padaṃ caiva__Vdha_068.041	nizkevalam padam ca eva__VDaH _068.041
   niṣkramāmi tvarānvitaḥ__Vdha_038.018	nizkramAmi tvarA anvitaH__VDaH _038.018
   niṣkramya sa tato dvāstho__Vdha_038.019	nizkramya sa tatas dvAsTaH __VDaH _038.019
   niṣkrāntajihvam aṅgeṣu__Vdha_037.014	nizkrAnta jihvam aFgezu__VDaH _037.014
   niṣkrāmakaṃ cāpy adadaṃ yojanānāṃ__Vdha_079.074	nizkrAmakam ca api adadam yojanAnAm__VDaH _079.074
   niṣpaṅke sarasas taṭe__Vdha_094.026	nizpaFke sarasaH tawe__VDaH _094.026
   niṣpāditaṃ bhaved ekam__Vdha_005.007	nizpAditam Bavet ekam__VDaH _005.007
   niṣpādya haraye tataḥ__Vdha_019.008	nizpAdya haraye tatas __VDaH _019.008
   niṣpādyaṃ haritatparaiḥ__Vdha_007.027	nizpAdyam hari tatparEH__VDaH _007.027
   niṣprabheṣu hataprabhāḥ__Vdha_102.016	nizpraBezu hata praBAH__VDaH _102.016
   nisargād eva jāyate__Vdha_057.001	nisargAt eva jAyate__VDaH _057.001
   nisargād eva toṣitaḥ__Vdha_008.013	nisargAt eva tozitaH__VDaH _008.013
   nisargād eva bodhavat__Vdha_100.028	nisargAt eva boDa vat __VDaH _100.028
   nisargād eva bhūpateḥ__Vdha_082.007	nisargAt eva BUpateH__VDaH _082.007
   nisargād brāhmaṇo bhavet__Vdha_057.001	nisargAt brAhmaNaH Bavet __VDaH _057.001
   nisiddhānāṃ sakāmānāṃ__Vdha_097.029	nisidDAnAm sa kAmAnAm__VDaH _097.029
   nisṛṣṭeś cāyam ante ca__Vdha_077.015	nisRzweH ca ayam ante ca__VDaH _077.015
   nistared ekabhaktena__Vdha_056.011,*(69)	nistaret eka Baktena__VDaH _056.011,*(69)
   nistareyaṃ bhavārṇavam__Vdha_001.009	nistareyam Bava arNavam__VDaH _001.009
   nistīrṇo yena bhīṣmaugho__Vdha_043.010	nistIrNaH yena BIzma oGaH __VDaH _043.010
   nistejaso daityabhaṭā__Vdha_078.019	nistejasaH dEtya BawA__VDaH _078.019
   nistejaso 'surān dṛṣṭvā__Vdha_076.001	nistejasaH asurAn dRzwvA__VDaH _076.001
   nihatya dharaṇītale__Vdha_050.010	nihatya DaraNI tale__VDaH _050.010
   nihatya rāvaṇaṃ vīraṃ__Vdha_066.*(89)	nihatya rAvaNam vIram__VDaH _066.*(89)
   nihatya vāliṃ ca kapīśvaraṃ hi yo__Vdha_039.039	nihatya vAlim ca kapi ISvaram hi yaH __VDaH _039.039
   nihanty aśeṣāṇi ca pātakāni__Vdha_039.004	nihanti aSezANi ca pAtakAni__VDaH _039.004
   nihaṃsyāmi tathāsurān__Vdha_066.057	nihaMsyAmi taTA asurAn__VDaH _066.057
   niḥkṣatriyāṃ yaś ca cakāra medinīm__Vdha_039.038	niHkzatriyAm yaH ca cakAra medinIm__VDaH _039.038
   niḥkṣatriyorvīkaraṇa__Vdha_090.030	niHkzatriya UrvIkaraNa__VDaH _090.030
   niḥprayatnagatiḥ kṛtaḥ__Vdha_067.030	niHprayatna gatiH kRtaH__VDaH _067.030
   niḥśaṅkam annam adadaṃ brāhmaṇebhyaḥ__Vdha_079.050	niHSaFkam annam adadam brAhmaNeByaH__VDaH _079.050
   niḥśūkasyātipāpasya__Vdha_070.020	niHSUkasya ati pApasya__VDaH _070.020
   niḥśeṣam upaśāntaṃ tat__Vdha_082.059	niHSezam upaSAntam tat __VDaH _082.059
   niḥśeṣārthamalāpetāṃ__Vdha_040.004	niHSeza arTa m ala apetAm__VDaH _040.004
   niḥśaucā vakramatayaḥ__Vdha_105.041	niHSOcAH vakra matayaH__VDaH _105.041
   niḥśaucā vakramatayo__Vdha_025.027	niHSOcAH vakra matayaH __VDaH _025.027
   niḥsapatnam akaṇṭakam__Vdha_056.022	niHsapatnam akaNwakam__VDaH _056.022
   niḥsaṃśayam avāpnoti__Vdha_079.032	niHsaMSayam avApnoti__VDaH _079.032
   niḥsnehaḥ sarvajantuṣu__Vdha_082.044	niHsnehaH sarva jantuzu__VDaH _082.044
   niḥspṛhāya namo namaḥ__Vdha_067.*(100),002	niHspRhAya namaH namaH__VDaH _067.*(100),002
   niḥsvatāṃ ca prayacchati__Vdha_081.045	niHsvatAm ca prayacCati__VDaH _081.045
   niḥsvair ārādhyate devo__Vdha_083.008	niHsvEH ArADyate devaH __VDaH _083.008
   nītaṃ bhuvo bhāravirecanāya__Vdha_035.022	nItam BuvaH BAra virecanAya__VDaH _035.022
   nītimān pravadiṣyati__Vdha_072.036	nItimAn pravadizyati__VDaH _072.036
   nītyā vihīnas tu bhavān__Vdha_065.008	nItyA vihInaH tu BavAn__VDaH _065.008
   nīyatām urvaśī bhadrā__Vdha_103.053	nIyatAm urvaSI BadrA__VDaH _103.053
   nīyatāṃ varavarṇinī__Vdha_102.095	nIyatAm varavarNinI__VDaH _102.095
   nīrajaskam abhūd vyoma__Vdha_030.042	nIrajaskam aBUt vyoma__VDaH _030.042
   nīrajaskam abhūn nabhaḥ__Vdha_076.065	nIrajaskam aBUt naBaH__VDaH _076.065
   nīlotpaladalacchavim__Vdha_002.033	nIlotpala dala= Cavim__VDaH _002.033
   nīlotpaladalaśyāma__Vdha_090.026	nIlotpala dala SyAma__VDaH _090.026
   nīlotpaladalaśyāmaṃ__Vdha_090.016	nIlotpala dala SyAmam__VDaH _090.016
   nīlotpaladalaśyāmaḥ__Vdha_079.116	nIlotpala dala SyAmaH__VDaH _079.116
   nutaṃ vapur yogivaraiḥ sa sarvadā__Vdha_039.019	nutam vapuH yogi varEH sa sarvadA__VDaH _039.019
   nūnam avyaktajanmanaḥ__Vdha_003.013	nUnam avyakta janmanaH__VDaH _003.013
   nūnam asmadvidhaḥ phalaiḥ__Vdha_077.023	nUnam asmadviDaH PalEH__VDaH _077.023
   nūnaṃ tat kaṇṭhaśālūkam__Vdha_001.017	nUnam tat kaNWa SAlUkam__VDaH _001.017
   nūnaṃ tavaivācyuta sa prabhāvaḥ__Vdha_035.032	nUnam tava eva acyuta sa praBAvaH__VDaH _035.032
   nūnaṃ nālpena karmaṇā__Vdha_082.027	nUnam na alpena karmaNA__VDaH _082.027
   nūnaṃ mameti vartante__Vdha_037.028	nUnam mama iti vartante__VDaH _037.028
   nūnaṃ viṣṇuḥ sthitau sthitaḥ__Vdha_077.016	nUnam vizNuH sTitO sTitaH__VDaH _077.016
   nūpureṇa virājitam__Vdha_028.*(18).096	nUpureNa virAjitam__VDaH _028.*(18).096
   nṛkesariñ jayārāti __Vdha_076.075	nR kesarin jaya arAti __VDaH _076.075
   nṛṇāṃ bhavati dattāyāṃ__Vdha_088.012	nRNAm Bavati dattAyAm__VDaH _088.012
   nṛttagāndharvavanti vai__Vdha_088.057	nRtta gAnDarvavanti vE__VDaH _088.057
   nṛttageyādidarśitam__Vdha_102.065	nRtta geya Adi darSitam__VDaH _102.065
   nṛtyagītamanoramaiḥ__Vdha_077.077	nRtya gIta manoramEH__VDaH _077.077
   nṛtyagītaravojjvalaiḥ__Vdha_082.075	nRtya gIta rava ujjvalEH__VDaH _082.075
   nṛtyaty akhilabhūtasthas__Vdha_075.*(120)	nRtyati aKila BUta sTaH __VDaH _075.*(120)
   nṛtyadbhir apsarobhiś ca__Vdha_028.*(18).086	nRtyadBiH apsaroBiH ca__VDaH _028.*(18).086
   nṛtyavādyādimuditā__Vdha_078.009	nRtya vAdya Adi muditA__VDaH _078.009
   nṛdevādiṣu cāpy aham__Vdha_066.034	nR deva Adizu ca api aham__VDaH _066.034
   nṛpatiṃ hāsyakāraṇam__Vdha_038.031	nRpatim hAsya kAraNam__VDaH _038.031
   nṛpater aśvināv api__Vdha_038.024	nRpateH aSvinO api__VDaH _038.024
   nṛpa ye ca purātanāḥ__Vdha_082.024	nRpa ye ca purAtanAH__VDaH _082.024
   nṛpa vaivasvato yamaḥ__Vdha_088.049	nRpa vEvasvataH yamaH__VDaH _088.049
   nṛmedhair dviguṇais tathā__Vdha_079.077	nR meDEH dviguNEH taTA__VDaH _079.077
   nṛloke prāpya nirvṛttim__Vdha_007.011	nR loke prApya nirvRttim__VDaH _007.011
   nṛsiṃha jaya devāri __Vdha_002.039	nRsiMha jaya devAri __VDaH _002.039
   nṛsiṃha jaya viśvātman__Vdha_090.027	nRsiMha jaya viSvAtman__VDaH _090.027
   nṛsiṃham aparājitam__Vdha_079.112	nRsiMham aparAjitam__VDaH _079.112
   nṛsiṃharūpaṃ kṛtvāhaṃ__Vdha_066.053	nRsiMha rUpam kRtvA aham__VDaH _066.053
   nṛsiṃharūpaṃ ca saṭākarālam__Vdha_103.029	nRsiMha rUpam ca sawA karAlam__VDaH _103.029
   nṛsiṃhavāmanādīnāṃ__Vdha_099.027	nRsiMha vAmana AdInAm__VDaH _099.027
   nṛsiṃhaṃ kṛtasauce ca__Vdha_036.020	nRsiMham kRta sOce ca__VDaH _036.020
   nṛsiṃhānanta govinda__Vdha_093.010	nRsiMha ananta govinda__VDaH _093.010
   nṛsiṃhāyātinādine__Vdha_088.040	nRsiMha Aya ati nAdine__VDaH _088.040
   nṛsiṃho duṣṭadāmano__Vdha_040.019	nRsiMhaH duzwa dAmanaH __VDaH _040.019
   nṛsiṃho viṣṇur eva ca__Vdha_040.021	nRsiMhaH vizNuH eva ca__VDaH _040.021
   nṝṇām atiśubhapradam__Vdha_067.004	nLNAm ati SuBa pradam__VDaH _067.004
   nṝṇām apacayapradaḥ__Vdha_038.045	nLNAm apacaya pradaH__VDaH _038.045
   nṝṇāṃ duḥsvapnanāśanam__Vdha_067.002	nLNAm duHsvapna nASanam__VDaH _067.002
   nṝṇāṃ na jāyate buddhiḥ__Vdha_032.060	nLNAm na jAyate budDiH__VDaH _032.060
   nṝṇāṃ pariṇatas tadvac__Vdha_038.037	nLNAm pariNataH tadvat __VDaH _038.037
   nṝṇāṃ puṇyārthinām api__Vdha_090.054	nLNAm puNya arTinAm api__VDaH _090.054
   nṝṇāṃ bhaktir nivāryate__Vdha_072.094	nLNAm BaktiH nivAryate__VDaH _072.094
   nṝṇāṃ bhavanti rogāya__Vdha_081.034	nLNAm Bavanti rogAya__VDaH _081.034
   nṝṇāṃ yad upakārakam__Vdha_098.012	nLNAm yat upakArakam__VDaH _098.012
   nṝṇāṃ yaduvaraśreṣṭha__Vdha_050.001	nLNAm yadu vara SrezWa__VDaH _050.001
   nṝṇāṃ sukṛtakarmaṇām__Vdha_024.007	nLNAm sukRta karmaNAm__VDaH _024.007
   nṝṇāṃ strīṇāṃ ca viprarṣe__Vdha_030.002	nLNAm strINAm ca vipra Rze__VDaH _030.002
   nekṣate dvijasattama__Vdha_005.*(5)	na Ikzate dvijasattama__VDaH _005.*(5)
   netā cet sādhu paśyati__Vdha_063.018	netA ced sADu paSyati__VDaH _063.018
   netāraḥ paramāṃ gatim__Vdha_052.016	netAraH paramAm gatim__VDaH _052.016
   netraduḥkhaṃ śiroduḥkhaṃ__Vdha_028.033	netra duHKam SiraH duHKam__VDaH _028.033
   netrabādhāsu sarvāsu__Vdha_040.023	netra bADAsu sarvAsu__VDaH _040.023
   nendor lekhā ghanāvṛtā__Vdha_008.011	na indoH leKAH Gana AvRtA__VDaH _008.011
   nendrādyās tridaśā hare__Vdha_076.078	na indra AdyAH tridaSAH hare__VDaH _076.078
   nendro na sūryendumarīcimiśrāḥ__Vdha_076.021	na indraH na sUrya indu marI ci miSrAH__VDaH _076.021
   nepāle lokabhāvanam__Vdha_036.*(38)	nepAle loka BAvanam__VDaH _036.*(38)
   neṣṭaṃ karma vidhīyate__Vdha_022.024	na izwam karma viDIyate__VDaH _022.024
   nehāgatas tena phalena cāham__Vdha_079.076	na iha AgataH tena Palena ca aham__VDaH _079.076
   naikasyārthe kulaṃ hanyān__Vdha_063.037	na ekasya arTe kulam hanyAn__VDaH _063.037
   naikyaṃ ye puruṣā gatāḥ__Vdha_023.024	na Ekyam ye puruzAH gatAH__VDaH _023.024
   naitat pitā tanūjāya__Vdha_105.074	na etat pitA tanUjAya__VDaH _105.074
   naitādṛśā dānayogyā bhavanti__Vdha_059.023	na etAdRSAH dAna yogyAH Bavanti__VDaH _059.023
   naite gaṅgāmbhaso bhedāḥ__Vdha_040.054	na ete gaFgA amBasaH BedAH__VDaH _040.054
   nainaṃ bhūtapatiṃ bhūmiḥ__Vdha_077.006	na enam BUtapatim BUmiH__VDaH _077.006
   nainaṃ śvomaraṇaṃ tapet__Vdha_080.026	na enam SvomaraNam tapet __VDaH _080.026
   nainaṃ śvomaraṇaṃ tapet__Vdha_105.061	na enam SvomaraNam tapet __VDaH _105.061
   naimittikās tathā kāmyā__Vdha_079.103	nEmittikAH taTA kAmyA__VDaH _079.103
   naimiṣāraṇyam eva ca__Vdha_067.066	nEmiza araNyam eva ca__VDaH _067.066
   naimiṣe yajñapuruṣaṃ__Vdha_036.021	nEmize yajQapuruzam__VDaH _036.021
   nairṛtyāṃ padmanābhaś ca__Vdha_028.*(18).017	nErRtyAm padmanABaH ca__VDaH _028.*(18).017
   naiva kaścid gṛhīṣyati__Vdha_105.031	na eva kaScid gRhIzyati__VDaH _105.031
   naiva jātūpapadyate__Vdha_094.059	na eva jAtu upapadyate__VDaH _094.059
   naiva tasyāḥ pṛthag yajño__Vdha_022.003	na eva tasyAH pRTak yajQaH __VDaH _022.003
   naiva bhāvyaṃ jagannāthe__Vdha_077.036	na eva BAvyam jagannATe__VDaH _077.036
   naiva viṣṇuparo bhūpa__Vdha_105.079	na eva vizNu paraH BUpa__VDaH _105.079
   naivānyaḥ saha vāyunā__Vdha_100.051	na eva anyaH saha vAyunA__VDaH _100.051
   naivābharaṇajātāni__Vdha_081.019	na eva ABaraNa jAtAni__VDaH _081.019
   naivārcanair alam ahaṃ tava deva yogyaḥ__Vdha_094.112	na eva arcanEH alam aham tava deva yogyaH__VDaH _094.112
   naivāvasīdaty atidurgato 'pi__Vdha_094.102	na eva avasIdati ati durgataH api__VDaH _094.102
   naivedyaṃ kulanandini__Vdha_089.036	nEvedyam kula nandini__VDaH _089.036
   naivedyaṃ kṛsaraṃ pūrvam__Vdha_026.008	nEvedyam kRsaram pUrvam__VDaH _026.008
   naivedyaṃ svayam aśnīyān__Vdha_026.010	nEvedyam svayam aSnIyAn__VDaH _026.010
   naivedyaṃ svayam aśnīyān__Vdha_089.033	nEvedyam svayam aSnIyAn__VDaH _089.033
   naivedyānnaṃ ca yad yadā__Vdha_089.038	nEvedya annam ca yat yadA__VDaH _089.038
   naiveśikaṃ sarvaguṇopapannaṃ__Vdha_048.005	nEveSikam sarva guNa upapannam__VDaH _048.005
   naivostrā na balīvardā__Vdha_063.016	na eva ustrAH na balIvardA__VDaH _063.016
   naiṣa panthā dvijaśreṣṭha__Vdha_094.017	na eza panTAH dvijaSrezWa__VDaH _094.017
   naiṣa prāpyo mayā nānyair__Vdha_002.062	na eza prApyaH mayA na anyEH __VDaH _002.062
   naiṣa vittair na ratnaughaiḥ__Vdha_082.079	na eza vittEH na ratna oGEH__VDaH _082.079
   naiṣām aviditaṃ kiṃcit__Vdha_082.032	na ezAm aviditam kiMcid __VDaH _082.032
   naiṣṭhuryād asahāyasya__Vdha_082.047	nEzWuryAt asahAyasya__VDaH _082.047
   naisargiko na vai bodhas__Vdha_100.027	nEsargikaH na vE boDaH __VDaH _100.027
   nodvegaś cāpy abhūd dehe__Vdha_076.066	na udvegaH ca api aBUt dehe__VDaH _076.066
   nopacaryam anirdeśyaṃ__Vdha_095.007	na upacaryam anirdeSyam__VDaH _095.007
   nopadeśo nṛpedṛśaḥ__Vdha_105.075	na upadeSaH nRpa IdRSaH__VDaH _105.075
   nopalimpeta ko hi tat__Vdha_031.035	na upalimpeta kaH hi tat __VDaH _031.035
   nopavāsaphalaṃ kvacit__Vdha_007.024	na upavAsa Palam kvacid __VDaH _007.024
   nopasargā na vā kaliḥ__Vdha_031.018	na upasargAH na vA kaliH__VDaH _031.018
   nopasargo na cānartho__Vdha_105.095	na upasargaH na ca anarTaH __VDaH _105.095
   nopasarpanti te yamam__Vdha_046.005	na upasarpanti te yamam__VDaH _046.005
   nopasarpanti te yamam__Vdha_060.014	na upasarpanti te yamam__VDaH _060.014
   nopasarpanti bhūmidam__Vdha_060.020	na upasarpanti BUmi dam__VDaH _060.020
   nopahārānulepanaiḥ__Vdha_072.097	na upahAra anulepanEH__VDaH _072.097
   nordhvaṃ na tiryaṅ nādhaś ca__Vdha_103.014	na UrDvam na tiryak na aDas ca__VDaH _103.014
   nyagrodhaśākhāsaṃchanne__Vdha_094.026	nyagroDa SAKA saMCanne__VDaH _094.026
   nyaset pādatale 'cyutam__Vdha_028.*(18).044	nyaset pAda tale acyutam__VDaH _028.*(18).044
   nyastavān viṣṇupañjaram__Vdha_070.001	nyastavAn vizNu paQjaram__VDaH _070.001
   nyāyānyāyair dhanārjanam__Vdha_037.008	nyAya anyAyEH Dana arjanam__VDaH _037.008
   nyūnaṃ tathādhikaṃ vāpi__Vdha_029.002	nyUnam taTA aDikam vA api__VDaH _029.002
   pakṣiṇaḥ pādapās tathā__Vdha_103.010	pakziNaH pAdapAH taTA__VDaH _103.010
   pakṣe pakṣe caturthaṃ tu__Vdha_056.019	pakze pakze caturTam tu__VDaH _056.019
   pakṣe pakṣe trirātraṃ tu__Vdha_031.031	pakze pakze tri rAtram tu__VDaH _031.031
   pakṣe pakṣe trirātraṃ tu__Vdha_056.021	pakze pakze tri rAtram tu__VDaH _056.021
   pakṣe 'ṣṭamyāṃ dvijottama__Vdha_010.001	pakze azwamyAm dvijottama__VDaH _010.001
   paṅkajābhaṃ caturhastaṃ__Vdha_028.*(18).100	paFkaja ABam catur hastam__VDaH _028.*(18).100
   pañcagavyakṛtāśanaḥ__Vdha_016.013	paQcagavya kRta aSanaH__VDaH _016.013
   pañcagavyakṛtāśanaḥ__Vdha_089.027	paQcagavya kRta aSanaH__VDaH _089.027
   pañcagavyajalasnātas__Vdha_026.010	paQcagavya jala snAtaH __VDaH _026.010
   pañcagavyajalasnātaḥ__Vdha_016.013	paQcagavya jala snAtaH__VDaH _016.013
   pañcagavyajalasnātaḥ__Vdha_089.027	paQcagavya jala snAtaH__VDaH _089.027
   pañcagavyam udāhṛtam__Vdha_005.012	paQcagavyam udAhRtam__VDaH _005.012
   pañcagavyam udāhṛtam__Vdha_014.006	paQcagavyam udAhRtam__VDaH _014.006
   pañcagavyam udāhṛtam__Vdha_030.026	paQcagavyam udAhRtam__VDaH _030.026
   pañcagavyaṃ nareśvara__Vdha_085.003	paQcagavyam nareSvara__VDaH _085.003
   pañcagavyādikaṃ samam__Vdha_089.036	paQcagavya Adikam samam__VDaH _089.036
   pañcadaśyāṃ ca śuklasya__Vdha_005.001	paQcadaSyAm ca Suklasya__VDaH _005.001
   pañcamī daśamī caiva__Vdha_031.006	paQcamI daSamI ca eva__VDaH _031.006
   pañcamī śuklapiṅgākṣī__Vdha_059.*(70)	paQcamI Sukla piFga akzI__VDaH _059.*(70)
   pañcamīṃ caiva ṣaṣṭhīṃ ca__Vdha_056.004	paQcamIm ca eva zazWIm ca__VDaH _056.004
   pañcame cācyuteti ca__Vdha_014.004	paQcame ca acyutA iti ca__VDaH _014.004
   pañcamenāśvamedhena__Vdha_044.001	paQcamena aSvameDena__VDaH _044.001
   pañcame vātha ṣaṣṭhe vā__Vdha_105.049	paQcame vA aTa zazWe vA__VDaH _105.049
   pañcamyāṃ ca svaśaktitaḥ__Vdha_013.018	paQcamyAm ca sva SaktitaH__VDaH _013.018
   pañcayajña namo 'stu te__Vdha_068.020	paQcayajQa namaH astu te__VDaH _068.020
   pañcarātropavāsinaḥ__Vdha_045.024	paQca rAtra upavAsinaH__VDaH _045.024
   pañca rūpāṇi rājāno__Vdha_063.002	paQca rUpANi rAjAnaH __VDaH _063.002
   pañcāṅgakavacaṃ nyaset__Vdha_028.*(18).051	paQcAFga kavacam nyaset __VDaH _028.*(18).051
   paṭhatām api pārthiva__Vdha_105.106	paWatAm api pArTiva__VDaH _105.106
   paṭhatāṃ śṛṇvatāṃ caiva__Vdha_070.083	paWatAm SRNvatAm ca eva__VDaH _070.083
   paṭhatāṃ śṛṇvatāṃ caiva__Vdha_071.011	paWatAm SRNvatAm ca eva__VDaH _071.011
   paṭhatāṃ śṛṇvatāṃ nityaṃ__Vdha_028.*(29).007	paWatAm SRNvatAm nityam__VDaH _028.*(29).007
   paṭhati khalu mahīpa yo manuṣyaḥ__Vdha_092.042	paWati Kalu mahIpa yaH manuzyaH__VDaH _092.042
   paṭhaty etac ca tat samam__Vdha_070.088	paWati etat ca tat samam__VDaH _070.088
   paṭhann anudinaṃ dharmān__Vdha_105.094	paWan anudinam DarmAn__VDaH _105.094
   paṭhann etad brahmahā tu__Vdha_066.090	paWan etat brahma hA tu__VDaH _066.090
   paṭhiṣyati sa sarvebhyaḥ__Vdha_070.101	paWizyati sa sarveByaH__VDaH _070.101
   paṭhiṣyaty akhilaṃ bhaktyā__Vdha_072.125	paWizyati aKilam BaktyA__VDaH _072.125
   paṭhec chraddhāsamanvitaḥ__Vdha_093.022	paWet SradDA samanvitaH__VDaH _093.022
   paṭhec chraddhāsamanvitaḥ__Vdha_105.098	paWet SradDA samanvitaH__VDaH _105.098
   paṭheta yo vai śṛṇuyāc ca bhaktyā__Vdha_056.038	paWeta yaH vE SRNuyAt ca BaktyA__VDaH _056.038
   paṭhed āyuṣyavardhanam__Vdha_028.*(29).002	paWet Ayuzya varDanam__VDaH _028.*(29).002
   paṇḍitaiś ca dayālubhiḥ__Vdha_025.024	paNxitEH ca dayAluBiH__VDaH _025.024
   patatāṃ nirvṛtipradam__Vdha_105.085	patatAm nirvRti pradam__VDaH _105.085
   patanti narake 'dhamāḥ__Vdha_023.011	patanti narake aDamAH__VDaH _023.011
   patanti narake narāḥ__Vdha_023.006	patanti narake narAH__VDaH _023.006
   patanti narake narāḥ__Vdha_023.014	patanti narake narAH__VDaH _023.014
   patanti bhūyaḥ saṃsāre__Vdha_088.064	patanti BUyas saMsAre__VDaH _088.064
   patanty aśrūṇi rudatāṃ__Vdha_060.031	patanti aSrUNi rudatAm__VDaH _060.031
   pataṃgā iva pāvakam__Vdha_077.064	pataMgAH iva pAvakam__VDaH _077.064
   patikāmā kumārikā__Vdha_021.012	pati kAmA kumArikA__VDaH _021.012
   patitavyaṃ na pātake__Vdha_037.049	patitavyam na pAtake__VDaH _037.049
   patitasyātibhīme 'smin__Vdha_072.101	patitasya ati BIme asmin__VDaH _072.101
   patitasyānivartinaḥ__Vdha_061.013	patitasya anivartinaH__VDaH _061.013
   patitaḥ kūṭaśālmaliḥ__Vdha_088.045	patitaH kUwaSAlmaliH__VDaH _088.045
   patitānāṃ durātmanām__Vdha_003.019	patitAnAm durAtmanAm__VDaH _003.019
   patitābhir bhavārṇave__Vdha_083.012	patitABiH Bava arNave__VDaH _083.012
   patite taskare tathā__Vdha_049.005	patite taskare taTA__VDaH _049.005
   patito lokavarjitaḥ__Vdha_064.050	patitaH loka varjitaH__VDaH _064.050
   patinā tv ananujñātā__Vdha_022.008	patinA tu ananujQAtA__VDaH _022.008
   patinārcati keśavam__Vdha_022.009	patinA arcati keSavam__VDaH _022.009
   patinā sakalān kāmān__Vdha_022.007	patinA sakalAn kAmAn__VDaH _022.007
   pativratā mahābhāgā__Vdha_082.046	pativratA mahABAgA__VDaH _082.046
   patiṃ śīlaguṇānvitam__Vdha_021.008	patim SIla guNa anvitam__VDaH _021.008
   patiḥ surāṇāṃ yas tasmai__Vdha_075.018	patiH surANAm yaH tasmE__VDaH _075.018
   pateyur api devatāḥ__Vdha_052.013	pateyuH api devatAH__VDaH _052.013
   pattrair dhūpānulepanaiḥ__Vdha_013.013	pattrEH DUpa anulepanEH__VDaH _013.013
   pattrair maṇidalaprakhyaiḥ__Vdha_067.024	pattrEH maNi dala praKyEH__VDaH _067.024
   pattrorṇāni ca kambalam__Vdha_087.006	pattrorNAni ca kambalam__VDaH _087.006
   patnī nṝṇāṃ muniśreṣṭha__Vdha_041.001	patnI nLNAm muni SrezWa__VDaH _041.001
   patnīvataḥ sahasrāṇi__Vdha_079.060	patnIvataH sahasrANi__VDaH _079.060
   patnī vindhyāvalī nāma__Vdha_078.011	patnI vinDya AvalI nAma__VDaH _078.011
   patnīviyuktaś ca naro__Vdha_041.004	patnI viyuktaH ca naraH __VDaH _041.004
