   śrīḥ	SrIH
   iti trirūpā nirdiṣṭā jāraṇā varavārttikaiḥ // VRrs_8.72 //	iti tri-rUpA nirdizwAH jAraNA vara-vArttikEH // VRrH-_8.72 //
   grāsaḥ piṇḍaḥ pariṇāmastisraścākhyāḥ parā punaḥ // VRrs_8.73 //	grAsaH piNxaH pariNAmaH-tisraH-ca-AKyAH parA punar // VRrH-_8.73 //
   samukhā nirmukhā ceti jāraṇā dvividhā punaḥ // VRrs_8.74 //	samuKA nirmuKA ca-iti jAraNA dviviDA punar // VRrH-_8.74 //
   nirmukhā jāraṇā proktā bījādānena bhāgataḥ // VRrs_8.75 //	nirmuKA jAraNA proktA bIja-AdAnena BAgataH // VRrH-_8.75 //
   śuddhaṃ svarṇaṃ ca rūpyaṃ ca bījam ityabhidhīyate // VRrs_8.76 //	SudDam svarNam ca rUpyam ca bIjam iti-aBiDIyate // VRrH-_8.76 //
   catuḥṣaṣṭyaṃśato bījaprakṣepo mukhamucyate // VRrs_8.77 //	catuHzazwi-aMSataH bIja-prakzepaH muKam-ucyate // VRrH-_8.77 //
   evaṃ kṛte raso grāsalolupo mukhavān bhavet /	evam kRte rasaH grAsa-lolupaH muKavAn Bavet /
   kaṭhinānyapi lohāni kṣamo bhavati bhakṣitum /	kaWinAni-api lohAni kzamaH Bavati Bakzitum /
   iyaṃ hi samukhā proktā jāraṇā mṛgacāriṇā // VRrs_8.78 //	iyam hi samuKA proktAH jAraNA mRga-cAriNA // VRrH-_8.78 //
   divyauṣadhisamāyogāt sthitaḥ prakaṭakoṣṭhīṣu /	divyOzaDi-samAyogAt sTitaH prakawa-kozWIzu /
   bhuṃjītākhilalohādyaṃ yo 'sau rākṣasavaktravān // VRrs_8.79 //	BuMjIta-aKila-loha-Adyam yaH asO rAkzasavaktravAn // VRrH-_8.79 //
   rasasya jaṭhare grāsakṣapaṇaṃ cāraṇā matā // VRrs_8.80 //	rasasya jaWare grAsa-kzapaNam cAraNA matAH // VRrH-_8.80 //
   grastasya drāvaṇaṃ garbhe garbhadrutir udāhṛtā // VRrs_8.81 //	grastasya drAvaNam garBe garBadrutiH udAhRtAH // VRrH-_8.81 //
   bahirevaṃ drutiṃ kṛtvā ghanasattvādikaṃ khalu /	bahis-evam drutim kRtvA Gana-sattva-Adikam Kalu /
   jāraṇāya rasendrasya sā bāhyadrutir ucyate // VRrs_8.82 //	jAraNAya rasendrasya sA bAhyadrutiH ucyate // VRrH-_8.82 //
   nirlepatvaṃ drutatvaṃ ca tejastvaṃ laghutā tathā /	nirlepa-tvam druta-tvam ca tejaH-tvam laGu-tA taTA /
   asaṃyogaśca sūtena pañcadhā drutilakṣaṇam // VRrs_8.83 //	asaMyogaH-ca sUtena paQcaDA druti-lakzaNam // VRrH-_8.83 //
   auṣadhādhmānayogena lohadhātvādikaṃ tathā /	OzaDa-ADmAna-yogena loha-DAtu-Adikam taTA /
   saṃtiṣṭhate dravākāraṃ sā drutiḥ parikīrtitā // VRrs_8.84 //	saMtizWate drava-AkAram sA drutiH parikIrtitAH // VRrH-_8.84 //
   drutagrāsaparīṇāmo viḍayantrādiyogataḥ /	druta-grAsa-parINAmaH vixa-yantra-Adi-yogataH /
   jāraṇetyucyate tasyāḥ prakārāḥ santi koṭiśaḥ // VRrs_8.85 //	jAraNA-iti-ucyate tasyAH prakArAH santi kowiSas // VRrH-_8.85 //
   kṣārairamlaiśca gandhādyair mūtraiśca paṭubhis tathā /	kzArEH-amlEH-ca ganDa-AdyEH mUtrEH-ca pawuBiH taTA /
   rasagrāsasya jīrṇārthaṃ tadviḍaṃ parikīrtitam // VRrs_8.86 //	rasa-grAsasya jIrNa-arTam tat-vixam parikIrtitam // VRrH-_8.86 //
   susiddhabījadhātvādi jāraṇena rasasya hi /	su-sidDa-bIja-DAtu-Adi jAraNena rasasya hi /
   pītādirāgajananaṃ rañjanaṃ parikīrtitam // VRrs_8.87 //	pIta-Adi-rAga-jananam raQjanam parikIrtitam // VRrH-_8.87 //
   sūte satailayantrasthe svarṇādikṣepaṇaṃ hi yat /	sUte sa-tEla-yantra-sTe svarNa-Adi-kzepaNam hi yat /
   vedhādhikyakaraṃ lohe sāraṇā sā prakīrttitā // VRrs_8.88 //	veDa-ADikya-karam lohe sAraNA sA prakIrttitAH // VRrH-_8.88 //
   vyavāyibheṣajopeto dravye kṣipto rasaḥ khalu /	vyavAyi-Bezaja-upetaH dravye kziptaH rasaH Kalu /
   vedha ityucyate tajjñaiḥ sa cānekavidhaḥ smṛtaḥ // VRrs_8.89 //	veDaH iti-ucyate tajjQEH sa ca-anekaviDaH smRtaH // VRrH-_8.89 //
   lepaḥ kṣepaśca kuntaśca dhūmākhyaḥ śabdasaṃjñakaḥ // VRrs_8.90 //	lepaH kzepaH-ca kuntaH-ca DUma-AKyaH Sabda-saMjQakaH // VRrH-_8.90 //
   lepanaṃ kurute lohaṃ svarṇaṃ vā rajataṃ tathā /	lepanam kurute loham svarNam vA rajatam taTA /
   lepavedhaḥ sa vijñeyaḥ puṭamatra ca saurakam // VRrs_8.91 //	lepaveDaH sa vijQeyaH puwam-atra ca sOrakam // VRrH-_8.91 //
   prakṣepaṇaṃ drute lohe vedhaḥ syātkṣepasaṃjñitaḥ // VRrs_8.92 //	prakzepaNam drute lohe veDaH syAt-kzepa-saMjQitaH // VRrH-_8.92 //
   saṃdaṃśadhṛtasūtena drutadravyāhṛtiśca yā /	saMdaMSa-DRta-sUtena druta-dravya-AhRtiH-ca yA /
   suvarṇatvādikaraṇaṃ kuntavedhaḥ sa ucyate // VRrs_8.93 //	suvarNa-tva-Adi-karaNam kuntaveDaH saH ucyate // VRrH-_8.93 //
   vahnau dhūmāyamāne 'ntaḥ prakṣiptarasadhūmataḥ /	vahnO DUmAyamAne antar prakzipta-rasa-DUmataH /
   svarṇādyāpādanaṃ lohe vedhaḥ sa ucyate // VRrs_8.94 //	svarNa-Adi-ApAdanam lohe veDaH saH ucyate // VRrH-_8.94 //
   mukhasthitarasenālpalohasya dhamanātkhalu /	muKa-sTita-rasena-alpa-lohasya DamanAt-Kalu /
   svarṇarūpyatvajananaṃ śabdavedhaḥ sa kīrtitaḥ // VRrs_8.95 //	svarNa-rUpya-tva-jananam SabdaveDaH sa kIrtitaH // VRrH-_8.95 //
   siddhadravyasya sūtena kāluṣyādinivāraṇam /	sidDa-dravyasya sUtena kAluzya-Adi-nivAraNam /
   prakāśanaṃ ca varṇasya tadudghāṭanam īritam // VRrs_8.96 //	prakASanam ca varNasya tat-udGAwanam Iritam // VRrH-_8.96 //
   kṣārāmlairauṣadhaiḥ sārddhaṃ bhāṇḍaṃ ruddhvā'tiyatnataḥ /	kzAra-amlEH-OzaDEH sArdDam BANxam rudDvA-atiyatnataH /
   bhūmau nikhanyate yatnātsvedanaṃ saṃprakīrtitam // VRrs_8.97 //	BUmO niKanyate yatnAt-svedanam saMprakIrtitam // VRrH-_8.97 //
   rasasyauṣadhayuktasya bhāṇḍaruddhasya yatnataḥ /	rasasya-OzaDa-yuktasya BANxa-rudDasya yatnatas /
   mandāgniyutacullyantaḥ kṣepaḥ saṃnyāsa ucyate // VRrs_8.98 //	manda-agni-yuta-cullI-antar kzepaH saMnyAsaH ucyate // VRrH-_8.98 //
   dvāvetau svedasaṃnyāsau rasarājasya niścitam /	dvO=-etO sveda-saMnyAsO rasarAjasya niScitam /
   guṇaprabhāvajanakau śīghravyāptikarau tathā // VRrs_8.99 //	guNa-praBAva-janakO SIGra-vyApti-karO taTA // VRrH-_8.99 //
   rasanigamamahābdheḥ somadevaḥ samantāt sphuṭataraparibhāṣānāmaratnāni	rasa-nigama-mahA-abDeH somadevaH samantAt sPuwatara-pariBAzA-nAma-ratnAni
   hṛtvā /	hRtvA /
   vyaracayadatiyatnāttairimāṃ kaṇṭhamālāṃ kalayatu bhiṣagagryo maṇḍanārthaṃ	vyaracayat-atiyatnAt-tEH-imAm kaNWa-mAlAm kalayatu Bizaj-agryaH maNxana-arTam
   sabhāyām // VRrs_8.100 //	saBAyAm // VRrH-_8.100 //
   bhavetpaṭhitavāro 'yamadhyāyo rasavādinām /	Bavet-paWita-vAraH ayam-aDyAyaH rasa-vAdinAm /
   rasakarmāṇi kurvāṇo na sa muhyati kutracit // VRrs_8.101 //	rasakarmANi kurvANaH na sa muhyati kutracid // VRrH-_8.101 //
   atha yantrāṇi vacyante rasatantrāṇyaśeṣataḥ /	aTa yantrANi vacyante rasa-tantrANi-aSezatas /
   samālocya samāsena somadevena sāmpratam // VRrs_9.1 //	samAlocya samAsena somadevena sAmpratam // VRrH-_9.1 //
   svedādikarma nirmātuṃ vārttikendraiḥ prayatnataḥ /	sveda-Adi-karma nirmAtum vArttika-indrEH prayatnataH /
   yantryate pārado yasmāttasmādyantramiti smṛtam // VRrs_9.2 //	yantryate pAradaH yasmAt-tasmAt-yantram-iti smRtam // VRrH-_9.2 //
   dravadravyeṇa bhāṇḍasya pūritārdhodakasya ca /	drava-dravyeNa BANxasya pUrita-arDa-udakasya ca /
   mukhasyobhayato dvāradvayaṃ kṛtvā prayatnataḥ // VRrs_9.3 //	muKasya-uBayatas dvAra-dvayam kRtvA prayatnataH // VRrH-_9.3 //
   tayostu nikṣiped daṇḍaṃ tanmadhye rasapoṭalīm /	tayoH-tu nikzipet daNxam tad-maDye rasa-powalIm /
   baddhvā tu svedayedetaddolāyantramiti smṛtam // VRrs_9.4 //	badDvA tu svedayet-etat-dolAyantram-iti smRtam // VRrH-_9.4 //
   sāmbusthālīmukhe baddhavastre pākyaṃ niveśayet /	sa-ambu-sTAlI-muKe badDa-vastre pAkyam niveSayet /
   pidhāya pacyate yatra svedanīyantramucyate // VRrs_9.5 //	piDAya pacyate yatra svedanIyantram-ucyate // VRrH-_9.5 //
   aṣṭāṅgulaparīṇāhamānāhena daśāṅgulam /	azwa-aFgula-parINAham-AnAhena daSa-aFgulam /
   caturaṅgulakotsedhaṃ toyādhāraṃ galādadhaḥ // VRrs_9.6 //	catur-aFgulaka-utseDam toya-ADAram galAt-aDas // VRrH-_9.6 //
   adhobhāṇḍe mukhaṃ tasya bhāṇḍasyopari vartinaḥ /	aDas-BANxe muKam tasya BANxasya-upari vartinaH /
   ṣoḍaśāṅgulavistīrṇapṛṣṭhasyāsye praveśayet // VRrs_9.7 //	zoxaSa-aFgula-vistIrNa-pRzWasya-Asye praveSayet // VRrH-_9.7 //
   pārśvayor mahiṣīkṣīracūrṇamaṇḍūraphāṇitaiḥ /	pArSvayoH mahizI-kzIra-cUrNa-maNxUra-PANitEH /
   liptvā viśoṣayetsaṃdhiṃ jalādhāre jalaṃ kṣipet /	liptvA viSozayet-saMDim jala-ADAre jalam kzipet /
   cullyām āropayed etat pātanāyantramucyate // VRrs_9.8 //	cullyAm Aropayet etat pAtanAyantram-ucyate // VRrH-_9.8 //
   athordhvabhājane liptasthāpitasya jale sudhīḥ /	aTa-UrDva-BAjane lipta-sTApitasya jale suDIH /
   dīptair vanopalaḥ kuryādadhaḥ pātaṃ prayatnataḥ // VRrs_9.9 //	dIptEH vanopalaH kuryAt-aDas pAtam prayatnataH // VRrH-_9.9 //
   jalapūrṇapātramadhye dattvā ghaṭakharparaṃ suvistīrṇam /	jala-pUrNa-pAtra-maDye dattvA GawaKarparam su-vistIrNam /
   tadupari viḍamadhyagataḥ sthāpyaḥ sūtaḥ kṛtaḥ koṣṭhyām // VRrs_9.10 //	tad-upari vixa-maDya-gataH sTApyaH sUtaH kRtaH kozWyAm // VRrH-_9.10 //
   laghulohakaṭorikayā kṛtaṣaṇmṛtsaṃdhilepayācchādya /	laGu-loha-kaworikayA kRta-zaz-mRd-saMDi-lepayA-AcCAdya /
   pūrvoktaghaṭakharparamadhye 'ṅgāraiḥ khadirakolabhavaiḥ // VRrs_9.11 //	pUrva-ukta-Gawa-Karpara-maDye aFgArEH Kadira-kola-BavEH // VRrH-_9.11 //
   svedanato mardanataḥ kacchapayantrasthito raso jarati /	svedanataH mardanataH kacCapayantra-sTitaH rasaH jarati /
   agnibalenaiva tato garbhe dravanti sarvasattvāni // VRrs_9.12 //	agni-balena-eva tatas garBe dravanti sarva-sattvAni // VRrH-_9.12 //
   kacchapayantrāntargatamṛnmayapīṭhasthadīpikāsaṃsthaḥ /	kacCapayantra-antargata-mRd-maya-pIWa-sTa-dIpikA-saMsTaH /
   yasminnipatati sūtaḥ proktaṃ taddīpikāyantram // VRrs_9.13 //	yasmin-nipatati sUtaH proktam tat-dIpikAyantram // VRrH-_9.13 //
   bhāṇḍakaṇṭhādadhaś chidre veṇunālaṃ vinikṣipet /	BANxa-kaNWAt-aDas Cidre veNu-nAlam vinikzipet /
   kāṃsyapātradvayaṃ kṛtvā sampuṭaṃ jalagarbhitam // VRrs_9.14 //	kAMsya-pAtra-dvayam kRtvA sampuwam jala-garBitam // VRrH-_9.14 //
   nalikāsya tatra yojyaṃ dṛḍhaṃ taccāpi kārayet /	nalikA-asya tatra yojyam dRXam tat-ca-api kArayet /
   yuktadravyairvinikṣiptaḥ pūrvaṃ tatra ghaṭe rasaḥ // VRrs_9.15 //	yukta-dravyEH-vinikziptaH pUrvam tatra Gawe rasaH // VRrH-_9.15 //
   agninā tāpito nālāttoye tasminpatatyadhaḥ /	agninA tApitaH nAlAt-toye tasmin-patati-aDas /
   yāvaduṣṇaṃ bhavet sarvaṃ bhājanaṃ tāvadeva hi /	yAvat-uzNam Bavet sarvam BAjanam tAvat-eva hi /
   jāyate rasasaṃdhānaṃ ḍekīyantramitīritam // VRrs_9.16 //	jAyate rasa-saMDAnam xekIyantram-iti-Iritam // VRrH-_9.16 //
   lohamūṣādvayaṃ kṛtvā dvādaśāṅgulamānataḥ /	loha-mUzA-dvayam kRtvA dvAdaSa-aFgula-mAnataH /
   īṣacchidrānvitāmekāṃ tatra gandhakasaṃyutām // VRrs_9.17 //	Izat-Cidra-anvitAm-ekAm tatra ganDaka-saMyutAm // VRrH-_9.17 //
   mūṣāyāṃ rasayuktāyām anyasyāṃ tāṃ praveśayet /	mUzAyAm rasa-yuktAyAm anyasyAm tAm praveSayet /
   toyaṃ syātsūtakasyādha ūrdhvādho vahnidīpanam // VRrs_9.18 //	toyam syAt-sUtakasya-aDas UrDva-aDas vahni-dIpanam // VRrH-_9.18 //
   rasonakarasaṃ bhadre yatnato vastragālitam /	rasonaka-rasam Badre yatnataH vastra-gAlitam /
   dāpayetpracuraṃ yatnādāplāvya rasagandhakau // VRrs_9.19 //	dApayet-pracuram yatnAt-AplAvya rasa-ganDakO // VRrH-_9.19 //
   sthālīkāyāṃ pidhāyordhvaṃ sthālīmanyāṃ dṛḍhāṃ kuru /	sTAlIkAyAm piDAya-UrDvam sTAlIm-anyAm dRXAm kuru /
   saṃdhiṃ vilepayedyatnānmṛdā vastreṇa caiva hi // VRrs_9.20 //	saMDim vilepayet-yatnAt-mRdA vastreNa ca-eva hi // VRrH-_9.20 //
   sthālyantare kapotākhyaṃ puṭaṃ karṣāgninā sadā /	sTAlI-antare kapota-AKyam puwam karza-agninA sadA /
   yantrasyādhaḥ karīṣāgniṃ dadyāttīvrāgnimeva vā // VRrs_9.21 //	yantrasya-aDas karIza-agnim dadyAt-tIvra-agnim-eva vA // VRrH-_9.21 //
   evaṃ tu tridinaṃ kuryāttato yantraṃ vimocayet /	evam tu tri-dinam kuryAt-tatas yantram vimocayet /
   taptodake taptacullyāṃ na kuryācchītalāṃ kriyām // VRrs_9.22 //	tapta-udake tapta-cullyAm na kuryAt-SItalAm kriyAm // VRrH-_9.22 //
   na tatra kṣīyate sūto na ca gacchati kutracit /	na tatra kzIyate sUtaH na ca gacCati kutracid /
   anena ca krameṇaiva kuryādgandhakajāraṇam // VRrs_9.23 //	anena ca krameNa-eva kuryAt-ganDaka-jAraNam // VRrH-_9.23 //
   yantraṃ vidyādharaṃ jñeyaṃ sthālīdvitayasampuṭāt /	yantram vidyADaram jQeyam sTAlI-dvitaya-sampuwAt /
   cullīṃ caturmukhīṃ kṛtvā yantrabhāṇḍaṃ niveśayet // VRrs_9.24 //	cullIm catur-muKIm kRtvA yantra-BANxam niveSayet // VRrH-_9.24 //
   tatrauṣadhaṃ vinikṣipya nirundhyādbhāṇḍakānanam /	tatra-OzaDam vinikzipya nirunDyAt-BANxaka-Ananam /
   yantraṃ vidyādharaṃ nāma tantrajñaiḥ parikīrtitam // VRrs_9.25 //	yantram vidyADaram nAma tantra-jQEH parikIrtitam // VRrH-_9.25 //
   ūrdhvaṃ vahniradhaścāpo madhye tu rasasaṃgrahaḥ /	UrDvam vahniH-aDas-ca-apaH maDye tu rasa-saMgrahaH /
   somānalam idaṃ proktaṃ jārayedgaganādikam // VRrs_9.26 //	somAnalam idam proktam jArayet-gagana-Adikam // VRrH-_9.26 //
   garbhayantraṃ pravakṣyāmi piṣṭikābhasmakārakam /	garBayantram pravakzyAmi pizwikA-Basma-kArakam /
   caturaṅguladīrghāṃ ca tryaṅgulonmitavistarām // VRrs_9.27 //	catur-aFgula-dIrGAm ca tri-aFgula-unmita-vistarAm // VRrH-_9.27 //
   mṛnmayīṃ sudṛḍhāṃ mūṣāṃ vartulaṃ kārayenmukham /	mRd-mayIm su-dRXAm mUzAm vartulam kArayet-muKam /
   loṇasya viṃśatirbhāgā bhāga ekastu gugguloḥ // VRrs_9.28 //	loNasya viMSatiH-BAgAH BAgaH ekaH-tu gugguloH // VRrH-_9.28 //
   suślakṣṇaṃ peṣayitvā tu vāraṃ vāraṃ punaḥ punaḥ /	su-SlakzNam pezayitvA tu vAram vAram punar punar /
   mūṣālepaṃ dṛḍhaṃ kṛtvā lavaṇārdhamṛdambubhiḥ // VRrs_9.29 //	mUzA-lepam dRXam kRtvA lavaNa-arDa-mRd-ambuBiH // VRrH-_9.29 //
   karṣettuṣāgninā bhūmau svedayenmṛdu mānavit /	karzet-tuza-agninA BUmO svedayet-mRdu mAna-vid /
   ahorātraṃ trirātraṃ vā rasendro bhasmatāṃ vrajet // VRrs_9.30 //	ahorAtram tri-rAtram vA rasendraH Basma-tAm vrajet // VRrH-_9.30 //
   kharparaṃ sikatāpūrṇaṃ kṛtvā tasyopari nyaset /	Karparam sikatA-pUrNam kRtvA tasya-upari nyaset /
   aparaṃ kharparaṃ tatra śanairmṛdvagninā pacet // VRrs_9.31 //	aparam Karparam tatra SanEs-mRdu-agninA pacet // VRrH-_9.31 //
   pañcakṣāraistathā mūtrairlavaṇaṃ ca viḍaṃ tataḥ /	paQca-kzArEH-taTA mUtrEH-lavaNam ca vixam tatas /
   haṃsapākaṃ samākhyātaṃ yantraṃ tad vārttikottamaiḥ // VRrs_9.32 //	haMsapAkam samAKyAtam yantram tat vArttika-uttamEH // VRrH-_9.32 //
   sarasāṃ gūḍhavaktrāṃ mṛdvastrāṅgulaghanāvṛtām /	sarasAm gUXa-vaktrAm mRdvastra-aFgula-Gana-AvRtAm /
   śoṣitāṃ kācakalaśīṃ triṣu bhāgeṣu pūrayet // VRrs_9.33 //	SozitAm kAca-kalaSIm trizu BAgezu pUrayet // VRrH-_9.33 //
   bhāṇḍe vitastigambhīre vālukāsupratiṣṭhitā /	BANxe vitasti-gamBIre vAlukA-su-pratizWitA /
   tadbhāṇḍaṃ pūrayettribhiranyābhiravaguṇṭhayet // VRrs_9.34 //	tat-BANxam pUrayet-triBiH-anyABiH-avaguNWayet // VRrH-_9.34 //
   bhāṇḍavaktraṃ maṇikayā saṃdhiṃ limpen mṛdā pacet /	BANxa-vaktram maNikayA saMDim limpet mRdA pacet /
   cullyāṃ tṛṣṇasya cādāhān maṇikāpṛṣṭhavartinaḥ /	cullyAm tRzNasya ca-adAhAt maNikA-pRzWa-vartinaH /
   etaddhi vālukāyantraṃ tadyantraṃ lavaṇāśrayam // VRrs_9.35 //	etat-hi vAlukAyantram tat-yantram lavaNa-ASrayam // VRrH-_9.35 //
   pañcāḍhavālukāpūrṇabhāṇḍe nikṣipya yatnataḥ /	paQca-AXa-vAlukA-pUrNa-BANxe nikzipya yatnatas /
   pacyate rasagolādyaṃ vālukāyantram īritam // VRrs_9.36 //	pacyate rasa-gola-Adyam vAlukAyantram Iritam // VRrH-_9.36 //
   evaṃ lavaṇanikṣepātproktaṃ lavaṇayantrakam // VRrs_9.37 //	evam lavaNa-nikzepAt-proktam lavaNayantrakam // VRrH-_9.37 //
   antaḥkṛtarasālepatāmrapātramukhasya ca /	antar-kRta-rasa-Alepa-tAmra-pAtra-muKasya ca /
   liptvā mṛllavaṇenaiva saṃdhiṃ bhāṇḍatalasya ca // VRrs_9.38 //	liptvA mRllavaNena-eva saMDim BANxa-talasya ca // VRrH-_9.38 //
   tadbhāṇḍaṃ paṭunāpūrya kṣārairvā pūrvavatpacet /	tat-BANxam pawunA-ApUrya kzArEH-vA pUrvavat-pacet /
   eva lavaṇayantraṃ syād rasakarmaṇi śasyate // VRrs_9.39 //	eva lavaNayantram syAt rasakarmaNi Sasyate // VRrH-_9.39 //
   lohanālagataṃ sūtaṃ bhāṇḍe lavaṇapūrite /	loha-nAla-gatam sUtam BANxe lavaNa-pUrite /
   niruddhaṃ vipacetprāgvan nālikāyantram īritam // VRrs_9.40 //	nirudDam vipacet-prAgvat nAlikAyantram Iritam // VRrH-_9.40 //
   vālukāgūḍhasarvāṅgāṃ garte mūṣāṃ rasānvitām /	vAlukA-gUXa-sarva-aFgAm garte mUzAm rasa-anvitAm /
   dīptopalaiḥ saṃvṛṇuyād yantraṃ tad bhūdharāhvayam // VRrs_9.41 //	dIpta-upalEH saMvRNuyAt yantram tat BUDara-Ahvayam // VRrH-_9.41 //
   śarāvasampuṭāntasthaṃ karīṣeṣv agnimānavit /	SarAva-sampuwa-anta-sTam karIzezu agni-mAna-vid /
   paceccullyāṃ dviyāmaṃ vā rasaṃ tat puṭayantrakam // VRrs_9.42 //	pacet-cullyAm dvi-yAmam vA rasam tat puwayantrakam // VRrH-_9.42 //
   ṣoḍaśāṅgulavistīrṇaṃ hastamātrāyataṃ samam /	zoxaSa-aFgula-vistIrNam hasta-mAtra-Ayatam samam /
   dhātusattvanipātārthaṃ koṣṭhīyantram iti smṛtam // VRrs_9.43 //	DAtu-sattva-nipAta-arTam kozWIyantram iti smRtam // VRrH-_9.43 //
   yatra lohamaye pātre pārśvayorvalayadvayam /	yatra loha-maye pAtre pArSvayoH-valaya-dvayam /
   tādṛk svalpataraṃ pātraṃ valayaprotakoṣṭhakam // VRrs_9.44 //	tAdRS svalpataram pAtram valaya-prota-kozWakam // VRrH-_9.44 //
   pūrvapātropari nyasya svalpapātre parikṣipet /	pUrva-pAtra-upari nyasya su-alpa-pAtre parikzipet /
   rasaṃ saṃmūrchitaṃ sthūlapātram āpūrya kāñjikaiḥ // VRrs_9.45 //	rasam saMmUrCitam sTUla-pAtram ApUrya kAQjikEH // VRrH-_9.45 //
   dviyāmaṃ svedayedeva rasotthāpanahetave /	dvi-yAmam svedayet-eva rasa-utTApana-hetave /
   etatsyād valabhīyantraṃ rase ṣāḍguṇyakārakam /	etat-syAt valaBIyantram rase zAxguNya-kArakam /
   sūkṣmakāntamaye pātre rasaḥ syādguṇavattaraḥ // VRrs_9.46 //	sUkzma-kAnta-maye pAtre rasaH syAt-guNavattaraH // VRrH-_9.46 //
   kṣipedrasaṃ ghaṭe dīrghanatādhonālasaṃyute /	kzipet-rasam Gawe dIrGa-nata-aDas-nAla-saMyute /
   tannālaṃ nikṣipedanyaghaṭakukṣyantare khalu // VRrs_9.47 //	tat-nAlam nikzipet-anya-Gawa-kukzi-antare Kalu // VRrH-_9.47 //
   tatra ruddhvā mṛdā samyagvadane ghaṭayoratha /	tatra rudDvA mRdA samyak-vadane GawayoH-aTa /
   adhastādrasakumbhasya jvālayettīvrapāvakam // VRrs_9.48 //	aDastAt-rasa-kumBasya jvAlayet-tIvra-pAvakam // VRrH-_9.48 //
   itarasminghaṭe toyaṃ prakṣipetsvādu śītalam /	itarasmin-Gawe toyam prakzipet-svAdu SItalam /
   tiryakpātanam etaddhi vārttikair abhidhīyate // VRrs_9.49 //	tiryakpAtanam etat-hi vArttikEH aBiDIyate // VRrH-_9.49 //
   caṣakaṃ vartulaṃ lauhaṃ vinatāgrordhvadaṇḍakam /	cazakam vartulam lOham vinata-agra-UrDva-daNxakam /
   etaddhi pālikāyantraṃ balijāraṇahetave // VRrs_9.50 //	etat-hi pAlikAyantram bali-jAraNa-hetave // VRrH-_9.50 //
   catuṣprasthajalādhāraś caturaṅgulikānanaḥ /	catuzprasTa-jala-ADAraH catur-aFgulikA-AnanaH /
   ghaṭayantram idaṃ proktaṃ tadāpyāyanakaṃ smṛtam // VRrs_9.51 //	Gawayantram idam proktam tat-ApyAyanakam smRtam // VRrH-_9.51 //
   vidhāya vartulaṃ gartaṃ mallamatra nidhāya ca /	viDAya vartulam gartam mallam-atra niDAya ca /
   vinidhāyeṣṭakāṃ tatra madhyagartavatīṃ śubhām // VRrs_9.52 //	viniDAya-izwakAm tatra maDya-gartavatIm SuBAm // VRrH-_9.52 //
   gartasya paritaḥ kuryātpālikām aṅgulocchrayām /	gartasya paritas kuryAt-pAlikAm aFgula-ucCrayAm /
   garte sūtaṃ vinikṣipya gartāsye vasanaṃ kṣipet // VRrs_9.53 //	garte sUtam vinikzipya garta-Asye vasanam kzipet // VRrH-_9.53 //
   nikṣipedgandhakaṃ tatra mallenāsyaṃ nirudhya ca /	nikzipet-ganDakam tatra mallena-Asyam niruDya ca /
   mallapālikayormadhye mṛdā samyaṅ nirudhya ca // VRrs_9.54 //	malla-pAlikayoH-maDye mRdA samyak niruDya ca // VRrH-_9.54 //
   vanopalaiḥ puṭaṃ deyaṃ kapotākhyaṃ na cādhikam /	vanopalEH puwam deyam kapota-AKyam na ca-aDikam /
   iṣṭikāyantram etat syād gandhakaṃ tena jārayet // VRrs_9.55 //	izwikAyantram etat syAt ganDakam tena jArayet // VRrH-_9.55 //
   sthālikopari vinyasya sthālīṃ samyaṅ nirudhya ca /	sTAlikA-upari vinyasya sTAlIm samyak niruDya ca /
   ūrdhvasthālyāṃ jalaṃ kṣiptvā vahniṃ prajvālayed adhaḥ /	UrDva-sTAlyAm jalam kziptvA vahnim prajvAlayet aDas /
   etad vidyādharaṃ yantraṃ hiṅgulākṛṣṭihetave // VRrs_9.56 //	etat vidyADaram yantram hiFgula-AkRzwi-hetave // VRrH-_9.56 //
   yantrasthālyupari sthālīṃ nyubjāṃ dattvā nirundhayet /	yantra-sTAlI-upari sTAlIm nyubjAm dattvA nirunDayet /
   yantraṃ ḍamarukākhyaṃ tadrasabhasmakṛte hitam // VRrs_9.57 //	yantram xamaruka-AKyam tad-rasa-Basma-kRte hitam // VRrH-_9.57 //
   mallamadhye caredgartaṃ tatra sūtaṃ sagandhakam /	malla-maDye caret-gartam tatra sUtam sa-ganDakam /
   gartasya paritaḥ kuḍyaṃ prakuryādaṅgulocchritam // VRrs_9.58 //	gartasya paritas kuxyam prakuryAt-aFgula-ucCritam // VRrH-_9.58 //
   tataś cācchādayet samyag gostanākāramūṣayā /	tatas ca-AcCAdayet samyak go-stana-AkAra-mUzayA /
   samyak toyamṛdā ruddhvā samyagatrocyamānayā // VRrs_9.59 //	samyak toya-mRdA rudDvA samyak-atra-ucyamAnayA // VRrH-_9.59 //
   lehavat kṛtababbūlakvāthena parimarditam /	leha-vat kRta-babbUla-kvATena parimarditam /
   jīrṇakiṭṭarajaḥ sūkṣmaṃ guḍacūrṇasamanvitam /	jIrNa-kiwwa-rajaH sUkzmam guxa-cUrNa-samanvitam /
   iyaṃ hi jalamṛt proktā durbhedyā salilaiḥ khalu // VRrs_9.60 //	iyam hi jala-mRd proktA durBedyA salilEH Kalu // VRrH-_9.60 //
