   Adhyaya 3, Pada 1	ADyayaH 3, Pada 1
   anantaguṇātmakatve 'pi na tasyaikyaṃ vihanyate,	ananta guNa Atmaka tve api na tasya Ekyam vihanyate,
   nāpyekenābhinnānāmanantatvaṃ guṇatvaṃ cetyarthaḥ /	na api ekena aBinnAnAm ananta tvam guNa tvam ca iti arTaH /
   taccetyānuṣaṅgika(martha)mupasaṃharati  eka eveti //	tat ca iti AnuzaFgi ka(marTa)m upasaMharati ekaH eva iti //
   ... eka eva tu /	... ekaH eva tu /
   ucyate sarvavedaiśca ... // MAnuv_3,2.197bc //	ucyate sarva vedEH ca ... // Ma anuv_3,2.197bc //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tuśabdena sakaladharmānvita iti sūcayati /	tuSabdena sakala Darma anvitaH iti sUcayati /
   // iti śrīmannyāyasudhāyāṃ ubhayavyapadeśādhikaṇam //	// iti SrImat nyAya suDAyAm uBaya vyapadeSa aDikaNam //
   [======= JNys_3,2.XIII: parānandādhikaraṇam =======]	[====== JNyH _3,2.XIII: parAnanda aDikaraNam =======]
   // atha śrīmannyāyasudhāyāṃ parānandā(paramatā)dhikaraṇam //	// aTa SrImat nyAya suDAyAm para AnandA( parama tA)Di karaNam //
   // oṃ paramataḥ setūnmānasambandhabhedavyapadeśebhyaḥ oṃ //	// om paramatas setUn mAna sambanDa Beda vyapadeSeByaH om //
   parameśvarasyānandādayo guṇāḥ kiṃ laukikānandādisalakṣaṇāḥ kiṃ vā	parameSvarasya Ananda AdayaH guNAH kim lOkika Ananda Adi sa lakzaNAH kim vA
   tadvilakṣaṇāḥ /	tad vilakzaNAH /
   ādye na tatra bahumānaḥ sambhavati /	Adye na tatra bahu mAnaH samBavati /
   na dvitīyaḥ /	na dvitIyaH /
   prakārapramāṇābhāvāt /	prakAra pramANa aBAvAt /
   vimatā laukikasalakṣaṇā ānandādiśabdavācyatvāditi bādhakasadbhāvācca /	vimatA lOkika salakzaNAH Ananda Adi Sabda vAcya tvAt iti bADaka sadBAvAt ca /
   anyathā tatrānandādiśabdapravṛttirna syāt /	anyaTA tatra Ananda Adi Sabda pravRttiH na syAt /
   vyutpattyabhāvāt /	vyutpatti aBAvAt /
   atīndriyatvena tatropadeśā(dyupāyādya)bhāve	atIndriya tvena tatra upadeSA(di upAya At ya)BAve
   sādṛśyānumānasyaivānusaraṇīyatvāt /	sAdRSya anumAnasya eva anusaraNIya tvAt /
   tasya cāsiddhatvāt /	tasya ca asidDa tvAt /
   tataśca vedavedyatvaṃ na syādityasya samādhānārthamidamārabhyate /	tatas ca veda vedya tvam na syAt iti asya samADAna arTam idam AraByate /
   tatrāśaṅkitasakaladoṣaparihāro na sphuṭaḥ pratīyata ityato vyācaṣṭe  te	tatra ASaFkita sakala doza parihAraH na sPuwaH pratIyate iti atas vyAcazwe te
   ceti //	ca iti //
   paramataḥ setūnmānasaṃbandhabhedavyapadeśebhyaḥ | BBs_3,2.31 |	paramatas setUn mAna saMbanDa Beda vyapadeSeByaH | BBH _3,2.31 |
   ... te cākhilavilakṣaṇāḥ // MAnuv_3,2.197d //	... te ca aKila vilakzaNAH // Ma anuv_3,2.197d //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   te guṇā na kevalaṃ guṇinābhinnāḥ kinnāmākhilebhyo laukikānandādibhyo	te guNAH na kevalam guNinA aBinnAH kinnAma aKileByaH lOkika Ananda AdiByaH 
   vilakṣaṇāśca /	vilakzaNAH ca /
   kathaṃ vilakṣaṇā ityata āha  sarva iti //	kaTam vilakzaNA iti atas Aha sarve iti //
   sarve sarvaguṇātmānaḥ sarvakartāra eva ca // MAnuv_3,2.198ab //	sarve sarva guNa AtmAnaH sarva kartAraH eva ca // Ma anuv_3,2.198aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   ānando 'pi jñānātmako jñānamapyānandātmakamityādi /	AnandaH api jQAna AtmakaH jQAnam api Ananda Atmakam ityAdi /
   na hyevamantaḥkaraṇapariṇāmabhedāḥ sukhādayaḥ /	na hi evam antaHkaraNa pariNAma BedAH suKa AdayaH /
   sarvakartāro jagatsṛṣṭayādikartāraśca /	sarva kartAraH jagat sRzwayA Adi kartAraH ca /
   evaśabdenopacāraṃ vārayati /	eva Sabdena upacAram vArayati /
   anyonyamabhede śabdānāṃ paryāyatvamanekatvābhāvaśca syādityata āha 	anyonyam aBede SabdAnAm paryAya tvam aneka tva aBAvaH ca syAt iti atas Aha 
   tathāpīti //	taTA api iti //
   tathāpi saviśeṣāśca ... // MAnuv_3,2.198c //	taTA api sa viSezAH ca ... // Ma anuv_3,2.198t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   parasparābhede 'pi /	paraspara aBede api /
   tato noktadoṣa iti (śeṣaḥ) bhāvaḥ /	tatas na ukta dozaH iti (SezaH) BAvaH /
   anena vailakṣaṇyaprakāro darśitaḥ /	anena vElakzaNya prakAraH darSitaH /
   pramāṇaṃ ca vakṣyate /	pramANam ca vakzyate /
   tathācādyaṃ sūtradvayaṃ vyākhyātaṃ bhavati /	taTA Aca Adyam sUtra dvayam vyAKyAtam Bavati /
   bādhakaparihārārthaṃ sūtram oṃ buddhayarthaḥ pādavat oṃ iti /	bADaka parihAra arTam sUtram om budDayarTaH pAda vat om iti /
   tadvayācaṣṭe  vidvaditi //	tadvayA cazwe vidvat iti //
   buddhyarthaḥ pādavat | BBs_3,2.33 |	budDi arTaH pAda vat | BBH _3,2.33 |
   ... vidvadyvutpattito 'pica // MAnuv_3,2.198d //	... vidvadi vutpattitaH api ce // MA anuv_3,2.198d //
   taistaiḥ śabdaiśca bhaṇyante ... // MAnuv_3,2.199a //	tEH tEH SabdEH ca BaNyante ... // Ma anuv_3,2.199aH //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   api ca tathāpi taistaiḥ śabdaiśca bhaṇyante /	api ca taTA api tEH tEH SabdEH ca BaNyante /
   kathaṃ vidvadvyutpa(ttitaḥ)ttyanvitā /	kaTam vidvat vyutpa(ttitaH)tti anvitA /
   vidvāṃso hi sākṣātkṛtabhagavadguṇāḥ pūrvairvidvadbhirvyutpādayituṃ	vidvAMsaH hi sAkzAtkRta Bagavat guNAH pUrvEH vidvadBiH vyutpAdayitum
   śakyante /	Sakyante /
   aviduṣāṃ kathaṃ vyutpattiḥ /	aviduzAm kaTam vyutpattiH /
   bhavitavyaṃ hi tayā /	Bavitavyam hi tayA /
   anyathā vidvattvasyaivānupapatterityata āha  yujyate ceti //	anyaTA vidvat tvasya eva anupapatteH iti atas Aha yujyate ca iti //
   ... yujyate copadeśataḥ // MAnuv_3,2.199b //	... yujyate ca upadeSataH // Ma anuv_3,2.199B //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   vidvadupadeśato 'viduṣāmapi vyutpattiryujyate /	vidvat upadeSataH aviduzAm api vyutpattiH yujyate /
   atīndriye kathamupadeśa ityata āha  anyeti //	atIndriye kaTam upadeSaH iti atas Aha anyA iti //
   anyānandādisādṛśyam ... // MAnuv_3,2.199c //	anya Ananda Adi sAdRSyam ... // Ma anuv_3,2.199t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   laukikānandādisādṛśyaṃ bhagavadānandādervidyate /	lOkika Ananda Adi sAdRSyam Bagavat Ananda AdeH vidyate /
   tataśca yo 'smadānandasadṛśo bhagavadguṇaḥ sa ānandādiśabdavācya	tatas ca yaH asmad Ananda sadRSaH Bagavat guNaH saH Ananda Adi Sabda vAcya
   ityādirupadeśo ghaṭate /	ityAdiH upadeSaH Gawate /
   tarhi pūrvottaravirodhaḥ syāt /	tarhi pUrva uttara viroDaH syAt /
   prāk"te cākhilavilakṣaṇāḥ';	prAk"te ca aKila vilakzaNAH a;
   ityuktatvedānīmanyānandādisādṛśyābhyupagamādityata āha  ānukūlyādīti //	iti ukta tvedAnImanya Ananda Adi sAdRSya aByupagamAt iti atas Aha AnukUlya Adi iti //
   ... ānukūlyādinā param // MAnuv_3,2.199d //	... AnukUlya AdinA param // MA anuv_3,2.199d //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   ānukūlyaṃ nirupādhipriyatvamānandasya /	AnukUlyam nirupADi priya tvam Anandasya /
   bodhātmakatvaṃ jñānasyetyādi /	boDa Atmaka tvam jQAnasya ityAdi /
   aparamalpatvāsthiratvādi /	aparam alpa tva asTira tva Adi /
   ānukūlyādeḥ pravṛttinimittasya sattvāttadāśrayeṇa vyutpatterapi	AnukUlya AdeH pravRtti nimittasya sattvAt tad ASrayeNa vyutpatteH api
   sambhavādānandādiśabdapravṛttyupapattāvanumānamaprayojakamityuktaṃ bhavati	samBavAt Ananda Adi Sabda pravRtti upapattO= anumAnam aprayojakam iti uktam Bavati
   nanu vilakṣaṇeṣvānandādiṣu vilakṣaṇā eva śabdāḥ kuto na prayujyante /	nanu vilakzaNezu Ananda Adizu vilakzaNAH eva SabdAH kutas na prayujyante /
   tathā sati tatra buddhipraveśābhāvaprasaṅgāt /	taTA sati tatra budDi praveSa aBAva prasaFgAt /
   alpatvādisādṛśyaṃ kuto netyata āha  pūrṇatvādīti //	alpa tva Adi sAdRSyam kutas na iti atas Aha pUrNa tva Adi iti //
   pūrṇatvādi mahat teṣāṃ vailakṣaṇyaṃ śrutau śrutam // MAnuv_3,2.200ab //	pUrNa tva Adi mahat tezAm vElakzaNyam SrutO Srutam // Ma anuv_3,2.200aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   (tāṃ) śrutiṃ paṭhati  pūrṇa iti //	(tAM) Srutim paWati pUrNaH iti //
   pūrṇe 'śeṣaniyantā ca sukhādutama ekakalaḥ // MAnuv_3,2.200cd //	pUrNe aSeza niyantA ca suKAt utamaH eka kalaH // Ma anuv_3,2.200cd //
   guṇorusamudāyo 'yaṃ vāsudevaḥ sa niṣkaḷaḥ /	guNa uru samudAyaH ayam vAsudevaH sa nizka?aH /
   vāsudevaśrutiḥ saiṣā guṇān vakti hareḥ parān // MAnuv_3,2.201 //	vAsudeva SrutiH sA ezA guNAn vakti hareH parAn // Ma anuv_3,2.201 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   pūrṇaḥ pūrṇaguṇaḥ /	pUrNaH pUrNa guNaH /
   sukhāduttamaḥ śobhanānandatamaḥ /	suKAt uttamaH SoBana AnandatamaH /
   ekalaḥ ekākī parānapekṣaḥ /	ekalaH ekAkI para anapekzaH /
   suniṣkalaḥ sarvathā vibhaktāṃśavikalaḥ /	su nizkalaH sarvaTA viBakta aMSa vikalaH /
   harerguṇānparānvilakṣaṇānvaktīti /	hareH guNAn parAn vilakzaNAnvakti iti /
   eteṣāmadhikaraṇānāmapavyākhyānaṃ na sthānato 'pītyatraiva nirākṛtamiti na	etezAm aDikaraNAnAm apavyAKyAnam na sTAnataH api iti atra eva nirAkRtam iti na
   punaḥ prakrāntam /	punar prakrAntam /
   // iti parānandā(paramatā)dhikaraṇam //	// iti para AnandA( parama tA)Di karaNam //
   [======= JNys_3,2.XIV: phaladānādhikaraṇam =======]	[====== JNyH _3,2.XIV: Pala dAna aDikaraNam =======]
   // atha phaladānādhikaraṇam //	// aTa Pala dAna aDikaraNam //
   // oṃ phalamata upapatteḥ oṃ //	// om Palam atas upapatteH om //
   atrādau tāvatsvarganarakādikaṃ phalaṃ prāṇināmīśvarādeva bhavatīti	atra AdO tAvat svarga naraka Adikam Palam prANinAm ISvarAt eva Bavati iti
   śrutyupapattibhyāmupapāditam /	Sruti upapattiByAm upapAditam /
   tadākṣepārthaṃ sūtraṃ"dharmaṃ jaiminirata eva'; iti /	tad Akzepa arTam sUtraM"Darmam jEmini H ataH eva a; iti /
   tasyārthaḥ /	tasya arTaH /
   īśvaraḥ phalakāraṇaṃ ceddharmādharmāvapekṣate na vā /	ISvaraH Pala kAraNam ced Darma aDarmO= apekzate na vA /
   neti pakṣe vaiṣamyādyāpattirvedāprāmāṇyaprasaktiśca /	na iti pakze vEzamya Adi ApattiH veda aprAmANya prasaktiH ca /
   ādye kimīśvareṇa tadapekṣaṇīyenaiva karmaṇā phalasiddheḥ /	Adye kim ISvareNa tad apekzaNIyena eva karmaNA Pala sidDeH /
   anyathā gauravāpatteḥ /	anyaTA gOrava ApatteH /
   na cācetanatvopapattivirodhaḥ /	na ca acetana tva upapatti viroDaH /
   nahi rājādiriva karma phalaṃ dadātīti brūmo yenācetanatvaṃ bādheta /	na hi rAja AdiH iva karma Palam dadAti iti brUmaH yena acetana tvam bADeta /
   kintu kāraṇamātram /	kintu kAraNa mAtram /
   naca śrutivirodhaḥ /	na ca Sruti viroDaH /
   phalakāraṇayordharmādharmayorīśvarakāritatvena tatstutaye tasya	Pala kAraNayoH Darma aDarmayoH ISvara kArita tvena tad stutaye tasya
   phalakāraṇatvopacārāditi /	Pala kAraNa tva upacArAt iti /
   samādhānārthaṃ sūtram /	samADAna arTam sUtram /
   oṃ pūrvaṃ tu bādarāyaṇo hetuvyapadeśāt oṃ //	om pUrvam tu bAdarAyaNaH hetu vyapadeSAt om //
   tenedamuktam /	tena idam uktam /
   apekṣata eveśvaro dharmādharmau /	apekzate eva ISvaraH Darma aDarmO /
   naca tāvatā tayorevāstu phalahetuteti yuktam /	na ca tAvatA tayoH eva astu Pala hetu ta iti yuktam /
   dharmāderiveśvarasyāpi phalahetutayā śrutisiddhatvena tyāgāyogāt /	Darma AdeH iva ISvarasya api Pala hetu tayA Sruti sidDa tvena tyAga ayogAt /
   bādhakābhāvena śruterupacaritārthatākalpanānupapatteḥ /	bADaka aBAvena SruteH upacarita arTa tA kalpana anupapatteH /
   gauravasyāprāmāṇikaviṣayatvāt /	gOravasya aprAmANika vizaya tvAt /
   parasya brahmaṇaḥ karmaṇaścobhayorhetutve sāmyāpattirityapi na vācyam /	parasya brahmaNaH karmaNaH ca uBayoH hetu tve sAmya ApattiH iti api na vAcyam /
   yataḥ phaladāne parameśvaraḥ kartṛtvena karma tu kāraṇatvena puṇyena	yatas Pala dAne parameSvaraH kartR tvena karma tu kAraNa tvena puNyena
   puṇyamityādau vyapadiśyate /	puNyam iti AdO vyapadiSyate /
   karaṇaṃ ca kartṛprayojyamiti prasiddhameveti /	karaNam ca kartR prayojyam iti prasidDam eva iti /
   tatredamāśaṅkayate /	tatra idam ASaFkayate /
   tathāpi karmāpekṣasyeśvarasya phaladāne 'nupacaritaṃ svātantryaṃ na	taTA api karma apekzasya ISvarasya Pala dAne anupacaritam svAtantryam na
   siddhayati /	sidDayati /
   tataśca na tasminbahumānātiśaya iti /	tatas ca na tasmin bahu mAna atiSayaH iti /
   etatparihāratvena pūrvapadaṃ vyākhyāti  sa eveti //	etat parihAra tvena pUrva padam vyAKyAti saH eva iti //
   pūrvaṃ tu bādarāyaṇo hetuvyapadeśāt | BBs_3,2.41 |	pUrvam tu bAdarAyaNaH hetu vyapadeSAt | BBH _3,2.41 |
   phalamata upapatteḥ | BBs_3,2.38 |	Palam atas upapatteH | BBH _3,2.38 |
   sa evāśeṣajīvasthanissaṅkhayānādikālikān /	saH eva aSeza jIva sTa nissaFKa yAna Adi kAlikAn /
   dharmādharmān sadā paśyan svecchayā bodhayatyajaḥ // MAnuv_3,2.202 //	Darma aDarmAn sadA paSyan sva icCayA boDayati ajaH // Ma anuv_3,2.202 //
   kāṃścit teṣāṃ phalaṃ caiva dadāti svayamacyutaḥ /	kAMScid tezAm Palam ca eva dadAti svayam acyutaH /
   na te viśeṣaṃ kamapi preraṇādikamucyate /	na te viSezam kam api preraNa Adikam ucyate /
   kuryuḥ kadāpi tenāyaṃ svatantro 'nupacārataḥ // MAnuv_3,2.203 //	kuryuH kadApi tena ayam svatantraH anupacArataH // Ma anuv_3,2.203 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   anādikālatvaṃ ca pravāhāpekṣayoktam kāṃścit bodhayati savyāpārīkaroti	anAdi kAla tvam ca pravAha apekzayA uktam kAMScid boDayati sa vyApArIkaroti
   svayameveti sambandhaḥ /	svayam eva iti sambanDaH /
   līlayā karaṇīkaroti na tu tena vinā dātuṃ na śaknotīti bhāvaḥ /	lIlayA karaNIkaroti na tu tena vinA dAtum na Saknoti iti BAvaH /
   yadetadatroktaṃ dharmādharmadarśanaṃ tatpreraṇaṃ tatphaladānaṃ	yat etat atra uktam Darma aDarma darSanam tat preraNam tad Pala dAnam
   tadapreryatvādikaṃ ceśvarasya /	tad aprerya tva Adikam ca ISvarasya /
   tadeva vicāryamāṇaṃ tasminmahāntaṃ bahumānamutpādayiṣyati kimu	tat eva vicAryamANam tasmin mahAntam bahu mAnam utpAdayizyati kim u
   samastapadārtha ityāśayavānkamarṇāṃ svarūpaṃ tāvatprapañcayati  karmāṇīti	samasta padArTaH iti ASayavAn kamarNAm svarUpam tAvat prapaQcayati karmANi iti
   karmāṇi tāni ca pṛthak cetanānyeva sarvaśaḥ /	karmANi tAni ca pRTak cetanAni eva sarvaSas /
   acetanaśarīrāṇi svakarmaphalabhāñci ca // MAnuv_3,2.204 //	acetana SarIrANi sva karma Pala BAQci ca // Ma anuv_3,2.204 //
   pratyekaṃ teṣu cānantakarmāṇyevaṃvidhāni ca /	pratyekam tezu ca ananta karmANi evaMviDAni ca /
   tāni caivam ... // MAnuv_3,2.205a c //	tAni ca evam ... // Ma anuv_3,2.205a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tānītyaśeṣajīvasthetyādyuktaviśeṣaṇāni /	tAni iti aSeza jIva sTA ityAdi ukta viSezaNAni /
   pṛthagityekaikadharmādharmādhiṣṭhā(tṛ)nabhūtāni muktavyāvṛttaye	pRTak iti eka eka Darma aDarma aDizWA( tR)naBUtAni mukta vyAvRttaye
   'cetanaśarīrāṇītyuktam /	acetana SarIrANi iti uktam /
   tata eva svakarmaphalabhāñji ca /	tatas eva sva karma Pala BAQji ca /
   teṣu karmābhimāniṣu /	tezu karma aBimAnizu /
   evaṃvidhānīti cetanatvādyuktadharmavanti tāni teṣvapi karmasu vartamānāni	evaMviDAni iti cetana tvAdi ukta Darmavanti tAni tezu api karmasu vartamAnAni
   tataḥ kimityata āha  itīśasyeti //	tatas kim iti atas Aha iti ISasya iti //
   ... itīśasya nissīmā śaktiruttamā // MAnuv_3,2.205cd //	... iti ISasya nissImA SaktiH uttamAH // Ma anuv_3,2.205cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   evaṃbhūtānāṃ karmaṇāṃ darśanādimataḥ /	evaMBUtAnAm karmaNAm darSana AdimataH /
   uttamā pratibandhādirahitatvāt /	uttamA pratibanDa Adi rahita tvAt /
   karmaṇāmevaṃvidhatvaṃ kuta ityata āha  ekaiveti //	karmaNAm evaMviDa tvam kutas iti atas Aha ekA eva iti //
   ekaiva brahmahatyā hi varāhahariṇoditā // MAnuv_3,2.206ab //	ekA eva brahmahatyA hi varAha hariNA uditAH // Ma anuv_3,2.206aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   hariṇaiva na tvarvācīnena /	hariNA eva na tvaru AcInena /
   varāhagrahaṇena vārāhapurāṇa iti sūcitam /	varAha grahaNena vArAhapurANaH iti sUcitam /
   uditā cetanatvādirūpeṇeti śeṣaḥ /	uditA cetanatu a Adi rUpeNa iti SezaH /
   tadeva darśayati  brahmapāreti //	tat eva darSayati brahmapArA iti //
   brahmapārastavenaiva niṣkrāntā rājadehataḥ // MAnuv_3,2.206cd //	brahmapAra stavena eva nizkrAntAH rAja dehataH // Ma anuv_3,2.206cd //
   stotrasya tasya māhātmyād vyādhatvaṃ gamitā punaḥ /	stotrasya tasya mAhAtmyAt vyADa tvam gamitA punar /
   prāpya jñānaṃ paraṃ cāpa tathānyānyapi sarvadā // MAnuv_3,2.207 //	prApya jQAnam param ca apa taTA anyAni api sarvadA // Ma anuv_3,2.207 //
   anantānyuditānyevaṃ prabhuṇā kapilena hi /	anantAni uditAni evam praBuNA kapilena hi /
   saṃsāre pacyamānāni karmāṇyapi pṛthak pṛthak // MAnuv_3,2.208 //	saMsAre pacyamAnAni karmANi api pRTak pRTak // Ma anuv_3,2.208 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   anena samagramitihāsaṃ saṃkṣepeṇa smārayanti /	anena samagram itihAsam saMkzepeNa smArayanti /
   vyādhatvādiprāptyā cetanatvādikaṃ gamyate /	vyADa tva Adi prAptyA cetana tu a Adikam gamyate /
   tathāśabdaḥ pramāṇasamuccaye /	taTA SabdaH pramANa samuccaye /
   anyāni brahmahatyāyāḥ /	anyAni brahmahatyAyAH /
   pṛthak pṛthaguditāni /	pRTak pRTak uditAni /
   evaṃ cetanatvādinā /	evam cetana tu a AdinA /
   hīti (parama)sā(ṅkhye)ṅkhyaprasiddhiṃ darśayati /	hi iti (parama)sA(FKye)FKya prasidDim darSayati /
   kathaṃ cetanatvādinā pratītisteṣāmityata uktam  saṃsāreti //	kaTam cetana tu a AdinA pratItiH tezAm iti atas uktam saMsAra iti //
   pādārthamupasaṃharati tasmāditi //	pAda arTam upasaMharati  tasmAt iti //
   tasmādanantamāhātmyaguṇapūgo janārdanaḥ /	tasmAt ananta mAhAtmya guNa pUgaH janArdanaH /
   bhaktyā paramayā'rādhya iti pādārtha īryate // MAnuv_3,2.209 //	BaktyA para mayA arADyaH iti pAda arTaH Iryate // Ma anuv_3,2.209 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   māhātmyaṃ śaktiḥ guṇā ānandādyāḥ /	mAhAtmyam SaktiH guNAH Ananda AdyAH /
   ārādhya upāsya ityuttarapādārthena saṅgatimasya sūcayati /	ArADyaH upAsyaH iti uttara pAda arTena saFgatim asya sUcayati /
   // iti śrīmatpūrṇapramatibhagavatpādasukṛteranuvyākhyānasya	// iti SrImat pUrNa pramati Bagavat pAda sukRteH anuvyAKyAnasya
   praguṇajayatīrthākhyayatinā //	praguNa jayatIrTa AKyayatinA //
   kṛtāyāṃ ṭīkāyāṃ viṣamapadavākyārthavivṛtau tṛtīyādhyāyasya dvitīyaḥ pādaḥ	kRtAyAm wIkAyAm vizama pada vAkya arTa vivRtO tRtIya aDyAyasya dvitIyaH pAdaH
   // iti śrīmannyāyasudhāyāṃ tṛtīyādhyāyasya dvitīyaḥ pādaḥ //	// iti SrImat nyAya suDAyAm tRtIya aDyAyasya dvitIyaH pAdaH //
   upāsanāsminpāda ucyata iti bhāṣyam /	upAsana asmin pAdaH ucyate iti BAzyam /
   tatropāsanārthasyāsya pādasya kā pūrveṇottareṇa vā saṅgatirityato 'sya	tatra upAsana arTasya asya pAdasya kA pUrveNa uttareNa vA saFgatiH iti atas asya
   pādasya saṅgatiṃ vadanprasaṅgādetadadhyāyagatapādacatuṣyayasyāpyāha 	pAdasya saFgatim vadan prasaFgAt etat aDyAya gata pAda catuzyayasya api Aha 
   vairāgyata iti //	vErAgyate iti //
   vairāgyato bhaktidārḍhyaṃ tenopāsā yadā bhavet /	vErAgyataH Bakti dArXyam tena upAsA yadA Bavet /
   āparokṣyaṃ bhaved viṣṇoriti pādakramo bhavet // MAnuv_3,3.1 //	Aparokzyam Bavet vizNoH iti pAda kramaH Bavet // Ma anuv_3,3.1 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   mīmāṃsāsādhyādvairāgyāttprāgeva bhakterbhāvyatvāddārḍhyamityuktam /	mImAMsA sADyAt vErAgyAtt prAk eva BakteH BAvya tvAt dArXyam iti uktam /
   yadāśabdo yasmādityarthe /	yadA SabdaH yasmAt iti arTe /
   tayāparokṣyaṃ bhavet /	tayA aparokzyam Bavet /
   iti tasmāt /	iti tasmAt /
   ayamarthaḥ /	ayam arTaH /
   sādhanavicāro 'yaṃ tāvadadhyāyaḥ /	sADana vicAraH ayam tAvat aDyAyaH /
   mokṣasādhanaṃ ca bhagavatprasāda eva /	mokza sADanam ca Bagavat prasAdaH eva /
   tatsādhanāni ca viṣayavairāgyaṃ bhagavadbhaktistadupāsanā tatsākṣātkāra	tad sADanAni ca vizaya vErAgyam Bagavat BaktiH tad upAsanA tad sAkzAtkAra
   iti catvāri /	iti catvAri /
   tāni ca na samakakṣyāṇi /	tAni ca na sama kakzyANi /
   kintvādau vairāgyaṃ sādhyam /	kintvA AdO vErAgyam sADyam /
   tena bhaktiḥ /	tena BaktiH /
   na hi heye rāgavata upādeye pramotpattirasti /	na hi heye rAgavataH upAdeye pramA utpattiH asti /
   dṛśyate tāvaditi cet /	dRSyate tAvat iti ced /
   nāsau dṛḍha(ḥ) premā /	na asO dRXa(H) premAH /
   ata evaṃ coktaṃ bhaktidārḍhyamiti /	atas evam ca uktam Bakti dArXyam iti /
   tena vairāgyeṇa bhaktidārḍhyena copāsā bhavet /	tena vErAgyeNa Bakti dArXyena ca upAsA Bavet /
   na hyanyatra rāgavatastatra	na hi anyatra rAgavataH tatra
   bhaktirahitasyādaranairantaryābhyāmanucintanamupapa(tpa)dyate /	Bakti rahitasya Adara nErantaryAByAm anucintanam upapa(tpa)dyate /
   upāsanayā cātidīgharkālamanuṣṭhitayā prasanno bhagavānātmānaṃ darśayati /	upAsanayA ca ati dIGarkAlam anuzWitayA prasannaH BagavAn AtmAnam darSayati /
   yasmādevaṃ vairāgyādīnāṃ kramastasmāttadviṣayāṇāmeṣāṃ pādānāmapyayaṃ kramo	yasmAt evam vErAgya AdInAm kramaH tasmAt tad vizayANAm ezAm pAdAnAm api ayam kramaH 
   bhavediti /	Bavet iti /
   *10,4f.*	*10,4f.*
   evametadadhyāyagatānāṃ caturṇāmapi pādānāmānantaryalakṣaṇāṃ	evam etat aDyAya gatAnAm caturNAm api pAdAnAm Anantarya lakzaNAm
