   Pariccheda 1	Pari=-CedaH 1
   māṃsakardamasaṃliptaṃ snāyubaddhāsthipañjaram // Bca_8.52 //	mAMsa-kardama-saMliptam snAyu-badDa-asTi-paQjaram // Bca_8.52 //
   svameva bahvamedhyaṃ te tenaiva dhṛtimācara /	svam-eva bahu-ameDyam te tena-eva DRtim-Acara /
   amedhyabhastrāmaparāṃ gūthaghasmara vismara // Bca_8.53 //	ameDya-BastrAm-aparAm gUTa-Gasmara vismara // Bca_8.53 //
   māṃsapriyo 'hamasyeti draṣṭuṃ spraṣṭuṃ ca vāñchasi /	mAMsapriyaH aham-asya-iti drazwum sprazwum ca vAQCasi /
   acetanaṃ svabhāvena māṃsaṃ tvaṃ kathamicchasi // Bca_8.54 //	acetanam svaBAvena mAMsam tvam kaTam-icCasi // Bca_8.54 //
   yadicchasi na taccittaṃ draṣṭuṃ spraṣṭuṃ ca śakyate /	yat-icCasi na tat-cittam drazwum sprazwum ca Sakyate /
   yacca śakyaṃ na tadvetti kiṃ tadāliṅgase mudhā // Bca_8.55 //	yat-ca Sakyam na tat-vetti kim tad-AliFgase muDA // Bca_8.55 //
   nāmedhyamayamanyasya kāyaṃ vetsītyanadbhutam /	na-ameDya-mayam-anyasya kAyam vA-itsi-iti-anadButam /
   svāmedhyamayameva tvaṃ taṃ nāvaiṣīti vismayaḥ // Bca_8.56 //	sva-ameDya-mayam-eva tvam tam na-avEzi-iti vismayaH // Bca_8.56 //
   vighanārkāṃśuvikacaṃ muktvā taruṇapaṅkajam /	viGana-arka-aMSu-vikacam muktvA taruNa-paFkajam /
   amedhyaśauṇḍacittasya kā ratirgūthapañjare // Bca_8.57 //	ameDya-SONxa-cittasya kA ratiH-gUTa-paQjare // Bca_8.57 //
   mṛdādyamedhyaliptatvād yadi na spraṣṭumicchasi /	mRd-Adi-ameDya-lipta-tvAt yadi na sprazwum-icCasi /
   yatastannirgataṃ kāyāt taṃ spraṣṭuṃ kathamicchasi // Bca_8.58 //	yatas-tad-nirgatam kAyAt tam sprazwum kaTam-icCasi // Bca_8.58 //
   yadi te nāśucau rāgaḥ kasmādāliṅgase param /	yadi te na-aSucO rAgaH kasmAt-AliFgase param /
   amedhyakṣetrasaṃbhūtaṃ tadbījaṃ tena vardhitam // Bca_8.59 //	ameDya-kzetra-saMBUtam tat-bIjam tena varDitam // Bca_8.59 //
   amedhyabhavamalpatvān na vāñchasyaśuciṃ kṛmim /	ameDya-Bavam-alpa-tvAt na vAQCasi-aSucim kRmim /
   bahvamedhyamayaṃ kāyam amedhyajamapīcchasi // Bca_8.60 //	bahu-ameDya-mayam kAyam ameDya-jam-api-icCasi // Bca_8.60 //
   na kevalamamedhyatvam ātmīyaṃ na jugupsasi /	na kevalam-ameDya-tvam AtmIyam na jugupsasi /
   amedhyabhāṇḍānaparān gūthaghasmara vāñchasi // Bca_8.61 //	ameDya-BANxAn-aparAn gUTa-Gasmara vAQCasi // Bca_8.61 //
   karpūrādiṣu hṛdyeṣu śālyannavyañjaneṣu vā /	karpUra-Adizu hRdyezu SAli-anna-vyaQjanezu vA /
   mukhakṣiptavisṛṣṭeṣu bhūmirapyaśucirmatā // Bca_8.62 //	muKa-kzipta-visRzwezu BUmiH-api-aSuciH-matA // Bca_8.62 //
   yadi pratyakṣamapyetad amedhyaṃ nādhimucyase /	yadi pratyakzam-api-etat ameDyam na-aDimucyase /
   śmaśāne patitān ghorān kāyān paśyāparānapi // Bca_8.63 //	SmaSAne patitAn GorAn kAyAn paSya-aparAn-api // Bca_8.63 //
   carmaṇyutpāṭite yasmād bhayamutpadyate mahat /	carmaNi-utpAwite yasmAt Bayam-utpadyate mahat /
   kathaṃ jñātvāpi tatraiva punarutpadyate ratiḥ // Bca_8.64 //	kaTam jQAtvA-api tatra-eva punar-utpadyate ratiH // Bca_8.64 //
   kāye nyasto 'pyasau gandhaś candanādeva nānyataḥ /	kAye nyastaH api-asO ganDaH candanAt-eva na-anyatas /
   anyadīyena gandhena kasmādanyatra rajyate // Bca_8.65 //	anyadIyena ganDena kasmAt-anyatra rajyate // Bca_8.65 //
   yadi svabhāvadaurgandhyād rāgo nātra śivaṃ nanu /	yadi svaBAva-dOrganDyAt rAgaH na-atra Sivam nanu /
   kimanartharucirlokas taṃ gandhenānulimpati // Bca_8.66 //	kim-anarTa-ruciH-lokaH tam ganDena-anulimpati // Bca_8.66 //
   kāyasyātra kimāyātaṃ sugandhi yadi candanam /	kAyasya-atra kim-AyAtam suganDi yadi candanam /
   anyadīyena gandhena kasmādanyatra rajyate // Bca_8.67 //	anyadIyena ganDena kasmAt-anyatra rajyate // Bca_8.67 //
   yadi keśanakhairdīrghair dantaiḥ samalapāṇḍuraiḥ /	yadi keSa-naKEH-dIrGEH dantEH sa-mala-pANxurEH /
   malapaṅkadharo nagnaḥ kāyaḥ prakṛtibhīṣaṇaḥ // Bca_8.68 //	mala-paFka-DaraH nagnaH kAyaH prakRti-BIzaNaH // Bca_8.68 //
   sa kiṃ saṃskriyate yatnād ātmaghātāya śastravat /	sa kim saMskriyate yatnAt Atma-GAtAya Sastra-vat /
   ātmavyāmohanodyuktair unmattairākulā mahī // Bca_8.69 //	Atma-vyAmohana-udyuktEH unmattEH-AkulA mahI // Bca_8.69 //
   kaṅkālān katiciddṛṣṭvā śmaśāne kila te ghṛṇā /	kaFkAlAn katicid-dRzwvA SmaSAne kila te GRNA /
   grāmaśmaśāne ramase calatkaṅkālasaṃkule // Bca_8.70 //	grAma-SmaSAne ramase calat-kaFkAla-saMkule // Bca_8.70 //
   evaṃ cāmedhyamapyetad vinā mūlyaṃ na labhyate /	evam ca-ameDyam-api-etat vinA mUlyam na laByate /
   tadarthamarjanāyāso narakādiṣu ca vyathā // Bca_8.71 //	tad-arTam-arjana-AyAsaH naraka-Adizu ca vyaTA // Bca_8.71 //
   śiśornārjanasāmarthyaṃ kenāsau yauvane sukhī /	SiSoH-na-arjana-sAmarTyam kena-asO yOvane suKI /
   yātyarjanena tāruṇyaṃ vṛddhaḥ kāmaiḥ karoti kim // Bca_8.72 //	yAti-arjanena tAruNyam vRdDaH kAmEH karoti kim // Bca_8.72 //
   keciddināntavyāpāraiḥ pariśrāntāḥ kukāminaḥ /	kecid-dina-anta-vyApArEH pariSrAntAH kukAminaH /
   gṛhamāgatya sāyāhne śerate sma mṛtā iva // Bca_8.73 //	gRham-Agatya sAyAhne Serate sma mRtAH iva // Bca_8.73 //
   daṇḍayātrābhirapare pravāsakleśaduḥkhitāḥ /	daNxa-yAtrABiH-apare pravAsa-kleSa-duHKitAH /
   vatsarairapi nekṣante putradārāṃstadarthinaḥ // Bca_8.74 //	vatsarEH-api na-Ikzante putra-dArAn=-tad-arTinaH // Bca_8.74 //
   yadarthamiva vikrīta ātmā kāmavimohitaiḥ /	yad-arTam-iva vikrItaH AtmA kAma-vimohitEH /
   tanna prāptaṃ mudhaivāyur nītaṃ tu parakarmaṇā // Bca_8.75 //	tat-na prAptam muDA-eva-AyuH nItam tu para-karmaNA // Bca_8.75 //
   vikrītasvātmabhāvānāṃ sadā preṣaṇakāriṇām /	vikrIta-sva-Atma-BAvAnAm sadA prezaNa-kAriNAm /
   prasūyante striyo 'nyeṣām aṭavīviṭapādiṣu // Bca_8.76 //	prasUyante striyaH anyezAm awavI-viwapa-Adizu // Bca_8.76 //
   raṇaṃ jīvitasaṃdehaṃ viśanti kila jīvitam /	raNam jIvita-saMdeham viSanti kila jIvitam /
   mānārthaṃ dāsatāṃ yānti mūḍhāḥ kāmaviḍambitāḥ // Bca_8.77 //	mAna-arTam dAsa-tAm yAnti mUXAH kAma-vixambitAH // Bca_8.77 //
   chidyante kāminaḥ kecid anye śūlasamarpitāḥ /	Cidyante kAminaH kecid anye SUla-samarpitAH /
   dṛśyante dahyamānāśca hanyamānāśca śaktibhiḥ // Bca_8.78 //	dRSyante dahyamAnAH-ca hanyamAnAH-ca SaktiBiH // Bca_8.78 //
   arjanarakṣaṇanāśaviṣādair arthamanarthamanantamavaihi /	arjana-rakzaNa-nASa-vizAdEH arTam-anarTam-anantam-avEhi /
   vyagratayā dhanasaktamatīnāṃ nāvasaro bhavaduḥkhavimukteḥ // Bca_8.79 //	vyagratayA Dana-sakta-matInAm na-avasaraH Bava-duHKa-vimukteH // Bca_8.79 //
   evamādīnavo bhūyān alpāsvādastu kāminām /	evam-AdInavaH BUyAn alpa-AsvAdaH-tu kAminAm /
   śakaṭaṃ vahato yadvat paśorghāsalavagrahaḥ // Bca_8.80 //	Sakawam vahataH yadvat paSoH-GAsa-lava-grahaH // Bca_8.80 //
   tasyāsvādalavasyārthe yaḥ paśorapyadurlabhaḥ /	tasya-AsvAda-lavasya-arTe yaH paSoH-api-a-durlaBaH /
   hatā daivahateneyaṃ kṣaṇasaṃpatsudurlabhā // Bca_8.81 //	hatAH dEva-hatena-iyam kzaNa-saMpad-su-durlaBA // Bca_8.81 //
   avaśyaṃ ganturalpasya narakādiprapātinaḥ /	avaSyam gantuH-alpasya naraka-Adi-prapAtinaH /
   kāyasyārthe kṛto yo 'yaṃ sarvakālaṃ pariśramaḥ // Bca_8.82 //	kAyasya-arTe kRtaH yaH ayam sarvakAlam pariSramaH // Bca_8.82 //
   tataḥ koṭiśatenāpi śramabhāgena buddhatā /	tatas kowi-Satena-api Srama-BAgena budDa-tA /
   caryāduḥkhānmahadduḥkhaṃ sā ca bodhirna kāminām // Bca_8.83 //	caryA-duHKAt-mahat-duHKam sA ca boDiH-na kAminAm // Bca_8.83 //
   na śastraṃ na viṣaṃ nāgnir na prapāto na vairiṇaḥ /	na Sastram na vizam na-agniH na prapAtaH na vEriNaH /
   kāmānāmupamāṃ yānti narakādivyathāsmṛteḥ // Bca_8.84 //	kAmAnAm-upamAm yAnti naraka-Adi-vyaTA-smRteH // Bca_8.84 //
   evamudvijya kāmebhyo viveke janayedratim /	evam-udvijya kAmeByaH viveke janayet-ratim /
   kalahāyāsaśūnyāsu śāntāsu vanabhūmiṣu // Bca_8.85 //	kalaha-AyAsa-SUnyAsu SAntAsu vana-BUmizu // Bca_8.85 //
   dhanyaiḥ śaśāṅkakaracandanaśītaleṣu ramyeṣu harmyavipuleṣu śilātaleṣu /	DanyEH SaSAFka-kara-candana-SItalezu ramyezu harmya-vipulezu SilA-talezu /
   niḥśabdasaumyavanamārutavījyamānaiḥ caṃkramyate parahitāya vicintyate ca	niHSabda-sOmya-vana-mAruta-vIjyamAnEH caMkramyate para-hitAya vicintyate ca
   // Bca_8.86 //	// Bca_8.86 //
   vihṛtya yatra kvacidiṣṭakālaṃ śūnyālaye vṛkṣatale guhāsu /	vihRtya yatra kvacid-izwa-kAlam SUnya-Alaye vRkza-tale guhAsu /
   parigraharakṣaṇakhedamuktaḥ caratyapekṣāvirato yatheṣṭam // Bca_8.87 //	parigraha-rakzaNa-Keda-muktaH carati-apekzA-virataH yaTezwam // Bca_8.87 //
   svacchandacāryanilayaḥ pratibaddho na kasyacit /	svacCanda-cArya-nilayaH pratibadDaH na kasyacid /
   yatsaṃtoṣasukhaṃ bhuṅkte tadindrasyāpi durlabham // Bca_8.88 //	yat-saMtoza-suKam BuFkte tad-indrasya-api durlaBam // Bca_8.88 //
   evamādibhirākārair vivekaguṇabhāvanāt /	evamAdiBiH-AkArEH viveka-guNa-BAvanAt /
   upaśāntavitarkaḥ san bodhicittaṃ tu bhāvayet // Bca_8.89 //	upaSAnta-vitarkaH san boDi-cittam tu BAvayet // Bca_8.89 //
   parātmasamatāmādau bhāvayedevamādarāt /	parAtma-sama-tAm-AdO BAvayet-evam-AdarAt /
   samaduḥkhasukhāḥ sarve pālanīyā mayātmavat // Bca_8.90 //	sama-duHKa-suKAH sarve pAlanIyAH mayA-Atma-vat // Bca_8.90 //
   hastādibhedena bahuprakāraḥ kāyo yathaikaḥ paripālanīyaḥ /	hasta-Adi-Bedena bahu-prakAraH kAyaH yaTA-ekaH paripAlanIyaH /
   tathā jagadbhinnamabhinnaduḥkha-sukhātmakaṃ sarvamidaṃ tathaiva //	taTA jagat-Binnam-aBinna-duHKa--suKa-Atmakam sarvam-idam taTA-eva //
   Bca_8.91 //	Bca_8.91 //
   yadyapyanyeṣu deheṣu madduḥkhaṃ na prabādhate /	yadi-api-anyezu dehezu mad-duHKam na prabADate /
   tathāpi tadduḥkhameva mamātmasnehaduḥsaham // Bca_8.92 //	taTA-api tad-duHKam-eva mama-Atma-sneha-duHsaham // Bca_8.92 //
   tathā yadyapyasaṃvedyam anyadduḥkhaṃ mayātmanā /	taTA yadi-api-asaMvedyam anyat-duHKam mayA-AtmanA /
   tathāpi tasya tadduḥkham ātmasnehena duḥsaham // Bca_8.93 //	taTA-api tasya tad-duHKam Atma-snehena duHsaham // Bca_8.93 //
   mayānyaduḥkhaṃ hantavyaṃ duḥkhatvādātmaduḥkhavat /	mayA-anya-duHKam hantavyam duHKa-tvAt-Atma-duHKa-vat /
   anugrāhyā mayānye 'pi sattvatvādātmasattvavat // Bca_8.94 //	anugrAhyAH mayA-anye api sattva-tvAt-Atma-sattva-vat // Bca_8.94 //
   yadā mama pareṣāṃ ca tulyameva sukhaṃ priyam /	yadA mama parezAm ca tulyam-eva suKam priyam /
   tadātmanaḥ ko viśeṣo yenātraiva sukhodyamaḥ // Bca_8.95 //	tad-A-AtmanaH kaH viSezaH yena-atra-eva suKa-udyamaH // Bca_8.95 //
   yadā mama pareṣāṃ ca bhayaṃ duḥkhaṃ ca na priyam /	yadA mama parezAm ca Bayam duHKam ca na priyam /
   tadātmanaḥ ko viśeṣo yattaṃ rakṣāmi netaram // Bca_8.96 //	tad-A-AtmanaH kaH viSezaH yattam rakzAmi na-itaram // Bca_8.96 //
   tadduḥkhena na me bādhety ato yadi na rakṣyate /	tad-duHKena na me bADA-iti atas yadi na rakzyate /
   nāgāmikāyaduḥkhānme bādhā tatkena rakṣyate // Bca_8.97 //	na-AgAmi-kAya-duHKAt-me bADA tat-kena rakzyate // Bca_8.97 //
   ahameva tadāpīti mithyeyaṃ pratikalpanā /	aham-eva tadA-api-iti miTyA-iyam pratikalpanA /
   anya eva mṛto yasmād anya eva prajāyate // Bca_8.98 //	anyaH eva mRtaH yasmAt anyaH eva prajAyate // Bca_8.98 //
   yadi yasyaiva yadduḥkhaṃ rakṣyaṃ tasyaiva tanmatam /	yadi yasya-eva yat-duHKam rakzyam tasya-eva tat-matam /
   pādaduḥkhaṃ na hastasya kasmāt tattena rakṣyate // Bca_8.99 //	pAda-duHKam na hastasya kasmAt tat-tena rakzyate // Bca_8.99 //
   ayuktamapi cedetad ahaṃkārātpravartate /	ayuktam-api ced-etat ahaMkArAt-pravartate /
   yadayuktaṃ nivartyaṃ tat svamanyacca yathābalam // Bca_8.100 //	yat-ayuktam nivartyam tat svam-anyat-ca yaTAbalam // Bca_8.100 //
   saṃtānaḥ samudāyaśca paṅktisenādivanmṛṣā /	saMtAnaH samudAyaH-ca paFkti-senA-Adi-vat-mRzA /
   yasya duḥkhaṃ sa nāstyasmāt kasya tat svaṃ bhaviṣyati // Bca_8.101 //	yasya duHKam sa na-asti-asmAt kasya tat svam Bavizyati // Bca_8.101 //
   asvāmikāni duḥkhāni sarvāṇyevāviśeṣataḥ /	asvAmikAni duHKAni sarvANi-eva-aviSezatas /
   duḥkhatvādeva vāryāṇi niyamastatra kiṃkṛtaḥ // Bca_8.102 //	duHKa-tvAt-eva vAryANi niyamaH-tatra kiMkRtaH // Bca_8.102 //
   duḥkhaṃ kasmānnivāryaṃ cet sarveṣāmavivādataḥ /	duHKam kasmAt-nivAryam ced sarvezAm-avivAdataH /
   vāryaṃ cetsarvamapyevaṃ na cedātmani sarvavat // Bca_8.103 //	vAryam ced-sarvam-api-evam na ced-Atmani sarva-vat // Bca_8.103 //
   kṛpayā bahu duḥkhaṃ cet kasmādutpadyate balāt /	kRpayA bahu duHKam ced kasmAt-utpadyate balAt /
   jagadduḥkhaṃ nirūpyedaṃ kṛpāduḥkhaṃ kathaṃ bahu // Bca_8.104 //	jagat-duHKam nirUpya-idam kRpA-duHKam kaTam bahu // Bca_8.104 //
   bahūnāmekaduḥkhena yadi duḥkhaṃ vigacchati /	bahUnAm-eka-duHKena yadi duHKam vigacCati /
   utpādyameva tadduḥkhaṃ sadayena parātmanoḥ // Bca_8.105 //	utpAdyam-eva tad-duHKam sa-dayena para-AtmanoH // Bca_8.105 //
   ataḥ supuṣpacandreṇa jānatāpi nṛpāpadam /	atas su-puzpa-candreNa jAnatA-api nRpa-Apadam /
   ātmaduḥkhaṃ na nihataṃ bahūnāṃ duḥkhināṃ vyayāt // Bca_8.106 //	Atma-duHKam na nihatam bahUnAm duHKinAm vyayAt // Bca_8.106 //
   evaṃ bhāvitasaṃtānāḥ paraduḥkhasamapriyāḥ /	evam BAvita-saMtAnAH para-duHKa-sama-priyAH /
   avīcimavagāhante haṃsāḥ padmavanaṃ yathā // Bca_8.107 //	avIcim-avagAhante haMsAH padma-vanam yaTA // Bca_8.107 //
   mucyamāneṣu sattveṣu ye te prāmodyasāgarāḥ /	mucyamAnezu sattvezu ye te prAmodya-sAgarAH /
   taireva nanu paryāptaṃ mokṣeṇārasikena kim // Bca_8.108 //	tEH-eva nanu paryAptam mokzeNa-arasikena kim // Bca_8.108 //
   ataḥ parārthaṃ kṛtvāpi na mado na ca vismayaḥ /	atas para-arTam kRtvA-api na madaH na ca vismayaH /
   na vipākaphalākāṅkṣā parārthaikāntatṛṣṇayā // Bca_8.109 //	na vipAka-Pala-AkAFkzA para-arTa-ekAnta-tRzNayA // Bca_8.109 //
   tasmādyathāntaśo 'varṇād ātmānaṃ gopayāmyaham /	tasmAt-yaTA-antaSas avarNAt AtmAnam gopayAmi-aham /
   rakṣācittaṃ dayācittaṃ karomyevaṃ pareṣvapi // Bca_8.110 //	rakzA-cittam dayA-cittam karomi-evam parezu-api // Bca_8.110 //
   abhyāsādanyadīyeṣu śukraśoṇitabinduṣu /	aByAsAt-anyadIyezu Sukra-SoNita-binduzu /
   bhavatyahamiti jñānam asatyapi hi vastuni // Bca_8.111 //	Bavati-aham-iti jQAnam asati-api hi vastuni // Bca_8.111 //
   tathākāyo 'nyadīyo 'pi kimātmeti na gṛhyate /	taTA-kAyaH anyadIyaH api kim-AtmA-iti na gRhyate /
   paratvaṃ tu svakāyasya sthitameva na duṣkaram // Bca_8.112 //	para-tvam tu sva-kAyasya sTitam-eva na duzkaram // Bca_8.112 //
   jñātvā sadoṣamātmānaṃ parānapi guṇodadhīn /	jQAtvA sa-dozam-AtmAnam parAn-api guNa-udaDIn /
   ātmabhāvaparityāgaṃ parādānaṃ ca bhāvayet // Bca_8.113 //	Atma-BAva-parityAgam parAdAnam ca BAvayet // Bca_8.113 //
   kāyasyāvayavatvena yathābhīṣṭāḥ karādayaḥ /	kAyasya-avayava-tvena yaTA-aBIzwAH kara-AdayaH /
   jagato 'vayavatvena tathā kasmānna dehinaḥ // Bca_8.114 //	jagataH avayava-tvena taTA kasmAt-na dehinaH // Bca_8.114 //
   yathātmabuddhirabhyāsāt svakāye 'smin nirātmake /	yaTA-Atma-budDiH-aByAsAt sva-kAye asmin nirAtmake /
   pareṣvapi tathātmatvaṃ kimabhyāsānna jāyate // Bca_8.115 //	parezu-api taTA-Atma-tvam kim-aByAsAt-na jAyate // Bca_8.115 //
   evaṃ parārthaṃ kṛtvāpi na mado na ca vismayaḥ /	evam para-arTam kRtvA-api na madaH na ca vismayaH /
   ātmānaṃ bhojayitvaiva phalāśā na ca jāyate // Bca_8.116 //	AtmAnam BojayitvA-eva Pala-ASA na ca jAyate // Bca_8.116 //
   tasmādyathārtiśokāder ātmānaṃ goptumicchasi /	tasmAt-yaTA-Arti-Soka-AdeH AtmAnam goptum-icCasi /
   rakṣācittaṃ dayācittaṃ jagatyabhyasyatāṃ tathā // Bca_8.117 //	rakzA-cittam dayA-cittam jagati-aByasyatAm taTA // Bca_8.117 //
   adhyatiṣṭhadatho nāthaḥ scanāmāpyavalokitaḥ /	aDyatizWat-aTo nATaH scanAmA-api-avalokitaH /
   parṣacchāradyabhayamapy apanetuṃ janasya hi // Bca_8.118 //	parzad-SAradya-Bayam-api apanetum janasya hi // Bca_8.118 //
   duṣkarānna nivarteta yasmādabhyāsaśaktitaḥ /	duzkarAt-na nivarteta yasmAt-aByAsa-SaktitaH /
   yasyaiva śravaṇāttrāsas tenaiva na vinā ratiḥ // Bca_8.119 //	yasya-eva SravaNAt-trAsaH tena-eva na vinA ratiH // Bca_8.119 //
   ātmānaṃ ca parāṃścaiva yaḥ śīghraṃ trātumicchati /	AtmAnam ca parAn=-ca-eva yaH SIGram trAtum-icCati /
   sa caretparamaṃ guhyaṃ parātmaparivartanam // Bca_8.120 //	sa caret-paramam guhyam para-Atma-parivartanam // Bca_8.120 //
   yasminnātmanyatisnehād alpādapi bhayādbhayam /	yasmin=-Atmani-atisnehAt alpAt-api BayAt-Bayam /
   na dviṣetkastamātmānaṃ śatruvadyo bhayāvahaḥ // Bca_8.121 //	na dvizet-kaH-tam-AtmAnam Satru-vat-yaH Baya-AvahaH // Bca_8.121 //
   yo mandya kṣutpipāsādi-pratīkāracikīrṣayā /	yaH mandya kzuD-pipAsA-Adi-pratIkAra-cikIrzayA /
   pakṣimatsyamṛgān hanti paripanthaṃ ca tiṣṭhati // Bca_8.122 //	pakzi-matsya-mRgAn hanti paripanTam ca tizWati // Bca_8.122 //
   yo lābhasatkriyāhetoḥ pitarāvapi mārayet /	yaH lABa-satkriyA-hetoH pitarO=-api mArayet /
   ratnatrayasvamādadyād yenāvīcīndhano bhavet // Bca_8.123 //	ratnatraya-svam-AdadyAt yena-avIci-inDanaH Bavet // Bca_8.123 //
   kaḥ paṇḍitastamātmānam icchedrakṣet prapūjayet /	kaH paNxitaH-tam-AtmAnam icCet-rakzet prapUjayet /
   na paśyecchatruvaccainaṃ kaścainaṃ pratimānayet // Bca_8.124 //	na paSyet-Satru-vat-ca-enam kaH-ca-enam pratimAnayet // Bca_8.124 //
   yadi dāsyāmi kiṃ bhokṣya ityātmārthe piśācatā /	yadi dAsyAmi kim Bokzye iti-Atma-arTe piSAca-tA /
   yadi bhokṣye kiṃ dadāmīti parārthe devarājatā // Bca_8.125 //	yadi Bokzye kim dadAmi-iti para-arTe devarAja-tA // Bca_8.125 //
   ātmārthaṃ pīḍayitvānyaṃ narakādiṣu pacyate /	Atma-arTam pIxayitvA-anyam naraka-Adizu pacyate /
   ātmānaṃ pīḍayitvā tu parārthaṃ sarvasaṃpadaḥ // Bca_8.126 //	AtmAnam pIxayitvA tu para-arTam sarva-saMpadaH // Bca_8.126 //
   durgatirnīcatā maurkhyaṃ yayaivātmonnatīcchayā /	durgatiH-nIcatA mOrKyam yayA-eva-Atma-unnati-icCayA /
   tāmevānyatra saṃkrāmya sugatiḥ satkṛtirmatiḥ // Bca_8.127 //	tAm-eva-anyatra saMkrAmya sugatiH satkRtiH-matiH // Bca_8.127 //
   ātmārthaṃ paramājñapya dāsatvādyanubhūyate /	Atma-arTam param-a-AjQapya dAsa-tva-Adi-anuBUyate /
   parārthaṃ tvenamājñapya svāmitvādyanubhūyate // Bca_8.128 //	para-arTam tu-enam-AjQapya svAmi-tva-Adi-anuBUyate // Bca_8.128 //
   ye kecid duḥkhitā loke sarve te svasukhecchayā /	ye kecid duHKitAH loke sarve te sva-suKa-icCayA /
   ye kecit sukhitā loke sarve te 'nyasukhecchayā // Bca_8.129 //	ye kecid suKitAH loke sarve te anya-suKa-icCayA // Bca_8.129 //
   bahunā vā kimuktena dṛśyatāmidamantaram /	bahunA vA kim-uktena dRSyatAm-idam-antaram /
   svārthārthinaśca bālasya muneścānyārthakāriṇaḥ // Bca_8.130 //	sva-arTa-arTinaH-ca bAlasya muneH-ca-anya-arTa-kAriNaH // Bca_8.130 //
   na nāma sādhyaṃ buddhatvaṃ saṃsāre 'pi kutaḥ sukham /	na nAma sADyam budDa-tvam saMsAre api kutas suKam /
   svasukhasyānyaduḥkhena parivartamakurvataḥ // Bca_8.131 //	sva-suKasya-anya-duHKena parivartam-akurvataH // Bca_8.131 //
   āstāṃ tāvatparo loko dṛṣṭo 'pyartho na sidhyati /	AstAm tAvat-paraH lokaH dRzwaH api-arTaH na siDyati /
   bhṛtyasyākurvataḥ karma svāmino 'dadato bhṛtim // Bca_8.132 //	BRtyasya-akurvataH karma svAminaH adadataH BRtim // Bca_8.132 //
   tyaktvānyo 'nyasukhotpādaṃ dṛṣṭādṛṣṭasukhotsavam /	tyaktvA-anyaH anya-suKa-utpAdam dRzwa-adRzwa-suKa-utsavam /
   anyo 'nyaduḥkhanādghoraṃ duḥkhaṃ gṛhṇanti mohitāḥ // Bca_8.133 //	anyaH anya-duHKanAt-Goram duHKam gRhNanti mohitAH // Bca_8.133 //
   upadravā ye ca bhavanti koke yāvanti duḥkhāni bhayāni caiva /	upadravAH ye ca Bavanti koke yAvanti duHKAni BayAni ca-eva /
   sarvāṇi tānyātmaparigraheṇa tatkiṃ mamānena parigraheṇa // Bca_8.134 //	sarvANi tAni-Atma-parigraheNa tat-kim mama-anena parigraheNa // Bca_8.134 //
   ātmānamaparityajya duḥkhaṃ tyaktuṃ na śakyate /	AtmAnam-aparityajya duHKam tyaktum na Sakyate /
   yathāgnimaparityajya dāhaṃ tyaktuṃ na śakyate // Bca_8.135 //	yaTA-agnim-aparityajya dAham tyaktum na Sakyate // Bca_8.135 //
   tasmātsvaduḥkhaśāntyarthaṃ paraduḥkhaśamāya ca /	tasmAt-sva-duHKa-SAnti-arTam para-duHKa-SamAya ca /
   dadāmyanyebhya ātmānaṃ parān gṛhṇāmi cātmavat // Bca_8.136 //	dadAmi-anyeByaH AtmAnam parAn gRhNAmi ca-Atma-vat // Bca_8.136 //
   anyasaṃbaddhamasmīti niścayaṃ kuru me manaḥ /	anya-saMbadDam-asmi-iti niScayam kuru me manaH /
   sarvasattvārthamutsṛjya nānyaccintyaṃ tvayādhunā // Bca_8.137 //	sarva-sattva-arTam-utsRjya na-anyat-cintyam tvayA-aDunA // Bca_8.137 //
   na yuktaṃ svārthadṛṣṭyādi tadīyaiścakṣurādibhiḥ /	na yuktam sva-arTa-dRzwi-Adi tadIyEH-cakzuH-AdiBiH /
   na yuktaṃ syandituṃ svārtham anyadīyaiḥ karādibhiḥ // Bca_8.138 //	na yuktam syanditum sva-arTam anyadIyEH kara-AdiBiH // Bca_8.138 //
   tena sattvaparo bhūtvā kāye 'sminyadyadīkṣase /	tena sattva-paraH BUtvA kAye asmin-yat-yat-Ikzase /
   tattadevāpahṛtyāsmāt parebhyo hitamācara // Bca_8.139 //	tat-tat-eva-apahRtya-asmAt pareByaH hitam-Acara // Bca_8.139 //
   hīnādiṣvātmatāṃ kṛtvā paratvamapi cātmani /	hIna-Adizu-Atma-tAm kRtvA paratvam-api ca-Atmani /
   bhāvayerṣyāṃ ca mānaṃ ca nirvikalpyena cetasā // Bca_8.140 //	BAvaya-IrzyAm ca mAnam ca nirvikalpyena cetasA // Bca_8.140 //
   eṣa satkriyate nāhaṃ lābhī nāhamayaṃ yathā /	eza satkriyate na-aham lABI na-aham-ayam yaTA /
   stūyate 'yamahaṃ nindyo duḥkhito 'hamayaṃ sukhī // Bca_8.141 //	stUyate ayam-aham nindyaH duHKitaH aham-ayam suKI // Bca_8.141 //
   ahaṃ karomi karmāṇi tiṣṭhatyeṣa tu susthitaḥ /	aham karomi karmANi tizWati-eza tu susTitaH /
   ayaṃ kila mahā/lloke nīco 'haṃ kila nirguṇaḥ // Bca_8.142 //	ayam kila mahA/lloke nIcaH aham kila nirguNaH // Bca_8.142 //
