   Maitrāyaṇī Saṃhitā	MEtrAyaNI  SaMhitA
   svargam evainaṃ lokaṃ gamayitvātha kāmaṃ carati //	svargam eva enam lokam gamayitvA aTa kAmam carati //
   ity uparikāṇḍe pañcamaḥ prapāṭhakaḥ //MS_3,5.5//	iti upari kANxe paQcamaH prapAWakaH //n= _3,5.5//
   āgnāvaiṣṇavam ekādaśakapālaṃ nirvaped agnir vai sarvā devatā viṣṇur yajño	AgnAvEzNavam ekAdaSa kapAlam nirvapet agniH vE sarvAH devatAH vizNuH yajQaH 
   devatāś caiva yajñaṃ cālabdhāgnir vai yajñasyānto 'vastād viṣṇuḥ purastād	devatAH ca eva yajQam ca alabDa agniH vE yajQasya antaH avastAt vizNuH purastAd
   ubhayata eva yajñasyāntā ālabdha tad āhur na ṛta indrād yajño 'stv iti yad	uBayatas eva yajQasya antAH AlabDa tat AhuH na RtaH indrAt yajQaH astu iti yat 
   aṣṭākapalas tenāgneyo yat trikapālas tena vaiṣṇavo yad ekādaśakapālaḥ	azwAka palaH tena AgneyaH yat tri kapAlaH tena vEzNavaH yat ekAdaSa kapAlaH
   saṃpadyate tenaindro 'gnir vai yajñasya pavitraṃ viṣṇur yajñaḥ	saMpadyate tena EndraH agniH vE yajQasya pavitram vizNuH yajQaH
   pavitrapūtam eva yajñam ālabdha medhasya vā etad yajñasya rūpaṃ yat	pavitra pUtam eva yajQam AlabDa meDasya vE etat yajQasya rUpam yat 
   puroḍāśas tasmāt puroḍāśa eva kāryaś carū kurvanti dhenvā vai ghṛtaṃ payo	puroxASaH tasmAt puroxASaH eva kAryaH carU kurvanti DenvAH vE GRtam payaH 
   'naḍuhas taṇḍulās tan mithunaṃ mithunam evāsya yajñamukhe dadhāti tejo vai	anaxuhaH taNxulAH tat miTunam miTunam eva asya yajQa muKe daDAti tejaH vE
   ghṛtaṃ tejasa eva prajāyate puruṣo vā eṣa medhāyālabhyate puruṣasyeva hy	GRtam tejasaH eva prajAyate puruzaH vE eza meDAya AlaByate puruzasya iva hi 
   eṣā pratimā yata iva hi rūpaṃ tasmāc carur eva kāryo vedimati dīkṣate	ezA pratimA yatas iva hi rUpam tasmAt caruH eva kAryaH vedimati dIkzate
   vindā iti vai vedimati dīkṣate vindate ha vai yo vedimati dīkṣate 'tho	vindAH iti vE vedimati dIkzate vindate ha vE yaH vedimati dIkzate aTo
   yajñapatha evādīkṣiṣṭa vedyā vai devā imam asurāṇām avindatemām eva	yajQa paTaH eva adIkzizwa vedyAH vE devAH imam asurANAm avindata imAm eva
   vindate yo vedimati dīkṣate 'tho yajñapatham evālabdha prācīnavaṃśaṃ	vindate yaH vedimati dIkzate aTo yajQa paTam eva alabDa prAcIna vaMSam
   kurvanti diśo yad imāṃ vyakalpayann imām eva devebhyo 'kalpayann imāṃ	kurvanti diSaH yat imAm vyakalpayan imAm eva deveByaH akalpayan imAm
   pitṛbhya imām asurebhya imāṃ manuṣyebhyo devatām eṣa upaiti yo dīkṣate	pitRByaH imAm asureByaH imAm manuzyeByaH devatAm ezaH upEti yaH dIkzate
   devānām eva diśam upāvartate prācīnām eva diśam upāvartate 'tho	devAnAm eva diSam upAvartate prAcInAm eva diSam upAvartate aTo
   devakṣetram eva prāvasyati pariśrayanty antarhito vai daivāt kṣayān	deva kzetram eva prAvasyati pariSrayanti antarhitaH vE dEvAt kzayAn
   mānuṣaḥ kṣayo mānuṣād evainaṃ kṣayād antardadhaty atho rakṣasām	mAnuzaH kzayaH mAnuzAt eva enam kzayAt antardaDati aTo rakzasAm
   ananvavāyāyaiti vā eṣo 'smāl lokād yo dīkṣate janaṃ hy eti devalokam	ananvavAyAya eti vE ezaH asmAt lokAt yaH dIkzate janam hi eti deva lokam
   abhyārohati pariśrayanto 'tirokān kurvanti tenāsmāl lokān naiti tenāsmiṃl	aByArohati pariSrayantaH ati rokAn kurvanti tena asmAt lokAn na eti tena asmin= 
   loke dhṛtaḥ purastāt prāyaṇaṃ kuryāt svargakāmasyāsau vā ādityaḥ svargo	loke DRtaH purastAt prAyaNam kuryAt svarga kAmasya asO vA AdityaH svargaH 
   loko 'muṣyainam ādityasya sāmakṣaṃ gamayati dakṣiṇataḥ prāyaṇaṃ kuryād yaṃ	lokaH amuzya enam Adityasya sAmakzam gamayati dakziNatas prAyaNam kuryAt yam
   kāmayeta pitṛloka ṛdhnuyād ity eṣā vai pitπṇāṃ dik pitṛloka eva ṛdhnoti	kAmayeta pitR lokaH RDnuyAt iti ezA vE pitπNAm diS pitR lokaH eva RDnoti
   paścāt prāyaṇaṃ kuryāt prajākāmasya paścād vai reto dhīyate reto dīkṣito	paScAt prAyaNam kuryAt prajA kAmasya paScAt vE retaH DIyate retaH dIkzitaH 
   reto 'smin dadhāty uttarataḥ prāyaṇaṃ kuryād yaṃ kāmayeta manuṣyaloka	retaH asmin daDAti uttaratas prAyaNam kuryAt yam kAmayeta manuzya loke 
   ṛdhnuyād ity eṣā vai manuṣyāṇāṃ diṅ manuṣyaloka eva ṛdhnoty uttarataḥ	RDnuyAt iti ezA vE manuzyANAm diS manuzya loke eva RDnoti uttaratas 
   purastāt prāyaṇaṃ kuryād yaṃ kāmayetobhayor lokayor ṛdhnuyād ity ubhayor	purastAt prAyaNam kuryAt yam kAmayeta uBayoH lokayoH RDnuyAt iti uBayoH 
   vā etal lokayor ubhayor eva lokayor ṛdhnoti sarvataḥ prāyaṇaṃ kuryād yaṃ	vE etat lokayoH uBayoH eva lokayoH RDnoti sarvatas prAyaNam kuryAt yam
   kāmayeta sarvāsu dikṣv ity ṛdhnuyād iti sarvāsu dikṣv ity ṛdhnoti	kAmayeta sarvAsu dikzu iti RDnuyAt iti sarvAsu dikzu iti RDnoti
   //MS_3,6.1//	//n= _3,6.1//
   dīkṣate : FN Corrigenda. Ed.: dīkṣate.	dIkzate : FN Sorrigenda. Ed.: dIkzate.
   dīkṣate : FN Corrigenda. Ed.: dīkṣate.	dIkzate : FN Sorrigenda. Ed.: dIkzate.
   keśaśmaśru vapate dato dhāvate nakhān nikṛntate snāti mṛtā vā eṣā tvag	keSa SmaSru vapate dataH DAvate naKAt nikRntate snAti mRtA vE ezA tvac 
   amedhyaṃ vā asyaitad ātmani śamalaṃ tad evāpahate medhya eva medham upaity	ameDyam vE asya etat Atmani Samalam tat eva apahate meDyaH eva meDam upEti 
   apsu dīkṣāṃ praveśayitvā devāḥ svargaṃ lokam āyan yad apsu snāti tām eva	apsu dIkzAm praveSayitvA devAH svargam lokam Ayan yat apsu snAti tAm eva
   dīkṣām ālabhate 'tha yad apo 'vabhṛtham abhyavaiti tāṃ vā etad dīkṣāṃ	dIkzAm AlaBate aTa yat apaH avaBRTam aByavEti tAm vE etat dIkzAm
   punar apsu praveśayaty oṣadhe trāyasvainam ity āha trātyā eva svadhite	punar apsu praveSayati ozaDe trAyasva enam iti Aha trAtyAH eva svaDite
   mainaṃ hiṃsīr iti vajro vai svadhitiḥ sa īśvaro 'śānto yajamānaṃ hiṃsitor	mA enam hiMsIH iti vajraH vE svaDitiH saH ISvaraH aSAntaH yajamAnam hiMsita Ur
   yat tṛṇam antardadhāti yajamānasyāhiṃsāyai devaśrud imān pravapā iti	yat tRNam antardaDAti yajamAnasya ahiMsAyE deva Srud imAn pravapAH iti
   devaśrud hy etān pravapate svasty uttaraṃ aśīyeti svasty asya	deva Srud hi etAn pravapate svasti uttaram aSIya iti svasti asya
   yajñasyodṛcam aśīyeti vā etad āhāpo mā mātaraḥ sūdayantv ity āpo hi yajño	yajQasya udRcam aSIya iti vE etat AhApaH mA mAtaraH sUdayantu iti ApaH hi yajQaH 
   ghṛtena mā ghṛtapvaḥ punantv iti devatābhir evātmānaṃ pāvayate viśvaṃ hi	GRtena mA GRtapvaH punantu iti devatABiH eva AtmAnam pAvayate viSvam hi
   ripraṃ pravahantu devīr iti yad evāsya ripram amedhyam ātmani śamalaṃ tad	ripram pravahantu devIH iti yat eva asya ripram ameDyam Atmani Samalam tat 
   asmād adhi pravahanty ud id ābhyaḥ śrucir ā pūta emīti śrucir evābhyo	asmAt aDi pravahanti ud id AByaH SruciH A pUtaH emi iti SruciH eva aByaH 
   yajñiyo medhyaḥ pūta udeti havir vai dīkṣito yadā vai havir yajuṣā	yajQiyaH meDyaH pUtaH udeti haviH vE dIkzitaH yadA vE haviH yajuzA
   prokṣaty atha havir bhavati yad yajuṣā snapayati havir evainam akar aśnāti	prokzati aTa haviH Bavati yat yajuzA snapayati haviH eva enam akar aSnAti
   prāṇā vā aśanaṃ prāṇān evātman dhitvā dīkṣate suṣiro vai puruṣaḥ sa vai	prANAH vE aSanam prANAn eva Atman DitvA dIkzate suziraH vE puruzaH sa vE
   tarhy eva sarvo yarhy āśito yad āśito bhavati medhya eva medham upaiti	tarhi eva sarvaH yarhi ASitaH yat ASitaH Bavati meDyaH eva meDam upEti
   yathā vā iha dīkṣita evaṃ vā eṣo 'muṣmiṃl loka eva vā atyāśitasya tiṣṭhati	yaTA vE iha dIkzitaH evam vE ezaH amuzmin loke eva vA atyASitasya tizWati
   tasmān nātyāśitena bhavitavyaṃ tan na sūrkṣyam āśitenaiva bhavitavyaṃ	tasmAt na atyASitena Bavitavyam tat na sUrkzyam ASitena eva Bavitavyam
   yathaiva kanīyaḥkanīyo 'śnīyād evam aśnīyād yad dhi dīkṣitaḥ san kanīyo	yaTA eva kanIyaH kanIyaH aSnIyAt evam aSnIyAt yat Di dIkzitaH san kanIyaH 
   'śnāti tena dīksita āṅkte 'bhyaṅkte vāsaḥ paridhatta etā vai puruṣasya	aSnAti tena dIksitaH AFkte aByaFkte vAsaH pariDattaH etAH vE puruzasya
   tanvaḥ satanūr eva medhyam upaiti navanītenābhyaṅkte ghṛtaṃ devānām āyutaṃ	tanvaH sa tanUH eva meDyam upEti navanItena aByaFkte GRtam devAnAm Ayutam
   manuṣyāṇāṃ niṣpakvaṃ gandharvāṇāṃ svayaṃvilīnaṃ pitπṇāṃ sarvadevatyaṃ vā	manuzyANAm nizpakvam ganDarvANAm svayaMvilInam pitπNAm sarva devatyam vA
   etat tasmān navanītenābhyaṅkte darbhapiñjulābhyāṃ samāyauti tat svid	etat tasmAt navanItena aByaFkte darBa piQjulAByAm samAyOti tat svid 
   abhyañjanam akar atho abhy evaitad ghārayati medhatvāya mahīnāṃ payo 'sīty	aByaQjanam akar aTo aBi eva etat GArayati meDa tvAya mahInAm payaH asi iti 
   āha mahīnāṃ hy etat payo 'pām oṣadhīnāṃ rasā ity apāṃ hy eṣa oṣadhīnāṃ	Aha mahInAm hi etat payaH apAm ozaDInAm rasAH iti apAm hi ezaH ozaDInAm
   raso varcodhā asi varco me dhehīty āśiṣam evāśāste //MS_3,6.2//	rasaH varcaH DAH asi varcaH me Dehi iti ASizam eva ASAste //n= _3,6.2//
   antardadhāti : FN emended. Ed.: antar dadhāti	antardaDAti : F ema inded. Ed.: antar daDAti
   svid : FN emended. Ed.: svid	svid : F ema inded. Ed.: svid 
   prasvāṅkte prajātyaīṣīkayāṅkte śalasyā hi manuṣyā āñjate satūlayāṅkte	prasvAFkte prajAti aIzIkayA aFkte SalasyAH hi manuzyAH AQjate sa tUlayA aFkte
   'patūlayā hi manuṣyā āñjate dakṣiṇaṃ pūrvam āṅkte savyaṃ hi pūrvaṃ manuṣyā	apatUlayA hi manuzyAH AQjate dakziNam pUrvam AFkte savyam hi pUrvam manuzyA
   āñjate trir anyat trir anyad āṅkte 'parimitaṃ hi manuṣyā āñjate na punar	AQjate tris anyat tris anyat AFkte aparimitam hi manuzyAH AQjate na punar 
   niṣevayati punarāvartaṃ hi manuṣyā āñjata indro vai vṛtram ahaṃs tasya	nizevayati punar Avartam hi manuzyAH AQjate indraH vE vRtram ahan tasya
   kanīnikā parāpatat sā trikakubham agachat tadāñjanaṃ traikakubham āṅkte	kanInikA parApatat sA tri kakuBam agaCat tadA aQjanam trEkakuBam AFkte
   satyaṃ vai cakṣur neva vāce śrad dadhāti satyam evālabhya dīkṣām upaity	satyam vE cakzuH na iva vAce Srat daDAti satyam eva AlaBya dIkzAm upEti 
   antar ahaṃ tvayā dveṣo antarārātīr dadhe mahatā parvateneti parvatena vā	antar aham tvayA dvezaH antarArAtIH daDe mahatA parvatena iti parvatena vA
   etad dveṣo 'rātīr antar dhatte cakṣuḥpā asi cakṣur me pāhīty āśiṣam	etat dvezaH arAtIH antar Datte cakzuH pAH asi cakzuH me pAhi iti ASizam
   evāśāsta ūrdhvaṃ cāvāñcaṃ ca pāvayaty ūrdhvaś ca hy ayam avāṅ ca prāṇo yaṃ	eva ASAste UrDvam ca avAQcam ca pAvayati UrDvaH ca hi ayam avAF ca prANaH yam
   dviṣyāt tam akṣṇayā pāvayet prāṇān asya mohayati pramāyuko bhavati	dvizyAt tam akzNayA pAvayet prANAn asya mohayati pramAyukaH Bavati
   citpatis tvā punātv iti yajño vai citpatir vācaspatis tvā punātv iti	citpatiH tvA punAtu iti yajQaH vE citpatiH vAcaspatiH tvA punAtu iti
   vācaspatir evainaṃ yajñāya pāvayati devas tvā savitā punātv iti	vAcaspatiH eva enam yajQAya pAvayati devaH tvA savitA punAtu iti
   savitṛprasūta evaitābhir devatābhir medhāyātmānaṃ pāvayate 'chidreṇa	savitR prasUtaH eva etABiH devatABiH meDAya AtmAnam pAvayate aCidreNa
   pavitreṇety etad vā achidraṃ pavitraṃ yat sūryasya raśmayo	pavitreNa iti etat vE aCidram pavitram yat sUryasya raSmayaH 
   'chidreṇaivainaṃ pavitreṇa punāti tasya te pavitrapate pavitreṇeti yajño	aCidreNa eva enam pavitreNa punAti tasya te pavitra pate pavitreNa iti yajQaH 
   vai pavitrapatir yajñāya khalu vā eṣa kam ātmānaṃ pāvayate //	vE pavitra patiH yajQAya Kalu vE eza kam AtmAnam pAvayate //
   āṅkte : FN emended. Ed.: āṅkte.	AFkte : F ema inded. Ed.: AFkte.
   yajñaṃ śakeyam // itīndro vai vṛtram apsv adhyahaṃs tāsāṃ yad yajñiyaṃ	yajQam Sakeyam // iti indraH vE vRtram apsu aDyahan tAsAm yat yajQiyam
   medhyam āsīt tad udakrāmat tā imā oṣadhayo 'bhavaṃs tāsāṃ vā etat tejo yad	meDyam AsIt tat udakrAmat tAH imAH ozaDayaH aBavan tAsAm vE etat tejaH yat 
   darbhā etā vai śuṣkā āpo yad evāsāṃs tejas tad avarunddhe trayīr vā āpo	darBAH etAH vE SuzkAH ApaH yat eva AsAn tejaH tat avarundDe trayIH vE ApaH 
   divyāḥ pārthivāḥ samudriyās tāḥ sarvā darbho vivasthait tasmād darbhaḥ	divyAH pArTivAH samudriyAH tAH sarvAH darBaH vivasTEt tasmAt darBaH
   pavitraṃ dvābhyāṃ pāvayati dve pavitre dvipād yajāmāno yāvān evāsyātmā taṃ	pavitram dvAByAm pAvayati dve pavitre dvipAd yajAmAnaH yAvAn eva asya AtmA tam
   pāvayati triḥ pāvayati triṣatyā hi devā atho trayo vā ime prāṇāḥ prāṇo	pAvayati tris pAvayati trizatyAH hi devAH aTo trayaH vE ime prANAH prANaH 
   'pāno vyāno yāvān evāsyātmā taṃ pāvayati saptabhiḥ pāvayati sapta vai	apAnaH vyAnaH yAvAn eva asya AtmA tam pAvayati saptaBiH pAvayati sapta vE
   chandāṃsi chandobhir evainaṃ pāvayaty atho brahma vai chandāṃsi	CandAMsi CandoBiH eva enam pAvayati aTo brahma vE CandAMsi
   brahmaṇaivainaṃ pāvayaty ekaviṃśatyā pāvayati daśa hastyā aṅgulayo daśa	brahmaNA eva enam pAvayati ekaviMSatyA pAvayati daSa hastyA aFgulayaH daSa
   pādyā ātmaikaviṃśo yāvān evāsyātmā taṃ pāvayati trayā vai nairṛtā akṣāḥ	pAdyAH AtmA ekaviMSaH yAvAn eva asya AtmA tam pAvayati trayAH vE nErRtAH akzAH
   striyaḥ svapno yad dīkṣate tenākṣaiś ca strībhiś ca vyāvartate yāṃ	striyaH svapnaH yat dIkzate tena akzEH ca strIBiH ca vyAvartate yAm
   prathamāṃ dīkṣito rātrīṃ jāgarti tayā svapnena vyāvartate yāṃ prathamāṃ	praTamAm dIkzitaH rAtrIm jAgarti tayA svapnena vyAvartate yAm praTamAm
   dīkṣito vasati yajñaṃ tayāvarunddhe yāṃ some krīte prajāṃ tayā yāṃ	dIkzitaH vasati yajQam tayA avarundDe yAm some krIte prajAm tayA yAm
   śvaḥsutyayā paśūṃs tayā //MS_3,6.3//	Svas sutyayA paSUn tayA //n= _3,6.3//
   ākūtyai prayuje agnaye svāhety ākūtyā vā ākūtir yakṣyate sya iti prayujaḥ	AkUtyE prayuje agnaye svAhA iti AkUtyAH vA AkUtiH yakzyate syaH iti prayujaH
   khalu vā enaṃ yajñāya prayuñjate medhāyai manase agnaye svāheti medhayā hi	Kalu vE enam yajQAya prayuQjate meDAyE manase agnaye svAhA iti meDayA hi
   manasā yajñam aśnute dīkṣāyai tapase agnaye svāheti dīkṣayā hi tapasā	manasA yajQam aSnute dIkzAyE tapase agnaye svAhA iti dIkzayA hi tapasA
   yajñam aśnute sarasvatyai pūṣṇe agnaye svāheti vāg vai sarasvatī vācā	yajQam aSnute sarasvatyE pUzNe agnaye svAhA iti vAc vE sarasvatI vAcA
   vyāharati yakṣyate sya iti pūṣā khalu vā enaṃ yajñaṃ prāpipad ya enam	vyAharati yakzyate syaH iti pUzA Kalu vE enam yajQam prApipad yaH enam
   apūpuṣad āpo devīr bṛhatīr viśvaśaṃbhuvā ity āpo hi yajño dyāvāpṛthivī uro	apUpuzat ApaH devIH bRhatIH viSva SaMBuvA iti ApaH hi yajQaH dyAvApRTivI uro
   antarikṣeti dyāvāpṛthivī vā anv antarikṣaṃ yajña upaśritas tata eva yajñam	antarikzA iti dyAvApRTivI vA anu antarikzam yajQaH upaSritaH tatas eva yajQam
   ālabdha bṛhaspatir no haviṣā vṛdhātu svāheti brahma vai bṛhaspatir	AlabDa bRhaspatiH naH havizA vRDAtu svAhA iti brahma vE bRhaspatiH 
   brahmaṇā vā etat purastāt sarvān kāmān āptvā dīkṣām ālabhate yatra vā asya	brahmaNA vE etat purastAt sarvAn kAmAn AptvA dIkzAm AlaBate yatra vE asya
   yajñaḥ śrito yatrayatropaśritas tatastato vā etat sarvaṃ brahmaṇā yajñaṃ	yajQaH SritaH yatra yatra upaSritaH tatas tatas vE etat sarvam brahmaNA yajQam
   saṃbhṛtyālabdha na vā ekāhutir dīkṣitaṃ karoti yad etāni juhoti	saMBRtya alabDa na vE eka AhutiH dIkzitam karoti yat etAni juhoti
   dvitīyatvāya prajāpatir vai yat kiṃca manasādīdhet tad ādhītayajurbhir	dvitIya tvAya prajApatiH vE yat kiMca manasA AdIDet tat ADIta yajurBiH 
   evāpnot tad ādhītayajuṣām ādhītayajuṣṭvaṃ tad ya evaṃ vidvān ādhītayajūṃṣi	eva Apnot tat ADIta yajuzAm ADIta yajuzwvam tat yaH evam vidvAn ADIta yajUMzi
   juhoti yad eva kiṃca manasā dīdhyaj juhoti tad āpnoty ete vai yajñasya	juhoti yat eva kiMca manasA dIDyat juhoti tat Apnoti ete vE yajQasya
   saṃbhārā eṣa ha tv eva saṃbhṛtasaṃbhāreṇa yajñena yajate yasyaitāni	saMBArAH eza ha tu eva saMBRta saMBAreNa yajQena yajate yasya etAni
   hūyanta etad dha sma vā āhāruṇa aupaveśiḥ kim u sa yajñena yajeta yo	hUyante etat Da sma vE Aha aruNa OpaveSiH kim u sa yajQena yajeta yaH 
   yajñasya saṃbhārān na vidyād iti pañcabhir juhoti pāṅkto yajño yāvān eva	yajQasya saMBArAn na vidyAt iti paQcaBiH juhoti pAFktaH yajQaH yAvAn eva
   yajñas tam ālabdha ṣaḍbhir juhoti ṣaḍ vā ṛtava ṛtuṣv eva pratitiṣṭhati	yajQaH tam AlabDa zaxBiH juhoti zaw vE RtavaH Rtuzu eva pratitizWati
   yajño vai sṛṣṭaḥ pra sāmāvlināt pra yajus taṃ vā ṛg evāyachad ekā vā enam	yajQaH vE sRzwaH pra sAma AvlinAt pra yajuH tam vE Rc eva ayaCat ekA vE enam
   ṛg ayachad dvādaśa yajūṃṣi nava sāmāni tasmān navabhir bahiṣpavamāne	Rc ayaCat dvAdaSa yajUMzi nava sAmAni tasmAt navaBiH bahizpavamAne
   stuvate nava hy enaṃ sāmāny ayachaṃs tasmād vātsaṃbandhavido dvādaśabhir	stuvate nava hi enam sAmAni ayaCan tasmAt vAtsaMbanDa vidaH dvAdaSaBiH 
   audgrabhaṇaṃ juhvati dvādaśa hy enaṃ yajūṃṣy āyachann etarhi khalu vā eṣa	OdgraBaNam juhvati dvAdaSa hi enam yajUMzi AyaCan etarhi Kalu vE eza
   sṛjyate yarhi dīkṣate yad ṛcaudgrabhaṇaṃ juhoti yajñaṃ vā etat sṛṣṭam	sRjyate yarhi dIkzate yat RcA OdgraBaNam juhoti yajQam vE etat sRzwam
   ṛcāyachati tasmād āruṇivida ṛcaudgrabhaṇaṃ juhvaty ekā hy enam ṛg ayachat	RcAyaCati tasmAt AruNi vidaH RcA OdgraBaNam juhvati ekA hi enam Rc ayaCat 
   //MS_3,6.4//	//n= _3,6.4//
   prāpipad : FN Corrigenda. Ed.: prāpibad.	prApipad : FN Sorrigenda. Ed.: prApibat .
   yajño vai prajāpatiḥ prājāpatyam etac chando yad anuṣṭubh yad anuṣṭubhā	yajQaH vE prajApatiH prAjApatyam etat CandaH yat anuzwuB yat anuzwuBA
   juhoti svenaivainaṃ chandasāvarunddha ekayā juhoty eko hi prajāpatir	juhoti svena eva enam CandasA avarundDaH ekayA juhoti ekaH hi prajApatiH 
   aniruktayā juhoty anirukto hi prajāpatiḥ pūrṇayā juhoti pūrṇo hi	aniruktayA juhoti aniruktaH hi prajApatiH pUrNayA juhoti pUrNaH hi
   prajāpatir yad ūnayā juhuyād bhrātṛvyāya lokam uñśiṃṣed atha yat pūrṇayā	prajApatiH yat UnayA juhuyAt BrAtRvyAya lokam uQSiMzet aTa yat pUrNayA
   juhoti na bhrātṛvyāya lokam uñśiṃṣaty ūrjo vā etad rūpaṃ yat pūrṇaṃ yat	juhoti na BrAtRvyAya lokam uQSiMzati UrjaH vE etat rUpam yat pUrNam yat 
   pūrṇayā juhoti yajñe vā etad ūrjaṃ dadhāti viśvo devasya netur iti	pUrNayA juhoti yajQe vE etat Urjam daDAti viSvaH devasya netuH iti
   sāvitraṃ marto vurīta sakhyam iti pitṛdevatyaṃ viśvo rāya iṣudhyatīti	sAvitram martaH vurIta saKyam iti pitR devatyam viSvaH rAyaH izuDyati iti
   vaiśvadevaṃ dyumnaṃ vṛṇīteti bārhaspatyaṃ puṣyasā iti pauṣṇaṃ sārasvataḥ	vESvadevam dyumnam vRNIta iti bArhaspatyam puzyasA iti pOzNam sArasvataH
   svāhākāraḥ sarvadevatyā vā eṣā ṛk tasmād eṣaikā satyaudgrabhaṇaṃ	svAhAkAraH sarva devatyA vA ezA Rc tasmAt ezA ekA satya OdgraBaNam
   paribabhūva sarvābhyo devatābhyo yajña ālabhyā ity āhuḥ sarvadevatyā vā	paribaBUva sarvAByaH devatAByaH yajQaH AlaByAH iti AhuH sarva devatyA vA
   eṣā ṛg yad etayā ṛcaudgrabhaṇaṃ juhoti sarvābhyo vā etad devatābhyo yajñam	ezA Rc yat etayA RcA OdgraBaNam juhoti sarvAByaH vE etat devatAByaH yajQam
   ālabhate 'nuṣṭubho vā etasyāḥ satyās trīṇy aṣṭākṣarāṇi padāny ekaṃ	AlaBate anuzwuBaH vE etasyAH satyAH trINi azwa akzarANi padAni ekam
   saptākṣaraṃ yat saptākṣaraṃ tasya catvāry akṣarāṇy ekasmin pada upayanti	sapta akzaram yat sapta akzaram tasya catvAri akzarANi ekasmin padaH upayanti
   trīṇy ekasmin yatra catvāry upayanti sā jagatī yatra trīṇi sā triṣṭub yad	trINi ekasmin yatra catvAri upayanti sA jagatI yatra trINi sA trizwuB yat 
   aṣṭākṣaraṃ tena gāyatrī yad anuṣṭup tenānuṣṭup sarvair evāsya chandobhir	azwa akzaram tena gAyatrI yat anuzwuB tena anuzwuB sarvEH eva asya CandoBiH 
   hutaṃ bhavati chandaḥpratiṣṭhāno vai yajñaś chandaḥsu vāvāsyaitad yajñaṃ	hutam Bavati CandaH pratizWAnaH vE yajQaH CandaHsu vAvAsya etat yajQam
   pratiṣṭhāpayām akaḥ svāhākāreṇa khalu vā eṣā paṅktiḥ pāṅkto yajñaḥ	pratizWApayAm akaH svAhAkAreNa Kalu vE ezA paFktiH pAFktaH yajQaH
   paṅktiprāyaṇaḥ paṅktyudayanaḥ paṅktiprāyaṇam evāsya yajñaṃ paṅktyudayanam	paFkti prAyaNaH paFkti udayanaH paFkti prAyaNam eva asya yajQam paFkti udayanam
   akar atho vāg vai chandāṃsi vācaṃ vā etan madhyata āptvāvarunddhe tasmād	akar aTo vAc vE CandAMsi vAcam vE etat maDyatas AptvA avarundDe tasmAt 
