   Kātyāyanasmṛtisāroddhāraḥ	KAtyAyana-smRti-sAra-udDAraH
   K.580b/ yāvan na dadyād deyaṃ ca deśa.ācāra.sthitir yathā //	K.580b/ yAvat na dadyAt deyam ca deSa.AcAra.-sTitiH yaTA //
   K.581a/ viṇmūtra.śaṅkā yasya (syād dhāryamāṇasya dehinaḥ /	K.581a/ viz-mUtra.-SaFkA yasya (syAt DAryamANasya dehinaH /
   K.581b/ pṛṣṭhato vā^anugantavyo nibaddhaṃ vā (samutsṛjet //	K.581b/ pRzWatas vA^anugantavyaH nibadDam vA (samutsRjet //
   K.582a/ sa kṛta.pratibhūś ca^eva moktavyaḥ (syād dine dine /	K.582a/ sa kRta.-pratiBUH ca^eva moktavyaH (syAt dine dine /
   K.582b/ āhāra.kāle rātrau ca nibandhe pratibhūḥ sthitaḥ //	K.582b/ AhAra.-kAle rAtrO ca nibanDe pratiBUH sTitaH //
   K.583a/ yo darśana.pratibhuvaṃ na^(adhigacchen na ca^(āśrayet /	K.583a/ yaH darSana.-pratiBuvam na^(aDigacCet na ca^(a-ASrayet /
   K.583b/ sa cārake niroddhavyaḥ sthāpyo vā^avedya rakṣiṇaḥ //	K.583b/ sa cArake nirodDavyaH sTApyaH vE-^avedya rakziNaH //
   K.584a/ na cārake niroddhavya āryaḥ prātyayikaḥ śuciḥ /	K.584a/ na cArake nirodDavyaH AryaH prAtyayikaH SuciH /
   K.584b/ so^anibaddhaḥ pramoktavyo nibaddhaḥ śapathena vā //	K.584b/ saH-^anibadDaH pramoktavyaH nibadDaH SapaTena vA //
   K.585a/ pīḍanena^uparodhena (sādhayed ṛṇikaṃ dhanī /	K.585a/ pIxanena^uparoDena (sADayet RNikam DanI /
   K.585b/ karmaṇā vyavahāreṇa sāntvena^ādau vibhāvitaḥ //	K.585b/ karmaNA vyavahAreNa sAntvena^AdO viBAvitaH //
   K.586a/ ādadīta.artham evaṃ tu vyājena^ācaritena ca /	K.586a/ AdadIta-.arTam evam tu vyAjena^Acaritena ca /
   K.586b/ karmaṇā kṣatra.viś.śūdrān samahīnāṃś ca (dāpayet //	K.586b/ karmaNA kzatra.-viS.-SUdrAn sama-hInAn ca (dApayet //
   K.587a/ rājānaṃ svāminaṃ vipraṃ sāntvena^eva (pradāpayet /	K.587a/ rAjAnam svAminam vipram sAntvena^eva (pradApayet /
   K.587b/ rikthinaṃ suhṛdaṃ vā^api cchalena^eva (prasādhayet //	K.587b/ rikTinam suhRdam vE-^api cCalena^eva (prasADayet //
   K.588a/ vaṇijaḥ karṣakāś ca^eva śilpinaś ca^abravīd bhṛguḥ /	K.588a/ vaNijaH karzakAH ca^eva SilpinaH ca^abravIt BRguH /
   K.588b/ deśa.ācāreṇa dāpyāḥ (syur duṣṭān saṃpīḍya (dāpayet //	K.588b/ deSa.AcAreNa dApyAH (syuH duzwAn saMpIxya (dApayet //
   K.589a/ pīḍayet tu dhanī yatra ṛṇikaṃ nyāya.vādinam /	K.589a/ pIxayet tu DanI yatra RNikam nyAya.vAdinam /
   K.589b/ tasmād arthāt sa (hīyeta tat.samaṃ ca^āpnuyād damam //	K.589b/ tasmAt arTAt sa (hIyeta tat.samam ca^ApnuyAt damam //
   K.590a/ yadi hy ādau anādi.ṣṭam aśubhaṃ karma (kārayet /	K.590a/ yadi hi AdO anAdi-.zwam aSuBam karma (kArayet /
   K.590b/ prāpnuyāt sāhasaṃ pūrvam ṛṇān (mucyeta carṇikaḥ //	K.590b/ prApnuyAt sAhasam pUrvam RNAn (mucyeta ca-RNikaH //
   K.591a/ uddhāra.ādikam ādāya svāmine na (dadāti yaḥ /	K.591a/ udDAra.Adikam AdAya svAmine na (dadAti yaH /
   K.591b/ sa tasya dāso bhṛtyaḥ strī paśur vā (jāyate gṛhe //	K.591b/ sa tasya dAsaH BRtyaH strI paSuH vA (jAyate gRhe //
   [upanidhiḥ]	[upaniDiH]
   K.592a/ traya.proṣita.nikṣipta.bandhānvāhita.yācitam /	K.592a/ traya.-prozita.-nikzipta.banDa-an-vAhita.yAcitam /
   K.592b/ vaiśya.vṛtti.arpitaṃ ca^eva so^arthas tu^upanidhiḥ smṛtaḥ //	K.592b/ vESya.-vRtti-.arpitam ca^eva saH-^arTaH tu^upaniDiH smRtaH //
   K.593a/ nikṣiptaṃ yasya yat kiṃcit tat.prayatnena (pālayet /	K.593a/ nikziptam yasya yat kiMcid tat.-prayatnena (pAlayet /
   K.593b/ daiva.rāja.kṛtād anyo vināśas tasya (kīrtyate //	K.593b/ dEva-.rAja.-kRtAt anyaH vinASaH tasya (kIrtyate //
   K.594a/ yasya doṣeṇa yat kiṃcid (vināśyeta (hriyeta vā /	K.594a/ yasya dozeNa yat kiMcid (vinASyeta (hriyeta vA /
   K.594b/ tad dravyaṃ sodayaṃ dāpyo daiva.rāja.kṛtād vinā //	K.594b/ tat dravyam sa-udayam dApyaH dEva-.rAja.-kRtAt vinA //
   K.595a/ yācita.anantaraṃ nāśe daiva.rāja.kṛte^api saḥ /	K.595a/ yAcita-.anantaram nASe dEva-.rAja.-kRte^api saH /
   K.595b/ grahītā pratidāpyaḥ (syān mūlyamātraṃ na saṃśayaḥ //	K.595b/ grahItA pratidApyaH (syAt mUlya-mAtram na saMSayaH //
   K.596a/ nyāsa.ādikaṃ para.dravyaṃ prabhakṣitam upekṣitam /	K.596a/ nyAsa.a-Adikam para.dravyam praBakzitam upekzitam /
   K.596b/ ajñāna.nāśitaṃ ca^eva yena dāpyaḥ sa eva tat //	K.596b/ ajQAna.nASitam ca^eva yena dApyaH saH eva tat //
   K.597a/ bhakṣitaṃ sodayaṃ dāpyaḥ samaṃ dāpya upekṣitam /	K.597a/ Bakzitam sa-udayam dApyaH samam dApya upekzitam /
   K.597b/ kiṃcin nyūnaṃ pradāpyaḥ (syād dravyam ajñāna.nāśitam //	K.597b/ kiMcid nyUnam pradApyaH (syAt dravyam ajQAna.nASitam //
   K.598a/ arāja.daivikena^api nikṣiptaṃ yatra nāśitam /	K.598a/ arAja.-dEvikena^api nikziptam yatra nASitam /
   K.598b/ grahītuḥ saha bhāṇḍena dātur naṣṭaṃ tad (ucyate //	K.598b/ grahItuH saha BANxena dAtuH nazwam tat (ucyate //
   K.599a/ jñātvā dravya.viyogaṃ tu dātā yatra (vinikṣipet /	K.599a/ jQAtvA dravya.-viyogam tu dAtA yatra (vinikzipet /
   K.599b/ sarva.upāya.vināśe^api grahītā na^eva (dāpyate //	K.599b/ sarva-.upAya.-vinASe^api grahItA na^eva (dApyate //
   K.600a/ grāhakasya hi yad doṣān naṣṭaṃ tu grāhaksya tat /	K.600a/ grAhakasya hi yat dozAn nazwam tu grAhaksya tat /
   K.600b/ tasmin naṣṭe hṛte vā^api grahītā mūlyam (āharet //	K.600b/ tasmin nazwe hRte vE-^api grahItA mUlyam (a-Aharet //
   K.601a/ grāhyas tu^upanidhiḥ kāle kāla.hīnaṃ tu (varjayet /	K.601a/ grAhyaH tu^upaniDiH kAle kAla.hInam tu (varjayet /
   K.601b/ kāla.hīnaṃ dadad.daṇḍaṃ dviguṇaṃ ca (pradāpyate //	K.601b/ kAla.-hInam dadat-.daNxam dviguNam ca (pradApyate //
   K.602a/ sarveṣu^upanidhiṣv ete vidhayaḥ parikīrtitāḥ //	K.602a/ sarva-izu^upaniDizu ete viDayaH parikIrtitAH //
   K.603a/ yaiś ca (saṃskriyate nyāso divasaiḥ pariniścitaiḥ /	K.603a/ yEH ca (saMskriyate nyAsaH divasEH pariniScitEH /
   K.603b/ tad.ūrdhvaṃ (sthāpayec śilpī dāpyo daivahate^api tat //	K.603b/ tad-.UrDvam (sTApayet SilpI dApyaH dEva-hate^api tat //
   K.604a/ nyāsa.doṣād vināśaḥ (syāc śilpinaṃ tan na (dāpayet /	K.604a/ nyAsa.dozAt vinASaH (syAt Silpinam tat na (dApayet /
   K.604b/ dāpayec śilpi.doṣāt tat saṃskāra.arthaṃ yad arpitam //	K.604b/ dApayet Silpi.dozAt tat saMskAra-.arTam yat arpitam //
   K.605a/ svalpena^api ca yat karma naṣṭaṃ ced bhṛtakasya tat /	K.605a/ su-alpena^api ca yat karma nazwam ced BRtakasya tat /
   K.605b/ paryāptaṃ ditsatas tasya (vinaśyet tad agṛhṇataḥ //	K.605b/ paryAptam ditsataH tasya (vinaSyet tat agRhNataH //
   K.606a/ yadi tat kāryam uddiśya kālaṃ pariniyamya vā /	K.606a/ yadi tat kAryam uddiSya kAlam pariniyamya vA /
   K.606b/ yācito^ardhakṛte tasminn aprāpte na tu (dāpyate //	K.606b/ yAcitaH-^arDa-kRte tasmin aprApte na tu (dApyate //
   K.607a/ prāpta.kāle kṛte kārye na (dadyād yācito^api san /	K.607a/ prApta.kAle kRte kArye na (dadyAt yAcitaH-^api san /
   K.607b/ tasmin naṣṭe vā^api grahītā mūlyam (āharet //	K.607b/ tasmin nazwe vE-^api grahItA mUlyam (a-Aharet //
   K.608a/ yācyamāno na (dadyād vā dāpyas tat sodayaṃ (bhavet //	K.608a/ yAcyamAnaH na (dadyAt vA dApyaH tat sa-udayam (Bavet //
   K.609a/ atha kārya.vipattis tu tasya^eva svāmino (bhavet /	K.609a/ aTa kArya.vipattiH tu tasya^eva svAminaH (Bavet /
   K.609b/ aprāpte vai sa kāle tu dāpyas tv ardhakṛte^api tat //	K.609b/ aprApte vE sa kAle tu dApyaH tu arDa-kRte^api tat //
   K.610a/ yo yācitakam ādāya na (dadyāt pratiyācitaḥ /	K.610a/ yaH yAcitakam AdAya na (dadyAt pratiyAcitaH /
   K.610b/ sa nigṛhya balād dāpyo daṇḍyaś ca na (dadāti yaḥ //	K.610b/ sa nigRhya balAt dApyaH daNxyaH ca na (dadAti yaH //
   K.611a/ anumārgeṇa kāryeṣu anyasmin vacanān mama /	K.611a/ anumArgeNa kAryezu anyasmin vacanAt mama /
   K.611b/ (dadyās tvam iti yo dattaḥ sa iha^anvādhir (ucyate //	K.611b/ (dadyAH tvam iti yaH dattaH saH iha^anvADiH (ucyate //
   [asvāmivikrayaḥ]	[asvAmi-vikrayaH]
   K.612a/ asvāmi.vikrayaṃ dānam ādhiṃ ca (vinivartayet //	K.612a/ asvAmi.-vikrayam dAnam ADim ca (vinivartayet //
   K.613a/ abhiyoktā dhanaṃ (kuryāt prathamaṃ jñātibhiḥ svakam /	K.613a/ aBiyoktA Danam (kuryAt praTamam jQAtiBiH svakam /
   K.613b/ paścād ātma.viśudhi.arthaṃ krayaṃ ketā svabandhubhiḥ //	K.613b/ paScAt Atma.-viSuDi.arTam krayam ketA sva-banDuBiH //
   K.614a/ nāṣṭikas tu (prakurvīta tad dhanaṃ jñātṛbhiḥ svakam /	K.614a/ nAzwikaH tu (prakurvIta tat Danam jQAtRBiH svakam /
   K.614b/ adatta.tyakta.vikrītaṃ kṛtvā svaṃ (labhate dhanam //	K.614b/ adatta.tyakta.-vikrItam kRtvA svam (laBate Danam //
   K.615a/ prakāśaṃ vā krayaṃ (kuryān mūlaṃ vā^api (samarpayet /	K.615a/ prakASam vA krayam (kuryAt mUlam vA^api (samarpayet /
   K.615b/ mūla.ānayana.kālas tu deyo yojana.saṃkhyayā //	K.615b/ mUla-.Anayana.kAlaH tu deyaH yojana.-saMKyayA //
   K.616a/ prakāśaṃ ca krayaṃ (kuryāt sādhubhir jñātibhiḥ svakaiḥ /	K.616a/ prakASam ca krayam (kuryAt sADuBiH jQAtiBiH svakEH /
   K.616b/ na tatra^anyā kriyā proktā daivikī na ca mānuṣī //	K.616b/ na tatra^anyA kriyA proktA dEvikI na ca mAnuzI //
   K.617a/ yadā mūlam upanyasya punar vādī krayaṃ (vadet /	K.617a/ yadA mUlam upanyasya punar vAdI krayam (vadet /
   K.617b/ (āharen mūlam eva^asau na krayeṇa prayojanam //	K.617b/ (Aharet mUlam eva^asO na krayeNa prayojanam //
   K.618a/ asamāhārya.mūlas tu krayam eva (viśodhayet /	K.618a/ asamAhArya.mUlaH tu krayam eva (viSoDayet /
   K.618b/ viśodhite kraye rājñā na vaktavyaḥ sa kiṃcana //	K.618b/ viSoDite kraye rAjQA na vaktavyaH sa kiMcana //
   K.619a/ anupasthāpayan mūlaṃ krayaṃ vā^api aviśodhayan /	K.619a/ anupasTApayan mUlam krayam vE-^api aviSoDayan /
   K.619b/ yathā^abhiyogaṃ dhanine dhanaṃ dāpyo damaṃ ca saḥ //	K.619b/ yaTA^aBiyogam Danine Danam dApyaH damam ca saH //
   K.620a/ yadi svaṃ na^eva (kurute jñātibhir nāṣṭiko dhanam /	K.620a/ yadi svam na^eva (kurute jQAtiBiH nAzwikaH Danam /
   K.620b/ prasaṅga.vinivṛtti.arthaṃ coravad.daṇḍam (arhati //	K.620b/ prasaFga.-vinivRtti-.arTam cora-vat-.daNxam (arhati //
   K.621a/ vaniṅ.vīthī.parigataṃ vijñātaṃ rāja.puruṣaiḥ /	K.621a/ vaniF.vITI.-parigatam vijQAtam rAja.-puruzEH /
   K.621b/ avijñāta.āśrayāt krītaṃ vikretā yatra vā mṛtaḥ //	K.621b/ avijQAta.a-ASrayAt krItam vikretA yatra vA mRtaH //
   K.622a/ svāmī datvā^ardha.mūlyaṃ tu (pragṛhṇīta svaka dhanam /	K.622a/ svAmI datvA^arDa.-mUlyam tu (pragRhNIta svaka Danam /
   K.622b/ ardhaṃ dvayor apahṛtaṃ tatra (syād vyavahārataḥ //	K.622b/ arDam dvayoH apahRtam tatra (syAt vyavahArataH //
   K.623a/ avijñāta.krayo doṣas tathā ca^aparipālanam /	K.623a/ avijQAta.-krayaH dozaH taTA ca^aparipAlanam /
   K.623b/ etad dvayaṃ samākhyātaṃ dravya.hāni.karaṃ buddhaiḥ //	K.623b/ etat dvayam samAKyAtam dravya.hAni.karam budDEH //
   [sambhūyasamutthānam]	[samBUyasamutTAnam-]
   K.624a/ samavetās tu ye kecic śalpino vaṇijo^api vā /	K.624a/ samavetAH tu ye kecid SalpinaH vaNijaH-^api vA /
   K.624b/ avibhajya pṛthag.bhūtaiḥ prāptaṃ tatra phalaṃ samam //	K.624b/ aviBajya pRTak-.BUtEH prAptam tatra Palam samam //
   K.625a/ bhāṇḍa.piṇḍa.vyaya.uddhāra.bhāra.sāra.artha.vīkṣaṇam /	K.625a/ BANxa.-piNxa.-vyaya-.udDAra.-BAra.-sAra-.arTa.-vIkzaNam /
   K.625b/ (kuryus te^avyabhicāreṇa samayena vyavasthitāḥ //	K.625b/ (kuryuH te^avyaBicAreNa samayena vyavasTitAH //
   K.626a/ prayogaṃ (kurvate ye tu hemadhānya.rasa.ādinā /	K.626a/ prayogam (kurvate ye tu hema-DAnya.-rasa-.AdinA /
   K.626b/ sama.nyūna.adhikair aṃśair lābhas teṣāṃ tathā^vidhaḥ //	K.626b/ sama.nyUna-.aDikEH aMSEH lABaH tezAm taTA^viDaH //
   K.627a/ bahūnāṃ saṃmato yas tu (dadyād eko dhanaṃ naraḥ /	K.627a/ bahUnAm saMmataH yaH tu (dadyAt ekaH Danam naraH /
   K.627b/ ṛṇaṃ ca (kārayed vā^api sarvair eva kṛtaṃ (bhavet //	K.627b/ RNam ca (kArayet vE-^api sarvEH eva kRtam (Bavet //
   K.628a/ jñāti.saṃbandhi.suhṛdām ṛṇaṃ deyaṃ sabandhakam /	K.628a/ jQAti.-saMbanDi.-suhRdAm RNam deyam sa-banDakam /
   K.628b/ anyeṣāṃ lagna.kopetaṃ lekhya.sākṣiyutaṃ tathā //	K.628b/ anyezAm lagna.ka-upetam leKya.sAkzi-yutam taTA //
   K.629a/ svecchādeyaṃ hiraṇyaṃ tu rasā dhānyaṃ ca sāvidhi /	K.629a/ sva-icCA-deyam hiraNyam tu rasAH DAnyam ca sAviDi /
   K.629b/ deśa.sthityā pradātavyaṃ grahītavyaṃ tathā^eva ca //	K.629b/ deSa.-sTityA pradAtavyam grahItavyam taTA^eva ca //
   K.630a/ samavetais tu yad dattaṃ prārtha.nīyaṃ tathā^eva tat /	K.630a/ samavetEH tu yat dattam prArTa.nIyam taTA^eva tat /
   K.630b/ na ca yāceta yaḥ kaścil lābhāt sa (parihīyate //	K.630b/ na ca yAceta yaH kaScid lABAt sa (parihIyate //
   K.631a/ corataḥ salilād agner dravyaṃ yas tu (samāharet /	K.631a/ corataH salilAt agneH dravyam yaH tu (samAharet /
   K.631b/ tasya^aṃśo daśamo deyaḥ sarvavādeṣv ayaṃ vidhiḥ //	K.631b/ tasya^aMSaH daSamaH deyaH sarva-vAdezu ayam viDiH //
   K.632a/ śikṣaka.abhijña.kuśalā ācāryaś ca^iti śilpinaḥ /	K.632a/ Sikzaka.aBijQa.-kuSalAH AcAryaH ca^iti SilpinaH /
   K.632b/ eka.dvi.tri.catur.bhāgān (hareyus te yathā^uttaram //	K.632b/ eka.dvi.tri.catur.BAgAn (hareyuH te yaTA^uttaram //
   K.633a/ para.rāṣṭrād dhanaṃ yat (syāc cauraiḥ svāmy.ājñayā^āhṛtam /	K.633a/ para.rAzwrAt Danam yat (syAt cOrEH svAmy.a-AjQayA^AhRtam /
   K.633b/ rājño daśa.aṃśam uddhṛtya vibhajeran yathā.vidhi //	K.633b/ rAjQaH daSa.aMSam udDRtya viBajeran yaTA.viDi //
   K.634a/ corāṇāṃ mukhya.bhūtas tu caturo^aṃśāṃs tato (haret /	K.634a/ corANAm muKya.BUtaH tu caturaH-^aMSAn tatas (haret /
   K.634b/ śūro^aṃśāṃs trīn samartho dvau śoṣās tv ekaikam eva ca //	K.634b/ SUraH-^aMSAn trIn samarTaH dvO SozAH tu ekEkam eva ca //
   K.635a/ teṣāṃ cet prasṛtānāṃ yo grahaṇaṃ (samavāpnuyāt /	K.635a/ tezAm ced prasRtAnAm yaH grahaNam (samavApnuyAt /
   K.635b/ tan.mokṣaṇa.arthaṃ yad dattaṃ (vaheyus te yathā.aṃśataḥ //	K.635b/ tan.mokzaNa-.arTam yat dattam (vaheyuH te yaTA.aMSataH //
   K.636a/ nartakānām eṣa eva dharmaḥ sadbhir udāhṛtaḥ /	K.636a/ nartakAnAm ezaH eva DarmaH sadBiH udAhRtaH /
   K.636b/ tālajño (labhate hy ardhaṃ gāyanās tu samāṃśinaḥ /	K.636b/ tAla-jQaH (laBate hi arDam gAyanAH tu sama-aMSinaH /
   K.636c/ pramukhā dvy.aṃśam (arhanti so^ayaṃ saṃbhūya (kurvatām //	K.636c/ pramuKAH dvi-.aMSam (arhanti saH-^ayam saMBUya (kurvatAm //
   K.637a/ vaṇijāṃ karṣakāṇāṃ ca corāṇāṃ śilpināṃ tathā /	K.637a/ vaNijAm karzakANAm ca corANAm SilpinAm taTA /
   K.637b/ aniyamya.aṃśa.kartṛṛṇāṃ sarveṣām eṣa nirṇayaḥ //	K.637b/ aniyamya-.aMSa.-kartRRNAm sarvezAm eza nirNayaH //
   [dattānapākarma dattāpradānikaṃ vā]	[dattAn-apAkarma datta-apradAnikam vA]
   K.638a/ vikrayaṃ ca^eva dānaṃ ca na neyāḥ (syur anicchavaḥ /	K.638a/ vikrayam ca^eva dAnam ca na neyAH (syuH anicCavaH /
   K.638b/ dārāḥ putrāś ca sarvasvam ātmanā^eva tu (yojayet //	K.638b/ dArAH putrAH ca sarva-svam AtmanA^eva tu (yojayet //
   K.639a/ āpat.kāle tu kartavyaṃ dānaṃ vikraya eva vā /	K.639a/ Apat.-kAle tu kartavyam dAnam vikrayaH eva vA /
   K.639b/ anyathā na (pravarteta iti śāstra.viniścayaḥ //	K.639b/ anyaTA na (pravarteta iti SAstra.-viniScayaH //
   K.640a/ sarvasva.gṛha.varjaṃ tu kuṭumba.bharaṇa.adhikam /	K.640a/ sarva-sva.gRha.-varjam tu kuwumba.-BaraNa-.aDikam /
   K.640b/ yad dravyaṃ tat svakaṃ deyam adeyaṃ (syād ato^anyathā //	K.640b/ yat dravyam tat svakam deyam adeyam (syAt atas-^anyaTA //
   K.641a/ ataś ca suta.dārāṇāṃ vaśitvaṃ tv anuśāsane /	K.641a/ atas ca suta.-dArANAm vaSitvam tu anuSAsane /
   K.641b/ vikraye ca^eva dāne ca vaśitvaṃ na sute pituḥ //	K.641b/ vikraye ca^eva dAne ca vaSitvam na sute pituH //
   K.642a/ svecchayā yaḥ pratiśrutya brāhmaṇāya pratigraham /	K.642a/ sva-icCayA yaH pratiSrutya brAhmaNAya pratigraham /
   K.642b/ na (dadyād ṛṇava dāpyaḥ (prāpnuyāt pūrva.sāhasam //	K.642b/ na (dadyAt RNava dApyaH (prApnuyAt pUrva.sAhasam //
   K.643a/ pratiśrutasya^ādānena dattasya^ācchādanena ca /	K.643a/ pratiSrutasya^AdAnena dattasya^AcCAdanena ca /
   K.643b/ kalpa.koṭi.śataṃ martyas tiryag.yonau ca (jāyate //	K.643b/ kalpa.-kowi.-Satam martyaH tiryak-.yonO ca (jAyate //
   K.644a/ avijñāta.upalabdhi.arthaṃ dānaṃ yatra nirūpitam /	K.644a/ avijQAta.-upalabDi.arTam dAnam yatra nirUpitam /
   K.644b/ upalabdhi.kriyā.labdhaṃ sā bhṛtiḥ parikīrtitā //	K.644b/ upalabDi.kriyA.labDam sA BRtiH parikIrtitAH //
   K.645a/ bhaya.trāṇāya rakṣa.arthaṃ tathā kārya.prasādhanāt /	K.645a/ Baya.trANAya rakza-.arTam taTA kArya.-prasADanAt /
   K.645b/ anena vidhinā labdhaṃ (vidyāt pratyupakārataḥ //	K.645b/ anena viDinA labDam (vidyAt pratyupakArataH //
   K.646a/ prāṇa.saṃśayam āpannaṃ yo mām (uttārayed itaḥ /	K.646a/ prANa.saMSayam Apannam yaH mAm (uttArayet itas /
   K.646b/ sarvasvaṃ tasya (dāsyāmi^ity ukte^api na tathā (bhavet //	K.646b/ sarva-svam tasya (dAsyAmi^iti ukte^api na taTA (Bavet //
   K.647a/ kāma.krodha.asvatantra.arta.klība.unmatta.pramohitaiḥ /	K.647a/ kAma-.kroDa.a-svatantra-.arta.-klIba-.unmatta.-pramohitEH /
   K.647b/ vyatyāsa.parihāsāc ca yad dattaṃ tat punar (haret //	K.647b/ vyatyAsa.-parihAsAt ca yat dattam tat punar (haret //
   K.648a/ yā tu kāryasya siddhi.artham utkocā (syāt pratiśrutā /	K.648a/ yA tu kAryasya sidDi-.arTam utkocA (syAt pratiSrutAH /
   K.648b/ tasminn api pasiddhe^arthe na deyā (syāt kathaṃcana //	K.648b/ tasmin api pasidDe^arTe na deyA (syAt kaTaMcana //
   K.649a/ atha prāg eva dattā (syāt pratidāpyas tathā balāt /	K.649a/ aTa prAk eva dattA (syAt pratidApyaH taTA balAt /
   K.649b/ daṇḍaṃ ca^ekādaśa.guṇam āhur gārgīya.mānavāḥ //	K.649b/ daNxam ca^ekAdaSa.guNam AhuH gArgIya.-mAnavAH //
   K.650a/ stena.sāhasika.udvṛtta.pārajāyika.śaṃsanāt /	K.650a/ stena.-sAhasika-.uD-vRtta.-pArajAyika.-SaMsanAt /
   K.650b/ darśanād vṛtta.naṣṭasya tathā.satya.pravartanāt //	K.650b/ darSanAt vRtta.nazwasya taTA-a.satya.-pravartanAt //
   K.651a/ prāptam etais tu yat kiṃcit tad utkoca.ākhyam (ucyate /	K.651a/ prAptam etEH tu yat kiMcid tat utkoca.AKyam (ucyate /
   K.651b/ na dātā tatra daṇḍyaḥ (syān madhya.sthaś ca^eva doṣabhāk //	K.651b/ na dAtA tatra daNxyaH (syAt maDya.-sTaH ca^eva doza-BAj //
   K.652a/ niyukto yas tu kāryeṣu sa ced utkocam (āpnuyāt /	K.652a/ niyuktaH yaH tu kAryezu sa ced utkocam (ApnuyAt /
   K.652b/ sa dāpyas tad.dhanaṃ kṛtsnaṃ damaś ca^ekādaśa.adhikam //	K.652b/ sa dApyaH tad-.Danam kRtsnam damaH ca^ekAdaSa-.aDikam //
   K.653a/ aniyuktas tu kārya.artham utkocaṃ yam (avāpnuyāt /	K.653a/ aniyuktaH tu kArya-.arTam utkocam yam (avApnuyAt /
   K.653b/ kṛta.pratyupakāra.arthas tasya doṣo na (vidyate //	K.653b/ kRta.-pratyupakAra-.arTaH tasya dozaH na (vidyate //
   K.654a/ svasthena^artena vā dattaṃ śrāvritaṃ dharma.kāraṇāt /	K.654a/ svasTena^artena vA dattam SrAvritam Darma-.kAraNAt /
   K.654b/ adattvā tu mṛte dāpyas tat.suto na^atra saṃśayaḥ //	K.654b/ adattvA tu mRte dApyaH tat.-sutaH na^atra saMSayaH //
   K.655a/ yoga.ādhamana.vikrītaṃ yoga.dāna.patigraham /	K.655a/ yoga-.ADamana.-vikrItam yoga-.dAna.pati-graham /
   K.655b/ yasya vā^api upadhiṃ (paśyet tat sarvaṃ (vinivartayet //	K.655b/ yasya vE-^api upaDim (paSyet tat sarvam (vinivartayet //
   K.656a/ bhṛta.avaniścitāyāṃ tu daśa.bhāagam (avāpnuyāt /	K.656a/ BRta-.ava-niScitAyAm tu daSa.-BAa-gam (avApnuyAt /
   K.656b/ lābha.govīrya.sasyānāṃ vaṇig.gopa.kṛṣī.valāḥ //	K.656b/ lABa.-go-vIrya.-sasyAnAm vaNij-.ga-upa.kRzI.valAH //
   [vetanasyānapākarma]	[vetanasya-anapAkarma]
   K.657a/ karma.ārambhaṃ tu yaḥ kṛtvā siddhaṃ na^eva tu (kārayet /	K.657a/ karma.A-AramBam tu yaH kRtvA sidDam na^eva tu (kArayet /
   K.657b/ balāt kārayitavyo^asau akurvan daṇḍam (arhati //	K.657b/ balAt kArayitavyaH-^asO akurvan daNxam (arhati //
   K.658a/ vighnayan vāhako dāpyaḥ prasthāne dviguṇāṃ bhṛtim //	K.658a/ viGnayan vAhakaH dApyaH prasTAne dviguNAm BRtim //
   K.659a/ na tu dāpyo hṛtaṃ corair dagdha.mūḍhaṃ jalena vā //	K.659a/ na tu dApyaH hRtam corEH dagDa.mUXam jalena vA //
   K.660a/ (tyajet pathi sahāyaṃ yaḥ śrāntaṃ roga.artam eva vā /	K.660a/ (tyajet paTi sahAyam yaH SrAntam roga-.artam eva vA /
   K.660b/ (prāpnuyāt sāhasaṃ pūrvaṃ grāme tryaham apālayan //	K.660b/ (prApnuyAt sAhasam pUrvam grAme tri-aham apAlayan //
   K.661a/ yadā tu pathi tad.bhāṇḍam (āsidhyeta (hriyeta vā /	K.661a/ yadA tu paTi tad-.BANxam (a-asiDyeta (hriyeta vA /
   K.661b/ yāvān adhvā gatas tena (prāpnuyāt tāvatīṃ bhṛtim //	K.661b/ yAvAn aDvA gataH tena (prApnuyAt tAvatIm BRtim //
   K.662a/ hasti.aśva.go.khara.uṣṭra.ādīn gṛhītvā bhāṭakena yaḥ /	K.662a/ hasti-.aSva.-go.Kara-.uzwra.a-AdIn gRhItvA BAwakena yaH /
   K.662b/ na^(arpayet kṛta.kṛtya.arthaḥ sa tu dāpyaḥ sabhāṭakam //	K.662b/ na^(arpayet kRta.kRtya-.arTaH sa tu dApyaH sa-BAwakam //
   K.663a/ gṛha.vārya.āpaṇa.ādīṇi gṛhītvā bhāṭakena yaḥ /	K.663a/ gRha.vAri-a.ApaNa.AdINi gRhItvA BAwakena yaH /
   K.663b/ svāmine na^(arpayed yāvat tāvad dāpyaḥ sabhāṭakam //	K.663b/ svAmine na^(arpayet yAvat tAvat dApyaH sa-BAwakam //
   [svāmipālavivādaḥ]	[sva-Ami-pAla-vivAdaH]
   K.664a/ kṣetra.ārāma.vivīteṣu gṛheṣu paśuvāṭiṣu /	K.664a/ kzetra.a-ArAma.-vivItezu gRhezu paSu-vAwizu /
   K.664b/ grahaṇaṃ tat.praviṣṭānāṃ tāḍanaṃ vā bṛhaspatiḥ //	K.664b/ grahaNam tat.-pravizwAnAm tAxanam vA bRhaspatiH //
   K.665a/ adhama.uttama.madhyānāṃ paśūnāṃ ca^eva tāḍane /	K.665a/ aDama-.uttama.-maDyAnAm paSUnAm ca^eva tAxane /
