   BhP_08.01.001/0 śrīrājovāca	BhP_08.01.001/0 SrI-rAjA-uvAca
   BhP_08.12.046/3 yaduttamaślokaguṇānuvarṇanaṃ samastasaṃsārapariśramāpaham	Bhu-_08.12.046/3 yat-uttamaSloka-guNa-anuvarNanam samasta-saMsAra-pariSrama-apaham
   BhP_08.12.047/1 asadaviṣayamaṅghriṃ bhāvagamyaṃ prapannān	Bhu-_08.12.047/1 asat-avizayam-aFGrim BAva-gamyam prapannAn
   BhP_08.12.047/3 amṛtamamaravaryān āśayat sindhumathyam	Bhu-_08.12.047/3 amRtam-amara-varyAn ASayat sinDum-aTyam
   BhP_08.12.047/3 kapaṭayuvativeṣo mohayan yaḥ surārīṃs	Bhu-_08.12.047/3 kapawa-yuvati-vezaH mohayan yaH surArIM=-
   BhP_08.12.047/4 tamahamupasṛtānāṃ kāmapūraṃ nato 'smi	Bhu-_08.12.047/4 tam-aham-upasRtAnAm kAmapUram nataH asmi
   BhP_08.13.001/0 śrīśuka uvāca	BhP_08.13.001/0 SrI-SukaH uvAca
   BhP_08.13.001/1 manurvivasvataḥ putraḥ śrāddhadeva iti śrutaḥ	Bhu-_08.13.001/1 manuH-vivasvataH putraH SrAdDadevaH iti SrutaH
   BhP_08.13.001/3 saptamo vartamāno yastadapatyāni me śṛṇu	Bhu-_08.13.001/3 saptamaH vartamAnaH yaH-tad-apatyAni me SRNu
   BhP_08.13.002/1 ikṣvākurnabhagaścaiva dhṛṣṭaḥ śaryātireva ca	Bhu-_08.13.002/1 ikzvAkuH-naBagaH-ca-eva DRzwaH SaryAtiH-eva ca
   BhP_08.13.002/3 nariṣyanto 'tha nābhāgaḥ saptamo diṣṭa ucyate	Bhu-_08.13.002/3 narizyantaH aTa nABAgaH saptamaH dizwaH ucyate
   BhP_08.13.003/1 tarūṣaśca pṛṣadhraśca daśamo vasumān smṛtaḥ	Bhu-_08.13.003/1 tarUzaH-ca pRzaDraH-ca daSamaH vasumAn smRtaH
   BhP_08.13.003/3 manorvaivasvatasyaite daśaputrāḥ parantapa	Bhu-_08.13.003/3 manoH-vEvasvatasya-ete daSa-putrAH parantapa
   BhP_08.13.004/1 ādityā vasavo rudrā viśvedevā marudgaṇāḥ	Bhu-_08.13.004/1 AdityAH vasavaH rudrAH viSvedevAH marut-gaNAH
   BhP_08.13.004/3 aśvināvṛbhavo rājannindrasteṣāṃ purandaraḥ	Bhu-_08.13.004/3 aSvinOvRBavaH rAjan=-indraH-tezAm purandaraH
   BhP_08.13.005/1 kaśyapo 'trirvasiṣṭhaśca viśvāmitro 'tha gautamaḥ	Bhu-_08.13.005/1 kaSyapaH atriH-vasizWaH-ca viSvAmitraH aTa gOtamaH
   BhP_08.13.005/3 jamadagnirbharadvāja iti saptarṣayaḥ smṛtāḥ	Bhu-_08.13.005/3 jamadagniH-BaradvAjaH iti saptarzayaH smRtAH
   BhP_08.13.006/1 atrāpi bhagavajjanma kaśyapādaditerabhūt	BhP_08.13.006/1 atra-api Bagavat-janma kaSyapAt-aditeH-aBUt
   BhP_08.13.006/3 ādityānāmavarajo viṣṇurvāmanarūpadhṛk	Bhu-_08.13.006/3 AdityAnAm-avarajaH vizNuH-vAmana-rUpaDRk-
   BhP_08.13.007/1 saṅkṣepato mayoktāni saptamanvantarāṇi te	BhP_08.13.007/1 saFkzepataH mayA-uktAni sapta-manvantarANi te
   BhP_08.13.007/3 bhaviṣyāṇy atha vakṣyāmi viṣṇoḥ śaktyānvitāni ca	Bhu-_08.13.007/3 BavizyANi aTa vakzyAmi vizNoH SaktyA-anvitAni ca
   BhP_08.13.008/1 vivasvataśca dve jāye viśvakarmasute ubhe	Bhu-_08.13.008/1 vivasvataH-ca dve jAye viSvakarma-sute uBe
   BhP_08.13.008/3 saṃjñā chāyā ca rājendra ye prāg abhihite tava	BhP_08.13.008/3 saMjQA CAyA ca rAja-indra ye prAk aBihite tava
   BhP_08.13.009/1 tṛtīyāṃ vaḍavāmeke tāsāṃ saṃjñāsutāstrayaḥ	Bhu-_08.13.009/1 tRtIyAm vaxavAm-eke tAsAm saMjQA-sutAH-trayaH
   BhP_08.13.009/3 yamo yamī śrāddhadevaśchāyāyāśca sutān chṛṇu	Bhu-_08.13.009/3 yamaH yamI SrAdDadevaH-CAyAyAH-ca sutAn SRNu
   BhP_08.13.010/1 sāvarṇistapatī kanyā bhāryā saṃvaraṇasya yā	Bha-a_08.13.010/1 sAvarNiH-tapatI kanyA BAryA saMvaraNasya yA
   BhP_08.13.010/3 śanaiścarastṛtīyo 'bhūdaśvinau vaḍavātmajau	BhP_08.13.010/3 SanEScaraH-tRtIyaH aBUt-aSvinO vaxava-AtmajO
   BhP_08.13.011/1 aṣṭame 'ntara āyāte sāvarṇirbhavitā manuḥ	Bhu-_08.13.011/1 azwame antare AyAte sAvarNiH-BavitA manuH
   BhP_08.13.011/3 nirmokavirajaskādyāḥ sāvarṇitanayā nṛpa	BhP_08.13.011/3 nirmoka-virajaska-AdyAH sAvarNi-tanayAH nRpa
   BhP_08.13.012/1 tatra devāḥ sutapaso virajā amṛtaprabhāḥ	Bhu-_08.13.012/1 tatra devAH su-tapasaH virajAH amRta-praBAH
   BhP_08.13.012/3 teṣāṃ virocanasuto balirindro bhaviṣyati	Bhu-_08.13.012/3 tezAm virocana-sutaH baliH-indraH Bavizyati
   BhP_08.13.013/1 dattvemāṃ yācamānāya viṣṇave yaḥ padatrayam	Bhu-_08.13.013/1 dattvA-imAm yAcamAnAya vizNave yaH pada-trayam
   BhP_08.13.013/3 rāddhamindrapadaṃ hitvā tataḥ siddhimavāpsyati	Bhu-_08.13.013/3 rAdDam-indra-padam hitvA tatas sidDim-avApsyati
   BhP_08.13.014/1 yo 'sau bhagavatā baddhaḥ prītena sutale punaḥ	Bhu-_08.13.014/1 yaH asO BagavatA badDaH prItena sutale punar-
   BhP_08.13.014/3 niveśito 'dhike svargādadhunāste svarāḍ iva	Bhu-_08.13.014/3 niveSitaH aDike svargAt-aDunAH-te svarAj iva
   BhP_08.13.015/1 gālavo dīptimān rāmo droṇaputraḥ kṛpastathā	Bhu-_08.13.015/1 gAlavaH dIptimAn rAmaH droNaputraH kRpaH-taTA
   BhP_08.13.015/3 ṛṣyaśṛṅgaḥ pitāsmākaṃ bhagavān bādarāyaṇaḥ	Bhu-_08.13.015/3 RzyaSRFgaH pitA-asmAkam BagavAn bAdarAyaNaH
   BhP_08.13.016/1 ime saptarṣayastatra bhaviṣyanti svayogataḥ	Bhu-_08.13.016/1 ime saptarzayaH-tatra Bavizyanti sva-yogataH
   BhP_08.13.016/3 idānīmāsate rājan sve sva āśramamaṇḍale	Bhu-_08.13.016/3 idAnIm-Asate rAjan sve sve ASrama-maNxale
   BhP_08.13.017/1 devaguhyāt sarasvatyāṃ sārvabhauma iti prabhuḥ	Bhu-_08.13.017/1 deva-guhyAt sarasvatyAm sArvaBOmaH iti praBuH
   BhP_08.13.017/3 sthānaṃ purandarāddhṛtvā balaye dāsyatīśvaraḥ	Bhu-_08.13.017/3 sTAnam purandarAt-hRtvA balaye dAsyati-ISvaraH
   BhP_08.13.018/1 navamo dakṣasāvarṇirmanurvaruṇasambhavaḥ	Bhu-_08.13.018/1 navamaH dakzasAvarNiH-manuH-varuNa-samBavaH
   BhP_08.13.018/3 bhūtaketurdīptaketurity ādyāstatsutā nṛpa	BhP_08.13.018/3 BUtaketuH-dIpta-ketuH-iti AdyAH-tad-sutAH nRpa
   BhP_08.13.019/1 pārāmarīcigarbhādyā devā indro 'dbhutaḥ smṛtaḥ	BhP-_08.13.019/1 pArAmarIcigarBa-AdyAH devAH indraH adButaH smRtaH
   BhP_08.13.019/3 dyutimatpramukhāstatra bhaviṣyanty ṛṣayastataḥ	Bhu-_08.13.019/3 dyutimat-pramuKAH-tatra Bavizyanti RzayaH-tatas-
   BhP_08.13.020/1 āyuṣmato 'mbudhārāyāmṛṣabho bhagavatkalā	Bhu-_08.13.020/1 AyuzmataH ambuDArAyAm-RzaBaH Bagavat-kalA
   BhP_08.13.020/3 bhavitā yena saṃrāddhāṃ trilokīṃ bhokṣyate 'dbhutaḥ	Bhu-_08.13.020/3 BavitA yena saMrAdDAm trilokIm Bokzyate adButaH
   BhP_08.13.021/1 daśamo brahmasāvarṇirupaślokasuto manuḥ	Bhu-_08.13.021/1 daSamaH brahmasAvarNiH-upaSloka-sutaH manuH
   BhP_08.13.021/3 tatsutā bhūriṣeṇādyā haviṣmat pramukhā dvijāḥ	Bhu-_08.13.021/3 tad-sutAH BUrizeNa-AdyAH havizmat pramuKAH dvijAH
   BhP_08.13.022/1 haviṣmān sukṛtaḥ satyo jayo mūrtistadā dvijāḥ	Bhu-_08.13.022/1 havizmAn sukRtaH satyaH jayaH mUrtiH-tadA dvijAH
   BhP_08.13.022/3 suvāsanaviruddhādyā devāḥ śambhuḥ sureśvaraḥ	Bhu-_08.13.022/3 suvAsana-virudDa-AdyAH devAH SamBuH sureSvaraH
   BhP_08.13.023/1 viṣvakseno viṣūcyāṃ tu śambhoḥ sakhyaṃ kariṣyati	Bhu-_08.13.023/1 vizvaksenaH vizUcyAm tu SamBoH saKyam karizyati
   BhP_08.13.023/3 jātaḥ svāṃśena bhagavān gṛhe viśvasṛjo vibhuḥ	Bhu-_08.13.023/3 jAtaH sva-aMSena BagavAn gRhe viSvasRjaH viBuH
   BhP_08.13.024/1 manurvai dharmasāvarṇirekādaśama ātmavān	Bhu-_08.13.024/1 manuH-vE DarmasAvarNiH-ekAdaSamaH AtmavAn
   BhP_08.13.024/3 anāgatāstatsutāśca satyadharmādayo daśa	Bhu-_08.13.024/3 anAgatAH-tad-sutAH-ca satya-Darma-AdayaH daSa
   BhP_08.13.025/1 vihaṅgamāḥ kāmagamā nirvāṇarucayaḥ surāḥ	Bhu-_08.13.025/1 vihaFgamAH kAma-gamAH nirvANa-rucayaH surAH
   BhP_08.13.025/3 indraśca vaidhṛtasteṣāmṛṣayaścāruṇādayaḥ	Bhu-_08.13.025/3 indraH-ca vEDRtaH-tezAm-RzayaH-ca-aruNa-AdayaH
   BhP_08.13.026/1 āryakasya sutastatra dharmaseturiti smṛtaḥ	Bhu-_08.13.026/1 Aryakasya sutaH-tatra Darma-setuH-iti smRtaH
   BhP_08.13.026/3 vaidhṛtāyāṃ hareraṃśastrilokīṃ dhārayiṣyati	Bhu-_08.13.026/3 vEDRtAyAm hareH-aMSaH-trilokIm DArayizyati
   BhP_08.13.027/1 bhavitā rudrasāvarṇī rājan dvādaśamo manuḥ	BhP_08.13.027/1 BavitA rudrasAvarNI rAjan dvAdaSamaH manuH
   BhP_08.13.027/3 devavān upadevaśca devaśreṣṭhādayaḥ sutāḥ	Bhu-_08.13.027/3 devavAn upadevaH-ca deva-SrezWa-AdayaH sutAH
   BhP_08.13.028/1 ṛtadhāmā ca tatrendro devāśca haritādayaḥ	BhP_08.13.028/1 RtaDAmA ca tatra-indraH devAH-ca harita-AdayaH
   BhP_08.13.028/3 ṛṣayaśca tapomūrtistapasvy āgnīdhrakādayaḥ	Bhu-_08.13.028/3 RzayaH-ca tapomUrtiH-tapasvI AgnIDraka-AdayaH
   BhP_08.13.029/1 svadhāmākhyo hareraṃśaḥ sādhayiṣyati tanmanoḥ	BhP_08.13.029/1 svaDAma-AKyaH hareH-aMSaH sADayizyati tad-manoH
   BhP_08.13.029/3 antaraṃ satyasahasaḥ sunṛtāyāḥ suto vibhuḥ	Bhu-_08.13.029/3 antaram satya-sahasaH su-nRtAyAH sutaH viBuH
   BhP_08.13.030/1 manustrayodaśo bhāvyo devasāvarṇirātmavān	Bhu-_08.13.030/1 manuH-trayodaSaH BAvyaH devasAvarNiH-AtmavAn
   BhP_08.13.030/3 citrasenavicitrādyā devasāvarṇidehajāḥ	Bhu-_08.13.030/3 citrasena-vicitra-AdyAH deva-sAvarNi-deha-jAH
   BhP_08.13.031/1 devāḥ sukarmasutrāma saṃjñā indro divaspatiḥ	Bhu-_08.13.031/1 devAH sukarma-sutrAma saMjQA indraH divaspatiH
   BhP_08.13.031/3 nirmokatattvadarśādyā bhaviṣyanty ṛṣayastadā	Bhu-_08.13.031/3 nirmoka-tattva-darSa-AdyAH Bavizyanti RzayaH-tadA
   BhP_08.13.032/1 devahotrasya tanaya upahartā divaspateḥ	Bhu-_08.13.032/1 devahotrasya tanayaH upahartA divaspateH
   BhP_08.13.032/3 yogeśvaro hareraṃśo bṛhatyāṃ sambhaviṣyati	Bhu-_08.13.032/3 yogeSvaraH hareH-aMSaH bRhatyAm samBavizyati
   BhP_08.13.033/1 manurvā indrasāvarṇiścaturdaśama eṣyati	Bhu-_08.13.033/1 manuH-vA indrasAvarNiH-caturdaSame ezyati
   BhP_08.13.033/3 urugambhīrabudhādyā indrasāvarṇivīryajāḥ	Bhu-_08.13.033/3 uru-gamBIra-buDa-AdyAH indra-sAvarNi-vIrya-jAH
   BhP_08.13.034/1 pavitrāścākṣuṣā devāḥ śucirindro bhaviṣyati	Bhu-_08.13.034/1 pavitrAH-cAkzuzAH devAH SuciH-indraH Bavizyati
   BhP_08.13.034/3 agnirbāhuḥ śuciḥ śuddho māgadhādyāstapasvinaḥ	Bhu-_08.13.034/3 agniH-bAhuH SuciH SudDaH mAgaDa-AdyAH-tapasvinaH
   BhP_08.13.035/1 satrāyaṇasya tanayo bṛhadbhānustadā hariḥ	Bhu-_08.13.035/1 sa-trAyaNasya tanayaH bRhadBAnuH-tadA hariH
   BhP_08.13.035/3 vitānāyāṃ mahārāja kriyātantūn vitāyitā	Bhu-_08.13.035/3 vitAnAyAm mahA-rAja kriyA-tantUn vitAyitA
   BhP_08.13.036/1 rājaṃścaturdaśaitāni trikālānugatāni te	Bhu-_08.13.036/1 rAjan=-caturdaSa-etAni tri-kAla-anugatAni te
   BhP_08.13.036/3 proktāny ebhirmitaḥ kalpo yugasāhasraparyayaḥ	Bhu-_08.13.036/3 proktAni eBiH-mitaH kalpaH yuga-sAhasra-paryayaH
   BhP_08.14.001/0 śrīrājovāca	BhP_08.14.001/0 SrI-rAjA-uvAca
   BhP_08.14.001/1 manvantareṣu bhagavan yathā manvādayastvime	Bhu-_08.14.001/1 manvantarezu Bagavan yaTA manu-AdayaH-tu-ime
   BhP_08.14.001/3 yasmin karmaṇi ye yena niyuktāstadvadasva me	Bhu-_08.14.001/3 yasmin karmaNi ye yena niyuktAH-tat-vadasva me
   BhP_08.14.002/0 śrīṛṣiruvāca	BhP_08.14.002/0 SrIRziH-uvAca
   BhP_08.14.002/1 manavo manuputrāśca munayaśca mahīpate	Bhu-_08.14.002/1 manavaH manu-putrAH-ca munayaH-ca mahIpate
   BhP_08.14.002/3 indrāḥ suragaṇāścaiva sarve puruṣaśāsanāḥ	Bhu-_08.14.002/3 indrAH sura-gaNAH-ca-eva sarve puruza-SAsanAH
   BhP_08.14.003/1 yajñādayo yāḥ kathitāḥ pauruṣyastanavo nṛpa	Bhu-_08.14.003/1 yajQa-AdayaH yAH kaTitAH pOruzyaH-tanavaH nRpa
   BhP_08.14.003/3 manvādayo jagadyātrāṃ nayanty ābhiḥ pracoditāḥ	Bhu-_08.14.003/3 manu-AdayaH jagat-yAtrAm nayanti ABiH pracoditAH
   BhP_08.14.004/1 caturyugānte kālena grastān chrutigaṇān yathā	Bhu-_08.14.004/1 catur-yuga-ante kAlena grastAn Cruti-gaNAn yaTA
   BhP_08.14.004/3 tapasā ṛṣayo 'paśyan yato dharmaḥ sanātanaḥ	Bhu-_08.14.004/3 tapasA RzayaH apaSyan yatas DarmaH sanAtanaH
   BhP_08.14.005/1 tato dharmaṃ catuṣpādaṃ manavo hariṇoditāḥ	Bhu-_08.14.005/1 tatas Darmam catuzpAdam manavaH hariNA-uditAH
   BhP_08.14.005/3 yuktāḥ sañcārayanty addhā sve sve kāle mahīṃ nṛpa	Bhu-_08.14.005/3 yuktAH saQcArayanti adDA sve sve kAle mahIm nRpa
   BhP_08.14.006/1 pālayanti prajāpālā yāvadantaṃ vibhāgaśaḥ	Bhu-_08.14.006/1 pAlayanti prajApAlAH yAvat-antam viBAgaSaH
   BhP_08.14.006/3 yajñabhāgabhujo devā ye ca tatrānvitāśca taiḥ	Bhu-_08.14.006/3 yajQa-BAga-BujaH devAH ye ca tatra-anvitAH-ca tEH
   BhP_08.14.007/1 indro bhagavatā dattāṃ trailokyaśriyamūrjitām	Bhu-_08.14.007/1 indraH BagavatA dattAm trElokya-Sriyam-UrjitAm
   BhP_08.14.007/3 bhuñjānaḥ pāti lokāṃstrīn kāmaṃ loke pravarṣati	Bhu-_08.14.007/3 BuQjAnaH pAti lokAn=-trIn kAmam loke pravarzati
   BhP_08.14.008/1 jñānaṃ cānuyugaṃ brūte hariḥ siddhasvarūpadhṛk	Bhu-_08.14.008/1 jQAnam ca-anuyugam brUte hariH sidDa-sva-rUpa-DRk-
   BhP_08.14.008/3 ṛṣirūpadharaḥ karma yogaṃ yogeśarūpadhṛk	Bhu-_08.14.008/3 Rzi-rUpa-DaraH karma yogam yogeSa-rUpaDRk-
   BhP_08.14.009/1 sargaṃ prajeśarūpeṇa dasyūn hanyāt svarāḍvapuḥ	Bhu-_08.14.009/1 sargam prajA-ISa-rUpeNa dasyUn hanyAt svarAj-u-apuH
   BhP_08.14.009/3 kālarūpeṇa sarveṣāmabhāvāya pṛthag guṇaḥ	Bhu-_08.14.009/3 kAla-rUpeNa sarvezAm-aBAvAya pRTak guNaH
   BhP_08.14.010/1 stūyamāno janairebhirmāyayā nāmarūpayā	Bhu-_08.14.010/1 stUyamAnaH janEH-eBiH-mAyayA nAma-rUpayA
   BhP_08.14.010/3 vimohitātmabhirnānā darśanairna ca dṛśyate	Bhu-_08.14.010/3 vimohita-AtmaBiH-nAnA darSanEH-na ca dRSyate
   BhP_08.14.011/1 etat kalpavikalpasya pramāṇaṃ parikīrtitam	Bhu-_08.14.011/1 etat kalpa-vikalpasya pramANam parikIrtitam
   BhP_08.14.011/3 yatra manvantarāṇy āhuścaturdaśa purāvidaḥ	Bhu-_08.14.011/3 yatra manvantarANi AhuH-caturdaSa purAvidaH
   BhP_08.15.001/0 śrīrājovāca	BhP_08.15.001/0 SrI-rAjA-uvAca
   BhP_08.15.001/1 baleḥ padatrayaṃ bhūmeḥ kasmāddharirayācata	BhP_08.15.001/1 baleH pada-trayam BUmeH kasmAt-hariH-ayAcata
   BhP_08.15.001/3 bhūteśvaraḥ kṛpaṇaval labdhārtho 'pi babandha tam	Bhu-_08.15.001/3 BUteSvaraH kRpaNa-vat labDa-arTaH api babanDa tam
   BhP_08.15.002/1 etadveditumicchāmo mahat kautūhalaṃ hi naḥ	Bhu-_08.15.002/1 etat-veditum-icCAmaH mahat kOtUhalam hi naH
   BhP_08.15.002/3 yajñeśvarasya pūrṇasya bandhanaṃ cāpy anāgasaḥ	Bhu-_08.15.002/3 yajQeSvarasya pUrNasya banDanam ca-api anAgasaH
   BhP_08.15.003/0 śrīśuka uvāca	BhP_08.15.003/0 SrI-SukaH uvAca
   BhP_08.15.003/1 parājitaśrīrasubhiśca hāpito hīndreṇa rājan bhṛgubhiḥ sa	Bhu-_08.15.003/1 parAjita-SrI-rasuBiH-ca hApitaH hi-indreNa rAjan BRguBiH sa
   jīvitaḥ	jIvitaH
   BhP_08.15.003/3 sarvātmanā tān abhajadbhṛgūn baliḥ śiṣyo	Bhu-_08.15.003/3 sarva-AtmanA tAn aBajat-BRgUn baliH SizyaH-
   mahātmārthanivedanena	mahAtmA-arTa-nivedanena
   BhP_08.15.004/1 taṃ brāhmaṇā bhṛgavaḥ prīyamāṇā ayājayan viśvajitā	Bhu-_08.15.004/1 tam brAhmaNAH BRgavaH prIyamANA ayAjayan viSvajitA
   triṇākam	triNAkam
   BhP_08.15.004/3 jigīṣamāṇaṃ vidhinābhiṣicya mahābhiṣekeṇa mahānubhāvāḥ	Bhu-_08.15.004/3 jigIzamANam viDinA-aBizicya mahA-aBizekeNa mahA-anuBAvAH
   BhP_08.15.005/1 tato rathaḥ kāñcanapaṭṭanaddho hayāśca	Bhu-_08.15.005/1 tatas raTaH kAQcana-pawwa-nadDaH hayAH-ca
   haryaśvaturaṅgavarṇāḥ	haryaSva-turaFga-varNAH
   BhP_08.15.005/3 dhvajaśca siṃhena virājamāno hutāśanādāsa havirbhiriṣṭāt	Bhu-_08.15.005/3 DvajaH-ca siMhena virAjamAnaH hutASanAt-Asa havirBiH-izwAt-
   BhP_08.15.006/1 dhanuśca divyaṃ puraṭopanaddhaṃ tūṇāvariktau kavacaṃ ca	Bhu-_08.15.006/1 DanuH-ca divyam purawa-upanadDam tUNAvariktO kavacam ca
   divyam	divyam
   BhP_08.15.006/3 pitāmahastasya dadau ca mālām amlānapuṣpāṃ jalajaṃ ca	Bhu-_08.15.006/3 pitAmahaH-tasya dadO ca mAlAm amlAna-puzpAm jala-jam ca
   śukraḥ	SukraH
   BhP_08.15.007/1 evaṃ sa viprārjitayodhanārthas taiḥ kalpitasvastyayano	Bhu-_08.15.007/1 evam sa vipra-arjita-yoDana-arTaH tEH kalpita-svastyayanaH-
   'tha viprān	aTa viprAn
   BhP_08.15.007/3 pradakṣiṇīkṛtya kṛtapraṇāmaḥ prahrādamāmantrya namaścakāra	Bhu-_08.15.007/3 pradakziNIkRtya kRta-praNAmaH prahrAdam-Amantrya namaScakAra
   BhP_08.15.008/1 athāruhya rathaṃ divyaṃ bhṛgudattaṃ mahārathaḥ	BhP_08.15.008/1 aTa-Aruhya raTam divyam BRgudattam mahA-raTaH
   BhP_08.15.008/3 susragdharo 'tha sannahya dhanvī khaḍgī dhṛteṣudhiḥ	BhP_08.15.008/3 susragDaraH aTa sannahya DanvI KaxgI DRta-izuDiH
   BhP_08.15.009/1 hemāṅgadalasadbāhuḥ sphuranmakarakuṇḍalaḥ	Bhu-_08.15.009/1 hema-aFgadala-sat-bAhuH sPurat-makara-kuNxalaH
   BhP_08.15.009/3 rarāja rathamārūḍho dhiṣṇyastha iva havyavāṭ	Bhu-_08.15.009/3 rarAja raTam-ArUXaH DizNya-sTaH iva havyavAw-
   BhP_08.15.010/1 tulyaiśvaryabalaśrībhiḥ svayūthairdaityayūthapaiḥ	Bhu-_08.15.010/1 tulya-ESvarya-bala-SrIBiH sva-yUTEH-dEtya-yUTapEH
   BhP_08.15.010/3 pibadbhiriva khaṃ dṛgbhirdahadbhiḥ paridhīn iva	Bhu-_08.15.010/3 pibadBiH-iva Kam dRgBiH-dahadBiH pariDIn iva
   BhP_08.15.011/1 vṛto vikarṣan mahatīmāsurīṃ dhvajinīṃ vibhuḥ	Bhu-_08.15.011/1 vRtaH vikarzan mahatIm-AsurIm DvajinIm viBuH
   BhP_08.15.011/3 yayāvindrapurīṃ svṛddhāṃ kampayanniva rodasī	Bhu-_08.15.011/3 yayO=-indra-purIm svRdDAm kampayan=-iva rodasI
   BhP_08.15.012/1 ramyāmupavanodyānaiḥ śrīmadbhirnandanādibhiḥ	Bhu-_08.15.012/1 ramyAm-upavana-udyAnEH SrImadBiH-nandana-AdiBiH
   BhP_08.15.012/3 kūjadvihaṅgamithunairgāyanmattamadhuvrataiḥ	Bhu-_08.15.012/3 kUjat-vihaFga-miTunEH-gAyat-matta-maDu-vratEH
   BhP_08.15.013/1 pravālaphalapuṣporu bhāraśākhāmaradrumaiḥ	BhP_08.15.013/1 pravAla-Pala-puzpa-Uru BAra-SAKA-amara-drumEH
   BhP_08.15.013/3 haṃsasārasacakrāhva kāraṇḍavakulākulāḥ	Bhu-_08.15.013/3 haMsa-sArasa-cakrAhva kAraNxava-kula-AkulAH
   BhP_08.15.013/5 nalinyo yatra krīḍanti pramadāḥ surasevitāḥ	Bhu-_08.15.013/5 nalinyaH yatra krIxanti pramadAH sura-sevitAH
   BhP_08.15.014/1 ākāśagaṅgayā devyā vṛtāṃ parikhabhūtayā	Bhu-_08.15.014/1 AkASagaFgayA devyA vRtAm pariKa-BUtayA
   BhP_08.15.014/3 prākāreṇāgnivarṇena sāṭṭālenonnatena ca	BhP_08.15.014/3 prAkAreNa-agni-varNena sa-awwAlena-unnatena ca
   BhP_08.15.015/1 rukmapaṭṭakapāṭaiśca dvāraiḥ sphaṭikagopuraiḥ	BhP_08.15.015/1 rukma-pawwa-kapAwEH-ca dvArEH sPawika-gopurEH
   BhP_08.15.015/3 juṣṭāṃ vibhaktaprapathāṃ viśvakarmavinirmitām	Bhu-_08.15.015/3 juzwAm viBakta-prapaTAm viSvakarma-vinirmitAm
   BhP_08.15.016/1 sabhācatvararathyāḍhyāṃ vimānairnyarbudairyutām	Bhu-_08.15.016/1 saBAca-tvara-raTyA-AXyAm vimAnEH-nyarbudEH-yutAm
   BhP_08.15.016/3 śṛṅgāṭakairmaṇimayairvajravidrumavedibhiḥ	Bhu-_08.15.016/3 SRFgAwakEH-maNi-mayEH-vajra-vidruma-vediBiH
   BhP_08.15.017/1 yatra nityavayorūpāḥ śyāmā virajavāsasaḥ	Bhu-_08.15.017/1 yatra nitya-vayaH-rUpAH SyAmAH viraja-vAsasaH
   BhP_08.15.017/3 bhrājante rūpavannāryo hy arcirbhiriva vahnayaḥ	Bhu-_08.15.017/3 BrAjante rUpa-vat-nAryaH hi arcirBiH-iva vahnayaH
   BhP_08.15.018/1 surastrīkeśavibhraṣṭa navasaugandhikasrajām	BhP_08.15.018/1 sura-strI-keSa-viBrazwa nava-sOganDika-srajAm
   BhP_08.15.018/3 yatrāmodamupādāya mārga āvāti mārutaḥ	Bhu-_08.15.018/3 yatra-Amodam-upAdAya mArgaH AvAti mArutaH
   BhP_08.15.019/1 hemajālākṣanirgacchad dhūmenāgurugandhinā	Bhu-_08.15.019/1 hema-jAlAkza-nirgacCat DUmena-aguru-ganDinA
   BhP_08.15.019/3 pāṇḍureṇa praticchanna mārge yānti surapriyāḥ	Bhu-_08.15.019/3 pANxureNa praticCan-na mArge yAnti sura-priyAH
   BhP_08.15.020/1 muktāvitānairmaṇihemaketubhir nānāpatākāvalabhībhirāvṛtām	Bhu-_08.15.020/1 muktA-vitAnEH-maNi-hema-ketuBiH nAnA-patAkA-valaBIBiH-AvRtAm
   BhP_08.15.020/3 śikhaṇḍipārāvatabhṛṅganāditāṃ	BhP_08.15.020/3 SiKaNxi-pArAvata-BRFga-nAditAm
   vaimānikastrīkalagītamaṅgalām	vEmAnika-strI-kala-gIta-maFgalAm
   BhP_08.15.021/1 mṛdaṅgaśaṅkhānakadundubhisvanaiḥ	BhP_08.15.021/1 mRdaFga-SaFKa-Anaka-dunduBi-svanEH
   satālavīṇāmurajeṣṭaveṇubhiḥ	sa-tAla-vINA-muraja-izwa-veNuBiH
   BhP_08.15.021/3 nṛtyaiḥ savādyairupadevagītakair manoramāṃ svaprabhayā	Bhu-_08.15.021/3 nRtyEH sa-vAdyEH-upadeva-gItakEH manoramAm sva-praBayA
   jitaprabhām	jita-praBAm
   BhP_08.15.022/1 yāṃ na vrajanty adharmiṣṭhāḥ khalā bhūtadruhaḥ śaṭhāḥ	Bhu-_08.15.022/1 yAm na vrajanti aDarmizWAH KalAH BUta-druhaH SaWAH
   BhP_08.15.022/3 māninaḥ kāmino lubdhā ebhirhīnā vrajanti yat	Bhu-_08.15.022/3 mAninaH kAminaH lubDAH eBiH-hInAH vrajanti yat-
   BhP_08.15.023/1 tāṃ devadhānīṃ sa varūthinīpatir bahiḥ samantādrurudhe	Bhu-_08.15.023/1 tAm devaDAnIm sa varUTinI-patiH bahis samantAt-ruruDe
   pṛtanyayā	pRtanyayA
   BhP_08.15.023/3 ācāryadattaṃ jalajaṃ mahāsvanaṃ dadhmau prayuñjan	Bhu-_08.15.023/3 AcArya-dattam jala-jam mahA-svanam daDmO prayuQjan
   bhayamindrayoṣitām	Bayam-indra-yozitAm
