   saṅkalpa-kalpa-druma	saFkalpa--kalpa-druma
   bahurucirucirāṃśukaṃ dukūlādikam adhikṛtya śubhaḥ śubhaṃyuveśaḥ |	bahu-ruci-rucira-aMSukam dukUla-Adikam aDikRtya SuBaH SuBaMyuveSaH |
   sahasakhinikaraḥ sa eṣa kṛṣṇaḥ sarabhasabhojanatṛṣṇatāṃ babhāja ||185||	saha-saKini-karaH saH eza kRzNaH saraBasa-Bojana-tRzNa-tAm baBAja ||185||
   vidhum anu kamalaṃ baliṃ pradatte hasati cakorayugaṃ tad eva vīkṣya |	viDum anu kamalam balim pradatte hasati cakora-yugam tat eva vIkzya |
   iti harim avalokya tatra tasthur vrajamahilā bata citratāṃ bhajantyaḥ	iti harim avalokya tatra tasTuH vraja-mahilA bata citra-tAm BajantyaH
   pṛthakad upaviśan1 vilokayantyaḥ sa ca madhumaṅgalakaḥ sanarmajalpaḥ |	pRTakat upaviSan1 vilokayantyaH sa ca maDu-maFgalakaH sa-narma-jalpaH |
   pṛthag iva pariveṣayan prahāsaṃ rasam itavān surasān ṣaḍ apy amuṣṇāt ||	pRTak iva parivezayan prahAsam rasam itavAn surasAn zaw api amuzNAt ||
   samam aśanasamarpiṇībhir āptān vrajapṛthukān savidhe vidhāya sāsraḥ |	samam aSana-samarpiNIBiH AptAn vraja-pRTukAn saviDe viDAya sa-asraH |
   murajid adanabhājanād amībhyaḥ pratikavalaṃ kavalaṃ dadan nananda ||188||	murajit adana-BAjanAt amIByaH pratikavalam kavalam dadan nanandaH ||188||
   surabhighṛtapariṣkṛtān samastān2 ṣaḍapi rasān praticarvaṇaṃ ruciprān |	suraBi-GRta-parizkRtAn samastAn2 zaz-api rasAn praticarvaNam ruci-prAn |
   pratilavarucibhoktṛṣu pradāya pratilavam āpa ruciṃ purandhrivargaḥ ||189||	pratilava-ruci-BoktRzu pradAya pratilavam Apa rucim puranDri-vargaH ||189||
   iha bahuvidhasandhitāni nimbūprabhṛtiphalāni rucārpitāni rejuḥ |	iha bahuviDa-sanDitAni nimbU-praBRti-PalAni rucA-arpitAni rejuH |
   nikaṭavinihitāni yāni cāsan pratimuhur eva ca sarvarocanāni ||190||	nikawa-vinihitAni yAni ca-Asan pratimuhuH eva ca sarva-rocanAni ||190||
   abhinavaparipakvanārikeladravavalitaṃ maricādicārugandham |	aBinava-paripakva-nArikela-drava-valitam marica-Adi-cAru-ganDam |
   lavalavaṇarasapriyaṃ kaduṣṇaṃ samucitapātrabhṛtaṃ ca mudgayūṣam ||191||	lava-lavaNa-rasa-priyam kaduzNam samucita-pAtra-BRtam ca mudga-yUzam ||191||
   surabhisurabhijātajātasarpiḥplutam atha pītanapītamiṣṭagandham |	suraBi-suraBi-jAta-jAta-sarpiH-plutam aTa pItana-pItam-izwa-ganDam |
   api parimalaśālidivyaśāliprabhavasukomalaśubhraśocir annam ||192||	api parimala-SAli-divya-SAli-praBavasu-koma-la-SuBra-SociH annam ||192||
   śṛtaghṛtamuhuruddhṛtapramṛṣṭa-dvidalavaṭīvividhaprakāravāram |	SRta-GRta-muhur-udDRta-pramRzwa-dvi-dala-vawI-viviDa-prakAra-vAram |
   harir abhijalasiktaniktatikta-svarasaviviktavicitrapākabhedam ||193||	hariH aBijala-sikta-nikta-tikta--svarasa-vivikta-vicitra-pAka-Bedam ||193||
   navacaṇakakalāyamāṣamudga-pravarajayuktakaṭuprasaktasūpam |	nava-caNaka-kalAya-mAza-mudga--pravara-ja-yukta-kawu-prasakta-sUpam |
   phaladalakusumatvagaṣṭikanda-prasavakṛtaprathayuktipaṅktibhedam ||194||	Pala-dala-kusuma-tva-c-azwi-kanda--prasava-kRta-praTa-yukti-paFkti-Bedam ||194||
   śṛtaghṛtadhṛtajīrakāñcidhātrī-phalarasapākakaṣāyaramyacukram3 |	SRta-GRta-DRta-jIra-kAQciDA-trI--Pala-rasa-pAka-kazAya-ramya-cukram3 |
   bahuvidharacanācaṇāmlasaṅghaṃ ghanadadhimaṇḍakaroṭikājyapakvam ||195||	bahuviDa-racanA-caNa-amla-saFGam Gana-daDi-maNxaka-rowikA-Ajya-pakvam ||195||
   śrapitapayasi bāṣpapaṅkapiṣṭapravalitaśarkaramugdhadugdhasāram |	Srapita-payasi bAzpa-paFka-pizwa-pravalita-Sarkara-mugDa-dugDa-sAram |
   amṛtajayirasaprasāraśālā-nibhavibhavaprasarāgraṇīrasānām ||196||	amRta-jayi-rasa-prasAra-SAlA--niBa-viBava-prasara-agraNI-rasAnAm ||196||
   saparimalaṃ jalaṃ tathāmbadhātrī4 praṇayajakopavilāsavalguvācam |	sa-parimalam jalam taTA-ambaDAtrI4 praNaya-ja-ka-upavilAsa-valgu-vAcam |
   1. (b) pṛthak samupaviśan; 2. (b) samāptān; 3. (a) ocukruḥ; 4. (b)	1. (b) pRTak samupaviSan; 2. (b) samAptAn; 3. (a) ocukruH; 4. (b)
   osvadhātrīḥ kulavarapariveṣikātatīnāṃ sakhivalayena vivādaśarmajātam	osvaDAtrIH kula-vara-parivezikA-tatInAm saKi-valayena vivAda-Sarma-jAtam
   anubhavad iha rāmakṛṣṇayugmaṃ muhur api bhojanatṛṣṇatām avāpa |	anuBavat iha rAma-kRzNa-yugmam muhur api Bojana-tRzNa-tAm avApa |
   tadapi ca nijasevakeṣu phalāvitaraṇakāmatayā tato vyaraṃsīt ||198||	tat-api ca nija-sevakezu Pala-avitaraNa-kAma-tayA tatas vyaraMsIt ||198||
   [aṣṭabhiḥ]1	[azwaBiH]1
   arasayad iha temanāni ṣaṣṭiṃ sahasakhisaṅghatayā svayaṃ murāriḥ |	arasayat iha temanAni zazwim saha-saKi-saFGa-tayA svayam murAriH |
   muhur atisarasāni yāni tatra spṛhijanabhāvabhidāṃ vidhunvate sma ||199||	muhur ati-sarasAni yAni tatra spRhi-jana-BAva-BidAm viDunvate sma ||199||
   saparimalajalena vaktraśuddhiṃ vidadhur amī bata tādṛśena yat tu |	sa-parimala-jalena vaktra-SudDim vidaDuH amI bata tAdRSena yat tu |
   aśanajasukhapūri suṣṭhu cakre hṛdayagataṃ kim api prasādaśātam ||200||	aSanaja-suKa-pUri suzWu cakre hRdaya-gatam kim api prasAda-SAtam ||200||
   himajalahimabālukāsitābhir viracitapānakapāyakāḥ sakhāyaḥ |	hima-jala-hima-bAlukAsitABiH viracita-pAnaka-pAyakAH saKAyaH |
   himakaravaragandhavīṭikābhiḥ kṛtamukhavāsatayā sukhaṃ virejuḥ ||201||	himakara-vara-ganDa-vIwikABiH kRta-muKa-vAsa-tayA suKam virejuH ||201||
   iti harim upalabhya tṛptim etā	iti harim upalaBya tRptim etA
   harijananīm upalambhayāmbabhhūvuḥ |	hari-jananIm upalamBaya-ambaBhUvuH |
   tadaśanam amṛtaṃ vibhāti tasmin	tad-aSanam amRtam viBAti tasmin
   katham atha tatkathanaṃ tathā na tasyām ||202||	kaTam aTa tat-kaTanam taTA na tasyAm ||202||
   tadanu tadanugā tu kāpi kāpi vrajakamalāḥ sajatī tadekaśarmā |	tadanu tad-anugA tu kA-api kA-api vrajakamalAH sajatI tat-eka-SarmA |
   haricaritakathāsu lambhitāśā harim api lambhayituṃ drutaṃ vavāñcha2	hari-carita-kaTAsu lamBita-ASA harim api lamBayitum drutam vavAn-Sa2
   atha paśupakulakṣitīśapatnyāḥ svam aśanakālam adhītya tatra yātāḥ |	aTa paSu-pakula-kzitISa-patnyAH svam aSana-kAlam aDItya tatra yAtAH |
   tadaśanam anu tāṃ niṣevya tadgīrvaśam aśanaṃ rahasā carantv amūś ca	tad-aSanam anu tAm nizevya tat-gIrvaSam aSanam rahasA carantu amUH ca
   atha muhur upalabdhagoparājñīvacanabalāḥ svayam icchamānasāś ca |	aTa muhur upalabDa-gopa-rAjQI-vacana-balAH svayam icCa-mAnasAH ca |
   nijanijakarasādhitaṃ vitartuṃ nijaramaṇāya ramā babhūvur utkāḥ ||205||	nija-nija-kara-sADitam vitartum nija-ramaNAya ramAH baBUvuH utkAH ||205||
   dayitam abhisarantu taṃ tu dhanyāḥ śataśatayūtham itāḥ sa eva cāsu |	dayitam aBisarantu tam tu DanyAH Sata-Sata-yUTam itAH saH eva ca-asu |
   viracayatu gatiṃ kayāpi śaktyā smara mama citta mudā sadāpi rādhām ||206||	viracayatu gatim kayA-api SaktyA smara mama citta mudA sadA-api rADAm ||206||
   śṛṇu hṛdaya diśāmi rādhikāyāṃ harim abhisāraya tatra tāṃ kadāpi |	SRNu hRdaya diSAmi rADikAyAm harim aBisAraya tatra tAm kadApi |
   dvayam idam anu pūjanaṃ tad eva dvayam anu yat purutoṣapoṣakāri ||207||	dvayam idam anu pUjanam tat eva dvayam anu yat puru-toza-poza-kAri ||207||
   atha saha dhavalābhir āvrajantaṃ vrajataṭam ahni turīyayāmabhāge |	aTa saha DavalABiH Avrajantam vraja-tawam ahni turIya-yAma-BAge |
   puruyugavirahād ivātikhinnā vyatikṛtasatvaratāvidhāyijalpāḥ ||208||	puru-yuga-virahAt iva-ati-KinnAH vyatikRta-satva-ratA-viDAyi-jalpAH ||208||
   ghṛtaracitapacaṃ sumiṣṭam iṣṭaṃ tad anu ca ṣāḍavasaṅginīṃ rasālām |	GRta-racita-pacam sumizwam izwam tat anu ca zAxava-saFginIm rasAlAm |
   drutataragamanā vṛṣārkajātā vrajad abhigṛhya sakhībhir ātmakāntam ||209||	drutatara-gamanAH vRza-arka-jAtA vrajat aBigRhya saKIBiH Atma-kAntam ||209||
   [yugmakam]	[yugmakam]
   nijavanagamanārhasūkṣmarandhraṃ drutam atigamya vanaṃ praviśya sarvāḥ |	nija-vana-gamana-arha-sUkzma-ranDram drutam atigamya vanam praviSya sarvAH |
   praṇayi savidhadūratas tu tasthur jaḍahṛdayāḥ spṛhayā ca lajjayā ca	praNayi saviDa-dUratas tu tasTuH jaxa-hRdayAH spRhayA ca lajjayA ca
   harir idam avagamya ramyacetāś chalam akaron nikhileṣu vacmi tac ca |	hariH idam avagamya ramya-cetAH Calam akarot niKilezu vacmi tat ca |
   dinadinam anu kāpi devatā māṃ kalayitum eti rahas tataḥ prayāmi ||211||	dinadinam anu kA-api devatAH mAm kalayitum eti rahaH tatas prayAmi ||211||
   tvaritam iha tu yūyam āvrajantaṃ kalayata mām iti dūratām upetya |	tvaritam iha tu yUyam Avrajantam kalayata mAm iti dUra-tAm upetya |
   atha kim ucitam ittham ūhamānas tricaturavālakasaṅgi tiṣṭhati sma ||212||	aTa kim ucitam itTam UhamAnaH tricaturavAlaka-saFgi tizWati sma ||212||
   1. (b) adds kulakam; 2. (a) margin: gataṃ rasāñci;	1. (b) addH kula-kam; 2. (a) margin: gatam rasAQci;
   atha kathitacarāḥ sakhīsadṛkṣā navanavavarṣavarā hariṃ parītya |	aTa kaTita-carAH saKI-sadRkzA nava-nava-varza-varAH harim parItya |
   svagatam uta tadīyam iṣṭam arthaṃ samaghaṭayan saha sā babhāṣire ca ||213	sva-gatam uta tadIyam izwam arTam samaGawayan saha sA baBAzire ca ||213
   "vrajanṛpasuta tāḥ sadā bhajante navanavatāṃ tad amūḥ sadā kumāryaḥ |	"vraja-nRpa-suta tAH sadA Bajante navanavatAm tat amUH sadA kumAryaH |
   api dhṛtasubṛhadvratās tadāsāṃ tava muralī kṣipati vrataṃ muhuś ca	api DRta-su-bRhat-vratAH tadA-AsAm tava muralI kzipati vratam muhur ca
   harir idam avabudhya sudhyadhīśaḥ sahasitam āha "kathaṃ kva vātra doṣaḥ |	hariH idam avabuDya suDyaDISaH saha-sitam Aha "kaTam kva vA-atra dozaH |
   aham api sa kumāra eva tasmād abhigamanaṃ mayi yuktam eva tāsām ||215||	aham api sa kumAraH eva tasmAt aBigamanam mayi yuktam eva tAsAm ||215||
   tadapi ca bata tā vratena khinnāḥ punar iyad āgamanaṃ na tāsu yuktam |	tat-api ca bata tAH vratena KinnAH punar iyat Agamanam na tAsu yuktam |
   iti yad abhigataṃ tad eva tāsāṃ vayam anuyāma tathā sadāśrayāma ||"216||	iti yat aBigatam tat eva tAsAm vayam anuyAma taTA sadASrayAmaH ||"216||
   iti sa parihasann amūn amūṣāṃ hṛdi muralījanimohanaṃ tu jānan |	iti sa parihasan amUn amUzAm hRdi muralI-jani-mohanam tu jAnan |
   sakaruṇadṛg amūṃ samīpam añcan pracurasakhīmilitāṃ dadarśa rādhām ||217||	sa-karuNa-dRS amUm samIpam aQcan pracura-saKI-militAm dadarSa rADAm ||217||
   harimilanavidūrabhāvanātaḥ kvacana ca dṛṣṭivisṛṣṭiyuktaṃ netrāḥ |	harimilana-vidUra-BAvanAtaH kvacana ca dRzwi-visRzwi-yuktam netrAH |
   haritanum avalokcya tās tu sākṣāt kucitavapur laghu lilyire latāsu ||218||	hari-tanum avalokcya tAH tu sAkzAt kucita-vapuH laGu lilyire latAsu ||218||
   atha harir anunīya tāḥ purastāt parivalayann upahāram ādadānaḥ |	aTa hariH anunIya tAH purastAt parivalayan upahAram AdadAnaH |
   svahṛdi sukhasukhaṃ prasajya tābhiḥ pratataparasparaśarmatāṃ dadhāra	sva-hRdi suKa-suKam prasajya tABiH pratata-paraspara-Sarma-tAm daDAra
   yadapi samayabhedataḥ samagrā dadhati tadāspadatāṃ bhuvaḥ kramasthāḥ |	yat-api samaya-BedataH samagrAH daDati tad-AspadatAm BuvaH krama-sTAH |
   tadapi digavalokanāya yogyaṃ niśamaya citta tad etad adya dhāma ||220||	tat-api diS-ava-lokanAya yogyam niSamaya citta tat etat adya DAma ||220||
   purumaṇicayacāruśobhagovardhanaśivadiggatasāṇuni praśaste |	puru-maNi-caya-cAru-SoBa-gaH-varDana-Siva-diggata-sANuni praSaste |
   suratarujayibhūruhāliśāliprasavasamuccayamaṇḍikuṇḍayugmam ||221||	surata-rujayi-BUruha-ali-SAli-prasava-samuccaya-maNxikuNxa-yugmam ||221||
   anupamititadantarālavāle mṛdumṛdumārutabhāji kelidhāmni |	anupamiti-ta-d-anta-rAla-vAle mRdu-mRdu-mAruta-BAji keli-DAmni |
   parimalavanakṛṣṭadhṛṣṭahṛṣṭabhramararavakramajātajātasāmni ||222||	parimala-vana-kRzwa-DRzwa-hRzwa-Bramara-rava-krama-jAta-jAta-sAmni ||222||
   murajidupaviśan smitārpitāśīr asitamaṇipraṇidhānahāribhāsī |	murajit-upaviSan smita-arpita-ASIH asita-maNi-praNiDAna-hAri-BAsI |
   kanakagaṇamanaḥprakāmamānapravasaśanakṛdvasanaśriyāṃ nivāsī ||223||	kanaka-gaNa-manaH-prakAma-mAna-pravasa-Sana-kRt-vasana-SriyAm nivAsI ||223||
   nijavararamaṇīsuvarṇavarṇavratatitatismitapārijātajātim |	nija-vara-ramaNI-suvarNa-varNa-vrata-titati-smita-pArijAta-jAtim |
   anubhavapadavīṃ nayann ayaṃ pramadamadasthaganāya nāpa sātim ||224||	anuBava-padavIm nayan ayam pramada-mada-sTaganAya na-apa sAtim ||224||
   [caturbhiḥ]	[caturBiH]
   kva ca yadi gaṇanātigāḥ sahāyāḥ sthalam apurupratham ekakaś ca kṛṣṇaḥ |	kva ca yadi gaNanA-atigAH sahAyAH sTalam apurupraTam ekakaH ca kRzNaH |
   tadapi bhavati sāvakāśarītitrayam api citta vicitram atra paśya ||225||	tat-api Bavati sAvakASa-rIti-trayam api citta vicitram atra paSya ||225||
   yadapi subahavas tadīyakāntā nijanijagarvadharādharād abandhyāḥ |	yat-api su-bahavaH tadIyaka-antAH nija-nija-garva-Dara-aDarAt abanDyAH |
   tadapi kalaya citta sā tu rādhā nikhilapuraḥsaratāṃ gatā vibhāti ||226||	tat-api kalaya citta sA tu rADA niKila-puraHsara-tAm gatAH viBAti ||226||
   harim anu rasanīyam etayā yat paripariveṣitam atra tat tu bhāvyam |	harim anu rasanIyam etayA yat pariparivezitam atra tat tu BAvyam |
   rasatatir iha paryaveṣi yānyā katham atha sā pariceyatāṃ prayātu ||227||	rasatatiH iha paryavezi yA-anyA kaTam aTa sA pariceyatAm prayAtu ||227||
   nayanavalayayānvasūci kiñcin niṭilakacālanayā tathānyad atra |	nayana-valayayA-anvasUci kiQcid niwilaka-cAlanayA taTA-anyat atra |
   mṛdutaravacasā tathā paraṃ ca priyatamapṛṣṭatamaṃ tayā ramaṇyā ||228||	mRdutara-vacasA taTA param ca priyatama-pRzwatamam tayA ramaNyAH ||228||
   harir atha vividhaṃ vibhajya bhojyaṃ	hariH aTa viviDam viBajya Bojyam
   pṛthu-pṛthukān api tān mudopayojya |	pRTu--pRTukAn api tAn mudA-upayojya |
   mukham anu sarasaṃ jagāma yaṃ yaṃ1	muKam anu sarasam jagAma yam yan1
   nahi mukhataḥ prathanāya tasya śeke ||229||	na-hi muKataH praTanAya tasya Seke ||229||
   aśanarasanayā jagām tṛptiṃ na tu dṛśi rocanayā murārir asyāḥ |	aSana-rasanayA jagAm tRptim na tu dRSi rocanayA murAriH asyAH |
   tadapi muraripur2 gāvāṃ vrajāya vrajanam anuvrajituṃ tato vyaraṃsīt	tat-api muraripur2 gAvAm vrajAya vrajanam anuvrajitum tatas vyaraMsIt-
   atha mukha3karaśodhanāya tasmin surabhijalādikam arpitaṃ sakhībhiḥ |	aTa muKa3kara-SoDanAya tasmin suraBi-jala-Adikam arpitam saKIBiH |
   yadanu surabhitā na cāsya mātraṃ surabhitam ācarad apy amuṣya cittam	yat-anu suraBitA na ca-asya mAtram suraBitam Acarat api amuzya cittam
   aśanapadam idaṃ visṛjya kṛṣṇaḥ subhagam anu4 purataḥ sthalaṃ samitya |	aSana-padam idam visRjya kRzNaH suBagam anu4 puratas sTalam samitya |
   sukhamanumukhavāsanaṃ priyābhiḥ saha rasayan mukhavāsanaṃ jagāma ||232||	suKam-anumuKa-vAsanam priyABiH saha rasayan muKavAsanam jagAma ||232||
   tadanu ca paritaḥ sakhīsakhībhir nijanijaśilpavilāsahāramālyam |	tadanu ca paritas saKI-saKIBiH nija-nija-Silpa-vilAsa-hAra-mAlyam |
   upahṛtipadatām anāyi tac ca pratirucibhiś citam ullālasa tasya ||233||	upahRti-pada-tAm anAyi tat ca pratiruciBiH citam ullAlasa tasya ||233||
   asitamaṇisuvarṇavarṇam āgād abhimukhatāṃ mithunaṃ mithas tadagre |	asita-maNi-suvarNa-varNam AgAt aBimuKa-tAm miTunam miTas tad-agre |
   pratiphalitatayā vilokya yat tu vyatiṣajyamānam iva smitaṃ sakhībhiḥ	pratiPalita-tayA vilokya yat tu vyatizajyamAnam iva smitam saKIBiH
   atha vidadhad amūṣu narmavācaṃ svayam anusandadhad apy amūm amūṣām |	aTa vidaDat amUzu narma-vAcam svayam anusandaDat api amUm amUzAm |
   amṛtasariti sekakelim ābhiḥ samam amata sphuṭam acyutaś cirāya ||235||	amRtasariti sekakelim ABiH samam amata sPuwam acyutaH cirAya ||235||
   atha harir avadad gavāvanāya tvarigahanāntar ahaṃ rahaḥ prayāmi |	aTa hariH avadat gavAvanAya tvari-gahana-antar aham rahaH prayAmi |
   puru mama jananī nideśatuṣṭiprathanakṛte tvam api vrajaṃ prayāhi ||236||	puru mama jananI nideSa-tuzwi-praTana-kRte tvam api vrajam prayAhi ||236||
   atha varasudṛśāṃ śrutis tad etat pravaṇatayā niradhārayad yathārtham |	aTa vara-sudRSAm SrutiH tat etat pravaNa-tayA niraDArayat yaTArTam |
   nijagṛhagamahākṣamā tu dṛṣṭiḥ śrutipatharodhanakṛd vighūrṇati sma ||237||	nija-gRha-ga-mahA-kzamA tu dRzwiH Sruti-paTa-roDana-kRt viGUrNati sma ||237||
   nayanayugalam aśnute sadāmbhaḥ kva nu nivased bata durlabhaḥ sa eṣaḥ |	nayana-yugalam aSnute sadA-amBaH kva nu nivaset bata durlaBaH saH ezaH |
   iti harivanitā hariṃ nirīkṣya dhruvam ajahur nayanāmbhasāṃ kulāni5 ||238||	iti hari-vanitA harim nirIkzya Druvam ajahuH nayana-amBasAm kulAni5 ||238||
   murajid ucitacārucāturībhir muhur api netravinodanakriyābhiḥ |	murajit ucita-cAru-cAturIBiH muhur api netra-vinodana-kriyABiH |
   svasadanavadanaṃ vidhātum āsāṃ nikaram aśakyata na svamagnam antaḥ ||239||	sva-sadana-vadanam viDAtum AsAm nikaram aSakyata na sva-magnam antar ||239||
   yadapi muraripuḥ priyāvad eva pravasanakātaratām avāpa tatra |	yat-api muraripuH priyA-vat eva pravasana-kAtara-tAm avApa tatra |
   tadapi tam anu pauruṣaṃ babhūva sphuṭam abalāvalayāvalambanāya ||240||	tat-api tam anu pOruzam baBUva sPuwam abalA-valaya-avalambanAya ||240||
   divijaphalajayīni tarhi vṛndāvanajaphalāni balīn priyāvalīśām |	divija-Pala-jayIni tarhi vRndAvana-ja-PalAni balIn priya-Avali-ISAm |
   sukhayitum ayam ālisādakarṣīt parimalasātkṛtavanti tāni tāś ca ||241||	suKayitum ayam Ali-sAda-karzIt parimalasAt-kRtavanti tAni tAH ca ||241||
   atha kiyad api dūravartma yātā vanavalayaṃ jalatīragaṃ nirīkṣya |	aTa kiyat api dUravartma yAtAH vana-valayam jala-tIra-gam nirIkzya |
   śramaviratikṛte murārirāmā niviviśire vṛṣabhānujāpradhānāḥ ||242||	Srama-virati-kRte murAri-rAmAH niviviSire vRzaBa-anujA-praDAnAH ||242||
   atha vṛṣaravidehajā sakhībhir vyatihasitaprathayā mudāñcitābhiḥ |	aTa vRzara-videha-jA saKIBiH vyatihasita-praTayA mudA-AQcitABiH |
   muravijidaśanāviśeṣam ādat tadaśanaśarmakalām abhāvayac ca ||243||	mura-vijidaSanA-viSezam Adat tad-aSana-Sarma-kalAm aBAvayat ca ||243||
   samaguṇaparicārikābhir etāḥ surabhijalavyajanādidhāriṇībhiḥ |	sama-guNa-paricArikABiH etAH suraBi-jala-vyajana-Adi-DAriNIBiH |
   sarabhasam upasevitāḥ samantāj jitakamalādiguṇād virejuḥ ||244||	sa-raBasam upasevitAH samantAt jita-kamala-Adi-guNAt virejuH ||244||
   atha sakhi-gaṇa-veṣam āśrayantyaḥ paṭu-gati-varṣa-varā murāri-pārśvam |	aTa saKi--gaNa--vezam ASrayantyaH pawu--gati-varza-varAH murAri--pArSvam |
   prati sapadi gatās tadā ca goṣṭhaṃ hari-dayitā nija-sadma-padmam āpa	prati sapadi gatAH tadA ca gozWam hari--dayitA nija--sadma--padmam Apa
   1. (b) yat tan; 2. (b) madhuripur; 3. (a) margin: sukhao; 4. (a) ataḥ; 5.	1. (b) yat tan; 2. (b) maDuripur; 3. (a) margin: suKao; 4. (a) atas-; 5.
   (b) kulāli;	(b) kulAli;
   vrajapadam anugamya goparājñīm1 api tadanujñapitā svadhāma gatvā |	vraja-padam anugamya goparAjQIm1 api tad-anujQapitA sva-DAma gatvA |
   svadayitam upasevituṃ rajanyāṃ bahuvidhaśilpavikalpam ācacāra ||246||	sva-dayitam upasevitum rajanyAm bahuviDa-Silpa-vikalpam AcacAraH ||246||
   iha mṛdu mṛdu kṛṣṇagānakartrī vṛṣaravijā lalitādibhiḥ sakhībhiḥ |	iha mRdu mRdu kRzNa-gAna-kartrI vRza-ravijA lalita-AdiBiH saKIBiH |
   muhur api samasāntvikṛṣṇavṛttān mudam anu varṣavareṇa tena tena ||247||	muhur api sama-sAntvi-kRzNa-vRttAn mudam anu varza-vareNa tena tena ||247||
   śṛṇu sakhi murajid yadā tu yuṣmad vyavahitim āpa tadā jagāma dhenuḥ |	SRNu saKi murajit yadA tu yuzmat vyavahitim Apa tadA jagAma DenuH |
   madhumadhurakalān na dhenumātraṃ param aparaṃ ca cakarṣa jīvamātram	maDu-maDura-kalAn na Denu-mAtram param aparam ca cakarza jIva-mAtram
   murajid atha samastajīvajātivyatikaravīkṣaṇataḥ kṣamām avindan |	murajit aTa samasta-jIva-jAti-vyatikara-vIkzaNataH kzamAm avindan |
   akuruta muralīkalīviśeṣaṃ yad ajani sarvakam eva tatra bhinnam ||249||	akuruta muralI-kalI-viSezam yat ajani sarvakam eva tatra Binnam ||249||
   vayam akhilasakhiprasaktanānā haricaritākalanāya yarhi yātāḥ |	vayam aKila-saKi-prasakta-nAnA hari-carita-akalanAya yarhi yAtAH |
   aparahariramābhir anyad ārād2 bahuvidhabhojyam adāyi tarhi guptam ||250||	apara-hari-ramABiH anyat ArAd2 bahuviDa-Bojyam adAyi tarhi guptam ||250||
   danujaripur aśeṣam eva sarvān prati vibabhāja ca bhājanāvalīṣu |	danujaripuH aSezam eva sarvAn prati vibaBAja ca BAjana-AvalIzu |
