   BhP_09.01.001/0 śrīrājovāca	BhP_09.01.001/0 SrI-rAjA-uvAca
   BhP_09.14.006/2 haro gurusutaṃ snehāt sarvabhūtagaṇāvṛtaḥ	Bhu-_09.14.006/2 haraH guru-sutam snehAt sarva-BUta-gaNa-AvRtaH
   BhP_09.14.007/1 sarvadevagaṇopeto mahendro gurumanvayāt	Bhu-_09.14.007/1 sarva-deva-gaNa-upetaH mahA-indraH gurum-anvayAt-
   BhP_09.14.007/2 surāsuravināśo 'bhūt samarastārakāmayaḥ	BhP-_09.14.007/2 sura-asura-vinASaH aBUt samaraH-tArakA-mayaH
   BhP_09.14.008/1 nivedito 'thāṅgirasā somaṃ nirbhartsya viśvakṛt	Bhu-_09.14.008/1 niveditaH aTa-aFgirasA somam nirBartsya viSvakRt-
   BhP_09.14.008/2 tārāṃ svabhartre prāyacchadantarvatnīmavait patiḥ	Bhu-_09.14.008/2 tArAm sva-Bartre prAyacCat-antarvatnImavEt patiH
   BhP_09.14.009/1 tyaja tyajāśu duṣprajñe matkṣetrādāhitaṃ paraiḥ	Bhu-_09.14.009/1 tyaja tyaja-ASu duzprajQe mad-kzetrAt-Ahitam parEH
   BhP_09.14.009/2 nāhaṃ tvāṃ bhasmasāt kuryāṃ striyaṃ sāntānike 'sati	Bhu-_09.14.009/2 na-aham tvAm BasmasAt kuryAm striyam sAntAnike asati
   BhP_09.14.010/1 tatyāja vrīḍitā tārā kumāraṃ kanakaprabham	Bhu-_09.14.010/1 tatyAja vrIxitA tArA kumAram kanaka-praBam
   BhP_09.14.010/2 spṛhāmāṅgirasaścakre kumāre soma eva ca	Bhu-_09.14.010/2 spRhAm-AFgirasaH-cakre kumAre somaH eva ca
   BhP_09.14.011/1 mamāyaṃ na tavetyuccaistasmin vivadamānayoḥ	Bhu-_09.14.011/1 mama-ayam na tava-iti-uccEs-tasmin vivadamAnayoH
   BhP_09.14.011/2 papracchurṛṣayo devā naivoce vrīḍitā tu sā	Bhu-_09.14.011/2 papracCuH-RzayaH devAH na-eva-Uce vrIxitA tu sA
   BhP_09.14.012/1 kumāro mātaraṃ prāha kupito 'līkalajjayā	Bhu-_09.14.012/1 kumAraH mAtaram prAha kupitaH alIka-lajjayA
   BhP_09.14.012/2 kiṃ na vacasyasadvṛtte ātmāvadyaṃ vadāśu me	Bhu-_09.14.012/2 kim na vacasi-asat-vRtte Atma-avadyam vada-ASu me
   BhP_09.14.013/1 brahmā tāṃ raha āhūya samaprākṣīc ca sāntvayan	Bhu-_09.14.013/1 brahmA tAm rahaH AhUya sama-prAkzIt ca sAntvayan
   BhP_09.14.013/2 somasyetyāha śanakaiḥ somastaṃ tāvadagrahīt	Bhu-_09.14.013/2 somasya-iti-Aha SanakEs somaH-tam tAvat-agrahIt-
   BhP_09.14.014/1 tasyātmayonirakṛta budha ityabhidhāṃ nṛpa	Bhu-_09.14.014/1 tasya-AtmayoniH-akRta buDaH iti-aBiDAm nRpa
   BhP_09.14.014/2 buddhyā gambhīrayā yena putreṇāpoḍurāṇ mudam	Bhu-_09.14.014/2 budDyA gamBIrayA yena putreNa-ApoxurAj mudam
   BhP_09.14.015/1 tataḥ purūravā jajñe ilāyāṃ ya udāhṛtaḥ	Bhu-_09.14.015/1 tatas purUravAH jajQe ilAyAm yaH udAhRtaH
   BhP_09.14.015/2 tasya rūpaguṇaudārya śīladraviṇavikramān	Bhu-_09.14.015/2 tasya rUpa-guNa-OdArya SIla-draviNa-vikramAn
   BhP_09.14.016/1 śrutvorvaśīndrabhavane gīyamānān surarṣiṇā	Bhu-_09.14.016/1 SrutvA-urvaSI-indra-Bavane gIyamAnAn sura-RziNA
   BhP_09.14.016/2 tadantikamupeyāya devī smaraśarārditā	Bhu-_09.14.016/2 tad-antikam-upeyAya devI smara-Sara-arditA
   BhP_09.14.017/1 mitrāvaruṇayoḥ śāpādāpannā naralokatām	Bhu-_09.14.017/1 mitrAvaruNayoH SApAt-ApannA nara-lokatAm
   BhP_09.14.017/2 niśamya puruṣaśreṣṭhaṃ kandarpamiva rūpiṇam	Bhu-_09.14.017/2 niSamya puruza-SrezWam kandarpam-iva rUpiNam
   BhP_09.14.017/3 dhṛtiṃ viṣṭabhya lalanā upatasthe tadantike	Bhu-_09.14.017/3 DRtim vizwaBya lalanA upatasTe tad-antike
   BhP_09.14.018/1 sa tāṃ vilokya nṛpatirharṣeṇotphullalocanaḥ	Bhu-_09.14.018/1 sa tAm vilokya nRpatiH-harzeNa-utPulla-locanaH
   BhP_09.14.018/2 uvāca ślakṣṇayā vācā devīṃ hṛṣṭatanūruhaḥ	BhP_09.14.018/2 uvAca SlakzNayA vAcA devIm hRzwa-tanUruhaH
   BhP_09.14.019/0 śrīrājovāca	BhP_09.14.019/0 SrI-rAjA-uvAca
   BhP_09.14.019/1 svāgataṃ te varārohe āsyatāṃ karavāma kim	Bhu-_09.14.019/1 svAgatam te varArohe AsyatAm karavAma kim
   BhP_09.14.019/2 saṃramasva mayā sākaṃ ratirnau śāśvatīḥ samāḥ	Bhu-_09.14.019/2 saMramasva mayA sAkam ratiH-nO SASvatIH samAH
   BhP_09.14.020/0 urvaśyuvāca	BhP_09.14.020/0 urvaSI-uvAca
   BhP_09.14.020/1 kasyāstvayi na sajjeta mano dṛṣṭiśca sundara	Bhu-_09.14.020/1 kasyAH-tvayi na sajjeta manaH dRzwiH-ca sundara
   BhP_09.14.020/2 yadaṅgāntaramāsādya cyavate ha riraṃsayā	Bhu-_09.14.020/2 yad-aFga-antaram-AsAdya cyavate ha riraMsayA
   BhP_09.14.021/1 etāv uraṇakau rājan nyāsau rakṣasva mānada	Bhu-_09.14.021/1 etO uraNakO rAjan nyAsO rakzasva mAnada
   BhP_09.14.021/2 saṃraṃsye bhavatā sākaṃ ślāghyaḥ strīṇāṃ varaḥ smṛtaḥ	Bhu-_09.14.021/2 saMraMsye BavatA sAkam SlAGyaH strINAm varaH smRtaH
   BhP_09.14.022/1 ghṛtaṃ me vīra bhakṣyaṃ syān nekṣe tvānyatra maithunāt	Bhu-_09.14.022/1 GRtam me vIra Bakzyam syAt na-Ikze tvA-anyatra mETunAt-
   BhP_09.14.022/2 vivāsasaṃ tat tatheti pratipede mahāmanāḥ	Bhu-_09.14.022/2 vivAsasam tat taTA-iti pratipede mahAmanAH
   BhP_09.14.023/1 aho rūpamaho bhāvo naralokavimohanam	Bhu-_09.14.023/1 aho rUpam-aho BAvaH nara-loka-vimohanam
   BhP_09.14.023/2 ko na seveta manujo devīṃ tvāṃ svayamāgatām	Bhu-_09.14.023/2 kaH na seveta manujaH devIm tvAm svayam-AgatAm
   BhP_09.14.024/1 tayā sa puruṣaśreṣṭho ramayantyā yathārhataḥ	Bhu-_09.14.024/1 tayA sa puruza-SrezWaH ramayantyAH yaTArhataH
   BhP_09.14.024/2 reme suravihāreṣu kāmaṃ caitrarathādiṣu	Bhu-_09.14.024/2 reme sura-vihArezu kAmam cEtraraTa-Adizu
   BhP_09.14.025/1 ramamāṇastayā devyā padmakiñjalkagandhayā	Bhu-_09.14.025/1 ramamANaH-tayA devyA padma-kiQjalka-ganDayA
   BhP_09.14.025/2 tanmukhāmodamuṣito mumude 'hargaṇān bahūn	Bhu-_09.14.025/2 tad-muKa-Amoda-muzitaH mumude ahar-gaNAn bahUn
   BhP_09.14.026/1 apaśyannurvaśīmindro gandharvān samacodayat	Bhu-_09.14.026/1 apaSyan=-urvaSIm-indraH ganDarvAn samacodayat-
   BhP_09.14.026/2 urvaśīrahitaṃ mahyamāsthānaṃ nātiśobhate	Bhu-_09.14.026/2 urvaSI-rahitam mahyam-AsTAnam na-ati-SoBate
   BhP_09.14.027/1 te upetya mahārātre tamasi pratyupasthite	Bhu-_09.14.027/1 te upetya mahArAtre tamasi pratyupasTite
   BhP_09.14.027/2 urvaśyā uraṇau jahrurnyastau rājani jāyayā	BhP_09.14.027/2 urvaSyAH uraNO jahruH-nyastO rAjani jAyayA
   BhP_09.14.028/1 niśamyākranditaṃ devī putrayornīyamānayoḥ	Bhu-_09.14.028/1 niSamya-Akranditam devI putrayoH-nIyamAnayoH
   BhP_09.14.028/2 hatāsmyahaṃ kunāthena napuṃsā vīramāninā	Bhu-_09.14.028/2 hatA-asmi-aham kunATena napuMsA vIra-mAninA
   BhP_09.14.029/1 yadviśrambhādahaṃ naṣṭā hṛtāpatyā ca dasyubhiḥ	Bhu-_09.14.029/1 yat-viSramBAt-aham nazwA hRta-apatyA ca dasyuBiH
   BhP_09.14.029/2 yaḥ śete niśi santrasto yathā nārī divā pumān	Bhu-_09.14.029/2 yaH Sete niSi santrastaH yaTA nArI divA pumAn
   BhP_09.14.030/1 iti vāksāyakairbiddhaḥ pratottrairiva kuñjaraḥ	BhP_09.14.030/1 iti vAc-sAyakEH-bidDaH pratottrEH-iva kuQjaraH
   BhP_09.14.030/2 niśi nistriṃśamādāya vivastro 'bhyadravadruṣā	BhP_09.14.030/2 niSi nistriMSam-AdAya vivastraH aByadravat-ruzA
   BhP_09.14.031/1 te visṛjyoraṇau tatra vyadyotanta sma vidyutaḥ	Bhu-_09.14.031/1 te visRjya-uraNO tatra vyadyotanta sma vidyutaH
   BhP_09.14.031/2 ādāya meṣāv āyāntaṃ nagnamaikṣata sā patim	Bhu-_09.14.031/2 AdAya mezO AyAntam nagnam-Ekzata sA patim
   BhP_09.14.032/1 ailo 'pi śayane jāyāmapaśyan vimanā iva	Bhu-_09.14.032/1 ElaH api Sayane jAyAm-apaSyan vimanAH iva
   BhP_09.14.032/2 taccitto vihvalaḥ śocan babhrāmonmattavan mahīm	Bhu-_09.14.032/2 tad-cittaH vihvalaH Socan baBrAma-unmatta-vat mahIm
   BhP_09.14.033/1 sa tāṃ vīkṣya kurukṣetre sarasvatyāṃ ca tatsakhīḥ	Bhu-_09.14.033/1 sa tAm vIkzya kurukzetre sarasvatyAm ca tad-saKIH
   BhP_09.14.033/2 pañca prahṛṣṭavadanaḥ prāha sūktaṃ purūravāḥ	Bhu-_09.14.033/2 paQca prahRzwa-vadanaH prAha sUktam purUravAH
   BhP_09.14.034/1 aho jāye tiṣṭha tiṣṭha ghore na tyaktumarhasi	Bhu-_09.14.034/1 aho jAye tizWa tizWa Gore na tyaktum-arhasi
   BhP_09.14.034/2 māṃ tvamadyāpyanirvṛtya vacāṃsi kṛṇavāvahai	Bhu-_09.14.034/2 mAm tvam-adya-api-anirvRtya vacAMsi kRNava-AvahE
   BhP_09.14.035/1 sudeho 'yaṃ patatyatra devi dūraṃ hṛtastvayā	Bhu-_09.14.035/1 su-dehaH ayam patati-atra devi dUram hRtaH-tvayA
   BhP_09.14.035/2 khādantyenaṃ vṛkā gṛdhrāstvatprasādasya nāspadam	Bhu-_09.14.035/2 KAdanti-enam vRkAH gRDrAH-tvad-prasAdasya na-Aspadam
   BhP_09.14.036/0 urvaśyuvāca	BhP_09.14.036/0 urvaSI-uvAca
   BhP_09.14.036/1 mā mṛthāḥ puruṣo 'si tvaṃ mā sma tvādyurvṛkā ime	Bhu-_09.14.036/1 mA mRTAH puruzaH asi tvam mA sma tvAdyuH-vRkAH ime
   BhP_09.14.036/2 kvāpi sakhyaṃ na vai strīṇāṃ vṛkāṇāṃ hṛdayaṃ yathā	BhP_09.14.036/2 kvApi saKyam na vE strINAm vRkANAm hRdayam yaTA
   BhP_09.14.037/1 striyo hyakaruṇāḥ krūrā durmarṣāḥ priyasāhasāḥ	Bhu-_09.14.037/1 striyaH hi-akaruNAH krUrAH durmarzAH priya-sAhasAH
   BhP_09.14.037/2 ghnantyalpārthe 'pi viśrabdhaṃ patiṃ bhrātaramapyuta	Bhu-_09.14.037/2 Gnanti-alpa-arTe api viSrabDam patim BrAtaram-api-uta
   BhP_09.14.038/1 vidhāyālīkaviśrambhamajñeṣu tyaktasauhṛdāḥ	Bhu-_09.14.038/1 viDAya-alIka-viSramBam-ajQezu tyakta-sOhRdAH
   BhP_09.14.038/2 navaṃ navamabhīpsantyaḥ puṃścalyaḥ svairavṛttayaḥ	Bhu-_09.14.038/2 navam navam-aBIpsantyaH puMScalyaH svEra-vRttayaH
   BhP_09.14.039/1 saṃvatsarānte hi bhavān ekarātraṃ mayeśvaraḥ	Bhu-_09.14.039/1 saMvatsara-ante hi BavAn eka-rAtram mayA-ISvaraH
   BhP_09.14.039/2 raṃsyatyapatyāni ca te bhaviṣyantyaparāṇi bhoḥ	Bhu-_09.14.039/2 raMsyati-apatyAni ca te Bavizyanti-aparANi BoH
   BhP_09.14.040/1 antarvatnīmupālakṣya devīṃ sa prayayau purīm	Bhu-_09.14.040/1 antarvatnIm-upAlakzya devIm sa prayayO purIm
   BhP_09.14.040/2 punastatra gato 'bdānte urvaśīṃ vīramātaram	Bhu-_09.14.040/2 punar-tatra gataH abda-ante urvaSIm vIra-mAtaram
   BhP_09.14.041/1 upalabhya mudā yuktaḥ samuvāsa tayā niśām	Bhu-_09.14.041/1 upalaBya mudA yuktaH samuvAsa tayA niSAm
   BhP_09.14.041/2 athainamurvaśī prāha kṛpaṇaṃ virahāturam	Bhu-_09.14.041/2 aTa-enam-urvaSI prAha kRpaNam viraha-Aturam
   BhP_09.14.042/1 gandharvān upadhāvemāṃstubhyaṃ dāsyanti māmiti	Bhu-_09.14.042/1 ganDarvAn upaDA-va-imAn=-tuByam dAsyanti mAm-iti
   BhP_09.14.042/2 tasya saṃstuvatastuṣṭā agnisthālīṃ dadurnṛpa	Bhu-_09.14.042/2 tasya saMstuvataH-tuzwAH agni-sTAlIm daduH-nRpa
   BhP_09.14.042/3 urvaśīṃ manyamānastāṃ so 'budhyata caran vane	Bhu-_09.14.042/3 urvaSIm manyamAnaH-tAm saH abuDyata caran vane
   BhP_09.14.043/1 sthālīṃ nyasya vane gatvā gṛhān ādhyāyato niśi	Bhu-_09.14.043/1 sTAlIm nyasya vane gatvA gRhAn ADyAyataH niSi
   BhP_09.14.043/2 tretāyāṃ sampravṛttāyāṃ manasi trayyavartata	Bhu-_09.14.043/2 tretAyAm sampravRttAyAm manasi trayI-avartata
   BhP_09.14.044/1 sthālīsthānaṃ gato 'śvatthaṃ śamīgarbhaṃ vilakṣya saḥ	Bhu-_09.14.044/1 sTAlI-sTAnam gataH aSvatTam SamIgarBam vilakzya saH
   BhP_09.14.044/2 tena dve araṇī kṛtvā urvaśīlokakāmyayā	Bhu-_09.14.044/2 tena dve araNI kRtvA urvaSI-loka-kAmyayA
   BhP_09.14.045/1 urvaśīṃ mantrato dhyāyannadharāraṇimuttarām	Bhu-_09.14.045/1 urvaSIm mantrataH DyAyan=-aDara-araNim-uttarAm
   BhP_09.14.045/2 ātmānamubhayormadhye yat tat prajananaṃ prabhuḥ	Bhu-_09.14.045/2 AtmAnam-uBayoH-maDye yat tat prajananam praBuH
   BhP_09.14.046/1 tasya nirmanthanāj jāto jātavedā vibhāvasuḥ	Bhu-_09.14.046/1 tasya nirmanTanAt jAtaH jAtavedAH viBAvasuH
   BhP_09.14.046/2 trayyā sa vidyayā rājñā putratve kalpitastrivṛt	Bhu-_09.14.046/2 trayyA sa vidyayA rAjQA putra-tve kalpitaH-trivRt-
   BhP_09.14.047/1 tenāyajata yajñeśaṃ bhagavantamadhokṣajam	Bhu-_09.14.047/1 tena-ayajata yajQeSam Bagavantam-aDokzajam
   BhP_09.14.047/2 urvaśīlokamanvicchan sarvadevamayaṃ harim	Bhu-_09.14.047/2 urvaSI-lokam-anvicCan sarva-deva-mayam harim
   BhP_09.14.048/1 eka eva purā vedaḥ praṇavaḥ sarvavāṅmayaḥ	Bhu-_09.14.048/1 ekaH eva purA vedaH praNavaH sarva-vAc-mayaH
   BhP_09.14.048/2 devo nārāyaṇo nānya eko 'gnirvarṇa eva ca	Bhu-_09.14.048/2 devaH nArAyaNaH na-anyaH ekaH agniH-varNaH eva ca
   BhP_09.14.049/1 purūravasa evāsīt trayī tretāmukhe nṛpa	Bhu-_09.14.049/1 purUravasaH eva-AsIt trayI tretA-muKe nRpa
   BhP_09.14.049/2 agninā prajayā rājā lokaṃ gāndharvameyivān	Bhu-_09.14.049/2 agninA prajayA rAjA lokam gAnDarvam-eyivAn
   BhP_09.15.001/0 śrībādarāyaṇiruvāca	Bhu-_09.15.001/0 SrI-bAdarAyaNiH-uvAca
   BhP_09.15.001/1 ailasya corvaśīgarbhāt ṣaḍ āsannātmajā nṛpa	Bhu-_09.15.001/1 Elasya ca-urvaSIgarBAt zaw Asanna-AtmajA nRpa
   BhP_09.15.001/2 āyuḥ śrutāyuḥ satyāyū rayo 'tha vijayo jayaḥ	BhP_09.15.001/2 AyuH SrutAyuH satyAyuH rayaH aTa vijayaH jayaH
   BhP_09.15.002/1 śrutāyorvasumān putraḥ satyāyośca śrutañjayaḥ	Bhu-_09.15.002/1 SrutAya-uH-vasumAn putraH satyAyoH-ca SrutaQjayaH
   BhP_09.15.002/2 rayasya suta ekaśca jayasya tanayo 'mitaḥ	Bhu-_09.15.002/2 rayasya sutaH ekaH-ca jayasya tanayaH amitaH
   BhP_09.15.003/1 bhīmastu vijayasyātha kāñcano hotrakastataḥ	BhP_09.15.003/1 BImaH-tu vijayasya-aTa kAQcanaH hotrakaH-tatas-
   BhP_09.15.003/2 tasya jahnuḥ suto gaṅgāṃ gaṇḍūṣīkṛtya yo 'pibat	Bhu-_09.15.003/2 tasya jahnuH sutaH gaFgAm gaNxUzIkRtya yaH apibat-
   BhP_09.15.003/3 jahnostu purustasyātha balākaścātmajo 'jakaḥ	Bhu-_09.15.003/3 jahnoH-tu puruH-tasya-aTa balAkaH-ca-AtmajaH ajakaH
   BhP_09.15.004/1 tataḥ kuśaḥ kuśasyāpi kuśāmbustanayo vasuḥ	Bhu-_09.15.004/1 tatas kuSaH kuSasya-api kuSAmbuH-tanayaH vasuH
   BhP_09.15.004/2 kuśanābhaśca catvāro gādhirāsīt kuśāmbujaḥ	BhP_09.15.004/2 kuSanABaH-ca catvAraH gADiH-AsIt kuSa-ambujaH
   BhP_09.15.005/1 tasya satyavatīṃ kanyāmṛcīko 'yācata dvijaḥ	Bhu-_09.15.005/1 tasya satyavatIm kanyAmRcIkaH ayAcata dvijaH
   BhP_09.15.005/2 varaṃ visadṛśaṃ matvā gādhirbhārgavamabravīt	Bhu-_09.15.005/2 varam visadRSam matvA gADiH-BArgavam-abravIt-
   BhP_09.15.006/1 ekataḥ śyāmakarṇānāṃ hayānāṃ candravarcasām	Bhu-_09.15.006/1 ekatas SyAma-karNAnAm hayAnAm candra-varcasAm
   BhP_09.15.006/2 sahasraṃ dīyatāṃ śulkaṃ kanyāyāḥ kuśikā vayam	Bhu-_09.15.006/2 sahasram dIyatAm Sulkam kanyAyAH kuSikAH vayam
   BhP_09.15.007/1 ityuktastanmataṃ jñātvā gataḥ sa varuṇāntikam	Bhu-_09.15.007/1 iti-uktaH-tat-matam jQAtvA gataH sa varuNa-antikam
   BhP_09.15.007/2 ānīya dattvā tān aśvān upayeme varānanām	Bhu-_09.15.007/2 AnIya dattvA tAn aSvAn upayeme varAnanAm
   BhP_09.15.008/1 sa ṛṣiḥ prārthitaḥ patnyā śvaśrvā cāpatyakāmyayā	BhP_09.15.008/1 saH RziH prArTitaH patnyA SvaSrvA ca-apatya-kAmyayA
   BhP_09.15.008/2 śrapayitvobhayairmantraiścaruṃ snātuṃ gato muniḥ	Bhu-_09.15.008/2 SrapayitvA-uBayEH-mantrEH-carum snAtum gataH muniH
   BhP_09.15.009/1 tāvat satyavatī mātrā svacaruṃ yācitā satī	Bhu-_09.15.009/1 tAvat satyavatI mAtrA sva-carum yAcitA satI
   BhP_09.15.009/2 śreṣṭhaṃ matvā tayāyacchan mātre māturadat svayam	Bhu-_09.15.009/2 SrezWam matvA tayA-AyacCat mAtre mAtuH-adat svayam
   BhP_09.15.010/1 tadviditvā muniḥ prāha patnīṃ kaṣṭamakāraṣīḥ	Bhu-_09.15.010/1 tat-viditvA muniH prAha patnIm kazwamakArazIH
   BhP_09.15.010/2 ghoro daṇḍadharaḥ putro bhrātā te brahmavittamaḥ	Bhu-_09.15.010/2 GoraH daNxa-DaraH putraH BrAtA te brahma-vittamaH
   BhP_09.15.011/1 prasāditaḥ satyavatyā maivaṃ bhūriti bhārgavaḥ	Bhu-_09.15.011/1 prasAditaH satyavatyA mA-evam BUH-iti BArgavaH
   BhP_09.15.011/2 atha tarhi bhavet pautrojamadagnistato 'bhavat	Bhu-_09.15.011/2 aTa tarhi Bavet pOtra-ujamad-agniH-tatas aBavat-
   BhP_09.15.012/1 sā cābhūt sumahatpuṇyā kauśikī lokapāvanī	BhP_09.15.012/1 sA ca-aBUt su-mahat-puNyA kOSikI loka-pAvanI
   BhP_09.15.012/2 reṇoḥ sutāṃ reṇukāṃ vai jamadagniruvāha yām	Bhu-_09.15.012/2 reNoH sutAm reNukAm vE jamadagniH-uvAha yAm
   BhP_09.15.013/1 tasyāṃ vai bhārgavaṛṣeḥ sutā vasumadādayaḥ	Bhu-_09.15.013/1 tasyAm vE BArgava-RzeH sutAH vasumada-AdayaH
   BhP_09.15.013/2 yavīyān jajña eteṣāṃ rāma ityabhiviśrutaḥ	Bhu-_09.15.013/2 yavIyAn jajQe etezAm rAmaH iti-aBiviSrutaH
   BhP_09.15.014/1 yamāhurvāsudevāṃśaṃ haihayānāṃ kulāntakam	Bhu-_09.15.014/1 yam-AhuH-vAsudeva-aMSam hEhayAnAm kula-antakam
   BhP_09.15.014/2 triḥsaptakṛtvo ya imāṃ cakre niḥkṣatriyāṃ mahīm	Bhu-_09.15.014/2 tris-sapta-kRtvas yaH imAm cakre niHkzatriyAm mahIm
   BhP_09.15.015/1 dṛptaṃ kṣatraṃ bhuvo bhāramabrahmaṇyamanīnaśat	Bhu-_09.15.015/1 dRptam kzatram BuvaH BAram-abrahmaNyam-anInaSat
   BhP_09.15.015/2 rajastamovṛtamahan phalgunyapi kṛte 'ṃhasi	Bhu-_09.15.015/2 rajaH-tamaH-vRta-mahan PalgunI-api kRte aMhasi
   BhP_09.15.016/0 śrīrājovāca	BhP_09.15.016/0 SrI-rAjA-uvAca
   BhP_09.15.016/1 kiṃ tadaṃho bhagavato rājanyairajitātmabhiḥ	Bhu-_09.15.016/1 kim tad-aMho BagavataH rAjanyEH-ajitAtmaBiH
   BhP_09.15.016/2 kṛtaṃ yena kulaṃ naṣṭaṃ kṣatriyāṇāmabhīkṣṇaśaḥ	Bhu-_09.15.016/2 kRtam yena kulam nazwam kzatriyANAm-aBIkzNaSas-
   BhP_09.15.017/0 śrībādarāyaṇiruvāca	Bhu-_09.15.017/0 SrI-bAdarAyaNiH-uvAca
   BhP_09.15.017/1 haihayānāmadhipatirarjunaḥ kṣatriyarṣabhaḥ	Bhu-_09.15.017/1 hEhayAnAm-aDipatiH-arjunaH kzatriya-RzaBaH
   BhP_09.15.017/2 dattaṃ nārāyaṇāṃśāṃśamārādhya parikarmabhiḥ	Bhu-_09.15.017/2 dattam nArAyaNa-aMSa-aMSam-ArADya parikarmaBiH
   BhP_09.15.018/1 bāhūn daśaśataṃ lebhe durdharṣatvamarātiṣu	Bhu-_09.15.018/1 bAhUn daSa-Satam leBe durDarza-tvam-arAtizu
   BhP_09.15.018/2 avyāhatendriyaujaḥ śrī tejovīryayaśobalam	Bhu-_09.15.018/2 avyAhata-indriya-ojaH SrI tejaH-vIrya-yaSaH-balam
   BhP_09.15.019/1 yogeśvaratvamaiśvaryaṃ guṇā yatrāṇimādayaḥ	Bhu-_09.15.019/1 yogeSvara-tvam-ESvaryam guNAH yatra-aNima-AdayaH
   BhP_09.15.019/2 cacārāvyāhatagatirlokeṣu pavano yathā	Bhu-_09.15.019/2 cacAra-avyAhata-gatiH-lokezu pavanaH yaTA
   BhP_09.15.020/1 strīratnairāvṛtaḥ krīḍan revāmbhasi madotkaṭaḥ	Bhu-_09.15.020/1 strI-ratnEH-AvRtaH krIxan revA-amBasi mada-utkawaH
   BhP_09.15.020/2 vaijayantīṃ srajaṃ bibhradrurodha saritaṃ bhujaiḥ	Bhu-_09.15.020/2 vEjayantIm srajam biBrat-ruroDa saritam BujEH
   BhP_09.15.021/1 viplāvitaṃ svaśibiraṃ pratisrotaḥsarijjalaiḥ	Bhu-_09.15.021/1 viplAvitam sva-Sibiram pratisrotaH-sarit-jalEH
   BhP_09.15.021/2 nāmṛṣyat tasya tadvīryaṃ vīramānī daśānanaḥ	Bhu-_09.15.021/2 na-amRzyat tasya tat-vIryam vIra-mAnI daSAnanaH
   BhP_09.15.022/1 gṛhīto līlayā strīṇāṃ samakṣaṃ kṛtakilbiṣaḥ	Bhu-_09.15.022/1 gRhItaH lIlayA strINAm samakzam kRta-kilbizaH
   BhP_09.15.022/2 māhiṣmatyāṃ sanniruddho mukto yena kapiryathā	Bhu-_09.15.022/2 mAhizmatyAm sannirudDaH muktaH yena kapiH-yaTA
   BhP_09.15.023/1 sa ekadā tu mṛgayāṃ vicaran vijane vane	Bhu-_09.15.023/1 saH ekadA tu mRgayAm vicaran vijane vane
   BhP_09.15.023/2 yadṛcchayāśramapadaṃ jamadagnerupāviśat	Bhu-_09.15.023/2 yadRcCayA-ASrama-padam jamadagneH-upAviSat-
   BhP_09.15.024/1 tasmai sa naradevāya munirarhaṇamāharat	Bhu-_09.15.024/1 tasmE sa naradevAya muniH-arhaNam-Aharat-
   BhP_09.15.024/2 sasainyāmātyavāhāya haviṣmatyā tapodhanaḥ	Bhu-_09.15.024/2 sa-sEnya-amAtya-vAhAya havizmatyA tapoDanaH
   BhP_09.15.025/1 sa vai ratnaṃ tu taddṛṣṭvā ātmaiśvaryātiśāyanam	Bhu-_09.15.025/1 sa vE ratnam tu tat-dRzwvA Atma-ESvaryA-atiSAyanam
   BhP_09.15.025/2 tan nādriyatāgnihotryāṃ sābhilāṣaḥ sahaihayaḥ	Bhu-_09.15.025/2 tat nAdriyatA-agnihotryAm sa-aBilAzaH sa-hEhayaH
   BhP_09.15.026/1 havirdhānīmṛṣerdarpān narān hartumacodayat	Bhu-_09.15.026/1 havirDAnIm-RzeH-darpAt narAn hartum-acodayat-
   BhP_09.15.026/2 te ca māhiṣmatīṃ ninyuḥ savatsāṃ krandatīṃ balāt	Bhu-_09.15.026/2 te ca mAhizmatIm ninyuH sa-vatsAm krandatIm balAt-
   BhP_09.15.027/1 atha rājani niryāte rāma āśrama āgataḥ	Bhu-_09.15.027/1 aTa rAjani niryAte rAmaH ASramaH AgataH
   BhP_09.15.027/2 śrutvā tat tasya daurātmyaṃ cukrodhāhirivāhataḥ	Bhu-_09.15.027/2 SrutvA tat tasya dOrAtmyam cukroDa-ahiH-iva-AhataH
   BhP_09.15.028/1 ghoramādāya paraśuṃ satūṇaṃ varma kārmukam	Bhu-_09.15.028/1 Goram-AdAya paraSum satUNam varma kArmukam
   BhP_09.15.028/2 anvadhāvata durmarṣo mṛgendra iva yūthapam	Bhu-_09.15.028/2 anvaDAvata durmarzaH mRgendraH iva yUTapam
   BhP_09.15.029/1 tamāpatantaṃ bhṛguvaryamojasā dhanurdharaṃ	Bhu-_09.15.029/1 tam-Apatantam BRgu-varyam-ojasA DanurDaram
   bāṇaparaśvadhāyudham	bANa-paraSvaDa-AyuDam
   BhP_09.15.029/2 aiṇeyacarmāmbaramarkadhāmabhir yutaṃ jaṭābhirdadṛśe purīṃ	Bhu-_09.15.029/2 ENeya-carma-ambaram-arka-DAmaBiH yutam jawABiH-dadRSe purIm
   viśan	viSan
   BhP_09.15.030/1 acodayaddhastirathāśvapattibhir	Bhu-_09.15.030/1 acodayat-hasti-raTa-aSvapattiBiH-
   gadāsibāṇarṣṭiśataghniśaktibhiḥ	gadA-asi-bANa-Rzwi-SataGni-SaktiBiH
