   BhP_12.01.001/0 śrī-śuka uvāca	BhP_12.01.001/0 SrI-SukaH uvAca
   BhP_12.10.034/1 varam ekaṃ vṛṇe 'thāpi pūrṇāt kāmābhivarṣaṇāt	Bhu-_12.10.034/1 varam ekam vRNe aTa-api pUrNAt kAma-aBivarzaNAt-
   BhP_12.10.034/3 bhagavaty acyutāṃ bhaktiṃ tat-pareṣu tathā tvayi	Bhu-_12.10.034/3 Bagavati acyutAm Baktim tat--parezu taTA tvayi
   BhP_12.10.035/0 sūta uvāca	BhP_12.10.035/0 sUtaH uvAca
   BhP_12.10.035/1 ity arcito 'bhiṣṭutaś ca muninā sūktayā girā	Bhu-_12.10.035/1 iti arcitaH aBizwutaH ca muninA su-uktayA girA
   BhP_12.10.035/3 tam āha bhagavāñ charvaḥ śarvayā cābhinanditaḥ	Bhu-_12.10.035/3 tam Aha BagavAn CarvaH SarvayA ca-aBinanditaH
   BhP_12.10.036/1 kāmo maharṣe sarvo 'yaṃ bhaktimāṃs tvam adhokṣaje	Bhu-_12.10.036/1 kAmaH mahA-Rze sarvaH ayam BaktimAn tvam aDokzaje
   BhP_12.10.036/3 ā-kalpāntād yaśaḥ puṇyam ajarāmaratā tathā	Bhu-_12.10.036/3 A-kalpa-antAt yaSaH puNyam ajara-amara-tA taTA
   BhP_12.10.037/1 jñānaṃ trai-kālikaṃ brahman vijñānaṃ ca viraktimat	Bhu-_12.10.037/1 jQAnam trE-kAlikam brahman vijQAnam ca viraktimat-
   BhP_12.10.037/3 brahma-varcasvino bhūyāt purāṇācāryatāstu te	Bhu-_12.10.037/3 brahma-varcasvinaH BUyAt purANa-AcAryatAH-tu te
   BhP_12.10.038/0 sūta uvāca	BhP_12.10.038/0 sUtaH uvAca
   BhP_12.10.038/1 evaṃ varān sa munaye dattvāgāt try-akṣa īśvaraḥ	Bhu-_12.10.038/1 evam varAn sa munaye dattvA-agAt tri--akzaH ISvaraH
   BhP_12.10.038/3 devyai tat-karma kathayann anubhūtaṃ purāmunā	Bhu-_12.10.038/3 devyE tat-karma kaTayan anuBUtam purA-amunA
   BhP_12.10.039/1 so 'py avāpta-mahā-yoga- mahimā bhārgavottamaḥ	Bhu-_12.10.039/1 saH api avApta--mahA-yoga mahimA BArgava-uttamaH
   BhP_12.10.039/3 vicaraty adhunāpy addhā harāv ekāntatāṃ gataḥ	Bhu-_12.10.039/3 vicarati aDunA-api adDA harO ekAnta-tAm gataH
   BhP_12.10.040/1 anuvarṇitam etat te mārkaṇḍeyasya dhīmataḥ	Bhu-_12.10.040/1 anuvarNitam etat te mArkaNxeyasya DImataH
   BhP_12.10.040/3 anubhūtaṃ bhagavato māyā-vaibhavam adbhutam	Bhu-_12.10.040/3 anuBUtam BagavataH mAyA--vEBavam adButam
   BhP_12.10.041/1 etat kecid avidvāṃso māyā-saṃsṛtir ātmanaḥ	Bhu-_12.10.041/1 etat kecid avidvAMsaH mAyA--saMsRtiH AtmanaH
   BhP_12.10.041/3 anādy-āvartitaṃ nṝṇāṃ kādācitkaṃ pracakṣate	Bhu-_12.10.041/3 anAdy-Avartitam nLNAm kAdAcid-kam pracakzate
   BhP_12.10.042/1 ya evam etad bhṛgu-varya varṇitaṃ rathāṅga-pāṇer	Bhu-_12.10.042/1 yaH evam etat BRgu-varya varNitam raTAFga-pANeH-
   anubhāva-bhāvitam	anuBAva--BAvitam
   BhP_12.10.042/3 saṃśrāvayet saṃśṛṇuyād u tāv ubhau tayor na	Bhu-_12.10.042/3 saMSrAvayet saMSRNuyAt u tO uBO tayoH na
   karmāśaya-saṃsṛtir bhavet	karma-ASaya--saMsRtiH Bavet-
   BhP_12.11.001/0 śrī-śaunaka uvāca	Bha-a_12.11.001/0 SrI--SOnakaH uvAca
   BhP_12.11.001/1 athemam arthaṃ pṛcchāmo bhavantaṃ bahu-vittamam	Bhu-_12.11.001/1 aTa-imam arTam pRcCAmaH Bavantam bahu-vittamam
   BhP_12.11.001/3 samasta-tantra-rāddhānte bhavān bhāgavata tattva-vit	Bhu-_12.11.001/3 samasta-tantra--rAdDa-ante BavAn BAgavata tattva--vid-
   BhP_12.11.002/1 tāntrikāḥ paricaryāyāṃ kevalasya śriyaḥ pateḥ	Bhu-_12.11.002/1 tAntrikAH paricaryAyAm kevalasya SriyaH pateH
   BhP_12.11.002/3 aṅgopāṅgāyudhākalpaṃ kalpayanti yathā ca yaiḥ	Bhu-_12.11.002/3 aFga-upAFga-AyuDa-Akalpam kalpayanti yaTA ca yEH
   BhP_12.11.003/1 tan no varṇaya bhadraṃ te kriyā-yogaṃ bubhutsatām	Bhu-_12.11.003/1 tat naH varNaya Badram te kriyA--yogam buButsatAm
   BhP_12.11.003/3 yena kriyā-naipuṇena martyo yāyād amartyatām	Bhu-_12.11.003/3 yena kriyA--nEpuNena martyaH yAyAt amartya-tAm
   BhP_12.11.004/0 sūta uvāca	BhP_12.11.004/0 sUtaH uvAca
   BhP_12.11.004/1 namaskṛtya gurūn vakṣye vibhūtīr vaiṣṇavīr api	Bhu-_12.11.004/1 namaskRtya gurUn vakzye viBUtIH vEzNavIH api
   BhP_12.11.004/3 yāḥ proktā veda-tantrābhyām ācāryaiḥ padmajādibhiḥ	Bhu-_12.11.004/3 yAH proktAH veda-tantrAByAm AcAryEH padmaja-AdiBiH
   BhP_12.11.005/1 māyādyair navabhis tattvaiḥ sa vikāra-mayo virāṭ	Bhu-_12.11.005/1 mAyA-AdyEH navaBiH tattvEH sa vikAra-mayaH virAj-
   BhP_12.11.005/3 nirmito dṛśyate yatra sa-citke bhuvana-trayam	BhP_12.11.005/3 nirmitaH dRSyate yatra sa-citke Buvana-trayam
   BhP_12.11.006/1 etad vai pauruṣaṃ rūpaṃ bhūḥ pādau dyauḥ śiro nabhaḥ	Bhu-_12.11.006/1 etat vE pOruzam rUpam BUH pAdO dyOH SiraH naBaH
   BhP_12.11.006/3 nābhiḥ sūryo 'kṣiṇī nāse vāyuḥ karṇau diśaḥ prabhoḥ	Bhu-_12.11.006/3 nABiH sUryaH akziNI nAse vAyuH karNO diSaH praBoH
   BhP_12.11.007/1 prajāpatiḥ prajananam apāno mṛtyur īśituḥ	Bhu-_12.11.007/1 prajApatiH prajananam apAnaH mRtyuH ISituH
   BhP_12.11.007/3 tad-bāhavo loka-pālā manaś candro bhruvau yamaḥ	Bhu-_12.11.007/3 tad--bAhavaH loka-pAlAH manaH candraH BruvO yamaH
   BhP_12.11.008/1 lajjottaro 'dharo lobho dantā jyotsnā smayo bhramaḥ	Bhu-_12.11.008/1 lajjA-uttaraH aDaraH loBaH dantA jyotsnA smayaH BramaH
   BhP_12.11.008/3 romāṇi bhūruhā bhūmno meghāḥ puruṣa-mūrdhajāḥ	Bhu-_12.11.008/3 romANi BUruhAH BUmnaH meGAH puruza--mUrDajAH
   BhP_12.11.009/1 yāvān ayaṃ vai puruṣo yāvatyā saṃsthayā mitaḥ	Bhu-_12.11.009/1 yAvAn ayam vE puruzaH yAvatyA saMsTayA mitaH
   BhP_12.11.009/3 tāvān asāv api mahā- puruṣo loka-saṃsthayā	Bhu-_12.11.009/3 tAvAn asO api mahA puruzaH loka-saMsTayA
   BhP_12.11.010/1 kaustubha-vyapadeśena svātma-jyotir bibharty ajaḥ	Bhu-_12.11.010/1 kOstuBa--vyapadeSena sva-Atma-jyotiH biBarti ajaH
   BhP_12.11.010/3 tat-prabhā vyāpinī sākṣāt śrīvatsam urasā vibhuḥ	Bhu-_12.11.010/3 tat-praBA vyApinI sAkzAt SrIvatsam urasA viBuH
   BhP_12.11.011/1 sva-māyāṃ vana-mālākhyāṃ nānā-guṇa-mayīṃ dadhat	BhP_12.11.011/1 sva-mAyAm vana-mAlA-AKyAm nAnA--guNa--mayIm daDat-
   BhP_12.11.011/3 vāsaś chando-mayaṃ pītaṃ brahma-sūtraṃ tri-vṛt svaram	BhP_12.11.011/3 vAsaH Cando-mayam pItam brahma-sUtram tri-vRt svaram
   BhP_12.11.012/1 bibharti sāṅkhyaṃ yogaṃ ca devo makara-kuṇḍale	Bhu-_12.11.012/1 biBarti sAFKyam yogam ca devaH makara--kuNxale
   BhP_12.11.012/3 mauliṃ padaṃ pārameṣṭhyaṃ sarva-lokābhayaṅ-karam	Bhu-_12.11.012/3 mOlim padam pAramezWyam sarva-loka-aBayaF-karam
   BhP_12.11.013/1 avyākṛtam anantākhyam āsanaṃ yad-adhiṣṭhitaḥ	Bhu-_12.11.013/1 avyAkRtam ananta-AKyam Asanam yat--aDizWitaH
   BhP_12.11.013/3 dharma-jñānādibhir yuktaṃ sattvaṃ padmam ihocyate	Bhu-_12.11.013/3 Darma-jQAna-AdiBiH yuktam sattvam padmam iha-ucyate
   BhP_12.11.014/1 ojaḥ-saho-bala-yutaṃ mukhya-tattvaṃ gadāṃ dadhat	Bhu-_12.11.014/1 ojaH-saho-bala--yutam muKya--tattvam gadAm daDat-
   BhP_12.11.014/3 apāṃ tattvaṃ dara-varaṃ tejas-tattvaṃ sudarśanam	Bhu-_12.11.014/3 apAm tattvam dara--varam tejas--tattvam sudarSanam
   BhP_12.11.015/1 nabho-nibhaṃ nabhas-tattvam asiṃ carma tamo-mayam	Bhu-_12.11.015/1 naBo--niBam naBas--tattvam asim carma tamaH--mayam
   BhP_12.11.015/3 kāla-rūpaṃ dhanuḥ śārṅgaṃ tathā karma-mayeṣudhim	Bhu-_12.11.015/3 kAla-rUpam DanuH SArFgam taTA karma--mayA-izuDim
   BhP_12.11.016/1 indriyāṇi śarān āhur ākūtīr asya syandanam	Bhu-_12.11.016/1 indriyANi SarAn AhuH AkUtIH asya syandanam
   BhP_12.11.016/3 tan-mātrāṇy asyābhivyaktiṃ mudrayārtha-kriyātmatām	Bhu-_12.11.016/3 tan--mAtrANi asya-aBivyaktim mudrayA-arTa-kriyA-Atma-tAm
   BhP_12.11.017/1 maṇḍalaṃ deva-yajanaṃ dīkṣā saṃskāra ātmanaḥ	Bhu-_12.11.017/1 maNxalam deva--yajanam dIkzA saMskAraH AtmanaH
   BhP_12.11.017/3 paricaryā bhagavata ātmano durita-kṣayaḥ	Bhu-_12.11.017/3 paricaryA BagavataH AtmanaH durita-kzayaH
   BhP_12.11.018/1 bhagavān bhaga-śabdārthaṃ līlā-kamalam udvahan	Bhu-_12.11.018/1 BagavAn Baga--Sabda-arTam lIlA-kamalam udvahan
   BhP_12.11.018/3 dharmaṃ yaśaś ca bhagavāṃś cāmara-vyajane 'bhajat	Bhu-_12.11.018/3 Darmam yaSaH ca BagavAn cAmara--vyajane aBajat-
   BhP_12.11.019/1 ātapatraṃ tu vaikuṇṭhaṃ dvijā dhāmākuto-bhayam	Bhu-_12.11.019/1 Atapatram tu vEkuNWam dvijAH DAma-akuto-Bayam
   BhP_12.11.019/3 tri-vṛd vedaḥ suparṇākhyo yajñaṃ vahati pūruṣam	Bhu-_12.11.019/3 tri-vRt vedaH suparNa-AKyaH yajQam vahati pUruzam
   BhP_12.11.020/1 anapāyinī bhagavatī śṛīḥ sākṣād ātmano hareḥ	Bha-a_12.11.020/1 anapAyinI BagavatI SRIH sAkzAt AtmanaH hareH
   BhP_12.11.020/3 viṣvakṣenas tantra-mūrtir viditaḥ pārṣadādhipaḥ	Bhu-_12.11.020/3 vizvakzenaH tantra--mUrtiH viditaH pArzada-aDipaH
   BhP_12.11.020/5 nandādayo 'ṣṭau dvāḥ-sthāś ca te 'ṇimādyā harer guṇāḥ	Bhu-_12.11.020/5 nanda-AdayaH azwO dvAH-sTAH ca te aNima-AdyAH hareH guNAH
   BhP_12.11.021/1 vāsudevaḥ saṅkarṣaṇaḥ pradyumnaḥ puruṣaḥ svayam	Bhu-_12.11.021/1 vAsudevaH saFkarzaNaH pradyumnaH puruzaH svayam
   BhP_12.11.021/3 aniruddha iti brahman mūrti-vyūho 'bhidhīyate	Bhu-_12.11.021/3 anirudDaH iti brahman mUrti--vyUhaH aBiDIyate
   BhP_12.11.022/1 sa viśvas taijasaḥ prājñas turīya iti vṛttibhiḥ	BhP_12.11.022/1 sa viSvaH tEjasaH prAjQaH turIyaH iti vRttiBiH
   BhP_12.11.022/3 arthendriyāśaya-jñānair bhagavān paribhāvyate	Bhu-_12.11.022/3 arTa-indriya-ASaya--jQAnEH BagavAn pariBAvyate
   BhP_12.11.023/1 aṅgopāṅgāyudhākalpair bhagavāṃs tac catuṣṭayam	Bhu-_12.11.023/1 aFga-upAFga-AyuDa-AkalpEH BagavAn tat catuzwayam
   BhP_12.11.023/3 bibharti sma catur-mūrtir bhagavān harir īśvaraḥ	Bhu-_12.11.023/3 biBarti sma catur-mUrtiH BagavAn hariH ISvaraH
   BhP_12.11.024/1 dvija-ṛṣabha sa eṣa brahma-yoniḥ svayaṃ-dṛk	Bhu-_12.11.024/1 dvija-RzaBa saH eza brahma-yoniH svayaM-dRS-
   BhP_12.11.024/2 sva-mahima-paripūrṇo māyayā ca svayaitat	BhP_12.11.024/2 sva--mahima--paripUrNaH mAyayA ca svayA-etat-
   BhP_12.11.024/3 sṛjati harati pātīty ākhyayānāvṛtākṣo	BhP_12.11.024/3 sRjati harati pAti-iti AKyayA-anAvRta-akzaH-
   BhP_12.11.024/4 vivṛta iva niruktas tat-parair ātma-labhyaḥ	BhP_12.11.024/4 vivRtaH iva niruktaH tat--parEH Atma--laByaH
   BhP_12.11.025/1 śrī-kṛṣṇa kṛṣṇa-sakha vṛṣṇy-ṛṣabhāvani-dhrug-	BhP_12.11.025/1 SrI--kRzNa kRzNa--saKa vRzNi--RzaBAva-ni-Dru-g-
   BhP_12.11.025/2 rājanya-vaṃśa-dahanānapavarga-vīrya	Bhu-_12.11.025/2 rAjan-ya--vaMSa--dahanAn-apavarga-vIrya
   BhP_12.11.025/3 govinda gopa-vanitā-vraja-bhṛtya-gīta	BhP_12.11.025/3 govinda gopa-vanitA--vraja--BRtya--gIta
   BhP_12.11.025/4 tīrtha-śravaḥ śravaṇa-maṅgala pāhi bhṛtyān	Bhu-_12.11.025/4 tIrTa--SravaH SravaNa--maFgala pAhi BRtyAn
   BhP_12.11.026/1 ya idaṃ kalya utthāya mahā-puruṣa-lakṣaṇam	Bhu-_12.11.026/1 yaH idam kalyaH utTAya mahA--puruza--lakzaNam
   BhP_12.11.026/3 tac-cittaḥ prayato japtvā brahma veda guhāśayam	Bhu-_12.11.026/3 tac--cittaH prayataH japtvA brahma veda guhA-ASayam
   BhP_12.11.027/0 śrī-śaunaka uvāca	Bha-a_12.11.027/0 SrI--SOnakaH uvAca
   BhP_12.11.027/1 śuko yad āha bhagavān viṣṇu-rātāya śṛṇvate	Bhu-_12.11.027/1 SukaH yat Aha BagavAn vizNu-rAtAya SRNvate
   BhP_12.11.027/3 sauro gaṇo māsi māsi nānā vasati saptakaḥ	BhP_12.11.027/3 sOraH gaNaH mAsi mAsi nAnA vasati saptakaH
   BhP_12.11.028/1 teṣāṃ nāmāni karmāṇi niyuktānām adhīśvaraiḥ	Bhu-_12.11.028/1 tezAm nAmAni karmANi niyuktAnAm aDISvarEH
   BhP_12.11.028/3 brūhi naḥ śraddadhānānāṃ vyūhaṃ sūryātmano hareḥ	Bhu-_12.11.028/3 brUhi naH SraddaDAnAnAm vyUham sUrya-AtmanaH hareH
   BhP_12.11.029/0 sūta uvāca	BhP_12.11.029/0 sUtaH uvAca
   BhP_12.11.029/1 anādy-avidyayā viṣṇor ātmanaḥ sarva-dehinām	BhP_12.11.029/1 anAdi--a-vidyayA vizNoH AtmanaH sarva-dehinAm
   BhP_12.11.029/3 nirmito loka-tantro 'yaṃ lokeṣu parivartate	BhP_12.11.029/3 nirmitaH loka-tantraH ayam lokezu parivartate
   BhP_12.11.030/1 eka eva hi lokānāṃ sūrya ātmādi-kṛd dhariḥ	Bhu-_12.11.030/1 ekaH eva hi lokAnAm sUryaH Atma-Adi--kRt DariH
   BhP_12.11.030/3 sarva-veda-kriyā-mūlam ṛṣibhir bahudhoditaḥ	BhP_12.11.030/3 sarva-veda--kriyA--mUlam RziBiH bahuDA-uditaH
   BhP_12.11.031/1 kālo deśaḥ kriyā kartā karaṇaṃ kāryam āgamaḥ	Bhu-_12.11.031/1 kAlaH deSaH kriyA kartA karaNam kAryam AgamaH
   BhP_12.11.031/3 dravyaṃ phalam iti brahman navadhokto 'jayā hariḥ	Bhu-_12.11.031/3 dravyam Palam iti brahman navaDa-uktaH ajayA hariH
   BhP_12.11.032/1 madhv-ādiṣu dvādaśasu bhagavān kāla-rūpa-dhṛk	Bhu-_12.11.032/1 maDu--Adizu dvAdaSasu BagavAn kAla-rUpa-DRk-
   BhP_12.11.032/3 loka-tantrāya carati pṛthag dvādaśabhir gaṇaiḥ	Bhu-_12.11.032/3 loka-tantrAya carati pRTak dvAdaSaBiH gaNEH
   BhP_12.11.033/1 dhātā kṛtasthalī hetir vāsukī rathakṛn mune	BhP_12.11.033/1 DAtA kRtasTalI hetiH vAsukiH raTakRt mune
   BhP_12.11.033/3 pulastyas tumburur iti madhu-māsaṃ nayanty amī	Bhu-_12.11.033/3 pulastyaH tumburuH iti maDu-mAsam nayanti amI
   BhP_12.11.034/1 aryamā pulaho 'thaujāḥ prahetiḥ puñjikasthalī	Bhu-_12.11.034/1 aryamA pulahaH aTa-ojAH prahetiH puQjikasTalI
   BhP_12.11.034/3 nāradaḥ kacchanīraś ca nayanty ete sma mādhavam	Bhu-_12.11.034/3 nAradaH kacCa-nIraH ca nayanti ete sma mADavam
   BhP_12.11.035/1 mitro 'triḥ pauruṣeyo 'tha takṣako menakā hahāḥ	Bhu-_12.11.035/1 mitraH atriH pOruzeyaH aTa takzakaH menakA hahAH
   BhP_12.11.035/3 rathasvana iti hy ete śukra-māsaṃ nayanty amī	Bhu-_12.11.035/3 raTa-svanaH iti hi ete Sukra--mAsam nayanti amI
   BhP_12.11.036/1 vasiṣṭho varuṇo rambhā sahajanyas tathā huhūḥ	BhP_12.11.036/1 vasizWaH varuNaH ramBA sahajanyaH taTA huhUH
   BhP_12.11.036/3 śukraś citrasvanaś caiva śuci-māsaṃ nayanty amī	BhP_12.11.036/3 SukraH citra-svanaH ca-eva Suci--mAsam nayanti amI
   BhP_12.11.037/1 indro viśvāvasuḥ śrotā elāpatras tathāṅgirāḥ	Bhu-_12.11.037/1 indraH viSvAvasuH SrotA elApatraH taTA-aFgirAH
   BhP_12.11.037/3 pramlocā rākṣaso varyo nabho-māsaṃ nayanty amī	Bhu-_12.11.037/3 pramlocAH rAkzasaH varyaH naBo--mAsam nayanti amI
   BhP_12.11.038/1 vivasvān ugrasenaś ca vyāghra āsāraṇo bhṛguḥ	Bhu-_12.11.038/1 vivasvAn ugrasenaH ca vyAGraH AsAraNaH BRguH
   BhP_12.11.038/3 anumlocā śaṅkhapālo nabhasyākhyaṃ nayanty amī	BhP_12.11.038/3 anumlocA SaFKapAlaH naBasya-AKyam nayanti amI
   BhP_12.11.039/1 pūṣā dhanañjayo vātaḥ suṣeṇaḥ surucis tathā	Bhu-_12.11.039/1 pUzA DanaQjayaH vAtaH suzeNaH suruciH taTA
   BhP_12.11.039/3 ghṛtācī gautamaś ceti tapo-māsaṃ nayanty amī	BhP_12.11.039/3 GRtAcI gOtamaH ca-iti tapo-mAsam nayanti amI
   BhP_12.11.040/1 ṛtur varcā bharadvājaḥ parjanyaḥ senajit tathā	BhP_12.11.040/1 RtuH varcAH BaradvAjaH parjanyaH senajit taTA
   BhP_12.11.040/3 viśva airāvataś caiva tapasyākhyaṃ nayanty amī	Bhu-_12.11.040/3 viSva ErAvataH ca-eva tapasi-AKyam nayanti amI
   BhP_12.11.041/1 athāṃśuḥ kaśyapas tārkṣya ṛtasenas tathorvaśī	Bhu-_12.11.041/1 aTa-aMSuH kaSyapaH tArkzya RtasenaH taTA-urvaSI
   BhP_12.11.041/3 vidyucchatrur mahāśaṅkhaḥ saho-māsaṃ nayanty amī	Bhu-_12.11.041/3 vidyut-CatruH mahA-SaFKaH saha-u--mAsam nayanti amI
   BhP_12.11.042/1 bhagaḥ sphūrjo 'riṣṭanemir ūrṇa āyuś ca pañcamaḥ	BhP_12.11.042/1 BagaH sPUrjaH arizwanemiH UrNaH AyuH ca paQcamaH
   BhP_12.11.042/3 karkoṭakaḥ pūrvacittiḥ puṣya-māsaṃ nayanty amī	Bhu-_12.11.042/3 karkowakaH pUrvacittiH puzya--mAsam nayanti amI
   BhP_12.11.043/1 tvaṣṭā ṛcīka-tanayaḥ kambalaś ca tilottamā	Bhu-_12.11.043/1 tvazwA RcIka--tanayaH kambalaH ca tilottamA
   BhP_12.11.043/3 brahmāpeto 'tha satajid dhṛtarāṣṭra iṣam-bharāḥ	Bhu-_12.11.043/3 brahma-apetaH aTa satajit DRtarAzwraH izam--BarAH
   BhP_12.11.044/1 viṣṇur aśvataro rambhā sūryavarcāś ca satyajit	Bhu-_12.11.044/1 vizNuH aSvataraH ramBA sUrya-varcAH ca satyajit-
   BhP_12.11.044/3 viśvāmitro makhāpeta ūrja-māsaṃ nayanty amī	Bhu-_12.11.044/3 viSvAmitraH maKa-apetaH Urja--mAsam nayanti amI
   BhP_12.11.045/1 etā bhagavato viṣṇor ādityasya vibhūtayaḥ	Bhu-_12.11.045/1 etAH BagavataH vizNoH Adityasya viBUtayaH
   BhP_12.11.045/3 smaratāṃ sandhyayor nṝṇāṃ haranty aṃho dine dine	Bhu-_12.11.045/3 smaratAm sanDyayoH nLNAm haranti aMhaH dine dine
   BhP_12.11.046/1 dvādaśasv api māseṣu devo 'sau ṣaḍbhir asya vai	Bhu-_12.11.046/1 dvAdaSasu api mAsezu devaH asO zaxBiH asya vE
   BhP_12.11.046/3 caran samantāt tanute paratreha ca san-matim	Bhu-_12.11.046/3 caran samantAt tanute paratra-iha ca san-matim
   BhP_12.11.047/1 sāmarg-yajurbhis tal-liṅgair ṛṣayaḥ saṃstuvanty amum	Bhu-_12.11.047/1 sAmarg-yajurBiH tal--liFgEH RzayaH saMstuvanti amum
   BhP_12.11.047/3 gandharvās taṃ pragāyanti nṛtyanty apsaraso 'grataḥ	Bhu-_12.11.047/3 ganDarvAH tam pragAyanti nRtyanti apsarasaH agratas-
   BhP_12.11.048/1 unnahyanti rathaṃ nāgā grāmaṇyo ratha-yojakāḥ	Bhu-_12.11.048/1 unnahyanti raTam nAgAH grAmaNyaH raTa--yojakAH
   BhP_12.11.048/3 codayanti rathaṃ pṛṣṭhe nairṛtā bala-śālinaḥ	Bhu-_12.11.048/3 codayanti raTam pRzWe nErRtAH bala-SAlinaH
   BhP_12.11.049/1 vālakhilyāḥ sahasrāṇi ṣaṣṭir brahmarṣayo 'malāḥ	Bhu-_12.11.049/1 vAlaKilyAH sahasrANi zazwiH brahmarzayaH amalAH
   BhP_12.11.049/3 purato 'bhimukhaṃ yānti stuvanti stutibhir vibhum	Bhu-_12.11.049/3 puratas aBimuKam yAnti stuvanti stutiBiH viBum
   BhP_12.11.050/1 evaṃ hy anādi-nidhano bhagavān harir īśvaraḥ	Bhu-_12.11.050/1 evam hi anAdi-niDanaH BagavAn hariH ISvaraH
   BhP_12.11.050/3 kalpe kalpe svam ātmānaṃ vyūhya lokān avaty ajaḥ	Bhu-_12.11.050/3 kalpe kalpe svam AtmAnam vyUhya lokAn avati ajaH
   BhP_12.12.001/0 sūta uvāca	BhP_12.12.001/0 sUtaH uvAca
   BhP_12.12.001/1 namo dharmāya mahate namaḥ kṛṣṇāya vedhase	Bhu-_12.12.001/1 namaH DarmAya mahate namaH kRzNAya veDase
   BhP_12.12.001/3 brahmaṇebhyo namaskṛtya dharmān vakṣye sanātanān	Bhu-_12.12.001/3 brahmaNeByaH namaskRtya DarmAn vakzye sanAtanAn
   BhP_12.12.002/1 etad vaḥ kathitaṃ viprā viṣṇoś caritam adbhutam	Bhu-_12.12.002/1 etat vaH kaTitam viprAH vizNoH caritam adButam
   BhP_12.12.002/3 bhavadbhir yad ahaṃ pṛṣṭo narāṇāṃ puruṣocitam	Bhu-_12.12.002/3 BavadBiH yat aham pRzwaH narANAm puruza-ucitam
   BhP_12.12.003/1 atra saṅkīrtitaḥ sākṣāt sarva-pāpa-haro hariḥ	Bhu-_12.12.003/1 atra saFkIrtitaH sAkzAt sarva-pApa--haraH hariH
   BhP_12.12.003/3 nārāyaṇo hṛṣīkeśo bhagavān sātvatām patiḥ	Bhu-_12.12.003/3 nArAyaNaH hRzIkeSaH BagavAn sAtvatAm patiH
   BhP_12.12.004/1 atra brahma paraṃ guhyaṃ jagataḥ prabhavāpyayam	Bhu-_12.12.004/1 atra brahma param guhyam jagataH praBava-apyayam
   BhP_12.12.004/3 jñānaṃ ca tad-upākhyānaṃ proktaṃ vijñāna-saṃyutam	Bhu-_12.12.004/3 jQAnam ca tad--upAKyAnam proktam vijQAna--saMyutam
   BhP_12.12.005/1 bhakti-yogaḥ samākhyāto vairāgyaṃ ca tad-āśrayam	BhP_12.12.005/1 Bakti-yogaH samAKyAtaH vErAgyam ca tad--ASrayam
   BhP_12.12.005/3 pārīkṣitam upākhyānaṃ nāradākhyānam eva ca	Bhu-_12.12.005/3 pArIkzitam upAKyAnam nArada-AKyAnam eva ca
   BhP_12.12.006/1 prāyopaveśo rājarṣer vipra-śāpāt parīkṣitaḥ	Bhu-_12.12.006/1 prAya-upaveSaH rAjarzeH vipra-SApAt parIkzitaH
   BhP_12.12.006/3 śukasya brahmarṣabhasya saṃvādaś ca parīkṣitaḥ	BhP_12.12.006/3 Sukasya brahmarzaBasya saMvAdaH ca parIkzitaH
   BhP_12.12.007/1 yoga-dhāraṇayotkrāntiḥ saṃvādo nāradājayoḥ	Bhu-_12.12.007/1 yoga-DAraNayA-utkrAntiH saMvAdaH nArada-AjayoH
   BhP_12.12.007/3 avatārānugītaṃ ca sargaḥ prādhāniko 'grataḥ	Bhu-_12.12.007/3 avatAra-anugItam ca sargaH prADAnikaH agratas-
   BhP_12.12.008/1 viduroddhava-saṃvādaḥ kṣattṛ-maitreyayos tataḥ	Bhu-_12.12.008/1 vidura-udDava--saMvAdaH kzattR-mEtreyayoH tatas-
   BhP_12.12.008/3 purāṇa-saṃhitā-praśno mahā-puruṣa-saṃsthitiḥ	Bhu-_12.12.008/3 purANa--saMhitA--praSnaH mahA--puruza--saMsTitiH
   BhP_12.12.009/1 tataḥ prākṛtikaḥ sargaḥ sapta vaikṛtikāś ca ye	Bhu-_12.12.009/1 tatas prAkRtikaH sargaH sapta vEkRtikAH ca ye
   BhP_12.12.009/3 tato brahmāṇḍa-sambhūtir vairājaḥ puruṣo yataḥ	Bhu-_12.12.009/3 tatas brahmANxa--samBUtiH vErAjaH puruzaH yatas-
   BhP_12.12.010/1 kālasya sthūla-sūkṣmasya gatiḥ padma-samudbhavaḥ	Bhu-_12.12.010/1 kAlasya sTUla--sUkzmasya gatiH padma--samudBavaH
   BhP_12.12.010/3 bhuva uddharaṇe 'mbhodher hiraṇyākṣa-vadho yathā	Bhu-_12.12.010/3 BuvaH udDaraNe amBoDeH hiraNyAkza-vaDaH yaTA
   BhP_12.12.011/1 ūrdhva-tiryag-avāk-sargo rudra-sargas tathaiva ca	BhP_12.12.011/1 UrDva--tiryak--avAk-sargaH rudra--sargaH taTA-eva ca
   BhP_12.12.011/3 ardha-nārīśvarasyātha yataḥ svāyambhuvo manuḥ	Bhu-_12.12.011/3 arDa-nArI-ISvarasya-aTa yatas svAyamBuvaH manuH
   BhP_12.12.012/1 śatarūpā ca yā strīṇām ādyā prakṛtir uttamā	Bha-a_12.12.012/1 SatarUpA ca yA strINAm AdyA prakRtiH uttamA
   BhP_12.12.012/3 santāno dharma-patnīnāṃ kardamasya prajāpateḥ	Bhu-_12.12.012/3 santAnaH Darma-patnInAm kardamasya prajApateH
